DEPTH,BS,CALI,DENS,DENS_CORR,DRHO,DTC,DTS,GR,NEUT,NEUT_CORR,PEF,RESD,RESM,RESS,SP,TEMP,TENS
236.982,12.25,,,,,,,,,,,,,,,,
237.1344,12.25,,,,,,,,,,,,,,,,
237.2868,12.25,,,,,,,,,,,,,,,,
237.4392,12.25,,,,,,,,,,,,,,,,
237.5916,12.25,,,,,,,,,,,,,,,,
237.744,12.25,,,,,,,,,,,,,,,,
237.8964,12.25,,,,,,,,,,,,,,,,
238.0488,12.25,,,,,,,,,,,,,,,,
238.2012,12.25,,,,,,,,,,,,,,,,
238.3536,12.25,,,,,,,,,,,,,,,,
238.506,12.25,,,,,,,,,,,,,,,,
238.6584,12.25,,,,,,,,,,,,,,,,
238.8108,12.25,,,,,,,,,,,,,,,,
238.9632,12.25,,,,,,,,,,,,,,,,
239.1156,12.25,,,,,,,,,,,,,,,,
239.268,12.25,,,,,,,,,,,,,,,,
239.4204,12.25,,,,,,,,,,,,,,,,
239.5728,12.25,,,,,,,,,,,,,,,,
239.7252,12.25,,,,,,,,,,,,,,,,
239.8776,12.25,,,,,,,,,,,,,,,,
240.03,12.25,,,,,,,,,,,,,,,,
240.1824,12.25,,,,,,,,,,,,,,,,
240.3348,12.25,,,,,,,,,,,,,,,,
240.4872,12.25,,,,,,,,,,,,,,,,
240.6396,12.25,,,,,,,,,,,,,,,,
240.792,12.25,,,,,,,,,,,,,,,,
240.9444,12.25,,,,,,,,,,,,,,,,
241.0968,12.25,,,,,,,,,,,,,,,,
241.2492,12.25,,,,,,,,,,,,,,,,
241.4016,12.25,,,,,,,,,,,,,,,,
241.554,12.25,,,,,,,,,,,,,,,,
241.7064,12.25,,,,,,,,,,,,,,,,
241.8588,12.25,,,,,,,,,,,,,,,,
242.0112,12.25,,,,,,,,,,,,,,,,
242.1636,12.25,,,,,,,,,,,,,,,,
242.316,12.25,,,,,,,,,,,,,,,,
242.4684,12.25,,,,,,,,,,,,,,,,
242.6208,12.25,,,,,,,,,,,,,,,,
242.7732,12.25,,,,,,,,,,,,,,,,
242.9256,12.25,,,,,,,,,,,,,,,,
243.078,12.25,,,,,,,,,,,,,,,,
243.2304,12.25,,,,,,,,,,,,,,,,
243.3828,12.25,,,,,,,,,,,,,,,,
243.5352,12.25,,,,,,,,,,,,,,,,
243.6876,12.25,,,,,,,,,,,,,,,,
243.84,12.25,,,,,,,,,,,,,,,,
243.9924,12.25,,,,,,,,,,,,,,,,
244.1448,12.25,,,,,,,,,,,,,,,,
244.2972,12.25,,,,,,,,,,,,,,,,
244.4496,12.25,,,,,,,,,,,,,,,,
244.602,12.25,,,,,,,,,,,,,,,,
244.7544,12.25,,,,,,,,,,,,,,,,
244.9068,12.25,,,,,,,,,,,,,,,,
245.0592,12.25,,,,,,,,,,,,,,,,
245.2116,12.25,,,,,,,,,,,,,,,,
245.364,12.25,,,,,,,,,,,,,,,,
245.5164,12.25,,,,,,,,,,,,,,,,
245.6688,12.25,,,,,,,,,,,,,,,,
245.8212,12.25,,,,,,,,,,,,,,,,
245.9736,12.25,,,,,,,,,,,,,,,,
246.126,12.25,,,,,,,,,,,,,,,,
246.2784,12.25,,,,,,,,,,,,,,,,
246.4308,12.25,,,,,,,,,,,,,,,,
246.5832,12.25,,,,,,,,,,,,,,,,
246.7356,12.25,,,,,,,,,,,,,,,,
246.888,12.25,,,,,,,,,,,,,,,,
247.0404,12.25,,,,,,,,,,,,,,,,
247.1928,12.25,,,,,,,,,,,,,,,,
247.3452,12.25,,,,,,,,,,,,,,,,
247.4976,12.25,,,,,,,,,,,,,,,,
247.65,12.25,,,,,,,,,,,,,,,,
247.8024,12.25,,,,,,,,,,,,,,,,
247.9548,12.25,,,,,,,,,,,,,,,,
248.1072,12.25,,,,,,,,,,,,,,,,
248.2596,12.25,,,,,,,,,,,,,,,,
248.412,12.25,,,,,,,,,,,,,,,,
248.5644,12.25,,,,,,,,,,,,,,,,
248.7168,12.25,,,,,,,,,,,,,,,,
248.8692,12.25,,,,,,,,,,,,,,,,
249.0216,12.25,,,,,,,,,,,,,,,,
249.174,12.25,,,,,,,,,,,,,,,,
249.3264,12.25,,,,,,,,,,,,,,,,
249.4788,12.25,,,,,,,,,,,,,,,,
249.6312,12.25,,,,,,,,,,,,,,,,
249.7836,12.25,,,,,,,,,,,,,,,,
249.936,12.25,,,,,,,,,,,,,,,,
250.0884,12.25,,,,,,,,,,,,,,,,
250.2408,12.25,,,,,,,,,,,,,,,,
250.3932,12.25,,,,,,,,,,,,,,,,
250.5456,12.25,,,,,,,,,,,,,,,,
250.698,12.25,,,,,,,,,,,,,,,,
250.8504,12.25,,,,,,,,,,,,,,,,
251.0028,12.25,,,,,,,,,,,,,,,,
251.1552,12.25,,,,,,,,,,,,,,,,
251.3076,12.25,,,,,,,,,,,,,,,,
251.46,12.25,,,,,,,,,,,,,,,,
251.6124,12.25,,,,,,,,,,,,,,,,
251.7648,12.25,,,,,,,,,,,,,,,,
251.9172,12.25,,,,,,,,,,,,,,,,
252.0696,12.25,,,,,,,,,,,,,,,,
252.222,12.25,,,,,,,,,,,,,,,,
252.3744,12.25,,,,,,,,,,,,,,,,
252.5268,12.25,,,,,,,,,,,,,,,,
252.6792,12.25,,,,,,,,,,,,,,,,
252.8316,12.25,,,,,,,,,,,,,,,,
252.984,12.25,,,,,,,,,,,,,,,,
253.1364,12.25,,,,,,,,,,,,,,,,
253.2888,12.25,,,,,,,,,,,,,,,,
253.4412,12.25,,,,,,,,,,,,,,,,
253.5936,12.25,,,,,,,,,,,,,,,,
253.746,12.25,,,,,,,,,,,,,,,,
253.8984,12.25,,,,,,,,,,,,,,,,
254.0508,12.25,,,,,,,,,,,,,,,,
254.2032,12.25,,,,,,,,,,,,,,,,
254.3556,12.25,,,,,,,,,,,,,,,,
254.508,12.25,,,,,,,,,,,,,,,,
254.6604,12.25,,,,,,,,,,,,,,,,
254.8128,12.25,,,,,,,,,,,,,,,,
254.9652,12.25,,,,,,,,,,,,,,,,
255.1176,12.25,,,,,,,,,,,,,,,,
255.27,12.25,,,,,,,,,,,,,,,,
255.4224,12.25,,,,,,,,,,,,,,,,
255.5748,12.25,,,,,,,,,,,,,,,,
255.7272,12.25,,,,,,,,,,,,,,,,
255.8796,12.25,,,,,,,,,,,,,,,,
256.032,12.25,,,,,,,,,,,,,,,,
256.1844,12.25,,,,,,,,,,,,,,,,
256.3368,12.25,,,,,,,,,,,,,,,,
256.4892,12.25,,,,,,,,,,,,,,,,
256.6416,12.25,,,,,,,,,,,,,,,,
256.794,12.25,,,,,,,,,,,,,,,,
256.9464,12.25,,,,,,,,,,,,,,,,
257.0988,12.25,,,,,,,,,,,,,,,,
257.2512,12.25,,,,,,,,,,,,,,,,
257.4036,12.25,,,,,,,,,,,,,,,,
257.556,12.25,,,,,,,,,,,,,,,,
257.7084,12.25,,,,,,,,,,,,,,,,
257.8608,12.25,,,,,,,,,,,,,,,,
258.0132,12.25,,,,,,,,,,,,,,,,
258.1656,12.25,,,,,,,,,,,,,,,,
258.318,12.25,,,,,,,,,,,,,,,,
258.4704,12.25,,,,,,,,,,,,,,,,
258.6228,12.25,,,,,,,,,,,,,,,,
258.7752,12.25,,,,,,,,,,,,,,,,
258.9276,12.25,,,,,,,,,,,,,,,,
259.08,12.25,,,,,,,,,,,,,,,,
259.2324,12.25,,,,,,,,,,,,,,,,
259.3848,12.25,,,,,,,,,,,,,,,,
259.5372,12.25,,,,,,,,,,,,,,,,
259.6896,12.25,,,,,,,,,,,,,,,,
259.842,12.25,,,,,,,,,,,,,,,,
259.9944,12.25,,,,,,,,,,,,,,,,
260.1468,12.25,,,,,,,,,,,,,,,,
260.2992,12.25,,,,,,,,,,,,,,,,
260.4516,12.25,,,,,,,,,,,,,,,,
260.604,12.25,,,,,,,,,,,,,,,,
260.7564,12.25,,,,,,,,,,,,,,,,
260.9088,12.25,,,,,,,,,,,,,,,,
261.0612,12.25,,,,,,,,,,,,,,,,
261.2136,12.25,,,,,,,,,,,,,,,,
261.366,12.25,,,,,,,,,,,,,,,,
261.5184,12.25,,,,,,,,,,,,,,,,
261.6708,12.25,,,,,,,,,,,,,,,,
261.8232,12.25,,,,,,,,,,,,,,,,
261.9756,12.25,,,,,,,,,,,,,,,,
262.128,12.25,,,,,,,,,,,,,,,,
262.2804,12.25,,,,,,,,,,,,,,,,
262.4328,12.25,,,,,,,,,,,,,,,,
262.5852,12.25,,,,,,,,,,,,,,,,
262.7376,12.25,,,,,,,,,,,,,,,,
262.89,12.25,,,,,,,,,,,,,,,,
263.0424,12.25,,,,,,,,,,,,,,,,
263.1948,12.25,,,,,,,,,,,,,,,,
263.3472,12.25,,,,,,,,,,,,,,,,
263.4996,12.25,,,,,,,,,,,,,,,,
263.652,12.25,,,,,,,,,,,,,,,,
263.8044,12.25,,,,,,,,,,,,,,,,
263.9568,12.25,,,,,,,,,,,,,,,,
264.1092,12.25,,,,,,,,,,,,,,,,
264.2616,12.25,,,,,,,,,,,,,,,,
264.414,12.25,,,,,,,,,,,,,,,,
264.5664,12.25,,,,,,,,,,,,,,,,
264.7188,12.25,,,,,,,,,,,,,,,,
264.8712,12.25,,,,,,,,,,,,,,,,
265.0236,12.25,,,,,,,,,,,,,,,,
265.176,12.25,,,,,,,,,,,,,,,,
265.3284,12.25,,,,,,,,,,,,,,,,
265.4808,12.25,,,,,,,,,,,,,,,,
265.6332,12.25,,,,,,,,,,,,,,,,
265.7856,12.25,,,,,,,,,,,,,,,,
265.938,12.25,,,,,,,,,,,,,,,,
266.0904,12.25,,,,,,,,,,,,,,,,
266.2428,12.25,,,,,,,,,,,,,,,,
266.3952,12.25,,,,,,,,,,,,,,,,
266.5476,12.25,,,,,,,,,,,,,,,,
266.7,12.25,,,,,,,,,,,,,,,,
266.8524,12.25,,,,,,,,,,,,,,,,
267.0048,12.25,,,,,,,,,,,,,,,,
267.1572,12.25,,,,,,,,,,,,,,,,
267.3096,12.25,,,,,,,,,,,,,,,,
267.462,12.25,,,,,,,,,,,,,,,,
267.6144,12.25,,,,,,,,,,,,,,,,
267.7668,12.25,,,,,,,,,,,,,,,,
267.9192,12.25,,,,,,,,,,,,,,,,
268.0716,12.25,,,,,,,,,,,,,,,,
268.224,12.25,,,,,,,,,,,,,,,,
268.3764,12.25,,,,,,,,,,,,,,,,
268.5288,12.25,,,,,,,,,,,,,,,,
268.6812,12.25,,,,,,,,,,,,,,,,
268.8336,12.25,,,,,,,,,,,,,,,,
268.986,12.25,,,,,,,,,,,,,,,,
269.1384,12.25,,,,,,,,,,,,,,,,
269.2908,12.25,,,,,,,,,,,,,,,,
269.4432,12.25,,,,,,,,,,,,,,,,
269.5956,12.25,,,,,,,,,,,,,,,,
269.748,12.25,,,,,,,,,,,,,,,,
269.9004,12.25,,,,,,,,,,,,,,,,
270.0528,12.25,,,,,,,,,,,,,,,,
270.2052,12.25,,,,,,,,,,,,,,,,
270.3576,12.25,,,,,,,,,,,,,,,,
270.51,12.25,,,,,,,,,,,,,,,,
270.6624,12.25,,,,,,,,,,,,,,,,
270.8148,12.25,,,,,,,,,,,,,,,,
270.9672,12.25,,,,,,,,,,,,,,,,
271.1196,12.25,,,,,,,,,,,,,,,,
271.272,12.25,,,,,,,,,,,,,,,,
271.4244,12.25,,,,,,,,,,,,,,,,
271.5768,12.25,,,,,,,,,,,,,,,,
271.7292,12.25,,,,,,,,,,,,,,,,
271.8816,12.25,,,,,,,,,,,,,,,,
272.034,12.25,,,,,,,,,,,,,,,,
272.1864,12.25,,,,,,,,,,,,,,,,
272.3388,12.25,,,,,,,,,,,,,,,,
272.4912,12.25,,,,,,,,,,,,,,,,
272.6436,12.25,,,,,,,,,,,,,,,,
272.796,12.25,,,,,,,,,,,,,,,,
272.9484,12.25,,,,,,,,,,,,,,,,
273.1008,12.25,,,,,,,,,,,,,,,,
273.2532,12.25,,,,,,,,,,,,,,,,
273.4056,12.25,,,,,,,,,,,,,,,,
273.558,12.25,,,,,,,,,,,,,,,,
273.7104,12.25,,,,,,,,,,,,,,,,
273.8628,12.25,,,,,,,,,,,,,,,,
274.0152,12.25,,,,,,,,,,,,,,,,
274.1676,12.25,,,,,,,,,,,,,,,,
274.32,12.25,,,,,,,,,,,,,,,,
274.4724,12.25,,,,,,,,,,,,,,,,
274.6248,12.25,,,,,,,,,,,,,,,,
274.7772,12.25,,,,,,,,,,,,,,,,
274.9296,12.25,,,,,,,,,,,,,,,,
275.082,12.25,,,,,,,,,,,,,,,,
275.2344,12.25,,,,,,,,,,,,,,,,
275.3868,12.25,,,,,,,,,,,,,,,,
275.5392,12.25,,,,,,,,,,,,,,,,
275.6916,12.25,,,,,,,,,,,,,,,,
275.844,12.25,,,,,,,,,,,,,,,,
275.9964,12.25,,,,,,,,,,,,,,,,
276.1488,12.25,,,,,,,,,,,,,,,,
276.3012,12.25,,,,,,,,,,,,,,,,
276.4536,12.25,,,,,,,,,,,,,,,,
276.606,12.25,,,,,,,,,,,,,,,,
276.7584,12.25,,,,,,,,,,,,,,,,
276.9108,12.25,,,,,,,,,,,,,,,,
277.0632,12.25,,,,,,,,,,,,,,,,
277.2156,12.25,,,,,,,,,,,,,,,,
277.368,12.25,,,,,,,,,,,,,,,,
277.5204,12.25,,,,,,,,,,,,,,,,
277.6728,12.25,,,,,,,,,,,,,,,,
277.8252,12.25,,,,,,,,,,,,,,,,
277.9776,12.25,,,,,,,,,,,,,,,,
278.13,12.25,,,,,,,,,,,,,,,,
278.2824,12.25,,,,,,,,,,,,,,,,
278.4348,12.25,,,,,,,,,,,,,,,,
278.5872,12.25,,,,,,,,,,,,,,,,
278.7396,12.25,,,,,,,,,,,,,,,,
278.892,12.25,,,,,,,,,,,,,,,,
279.0444,12.25,,,,,,,,,,,,,,,,
279.1968,12.25,,,,,,,,,,,,,,,,
279.3492,12.25,,,,,,,,,,,,,,,,
279.5016,12.25,,,,,,,,,,,,,,,,
279.654,12.25,,,,,,,,,,,,,,,,
279.8064,12.25,,,,,,,,,,,,,,,,
279.9588,12.25,,,,,,,,,,,,,,,,
280.1112,12.25,,,,,,,,,,,,,,,,
280.2636,12.25,,,,,,,,,,,,,,,,
280.416,12.25,,,,,,,,,,,,,,,,
280.5684,12.25,,,,,,,,,,,,,,,,
280.7208,12.25,,,,,,,,,,,,,,,,
280.8732,12.25,,,,,,,,,,,,,,,,
281.0256,12.25,,,,,,,,,,,,,,,,
281.178,12.25,,,,,,,,,,,,,,,,
281.3304,12.25,,,,,,,,,,,,,,,,
281.4828,12.25,,,,,,,,,,,,,,,,
281.6352,12.25,,,,,,,,,,,,,,,,
281.7876,12.25,,,,,,,,,,,,,,,,
281.94,12.25,,,,,,,,,,,,,,,,
282.0924,12.25,,,,,,,,,,,,,,,,
282.2448,12.25,,,,,,,,,,,,,,,,
282.3972,12.25,,,,,,,,,,,,,,,,
282.5496,12.25,,,,,,,,,,,,,,,,
282.702,12.25,,,,,,,,,,,,,,,,
282.8544,12.25,,,,,,,,,,,,,,,,
283.0068,12.25,,,,,,,,,,,,,,,,
283.1592,12.25,,,,,,,,,,,,,,,,
283.3116,12.25,,,,,,,,,,,,,,,,
283.464,12.25,,,,,,,,,,,,,,,,
283.6164,12.25,,,,,,,,,,,,,,,,
283.7688,12.25,,,,,,,,,,,,,,,,
283.9212,12.25,,,,,,,,,,,,,,,,
284.0736,12.25,,,,,,,,,,,,,,,,
284.226,12.25,,,,,,,,,,,,,,,,
284.3784,12.25,,,,,,,,,,,,,,,,
284.5308,12.25,,,,,,,,,,,,,,,,
284.6832,12.25,,,,,,,,,,,,,,,,
284.8356,12.25,,,,,,,,,,,,,,,,
284.988,12.25,,,,,,,,,,,,,,,,
285.1404,12.25,,,,,,,,,,,,,,,,
285.2928,12.25,,,,,,,,,,,,,,,,
285.4452,12.25,,,,,,,,,,,,,,,,
285.5976,12.25,,,,,,,,,,,,,,,,
285.75,12.25,,,,,,,,,,,,,,,,
285.9024,12.25,,,,,,,,,,,,,,,,
286.0548,12.25,,,,,,,,,,,,,,,,
286.2072,12.25,,,,,,,,,,,,,,,,
286.3596,12.25,,,,,,,,,,,,,,,,
286.512,12.25,,,,,,,,,,,,,,,,
286.6644,12.25,,,,,,,,,,,,,,,,
286.8168,12.25,,,,,,,,,,,,,,,,
286.9692,12.25,,,,,,,,,,,,,,,,
287.1216,12.25,,,,,,,,,,,,,,,,
287.274,12.25,,,,,,,,,,,,,,,,
287.4264,12.25,,,,,,,,,,,,,,,,
287.5788,12.25,,,,,,,,,,,,,,,,
287.7312,12.25,,,,,,,,,,,,,,,,
287.8836,12.25,,,,,,,,,,,,,,,,
288.036,12.25,,,,,,,,,,,,,,,,
288.1884,12.25,,,,,,,,,,,,,,,,
288.3408,12.25,,,,,,,,,,,,,,,,
288.4932,12.25,,,,,,,,,,,,,,,,
288.6456,12.25,,,,,,,,,,,,,,,,
288.798,12.25,,,,,,,,,,,,,,,,
288.9504,12.25,,,,,,,,,,,,,,,,
289.1028,12.25,,,,,,,,,,,,,,,,
289.2552,12.25,,,,,,,,,,,,,,,,
289.4076,12.25,,,,,,,,,,,,,,,,
289.56,12.25,,,,,,,,,,,,,,,,
289.7124,12.25,,,,,,,,,,,,,,,,
289.8648,12.25,,,,,,,,,,,,,,,,
290.0172,12.25,,,,,,,,,,,,,,,,
290.1696,12.25,,,,,,,,,,,,,,,,
290.322,12.25,,,,,,,,,,,,,,,,
290.4744,12.25,,,,,,,,,,,,,,,,
290.6268,12.25,,,,,,,,,,,,,,,,
290.7792,12.25,,,,,,,,,,,,,,,,
290.9316,12.25,,,,,,,,,,,,,,,,
291.084,12.25,,,,,,,,,,,,,,,,
291.2364,12.25,,,,,,,,,,,,,,,,
291.3888,12.25,,,,,,,,,,,,,,,,
291.5412,12.25,,,,,,,,,,,,,,,,
291.6936,12.25,,,,,,,,,,,,,,,,
291.846,12.25,,,,,,,,,,,,,,,,
291.9984,12.25,,,,,,,,,,,,,,,,
292.1508,12.25,,,,,,,,,,,,,,,,
292.3032,12.25,,,,,,,,,,,,,,,,
292.4556,12.25,,,,,,,,,,,,,,,,
292.608,12.25,,,,,,,,,,,,,,,,
292.7604,12.25,,,,,,,,,,,,,,,,
292.9128,12.25,,,,,,,,,,,,,,,,
293.0652,12.25,,,,,,,,,,,,,,,,
293.2176,12.25,,,,,,,,,,,,,,,,
293.37,12.25,,,,,,,,,,,,,,,,
293.5224,12.25,,,,,,,,,,,,,,,,
293.6748,12.25,,,,,,,,,,,,,,,,
293.8272,12.25,,,,,,,,,,,,,,,,
293.9796,12.25,,,,,,,,,,,,,,,,
294.132,12.25,,,,,,,,,,,,,,,,
294.2844,12.25,,,,,,,,,,,,,,,,
294.4368,12.25,,,,,,,,,,,,,,,,
294.5892,12.25,,,,,,,,,,,,,,,,
294.7416,12.25,,,,,,,,,,,,,,,,
294.894,12.25,,,,,,,,,,,,,,,,
295.0464,12.25,,,,,,,,,,,,,,,,
295.1988,12.25,,,,,,,,,,,,,,,,
295.3512,12.25,,,,,,,,,,,,,,,,
295.5036,12.25,,,,,,,,,,,,,,,,
295.656,12.25,,,,,,,,,,,,,,,,
295.8084,12.25,,,,,,,,,,,,,,,,
295.9608,12.25,,,,,,,,,,,,,,,,
296.1132,12.25,,,,,,,,,,,,,,,,
296.2656,12.25,,,,,,,,,,,,,,,,
296.418,12.25,,,,,,,,,,,,,,,,
296.5704,12.25,,,,,,,,,,,,,,,,
296.7228,12.25,,,,,,,,,,,,,,,,
296.8752,12.25,,,,,,,,,,,,,,,,
297.0276,12.25,,,,,,,,,,,,,,,,
297.18,12.25,,,,,,,,,,,,,,,,
297.3324,12.25,,,,,,,,,,,,,,,,
297.4848,12.25,,,,,,,,,,,,,,,,
297.6372,12.25,,,,,,,,,,,,,,,,
297.7896,12.25,,,,,,,,,,,,,,,,
297.942,12.25,,,,,,,,,,,,,,,,
298.0944,12.25,,,,,,,,,,,,,,,,
298.2468,12.25,,,,,,,,,,,,,,,,
298.3992,12.25,,,,,,,,,,,,,,,,
298.5516,12.25,,,,,,,,,,,,,,,,
298.704,12.25,,,,,,,,,,,,,,,,
298.8564,12.25,,,,,,,,,,,,,,,,
299.0088,12.25,,,,,,,,,,,,,,,,
299.1612,12.25,,,,,,,,,,,,,,,,
299.3136,12.25,,,,,,,,,,,,,,,,
299.466,12.25,,,,,,,,,,,,,,,,
299.6184,12.25,,,,,,,,,,,,,,,,
299.7708,12.25,,,,,,,,,,,,,,,,
299.9232,12.25,,,,,,,,,,,,,,,,
300.0756,12.25,,,,,,,,,,,,,,,,
300.228,12.25,,,,,,,,,,,,,,,,
300.3804,12.25,,,,,,,,,,,,,,,,
300.5328,12.25,,,,,,,,,,,,,,,,
300.6852,12.25,,,,,,,,,,,,,,,,
300.8376,12.25,,,,,,,,,,,,,,,,
300.99,12.25,,,,,,,,,,,,,,,,
301.1424,12.25,,,,,,,,,,,,,,,,
301.2948,12.25,,,,,,,,,,,,,,,,
301.4472,12.25,,,,,,,,,,,,,,,,
301.5996,12.25,,,,,,,,,,,,,,,,
301.752,12.25,,,,,,,,,,,,,,,,
301.9044,12.25,,,,,,,,,,,,,,,,
302.0568,12.25,,,,,,,,,,,,,,,,
302.2092,12.25,,,,,,,,,,,,,,,,
302.3616,12.25,,,,,,,,,,,,,,,,
302.514,12.25,,,,,,,,,,,,,,,,
302.6664,12.25,,,,,,,,,,,,,,,,
302.8188,12.25,,,,,,,,,,,,,,,,
302.9712,12.25,,,,,,,,,,,,,,,,
303.1236,12.25,,,,,,,,,,,,,,,,
303.276,12.25,,,,,,,,,,,,,,,,
303.4284,12.25,,,,,,,,,,,,,,,,
303.5808,12.25,,,,,,,,,,,,,,,,
303.7332,12.25,,,,,,,,,,,,,,,,
303.8856,12.25,,,,,,,,,,,,,,,,
304.038,12.25,,,,,,,,,,,,,,,,
304.1904,12.25,,,,,,,,,,,,,,,,
304.3428,12.25,,,,,,,,,,,,,,,,
304.4952,12.25,,,,,,,,,,,,,,,,
304.6476,12.25,,,,,,,,,,,,,,,,
304.8,12.25,,,,,,,,,,,,,,,,
304.9524,12.25,,,,,,,,,,,,,,,,
305.1048,12.25,,,,,,,,,,,,,,,,
305.2572,12.25,,,,,,,,,,,,,,,,
305.4096,12.25,,,,,,,,,,,,,,,,
305.562,12.25,,,,,,,,,,,,,,,,
305.7144,12.25,,,,,,,,,,,,,,,,
305.8668,12.25,,,,,,,,,,,,,,,,
306.0192,12.25,,,,,,,,,,,,,,,,
306.1716,12.25,,,,,,,,,,,,,,,,
306.324,12.25,,,,,,,,,,,,,,,,
306.4764,12.25,,,,,,,,,,,,,,,,
306.6288,12.25,,,,,,,,,,,,,,,,
306.7812,12.25,,,,,,,,,,,,,,,,
306.9336,12.25,,,,,,,,,,,,,,,,
307.086,12.25,,,,,,,,,,,,,,,,
307.2384,12.25,,,,,,,,,,,,,,,,
307.3908,12.25,,,,,,,,,,,,,,,,
307.5432,12.25,,,,,,,,,,,,,,,,
307.6956,12.25,,,,,,,,,,,,,,,,
307.848,12.25,,,,,,,,,,,,,,,,
308.0004,12.25,,,,,,,,,,,,,,,,
308.1528,12.25,,,,,,,,,,,,,,,,
308.3052,12.25,,,,,,,,,,,,,,,,
308.4576,12.25,,,,,,,,,,,,,,,,
308.61,12.25,,,,,,,,,,,,,,,,
308.7624,12.25,,,,,,,,,,,,,,,,
308.9148,12.25,,,,,,,,,,,,,,,,
309.0672,12.25,,,,,,,,,,,,,,,,
309.2196,12.25,,,,,,,,,,,,,,,,
309.372,12.25,,,,,,,,,,,,,,,,
309.5244,12.25,,,,,,,,,,,,,,,,
309.6768,12.25,,,,,,,,,,,,,,,,
309.8292,12.25,,,,,,,,,,,,,,,,
309.9816,12.25,,,,,,,,,,,,,,,,
310.134,12.25,,,,,,,,,,,,,,,,
310.2864,12.25,,,,,,,,,,,,,,,,
310.4388,12.25,,,,,,,,,,,,,,,,
310.5912,12.25,,,,,,,,,,,,,,,,
310.7436,12.25,,,,,,,,,,,,,,,,
310.896,12.25,,,,,,,,,,,,,,,,
311.0484,12.25,,,,,,,,,,,,,,,,
311.2008,12.25,,,,,,,,,,,,,,,,
311.3532,12.25,,,,,,,,,,,,,,,,
311.5056,12.25,,,,,,,,,,,,,,,,
311.658,12.25,,,,,,,,,,,,,,,,
311.8104,12.25,,,,,,,,,,,,,,,,
311.9628,12.25,,,,,,,,,,,,,,,,
312.1152,12.25,,,,,,,,,,,,,,,,
312.2676,12.25,,,,,,,,,,,,,,,,
312.42,12.25,,,,,,,,,,,,,,,,
312.5724,12.25,,,,,,,,,,,,,,,,
312.7248,12.25,,,,,,,,,,,,,,,,
312.8772,12.25,,,,,,,,,,,,,,,,
313.0296,12.25,,,,,,,,,,,,,,,,
313.182,12.25,,,,,,,,,,,,,,,,
313.3344,12.25,,,,,,,,,,,,,,,,
313.4868,12.25,,,,,,,,,,,,,,,,
313.6392,12.25,,,,,,,,,,,,,,,,
313.7916,12.25,,,,,,,,,,,,,,,,
313.944,12.25,,,,,,,,,,,,,,,,
314.0964,12.25,,,,,,,,,,,,,,,,
314.2488,12.25,,,,,,,,,,,,,,,,
314.4012,12.25,,,,,,,,,,,,,,,,
314.5536,12.25,,,,,,,,,,,,,,,,
314.706,12.25,,,,,,,,,,,,,,,,
314.8584,12.25,,,,,,,,,,,,,,,,
315.0108,12.25,,,,,,,,,,,,,,,,
315.1632,12.25,,,,,,,,,,,,,,,,
315.3156,12.25,,,,,,,,,,,,,,,,
315.468,12.25,,,,,,,,,,,,,,,,
315.6204,12.25,,,,,,,,,,,,,,,,
315.7728,12.25,,,,,,,,,,,,,,,,
315.9252,12.25,,,,,,,,,,,,,,,,
316.0776,12.25,,,,,,,,,,,,,,,,
316.23,12.25,,,,,,,,,,,,,,,,
316.3824,12.25,,,,,,,,,,,,,,,,
316.5348,12.25,,,,,,,,,,,,,,,,
316.6872,12.25,,,,,,,,,,,,,,,,
316.8396,12.25,,,,,,,,,,,,,,,,
316.992,12.25,,,,,,,,,,,,,,,,
317.1444,12.25,,,,,,,,,,,,,,,,
317.2968,12.25,,,,,,,,,,,,,,,,
317.4492,12.25,,,,,,,,,,,,,,,,
317.6016,12.25,,,,,,,,,,,,,,,,
317.754,12.25,,,,,,,,,,,,,,,,
317.9064,12.25,,,,,,,,,,,,,,,,
318.0588,12.25,,,,,,,,,,,,,,,,
318.2112,12.25,,,,,,,,,,,,,,,,
318.3636,12.25,,,,,,,,,,,,,,,,
318.516,12.25,,,,,,,,,,,,,,,,
318.6684,12.25,,,,,,,,,,,,,,,,
318.8208,12.25,,,,,,,,,,,,,,,,
318.9732,12.25,,,,,,,,,,,,,,,,
319.1256,12.25,,,,,,,,,,,,,,,,
319.278,12.25,,,,,,,,,,,,,,,,
319.4304,12.25,,,,,,,,,,,,,,,,
319.5828,12.25,,,,,,,,,,,,,,,,
319.7352,12.25,,,,,,,,,,,,,,,,
319.8876,12.25,,,,,,,,,,,,,,,,
320.04,12.25,,,,,,,,,,,,,,,,
320.1924,12.25,,,,,,,,,,,,,,,,
320.3448,12.25,,,,,,,,,,,,,,,,
320.4972,12.25,,,,,,,,,,,,,,,,
320.6496,12.25,,,,,,,,,,,,,,,,
320.802,12.25,,,,,,,,,,,,,,,,
320.9544,12.25,,,,,,,,,,,,,,,,
321.1068,12.25,,,,,,,,,,,,,,,,
321.2592,12.25,,,,,,,,,,,,,,,,
321.4116,12.25,,,,,,,,,,,,,,,,
321.564,12.25,,,,,,,,,,,,,,,,
321.7164,12.25,,,,,,,,,,,,,,,,
321.8688,12.25,,,,,,,,,,,,,,,,
322.0212,12.25,,,,,,,,,,,,,,,,
322.1736,12.25,,,,,,,,,,,,,,,,
322.326,12.25,,,,,,,,,,,,,,,,
