DEPTH,BS,CALI,DENS,DRHO,DTC,GR,NEUT,PEF,RESD,RESS,SP,TEMP,TENS
443.9412,6.125,6.5341,2.2315,0.0139548,123.9535,86.8277,0.363582,2.6647,34.2774,26.1052,68.9279,29.5088,769.2383
444.0936,6.125,6.5316,2.2194,0.0156825,124.7413,84.2132,0.365558,2.6226,39.2179,29.0515,68.9564,29.5376,769.7408
444.246,6.125,6.4688,2.2004,0.0165198,125.839,80.3889,0.36314,2.5496,46.6851,33.4603,68.7601,29.5717,770.754
444.3984,6.125,6.4061,2.1814,0.017357,126.9366,76.5645,0.360722,2.4767,54.1523,37.8691,68.5637,29.6058,771.7672
444.5508,6.125,6.3365,2.1653,0.0159793,127.8258,73.8722,0.357006,2.4202,61.2123,41.907,68.4044,29.6307,772.7518
444.7032,6.125,6.2535,2.1552,0.0101716,128.298,73.4441,0.350696,2.3968,67.458,45.2032,68.3191,29.6371,773.6791
444.8556,6.125,6.1704,2.1451,0.0043639,128.7702,73.016,0.344385,2.3734,73.7038,48.4995,68.2338,29.6434,774.6063
445.008,6.125,6.0925,2.1354,-0.0011357,129.2096,72.6457,0.338545,2.3517,79.2472,51.3934,68.1448,29.6495,775.5805
445.1604,6.125,6.1067,2.1323,-0.0010747,129.0551,73.3186,0.341189,2.3609,72.1132,47.0249,67.9907,29.6495,777.4009
445.3128,6.125,6.1209,2.1291,-0.0010137,128.9006,73.9914,0.343833,2.37,64.9792,42.6564,67.8365,29.6495,779.2214
445.4652,6.125,6.1352,2.126,-0.0009527,128.7462,74.6643,0.346477,2.3791,57.8452,38.2879,67.6824,29.6495,781.0418
445.6176,6.125,6.1501,2.1501,-0.0008159,127.445,77.7807,0.351283,2.4153,53.4564,36.0841,68.0223,29.6495,779.0883
445.77,6.125,6.1652,2.1824,-0.0006568,125.8044,81.6203,0.35673,2.4595,49.8799,34.5209,68.5086,29.6495,776.0179
445.9224,6.125,6.1804,2.2146,-0.0004977,124.1638,85.4598,0.362176,2.5036,46.3034,32.9577,68.9948,29.6495,772.9476
446.0748,6.125,6.1786,2.2345,-0.0007909,123.0541,87.6638,0.361769,2.5338,43.807,31.9103,69.6979,29.6495,771.9434
446.2272,6.125,6.1594,2.2415,-0.0015534,122.495,88.1709,0.355289,2.5494,42.4313,31.3981,70.6262,29.6495,773.0826
446.3796,6.125,6.1401,2.2485,-0.0023158,121.9359,88.6779,0.348809,2.565,41.0555,30.8859,71.5544,29.6495,774.2217
446.532,6.125,6.1239,2.2544,-0.0030123,121.4602,89.516,0.340431,2.5822,39.7337,30.3121,72.5777,29.6495,776.0357
446.6844,6.125,6.1192,2.2559,-0.0034604,121.2979,91.5995,0.324907,2.6051,38.6148,29.5067,73.9583,29.6495,780.3885
446.8368,6.125,6.1146,2.2574,-0.0039085,121.1357,93.683,0.309384,2.6279,37.4959,28.7013,75.3389,29.6495,784.7413
446.9892,6.125,6.1099,2.2589,-0.0043566,120.9735,95.7665,0.293861,2.6508,36.377,27.8959,76.7196,29.6495,789.0942
447.1416,6.125,6.1577,2.2416,-0.0028958,122.6822,90.9844,0.312739,2.5848,39.1927,28.9121,77.1997,29.6495,786.3915
447.294,6.125,6.2095,2.2229,-0.0012894,124.5337,85.6787,0.33424,2.5119,42.3085,30.0674,77.6111,29.6495,783.1506
447.4464,6.125,6.2613,2.2042,0.000317,126.3851,80.3729,0.355741,2.4391,45.4243,31.2226,78.0225,29.6495,779.9097
447.5988,6.125,6.2843,2.1856,0.0006768,127.56,77.9836,0.35855,2.3773,55.3896,34.9506,77.9264,29.6495,778.9924
447.7512,6.125,6.2915,2.1671,0.0003603,128.368,77.1764,0.351218,2.3215,69.0709,40.0743,77.555,29.6495,779.3354
447.9036,6.125,6.2988,2.1486,4.37e-05,129.1759,76.3691,0.343887,2.2657,82.7522,45.198,77.1836,29.6495,779.6786
448.056,6.125,6.2843,2.1357,-0.0009289,129.5369,75.1964,0.337195,2.2416,89.5032,47.7102,76.6769,29.6495,781.0391
448.2084,6.125,6.2322,2.1323,-0.0030311,129.1286,73.3945,0.331605,2.272,84.3244,45.7271,75.9371,29.6495,784.151
448.3608,6.125,6.1801,2.129,-0.0051333,128.7202,71.5926,0.326014,2.3024,79.1456,43.7439,75.1973,29.6495,787.2629
448.5132,6.125,6.1385,2.1278,-0.006565,128.2107,70.4004,0.321736,2.3343,73.8485,41.6681,74.4898,29.6495,789.854
448.6656,6.125,6.2071,2.1502,-0.0009265,126.6347,75.6383,0.331286,2.3806,67.3047,38.6146,74.1224,29.6495,786.9537
448.818,6.125,6.2758,2.1726,0.0047121,125.0586,80.8762,0.340836,2.427,60.7609,35.5611,73.7549,29.6495,784.0535
448.9704,6.125,6.3444,2.1949,0.0103506,123.4826,86.1141,0.350386,2.4734,54.2172,32.5077,73.3874,29.6495,781.1531
449.1228,6.125,6.4423,2.2082,0.0093232,122.5623,87.4731,0.352938,2.5277,50.143,30.6031,73.4648,29.6495,780.7878
449.2752,6.125,6.5473,2.2193,0.0066889,121.8001,87.8971,0.353803,2.5838,46.6642,28.9754,73.6494,29.6495,781.0334
449.4276,6.125,6.6522,2.2304,0.0040547,121.038,88.3211,0.354668,2.64,43.1853,27.3478,73.834,29.6495,781.2791
449.58,6.125,6.6413,2.2354,0.0033989,121.0197,89.176,0.35634,2.6599,41.1653,26.5156,74.2329,29.6495,781.2902
449.7324,6.125,6.5256,2.2349,0.0045337,121.6746,90.4208,0.358743,2.6471,40.4656,26.4032,74.8257,29.6495,781.0889
449.8848,6.125,6.4098,2.2343,0.0056685,122.3295,91.6656,0.361145,2.6343,39.7658,26.2909,75.4185,29.6495,780.8877
450.0372,6.125,6.3266,2.2319,0.0063425,122.9859,92.7709,0.362879,2.6209,38.9827,26.0343,75.9812,29.6495,780.0891
450.1896,6.125,6.3441,2.224,0.0055899,123.6467,93.444,0.362544,2.6059,37.9411,25.331,76.4508,29.6495,777.4407
450.342,6.125,6.3616,2.216,0.0048372,124.3075,94.1172,0.362208,2.5908,36.8996,24.6277,76.9204,29.6495,774.7924
450.4944,6.125,6.379,2.2081,0.0040845,124.9683,94.7903,0.361873,2.5758,35.8581,23.9244,77.39,29.6495,772.1439
450.6468,6.125,6.3535,2.212,0.0064118,124.5361,93.8775,0.349454,2.6167,36.8928,24.7798,77.1652,29.6495,776.071
450.7992,6.125,6.3264,2.2163,0.0088565,124.0621,92.9043,0.336575,2.6598,38.0067,25.6947,76.914,29.6495,780.2489
450.9516,6.125,6.2993,2.2207,0.0113013,123.5882,91.931,0.323696,2.7028,39.1207,26.6096,76.6628,29.6495,784.4268
451.104,6.125,6.289,2.209,0.0108374,124.0885,90.8283,0.319711,2.6677,39.6782,26.7235,75.9524,29.6495,785.3885
451.2564,6.125,6.2867,2.1898,0.0090198,125.0422,89.6654,0.319867,2.5962,39.9768,26.4647,75.0283,29.6495,784.8533
451.4088,6.125,6.2843,2.1706,0.0072022,125.9959,88.5024,0.320022,2.5247,40.2754,26.2059,74.1042,29.6495,784.3182
451.5612,6.125,6.306,2.1642,0.0050418,126.0402,88.9951,0.324434,2.4944,40.7978,26.5165,73.0227,29.6495,781.5184
451.7136,6.125,6.3633,2.1768,0.0023707,124.7293,91.955,0.33519,2.5255,41.6539,27.6756,71.7067,29.6495,775.3438
451.866,6.125,6.4207,2.1894,-0.0003004,123.4185,94.9148,0.345946,2.5567,42.51,28.8348,70.3907,29.6495,769.1693
452.0184,6.125,6.4769,2.2013,-0.0022253,122.2523,97.2749,0.355569,2.5858,43.0776,29.7614,69.1891,29.6495,764.2644
452.1708,6.125,6.5246,2.2083,0.001284,122.1392,95.2669,0.356943,2.6,41.5449,28.9948,68.8206,29.6495,768.6056
452.3232,6.125,6.5723,2.2152,0.0047933,122.0261,93.259,0.358317,2.6143,40.0122,28.2281,68.4521,29.6495,772.9468
452.4756,6.125,6.62,2.2222,0.0083026,121.913,91.251,0.359692,2.6286,38.4795,27.4615,68.0835,29.6495,777.2881
452.628,6.125,6.6405,2.2131,0.0075646,122.4441,89.2964,0.357004,2.5865,43.1606,29.0583,67.8491,29.6495,778.6514
452.7804,6.125,6.6559,2.201,0.006017,123.098,87.352,0.353542,2.5337,49.0262,31.1057,67.6403,29.6495,779.447
452.9328,6.125,6.6712,2.1888,0.0044694,123.7519,85.4076,0.350079,2.4809,54.8918,33.1531,67.4314,29.6495,780.2427
453.0852,6.125,6.6935,2.1713,0.0034049,124.6465,82.8599,0.342691,2.4317,62.9655,35.0661,67.1165,29.6495,779.087
453.2376,6.125,6.7215,2.1494,0.0027215,125.731,79.8365,0.332207,2.3853,72.781,36.8731,66.7179,29.6495,776.3923
453.39,6.125,6.7495,2.1276,0.0020381,126.8155,76.813,0.321722,2.339,82.5964,38.6801,66.3193,29.6495,773.6977
453.5424,6.125,6.7643,2.1078,0.0039149,127.7068,74.6383,0.315203,2.306,88.2975,39.5539,65.5337,29.6495,772.6104
453.6948,6.125,6.745,2.0934,0.0124335,128.097,74.6656,0.318972,2.3077,83.3247,38.0065,63.7442,29.6495,775.693
453.8472,6.125,6.7258,2.079,0.0209521,128.4872,74.6929,0.322741,2.3094,78.3518,36.459,61.9546,29.6495,778.7756
453.9996,6.125,6.7065,2.0647,0.0294707,128.8774,74.7201,0.32651,2.3112,73.379,34.9116,60.165,29.6495,781.8583
454.152,6.125,6.5698,2.0879,0.0227398,128.2557,74.8116,0.323287,2.3288,64.8785,32.3574,63.1415,29.6495,782.1407
454.3044,6.125,6.4328,2.1112,0.0159687,127.6313,74.9033,0.320045,2.3465,56.3688,29.8005,66.1306,29.6495,782.4158
454.4568,6.125,6.2958,2.1345,0.0091977,127.007,74.995,0.316804,2.3642,47.859,27.2436,69.1196,29.6495,782.6909
454.6092,6.125,6.2449,2.1642,0.0059326,125.1306,76.8862,0.316347,2.41,45.6167,26.6598,68.8593,29.6495,779.8822
454.7616,6.125,6.228,2.1964,0.0040545,122.7588,79.4891,0.316992,2.4668,45.8538,26.8567,67.3136,29.6495,775.8535
454.914,6.125,6.2111,2.2286,0.0021764,120.3871,82.0921,0.317637,2.5236,46.0909,27.0535,65.7678,29.6495,771.8248
455.0664,6.125,6.2057,2.2601,0.0045643,118.2149,84.563,0.312717,2.5865,46.2456,27.3037,63.6894,29.6495,770.2164
455.2188,6.125,6.2151,2.2909,0.0124774,116.3013,86.8626,0.300592,2.657,46.2935,27.6232,60.9212,29.6495,771.7424
455.3712,6.125,6.2245,2.3216,0.0203905,114.3877,89.1623,0.288466,2.7276,46.3414,27.9426,58.1529,29.6495,773.2685
455.5236,6.125,6.2312,2.3407,0.0260122,113.2773,90.1867,0.280175,2.776,46.5239,28.332,55.7409,29.6495,774.6563
455.676,6.125,6.2225,2.2963,0.0191283,116.5504,84.2516,0.292809,2.703,47.4411,29.1032,55.2728,29.6495,775.2891
455.8284,6.125,6.2139,2.252,0.0122443,119.8235,78.3165,0.305443,2.6301,48.3583,29.8744,54.8047,29.6495,775.9219
455.9808,6.125,6.2053,2.2076,0.0053604,123.0966,72.3814,0.318077,2.5572,49.2755,30.6456,54.3365,29.6495,776.5547
456.1332,6.125,6.2158,2.1789,0.0032083,124.8373,72.827,0.327137,2.4839,55.751,33.2228,54.0032,29.6495,776.6089
456.2856,6.125,6.2289,2.1524,0.0017382,126.3572,74.1923,0.335681,2.4106,63.0276,36.0602,53.6893,29.6495,776.5798
456.438,6.125,6.2421,2.1259,0.0002681,127.8771,75.5576,0.344225,2.3373,70.3043,38.8977,53.3753,29.6495,776.5507
456.5904,6.125,6.2394,2.1211,-0.0011005,128.586,76.2915,0.345413,2.2935,73.2778,40.479,53.7378,29.6495,776.1355
456.7428,6.125,6.2258,2.1311,-0.0023996,128.7387,76.5922,0.341556,2.27,73.3002,41.1987,54.5642,29.6495,775.4554
456.8952,6.125,6.2121,2.1411,-0.0036987,128.8914,76.893,0.337698,2.2465,73.3225,41.9184,55.3905,29.6495,774.7753
457.0476,6.125,6.2064,2.1467,-0.0050687,129.1043,76.2066,0.335673,2.2282,74.2006,42.1188,56.0166,29.6495,774.1653
457.2,6.125,6.2181,2.1428,-0.006595,129.4498,73.3466,0.337682,2.2212,76.9629,41.1757,56.2015,29.6495,773.7095
457.3524,6.125,6.2299,2.1388,-0.0081213,129.7952,70.4866,0.339692,2.2142,79.7252,40.2326,56.3865,29.6495,773.2537
457.5048,6.125,6.2412,2.1351,-0.0095467,130.1244,67.7146,0.341575,2.2085,82.3861,39.3158,56.5596,29.6495,772.7997
457.6572,6.125,6.2411,2.1384,-0.0078682,129.9521,67.6471,0.339554,2.2422,81.9315,39.2098,56.3684,29.6495,772.3993
457.8096,6.125,6.241,2.1417,-0.0061898,129.7799,67.5796,0.337533,2.2759,81.4768,39.1037,56.1772,29.6495,771.9988
457.962,6.125,6.2408,2.145,-0.0045113,129.6077,67.5121,0.335512,2.3095,81.0222,38.9976,55.986,29.6495,771.5984
458.1144,6.125,6.2319,2.1422,-0.0042493,129.8122,68.2317,0.337058,2.3181,79.7226,38.611,56.6429,29.6495,772.0029
458.2668,6.125,6.2201,2.1373,-0.0044578,130.1419,69.2127,0.339788,2.3184,78.1424,38.1314,57.5815,29.6495,772.6749
458.4192,6.125,6.2083,2.1324,-0.0046663,130.4716,70.1937,0.342519,2.3186,76.5622,37.6517,58.5202,29.6495,773.3467
458.5716,6.125,6.2131,2.1345,-0.0041996,130.3263,71.616,0.340931,2.316,71.6171,35.687,60.0638,29.6495,773.6351
458.724,6.125,6.2369,2.1444,-0.0029711,129.6452,73.5364,0.334469,2.3101,62.8746,32.0466,62.29,29.6495,773.4908
458.8764,6.125,6.2606,2.1544,-0.0017426,128.964,75.4568,0.328008,2.3042,54.1321,28.4061,64.5163,29.6495,773.3464
459.0288,6.125,6.2789,2.168,-0.001097,128.0209,77.6253,0.323351,2.3152,46.8698,25.4986,66.2328,29.6495,773.3516
459.1812,6.125,6.2736,2.1975,-0.002953,125.9539,80.8579,0.32644,2.3987,45.96,25.7363,65.7616,29.6495,773.9988
459.3336,6.125,6.2683,2.227,-0.004809,123.8869,84.0906,0.329529,2.4823,45.0501,25.9739,65.2903,29.6495,774.6461
459.486,6.125,6.2631,2.2565,-0.0066649,121.8198,87.3233,0.332617,2.5658,44.1403,26.2116,64.8191,29.6495,775.2934
459.6384,6.125,6.2801,2.2561,-0.006091,120.7659,89.578,0.327342,2.6086,41.6921,25.002,64.7058,29.6502,774.2467
459.7908,6.125,6.2993,2.2528,-0.0052712,119.8145,91.7338,0.32122,2.6472,39.0883,23.646,64.6289,29.651,773.0287
459.9432,6.125,6.3186,2.2495,-0.0044514,118.863,93.8896,0.315098,2.6858,36.4844,22.29,64.5519,29.6517,771.8107
460.0956,6.125,6.3271,2.2554,-0.0035526,118.2319,93.2454,0.315235,2.7058,35.7808,21.8433,64.4541,29.6851,771.3821
460.248,6.125,6.3293,2.2669,-0.0026068,117.791,90.9375,0.319091,2.7149,36.2061,21.9368,64.3441,29.7379,771.4227
460.4004,6.125,6.3315,2.2784,-0.0016611,117.3501,88.6297,0.322947,2.7239,36.6314,22.0303,64.2341,29.7906,771.4633
460.5528,6.125,6.3353,2.2841,-0.0008442,117.3462,87.6223,0.326044,2.7291,36.7877,22.0155,64.4804,29.8276,771.514
460.7052,6.125,6.3424,2.279,-0.0002703,118.1666,89.0681,0.32771,2.727,36.4366,21.7964,65.3989,29.8349,771.5841
460.8576,6.125,6.3494,2.2739,0.0003035,118.987,90.5139,0.329376,2.7248,36.0856,21.5773,66.3174,29.8423,771.6542
461.01,6.125,6.3568,2.2692,0.0009565,119.7719,91.9914,0.331263,2.7222,35.7495,21.3678,67.1126,29.8491,771.7231
461.1624,6.125,6.3689,2.2691,0.0027365,120.0515,93.9195,0.33629,2.7126,35.6281,21.2947,66.1514,29.8491,771.7758
461.3148,6.125,6.381,2.2691,0.0045165,120.3311,95.8476,0.341318,2.7029,35.5067,21.2217,65.1903,29.8491,771.8284
461.4672,6.125,6.393,2.269,0.0062966,120.6107,97.7757,0.346345,2.6933,35.3852,21.1486,64.2291,29.8491,771.881
461.6196,6.125,6.389,2.2667,0.0047461,120.8617,97.9924,0.347722,2.6921,34.7503,20.8214,62.5375,29.8491,773.0699
461.772,6.125,6.3806,2.2639,0.0022822,121.1048,97.7398,0.348097,2.6933,33.9745,20.4245,60.6455,29.8491,774.5704
461.9244,6.125,6.3721,2.261,-0.0001817,121.348,97.4872,0.348473,2.6945,33.1988,20.0277,58.7534,29.8491,776.0708
462.0768,6.125,6.3716,2.2613,-0.0019078,121.3268,96.573,0.341533,2.6865,32.9808,19.8806,57.1496,29.8491,777.0811
462.2292,6.125,6.3789,2.2648,-0.0029077,121.0454,95.0076,0.327392,2.6695,33.3119,19.9793,55.8293,29.8491,777.6089
462.3816,6.125,6.3862,2.2682,-0.0039076,120.764,93.4422,0.313252,2.6524,33.643,20.078,54.509,29.8491,778.1367
462.534,6.125,6.392,2.2707,-0.0045275,120.6071,92.2587,0.305467,2.64,33.9719,20.176,53.6405,29.8491,778.5468
462.6864,6.125,6.393,2.2696,-0.0038244,120.884,92.4049,0.319815,2.6439,34.2929,20.2711,54.3451,29.8491,778.5466
462.8388,6.125,6.3939,2.2684,-0.0031213,121.161,92.5511,0.334163,2.6477,34.6139,20.3662,55.0497,29.8491,778.5465
462.9912,6.125,6.3948,2.2673,-0.0024182,121.4379,92.6974,0.348511,2.6515,34.935,20.4613,55.7542,29.8491,778.5464
463.1436,6.125,6.4002,2.2674,-0.0021972,121.3034,92.2138,0.345421,2.6672,35.1269,20.5324,57.8524,29.8491,777.7522
463.296,6.125,6.4058,2.2675,-0.0020057,121.1437,91.6916,0.341261,2.6837,35.311,20.602,60.036,29.8491,776.9093
463.4484,6.125,6.4115,2.2676,-0.0018142,120.984,91.1694,0.337102,2.7001,35.495,20.6716,62.2196,29.8491,776.0664
463.6008,6.125,6.4259,2.2665,-0.0018666,120.8259,92.0815,0.331373,2.6902,36.2509,20.9975,62.787,29.8491,776.0655
463.7532,6.125,6.4448,2.2648,-0.0020438,120.6685,93.728,0.324839,2.6667,37.2994,21.4546,62.5272,29.8491,776.4956
463.9056,6.125,6.4637,2.2631,-0.002221,120.5111,95.3744,0.318306,2.6433,38.348,21.9117,62.2673,29.8491,776.9258
464.058,6.125,6.4759,2.2617,-0.0019962,120.4873,95.8771,0.316937,2.6299,38.5951,22.0111,62.5585,29.8491,776.8858
464.2104,6.125,6.4774,2.2608,-0.0011171,120.681,94.5184,0.323972,2.6331,37.5378,21.5283,63.7465,29.8491,776.0808
464.3628,6.125,6.4788,2.2599,-0.0002379,120.8747,93.1597,0.331008,2.6363,36.4805,21.0454,64.9345,29.8491,775.2758
464.5152,6.125,6.4792,2.2587,0.0004206,121.0453,91.8787,0.33734,2.6409,35.5097,20.6135,66.0143,29.8491,774.4141
464.6676,6.125,6.4703,2.2549,-0.0009126,121.0077,91.299,0.337322,2.6577,35.3198,20.641,66.1173,29.8491,773.0411
464.82,6.125,6.4614,2.251,-0.0022457,120.97,90.7194,0.337305,2.6746,35.1299,20.6686,66.2202,29.8491,771.6682
464.9724,6.125,6.4524,2.2472,-0.0035788,120.9323,90.1397,0.337288,2.6914,34.94,20.6961,66.3232,29.8491,770.2953
465.1248,6.125,6.4472,2.2475,-0.0037595,121.3441,90.3595,0.335179,2.6788,35.1602,20.8231,66.2479,29.8491,769.2066
465.2772,6.125,6.4427,2.2487,-0.0036854,121.8554,90.7561,0.332608,2.6597,35.4711,20.9721,66.1332,29.8491,768.1808
465.4296,6.125,6.4383,2.2499,-0.0036112,122.3666,91.1526,0.330038,2.6405,35.782,21.121,66.0185,29.8491,767.1551
465.582,6.125,6.4305,2.2496,-0.0042692,122.8717,92.1286,0.329795,2.6236,35.733,21.0769,66.0173,29.8491,767.6419
465.7344,6.125,6.4199,2.248,-0.0055558,123.3716,93.602,0.33155,2.6086,35.3752,20.867,66.1137,29.8491,769.4274
465.8868,6.125,6.4093,2.2464,-0.0068424,123.8715,95.0753,0.333306,2.5936,35.0174,20.6571,66.2101,29.8491,771.2129
466.0392,6.125,6.4074,2.245,-0.0075222,124.1914,95.6719,0.335274,2.5857,34.6501,20.4607,66.3897,29.8491,772.4896
466.1916,6.125,6.4307,2.2441,-0.0064493,123.9918,93.7367,0.337855,2.5983,34.2556,20.3032,66.8096,29.8491,772.2968
466.344,6.125,6.454,2.2432,-0.0053763,123.7921,91.8015,0.340436,2.6109,33.8611,20.1457,67.2294,29.8491,772.1041
466.4964,6.125,6.4772,2.2424,-0.0043034,123.5925,89.8662,0.343016,2.6235,33.4666,19.9883,67.6493,29.8491,771.9114
466.6488,6.125,6.4788,2.2451,-0.0043869,123.1967,89.1706,0.345752,2.6435,34.6546,20.5703,67.7287,29.8491,771.6868
466.8012,6.125,6.4798,2.2479,-0.0044983,122.7961,88.505,0.348492,2.6637,35.881,21.1702,67.7999,29.8491,771.4616
466.9536,6.125,6.4809,2.2507,-0.0046097,122.3955,87.8394,0.351231,2.6839,37.1073,21.7701,67.8711,29.8491,771.2363
467.106,6.125,6.4951,2.2541,-0.0040806,121.8915,90.0158,0.346839,2.6898,37.4161,21.9051,67.6763,29.8491,771.9803
467.2584,6.125,6.5151,2.2579,-0.003271,121.3421,93.4362,0.339324,2.6895,37.3232,21.8366,67.365,29.8491,773.1485
467.4108,6.125,6.5351,2.2616,-0.0024614,120.7928,96.8566,0.33181,2.6892,37.2303,21.7681,67.0537,29.8491,774.3168
467.5632,6.125,6.547,2.2646,-0.0022751,120.3564,98.4613,0.325549,2.6892,37.1385,21.7356,66.8059,29.8491,776.2851
467.7156,6.125,6.5476,2.2666,-0.0029684,120.0792,97.5033,0.321058,2.6896,37.048,21.7537,66.6476,29.8491,779.3826
467.868,6.125,6.5481,2.2686,-0.0036616,119.8021,96.5453,0.316566,2.6899,36.9576,21.7719,66.4892,29.8491,782.4802
468.0204,6.125,6.5501,2.2708,-0.0042562,119.5387,95.5689,0.312708,2.6909,36.9002,21.8374,66.3938,29.8491,784.9019
468.1728,6.125,6.5612,2.2739,-0.004212,119.3643,94.473,0.312949,2.6961,37.0564,22.2094,66.7053,29.8491,782.9509
468.3252,6.125,6.5722,2.2771,-0.0041679,119.1899,93.3772,0.31319,2.7012,37.2127,22.5814,67.0167,29.8491,780.9999
468.4776,6.125,6.5833,2.2802,-0.0041237,119.0155,92.2814,0.313431,2.7064,37.3689,22.9534,67.3282,29.8491,779.049
468.63,6.125,6.5853,2.2802,-0.0031395,119.1775,93.9338,0.318395,2.7082,37.8481,23.4278,67.8959,29.8491,777.753
468.7824,6.125,6.5858,2.2797,-0.0019932,119.3975,96.0598,0.324172,2.7094,38.383,23.9198,68.5077,29.8491,776.5699
468.9348,6.125,6.5863,2.2792,-0.000847,119.6175,98.1858,0.329949,2.7106,38.9178,24.4118,69.1196,29.8491,775.3868
469.0872,6.125,6.5792,2.2754,0.0006492,119.3309,98.9494,0.329051,2.7104,38.9616,24.6172,69.2247,29.8491,774.4406
469.2396,6.125,6.5666,2.2692,0.0024069,118.6656,98.6943,0.323163,2.709,38.6382,24.6083,68.951,29.8491,773.6716
469.392,6.125,6.554,2.2629,0.0041647,118.0003,98.4391,0.317274,2.7076,38.3148,24.5994,68.6772,29.8491,772.9025
469.5444,6.125,6.5426,2.2558,0.0047504,118.1936,97.7818,0.316526,2.7041,37.228,24.1522,68.293,29.8497,772.2899
469.6968,6.125,6.5346,2.2464,0.0024849,120.4752,96.1459,0.32828,2.6954,34.2843,22.6385,67.6404,29.8517,772.0576
469.8492,6.125,6.5265,2.2371,0.0002195,122.7568,94.51,0.340033,2.6866,31.3406,21.1249,66.9878,29.8538,771.8253
470.0016,6.125,6.5183,2.2278,-0.0020204,125.0191,92.8898,0.351664,2.6779,28.4392,19.636,66.3384,29.8561,771.5865
470.154,6.125,6.5068,2.2253,-0.0018535,125.4635,92.7476,0.351698,2.6788,29.519,20.4724,65.9948,29.8843,770.7414
470.3064,6.125,6.4953,2.2229,-0.0016865,125.9079,92.6054,0.351731,2.6797,30.5987,21.3089,65.6512,29.9126,769.8963
470.4588,6.125,6.4839,2.2204,-0.0015196,126.3523,92.4632,0.351765,2.6806,31.6785,22.1454,65.3076,29.9408,769.0512
470.6112,6.125,6.4512,2.2221,-0.0018187,126.4379,91.4195,0.357376,2.6875,31.5277,22.0544,65.4031,29.9574,770.6902
470.7636,6.125,6.4107,2.2253,-0.0022905,126.3906,90.0418,0.365054,2.6966,30.921,21.6198,65.6611,29.9696,773.2496
470.916,6.125,6.3701,2.2285,-0.0027623,126.3434,88.6641,0.372732,2.7057,30.3142,21.1852,65.9192,29.9819,775.809
471.0684,6.125,6.3493,2.2346,-0.0028765,126.0184,88.1323,0.374286,2.717,30.1338,21.1418,66.1738,29.9873,777.4578
471.2208,6.125,6.3527,2.2444,-0.0025517,125.3526,88.6394,0.36832,2.7309,30.477,21.5788,66.4241,29.9845,777.9883
471.3732,6.125,6.356,2.2542,-0.0022269,124.6867,89.1464,0.362354,2.7448,30.8202,22.0159,66.6744,29.9817,778.5188
471.5256,6.125,6.3563,2.2627,-0.0016425,124.1111,89.9493,0.356239,2.7545,31.3634,22.5379,66.9293,29.9823,778.9984
471.678,6.125,6.3414,2.2647,0.0002276,123.9822,92.2175,0.349384,2.7433,32.8972,23.4808,67.2072,29.9999,779.2259
471.8304,6.125,6.3266,2.2666,0.0020976,123.8533,94.4856,0.34253,2.7321,34.431,24.4236,67.4851,30.0175,779.4534
471.9828,6.125,6.3117,2.2686,0.0039676,123.7244,96.7538,0.335675,2.721,35.9648,25.3665,67.7629,30.0351,779.6808
472.1352,6.125,6.2565,2.2602,0.0017911,123.5779,97.0374,0.333122,2.6894,36.3266,25.5035,69.5171,30.0314,778.0166
472.2876,6.125,6.1961,2.2505,-0.0009002,123.4293,97.0685,0.331117,2.6552,36.5393,25.5379,71.4591,30.0251,776.1116
472.44,6.125,6.1358,2.2408,-0.0035916,123.2807,97.0995,0.329111,2.6211,36.752,25.5724,73.4011,30.0187,774.2067
472.5924,6.125,6.1269,2.2313,-0.0048423,123.3743,96.2502,0.336566,2.5967,36.8225,25.7019,74.6215,30.0222,774.2488
472.7448,6.125,6.1513,2.2218,-0.0051576,123.6252,94.8291,0.350165,2.5788,36.8007,25.8932,75.3733,30.0321,775.5552
472.8972,6.125,6.1758,2.2124,-0.0054729,123.8761,93.4081,0.363763,2.5609,36.779,26.0844,76.1252,30.042,776.8616
473.0496,6.125,6.2157,2.2075,-0.0056139,124.0593,92.1556,0.371351,2.5508,36.9906,26.4975,76.567,30.0487,777.4821
473.202,6.125,6.2877,2.2121,-0.005394,124.1024,91.2526,0.366482,2.5572,37.6859,27.3706,76.3665,30.0487,776.681
473.3544,6.125,6.3597,2.2167,-0.005174,124.1455,90.3497,0.361614,2.5636,38.3812,28.2436,76.166,30.0487,775.88
473.5068,6.125,6.4328,2.2209,-0.0047038,124.2114,89.4162,0.357088,2.57,39.011,29.059,75.9279,30.0487,775.1556
473.6592,6.125,6.5307,2.2178,0.0011239,124.764,87.8304,0.359896,2.5772,38.2368,28.6396,74.8875,30.0487,776.0717
473.8116,6.125,6.6286,2.2148,0.0069516,125.3166,86.2447,0.362704,2.5844,37.4627,28.2203,73.847,30.0487,776.9879
473.964,6.125,6.7265,2.2118,0.0127792,125.8691,84.6589,0.365513,2.5916,36.6885,27.8009,72.8066,30.0487,777.9041
474.1164,6.125,6.731,2.2125,0.0155185,125.6815,87.4341,0.365577,2.6098,35.8106,27.273,72.3836,30.0487,778.9276
474.2688,6.125,6.7067,2.2144,0.0173026,125.265,91.558,0.364793,2.6314,34.9006,26.7116,72.1517,30.0487,779.9843
474.4212,6.125,6.6823,2.2163,0.0190867,124.8485,95.682,0.364009,2.653,33.9906,26.1501,71.9197,30.0487,781.041
