DEPTH,BS,CALI,DENS,DRHO,DTC,GR,GR_CORR,NEUT,NEUT_CORR,PEF,RESD,RESD_CORR,RESS,RESS_CORR,SP,TEMP,TENS
390.144,,,,,,,,,,,,,,,,30.6823,
390.2964,,,,,,,,,,,,,,,,30.6757,
390.4488,,,,,,,,,,,,,,,,30.6691,
390.6012,,,,,,,,,,,,,,,,30.6602,
390.7536,,,,,,,,,,,,,,,,30.6501,
390.906,,,,,,,,,,,,,,,,30.64,
391.0584,,,,,,,,,,,,,,,,30.6393,
391.2108,,,,,,,,,,,,,,,,30.6536,
391.3632,,,,,,,,,,,,,,,,30.6679,
391.5156,,,,,,,,,,,,,,,,30.6809,
391.668,,,,,,,,,,,,,,,,30.6833,
391.8204,,,,,,,,,,,,,,,,30.6857,
391.9728,,,,,,,,,,,,,,,,30.6881,
392.1252,,,,,,,,,,,,,,,,30.68,
392.2776,,,,,,,,,,,,,,,,30.6697,
392.43,,,,,,,,,,,,,,,,30.6595,
392.5824,,,,,,,,,,,,,,,,30.667,
392.7348,,,,,,,,,,,,,,,,30.6897,
392.8872,,,,,,,,,,,,,,,,30.7124,
393.0396,,,,,,,,,,,,,,,,30.7268,
393.192,,,,,,,,,,,,,,,,30.7177,
393.3444,,,,,,,,,,,,,,,,30.7086,
393.4968,,,,,,,,,,,,,,,,30.6995,
393.6492,,,,,,,,,,,,,,,,30.7012,
393.8016,,,,,,,,,,,,,,,,30.7031,
393.954,,,,,,,,,,,,,,,,30.7051,
394.1064,,,,,,,,,,,,,,,,30.7023,
394.2588,,,,,,,,,,,,,,,,30.6974,
394.4112,,,,,,,,,,,,,,,,30.6926,
394.5636,,,,,,,,,,,,,,,,30.6935,
394.716,,,,,,,,,,,,,,,,30.7026,
394.8684,,,,,,,,,,,,,,,,30.7117,
395.0208,,,,,,,,,,,,,,,,30.7183,
395.1732,,,,,,,,,,,,,,,,30.7088,
395.3256,,,,,,,,,,,,,,,,30.6993,
395.478,,,,,,,,,,,,,,,,30.6898,
395.6304,,,,,,,,,,,,,,,,30.6885,
395.7828,,,,,,,,,,,,,,,,30.6885,
395.9352,,,,,,,,,,,,,,,,30.6885,
396.0876,,,,,,,,,,,,,,,,30.6975,
396.24,,,,,,,,,,,,,,,,30.7132,
396.3924,,,,,,,,,,,,,,,,30.7289,
396.5448,12.25,,,,,,,,,,,,,,,30.7423,608.2224
396.6972,12.25,,,,,,,,,,,,,,,30.7505,607.5425
396.8496,12.25,,,,,,,,,,,,,,,30.7586,606.8627
397.002,12.25,,,,,,,,,,,,,,,30.7665,606.1906
397.1544,12.25,,,,,,,,,,,,,,,30.7562,606.1039
397.3068,12.25,,,,,,,,,,,,,,,30.7459,606.0172
397.4592,12.25,,,,,,,,,,,,,,,30.7356,605.9304
397.6116,12.25,,,,,,,,,,,,,,,30.7499,606.5507
397.764,12.25,,,,,,,,,,,,,,,30.7732,607.4294
397.9164,12.25,,,,,,,,,,,,,,,30.7966,608.3081
398.0688,12.25,,,,,,,,,,,,,,,30.8012,607.8829
398.2212,12.25,,,,,,,,,,,,,,,30.7831,605.8733
398.3736,12.25,,,,,,,,,,,,,,,30.7651,603.8636
398.526,12.25,,,,,,,,,,,,,,,30.7509,602.603
398.6784,12.25,,,,,,,,,,,,,,,30.7559,604.9838
398.8308,12.25,,,,,,,,,,,,,,,30.7608,607.3646
398.9832,12.25,,,,,,,,,,,,,,,30.7658,609.7454
399.1356,12.25,,,,,,,,,,,,,,,30.7783,609.4575
399.288,12.25,,,,,,,,,,,,,,,30.7918,608.839
399.4404,12.25,,,,,,,,,,,,,,,30.8053,608.2205
399.5928,12.25,,,,,,,,,,,,,,,30.8085,609.2355
399.7452,12.25,,,,,,,,,,,,,,,30.805,611.2997
399.8976,12.25,,,,,,,,,,,,,,,30.8016,613.3639
400.05,12.25,,,,,,,,,,,,,,,30.8004,613.9841
400.2024,12.25,,,,,,,,,,,,,,,30.8039,611.6468
400.3548,12.25,,,,,,,,,,,,,,,30.8073,609.3096
400.5072,12.25,,,,,,,,,,,,,,,30.8103,607.1228
400.6596,12.25,,,,,,,,,,,,,,,30.8039,607.9702
400.812,12.25,,,,,,,,,,,,,,,30.7975,608.8176
400.9644,12.25,,,,,,,,,,,,,,,30.7912,609.665
401.1168,12.25,,,,,,,,,,,,,,,30.7907,610.0818
401.2692,12.25,,,,,,,,,,,,,,,30.7921,610.3674
401.4216,12.25,,,,,,,,,,,,,,,30.7934,610.653
401.574,12.25,,,,,,,,,,,,,,,30.7965,610.3275
401.7264,12.25,,,,,,,,,,,,,,,30.8016,609.3547
401.8788,12.25,,,,,,,,,,,,,,,30.8066,608.3818
402.0312,12.25,,,,,,,,,,,,,,,30.8111,608.0433
402.1836,12.25,,,,,,,,,,,,,,,30.8141,610.1692
402.336,12.25,,,,,,,,,,,,,,,30.817,612.295
402.4884,12.25,,,,,,,,,,,,,,,30.8199,614.4208
402.6408,12.25,,,,,,,,,,,,,,,30.8174,611.8502
402.7932,12.25,,,,,,,,,,,,,,,30.8145,608.8928
402.9456,12.25,,,,,,,,,,,,,,,30.8116,605.9352
403.098,12.25,,,,,,,,,,,,,,,30.8106,606.4836
403.2504,12.25,,,,,,,,,,,,,,,30.8106,608.9779
403.4028,12.25,,,,,,,,,,,,,,,30.8106,611.4723
403.5552,12.25,,,,,,,,,,,,,,,30.8106,614.321
403.7076,12.25,,,,,,,,,,,,,,,30.8106,617.7938
403.86,12.25,,,,,,,,,,,,,,,30.8106,621.2666
404.0124,12.25,,,,,,,,,,,,,,,30.8106,624.1359
404.1648,12.25,,,,,,,,,,,,,,,30.8106,620.1915
404.3172,12.25,,,,,,,,,,,,,,,30.8106,616.2473
404.4696,12.25,,,,,,,,,,,,,,,30.8106,612.3029
404.622,12.25,,,,,,,,,,,,,,,30.8161,609.3105
404.7744,12.25,,,,,,,,,,,,,,,30.8229,606.5553
404.9268,12.25,,,,,,,,,,,,,,,30.8298,603.8001
405.0792,12.25,,,,,,,,,,,,,,,30.8364,601.4577
405.2316,12.25,,,,,,,,,,,,,,,30.8428,599.4969
405.384,12.25,,,,,,,,,,,,,,,30.8491,597.5361
405.5364,12.25,,,,,,,,,,,,,,,30.8519,596.1898
405.6888,12.25,,,,,,,,,,,,,,,30.8432,596.8022
405.8412,12.25,,,,,,,,,,,,,,,30.8345,597.4146
405.9936,12.25,,,,,,,,,,,,,,,30.8258,598.0269
406.146,12.25,,,,,,,,,,,,,,,30.8424,595.506
406.2984,12.25,,,,,,,,,,,,,,,30.8601,592.8477
406.4508,12.25,,,,,,,,,,,,,,,30.8778,590.1894
406.6032,12.25,,,,,,,,,,,,,,,30.8849,588.4672
406.7556,12.25,,,,,,,,,,,,,,,30.887,587.1913
406.908,12.25,,,,,,,,,,,,,,,30.8892,585.9153
407.0604,12.25,,,,,,,,,,,,,,,30.8885,585.1214
407.2128,12.25,,,,,,,,,,,,,,,30.8835,585.0614
407.3652,12.25,,,,,,,,,,,,,,,30.8785,585.0015
407.5176,12.158,,,,,95.0685,,,,,,,,,,30.874,585.1425
407.67,11.3613,,,,,93.9733,,,,,,,,,,30.8733,586.8228
407.8224,10.5645,,,,,92.8781,,,,,,,,,,30.8725,588.503
407.9748,9.7678,,,,,91.7829,,,,,,,,,,30.8718,590.1833
408.1272,9.3471,,,,,91.7056,,,,,,,,,,30.8825,590.3461
408.2796,9.0008,,,,,91.8298,,,,,,,,,,30.8955,590.2083
408.432,8.6545,,,,,91.9541,,,,,,,,,,30.9086,590.0704
408.5844,8.5,9.042,,,111.4262,89.1326,91.757,,,,40.8739,40.4755,28.5056,29.5,167.281,30.9074,589.304
408.7368,8.5,9.0421,,,104.8037,83.9377,86.51,,,,59.9033,58.2495,37.3726,37.5326,167.5513,30.8948,588.031
408.8892,8.5,9.0421,,,98.1812,78.7429,81.2629,,,,78.9327,76.0236,46.2396,45.5652,167.8215,30.8821,586.7581
409.0416,8.5,9.0468,,,95.1278,75.2628,77.7977,,,,90.7308,87.2356,51.7719,50.8161,168.1508,30.8751,587.1352
409.194,8.5,9.0638,,,101.5802,76.3503,79.0783,,,,83.2684,80.9699,48.4223,48.6578,168.6375,30.8829,591.9072
409.3464,8.5,9.0808,,,108.0327,77.4377,80.3589,,,,75.8061,74.7041,45.0726,46.4996,169.1242,30.8908,596.6793
409.4988,8.5,9.0978,,,114.4852,78.5251,81.6395,,,,68.3437,68.4384,41.723,44.3413,169.6108,30.8986,601.4514
409.6512,8.5,9.1237,,,117.7391,86.5975,89.898,,,,62.5844,62.4252,38.8374,40.9046,169.829,30.9045,596.2639
409.8036,8.5,9.1497,,,120.9676,94.7253,98.2119,,,,56.8386,56.414,35.9554,37.4578,170.045,30.9103,590.9973
409.956,8.5,9.1757,,,124.1962,102.8531,106.5258,,,,51.0928,50.4028,33.0735,34.011,170.261,30.9161,585.7307
410.1084,8.5,9.143,,,125.2933,103.5503,107.1025,,,,50.6786,49.8218,32.5777,33.2562,170.5579,30.921,584.3942
410.2608,8.5,9.0865,,,125.5251,101.2314,104.5385,,,,52.4286,51.445,33.0505,33.5941,170.8875,30.9255,584.6529
410.4132,8.5,9.0301,,,125.757,98.9124,101.9746,,,,54.1785,53.0681,33.5234,33.932,171.2172,30.93,584.9116
410.5656,8.5,8.9956,,,125.9595,96.9865,99.8624,,,,55.301,54.1173,33.6014,33.9486,171.5895,30.9311,585.1672
410.718,8.5,8.9901,,,126.123,95.5807,98.348,,,,55.5931,54.4071,33.1572,33.5399,172.0182,30.9276,585.4186
410.8704,8.5,8.9846,,,126.2864,94.1748,96.8336,,,,55.8851,54.6969,32.7129,33.1312,172.4468,30.924,585.6701
411.0228,8.5,8.9777,,,126.5027,93.0852,95.6359,,,,56.3372,55.135,32.4148,32.8561,172.8654,30.9216,585.8081
411.1752,8.5,8.9632,,,127.019,93.7925,96.2382,,,,57.6984,56.4159,32.9474,33.3404,173.2263,30.9251,585.3008
411.3276,8.5,8.9486,,,127.5353,94.4999,96.8404,,,,59.0596,57.6969,33.4799,33.8248,173.5873,30.9286,584.7936
411.48,8.5,8.934,,,128.0516,95.2072,97.4427,,,,60.4208,58.9778,34.0125,34.3091,173.9483,30.9322,584.2863
411.6324,8.5,8.9285,,,128.8501,92.0753,94.3921,,,,60.3129,58.8717,34.2856,34.5621,174.0353,30.9398,584.2941
411.7848,8.5,8.9243,,,129.6913,88.3634,90.7898,,,,59.983,58.556,34.5196,34.7802,174.0809,30.9481,584.3796
411.9372,8.5,8.9201,,,130.5325,84.6516,87.1874,,,,59.6531,58.2403,34.7535,34.9983,174.1265,30.9564,584.4652
412.0896,8.5,8.92,,,130.7938,83.2002,85.6771,,,,59.2265,57.8702,34.8376,35.1443,174.146,30.9556,584.8449
412.242,8.5,8.9229,,,130.6487,83.3333,85.633,,,,58.7322,57.4619,34.8165,35.2399,174.1474,30.9485,585.4308
412.3944,8.5,8.9257,,,130.5036,83.4663,85.5889,,,,58.2378,57.0537,34.7955,35.3355,174.1487,30.9414,586.0167
412.5468,8.5,8.9354,,,129.9928,83.109,85.1803,,,,59.4487,58.1935,35.4573,36.0248,174.0809,30.9373,586.3284
412.6992,8.5,8.9605,,,128.657,81.6452,83.9494,,,,64.5072,62.8266,37.6598,38.0539,173.857,30.9399,586.0217
412.8516,8.5,8.9856,,,127.3211,80.1815,82.7185,,,,69.5656,67.4596,39.8624,40.083,173.6331,30.9424,585.715
413.004,8.5,9.0103,,,126.0546,78.8527,81.6173,,,,74.4162,71.9036,41.9909,42.0476,173.417,30.9453,585.4456
413.1564,8.5,9.0215,,,127.3598,82.5319,85.3295,,,,71.5525,69.3333,41.3733,41.62,173.4897,30.9573,586.5613
413.3088,8.5,9.0326,,,128.665,86.2111,89.0417,,,,68.6889,66.763,40.7557,41.1924,173.5624,30.9693,587.6772
413.4612,8.5,9.0437,,,129.9702,89.8903,92.7539,,,,65.8253,64.1926,40.138,40.7648,173.6351,30.9813,588.793
413.6136,8.5,9.0488,,,130.6735,92.2922,95.1191,,,,64.8898,63.3699,39.9818,40.6551,173.6382,30.9942,588.1725
413.766,8.5,9.0519,,,131.1712,94.2578,97.0243,,,,64.6128,63.144,39.9832,40.654,173.6175,31.0073,586.9591
413.9184,8.5,9.055,,,131.669,96.2233,98.9295,,,,64.3358,62.9182,39.9846,40.6528,173.5967,31.0204,585.7457
414.0708,8.5,9.0591,,,131.9163,95.6847,98.39,,,,65.0663,63.5764,40.4858,41.0961,173.6892,31.0233,585.6245
414.2232,8.5,9.0644,,,131.875,92.2598,95.033,,,,66.9581,65.2537,41.5628,42.0516,173.9122,31.0143,586.7621
414.3756,8.5,9.0697,,,131.8336,88.8349,91.676,,,,68.8498,66.931,42.6398,43.007,174.1352,31.0054,587.8997
414.528,8.5,9.074,,,131.837,86.0664,88.9641,,,,69.7158,67.6748,43.3122,43.6049,174.2996,31.0002,588.712
414.6804,8.5,9.074,,,132.039,86.2138,89.118,,,,66.0252,64.2713,42.1864,42.6142,174.2035,31.0122,588.0784
414.8328,8.5,9.074,,,132.241,86.3613,89.272,,,,62.3346,60.8678,41.0607,41.6234,174.1074,31.0241,587.4448
414.9852,8.5,9.074,,,132.443,86.5087,89.4259,,,,58.6439,57.4644,39.9349,40.6327,174.0113,31.0361,586.8112
415.1376,8.5,9.0738,,,132.4544,87.8019,90.6906,,,,58.3236,57.1609,39.6704,40.4005,174.0369,31.0345,586.7507
415.29,8.5,9.0736,,,132.4454,89.2183,92.0747,,,,58.3657,57.1908,39.4986,40.2499,174.0755,31.0315,586.752
415.4424,8.5,9.0733,,,132.4364,90.6347,93.4588,,,,58.4078,57.2207,39.3267,40.0993,174.1141,31.0285,586.7532
415.5948,8.5,9.0734,,,132.256,89.8531,92.7647,,,,60.0564,58.7685,40.3361,41.0595,174.209,31.0197,587.2607
415.7472,8.5,9.0736,,,131.9715,87.7362,90.8081,,,,62.6812,61.2384,42.0632,42.6948,174.338,31.0073,588.0759
415.8996,8.5,9.0738,,,131.687,85.6193,88.8514,,,,65.306,63.7083,43.7904,44.33,174.4669,30.9949,588.8911
416.052,8.5,9.0739,,,131.4782,84.6942,87.9285,,,,67.4899,65.7595,45.0493,45.5342,174.5624,30.9893,589.2668
416.2044,8.5,9.0737,,,131.4156,86.0701,89.0015,,,,68.8222,67.002,45.4044,45.9063,174.593,30.9967,588.7942
416.3568,8.5,9.0735,,,131.3531,87.4459,90.0746,,,,70.1546,68.2446,45.7594,46.2784,174.6236,31.0042,588.3216
416.5092,8.5,9.0733,,,131.2894,88.5024,90.8551,,,,71.4556,69.4578,46.0545,46.592,174.6692,31.0109,587.8991
416.6616,8.5,9.0736,,,131.2078,84.5871,87.0827,,,,72.2689,70.2129,45.4157,45.9941,174.9483,31.0064,588.2571
416.814,8.5,9.0738,,,131.1261,80.6717,83.3103,,,,73.0822,70.9681,44.7768,45.3962,175.2274,31.0019,588.615
416.9664,8.5,9.074,,,131.0445,76.7564,79.5378,,,,73.8954,71.7232,44.138,44.7982,175.5066,30.9973,588.973
417.1188,8.5,9.0752,,,130.9553,77.6037,80.4315,,,,74.5186,72.3292,44.148,44.794,176.0399,31.0102,588.5477
417.2712,8.5,9.0765,,,130.8639,79.7981,82.6449,,,,75.088,72.8929,44.3414,44.9576,176.6451,31.028,587.9011
417.4236,8.5,9.0779,,,130.7725,81.9925,84.8583,,,,75.6574,73.4566,44.5348,45.1212,177.2503,31.0458,587.2543
417.576,8.5,9.0786,,,130.6478,84.3696,87.1894,,,,75.861,73.6637,44.4285,45.0247,177.7732,31.0557,586.5804
417.7284,8.5,9.0786,,,130.4898,86.9305,89.6389,,,,75.697,73.5124,44.0208,44.6668,178.2135,31.0577,585.879
417.8808,8.5,9.0786,,,130.3317,89.4914,92.0884,,,,75.533,73.3611,43.6132,44.3089,178.6537,31.0597,585.1777
418.0332,8.5,9.0787,,,130.143,90.715,93.2791,,,,75.3841,73.2236,43.3492,44.0616,179.0987,31.0608,584.8941
418.1856,8.5,9.0789,,,129.8443,87.1374,89.9499,,,,75.2897,73.1358,43.6008,44.2112,179.5611,31.0588,586.1102
418.338,8.5,9.0792,,,129.5455,83.5599,86.6207,,,,75.1952,73.048,43.8525,44.3609,180.0234,31.0568,587.3264
418.4904,8.5,9.0795,,,129.2468,79.9823,83.2915,,,,75.1008,72.9602,44.1042,44.5105,180.4857,31.0548,588.5426
418.6428,8.5,9.0793,,,127.2289,80.8766,83.9435,,,,75.1873,73.0333,43.3659,43.8389,180.7098,31.0481,587.8751
418.7952,8.5,9.079,,,125.0955,82.0715,84.8632,,,,75.286,73.1171,42.561,43.1121,180.9179,31.041,587.0809
418.9476,8.5,9.0787,,,122.962,83.2665,85.7829,,,,75.3847,73.201,41.7561,42.3852,181.126,31.0339,586.2868
419.1,8.5,9.0791,,,122.2935,80.1006,82.5439,,,,77.5269,75.1939,41.4997,42.1962,180.8739,31.0361,586.1014
419.2524,8.5,9.0799,,,122.3927,74.6497,77.1258,,,,80.7399,78.1872,41.5307,42.2889,180.3805,31.0432,586.2351
419.4048,8.5,9.0806,,,122.4919,69.1987,71.7076,,,,83.9529,81.1805,41.5617,42.3815,179.8871,31.0503,586.3688
419.5572,8.5,9.0849,,,123.5046,65.9736,68.5222,,,,86.1983,83.2616,42.0229,42.7968,179.3899,31.0547,585.9033
419.7096,8.5,9.0953,,,126.038,66.453,69.0528,,,,86.8333,83.8247,43.2001,43.7488,178.8862,31.0547,584.4405
419.862,8.5,9.1056,,,128.5713,66.9323,69.5834,,,,87.4682,84.3877,44.3772,44.7009,178.3825,31.0547,582.9777
420.0144,8.5,9.1208,,,130.8527,67.7057,70.4176,,,,87.8174,84.7016,45.2866,45.4409,177.8411,31.0547,581.824
420.1668,8.5,9.1821,,,130.7204,71.2965,74.1614,,,,85.4288,82.6276,43.6296,44.1496,176.938,31.0547,583.6336
420.3192,8.5,9.2434,,,130.588,74.8873,77.9052,,,,83.0402,80.5536,41.9726,42.8583,176.035,31.0547,585.4432
420.4716,8.5,9.3046,,,130.4556,78.4781,81.649,,,,80.6516,78.4796,40.3155,41.567,175.132,31.0547,587.2527
420.624,8.5,9.3186,,,130.8591,77.497,80.7841,,,,81.7668,79.3865,40.2204,41.2657,174.2291,31.0547,586.5391
420.7764,8.5,9.3217,,,131.3854,75.4688,78.8637,,,,83.6844,80.9762,40.483,41.1912,173.3262,31.0547,585.2475
420.9288,8.5,9.3247,,,131.9117,73.4406,76.9433,,,,85.602,82.5659,40.7456,41.1166,172.4233,31.0547,583.9559
421.0812,8.5,9.3224,,,131.7231,73.69,77.3608,,,,81.6044,78.7675,38.8823,39.2703,171.231,31.0547,583.465
421.2336,8.5,9.3152,,,130.9078,75.9367,79.8283,,,,72.4199,70.2446,35.1549,35.8703,169.7849,31.0547,583.6762
421.386,8.5,9.3081,,,130.0924,78.1834,82.2959,,,,63.2354,61.7217,31.4276,32.4703,168.3388,31.0547,583.8873
421.5384,8.5,9.2802,,,129.1418,81.714,85.8266,,,,55.4801,54.4877,28.3565,29.5681,166.8938,31.0547,584.155
421.6908,8.5,9.1909,,,127.7898,89.0564,92.5135,,,,51.9675,51.0801,27.2338,28.1434,165.4522,31.0547,584.5903
421.8432,8.5,9.1015,,,126.4379,96.3988,99.2005,,,,48.4549,47.6724,26.111,26.7188,164.0106,31.0547,585.0255
421.9956,8.5,9.0122,,,125.0859,103.7411,105.8875,,,,44.9423,44.2647,24.9883,25.2941,162.569,31.0547,585.4608
422.148,8.5,8.9937,,,125.1582,100.375,102.6717,,,,42.5919,41.9798,23.7726,24.0811,161.8763,31.0547,584.4622
422.3004,8.5,8.9773,,,125.2728,96.6905,99.1614,,,,40.2761,39.7282,22.5542,22.8744,161.2058,31.0547,583.421
422.4528,8.5,8.9609,,,125.3874,93.0061,95.6511,,,,37.9603,37.4766,21.3358,21.6677,160.5353,31.0547,582.3797
422.6052,8.5,8.9638,,,125.6421,93.3076,96.0264,,,,36.1873,35.781,20.3511,20.7014,159.9147,31.0547,583.1675
422.7576,8.5,8.9753,,,125.9597,95.3976,98.145,,,,34.6578,34.3348,19.4712,19.8429,159.3165,31.0547,584.7759
422.91,8.5,8.9869,,,126.2773,97.4876,100.2637,,,,33.1284,32.8887,18.5913,18.9844,158.7183,31.0547,586.3844
423.0624,8.5,8.9961,,,126.5495,98.574,101.4153,,,,32.2884,32.0939,18.0801,18.4802,158.2704,31.0547,586.8284
423.2148,8.5,9.0021,,,126.7561,98.213,101.1721,,,,32.4429,32.2386,18.1004,18.4867,158.0395,31.0547,585.593
423.3672,8.5,9.0081,,,126.9627,97.852,100.9289,,,,32.5973,32.3833,18.1208,18.4932,157.8086,31.0547,584.3575
423.5196,8.5,9.0168,,,127.5576,97.803,100.9836,,,,32.8636,32.6366,18.1925,18.5546,157.5933,31.0551,583.3082
423.672,8.5,9.0435,,,130.783,99.8684,103.0562,,,,33.8872,33.6258,18.6121,18.9871,157.4845,31.0581,583.5203
423.8244,8.5,9.0702,,,134.0084,101.9337,105.1289,,,,34.9109,34.6149,19.0318,19.4196,157.3756,31.0612,583.7325
423.9768,8.5,9.0969,,,137.2337,103.9991,107.2015,,,,35.9346,35.6041,19.4514,19.8521,157.2667,31.0643,583.9446
424.1292,8.5,9.0977,,,139.5692,101.0678,104.3555,,,,37.0693,36.711,19.9612,20.3647,157.8097,31.0737,583.7401
424.2816,8.5,9.0937,,,141.7449,97.2393,100.6263,,,,38.2239,37.839,20.4873,20.8917,158.4698,31.0844,583.4608
424.434,8.5,9.0898,,,143.9207,93.4108,96.8971,,,,39.3786,38.967,21.0133,21.4187,159.1299,31.095,583.1816
424.5864,8.5,9.0872,,,145.0531,91.4119,94.8425,,,,41.3244,40.8434,21.6214,22.0653,159.923,31.1087,583.0885
424.7388,8.5,9.0857,,,145.3885,90.8106,94.0672,,,,43.8746,43.2915,22.292,22.8034,160.8178,31.1248,583.1378
424.8912,8.5,9.0843,,,145.724,90.2094,93.2918,,,,46.4248,45.7397,22.9626,23.5415,161.7125,31.1409,583.187
425.0436,8.5,9.0802,,,144.6539,89.484,92.4086,,,,50.0229,49.1235,23.9577,24.5241,162.4724,31.1495,583.5988
425.196,8.5,9.0696,,,140.0762,88.4488,91.256,,,,56.2357,54.8424,25.7623,26.1166,162.8959,31.1393,584.9153
425.3484,8.5,9.0591,,,135.4984,87.4136,90.1035,,,,62.4485,60.5613,27.5669,27.7092,163.3193,31.1292,586.2318
425.5008,8.5,9.0484,,,130.9391,86.3769,88.9498,,,,68.6217,66.2444,29.3607,29.2924,163.7415,31.1191,587.5357
425.6532,8.5,9.0201,,,129.8707,85.0564,87.5785,,,,67.2839,65.138,29.088,29.1092,163.9244,31.1181,586.4598
425.8056,8.5,8.9918,,,128.8022,83.736,86.2072,,,,65.9461,64.0315,28.8153,28.926,164.1073,31.117,585.3839
425.958,8.5,8.9636,,,127.7338,82.4155,84.8359,,,,64.6084,62.9251,28.5427,28.7428,164.2902,31.116,584.308
426.1104,8.5,8.9633,,,126.9273,85.0948,87.4839,,,,60.9256,59.4979,27.5881,27.8539,164.4063,31.1176,583.8818
426.2628,8.5,8.9738,,,126.2205,89.2958,91.661,,,,56.3506,55.1879,26.374,26.6966,164.4971,31.1201,583.7028
426.4152,8.5,8.9842,,,125.5137,93.4968,95.8381,,,,51.7757,50.8779,25.16,25.5392,164.5879,31.1227,583.5238
426.5676,8.5,9.0053,,,125.1565,93.6673,96.1118,,,,48.6367,47.9058,24.3016,24.7304,164.7638,31.1176,583.991
426.72,8.5,9.0398,,,125.2376,88.7818,91.4889,,,,47.299,46.612,23.8893,24.3587,165.0464,31.1029,585.2687
426.8724,8.5,9.0743,,,125.3187,83.8964,86.866,,,,45.9614,45.3182,23.4771,23.9871,165.3291,31.0883,586.5466
427.0248,8.5,9.1045,,,125.4271,79.8963,83.09,,,,44.9792,44.3612,23.1903,23.7251,165.5619,31.0801,587.3367
427.1772,8.5,9.1124,,,125.6756,80.4515,83.6721,,,,45.826,45.137,23.5495,24.0278,165.538,31.1052,585.6176
427.3296,8.5,9.1202,,,125.9241,81.0067,84.2542,,,,46.6728,45.9127,23.9087,24.3305,165.5141,31.1302,583.8985
427.482,8.5,9.1281,,,126.1725,81.5619,84.8363,,,,47.5197,46.6884,24.2679,24.6332,165.4902,31.1553,582.1794
427.6344,8.5,9.128,,,125.9689,83.0496,86.4072,,,,47.2544,46.4712,24.1766,24.5809,165.5024,31.1626,583.431
427.7868,8.5,9.1268,,,125.7048,84.6623,88.1106,,,,46.8401,46.121,24.0249,24.4811,165.5195,31.1675,585.0805
427.9392,8.5,9.1256,,,125.4406,86.2749,89.814,,,,46.4259,45.7707,23.8733,24.3813,165.5365,31.1724,586.73
428.0916,8.5,9.0983,,,125.4287,88.6246,91.9377,,,,46.8963,46.2143,24.0213,24.5023,165.3481,31.1671,586.1557
428.244,8.5,9.0537,,,125.5843,91.4634,94.3404,,,,47.954,47.1847,24.3682,24.7699,165.0232,31.1551,584.1053
428.3964,8.5,9.0092,,,125.7399,94.3022,96.7431,,,,49.0116,48.1551,24.7151,25.0376,164.6983,31.143,582.055
428.5488,8.5,8.9774,,,125.9899,95.6539,97.8305,,,,50.079,49.1403,25.014,25.2846,164.4503,31.1389,581.4661
428.7012,8.5,8.9728,,,126.4404,93.8484,96.1254,,,,51.1669,50.157,25.211,25.4881,164.3652,31.1517,583.9797
428.8536,8.5,8.9682,,,126.8909,92.0429,94.4204,,,,52.2548,51.1736,25.4081,25.6915,164.2801,31.1645,586.4934
429.006,8.5,8.9637,,,127.3227,90.2925,92.7688,,,,53.233,52.0875,25.5769,25.8667,164.1849,31.1763,588.8274
429.1584,8.5,8.9624,,,127.2973,89.8868,92.4234,,,,51.537,50.494,25.0577,25.3525,163.8432,31.165,586.776
429.3108,8.5,8.9612,,,127.272,89.4811,92.078,,,,49.841,48.9005,24.5384,24.8383,163.5016,31.1537,584.7246
429.4632,8.5,8.9599,,,127.2466,89.0755,91.7326,,,,48.1449,47.307,24.0192,24.3242,163.16,31.1424,582.6732
429.6156,8.5,8.9605,,,127.5331,89.6558,92.2691,,,,46.8514,46.0768,23.4016,23.7234,162.9153,31.1429,581.9643
429.768,8.5,8.9618,,,127.9189,90.55,93.0864,,,,45.6861,44.9621,22.7526,23.095,162.7014,31.1471,581.6827
429.9204,8.5,8.963,,,128.3047,91.4441,93.9038,,,,44.5208,43.8475,22.1037,22.4666,162.4875,31.1513,581.4011
430.0728,8.5,8.9637,,,128.4221,91.7955,94.2151,,,,44.109,43.4495,21.7634,22.1201,162.247,31.1569,582.0387
430.2252,8.5,8.9638,,,128.246,91.5534,93.9733,,,,44.521,43.8352,21.7605,22.082,161.9774,31.164,583.6813
430.3776,8.5,8.9639,,,128.0698,91.3112,93.7314,,,,44.9331,44.2208,21.7576,22.0438,161.7077,31.1711,585.3238
430.53,8.5,8.964,,,128.0309,90.9248,93.3785,,,,45.1265,44.3988,21.7083,21.9663,161.4276,31.1768,586.2109
430.6824,8.5,8.9641,,,128.5521,89.9493,92.5724,,,,44.4281,43.7294,21.4695,21.7279,161.1044,31.1768,584.0162
430.8348,8.5,8.9641,,,129.0732,88.9739,91.7662,,,,43.7297,43.0601,21.2307,21.4895,160.7813,31.1768,581.8214
430.9872,8.5,8.9641,,,129.5944,87.9985,90.96,,,,43.0312,42.3907,20.9919,21.2512,160.4582,31.1768,579.6266
431.1396,8.5,8.9681,,,129.8334,91.1346,93.976,,,,41.6113,41.0239,20.4021,20.6758,160.0512,31.1768,580.9853
431.292,8.5,8.9724,,,130.0465,94.6478,97.3424,,,,40.1252,39.5931,19.78,20.0695,159.6365,31.1768,582.6698
431.4444,8.5,8.9767,,,130.2596,98.161,100.7089,,,,38.6392,38.1624,19.1579,19.4632,159.2218,31.1768,584.3542
