DEPTH,BS,CALI,DENS,DRHO,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,TEMP,TENS
308.3052,8.5,8.8946,2.2985,-0.0009561,124.763,103.0242,0.315701,2.8916,35.5542,29.0111,11.8104,-206.4897,31.769,811.6846
308.4576,8.5,8.9148,2.293,-0.0005039,125.319,104.6082,0.310793,2.8749,36.122,29.5598,12.1972,-206.7193,31.769,811.8975
308.61,8.5,8.9664,2.288,-7.14e-05,126.1017,104.7153,0.316103,2.8855,34.9592,28.7387,12.1536,-206.5499,31.769,812.3061
308.7624,8.5,9.0299,2.2831,0.0003535,126.9717,104.2533,0.325351,2.9064,33.1295,27.3896,11.944,-206.2269,31.769,812.7901
308.9148,8.5,9.0935,2.2783,0.0007784,127.8418,103.7912,0.3346,2.9274,31.2997,26.0406,11.7344,-205.9038,31.769,813.2741
309.0672,8.5,9.1832,2.275,0.0005693,128.5244,102.8902,0.346432,2.9583,30.1436,25.2115,11.5896,-205.6011,31.769,813.1548
309.2196,8.5,9.3059,2.2737,-0.0004437,128.9693,101.4327,0.361542,3.0017,29.8417,25.0415,11.5269,-205.3243,31.769,812.2709
309.372,8.5,9.4286,2.2724,-0.0014567,129.4141,99.9752,0.376651,3.0451,29.5397,24.8715,11.4642,-205.0475,31.769,811.3868
309.5244,8.5,9.5388,2.2706,-0.0023205,129.7821,99.2701,0.388402,3.0733,29.2736,24.7264,11.4737,-204.8414,31.769,810.9127
309.6768,8.5,9.5833,2.2659,-0.0024013,129.7466,102.5127,0.38254,3.0218,29.196,24.7119,11.862,-205.0063,31.769,812.5883
309.8292,8.5,9.6278,2.2613,-0.0024822,129.711,105.7554,0.376678,2.9703,29.1183,24.6973,12.2504,-205.1712,31.769,814.264
309.9816,8.5,9.6724,2.2566,-0.002563,129.6755,108.998,0.370816,2.9188,29.0406,24.6828,12.6387,-205.3361,31.769,815.9396
310.134,8.5,9.7016,2.2519,-0.0032112,130.0364,109.6952,0.368124,2.9403,29.5296,24.971,12.6638,-205.8387,31.769,817.9591
310.2864,8.5,9.7287,2.2471,-0.0039374,130.4517,110.0428,0.365867,2.9718,30.0963,25.3009,12.6391,-206.3878,31.769,820.0258
310.4388,8.5,9.7558,2.2424,-0.0046635,130.867,110.3905,0.363611,3.0034,30.6631,25.6308,12.6143,-206.9369,31.769,822.0925
310.5912,8.5,9.5893,2.243,-0.0049271,130.7341,109.2043,0.36968,3.0096,30.6897,25.515,12.3257,-207.1186,31.7756,820.5767
310.7436,8.5,9.293,2.2472,-0.0048804,130.2333,106.9889,0.381336,2.999,30.3538,25.1001,11.86,-207.0538,31.7865,816.6569
310.896,8.5,8.9967,2.2514,-0.0048337,129.7325,104.7734,0.392992,2.9883,30.0179,24.6853,11.3943,-206.989,31.7975,812.7372
311.0484,8.5,8.7993,2.2532,-0.0050151,129.2342,103.1094,0.398968,2.9798,30.1922,24.693,11.1029,-206.8612,31.8125,810.9265
311.2008,8.5,8.8144,2.2499,-0.0056868,128.741,102.6301,0.392737,2.9758,31.4628,25.6085,11.1861,-206.5982,31.8362,813.6479
311.3532,8.5,8.8295,2.2467,-0.0063585,128.2478,102.1508,0.386507,2.9718,32.7334,26.5241,11.2693,-206.3351,31.8599,816.3694
311.5056,8.5,8.844,2.2436,-0.0069579,127.7858,101.6399,0.380248,2.968,33.8979,27.3596,11.3445,-206.0801,31.8845,818.8881
311.658,8.5,8.8434,2.2462,-0.0056627,128.138,100.2996,0.373262,2.9706,32.2805,26.0981,11.2095,-206.0349,31.9351,816.0926
311.8104,8.5,8.8427,2.2488,-0.0043675,128.4903,98.9594,0.366275,2.9732,30.6631,24.8365,11.0745,-205.9898,31.9857,813.2971
311.9628,8.5,8.8421,2.2513,-0.0030723,128.8426,97.6192,0.359289,2.9757,29.0457,23.575,10.9395,-205.9446,32.0363,810.5016
312.1152,8.5,8.8286,2.2548,-0.0036661,129.2215,98.5633,0.353852,2.9691,29.3697,23.9256,10.9998,-206.0673,32.0486,811.6788
312.2676,8.5,8.8109,2.2585,-0.0048698,129.6091,100.2449,0.348915,2.9595,30.3206,24.7968,11.1231,-206.2441,32.0486,814.1388
312.42,8.5,8.7932,2.2622,-0.0060735,129.9967,101.9266,0.343978,2.9498,31.2715,25.6681,11.2464,-206.4209,32.0486,816.5988
312.5724,8.5,8.7947,2.2624,-0.0062367,130.7463,102.5934,0.346105,2.9578,31.175,25.6682,11.2244,-206.4154,32.0486,817.3064
312.7248,8.5,8.8172,2.2586,-0.0052503,131.8959,102.139,0.356035,2.9853,29.9213,24.7059,11.0417,-206.2084,32.0486,816.0777
312.8772,8.5,8.8397,2.2548,-0.0042638,133.0456,101.6846,0.365966,3.0127,28.6675,23.7436,10.859,-206.0014,32.0486,814.849
313.0296,8.5,8.8734,2.252,-0.0032217,133.8814,101.6976,0.377089,3.0309,27.7885,23.0521,10.7615,-205.7484,32.0465,814.0267
313.182,8.5,8.9534,2.2529,-0.0019491,133.4153,103.6495,0.393163,3.0106,28.4647,23.4843,11.0176,-205.3047,32.0356,814.8907
313.3344,8.5,9.0334,2.2539,-0.0006766,132.9491,105.6013,0.409236,2.9903,29.1409,23.9164,11.2738,-204.861,32.0248,815.7546
313.4868,8.5,9.1134,2.2548,0.000596,132.483,107.5532,0.42531,2.97,29.817,24.3486,11.5299,-204.4173,32.0139,816.6186
313.6392,8.5,9.1593,2.2596,-0.0008668,131.9871,110.7246,0.408077,2.9652,31.3985,25.4634,11.7357,-204.342,32.0229,817.5463
313.7916,8.5,9.2021,2.2649,-0.0025891,131.4883,114.0115,0.387686,2.9619,33.0659,26.6428,11.9368,-204.3016,32.0337,818.4799
313.944,8.5,9.2448,2.2701,-0.0043114,130.9896,117.2985,0.367294,2.9587,34.7332,27.8223,12.1378,-204.2612,32.0446,819.4136
314.0964,8.5,9.216,2.2698,-0.0047814,130.6027,115.4152,0.367819,2.9588,34.6163,27.5955,11.978,-204.3371,32.0486,817.866
314.2488,8.5,9.1457,2.2663,-0.004524,130.2807,110.5285,0.380493,2.9611,33.463,26.5516,11.6086,-204.4804,32.0486,814.8769
314.4012,8.5,9.0753,2.2627,-0.0042666,129.9588,105.6418,0.393167,2.9633,32.3097,25.5078,11.2393,-204.6237,32.0486,811.8878
314.5536,8.5,9.0565,2.2617,-0.0045433,129.4174,103.1033,0.394177,2.956,32.019,25.1964,11.0352,-204.6378,32.0486,809.9256
314.706,8.5,9.1329,2.265,-0.0058046,128.4714,104.8931,0.373685,2.9312,33.3186,26.2352,11.1358,-204.4135,32.0486,809.8563
314.8584,8.5,9.2092,2.2684,-0.0070659,127.5253,106.6829,0.353194,2.9065,34.6182,27.274,11.2364,-204.1892,32.0486,809.787
315.0108,8.5,9.2826,2.2713,-0.008151,126.6411,108.1136,0.335307,2.8834,35.7999,28.2301,11.3339,-203.9569,32.0486,809.9091
315.1632,8.5,9.318,2.2683,-0.006926,126.5668,104.8345,0.351576,2.8821,35.4356,28.1009,11.3901,-203.619,32.0486,812.5403
315.3156,8.5,9.3535,2.2652,-0.005701,126.4925,101.5555,0.367844,2.8808,35.0713,27.9718,11.4463,-203.2812,32.0486,815.1714
315.468,8.5,9.3889,2.2622,-0.0044759,126.4183,98.2765,0.384112,2.8795,34.7069,27.8427,11.5026,-202.9433,32.0486,817.8026
315.6204,8.5,9.3986,2.2525,-4.2e-05,127.3949,98.952,0.38468,2.9141,33.4189,27.0603,11.4756,-202.6957,32.0486,816.3926
315.7728,8.5,9.4013,2.2409,0.0052448,128.6508,100.6785,0.381075,2.9582,31.8854,26.1043,11.4264,-202.4721,32.0486,813.9085
315.9252,8.5,9.4041,2.2294,0.0105316,129.9068,102.4051,0.377471,3.0023,30.3519,25.1483,11.3772,-202.2485,32.0486,811.4244
316.0776,8.5,9.3847,2.2217,0.0104095,131.7603,101.2588,0.379926,3.0078,29.2601,24.5411,11.4223,-202.1344,32.0486,810.6939
316.23,8.5,9.3437,2.2179,0.0050738,134.19,97.3435,0.388224,2.9761,28.5941,24.27,11.5583,-202.1258,32.0486,811.6536
316.3824,8.5,9.3028,2.214,-0.0002619,136.6196,93.4282,0.396522,2.9444,27.9281,23.9989,11.6943,-202.1172,32.0486,812.6133
316.5348,8.5,9.2911,2.2095,-0.0041936,138.5162,90.5416,0.403406,2.9136,27.6671,24.07,11.8505,-202.1067,32.0486,813.6132
316.6872,8.5,9.3779,2.2033,-0.0033808,138.6112,91.1317,0.405514,2.886,28.7746,25.2972,12.0751,-202.0895,32.0486,814.7482
316.8396,8.5,9.4646,2.197,-0.002568,138.7063,91.7217,0.407622,2.8583,29.8821,26.5244,12.2997,-202.0723,32.0486,815.8833
316.992,8.5,9.5514,2.1907,-0.0017553,138.8014,92.3117,0.409731,2.8307,30.9896,27.7517,12.5243,-202.0552,32.0486,817.0184
317.1444,8.5,9.6198,2.192,-0.0004904,138.2148,97.7305,0.425042,2.7985,34.0985,30.6557,13.5464,-201.6413,32.0486,819.3375
317.2968,8.5,9.6871,2.1937,0.0007994,137.5905,103.4168,0.441086,2.7662,37.3181,33.6527,14.6128,-201.2053,32.0486,821.7221
317.4492,8.5,9.7544,2.1954,0.0020893,136.9662,109.1031,0.457129,2.7338,40.5378,36.6497,15.6791,-200.7694,32.0486,824.1068
317.6016,8.5,9.7459,2.1889,0.001957,136.964,105.5312,0.44534,2.6692,39.2575,35.5979,15.7443,-200.6058,32.0486,823.1681
317.754,8.5,9.6994,2.1785,0.0011137,137.2729,97.3302,0.419636,2.5885,35.7272,32.5217,15.309,-200.5782,32.0486,820.5677
317.9064,8.5,9.653,2.168,0.0002704,137.5819,89.1292,0.393931,2.5078,32.1969,29.4456,14.8737,-200.5506,32.0486,817.9673
318.0588,8.5,9.6066,2.1627,-0.0004537,137.4338,85.0313,0.376646,2.4848,32.6468,29.7739,15.6973,-200.5523,32.0486,815.4995
318.2112,8.5,9.5604,2.1657,-0.000988,136.5584,87.4649,0.372765,2.5534,39.4326,35.5216,18.5248,-200.6006,32.0486,813.2426
318.3636,8.5,9.5141,2.1687,-0.0015224,135.683,89.8985,0.368884,2.622,46.2184,41.2692,21.3524,-200.6489,32.0486,810.9856
318.516,8.5,9.4649,2.177,-0.0018363,133.9655,91.1701,0.364652,2.7035,55.5044,49.025,24.3981,-200.7206,32.0486,809.2021
318.6684,8.5,9.3904,2.2316,-0.0002703,125.0698,82.5361,0.357433,2.894,86.1046,73.8994,29.3032,-200.9921,32.0486,811.4552
318.8208,8.5,9.3159,2.2862,0.0012956,116.1742,73.9021,0.350215,3.0846,116.7048,98.7738,34.2082,-201.2636,32.0486,813.7082
318.9732,8.5,9.2414,2.3407,0.0028616,107.2785,65.2681,0.342996,3.2752,147.305,123.6483,39.1133,-201.535,32.0486,815.9612
319.1256,8.5,9.1054,2.3479,0.008253,107.4927,68.1234,0.323928,3.3036,123.1517,103.4691,35.6098,-201.1766,32.0486,816.6824
319.278,8.5,8.9563,2.345,0.0144607,109.6506,73.4303,0.30233,3.2974,87.3154,73.6767,30.312,-200.6838,32.0486,817.0767
319.4304,8.5,8.8071,2.3422,0.0206683,111.8086,78.7371,0.280733,3.2912,51.479,43.8842,25.0142,-200.1909,32.0486,817.4711
319.5828,8.5,8.8003,2.3141,0.0188784,116.8162,82.1683,0.294045,3.1795,42.3718,35.9408,21.5205,-199.8516,32.0486,817.8279
319.7352,8.5,8.9132,2.2648,0.0103658,124.2191,84.023,0.3367,2.9791,55.7325,46.3633,19.5431,-199.6412,32.0486,818.1534
319.8876,8.5,9.0261,2.2156,0.0018533,131.6221,85.8777,0.379355,2.7787,69.0932,56.7858,17.5657,-199.4308,32.0486,818.4788
320.04,8.5,9.1576,2.1773,-0.0047601,137.0272,87.2907,0.412226,2.628,77.6461,63.5902,15.7098,-199.4327,32.0486,817.8301
320.1924,8.5,9.3414,2.1697,-0.0060369,136.8188,87.4628,0.417605,2.6169,72.6889,60.2275,14.1948,-200.0311,32.0486,814.444
320.3448,8.5,9.5253,2.1621,-0.0073136,136.6103,87.635,0.422985,2.6057,67.7317,56.8649,12.6799,-200.6295,32.0486,811.0579
320.4972,8.5,9.7091,2.1545,-0.0085904,136.4018,87.8071,0.428364,2.5945,62.7745,53.5022,11.1649,-201.2278,32.0486,807.6717
320.6496,8.5,9.688,2.1553,-0.0069785,136.5592,87.4556,0.425192,2.5792,56.8633,48.4323,10.6392,-201.4657,32.0486,811.6398
320.802,8.5,9.6631,2.1562,-0.0053125,136.7234,87.0943,0.421861,2.5638,50.9342,43.3304,10.1319,-201.6968,32.0486,815.7456
320.9544,8.5,9.6381,2.1571,-0.0036465,136.8876,86.7331,0.41853,2.5484,45.005,38.2286,9.6247,-201.9279,32.0486,819.8514
321.1068,8.5,9.649,2.1681,-0.0034806,137.2652,89.0944,0.42243,2.5889,41.1826,35.2249,9.9161,-202.2383,32.0486,821.1555
321.2592,8.5,9.6751,2.1833,-0.0039552,137.7339,92.6183,0.429418,2.6534,38.2596,33.117,10.5487,-202.5827,32.0486,821.2634
321.4116,8.5,9.7012,2.1986,-0.0044298,138.2026,96.1421,0.436406,2.7179,35.3367,31.0092,11.1812,-202.927,32.0486,821.3713
321.564,8.5,9.742,2.2063,-0.0043984,138.5043,98.3285,0.436172,2.7466,34.3748,30.4272,12.3653,-203.3763,32.0486,821.6929
321.7164,8.5,9.8031,2.2035,-0.0036681,138.5754,98.6676,0.425963,2.7261,36.1217,31.9528,14.3114,-203.9707,32.0486,822.3096
321.8688,8.5,9.8642,2.2006,-0.0029377,138.6465,99.0067,0.415754,2.7056,37.8686,33.4784,16.2574,-204.565,32.0486,822.9262
322.0212,8.5,9.9014,2.197,-0.0020798,138.7152,98.8552,0.407125,2.6819,39.2768,34.655,17.9324,-205.1566,32.0486,823.6609
322.1736,8.5,9.7914,2.1886,-0.0004319,138.7685,95.6677,0.408276,2.6386,38.589,33.6717,17.9296,-205.7319,32.0486,825.1265
322.326,8.5,9.6813,2.1802,0.0012159,138.8218,92.4802,0.409427,2.5953,37.9011,32.6883,17.9269,-206.3072,32.0486,826.5922
322.4784,8.5,9.5712,2.1718,0.0028637,138.8751,89.2928,0.410577,2.5521,37.2132,31.705,17.9242,-206.8825,32.0486,828.0577
322.6308,8.5,9.4312,2.1682,0.0022349,138.6624,92.3797,0.405555,2.5826,39.3919,33.2895,18.0136,-206.8899,32.0486,824.3638
322.7832,8.5,9.2863,2.1653,0.0012301,138.4057,96.5028,0.399514,2.6252,42.0439,35.2981,18.1183,-206.8036,32.0486,819.8178
322.9356,8.5,9.1414,2.1625,0.0002254,138.1491,100.6258,0.393473,2.6679,44.6959,37.3068,18.223,-206.7173,32.0486,815.2719
323.088,8.5,9.0811,2.1632,-0.000777,138.3604,101.8899,0.38888,2.6974,44.6173,37.222,17.9745,-206.4415,32.0486,814.2866
323.2404,8.5,9.0827,2.1665,-0.0017777,138.9142,101.0618,0.385348,2.7173,42.5404,35.6053,17.4675,-206.027,32.0486,815.9071
323.3928,8.5,9.0843,2.1697,-0.0027783,139.4679,100.2337,0.381816,2.7372,40.4636,33.9886,16.9606,-205.6125,32.0486,817.5276
323.5452,8.5,9.0734,2.1737,-0.0035438,139.6597,99.1035,0.378451,2.7643,39.1994,33.0676,16.666,-205.3524,32.0486,819.7806
323.6976,8.5,9.0327,2.1794,-0.0037513,138.9932,97.2568,0.375484,2.8087,39.8626,33.7963,16.875,-205.4585,32.0486,823.5339
323.85,8.5,8.992,2.1851,-0.0039589,138.3267,95.4101,0.372516,2.8532,40.5258,34.525,17.0841,-205.5647,32.0486,827.2872
324.0024,8.5,8.9533,2.1907,-0.0041669,137.6638,93.5331,0.369788,2.8961,41.1592,35.2303,17.2829,-205.6753,32.0486,830.922
324.1548,8.5,9.0331,2.1911,-0.0044052,137.2223,89.7598,0.381997,2.8458,39.9275,34.4687,16.8392,-206.0664,32.0486,827.1567
324.3072,8.5,9.1129,2.1915,-0.0046434,136.7809,85.9864,0.394205,2.7956,38.6957,33.7071,16.3954,-206.4575,32.0486,823.3914
324.4596,8.5,9.1927,2.1919,-0.0048816,136.3394,82.2131,0.406414,2.7453,37.4639,32.9454,15.9517,-206.8486,32.0486,819.6261
324.612,8.5,9.1593,2.195,-0.0051316,136.3794,83.805,0.408572,2.7567,35.719,31.5501,15.3286,-207.027,32.0486,819.4507
324.7644,8.5,9.0849,2.199,-0.0053859,136.5931,87.3322,0.407106,2.7903,33.789,29.9261,14.6407,-207.1287,32.0486,820.5702
324.9168,8.5,9.0105,2.2031,-0.0056402,136.8067,90.8594,0.405639,2.824,31.859,28.3021,13.9529,-207.2305,32.0486,821.6897
325.0692,8.5,9.042,2.2066,-0.0052732,137.1329,91.6721,0.40475,2.837,30.9409,27.506,13.5776,-207.0531,32.0486,821.9572
325.2216,8.5,9.2007,2.2094,-0.0041594,137.5944,89.2211,0.404553,2.8253,31.2394,27.7053,13.5781,-206.54,32.0486,821.2004
325.374,8.5,9.3594,2.2123,-0.0030456,138.0559,86.77,0.404357,2.8136,31.538,27.9047,13.5786,-206.0269,32.0486,820.4435
325.5264,8.5,9.514,2.2129,-0.0020495,138.4194,85.4629,0.4048,2.7973,33.0579,29.0995,13.6324,-205.5688,32.0486,819.7689
325.6788,8.5,9.649,2.2029,-0.0016154,138.3158,89.6153,0.408294,2.7595,40.4072,35.0455,13.9405,-205.3728,32.0486,819.4868
325.8312,8.5,9.784,2.1929,-0.0011814,138.2121,93.7676,0.411789,2.7216,47.7566,40.9914,14.2487,-205.1767,32.0486,819.2045
325.9836,8.5,9.9191,2.1829,-0.0007473,138.1084,97.92,0.415283,2.6837,55.1059,46.9374,14.5569,-204.9807,32.0486,818.9224
326.136,8.5,10.0221,2.1699,-0.0008569,138.2697,94.4827,0.408537,2.6474,53.9204,45.7908,14.5586,-205.4249,32.0486,818.8877
326.2884,8.5,10.1213,2.1566,-0.001032,138.4628,90.1301,0.400556,2.6113,51.7056,43.7889,14.5233,-205.9464,32.0486,818.8829
326.4408,8.5,10.2206,2.1432,-0.0012071,138.6559,85.7775,0.392575,2.5752,49.4909,41.7869,14.4881,-206.468,32.0486,818.8781
326.5932,8.5,10.1656,2.1427,-0.000875,138.5943,85.0804,0.388353,2.6008,46.7837,39.5045,14.5668,-206.8374,32.0486,819.5917
326.7456,8.5,10.0128,2.1502,-0.0002207,138.3708,86.7054,0.38652,2.6655,43.7637,37.0438,14.7179,-207.1102,32.0486,820.7615
326.898,8.5,9.8599,2.1578,0.0004336,138.1473,88.3303,0.384686,2.7302,40.7438,34.5831,14.869,-207.3831,32.0486,821.9314
327.0504,8.5,9.7454,2.1658,0.0011592,137.9701,89.9228,0.384606,2.7792,39.7786,33.8313,15.1082,-207.5888,32.0486,822.829
327.2028,8.5,9.7086,2.1746,0.002029,137.8866,91.4495,0.388075,2.7963,42.9721,36.5379,15.5258,-207.6586,32.0486,823.1759
327.3552,8.5,9.6718,2.1834,0.0028989,137.8031,92.9762,0.391543,2.8134,46.1656,39.2446,15.9435,-207.7285,32.0486,823.5227
327.5076,8.5,9.6363,2.1913,0.0036027,137.7305,94.3118,0.394405,2.8276,49.0049,41.6517,16.3384,-207.8049,32.0486,823.8724
327.66,8.5,9.6245,2.1829,0.0011439,137.864,92.005,0.385707,2.7863,45.0962,38.3505,16.2999,-208.007,32.0486,824.2758
327.8124,8.5,9.6128,2.1746,-0.0013148,137.9976,89.6983,0.377008,2.7449,41.1875,35.0493,16.2614,-208.2091,32.0486,824.6793
327.9648,8.5,9.601,2.1662,-0.0037736,138.1311,87.3915,0.36831,2.7036,37.2788,31.748,16.223,-208.4112,32.0486,825.0827
328.1172,8.5,9.4625,2.1738,-0.004487,138.1098,89.47,0.372888,2.7096,36.5369,31.3919,16.7508,-209.0686,32.0486,824.2451
328.2696,8.5,9.286,2.1863,-0.0046762,138.0419,92.8655,0.381455,2.7297,36.7461,31.9202,17.4488,-209.8628,32.0486,823.0349
328.422,8.5,9.1095,2.1988,-0.0048655,137.974,96.261,0.390021,2.7499,36.9553,32.4486,18.1467,-210.657,32.0486,821.8245
328.5744,8.5,9.0031,2.2018,-0.0054062,137.9931,97.4312,0.395807,2.7546,37.1288,32.8304,18.4955,-210.8997,32.0486,821.0284
328.7268,8.5,8.9703,2.1951,-0.0063155,138.1034,96.2685,0.398678,2.743,37.2648,33.0586,18.4781,-210.5644,32.0486,820.6667
328.8792,8.5,8.9374,2.1883,-0.0072247,138.2137,95.1058,0.401549,2.7315,37.4008,33.2869,18.4608,-210.229,32.0486,820.3049
329.0316,8.5,8.9333,2.1838,-0.0078332,138.2312,94.4794,0.403684,2.7246,37.009,33.0256,18.1532,-209.7997,32.0486,820.1585
329.184,8.5,9.0393,2.1879,-0.0072919,137.8937,95.9029,0.403001,2.7354,34.5996,30.8934,16.7356,-209.0116,32.0486,820.8351
329.3364,8.5,9.1452,2.192,-0.0067506,137.5562,97.3264,0.402318,2.7462,32.1901,28.7612,15.318,-208.2236,32.0486,821.5117
329.4888,8.5,9.2511,2.1961,-0.0062093,137.2187,98.7499,0.401635,2.757,29.7806,26.629,13.9004,-207.4355,32.0486,822.1883
329.6412,8.5,9.293,2.1933,-0.0049415,137.5359,100.0383,0.394148,2.739,31.9227,28.5981,13.7018,-207.2184,32.0486,821.127
329.7936,8.5,9.3297,2.1901,-0.0036161,137.905,101.3159,0.386122,2.7187,34.4258,30.8925,13.5998,-207.0466,32.0486,819.9279
329.946,8.5,9.3665,2.1868,-0.0022907,138.2741,102.5936,0.378095,2.6985,36.9289,33.187,13.4979,-206.8748,32.0486,818.7288
330.0984,8.5,9.3801,2.1844,-0.0025941,138.3583,101.1502,0.388762,2.7051,35.8738,32.2661,13.1111,-206.9895,32.0486,819.503
330.2508,8.5,9.381,2.1826,-0.0037913,138.2862,98.2137,0.409688,2.7266,32.8659,29.5807,12.568,-207.2613,32.0486,821.36
330.4032,8.5,9.3819,2.1807,-0.0049885,138.214,95.2771,0.430614,2.748,29.8581,26.8954,12.0249,-207.5332,32.0486,823.2172
330.5556,8.5,9.4128,2.1852,-0.0054676,137.7007,93.0747,0.441301,2.7708,29.1969,26.143,11.9728,-207.6463,32.0486,823.8751
330.708,8.5,9.4957,2.2008,-0.0046965,136.4194,92.1504,0.434162,2.7959,32.6213,28.7558,12.7755,-207.4833,32.0486,822.4453
330.8604,8.5,9.5787,2.2165,-0.0039254,135.138,91.2261,0.427023,2.8211,36.0456,31.3687,13.5782,-207.3203,32.0486,821.0155
331.0128,8.5,9.664,2.2291,-0.0033128,133.8764,90.1483,0.419838,2.8407,39.3859,33.8817,14.3563,-207.158,32.0486,819.7838
331.1652,8.5,9.7747,2.2095,-0.0044288,132.8307,87.397,0.412148,2.8001,41.8093,35.3064,14.8664,-207.003,32.0486,820.7115
331.3176,8.5,9.8853,2.1898,-0.0055448,131.785,84.6456,0.404458,2.7595,44.2327,36.731,15.3765,-206.848,32.0486,821.6393
331.47,8.5,9.996,2.1702,-0.0066608,130.7393,81.8942,0.396767,2.7189,46.6561,38.1557,15.8865,-206.693,32.0486,822.5671
331.6224,8.5,10.0141,2.1604,-0.0076515,130.6993,85.3121,0.397688,2.6776,52.345,42.0144,16.8853,-206.9295,32.0486,822.3149
331.7748,8.5,10.0094,2.1531,-0.0086116,130.9058,90.2421,0.40072,2.6361,58.8343,46.4696,18.004,-207.262,32.0486,821.7735
331.9272,8.5,10.0048,2.1457,-0.0095716,131.1123,95.1722,0.403751,2.5946,65.3235,50.9248,19.1226,-207.5945,32.0486,821.2321
332.0796,8.5,9.9611,2.1394,-0.0098252,131.259,94.7812,0.403216,2.5711,67.539,52.5461,18.5005,-208.0258,32.0486,821.3499
332.232,8.5,9.8815,2.134,-0.0094329,131.3511,89.5238,0.399419,2.5639,65.8458,51.5757,16.2865,-208.5476,32.0486,822.0705
332.3844,8.5,9.802,2.1286,-0.0090405,131.4431,84.2664,0.395622,2.5567,64.1526,50.6052,14.0724,-209.0693,32.0486,822.7911
332.5368,8.5,9.7442,2.1243,-0.0086678,131.7137,82.0299,0.392921,2.5473,60.4775,48.0762,12.2154,-209.5589,32.0486,823.8123
332.6892,8.5,9.755,2.1236,-0.0083566,132.5454,89.283,0.393664,2.5308,50.5768,40.6512,11.4797,-209.9475,32.0486,825.7775
332.8416,8.5,9.7657,2.1229,-0.0080455,133.3771,96.5362,0.394406,2.5143,40.6761,33.2262,10.7441,-210.3361,32.0486,827.7428
332.994,8.5,9.7765,2.1221,-0.0077343,134.2087,103.7893,0.395148,2.4978,30.7754,25.8012,10.0085,-210.7247,32.0486,829.708
333.1464,8.5,9.5468,2.1554,-0.0069117,134.8767,99.7064,0.393257,2.628,29.8918,25.3687,10.9297,-211.026,32.0486,829.5389
333.2988,8.5,9.3072,2.1901,-0.0060682,135.5379,95.159,0.391259,2.7643,29.3777,25.2227,11.9188,-211.3237,32.0486,829.2823
333.4512,8.5,9.0676,2.2248,-0.0052247,136.1992,90.6116,0.38926,2.9006,28.8636,25.0768,12.908,-211.6214,32.0486,829.0257
333.6036,8.5,8.9748,2.2254,-0.0057147,136.417,88.691,0.403214,2.9077,30.6295,26.6736,13.9897,-211.4467,32.0486,828.5185
333.756,8.5,8.9512,2.21,-0.0068328,136.426,88.0078,0.424682,2.8539,33.4695,29.0913,15.1151,-211.0494,32.0486,827.8932
333.9084,8.5,8.9275,2.1945,-0.0079509,136.4349,87.3246,0.446149,2.8,36.3094,31.5091,16.2405,-210.6521,32.0486,827.2679
334.0608,8.5,8.9327,2.186,-0.008771,136.511,88.4748,0.450535,2.7827,36.755,31.8276,16.422,-210.4722,32.0486,826.8884
334.2132,8.5,8.9811,2.1879,-0.0091419,136.6882,92.387,0.429185,2.8204,33.5933,28.9836,15.1816,-210.6196,32.0486,826.8788
334.3656,8.5,9.0296,2.1897,-0.0095128,136.8653,96.2992,0.407836,2.8581,30.4316,26.1396,13.9412,-210.7669,32.0486,826.8693
334.518,8.5,9.0636,2.1919,-0.0095374,136.9936,99.7927,0.387475,2.892,27.6271,23.6216,12.7966,-210.8873,32.0486,827.1757
334.6704,8.5,8.9892,2.1965,-0.0069759,136.7571,100.1596,0.374502,2.8972,27.4888,23.5374,12.3671,-210.8055,32.0486,829.8398
334.8228,8.5,8.9149,2.2011,-0.0044144,136.5206,100.5266,0.361529,2.9024,27.3505,23.4532,11.9376,-210.7236,32.0486,832.5041
334.9752,8.5,8.8405,2.2056,-0.0018529,136.2841,100.8935,0.348555,2.9077,27.2122,23.3691,11.5081,-210.6418,32.0486,835.1683
335.1276,8.5,9.1274,2.1969,0.0094772,136.4056,102.6063,0.370822,2.9344,28.0682,24.0927,11.5077,-210.2152,32.0486,834.3842
335.28,8.5,9.4845,2.1855,0.0225115,136.5967,104.5806,0.399937,2.9652,29.1174,24.9734,11.5906,-209.7216,32.0486,832.9297
335.4324,8.5,9.8416,2.1741,0.0355459,136.7878,106.5549,0.429053,2.9961,30.1667,25.8541,11.6736,-209.2279,32.0486,831.4754
335.5848,8.5,9.9615,2.173,0.0351839,136.7099,107.2919,0.44704,2.9879,30.2134,25.8548,11.8574,-209.0878,32.0486,831.0135
335.7372,8.5,9.8923,2.1801,0.0241427,136.4174,107.0427,0.456156,2.9485,29.4609,25.154,12.1217,-209.2294,32.0486,831.343
335.8896,8.5,9.8232,2.1873,0.0131016,136.1249,106.7934,0.465272,2.9092,28.7084,24.4533,12.3859,-209.3711,32.0486,831.6724
336.042,8.5,9.7599,2.191,0.0051205,136.0078,106.0195,0.464421,2.8924,28.0518,23.8699,12.5942,-209.528,32.0486,831.9849
336.1944,8.5,9.7118,2.1857,0.0051829,136.3518,103.8663,0.437372,2.9349,27.6471,23.595,12.6554,-209.7251,32.0486,832.253
