DEPTH,BS,CALI,DENS,DTC,GR,NEUT,NEUT_CORR,PEF,RESD,RESM,RESS,SP,TEMP,TENS
984.0468,8.5,8.8387,2.4803,107.1244,79.5783,0.180405,0.163341,3.0971,40.3407,33.441,15.6529,-270.993,37.1312,1023.6352
984.1992,8.5,8.5395,2.3925,120.1032,83.8038,0.233209,0.214865,3.0746,29.0396,24.0518,12.2353,-270.496,37.133,1022.642
984.3516,8.5,8.3276,2.3477,128.5272,90.0454,0.304494,0.28611,3.032,21.2869,17.6702,9.6842,-270.0204,37.1348,1020.827
984.504,8.5,8.3265,2.3567,120.9427,99.0738,0.343226,0.326357,2.9672,19.9587,16.5743,8.9926,-269.6476,37.1366,1020.254
984.6564,8.5,8.5515,2.4026,101.7951,103.8498,0.332525,0.315697,2.9528,21.081,17.5067,8.945,-269.3976,37.1385,1022.031
984.8088,8.5,8.8341,2.4111,90.6174,102.1569,0.299668,0.282787,3.0258,21.5486,17.9586,8.5951,-269.2286,37.1403,1024.9819
984.9612,8.5,8.9068,2.3369,91.9804,98.2065,0.283185,0.265266,3.0779,20.6984,17.4317,7.9805,-269.1672,37.1421,1026.2762
985.1136,8.5,8.8294,2.2948,100.5512,93.4785,0.2839,0.266034,3.0483,20.4027,17.3623,7.8176,-269.3126,37.1439,1025.8322
985.266,8.5,8.8085,2.3047,100.1279,93.2888,0.286976,0.269386,2.9855,19.8586,16.9468,7.6724,-269.5688,37.1457,1025.5721
985.4184,8.5,8.8761,2.3096,95.8609,100.2715,0.298323,0.280984,2.8644,18.6844,15.8319,7.1884,-269.7366,37.1476,1029.0562
985.5708,8.5,8.9982,2.3038,102.1383,104.371,0.309413,0.291081,2.7617,18.7176,15.606,6.9916,-269.8259,37.1494,1032.597
985.7232,8.5,9.1062,2.2955,112.9295,102.0044,0.308109,0.290086,2.7583,19.7869,16.2523,7.2204,-269.8927,37.1512,1031.2502
985.8756,8.5,9.1859,2.2885,119.499,100.1404,0.307748,0.290191,2.8573,20.3932,16.615,7.3881,-269.9656,37.153,1026.2153
986.028,8.5,9.2745,2.2875,116.84,97.0141,0.326972,0.308501,2.9852,19.8463,16.1056,7.1852,-270.0721,37.1548,1023.5986
986.1804,8.5,9.3725,2.2953,114.1243,92.802,0.349216,0.331748,3.0114,19.1896,15.5163,6.9488,-270.1819,37.1567,1025.0293
986.3328,8.5,9.4158,2.3061,116.203,93.9106,0.352799,0.335697,2.9486,19.6817,15.8485,7.0715,-270.2956,37.1585,1025.3011
986.4852,8.5,9.311,2.3137,114.9025,104.683,0.337888,0.319774,2.9207,20.8352,16.7017,7.4027,-270.4276,37.1603,1024.2446
986.6376,8.5,9.1544,2.3112,109.9669,113.4409,0.32355,0.304131,2.9129,21.2525,16.9682,7.5336,-270.6443,37.1621,1023.677
986.79,8.5,9.1184,2.2992,107.295,109.8252,0.318011,0.298347,2.9018,20.8572,16.6107,7.4308,-271.0049,37.1639,1021.4865
986.9424,8.5,9.1972,2.2859,107.0563,103.8316,0.318039,0.298507,2.8778,20.0899,15.986,7.2907,-271.3992,37.1657,1017.1591
987.0948,8.5,9.2655,2.279,107.2535,104.8096,0.32346,0.303757,2.8514,19.5604,15.5358,7.2488,-271.5719,37.1676,1017.5121
987.2472,8.5,9.2254,2.2795,107.2145,106.7428,0.326161,0.306397,2.8568,19.2159,15.2035,7.211,-271.519,37.1694,1022.9259
987.3996,8.5,9.0874,2.2879,107.0062,103.5321,0.322063,0.30294,2.9079,18.9714,14.9428,7.2095,-271.3707,37.1712,1027.714
987.552,8.5,8.9619,2.2972,106.9116,97.4643,0.307347,0.28997,2.9239,19.2107,15.0824,7.3726,-271.1298,37.173,1031.5079
987.7044,8.5,8.9256,2.2951,106.9309,98.5232,0.3044,0.287167,2.8822,19.5979,15.4062,7.5537,-270.7589,37.1748,1030.0762
987.8568,8.5,8.9491,2.2892,106.9035,104.7672,0.317029,0.297938,2.8292,19.5999,15.4802,7.5956,-270.3587,37.1767,1026.8002
988.0092,8.5,8.9604,2.2895,106.8792,107.3908,0.315182,0.295925,2.7886,19.6524,15.5732,7.6285,-270.1346,37.1785,1025.2457
988.1616,8.5,8.9034,2.2928,106.819,103.9201,0.304432,0.286525,2.7716,20.0202,15.8705,7.7055,-269.9285,37.1803,1025.6868
988.314,8.5,8.7775,2.2927,106.7855,98.345,0.303838,0.286524,2.7664,20.2076,16.0178,7.7462,-269.6412,37.1821,1029.6831
988.4664,8.5,8.6655,2.2875,106.9787,94.6942,0.304644,0.287482,2.7653,19.8957,15.7818,7.7332,-269.4347,37.1839,1030.6681
988.6188,8.5,8.6473,2.2823,107.3174,95.947,0.305659,0.288329,2.7836,19.2196,15.2647,7.6557,-269.3352,37.1857,1027.7993
988.7712,8.5,8.7119,2.2776,107.6143,98.3333,0.31157,0.292967,2.8196,18.3268,14.5976,7.45,-269.2404,37.1876,1030.4387
988.9236,8.5,8.8093,2.2784,107.8049,100.1584,0.314061,0.294919,2.8409,17.9142,14.3243,7.2824,-269.1543,37.1894,1038.1168
989.076,8.5,8.9002,2.2846,107.8498,101.7084,0.31562,0.296316,2.8338,18.3376,14.7046,7.3576,-269.1196,37.1912,1039.0162
989.2284,8.5,8.9524,2.2853,107.7657,103.3524,0.322551,0.303094,2.8177,18.7928,15.096,7.5124,-269.108,37.193,1034.9031
989.3808,8.5,8.9544,2.2798,107.6454,106.4155,0.331119,0.312151,2.8097,18.5284,14.9158,7.5084,-269.0468,37.1948,1033.4987
989.5332,8.5,8.9147,2.2812,107.5787,105.0925,0.331784,0.312735,2.8285,18.1958,14.6863,7.4783,-268.9315,37.1966,1035.6139
989.6856,8.5,8.876,2.2882,107.5224,99.1582,0.329811,0.310453,2.8741,18.0914,14.6386,7.4671,-268.8475,37.1985,1035.8201
989.838,8.5,8.9095,2.2874,107.3888,93.6904,0.330503,0.311247,2.8722,17.9781,14.5697,7.4134,-268.7996,37.2003,1030.7631
989.9904,8.5,9.0107,2.2768,107.2918,97.1404,0.333532,0.314804,2.8263,17.7451,14.3998,7.3366,-268.776,37.2021,1029.2024
990.1428,8.5,9.124,2.2742,107.2631,105.8773,0.335278,0.316931,2.8101,17.4106,14.171,7.2996,-268.8518,37.2039,1031.5225
990.2952,8.5,9.2108,2.2877,107.1647,107.3797,0.33307,0.314253,2.8475,17.3819,14.2079,7.3972,-269.0445,37.2057,1031.5693
990.4476,8.5,9.2629,2.3069,106.9572,104.4761,0.330093,0.310764,2.9077,17.5893,14.4254,7.5428,-269.1866,37.2076,1030.5771
990.6,8.5,9.2897,2.3159,106.6094,101.7503,0.331662,0.312601,2.9442,17.5136,14.3854,7.5667,-269.1331,37.2094,1030.5671
990.7524,8.5,9.2671,2.3183,106.1863,100.4529,0.331114,0.312191,2.9682,17.5718,14.4315,7.6136,-268.884,37.2112,1031.7747
990.9048,8.5,9.212,2.3226,105.832,100.9291,0.320916,0.301733,3.0029,17.8121,14.628,7.7331,-268.4775,37.213,1032.0776
991.0572,8.5,9.1767,2.3224,105.62,101.1284,0.310874,0.292438,3.0256,17.7951,14.6126,7.7445,-267.8283,37.2148,1031.374
991.2096,8.5,9.1691,2.315,105.4465,101.5869,0.310425,0.291944,3.0011,17.6055,14.4401,7.5877,-266.8337,37.2166,1031.6664
991.362,8.5,9.1744,2.3103,104.9975,104.9195,0.312973,0.294029,2.9588,17.8875,14.6425,7.4794,-265.6537,37.2185,1031.5217
991.5144,8.5,9.161,2.3166,104.3961,110.4104,0.309026,0.290883,2.9616,19.6833,16.0544,7.7436,-264.5436,37.2203,1029.5143
991.6668,8.5,9.1154,2.3187,104.2284,110.8623,0.308531,0.290741,3.0025,22.5708,18.3312,8.2315,-263.5621,37.2221,1030.2974
991.8192,8.5,9.0911,2.3054,104.6336,105.2908,0.323253,0.304889,3.0151,24.2986,19.6862,8.3862,-262.7314,37.2239,1032.5043
991.9716,8.5,9.0855,2.2949,105.4161,99.3019,0.337544,0.320182,2.9543,24.3254,19.7098,8.2006,-261.9808,37.2257,1031.9622
992.124,8.5,9.0742,2.2978,106.2844,98.477,0.329893,0.31113,2.8871,24.3584,19.7846,8.2015,-261.2692,37.2275,1039.2849
992.2764,8.5,9.0502,2.3016,106.6542,101.7912,0.319008,0.299479,2.8681,24.173,19.7367,8.3085,-260.7798,37.2294,1050.2994
992.4288,8.5,9.0167,2.2997,106.5161,106.2674,0.315493,0.296126,2.8723,23.4332,19.2524,8.3021,-260.5795,37.2312,1045.4637
992.5812,8.5,8.9666,2.2945,106.2349,107.4836,0.319994,0.30073,2.8919,22.6859,18.7457,8.2352,-260.614,37.233,1034.9825
992.7336,8.5,8.8758,2.2932,105.7832,104.3424,0.331217,0.312569,2.8949,22.0671,18.3569,8.194,-260.7909,37.2348,1031.9653
992.886,8.5,8.7569,2.3039,105.0831,98.0272,0.332569,0.314029,2.8987,21.9502,18.4134,8.3041,-260.9819,37.2366,1034.0862
993.0384,8.5,8.6714,2.3248,104.14,97.4027,0.321442,0.302317,2.9396,22.6595,19.1535,8.6138,-261.1473,37.2384,1034.5205
993.1908,8.5,8.6515,2.3413,103.1485,103.4459,0.312643,0.293974,2.9732,23.8622,20.2276,8.9942,-261.1887,37.2403,1031.5132
