DEPTH,BS,CALI,DENS,DRHO,DTC,GR,GR_CORR,NEUT,NEUT_CORR,PEF,RESD,RESD_CORR,RESM,RESS,RESS_CORR,SP,TEMP,TENS
1559.3568,8.5,15.2927,2.3844,0.066273,95.6644,105.9645,136.7349,0.224561,0.154743,3.0401,3.926,4.1518,,3.0366,3.8147,92.5885,46.1173,715.5241
1559.5092,8.5,15.4109,2.3877,0.062972,95.8299,103.9748,134.607,0.22527,0.154715,3.0473,3.9233,4.1498,,3.0314,3.8239,92.7465,46.12,713.6399
1559.6616,8.5,15.2548,2.3952,0.064368,95.8707,105.031,135.4029,0.225131,0.15536,3.0501,3.9579,4.1857,,3.06,3.8403,92.7227,46.113,714.6968
1559.814,8.5,15.0987,2.4026,0.065763,95.9114,106.0872,136.1989,0.224993,0.156005,3.0529,3.9925,4.2215,,3.0886,3.8568,92.6989,46.1061,715.7537
1559.9664,8.5,14.9425,2.4101,0.067159,95.9522,107.1434,136.9948,0.224854,0.156651,3.0557,4.0271,4.2573,,3.1171,3.8732,92.6751,46.0991,716.8105
1560.1188,8.5,14.9335,2.4118,0.065893,95.8058,108.8414,139.1415,0.231228,0.161503,3.0734,4.0299,4.2603,,3.117,3.872,92.5849,46.1078,716.3586
1560.2712,8.5,14.966,2.4119,0.063873,95.6064,110.7209,141.6703,0.239444,0.167544,3.0954,4.0237,4.2539,,3.1088,3.8657,92.476,46.121,715.48
1560.4236,8.5,14.9986,2.4121,0.061854,95.4071,112.6004,144.1991,0.247659,0.173585,3.1173,4.0175,4.2476,,3.1006,3.8595,92.3671,46.1341,714.6014
1560.576,8.5,15.0292,2.414,0.056924,95.2746,112.8022,144.5719,0.248704,0.174223,3.1159,4.0118,4.2418,,3.0914,3.8517,92.3495,46.1431,714.569
1560.7284,8.5,15.0578,2.4178,0.049067,95.2093,111.3175,142.7775,0.242541,0.169427,3.0908,4.0066,4.2364,,3.0814,3.8424,92.4236,46.1478,715.3871
1560.8808,8.5,15.0864,2.4217,0.041211,95.144,109.8328,140.983,0.236377,0.164632,3.0658,4.0014,4.2311,,3.0713,3.833,92.4977,46.1525,716.2051
1561.0332,8.5,15.1225,2.423,0.034072,94.9429,108.6114,139.5527,0.23086,0.160293,3.0425,4.0051,4.2354,,3.0696,3.8359,92.5605,46.1561,716.4753
1561.1856,8.5,15.1855,2.4156,0.029505,94.2546,108.3355,139.4294,0.227668,0.157588,3.0257,4.0409,4.2743,,3.0979,3.8827,92.5832,46.1557,714.7784
1561.338,8.5,15.2485,2.4082,0.024938,93.5663,108.0596,139.3061,0.224475,0.154884,3.0088,4.0768,4.3131,,3.1262,3.9296,92.6058,46.1554,713.0814
1561.4904,8.5,15.3116,2.4007,0.020372,92.878,107.7837,139.1828,0.221282,0.152179,2.9919,4.1126,4.3519,,3.1545,3.9765,92.6284,46.155,711.3843
1561.6428,8.5,15.2624,2.4048,0.019124,92.799,107.1451,138.1811,0.22173,0.152747,3.0094,4.1259,4.3657,,3.1503,3.9636,92.5473,46.1529,713.2593
1561.7952,8.5,15.2056,2.4096,0.018099,92.7611,106.4821,137.1203,0.222423,0.153534,3.0291,4.1376,4.3779,,3.1438,3.9468,92.4592,46.1507,715.3743
1561.9476,8.5,15.1489,2.4144,0.017074,92.7231,105.8191,136.0595,0.223116,0.154322,3.0489,4.1494,4.39,,3.1374,3.9299,92.3712,46.1485,717.4893
1562.1,8.5,15.0903,2.4152,0.016679,92.7416,105.4922,135.4274,0.224343,0.155534,3.0582,4.178,4.4201,,3.1577,3.9484,92.3051,46.1489,720.4495
1562.2524,8.5,15.0307,2.4139,0.016615,92.7896,105.3413,135.02,0.22585,0.156969,3.0621,4.2155,4.4596,,3.1921,3.9852,92.2504,46.1505,723.8525
1562.4048,8.5,14.9711,2.4125,0.016551,92.8377,105.1905,134.6126,0.227356,0.158404,3.066,4.2529,4.4991,,3.2265,4.0221,92.1958,46.1521,727.2554
1562.5572,8.5,14.9409,2.4121,0.016899,92.9261,105.9832,135.5186,0.227909,0.158971,3.0695,4.2679,4.5148,,3.2478,4.046,92.1053,46.1575,727.392
1562.7096,8.5,14.9594,2.4131,0.017935,93.0819,108.3463,138.6108,0.226874,0.158094,3.0726,4.2452,4.4908,,3.2473,4.0482,91.9552,46.1692,722.0922
1562.862,8.5,14.978,2.4142,0.01897,93.2377,110.7095,141.7029,0.225839,0.157216,3.0757,4.2226,4.4668,,3.2468,4.0504,91.8052,46.1808,716.7925
1563.0144,8.5,14.9899,2.4151,0.01969,93.3877,112.9547,144.6178,0.225081,0.156582,3.0826,4.2018,4.4447,,3.2471,4.0527,91.6705,46.1914,711.9056
1563.1668,8.5,14.9377,2.4142,0.01738,93.4827,114.0703,145.8347,0.226971,0.158281,3.1271,4.1989,4.441,,3.2551,4.0553,91.6831,46.1914,710.9751
1563.3192,8.5,14.8854,2.4134,0.01507,93.5776,115.1858,147.0516,0.22886,0.159981,3.1715,4.196,4.4374,,3.2631,4.0578,91.6957,46.1914,710.0447
1563.4716,8.5,14.8332,2.4126,0.01276,93.6726,116.3013,148.2685,0.23075,0.16168,3.2159,4.1931,4.4338,,3.2711,4.0604,91.7083,46.1914,709.1143
1563.624,8.5,14.7998,2.4153,0.015901,93.8841,115.4594,147.0647,0.23211,0.162889,3.1687,4.1669,4.4054,,3.2564,4.036,91.7571,46.1914,710.3146
1563.7764,8.5,14.7706,2.4187,0.020289,94.1223,114.1691,145.3064,0.23335,0.163987,3.1005,4.1353,4.3713,,3.2364,4.0055,91.8141,46.1914,712.0029
1563.9288,8.5,14.7414,2.4221,0.024678,94.3606,112.8788,143.5481,0.234589,0.165084,3.0323,4.1037,4.3372,,3.2164,3.9749,91.8711,46.1914,713.6913
1564.0812,8.5,14.6987,2.4269,0.024795,94.2499,110.5972,140.4888,0.233527,0.164506,3.0048,4.0953,4.3278,,3.2093,3.959,91.8228,46.1914,715.1295
1564.2336,8.5,14.6441,2.4328,0.021165,93.8333,107.4464,136.2888,0.230447,0.162457,3.0128,4.1073,4.3399,,3.2133,3.9559,91.6821,46.1914,716.3484
