DEPT,BS,CALI,GR,SP,RESS,RESM,RESD,DENS,NEUT,DRHO,PEF,DTC
70.256,12.5,,,,,,,,,,,
70.409,12.5,,,,,,,,,,,
70.561,12.5,,,,,,,,,,,
70.714,12.5,,,,,,,,,,,
70.866,12.5,,,,,,,,,,,
71.018,12.5,,,,,,,,,,,
71.171,12.5,,,,,,,,,,,
71.323,12.5,,,,,,,,,,,
71.476,12.5,,,,,,,,,,,
71.628,12.5,,,,,,,,,,,
71.78,12.5,,,,,,,,,,,
71.933,12.5,,,,,,,,,,,
72.085,12.5,,,,,,,,,,,
72.238,12.5,,,,,,,,,,,
72.39,12.5,,,,,,,,,,,
72.542,12.5,,,,,,,,,,,
72.695,12.5,,,,,,,,,,,
72.847,12.5,,,,,,,,,,,
73.0,12.5,,,,,,,,,,,
73.152,12.5,,,,,,,,,,,
73.304,12.5,,,,,,,,,,,
73.457,12.5,,,,,,,,,,,
73.609,12.5,,,,,,,,,,,
73.762,12.5,,,,,,,,,,,
73.914,12.5,,,,,,,,,,,
74.066,12.5,,,,,,,,,,,
74.219,12.5,,,,,,,,,,,
74.371,12.5,,,,,,,,,,,
74.524,12.5,,,,,,,,,,,
74.676,12.5,,,,,,,,,,,
74.828,12.5,,,,,,,,,,,
74.981,12.5,,,,,,,,,,,
75.133,12.5,,,,,,,,,,,
75.286,12.5,,,,,,,,,,,
75.438,12.5,,,,,,,,,,,
75.59,12.5,,,,,,,,,,,
75.743,12.5,,,,,,,,,,,
75.895,12.5,,,,,,,,,,,
76.048,12.5,,,,,,,,,,,
76.2,12.5,,,,,,,,,,,
76.352,12.5,,,,,,,,,,,
76.505,12.5,,,,,,,,,,,
76.657,12.5,,,,,,,,,,,
76.81,12.5,,,,,,,,,,,
76.962,12.5,,,,,,,,,,,
77.114,12.5,,,,,,,,,,,
77.267,12.5,,,,,,,,,,,
77.419,12.5,,,,,,,,,,,
77.572,12.5,,,,,,,,,,,
77.724,12.5,,,,,,,,,,,
77.876,12.5,,,,,,,,,,,
78.029,12.5,,,,,,,,,,,
78.181,12.5,,,,,,,,,,,
78.334,12.5,,,,,,,,,,,
78.486,12.5,,,,,,,,,,,
78.638,12.5,,,,,,,,,,,
78.791,12.5,,,,,,,,,,,
78.943,12.5,,,,,,,,,,,
79.096,12.5,,,,,,,,,,,
79.248,12.5,,,,,,,,,,,
79.4,12.5,,,,,,,,,,,
79.553,12.5,,,,,,,,,,,
79.705,12.5,,,,,,,,,,,
79.858,12.5,,,,,,,,,,,
80.01,12.5,,,,,,,,,,,
80.162,12.5,,,,,,,,,,,
80.315,12.5,,,,,,,,,,,
80.467,12.5,,,,,,,,,,,
80.62,12.5,,,,,,,,,,,
80.772,12.5,,,,,,,,,,,
80.924,12.5,,,,,,,,,,,
81.077,12.5,,,,,,,,,,,
81.229,12.5,,,,,,,,,,,
81.382,12.5,,,,,,,,,,,
81.534,12.5,,,,,,,,,,,
81.686,12.5,,,,,,,,,,,
81.839,12.5,,,,,,,,,,,
81.991,12.5,,,,,,,,,,,
82.144,12.5,,,,,,,,,,,
82.296,12.5,,,,,,,,,,,
82.448,12.5,,,,,,,,,,,
82.601,12.5,,,,,,,,,,,
82.753,12.5,,,,,,,,,,,
82.906,12.5,,,,,,,,,,,
83.058,12.5,,,,,,,,,,,
83.21,12.5,,,,,,,,,,,
83.363,12.5,,,,,,,,,,,
83.515,12.5,,,,,,,,,,,
83.668,12.5,,,,,,,,,,,
83.82,12.5,,,,,,,,,,,
83.972,12.5,,,,,,,,,,,
84.125,12.5,,,,,,,,,,,
84.277,12.5,,,,,,,,,,,
84.43,12.5,,,,,,,,,,,
84.582,12.5,,,,,,,,,,,
84.734,12.5,,,,,,,,,,,
84.887,12.5,,,,,,,,,,,
85.039,12.5,,,,,,,,,,,
85.192,12.5,,,,,,,,,,,
85.344,12.5,,,,,,,,,,,
85.496,12.5,,,,,,,,,,,
85.649,12.5,,,,,,,,,,,
85.801,12.5,,,,,,,,,,,
85.954,12.5,,,,,,,,,,,
86.106,12.5,,,,,,,,,,,
86.258,12.5,,,,,,,,,,,
86.411,12.5,,,,,,,,,,,
86.563,12.5,,,,,,,,,,,
86.716,12.5,,,,,,,,,,,
86.868,12.5,,,,,,,,,,,
87.02,12.5,,,,,,,,,,,
87.173,12.5,,,,,,,,,,,
87.325,12.5,,,,,,,,,,,
87.478,12.5,,,,,,,,,,,
87.63,12.5,,,,,,,,,,,
87.782,12.5,,,,,,,,,,,
87.935,12.5,,,,,,,,,,,
88.087,12.5,,,,,,,,,,,
88.24,12.5,,,,,,,,,,,
88.392,12.5,,,,,,,,,,,
88.544,12.5,,,,,,,,,,,
88.697,12.5,,,,,,,,,,,
88.849,12.5,,,,,,,,,,,
89.002,12.5,,,,,,,,,,,
89.154,12.5,,,,,,,,,,,
89.306,12.5,,,,,,,,,,,
89.459,12.5,,,,,,,,,,,
89.611,12.5,,,,,,,,,,,
89.764,12.5,,,,,,,,,,,
89.916,12.5,,,,,,,,,,,
90.068,12.5,,,,,,,,,,,
90.221,12.5,,,,,,,,,,,
90.373,12.5,,,,,,,,,,,
90.526,12.5,,,,,,,,,,,
90.678,12.5,,,,,,,,,,,
90.83,12.5,,,,,,,,,,,
90.983,12.5,,,,,,,,,,,
91.135,12.5,,,,,,,,,,,
91.288,12.5,,,,,,,,,,,
91.44,12.5,,,,,,,,,,,
91.592,12.5,,,,,,,,,,,
91.745,12.5,,,,,,,,,,,
91.897,12.5,,,,,,,,,,,
92.05,12.5,,,,,,,,,,,
92.202,12.5,,,,,,,,,,,
92.354,12.5,,,,,,,,,,,
92.507,12.5,,,,,,,,,,,
92.659,12.5,,,,,,,,,,,
92.812,12.5,,,,,,,,,,,
92.964,12.5,,,,,,,,,,,
93.116,12.5,,,,,,,,,,,
93.269,12.5,,,,,,,,,,,
93.421,12.5,,,,,,,,,,,
93.574,12.5,,,,,,,,,,,
93.726,12.5,,,,,,,,,,,
93.878,12.5,,,,,,,,,,,
94.031,12.5,,,,,,,,,,,
94.183,12.5,,,,,,,,,,,
94.336,12.5,,,,,,,,,,,
94.488,12.5,,,,,,,,,,,
94.64,12.5,,,,,,,,,,,
94.793,12.5,,,,,,,,,,,
94.945,12.5,,,,,,,,,,,
95.098,12.5,,,,,,,,,,,
95.25,12.5,,,,,,,,,,,
95.402,12.5,,,,,,,,,,,
95.555,12.5,,,,,,,,,,,
95.707,12.5,,,,,,,,,,,
95.86,12.5,,,,,,,,,,,
96.012,12.5,,,,,,,,,,,
96.164,12.5,,,,,,,,,,,
96.317,12.5,,,,,,,,,,,
96.469,12.5,,,,,,,,,,,
96.622,12.5,,,,,,,,,,,
96.774,12.5,,,,,,,,,,,
96.926,12.5,,,,,,,,,,,
97.079,12.5,,,,,,,,,,,
97.231,12.5,,,,,,,,,,,
97.384,12.5,,,,,,,,,,,
97.536,12.5,,,,,,,,,,,
97.688,12.5,,,,,,,,,,,
97.841,12.5,,,,,,,,,,,
97.993,12.5,,,,,,,,,,,
98.146,12.5,,,,,,,,,,,
98.298,12.5,,,,,,,,,,,
98.45,12.5,,,,,,,,,,,
98.603,12.5,,,,,,,,,,,
98.755,12.5,,,,,,,,,,,
98.908,12.5,,,,,,,,,,,
99.06,12.5,,,,,,,,,,,
99.212,12.5,,,,,,,,,,,
99.365,12.5,,,,,,,,,,,
99.517,12.5,,,,,,,,,,,
99.67,12.5,,,,,,,,,,,
99.822,12.5,,,,,,,,,,,
99.974,12.5,,,,,,,,,,,
100.127,12.5,,,,,,,,,,,
100.279,12.5,,,,,,,,,,,
100.432,12.5,,,,,,,,,,,
100.584,12.5,,,,,,,,,,,
100.736,12.5,,,,,,,,,,,
100.889,12.5,,,,,,,,,,,
101.041,12.5,,,,,,,,,,,
101.194,12.5,,,,,,,,,,,
101.346,12.5,,,,,,,,,,,
101.498,12.5,,,,,,,,,,,
101.651,12.5,,,,,,,,,,,
101.803,12.5,,,,,,,,,,,
101.956,12.5,,,,,,,,,,,
102.108,12.5,,,,,,,,,,,
102.26,12.5,,,,,,,,,,,
102.413,12.5,,,,,,,,,,,
102.565,12.5,,,,,,,,,,,
102.718,12.5,,,,,,,,,,,
102.87,12.5,,,,,,,,,,,
103.022,12.5,,,,,,,,,,,
103.175,12.5,,,,,,,,,,,
103.327,12.5,,,,,,,,,,,
103.48,12.5,,,,,,,,,,,
103.632,12.5,,,,,,,,,,,
103.784,12.5,,,,,,,,,,,
103.937,12.5,,,,,,,,,,,
104.089,12.5,,,,,,,,,,,
104.242,12.5,,,,,,,,,,,
104.394,12.5,,,,,,,,,,,
104.546,12.5,,,,,,,,,,,
104.699,12.5,,,,,,,,,,,
104.851,12.5,,,,,,,,,,,
105.004,12.5,,,,,,,,,,,
105.156,12.5,,,,,,,,,,,
105.308,12.5,,,,,,,,,,,
105.461,12.5,,,,,,,,,,,
105.613,12.5,,,,,,,,,,,
105.766,12.5,,,,,,,,,,,
105.918,12.5,,,,,,,,,,,
106.07,12.5,,,,,,,,,,,
106.223,12.5,,,,,,,,,,,
106.375,12.5,,,,,,,,,,,
106.528,12.5,,,,,,,,,,,
106.68,12.5,,,,,,,,,,,
106.832,12.5,,,,,,,,,,,
106.985,12.5,,,,,,,,,,,
107.137,12.5,,,,,,,,,,,
107.29,12.5,,,,,,,,,,,
107.442,12.5,,,,,,,,,,,
107.594,12.5,,,,,,,,,,,
107.747,12.5,,,,,,,,,,,
107.899,12.5,,,,,,,,,,,
108.052,12.5,,,,,,,,,,,
108.204,12.5,,,,,,,,,,,
108.356,12.5,,,,,,,,,,,
108.509,12.5,,,,,,,,,,,
108.661,12.5,,,,,,,,,,,
108.814,12.5,,,,,,,,,,,
108.966,12.5,,,,,,,,,,,
109.118,12.5,,,,,,,,,,,
109.271,12.5,,,,,,,,,,,
109.423,12.5,,,,,,,,,,,
109.576,12.5,,,,,,,,,,,
109.728,12.5,,,,,,,,,,,
109.88,12.5,,,,,,,,,,,
110.033,12.5,,,,,,,,,,,
110.185,12.5,,,,,,,,,,,
110.338,12.5,,,,,,,,,,,
110.49,12.5,,,,,,,,,,,
110.642,12.5,,,,,,,,,,,
110.795,12.5,,,,,,,,,,,
110.947,12.5,,,,,,,,,,,
111.1,12.5,,,,,,,,,,,
111.252,12.5,,,,,,,,,,,
111.404,12.5,,,,,,,,,,,
111.557,12.5,,,,,,,,,,,
111.709,12.5,,,,,,,,,,,
111.862,12.5,,,,,,,,,,,
112.014,12.5,,,,,,,,,,,
112.166,12.5,,,,,,,,,,,
112.319,12.5,,,,,,,,,,,
112.471,12.5,,,,,,,,,,,
112.624,12.5,,,,,,,,,,,
112.776,12.5,,,,,,,,,,,
112.928,12.5,,,,,,,,,,,
113.081,12.5,,,,,,,,,,,
113.233,12.5,,,,,,,,,,,
113.386,12.5,,,,,,,,,,,
113.538,12.5,,,,,,,,,,,
113.69,12.5,,,,,,,,,,,
113.843,12.5,,,,,,,,,,,
113.995,12.5,,,,,,,,,,,
114.148,12.5,,,,,,,,,,,
114.3,12.5,,,,,,,,,,,
114.452,12.5,,,,,,,,,,,
114.605,12.5,,,,,,,,,,,
114.757,12.5,,,,,,,,,,,
114.91,12.5,,,,,,,,,,,
115.062,12.5,,,,,,,,,,,
115.214,12.5,,,,,,,,,,,
115.367,12.5,,,,,,,,,,,
115.519,12.5,,,,,,,,,,,
115.672,12.5,,,,,,,,,,,
115.824,12.5,,,,,,,,,,,
115.976,12.5,,,,,,,,,,,
116.129,12.5,,,,,,,,,,,
116.281,12.5,,,,,,,,,,,
116.434,12.5,,,,,,,,,,,
116.586,12.5,,,,,,,,,,,
116.738,12.5,,,,,,,,,,,
116.891,12.5,,,,,,,,,,,
117.043,12.5,,,,,,,,,,,
117.196,12.5,,,,,,,,,,,
117.348,12.5,,,,,,,,,,,
117.5,12.5,,,,,,,,,,,
117.653,12.5,,,,,,,,,,,
117.805,12.5,,,,,,,,,,,
117.958,12.5,,,,,,,,,,,
118.11,12.5,,,,,,,,,,,
118.262,12.5,,,,,,,,,,,
118.415,12.5,,,,,,,,,,,
118.567,12.5,,,,,,,,,,,
118.72,12.5,,,,,,,,,,,
118.872,12.5,,,,,,,,,,,
119.024,12.5,,,,,,,,,,,
119.177,12.5,,,,,,,,,,,
119.329,12.5,,,,,,,,,,,
119.482,12.5,,,,,,,,,,,
119.634,12.5,,,,,,,,,,,
119.786,12.5,,,,,,,,,,,
119.939,12.5,,,,,,,,,,,
120.091,12.5,,,,,,,,,,,
120.244,12.5,,,,,,,,,,,
120.396,12.5,,,,,,,,,,,
120.548,12.5,,,,,,,,,,,
120.701,12.5,,,,,,,,,,,
120.853,12.5,,,,,,,,,,,
121.006,12.5,,,,,,,,,,,
121.158,12.5,,,,,,,,,,,
121.31,12.5,,,,,,,,,,,
121.463,12.5,,,,,,,,,,,
121.615,12.5,,,,,,,,,,,
121.768,12.5,,,,,,,,,,,
121.92,12.5,,,,,,,,,,,
122.072,12.5,,,,,,,,,,,
122.225,12.5,,,,,,,,,,,
122.377,12.5,,,,,,,,,,,
122.53,12.5,,,,,,,,,,,
122.682,12.5,,,,,,,,,,,
122.834,12.5,,,,,,,,,,,
122.987,12.5,,,,,,,,,,,
123.139,12.5,,,,,,,,,,,
123.292,12.5,,,,,,,,,,,
123.444,12.5,,,,,,,,,,,
123.596,12.5,,,,,,,,,,,
123.749,12.5,,,,,,,,,,,
123.901,12.5,,,,,,,,,,,
124.054,12.5,,,,,,,,,,,
124.206,12.5,,,,,,,,,,,
124.358,12.5,,,,,,,,,,,
124.511,12.5,,,,,,,,,,,
124.663,12.5,,,,,,,,,,,
124.816,12.5,,,,,,,,,,,
124.968,12.5,,,,,,,,,,,
125.12,12.5,,,,,,,,,,,
125.273,12.5,,,,,,,,,,,
125.425,12.5,,,,,,,,,,,
125.578,12.5,,,,,,,,,,,
125.73,12.5,,,,,,,,,,,
125.882,12.5,,,,,,,,,,,
126.035,12.5,,,,,,,,,,,
126.187,12.5,,,,,,,,,,,
126.34,12.5,,,,,,,,,,,
126.492,12.5,,,,,,,,,,,
126.644,12.5,,,,,,,,,,,
126.797,12.5,,,,,,,,,,,
126.949,12.5,,,,,,,,,,,
127.102,12.5,,,,,,,,,,,
127.254,12.5,,,,,,,,,,,
127.406,12.5,,,,,,,,,,,
127.559,12.5,,,,,,,,,,,
127.711,12.5,,,,,,,,,,,
127.864,12.5,,,,,,,,,,,
128.016,12.5,,,,,,,,,,,
128.168,12.5,,,,,,,,,,,
128.321,12.5,,,,,,,,,,,
128.473,12.5,,,,,,,,,,,
128.626,12.5,,,,,,,,,,,
128.778,12.5,,,,,,,,,,,
128.93,12.5,,,,,,,,,,,
129.083,12.5,,,,,,,,,,,
129.235,12.5,,,,,,,,,,,
129.388,12.5,,,,,,,,,,,
129.54,12.5,,,,,,,,,,,
129.692,12.5,,,,,,,,,,,
129.845,12.5,,,,,,,,,,,
129.997,12.5,,,,,,,,,,,
130.15,12.5,,,,,,,,,,,
130.302,12.5,,,,,,,,,,,
130.454,12.5,,,,,,,,,,,
130.607,12.5,,,,,,,,,,,
130.759,12.5,,,,,,,,,,,
130.912,12.5,,,,,,,,,,,
131.064,12.5,,,,,,,,,,,
131.216,12.5,,,,,,,,,,,
131.369,12.5,,,,,,,,,,,
131.521,12.5,,,,,,,,,,,
131.674,12.5,,,,,,,,,,,
131.826,12.5,,,,,,,,,,,
131.978,12.5,,,,,,,,,,,
132.131,12.5,,,,,,,,,,,
132.283,12.5,,,,,,,,,,,
132.436,12.5,,,,,,,,,,,
132.588,12.5,,,,,,,,,,,
132.74,12.5,,,,,,,,,,,
132.893,12.5,,,,,,,,,,,
133.045,12.5,,,,,,,,,,,
133.198,12.5,,,,,,,,,,,
133.35,12.5,,,,,,,,,,,
133.502,12.5,,,,,,,,,,,
133.655,12.5,,,,,,,,,,,
133.807,12.5,,,,,,,,,,,
133.96,12.5,,,,,,,,,,,
134.112,12.5,,,,,,,,,,,
134.264,12.5,,,,,,,,,,,
134.417,12.5,,,,,,,,,,,
134.569,12.5,,,,,,,,,,,
134.722,12.5,,,,,,,,,,,
134.874,12.5,,,,,,,,,,,
135.026,12.5,,,,,,,,,,,
135.179,12.5,,,,,,,,,,,
135.331,12.5,,,,,,,,,,,
135.484,12.5,,,,,,,,,,,
135.636,12.5,,,,,,,,,,,
135.788,12.5,,,,,,,,,,,
135.941,12.5,,,,,,,,,,,
136.093,12.5,,,,,,,,,,,
136.246,12.5,,,,,,,,,,,
136.398,12.5,,,,,,,,,,,
136.55,12.5,,,,,,,,,,,
136.703,12.5,,,,,,,,,,,
136.855,12.5,,,,,,,,,,,
137.008,12.5,,,,,,,,,,,
137.16,12.5,,,,,,,,,,,
137.312,12.5,,,,,,,,,,,
137.465,12.5,,,,,,,,,,,
137.617,12.5,,,,,,,,,,,
137.77,12.5,,,,,,,,,,,
137.922,12.5,,,,,,,,,,,
138.074,12.5,,,,,,,,,,,
138.227,12.5,,,,,,,,,,,
138.379,12.5,,,,,,,,,,,
138.532,12.5,,,,,,,,,,,
138.684,12.5,,,,,,,,,,,
138.836,12.5,,,,,,,,,,,
138.989,12.5,,,,,,,,,,,
139.141,12.5,,,,,,,,,,,
139.294,12.5,,,,,,,,,,,
139.446,12.5,,,,,,,,,,,
139.598,12.5,,,,,,,,,,,
139.751,12.5,,,,,,,,,,,
139.903,12.5,,,,,,,,,,,
140.056,12.5,,,,,,,,,,,
140.208,12.5,,,,,,,,,,,
140.36,12.5,,,,,,,,,,,
140.513,12.5,,,,,,,,,,,
140.665,12.5,,,,,,,,,,,
140.818,12.5,,,,,,,,,,,
140.97,12.5,,,,,,,,,,,
141.122,12.5,,,,,,,,,,,
141.275,12.5,,,,,,,,,,,
141.427,12.5,,,,,,,,,,,
141.58,12.5,,,,,,,,,,,
141.732,12.5,,,,,,,,,,,
141.884,12.5,,,,,,,,,,,
142.037,12.5,,,,,,,,,,,
142.189,12.5,,,,,,,,,,,
142.342,12.5,,,,,,,,,,,
142.494,12.5,,,,,,,,,,,
142.646,12.5,,,,,,,,,,,
142.799,12.5,,,,,,,,,,,
142.951,12.5,,,,,,,,,,,
143.104,12.5,,,,,,,,,,,
143.256,12.5,,,,,,,,,,,
143.408,12.5,,,,,,,,,,,
143.561,12.5,,,,,,,,,,,
143.713,12.5,,,,,,,,,,,
143.866,12.5,,,,,,,,,,,
144.018,12.5,,,,,,,,,,,
144.17,12.5,,,,,,,,,,,
144.323,12.5,,,,,,,,,,,
144.475,12.5,,,,,,,,,,,
144.628,12.5,,,,,,,,,,,
144.78,12.5,,,,,,,,,,,
144.932,12.5,,,,,,,,,,,
145.085,12.5,,,,,,,,,,,
145.237,12.5,,,,,,,,,,,
145.39,12.5,,,,,,,,,,,
145.542,12.5,,,,,,,,,,,
145.694,12.5,,,,,,,,,,,
145.847,12.5,,,,,,,,,,,
145.999,12.5,,,,,,,,,,,
146.152,12.5,,,,,,,,,,,
146.304,12.5,,,,,,,,,,,
146.456,12.5,,,,,,,,,,,
146.609,12.5,,,,,,,,,,,
146.761,12.5,,,,,,,,,,,
146.914,12.5,,,,,,,,,,,
147.066,12.5,,,,,,,,,,,
147.218,12.5,,,,,,,,,,,
147.371,12.5,,,,,,,,,,,
147.523,12.5,,,,,,,,,,,
147.676,12.5,,,,,,,,,,,
147.828,12.5,,,,,,,,,,,
147.98,12.5,,,,,,,,,,,
148.133,12.5,,,,,,,,,,,
148.285,12.5,,,,,,,,,,,
148.438,12.5,,,,,,,,,,,
148.59,12.5,,,,,,,,,,,
148.742,12.5,,,,,,,,,,,
148.895,12.5,,,,,,,,,,,
149.047,12.5,,,,,,,,,,,
149.2,12.5,,,,,,,,,,,
149.352,12.5,,,,,,,,,,,
149.504,12.5,,,,,,,,,,,
149.657,12.5,,,,,,,,,,,
149.809,12.5,,,,,,,,,,,
149.962,12.5,,,,,,,,,,,
150.114,12.5,,,,,,,,,,,
150.266,12.5,,,,,,,,,,,
150.419,12.5,,,,,,,,,,,
150.571,12.5,,,,,,,,,,,
150.724,12.5,,,,,,,,,,,
150.876,12.5,,,,,,,,,,,
151.028,12.5,,,,,,,,,,,
151.181,12.5,,,,,,,,,,,
151.333,12.5,,,,,,,,,,,
151.486,12.5,,,,,,,,,,,
151.638,12.5,,,,,,,,,,,
151.79,12.5,,,,,,,,,,,
151.943,12.5,,,,,,,,,,,
152.095,12.5,,,,,,,,,,,
152.248,12.5,,,,,,,,,,,
152.4,12.5,,,,,,,,,,,
152.552,12.5,,,,,,,,,,,
152.705,12.5,,,,,,,,,,,
152.857,12.5,,,,,,,,,,,
153.01,12.5,,,,,,,,,,,
153.162,12.5,,,,,,,,,,,
153.314,12.5,,,,,,,,,,,
153.467,12.5,,,,,,,,,,,
153.619,12.5,,,,,,,,,,,
153.772,12.5,,,,,,,,,,,
153.924,12.5,,,,,,,,,,,
154.076,12.5,,,,,,,,,,,
154.229,12.5,,,,,,,,,,,
154.381,12.5,,,,,,,,,,,
154.534,12.5,,,,,,,,,,,
154.686,12.5,,,,,,,,,,,
154.838,12.5,,,,,,,,,,,
154.991,12.5,,,,,,,,,,,
155.143,12.5,,,,,,,,,,,
155.296,12.5,,,,,,,,,,,
155.448,12.5,,,,,,,,,,,
155.6,12.5,,,,,,,,,,,
155.753,12.5,,,,,,,,,,,
155.905,12.5,,,,,,,,,,,
156.058,12.5,,,,,,,,,,,
156.21,12.5,,,,,,,,,,,
156.362,12.5,,,,,,,,,,,
156.515,12.5,,,,,,,,,,,
156.667,12.5,,,,,,,,,,,
156.82,12.5,,,,,,,,,,,
156.972,12.5,,,,,,,,,,,
157.124,12.5,,,,,,,,,,,
157.277,12.5,,,,,,,,,,,
157.429,12.5,,,,,,,,,,,
157.582,12.5,,,,,,,,,,,
157.734,12.5,,,,,,,,,,,
157.886,12.5,,,,,,,,,,,
158.039,12.5,,,,,,,,,,,
158.191,12.5,,,,,,,,,,,
158.344,12.5,,,,,,,,,,,
158.496,12.5,,,,,,,,,,,
158.648,12.5,,,,,,,,,,,
158.801,12.5,,,,,,,,,,,
158.953,12.5,,,,,,,,,,,
159.106,12.5,,,,,,,,,,,
159.258,12.5,,,,,,,,,,,
159.41,12.5,,,,,,,,,,,
159.563,12.5,,,,,,,,,,,
159.715,12.5,,,,,,,,,,,
159.868,12.5,,,,,,,,,,,
160.02,12.5,,,,,,,,,,,
160.172,12.5,,,,,,,,,,,
160.325,12.5,,,,,,,,,,,
160.477,12.5,,,,,,,,,,,
160.63,12.5,,,,,,,,,,,
160.782,12.5,,,,,,,,,,,
160.934,12.5,,,,,,,,,,,
161.087,12.5,,,,,,,,,,,
161.239,12.5,,,,,,,,,,,
161.392,12.5,,,,,,,,,,,
161.544,12.5,,,,,,,,,,,
161.696,12.5,,,,,,,,,,,
161.849,12.5,,,,,,,,,,,
162.001,12.5,,,,,,,,,,,
162.154,12.5,,,,,,,,,,,
162.306,12.5,,,,,,,,,,,
162.458,12.5,,,,,,,,,,,
162.611,12.5,,,,,,,,,,,
162.763,12.5,,,,,,,,,,,
162.916,12.5,,,,,,,,,,,
163.068,12.5,,,,,,,,,,,
163.22,12.5,,,,,,,,,,,
163.373,12.5,,,,,,,,,,,
163.525,12.5,,,,,,,,,,,
163.678,12.5,,,,,,,,,,,
163.83,12.5,,,,,,,,,,,
163.982,12.5,,,,,,,,,,,
164.135,12.5,,,,,,,,,,,
164.287,12.5,,,,,,,,,,,
164.44,12.5,,,,,,,,,,,
164.592,12.5,,,,,,,,,,,
164.744,12.5,,,,,,,,,,,
164.897,12.5,,,,,,,,,,,
165.049,12.5,,,,,,,,,,,
165.202,12.5,,,,,,,,,,,
165.354,12.5,,,,,,,,,,,
165.506,12.5,,,,,,,,,,,
165.659,12.5,,,,,,,,,,,
165.811,12.5,,,,,,,,,,,
165.964,12.5,,,,,,,,,,,
166.116,12.5,,,,,,,,,,,
166.268,12.5,,,,,,,,,,,
166.421,12.5,,,,,,,,,,,
166.573,12.5,,,,,,,,,,,
166.726,12.5,,,,,,,,,,,
166.878,12.5,,,,,,,,,,,
167.03,12.5,,,,,,,,,,,
167.183,12.5,,,,,,,,,,,
167.335,12.5,,,,,,,,,,,
167.488,12.5,,,,,,,,,,,
167.64,12.5,,,,,,,,,,,
167.792,12.5,,,,,,,,,,,
167.945,12.5,,,,,,,,,,,
168.097,12.5,,,,,,,,,,,
168.25,12.5,,,,,,,,,,,
168.402,12.5,,,,,,,,,,,
168.554,12.5,,,,,,,,,,,
168.707,12.5,,,,,,,,,,,
168.859,12.5,,,,,,,,,,,
169.012,12.5,,,,,,,,,,,
169.164,12.5,,,,,,,,,,,
169.316,12.5,,,,,,,,,,,
169.469,12.5,,,,,,,,,,,
169.621,12.5,,,,,,,,,,,
169.774,12.5,,,,,,,,,,,
169.926,12.5,,,,,,,,,,,
170.078,12.5,,,,,,,,,,,
170.231,12.5,,,,,,,,,,,
170.383,12.5,,,,,,,,,,,
170.536,12.5,,,,,,,,,,,
170.688,12.5,,,,,,,,,,,
170.84,12.5,,,,,,,,,,,
170.993,12.5,,,,,,,,,,,
171.145,12.5,,,,,,,,,,,
171.298,12.5,,,,,,,,,,,
171.45,12.5,,,,,,,,,,,
171.602,12.5,,,,,,,,,,,
171.755,12.5,,,,,,,,,,,
171.907,12.5,,,,,,,,,,,
172.06,12.5,,,,,,,,,,,
172.212,12.5,,,,,,,,,,,
172.364,12.5,,,,,,,,,,,
172.517,12.5,,,,,,,,,,,
172.669,12.5,,,,,,,,,,,
172.822,12.5,,,,,,,,,,,
172.974,12.5,,,,,,,,,,,
173.126,12.5,,,,,,,,,,,
173.279,12.5,,,,,,,,,,,
173.431,12.5,,,,,,,,,,,
