DEPTH,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP
275.3868,8.5,,,,,,,,,,
275.5392,8.5,,,,,,,,,,
275.6916,8.5,,,,,,,,,,
275.844,8.5,,,,,,,,,,
275.9964,8.5,,,,,,,,,,
276.1488,8.5,,,,,,,,,,
276.3012,8.5,,,,,,,,,,
276.4536,8.5,,,,,,,,,,
276.606,8.5,11.5767,2.1799,137.5529,117.6861,0.425493,2.8738,19.2734,23.3618,8.9372,-252.1834
276.7584,8.5,11.5687,2.1912,137.3275,111.1856,0.445565,2.8384,21.1969,24.9877,8.9766,-254.0841
276.9108,8.5,11.5407,2.1923,138.2573,109.7218,0.445776,2.8334,23.1695,26.3218,8.9985,-256.3878
277.0632,8.5,11.4783,2.1946,138.0853,121.9898,0.421835,2.8385,25.2996,27.3303,9.0349,-259.3204
277.2156,8.5,11.4213,2.1889,137.6444,119.4562,0.422726,2.896,26.058,26.7925,9.1469,-261.841
277.368,8.5,11.432,2.1931,137.0579,114.4663,0.409934,2.8846,25.4827,25.0243,9.1644,-263.5697
277.5204,8.5,11.4955,2.2078,136.4185,113.5821,0.430936,2.7968,25.0607,23.9778,9.2292,-264.87
277.6728,8.5,11.4902,2.1967,136.2949,126.4726,0.431031,2.8087,23.8959,22.3084,9.0907,-265.5758
277.8252,8.5,11.5445,2.1845,136.3212,122.0956,0.43996,2.8801,23.9058,21.6841,9.0555,-266.3736
277.9776,8.5,11.6123,2.1753,137.6088,117.0318,0.456035,2.8659,26.8448,23.5838,9.1008,-267.1526
278.13,8.5,11.5277,2.1785,138.4536,111.4469,0.425865,2.8197,30.5301,25.7388,9.1264,-267.8187
278.2824,8.5,11.4829,2.185,138.283,116.672,0.410383,2.8868,33.4639,26.9942,9.1198,-268.4512
278.4348,8.5,11.4071,2.1863,137.7594,116.7663,0.418079,2.8688,32.7355,25.7716,9.0433,-269.118
278.5872,8.5,11.4105,2.1996,136.4188,113.3685,0.447227,2.7719,29.8559,23.2862,8.7542,-269.9463
278.7396,8.5,11.4392,2.2009,135.8019,113.1087,0.436024,2.7908,29.7114,22.3479,8.2278,-270.9406
278.892,8.5,11.4646,2.193,134.8481,109.55,0.438756,2.8382,32.0276,23.3928,7.959,-271.5885
279.0444,8.5,11.5182,2.1763,135.0096,115.5449,0.414073,2.9018,37.7376,26.5591,7.9899,-272.2328
279.1968,8.5,11.6335,2.1936,135.5409,117.8157,0.444249,2.9407,38.772,26.9687,7.7925,-272.9124
279.3492,8.5,12.3856,2.186,136.9541,115.7272,0.462208,2.8649,34.7351,25.1396,7.653,-273.3111
279.5016,8.5,12.705,2.1587,137.6468,119.3284,0.456296,2.7402,32.5076,24.5303,7.5674,-273.7315
279.654,8.5,12.4561,2.1397,137.4173,117.6124,0.418154,2.8191,32.6887,25.0518,7.3026,-274.1403
279.8064,8.5,11.8617,2.1898,137.7465,111.0654,0.411408,2.9681,35.1024,26.8963,7.5176,-274.7516
279.9588,8.5,10.2892,2.1833,137.981,107.0481,0.428426,2.9696,36.0505,26.9172,7.772,-275.2864
280.1112,8.5,10.252,2.177,134.866,109.4214,0.44054,2.7876,37.1851,26.7236,8.1357,-275.8815
280.2636,8.5,10.5198,2.1576,136.6132,118.2323,0.414567,2.694,33.2619,23.4382,6.0881,-276.3907
280.416,8.5,10.6965,2.1095,139.02,96.8659,0.407901,2.7174,23.5577,17.1226,5.3218,-276.7719
280.5684,8.5,11.6036,2.0093,137.6727,99.3457,0.396904,2.735,20.5955,15.0112,4.9315,-277.213
280.7208,8.5,10.3825,2.0245,137.2625,100.2235,0.405479,2.4643,27.3007,19.6673,5.8792,-277.5692
280.8732,8.5,8.9702,2.2475,133.2428,106.2389,0.406347,3.0188,32.394,22.9019,6.5995,-278.2455
281.0256,8.5,8.7207,2.2362,128.8734,101.3999,0.380703,2.9756,35.3371,24.5077,5.426,-279.0402
281.178,8.5,8.6473,2.2285,129.9452,104.4557,0.351229,2.7964,38.2341,26.4578,5.0849,-279.6986
281.3304,8.5,8.6328,2.2249,130.8503,109.3882,0.347651,2.8485,37.8819,26.3934,5.2143,-280.2191
281.4828,8.5,8.6328,2.2352,131.4115,102.8054,0.364873,2.8263,34.8855,24.5474,5.365,-280.7526
281.6352,8.5,8.6443,2.2287,131.7436,106.2578,0.376548,2.8122,31.1483,22.05,5.4628,-281.0283
281.7876,8.5,8.6668,2.2267,132.5467,108.8655,0.356275,2.8556,30.3912,21.0932,5.4636,-281.1005
281.94,8.5,8.6936,2.2137,132.9405,120.7393,0.34691,2.9299,32.3781,22.2797,5.4672,-281.062
282.0924,8.5,8.7231,2.2141,132.9334,113.9464,0.343809,2.9377,33.6408,23.534,5.6147,-281.4053
282.2448,8.5,8.7394,2.225,132.3692,111.2356,0.360774,2.8399,31.5462,22.6734,5.9658,-281.6721
282.3972,8.5,8.754,2.2378,134.552,96.5883,0.36845,2.8535,30.3817,22.0224,6.0412,-281.9538
282.5496,8.5,8.7584,2.2207,130.5874,115.8369,0.381869,2.8805,31.7489,22.9491,6.0408,-282.2887
282.702,8.5,8.7601,2.2274,128.8941,96.4654,0.37552,2.8513,32.7512,23.8783,6.3377,-282.6447
282.8544,8.5,8.7831,2.2167,128.7532,93.1521,0.372878,2.841,33.3198,24.4833,6.8831,-283.0482
283.0068,8.5,8.827,2.2126,132.7849,98.9632,0.370585,2.8998,32.8353,24.5522,7.375,-283.5398
283.1592,8.5,8.8627,2.1983,134.9628,104.8545,0.370648,2.9318,31.6482,23.9239,7.4474,-283.995
283.3116,8.5,8.899,2.226,133.0753,119.1938,0.365963,3.0713,32.3519,24.6604,7.4925,-284.485
283.464,8.5,8.8144,2.3337,133.83,112.845,0.330336,2.9222,45.1046,33.9616,9.1158,-284.8148
283.6164,8.5,8.8043,2.3701,133.2456,106.3342,0.318597,3.3837,32.972,25.2309,7.9856,-284.9363
283.7688,8.5,8.7946,2.2212,134.0824,112.4645,0.357075,2.9822,26.8657,20.7126,7.4349,-284.9753
283.9212,8.5,8.8076,2.1949,140.656,111.0555,0.38954,2.9056,24.5199,19.0631,7.4311,-285.0465
284.0736,8.5,8.8601,2.1865,140.9104,103.797,0.400451,2.907,25.1651,19.7431,7.5753,-285.1279
284.226,8.5,8.8871,2.1852,140.1702,105.2591,0.381622,2.8541,28.7385,22.6599,7.3158,-285.1972
284.3784,8.5,8.9384,2.1977,139.9728,108.7649,0.380039,2.9528,30.5937,24.2426,7.2947,-285.2942
284.5308,8.5,8.9829,2.2073,140.5887,102.3241,0.373276,3.0349,29.4544,23.5092,7.2384,-285.5672
284.6832,8.5,8.9992,2.2054,141.0167,117.0469,0.38083,2.9798,30.9088,24.6459,7.3488,-285.8137
284.8356,8.5,8.9988,2.1936,141.017,105.0568,0.383552,2.8387,30.1603,23.9534,7.298,-286.1737
284.988,8.5,8.9773,2.1959,140.5817,121.5946,0.397737,2.8412,26.686,21.1911,7.1097,-286.4139
285.1404,8.5,8.9571,2.1916,139.4958,119.0656,0.394515,2.8125,24.4186,19.3507,6.9834,-286.741
285.2928,8.5,8.9766,2.1994,139.8311,116.8397,0.393558,2.846,23.3325,18.4737,6.8423,-286.8889
285.4452,8.5,8.9894,2.199,140.179,122.9799,0.396474,2.8033,25.7165,20.2717,6.8838,-286.9409
285.5976,8.5,9.0096,2.2002,140.5022,114.2385,0.416643,2.8986,28.4566,22.3785,7.074,-286.8272
285.75,8.5,9.0017,2.1838,139.766,114.1078,0.403452,2.8385,29.6489,23.3273,7.3254,-286.7922
285.9024,8.5,9.0127,2.1923,139.3447,104.0822,0.396706,2.8121,29.4395,23.1796,7.4277,-286.7433
286.0548,8.5,9.0374,2.1768,138.1146,99.4113,0.413988,2.9185,29.0824,22.9348,7.5106,-286.5466
286.2072,8.5,9.0465,2.1853,137.904,106.062,0.425097,2.9219,29.4036,23.1269,7.5102,-286.293
286.3596,8.5,9.0577,2.1813,137.5032,108.8952,0.427934,2.9046,29.372,22.9467,7.3744,-286.004
286.512,8.5,9.0647,2.1805,137.4859,110.6238,0.385678,2.9006,28.5772,22.3201,7.4441,-286.0724
286.6644,8.5,9.0084,2.1771,138.3851,107.7468,0.388193,2.8381,27.9986,21.8492,7.4884,-285.8999
286.8168,8.5,8.9591,2.1768,137.8365,100.527,0.39271,2.7867,28.8025,22.4401,7.4525,-286.3288
286.9692,8.5,8.9751,2.1922,138.1737,109.6413,0.410503,2.8668,28.7702,22.443,7.3652,-286.9493
287.1216,8.5,8.9623,2.1971,138.4864,102.0152,0.389894,2.8459,27.2965,21.3583,7.1686,-287.4601
287.274,8.5,8.9012,2.1919,138.7053,113.4958,0.388224,2.8244,25.6906,20.296,7.1099,-287.6852
287.4264,8.5,8.8486,2.1897,138.7956,102.5439,0.38171,2.9303,25.7334,20.4057,6.9905,-287.555
287.5788,8.5,8.8123,2.1968,140.2584,109.7096,0.377478,2.9349,25.72,20.524,6.9594,-287.6096
287.7312,8.5,8.6293,2.2573,139.7908,121.293,0.373441,2.8832,25.7964,20.8473,7.2835,-287.411
287.8836,8.5,8.6141,2.2681,139.2575,111.1825,0.37197,2.9618,26.6068,21.5155,7.2131,-287.1848
288.036,8.5,8.6747,2.2035,138.4119,117.6593,0.390105,2.849,27.1597,21.8776,6.9015,-287.0943
288.1884,8.5,8.6919,2.1847,138.1983,108.104,0.40443,2.8239,27.8618,22.431,7.1221,-287.276
288.3408,8.5,8.6887,2.1935,137.833,108.4975,0.391915,2.9246,27.6307,22.2469,7.2626,-287.498
288.4932,8.5,8.7246,2.2059,137.5272,105.4713,0.359139,2.8393,24.8703,20.0882,6.9183,-287.5351
288.6456,8.5,8.7701,2.2033,137.2028,113.7106,0.338741,2.8312,23.0095,18.6963,6.8752,-287.5879
288.798,8.5,8.8161,2.2074,136.9716,112.0108,0.352621,2.8171,23.4414,19.0768,7.1302,-287.6755
288.9504,8.5,8.8593,2.2067,135.4638,105.5179,0.370087,2.8465,26.2945,21.2741,7.3245,-287.8613
289.1028,8.5,8.8679,2.2005,135.4961,109.6205,0.391373,2.8669,26.7126,21.6868,7.3922,-287.604
289.2552,8.5,8.9464,2.2066,135.5241,104.4341,0.38986,2.9546,27.5396,22.2279,7.2538,-287.4312
289.4076,8.5,8.9261,2.1969,135.4791,99.6532,0.414353,2.9799,26.4007,21.2116,7.0966,-287.6565
289.56,8.5,8.9852,2.2015,135.2599,104.4365,0.406439,2.7399,24.143,19.4592,7.031,-287.2901
289.7124,8.5,8.9997,2.2108,134.6673,99.0162,0.409799,2.8349,25.8644,20.5814,7.1319,-287.3046
289.8648,8.5,9.0137,2.204,134.4906,102.291,0.381849,2.922,26.0652,20.7271,7.0646,-286.9816
290.0172,8.5,9.2018,2.2065,134.1974,105.616,0.381595,2.7263,27.4751,21.8748,7.1444,-286.9123
290.1696,8.5,9.2178,2.2128,134.0462,115.7938,0.37195,2.9053,28.6878,22.8987,7.3929,-286.6565
290.322,8.5,9.2158,2.1929,134.1972,108.0459,0.375449,2.9764,27.9139,22.4173,7.4777,-286.1069
290.4744,8.5,9.3124,2.2079,134.2357,115.2869,0.383553,2.8733,30.0035,24.0676,7.6826,-286.0439
290.6268,8.5,9.1311,2.2049,134.0641,126.4901,0.393424,2.8721,30.6873,24.5541,7.8633,-286.042
290.7792,8.5,9.1501,2.2239,133.8117,110.6332,0.410372,2.93,28.0953,22.6048,7.8126,-286.1388
290.9316,8.5,9.1807,2.2312,133.3742,102.2166,0.40667,2.7969,24.2267,19.6914,7.354,-286.264
291.084,8.5,9.1648,2.2002,132.888,109.364,0.40021,2.767,22.1553,18.1094,6.9583,-285.5119
291.2364,8.5,9.1949,2.1952,132.5605,101.8047,0.369615,2.6448,23.1496,18.8952,7.0624,-286.5748
291.3888,8.5,9.2629,2.2042,132.115,102.779,0.363112,2.7862,25.5022,20.5763,7.0276,-286.4882
291.5412,8.5,9.2514,2.2075,131.5742,89.1825,0.359753,2.7607,24.0387,19.3993,6.793,-285.8135
291.6936,8.5,9.2089,2.2069,130.9463,108.3479,0.372776,2.7959,23.4664,19.0511,6.9226,-285.3325
291.846,8.5,9.1874,2.2154,130.2311,114.994,0.358655,2.8322,26.1849,21.1951,7.2259,-284.5676
291.9984,8.5,9.2151,2.2061,129.6133,109.5755,0.349289,2.8663,26.9576,21.8952,7.1678,-285.1706
292.1508,8.5,9.3471,2.2203,129.2003,105.544,0.3487,2.8547,27.685,22.458,7.1322,-286.9211
292.3032,8.5,9.3985,2.2296,128.8412,103.2179,0.353071,2.8545,27.9756,22.5897,7.2777,-287.1212
292.4556,8.5,9.3835,2.2655,128.3306,111.7747,0.347098,2.8277,27.8399,22.4728,7.5149,-285.8919
292.608,8.5,9.3613,2.2584,127.6548,105.6828,0.332154,2.824,27.0504,21.8239,7.7365,-286.3415
292.7604,8.5,9.348,2.2395,127.0418,106.1655,0.331634,2.833,26.4248,21.181,7.6463,-286.3769
292.9128,8.5,9.3724,2.2454,126.4329,104.6429,0.340667,2.8744,23.7635,19.1479,7.3949,-286.5822
293.0652,8.5,9.4523,2.2641,126.6978,101.3992,0.347334,2.8944,22.4804,18.1765,7.3278,-287.9564
293.2176,8.5,9.5218,2.2603,127.4217,107.9451,0.361869,2.8063,24.2909,19.6194,7.9083,-288.921
293.37,8.5,9.4877,2.2505,127.974,116.187,0.359297,2.8333,23.3271,18.9805,8.4488,-288.2373
293.5224,8.5,9.5043,2.2419,128.666,113.3473,0.344821,2.9441,22.6692,18.5335,9.0586,-288.0399
293.6748,8.5,9.4996,2.2605,129.3197,111.9258,0.327904,2.9455,24.4616,20.0117,9.9932,-289.7998
293.8272,8.5,9.6041,2.262,129.5625,117.1292,0.325295,2.9558,26.2296,21.5934,11.4646,-290.5578
293.9796,8.5,9.6332,2.2512,129.889,116.9787,0.342095,2.8167,25.5519,21.2326,13.0356,-290.8772
294.132,8.5,9.658,2.255,130.3674,112.3782,0.369261,2.8484,23.6358,19.7691,14.2772,-291.2586
294.2844,8.5,9.6578,2.254,131.802,111.274,0.383766,2.952,22.8225,19.1886,15.6495,-291.5442
294.4368,8.5,9.6785,2.2583,133.7275,129.852,0.385668,2.9861,22.514,19.0503,17.4811,-291.7518
294.5892,8.5,9.6928,2.2423,135.7994,122.1691,0.377848,2.8936,21.5327,18.3028,18.3553,-292.279
294.7416,8.5,9.7362,2.2493,137.5483,113.6191,0.37977,2.955,20.1699,17.1818,18.1808,-292.4068
294.894,8.5,9.776,2.2382,138.8605,119.0145,0.399607,2.9194,19.2822,16.4979,18.3633,-292.1713
295.0464,8.5,9.8282,2.2068,139.8477,105.8797,0.405922,3.0548,18.309,15.7551,18.0268,-291.3177
295.1988,8.5,9.8718,2.2046,140.3347,108.9973,0.421408,2.9504,17.6573,15.2381,17.7721,-288.7089
295.3512,8.5,9.8761,2.2079,140.8453,113.025,0.406215,2.9657,17.3588,15.0269,17.7952,-286.4593
295.5036,8.5,9.8973,2.2288,140.9314,113.6754,0.401163,2.9824,17.2506,14.9264,17.8582,-286.1179
295.656,8.5,9.9131,2.215,140.2917,124.7763,0.392193,3.008,17.1488,14.7301,17.5677,-285.6086
295.8084,8.5,9.9294,2.1926,139.9127,115.7052,0.397083,3.0711,17.2214,14.7573,17.8457,-284.8769
295.9608,8.5,9.9587,2.1992,139.7313,110.0037,0.406545,3.0423,17.3624,14.8606,17.9417,-284.4319
296.1132,8.5,9.9841,2.2317,139.3312,93.0937,0.392545,2.9646,17.1602,14.5984,17.5532,-284.0877
296.2656,8.5,10.0353,2.2292,138.264,107.6832,0.378551,2.9814,17.6929,14.9542,17.7735,-283.5575
296.418,8.5,10.0784,2.234,136.0543,118.9491,0.381975,3.0158,18.9104,15.8699,18.1314,-282.9859
296.5704,8.5,10.0741,2.2553,131.6894,121.9804,0.386762,3.0063,21.3379,17.6953,18.4161,-282.0869
296.7228,8.5,10.0672,2.3317,128.4161,104.6615,0.34471,2.9787,28.666,22.491,16.3219,-280.828
296.8752,8.5,10.0681,2.34,125.8215,106.2057,0.296096,3.0735,24.4586,18.3823,9.8474,-279.8891
297.0276,8.5,10.0279,2.2868,124.398,102.3502,0.286964,2.8851,21.0852,15.5402,6.9988,-279.2214
297.18,8.5,9.775,2.2549,126.1956,111.1269,0.296495,2.7295,20.9829,15.1113,5.9124,-278.6374
297.3324,8.5,9.5713,2.2609,126.6617,107.1432,0.324702,2.6162,20.4675,14.6322,5.2099,-278.1839
297.4848,8.5,9.5207,2.2497,126.3126,115.0277,0.316117,2.5758,18.432,13.4726,4.6993,-278.0382
297.6372,8.5,9.4644,2.224,126.2133,113.1297,0.336007,2.6504,15.7488,11.9004,4.2281,-278.0701
297.7896,8.5,9.4635,2.2175,126.8127,111.0916,0.332559,2.8825,15.8581,12.1817,3.9762,-278.2108
297.942,8.5,9.5087,2.2401,127.9153,101.1852,0.363967,2.9095,20.8453,15.5849,4.0893,-278.2776
298.0944,8.5,9.5847,2.2383,129.0491,99.5149,0.37741,3.0032,24.0408,17.2359,4.3212,-278.3878
298.2468,8.5,9.6318,2.2237,131.5723,102.6589,0.397451,2.8504,23.3241,16.4897,4.6196,-278.7444
298.3992,8.5,9.7078,2.2351,133.3289,108.452,0.383751,2.9159,21.5747,15.2939,4.8792,-279.3271
298.5516,8.5,9.7049,2.2283,134.8718,113.3127,0.398141,2.7691,20.5602,14.6161,4.9809,-280.0173
298.704,8.5,9.683,2.2082,136.2324,120.731,0.407016,2.8934,22.3291,15.5837,4.9908,-280.8907
298.8564,8.5,9.6604,2.2119,136.458,118.8227,0.428515,2.9039,23.6282,16.4445,5.0387,-281.7741
299.0088,8.5,9.6442,2.2118,136.4193,107.669,0.411517,2.893,22.6236,15.9663,4.9785,-282.9209
299.1612,8.5,9.6241,2.1998,136.0375,107.9569,0.399074,2.8998,20.1168,14.5635,4.9443,-283.8981
299.3136,8.5,9.6409,2.2061,135.4299,105.0968,0.389278,2.9592,18.3937,13.6035,4.9439,-284.6095
299.466,8.5,9.7122,2.2103,134.9554,120.1701,0.376151,2.8816,18.8162,13.9624,5.1528,-285.2524
299.6184,8.5,9.7661,2.2134,134.6157,112.0635,0.374754,2.8851,19.0978,14.2302,5.2948,-285.6256
299.7708,8.5,9.7887,2.2147,134.2773,118.1404,0.365166,2.9536,20.1863,14.9769,5.4318,-285.6968
299.9232,8.5,9.5834,2.1969,134.3167,111.5429,0.374738,2.9573,19.5766,14.6233,5.5544,-285.5514
300.0756,8.5,9.4727,2.2215,134.7309,97.4105,0.373907,2.9503,18.1685,13.6808,5.5294,-285.6447
300.228,8.5,9.3784,2.2232,135.0615,100.5884,0.390603,2.9587,17.6565,13.2433,5.4653,-285.7928
300.3804,8.5,9.3177,2.2106,135.2951,107.0142,0.395946,2.9754,17.2828,12.8989,5.4453,-285.9491
300.5328,8.5,9.3005,2.219,135.7604,104.0922,0.40639,2.8895,18.2862,13.5035,5.5348,-285.9279
300.6852,8.5,9.3008,2.2187,135.4788,103.1044,0.403573,2.8881,17.7815,13.1896,5.3053,-285.9905
300.8376,8.5,9.3176,2.2204,135.874,109.8375,0.408943,2.8978,18.8127,13.9109,5.3062,-285.9832
300.99,8.5,9.2711,2.2189,136.5815,110.7075,0.402375,2.8725,18.25,13.6219,5.2791,-285.9173
301.1424,8.5,9.2529,2.2212,136.8545,109.7937,0.40731,2.9192,18.2183,13.6081,5.243,-285.9192
301.2948,8.5,9.2284,2.219,137.5169,113.0211,0.409536,2.9111,18.2406,13.5677,5.1235,-286.0232
301.4472,8.5,9.1783,2.2182,137.244,119.2893,0.41435,2.9248,17.7209,13.1436,5.067,-286.2552
301.5996,8.5,9.1485,2.2261,137.0971,116.1616,0.402238,3.0273,17.9094,13.1845,5.0709,-286.0485
301.752,8.5,9.1034,2.2161,137.6956,114.2188,0.423038,2.9377,17.4209,12.7878,4.9533,-285.7343
301.9044,8.5,9.1043,2.1999,137.9816,121.0698,0.457732,2.9828,16.997,12.4762,4.8495,-285.3287
302.0568,8.5,9.1122,2.215,138.0449,117.9497,0.481414,2.9271,17.1137,12.571,4.8786,-285.1913
302.2092,8.5,9.0788,2.205,138.2666,109.5998,0.436637,2.972,18.4146,13.4202,5.0032,-284.9501
302.3616,8.5,9.0678,2.2155,137.9939,109.3942,0.389601,3.0065,19.6025,14.1202,5.0382,-284.7139
302.514,8.5,9.0374,2.2134,137.5877,120.6909,0.375063,2.9857,19.7171,14.0959,4.9664,-284.6842
302.6664,8.5,8.9892,2.2128,137.4912,117.9941,0.380816,3.0056,19.6064,13.9588,4.9079,-284.7424
302.8188,8.5,8.9483,2.2297,137.3893,110.5878,0.37561,2.9259,18.7091,13.3367,4.7728,-284.812
302.9712,8.5,8.9327,2.2201,137.0098,107.6965,0.35962,2.8847,18.659,13.2319,4.6805,-284.8215
303.1236,8.5,8.9394,2.2206,136.7939,110.4254,0.356498,2.9553,18.9798,13.3121,4.5138,-284.8919
303.276,8.5,8.9547,2.206,136.594,109.8704,0.383523,2.9906,17.2371,12.151,4.2355,-284.9195
303.4284,8.5,8.975,2.2107,137.0333,110.6231,0.376033,3.0328,17.8624,12.5645,4.342,-284.7521
303.5808,8.5,8.9657,2.2056,137.4367,118.8002,0.373064,2.9501,18.1636,12.7474,4.3629,-284.4946
303.7332,8.5,8.9549,2.1912,138.1319,105.5533,0.375664,2.9226,17.9805,12.6172,4.2259,-284.33
303.8856,8.5,8.9528,2.2014,138.7312,103.816,0.387812,2.9055,18.9031,13.2183,4.2919,-284.1865
304.038,8.5,8.9312,2.2196,138.0955,109.3691,0.385933,2.9103,18.6983,13.1005,4.2755,-284.1277
304.1904,8.5,8.9111,2.2133,137.577,104.6173,0.376904,2.9521,18.1916,12.8399,4.3129,-283.8897
304.3428,8.5,8.9308,2.2166,138.2258,107.6922,0.373911,3.0165,18.0138,12.7569,4.3323,-283.769
304.4952,8.5,8.946,2.2017,137.7912,106.4023,0.394064,2.9549,17.1457,12.264,4.3363,-283.3525
304.6476,8.5,8.9513,2.196,137.4123,109.5847,0.392917,2.9087,17.5044,12.5292,4.4287,-283.0819
304.8,8.5,8.9149,2.1945,137.3331,108.654,0.403025,2.973,18.4499,13.0893,4.4927,-283.0956
304.9524,8.5,8.8632,2.2101,139.1348,105.5645,0.370989,2.8625,18.9443,13.3438,4.437,-283.3134
305.1048,8.5,8.828,2.2068,139.4492,118.2568,0.372318,2.7489,17.1954,12.2185,4.2371,-283.6068
305.2572,8.5,8.8498,2.188,138.7699,110.525,0.371746,2.8201,16.1866,11.6102,4.2378,-283.8243
305.4096,8.5,8.8648,2.1637,138.1347,102.2198,0.391044,2.9311,16.5323,11.8187,4.3806,-283.981
305.562,8.5,8.9121,2.1755,137.8697,116.4968,0.384834,3.2599,16.4329,11.7248,4.2483,-284.0339
305.7144,8.5,8.9122,2.2003,137.1473,114.975,0.39227,2.9634,15.9497,11.5212,4.2137,-283.8591
305.8668,8.5,8.9609,2.2234,136.7605,118.7116,0.397283,2.9637,17.257,12.4641,4.4141,-283.6275
306.0192,8.5,8.9482,2.2183,137.5243,120.6025,0.390858,2.9248,17.4286,12.6324,4.4753,-283.4448
306.1716,8.5,8.9568,2.213,136.8723,102.1707,0.391883,2.966,17.4955,12.6916,4.4687,-283.5744
306.324,8.5,9.0051,2.1844,136.6209,104.6263,0.391478,3.017,17.4599,12.6698,4.4528,-283.6573
306.4764,8.5,9.1177,2.181,137.21,112.1636,0.398567,2.8119,17.6333,12.7577,4.4132,-283.7789
306.6288,8.5,9.1602,2.1951,137.3219,126.237,0.400583,2.7901,17.9305,12.9514,4.4903,-283.9058
306.7812,8.5,9.1829,2.1957,137.0981,110.9546,0.404983,2.8651,18.6152,13.3688,4.6462,-284.1636
306.9336,8.5,9.1872,2.1942,136.1234,114.8039,0.399504,2.9239,18.7518,13.5153,4.7874,-284.3216
307.086,8.5,9.2298,2.2064,134.8845,119.0486,0.381496,2.9284,17.7649,12.9706,4.7993,-284.3275
307.2384,8.5,9.2726,2.2113,133.8395,121.1339,0.363842,3.0274,17.8598,13.1162,4.8939,-284.2431
307.3908,8.5,9.4148,2.2163,133.071,122.4731,0.37741,3.0006,16.279,12.0898,4.729,-284.1306
307.5432,8.5,9.463,2.1943,133.0045,125.4797,0.419848,2.7754,17.4197,12.9042,4.9225,-284.2503
307.6956,8.5,9.5397,2.1935,135.5791,120.7312,0.441105,2.7977,19.1696,14.1234,5.2739,-284.1092
307.848,8.5,9.6003,2.1941,137.0534,111.6869,0.404211,2.9542,19.262,14.2128,5.4787,-283.7463
308.0004,8.5,9.6825,2.1947,136.3444,105.1647,0.379543,2.8967,17.0697,12.8579,5.4153,-283.5476
308.1528,8.5,9.7562,2.1854,135.878,111.0137,0.379252,2.9686,15.5274,11.8621,5.3131,-283.3295
308.3052,8.5,9.7812,2.2173,136.3067,116.3948,0.402737,2.9127,17.0552,12.9621,5.5654,-283.1895
308.4576,8.5,9.7827,2.208,137.425,116.8012,0.400823,2.9113,18.4365,13.9275,5.8171,-283.1956
308.61,8.5,9.7849,2.2023,139.2712,113.0398,0.399003,2.9718,18.2027,13.7644,5.7615,-283.2124
308.7624,8.5,9.8088,2.2074,140.2379,113.2895,0.405771,2.8805,18.6178,14.0516,5.8552,-283.3667
308.9148,8.5,9.6652,2.2022,138.6335,109.143,0.390341,2.8971,18.1134,13.649,5.9218,-283.6978
309.0672,8.5,9.4908,2.201,137.1486,117.5586,0.379777,2.8462,18.265,13.7459,5.9271,-284.0079
309.2196,8.5,9.5242,2.2068,137.1235,105.9778,0.385783,2.8171,17.7706,13.4262,5.6792,-284.2983
309.372,8.5,9.6417,2.1895,137.1472,106.164,0.391335,2.8347,18.1511,13.5824,5.5192,-284.3346
309.5244,8.5,9.571,2.1738,137.6584,107.5723,0.408553,2.8386,19.3677,14.3347,5.6353,-284.2565
309.6768,8.5,9.5803,2.2296,137.8114,115.426,0.407801,2.9087,17.4838,13.0148,5.5085,-284.0983
309.8292,8.5,9.4898,2.2097,135.8139,115.7025,0.474862,2.7661,18.1888,13.4478,5.5433,-283.8504
309.9816,8.5,9.1739,2.2658,135.966,141.2163,0.464976,2.6769,21.68,15.8471,6.0516,-283.4836
310.134,8.5,9.0319,2.1753,135.4548,109.2708,0.436443,3.5678,17.0798,12.6743,5.2105,-283.0114
310.2864,8.5,9.1719,2.2187,134.6989,109.3565,0.40401,3.0066,16.2391,12.0837,4.8393,-282.7583
310.4388,8.5,9.2637,2.2467,135.898,112.6806,0.394331,2.8173,17.7153,13.0511,5.0007,-282.7935
310.5912,8.5,9.3788,2.2585,134.7863,110.3973,0.388193,2.8619,20.05,14.4732,5.1921,-282.7022
310.7436,8.5,9.3209,2.2268,134.5051,111.0862,0.386096,2.8635,20.6254,14.7575,5.1218,-282.7043
310.896,8.5,9.2388,2.195,134.8683,106.0825,0.371306,2.839,18.9133,13.6544,4.9945,-282.8337
311.0484,8.5,9.2778,2.2031,135.5961,110.1793,0.388523,2.8993,18.6989,13.5542,4.9149,-283.0828
311.2008,8.5,9.4412,2.213,136.7316,110.7945,0.402665,2.8882,17.5479,12.8955,4.7842,-283.2321
311.3532,8.5,9.4979,2.1894,136.9364,103.3804,0.380033,2.8401,17.5478,12.8969,4.8144,-283.1833
311.5056,8.5,9.435,2.1897,136.9387,104.7436,0.372962,2.8304,17.7255,12.9901,4.9636,-283.0032
311.658,8.5,9.4335,2.1995,136.7802,119.6253,0.356113,2.8423,17.8301,13.0671,5.0816,-282.6912
311.8104,8.5,9.3838,2.1949,136.5445,115.1186,0.378946,2.7672,18.0936,13.2451,5.0717,-282.2033
311.9628,8.5,9.3837,2.1966,136.6116,112.3343,0.368638,2.7625,17.6036,12.8895,5.0016,-281.8652
312.1152,8.5,9.3692,2.1695,137.5105,101.8482,0.347243,2.9007,17.7673,12.9065,4.918,-281.57
