DEPTH,BS,CALI,DENS,DRHO,DTC,GR,NEUT,NEUT_CORR,PEF,RESD,RESS,SP,TEMP,TENS
1248.6132,8.5,8.3542,2.4025,0.0124,90.5754,106.5287,0.314815,0.315273,3.1189,9.192,8.9301,-442.7778,42.9537,1451.4532
1248.7656,8.5,8.3247,2.4025,0.0124,90.5754,105.5438,0.309837,0.310589,3.1189,9.1796,8.933,-443.2556,42.9537,1432.2899
1248.918,8.5,8.2952,2.4025,0.0124,90.5754,104.559,0.304859,0.305904,3.1189,9.1672,8.9359,-443.7334,42.9537,1413.1266
1249.0704,8.5,8.2835,2.4025,0.0124,90.3589,103.2984,0.296748,0.297552,3.1189,9.2138,8.9913,-444.1903,42.9537,1411.8606
1249.2228,8.5,8.2924,2.4025,0.0124,89.8902,101.7166,0.284988,0.284929,3.1189,9.3289,9.1079,-444.623,42.9537,1431.4408
1249.3752,8.5,8.3014,2.4025,0.0124,89.4214,100.1349,0.273228,0.272307,3.1189,9.4441,9.2245,-445.0557,42.9537,1451.0211
1249.5276,8.5,8.3153,2.4029,0.0135292,89.4024,99.2199,0.267251,0.265717,3.1174,9.5039,9.2932,-445.4682,42.9537,1464.569
1249.68,8.5,8.3521,2.4048,0.0197641,91.4168,101.3201,0.287419,0.286407,3.1091,9.3133,9.1456,-445.7898,42.9537,1450.8397
1249.8324,8.5,8.3889,2.4068,0.025999,93.4313,103.4202,0.307586,0.307097,3.1008,9.1227,8.998,-446.1113,42.9537,1437.1106
1249.9848,8.5,8.4257,2.4088,0.032234,95.4457,105.5204,0.327754,0.327788,3.0925,8.9321,8.8504,-446.4328,42.9537,1423.3813
1250.1372,8.5,8.4216,2.4078,0.0300414,96.2176,107.3669,0.323732,0.323732,3.1107,8.8362,8.7535,-446.8769,42.9537,1432.0288
1250.2896,8.5,8.413,2.4064,0.0269151,96.8518,109.1854,0.31703,0.316935,3.1318,8.7507,8.6621,-447.3345,42.9537,1443.1553
1250.442,8.5,8.4045,2.4051,0.0237888,97.486,111.0038,0.310328,0.310138,3.1529,8.6652,8.5708,-447.7921,42.9537,1454.2816
1250.5944,8.5,8.4194,2.4054,0.0231042,97.773,111.3475,0.309679,0.309363,3.1702,8.6279,8.5459,-448.0583,42.9537,1455.3059
1250.7468,8.5,8.4487,2.4069,0.0239198,97.8468,110.785,0.312748,0.312287,3.1851,8.6201,8.5618,-448.2069,42.9537,1450.1233
1250.8992,8.5,8.478,2.4084,0.0247353,97.9205,110.2225,0.315817,0.315212,3.2,8.6123,8.5777,-448.3556,42.9537,1444.9408
1251.0516,8.5,8.509,2.4095,0.0232529,97.8794,109.9255,0.315907,0.315186,3.1928,8.5956,8.5794,-448.3937,42.9537,1441.1116
1251.204,8.5,8.5432,2.4101,0.0172815,97.614,110.1469,0.310175,0.309395,3.1427,8.5616,8.5532,-448.2162,42.9537,1439.926
1251.3564,8.5,8.5774,2.4107,0.01131,97.3485,110.3684,0.304443,0.303605,3.0926,8.5276,8.5271,-448.0386,42.9537,1438.7406
1251.5088,8.5,8.6083,2.411,0.0057077,97.1192,110.6475,0.299564,0.298686,3.047,8.4981,8.5048,-447.8663,42.9537,1437.1852
1251.6612,8.5,8.5845,2.4057,0.0061277,97.479,111.8673,0.308612,0.307997,3.076,8.5419,8.5464,-447.7799,42.9537,1429.594
1251.8136,8.5,8.5606,2.4004,0.0065477,97.8388,113.0872,0.317661,0.317307,3.105,8.5857,8.5879,-447.6934,42.9537,1422.0028
1251.966,8.5,8.5368,2.3952,0.0069677,98.1985,114.307,0.326709,0.326618,3.134,8.6295,8.6295,-447.607,42.9537,1414.4116
1252.1184,8.5,8.5551,2.3971,0.0126,98.3863,112.3789,0.335956,0.335844,3.1406,8.5893,8.5835,-447.9742,42.9537,1422.5616
1252.2708,8.5,8.5855,2.4011,0.019729,98.5247,109.5467,0.345261,0.345045,3.1409,8.525,8.5124,-448.4716,42.9537,1435.2321
1252.4232,8.5,8.6158,2.4051,0.026858,98.663,106.7145,0.354565,0.354247,3.1412,8.4606,8.4412,-448.9691,42.9537,1447.9025
1252.5756,8.5,8.6171,2.4074,0.0303999,98.7612,106.1386,0.351722,0.35137,3.137,8.3968,8.3723,-449.3088,42.9537,1452.4191
1252.728,8.5,8.589,2.4082,0.0302976,98.8185,107.8548,0.336538,0.336221,3.1283,8.3335,8.3056,-449.4884,42.9537,1448.6527
1252.8804,8.5,8.5608,2.409,0.0301954,98.8758,109.571,0.321354,0.321073,3.1196,8.2702,8.2389,-449.668,42.9537,1444.8864
1253.0328,8.5,8.5436,2.4102,0.0304412,98.8562,110.9366,0.310573,0.310326,3.1174,8.242,8.2078,-449.7838,42.9537,1440.7428
1253.1852,8.5,8.5669,2.4133,0.031956,98.5558,111.0236,0.315845,0.315623,3.1386,8.3422,8.3063,-449.6672,42.9537,1435.2233
1253.3376,8.5,8.5901,2.4164,0.0334708,98.2553,111.1106,0.321117,0.32092,3.1599,8.4423,8.4047,-449.5507,42.9537,1429.7037
1253.49,8.5,8.6133,2.4195,0.0349856,97.9549,111.1975,0.32639,0.326217,3.1812,8.5424,8.5031,-449.4341,42.9537,1424.1842
1253.6424,8.5,8.6092,2.4177,0.0361833,98.0406,112.1715,0.323366,0.32298,3.1649,8.4739,8.4368,-449.4543,42.9537,1422.5555
1253.7948,8.5,8.6033,2.4156,0.0373588,98.1534,113.2078,0.31976,0.319144,3.1459,8.3934,8.3589,-449.4842,42.9537,1421.2001
1253.9472,8.5,8.5973,2.4134,0.0385342,98.2661,114.244,0.316154,0.315307,3.1269,8.313,8.281,-449.5141,42.9537,1419.8446
1254.0996,8.5,8.6253,2.4127,0.0365109,98.541,114.0199,0.320226,0.319307,3.1266,8.237,8.2089,-449.6653,42.9537,1420.588
1254.252,8.5,8.6714,2.4126,0.0327918,98.9019,113.1276,0.328369,0.327459,3.1362,8.1635,8.1398,-449.881,42.9537,1422.4442
1254.4044,8.5,8.7174,2.4126,0.0290728,99.2628,112.2352,0.336511,0.335612,3.1458,8.09,8.0708,-450.0965,42.9537,1424.3003
1254.5568,8.5,8.7455,2.4118,0.0274347,99.4835,111.8121,0.342926,0.34192,3.1578,8.0401,8.0268,-450.2703,42.9537,1425.9552
1254.7092,8.5,8.7434,2.4098,0.0292989,99.4682,112.1784,0.346433,0.345124,3.1741,8.0301,8.0248,-450.3735,42.9537,1427.2714
1254.8616,8.5,8.7412,2.4079,0.031163,99.4529,112.5448,0.34994,0.348328,3.1903,8.0201,8.0229,-450.4768,42.9537,1428.5876
1255.014,8.5,8.7415,2.4051,0.0326214,99.5009,112.8837,0.35181,0.349941,3.2061,8.0044,8.014,-450.5424,42.9537,1429.8921
1255.1664,8.5,8.766,2.3948,0.0300679,100.1746,112.9511,0.337499,0.335836,3.2167,7.9327,7.9357,-450.2356,42.9537,1431.08
1255.3188,8.5,8.7905,2.3846,0.0275144,100.8482,113.0184,0.323187,0.32173,3.2273,7.861,7.8573,-449.9287,42.9537,1432.2678
1255.4712,8.5,8.815,2.3743,0.0249609,101.5219,113.0858,0.308875,0.307624,3.238,7.7893,7.779,-449.6219,42.9537,1433.4557
1255.6236,8.5,8.7811,2.377,0.0271552,101.8261,111.8644,0.306029,0.304875,3.2369,7.7965,7.7488,-449.4489,42.9537,1437.5406
1255.776,8.5,8.7335,2.3827,0.0304558,102.0443,110.3428,0.305854,0.304771,3.2331,7.8222,7.7298,-449.3073,42.9537,1442.3005
1255.9284,8.5,8.686,2.3884,0.0337563,102.2625,108.8211,0.30568,0.304668,3.2293,7.8478,7.7108,-449.1656,42.9537,1447.0604
1256.0808,8.5,8.6785,2.3964,0.0368179,101.705,107.5023,0.309507,0.308687,3.2362,7.9838,7.8203,-449.1567,42.9537,1443.4751
1256.2332,8.5,8.7066,2.4064,0.0396675,100.4601,106.3633,0.316882,0.316359,3.2527,8.2174,8.0434,-449.2657,42.9537,1432.4946
1256.3856,8.5,8.7347,2.4164,0.0425172,99.2152,105.2243,0.324256,0.324031,3.2692,8.4511,8.2666,-449.3747,42.9537,1421.5142
1256.538,8.5,8.7521,2.4315,0.0427063,97.1191,104.8389,0.322743,0.322629,3.2738,8.8064,8.5903,-449.5013,42.9537,1418.4833
1256.6904,8.5,8.7375,2.4619,0.0348858,92.4601,106.7224,0.294475,0.29391,3.2427,9.528,9.2163,-449.681,42.9537,1439.3849
1256.8428,8.5,8.7229,2.4923,0.0270654,87.8012,108.6059,0.266207,0.265191,3.2116,10.2497,9.8423,-449.8607,42.9537,1460.2864
1256.9952,8.5,8.7083,2.5226,0.0192449,83.1423,110.4893,0.23794,0.236473,3.1805,10.9713,10.4683,-450.0404,42.9537,1481.188
1257.1476,8.5,8.6448,2.4913,0.0177884,86.6322,108.352,0.25498,0.253834,3.1191,10.0557,9.6391,-449.7388,42.9537,1472.8484
1257.3,8.5,8.5796,2.4581,0.0165388,90.3871,106.0838,0.273493,0.272693,3.0567,9.0869,8.7627,-449.4214,42.9537,1463.558
1257.4524,8.5,8.5145,2.4248,0.0152893,94.142,103.8157,0.292007,0.291553,2.9943,8.118,7.8862,-449.1041,42.9537,1454.2675
1257.6048,8.5,8.5159,2.4096,0.0149862,96.0852,103.5236,0.292867,0.292304,2.9652,7.7997,7.6679,-448.6903,42.9537,1449.8556
1257.7572,8.5,8.5475,2.4027,0.015113,97.2056,104.1291,0.28571,0.284829,2.951,7.7767,7.7485,-448.2327,42.9537,1447.6597
1257.9096,8.5,8.5791,2.3958,0.0152398,98.326,104.7345,0.278553,0.277354,2.9369,7.7538,7.8291,-447.7751,42.9537,1445.4637
1258.062,8.5,8.5645,2.3909,0.0154752,98.7286,105.0284,0.27769,0.276576,2.9418,7.7369,7.875,-447.3846,42.9537,1439.7528
1258.2144,8.5,8.4828,2.3888,0.0158689,98.0846,104.8678,0.286003,0.285563,2.9742,7.7288,7.87,-447.0922,42.9537,1428.9167
1258.3668,8.5,8.4011,2.3867,0.0162626,97.4406,104.7072,0.294316,0.29455,3.0066,7.7208,7.8651,-446.7997,42.9537,1418.0807
1258.5192,8.5,8.3348,2.3859,0.0164763,96.5723,104.4255,0.300087,0.300811,3.0437,7.7529,7.8882,-446.4827,42.9537,1410.9327
1258.6716,8.5,8.3759,2.3945,0.0154407,94.1476,103.3034,0.28822,0.288165,3.1131,8.0642,8.1055,-445.9956,42.9537,1429.3704
1258.824,8.5,8.417,2.403,0.0144051,91.723,102.1813,0.276352,0.275519,3.1824,8.3754,8.3229,-445.5085,42.9537,1447.8081
1258.9764,8.5,8.4581,2.4116,0.0133696,89.2983,101.0592,0.264485,0.262873,3.2517,8.6867,8.5402,-445.0215,42.9537,1466.2457
1259.1288,8.5,8.4215,2.4418,0.022433,87.8961,98.6746,0.248559,0.24672,3.3705,9.5925,9.4586,-444.2703,42.9537,1458.704
1259.2812,8.5,8.3707,2.476,0.033347,86.6812,96.0586,0.23189,0.229925,3.4983,10.6073,10.5054,-443.4707,42.9537,1446.402
1259.4336,8.5,8.32,2.5102,0.0442609,85.4663,93.4426,0.21522,0.213131,3.6261,11.6222,11.5522,-442.6711,42.9537,1434.1
1259.586,8.5,8.3737,2.5026,0.047715,87.9178,95.6313,0.227633,0.225765,3.6085,11.2481,11.2599,-441.9552,42.9537,1431.3306
1259.7384,8.5,8.5083,2.4629,0.0454095,93.2,101.5296,0.262499,0.261121,3.4785,9.8017,9.9338,-441.3039,42.9537,1435.9211
1259.8908,8.5,8.6428,2.4231,0.0431041,98.4823,107.428,0.297365,0.296477,3.3485,8.3553,8.6077,-440.6526,42.9537,1440.5118
1260.0432,8.5,8.7472,2.3953,0.04121,102.4803,112.1087,0.323042,0.322554,3.2585,7.3153,7.6584,-440.2464,42.9537,1443.1917
1260.1956,8.5,8.7755,2.398,0.040356,103.2318,113.7118,0.32549,0.325176,3.2694,7.3025,7.6619,-440.4595,42.9537,1441.0415
1260.348,8.5,8.8037,2.4007,0.0395019,103.9834,115.3149,0.327938,0.327798,3.2803,7.2897,7.6653,-440.6726,42.9537,1438.8912
1260.5004,8.5,8.8319,2.4033,0.0386416,104.7335,116.9158,0.33036,0.330393,3.2912,7.2767,7.6684,-440.8867,42.9537,1436.7461
1260.6528,8.5,8.8196,2.3963,0.0354176,104.9388,117.7243,0.323056,0.322844,3.2679,7.2062,7.5392,-441.505,42.9537,1436.5292
1260.8052,8.5,8.8073,2.3893,0.0321935,105.1441,118.5327,0.315752,0.315294,3.2447,7.1357,7.4099,-442.1233,42.9537,1436.3123
1260.9576,8.5,8.795,2.3823,0.0289694,105.3494,119.3412,0.308447,0.307745,3.2215,7.0652,7.2806,-442.7416,42.9537,1436.0953
1261.11,8.5,8.8233,2.3787,0.030251,105.2215,117.2711,0.321565,0.32095,3.2111,6.9946,7.1743,-443.38,42.9537,1439.6274
1261.2624,8.5,8.8673,2.3765,0.0332693,104.9651,114.0916,0.342554,0.342156,3.2057,6.9241,7.0768,-444.0261,42.9537,1444.6045
1261.4148,8.5,8.9113,2.3743,0.0362877,104.7088,110.912,0.363543,0.363362,3.2003,6.8535,6.9793,-444.6722,42.9537,1449.5815
1261.5672,8.5,8.9345,2.376,0.0403932,104.7829,110.6009,0.372631,0.372535,3.2071,6.817,6.9236,-445.146,42.9911,1448.3403
1261.7196,8.5,8.9312,2.3827,0.0458771,105.2761,113.9266,0.36663,0.366453,3.2293,6.8236,6.921,-445.4014,43.076,1439.2152
1261.872,8.5,8.928,2.3894,0.0513611,105.7693,117.2523,0.36063,0.360371,3.2516,6.8302,6.9183,-445.6568,43.161,1430.0902
1262.0244,8.5,8.9173,2.3956,0.0559617,106.0621,119.8954,0.354304,0.353983,3.2691,6.8472,6.9276,-445.9418,43.2323,1424.4644
1262.1768,8.5,8.8673,2.399,0.0559286,105.3039,118.9578,0.346273,0.34599,3.2618,6.9186,6.9993,-446.3821,43.2326,1437.1959
1262.3292,8.5,8.8173,2.4023,0.0558955,104.5457,118.0202,0.338241,0.337998,3.2545,6.9901,7.071,-446.8224,43.2329,1449.9275
1262.4816,8.5,8.7674,2.4057,0.0558624,103.7875,117.0826,0.330209,0.330006,3.2471,7.0615,7.1427,-447.2628,43.2333,1462.6591
1262.634,8.5,8.7723,2.4033,0.0481895,103.6934,117.1478,0.322595,0.322212,3.2298,7.0415,7.1243,-447.6339,43.2333,1452.2936
1262.7864,8.5,8.7846,2.4001,0.0394676,103.6906,117.3508,0.315039,0.314444,3.2111,7.009,7.0936,-447.9956,43.2333,1438.7566
1262.9388,8.5,8.797,2.397,0.0307456,103.6878,117.5537,0.307482,0.306677,3.1924,6.9765,7.0628,-448.3573,43.2333,1425.2196
1263.0912,8.5,8.8394,2.3976,0.0329427,103.9598,117.4769,0.310789,0.309929,3.1938,6.9276,7.0176,-448.5855,43.2333,1423.3018
1263.2436,8.5,8.9018,2.4007,0.0424671,104.4162,117.2124,0.321386,0.320575,3.2087,6.8678,6.9627,-448.7243,43.2333,1429.181
1263.396,8.5,8.9642,2.4038,0.0519915,104.8726,116.948,0.331983,0.331221,3.2237,6.8081,6.9079,-448.8631,43.2333,1435.0604
1263.5484,8.5,9.0121,2.4062,0.0569044,105.1049,116.4557,0.338371,0.337701,3.2341,6.7638,6.8695,-448.8742,43.2333,1437.8606
1263.7008,8.5,9.0291,2.407,0.0519082,104.8556,115.4742,0.335712,0.335228,3.235,6.7529,6.8666,-448.6111,43.2333,1434.0446
1263.8532,8.5,9.0461,2.4077,0.046912,104.6063,114.4927,0.333054,0.332756,3.2359,6.742,6.8637,-448.348,43.2333,1430.2284
1264.0056,8.5,9.0594,2.4083,0.0419941,104.3593,113.4818,0.330319,0.330189,3.2364,6.7352,6.8645,-448.0956,43.2333,1427.0101
1264.158,8.5,8.9764,2.4039,0.0391266,104.1713,111.6986,0.325576,0.325148,3.2261,6.8338,6.9629,-448.1238,43.2333,1439.46
1264.3104,8.5,8.8935,2.3995,0.0362591,103.9833,109.9155,0.320832,0.320107,3.2157,6.9325,7.0613,-448.1521,43.2333,1451.9099
1264.4628,8.5,8.8106,2.3951,0.0333916,103.7954,108.1324,0.316088,0.315067,3.2054,7.0311,7.1597,-448.1803,43.2333,1464.3599
1264.6152,8.5,8.824,2.3917,0.0373452,103.7864,109.946,0.319633,0.318614,3.1859,7.0374,7.1599,-448.4767,43.2333,1462.4468
1264.7676,8.5,8.8685,2.3887,0.0435014,103.8353,112.9211,0.325854,0.324935,3.1635,7.0137,7.1285,-448.8596,43.2333,1455.8955
1264.92,8.5,8.913,2.3856,0.0496575,103.8842,115.8961,0.332075,0.331256,3.141,6.9901,7.097,-449.2425,43.2333,1449.3444
1265.0724,8.5,8.9054,2.3842,0.0536437,104.5952,117.3168,0.338685,0.337949,3.1426,6.9486,7.0539,-449.5005,43.2333,1447.4407
1265.2248,8.5,8.8401,2.3846,0.0552321,106.0379,117.0198,0.345724,0.345052,3.1707,6.8872,6.9981,-449.6204,43.2333,1450.6722
1265.3772,8.5,8.7749,2.385,0.0568205,107.4807,116.7229,0.352764,0.352156,3.1988,6.8258,6.9422,-449.7402,43.2333,1453.9038
1265.5296,8.5,8.7333,2.3862,0.0577187,108.5387,116.7482,0.356794,0.35627,3.2247,6.7669,6.8936,-449.7466,43.2333,1457.6525
1265.682,8.5,8.7896,2.3909,0.0557531,108.0009,118.1105,0.348338,0.347982,3.2416,6.7181,6.875,-449.2821,43.2333,1463.5461
1265.8344,8.5,8.846,2.3955,0.0537875,107.4632,119.4729,0.339882,0.339693,3.2584,6.6693,6.8565,-448.8176,43.2333,1469.4397
1265.9868,8.5,8.9023,2.4001,0.051822,106.9253,120.8352,0.331426,0.331404,3.2752,6.6206,6.8379,-448.3531,43.2333,1475.3333
1266.1392,8.5,8.9044,2.3945,0.0532931,104.7032,122.1307,0.337258,0.336907,3.2679,6.6023,6.8169,-448.1973,43.2333,1460.057
1266.2916,8.5,8.9013,2.3878,0.0550902,102.3214,123.4199,0.344445,0.343718,3.2583,6.5868,6.7957,-448.0706,43.2333,1442.7732
1266.444,8.5,8.8982,2.3812,0.0568873,99.9395,124.7091,0.351632,0.350529,3.2487,6.5714,6.7744,-447.944,43.2333,1425.4894
1266.5964,8.5,8.8945,2.3788,0.0581505,97.8442,123.744,0.348608,0.347527,3.228,6.5665,6.7645,-447.9752,43.2333,1433.0819
1266.7488,8.5,8.8906,2.3788,0.0591037,95.9153,121.4693,0.339653,0.338826,3.2009,6.5677,6.7611,-448.0981,43.2333,1455.1255
1266.9012,8.5,8.8866,2.3788,0.060057,93.9865,119.1945,0.330697,0.330125,3.1737,6.5689,6.7577,-448.2209,43.2333,1477.1689
1267.0536,8.5,8.8675,2.3766,0.0620179,91.5478,116.9582,0.324923,0.324534,3.1554,6.6415,6.829,-448.3801,43.2333,1486.4731
1267.206,8.5,8.8203,2.37,0.0658363,88.1695,114.7926,0.325012,0.324677,3.1532,6.8456,7.0379,-448.606,43.2333,1472.2954
1267.3584,8.5,8.7732,2.3634,0.0696547,84.7912,112.6271,0.325101,0.32482,3.151,7.0498,7.2467,-448.8318,43.2333,1458.1177
1267.5108,8.5,8.7406,2.3577,0.0732529,81.9524,110.7855,0.325223,0.324975,3.1498,7.2289,7.4301,-449.022,43.2333,1444.6591
1267.6632,8.5,8.8985,2.3638,0.0739637,86.1871,113.1928,0.325766,0.325293,3.1606,7.0812,7.2783,-448.7449,43.2333,1440.6293
1267.8156,8.5,9.0564,2.37,0.0746744,90.4219,115.6,0.32631,0.325611,3.1713,6.9335,7.1266,-448.4678,43.2333,1436.5995
1267.968,8.5,9.2143,2.3761,0.0753852,94.6567,118.0072,0.326853,0.325929,3.1821,6.7858,6.9749,-448.1907,43.2333,1432.5698
1268.1204,8.5,9.2032,2.3769,0.0730958,96.9274,118.3594,0.338381,0.337338,3.1923,6.6322,6.8241,-447.9897,43.2333,1436.0334
1268.2728,8.5,9.1473,2.3764,0.0700091,98.676,118.1653,0.352828,0.351694,3.2023,6.4771,6.6737,-447.8091,43.2333,1441.4886
1268.4252,8.5,9.0913,2.3759,0.0669223,100.4247,117.9713,0.367275,0.36605,3.2122,6.3219,6.5232,-447.6284,43.2333,1446.944
1268.5776,8.5,9.054,2.3795,0.0666231,101.8101,117.3701,0.368281,0.367127,3.2298,6.2712,6.4726,-447.6873,43.2333,1451.6571
1268.73,8.5,9.0348,2.3872,0.0690108,102.8455,116.3764,0.356329,0.355404,3.2546,6.3211,6.5182,-447.9772,43.2333,1455.6548
1268.8824,8.5,9.0156,2.3948,0.0713985,103.8808,115.3827,0.344378,0.343681,3.2793,6.371,6.5638,-448.2671,43.2333,1459.6526
1269.0348,8.5,8.9967,2.401,0.0736539,104.7308,114.9903,0.335753,0.335185,3.2987,6.4092,6.5961,-448.5256,43.2333,1463.4125
1269.1872,8.5,8.9786,2.4021,0.0754622,104.9544,116.6301,0.33837,0.337597,3.3,6.4078,6.5835,-448.678,43.2333,1466.3685
1269.3396,8.5,8.9606,2.4032,0.0772705,105.178,118.2698,0.340987,0.340009,3.3012,6.4064,6.5708,-448.8304,43.2333,1469.3246
1269.492,8.5,8.9425,2.4042,0.0790789,105.4016,119.9096,0.343605,0.34242,3.3024,6.405,6.5582,-448.9828,43.2333,1472.2806
1269.6444,8.5,8.9596,2.4052,0.0737309,105.3433,119.5315,0.336867,0.33576,3.2854,6.4234,6.5688,-448.7972,43.2333,1462.5026
1269.7968,8.5,8.9786,2.4061,0.0679864,105.2695,119.0416,0.32961,0.328597,3.2674,6.443,6.5807,-448.593,43.2333,1452.019
1269.9492,8.5,8.9976,2.407,0.062242,105.1956,118.5518,0.322354,0.321435,3.2495,6.4625,6.5925,-448.3887,43.2333,1441.5355
1270.1016,8.5,9.0075,2.403,0.0552259,104.9632,119.4927,0.31584,0.314898,3.2437,6.4945,6.6187,-448.2562,43.2333,1445.8068
1270.254,8.5,9.013,2.3965,0.047574,104.6515,121.1491,0.309698,0.308675,3.2439,6.5328,6.652,-448.1595,43.2333,1457.4554
1270.4064,8.5,9.0184,2.3901,0.0399221,104.3398,122.8055,0.303556,0.302452,3.2442,6.5711,6.6853,-448.0628,43.2333,1469.104
1270.5588,8.5,9.0311,2.3874,0.0357966,104.1558,122.6166,0.305505,0.304261,3.2402,6.5827,6.6927,-448.1064,43.2333,1470.119
1270.7112,8.5,9.0555,2.3906,0.0372847,104.1751,119.4903,0.320332,0.318856,3.2293,6.5517,6.659,-448.3734,43.2333,1454.207
1270.8636,8.5,9.0799,2.3939,0.0387728,104.1943,116.364,0.33516,0.333451,3.2185,6.5207,6.6253,-448.6403,43.2333,1438.2949
1271.016,8.5,9.0977,2.3967,0.0402886,104.1541,113.6518,0.34851,0.346601,3.2059,6.4987,6.6006,-448.9912,43.2333,1424.9974
1271.1684,8.5,9.0593,2.3958,0.0420405,103.6067,114.4698,0.349261,0.34743,3.1783,6.5523,6.6528,-450.058,43.2333,1433.9884
1271.3208,8.5,9.0209,2.3949,0.0437923,103.0592,115.2879,0.350011,0.348258,3.1508,6.6059,6.7049,-451.1247,43.2333,1442.9794
1271.4732,8.5,8.9825,2.394,0.0455442,102.5118,116.1059,0.350762,0.349087,3.1233,6.6596,6.757,-452.1914,43.2333,1451.9705
1271.6256,8.5,8.9538,2.3938,0.0503829,102.4577,115.1677,0.34583,0.344384,3.1324,6.5924,6.6982,-451.148,43.2333,1452.3518
1271.778,8.5,8.9271,2.3936,0.0558804,102.5088,113.8546,0.339686,0.338501,3.1494,6.4993,6.6158,-449.6544,43.2333,1450.8962
1271.9304,8.5,8.9004,2.3935,0.0613778,102.5599,112.5415,0.333541,0.332617,3.1664,6.4063,6.5333,-448.1607,43.2333,1449.4406
1272.0828,8.5,8.885,2.3935,0.0610922,102.7334,113.6533,0.331097,0.330275,3.1799,6.3841,6.5187,-447.5567,43.2333,1446.5164
1272.2352,8.5,8.879,2.3938,0.0559454,103.0099,116.8033,0.331762,0.33091,3.1906,6.4214,6.561,-447.7003,43.2333,1442.3575
1272.3876,8.5,8.8731,2.394,0.0507986,103.2864,119.9533,0.332428,0.331546,3.2012,6.4587,6.6034,-447.8441,43.2333,1438.1989
1272.54,8.5,8.8692,2.394,0.0477219,103.4942,121.7114,0.333652,0.332745,3.2121,6.4729,6.6208,-448.0049,43.2333,1438.4297
1272.6924,8.5,8.8713,2.3932,0.050462,103.5092,119.5585,0.336446,0.335528,3.2233,6.4221,6.5679,-448.214,43.2333,1450.995
1272.8448,8.5,8.8734,2.3924,0.053202,103.5243,117.4056,0.33924,0.338312,3.2346,6.3713,6.515,-448.4231,43.2333,1463.5603
1272.9972,8.5,8.8754,2.3916,0.0559421,103.5393,115.2527,0.342034,0.341095,3.2459,6.3204,6.4622,-448.6322,43.2333,1476.1256
1273.1496,8.5,8.9074,2.3937,0.0534038,103.6182,116.6294,0.352819,0.351645,3.2358,6.3806,6.5258,-448.9108,43.2333,1464.6071
1273.302,8.5,8.9399,2.3958,0.0507667,103.6983,118.0722,0.363753,0.362339,3.2253,6.4429,6.5916,-449.1906,43.2333,1452.6378
1273.4544,8.5,8.9724,2.398,0.0481296,103.7784,119.515,0.374688,0.373033,3.2148,6.5052,6.6575,-449.4705,43.2333,1440.6685
1273.6068,8.5,9.0022,2.3966,0.0438946,103.868,119.1289,0.370146,0.368568,3.2002,6.4841,6.6362,-449.4466,43.2333,1439.4176
1273.7592,8.5,9.0309,2.3939,0.0389773,103.9616,117.9621,0.358997,0.35763,3.1838,6.4276,6.5779,-449.293,43.2333,1442.743
1273.9116,8.5,9.0595,2.3911,0.03406,104.0553,116.7952,0.347847,0.346693,3.1674,6.371,6.5195,-449.1393,43.2333,1446.0684
1274.064,8.5,9.0876,2.3885,0.0327532,104.2079,116.7485,0.342561,0.341419,3.1669,6.3332,6.4821,-448.9697,43.2333,1444.5204
1274.2164,8.5,9.1149,2.3861,0.0364334,104.4419,118.2493,0.345373,0.343967,3.1883,6.3213,6.4736,-448.778,43.2333,1436.241
1274.3688,8.5,9.1422,2.3838,0.0401135,104.6759,119.75,0.348186,0.346516,3.2097,6.3095,6.4652,-448.5862,43.2333,1427.9615
1274.5212,8.5,9.1525,2.3824,0.0423287,104.8478,120.6381,0.349792,0.347965,3.2256,6.3051,6.4637,-448.4427,43.2333,1424.9862
1274.6736,8.5,9.0575,2.3869,0.0354774,104.6359,117.7348,0.34393,0.342611,3.2073,6.347,6.5049,-448.5978,43.2333,1454.8364
1274.826,8.5,8.9625,2.3914,0.0286262,104.424,114.8315,0.338068,0.337256,3.1891,6.3889,6.546,-448.7529,43.2333,1484.6865
1274.9784,8.5,8.8675,2.3959,0.0217749,104.2121,111.9282,0.332206,0.331901,3.1708,6.4308,6.5872,-448.908,43.2333,1514.5367
1275.1308,8.5,8.8652,2.3969,0.0198675,103.987,112.151,0.332606,0.332175,3.1563,6.4202,6.5815,-449.2376,43.2333,1505.1058
1275.2832,8.5,8.8782,2.3972,0.0187766,103.7597,112.89,0.334039,0.333379,3.1423,6.4008,6.5681,-449.5961,43.2333,1489.1882
1275.4356,8.5,8.8912,2.3975,0.0176857,103.5324,113.629,0.335473,0.334582,3.1284,6.3815,6.5547,-449.9546,43.2333,1473.2706
1275.588,8.5,8.9246,2.3989,0.0222961,103.4037,114.8887,0.335935,0.335037,3.1327,6.353,6.5337,-449.9814,43.2333,1464.3508
1275.7404,8.5,8.9729,2.4011,0.031079,103.347,116.5295,0.335685,0.334944,3.1504,6.3177,6.5072,-449.7656,43.2333,1460.5522
1275.8928,8.5,9.0211,2.4032,0.0398618,103.2903,118.1703,0.335434,0.33485,3.1681,6.2824,6.4806,-449.5498,43.2333,1456.7537
1276.0452,8.5,9.0605,2.4036,0.0448487,103.0342,118.39,0.334467,0.334004,3.1845,6.278,6.4823,-449.3395,43.2333,1452.8889
