DEPT,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDP4,HDP5,HDP6,HDPT,BIT
201.4,25.547,854.492,87.741,0.427,12.188,0.073,2.107,2.906,152.978,177.843,1.499,28.255,31.246,33.414,36.337,42.258,46.731,65.648,12.25
201.5,25.51,854.492,86.658,0.436,12.193,0.065,2.112,2.942,152.217,177.737,1.491,27.936,30.929,33.101,36.031,41.974,46.472,65.477,12.25
201.6,25.563,849.609,84.17,0.446,12.176,0.069,2.117,2.943,151.872,177.691,1.517,27.061,29.969,32.079,34.927,40.705,45.079,63.547,12.25
201.7,25.61,854.492,83.611,0.456,12.137,0.08,2.117,2.904,152.097,177.73,1.546,25.995,28.771,30.785,33.502,39.01,43.177,60.815,12.25
201.8,25.55,859.375,82.664,0.473,12.095,0.097,2.116,2.847,152.733,177.942,1.576,25.652,28.335,30.279,32.896,38.191,42.186,59.143,12.25
201.9,25.519,849.609,83.701,0.489,12.068,0.109,2.11,2.809,153.531,177.998,1.605,26.004,28.674,30.605,33.203,38.446,42.394,59.251,12.25
202.0,25.391,854.492,85.864,0.507,12.059,0.114,2.103,2.787,154.195,178.237,1.614,24.845,27.333,29.129,31.54,36.395,40.039,55.673,12.25
202.1,25.456,854.492,89.328,0.516,12.057,0.109,2.097,2.773,154.669,178.136,1.601,24.289,26.67,28.387,30.688,35.31,38.773,53.704,12.25
202.2,25.483,859.375,91.352,0.53,12.064,0.095,2.094,2.749,154.774,177.978,1.563,25.658,28.126,29.902,32.28,37.048,40.611,56.015,12.25
202.3,25.38,854.492,92.049,0.541,12.087,0.077,2.094,2.749,154.524,177.985,1.525,26.192,28.705,30.513,32.933,37.785,41.41,57.111,12.25
202.4,25.597,859.375,92.344,0.55,12.117,0.059,2.097,2.767,153.892,177.872,1.495,26.135,28.653,30.465,32.892,37.757,41.395,57.124,12.25
202.5,25.517,864.258,91.684,0.545,12.141,0.049,2.101,2.792,152.85,177.701,1.487,25.959,28.499,30.329,32.783,37.71,41.399,57.306,12.25
202.6,25.526,869.141,89.664,0.527,12.157,0.052,2.109,2.814,151.248,177.691,1.49,25.597,28.16,30.01,32.493,37.493,41.247,57.348,12.25
202.7,25.503,869.141,86.862,0.495,12.173,0.065,2.118,2.841,149.114,177.704,1.519,24.652,27.19,29.026,31.496,36.483,40.239,56.271,12.25
202.8,25.604,869.141,85.86,0.458,12.19,0.081,2.126,2.866,146.821,177.866,1.56,22.703,25.087,26.814,29.141,33.851,37.406,52.531,12.25
202.9,25.534,869.141,84.974,0.427,12.203,0.099,2.134,2.854,144.852,178.059,1.619,22.529,24.897,26.613,28.924,33.601,37.133,52.147,12.25
203.0,25.578,874.023,85.701,0.414,12.19,0.117,2.138,2.825,143.749,178.126,1.651,26.598,29.352,31.345,34.028,39.449,43.535,60.949,12.25
203.1,25.486,874.023,85.979,0.421,12.139,0.129,2.134,2.791,143.837,178.502,1.656,27.451,30.23,32.237,34.935,40.371,44.457,61.945,12.25
203.2,25.476,878.906,87.549,0.435,12.089,0.132,2.121,2.757,145.095,178.592,1.598,23.49,25.82,27.501,29.756,34.292,37.693,52.316,12.25
203.3,25.445,878.906,88.493,0.447,12.071,0.127,2.104,2.715,147.005,178.461,1.518,22.297,24.477,26.046,28.151,32.377,35.542,49.174,12.25
203.4,25.518,883.789,90.209,0.452,12.097,0.114,2.091,2.684,148.897,178.629,1.412,23.204,25.469,27.101,29.289,33.682,36.971,51.137,12.25
203.5,25.481,878.906,90.407,0.456,12.123,0.093,2.082,2.678,150.466,178.741,1.341,24.494,26.923,28.676,31.028,35.757,39.305,54.535,12.25
203.6,25.538,883.789,90.925,0.461,12.138,0.07,2.08,2.691,151.542,178.505,1.29,26.878,29.622,31.605,34.272,39.651,43.699,60.996,12.25
203.7,25.647,878.906,90.739,0.466,12.139,0.053,2.089,2.717,152.363,178.639,1.279,28.914,31.945,34.141,37.099,43.083,47.601,66.767,12.25
203.8,25.654,878.906,91.353,0.465,12.139,0.042,2.101,2.755,152.98,178.539,1.281,28.126,31.156,33.355,36.323,42.347,46.909,66.17,12.25
203.9,25.556,888.672,89.989,0.461,12.143,0.038,2.113,2.793,153.718,178.562,1.31,26.4,29.283,31.378,34.208,39.962,44.326,62.69,12.25
204.0,25.629,878.906,88.812,0.458,12.16,0.038,2.121,2.815,154.383,178.505,1.324,27.359,30.345,32.514,35.445,41.403,45.922,64.959,12.25
204.1,25.567,874.023,86.412,0.455,12.191,0.039,2.125,2.828,154.954,178.691,1.334,27.04,29.929,32.025,34.851,40.583,44.919,63.262,12.25
204.2,25.642,874.023,85.697,0.454,12.241,0.039,2.121,2.849,155.147,178.622,1.328,25.407,28.033,29.933,32.49,37.656,41.549,58.124,12.25
204.3,25.632,874.023,84.941,0.46,12.326,0.041,2.115,2.877,155.114,178.867,1.338,23.255,25.582,27.261,29.516,34.055,37.462,52.064,12.25
204.4,25.632,874.023,86.771,0.471,12.444,0.049,2.109,2.906,154.862,178.679,1.36,25.885,28.421,30.249,32.7,37.622,41.309,57.173,12.25
204.5,25.625,878.906,88.046,0.479,12.596,0.067,2.107,2.915,154.643,178.595,1.399,26.662,29.267,31.144,33.661,38.713,42.496,58.794,12.25
204.6,25.674,878.906,91.358,0.483,12.743,0.091,2.108,2.913,154.534,178.479,1.444,25.821,28.374,30.214,32.683,37.647,41.369,57.359,12.25
204.7,25.738,878.906,93.743,0.482,12.858,0.115,2.111,2.88,154.607,178.39,1.503,23.929,26.356,28.109,30.465,35.214,38.785,54.077,12.25
204.8,25.643,874.023,95.054,0.482,12.913,0.13,2.111,2.843,154.717,178.319,1.553,23.187,25.586,27.322,29.658,34.378,37.935,53.079,12.25
204.9,25.711,878.906,94.196,0.48,12.921,0.134,2.107,2.781,154.717,178.386,1.569,24.306,26.875,28.736,31.245,36.325,40.164,56.444,12.25
205.0,25.657,878.906,93.547,0.481,12.923,0.125,2.1,2.762,154.479,178.627,1.559,23.672,26.202,28.038,30.513,35.533,39.331,55.355,12.25
