DEPT,DSO8,DSOZ,DT,ECGR,HCAL,HDRA,PEF8,PEFZ,RLA1,RLA2,RLA3,RLA4,RLA5,RSO8,RSOZ,RT_HRLT,RXO8,RXOZ,TENS,TNPH
1695.9072,-0.0023,0.0149,86.4048,111.0955,8.5884,0.0044,2.9697,3.0544,5.6354,6.6102,7.9811,8.6919,9.4135,0.0001,0.0087,12.3229,4.5534,4.6329,3821.0,0.2992
1695.7548,0.0555,0.0248,86.8267,106.0495,8.3456,0.0057,3.1394,3.0185,5.2642,6.3827,7.5558,8.3283,9.0249,0.0161,0.0109,11.813,4.2967,3.6279,3825.8574,0.3036
1695.6024,0.0724,0.0383,86.8534,101.2737,8.3225,0.0083,2.9308,3.0195,4.08,5.141,5.8505,6.5791,7.1665,0.048,0.0802,9.3422,3.0508,3.3987,3825.0,0.2961
1695.45,0.0635,0.0283,88.652,96.3638,8.3572,0.006,3.1433,2.9478,4.497,5.5639,6.2201,7.0007,7.6982,0.153,0.0812,9.8504,3.0424,2.408,3834.4998,0.284
1695.2976,0.0403,0.0282,90.4138,96.0815,8.2878,0.0052,2.7607,2.8342,3.9264,4.6458,5.3604,5.9529,6.6499,0.0436,0.0724,8.5042,1.8536,2.0602,3838.4998,0.289
1695.1452,0.0198,0.0183,91.5124,93.9591,8.2994,0.0004,2.7115,2.7512,3.2313,3.6448,4.2288,4.6279,5.2386,0.0001,0.0001,6.6001,1.719,1.7314,3823.2141,0.3113
1694.9928,-0.0148,0.0239,93.9103,90.7608,8.2878,-0.0021,2.6625,2.7509,3.2789,3.8425,4.4097,4.7947,5.5011,0.0001,0.0001,6.9626,1.789,1.7778,3822.0,0.3125
1694.8404,-0.0049,0.0449,91.6133,94.4793,8.3032,0.0067,2.6308,2.8312,3.4812,4.3909,4.9486,5.3734,6.2289,0.0001,0.0001,7.9309,1.967,2.1702,3794.5,0.2929
1694.688,0.0163,0.0892,89.7232,101.2497,8.4651,0.0262,2.9604,2.9508,4.6206,6.0615,6.8738,7.4483,8.6075,0.0187,0.0379,11.0158,3.248,2.8529,3828.2144,0.2693
1694.5356,0.0842,0.0761,90.0464,107.4048,8.4497,0.0277,3.2138,3.0094,6.2913,8.0803,9.0915,9.7824,11.1716,0.1102,0.0621,14.191,3.7695,3.0409,3840.4998,0.2741
1694.3832,0.1702,0.058,90.3484,103.7729,8.2878,0.0181,3.11,2.9838,5.1165,6.0474,6.7186,7.2037,8.1394,0.0683,0.076,10.0175,2.1277,2.2676,3824.5713,0.2736
1694.2308,-0.0026,0.0233,93.1658,95.3248,8.2878,0.0022,2.7753,2.9196,3.3241,3.6871,4.1244,4.4221,4.9938,0.0433,0.025,6.0148,1.7562,1.8935,3798.5713,0.2773
1694.0784,-0.0081,0.0245,93.0488,94.6737,8.3456,0.0103,2.7942,2.9598,3.5924,3.885,4.3793,4.7267,5.3244,0.0001,0.0428,6.4013,2.219,2.3392,3818.1428,0.2631
1693.926,0.0306,0.0331,91.6818,98.486,8.5653,0.017,3.0292,3.0953,4.6555,4.9082,5.4712,5.9333,6.6655,0.0663,0.0389,7.8794,4.1343,3.3302,3825.2856,0.2612
1693.7736,0.0612,0.0276,88.5318,106.6268,8.6462,0.0158,3.2349,3.2154,6.0694,6.4617,7.051,7.6529,8.5828,0.0543,0.0483,10.0754,4.6724,4.6938,3857.7856,0.2582
1693.6212,0.005,0.0113,85.5931,106.5749,8.7194,0.0079,3.3415,3.2711,6.2392,6.7778,7.2111,7.8025,8.7189,0.0001,0.0043,10.1386,4.8837,4.8552,3836.1428,0.27
1693.4688,-0.0172,0.0,86.7983,103.8201,8.7657,0.0011,3.3214,3.2939,6.0215,6.4671,6.8686,7.367,8.2222,0.0001,0.0001,9.4015,4.9035,4.7793,3789.0002,0.2767
1693.3164,0.02,0.011,87.5447,107.1185,8.8427,-0.0005,3.3776,3.3215,5.7102,5.8499,6.3369,6.7205,7.5156,0.0001,0.0001,8.4052,4.5767,4.649,3806.0715,0.3028
1693.164,0.0509,0.0379,88.1031,113.1711,8.9814,-0.0039,3.3999,3.3702,5.676,5.6284,6.1224,6.4624,7.2496,0.0001,0.0001,7.9583,4.4423,4.4528,3814.2859,0.3063
1693.0116,-0.0007,0.0399,88.0326,119.753,9.2974,-0.0047,3.2581,3.3473,5.5415,5.476,5.8678,6.2252,7.0062,0.0001,0.0001,7.6032,4.3562,4.3546,3828.5713,0.3149
1692.8592,0.0036,0.0339,87.2709,118.3855,9.3976,-0.0043,3.2509,3.3049,5.3903,5.3822,5.6551,6.0475,6.8049,0.0001,0.0001,7.3429,4.2943,4.3476,3825.8574,0.3036
1692.7068,-0.0087,0.0063,86.522,116.8261,9.3745,-0.0009,3.1992,3.2121,5.5596,5.7202,5.9632,6.3698,7.1767,0.0001,0.0001,7.8172,4.4822,4.4822,3812.4287,0.3054
1692.5544,0.0028,0.0,86.1543,116.4999,9.2204,0.0008,3.1707,3.1667,5.6545,5.9045,6.1548,6.5244,7.3811,0.0001,0.0001,8.0756,4.6803,4.5359,3839.0715,0.2853
1692.402,0.0088,0.0042,85.6185,116.8459,9.1549,0.0024,3.109,3.1423,5.4057,5.6869,5.9388,6.2426,7.1031,0.0001,0.0001,7.7739,4.3955,4.4799,3824.0002,0.2744
1692.2496,0.0014,0.0118,86.167,118.3253,9.0277,0.0042,3.1283,3.1727,5.1624,5.4744,5.7311,5.9998,6.8473,0.0001,0.0001,7.5197,4.3225,4.2997,3790.0715,0.2642
1692.0972,0.0231,0.0225,86.8976,117.7688,8.993,0.0075,3.2451,3.238,5.0631,5.3942,5.6481,5.9326,6.7641,0.0001,0.0001,7.4569,4.1939,4.242,3794.5718,0.2783
1691.9448,0.038,0.0333,87.7219,116.8245,8.9583,0.0114,3.3069,3.2945,4.9403,5.2397,5.4957,5.786,6.5753,0.0001,0.0001,7.2478,4.1866,4.1715,3786.7859,0.2735
1691.7924,0.0556,0.0305,85.9725,117.8198,8.7965,0.0109,3.3828,3.2877,4.8751,5.1446,5.3982,5.686,6.4292,0.0001,0.0001,7.0785,4.3075,4.3412,3817.5,0.2821
1691.64,-0.0157,0.0323,85.976,116.4775,8.8658,0.006,3.1744,3.2695,5.244,5.5912,5.8931,6.202,6.9573,0.0158,0.0001,7.7405,4.4634,4.3302,3853.3569,0.2898
1691.4876,-0.003,0.0323,86.1058,116.8833,8.9236,-0.0007,3.1728,3.2512,5.0475,5.3472,5.663,5.9317,6.6096,0.0001,0.0001,7.3478,4.1768,4.3746,3821.429,0.3097
1691.3352,-0.0118,0.0333,86.0775,108.9845,8.9121,-0.0038,3.1962,3.2546,5.1846,5.4924,5.7913,6.0668,6.7376,0.0001,0.0001,7.4761,4.2323,4.2266,3813.7144,0.3123
1691.1828,-0.0008,0.0248,88.4822,111.9609,8.9121,-0.0022,3.1303,3.197,5.0902,5.4783,5.7332,5.9933,6.6543,0.0001,0.0001,7.4102,4.2425,4.2165,3862.9285,0.287
1691.0304,-0.011,0.0207,88.9215,114.3986,8.9352,0.0028,3.1243,3.1664,4.9814,5.3628,5.6241,5.8623,6.5223,0.0001,0.0001,7.2633,4.1732,4.1745,3832.0713,0.2833
1690.878,0.0228,0.0401,88.4624,118.4984,8.7965,0.0142,3.1214,3.1541,5.0024,5.3575,5.6291,5.8496,6.5201,0.0001,0.0001,7.2362,4.0428,4.0035,3821.2856,0.2714
1690.7256,0.0728,0.0698,87.965,113.3215,8.6924,0.0304,3.3,3.2096,4.91,5.2513,5.5148,5.7377,6.3698,0.0279,0.0362,7.0693,3.7684,3.1935,3801.7856,0.2922
1690.5732,0.1752,0.0908,87.2684,112.6659,8.6346,0.0463,3.1824,3.2483,4.0472,4.2972,4.4694,4.6436,5.1404,0.1346,0.1212,5.6391,2.6316,3.0451,3819.4617,0.3081
1690.4208,0.0989,0.0898,87.0062,114.0368,8.704,0.0496,3.1494,3.2761,3.9567,4.1853,4.3291,4.5041,4.9787,0.1654,0.1186,5.4288,3.3276,3.0735,3833.7859,0.3033
1690.2684,0.0203,0.0818,87.3318,118.4971,8.808,0.0438,3.2831,3.2786,4.9727,5.2862,5.4984,5.7265,6.364,0.034,0.0656,6.987,3.9158,3.811,3825.2856,0.2846
1690.116,0.0389,0.0735,87.8963,114.7626,8.7271,0.0343,3.2412,3.2579,5.075,5.349,5.5744,5.8014,6.467,0.0001,0.0233,7.0636,4.0924,3.928,3829.3574,0.2653
1689.9636,0.1493,0.0768,88.0546,110.1217,8.4497,0.0384,3.3795,3.2481,4.8827,5.1207,5.3531,5.5587,6.2285,0.0623,0.0841,6.7817,3.8564,3.8819,3842.0002,0.2715
1689.8112,0.1026,0.0669,87.5827,109.4491,8.704,0.0362,3.2048,3.2332,4.4736,4.6859,4.9052,5.0773,5.7068,0.1652,0.1195,6.2045,3.7236,3.901,3834.3572,0.2765
1689.6588,0.037,0.0508,87.1401,110.3834,8.7965,0.0289,3.1573,3.2157,5.2249,5.4204,5.7191,5.9131,6.6529,0.0838,0.0897,7.2353,4.1599,4.1125,3852.6155,0.287
1689.5064,0.0082,0.0352,86.7864,111.3153,8.8312,0.0145,3.1837,3.2163,5.3874,5.5139,5.8266,6.0265,6.7765,0.0001,0.007,7.3229,4.3345,4.306,3866.7859,0.2818
1689.354,0.0173,0.0289,86.6203,112.0136,8.8427,0.0053,3.2303,3.2384,5.4056,5.5792,5.8302,6.0567,6.8105,0.0001,0.0001,7.3495,4.4188,4.3941,3850.2141,0.2628
1689.2016,0.0412,0.0399,86.5922,115.9951,8.8658,0.01,3.319,3.2926,5.4626,5.6449,5.8466,6.111,6.8842,0.0001,0.0001,7.403,4.4678,4.4734,3873.7146,0.2701
1689.0492,0.0437,0.0433,86.6501,120.5161,8.8658,0.0137,3.3167,3.3067,5.5437,5.6701,5.8634,6.1572,6.936,0.0001,0.0001,7.4186,4.5227,4.4688,3854.0713,0.2682
1688.8968,0.0399,0.0375,86.9747,122.9358,8.8658,0.0148,3.3121,3.2604,5.3801,5.4255,5.6404,5.9002,6.6742,0.0001,0.0001,7.0891,4.3785,4.4277,3853.0715,0.2807
1688.7444,0.0216,0.018,86.8513,115.8507,8.8427,0.0076,3.1026,3.2127,5.3198,5.3406,5.55,5.808,6.5694,0.0001,0.0001,6.9604,4.3631,4.4341,3858.0002,0.2952
1688.592,-0.0031,0.0,86.7955,105.9926,8.8312,0.0003,3.2068,3.2021,5.3903,5.3799,5.5978,5.8809,6.6339,0.0001,0.0001,7.0273,4.645,4.634,3832.3572,0.308
1688.4396,-0.0042,0.0,85.0627,104.8662,8.8312,0.0,3.1955,3.2379,5.7116,5.7682,6.0142,6.3563,7.1407,0.0001,0.0001,7.6494,4.8835,4.9558,3876.3574,0.3023
1688.2872,0.0104,0.0,83.8719,107.9102,8.8196,0.001,3.2906,3.2621,6.0288,6.1978,6.4765,6.9,7.6986,0.0001,0.0001,8.3873,5.2393,5.2072,3837.4285,0.2819
1688.1348,-0.0056,0.0,83.9062,112.0356,8.8196,0.0008,3.2913,3.2986,6.2435,6.4368,6.7415,7.1926,8.0041,0.0001,0.0001,8.7645,5.2843,5.2172,3804.7144,0.275
1687.9824,0.0081,0.0,83.885,111.1791,8.7734,-0.0004,3.4296,3.3256,5.8369,6.0081,6.3283,6.7096,7.4248,0.0001,0.0001,8.1395,4.975,4.998,3842.1428,0.273
1687.83,0.0274,0.0244,85.9187,111.4367,8.7734,-0.003,3.3506,3.3556,5.6194,5.7742,6.1817,6.4769,7.158,0.0001,0.0001,7.8912,4.6889,4.6531,3856.2146,0.2885
1687.6776,-0.0008,0.0373,87.4059,113.995,8.7156,-0.0043,3.2931,3.3261,5.264,5.4405,5.8416,6.0947,6.7302,0.0001,0.0001,7.4448,4.3804,4.4729,3858.2856,0.3055
1687.5252,-0.0157,0.0405,87.9568,113.8684,8.6346,-0.0026,3.1736,3.2469,4.9772,5.2709,5.5808,5.8089,6.4147,0.0001,0.0001,7.1258,4.3508,4.2939,3835.2141,0.3051
1687.3728,0.0145,0.0266,88.2803,111.1002,8.4381,0.0004,3.101,3.1469,4.9942,5.3855,5.6541,5.88,6.4948,0.0001,0.0115,7.2552,4.0117,4.076,3833.4285,0.2902
1687.2204,-0.0379,0.0118,87.8895,107.5222,8.5345,0.0014,3.0115,3.0564,4.7038,5.064,5.2985,5.5047,6.071,0.0585,0.044,6.7561,3.8466,3.6126,3865.2859,0.2821
1687.068,0.0575,0.0132,89.7096,100.78,8.3572,-0.0013,3.0913,2.9913,4.8913,5.3419,5.6091,5.8228,6.4243,0.0605,0.0285,7.2258,2.7413,2.5925,3832.2859,0.2678
1686.9156,0.0468,0.037,90.312,98.2137,8.3341,-0.0056,2.8074,2.9617,3.5775,3.8524,4.0461,4.1843,4.6059,0.0001,0.0001,5.1311,1.9336,2.3834,3814.6428,0.2634
1686.7632,-0.0272,0.039,89.889,94.5685,8.2878,-0.006,2.7701,2.9299,3.1722,3.3657,3.5217,3.6334,3.999,0.0001,0.0001,4.3981,2.7656,2.5395,3847.2859,0.2662
1686.6108,-0.0147,0.0506,89.2844,97.1541,8.3341,-0.0044,2.9387,2.9383,4.2314,4.5656,4.7934,4.9531,5.4558,0.0001,0.0001,6.0772,3.3969,3.3826,3810.3569,0.2477
1686.4584,-0.0186,0.0156,85.6525,98.7236,8.4381,0.0004,2.8325,2.915,4.7141,5.1329,5.4037,5.5769,6.143,0.0013,0.0001,6.8962,3.8249,3.7235,3833.0,0.2416
1686.306,0.006,0.0193,82.6352,102.1761,8.4266,0.0065,2.9117,2.9594,4.9889,5.5654,5.886,6.0982,6.715,0.0008,0.0037,7.6837,3.9788,4.0876,3832.4287,0.2388
1686.1536,0.0269,0.0368,82.436,101.8101,8.519,0.0141,3.0057,3.0409,5.138,5.7481,6.1024,6.3521,6.9899,0.0178,0.0121,8.0462,4.4365,4.082,3833.2141,0.2582
1686.0012,0.0667,0.0535,83.0579,107.6092,8.5345,0.021,3.1446,3.1491,5.2318,5.6599,6.0862,6.357,7.0054,0.0437,0.0444,7.9773,4.1579,4.3558,3840.6431,0.2704
1685.8488,0.0744,0.0561,85.1356,105.9105,8.5422,0.0229,3.3559,3.1921,5.1244,5.3818,5.8068,6.0967,6.7153,0.082,0.0481,7.5429,4.5946,4.1731,3837.0715,0.27
1685.6964,0.0814,0.0457,85.0898,108.0177,8.4728,0.0177,3.1723,3.1793,5.5471,5.7787,6.1667,6.5272,7.2116,0.0481,0.0669,8.0211,4.1494,4.3643,3842.5715,0.2583
1685.544,0.0252,0.0257,83.9826,105.5703,8.5807,0.0092,3.0038,3.1474,5.5309,5.6876,5.9826,6.3698,7.029,0.0626,0.0333,7.7049,4.4848,4.4149,3819.1431,0.2695
1685.3916,-0.003,0.0093,84.1591,111.1103,8.6192,0.0021,3.1743,3.1545,5.5917,5.695,5.9503,6.3383,7.0152,0.0001,0.0174,7.607,4.8727,4.8304,3796.9287,0.2741
1685.2392,-0.0134,0.0,83.5309,110.4137,8.6346,-0.0011,3.2002,3.2066,5.7663,5.8967,6.1557,6.5146,7.2306,0.0001,0.0001,7.8298,5.1577,5.1875,3830.6926,0.2713
1685.0868,0.032,0.0278,84.8309,113.302,8.6231,-0.0038,3.3638,3.3186,5.8095,5.9977,6.2464,6.5463,7.3017,0.0001,0.0001,7.9004,5.56,5.4549,3870.8574,0.2565
1684.9344,0.0514,0.0531,85.9647,116.6987,8.6115,-0.0072,3.468,3.4416,5.9756,6.2034,6.4535,6.7308,7.5288,0.0001,0.0001,8.1479,5.6661,5.6089,3856.8574,0.2587
1684.782,-0.0018,0.0532,86.0337,120.1886,8.6192,-0.0079,3.3673,3.475,6.0615,6.2471,6.47,6.7256,7.535,0.0001,0.0001,8.0808,5.4704,5.4233,3826.6431,0.2803
1684.6296,0.0047,0.0378,86.1131,120.8669,8.6269,-0.0062,3.3466,3.4382,5.867,6.0365,6.2447,6.4898,7.2597,0.0001,0.0001,7.7662,5.148,5.1897,3852.1431,0.2912
1684.4772,0.0061,0.0061,86.7995,124.2718,8.6423,-0.0029,3.3376,3.3459,5.5022,5.6324,5.837,6.0587,6.7769,0.0001,0.0001,7.2264,5.0059,4.939,3816.0715,0.2952
1684.3248,0.0124,0.0326,87.9227,125.8277,8.6462,-0.003,3.2833,3.3186,5.3542,5.4431,5.6471,5.857,6.5441,0.0001,0.0001,6.9494,4.7285,4.7716,3826.7146,0.2896
1684.1724,0.0355,0.0664,88.1298,123.9669,8.6578,-0.0053,3.3444,3.3084,5.1267,5.1958,5.3941,5.5941,6.229,0.0001,0.0001,6.6003,4.6448,4.7245,3827.1333,0.2796
1684.02,-0.0047,0.0686,87.8652,115.4974,8.6809,-0.0065,3.1064,3.2658,5.0643,5.1341,5.3255,5.5096,6.1146,0.0001,0.0001,6.4565,4.8736,4.8729,3828.8572,0.2716
1683.8676,-0.01,0.0577,87.4189,113.318,8.6809,-0.0058,3.0635,3.2253,5.2802,5.3744,5.5645,5.7495,6.3722,0.0001,0.0001,6.7085,5.1316,4.9896,3827.3076,0.2739
1683.7152,0.0052,0.0132,86.8264,112.825,8.6578,-0.0027,3.2186,3.2005,5.4733,5.5947,5.7844,5.9671,6.5924,0.0001,0.0001,6.9404,4.9726,4.9778,3827.7144,0.2833
1683.5628,-0.001,0.0175,87.3578,116.8512,8.6693,-0.003,3.2623,3.2869,5.3157,5.4492,5.6349,5.8063,6.3996,0.0001,0.0001,6.7497,4.814,4.7527,3830.9287,0.3031
1683.4104,0.04,0.0428,88.6815,118.2417,8.6655,-0.0051,3.4173,3.3751,5.0884,5.2109,5.4052,5.5563,6.1039,0.0001,0.0001,6.5146,4.5628,4.5851,3850.0713,0.2817
1683.258,0.0683,0.0694,90.0673,122.9325,8.6809,-0.0081,3.4137,3.4114,4.83,4.93,5.1235,5.2557,5.7418,0.0001,0.0001,6.1147,4.427,4.4785,3834.9287,0.2683
1683.1056,0.0809,0.0849,90.9074,122.8146,8.6578,-0.0095,3.3968,3.3806,4.7836,4.8741,5.0599,5.2043,5.6585,0.0001,0.0001,6.0011,4.5073,4.4335,3840.6431,0.2853
1682.9532,-0.0075,0.0648,90.8698,123.3269,8.6578,-0.0077,3.087,3.2907,4.8306,4.9218,5.0874,5.2514,5.6949,0.0001,0.0001,6.0247,4.4135,4.4854,3831.9287,0.2987
1682.8008,0.07,0.0549,90.6189,118.498,8.6655,-0.0072,3.2722,3.2865,4.8473,4.9598,5.1067,5.2897,5.7295,0.0001,0.0001,6.076,4.521,4.5071,3798.4285,0.302
1682.6484,0.0055,0.0318,90.5505,117.6012,8.6655,-0.0048,3.2864,3.2958,4.9803,5.0952,5.2558,5.4531,5.8983,0.0001,0.0001,6.275,4.5999,4.6155,3834.8572,0.2879
1682.496,0.0048,0.0318,90.4067,113.7581,8.6655,-0.0048,3.3715,3.3749,5.0,5.0985,5.2817,5.4824,5.9333,0.0001,0.0001,6.3241,4.6386,4.6059,3831.2141,0.2956
1682.3436,-0.0132,0.039,90.4192,114.8388,8.704,-0.0049,3.4704,3.3943,5.0216,5.1229,5.3241,5.5299,5.989,0.0001,0.0001,6.4372,4.6162,4.6581,3835.3574,0.2917
1682.1912,0.0624,0.0487,89.187,110.5468,8.7194,-0.0062,3.3513,3.3779,4.9762,5.1068,5.3199,5.525,5.9925,0.0001,0.0001,6.4878,4.8064,4.8379,3839.8572,0.285
1682.0388,-0.0213,0.0587,87.8654,112.2725,8.704,-0.0073,3.2029,3.3252,5.1282,5.2771,5.5165,5.7162,6.2134,0.0001,0.0001,6.709,5.2337,5.0084,3837.4285,0.2936
1681.8864,0.0074,0.037,87.7696,110.1489,8.6886,-0.0063,3.1094,3.2747,5.5696,5.7735,6.0686,6.2838,6.8394,0.0001,0.0001,7.4364,5.0821,5.0142,3864.9285,0.2977
1681.734,0.0048,0.0276,87.85,115.3693,8.6809,-0.0058,3.1996,3.2984,5.2825,5.4694,5.703,5.9137,6.4456,0.0001,0.0001,6.9659,4.7555,4.709,3819.5,0.296
1681.5816,-0.0137,0.0157,89.2474,115.0576,8.6693,-0.0035,3.258,3.3244,5.0117,5.1895,5.3851,5.5674,6.096,0.0001,0.0001,6.5366,4.5183,4.5869,3813.7859,0.2744
1681.4292,-0.0136,0.0157,90.6069,119.4139,8.6693,-0.0014,3.3778,3.3208,4.8961,5.0555,5.2419,5.4224,5.9561,0.0001,0.0001,6.3472,4.4575,4.4366,3836.2856,0.2698
1681.2768,0.008,0.0032,91.0661,113.6851,8.5768,0.0012,3.2988,3.2235,4.9291,5.0518,5.2454,5.407,5.9657,0.0001,0.0001,6.3082,4.3173,4.3508,3806.6428,0.2719
1681.1244,0.0154,0.0032,92.3124,111.8116,8.4497,0.0005,3.2663,3.1267,4.9827,5.0978,5.2743,5.4611,6.0352,0.0162,0.0001,6.359,3.9824,3.1608,3805.2146,0.2803
1680.972,0.0663,0.0032,90.7087,110.744,8.3572,-0.0,2.8697,3.0527,4.7241,4.8858,5.0389,5.224,5.7853,0.031,0.0385,6.1202,2.4867,3.1136,3814.5002,0.2729
1680.8196,-0.016,0.0,90.2844,112.7562,8.5075,-0.0007,3.0157,3.0471,4.2118,4.3088,4.4252,4.5823,5.0669,0.057,0.0254,5.3122,3.7484,3.1469,3822.1428,0.2602
1680.6672,-0.0072,0.0,89.9681,109.5626,8.5884,-0.0008,3.0546,3.0883,5.4076,5.5497,5.7674,5.9746,6.5928,0.0001,0.0204,6.9908,4.4477,4.4277,3837.5,0.2608
1680.5148,0.0351,0.0296,88.6483,105.195,8.6115,-0.0032,3.2089,3.1864,5.1315,5.2416,5.4568,5.6443,6.1999,0.0001,0.0001,6.5617,4.5006,4.5184,3855.3079,0.2786
1680.3624,0.0249,0.024,89.5231,109.9241,8.6115,-0.0046,3.2988,3.2858,4.9749,5.1049,5.3153,5.5105,6.0395,0.0001,0.0001,6.4206,4.6175,4.6958,3812.9998,0.2811
1680.21,-0.0152,0.0341,89.0856,112.8641,8.6115,-0.0058,3.3059,3.3992,5.0723,5.2616,5.4858,5.6868,6.2325,0.0001,0.0001,6.686,4.9701,4.9229,3806.1538,0.2745
1680.0576,-0.0106,0.0177,88.8655,114.7813,8.6115,-0.0034,3.4467,3.4093,5.4078,5.563,5.827,6.0514,6.6038,0.0001,0.0001,7.0939,5.1105,4.9728,3806.5002,0.2769
1679.9052,0.0122,0.0128,88.6507,114.7816,8.6115,-0.0032,3.4001,3.3944,5.4959,5.6471,5.9357,6.1601,6.7136,0.0001,0.0001,7.2412,4.7941,4.783,3833.9287,0.2812
1679.7528,0.0086,0.0132,88.8227,115.7878,8.6346,-0.0034,3.3233,3.3353,5.1253,5.2604,5.503,5.7145,6.2202,0.0001,0.0001,6.6859,4.498,4.5566,3826.2144,0.2848
1679.6004,0.0185,0.0191,89.3075,118.6405,8.6423,-0.0051,3.2253,3.3306,4.9984,5.1063,5.3072,5.5206,6.0035,0.0001,0.0001,6.3952,4.4667,4.5042,3843.8572,0.3037
1679.448,0.0357,0.0432,90.0404,110.1006,8.6501,-0.0069,3.3709,3.3759,5.0145,5.0824,5.2657,5.4782,5.9482,0.0001,0.0001,6.3215,4.5383,4.4948,3829.0,0.3147
1679.2956,-0.0024,0.0433,90.2624,111.9287,8.6578,-0.0065,3.3294,3.4062,4.9931,5.0196,5.1935,5.3742,5.8504,0.0001,0.0001,6.1308,4.4752,4.4694,3825.2141,0.3217
1679.1432,0.0164,0.0374,90.7641,110.5591,8.7502,-0.0052,3.3601,3.394,4.8619,4.8968,5.049,5.2092,5.6728,0.0001,0.0001,5.9236,4.3794,4.3918,3793.5715,0.311
1678.9908,-0.0094,0.0133,91.2643,117.3327,8.7156,-0.0032,3.3022,3.328,4.8141,4.8652,5.0273,5.1702,5.6314,0.0001,0.0001,5.8997,4.3959,4.393,3841.2144,0.3032
1678.8384,-0.0124,0.0221,91.1388,118.6876,8.704,-0.0001,3.2677,3.2625,4.8687,4.9385,5.0968,5.2237,5.7005,0.0001,0.0001,5.9749,4.4393,4.3946,3826.2859,0.2918
1678.686,0.0148,0.022,91.1816,121.2541,8.704,0.0009,3.1851,3.2582,4.8548,4.9392,5.0921,5.2208,5.6875,0.0001,0.0001,5.9715,4.4095,4.4651,3834.0002,0.2771
1678.5336,0.0366,0.022,90.8031,120.9973,8.704,0.0016,3.3367,3.2714,4.9099,5.0438,5.1821,5.3188,5.7907,0.0001,0.0001,6.121,4.5308,4.5333,3837.7144,0.2681
1678.3812,-0.0027,0.0277,90.4898,120.1253,8.6578,-0.0011,3.259,3.3181,5.0571,5.2002,5.3456,5.499,5.9901,0.0001,0.0001,6.354,4.6698,4.6272,3796.7144,0.271
1678.2288,0.0373,0.0465,90.506,116.283,8.6578,-0.0041,3.4003,3.3485,5.1388,5.2554,5.4151,5.5783,6.0681,0.0001,0.0001,6.419,4.6318,4.6482,3807.3572,0.2865
1678.0764,-0.0171,0.0493,90.6237,111.0326,8.6578,-0.0057,3.2693,3.357,5.1228,5.2318,5.4097,5.5854,6.0699,0.0001,0.0001,6.4467,4.6184,4.5882,3851.0,0.3048
1677.924,-0.01,0.0406,88.3641,106.3711,8.6462,-0.0049,3.2208,3.322,5.0904,5.1967,5.3857,5.5668,6.0457,0.0001,0.0001,6.4412,4.5039,4.7659,3836.4287,0.3209
1677.7716,0.0507,0.0161,86.8142,108.4072,8.5306,-0.0024,3.3601,3.2478,5.0671,5.2123,5.4157,5.6151,6.1006,0.0001,0.0193,6.5772,4.9461,4.7539,3862.0715,0.3219
1677.6192,-0.0051,0.0198,86.629,114.7813,8.6115,-0.0026,3.0105,3.2312,5.4041,5.6126,5.8343,6.0547,6.5737,0.0738,0.0314,7.1065,4.8683,4.8434,3832.7695,0.2989
