TVD,GR,T-TEMP,ROP
116.7384,65.947,23.6499,18.7581
116.8908,65.1673,23.6447,18.8953
117.0432,64.7507,23.6696,18.9843
117.1956,64.5746,23.6632,18.966
117.348,65.2645,23.6868,18.9478
117.5004,64.9572,23.6716,18.9282
117.6528,65.4176,23.6632,18.8641
117.8052,67.1199,23.6815,18.8001
117.9576,68.1643,23.6998,18.7361
118.11,69.6358,23.7005,18.6174
118.2624,69.0061,23.6887,18.4802
118.4148,67.1034,23.677,18.343
118.5672,64.6578,23.7275,18.27
118.7196,63.8384,23.7151,18.27
118.872,61.3095,23.7205,18.27
119.0244,59.4657,23.7205,18.2016
119.1768,60.5099,23.7205,17.8359
119.3292,62.5307,23.7208,17.4701
119.4816,64.1307,23.7265,17.1043
119.634,67.4023,23.7323,17.3214
119.7864,67.3522,23.7357,17.5988
119.9388,67.0526,23.7357,17.8761
120.0912,66.2863,23.7364,18.1383
120.2436,65.0377,23.7607,18.3913
120.396,64.7573,23.7537,18.6443
120.5484,65.1565,23.7556,18.8468
120.7008,63.6454,23.7632,18.9535
120.8532,63.6023,23.7704,19.0602
121.0056,63.6066,23.7774,19.1884
121.158,61.8323,23.779,19.6304
121.3104,61.234,23.7729,20.0724
121.4628,61.9775,23.7668,20.5144
121.6152,61.85,23.8018,20.4189
121.7676,62.6724,23.7891,20.1751
121.92,62.2159,23.7789,19.9312
122.0724,62.9482,23.7726,19.7379
122.2248,63.0672,23.7663,19.5947
122.3772,62.377,23.7796,19.4514
122.5296,63.8321,23.7928,19.3658
122.682,63.8631,23.8383,19.4816
122.8344,62.9636,23.8291,19.5974
122.9868,64.0974,23.9612,19.7133
123.1392,65.0038,23.9896,19.565
123.2916,63.7885,23.9786,19.4004
123.444,63.7407,23.9722,19.2358
123.5964,63.7906,23.9658,18.4686
123.7488,62.2069,24.0225,17.3926
123.9012,64.1893,24.0163,16.3166
124.0536,64.3535,24.0133,16.1046
124.206,65.0775,24.0103,17.2995
124.3584,65.7911,23.9912,18.4944
124.5108,64.4133,24.0232,19.5943
124.6632,63.7649,24.0113,19.8382
124.8156,62.7883,23.9994,20.0821
124.968,61.9058,24.0302,20.3259
125.1204,61.8397,24.0126,20.35
125.2728,62.5168,23.9952,20.3256
125.4252,64.0747,24.0069,20.3013
125.5776,64.6118,24.0187,20.2063
125.73,64.5229,24.0209,20.0508
125.8824,64.6025,24.0091,19.8954
126.0348,64.085,23.9974,19.7879
126.1872,63.1995,23.9907,19.8183
126.3396,62.6222,23.9853,19.8488
126.492,62.2945,23.9821,19.8793
126.6444,60.9212,24.0321,19.874
126.7968,62.1232,24.0212,19.8679
126.9492,62.6316,24.011,19.8618
127.1016,65.0505,24.0212,19.9938
127.254,65.1136,24.0158,20.1858
127.4064,64.2333,24.0103,20.3779
127.5588,64.9318,24.0003,20.329
