DEPT,GR,T-TEMP,ROP
80.1624,38.0612,24.8032,20.7367
80.3148,37.9687,24.8032,20.8555
80.4672,38.1667,24.8032,20.9744
80.6196,37.5799,24.8032,20.8493
80.772,37.326,24.8032,20.6573
80.9244,37.0792,24.8032,20.4653
81.0768,36.3215,24.8032,20.3516
81.2292,37.6874,24.8032,20.315
81.3816,39.2254,24.8032,20.2784
81.534,42.2663,24.8032,20.2799
81.6864,42.444,24.8032,20.414
81.8388,42.1429,24.8032,20.5481
81.9912,41.8112,24.8032,20.6823
82.1436,41.7564,24.8032,20.7474
82.296,41.2107,24.8032,20.8084
82.4484,41.7944,24.8032,20.8694
82.6008,41.5853,24.8032,20.9283
82.7532,41.3642,24.8032,20.9862
82.9056,41.1019,24.8032,21.0441
83.058,40.8376,24.8032,20.9257
83.2104,40.1689,24.8032,20.5203
83.3628,40.3897,24.8032,20.115
83.5152,40.3943,24.8032,19.7637
83.6676,39.6887,24.5052,19.9008
83.82,40.0066,23.4252,20.038
83.9724,40.3789,23.4252,20.1752
84.1248,41.7332,23.4252,20.19
84.2772,42.3248,23.4252,20.1778
84.4296,43.319,23.4252,20.1656
84.582,42.7613,23.4252,19.0284
84.7344,41.5661,23.4252,16.9253
84.8868,41.5834,23.4252,14.8222
85.0392,41.0115,23.4252,13.9828
85.1916,41.1582,23.4252,16.7931
85.344,42.0622,23.4252,19.6034
85.4964,41.5393,23.4252,22.4136
85.6488,41.7498,23.4252,22.6615
85.8012,42.8316,22.7557,22.8475
85.9536,42.4319,22.0472,23.0334
86.106,42.0714,22.0472,23.09
86.2584,42.2403,22.0472,23.09
86.4108,40.9897,22.0472,23.09
86.5632,40.0538,22.0472,23.1886
86.7156,39.5037,22.0472,23.4263
86.868,38.5959,22.0472,23.6641
87.0204,37.9014,22.0472,23.7619
87.1728,39.5152,22.0472,22.9542
87.3252,40.6329,22.0472,22.1464
87.4776,41.8216,22.0472,21.3387
87.63,42.5633,22.0472,21.1108
87.7824,42.9243,22.0472,20.9828
87.9348,41.6427,22.0472,20.8548
88.0872,41.9306,22.0472,20.9273
88.2396,41.9317,22.0472,21.1498
88.392,42.0909,22.0472,21.3723
88.5444,41.5385,22.0472,21.5558
88.6968,41.0139,22.0472,21.6441
88.8492,40.0981,22.0472,21.7325
89.0016,39.9928,22.0472,21.8191
89.154,41.7296,22.0472,21.7307
89.3064,42.129,22.0472,21.6423
89.4588,42.5036,22.0472,21.5539
89.6112,42.0709,22.0472,21.3209
89.7636,41.7721,22.0472,21.0344
89.916,41.9998,22.0472,20.7479
90.0684,42.3219,22.0472,20.6434
90.2208,43.4306,22.0472,20.7622
90.3732,43.3832,22.0472,20.8811
90.5256,45.1814,22.0472,20.8331
90.678,47.1108,22.0472,19.9583
90.8304,48.6631,22.0472,19.0835
90.9828,49.1073,22.0472,18.2087
91.1352,49.4624,22.0472,18.9834
91.2876,48.5865,22.0472,19.9679
91.44,49.1066,22.0472,20.9524
91.5924,49.0,22.0472,21.8445
91.7448,47.8999,22.0472,22.6766
91.8972,46.6294,22.0472,23.5087
92.0496,44.0449,22.0472,24.0224
92.202,44.4809,22.4214,23.8761
92.3544,44.965,22.8042,23.7298
92.5068,46.3884,23.187,23.5439
92.6592,47.9862,23.4252,22.5106
92.8116,47.6111,23.4252,21.4774
92.964,47.3011,23.4252,20.4441
93.1164,47.2319,23.4252,18.5867
93.2688,46.5383,23.4252,16.4744
93.4212,45.9687,23.4252,14.3622
93.5736,47.0,23.4252,14.2297
93.726,47.1605,23.4252,16.217
93.8784,47.527,23.4252,18.2043
94.0308,49.0347,23.4252,19.5682
94.1832,49.1943,23.4252,18.471
94.3356,48.5633,23.4252,17.3737
94.488,48.9669,23.4252,16.2764
94.6404,48.875,23.4252,19.5568
94.7928,48.7025,23.4252,23.2113
94.9452,48.6438,23.4252,26.8659
95.0976,48.3361,23.4252,28.8437
95.25,46.2591,23.4252,29.88
95.4024,45.2904,23.4252,30.9163
95.5548,45.3344,23.4252,31.6195
95.7072,46.1187,23.4252,31.7292
95.8596,47.3092,23.4252,31.8389
96.012,48.6985,23.4252,31.8764
96.1644,48.7507,23.4252,31.0687
96.3168,48.1458,23.4252,30.261
96.4692,49.0938,23.4252,29.4532
96.6216,49.3803,23.4252,30.6373
96.774,49.3572,23.4252,32.3259
96.9264,49.0234,23.4252,34.0145
97.0788,47.8333,23.4252,32.3084
97.2312,47.7147,23.4252,27.4316
97.3836,48.0075,23.4252,22.5548
97.536,48.5536,23.4252,18.8667
97.6884,48.6116,23.4252,19.0222
97.8408,48.1851,23.4252,19.1776
97.9932,48.3924,23.4252,19.3331
98.1456,49.4286,23.4252,17.9189
98.298,49.375,23.4252,16.4315
98.4504,49.6227,23.4252,14.9441
98.6028,51.0356,23.4252,14.7602
98.7552,49.7503,23.4252,15.2052
98.9076,48.5628,23.4252,15.6502
99.06,49.8808,23.4252,15.8396
99.2124,49.0182,23.4252,15.6354
99.3648,48.86,23.4252,15.4312
99.5172,50.7815,23.4252,15.2252
99.6696,50.7916,23.4252,15.0058
99.822,51.2363,23.4252,14.7863
99.9744,51.4748,23.4252,14.5669
100.1268,50.9062,23.4252,14.9814
100.2792,50.9688,23.4252,15.524
100.4316,50.4286,23.4252,16.0665
100.584,49.7755,23.4252,15.8732
100.7364,49.7523,23.4252,15.0807
100.8888,48.321,23.4252,14.2882
101.0412,48.75,23.4252,13.4035
101.1936,49.9492,23.4252,12.2696
101.346,51.2815,23.4252,11.1358
101.4984,51.3526,23.4252,10.0019
101.6508,52.6706,23.4252,9.9659
101.8032,52.0943,23.4252,9.9415
101.9556,51.5671,23.4252,9.9171
102.108,53.2778,23.4252,9.897
102.2604,53.5602,23.4252,9.8788
102.4128,55.0318,23.4252,9.8605
102.5652,56.0,23.4252,9.8096
102.7176,56.4999,23.4252,9.7151
102.87,57.107,23.4252,9.6206
103.0224,58.0214,23.4252,9.5463
103.1748,58.4996,23.4252,9.5889
103.3272,59.2945,23.4252,9.6316
103.4796,60.0716,23.4252,9.6743
103.632,60.1941,23.4252,8.2333
103.7844,60.5527,23.4252,6.563
103.9368,59.8961,23.4252,4.8927
104.0892,59.4097,23.4252,9.4325
104.2416,59.168,23.4252,18.3723
104.394,58.8926,23.4252,27.312
104.5464,59.4259,23.4252,31.6508
104.6988,59.1393,23.4252,25.4786
104.8512,58.8579,23.4252,19.3064
105.0036,57.438,23.4252,13.3147
105.156,55.75,23.4252,14.7838
105.3084,55.2858,23.4252,16.253
105.4608,57.0697,23.4252,17.7221
105.6132,59.1358,23.4252,16.2503
105.7656,60.1828,23.4252,13.7601
105.918,60.8571,23.4252,11.2699
106.0704,61.7502,23.4252,10.8156
106.2228,61.2612,23.4252,12.7328
106.3752,63.9288,23.4252,14.65
106.5276,63.5002,23.4252,16.2581
106.68,63.826,23.4252,16.4684
106.8324,64.2145,23.4252,16.6787
106.9848,64.5714,23.4252,16.889
107.1372,64.6639,23.4252,17.231
107.2896,64.5298,23.4252,17.5877
107.442,64.6428,23.4252,17.9443
107.5944,63.1952,23.4252,17.9837
107.7468,61.4334,23.4252,17.8283
107.8992,60.6162,23.4252,17.6728
108.0516,61.7179,23.4252,17.634
108.204,62.8031,23.4252,17.823
108.3564,64.4993,23.4252,18.0119
108.5088,66.1362,23.4252,18.1842
108.6612,65.438,23.4252,18.0836
108.8136,64.809,23.4252,17.983
108.966,64.4019,23.4252,17.8824
109.1184,62.9391,23.4252,18.0305
109.2708,63.6489,23.4252,18.25
109.4232,64.1508,23.4252,18.4694
109.5756,64.3577,23.4252,18.6329
