TVD,GR,T-TEMP,ROP
106.9848,64.5714,23.4252,16.8938
107.1372,64.6592,23.4252,17.2392
107.2896,64.533,23.4252,17.5958
107.442,64.6482,23.4252,17.9524
107.5944,63.1505,23.4252,17.9801
107.7468,61.3933,23.4252,17.8247
107.8992,60.6059,23.4252,17.6692
108.0516,61.7309,23.4252,17.6384
108.204,62.8405,23.4252,17.8273
108.3564,64.5576,23.4252,18.0163
108.5088,66.0808,23.4252,18.1818
108.6612,65.3941,23.4252,18.0813
108.8136,64.7952,23.4252,17.9807
108.966,64.3928,23.4252,17.8801
109.1184,62.9585,23.4252,18.0357
109.2708,63.6643,23.4252,18.2551
109.4232,64.1619,23.4252,18.4746
109.5756,64.3068,23.4252,18.6355
109.728,63.9051,23.4252,18.7421
109.8804,62.7897,23.4252,18.8488
110.0328,62.1316,23.4252,18.8637
110.1852,62.8998,23.4252,18.5863
110.3376,62.2107,23.4252,18.3089
110.49,62.7369,23.4252,18.0315
110.6424,63.3414,23.4252,18.4056
110.7948,63.2717,23.4252,18.808
110.9472,65.457,23.4252,19.2104
111.0996,64.6524,23.4252,19.3896
111.252,65.2876,23.4252,19.4627
111.4044,64.6527,23.4252,19.5359
111.5568,64.9357,23.4252,19.5848
111.7092,65.2037,23.4252,19.597
111.8616,66.0,23.4252,19.6092
112.014,64.0946,23.4252,19.6282
112.1664,62.0742,23.4252,19.6983
112.3188,59.1203,23.4252,19.7684
112.4712,60.5094,23.4252,19.8385
112.6236,60.4835,23.4252,19.7634
112.776,62.7642,23.4252,19.6597
112.9284,64.995,23.4252,19.5561
113.0808,65.6286,23.4252,19.2782
113.2332,64.9407,23.4252,18.8606
113.3856,64.9747,23.4252,18.443
113.538,62.2456,23.4252,18.2855
113.6904,60.7358,23.4252,18.8159
113.8428,60.2245,23.4252,19.3463
113.9952,61.095,23.4252,19.8766
114.1476,63.0103,23.4252,18.3959
114.3,65.0937,23.4252,16.9023
114.4524,66.2084,23.4252,15.4087
114.6048,65.4424,23.4252,15.7841
114.7572,64.7387,23.4252,16.9119
114.9096,63.4286,23.4252,18.0397
115.062,62.5714,23.4252,18.7261
115.2144,62.9636,23.4252,18.8328
115.3668,63.1046,23.4252,18.9395
115.5192,62.2354,23.4252,19.0305
115.6716,61.7676,23.4252,19.0335
115.824,61.7418,23.4252,19.0366
115.9764,61.6078,23.4252,19.0396
116.1288,62.1594,23.4252,18.9073
116.2812,63.5563,23.4252,18.7549
116.4336,64.9458,23.4252,18.6025
116.586,64.9486,23.4252,18.621
116.7384,65.0,23.4252,18.7581
116.8908,64.0498,23.4252,18.8953
117.0432,63.1341,23.4252,18.9843
117.1956,64.023,23.4252,18.966
117.348,64.842,23.4252,18.9478
117.5004,64.5714,23.4252,18.9282
117.6528,64.3914,23.4252,18.8641
117.8052,66.4449,23.4252,18.8001
117.9576,67.3294,23.4252,18.7361
118.11,68.1446,23.4252,18.6174
118.2624,68.2726,23.4252,18.4802
118.4148,65.1383,23.4252,18.343
118.5672,61.8071,23.4252,18.27
118.7196,60.3224,23.4252,18.27
118.872,57.6233,23.4252,18.27
119.0244,57.7019,23.4252,18.2016
119.1768,59.5323,23.4252,17.8359
119.3292,62.0072,23.4252,17.4701
119.4816,62.3333,23.4252,17.1043
119.634,66.5348,23.4252,17.3214
119.7864,66.9476,23.4252,17.5988
119.9388,65.8884,23.4252,17.8761
120.0912,66.5,23.4252,18.1383
120.2436,64.8839,23.4252,18.3913
120.396,64.7533,23.4252,18.6443
120.5484,64.9495,23.4252,18.8468
120.7008,63.6921,23.4252,18.9535
120.8532,62.0,23.4252,19.0602
121.0056,61.9483,23.4252,19.1884
121.158,60.0825,23.4252,19.6304
121.3104,58.4246,23.4252,20.0724
121.4628,59.6298,23.4252,20.5144
121.6152,59.2316,23.4252,20.4189
121.7676,59.4,23.4252,20.1751
121.92,59.7121,23.4252,19.9312
122.0724,59.2958,23.4252,19.7379
122.2248,60.7708,23.4252,19.5947
122.3772,60.4982,23.4252,19.4514
122.5296,61.5,23.4252,19.3658
122.682,62.6266,23.4252,19.4816
122.8344,62.3318,23.4252,19.5974
122.9868,63.3842,23.4252,19.7133
123.1392,64.0341,23.4252,19.565
123.2916,64.307,23.4252,19.4004
123.444,63.3195,23.4252,19.2358
123.5964,63.647,23.4252,18.4686
123.7488,63.3139,23.4252,17.3926
123.9012,63.6214,23.4252,16.3166
124.0536,63.1451,23.4252,16.1046
124.206,63.7142,23.4252,17.2995
124.3584,64.021,23.4252,18.4944
124.5108,62.6713,23.4252,19.5943
124.6632,62.698,23.4252,19.8382
124.8156,61.8558,23.4252,20.0821
124.968,60.1777,23.4252,20.3259
125.1204,60.1075,23.4252,20.35
125.2728,61.4545,23.4252,20.3256
125.4252,62.2992,23.4252,20.3013
125.5776,64.8435,23.4252,20.2063
125.73,63.5227,23.4252,20.0508
125.8824,61.8496,23.4252,19.8954
126.0348,62.2802,23.4252,19.7879
126.1872,61.3247,23.4252,19.8183
126.3396,60.7765,23.4252,19.8488
126.492,60.7634,23.4252,19.8793
126.6444,59.9005,23.4252,19.874
126.7968,60.7101,23.4252,19.8679
126.9492,62.2614,23.4252,19.8618
127.1016,64.7818,23.4252,19.9938
127.254,64.3377,23.4252,20.1858
127.4064,64.1082,23.4252,20.3779
127.5588,64.5282,23.4252,20.329
127.7112,64.2,23.4252,19.9418
127.8636,63.7108,23.4252,19.5547
128.016,64.476,23.4252,19.2196
128.1684,63.3255,23.4252,19.2165
128.3208,62.9389,23.4252,19.2135
128.4732,63.1061,23.4252,19.2104
128.6256,64.5603,23.4252,19.3533
128.778,64.9826,23.4252,19.5209
128.9304,63.6325,23.4252,19.6886
129.0828,65.1641,23.4252,19.8667
129.2352,63.2774,23.4252,20.0527
129.3876,61.9242,23.4252,20.2386
129.54,61.5877,23.4252,20.2779
129.6924,60.8889,23.4252,19.9639
129.8448,63.3444,23.4252,19.6499
129.9972,64.3171,23.4252,19.3409
130.1496,65.5205,23.4252,19.411
130.302,65.7337,23.4252,19.4811
130.4544,64.6436,23.4252,19.5512
130.6068,64.6722,23.4252,19.599
130.7592,63.514,23.4252,19.6386
130.9116,62.2476,23.4252,19.6783
131.064,61.5368,23.4252,19.711
131.2164,61.8576,23.4252,19.7354
131.3688,62.0,23.4252,19.7598
131.5212,64.8904,23.4252,19.8597
131.6736,64.8021,23.4252,20.326
131.826,65.3897,23.4252,20.7924
131.9784,63.8904,23.4252,21.2588
132.1308,59.471,23.4252,23.1524
132.2832,54.5225,23.4252,25.2221
132.4356,51.9732,23.4252,27.2918
132.588,52.3341,23.4252,29.2686
132.7404,52.3458,23.4252,31.1859
132.8928,53.07,23.4252,33.1032
133.0452,53.599,23.4252,33.4858
133.1976,54.3601,23.4252,30.7363
133.35,54.8546,23.4252,27.9869
133.5024,56.108,23.4252,25.7623
133.6548,56.75,23.4252,33.8979
133.8072,56.9671,23.4252,42.0335
133.9596,57.2278,23.4252,50.1691
134.112,57.0,23.4252,51.7886
134.2644,57.0,23.4252,51.435
134.4168,55.1512,23.4252,51.0814
