DEPT,GR,T-TEMP,ROP
124.206,65.0561,24.0108,17.265
124.3584,65.7845,23.9917,18.4599
124.5108,64.4156,24.0235,19.5873
124.6632,63.8051,24.0117,19.8311
124.8156,62.8269,23.9998,20.075
124.968,61.9125,24.0307,20.3188
125.1204,61.81,24.0131,20.3507
125.2728,62.5266,23.9955,20.3264
125.4252,64.0563,24.0066,20.302
125.5776,64.6288,24.0183,20.2108
125.73,64.5587,24.0212,20.0554
125.8824,64.5528,24.0095,19.9
126.0348,64.1125,23.9977,19.787
126.1872,63.1934,23.9909,19.8174
126.3396,62.5919,23.9854,19.8479
126.492,62.3474,23.98,19.8784
126.6444,60.8842,24.0324,19.8742
126.7968,62.1137,24.0215,19.8681
126.9492,62.5981,24.0106,19.862
127.1016,65.0752,24.0214,19.988
127.254,65.1321,24.016,20.18
127.4064,64.2333,24.0105,20.3721
127.5588,64.926,24.0006,20.3406
127.7112,64.5298,23.9905,19.9536
127.8636,62.7367,23.9805,19.5665
128.016,63.8293,24.0302,19.2197
128.1684,62.837,24.0144,19.2166
128.3208,62.6502,23.9986,19.2136
128.4732,63.5061,24.0104,19.2105
128.6256,64.9894,24.0104,19.3482
128.778,65.4162,24.0104,19.5158
128.9304,65.255,24.0201,19.6834
129.0828,65.931,24.0054,19.861
129.2352,64.2789,23.9906,20.0469
129.3876,63.7344,24.008,20.2329
129.54,63.8882,24.0065,20.2876
129.6924,63.1723,24.0025,19.9737
129.8448,65.0756,23.9984,19.6597
129.9972,65.2863,24.0087,19.3458
130.1496,65.8112,23.9963,19.4088
130.302,66.2718,23.9819,19.4789
130.4544,65.5701,23.9675,19.549
130.6068,66.1526,23.9531,19.5978
130.7592,64.9681,24.0,19.6374
130.9116,64.2657,23.9821,19.677
131.064,63.407,23.9641,19.7102
131.2164,63.1081,24.0035,19.7346
131.3688,62.6755,23.9972,19.759
131.5212,64.7794,23.9838,19.8449
131.6736,64.998,23.9703,20.3112
131.826,63.9426,23.9896,20.7776
131.9784,62.9826,23.9801,21.2439
132.1308,58.9474,23.9706,23.0863
132.2832,55.9453,23.9612,25.1559
132.4356,54.0307,23.952,27.2254
132.588,53.9261,23.9429,29.207
132.7404,54.3891,23.9515,31.1242
132.8928,54.5936,23.952,33.0414
133.0452,55.2734,23.9391,33.5746
133.1976,55.6783,23.9262,30.8253
133.35,55.8963,23.9208,28.076
133.5024,56.0944,23.9252,25.4981
133.6548,56.9693,23.9296,33.6332
133.8072,57.7519,23.934,41.7683
133.9596,58.1186,23.9576,49.9034
134.112,57.5963,23.9487,51.8002
134.2644,57.665,23.9397,51.4466
134.4168,56.084,23.9631,51.093
134.5692,56.1381,23.9546,46.8726
134.7216,58.0127,23.9462,38.0029
134.874,59.1463,23.9377,29.1332
135.0264,57.8506,23.9646,21.7857
135.1788,57.6686,23.9646,21.7034
135.3312,55.9062,23.9646,21.6212
135.4836,54.8845,23.9646,21.5389
135.636,56.5364,23.993,21.4212
135.7884,56.9723,23.9809,21.2993
135.9408,57.4675,23.9689,21.1774
136.0932,58.383,23.9569,20.3788
136.2456,58.0159,24.0072,19.1505
136.398,58.1182,24.0015,17.9221
136.5504,57.7177,23.9924,16.7149
136.7028,56.7223,23.9833,15.5506
136.8552,56.6404,23.9903,14.3863
137.0076,56.5114,23.9818,13.2812
137.16,57.3307,23.9733,13.3056
137.3124,57.1858,23.9648,13.33
137.4648,56.2051,24.0002,13.3544
137.6172,55.1025,23.9872,14.0491
137.7696,55.1005,23.9741,14.9452
137.922,56.0256,23.9959,15.8414
138.0744,57.5814,24.0004,16.2583
138.2268,57.8489,24.0049,16.173
138.3792,58.0555,24.0094,16.0876
138.5316,57.7994,24.007,15.8955
138.684,56.3433,24.0011,15.295
138.8364,56.7397,23.9953,14.6946
138.9888,56.7823,23.9914,14.0941
139.1412,57.1604,23.9867,14.7136
139.2936,58.2465,23.9819,15.4299
139.446,58.5914,24.0087,16.1462
139.5984,59.0836,24.0042,15.786
139.7508,61.2002,23.9997,14.835
139.9032,62.0809,23.9952,13.884
140.0556,64.4173,24.0339,13.1866
140.208,66.9306,24.025,12.9306
140.3604,67.8555,24.016,12.6745
140.5128,70.3893,24.0104,12.4618
140.6652,69.4835,24.0104,12.7208
140.8176,68.5924,24.0104,12.9799
140.97,67.629,24.0104,13.239
141.1224,68.8128,24.0187,13.5054
141.2748,68.9616,24.0097,13.7736
141.4272,70.2264,24.0007,14.0419
141.5796,70.2989,24.0219,14.1366
141.732,70.2934,24.0011,14.0726
141.8844,69.7279,23.9803,14.0086
142.0368,70.1697,23.9595,13.9791
142.1892,70.6354,23.9387,14.0584
142.3416,71.0705,23.9574,14.1376
142.494,70.2699,23.9467,14.2169
142.6464,68.6137,23.9361,12.92
142.7988,68.9855,23.9255,11.5667
142.9512,68.3233,23.9332,10.2133
143.1036,68.6076,23.9205,10.9175
143.256,69.5227,23.9067,12.5909
143.4084,69.2743,23.8928,14.2642
143.5608,68.1015,23.8789,15.2931
143.7132,68.82,23.9182,15.351
143.8656,68.7778,23.9107,15.4089
