DEPTH,BS:1,BS:2,BS:3,BS:4,BS:5,BS:6,DNPH:1,DNPH:2,DSO8,DSOZ,DTCO:1,DTCO:2,DTCO:3,DTCO:4,DTRP:1,DTRP:2,DTRP:3,DTRP:4,DTRS:1,DTRS:2,DTRS:3,DTRS:4,DTSM:1,DTSM:2,DTSM:3,DTSM:4,DTTP:1,DTTP:2,DTTP:3,DTTP:4,DTTS:1,DTTS:2,DTTS:3,DTTS:4,DT_XD_R,DT_XD_T,ECGR:1,ECGR:2,ECGR:3,ECGR:4,ECGR:5,ECGR:6,HCAL:1,HCAL:2,HCAL:3,HDRA:1,HDRA:2,HMIN:1,HMIN:2,HMNO:1,HMNO:2,HTEM:1,HTEM:2,HTNP,PEF8,PEFZ,RHO8,RHOZ,RLA1:1,RLA1:2,RLA2:1,RLA2:2,RLA3:1,RLA3:2,RLA4:1,RLA4:2,RLA5:1,RLA5:2,RM_HRLT:1,RM_HRLT:2,RT_HRLT:1,RT_HRLT:2,RXO8,RXOZ,RXO_HRLT:1,RXO_HRLT:2,SP:1,SP:2,TENS:1,TENS:2,TENS:3,TENS:4,TENS:5,TENS:6,TNPH
1284.2748,8.5,8.5,8.5,8.5,8.5,,0.007422,,,0.055808,108.1753,108.1996,108.1753,108.1996,106.4067,106.3525,106.4067,106.3525,203.2773,203.0316,203.2773,203.0316,204.9925,220.2864,204.9925,220.2864,109.9029,110.2096,109.9029,110.2096,206.6519,205.804,206.6519,205.804,219.0504,221.5162,73.3765,88.1249,73.3765,88.1249,88.4195,,8.6247,8.7419,,-0.007183,,1.5351,,1.3584,,41.6264,,,,2.8481,,2.3046,4.1337,,5.3907,,6.2416,,6.8088,,7.487,,0.12578,,9.6935,,,1.9101,2.2769,,-382.5625,,1504.7639,1484.0107,1504.7639,1484.0107,1484.2104,,0.30517
1284.4272,8.5,8.5,8.5,8.5,8.5,,0.0081292,,,0.072415,108.0552,108.2414,108.0552,108.2414,106.1905,106.4707,106.1905,106.4707,203.6344,203.6003,203.6344,203.6003,205.3432,220.7255,205.3432,220.7255,109.7566,110.0193,109.7566,110.0193,207.3085,207.1822,207.3085,207.1822,218.9583,222.4671,71.5933,87.9427,71.5933,87.9427,88.6526,,8.5789,8.7018,,-0.008512,,1.4189,,1.2559,,41.6264,,,,2.877,,2.2897,3.96,,5.2709,,6.0943,,6.6384,,7.3227,,0.125302,,9.4853,,,1.8444,2.1169,,-382.2195,,1514.4996,1481.8373,1514.4996,1481.8373,1483.7114,,0.318512
1284.5796,8.5,8.5,8.5,8.5,8.5,,0.0085756,,,0.068942,107.8816,108.0879,107.8816,108.0879,105.8875,106.1898,105.8875,106.1898,203.5733,203.6059,203.5733,203.6059,205.9327,221.334,205.9327,221.334,109.7334,109.8118,109.7334,109.8118,208.0311,207.4816,208.0311,207.4816,219.4546,223.1042,69.1812,86.377,69.1812,86.377,87.4432,,8.5384,8.6632,,-0.008134,,1.3401,,1.1867,,41.6264,,,,2.8955,,2.2843,3.8625,,5.1817,,6.0089,,6.5276,,7.2175,,0.124595,,9.3612,,,1.7642,2.0445,,-381.8277,,1522.8096,1473.3444,1522.8096,1473.3444,1476.8602,,0.323276
1284.732,8.5,8.5,8.5,8.5,8.5,,0.0086536,,,0.054241,107.7853,107.8531,107.7853,107.8531,105.7462,105.8903,105.7462,105.8903,202.0711,202.8693,202.0711,202.8693,205.9974,222.4032,205.9974,222.4032,109.7763,109.6632,109.7763,109.6632,209.1503,207.4195,209.1503,207.4195,220.6562,224.1937,67.7375,84.3995,67.7375,84.3995,85.2359,,8.5292,8.6439,,-0.006866,,1.3299,,1.177,,41.6264,,,,2.896,,2.2907,3.8361,,5.1204,,5.9574,,6.4449,,7.1353,,0.124273,,9.2456,,,1.736,2.0377,,-381.59,,1518.8976,1467.3713,1518.8976,1467.3713,1466.4807,,0.32128
1284.8844,8.5,8.5,8.5,8.5,8.5,,0.0084,,,0.046223,107.7014,107.7257,107.7014,107.7257,105.632,105.7655,105.632,105.7655,200.8482,202.6174,200.8482,202.6174,205.3994,223.7841,205.3994,223.7841,109.7558,109.6741,109.7558,109.6741,209.646,207.7064,209.646,207.7064,221.6895,226.0176,67.1977,83.3124,67.1977,83.3124,83.9424,,8.548,8.6641,,-0.006171,,1.3801,,1.2209,,41.6264,,,,2.8797,,2.299,3.8559,,5.1573,,5.9797,,6.4592,,7.1537,,0.124373,,9.2443,,,1.7586,2.0303,,-381.6265,,1503.9667,1471.1946,1503.9667,1471.1946,1469.6809,,0.318064
1285.0368,8.5,8.5,8.5,8.5,8.5,,0.0080244,,,0.045148,107.4703,107.5788,107.4703,107.5788,105.4211,105.659,105.4211,105.659,200.8689,202.571,200.8689,202.571,205.0346,224.4909,205.0346,224.4909,109.4049,109.4395,109.4049,109.4395,209.2411,208.0566,209.2411,208.0566,221.8433,227.1683,66.7776,82.6497,66.7776,82.6497,83.2769,,8.5803,8.6992,,-0.006029,,1.44,,1.2741,,41.6264,,,,2.8421,,2.3016,3.8761,,5.2615,,6.069,,6.5745,,7.2714,,0.12448,,9.4008,,,1.7747,1.9967,,-381.6265,,1500.5089,1473.9399,1500.5089,1473.9399,1474.1426,,0.31436
1285.1892,8.5,8.5,8.5,8.5,8.5,,0.0077732,,,0.041783,107.1528,107.3798,107.1528,107.3798,105.194,105.4392,105.194,105.4392,200.6331,201.1186,200.6331,201.1186,205.075,224.4381,205.075,224.4381,109.0354,109.1772,109.0354,109.1772,209.1381,208.4792,209.1381,208.4792,221.8038,227.0763,66.7328,82.3281,66.7328,82.3281,82.6861,,8.592,8.7065,,-0.005749,,1.3919,,1.2313,,41.6264,,,,2.7865,,2.2986,3.8277,,5.2513,,6.0642,,6.5974,,7.2818,,0.124029,,9.4546,,,1.7265,1.9534,,-381.3612,,1502.1934,1472.9944,1502.1934,1472.9944,1473.4222,,0.307876
1285.3416,8.5,8.5,8.5,8.5,8.5,,0.0076512,,,0.035239,106.8327,107.1748,106.8327,107.1748,105.0892,105.1996,105.0892,105.1996,199.7543,199.0397,199.7543,199.0397,205.0942,224.2176,205.0942,224.2176,108.4742,109.0523,108.4742,109.0523,209.9255,208.6496,209.9255,208.6496,221.8844,226.5763,67.1751,82.1858,67.1751,82.1858,82.6909,,8.5795,8.6968,,-0.005327,,1.2627,,1.1168,,41.6264,,,,2.7416,,2.2951,3.7526,,5.1237,,5.9611,,6.5084,,7.1706,,0.123122,,9.3589,,,1.6056,1.9443,,-380.8597,,1505.5736,1471.9855,1505.5736,1471.9855,1472.0961,,0.301368
1285.494,8.5,8.5,8.5,8.5,8.5,,0.0075976,,,0.033251,106.7463,106.9643,106.7463,106.9643,105.1183,105.0873,105.1183,105.0873,199.605,197.9273,199.605,197.9273,205.2651,223.9278,205.2651,223.9278,108.3469,108.8363,108.3469,108.8363,211.1656,208.7319,211.1656,208.7319,221.6826,226.1063,68.4454,81.7261,68.4454,81.7261,82.2012,,8.5752,8.6987,,-0.005288,,1.1544,,1.0273,,41.6264,,,,2.7432,,2.2967,3.7196,,5.0022,,5.8623,,6.4212,,7.0543,,0.122642,,9.2413,,,1.544,1.9777,,-380.311,,1518.1639,1472.5646,1518.1639,1472.5646,1471.8075,,0.300253
1285.6464,8.5,8.5,8.5,8.5,8.5,,0.0077,,,0.036861,106.8727,106.767,106.8727,106.767,105.2791,105.1341,105.2791,105.1341,200.1897,198.0707,200.1897,198.0707,205.6469,223.7519,205.6469,223.7519,108.5703,108.3919,108.5703,108.3919,211.2849,209.7988,211.2849,209.7988,221.417,226.0521,70.5132,81.6392,70.5132,81.6392,81.9132,,8.5892,8.7105,,-0.005566,,1.2037,,1.0782,,41.6264,,,,2.7934,,2.3053,3.7325,,4.9607,,5.8364,,6.4088,,7.0119,,0.123317,,9.1994,,,1.634,2.0105,,-379.936,,1527.6216,1476.9396,1527.6216,1476.9396,1474.4529,,0.307165
1285.7988,8.5,8.5,8.5,8.5,8.5,,0.0078268,,,0.033703,107.0686,106.7759,107.0686,106.7759,105.5474,105.2958,105.5474,105.2958,200.535,198.979,200.535,198.979,206.3237,224.0939,206.3237,224.0939,108.7397,108.2553,108.7397,108.2553,212.1461,210.4012,212.1461,210.4012,220.8926,227.121,71.0622,82.3842,71.0622,82.3842,82.3351,,8.6076,8.7311,,-0.005073,,1.4389,,1.2796,,41.6264,,,,2.845,,2.3169,3.772,,5.0238,,5.9023,,6.4894,,7.0629,,0.124536,,9.2658,,,1.8506,2.0091,,-379.7347,,1526.8442,1483.1853,1526.8442,1483.1853,1482.661,,0.31643
1285.9512,8.5,8.5,8.5,8.5,8.5,,0.0077756,,,0.028633,107.2568,107.1022,107.2568,107.1022,105.8002,105.5155,105.8002,105.5155,201.196,200.6263,201.196,200.6263,207.0664,225.1851,207.0664,225.1851,108.8457,108.7148,108.8457,108.7148,213.6175,211.3463,213.6175,211.3463,221.6038,228.7433,68.3439,84.0963,68.3439,84.0963,83.9148,,8.6299,8.7624,,-0.004344,,1.6127,,1.4273,,41.6264,,,,2.8497,,2.3181,3.9071,,5.3007,,6.2408,,6.8607,,7.4318,,0.124832,,9.7766,,,1.9899,2.0078,,-379.5472,,1518.8864,1480.8112,1518.8864,1480.8112,1483.0872,,0.322091
1286.1036,8.5,8.5,8.5,8.5,8.5,,0.0079904,,,0.036715,107.3567,107.6036,107.3567,107.6036,105.8356,105.7743,105.8356,105.7743,202.5881,202.3167,202.5881,202.3167,207.6416,227.1414,207.6416,227.1414,108.8517,109.7562,108.8517,109.7562,213.4955,212.7299,213.4955,212.7299,224.2611,230.1102,64.1975,85.3641,64.1975,85.3641,85.8459,,8.6347,8.7606,,-0.004883,,1.4966,,1.3243,,41.6264,,,,2.7968,,2.2998,3.9377,,5.4504,,6.4936,,7.1201,,7.7001,,0.123954,,10.1832,,,1.8422,1.9428,,-379.2668,,1512.8639,1480.6213,1512.8639,1480.6213,1476.8046,,0.328193
1286.256,8.5,8.5,8.5,8.5,8.5,,0.008512,,,0.056881,107.3648,107.6815,107.3648,107.6815,105.815,106.0215,105.815,106.0215,205.1267,204.3127,205.1267,204.3127,208.3147,228.9339,208.3147,228.9339,108.9222,109.5373,108.9222,109.5373,212.9155,213.1311,212.9155,213.1311,226.5215,231.3252,61.9938,84.2961,61.9938,84.2961,85.5996,,8.6088,8.7271,,-0.006734,,1.2162,,1.0756,,41.6264,,,,2.7143,,2.2704,3.7549,,5.2597,,6.3307,,6.9056,,7.4769,,0.122232,,9.9142,,,1.5692,1.8073,,-378.8902,,1507.9044,1492.8918,1507.9044,1492.8918,1489.7388,,0.336169
1286.4084,8.5,8.5,8.5,8.5,8.5,,0.0084732,,,0.068522,107.4451,107.5586,107.4451,107.5586,106.0434,106.4739,106.0434,106.4739,209.3204,206.9174,209.3204,206.9174,209.9046,230.3563,209.9046,230.3563,109.0261,108.7965,109.0261,108.7965,212.6678,213.8193,212.6678,213.8193,228.1944,232.5642,62.672,81.2729,62.672,81.2729,82.7172,,8.5925,8.7123,,-0.007963,,1.067,,0.9432,,41.6264,,,,2.6397,,2.2487,3.6158,,5.096,,6.1598,,6.6897,,7.2558,,0.12019,,9.6206,,,1.387,1.7172,,-378.561,,1496.7019,1494.8552,1496.7019,1494.8552,1498.2335,,0.331822
1286.5608,8.5,8.5,8.5,8.5,8.5,,0.0079048,,,0.059445,107.5255,107.783,107.5255,107.783,106.3565,106.8543,106.3565,106.8543,212.3617,209.8289,212.3617,209.8289,211.9652,231.705,211.9652,231.705,108.8756,108.8543,108.8756,108.8543,212.7865,214.0756,212.7865,214.0756,229.9025,233.5641,64.2892,78.9545,64.2892,78.9545,79.5728,,8.6115,8.7346,,-0.007285,,1.0439,,0.9228,,41.6264,,,,2.5981,,2.2436,3.5713,,5.0517,,6.0816,,6.6004,,7.1689,,0.11892,,9.4803,,,1.3216,1.6803,,-378.375,,1486.962,1484.9113,1486.962,1484.9113,1487.4873,,0.319461
1286.7132,8.5,8.5,8.5,8.5,8.5,,0.0072928,,,0.038252,107.4714,107.835,107.4714,107.835,106.5105,106.97,106.5105,106.97,212.6274,211.8211,212.6274,211.8211,212.5444,232.6049,212.5444,232.6049,108.4963,108.821,108.4963,108.821,212.4891,214.4586,212.4891,214.4586,231.3414,233.9662,65.9052,78.9762,65.9052,78.9762,79.0441,,8.6643,8.7857,,-0.005371,,1.0443,,0.923,,41.6264,,,,2.5902,,2.2497,3.5245,,5.0248,,5.9713,,6.5004,,7.0707,,0.118622,,9.3073,,,1.3088,1.6402,,-378.3568,,1479.0426,1479.7058,1479.0426,1479.7058,1479.5729,,0.311814
1286.8656,8.5,8.5,8.5,8.5,8.5,,0.0070512,,,0.022082,107.2592,107.7091,107.2592,107.7091,106.2767,106.9549,106.2767,106.9549,212.0391,212.0351,212.0391,212.0351,211.9075,232.8408,211.9075,232.8408,108.0583,108.4242,108.0583,108.4242,211.6497,214.2415,211.6497,214.2415,232.2082,233.6257,67.7581,79.6064,67.7581,79.6064,80.0469,,8.6948,8.8046,,-0.00379,,1.0403,,0.9195,,41.6264,,,,2.6027,,2.2568,3.4437,,4.9606,,5.8039,,6.3522,,6.9137,,0.118629,,9.0683,,,1.3085,1.5913,,-378.593,,1477.7535,1481.0563,1477.7535,1481.0563,1480.5728,,0.30893
1287.018,8.5,8.5,8.5,8.5,8.5,,0.007122,,,0.017851,106.8134,107.3857,106.8134,107.3857,105.509,106.4534,105.509,106.4534,211.4973,211.5272,211.4973,211.5272,210.7388,232.0851,210.7388,232.0851,107.6926,108.0083,107.6926,108.0083,209.8011,212.2844,209.8011,212.2844,232.0347,232.1867,69.4286,78.7571,69.4286,78.7571,79.5891,,8.6633,8.7737,,-0.003249,,1.042,,0.921,,41.6264,,,,2.6331,,2.2607,3.3881,,4.8884,,5.6897,,6.2546,,6.8129,,0.118522,,8.9406,,,1.3194,1.5833,,-379.0152,,1492.4843,1479.7028,1492.4843,1479.7028,1481.2946,,0.30426
1287.1704,8.5,8.5,8.5,8.5,8.5,,0.0073024,,,0.018202,106.0229,106.8082,106.0229,106.8082,104.5496,105.6812,104.5496,105.6812,210.0826,210.3102,210.0826,210.3102,209.1402,230.3259,209.1402,230.3259,107.2615,107.5706,107.2615,107.5706,207.2905,209.2016,207.2905,209.2016,231.3322,229.5315,72.104,77.4522,72.104,77.4522,77.9022,,8.6073,8.7256,,-0.003273,,1.0722,,0.9494,,41.6264,,,,2.6828,,2.2659,3.3841,,4.8221,,5.6728,,6.2362,,6.8033,,0.118939,,8.9614,,,1.3552,1.622,,-379.4847,,1511.0502,1479.6626,1511.0502,1479.6626,1476.77,,0.298167
1287.3228,8.5,8.5,8.5,8.5,8.5,,0.0074,,,0.020154,104.7074,106.1379,104.7074,106.1379,103.8294,104.761,103.8294,104.761,207.7955,208.5258,207.7955,208.5258,206.9852,227.6447,206.9852,227.6447,105.2828,107.0415,105.2828,107.0415,204.9981,206.9265,204.9981,206.9265,228.9938,226.2463,76.226,77.6881,76.226,77.6881,77.5055,,8.5743,8.7011,,-0.003598,,1.1409,,1.012,,41.6264,,,,2.7424,,2.278,3.4127,,4.7818,,5.7064,,6.2576,,6.8288,,0.120668,,9.0275,,,1.4476,1.6737,,-379.9985,,1521.1781,1489.2861,1521.1781,1489.2861,1486.8303,,0.295027
1287.4752,8.5,8.5,8.5,8.5,8.5,,0.0073512,,,0.025656,103.5323,105.2876,103.5323,105.2876,103.3429,103.7902,103.3429,103.7902,205.8578,206.9347,205.8578,206.9347,204.8134,224.1849,204.8134,224.1849,103.1496,106.3497,103.1496,106.3497,202.8721,204.532,202.8721,204.532,225.0774,223.1332,79.1371,80.0655,79.1371,80.0655,79.4593,,8.5999,8.721,,-0.004224,,1.3025,,1.1537,,41.6264,,,,2.79,,2.2991,3.581,,4.9922,,5.9973,,6.5632,,7.1592,,0.123351,,9.4833,,,1.6336,1.7658,,-380.625,,1515.9028,1489.0073,1515.9028,1489.0073,1493.077,,0.297994
1287.6276,8.5,8.5,8.5,8.5,8.5,,0.0072976,,,0.032085,103.1948,104.4529,103.1948,104.4529,103.0143,103.2275,103.0143,103.2275,204.643,205.6358,204.643,205.6358,202.9594,221.4741,202.9594,221.4741,103.2776,105.5033,103.2776,105.5033,200.7729,201.6697,200.7729,201.6697,222.4102,220.532,78.4614,82.8847,78.4614,82.8847,82.7308,,8.6195,8.745,,-0.005,,1.5744,,1.3958,,41.6264,,,,2.809,,2.3248,3.9626,,5.5618,,6.6968,,7.3265,,7.9858,,0.125932,,10.6055,,,1.9351,1.9375,,-381.2972,,1499.9471,1478.6444,1499.9471,1478.6444,1480.1755,,0.301586
1287.78,8.5,8.5,8.5,8.5,8.5,,0.0073756,,,0.034301,102.9255,103.7018,102.9255,103.7018,102.8871,103.0179,102.8871,103.0179,204.2206,204.629,204.2206,204.629,201.2029,219.5486,201.2029,219.5486,103.0946,104.3052,103.0946,104.3052,198.4204,199.725,198.4204,199.725,221.2162,217.8498,75.8829,84.5175,75.8829,84.5175,84.6021,,8.606,8.7347,,-0.005434,,1.8546,,1.6525,,41.6264,,,,2.8047,,2.3447,4.3954,,6.1937,,7.4987,,8.2215,,8.9516,,0.127534,,11.9446,,,2.2527,2.1457,,-381.8612,,1483.2001,1478.3837,1483.2001,1478.3837,1476.1892,,0.301627
1287.9324,8.5,8.5,8.5,8.5,8.5,,0.0074268,,,0.033138,102.3276,103.0248,102.3276,103.0248,102.87,102.9279,102.87,102.9279,204.2659,204.2317,204.2659,204.2317,199.0629,217.7716,199.0629,217.7716,101.7538,103.053,101.7538,103.053,193.6982,196.9126,193.6982,196.9126,220.5772,214.9175,74.2813,85.6269,74.2813,85.6269,85.7391,,8.5829,8.7088,,-0.005271,,1.9507,,1.7475,,41.6264,,,,2.7958,,2.349,4.5982,,6.4506,,7.8283,,8.6134,,9.3769,,0.127905,,12.5448,,,2.4127,2.2724,,-382.25,,1472.4457,1483.6075,1472.4457,1483.6075,1483.1581,,0.297353
1288.0848,8.5,8.5,8.5,8.5,8.5,,0.0073732,,,0.034836,101.7324,102.4567,101.7324,102.4567,102.8237,102.8725,102.8237,102.8725,204.1697,204.3085,204.1697,204.3085,197.3937,216.3659,197.3937,216.3659,100.5744,102.0055,100.5744,102.0055,190.2121,193.8934,190.2121,193.8934,220.0513,212.5419,73.1605,86.8083,73.1605,86.8083,86.8238,,8.5902,8.7105,,-0.004929,,1.8315,,1.6408,,41.6264,,,,2.7977,,2.3366,4.5416,,6.3066,,7.597,,8.3883,,9.1442,,0.127671,,12.2103,,,2.3075,2.3011,,-382.5472,,1479.1078,1480.8883,1479.1078,1480.8883,1483.9419,,0.296688
1288.2372,8.5,8.5,8.5,8.5,8.5,,0.007278,,,0.033486,101.2467,101.9343,101.2467,101.9343,102.7853,102.7786,102.7853,102.7786,203.9423,204.0757,203.9423,204.0757,196.493,215.6653,196.493,215.6653,99.6337,101.0042,99.6337,101.0042,188.8958,192.6806,188.8958,192.6806,219.4778,211.8057,71.4814,88.2928,71.4814,88.2928,88.2383,,8.6067,8.7293,,-0.00418,,1.6209,,1.4413,,41.6264,,,,2.8024,,2.321,4.3784,,5.9412,,7.0855,,7.841,,8.5673,,0.127576,,11.3923,,,2.0425,2.3253,,-382.7668,,1495.4105,1471.5148,1495.4105,1471.5148,1473.9213,,0.298023
1288.3896,8.5,8.5,8.5,8.5,8.5,,0.0070488,,,0.026521,100.9988,101.4861,100.9988,101.4861,102.835,102.7062,102.835,102.7062,203.5032,203.5841,203.5032,203.5841,195.9974,215.7845,195.9974,215.7845,99.1188,100.2133,99.1188,100.2133,187.8338,191.8689,187.8338,191.8689,219.1635,212.3931,70.3132,89.675,70.3132,89.675,89.8732,,8.6435,8.7656,,-0.003142,,1.4293,,1.2689,,41.6264,,,,2.7999,,2.3142,4.3098,,5.6516,,6.6933,,7.4034,,8.1127,,0.127356,,10.7209,,,1.8612,2.418,,-382.9513,,1509.594,1468.1539,1509.594,1468.1539,1466.9977,,0.299017
1288.542,8.5,8.5,8.5,8.5,8.5,,0.006922,,,0.026338,101.0282,101.1888,101.0282,101.1888,102.8518,102.7632,102.8518,102.7632,202.4422,203.0588,202.4422,203.0588,196.2735,216.1466,196.2735,216.1466,99.1163,99.6067,99.1163,99.6067,189.3748,190.1311,189.3748,190.1311,219.0022,213.3382,71.24,90.2403,71.24,90.2403,90.7026,,8.6899,8.8012,,-0.002917,,1.4209,,1.2663,,41.6264,,,,2.8076,,2.3141,4.4359,,5.6802,,6.6937,,7.3724,,8.1086,,0.127186,,10.6253,,,1.8258,2.5513,,-383.2957,,1517.6842,1473.0022,1517.6842,1473.0022,1470.844,,0.304081
1288.6944,8.5,8.5,8.5,8.5,8.5,,0.0071976,,,0.034214,101.1898,101.1229,101.1898,101.1229,102.7416,102.8366,102.7416,102.8366,201.5274,202.218,201.5274,202.218,196.7002,216.3643,196.7002,216.3643,99.658,99.3361,99.658,99.3361,191.729,190.8996,191.729,190.8996,218.6587,214.1699,73.7193,89.8142,73.7193,89.8142,90.549,,8.6732,8.7907,,-0.00331,,1.4863,,1.3239,,41.6264,,,,2.8426,,2.317,4.3601,,5.5704,,6.4893,,7.1049,,7.8366,,0.128146,,10.1579,,,1.8837,2.4811,,-383.843,,1513.2094,1480.4222,1513.2094,1480.4222,1477.8385,,0.30999
1288.8468,8.5,8.5,8.5,8.5,8.5,,0.0074828,,,0.037052,101.1059,101.2339,101.1059,101.2339,102.5606,102.7594,102.5606,102.7594,200.9019,201.5956,200.9019,201.5956,196.922,216.0423,196.922,216.0423,99.6328,99.7214,99.6328,99.7214,192.7071,192.9923,192.7071,192.9923,218.049,214.0081,75.5396,88.6613,75.5396,88.6613,89.3472,,8.6416,8.7621,,-0.002688,,1.4939,,1.341,,41.6264,,,,2.8938,,2.3261,4.2524,,5.5406,,6.3186,,6.8751,,7.5969,,0.129317,,9.7421,,,2.0177,2.3422,,-384.561,,1501.6184,1486.91,1501.6184,1486.91,1486.0339,,0.311362
1288.9992,8.5,8.5,8.5,8.5,8.5,,0.0073464,,,0.029236,100.7825,101.1158,100.7825,101.1158,102.3153,102.5352,102.3153,102.5352,200.0777,201.2654,200.0777,201.2654,196.5709,215.3293,196.5709,215.3293,99.1034,99.639,99.1034,99.639,192.8437,193.7116,192.8437,193.7116,217.4375,213.227,75.7424,88.8948,75.7424,88.8948,88.5779,,8.6271,8.7466,,-0.000966,,1.7263,,1.5536,,41.6264,,,,2.9324,,2.3401,4.6617,,6.161,,6.9824,,7.5552,,8.3606,,0.12942,,10.7077,,,2.2395,2.5246,,-385.3612,,1492.2294,1487.9773,1492.2294,1487.9773,1488.2129,,0.303857
1289.1516,8.5,8.5,8.5,8.5,8.5,,0.0072,,,0.019568,100.4192,100.7653,100.4192,100.7653,101.9906,102.237,101.9906,102.237,199.6196,200.8486,199.6196,200.8486,195.777,214.7022,195.777,214.7022,98.6705,99.123,98.6705,99.123,191.7648,192.2128,191.7648,192.2128,216.7319,212.7199,75.2668,91.6777,75.2668,91.6777,91.0095,,8.6222,8.7374,,0.000378,,1.9933,,1.7767,,41.6264,,,,2.9439,,2.3497,4.9703,,6.4883,,7.415,,7.9944,,8.8525,,0.129812,,11.3605,,,2.428,2.7442,,-386.0778,,1493.8291,1488.3301,1493.8291,1488.3301,1488.0408,,0.298001
1289.304,8.5,8.5,8.5,8.5,8.5,,0.0071268,,,0.017234,100.0737,100.4021,100.0737,100.4021,101.6638,101.9163,101.6638,101.9163,199.4585,200.1927,199.4585,200.1927,195.1901,213.9157,195.1901,213.9157,98.2905,98.7203,98.2905,98.7203,190.7114,190.6398,190.7114,190.6398,215.1832,212.5956,75.43,94.407,75.43,94.407,94.4301,,8.6198,8.7348,,0.000466,,1.8877,,1.6871,,41.6264,,,,2.9397,,2.3499,4.7453,,6.0736,,6.9919,,7.5342,,8.3485,,0.131158,,10.7222,,,2.3811,2.7072,,-386.7195,,1505.807,1484.5554,1505.807,1484.5554,1488.2091,,0.295013
1289.4564,8.5,8.5,8.5,8.5,8.5,,0.0069,,,0.021721,99.8633,100.0771,99.8633,100.0771,101.3894,101.6176,101.3894,101.6176,199.4448,199.3074,199.4448,199.3074,195.0156,213.1107,195.0156,213.1107,98.1496,98.3634,98.1496,98.3634,190.4898,190.3185,190.4898,190.3185,213.3081,212.8391,75.4683,95.1128,75.4683,95.1128,95.7255,,8.6506,8.7705,,-0.000705,,1.7484,,1.5759,,41.6264,,,,2.9346,,2.3455,4.5246,,5.7002,,6.5558,,7.0927,,7.8551,,0.132178,,10.0824,,,2.2976,2.6671,,-387.2515,,1513.7916,1474.0159,1513.7916,1474.0159,1476.28,,0.295664
1289.6088,8.5,8.5,8.5,8.5,8.5,,0.0068928,,,0.032454,99.8304,99.8484,99.8304,99.8484,101.0959,101.2693,101.0959,101.2693,199.6969,197.8525,199.6969,197.8525,195.3239,212.8146,195.3239,212.8146,98.3704,98.195,98.3704,98.195,191.0896,190.5504,191.0896,190.5504,212.2456,213.3505,74.4152,94.6834,74.4152,94.6834,95.3431,,8.6827,8.7977,,-0.002539,,1.8528,,1.6639,,41.6264,,,,2.9318,,2.3443,4.6608,,5.7835,,6.6497,,7.2361,,7.9977,,0.132673,,10.2609,,,2.3812,2.8116,,-387.564,,1514.8461,1472.9277,1514.8461,1472.9277,1470.0947,,0.30151
1289.7612,8.5,8.5,8.5,8.5,8.5,,0.0073048,,,0.049174,99.8969,99.6952,99.8969,99.6952,100.7911,100.6856,100.7911,100.6856,200.0507,196.5937,200.0507,196.5937,195.7598,213.003,195.7598,213.003,98.8566,98.3195,98.8566,98.3195,191.7325,191.0247,191.7325,191.0247,211.8609,214.0995,73.9591,93.7595,73.9591,93.7595,94.5185,,8.6509,8.77,,-0.004856,,1.9853,,1.7807,,41.6264,,,,2.9261,,2.3466,4.9238,,6.1185,,7.0712,,7.7269,,8.5273,,0.132932,,10.984,,,2.5574,2.955,,-387.6722,,1510.4746,1482.0356,1510.4746,1482.0356,1479.4078,,0.308171
1289.9136,8.5,8.5,8.5,8.5,8.5,,0.0075024,,,0.067954,100.0298,99.6611,100.0298,99.6611,100.7749,100.4392,100.7749,100.4392,200.4541,197.212,200.4541,197.212,196.0474,213.459,196.0474,213.459,99.3386,98.8499,99.3386,98.8499,191.8086,191.3405,191.8086,191.3405,212.0556,214.9431,75.8994,92.4112,75.8994,92.4112,93.2739,,8.6253,8.7453,,-0.00688,,2.0971,,1.869,,41.6264,,,,2.9121,,2.3506,5.0721,,6.4123,,7.4241,,8.144,,8.9774,,0.13292,,11.6229,,,2.6763,2.9703,,-387.6418,,1502.6875,1485.3999,1502.6875,1485.3999,1487.2168,,0.308358
1290.066,8.5,8.5,8.5,8.5,8.5,,0.007422,,,0.075629,100.2971,99.975,100.2971,99.975,100.8567,100.5938,100.8567,100.5938,200.9873,197.6711,200.9873,197.6711,196.5123,213.8864,196.5123,213.8864,99.7527,99.44,99.7527,99.44,192.1678,191.6835,192.1678,191.6835,212.7677,214.9695,78.5523,90.8468,78.5523,90.8468,91.6776,,8.5995,8.7217,,-0.00781,,2.1788,,1.9307,,41.6264,,,,2.8896,,2.3557,5.0939,,6.5465,,7.5635,,8.3234,,9.1601,,0.13288,,11.8992,,,2.7406,2.9236,,-387.4847,,1498.6444,1476.7666,1498.6444,1476.7666,1480.6233,,0.300153
