DEPTH,BS:1,BS:2,BS:3,BS:4,BS:5,BS:6,DNPH:1,DNPH:2,DSO8,DSOZ,DTCO:1,DTCO:2,DTCO:3,DTCO:4,DTRP:1,DTRP:2,DTRP:3,DTRP:4,DTRS:1,DTRS:2,DTRS:3,DTRS:4,DTSM:1,DTSM:2,DTSM:3,DTSM:4,DTTP:1,DTTP:2,DTTP:3,DTTP:4,DTTS:1,DTTS:2,DTTS:3,DTTS:4,DT_XD_R,DT_XD_T,ECGR:1,ECGR:2,ECGR:3,ECGR:4,ECGR:5,ECGR:6,HCAL:1,HCAL:2,HCAL:3,HDRA:1,HDRA:2,HMIN:1,HMIN:2,HMNO:1,HMNO:2,HTEM:1,HTEM:2,HTNP,PEF8,PEFZ,RHO8,RHOZ,RLA1:1,RLA1:2,RLA2:1,RLA2:2,RLA3:1,RLA3:2,RLA4:1,RLA4:2,RLA5:1,RLA5:2,RM_HRLT:1,RM_HRLT:2,RT_HRLT:1,RT_HRLT:2,RXO8,RXOZ,RXO_HRLT:1,RXO_HRLT:2,SP:1,SP:2,TENS:1,TENS:2,TENS:3,TENS:4,TENS:5,TENS:6,TNPH
894.8928,8.5,,8.5,,,,,,,,104.3734,,104.3734,,104.6068,,104.6068,,,,,,,,,,,,,,,,,,,,81.3394,,81.3394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346.4575,,1346.4575,,,,
895.0452,8.5,,8.5,,,,,,,,104.9707,,104.9707,,105.3363,,105.3363,,,,,,,,,,,,,,,,,,,,82.273,,82.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.0316,,1329.0316,,,,
895.1976,8.5,,8.5,,,,,,,,105.6252,,105.6252,,105.8119,,105.8119,,,,,,,,,,,,,,,,,,,,83.7145,,83.7145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.7864,,1298.7864,,,,
895.35,8.5,,8.5,,,,,,,,105.931,,105.931,,106.063,,106.063,,,,,,,,,,,,,,,,,,,,85.0976,,85.0976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.297,,1283.297,,,,
895.5024,8.5,,8.5,,,,,,,,106.2115,,106.2115,,106.3689,,106.3689,,,,,,,,,,,,,,,,,,,,86.0079,,86.0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.7096,,1288.7096,,,,
895.6548,8.5,,8.5,,,,,,,,106.5124,,106.5124,,106.6288,,106.6288,,,,,,,,,,,,,,,,,,,,86.2494,,86.2494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.6771,,1302.6771,,,,
895.8072,8.5,,8.5,,,,,,,,106.7126,,106.7126,,106.7806,,106.7806,,,,,,,,,,,,,,,,,,,,85.8258,,85.8258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.8484,,1321.8484,,,,
895.9596,8.5,,8.5,,,,,,,,106.8066,,106.8066,,106.7931,,106.7931,,,,,,,,,,,,,,,,,,,,85.3808,,85.3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.0166,,1335.0166,,,,
896.112,8.5,,8.5,,,,,,,,106.7203,,106.7203,,106.6081,,106.6081,,,,,,,,,,,,,,,,,,,,85.4129,,85.4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.7788,,1337.7788,,,,
896.2644,8.5,,8.5,,,,,,,,106.4644,,106.4644,,106.3178,,106.3178,,,,,,,,,,,,,,,,,,,,87.2587,,87.2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.6469,,1333.6469,,,,
896.4168,8.5,,8.5,,,,,,,,106.1956,,106.1956,,106.1084,,106.1084,,,,,,,,,,,,,,,,,,,,90.2125,,90.2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.0065,,1329.0065,,,,
896.5692,8.5,,8.5,,,,,,,,106.0669,,106.0669,,106.0507,,106.0507,,,,,,,,,,,,,,,,,,,,92.0147,,92.0147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.0995,,1331.0995,,,,
896.7216,8.5,,8.5,,,,,,,,106.0641,,106.0641,,106.0913,,106.0913,,,,,,,,,,,,,,,,,,,,91.7954,,91.7954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.1216,,1329.1216,,,,
896.874,8.5,,8.5,,,,,,,,106.1443,,106.1443,,106.2178,,106.2178,,,,,,,,,,,,,,,,,,,,91.2817,,91.2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.6606,,1320.6606,,,,
897.0264,8.5,,8.5,,,,,,,,106.3031,,106.3031,,106.3834,,106.3834,,,,,,,,,,,,,,,,,,,,91.6464,,91.6464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.9376,,1315.9376,,,,
897.1788,8.5,,8.5,,,,,,,,106.4501,,106.4501,,106.5037,,106.5037,,,,,,,,,,,,,,,,,,,,91.6538,,91.6538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.7268,,1315.7268,,,,
897.3312,8.5,,8.5,,,,,,,,106.5536,,106.5536,,106.6118,,106.6118,,,,,,,,,,,,,,,,,,,,90.723,,90.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.7438,,1318.7438,,,,
897.4836,8.5,,8.5,,,,,,,,106.696,,106.696,,106.8066,,106.8066,,,,,,,,,,,,,,,,,,,,88.6246,,88.6246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316.7441,,1316.7441,,,,
897.636,8.5,,8.5,,,,,,,,106.967,,106.967,,107.1673,,107.1673,,,,,,,,,,,,,,,,,,,,86.6076,,86.6076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.0046,,1312.0046,,,,
897.7884,8.5,,8.5,,,,,,,,107.4064,,107.4064,,107.6573,,107.6573,,,,,,,,,,,,,,,,,,,,85.0608,,85.0608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314.0704,,1314.0704,,,,
897.9408,8.5,,8.5,,,,,,,,107.9026,,107.9026,,108.1293,,108.1293,,,,,,,,,,,,,,,,,,,,84.2269,,84.2269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.2787,,1322.2787,,,,
898.0932,8.5,,8.5,,,,,,,,108.3425,,108.3425,,108.5571,,108.5571,,,,,,,,,,,,,,,,,,,,84.3449,,84.3449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.9987,,1329.9987,,,,
898.2456,8.5,,8.5,,,,,,,,108.7646,,108.7646,,108.9618,,108.9618,,,,,,,,,,,,,,,,,,,,84.2591,,84.2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.7485,,1328.7485,,,,
898.398,8.5,,8.5,,,,,,,,109.095,,109.095,,109.1545,,109.1545,,,,,,,,,,,,,,,,,,,,83.4315,,83.4315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.8851,,1327.8851,,,,
898.5504,8.5,,8.5,,,,,,,,109.0893,,109.0893,,108.933,,108.933,,,,,,,,,,,,,,,,,,,,82.7909,,82.7909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.36,,1329.36,,,,
898.7028,8.5,,8.5,,,,,,,,108.7615,,108.7615,,108.6607,,108.6607,,,,,,,,,,,,,,,,,,,,84.7855,,84.7855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.9119,,1324.9119,,,,
898.8552,8.5,,8.5,,,,,,,,108.7083,,108.7083,,108.8818,,108.8818,,,,,,,,,,,,,,,,,,,,88.7979,,88.7979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.6737,,1325.6737,,,,
899.0076,8.5,,8.5,,,,,,,,109.0794,,109.0794,,109.1836,,109.1836,,,,,,,,,,,,,,,,,,,,90.4535,,90.4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.0587,,1330.0587,,,,
899.16,8.5,,8.5,,,,,,,,109.2167,,109.2167,,109.2496,,109.2496,,,,,,,,,,,,,,,,,,,,88.7734,,88.7734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.3071,,1330.3071,,,,
899.3124,8.5,,8.5,,,,,,,,109.3763,,109.3763,,109.6278,,109.6278,,,,,,,,,,,,,,,,,,,,87.4156,,87.4156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.7383,,1329.7383,,,,
899.4648,8.5,,8.5,,,,,,,,109.9061,,109.9061,,110.0956,,110.0956,,,,,,,,,,,,,,,,,,,,88.1972,,88.1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.0345,,1324.0345,,,,
899.6172,8.5,,8.5,,,,,,,,110.1867,,110.1867,,110.237,,110.237,,,,,,,,,,,,,,,,,,,,89.1074,,89.1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.0441,,1312.0441,,,,
899.7696,8.5,,8.5,,,,,,,,110.3591,,110.3591,,110.6175,,110.6175,,,,,,,,,,,,,,,,,,,,89.1389,,89.1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.3461,,1299.3461,,,,
899.922,8.5,,8.5,,,,,,,,110.8795,,110.8795,,111.0104,,111.0104,,,,,,,,,,,,,,,,,,,,90.1657,,90.1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.4867,,1302.4867,,,,
900.0744,8.5,,8.5,,,,,,,,111.0163,,111.0163,,110.9882,,110.9882,,,,,,,,,,,,,,,,,,,,92.5965,,92.5965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.1399,,1322.1399,,,,
900.2268,8.5,,8.5,,,,,,,,110.9945,,110.9945,,111.0802,,111.0802,,,,,,,,,,,,,,,,,,,,93.6445,,93.6445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.4319,,1337.4319,,,,
900.3792,8.5,,8.5,,,,,,,,111.2317,,111.2317,,111.3908,,111.3908,,,,,,,,,,,,,,,,,,,,91.9992,,91.9992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.6404,,1343.6404,,,,
900.5316,8.5,,8.5,,,,,,,,111.5343,,111.5343,,111.6498,,111.6498,,,,,,,,,,,,,,,,,,,,90.138,,90.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.371,,1336.371,,,,
900.684,8.5,,8.5,,,,,,,,111.7149,,111.7149,,111.7416,,111.7416,,,,,,,,,,,,,,,,,,,,90.3469,,90.3469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.3031,,1321.3031,,,,
900.8364,8.5,,8.5,,,,,,,,111.77,,111.77,,111.8395,,111.8395,,,,,,,,,,,,,,,,,,,,91.3242,,91.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.775,,1315.775,,,,
900.9888,8.5,,8.5,,,,,,,,111.9758,,111.9758,,112.1598,,112.1598,,,,,,,,,,,,,,,,,,,,90.2683,,90.2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.2908,,1319.2908,,,,
901.1412,8.5,,8.5,,,,,,,,112.3576,,112.3576,,112.5264,,112.5264,,,,,,,,,,,,,,,,,,,,86.9831,,86.9831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326.5321,,1326.5321,,,,
901.2936,8.5,,8.5,,,,,,,,112.6567,,112.6567,,112.7657,,112.7657,,,,,,,,,,,,,,,,,,,,83.954,,83.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.7094,,1331.7094,,,,
901.446,8.5,,8.5,,,,,,,,112.8911,,112.8911,,113.0599,,113.0599,,,,,,,,,,,,,,,,,,,,82.4845,,82.4845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.9869,,1332.9869,,,,
901.5984,8.5,,8.5,,,,,,,,113.1984,,113.1984,,113.2542,,113.2542,,,,,,,,,,,,,,,,,,,,81.0581,,81.0581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.8442,,1335.8442,,,,
901.7508,8.5,,8.5,,,,,,,,113.0819,,113.0819,,112.6905,,112.6905,,,,,,,,,,,,,,,,,,,,80.8665,,80.8665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.5472,,1333.5472,,,,
901.9032,8.5,,8.5,,,,,,,,112.0065,,112.0065,,111.1529,,111.1529,,,,,,,,,,,,,,,,,,,,84.1078,,84.1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.7006,,1327.7006,,,,
902.0556,8.5,,8.5,,,,,,,,110.1955,,110.1955,,109.2683,,109.2683,,,,,,,,,,,,,,,,,,,,88.9178,,88.9178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326.5714,,1326.5714,,,,
902.208,8.5,,8.5,,,,,,,,108.3792,,108.3792,,107.5083,,107.5083,,,,,,,,,,,,,,,,,,,,90.7496,,90.7496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.9209,,1327.9209,,,,
902.3604,8.5,,8.5,,,,,,,,106.6242,,106.6242,,105.7024,,105.7024,,,,,,,,,,,,,,,,,,,,88.7294,,88.7294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324.5642,,1324.5642,,,,
902.5128,8.5,,8.5,,,,,,,,104.8343,,104.8343,,104.0728,,104.0728,,,,,,,,,,,,,,,,,,,,87.2058,,87.2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309.3761,,1309.3761,,,,
902.6652,8.5,,8.5,,,,,,,,103.4945,,103.4945,,103.0501,,103.0501,,,,,,,,,,,,,,,,,,,,88.2994,,88.2994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.3187,,1301.3187,,,,
902.8176,8.5,,8.5,,,,,,,,102.827,,102.827,,102.762,,102.762,,,,,,,,,,,,,,,,,,,,89.7816,,89.7816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.3923,,1312.3923,,,,
902.97,8.5,,8.5,,,,,,,,102.9023,,102.9023,,103.1561,,103.1561,,,,,,,,,,,,,,,,,,,,90.0471,,90.0471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.9839,,1325.9839,,,,
903.1224,8.5,,8.5,,,,,,,,103.6339,,103.6339,,104.2956,,104.2956,,,,,,,,,,,,,,,,,,,,89.8408,,89.8408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.9783,,1336.9783,,,,
903.2748,8.5,,8.5,,,,,,,,104.9929,,104.9929,,105.5551,,105.5551,,,,,,,,,,,,,,,,,,,,89.4863,,89.4863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.2263,,1338.2263,,,,
903.4272,8.5,,8.5,,,,,,,,105.9152,,105.9152,,106.1441,,106.1441,,,,,,,,,,,,,,,,,,,,88.2794,,88.2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.4225,,1328.4225,,,,
903.5796,8.5,,8.5,,,,,,,,106.3933,,106.3933,,106.8011,,106.8011,,,,,,,,,,,,,,,,,,,,87.1434,,87.1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.918,,1320.918,,,,
903.732,8.5,,8.5,,,,,,,,107.2317,,107.2317,,107.5349,,107.5349,,,,,,,,,,,,,,,,,,,,86.5932,,86.5932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317.9268,,1317.9268,,,,
903.8844,8.5,,8.5,,,,,,,,107.6653,,107.6653,,107.695,,107.695,,,,,,,,,,,,,,,,,,,,85.7373,,85.7373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316.5737,,1316.5737,,,,
904.0368,8.5,,8.5,,,,,,,,107.6671,,107.6671,,107.6635,,107.6635,,,,,,,,,,,,,,,,,,,,85.1941,,85.1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.8884,,1304.8884,,,,
904.1892,8.5,,8.5,,,,,,,,107.8537,,107.8537,,108.143,,108.143,,,,,,,,,,,,,,,,,,,,86.5496,,86.5496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.4011,,1288.4011,,,,
904.3416,8.5,,8.5,,,,,,,,109.0037,,109.0037,,109.1225,,109.1225,,,,,,,,,,,,,,,,,,,,89.2474,,89.2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.5873,,1285.5873,,,,
904.494,8.5,,8.5,,,,,,,,110.794,,110.794,,109.8965,,109.8965,,,,,,,,,,,,,,,,,,,,89.7451,,89.7451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.924,,1298.924,,,,
904.6464,8.5,,8.5,,,,,,,,111.9349,,111.9349,,110.365,,110.365,,,,,,,,,,113.9436,,113.9436,,,,,,,,87.3263,,87.3263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323.2683,,1323.2683,,,,
904.7988,8.5,,8.5,,,,,,,,112.3658,,112.3658,,110.6606,,110.6606,,,,,,,,,,114.2262,,114.2262,,,,,,,,84.7308,,84.7308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.9025,,1338.9025,,,,
904.9512,8.5,,8.5,,,,,,,,112.4946,,112.4946,,110.7263,,110.7263,,,,,,,,,,114.2973,,114.2973,,,,,,,,83.8242,,83.8242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.048,,1333.048,,,,
905.1036,8.5,,8.5,,,,,,,,112.4488,,112.4488,,110.6654,,110.6654,,,,,,,,,,114.2166,,114.2166,,,,,,,,84.7933,,84.7933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314.5431,,1314.5431,,,,
905.256,8.5,,8.5,,,,,,,,112.3141,,112.3141,,110.6253,,110.6253,,,,,,,,,,114.0106,,114.0106,,,,,,,,85.9154,,85.9154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.7543,,1297.7543,,,,
905.4084,8.5,,8.5,,,,,,,,112.1478,,112.1478,,110.6597,,110.6597,,,,,,,,,,113.6736,,113.6736,,,,,,,,85.8347,,85.8347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.0618,,1294.0618,,,,
905.5608,8.5,,8.5,,,,,,,,111.96,,111.96,,110.6289,,110.6289,,,,,,,,,,113.244,,113.244,,,,,,,,84.2288,,84.2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.4248,,1295.4248,,,,
905.7132,8.5,,8.5,,,,,,,,111.7269,,111.7269,,110.4603,,110.4603,,,,,,,,,,112.8935,,112.8935,,,,,,,,81.9025,,81.9025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.317,,1295.317,,,,
905.8656,8.5,,8.5,,,,,,,,111.4809,,111.4809,,110.3045,,110.3045,,,,,,,,,,112.5945,,112.5945,,,,,,,,80.308,,80.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.6124,,1297.6124,,,,
906.018,8.5,,8.5,,,,,,,,111.2629,,111.2629,,110.2164,,110.2164,,,,,,,,,,112.2632,,112.2632,,,,,,,,79.2413,,79.2413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.1138,,1297.1138,,,,
906.1704,8.5,,8.5,,,,,,,,111.0809,,111.0809,,110.1538,,110.1538,,,,,,,,,,111.9664,,111.9664,,,,,,,,80.8449,,80.8449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.7769,,1302.7769,,,,
906.3228,8.5,,8.5,,,,,,,,110.9255,,110.9255,,110.0792,,110.0792,,,,,,,,,,111.7507,,111.7507,,,,,,,,84.6916,,84.6916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.5111,,1315.5111,,,,
906.4752,8.5,,8.5,,,,,,,,110.7103,,110.7103,,110.0421,,110.0421,,,,,,,,,,111.3985,,111.3985,,,,,,,,87.2621,,87.2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.2633,,1321.2633,,,,
906.6276,8.5,,8.5,,,,,,,,110.5234,,110.5234,,110.157,,110.157,,,,,,,,,,110.8674,,110.8674,,,,,,,,87.5547,,87.5547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314.3323,,1314.3323,,,,
906.78,8.5,,8.5,,,,,,,,110.6151,,110.6151,,110.2959,,110.2959,,,,,,,,,,110.9907,,110.9907,,,,,,,,86.4571,,86.4571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.563,,1296.563,,,,
906.9324,8.5,,8.5,,,,,,,,110.64,,110.64,,110.303,,110.303,,,,,,,,,,111.1095,,111.1095,,,,,,,,87.1142,,87.1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286.2717,,1286.2717,,,,
907.0848,8.5,,8.5,,,,,,,,110.3179,,110.3179,,110.2885,,110.2885,,,,,,,,,,110.2881,,110.2881,,,,,,,,89.2194,,89.2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.0604,,1288.0604,,,,
907.2372,8.5,,8.5,,,,,,,,110.0758,,110.0758,,110.2872,,110.2872,,,,,,,,,,109.8652,,109.8652,,,,,,,,91.2411,,91.2411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.7614,,1296.7614,,,,
907.3896,8.5,,8.5,,,,,,,,109.7086,,109.7086,,110.3466,,110.3466,,,,,,,,,,109.3965,,109.3965,,,,,,,,93.0913,,93.0913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.5422,,1307.5422,,,,
907.542,8.5,,8.5,,,,,,,,108.8491,,108.8491,,110.4356,,110.4356,,,,,,,,,,107.0735,,107.0735,,,,,,,,94.0581,,94.0581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.3826,,1306.3826,,,,
907.6944,8.5,,8.5,,,,,,,,108.5488,,108.5488,,110.3573,,110.3573,,,,,,,,,,106.2245,,106.2245,,,,,,,,92.8276,,92.8276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.8629,,1301.8629,,,,
907.8468,8.5,,8.5,,,,,,,,109.2728,,109.2728,,110.2249,,110.2249,,,,,,,,,,108.4,,108.4,,,,,,,,88.9162,,88.9162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.0558,,1304.0558,,,,
907.9992,8.5,,8.5,,,,,,,,109.8363,,109.8363,,110.2045,,110.2045,,,,,,,,,,109.6826,,109.6826,,,,,,,,84.7994,,84.7994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.2521,,1306.2521,,,,
908.1516,8.5,,8.5,,,,,,,,109.9004,,109.9004,,110.4082,,110.4082,,,,,,,,,,109.5485,,109.5485,,,,,,,,83.3855,,83.3855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.1376,,1307.1376,,,,
908.304,8.5,,8.5,,,,,,,,109.9352,,109.9352,,110.7431,,110.7431,,,,,,,,,,109.2744,,109.2744,,,,,,,,84.4017,,84.4017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.156,,1303.156,,,,
908.4564,8.5,,8.5,,,,,,,,109.9205,,109.9205,,110.5909,,110.5909,,,,,,,,,,109.0895,,109.0895,,,,,,,,84.8422,,84.8422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.8308,,1299.8308,,,,
908.6088,8.5,,8.5,,,,,,,,109.5788,,109.5788,,110.0079,,110.0079,,,,,,,,,,108.8672,,108.8672,,,,,,,,84.8579,,84.8579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.6399,,1306.6399,,,,
908.7612,8.5,,8.5,,,,,,,,109.1864,,109.1864,,109.5892,,109.5892,,,,,,,,,,108.6123,,108.6123,,,,,,,,86.0087,,86.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.7988,,1313.7988,,,,
908.9136,8.5,,8.5,,,,,,,,108.8586,,108.8586,,109.2538,,109.2538,,,,,,,,,,108.292,,108.292,,,,,,,,87.0045,,87.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.7212,,1308.7212,,,,
909.066,8.5,,8.5,,,,,,,,108.5293,,108.5293,,108.9631,,108.9631,,,,,,,,,,107.9161,,107.9161,,,,,,,,86.1398,,86.1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.1102,,1291.1102,,,,
909.2184,8.5,,8.5,,,,,,,,108.4527,,108.4527,,108.946,,108.946,,,,,,,,,,107.9036,,107.9036,,,,,,,,83.7852,,83.7852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.9758,,1279.9758,,,,
909.3708,8.5,,8.5,,,,,,,,108.7442,,108.7442,,109.198,,109.198,,,,,,,,,,108.4297,,108.4297,,,,,,,,82.4146,,82.4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.1047,,1285.1047,,,,
909.5232,8.5,,8.5,,,,,,,,109.2066,,109.2066,,109.6948,,109.6948,,,,,,,,,,109.0,,109.0,,,,,,,,82.4716,,82.4716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.6235,,1296.6235,,,,
909.6756,8.5,,8.5,,,,,,,,109.8201,,109.8201,,110.4763,,110.4763,,,,,,,,,,109.5423,,109.5423,,,,,,,,82.9519,,82.9519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.8254,,1312.8254,,,,
909.828,8.5,,8.5,,,,,,,,110.6616,,110.6616,,111.3939,,111.3939,,,,,,,,,,110.3535,,110.3535,,,,,,,,84.5269,,84.5269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.7457,,1319.7457,,,,
909.9804,8.5,,8.5,,,,,,,,111.6366,,111.6366,,112.4093,,112.4093,,,,,,,,,,111.3927,,111.3927,,,,,,,,87.0532,,87.0532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.384,,1310.384,,,,
910.1328,8.5,,8.5,,,,,,,,112.6778,,112.6778,,113.4461,,113.4461,,,,,,,,,,112.4283,,112.4283,,,,,,,,88.0093,,88.0093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.6138,,1302.6138,,,,
