DEPTH,BS:1,BS:2,DNPH:1,DNPH:2,DT:1,DT:2,ECGR:1,ECGR:2,ECGR:3,HART:1,HART:2,HCAL:1,HCAL:2,HDRA:1,HDRA:2,HLLD,HLLS,HMIN:1,HMIN:2,HMNO:1,HMNO:2,HRLD,HRLS,HTEM:1,HTEM:2,HTEM:3,HTNP,RHO8,RHOZ,RXO8,RXOZ,SP:1,SP:2,TENS:1,TENS:2,TENS:3,TNPH:1,TNPH:2
87.7824,,,,,,,,46.2587,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,535.9824,,0.443907,
87.9348,,,,,,,,46.2516,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,541.6393,,0.413359,
88.0872,,,,,,,,46.2703,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,538.1367,,0.438119,
88.2396,,,,,,,,45.8729,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,542.6047,,0.442224,
88.392,,,,,,,,44.3519,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,539.5502,,0.455427,
88.5444,,,,,,,,42.502,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,539.209,,0.429862,
88.6968,,,,,,,,42.5073,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,540.85,,0.417544,
88.8492,,,,,,,,41.4026,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,539.3809,,0.404987,
89.0016,,,,,,,,42.9387,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,543.1207,,0.432843,
89.154,,,,,,,,44.0353,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,546.6288,,0.433221,
89.3064,,,,,,,,44.2183,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,538.4182,,0.436501,
89.4588,,,,,,,,43.2481,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,536.5443,,0.404355,
89.6112,,,,,,,,43.0041,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,537.8454,,0.420526,
89.7636,,,,,,,,44.7991,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,535.6343,,0.435407,
89.916,,,,,,,,45.1905,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,530.5352,,0.49997,
90.0684,,,,,,,,45.577,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,530.1953,,0.50448,
90.2208,,,,,,,,45.162,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,535.1807,,0.442949,
90.3732,,,,,,,,45.0336,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,537.1644,,0.420994,
90.5256,,,,,,,,43.0659,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,534.5607,,0.423259,
90.678,,,,,,,,41.8867,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,535.9214,,0.442477,
90.8304,,,,,,,,39.7395,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,540.4506,,0.445443,
90.9828,,,,,,,,39.2282,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,537.9092,,0.464001,
91.1352,,,,,,,,40.3342,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,542.491,,0.525304,
91.2876,,,,,,,,41.7199,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,539.1548,,0.535505,
91.44,,,,,,,,41.2027,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,541.0788,,0.554767,
91.5924,,,,,,,,40.9974,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,543.4023,,0.497501,
91.7448,,,,,,,,41.2044,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,542.4382,,0.474557,
91.8972,,,,,,,,42.977,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,538.9843,,0.457161,
92.0496,,,,,,,,43.7773,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,541.1357,,0.471646,
92.202,,,,,,,,44.7592,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,542.4341,,0.416115,
92.3544,,,,,,,,43.8484,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,534.6785,,0.378421,
92.5068,,,,,,,,42.0551,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,537.2781,,0.363965,
92.6592,,,,,,,,40.955,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,537.5625,,0.365296,
92.8116,,,,,,,,42.6809,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,535.1266,,0.408859,
92.964,,,,,,,,44.7846,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,535.2418,,0.446268,
93.1164,,,,,,,,46.1203,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,540.7376,,0.443686,
93.2688,,,,,,,,45.2391,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,543.9683,,0.428677,
93.4212,,,,,,,,43.2882,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,542.3273,,0.394745,
93.5736,,,,,,,,42.0158,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,542.0443,,0.370983,
93.726,,,,,,,,40.5548,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,543.7408,,0.348586,
93.8784,,,,,,,,41.8099,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,541.0261,,0.372314,
94.0308,,,,,,,,43.9332,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,543.2858,,0.411062,
94.1832,,,,,,,,44.4009,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,540.1785,,0.465121,
94.3356,,,,,,,,44.0437,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,545.5482,,0.4792,
94.488,,,,,,,,43.8702,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,536.325,,0.540306,
94.6404,,,,,,,,45.1541,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,540.5101,,0.512232,
94.7928,,,,,,,,46.8919,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,543.7435,,0.521404,
94.9452,,,,,,,,46.3642,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,545.8991,,0.499298,
95.0976,,,,,,,,45.046,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,547.8786,,0.470812,
95.25,,,,,,,,42.9463,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,543.921,,0.462827,
95.4024,,,,,,,,43.4457,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,549.4045,,0.442826,
95.5548,,,,,,,,42.9351,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,541.4269,,0.448316,
95.7072,,,,,,,,40.8547,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,544.7048,,0.464532,
95.8596,,,,,,,,35.9039,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,544.3095,,0.477443,
96.012,,,,,,,,35.7884,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,540.1717,,0.509895,
96.1644,,,,,,,,38.7493,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,536.4901,,0.471412,
96.3168,,,,,,,,41.4446,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,539.3755,,0.461547,
96.4692,,,,,,,,40.983,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,539.2103,,0.436571,
96.6216,,,,,,,,40.2232,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,541.6989,,0.444387,
96.774,,,,,,,,40.8615,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,538.0188,,0.441238,
96.9264,,,,,,,,41.8944,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,537.6817,,0.471426,
97.0788,,,,,,,,40.8667,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,544.985,,0.444821,
97.2312,,,,,,,,40.3488,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,542.3286,,0.446708,
97.3836,,,,,,,,38.8372,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,542.6116,,0.454986,
97.536,,,,,,,,38.4053,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,546.2362,,0.513918,
97.6884,,,,,,,,38.7265,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,545.8422,,0.597854,
97.8408,,,,,,,,39.9038,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,545.3304,,0.578705,
97.9932,,,,,,,,41.5586,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,543.405,,0.562888,
98.1456,,,,,,,,43.4299,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,543.3454,,0.493677,
98.298,,,,,,,,45.584,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,542.2176,,0.479766,
98.4504,,,,,,,,46.5174,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,547.8204,,0.41782,
98.6028,,,,,,,,44.6747,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,544.4843,,0.388189,
98.7552,,,,,,,,42.8432,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,545.7285,,0.395683,
98.9076,,,,,,,,41.0564,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,547.142,,0.417558,
99.06,,,,,,,,42.7144,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,542.1025,,0.406459,
99.2124,,,,,,,,45.3936,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,541.0206,,0.390086,
99.3648,,,,,,,,45.9005,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,537.507,,0.42138,
99.5172,,,,,,,,44.5296,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,535.2444,,0.467777,
99.6696,,,,,,,,43.5573,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,542.6061,,0.48715,
99.822,,,,,,,,44.7797,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,544.4246,,0.456598,
99.9744,,,,,,,,44.7606,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,546.0129,,0.447378,
100.1268,,,,,,,,42.785,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,549.5265,,0.490228,
100.2792,,,,,,,,41.4043,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,550.8276,,0.494764,
100.4316,,,,,,,,42.1765,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,545.7881,,0.468282,
100.584,,,,,,,,44.7006,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,544.8754,,0.433596,
100.7364,,,,,,,,46.3262,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,541.6503,,0.438827,
100.8888,,,,,,,,47.8373,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,545.0446,,0.456505,
101.0412,,,,,,,,48.2314,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,543.6312,,0.486076,
101.1936,,,,,,,,46.4001,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,543.0083,,0.518344,
101.346,,,,,,,,44.5533,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,544.7617,,0.544591,
101.4984,,,,,,,,40.8822,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,542.7267,,0.581733,
101.6508,,,,,,,,41.5052,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,545.8964,,0.523725,
101.8032,,,,,,,,41.2984,,,,,,,,,,,,,,,,,28.2522,,,,,,,,,,546.2958,,0.491309,
101.9556,,,,,,,,43.7685,,,,,,,,,,,,,,,,,28.2647,,,,,,,,,,546.8049,,0.436079,
102.108,,,,,,,,44.735,,,,,,,,,,,,,,,,,28.3395,,,,,,,,,,546.0683,,0.386036,
102.2604,,,,,,,,46.0635,,,,,,,,,,,,,,,,,28.3395,,,,,,,,,,544.3094,,0.359153,
102.4128,,,,,,,,47.9976,,,,,,,,,,,,,,,,,28.2772,,,,,,,,,,540.8555,,0.351532,
102.5652,,,,,,,,49.7238,,,,,,,,,,,,,,,,,28.3395,,,,,,,,,,543.7449,,0.403636,
102.7176,,,,,,,,50.4058,,,,,,,,,,,,,,,,,28.3645,,,,,,,,,,548.6166,,0.443164,
102.87,,,,,,,,51.0732,,,,,,,,,,,,,,,,,28.4393,,,,,,,,,,547.6011,,0.487206,
103.0224,,,,,,,,51.6653,,,,,,,,,,,,,,,,,28.4518,,,,,,,,,,549.0173,,0.436475,
103.1748,,,,,,,,50.6109,,,,,,,,,,,,,,,,,28.4518,,,,,,,,,,551.2257,,0.435059,
103.3272,,,,,,,,48.7798,,,,,,,,,,,,,,,,,28.4518,,,,,,,,,,550.3822,,0.420482,
103.4796,,,,,,,,47.7632,,,,,,,,,,,,,,,,,28.4518,,,,,,,,,,554.9614,,0.429621,
103.632,,,,,,,,47.9308,,,,,,,,,,,,,,,,,28.4518,,,,,,,,,,545.5079,,0.393995,
103.7844,,,,,,,,47.8267,,,,,,,,,,,,,,,,,28.4518,,,,,,,,,,545.2167,,0.386871,
103.9368,,,,,,,,46.711,,,,,,,,,,,,,,,,,28.4518,,,,,,,,,,544.1971,,0.387313,
104.0892,,,,,,,,45.186,,,,,,,,,,,,,,,,,28.4518,,,,,,,,,,542.4979,,0.429643,
104.2416,,,,,,,,43.4573,,,,,,,,,,,,,,,,,28.4518,,,,,,,,,,543.8586,,0.44515,
104.394,,,,,,,,41.4774,,,,,,,,,,,,,,,,,28.4518,,,,,,,,,,547.1421,,0.472019,
104.5464,,,,,,,,41.1889,,,,,,,,,,,,,,,,,28.4627,,,,,,,,,,544.8254,,0.467055,
104.6988,,,,,,,,41.142,,,,,,,,,,,,,,,,,28.5669,,,,,,,,,,548.844,,0.458967,
104.8512,,,,,,,,40.9247,,,,,,,,,,,,,,,,,28.8118,,,,,,,,,,548.5624,,0.418331,
105.0036,,,,,,,,41.9938,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,546.5815,,0.407025,
105.156,,,,,,,,43.6728,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,549.4696,,0.40427,
105.3084,,,,,,,,45.4015,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,550.3171,,0.413594,
105.4608,,,,,,,,48.8279,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,544.0861,,0.410744,
105.6132,,,,,,,,46.3521,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,541.4214,,0.393084,
105.7656,,,,,,,,46.5459,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,543.9141,,0.374108,
105.918,,,,,,,,43.3875,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,547.2016,,0.392545,
106.0704,,,,,,,,44.0098,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,548.9605,,0.409781,
106.2228,,,,,,,,43.8435,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,550.4891,,0.42806,
106.3752,,,,,,,,42.2625,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,548.905,,0.40027,
106.5276,,,,,,,,40.8544,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,549.0715,,0.414323,
106.68,,,,,,,,39.5374,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.8422,,0.494982,
106.8324,,,,,,,,38.7403,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,543.5187,,0.513182,
106.9848,,,,,,,,37.1132,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,544.7076,,0.445379,
107.1372,,,,,,,,36.2504,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.9546,,0.434831,
107.2896,,,,,,,,37.4372,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.4996,,0.51525,
107.442,,,,,,,,41.6765,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,541.875,,0.562233,
107.5944,,,,,,,,43.1962,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,542.2136,,0.474096,
107.7468,,,,,,,,43.2104,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,543.3441,,0.397514,
107.8992,,,,,,,,43.1043,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,540.9151,,0.418726,
108.0516,,,,,,,,43.2303,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,548.0479,,0.421622,
108.204,,,,,,,,44.9576,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,547.8855,,0.470442,
108.3564,,,,,,,,44.2872,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,550.3754,,0.455921,
108.5088,,,,,,,,45.5003,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,548.5042,,0.49758,
108.6612,,,,,,,,45.233,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,542.2162,,0.442031,
108.8136,,,,,,,,48.2068,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,541.8737,,0.384542,
108.966,,,,,,,,51.1332,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,544.1403,,0.367264,
109.1184,,,,,,,,52.8577,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.2167,,0.389846,
109.2708,,,,,,,,53.5489,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,543.8586,,0.443555,
109.4232,,,,,,,,53.9468,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,544.3664,,0.420279,
109.5756,,,,,,,,55.1721,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,543.7463,,0.402339,
109.728,,,,,,,,52.1566,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,547.0879,,0.331914,
109.8804,,,,,,,,49.5708,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,547.8799,,0.323263,
110.0328,,,,,,,,48.2139,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,544.7712,,0.314435,
110.1852,,,,,,,,49.0923,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,552.5837,,0.362551,
110.3376,,,,,,,,49.1988,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,551.2813,,0.378372,
110.49,,,,,,,,48.6713,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,543.5811,,0.402343,
110.6424,,,,,,,,50.2224,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,547.8786,,0.409921,
110.7948,,,,,,,,49.005,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,546.8645,,0.385345,
110.9472,,,,,,,,49.8412,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,548.9605,,0.374064,
111.0996,,,,,,,,49.4224,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,551.395,,0.396874,
111.252,,,,,,,,50.7613,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,547.9978,,0.439225,
111.4044,,,,,,,,48.4719,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,547.6025,,0.435724,
111.5568,,,,,,,,45.2541,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,552.3008,,0.416746,
111.7092,,,,,,,,42.3026,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,548.9036,,0.375346,
111.8616,,,,,,,,40.1366,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.107,,0.388608,
112.014,,,,,,,,42.6356,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.8977,,0.384594,
112.1664,,,,,,,,45.6091,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.9546,,0.412651,
112.3188,,,,,,,,48.7285,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.0488,,0.444513,
112.4712,,,,,,,,50.5031,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,544.9892,,0.451935,
112.6236,,,,,,,,49.718,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,542.5005,,0.450488,
112.776,,,,,,,,51.1388,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.8936,,0.442741,
112.9284,,,,,,,,48.4834,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,542.2162,,0.402267,
113.0808,,,,,,,,49.6771,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,543.4606,,0.405327,
113.2332,,,,,,,,49.0263,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.7271,,0.385766,
113.3856,,,,,,,,50.1328,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.6147,,0.432192,
113.538,,,,,,,,50.3796,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.7313,,0.450247,
113.6904,,,,,,,,49.2108,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,550.0897,,0.441034,
113.8428,,,,,,,,50.0075,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,548.2849,,0.35958,
113.9952,,,,,,,,49.1126,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,553.3203,,0.326156,
114.1476,,,,,,,,49.5381,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,549.4723,,0.314801,
114.3,,,,,,,,47.8126,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,547.0879,,0.306396,
114.4524,,,,,,,,48.9453,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,544.7131,,0.297284,
114.6048,,,,,,,,49.3413,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,550.5419,,0.338462,
114.7572,,,,,,,,49.7299,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,548.0005,,0.427174,
114.9096,,,,,,,,47.0735,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,550.1451,,0.466405,
115.062,,,,,,,,47.9844,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,544.8281,,0.453552,
115.2144,,,,,,,,49.9509,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,550.4877,,0.423294,
115.3668,,,,,,,,55.0048,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,551.6807,,0.444489,
115.5192,,,,,,,,53.6564,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,550.0952,,0.441096,
115.6716,,,,,,,,52.43,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,550.0938,,0.484604,
115.824,,,,,,,,51.0001,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,549.299,,0.473527,
115.9764,,,,,,,,50.5524,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,546.2403,,0.45229,
116.1288,,,,,,,,47.8475,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,546.5801,,0.415425,
116.2812,,,,,,,,43.6704,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,549.4682,,0.39841,
116.4336,,,,,,,,43.561,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,549.0187,,0.385352,
116.586,,,,,,,,46.2382,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,549.9759,,0.393257,
116.7384,,,,,,,,51.3467,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,543.749,,0.38057,
116.8908,,,,,,,,52.6795,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.6133,,0.427903,
117.0432,,,,,,,,52.3293,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,546.0684,,0.488901,
117.1956,,,,,,,,48.7636,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,546.9228,,0.512076,
117.348,,,,,,,,47.3162,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,553.1497,,0.443439,
117.5004,,,,,,,,46.3488,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,549.6495,,0.413046,
117.6528,,,,,,,,45.7083,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,551.6252,,0.410262,
117.8052,,,,,,,,46.6682,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,554.0596,,0.463907,
117.9576,,,,,,,,44.5514,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,550.152,,0.426484,
118.11,,,,,,,,43.49,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,548.3959,,0.419545,
118.2624,,,,,,,,41.9318,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,552.0206,,0.452241,
118.4148,,,,,,,,43.135,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,552.8126,,0.454417,
118.5672,,,,,,,,43.8646,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,548.2267,,0.475803,
118.7196,,,,,,,,43.3606,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,548.9578,,0.49206,
118.872,,,,,,,,46.9217,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,546.8645,,0.661176,
119.0244,,,,,,,,47.6612,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,547.7676,,0.653396,
119.1768,,,,,,,,50.2136,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.0461,,0.54222,
119.3292,,,,,,,,48.7786,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,539.8942,,0.477314,
119.4816,,,,,,,,49.5736,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,544.4774,,0.406038,
119.634,,,,,,,,47.0306,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,544.3691,,0.355656,
119.7864,,,,,,,,45.0436,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.784,,0.307267,
119.9388,,,,,,,,43.3084,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,545.7285,,0.317294,
120.0912,,,,,,,,43.8695,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,543.9655,,0.345425,
120.2436,,,,,,,,45.4129,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,536.7841,,0.350387,
120.396,,,,,,,,46.1142,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,552.1234,,0.354892,
120.5484,,,,,,,,45.9903,,,,,,,,,,,,,,,,,28.851,,,,,,,,,,549.4169,,0.387786,
120.7008,,,,,,,,43.8741,,,,,,,,,,,,,,,,,28.876,,,,,,,,,,548.1074,,0.40141,
120.8532,,,,,,,,42.5828,,,,,,,,,,,,,,,,,29.0256,,,,,,,,,,545.3373,,0.420985,
121.0056,,,,,,,,43.7031,,,,,,,,,,,,,,,,,29.0256,,,,,,,,,,550.9941,,0.393487,
121.158,,,,,,,,43.6343,,,,,,,,,,,,,,,,,28.876,,,,,,,,,,545.4482,,0.384297,
121.3104,,,,,,,,44.2243,,,,,,,,,,,,,,,,,28.876,,,,,,,,,,544.1971,,0.398128,
121.4628,,,,,,,,43.9477,,,,,,,,,,,,,,,,,29.0256,,,,,,,,,,544.3705,,0.417238,
121.6152,,,,,,,,44.4808,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,549.8663,,0.413786,
121.7676,,,,,,,,43.928,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,554.0055,,0.404002,
121.92,,,,,,,,42.9281,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,551.8958,,0.400735,
122.0724,,,,,,,,41.4071,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,531.8597,,0.410212,
122.2248,,,,,,,,38.3722,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,548.0965,,0.382077,
122.3772,,,,,,,,36.1127,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,545.8991,,0.407197,
122.5296,,,,,,,,35.2236,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,542.7295,,0.481425,
122.682,,,,,,,,35.2821,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,549.5765,,0.524183,
122.8344,,,,,,,,36.1794,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,545.5634,,0.478246,
122.9868,,,,,,,,36.7073,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,547.9924,,0.420832,
123.1392,,,,,,,,38.2387,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,544.5952,,0.424423,
123.2916,,,,,,,,38.6559,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,541.8168,,0.439363,
123.444,,,,,,,,41.1496,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,539.9428,,0.468906,
123.5964,,,,,,,,42.0487,,,,,,,,,,,,,,,,,29.0506,,,,,,,,,,538.2004,,0.442554,
