DEPT,CALI,BS,GR,DSO8,RSO8,RLA1,RLA2,RLA3,RLA4,RLA5,RT,DT,HDRA,PEF8,RHO8,TNPH,RXO8,TENS
78.791,,,,,,,,,,,,,,,,,,
78.943,,,,,,,,,,,,,,,,,,
79.096,,8.5,,,,,,,,,,,,,,,,
79.248,,8.5,,,,,,,,,,,,,,,,
79.4,,8.5,,,,,,,,,,,,,,,,
79.553,,8.5,,,,,,,,,,,,,,,,
79.705,,8.5,,,,,,,,,,,,,,,,
79.858,,8.5,,,,,,,,,,,,,,,,
80.01,,8.5,,,,,,,,,,,,,,,,
80.162,,8.5,,,,,,,,,,,,,,,,
80.315,,8.5,,,,,,,,,,,,,,,,
80.467,,8.5,,,,,,,,,,,,,,,,
80.62,,8.5,,,,,,,,,,,,,,,,
80.772,,8.5,,,,,,,,,,,,,,,,
80.924,,8.5,,,,,,,,,,,,,,,,
81.077,,8.5,,,,,,,,,,,,,,,,
81.229,,8.5,,,,,,,,,,,,,,,,
81.382,,8.5,36.527,,,,,,,,,,,,,,,
81.534,,8.5,39.177,,,,,,,,,,,,,,,
81.686,,8.5,40.197,,,,,,,,,,,,,,,
81.839,,8.5,45.731,,,,,,,,,,,,,,,
81.991,,8.5,47.625,,,,,,,,,,,,,,,
82.144,,8.5,42.672,,,,,,,,,,,,,,,
82.296,,8.5,48.935,,,,,,,,,,,,,,,
82.448,,8.5,43.984,,,,,,,,,,,,,,,
82.601,,8.5,37.284,,,,,,,,,,,,,,,
82.753,,8.5,50.393,,,,,,,,,,,,,,,
82.906,,8.5,41.07,,,,,,,,,,,,,,,
83.058,,8.5,34.08,,,,,,,,,,,,,,,
83.21,,8.5,46.023,,,,,,,,,,,,,0.901,,
83.363,,8.5,39.031,,,,,,,,,,,,,0.894,,
83.515,,8.5,41.653,,,,,,,,,,,,,0.968,,
83.668,,8.5,41.944,,,,,,,,,,,,,0.716,,
83.82,,8.5,46.023,,,,,,,,,,,,,0.82,,
83.972,,8.5,38.449,,,,,,,,,,,,,0.745,,
84.125,,8.5,34.371,,,,,,,,,,,,,0.919,,
84.277,,8.5,41.945,,,,,,,,,,,,,0.779,,
84.43,,8.5,36.119,,,,,,,,,,,,,1.017,,
84.582,,8.5,35.536,,,,,,,,,,,,,0.714,,
84.734,,8.5,34.372,,,,,,,,,,,,,0.764,,
84.887,,8.5,40.197,,,,,,,,,,,,,0.872,,
85.039,,8.5,35.828,,,,,,,,,,,,,0.978,,
85.192,,8.5,31.458,,,,,,,,,,,,,0.891,,
85.344,,8.5,34.663,,,,,,,,,,,,,0.712,,
85.496,,8.5,28.837,,,,,,,,,,,,,0.779,,
85.649,,8.5,26.215,,,,,,,,,,,,,0.844,,
85.801,,8.5,28.545,,,,,,,,,,,,,0.913,,
85.954,,8.5,38.45,,,,,,,,,,,,,1.077,,
86.106,,8.5,35.245,,,,,,,,,,,,,0.966,,
86.258,,8.5,29.711,,,,,,,,,,,,,0.772,,
86.411,,8.5,32.915,,,,,,,,,,,,,0.868,,
86.563,,8.5,39.032,,,,,,,,,,,,,0.846,,
86.716,,8.5,37.576,,,,,,,,,,,,,0.7,,
86.868,,8.5,40.488,,,,,,,,,,,,,0.502,,
87.02,3.61,8.5,39.032,,0.158,,,,,,,,,,,0.54,0.055,
87.173,3.61,8.5,37.866,0.464,0.173,,,,,,,,0.247,8.229,2.305,0.69,0.053,
87.325,3.61,8.5,39.324,0.464,0.281,,,,,,,,0.247,8.229,2.305,0.749,0.043,
87.478,3.598,8.5,34.371,0.464,0.268,,,,,,,,0.247,8.229,2.305,0.68,0.043,
87.63,3.61,8.5,39.032,0.464,0.28,,,,,,,,0.247,8.229,2.305,0.639,0.043,
87.782,3.587,8.5,30.293,0.464,0.25,,,,,,,,0.247,8.229,2.305,0.769,0.045,
87.935,3.61,8.5,31.167,0.464,0.175,,,,,,,,0.247,8.229,2.305,0.79,0.053,
88.087,3.598,8.5,25.05,0.464,0.274,,,,,,,,0.247,8.229,2.305,0.926,0.041,
88.24,3.61,8.5,29.419,0.464,0.285,,,,,,,,0.247,8.229,2.305,0.737,0.04,
88.392,3.598,8.5,37.285,0.464,0.244,,,,,,,,0.247,8.229,2.305,0.757,0.044,
88.544,3.61,8.5,40.488,0.456,0.241,,,,,,,,0.251,8.249,2.326,0.926,0.044,
88.697,3.587,8.5,29.129,0.474,0.288,,,,,,,,0.257,8.252,2.33,0.916,0.04,
88.849,3.61,8.5,32.915,0.489,0.238,,,,,,,,0.261,8.199,2.342,1.243,0.046,
89.002,3.61,8.5,41.945,0.478,0.243,,,,,,,,0.261,8.132,2.335,0.916,0.044,
89.154,3.587,8.5,35.536,0.498,0.286,,,,,,,,0.263,8.225,2.342,1.06,0.04,
89.306,3.587,8.5,31.459,0.481,0.284,,,,,,,,0.262,8.185,2.312,1.11,0.041,
89.459,3.598,8.5,33.497,0.478,0.227,,,,,,,,0.253,7.98,2.302,0.873,0.046,
89.611,3.587,8.5,39.614,0.447,0.238,,,,,,,,0.231,8.004,2.266,0.646,0.045,
89.764,3.587,8.5,40.488,0.43,0.288,,,,,,,,0.211,7.725,2.233,0.621,0.04,
89.916,3.61,8.5,36.702,0.409,0.285,,,,,,,,0.198,7.54,2.19,0.78,0.041,
90.068,3.61,8.5,42.236,0.42,0.276,,,,,,,,0.201,7.486,2.187,0.896,0.042,
90.221,3.61,8.5,38.74,0.469,0.275,,,,,,,,0.219,7.396,2.22,0.765,0.042,
90.373,3.598,8.5,42.528,0.489,0.285,,,,,,,,0.235,7.572,2.248,0.792,0.04,
90.526,3.61,8.5,46.314,0.505,0.289,,,,,,,,0.241,7.744,2.266,0.835,0.041,
90.678,3.587,8.5,31.167,0.457,0.263,,,,,,,,0.231,7.707,2.21,0.869,0.043,
90.83,3.61,8.5,51.265,0.46,0.241,,,,,,,,0.229,7.714,2.212,0.724,0.044,
90.983,3.61,8.5,48.936,0.52,0.277,,,,,,,,0.239,7.901,2.263,0.531,0.042,
91.135,3.61,8.5,53.596,0.575,0.263,,,,,,,,0.252,8.322,2.36,0.47,0.043,
91.288,3.61,8.5,66.704,0.513,0.267,0.016,0.014,0.013,0.012,0.009,0.009,,0.257,8.383,2.336,0.492,0.042,
91.44,3.61,8.5,53.304,0.453,0.276,0.017,0.015,0.014,0.013,0.011,0.011,,0.261,8.147,2.24,0.577,0.041,
91.592,3.587,8.5,46.605,0.443,0.29,0.016,0.014,0.013,0.012,0.009,0.009,,0.265,8.058,2.207,0.647,0.039,
91.745,3.61,8.5,46.605,0.514,0.284,0.013,0.012,0.011,0.01,0.008,0.008,,0.276,8.145,2.323,0.566,0.04,
91.897,3.61,8.5,70.782,0.578,0.286,0.015,0.013,0.012,0.011,0.007,0.007,,0.287,8.729,2.412,0.56,0.04,
92.05,3.61,8.5,59.423,0.531,0.286,0.015,0.013,0.012,0.011,0.006,0.006,,0.292,8.317,2.41,0.554,0.039,
92.202,3.61,8.5,50.974,0.446,0.29,0.015,0.013,0.013,0.012,0.01,0.01,,0.285,8.142,2.339,0.526,0.039,
92.354,3.61,8.5,63.209,0.405,0.272,0.015,0.013,0.012,0.011,0.008,0.008,,0.26,8.061,2.271,0.553,0.042,
92.507,3.61,8.5,53.013,0.347,0.272,0.016,0.014,0.013,0.011,0.008,0.008,,0.227,7.504,2.152,0.583,0.041,
92.659,3.587,8.5,50.392,0.344,0.287,0.016,0.014,0.013,0.011,0.007,0.007,,0.201,7.097,2.165,0.727,0.039,
92.812,3.61,8.5,53.888,0.482,0.289,0.016,0.014,0.013,0.012,0.01,0.01,,0.204,7.365,2.287,0.55,0.04,
92.964,3.61,8.5,77.772,0.555,0.288,0.014,0.013,0.012,0.011,0.007,0.007,,0.226,7.987,2.344,0.504,0.04,
93.116,3.61,8.5,49.227,0.526,0.282,0.015,0.013,0.012,0.011,0.006,0.006,,0.253,8.203,2.31,0.508,0.04,
93.269,3.61,8.5,55.635,0.547,0.286,0.016,0.014,0.013,0.012,0.011,0.011,,0.267,8.51,2.326,0.54,0.039,
93.421,3.61,8.5,61.17,0.542,0.287,0.016,0.014,0.013,0.012,0.008,0.008,,0.275,8.811,2.326,0.54,0.039,
93.574,3.61,8.5,57.382,0.5,0.286,0.014,0.012,0.011,0.01,0.006,0.006,,0.276,8.602,2.357,0.507,0.04,
93.726,3.587,8.5,57.092,0.499,0.287,0.014,0.012,0.011,0.01,0.007,0.007,,0.273,8.673,2.342,0.561,0.04,
93.878,3.587,8.5,75.733,0.465,0.283,0.015,0.013,0.012,0.011,0.009,0.009,,0.259,8.342,2.314,0.576,0.039,
94.031,3.598,8.5,71.074,0.398,0.281,0.014,0.012,0.011,0.01,0.006,0.006,,0.238,7.968,2.224,0.575,0.039,
94.183,3.587,8.5,56.218,0.364,0.285,0.015,0.013,0.012,0.011,0.007,0.007,,0.215,7.433,2.169,0.484,0.039,
94.336,3.587,8.5,50.1,0.392,0.286,0.016,0.014,0.013,0.012,0.009,0.009,,0.201,7.056,2.183,0.518,0.039,
94.488,3.61,8.5,59.422,0.509,0.281,0.016,0.014,0.013,0.011,0.008,0.008,,0.206,7.303,2.313,0.541,0.039,
94.64,3.587,8.5,56.217,0.547,0.287,0.015,0.013,0.012,0.011,0.008,0.008,,0.228,7.846,2.355,0.601,0.039,
94.793,3.61,8.5,63.791,0.48,0.283,0.015,0.013,0.012,0.011,0.006,0.006,,0.245,7.727,2.285,0.551,0.039,
94.945,3.587,8.5,57.092,0.395,0.292,0.015,0.013,0.012,0.011,0.008,0.008,,0.25,7.241,2.177,0.605,0.039,
95.098,3.587,8.5,66.704,0.368,0.289,0.017,0.015,0.014,0.013,0.011,0.011,,0.242,6.774,2.136,0.535,0.04,
95.25,3.61,8.5,55.926,0.462,0.288,0.016,0.014,0.013,0.011,0.008,0.008,,0.241,6.988,2.209,0.499,0.04,
95.402,3.61,8.5,60.587,0.604,0.287,0.015,0.013,0.012,0.011,0.007,0.007,,0.247,7.87,2.323,0.481,0.039,
95.555,3.587,8.5,65.83,0.583,0.29,0.016,0.014,0.013,0.012,0.009,0.009,,0.247,8.202,2.369,0.475,0.039,
95.707,3.587,8.5,48.062,0.504,0.287,0.014,0.012,0.011,0.01,0.008,0.008,,0.237,7.64,2.309,0.539,0.039,
95.86,3.587,8.5,62.917,0.458,0.284,0.014,0.012,0.011,0.01,0.007,0.007,,0.23,7.671,2.284,0.505,0.039,
96.012,3.61,8.5,53.888,0.487,0.285,0.014,0.013,0.012,0.01,0.007,0.007,,0.246,7.944,2.317,0.555,0.039,
96.164,3.61,8.5,63.791,0.499,0.291,0.014,0.012,0.011,0.01,0.006,0.006,,0.269,8.122,2.328,0.487,0.04,
96.317,3.61,8.5,62.625,0.5,0.288,0.015,0.013,0.012,0.011,0.007,0.007,,0.276,8.232,2.343,0.523,0.04,
96.469,3.61,8.5,62.917,0.461,0.288,0.014,0.012,0.011,0.01,0.006,0.006,,0.269,8.079,2.308,0.476,0.039,
96.622,3.61,8.5,49.81,0.432,0.287,0.015,0.013,0.012,0.011,0.007,0.007,,0.261,7.906,2.233,0.452,0.039,
96.774,3.61,8.5,51.848,0.457,0.284,0.015,0.014,0.013,0.012,0.009,0.009,,0.258,7.931,2.27,0.5,0.039,
96.926,3.61,8.5,67.286,0.471,0.283,0.016,0.014,0.013,0.011,0.007,0.007,,0.253,7.864,2.281,0.507,0.039,
97.079,3.61,8.5,60.587,0.497,0.287,0.015,0.013,0.012,0.011,0.007,0.007,,0.254,7.811,2.31,0.506,0.04,
97.231,3.587,8.5,60.296,0.492,0.28,0.015,0.013,0.012,0.011,0.008,0.008,,0.253,7.75,2.309,0.453,0.04,
97.384,3.587,8.5,56.8,0.47,0.28,0.017,0.015,0.013,0.012,0.009,0.009,,0.252,7.6,2.29,0.511,0.039,
97.536,3.61,8.5,69.907,0.486,0.286,0.015,0.013,0.012,0.01,0.007,0.007,,0.244,7.826,2.282,0.533,0.039,
97.688,3.61,8.5,47.188,0.486,0.289,0.015,0.013,0.012,0.011,0.007,0.007,,0.237,7.933,2.268,0.534,0.039,
97.841,3.587,8.5,50.683,0.458,0.288,0.015,0.013,0.012,0.011,0.007,0.007,,0.238,7.932,2.249,0.524,0.039,
97.993,3.61,8.5,61.461,0.47,0.284,0.016,0.014,0.013,0.012,0.008,0.008,,0.244,7.82,2.262,0.564,0.04,
98.146,3.61,8.5,57.674,0.466,0.285,0.015,0.013,0.012,0.011,0.007,0.007,,0.253,7.858,2.266,0.603,0.039,
98.298,3.61,8.5,48.936,0.503,0.286,0.015,0.013,0.012,0.011,0.006,0.006,,0.258,8.036,2.309,0.538,0.039,
98.45,3.61,8.5,60.004,0.513,0.286,0.015,0.013,0.012,0.011,0.007,0.007,,0.263,8.028,2.295,0.562,0.04,
98.603,3.61,8.5,54.47,0.483,0.287,0.015,0.013,0.012,0.01,0.007,0.007,,0.272,7.978,2.276,0.554,0.04,
98.755,3.61,8.5,53.596,0.496,0.285,0.015,0.013,0.012,0.011,0.007,0.007,,0.276,7.907,2.275,0.599,0.04,
98.908,3.587,8.5,65.829,0.517,0.283,0.015,0.013,0.012,0.011,0.007,0.007,,0.276,7.766,2.303,0.588,0.04,
99.06,3.61,8.5,56.218,0.518,0.283,0.016,0.014,0.013,0.011,0.007,0.007,,0.271,7.795,2.29,0.583,0.04,
99.212,3.61,8.5,52.431,0.513,0.286,0.015,0.013,0.012,0.011,0.006,0.006,,0.266,7.775,2.283,0.574,0.04,
99.365,3.61,8.5,53.887,0.51,0.289,0.016,0.014,0.013,0.011,0.007,0.007,,0.263,7.545,2.316,0.69,0.041,
99.517,3.587,8.5,50.101,0.502,0.283,0.018,0.015,0.014,0.013,0.008,0.008,,0.267,7.764,2.335,0.641,0.042,
99.67,3.587,8.5,43.693,0.474,0.282,0.016,0.014,0.013,0.012,0.009,0.009,,0.273,7.655,2.336,0.702,0.041,
99.822,3.61,8.5,42.819,0.513,0.283,0.016,0.014,0.013,0.012,0.007,0.007,,0.276,7.301,2.277,0.66,0.041,
99.974,3.61,8.5,52.722,0.51,0.287,0.017,0.015,0.014,0.012,0.008,0.008,56.691,0.277,7.394,2.252,0.678,0.041,
100.127,3.587,8.5,58.84,0.535,0.295,0.016,0.014,0.012,0.011,0.007,0.007,60.053,0.279,7.487,2.256,0.508,0.04,
100.279,3.587,8.5,54.469,0.547,0.291,0.016,0.014,0.013,0.011,0.007,0.007,59.178,0.285,7.786,2.262,0.522,0.041,
100.432,3.61,8.5,63.5,0.558,0.284,0.015,0.013,0.012,0.011,0.006,0.006,57.668,0.288,7.69,2.269,0.515,0.041,
100.584,3.61,8.5,59.13,0.543,0.284,0.016,0.014,0.013,0.011,0.007,0.007,57.581,0.294,7.565,2.278,0.631,0.04,
100.736,3.587,8.5,57.383,0.536,0.284,0.015,0.013,0.012,0.011,0.006,0.006,58.798,0.292,7.586,2.285,0.641,0.041,
100.889,3.587,8.5,63.499,0.524,0.288,0.015,0.013,0.012,0.011,0.006,0.006,59.873,0.286,7.637,2.271,0.585,0.041,
101.041,3.61,8.5,66.122,0.546,0.295,0.015,0.013,0.012,0.011,0.007,0.007,58.727,0.282,7.604,2.288,0.576,0.04,
101.194,3.587,8.5,68.451,0.549,0.285,0.014,0.013,0.012,0.011,0.007,0.007,58.005,0.283,7.668,2.293,0.566,0.04,
101.346,3.61,8.5,51.848,0.534,0.28,0.015,0.013,0.012,0.011,0.007,0.007,59.143,0.283,7.72,2.297,0.55,0.04,
101.498,3.61,8.5,60.587,0.556,0.285,0.016,0.014,0.013,0.012,0.007,0.007,59.476,0.275,7.895,2.331,0.486,0.04,
101.651,3.61,8.5,59.713,0.514,0.289,0.017,0.015,0.014,0.012,0.009,0.009,60.59,0.266,7.931,2.313,0.458,0.04,
101.803,3.61,8.5,60.296,0.509,0.283,0.017,0.014,0.013,0.012,0.008,0.008,60.668,0.26,7.671,2.303,0.469,0.04,
101.956,3.61,8.5,52.14,0.488,0.285,0.015,0.013,0.012,0.011,0.007,0.007,60.37,0.261,7.807,2.258,0.49,0.039,1072.526
102.108,3.61,8.5,54.18,0.482,0.284,0.015,0.013,0.012,0.011,0.007,0.007,61.43,0.265,7.82,2.241,0.572,0.04,1069.455
102.26,3.587,8.5,53.013,0.548,0.283,0.017,0.015,0.014,0.012,0.008,0.008,62.438,0.277,7.872,2.287,0.514,0.039,1094.636
102.413,3.61,8.5,67.578,0.593,0.29,0.016,0.014,0.013,0.011,0.007,0.007,64.062,0.294,8.147,2.359,0.485,0.039,1072.833
102.565,3.587,8.5,44.566,0.633,0.285,0.015,0.013,0.012,0.011,0.007,0.007,64.07,0.307,8.688,2.443,0.5,0.039,1037.455
102.718,3.61,8.5,59.131,0.555,0.286,0.016,0.014,0.013,0.011,0.007,0.007,64.937,0.305,8.632,2.448,0.517,0.039,1056.546
102.87,3.61,8.5,59.713,0.456,0.282,0.016,0.013,0.012,0.011,0.007,0.007,66.182,0.287,8.45,2.343,0.519,0.039,1029.0
103.022,3.587,8.5,44.275,0.408,0.285,0.015,0.013,0.012,0.011,0.006,0.006,66.379,0.26,8.441,2.266,0.472,0.039,1026.222
103.175,3.587,8.5,61.46,0.33,0.282,0.017,0.014,0.013,0.012,0.008,0.008,66.326,0.231,7.661,2.159,0.498,0.039,1071.857
103.327,3.587,8.5,64.664,0.325,0.284,0.015,0.013,0.012,0.011,0.006,0.006,65.648,0.209,7.084,2.13,0.49,0.039,1080.5
103.48,3.61,8.5,58.548,0.478,0.287,0.014,0.013,0.012,0.01,0.006,0.006,67.368,0.218,7.923,2.299,0.525,0.039,1081.857
103.632,3.587,8.5,55.343,0.574,0.286,0.015,0.013,0.012,0.011,0.007,0.007,67.789,0.248,8.981,2.461,0.549,0.039,1084.143
103.784,3.61,8.5,53.596,0.498,0.285,0.015,0.013,0.012,0.011,0.007,0.007,67.722,0.275,8.778,2.43,0.613,0.039,1085.0
103.937,3.61,8.5,53.595,0.44,0.291,0.016,0.014,0.013,0.011,0.007,0.007,65.79,0.275,8.32,2.342,0.638,0.039,1111.0
104.089,3.587,8.5,50.684,0.375,0.289,0.016,0.014,0.013,0.012,0.008,0.008,66.062,0.253,8.236,2.234,0.654,0.039,1111.0
104.242,3.61,8.5,62.916,0.366,0.283,0.015,0.013,0.012,0.011,0.007,0.007,66.892,0.234,7.643,2.209,0.542,0.039,1111.429
104.394,3.598,8.5,69.325,0.409,0.285,0.014,0.013,0.012,0.01,0.006,0.006,66.836,0.225,7.239,2.246,0.56,0.039,1108.286
104.546,3.61,8.5,71.947,0.484,0.283,0.015,0.013,0.012,0.011,0.008,0.008,66.732,0.228,7.481,2.305,0.534,0.039,1085.0
104.699,3.587,8.5,65.539,0.463,0.289,0.016,0.014,0.012,0.011,0.007,0.007,59.821,0.236,8.013,2.265,0.56,0.039,1069.0
104.851,3.633,8.5,225.772,0.481,0.289,0.015,0.013,0.012,0.011,0.007,0.007,58.261,0.243,7.977,2.304,0.532,0.039,1100.714
105.004,3.633,8.5,209.436,0.475,0.287,0.016,0.013,0.012,0.011,0.007,0.007,56.05,0.241,8.069,2.313,0.484,0.04,1054.143
105.156,3.587,8.5,74.86,0.459,0.283,0.015,0.013,0.011,0.01,0.006,0.006,55.056,0.237,8.042,2.286,0.485,0.039,1068.5
105.308,3.61,8.5,60.586,0.464,0.286,0.014,0.012,0.011,0.01,0.006,0.006,55.105,0.237,8.057,2.296,0.474,0.039,1065.286
105.461,3.61,8.5,62.335,0.5,0.288,0.014,0.012,0.011,0.01,0.006,0.006,54.717,0.248,8.038,2.32,0.523,0.039,1073.714
105.613,3.61,8.5,66.995,0.504,0.284,0.015,0.013,0.012,0.011,0.006,0.006,60.839,0.26,8.033,2.335,0.476,0.039,1093.571
105.766,3.587,8.5,61.752,0.496,0.283,0.014,0.012,0.011,0.01,0.006,0.006,55.581,0.269,8.186,2.328,0.489,0.039,1078.572
105.918,3.61,8.5,39.323,0.485,0.289,0.015,0.013,0.012,0.01,0.006,0.006,56.326,0.264,8.195,2.315,0.512,0.039,1060.143
106.07,3.598,8.5,53.305,0.467,0.285,0.015,0.013,0.012,0.011,0.006,0.006,56.573,0.252,8.135,2.313,0.602,0.039,1106.0
106.223,3.598,8.5,46.022,0.448,0.286,0.015,0.013,0.012,0.011,0.006,0.006,56.598,0.237,7.85,2.314,0.557,0.039,1068.0
106.375,3.598,8.5,47.479,0.426,0.29,0.014,0.012,0.011,0.01,0.005,0.005,56.404,0.227,7.895,2.298,0.547,0.039,1078.857
106.528,3.61,8.5,50.101,0.407,0.288,0.015,0.013,0.012,0.011,0.007,0.007,57.018,0.218,7.439,2.247,0.536,0.039,1097.875
106.68,3.61,8.5,55.343,0.351,0.289,0.016,0.013,0.012,0.011,0.006,0.006,57.333,0.215,7.122,2.157,0.585,0.039,1092.571
106.832,3.587,8.5,52.139,0.428,0.285,0.014,0.012,0.011,0.01,0.005,0.005,58.701,0.228,7.356,2.231,0.597,0.039,1110.429
106.985,3.61,8.5,53.596,0.578,0.28,0.014,0.012,0.011,0.01,0.006,0.006,59.143,0.255,8.161,2.381,0.535,0.039,1106.143
107.137,3.61,8.5,50.101,0.597,0.287,0.015,0.013,0.012,0.011,0.007,0.007,59.871,0.273,8.798,2.462,0.572,0.039,1097.286
107.29,3.61,8.5,53.305,0.46,0.288,0.013,0.011,0.01,0.009,0.005,0.005,60.299,0.27,8.227,2.377,0.487,0.039,1088.714
107.442,3.587,8.5,47.188,0.4,0.283,0.014,0.012,0.011,0.01,0.006,0.006,60.927,0.249,8.056,2.306,0.535,0.039,1096.428
107.594,3.61,8.5,57.964,0.355,0.287,0.015,0.013,0.012,0.011,0.006,0.006,60.676,0.223,7.621,2.19,0.503,0.039,1108.571
107.747,3.61,8.5,46.606,0.333,0.287,0.013,0.012,0.011,0.009,0.005,0.005,60.517,0.207,6.889,2.117,0.558,0.04,1076.286
107.899,3.587,8.5,53.596,0.465,0.284,0.015,0.013,0.012,0.011,0.006,0.006,60.795,0.208,6.942,2.207,0.491,0.039,1064.0
108.052,3.61,8.5,51.557,0.638,0.289,0.013,0.011,0.01,0.009,0.005,0.005,61.835,0.224,8.278,2.339,0.55,0.039,1070.625
108.204,3.61,8.5,53.887,0.65,0.287,0.014,0.012,0.011,0.01,0.006,0.006,61.836,0.24,8.959,2.38,0.518,0.039,1073.714
108.356,3.61,8.5,69.034,0.515,0.286,0.017,0.014,0.013,0.011,0.007,0.007,61.492,0.243,8.658,2.332,0.673,0.039,1051.714
108.509,3.61,8.5,52.431,0.44,0.289,0.013,0.012,0.011,0.01,0.005,0.005,61.211,0.243,8.35,2.238,0.78,0.039,1079.571
108.661,3.61,8.5,53.013,0.432,0.287,0.015,0.013,0.012,0.01,0.006,0.006,61.201,0.232,8.057,2.25,0.793,0.039,1078.143
108.814,3.61,8.5,50.683,0.457,0.288,0.015,0.013,0.012,0.011,0.006,0.006,60.821,0.229,7.978,2.241,0.63,0.039,1098.0
108.966,3.61,8.5,48.353,0.499,0.283,0.016,0.014,0.012,0.011,0.007,0.007,61.03,0.23,8.159,2.296,0.556,0.039,1069.143
109.118,3.598,8.5,52.14,0.479,0.284,0.014,0.012,0.011,0.01,0.006,0.006,60.771,0.244,8.008,2.282,0.64,0.039,1042.286
109.271,3.61,8.5,62.917,0.514,0.286,0.015,0.013,0.012,0.01,0.006,0.006,60.795,0.254,8.26,2.294,0.667,0.039,1049.375
109.423,3.61,8.5,63.208,0.492,0.284,0.014,0.012,0.011,0.01,0.005,0.005,60.887,0.257,8.148,2.285,0.758,0.039,1113.286
109.576,3.587,8.5,58.256,0.493,0.287,0.014,0.012,0.011,0.01,0.006,0.006,61.943,0.258,8.001,2.29,0.673,0.039,1060.857
109.728,3.61,8.5,59.713,0.491,0.287,0.013,0.012,0.011,0.009,0.005,0.005,63.856,0.259,8.152,2.287,0.656,0.039,1087.572
109.88,3.61,8.5,50.392,0.528,0.287,0.013,0.011,0.01,0.009,0.005,0.005,64.607,0.258,8.33,2.307,0.552,0.039,1099.857
110.033,3.61,8.5,67.578,0.5,0.287,0.013,0.012,0.011,0.009,0.005,0.005,65.481,0.255,8.17,2.286,0.597,0.039,1097.143
110.185,3.587,8.5,71.946,0.494,0.285,0.014,0.012,0.011,0.01,0.006,0.006,65.813,0.245,8.3,2.307,0.625,0.039,1114.714
110.338,3.61,8.5,61.169,0.474,0.286,0.013,0.011,0.011,0.01,0.006,0.006,65.582,0.236,8.183,2.302,0.67,0.039,1122.0
110.49,3.587,8.5,60.587,0.488,0.284,0.015,0.012,0.011,0.01,0.006,0.006,65.705,0.231,8.41,2.325,0.656,0.039,1116.0
110.642,3.587,8.5,58.547,0.464,0.285,0.016,0.013,0.012,0.011,0.006,0.006,65.194,0.236,8.1,2.318,0.638,0.039,1092.25
110.795,3.598,8.5,63.208,0.458,0.29,0.014,0.012,0.011,0.01,0.005,0.005,66.133,0.24,8.272,2.318,0.55,0.039,1069.0
110.947,3.61,8.5,52.722,0.441,0.288,0.015,0.013,0.012,0.01,0.006,0.006,66.282,0.242,8.161,2.282,0.529,0.039,1088.429
111.1,3.61,8.5,52.722,0.455,0.289,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,65.972,0.241,7.978,2.286,0.558,0.039,1095.0
111.252,3.587,8.5,47.48,0.477,0.289,0.004,0.003,0.003,0.002,100000.0,100000.0,63.273,0.24,7.796,2.348,0.614,0.039,1077.714
111.404,3.61,8.5,49.809,0.451,0.292,0.019,0.016,0.014,0.013,0.008,0.008,65.188,0.242,7.715,2.37,0.547,0.04,1079.286
111.557,3.587,8.5,46.605,0.447,0.287,0.016,0.014,0.012,0.011,0.006,0.006,60.304,0.246,7.599,2.346,0.602,0.041,1070.286
111.709,3.587,8.5,62.626,0.464,0.287,0.014,0.013,0.011,0.01,0.006,0.006,62.591,0.245,7.569,2.306,0.749,0.04,1094.143
111.862,3.587,8.5,49.227,0.47,0.285,0.015,0.013,0.012,0.011,0.006,0.006,59.578,0.239,7.45,2.255,0.633,0.04,1106.714
112.014,3.61,8.5,63.791,0.472,0.283,0.015,0.013,0.012,0.01,0.006,0.006,64.957,0.233,7.503,2.263,0.583,0.039,1092.714
112.166,3.587,8.5,55.635,0.473,0.287,0.013,0.012,0.011,0.01,0.006,0.006,63.639,0.227,7.489,2.244,0.542,0.039,1102.0
112.319,3.61,8.5,59.713,0.464,0.288,0.014,0.012,0.011,0.01,0.006,0.006,63.234,0.229,7.515,2.251,0.768,0.039,1088.0
112.471,3.61,8.5,55.344,0.488,0.289,0.014,0.012,0.011,0.01,0.006,0.006,61.765,0.234,7.622,2.282,0.753,0.039,1104.143
112.624,3.61,8.5,55.344,0.474,0.292,0.014,0.013,0.012,0.01,0.006,0.006,63.998,0.239,7.448,2.251,0.683,0.04,1104.714
112.776,3.598,8.5,46.897,0.48,0.281,0.014,0.012,0.011,0.01,0.006,0.006,64.736,0.236,7.672,2.242,0.609,0.04,1093.286
112.928,3.61,8.5,48.935,0.499,0.28,0.014,0.012,0.011,0.01,0.006,0.006,64.351,0.24,7.683,2.226,0.501,0.039,1121.143
113.081,3.61,8.5,43.402,0.557,0.285,0.016,0.014,0.013,0.011,0.007,0.007,64.033,0.252,7.997,2.275,0.502,0.039,1133.125
113.233,3.587,8.5,55.343,0.579,0.284,0.017,0.014,0.013,0.012,0.007,0.007,64.221,0.273,8.351,2.308,0.44,0.039,1132.143
113.386,3.61,8.5,45.44,0.576,0.284,0.015,0.013,0.012,0.01,0.006,0.006,64.229,0.282,8.689,2.361,0.519,0.039,1129.0
113.538,3.61,8.5,59.13,0.549,0.285,0.015,0.013,0.012,0.011,0.006,0.006,63.756,0.288,8.679,2.383,0.489,0.039,1143.0
