DEPTH,BS:1,BS:2,DNPH:1,DNPH:2,DPHZ:1,DPHZ:2,DSOZ:1,DSOZ:2,DT:1,DT:2,ECGR,EHGR:1,EHGR:2,GR:1,GR:2,GR:3,GR_EDIT,HART:1,HART:2,HCAL:1,HCAL:2,HDRA:1,HDRA:2,HRLD:1,HRLD:2,HRLS:1,HRLS:2,HTEM:1,HTEM:2,HTNP:1,HTNP:2,PEF8:1,PEF8:2,RHO8,RHOZ,RXO8,RXOZ,SP:1,SP:2,TENS:1,TENS:2,TENS:3,TENS:4,VCL
57.4548,,6.125,,,,,,,,,18.0421,,0.8042,0.8042,,,48.0421,,,,,,,,,,,,,,0.738723,,,,,,,,,,583.2081,,,
57.6072,,6.125,,,,,,,,,17.3961,,0.8042,0.8042,,,47.3961,,,,,,,,,,,,,,0.743965,,,,,,,,,,584.6874,,,
57.7596,,6.125,,,,,,,,,17.3681,,0.8042,0.8042,,,47.3681,,,,,,,,,,,,,,0.786114,,,,,,,,,,585.5809,,,
57.912,,6.125,,,,,,,,,18.194,,0.8042,0.8042,,,48.194,,,,,,,,,,,,,,0.796613,,,,,,,,,,585.6085,,,
58.0644,,6.125,,,,,,,,,18.7081,,0.8042,0.8042,,,48.7081,,,,,,,,,,,,,,0.77488,,,,,,,,,,585.5532,,,
58.2168,,6.125,,,,,,,,,18.1775,,0.8042,0.8042,,,48.1775,,,,,,,,,,,,,,0.767905,,,,,,,,,,587.6462,,,
58.3692,,6.125,,,,,,,,,17.0489,,0.8042,0.8042,,,47.0489,,,,,,,,,,,,,,0.783687,,,,,,,,,,588.5533,,,
58.5216,,6.125,,,,,,,,,16.6301,,0.8042,0.8042,,,46.6301,,,,,,,,,,,,,,0.778919,,,,,,,,,,587.2697,,,
58.674,,6.125,,,,,,,,,17.8095,,0.8042,0.8042,,,47.8095,,,,,,,,,,,,,,0.762491,,,,,,,,,,585.8387,,,
58.8264,,6.125,,,,,,,,,19.4802,,0.8042,0.8042,,,49.4802,,,,,,,,,,,,,,0.809308,,,,,,,,,,584.4227,,,
58.9788,,6.125,,,,,,,,,19.6771,,0.8042,0.8042,,,49.6771,,,,,,,,,,,,,,0.866679,,,,,,,,,,584.6944,,,
59.1312,,6.125,,,,,,,,,18.409,,0.8042,0.8042,,,48.409,,,,,,,,,,,,,,0.871033,,,,,,,,,,585.4692,,,
59.2836,,6.125,,,,,,,,,17.72,,0.8042,0.8042,,,47.72,,,,,,,,,,,,,,0.817,,,,,,,,,,585.9296,,,
59.436,,6.125,,,,,,,,,18.2282,,0.8042,0.8042,,,48.2282,,,,,,,,,,,,,,0.745816,,,,,,,,,,586.9416,,,
59.5884,,6.125,,,,,,,,,19.0497,,0.8042,0.8042,,,49.0497,,,,,,,,,,,,,,0.693208,,,,,,,,,,587.4229,,,
59.7408,,6.125,,,,,,,,,19.04,,0.8043,0.8043,,,49.04,,,,,,,,,,,,,,0.683392,,,,,,,,,,587.3745,,,
59.8932,,6.125,,,,,,,,,18.3473,,0.8045,0.8045,,,48.3473,,,,,,,,,,,,,,0.744018,,,,,,,,,,587.5483,,,
60.0456,,6.125,,,,,,,,,18.5799,,0.8043,0.8043,,,48.5799,,,,,,,,,,,,,,0.814976,,,,,,,,,,587.0326,,,
60.198,,6.125,,,,,,,,,20.6854,,0.8042,0.8042,,,50.6854,,,,,,,,,,,,,,0.826953,,,,,,,,,,587.5276,,,
60.3504,,6.125,,,,,,,,,23.1331,,0.8043,0.8043,,,53.1331,,,,,,,,,,,,,,0.793063,,,,,,,,,,588.421,,,
60.5028,,6.125,,,,,,,,,23.87,,0.8045,0.8045,,,53.87,,,,,,,,,,,,,,0.745973,,,,,,,,,,588.6512,,,
60.6552,,6.125,,,,,,,,,22.6342,,0.8045,0.8045,,,52.6342,,,,,,,,,,,,,,0.721572,,,,,,,,,,588.4279,,,
60.8076,,6.125,,,,,,,,,20.5955,,0.8045,0.8045,,,50.5955,,,,,,,,,,,,,,0.727643,,,,,,,,,,586.6204,,,
60.96,,6.125,,,,,,,,,19.3241,,0.8043,0.8043,,,49.3241,,,,,,,,,,,,,,0.756647,,,,,,,,,,584.3179,,,
61.1124,,6.125,,,,,,,,,19.3809,,0.8042,0.8042,,,49.3809,,,,,,,,,,,,,,0.772018,,,,,,,,,,584.4503,,,
61.2648,,6.125,,,,,,,,,20.7916,,0.8042,0.8042,,,50.7916,,,,,,,,,,,,,,0.763896,,,,,,,,,,584.3732,,,
61.4172,,6.125,,,,,,,,,21.9113,,0.8042,0.8042,,,51.9113,,,,,,,,,,,,,,0.735529,,,,,,,,,,582.7131,,,
61.5696,,6.125,,,,,,,,,20.8061,,0.8042,0.8042,,,50.8061,,,,,,,,,,,,,,0.708861,,,,,,,,,,582.2169,,,
61.722,,6.125,,,,,,,,,18.2618,,0.8042,0.8042,,,48.2618,,,,,,,,,,,,,,0.69251,,,,,,,,,,581.373,,,
61.8744,,6.125,,,,,,,,,16.9944,,0.8042,0.8042,,,46.9944,,,,,,,,,,,,,,0.688681,,,,,,,,,,582.7269,,,
62.0268,,6.125,,,,,,,,,17.6567,,0.8042,0.8042,,,47.6567,,,,,,,,,,,,,,0.69121,,,,,,,,,,586.3061,,,
62.1792,,6.125,,,,,,,,,19.2513,,0.8042,0.8042,,,49.2513,,,,,,,,,,,,,,0.68901,,,,,,,,,,587.2766,,,
62.3316,,6.125,,,,,,,,,20.0244,,0.8042,0.8042,,,50.0244,,,,,,,,,,,,,,0.693184,,,,,,,,,,586.8438,,,
62.484,,6.125,,,,,,,,,19.6345,,0.8042,0.8042,,,49.6345,,,,,,,,,,,,,,0.705953,,,,,,,,,,585.818,,,
62.6364,,6.125,,,,,,,,,18.9807,,0.8042,0.8042,,,48.9807,,,,,,,,,,,,,,0.72094,,,,,,,,,,584.7784,,,
62.7888,,6.125,,,,,,,,,17.9899,,0.8042,0.8042,,,47.9899,,,,,,,,,,,,,,0.72152,,,,,,,,,,585.1411,,,
62.9412,,6.125,,,,,,,,,16.8041,,0.8042,0.8042,,,46.8041,,,,,,,,,,,,,,0.729664,,,,,,,,,,586.0344,,,
63.0936,,6.125,,,,,,,,,15.9775,,0.8042,0.8042,,,45.9775,,,,,,,,,,,,,,0.75371,,,,,,,,,,586.5087,,,
63.246,,6.125,,,,,,,,,16.421,,0.8042,0.8042,,,46.421,,,,,,,,,,,,,,0.757574,,,,,,,,,,585.9228,,,
63.3984,,6.125,,,,,,,,,18.4061,,0.8042,0.8042,,,48.4061,,,,,,,,,,,,,,0.725014,,,,,,,,,,585.3575,,,
63.5508,,6.125,,,,,,,,,19.7756,,0.8042,0.8042,,,49.7756,,,,,,,,,,,,,,0.699711,,,,,,,,,,584.471,,,
63.7032,,6.125,,,,,,,,,19.372,,0.8042,0.8042,,,49.372,,,,,,,,,,,,,,0.715548,,,,,,,,,,582.7338,,,
63.8556,,6.125,,,,,,,,,18.026,,0.8042,0.8042,,,48.026,,,,,,,,,,,,,,0.749803,,,,,,,,,,584.4227,,,
64.008,,6.125,,,,,,,,,17.1975,,0.8042,0.8042,,,47.1975,,,,,,,,,,,,,,0.782157,,,,,,,,,,588.4693,,,
64.1604,,6.125,,,,,,,,,17.5113,,0.8042,0.8042,,,47.5113,,,,,,,,,,,,,,0.797758,,,,,,,,,,588.6443,,,
64.3128,,6.125,,,,,,,,,17.9769,,0.8042,0.8042,,,47.9769,,,,,,,,,,,,,,0.796683,,,,,,,,,,587.0533,,,
64.4652,,6.125,,,,,,,,,18.3043,,0.8042,0.8042,,,48.3043,,,,,,,,,,,,,,0.776495,,,,,,,,,,586.7252,,,
64.6176,,6.125,,,,,,,,,17.9504,,0.8042,0.8042,,,47.9504,,,,,,,,,,,,,,0.748487,,,,,,,,,,586.6066,,,
64.77,,6.125,,,,,,,,,17.096,,0.8042,0.8042,,,47.096,,,,,,,,,,,,,,0.733525,,,,,,,,,,586.1599,,,
64.9224,,6.125,,,,,,,,,16.4942,,0.8042,0.8042,,,46.4943,,,,,,,,,,,,,,0.718573,,,,,,,,,,586.3625,,,
65.0748,,6.125,,,,,,,,,16.3967,,0.8042,0.8042,,,46.3967,,,,,,,,,,,,,,0.70502,,,,,,,,,,587.7579,,,
65.2272,,6.125,,,,,,,,,17.2292,,0.8042,0.8042,,,47.2292,,,,,,,,,,,,,,0.685323,,,,,,,,,,589.091,,,
65.3796,,6.125,,,,,,,,,18.1533,,0.8042,0.8042,,,48.1533,,,,,,,,,,,,,,0.659036,,,,,,,,,,589.3558,,,
65.532,,6.125,,,,,,,,,19.5487,,0.8042,0.8042,,,49.5487,,,,,,,,,,,,,,0.656712,,,,,,,,,,588.6236,,,
65.6844,,6.125,,,,,,,,,21.7941,,0.8042,0.8042,,,51.7941,,,,,,,,,,,,,,0.681735,,,,,,,,,,587.8834,,,
65.8368,,6.125,,,,,,,,,24.4531,,0.8042,0.8042,,,54.4531,,,,,,,,,,,,,,0.696711,,,,,,,,,,586.6976,,,
65.9892,,6.125,,,,,,,,,26.9853,,0.8042,0.8042,,,56.9853,,,,,,,,,,,,,,0.68572,,,,,,,,,,585.7202,,,
66.1416,,6.125,,,,,,,,,27.5676,,0.8042,0.8042,,,57.5676,,,,,,,,,,,,,,0.680648,,,,,,,,,,584.5551,,,
66.294,,6.125,,,,,,,,,26.6702,,0.8042,0.8042,,,56.6702,,,,,,,,,,,,,,0.72234,,,,,,,,,,583.6617,,,
66.4464,,6.125,,,,,,,,,25.5273,,0.8042,0.8042,,,55.5273,,,,,,,,,,,,,,0.772416,,,,,,,,,,583.6548,,,
66.5988,,6.125,,,,,,,,,24.3832,,0.8042,0.8042,,,54.3832,,,,,,,,,,,,,,0.767932,,,,,,,,,,585.0087,,,
66.7512,,6.125,,,,,,,,,23.3729,,0.8042,0.8042,,,53.3729,,,,,,,,,,,,,,0.724011,,,,,,,,,,586.6343,,,
66.9036,,6.125,,,,,,,,,21.5101,,0.8042,0.8042,,,51.5101,,,,,,,,,,,,,,0.707982,,,,,,,,,,585.8111,,,
67.056,,6.125,,,,,,,,,19.4224,,0.8042,0.8042,,,49.4224,,,,,,,,,,,,,,0.735219,,,,,,,,,,583.55,,,
67.2084,,6.125,,,,,,,,,17.5958,,0.8042,0.8042,,,47.5958,,,,,,,,,,,,,,0.792172,,,,,,,,,,583.2853,,,
67.3608,,6.125,,,,,,,,,16.3523,,0.8042,0.8042,,,46.3523,,,,,,,,,,,,,,0.861339,,,,,,,,,,584.722,,,
67.5132,,6.125,,,,,,,,,16.2003,,0.8042,0.8042,,,46.2003,,,,,,,,,,,,,,0.912162,,,,,,,,,,584.7646,,,
67.6656,,6.125,,,,,,,,,16.9625,,0.8042,0.8042,,,46.9625,,,,,,,,,,,,,,0.930745,,,,,,,,,,584.1429,,,
67.818,,6.125,,,,,,,,,18.6316,,0.8042,0.8042,,,48.6316,,,,,,,,,,,,,,0.90771,,,,,,,,,,583.1805,,,
67.9704,,6.125,,,,,,,,,19.8973,,0.8042,0.8042,,,49.8973,,,,,,,,,,,,,,0.883663,,,,,,,,,,583.215,,,
68.1228,,6.125,,,,,,,,,18.9491,,0.8042,0.8042,,,48.9491,,,,,,,,,,,,,,0.872762,,,,,,,,,,583.7734,,,
68.2752,,6.125,,,,,,,,,16.8958,,0.8042,0.8042,,,46.8958,,,,,,,,,,,,,,0.838641,,,,,,,,,,585.0018,,,
68.4276,,6.125,,,,,,,,,16.5608,,0.8042,0.8042,,,46.5608,,,,,,,,,,,,,,0.764585,,,,,,,,,,586.4178,,,
68.58,,6.125,,,,,,,,,18.2705,,0.8042,0.8042,,,48.2705,,,,,,,,,,,,,,0.673965,,,,,,,,,,586.1254,,,
68.7324,,6.125,,,,,,,,,19.8663,,0.8042,0.8042,,,49.8663,,,,,,,,,,,,,,0.620889,,,,,,,,,,585.6154,,,
68.8848,,6.125,,,,,,,,,19.8283,,0.8042,0.8042,,,49.8283,,,,,,,,,,,,,,0.642059,,,,,,,,,,584.3248,,,
69.0372,,6.125,,,,,,,,,19.7207,,0.8042,0.8042,,,49.7207,,,,,,,,,,,,,,0.717714,,,,,,,,,,584.3248,,,
69.1896,,6.125,,,,,,,,,19.9502,,0.8042,0.8042,,,49.9502,,,,,,,,,,,,,,0.789449,,,,,,,,,,585.392,,,
69.342,,6.125,,,,,,,,,19.5333,,0.8042,0.8042,,,49.5333,,,,,,,,,,,,,,0.804963,,,,,,,,,,584.3248,,,
69.4944,,6.125,,,,,,,,,18.9607,,0.8042,0.8042,,,48.9607,,,,,,,,,,,,,,0.776119,,,,,,,,,,583.3198,,,
69.6468,,6.125,,,,,,,,,19.576,,0.8042,0.8042,,,49.576,,,,,,,,,,,,,,0.758658,,,,,,,,,,583.5432,,,
69.7992,,6.125,,,,,,,,,21.9993,,0.8042,0.8042,,,51.9993,,,,,,,,,,,,,,0.766285,,,,,,,,,,583.7803,,,
69.9516,,6.125,,,,,,,,,24.1475,,0.8042,0.8042,,,54.1475,,,,,,,,,,,,,,0.780348,,,,,,,,,,583.7665,,,
70.104,,6.125,,,,,,,,,23.9545,,0.8042,0.8042,,,53.9545,,,,,,,,,,,,,,0.776497,,,,,,,,,,583.5569,,,
70.2564,,6.125,,,,,,,,,21.549,,0.8042,0.8042,,,51.549,,,,,,,,,,,,,,0.761883,,,,,,,,,,583.1943,,,
70.4088,,6.125,,,,,,,,,19.589,,0.8042,0.8042,,,49.589,,,,,,,,,,,,,,0.778873,,,,,,,,,,583.55,,,
70.5612,,6.125,,,,,,,,,19.2579,,0.8042,0.8042,,,49.2579,,,,,,,,,,,,,,0.82546,,,,,,,,,,584.4503,,,
70.7136,,6.125,,,,,,,,,19.0492,,0.8042,0.8042,,,49.0492,,,,,,,,,,,,,,0.858772,,,,,,,,,,584.5828,,,
70.866,,6.125,,,,,,,,,17.8379,,0.8042,0.8042,,,47.8379,,,,,,,,,,,,,,0.821605,,,,,,,,,,584.3179,,,
71.0184,,6.125,,,,,,,,,17.0022,,0.8042,0.8042,,,47.0022,,,,,,,,,,,,,,0.765669,,,,,,,,,,584.5896,,,
71.1708,,6.125,,,,,,,,,18.0033,,0.8042,0.8042,,,48.0033,,,,,,,,,,,,,,0.779939,,,,,,,,,,584.6599,,,
71.3232,,6.125,,,,,,,,,19.8732,,0.8042,0.8042,,,49.8732,,,,,,,,,,,,,,0.83775,,,,,,,,,,586.3763,,,
71.4756,,6.125,,,,,,,,,20.8767,,0.8042,0.8042,,,50.8767,,,,,,,,,,,,,,0.863838,,,,,,,,,,588.2252,,,
71.628,,6.125,,,,,,,,,20.4982,,0.8042,0.8042,,,50.4982,,,,,,,,,,,,,,0.814813,,,,,,,,,,587.9467,,,
71.7804,,6.125,,,,,,,,,20.2424,,0.8045,0.8045,,,50.2424,,,,,,,,,,,,,,0.73244,,,,,,,,,,588.3162,,,
71.9328,,6.125,,,,,,,,,21.6861,,0.8048,0.8048,,,51.6861,,,,,,,,,,,,,,0.660972,,,,,,,,,,589.2165,,,
72.0852,,6.125,,,,,,,,,24.6943,,0.8045,0.8045,,,54.6943,,,,,,,,,,,,,,0.632206,,,,,,,,,,590.1168,,,
72.2376,,6.125,,,,,,,,,27.7419,,0.8042,0.8042,,,57.7419,,,,,,,,,,,,,,0.650144,,,,,,,,,,589.2579,,,
72.39,,6.125,,,,,,,,,29.0289,,0.8042,0.8042,,,59.0289,,,,,,,,,,,,,,0.673315,,,,,,,,,,586.8933,,,
72.5424,,6.125,,,,,,,,,28.8285,,0.8042,0.8042,,,58.8285,,,,,,,,,,,,,,0.64972,,,,,,,,,,587.0947,,,
72.6948,,6.125,,,,,,,,,28.2325,,0.8042,0.8042,,,58.2325,,,,,,,,,,,,,,0.589559,,,,,,,,,,587.3883,,,
72.8472,,6.125,,,,,,,,,28.0115,,0.8042,0.8042,,,58.0115,,,,,,,,,,,,,,0.54445,,,,,,,,,,587.1788,,,
72.9996,,6.125,,,,,,,,,27.6656,,0.8042,0.8042,,,57.6656,,,,,,,,,,,,,,0.55112,,,,,,,,,,586.9561,,,
73.152,,6.125,,,,,,,,,26.8496,,0.8042,0.8042,,,56.8496,,,,,,,,,,,,,,0.582055,,,,,,,,,,586.2578,,,
73.3044,,6.125,,,,,,,,,25.6351,,0.804,0.804,,,55.6351,,,,,,,,,,,,,,0.606023,,,,,,,,,,587.6117,,,
73.4568,,6.125,,,,,,,,,25.2491,,0.8037,0.8037,,,55.2491,,,,,,,,,,,,,,0.61728,,,,,,,,,,589.2579,,,
73.6092,,6.125,,,,,,,,,26.5865,,0.804,0.804,,,56.5865,,,,,,,,,,,,,,0.605794,,,,,,,,,,589.3984,,,
73.7616,,6.125,,,,,,,,,28.746,,0.8042,0.8042,,,58.746,,,,,,,,,,,,,,0.590729,,,,,,,,,,591.1702,,,
73.914,,6.125,,,,,,,,,29.9123,,0.8042,0.8042,,,59.9123,,,,,,,,,,,,,,0.577533,,,,,,,,,,591.4983,,,
74.0664,,6.125,,,,,,,,,29.1853,,0.8042,0.8042,,,59.1853,,,,,,,,,,,,,,0.580567,,,,,,,,,,589.426,,,
74.2188,,6.125,,,,,,,,,27.7608,,0.8042,0.8042,,,57.7608,,,,,,,,,,,,,,0.583661,,,,,,,,,,588.5396,,,
74.3712,,6.125,,,,,,,,,27.4118,,0.8042,0.8042,,,57.4118,,,,,,,,,,,,,,0.56163,,,,,,,,,,589.2027,,,
74.5236,,6.125,,,,,,,,,28.0446,,0.8042,0.8042,,,58.0446,,,,,,,,,,,,,,0.553107,,,,,,,,,,591.1494,,,
74.676,,6.125,,,,,,,,,28.9098,,0.8042,0.8042,,,58.9098,,,,,,,,,,,,,,0.574697,,,,,,,,,,592.6288,,,
74.8284,,6.125,,,,,,,,,28.9373,,0.8042,0.8042,,,58.9373,,,,,,,,,,,,,,0.595192,,,,,,,,,,592.28,,,
74.9808,,6.125,,,,,,,,,29.0988,,0.8042,0.8042,,,59.0988,,,,,,,,,,,,,,0.577522,,,,,,,,,,591.9243,,,
75.1332,,6.125,,,,,,,,,30.5322,,0.8042,0.8042,,,60.5322,,,,,,,,,,,,,,0.541829,,,,,,,,,,592.5172,,,
75.2856,,6.125,,,,,,,,,31.8244,,0.8042,0.8042,,,61.8244,,,,,,,,,,,,,,0.534037,,,,,,,,,,593.0617,,,
75.438,,6.125,,,,,,,,,31.1019,,0.8042,0.8042,,,61.1019,,,,,,,,,,,,,,0.536728,,,,,,,,,,593.7593,,,
75.5904,,6.125,,,,,,,,,29.0571,,0.8042,0.8042,,,59.0571,,,,,,,,,,,,,,0.52769,,,,,,,,,,594.3177,,,
75.7428,,6.125,,,,,,,,,27.4696,,0.8042,0.8042,,,57.4696,,,,,,,,,,,,,,0.529518,,,,,,,,,,594.8829,,,
75.8952,,6.125,,,,,,,,,25.8239,,0.8042,0.8042,,,55.8239,,,,,,,,,,,,,,0.572364,,,,,,,,,,594.9037,,,
76.0476,,6.125,,,,,,,,,23.6635,,0.8042,0.8042,,,53.6635,,,,,,,,,,,,,,0.619584,,,,,,,,,,593.5153,,,
76.2,,6.125,,,,,,,,,22.0189,,0.8042,0.8042,,,52.0189,,,,,,,,,,,,,,0.626847,,,,,,,,,,592.1683,,,
76.3524,,6.125,,,,,,,,,21.9919,,0.8042,0.8042,,,51.9919,,,,,,,,,,,,,,0.590836,,,,,,,,,,590.4725,,,
76.5048,,6.125,,,,,,,,,23.1024,,0.8042,0.8042,,,53.1024,,,,,,,,,,,,,,0.532512,,,,,,,,,,588.1838,,,
76.6572,,6.125,,,,,,,,,24.4207,,0.8042,0.8042,,,54.4207,,,,,,,,,,,,,,0.493654,,,,,,,,,,587.5069,,,
76.8096,,6.125,,,,,,,,,25.9808,,0.8042,0.8042,,,55.9808,,,,,,,,,,,,,,0.490087,,,,,,,,,,588.3162,,,
76.962,,6.125,,,,,,,,,26.9711,,0.804,0.804,,,56.9711,,,,,,,,,,,,,,0.522701,,,,,,,,,,589.5446,,,
77.1144,,6.125,,,,,,,,,26.8898,,0.8037,0.8037,,,56.8898,,,,,,,,,,,,,,0.56829,,,,,,,,,,590.4863,,,
77.2668,,6.125,,,,,,,,,27.3065,,0.804,0.804,,,57.3065,,,,,,,,,,,,,,0.590051,,,,,,,,,,590.5566,,,
77.4192,,6.125,,,,,,,,,28.8443,,0.8042,0.8042,,,58.8443,,,,,,,,,,,,,,0.577604,,,,,,,,,,591.4913,,,
77.5716,,6.125,,,,,,,,,30.3705,,0.8042,0.8042,,,60.3705,,,,,,,,,,,,,,0.545607,,,,,,,,,,592.5102,,,
77.724,,6.125,,,,,,,,,30.1244,,0.8042,0.8042,,,60.1244,,,,,,,,,,,,,,0.517183,,,,,,,,,,592.7266,,,
77.8764,,6.125,,,,,,,,,28.4433,,0.8042,0.8042,,,58.4433,,,,,,,,,,,,,,0.502537,,,,,,,,,,593.2988,,,
78.0288,,6.125,,,,,,,,,27.9688,,0.8042,0.8042,,,57.9688,,,,,,,,,,,,,,0.503906,,,,,,,,,,592.8659,,,
78.1812,,6.125,,,,,,,,,28.789,,0.804,0.804,,,58.789,,,,,,,,,,,,,,0.516328,,,,,,,,,,591.9036,,,
78.3336,,6.125,,,,,,,,,29.3562,,0.8037,0.8037,,,59.3562,,,,,,,,,,,,,,0.532366,,,,,,,,,,593.3126,,,
78.486,,6.125,,,,,,,,,29.3424,,0.804,0.804,,,59.3424,,,,,,,,,,,,,,0.546634,,,,,,,,,,595.0015,,,
78.6384,,6.125,,,,,,,,,29.1998,,0.8042,0.8042,,,59.1998,,,,,,,,,,,,,,0.568606,,,,,,,,,,595.4551,,,
78.7908,,6.125,,,,,,,,,28.3829,,0.8043,0.8043,,,58.3829,,,,,,,,,,,,,,0.593286,,,,,,,,,,595.6785,,,
78.9432,,6.125,,,,,,,,,25.8956,,0.8045,0.8045,,,55.8956,,,,,,,,,,,,,,0.610584,,,,,,,,,,595.797,,,
79.0956,,6.125,,,,,,,,,23.817,,0.8043,0.8043,,,53.817,,,,,,,,,,,,,,0.620262,,,,,,,,,,595.4551,,,
79.248,,6.125,,,,,,,,,24.0996,,0.8042,0.8042,,,54.0996,,,,,,,,,,,,,,0.627893,,,,,,,,,,595.6647,,,
79.4004,,6.125,,,,,,,,,26.1252,,0.8042,0.8042,,,56.1252,,,,,,,,,,,,,,0.617757,,,,,,,,,,596.8297,,,
79.5528,,6.125,,,,,,,,,27.9776,,0.8042,0.8042,,,57.9776,,,,,,,,,,,,,,0.577236,,,,,,,,,,598.0443,,,
79.7052,,6.125,,,,,,,,,28.7913,,0.8042,0.8042,,,58.7913,,,,,,,,,,,,,,0.543314,,,,,,,,,,598.8812,,,
79.8576,,6.125,,,,,,,,,28.3274,,0.8042,0.8042,,,58.3274,,,,,,,,,,,,,,0.528804,,,,,,,,,,597.8278,,,
80.01,,6.125,,,,,,,,,27.0242,,0.8042,0.8042,,,57.0242,,,,,,,,,,,,,,0.533372,,,,,,,,,,597.1371,,,
80.1624,,6.125,,,,,,,,,26.0877,,0.8042,0.8042,,,56.0877,,,,,,,,,,,,,,0.53955,,,,,,,,,,597.4088,,,
80.3148,,6.125,,,,,,,,,26.7231,,0.8042,0.8042,,,56.7231,,,,,,,,,,,,,,0.54102,,,,,,,,,,597.5699,,,
80.4672,,6.125,,,,,,,,,27.6124,,0.8042,0.8042,,,57.6124,,,,,,,,,,,,,,0.543579,,,,,,,,,,598.9998,,,
80.6196,,6.125,,,,,,,,,27.9235,,0.8042,0.8042,,,57.9235,,,,,,,,,,,,,,0.537515,,,,,,,,,,598.6302,,,
80.772,,6.125,,,,,,,,,28.175,,0.8043,0.8043,,,58.175,,,,,,,,,,,,,,0.52951,,,,,,,,,,598.3655,,,
80.9244,,6.125,,,,,,,,,28.3677,,0.8045,0.8045,,,58.3677,,,,,,,,,,,,,,0.524309,,,,,,,,,,600.4791,,,
81.0768,,6.125,,,,,,,,,27.9722,,0.8043,0.8043,,,57.9722,,,,,,,,,,,,,,0.541123,,,,,,,,,,600.8845,,,
81.2292,,6.125,,,,,,,,,26.6319,,0.8042,0.8042,,,56.6319,,,,,,,,,,,,,,0.576533,,,,,,,,,,600.1096,,,
81.3816,,6.125,,,,,,,,,25.6706,,0.8042,0.8042,,,55.6706,,,,,,,,,,,,,,0.600268,,,,,,,,,,599.8655,,,
81.534,,6.125,,,,,,,,,26.0042,,0.8042,0.8042,,,56.0042,,,,,,,,,,,,,,0.59472,,,,,,,,,,602.0081,,,
81.6864,,6.125,,,,,,,,,26.8095,,0.8042,0.8042,,,56.8095,,,,,,,,,,,,,,0.582199,,,,,,,,,,605.022,,,
81.8388,,6.125,,,,,,,,,27.139,,0.8042,0.8042,,,57.139,,,,,,,,,,,,,,0.582962,,,,,,,,,,604.5132,,,
81.9912,,6.125,,,,,,,,,26.8973,,0.8042,0.8042,,,56.8973,,,,,,,,,,,,,,0.583673,,,,,,,,,,603.1593,,,
82.1436,,6.125,,,,,,,,,26.351,,0.8042,0.8042,,,56.351,,,,,,,,,,,,,,0.580751,,,,,,,,,,603.0545,,,
82.296,,6.125,,,,,,,,,26.0918,,0.8041,0.8041,,,56.0918,,,,,,,,,,,,,,0.575412,,,,,,,,,,603.8293,,,
82.4484,,6.125,,,,,,,,,26.4062,,0.8039,0.8039,,,56.4062,,,,,,,,,,,,,,0.555721,,,,,,,,,,604.8896,,,
82.6008,,6.125,,,,,,,,,27.2746,,0.8041,0.8041,,,57.2746,,,,,,,,,,,,,,0.520845,,,,,,,,,,604.2898,,,
82.7532,,6.125,,,,,,,,,28.6329,,0.8042,0.8042,,,58.6329,,,,,,,,,,,,,,0.501926,,,,,,,,,,604.0596,,,
82.9056,,6.125,,,,,,,,,29.9721,,0.8042,0.8042,,,59.9721,,,,,,,,,,,,,,0.528189,,,,,,,,,,604.5477,,,
83.058,,6.125,,,,,,,,,30.428,,0.8042,0.8042,,,60.428,,,,,,,,,,,,,,0.577629,,,,,,,,,,602.936,,,
83.2104,,6.125,,,,,,,,,28.9731,,0.8042,0.8042,,,58.9731,,,,,,,,,,,,,,0.591532,,,,,,,,,,601.1078,,,
83.3628,,6.125,,,,,,,,,26.2177,,0.8042,0.8042,,,56.2177,,,,,,,,,,,,,,0.56389,,,,,,,,,,601.0168,,,
83.5152,,6.125,,,,,,,,,24.2003,,0.8042,0.8042,,,54.2003,,,,,,,,,,,,,,0.535447,,,,,,,,,,602.015,,,
83.6676,,6.125,,,,,,,,,23.8784,,0.8042,0.8042,,,53.8784,,,,,,,,,,,,,,0.529235,,,,,,,,,,602.8519,,,
83.82,,6.125,,,,,,,,,25.6757,,0.8042,0.8042,,,55.6757,,,,,,,,,,,,,,0.531943,,,,,,,,,,602.685,,,
83.9724,,6.125,,,,,,,,,27.8191,,0.8042,0.8042,,,57.8191,,,,,,,,,,,,,,0.535171,,,,,,,,,,603.515,,,
84.1248,,6.125,,,,,,,,,28.4186,,0.8042,0.8042,,,58.4186,,,,,,,,,,,,,,0.56343,,,,,,,,,,603.7452,,,
84.2772,,6.125,,,,,,,,,28.3026,,0.8042,0.8042,,,58.3026,,,,,,,,,,,,,,0.62463,,,,,,,,,,602.6919,,,
84.4296,,6.125,,,,,,,,,29.6716,,0.8042,0.8042,,,59.6716,,,,,,,,,,,,,,0.663937,,,,,,,,,,603.1661,,,
84.582,,6.125,,,,,,,,,33.3944,,0.8042,0.8042,,,63.3944,,,,,,,,,,,,,,0.641163,,,,,,,,,,604.3036,,,
84.7344,,6.125,,,,,,,,,35.9743,,0.8042,0.8042,,,65.9743,,,,,,,,,,,,,,0.582826,,,,,,,,,,604.6386,,,
84.8868,,6.125,,,,,,,,,35.0332,,0.8042,0.8042,,,65.0332,,,,,,,,,,,,,,0.535892,,,,,,,,,,605.7553,,,
