DEPTH,ADTEMP:1,ADTEMP:2,ADTEMP:3,ARH16P:1,ARH16P:2,ARH16P:3,ARH32P:1,ARH32P:2,ARH32P:3,ARH48P:1,ARH48P:2,ARH48P:3,DGRCC:1,DGRCC:2,DGRCC:3,DGRCC:4,GBCGC:1,GBCGC:2,GBCGC:3,R09P:1,R09P:2,R09P:3,R15P:1,R15P:2,R15P:3,R27P:1,R27P:2,R27P:3,R39P:1,R39P:2,R39P:3,TVD:1,TVD:2,TVD:3,TVD:4
340.0044,23.1934,,,,,,,,,,,,37.9754,,,,,,,0.14,,,0.1796,,,1214.978,,,1312.3192,,,339.7032,,,
340.1568,23.1934,,,,,,,,,,,,38.9581,,,,,,,0.1526,,,0.166,,,0.2983,,,1777.4749,,,339.851,,,
340.3092,23.1934,,,,,,,,,,,,38.9551,,,,,,,0.1476,,,0.1539,,,0.2277,,,360.0297,,,340.0064,,,
340.4616,23.1934,,,,,,,,,,,,38.6292,,,,,,,0.1464,,,0.163,,,0.2975,,,1854.9437,,,340.1547,,,
340.614,23.1934,,,,,,,,,,,,40.1076,,,,,,,0.1365,,,0.1638,,,0.9077,,,1971.23,,,340.3094,,,
340.7664,23.1934,,,,,,,,,,,,41.1852,,,,,,,0.1303,,,0.2773,,,2.993,,,872.0637,,,340.4573,,,
340.9188,23.1934,,,,,,,,,,,,46.7701,,,,,,,0.1369,,,0.1851,,,20.7281,,,1250.5604,,,340.6106,,,
341.0712,23.1934,,,,,,,,,,,,46.7656,,,,,,,0.1446,,,0.1673,,,0.9852,,,1272.683,,,340.7615,,,
341.2236,23.1934,,,,,,,,,,,,45.5446,,,,,,,0.1369,,,0.1625,,,1.0619,,,1054.0748,,,340.9167,,,
341.376,23.1934,,,,,,,,,,,,48.459,,,,,,,0.1337,,,0.1757,,,0.6034,,,646.4385,,,341.066,,,
341.5284,23.1934,,,,,,,,,,,,52.9031,,,,,,,0.145,,,0.1686,,,0.8623,,,1274.275,,,341.2204,,,
341.6808,23.1934,,,,,,,,,,,,48.486,,,,,,,0.1515,,,0.1739,,,0.4285,,,1308.2639,,,341.3689,,,
341.8332,23.1934,,,,,,,,,,,,44.2553,,,,,,,0.1354,,,0.1735,,,0.325,,,294.3224,,,341.5242,,,
341.9856,23.1934,,,,,,,,,,,,47.7609,,,,,,,0.1268,,,0.1784,,,0.203,,,1782.3121,,,341.6725,,,
342.138,23.1934,,,,,,,,,,,,46.4067,,,,,,,0.1653,,,0.1708,,,0.1966,,,2000.0,,,341.8256,,,
342.2904,23.1934,,,,,,,,,,,,42.3551,,,,,,,0.1524,,,0.1486,,,0.2203,,,2000.0,,,341.9786,,,
342.4428,23.1934,,,,,,,,,,,,48.6393,,,,,,,0.1447,,,0.1741,,,0.5941,,,1937.4164,,,342.1278,,,
342.5952,23.1934,,,,,,,,,,,,44.7851,,,,,,,0.149,,,0.1698,,,3.4623,,,320.0907,,,342.2798,,,
342.7476,23.1934,,,,,,,,,,,,42.5805,,,,,,,0.1373,,,0.1701,,,0.23,,,1462.8549,,,342.4321,,,
342.9,23.1934,,,,,,,,,,,,42.0541,,,,,,,0.1323,,,0.1666,,,0.1993,,,2000.0,,,342.5839,,,
343.0524,23.1934,,,,,,,,,,,,43.2019,,,,,,,0.1377,,,0.1647,,,0.3212,,,1832.0094,,,342.7355,,,
343.2048,23.1934,,,,,,,,,,,,47.3793,,,,,,,0.1464,,,0.1751,,,0.3356,,,1368.5132,,,342.8851,,,
343.3572,23.2612,,,,,,,,,,,,44.8653,,,,,,,0.1402,,,0.1694,,,0.2028,,,1808.0651,,,343.0389,,,
343.5096,23.3334,,,,,,,,,,,,49.0981,,,,,,,0.1434,,,0.1807,,,0.2742,,,2000.0,,,343.1916,,,
343.662,23.4707,,,,,,,,,,,,51.7151,,,,,,,0.1419,,,0.1775,,,0.3564,,,2000.0,,,343.3421,,,
343.8144,23.734,,,,,,,,,,,,55.2515,,,,,,,0.1507,,,0.1713,,,0.2026,,,2000.0,,,343.4956,,,
343.9668,23.4738,,,,,,,,,,,,53.1579,,,,,,,0.1461,,,0.1719,,,0.3311,,,2000.0,,,343.6454,,,
344.1192,23.6208,,,,,,,,,,,,55.2182,,,,,,,0.1443,,,0.175,,,0.7528,,,2000.0,,,343.7995,,,
344.2716,23.7847,,,,,,,,,,,,45.3183,,,,,,,0.145,,,0.1993,,,0.235,,,2000.0,,,343.9497,,,
344.424,23.8037,,,,,,,,,,,,44.3056,,,,,,,0.142,,,0.1848,,,0.3203,,,1639.1111,,,344.1016,,,
344.5764,23.8037,,,,,,,,,,,,47.5217,,,,,,,0.1263,,,0.193,,,0.3041,,,1727.3367,,,344.2547,,,
344.7288,23.8037,,,,,,,,,,,,45.4535,,,,,,,0.1547,,,0.1615,,,0.234,,,1596.5645,,,344.4057,,,
344.8812,23.8037,,,,,,,,,,,,49.6642,,,,,,,0.1427,,,0.1711,,,0.2032,,,2000.0,,,344.5597,,,
345.0336,23.8037,,,,,,,,,,,,47.3497,,,,,,,0.1595,,,0.183,,,0.1996,,,2000.0,,,344.7089,,,
345.186,23.8037,,,,,,,,,,,,40.2451,,,,,,,0.1526,,,0.1838,,,0.2029,,,2000.0,,,344.8649,,,
345.3384,23.8037,,,,,,,,,,,,41.9636,,,,,,,0.1559,,,0.188,,,0.2045,,,2000.0,,,345.0114,,,
345.4908,23.8037,,,,,,,,,,,,48.2477,,,,,,,0.1654,,,0.1824,,,0.2044,,,2000.0,,,345.1662,,,
345.6432,23.8037,,,,,,,,,,,,48.6817,,,,,,,0.1559,,,0.1862,,,0.2037,,,2000.0,,,345.3144,,,
345.7956,23.8037,,,,,,,,,,,,50.6052,,,,,,,0.1626,,,0.1801,,,0.2076,,,2000.0,,,345.4702,,,
345.948,23.8037,,,,,,,,,,,,45.9676,,,,,,,0.1606,,,0.1927,,,0.2078,,,2000.0,,,345.6186,,,
346.1004,23.8037,,,,,,,,,,,,43.672,,,,,,,0.1678,,,0.1909,,,0.2113,,,2000.0,,,345.7735,,,
346.2528,23.8037,,,,,,,,,,,,46.7763,,,,,,,0.1665,,,0.1929,,,0.2104,,,2000.0,,,345.9235,,,
346.4052,23.8037,,,,,,,,,,,,50.9406,,,,,,,0.1738,,,0.1989,,,0.2137,,,2000.0,,,346.0774,,,
346.5576,23.8037,,,,,,,,,,,,46.0531,,,,,,,0.16,,,0.1996,,,0.2175,,,2000.0,,,346.227,,,
346.71,23.8037,,,,,,,,,,,,44.8757,,,,,,,0.1692,,,0.1964,,,0.2156,,,2000.0,,,346.3816,,,
346.8624,23.8037,,,,,,,,,,,,52.7227,,,,,,,0.1752,,,0.1994,,,0.2212,,,2000.0,,,346.5294,,,
347.0148,23.8037,,,,,,,,,,,,57.5636,,,,,,,0.1624,,,0.2077,,,0.2185,,,2000.0,,,346.6854,,,
347.1672,23.8037,,,,,,,,,,,,45.5387,,,,,,,0.1577,,,0.1975,,,0.2259,,,2000.0,,,346.8343,,,
347.3196,23.8037,,,,,,,,,,,,45.4642,,,,,,,0.1916,,,0.21,,,0.2325,,,2000.0,,,346.9864,,,
347.472,23.8037,,,,,,,,,,,,43.1174,,,,,,,0.1653,,,0.1966,,,0.2164,,,2000.0,,,347.1359,,,
347.6244,23.9677,,,,,,,,,,,,45.4072,,,,,,,0.2281,,,0.2637,,,0.287,,,2000.0,,,347.289,,,
347.7768,24.2166,,,,,,,,,,,,51.0241,,,,,,,0.1912,,,0.224,,,0.2611,,,2000.0,,,347.4403,,,
347.9292,24.4014,,,,,,,,,,,,61.1379,,,,,,,815.2996,,,815.2948,,,815.4662,,,2000.0,,,347.5926,,,
348.0816,23.908,,,,,,,,,,,,75.6956,74.6297,,,,,,1856.625,1682.4888,1682.4888,694.0761,921.011,921.011,1857.344,1691.2861,1691.2861,694.5188,902.2829,902.2829,347.744,347.7415,,
348.234,24.4141,,,,,,,,,,,,73.4846,74.0325,,,,,,99.5249,161.7434,161.7434,1429.9158,1332.5782,1332.5782,664.4811,764.7152,764.7152,1348.6484,1263.1078,1263.1078,347.9006,347.9002,,
348.3864,24.4141,,,,,,,,,,,,70.744,71.3384,,,,,,6.1307,6.1316,6.1316,90.0176,167.9824,167.9824,1931.642,1861.9487,1861.9487,1922.7798,1802.0662,1802.0662,348.049,348.0441,,
348.5388,24.4141,,,,,,,,,,,,79.2713,79.2365,,,,,,4.7639,4.7408,4.7408,7.3117,7.3362,7.3362,1377.5935,1352.481,1352.481,799.3791,852.1506,852.1506,348.2015,348.1996,,
348.6912,24.4141,,,,,,,,,,,,74.3053,77.3841,,,,,,2.276,2.2737,2.2737,3.1793,3.1965,3.1965,37.8756,55.5596,55.5596,1403.9968,1138.2772,1138.2772,348.353,348.3506,,
348.8436,24.4141,,,,,,,,,,,,84.4488,83.3854,,,,,,1.2097,1.2472,1.2472,1.8079,1.8871,1.8871,2.467,2.5427,2.5427,2.7191,111.1807,111.1807,348.5045,348.5034,,
348.996,24.4141,,,,,,,,,,,,82.6463,82.5263,,,,,,0.9222,0.9279,0.9279,2.5003,2.5788,2.5788,3.8568,4.1801,4.1801,5.6971,6.2139,6.2139,348.6562,348.6558,,
349.1484,24.4141,,,,,,,,,,,,80.9182,81.1516,,,,,,0.968,0.9744,0.9744,5.8868,5.7396,5.7396,14.5126,14.9177,14.9177,15.6411,15.4046,15.4046,348.8058,348.8083,,
349.3008,24.4141,,,,,,,,,,,,83.2619,82.3977,,,,,,1.2099,1.1862,1.1862,8.2774,8.1961,8.1961,39.3838,37.9362,37.9362,26.1827,25.5102,25.5102,348.9589,348.961,,
349.4532,24.4141,,,,,,,,,,,,79.7811,79.7266,,,,,,1.2292,1.2474,1.2474,7.1139,7.0726,7.0726,33.9261,33.2201,33.2201,25.1651,24.8575,24.8575,349.1104,349.1127,,
349.6056,24.4141,,,,,,,,,,,,78.5486,78.4137,,,,,,1.468,1.4236,1.4236,5.4079,5.43,5.43,15.9075,16.1157,16.1157,19.0834,19.074,19.074,349.2625,349.2622,,
349.758,24.4141,,,,,,,,,,,,79.8327,80.2413,,,,,,1.2133,1.2092,1.2092,3.9164,3.8968,3.8968,8.2644,8.4287,8.4287,12.7129,12.7708,12.7708,349.4147,349.4174,,
349.9104,24.4141,,,,,,,,,,,,84.0098,83.4305,,,,,,1.0038,1.073,1.073,3.5191,21.2995,21.2995,72.8861,150.5531,150.5531,79.4078,157.9196,157.9196,349.566,349.5662,,
350.0628,24.4141,,,,,,,,,,,,83.4068,84.1167,,,,,,2.1083,2.0757,2.0757,991.9442,932.4594,932.4594,1494.7415,1479.2489,1479.2489,1500.7058,1485.0308,1485.0308,349.7206,349.7215,,
350.2152,24.4141,,,,,,,,,,,,98.7922,98.596,,,,,,3.8295,4.0583,4.0583,1977.8691,1964.494,1964.494,2000.0,2000.0,2000.0,1978.1704,1964.9773,1964.9773,349.8705,349.8788,,
350.3676,24.4141,,,,,,,,,,,,104.3318,103.2983,,,,,,6.9187,6.7697,6.7697,752.1954,844.49,844.49,1862.3186,1739.4603,1739.4603,768.5097,858.7449,858.7449,350.0238,350.024,,
350.52,24.4141,,,,,,,,,,,,93.3805,93.9362,,,,,,7.6346,7.7376,7.7376,12.7286,13.3586,13.3586,24.2117,185.1435,185.1435,25.5793,26.6869,26.6869,350.1757,350.1771,,
350.6724,24.4141,,,,,,,,,,,,91.0439,90.8357,,,,,,9.1635,8.9339,8.9339,11.5188,11.4534,11.4534,15.5544,15.4784,15.4784,17.2457,17.2378,17.2378,350.3286,350.3279,,
350.8248,24.4141,,,,,,,,,,,,86.4504,86.6091,,,,,,7.7321,7.8532,7.8532,10.7978,10.9131,10.9131,11.6173,11.8226,11.8226,14.6873,14.8819,14.8819,350.4745,350.472,,
350.9772,24.4141,,,,,,,,,,,,91.7126,91.5805,,,,,,8.0278,8.1277,8.1277,11.9813,12.128,12.128,12.2333,12.4421,12.4421,15.1821,15.2901,15.2901,350.6256,350.6218,,
351.1296,24.4141,,,,,,,,,,,,96.4849,96.1797,,,,,,9.6321,9.7291,9.7291,15.2719,15.451,15.451,15.0246,15.1729,15.1729,16.0268,16.0572,16.0572,350.7785,350.7777,,
351.282,24.4141,,,,,,,,,,,,94.5393,95.0038,,,,,,11.38,11.4116,11.4116,18.8856,18.8474,18.8474,17.9346,17.8965,17.8965,16.7902,16.7666,16.7666,350.934,350.9344,,
351.4344,24.4141,,,,,,,,,,,,97.9579,97.9082,,,,,,11.2714,11.1925,11.1925,17.9724,17.8761,17.8761,17.1483,17.0959,17.0959,16.0721,16.0464,16.0464,351.0817,351.0831,,
351.5868,24.4141,,,,,,,,,,,,103.7822,101.2993,,,,,,8.0241,8.1524,8.1524,11.6652,11.8692,11.8692,12.5897,12.7632,12.7632,13.2619,13.3848,13.3848,351.2363,351.2371,,
351.7392,24.4329,,,,,,,,,,,,86.4195,88.1527,,,,,,8.3818,8.3274,8.3274,11.9383,11.8882,11.8882,12.966,12.9074,12.9074,13.7233,13.6793,13.6793,351.3881,351.3878,,
351.8916,24.6741,,,,,,,,,,,,95.3269,95.3693,,,,,,7.8884,7.9636,7.9636,11.7467,11.8302,11.8302,12.3974,12.494,12.494,13.3438,13.4092,13.4092,351.5435,351.543,,
352.044,25.0244,,,,,,,,,,,,90.9588,90.6613,,,,,,7.5357,7.4455,7.4455,11.2032,11.0818,11.0818,11.4351,11.3523,11.3523,12.1707,12.128,12.128,351.6897,351.6871,,
352.1964,25.0244,,,,,,,,,,,,88.5064,89.0939,,,,,,3.2452,3.5109,3.5109,4.4655,4.8159,4.8159,4.8199,5.1242,5.1242,6.1734,6.4169,6.4169,351.8451,351.849,,
352.3488,25.0244,,,,,,,,,,,,88.4028,88.0765,,,,,,8.1902,8.4372,8.4372,1256.5302,1241.1172,1241.1172,1256.7502,1238.6183,1238.6183,666.193,656.694,656.694,351.9936,351.9948,,
352.5012,25.0244,,,,,,,,,,,,84.6333,84.3248,,,,,,9.191,9.1032,9.1032,96.9002,305.8848,305.8848,44.9112,266.6826,266.6826,28.7269,145.7766,145.7766,352.1552,352.1586,,
352.6536,25.0244,,,,,,,,,,,,86.5724,87.4102,,,,,,5.776,5.8724,5.8724,20.0279,21.8736,21.8736,17.2425,17.8602,17.8602,15.5738,15.8771,15.8771,352.2948,352.2935,,
352.806,25.0244,,,,,,,,,,,,97.0008,95.3929,,,,,,6.1632,6.6561,6.6561,10.6963,11.8047,11.8047,15.1747,16.2614,16.2614,15.3608,15.9989,15.9989,352.4522,352.4579,,
352.9584,25.0244,,,,,,,,,,,,87.2959,88.3162,,,,,,10.5353,10.1472,10.1472,21.0906,20.1841,20.1841,22.2907,21.6932,21.6932,20.2594,19.8499,19.8499,352.6048,352.6197,,
353.1108,25.0244,,,,,,,,,,,,95.9909,95.4513,,,,,,7.0396,7.362,7.362,14.465,15.7252,15.7252,14.4309,15.4315,15.4315,15.3945,16.0284,16.0284,352.7752,352.7719,,
353.2632,25.0244,,,,,,,,,,,,96.0598,95.705,,,,,,220.067,284.6957,284.6957,284.8663,340.6633,340.6633,261.2389,319.6621,319.6621,38.7718,37.9391,37.9391,352.8943,352.8969,,
353.4156,25.0244,,,,,,,,,,,,89.4104,91.076,,,,,,826.3129,698.8719,698.8719,841.3204,721.4144,721.4144,823.5783,702.8072,702.8072,40.8522,39.5922,39.5922,353.0514,353.0525,,
353.568,25.0244,,,,,,,,,,,,98.8473,98.5811,,,,,,13.4295,43.0005,43.0005,19.7518,49.4869,49.4869,17.2455,46.4272,46.4272,16.6136,17.4897,17.4897,353.2096,353.2082,,
353.7204,25.0244,,,,,,,,,,,,98.7328,97.872,,,,,,13.1132,13.0499,13.0499,14.7911,14.9243,14.9243,15.581,15.5826,15.5826,15.7017,15.695,15.695,353.3592,353.3596,,
353.8728,25.0244,,,,,,,,,,,,95.0038,94.5023,,,,,,13.9318,13.8183,13.8183,15.4685,15.3733,15.3733,15.4623,15.3637,15.3637,15.7437,15.6725,15.6725,353.5136,353.5127,,
354.0252,25.0244,,,,,,,,,,,,99.5274,98.5293,,,,,,12.668,12.7136,12.7136,14.2726,14.3052,14.3052,13.9353,14.0223,14.0223,14.689,14.7518,14.7518,353.6617,353.662,,
354.1776,25.1068,,,,,,,,,,,,99.4001,99.4364,,,,,,11.1125,11.2107,11.2107,12.7513,12.8591,12.8591,13.1381,13.2299,13.2299,14.0805,14.1136,14.1136,353.8187,353.8172,,
354.33,25.3851,,,,,,,,,,,,91.5081,92.5054,,,,,,12.5578,12.6347,12.6347,14.52,14.5422,14.5422,14.909,14.8556,14.8556,15.0193,15.0149,15.0149,353.9673,353.9701,,
354.4824,25.621,,,,,,,,,,,,92.6068,92.2635,,,,,,15.7631,15.4003,15.4003,16.7695,16.5497,16.5497,15.7592,15.6511,15.6511,15.6166,15.5363,15.5363,354.1157,354.1176,,
354.6348,25.3457,,,,,,,,,,,,93.2184,93.3039,,,,,,12.1837,12.3977,12.3977,13.5936,13.7754,13.7754,13.2418,13.3836,13.3836,13.6215,13.7386,13.7386,354.2696,354.2678,,
354.7872,25.0879,,,,,,,,,,,,102.3598,102.2612,,,,,,11.4533,11.4824,11.4824,13.2124,13.2269,13.2269,13.0577,13.0653,13.0653,13.5824,13.5625,13.5625,354.4221,354.4246,,
354.9396,25.2738,,,,,,,,,,,,99.2406,99.1939,,,,,,11.9991,11.9769,11.9769,13.8769,13.8345,13.8345,13.6245,13.5837,13.5837,13.6852,13.6853,13.6853,354.5744,354.5769,,
355.092,25.6306,,,,,,,,,,,,97.7494,97.957,,,,,,12.0187,11.9801,11.9801,13.6955,13.6608,13.6608,13.3942,13.3902,13.3902,13.6318,13.6523,13.6523,354.7267,354.7325,,
355.2444,25.6348,,,,,,,,,,,,106.0956,105.6193,,,,,,11.348,11.3615,11.3615,12.9562,12.9731,12.9731,13.0162,13.0299,13.0299,13.5058,13.5081,13.5081,354.8784,354.8795,,
355.3968,25.6348,,,,,,,,,,,,102.7069,102.0312,,,,,,11.5877,11.5784,11.5784,13.1794,13.1621,13.1621,13.3047,13.2602,13.2602,13.6215,13.5737,13.5737,355.0298,355.0331,,
355.5492,25.6348,,,,,,,,,,,,92.6648,93.2836,,,,,,11.4722,11.4727,11.4727,12.9399,12.9494,12.9494,12.8802,12.9,12.9,13.2765,13.2981,13.2981,355.1828,355.1818,,
355.7016,25.6348,,,,,,,,,,,,96.3024,96.1821,,,,,,11.2715,11.2335,11.2335,12.6969,12.6325,12.6325,12.6231,12.5933,12.5933,13.259,13.2183,13.2183,355.3339,355.3348,,
355.854,25.6348,,,,,,,,,,,,103.3634,102.8283,,,,,,10.784,10.81,10.81,12.1857,12.2205,12.2205,12.2104,12.2359,12.2359,12.8896,12.9095,12.9095,355.4861,355.4832,,
356.0064,25.6348,,,,,,,,,,,,101.1858,102.6172,,,,,,10.8176,10.8647,10.8647,12.3724,12.4146,12.4146,12.3238,12.3488,12.3488,12.9175,12.9347,12.9347,355.6389,355.6397,,
356.1588,25.6348,,,,,,,,,,,,105.0914,105.1908,,,,,,11.3226,11.2588,11.2588,12.757,12.6989,12.6989,12.5342,12.4937,12.4937,12.9642,12.9305,12.9305,355.7902,355.7882,,
356.3112,25.6348,,,,,,,,,,,,103.3843,102.2521,,,,,,10.7402,10.8038,10.8038,12.1798,12.239,12.239,12.0919,12.145,12.145,12.5356,12.5764,12.5764,355.9414,355.9436,,
356.4636,25.6348,,,,,,,,,,,,91.2044,92.226,,,,,,10.7165,10.7379,10.7379,12.2489,12.2638,12.2638,12.2934,12.3004,12.3004,12.7435,12.7515,12.7515,356.0915,356.0919,,
356.616,25.6348,,,,,,,,,,,,103.7719,102.9873,,,,,,11.0181,10.9953,10.9953,12.5654,12.5514,12.5514,12.503,12.4905,12.4905,12.9561,12.9318,12.9318,356.2452,356.2476,,
356.7684,25.6348,,,,,,,,,,,,96.2452,97.9646,,,,,,11.1975,11.2022,11.2022,12.829,12.8378,12.8378,12.605,12.6102,12.6102,12.9766,12.9818,12.9818,356.3959,356.396,,
356.9208,25.6348,,,,,,,,,,,,105.4967,103.4689,,,,,,11.2935,11.2872,11.2872,12.9492,12.9322,12.9322,12.7189,12.7094,12.7094,13.0946,13.0815,13.0815,356.5476,356.55,,
357.0732,25.6348,,,,,,,,,,,,105.3733,104.0208,,,,,,11.3502,11.3617,11.3617,12.9895,12.996,12.996,12.7988,12.8036,12.8036,12.9895,12.989,12.989,356.6974,356.6996,,
357.2256,25.6348,,,,,,,,,,,,98.6583,99.6758,,,,,,11.5709,11.5062,11.5062,13.1448,13.0628,13.0628,12.8631,12.8117,12.8117,12.9914,12.9752,12.9752,356.8524,356.8525,,
357.378,25.6348,,,,,,,,,,,,99.7274,100.761,,,,,,11.0039,11.0307,11.0307,12.5242,12.5591,12.5591,12.4763,12.4941,12.4941,12.737,12.7619,12.7619,357.0016,357.0035,,
357.5304,25.6348,,,,,,,,,,,,103.8743,102.6513,,,,,,11.1226,11.1325,11.1325,12.7044,12.7063,12.7063,12.6219,12.6191,12.6191,12.8476,12.8495,12.8495,357.156,357.1552,,
357.6828,25.6348,,,,,,,,,,,,92.0938,95.0932,,,,,,11.3097,11.2776,11.2776,12.8377,12.8177,12.8177,12.6764,12.6644,12.6644,12.9487,12.9342,12.9342,357.3052,357.3051,,
357.8352,25.6348,,,,,,,,,,,,112.7839,110.8115,,,,,,10.9508,10.9811,10.9811,12.5317,12.5556,12.5556,12.4641,12.4839,12.4839,12.7945,12.8083,12.8083,357.4606,357.4611,,
357.9876,25.6348,,,,,,,,,,,,115.0472,115.1695,,,,,,11.3241,11.2755,11.2755,12.874,12.7999,12.7999,12.694,12.6549,12.6549,12.9117,12.8928,12.8928,357.6066,357.6051,,
358.14,25.6348,,,,,,,,,,,,115.569,114.7676,,,,,,10.9105,10.9344,10.9344,12.3188,12.367,12.367,12.3345,12.3576,12.3576,12.6558,12.6809,12.6809,357.7608,357.7605,,
358.2924,25.6348,,,,,,,,,,,,107.7445,108.575,,,,,,11.094,11.0374,11.0374,12.5856,12.5271,12.5271,12.5038,12.4629,12.4629,12.7992,12.7866,12.7866,357.9115,357.9117,,
358.4448,25.6348,,,,,,,,,,,,102.6442,102.96,,,,,,10.8674,10.9022,10.9022,12.4311,12.4622,12.4622,12.4585,12.4757,12.4757,12.8065,12.8093,12.8093,358.0648,358.0658,,
358.5972,25.6348,,,,,,,,,,,,105.0962,103.4071,,,,,,11.1451,11.109,11.109,12.853,12.8195,12.8195,12.7213,12.6934,12.6934,12.9357,12.9314,12.9314,358.2168,358.2169,,
358.7496,25.6348,,,,,,,,,,,,96.4233,97.0097,,,,,,11.0929,11.1064,11.1064,12.85,12.8598,12.8598,12.6953,12.7027,12.7027,12.9764,12.9854,12.9854,358.3698,358.3701,,
358.902,25.6348,,,,,,,,,,,,98.287,98.4588,,,,,,11.2938,11.2806,11.2806,13.0042,12.9891,12.9891,12.7525,12.7594,12.7594,12.9954,12.9995,12.9995,358.5169,358.5174,,
359.0544,25.6348,,,,,,,,,,,,107.2289,106.5303,,,,,,11.2964,11.2775,11.2775,12.8913,12.8725,12.8725,12.6908,12.6863,12.6863,12.9932,12.9845,12.9845,358.6739,358.6723,,
359.2068,25.6348,,,,,,,,,,,,105.4062,105.1606,,,,,,10.9964,11.0718,11.0718,12.5761,12.6423,12.6423,12.4727,12.5193,12.5193,12.854,12.8816,12.8816,358.822,358.8221,,
359.3592,25.6348,,,,,,,,,,,,97.1293,96.6243,,,,,,11.3813,11.3463,11.3463,12.9463,12.9055,12.9055,12.6926,12.67,12.67,12.9234,12.9095,12.9095,358.976,358.9756,,
359.5116,25.7609,,,,,,,,,,,,91.2535,93.7928,,,,,,10.9947,11.0107,11.0107,12.4487,12.4755,12.4755,12.3512,12.3667,12.3667,12.7284,12.7329,12.7329,359.1259,359.1257,,
359.664,26.1657,,,,,,,,,,,,96.1797,96.6395,,,,,,10.9909,10.9958,10.9958,12.5165,12.5159,12.5159,12.4211,12.4237,12.4237,12.8634,12.8496,12.8496,359.2778,359.2796,,
359.8164,26.2451,,,,,,,,,,,,95.9096,95.3112,,,,,,11.2876,11.2666,11.2666,12.7699,12.7552,12.7552,12.5928,12.5753,12.5753,12.9023,12.9015,12.9015,359.4315,359.4297,,
359.9688,26.2451,,,,,,,,,,,,96.8714,96.1038,,,,,,11.2366,11.2288,11.2288,12.7297,12.7223,12.7223,12.5345,12.5329,12.5329,12.8374,12.8332,12.8332,359.5812,359.5838,,
360.1212,26.2451,,,,,,,,,,,,94.5611,96.289,,,,,,11.0205,11.037,11.037,12.5068,12.5122,12.5122,12.4423,12.4399,12.4399,12.7715,12.7797,12.7797,359.7358,359.7335,,
360.2736,26.2451,,,,,,,,,,,,100.211,100.4987,,,,,,11.1565,11.1604,11.1604,12.6811,12.6903,12.6903,12.5701,12.5711,12.5711,13.0174,13.0116,13.0116,359.8848,359.8869,,
360.426,26.2451,,,,,,,,,,,,98.8491,99.0505,,,,,,11.3112,11.2819,11.2819,12.9523,12.9254,12.9254,12.6847,12.6707,12.6707,13.1811,13.1705,13.1705,360.0391,360.0376,,
360.5784,26.2451,,,,,,,,,,,,98.6759,98.2127,,,,,,11.0565,11.1005,11.1005,12.6894,12.755,12.755,12.6306,12.6628,12.6628,13.1687,13.1921,13.1921,360.1873,360.189,,
360.7308,26.2451,,,,,,,,,,,,97.1131,97.7375,,,,,,11.9834,11.9274,11.9274,13.6457,13.5926,13.5926,13.2805,13.2519,13.2519,13.7698,13.7446,13.7446,360.342,360.3412,,
360.8832,26.2451,,,,,,,,,,,,98.7735,98.6157,,,,,,12.0605,12.0373,12.0373,13.7273,13.6872,13.6872,13.3854,13.3478,13.3478,14.0112,13.9908,13.9908,360.4912,360.4915,,
361.0356,26.2451,,,,,,,,,,,,94.7537,95.4899,,,,,,11.7027,11.7724,11.7724,13.2112,13.2965,13.2965,13.173,13.2411,13.2411,14.0188,14.0808,14.0808,360.6446,360.6452,,
361.188,26.2451,,,,,,,,,,,,97.1601,96.8678,,,,,,12.7428,12.6564,12.6564,14.3279,14.2684,14.2684,14.2578,14.2212,14.2212,15.1689,15.135,15.135,360.7957,360.7959,,
361.3404,26.2451,,,,,,,,,,,,95.6844,95.9607,,,,,,12.5253,12.3963,12.3963,14.5482,14.3894,14.3894,14.7753,14.6273,14.6273,15.8818,15.7448,15.7448,360.9474,360.946,,
361.4928,26.2451,,,,,,,,,,,,92.1034,91.6712,,,,,,9.0286,9.039,9.039,10.9049,10.9266,10.9266,11.6777,11.6764,11.6764,13.283,13.2927,13.2927,361.0934,361.0922,,
361.6452,26.2451,,,,,,,,,,,,81.2856,81.9389,,,,,,5.1018,5.2783,5.2783,6.9288,7.2043,7.2043,8.1598,8.4757,8.4757,10.32,10.6238,10.6238,361.2497,361.2456,,
361.7976,26.2451,,,,,,,,,,,,76.3123,75.486,,,,,,5.0324,5.1199,5.1199,8.9159,9.4563,9.4563,11.3814,11.9092,11.9092,13.8297,14.2318,14.2318,361.4048,361.402,,
361.95,26.2451,,,,,,,,,,,,68.0584,68.8487,,,,,,6.2534,6.1799,6.1799,18.2516,17.9001,17.9001,20.6298,20.2873,20.2873,21.3427,21.0517,21.0517,361.5594,361.5561,,
362.1024,26.2451,,,,,,,,,,,,76.8558,75.3372,,,,,,5.4861,5.4859,5.4859,17.0024,16.9185,16.9185,20.3454,20.2073,20.2073,20.6175,20.5096,20.5096,361.7046,361.7112,,
362.2548,26.2451,,,,,,,,,,,,63.9577,64.6861,,,,,,4.3988,4.4409,4.4409,11.8688,12.1634,12.1634,17.3247,17.6769,17.6769,18.3036,18.6147,18.6147,361.8622,361.8629,,
362.4072,26.2451,,,,,,,,,,,,63.6055,64.5992,,,,,,4.1944,4.1532,4.1532,13.293,13.0207,13.0207,22.3198,21.7025,21.7025,22.6471,22.1682,22.1682,362.0098,362.0063,,
