DEPTH,ADTEMP:1,ADTEMP:2,ADTEMP:3,ARH16P:1,ARH16P:2,ARH16P:3,ARH32P:1,ARH32P:2,ARH32P:3,ARH48P:1,ARH48P:2,ARH48P:3,DGRCC:1,DGRCC:2,DGRCC:3,DGRCC:4,GBCGC:1,GBCGC:2,GBCGC:3,R09P:1,R09P:2,R09P:3,R15P:1,R15P:2,R15P:3,R27P:1,R27P:2,R27P:3,R39P:1,R39P:2,R39P:3,TVD:1,TVD:2,TVD:3,TVD:4
1492.9104,48.8281,,,,,,,,,,,,85.441,84.2155,,,,,,4.9714,4.9541,4.9541,5.2607,5.2516,5.2516,5.3025,5.2953,5.2953,6.1803,6.181,6.181,1111.7772,1111.7777,,
1493.0628,48.8281,,,,,,,,,,,,83.093,83.1775,,,,,,4.8635,4.8686,4.8686,5.1419,5.1542,5.1542,5.2426,5.2427,5.2427,6.0601,6.074,6.074,1111.7852,1111.7853,,
1493.2152,48.8281,,,,,,,,,,,,91.6605,91.0016,,,,,,4.9564,4.9539,4.9539,5.2437,5.2386,5.2386,5.2619,5.2701,5.2701,6.1938,6.1802,6.1802,1111.793,1111.7913,,
1493.3676,48.8281,,,,,,,,,,,,84.8209,85.9056,,,,,,4.9923,4.9883,4.9883,5.3239,5.3149,5.3149,5.3583,5.3495,5.3495,6.1905,6.1877,6.1877,1111.8008,1111.8009,,
1493.52,48.8281,,,,,,,,,,,,95.2579,93.6684,,,,,,4.9245,4.9289,4.9289,5.2529,5.2642,5.2642,5.2886,5.2955,5.2955,6.1052,6.1075,6.1075,1111.8088,1111.8088,,
1493.6724,48.8281,,,,,,,,,,,,92.0183,91.8083,,,,,,4.9551,4.9522,4.9522,5.25,5.2634,5.2634,5.3115,5.3081,5.3081,6.0273,6.0373,6.0373,1111.8165,1111.8165,,
1493.8248,48.8281,,,,,,,,,,,,85.2334,85.7113,,,,,,5.0266,5.0197,5.0197,5.3486,5.3604,5.3604,5.3661,5.3582,5.3582,6.0655,6.0735,6.0735,1111.8245,1111.8246,,
1493.9772,48.8281,,,,,,,,,,,,87.3626,85.6532,,,,,,5.1726,5.1461,5.1461,5.4513,5.452,5.452,5.4442,5.4298,5.4298,6.1399,6.1329,6.1329,1111.8324,1111.8324,,
1494.1296,48.8281,,,,,,,,,,,,83.0189,83.5786,,,,,,5.0577,5.0472,5.0472,5.3298,5.3438,5.3438,5.3431,5.3338,5.3338,6.0119,6.0137,6.0137,1111.8402,1111.8402,,
1494.282,48.8281,,,,,,,,,,,,84.9487,85.73,,,,,,4.9351,4.9437,4.9437,5.2384,5.2523,5.2523,5.24,5.245,5.245,5.9191,5.9273,5.9273,1111.8481,1111.8481,,
1494.4344,48.8281,,,,,,,,,,,,90.5948,90.1032,,,,,,4.9827,4.9778,4.9778,5.3191,5.3188,5.3188,5.2735,5.2749,5.2749,5.9688,5.9638,5.9638,1111.856,1111.8561,,
1494.5868,48.8281,,,,,,,,,,,,91.3644,90.5406,,,,,,4.9185,4.9364,4.9364,5.3652,5.3526,5.3526,5.2696,5.2809,5.2809,5.965,5.9663,5.9663,1111.8639,1111.8639,,
1494.7392,48.8281,,,,,,,,,,,,88.4902,88.6734,,,,,,5.0094,5.0023,5.0023,5.3797,5.3847,5.3847,5.3562,5.3533,5.3533,6.0286,6.0215,6.0215,1111.8718,1111.8719,,
1494.8916,48.8281,,,,,,,,,,,,88.5935,87.1681,,,,,,4.9402,4.9549,4.9549,5.4362,5.4222,5.4222,5.4036,5.4012,5.4012,5.9835,5.9865,5.9865,1111.8796,1111.8795,,
1495.044,48.8281,,,,,,,,,,,,80.1621,80.7193,,,,,,4.9383,4.932,4.932,5.3602,5.3613,5.3613,5.3414,5.3429,5.3429,5.9787,5.9722,5.9722,1111.8878,1111.8878,,
1495.1964,48.8281,,,,,,,,,,,,84.8279,85.2001,,,,,,4.856,4.8484,4.8484,5.253,5.26,5.26,5.2981,5.2895,5.2895,5.8683,5.871,5.871,1111.8965,1111.8965,,
1495.3488,48.8281,,,,,,,,,,,,85.2435,86.045,,,,,,4.7603,4.7658,4.7658,5.2276,5.2395,5.2395,5.2024,5.216,5.216,5.814,5.8231,5.8231,1111.9043,1111.9044,,
1495.5012,48.8281,,,,,,,,,,,,93.7256,92.9822,,,,,,4.8577,4.8885,4.8885,5.5266,5.4989,5.4989,5.3752,5.3822,5.3822,6.0512,6.023,6.023,1111.9119,1111.9116,,
1495.6536,48.8281,,,,,,,,,,,,95.0159,94.5885,,,,,,5.1458,5.132,5.132,5.6473,5.6159,5.6159,5.4803,5.484,5.484,6.057,6.0405,6.0405,1111.9194,1111.9193,,
1495.806,48.8281,,,,,,,,,,,,85.6225,86.6564,,,,,,4.9669,4.9776,4.9776,5.4626,5.4412,5.4412,5.3317,5.3528,5.3528,5.8929,5.8893,5.8893,1111.9275,1111.9277,,
1495.9584,48.8281,,,,,,,,,,,,89.9749,88.8461,,,,,,4.8801,4.8938,4.8938,5.3441,5.3155,5.3155,5.2424,5.2577,5.2577,5.8201,5.8073,5.8073,1111.9353,1111.9351,,
1496.1108,48.8281,,,,,,,,,,,,82.3324,84.5325,,,,,,4.7789,4.7876,4.7876,5.1935,5.1909,5.1909,5.1596,5.1674,5.1674,5.7131,5.7183,5.7183,1111.9432,1111.9434,,
1496.2632,48.8281,,,,,,,,,,,,84.5063,85.5225,,,,,,4.8675,4.8676,4.8676,5.2725,5.2818,5.2818,5.2394,5.2421,5.2421,5.7571,5.7695,5.7695,1111.9515,1111.9517,,
1496.4156,48.8281,,,,,,,,,,,,90.5552,90.2151,,,,,,5.0517,5.027,5.027,5.455,5.4547,5.4547,5.4576,5.427,5.427,5.9101,5.8967,5.8967,1111.9591,1111.9591,,
1496.568,48.8281,,,,,,,,,,,,90.84,90.6204,,,,,,4.9776,4.9736,4.9736,5.4193,5.4115,5.4115,5.3025,5.3163,5.3163,5.8151,5.8108,5.8108,1111.9675,1111.9677,,
1496.7204,48.8281,,,,,,,,,,,,86.1921,86.7367,,,,,,4.879,4.8993,4.8993,5.3642,5.3453,5.3453,5.2623,5.273,5.273,5.7577,5.7538,5.7538,1111.975,1111.9749,,
1496.8728,48.8281,,,,,,,,,,,,91.7055,89.3846,,,,,,4.8808,4.8906,4.8906,5.3039,5.2899,5.2899,5.2331,5.2539,5.2539,5.7344,5.7358,5.7358,1111.983,1111.9828,,
1497.0252,48.8281,,,,,,,,,,,,81.6415,81.8335,,,,,,4.922,4.93,4.93,5.3916,5.3785,5.3785,5.3539,5.3549,5.3549,5.8098,5.7973,5.7973,1111.9911,1111.9913,,
1497.1776,48.8281,,,,,,,,,,,,77.9144,77.3318,,,,,,5.0064,5.013,5.013,5.477,5.4698,5.4698,5.4283,5.4278,5.4278,5.8268,5.8253,5.8253,1111.9991,1111.9993,,
1497.33,48.8281,,,,,,,,,,,,73.7341,75.3418,,,,,,5.1033,5.0838,5.0838,5.4604,5.4556,5.4556,5.45,5.4315,5.4315,5.7956,5.786,5.786,1112.0078,1112.0081,,
1497.4824,48.8281,,,,,,,,,,,,81.7309,82.4246,,,,,,4.9507,4.9371,4.9371,5.261,5.2502,5.2502,5.2301,5.2266,5.2266,5.6202,5.6124,5.6124,1112.0144,1112.0143,,
1497.6348,48.8281,,,,,,,,,,,,87.1088,87.4516,,,,,,4.6548,4.6675,4.6675,5.0731,5.0812,5.0812,5.1116,5.117,5.117,5.4742,5.4808,5.4808,1112.0228,1112.0222,,
1497.7872,48.8281,,,,,,,,,,,,89.8916,90.3904,,,,,,4.5622,4.5751,4.5751,5.1072,5.1122,5.1122,5.1397,5.1504,5.1504,5.5317,5.5282,5.5282,1112.031,1112.0311,,
1497.9396,48.8281,,,,,,,,,,,,87.15,87.2878,,,,,,4.7146,4.719,4.719,5.29,5.2915,5.2915,5.319,5.3132,5.3132,5.6536,5.6523,5.6523,1112.0391,1112.0391,,
1498.092,48.8281,,,,,,,,,,,,82.231,81.8923,,,,,,4.8514,4.8421,4.8421,5.4763,5.4534,5.4534,5.415,5.4097,5.4097,5.6526,5.6554,5.6554,1112.0472,1112.0474,,
1498.2444,48.8281,,,,,,,,,,,,87.6034,86.9594,,,,,,4.7568,4.7537,4.7537,5.2234,5.2526,5.2526,5.3041,5.2972,5.2972,5.5767,5.5739,5.5739,1112.0548,1112.0548,,
1498.3968,48.8281,,,,,,,,,,,,84.5838,85.0723,,,,,,4.7042,4.689,4.689,5.1802,5.1608,5.1608,5.1978,5.18,5.18,5.4917,5.4775,5.4775,1112.0632,1112.0631,,
1498.5492,48.6478,,,,,,,,,,,,83.2705,83.3541,,,,,,4.5967,4.5961,4.5961,5.0592,5.0625,5.0625,5.0933,5.0964,5.0964,5.392,5.3915,5.3915,1112.071,1112.0709,,
1498.7016,48.2178,,,,,,,,,,,,79.9078,81.5894,,,,,,4.6716,4.6524,4.6524,5.2366,5.1866,5.1866,5.2115,5.192,5.192,5.4496,5.4406,5.4406,1112.0795,1112.0797,,
1498.854,48.2178,,,,,,,,,,,,86.707,86.186,,,,,,4.9271,4.9124,4.9124,5.4207,5.4041,5.4041,5.3984,5.3939,5.3939,5.6251,5.6113,5.6113,1112.0875,1112.0876,,
1499.0064,48.2178,,,,,,,,,,,,85.6263,86.1004,,,,,,5.0161,5.0065,5.0065,5.4273,5.4353,5.4353,5.3674,5.3576,5.3576,5.5354,5.5348,5.5348,1112.0953,1112.0955,,
1499.1588,48.2178,,,,,,,,,,,,87.3552,87.6096,,,,,,4.9064,4.9136,4.9136,5.3386,5.3437,5.3437,5.2619,5.2601,5.2601,5.4047,5.41,5.41,1112.1033,1112.1034,,
1499.3112,48.2178,,,,,,,,,,,,83.6725,84.7267,,,,,,4.888,4.8728,4.8728,5.2922,5.2702,5.2702,5.1942,5.2021,5.2021,5.3734,5.3682,5.3682,1112.1108,1112.1105,,
1499.4636,48.2178,,,,,,,,,,,,85.2721,85.3465,,,,,,4.7528,4.7577,4.7577,5.1738,5.1812,5.1812,5.137,5.1421,5.1421,5.3006,5.3071,5.3071,1112.1195,1112.1195,,
1499.616,48.2178,,,,,,,,,,,,85.1185,84.7963,,,,,,4.7524,4.7487,4.7487,5.2008,5.1945,5.1945,5.2104,5.1993,5.1993,5.3516,5.3502,5.3502,1112.1268,1112.127,,
1499.7684,48.2178,,,,,,,,,,,,82.5136,82.7019,,,,,,4.8751,4.8563,4.8563,5.299,5.2807,5.2807,5.2417,5.2323,5.2323,5.3794,5.3829,5.3829,1112.1357,1112.1357,,
1499.9208,48.2178,,,,,,,,,,,,80.4233,80.4087,,,,,,4.8709,4.8821,4.8821,5.3836,5.3735,5.3735,5.2296,5.2406,5.2406,5.3672,5.3669,5.3669,1112.1434,1112.1436,,
1500.0732,48.2178,48.2178,48.2178,,,,,,,,,,81.4962,82.1923,81.4962,81.4962,,,,4.9378,4.9324,4.9324,5.3651,5.3609,5.3609,5.3365,5.3254,5.3254,5.3869,5.384,5.384,1112.1514,1112.1512,1112.1514,1112.1514
1500.2256,48.2178,48.2178,48.2178,,,,,,,,,,85.8033,85.4293,85.8033,85.8033,,,,4.8577,4.8528,4.8528,5.2392,5.2383,5.2383,5.2115,5.213,5.213,5.3674,5.3623,5.3623,1112.1597,1112.1593,1112.1597,1112.1597
1500.378,48.2178,48.2178,48.2178,,,,,,,,,,82.8152,82.2724,82.8152,82.8152,,,,4.7359,4.7516,4.7516,5.1785,5.1964,5.1964,5.1519,5.1616,5.1616,5.268,5.2836,5.2836,1112.1676,1112.1677,1112.1676,1112.1676
1500.5304,48.2178,48.2178,48.2178,,,,,,,,,,82.1215,82.3996,82.1215,82.1215,,,,4.9814,4.9712,4.9712,5.5706,5.5527,5.5527,5.4353,5.4333,5.4333,5.4767,5.4739,5.4739,1112.1772,1112.1774,1112.1772,1112.1772
1500.6828,48.2178,48.2178,48.2178,,,,,,,,,,82.378,83.3562,82.378,82.378,,,,5.0956,5.0944,5.0944,5.5511,5.5619,5.5619,5.6244,5.6069,5.6069,5.6067,5.5962,5.5962,1112.1836,1112.1813,1112.1836,1112.1836
1500.8352,48.2178,48.2178,48.2178,,,,,,,,,,84.8339,84.8947,84.8339,84.8339,,,,5.0349,5.0427,5.0427,5.563,5.5437,5.5437,5.447,5.4482,5.4482,5.4675,5.4734,5.4734,1112.1921,1112.1921,1112.1921,1112.1921
1500.9876,48.2178,48.2178,48.2178,,,,,,,,,,84.625,84.9441,84.625,84.625,,,,4.9369,4.9528,4.9528,5.4515,5.4504,5.4504,5.4121,5.4092,5.4092,5.4468,5.4411,5.4411,1112.2001,1112.2002,1112.2001,1112.2001
1501.14,48.2178,48.2178,48.2178,,,,,,,,,,84.7746,84.5558,84.7746,84.7746,,,,5.0303,5.014,5.014,5.3881,5.3949,5.3949,5.3475,5.3488,5.3488,5.4333,5.4278,5.4278,1112.2083,1112.2084,1112.2083,1112.2083
1501.2924,48.2178,48.2178,48.2178,,,,,,,,,,86.1536,85.3651,86.1536,86.1536,,,,4.9413,4.9464,4.9464,5.3679,5.3593,5.3593,5.278,5.2785,5.2785,5.3152,5.3292,5.3292,1112.2162,1112.2161,1112.2162,1112.2162
1501.4448,48.2178,48.2178,48.2178,,,,,,,,,,86.9431,86.5368,86.9431,86.9431,,,,4.956,4.9605,4.9605,5.3796,5.3899,5.3899,5.2817,5.2906,5.2906,5.355,5.3568,5.3568,1112.2245,1112.2245,1112.2245,1112.2245
1501.5972,48.2178,48.2178,48.2178,,,,,,,,,,81.9906,81.8486,81.9906,81.9906,,,,5.0707,5.0585,5.0585,5.5961,5.5708,5.5708,5.5234,5.4997,5.4997,5.4645,5.4617,5.4617,1112.2324,1112.2323,1112.2324,1112.2324
1501.7496,48.2178,48.2178,48.2178,,,,,,,,,,84.6809,84.0046,84.6809,84.6809,,,,5.0379,5.0316,5.0316,5.4207,5.4186,5.4186,5.4459,5.4419,5.4419,5.4733,5.4689,5.4689,1112.2405,1112.2405,1112.2405,1112.2405
1501.902,48.0582,48.0582,48.0582,,,,,,,,,,78.3385,80.9289,78.3385,78.3385,,,,4.8785,4.9044,4.9044,5.3455,5.3639,5.3639,5.3036,5.3167,5.3167,5.4076,5.4217,5.4217,1112.2482,1112.2482,1112.2482,1112.2482
1502.0544,48.1831,48.1831,48.1831,,,,,,,,,,82.5335,82.9373,82.5335,82.5335,,,,5.0522,5.043,5.043,5.4081,5.4062,5.4062,5.335,5.3301,5.3301,5.423,5.4257,5.4257,1112.2566,1112.2567,1112.2566,1112.2566
1502.2068,48.136,48.136,48.136,,,,,,,,,,82.2974,82.813,82.2974,82.2974,,,,4.9809,4.9923,4.9923,5.3589,5.3587,5.3587,5.1864,5.2048,5.2048,5.3613,5.3577,5.3577,1112.2648,1112.2648,1112.2648,1112.2648
1502.3592,47.8153,47.8153,47.8153,,,,,,,,,,86.4179,86.2173,86.4179,86.4179,,,,4.9608,4.9637,4.9637,5.3905,5.3902,5.3902,5.3061,5.3038,5.3038,5.3701,5.3754,5.3754,1112.2728,1112.2726,1112.2728,1112.2728
1502.5116,48.1825,48.1825,48.1825,,,,,,,,,,86.6522,87.1305,86.6522,86.6522,,,,5.0277,5.0377,5.0377,5.4911,5.4623,5.4623,5.3821,5.3889,5.3889,5.479,5.4669,5.4669,1112.2817,1112.2817,1112.2817,1112.2817
1502.664,48.2178,48.2178,48.2178,,,,,,,,,,86.1464,86.3282,86.1464,86.1464,,,,4.9996,5.0092,5.0092,5.3803,5.378,5.378,5.3736,5.3811,5.3811,5.3872,5.3892,5.3892,1112.2892,1112.2893,1112.2892,1112.2892
1502.8164,48.2178,48.2178,48.2178,,,,,,,,,,87.5234,86.5656,87.5234,87.5234,,,,5.0605,5.0487,5.0487,5.3889,5.3952,5.3952,5.427,5.4116,5.4116,5.402,5.4022,5.4022,1112.2974,1112.2944,1112.2974,1112.2974
1502.9688,48.2178,48.2178,48.2178,,,,,,,,,,89.6032,88.859,89.6032,89.6032,,,,4.9709,4.9784,4.9784,5.4014,5.3925,5.3925,5.312,5.3205,5.3205,5.3513,5.3535,5.3535,1112.3044,1112.3046,1112.3044,1112.3044
1503.1212,48.2178,48.2178,48.2178,,,,,,,,,,86.298,86.8614,86.298,86.298,,,,4.8998,4.9006,4.9006,5.2258,5.2422,5.2422,5.28,5.2763,5.2763,5.2606,5.2646,5.2646,1112.3121,1112.3123,1112.3121,1112.3121
1503.2736,48.2178,48.2178,48.2178,,,,,,,,,,87.1444,87.3243,87.1444,87.1444,,,,4.9939,5.0053,5.0053,5.4653,5.4465,5.4465,5.2948,5.3061,5.3061,5.3823,5.3763,5.3763,1112.3202,1112.3202,1112.3202,1112.3202
1503.426,48.2178,48.2178,48.2178,,,,,,,,,,89.1503,88.5149,89.1503,89.1503,,,,5.1585,5.1505,5.1505,5.4237,5.4414,5.4414,5.4063,5.3928,5.3928,5.379,5.3818,5.3818,1112.3276,1112.3278,1112.3276,1112.3276
1503.5784,48.2178,48.2178,48.2178,,,,,,,,,,76.2153,77.9673,76.2153,76.2153,,,,5.0526,5.0838,5.0838,5.5011,5.4836,5.4836,5.3039,5.3176,5.3176,5.3476,5.3485,5.3485,1112.3358,1112.3358,1112.3358,1112.3358
1503.7308,48.2178,48.2178,48.2178,,,,,,,,,,78.5822,78.5212,78.5822,78.5822,,,,5.0822,5.0586,5.0586,5.2817,5.2967,5.2967,5.3451,5.3246,5.3246,5.264,5.2654,5.2654,1112.3433,1112.3431,1112.3433,1112.3433
1503.8832,48.2178,48.2178,48.2178,,,,,,,,,,77.0897,77.8381,77.0897,77.0897,,,,4.8761,4.8802,4.8802,5.2191,5.2206,5.2206,5.1576,5.1633,5.1633,5.1864,5.1893,5.1893,1112.3513,1112.3513,1112.3513,1112.3513
1504.0356,48.2178,48.2178,48.2178,,,,,,,,,,83.3628,83.1774,83.3628,83.3628,,,,4.8535,4.865,4.865,5.1561,5.1717,5.1717,5.1842,5.1943,5.1943,5.1806,5.1856,5.1856,1112.359,1112.3589,1112.359,1112.359
1504.188,48.2178,48.2178,48.2178,,,,,,,,,,86.9035,86.7308,86.9035,86.9035,,,,5.0744,5.0507,5.0507,5.4627,5.4352,5.4352,5.3771,5.3589,5.3589,5.3431,5.3294,5.3294,1112.3669,1112.3669,1112.3669,1112.3669
1504.3404,48.2178,48.2178,48.2178,,,,,,,,,,83.1498,84.2417,83.1498,83.1498,,,,5.0681,5.0741,5.0741,5.5195,5.5111,5.5111,5.3805,5.3789,5.3789,5.3358,5.3372,5.3372,1112.3745,1112.3746,1112.3745,1112.3745
1504.4928,48.2178,48.2178,48.2178,,,,,,,,,,80.8251,81.4618,80.8251,80.8251,,,,5.0572,5.047,5.047,5.3438,5.3539,5.3539,5.3473,5.344,5.344,5.2927,5.2885,5.2885,1112.3826,1112.3827,1112.3826,1112.3826
1504.6452,48.2178,48.2178,48.2178,,,,,,,,,,81.299,81.1799,81.299,81.299,,,,4.9573,4.9539,4.9539,5.4148,5.3937,5.3937,5.2675,5.2644,5.2644,5.2763,5.2683,5.2683,1112.3901,1112.3901,1112.3901,1112.3901
1504.7976,48.2178,48.2178,48.2178,,,,,,,,,,79.913,81.9224,79.913,79.913,,,,4.8211,4.8333,4.8333,5.0933,5.1149,5.1149,5.1621,5.1691,5.1691,5.1238,5.1307,5.1307,1112.3978,1112.3978,1112.3978,1112.3978
1504.95,48.2178,48.2178,48.2178,,,,,,,,,,87.7796,87.0755,87.7796,87.7796,,,,4.9079,4.9061,4.9061,5.2901,5.2864,5.2864,5.2522,5.2507,5.2507,5.2306,5.2319,5.2319,1112.4054,1112.4053,1112.4054,1112.4054
1505.1024,48.2178,48.2178,48.2178,,,,,,,,,,83.3465,84.3832,83.3465,83.3465,,,,5.0593,5.0611,5.0611,5.449,5.4397,5.4397,5.3684,5.3793,5.3793,5.3486,5.3446,5.3446,1112.4131,1112.4131,1112.4131,1112.4131
1505.2548,48.2178,48.2178,48.2178,,,,,,,,,,86.0632,85.1153,86.0632,86.0632,,,,5.0992,5.0932,5.0932,5.4906,5.4879,5.4879,5.4478,5.4426,5.4426,5.3346,5.3376,5.3376,1112.4204,1112.4204,1112.4204,1112.4204
1505.4072,48.2178,48.2178,48.2178,,,,,,,,,,84.489,85.0209,84.489,84.489,,,,5.0232,5.0336,5.0336,5.4924,5.4861,5.4861,5.4237,5.4167,5.4167,5.3512,5.3372,5.3372,1112.4282,1112.4283,1112.4282,1112.4282
1505.5596,48.2178,48.2178,48.2178,,,,,,,,,,90.4485,90.5104,90.4485,90.4485,,,,5.0958,5.084,5.084,5.3257,5.3338,5.3338,5.3917,5.3857,5.3857,5.2729,5.2741,5.2741,1112.4358,1112.4358,1112.4358,1112.4358
1505.712,48.2178,48.2178,48.2178,,,,,,,,,,93.7305,91.6717,93.7305,93.7305,,,,4.9646,4.9665,4.9665,5.3933,5.3721,5.3721,5.2827,5.2849,5.2849,5.2859,5.2793,5.2793,1112.4434,1112.4436,1112.4434,1112.4434
1505.8644,48.2178,48.2178,48.2178,,,,,,,,,,84.6159,85.2027,84.6159,84.6159,,,,5.0058,5.011,5.011,5.232,5.255,5.255,5.3564,5.3579,5.3579,5.2716,5.2814,5.2814,1112.4509,1112.451,1112.4509,1112.4509
1506.0168,48.2178,48.2178,48.2178,,,,,,,,,,82.7856,82.4648,82.7856,82.7856,,,,5.1149,5.1005,5.1005,5.5538,5.5262,5.5262,5.4738,5.4632,5.4632,5.4515,5.4365,5.4365,1112.4586,1112.4587,1112.4586,1112.4586
1506.1692,48.2178,48.2178,48.2178,,,,,,,,,,83.4384,82.7603,83.4384,83.4384,,,,5.0727,5.0765,5.0765,5.4165,5.4436,5.4436,5.4435,5.4448,5.4448,5.3671,5.382,5.382,1112.4661,1112.4661,1112.4661,1112.4661
1506.3216,48.2178,48.2178,48.2178,,,,,,,,,,79.5538,81.3427,79.5538,79.5538,,,,5.1057,5.0902,5.0902,5.5009,5.4849,5.4849,5.447,5.4363,5.4363,5.4152,5.4017,5.4017,1112.4736,1112.4736,1112.4736,1112.4736
1506.474,48.2178,48.2178,48.2178,,,,,,,,,,86.7248,86.5802,86.7248,86.7248,,,,5.0342,5.0283,5.0283,5.3268,5.3323,5.3323,5.3807,5.3756,5.3756,5.318,5.3218,5.3218,1112.4808,1112.4808,1112.4808,1112.4808
1506.6264,48.2178,48.2178,48.2178,,,,,,,,,,89.7866,89.5101,89.7866,89.7866,,,,4.9673,4.975,4.975,5.226,5.2408,5.2408,5.3225,5.3296,5.3296,5.2776,5.2858,5.2858,1112.4884,1112.4885,1112.4884,1112.4884
1506.7788,48.2178,48.2178,48.2178,,,,,,,,,,85.762,86.1001,85.762,85.762,,,,4.963,4.9728,4.9728,5.4636,5.4478,5.4478,5.3276,5.3363,5.3363,5.3664,5.3608,5.3608,1112.4958,1112.4957,1112.4958,1112.4958
1506.9312,48.2178,48.2178,48.2178,,,,,,,,,,77.5501,79.3146,77.5501,77.5501,,,,5.1212,5.1136,5.1136,5.4023,5.4139,5.4139,5.4746,5.4727,5.4727,5.3796,5.3839,5.3839,1112.5033,1112.5033,1112.5033,1112.5033
1507.0836,48.2178,48.2178,48.2178,,,,,,,,,,87.04,86.4685,87.04,87.04,,,,5.0814,5.1011,5.1011,5.6012,5.5715,5.5715,5.5051,5.509,5.509,5.4641,5.456,5.456,1112.5106,1112.5105,1112.5106,1112.5106
1507.236,48.2178,48.2178,48.2178,,,,,,,,,,86.1388,85.8486,86.1388,86.1388,,,,4.9342,4.8826,4.8826,5.3534,5.3252,5.3252,5.3976,5.3821,5.3821,5.3723,5.3658,5.3658,1112.5181,1112.5182,1112.5181,1112.5181
1507.3884,48.2178,48.2178,48.2178,,,,,,,,,,82.8525,82.2249,82.8525,82.8525,,,,4.623,4.6885,4.6885,5.2959,5.2711,5.2711,5.368,5.3592,5.3592,5.3861,5.3658,5.3658,1112.5255,1112.5253,1112.5255,1112.5255
1507.5408,48.2178,48.2178,48.2178,,,,,,,,,,76.8304,77.7856,76.8304,76.8304,,,,4.6839,4.6778,4.6778,5.2516,5.2766,5.2766,5.4721,5.4651,5.4651,5.4045,5.4109,5.4109,1112.533,1112.533,1112.533,1112.533
1507.6932,48.2178,48.2178,48.2178,,,,,,,,,,83.3399,83.342,83.3399,83.3399,,,,4.7533,4.7479,4.7479,5.4267,5.4171,5.4171,5.5005,5.5027,5.5027,5.4867,5.485,5.485,1112.5402,1112.54,1112.5402,1112.5402
1507.8456,48.2178,48.2178,48.2178,,,,,,,,,,86.8486,86.506,86.8486,86.8486,,,,4.7848,4.7815,4.7815,5.4689,5.4568,5.4568,5.5535,5.5535,5.5535,5.531,5.5281,5.5281,1112.5476,1112.5475,1112.5476,1112.5476
1507.998,48.2178,48.2178,48.2178,,,,,,,,,,86.4091,84.7495,86.4091,86.4091,,,,4.7135,4.7036,4.7036,5.3699,5.3668,5.3668,5.4634,5.4586,5.4586,5.4733,5.4637,5.4637,1112.5546,1112.5546,1112.5546,1112.5546
1508.1504,48.2178,48.2178,48.2178,,,,,,,,,,84.5748,84.2719,84.5748,84.5748,,,,4.6695,4.685,4.685,5.3012,5.3253,5.3253,5.4424,5.4553,5.4553,5.4545,5.4601,5.4601,1112.562,1112.562,1112.562,1112.562
1508.3028,48.4248,48.4248,48.4248,,,,,,,,,,80.04,82.3998,80.04,80.04,,,,5.0382,4.9829,4.9829,5.6524,5.6213,5.6213,5.794,5.733,5.733,5.6304,5.604,5.604,1112.569,1112.569,1112.569,1112.569
1508.4552,48.8281,48.8281,48.8281,,,,,,,,,,81.0712,81.0431,81.0712,81.0712,,,,4.7271,4.7345,4.7345,5.3613,5.3768,5.3768,5.4767,5.4858,5.4858,5.3846,5.3982,5.3982,1112.5765,1112.5765,1112.5765,1112.5765
1508.6076,48.8281,48.8281,48.8281,,,,,,,,,,79.8824,79.9978,79.8824,79.8824,,,,4.6201,4.6147,4.6147,5.3056,5.3047,5.3047,5.4727,5.4735,5.4735,5.4377,5.4298,5.4298,1112.5834,1112.5835,1112.5834,1112.5834
1508.76,48.8281,48.8281,48.8281,,,,,,,,,,81.7101,82.432,81.7101,81.7101,,,,4.6103,4.6138,4.6138,5.3838,5.3588,5.3588,5.5606,5.5553,5.5553,5.4462,5.4403,5.4403,1112.5909,1112.5909,1112.5909,1112.5909
1508.9124,48.8281,48.8281,48.8281,,,,,,,,,,84.7463,84.9995,84.7463,84.7463,,,,4.6163,4.598,4.598,5.4033,5.3901,5.3901,5.5051,5.4897,5.4897,5.4405,5.4343,5.4343,1112.598,1112.598,1112.598,1112.598
1509.0648,48.8281,48.8281,48.8281,,,,,,,,,,87.8672,86.8724,87.8672,87.8672,,,,4.5141,4.5316,4.5316,5.3055,5.324,5.324,5.4441,5.4634,5.4634,5.4081,5.4209,5.4209,1112.6055,1112.6055,1112.6055,1112.6055
1509.2172,48.8281,48.8281,48.8281,,,,,,,,,,80.2042,80.7761,80.2042,80.2042,,,,4.7765,4.7586,4.7586,5.5715,5.5527,5.5527,5.7401,5.7193,5.7193,5.5926,5.5807,5.5807,1112.6123,1112.6123,1112.6123,1112.6123
1509.3696,48.8281,48.8281,48.8281,,,,,,,,,,84.5762,84.3158,84.5762,84.5762,,,,4.821,4.8102,4.8102,5.5602,5.5555,5.5555,5.6803,5.6785,5.6785,5.55,5.5516,5.5516,1112.6195,1112.6195,1112.6195,1112.6195
1509.522,48.8281,48.8281,48.8281,,,,,,,,,,83.2632,82.4228,83.2632,83.2632,,,,4.6574,4.6659,4.6659,5.4178,5.4215,5.4215,5.534,5.5383,5.5383,5.4901,5.4908,5.4908,1112.6265,1112.6265,1112.6265,1112.6265
