DEPTH,BS:1,BS:2,BS:3,DNPH:1,DNPH:2,DNPH:3,DT:1,DT:2,DT:3,ECGR,EHGR:1,EHGR:2,HCAL:1,HCAL:2,HCAL:3,HDRA:1,HDRA:2,HDRA:3,HMIN:1,HMIN:2,HMIN:3,HMNO:1,HMNO:2,HMNO:3,HTEM:1,HTEM:2,HTEM:3,HTNP:1,HTNP:2,PEF8:1,PEF8:2,PEFZ,RHO8:1,RHO8:2,RHOZ,RLA1:1,RLA1:2,RLA1:3,RLA2:1,RLA2:2,RLA2:3,RLA3:1,RLA3:2,RLA3:3,RLA4:1,RLA4:2,RLA4:3,RLA5:1,RLA5:2,RLA5:3,RT_HRLT:1,RT_HRLT:2,RT_HRLT:3,RXO8:1,RXO8:2,RXOZ,SP:1,SP:2,SP:3,TENS:1,TENS:2,TENS:3,TNPH
726.948,,,8.5,,,0.0026372,,,56.1097,54.3446,,,,,8.9424,,,0.6919,,,0.0314,,,0.03,,,38.7594,,,,,10.0,,,3.1625,,,0.0522,,,0.0447,,,0.0409,,,0.0379,,,0.0326,,,0.0326,,,0.0366,,,152.0349,,,1305.7598,0.3447
727.1004,,,8.5,,,0.0025115,,,56.2872,54.7485,,,,,8.9424,,,0.6857,,,0.0297,,,0.0285,,,38.7594,,,,,10.0,,,3.1527,,,0.0522,,,0.0446,,,0.041,,,0.038,,,0.0329,,,0.0329,,,0.0339,,,152.0205,,,1250.1814,0.3393
727.2528,,,8.5,,,0.0028,,,56.4031,53.6079,,,,,8.9382,,,0.6895,,,0.0289,,,0.0278,,,38.7594,,,,,10.0,,,3.1461,,,0.0512,,,0.0439,,,0.0404,,,0.0375,,,0.0324,,,0.0324,,,0.0333,,,151.6526,,,1240.1057,0.3507
727.4052,,,8.5,,,0.0031257,,,56.5737,53.0164,,,,,8.9281,,,0.7017,,,0.0301,,,0.0288,,,38.7594,,,,,10.0,,,3.1431,,,0.0516,,,0.0442,,,0.0406,,,0.0376,,,0.0324,,,0.0324,,,0.0348,,,151.1206,,,1250.8066,0.3614
727.5576,,,8.5,,,0.0032372,,,56.5465,51.2134,,,,,8.9382,,,0.7144,,,0.0306,,,0.0293,,,38.7594,,,,,10.0,,,3.1432,,,0.0509,,,0.0437,,,0.0401,,,0.0371,,,0.0319,,,0.0319,,,0.0357,,,150.7616,,,1233.9519,0.3704
727.71,,,8.5,,,0.0034743,,,56.4156,50.3536,,,,,8.9424,,,0.7246,,,0.0302,,,0.029,,,38.7594,,,,,10.0,,,3.1444,,,0.0513,,,0.0439,,,0.0403,,,0.0374,,,0.0323,,,0.0323,,,0.0349,,,150.5697,,,1212.6857,0.3813
727.8624,,,8.5,,,0.004,,,56.3665,48.1818,,,,,8.9382,,,0.7325,,,0.0315,,,0.0301,,,38.7594,,,,,10.0,,,3.1437,,,0.0506,,,0.0432,,,0.0398,,,0.037,,,0.0322,,,0.0322,,,0.0341,,,150.7063,,,1232.7241,0.4032
728.0148,,,8.5,,,0.0044885,,,56.4159,46.3278,,,,,8.9281,,,0.7405,,,0.0327,,,0.0312,,,38.7594,,,,,10.0,,,3.1403,,,0.0497,,,0.0426,,,0.0391,,,0.0365,,,0.0322,,,0.0322,,,0.0341,,,151.1875,,,1288.2297,0.4196
728.1672,,,8.5,,,0.0045071,,,56.286,43.1164,,,,,8.9382,,,0.7426,,,0.0312,,,0.0298,,,38.7594,,,,,10.0,,,3.1371,,,0.0492,,,0.0423,,,0.039,,,0.0364,,,0.0323,,,0.0323,,,0.0343,,,151.6455,,,1293.8658,0.422
728.3196,,,8.5,,,0.0043044,,,56.2546,43.2018,,,,,8.9382,,,0.7349,,,0.03,,,0.0288,,,38.7594,,,,,10.0,,,3.1366,,,0.0486,,,0.0418,,,0.0385,,,0.0358,,,0.0317,,,0.0317,,,0.0347,,,151.7965,,,1257.5228,0.4132
728.472,,,8.5,,,0.0046814,,,56.2879,44.7219,,,,,8.9281,,,0.721,,,0.0296,,,0.0285,,,38.7594,,,,,10.0,,,3.1387,,,0.0472,,,0.0405,,,0.0373,,,0.0349,,,0.0308,,,0.0308,,,0.0348,,,152.0581,,,1235.6062,0.4256
728.6244,,,8.5,,,0.0048283,,,56.3017,46.6716,,,,,8.9382,,,0.7144,,,0.0289,,,0.0279,,,38.7594,,,,,10.0,,,3.1416,,,0.0481,,,0.0413,,,0.0381,,,0.0356,,,0.0316,,,0.0316,,,0.0334,,,152.5974,,,1257.9644,0.4361
728.7768,,,8.5,,,0.0038115,,,56.3286,46.5171,,,,,8.9403,,,0.72,,,0.0277,,,0.0269,,,38.7594,,,,,10.0,,,3.1458,,,0.0497,,,0.0427,,,0.0394,,,0.0369,,,0.0328,,,0.0328,,,0.0323,,,153.1964,,,1294.6725,0.394
728.9292,,,8.5,,,0.0030416,,,56.3138,48.3653,,,,,8.9352,,,0.7352,,,0.0282,,,0.0272,,,38.7594,,,,,10.0,,,3.1525,,,0.0493,,,0.0422,,,0.039,,,0.0364,,,0.0323,,,0.0323,,,0.0328,,,153.3794,,,1281.8195,0.3596
729.0816,,,8.5,,,0.0033858,,,56.1346,54.6309,,,,,8.9403,,,0.7464,,,0.0301,,,0.0289,,,38.7594,,,,,10.0,,,3.1599,,,0.0486,,,0.0416,,,0.0384,,,0.0358,,,0.0315,,,0.0315,,,0.0343,,,153.2732,,,1230.0945,0.3751
729.234,,,8.5,,,0.0046929,,,56.218,58.7742,,,,,8.9424,,,0.751,,,0.0303,,,0.0291,,,38.7594,,,,,10.0,,,3.1627,,,0.0486,,,0.0418,,,0.0385,,,0.0359,,,0.0316,,,0.0316,,,0.0349,,,153.1294,,,1201.33,0.4314
729.3864,,,8.5,,,0.0059425,,,56.5507,59.4269,,,,,8.9424,,,0.7507,,,0.0302,,,0.029,,,38.7594,,,,,10.0,,,3.1596,,,0.0487,,,0.0417,,,0.0385,,,0.036,,,0.0318,,,0.0318,,,0.034,,,152.766,,,1231.359,0.4827
729.5388,,,8.5,,,0.0054929,,,56.8262,57.4733,,,,,8.9424,,,0.7482,,,0.0305,,,0.0293,,,38.7594,,,,,10.0,,,3.1548,,,0.0482,,,0.0414,,,0.0383,,,0.0358,,,0.0319,,,0.0319,,,0.034,,,152.2107,,,1285.4199,0.4634
729.6912,,,8.5,,,0.0048372,,,56.8069,57.3706,,,,,8.9424,,,0.7511,,,0.0308,,,0.0295,,,38.7594,,,,,10.0,,,3.1536,,,0.048,,,0.0413,,,0.0382,,,0.0358,,,0.0319,,,0.0319,,,0.0343,,,151.6759,,,1291.718,0.4368
729.8436,,,8.5,,,0.0045301,,,56.796,59.1321,,,,,8.9424,,,0.7595,,,0.0302,,,0.0289,,,38.7594,,,,,10.0,,,3.157,,,0.0479,,,0.0411,,,0.0379,,,0.0354,,,0.0314,,,0.0314,,,0.035,,,151.1947,,,1249.8079,0.4242
729.996,,,8.5,,,0.0044212,,,56.1044,57.9372,,,,,8.9466,,,0.7708,,,0.0303,,,0.0291,,,38.7594,,,,,10.0,,,3.1615,,,0.0457,,,0.0394,,,0.0364,,,0.034,,,0.0303,,,0.0303,,,0.0343,,,150.9724,,,1229.8579,0.4207
730.1484,,,8.5,,,0.0037044,,,56.5946,54.2018,,,,,8.9588,,,0.7787,,,0.0316,,,0.0302,,,38.7594,,,,,10.0,,,3.169,,,0.046,,,0.0397,,,0.0368,,,0.0344,,,0.0306,,,0.0306,,,0.0341,,,150.984,,,1250.3535,0.3958
730.3008,,,8.5,,,0.0033257,,,56.6445,50.5558,,,,,8.9579,,,0.7842,,,0.0314,,,0.03,,,38.7594,,,,,10.0,,,3.1784,,,0.0469,,,0.0404,,,0.0373,,,0.0349,,,0.0309,,,0.0309,,,0.0349,,,151.141,,,1277.7736,0.38
730.4532,,,8.5,,,0.0032345,,,56.7213,51.0694,,,,,8.963,,,0.7906,,,0.0318,,,0.0303,,,38.7594,,,,,10.0,,,3.189,,,0.0456,,,0.0393,,,0.0363,,,0.0339,,,0.0299,,,0.0299,,,0.0348,,,151.2456,,,1280.7998,0.3756
730.6056,,,8.5,,,0.0040885,,,56.548,54.5028,,,,,8.9609,,,0.7933,,,0.0309,,,0.0295,,,38.7594,,,,,10.0,,,3.1931,,,0.0476,,,0.0409,,,0.0378,,,0.0353,,,0.0313,,,0.0313,,,0.0351,,,151.4535,,,1242.6064,0.4115
730.758,,,8.5,,,0.0049743,,,56.4217,57.0986,,,,,8.9466,,,0.8007,,,0.0307,,,0.0294,,,38.7594,,,,,10.0,,,3.2004,,,0.0502,,,0.0429,,,0.0396,,,0.037,,,0.0329,,,0.0329,,,0.0343,,,151.5509,,,1218.4419,0.4438
730.9104,,,8.5,,,0.005554,,,56.3158,57.5006,,,,,8.9424,,,0.8276,,,0.0301,,,0.029,,,38.7594,,,,,10.0,,,3.2377,,,0.0504,,,0.0431,,,0.0398,,,0.0372,,,0.0332,,,0.0332,,,0.0346,,,151.5741,,,1238.255,0.4661
731.0628,,,8.5,,,0.0048301,,,56.2472,57.9155,,,,,8.9424,,,0.9013,,,0.0303,,,0.0291,,,38.7594,,,,,10.0,,,3.3364,,,0.0492,,,0.0421,,,0.0389,,,0.0363,,,0.0324,,,0.0324,,,0.0356,,,151.6134,,,1263.4392,0.4375
731.2152,,,8.5,,,0.0040628,,,56.0285,55.9875,,,,,8.9403,,,1.0117,,,0.0299,,,0.0287,,,38.7594,,,,,10.0,,,3.5058,,,0.0497,,,0.0426,,,0.0392,,,0.0366,,,0.0323,,,0.0323,,,0.0354,,,151.4856,,,1266.8151,0.4052
731.3676,,,8.5,,,0.0035788,,,56.0052,53.0463,,,,,8.931,,,1.1418,,,0.0297,,,0.0285,,,38.7594,,,,,10.0,,,3.7041,,,0.0489,,,0.042,,,0.0386,,,0.0359,,,0.0313,,,0.0313,,,0.0351,,,150.9215,,,1248.0333,0.3818
731.52,,,8.5,,,0.0038327,,,56.1515,50.5636,,,,,8.9217,,,1.232,,,0.0307,,,0.0295,,,38.7594,,,,,10.0,,,3.8275,,,0.0484,,,0.0415,,,0.0381,,,0.0354,,,0.0305,,,0.0305,,,0.0352,,,150.4099,,,1227.8907,0.3898
731.6724,,,8.5,,,0.0041159,,,57.8423,51.7473,,,,,8.9196,,,1.2083,,,0.0305,,,0.0293,,,38.7594,,,,,10.0,,,3.7903,,,0.0476,,,0.0408,,,0.0374,,,0.0346,,,0.0295,,,0.0295,,,0.0359,,,150.0509,,,1223.6437,0.4004
731.8248,,,8.5,,,0.0048911,,,61.2004,53.1803,,,,,8.9196,,,1.0867,,,0.0302,,,0.029,,,38.7594,,,,,10.0,,,3.6069,,,0.0476,,,0.0407,,,0.0374,,,0.0345,,,0.0295,,,0.0295,,,0.0361,,,149.6875,,,1228.7056,0.4306
731.9772,,,8.5,,,0.0046929,,,59.5248,52.2745,,,,,8.9196,,,0.9357,,,0.0301,,,0.0289,,,38.7594,,,,,10.0,,,3.3962,,,0.0496,,,0.0423,,,0.0389,,,0.036,,,0.0309,,,0.0309,,,0.0361,,,149.4519,,,1238.5638,0.4224
732.1296,,,8.5,,,0.0045115,,,61.6282,52.7567,,,,,8.9238,,,0.8464,,,0.0305,,,0.0292,,,38.7594,,,,,10.0,,,3.2549,,,0.0518,,,0.0443,,,0.0407,,,0.0379,,,0.0332,,,0.0332,,,0.0366,,,149.6526,,,1236.4325,0.4176
732.282,,,8.5,,,0.0048558,,,59.8458,54.9685,,,,,8.936,,,0.8098,,,0.0316,,,0.0302,,,38.7594,,,,,10.0,,,3.1945,,,0.0497,,,0.0427,,,0.0393,,,0.0366,,,0.0323,,,0.0323,,,0.037,,,149.8401,,,1226.245,0.4364
732.4344,,,8.5,,,0.005277,,,64.6141,57.4903,,,,,8.9352,,,0.7988,,,0.0317,,,0.0303,,,38.7594,,,,,10.0,,,3.1744,,,0.0516,,,0.0443,,,0.0406,,,0.0378,,,0.033,,,0.033,,,0.037,,,149.9447,,,1232.1016,0.4529
732.5868,,,8.5,,,0.005,,,71.0504,57.8368,,,,,8.936,,,0.7987,,,0.0301,,,0.0289,,,38.7594,,,,,10.0,,,3.1654,,,0.0538,,,0.046,,,0.0422,,,0.0392,,,0.0341,,,0.0341,,,0.0362,,,150.1687,,,1251.0198,0.4403
732.7392,,,8.5,,,0.0046487,,,71.0798,56.0036,,,,,8.9281,,,0.7963,,,0.0295,,,0.0285,,,38.7594,,,,,10.0,,,3.1576,,,0.0521,,,0.0446,,,0.041,,,0.0381,,,0.0333,,,0.0333,,,0.036,,,150.1526,,,1266.2211,0.4232
732.8916,,,8.5,,,0.0047628,,,65.8035,55.4261,,,,,8.9339,,,0.786,,,0.0303,,,0.0291,,,38.7594,,,,,10.0,,,3.1473,,,0.0509,,,0.0436,,,0.0401,,,0.0373,,,0.0327,,,0.0327,,,0.0361,,,149.891,,,1271.3792,0.4295
733.044,,,8.5,,,0.0048257,,,66.0696,54.8486,,,,,8.9238,,,0.7687,,,0.0299,,,0.0287,,,38.7594,,,,,10.0,,,3.1357,,,0.0517,,,0.0442,,,0.0406,,,0.0377,,,0.0329,,,0.0329,,,0.036,,,149.3097,,,1266.1367,0.4297
733.1964,,,8.5,,,0.0045628,,,69.8637,54.0608,,,,,8.9196,,,0.7589,,,0.0297,,,0.0286,,,38.7594,,,,,10.0,,,3.1276,,,0.0527,,,0.0453,,,0.0415,,,0.0386,,,0.0334,,,0.0334,,,0.0356,,,148.2151,,,1254.3596,0.4187
733.3488,,,8.5,,,0.0042487,,,66.4681,56.7534,,,,,8.9238,,,0.7606,,,0.0305,,,0.0292,,,38.7594,,,,,10.0,,,3.1275,,,0.0538,,,0.046,,,0.0423,,,0.0392,,,0.0342,,,0.0342,,,0.0355,,,146.8634,,,1248.4868,0.4066
733.5012,,,8.5,,,0.0045487,,,66.1597,58.2705,,,,,8.9339,,,0.7723,,,0.0301,,,0.0289,,,38.7594,,,,,10.0,,,3.1364,,,0.052,,,0.0444,,,0.0408,,,0.0379,,,0.033,,,0.033,,,0.0358,,,145.5537,,,1246.2271,0.4218
733.6536,,,8.5,,,0.0052212,,,71.0144,61.4298,,,,,8.9238,,,0.7855,,,0.03,,,0.0288,,,38.7594,,,,,10.0,,,3.1499,,,0.0511,,,0.0438,,,0.0401,,,0.0372,,,0.0322,,,0.0322,,,0.0359,,,144.7179,,,1250.0483,0.4463
733.806,,,8.5,,,0.0052115,,,72.7907,61.5778,,,,,8.9238,,,0.7925,,,0.0299,,,0.0287,,,38.7594,,,,,10.0,,,3.1606,,,0.0541,,,0.0461,,,0.0422,,,0.0391,,,0.0337,,,0.0337,,,0.0353,,,144.4403,,,1251.2324,0.4447
733.9584,,,8.5,,,0.0054487,,,71.7787,62.5517,,,,,8.936,,,0.7958,,,0.0297,,,0.0285,,,38.7594,,,,,10.0,,,3.1702,,,0.0523,,,0.0446,,,0.0409,,,0.0379,,,0.0327,,,0.0327,,,0.0348,,,144.8733,,,1240.6714,0.4579
734.1108,,,8.5,,,0.0062071,,,67.1548,62.2549,,,,,8.9352,,,0.8142,,,0.0311,,,0.0298,,,38.7594,,,,,10.0,,,3.2016,,,0.0499,,,0.0428,,,0.0393,,,0.0365,,,0.0317,,,0.0317,,,0.0346,,,146.2948,,,1224.4867,0.4888
734.2632,,,8.5,,,0.0066513,,,66.5919,62.43,,,,,8.9403,,,0.8941,,,0.0318,,,0.0304,,,38.7594,,,,,10.0,,,3.3291,,,0.0496,,,0.0425,,,0.0392,,,0.0363,,,0.0317,,,0.0317,,,0.0341,,,148.8036,,,1214.4756,0.5095
734.4156,,,8.5,,,0.0062956,,,68.2656,60.7807,,,,,8.9424,,,1.0771,,,0.0306,,,0.0294,,,38.7594,,,,,10.0,,,3.6079,,,0.0487,,,0.0419,,,0.0385,,,0.0358,,,0.0313,,,0.0313,,,0.0345,,,151.4032,,,1216.1094,0.4958
734.568,,,8.5,,,0.0051558,,,66.5089,57.0566,,,,,8.9445,,,1.2902,,,0.0323,,,0.0308,,,38.7594,,,,,10.0,,,3.9423,,,0.0515,,,0.0443,,,0.0407,,,0.0378,,,0.0328,,,0.0328,,,0.0361,,,151.302,,,1230.5117,0.449
734.7204,,,8.5,,,0.0044646,,,63.492,51.346,,,,,8.9453,,,1.3359,,,0.0345,,,0.0328,,,38.7594,,,,,10.0,,,4.0847,,,0.0513,,,0.0439,,,0.0404,,,0.0375,,,0.0324,,,0.0324,,,0.0387,,,147.7262,,,1241.8474,0.4209
734.8728,,,8.5,,,0.0054,,,66.049,50.2015,,,,,8.9259,,,1.1862,,,0.0353,,,0.0335,,,38.7594,,,,,10.0,,,3.929,,,0.0518,,,0.0443,,,0.0407,,,0.0377,,,0.0327,,,0.0327,,,0.0397,,,145.1914,,,1238.0063,0.454
735.0252,,,8.5,,,0.0066327,,,60.2638,53.2727,,,,,8.9154,,,0.9732,,,0.0346,,,0.0328,,,38.7594,,,,,10.0,,,3.615,,,0.0508,,,0.0435,,,0.0401,,,0.0372,,,0.0324,,,0.0324,,,0.0383,,,144.9154,,,1246.1548,0.5022
735.1776,,,8.5,,,0.007077,,,58.4029,55.5225,,,,,8.9053,,,0.864,,,0.033,,,0.0315,,,38.7594,,,,,10.0,,,3.3698,,,0.0521,,,0.0447,,,0.0411,,,0.0382,,,0.0334,,,0.0334,,,0.0365,,,146.2484,,,1258.4056,0.5161
735.33,,,8.5,,,0.0066,,,56.9581,55.2527,,,,,8.9154,,,0.843,,,0.0329,,,0.0314,,,38.7594,,,,,10.0,,,3.2572,,,0.0533,,,0.0457,,,0.042,,,0.039,,,0.0339,,,0.0339,,,0.0354,,,148.3141,,,1256.5189,0.4985
735.4824,,,8.5,,,0.0060673,,,56.327,54.8079,,,,,8.9154,,,0.8343,,,0.0325,,,0.031,,,38.7594,,,,,10.0,,,3.2193,,,0.0536,,,0.0458,,,0.042,,,0.039,,,0.0338,,,0.0338,,,0.0341,,,149.74,,,1238.6003,0.4769
735.6348,,,8.5,,,0.0056911,,,57.9098,57.5076,,,,,8.9053,,,0.8263,,,0.0302,,,0.0289,,,38.7594,,,,,10.0,,,3.2073,,,0.0533,,,0.0457,,,0.0419,,,0.0389,,,0.0338,,,0.0338,,,0.033,,,150.1847,,,1230.5042,0.4595
735.7872,,,8.5,,,0.0044903,,,62.6395,59.4826,,,,,8.9154,,,0.8166,,,0.0309,,,0.0295,,,38.7594,,,,,10.0,,,3.2007,,,0.0528,,,0.0453,,,0.0416,,,0.0386,,,0.0338,,,0.0338,,,0.0337,,,149.9187,,,1250.1729,0.4122
735.9396,,,8.5,,,0.0041442,,,62.4125,59.4907,,,,,8.9154,,,0.8055,,,0.033,,,0.0314,,,38.7594,,,,,10.0,,,3.1907,,,0.0521,,,0.0447,,,0.041,,,0.0381,,,0.0332,,,0.0332,,,0.0355,,,149.1571,,,1273.2535,0.3981
736.092,,,8.5,,,0.0042416,,,58.1954,56.0083,,,,,8.9053,,,0.7998,,,0.0331,,,0.0315,,,38.7594,,,,,10.0,,,3.1845,,,0.0481,,,0.0415,,,0.0382,,,0.0354,,,0.0306,,,0.0306,,,0.0355,,,147.9884,,,1271.0582,0.3975
736.2444,,,8.5,,,0.0048026,,,56.7163,53.7298,,,,,8.9132,,,0.7974,,,0.0315,,,0.0301,,,38.7594,,,,,10.0,,,3.1858,,,0.0492,,,0.0423,,,0.039,,,0.0361,,,0.0313,,,0.0313,,,0.0344,,,146.7804,,,1263.1021,0.4246
736.3968,,,8.5,,,0.0048416,,,56.2275,53.1956,,,,,8.9082,,,0.7967,,,0.0302,,,0.029,,,38.7594,,,,,10.0,,,3.1885,,,0.0504,,,0.043,,,0.0396,,,0.0368,,,0.0319,,,0.0319,,,0.0344,,,145.9911,,,1242.9877,0.4238
736.5492,,,8.5,,,0.0052513,,,56.1663,56.4012,,,,,8.9032,,,0.7926,,,0.03,,,0.0287,,,38.7594,,,,,10.0,,,3.1827,,,0.0505,,,0.0433,,,0.0398,,,0.037,,,0.032,,,0.032,,,0.0357,,,145.6526,,,1233.9962,0.4379
736.7016,,,8.5,,,0.0054558,,,56.6206,58.6639,,,,,8.9154,,,0.789,,,0.0307,,,0.0294,,,38.7594,,,,,10.0,,,3.1725,,,0.0504,,,0.0432,,,0.0397,,,0.0369,,,0.032,,,0.032,,,0.0362,,,145.3357,,,1241.7549,0.4499
736.854,,,8.5,,,0.0058858,,,57.1237,62.1533,,,,,8.9196,,,0.7912,,,0.031,,,0.0297,,,38.7594,,,,,10.0,,,3.1701,,,0.0508,,,0.0436,,,0.04,,,0.0372,,,0.0323,,,0.0323,,,0.0361,,,145.0276,,,1232.5952,0.4694
737.0064,,,8.5,,,0.0066097,,,57.5422,63.8402,,,,,8.9196,,,0.7987,,,0.0319,,,0.0304,,,38.7594,,,,,10.0,,,3.18,,,0.052,,,0.0444,,,0.0408,,,0.038,,,0.0331,,,0.0331,,,0.036,,,144.6482,,,1232.567,0.5006
737.1588,,,8.5,,,0.0065345,,,56.9676,63.4309,,,,,8.9196,,,0.804,,,0.0326,,,0.0311,,,38.7594,,,,,10.0,,,3.1931,,,0.0515,,,0.0439,,,0.0404,,,0.0375,,,0.0326,,,0.0326,,,0.0359,,,144.266,,,1241.2092,0.498
737.3112,,,8.5,,,0.0066425,,,56.5703,62.0965,,,,,8.9196,,,0.8076,,,0.0307,,,0.0294,,,38.7594,,,,,10.0,,,3.2021,,,0.0524,,,0.0449,,,0.0411,,,0.0382,,,0.0331,,,0.0331,,,0.0357,,,143.8429,,,1247.0417,0.5031
737.4636,,,8.5,,,0.0055903,,,56.1095,59.1562,,,,,8.9196,,,0.8084,,,0.0304,,,0.0291,,,38.7594,,,,,10.0,,,3.2001,,,0.0518,,,0.0443,,,0.0407,,,0.0378,,,0.0327,,,0.0327,,,0.0357,,,143.6991,,,1248.4467,0.459
737.616,,,8.5,,,0.0054301,,,56.0873,58.9072,,,,,8.9154,,,0.8055,,,0.0315,,,0.0301,,,38.7594,,,,,10.0,,,3.1922,,,0.0532,,,0.0453,,,0.0415,,,0.0386,,,0.0335,,,0.0335,,,0.0369,,,143.6526,,,1241.125,0.45
737.7684,,,8.5,,,0.0059699,,,56.1922,58.2369,,,,,8.901,,,0.8034,,,0.0313,,,0.03,,,38.7594,,,,,10.0,,,3.1927,,,0.0522,,,0.0444,,,0.0408,,,0.0379,,,0.0332,,,0.0332,,,0.0369,,,143.4535,,,1228.9384,0.4684
737.9208,,,8.5,,,0.0059398,,,56.1097,58.1898,,,,,8.901,,,0.8071,,,0.0301,,,0.0289,,,38.7594,,,,,10.0,,,3.2071,,,0.0503,,,0.043,,,0.0396,,,0.0368,,,0.0323,,,0.0323,,,0.0361,,,143.1903,,,1225.3378,0.4679
738.0732,,,8.5,,,0.0050115,,,56.0902,57.823,,,,,8.9111,,,0.8252,,,0.0317,,,0.0303,,,38.7594,,,,,10.0,,,3.2351,,,0.0513,,,0.0439,,,0.0404,,,0.0375,,,0.0327,,,0.0327,,,0.0374,,,143.208,,,1242.1648,0.4323
738.2256,,,8.5,,,0.0046275,,,56.1508,56.0499,,,,,8.901,,,0.8435,,,0.0372,,,0.0352,,,38.7594,,,,,10.0,,,3.2637,,,0.0518,,,0.0446,,,0.0409,,,0.0379,,,0.033,,,0.033,,,0.0403,,,143.0929,,,1264.4988,0.4134
738.378,,,8.5,,,0.0053354,,,55.8335,55.7997,,,,,8.8989,,,0.8548,,,0.0392,,,0.0369,,,38.7594,,,,,10.0,,,3.2857,,,0.0523,,,0.045,,,0.0413,,,0.0382,,,0.0331,,,0.0331,,,0.0407,,,143.3385,,,1248.4343,0.4411
738.5304,,,8.5,,,0.0051788,,,55.6871,58.1082,,,,,8.904,,,0.8513,,,0.0344,,,0.0327,,,38.7594,,,,,10.0,,,3.2932,,,0.0484,,,0.0416,,,0.0383,,,0.0356,,,0.0308,,,0.0308,,,0.0377,,,144.1643,,,1199.371,0.4367
738.6828,,,8.5,,,0.0053142,,,55.7412,59.7948,,,,,8.8989,,,0.8399,,,0.0326,,,0.0311,,,38.7594,,,,,10.0,,,3.2844,,,0.0486,,,0.0417,,,0.0383,,,0.0356,,,0.0309,,,0.0309,,,0.0356,,,144.9812,,,1194.1849,0.4402
738.8352,,,8.5,,,0.0052487,,,55.6161,60.1593,,,,,8.8968,,,0.8376,,,0.0324,,,0.031,,,38.7594,,,,,10.0,,,3.2777,,,0.0506,,,0.0433,,,0.0397,,,0.0369,,,0.0319,,,0.0319,,,0.035,,,145.5,,,1251.152,0.4362
738.9876,,,8.5,,,0.0053513,,,55.4861,58.5921,,,,,8.8989,,,0.8431,,,0.033,,,0.0314,,,38.7594,,,,,10.0,,,3.2763,,,0.0512,,,0.0437,,,0.0401,,,0.0372,,,0.0321,,,0.0321,,,0.0371,,,145.833,,,1291.5055,0.4419
739.14,,,8.5,,,0.0052301,,,55.6202,57.6624,,,,,8.904,,,0.8501,,,0.0385,,,0.036,,,38.7594,,,,,10.0,,,3.2778,,,0.0505,,,0.0433,,,0.0396,,,0.0367,,,0.0317,,,0.0317,,,0.039,,,145.859,,,1276.6733,0.4384
739.2924,,,8.5,,,0.0055487,,,55.6225,58.0349,,,,,8.8989,,,0.8427,,,0.039,,,0.0364,,,38.7594,,,,,10.0,,,3.2677,,,0.0526,,,0.045,,,0.0412,,,0.0382,,,0.0329,,,0.0329,,,0.0396,,,145.9143,,,1231.3273,0.4491
739.4448,,,8.5,,,0.0062956,,,55.6257,57.8301,,,,,8.8989,,,0.829,,,0.0341,,,0.0324,,,38.7594,,,,,10.0,,,3.2511,,,0.0521,,,0.0446,,,0.0408,,,0.0378,,,0.0326,,,0.0326,,,0.0354,,,145.8794,,,1237.9943,0.4806
739.5972,,,8.5,,,0.0063885,,,55.7702,59.4918,,,,,8.9082,,,0.8141,,,0.0311,,,0.0298,,,38.7594,,,,,10.0,,,3.2374,,,0.0521,,,0.0447,,,0.0409,,,0.0379,,,0.0327,,,0.0327,,,0.0336,,,145.4275,,,1270.4835,0.4885
739.7496,,,8.5,,,0.0059743,,,55.8206,60.5356,,,,,8.9132,,,0.798,,,0.032,,,0.0306,,,38.7594,,,,,10.0,,,3.2312,,,0.0521,,,0.0446,,,0.0409,,,0.0378,,,0.0327,,,0.0327,,,0.0342,,,144.401,,,1266.2614,0.4728
739.902,,,8.5,,,0.0057,,,55.9127,62.3733,,,,,8.901,,,0.7862,,,0.0326,,,0.0311,,,38.7594,,,,,10.0,,,3.2308,,,0.0509,,,0.0435,,,0.0399,,,0.037,,,0.032,,,0.032,,,0.0351,,,143.7456,,,1252.3646,0.4573
740.0544,,,8.5,,,0.0054814,,,56.0002,63.593,,,,,8.8968,,,0.7799,,,0.0302,,,0.029,,,38.7594,,,,,10.0,,,3.2331,,,0.0516,,,0.0441,,,0.0405,,,0.0375,,,0.0324,,,0.0324,,,0.0348,,,143.4723,,,1249.8798,0.4467
740.2068,,,8.5,,,0.0052372,,,56.1258,63.4931,,,,,8.8926,,,0.7856,,,0.0297,,,0.0285,,,38.7594,,,,,10.0,,,3.2391,,,0.0522,,,0.0446,,,0.0409,,,0.0378,,,0.0324,,,0.0324,,,0.034,,,143.2472,,,1251.8589,0.4342
740.3592,,,8.5,,,0.0051558,,,56.2854,63.8247,,,,,8.8825,,,0.7999,,,0.031,,,0.0296,,,38.7594,,,,,10.0,,,3.2508,,,0.0498,,,0.0427,,,0.0391,,,0.0363,,,0.0312,,,0.0312,,,0.0346,,,142.6134,,,1259.4091,0.4281
740.5116,,,8.5,,,0.0054487,,,56.2619,64.1614,,,,,8.8926,,,0.8176,,,0.0301,,,0.0289,,,38.7594,,,,,10.0,,,3.267,,,0.0484,,,0.0417,,,0.0384,,,0.0356,,,0.0309,,,0.0309,,,0.0343,,,141.7196,,,1252.0031,0.443
