DEPTH,BS:1,BS:2,BS:3,DNPH:1,DNPH:2,DNPH:3,DT:1,DT:2,DT:3,ECGR,EHGR:1,EHGR:2,HCAL:1,HCAL:2,HCAL:3,HDRA:1,HDRA:2,HDRA:3,HMIN:1,HMIN:2,HMIN:3,HMNO:1,HMNO:2,HMNO:3,HTEM:1,HTEM:2,HTEM:3,HTNP:1,HTNP:2,PEF8:1,PEF8:2,PEFZ,RHO8:1,RHO8:2,RHOZ,RLA1:1,RLA1:2,RLA1:3,RLA2:1,RLA2:2,RLA2:3,RLA3:1,RLA3:2,RLA3:3,RLA4:1,RLA4:2,RLA4:3,RLA5:1,RLA5:2,RLA5:3,RT_HRLT:1,RT_HRLT:2,RT_HRLT:3,RXO8:1,RXO8:2,RXOZ,SP:1,SP:2,SP:3,TENS:1,TENS:2,TENS:3,TNPH
55.3212,,,8.5,,,0.0049673,,,83.9831,18.2341,,,,,3.8889,,,0.124,,,0.2049,,,0.1414,,,30.9302,,,,,9.8762,,,1.9696,,,0.0623,,,0.0532,,,0.0488,,,0.0452,,,0.0399,,,0.0399,,,0.1483,,,70.8197,,,685.3781,0.6476
55.4736,,,8.5,,,0.0055699,,,83.9831,16.3346,,,,,3.8889,,,0.124,,,0.2046,,,0.1411,,,30.9302,,,,,9.8762,,,1.9696,,,0.0623,,,0.0532,,,0.0488,,,0.0452,,,0.0399,,,0.0399,,,0.1481,,,71.266,,,685.3781,0.6811
55.626,,,8.5,,,0.0066991,,,83.9831,16.2667,,,,,3.8889,,,0.124,,,0.2045,,,0.141,,,30.9302,,,,,9.8762,,,1.9696,,,0.0615,,,0.0525,,,0.0482,,,0.0446,,,0.0394,,,0.0394,,,0.148,,,71.7063,,,685.0408,0.7422
55.7784,,,8.5,,,0.0113107,,,83.9831,17.5705,,,,,3.8889,,,0.124,,,0.2046,,,0.1411,,,30.9302,,,,,9.8762,,,1.9696,,,0.059,,,0.0504,,,0.0462,,,0.0429,,,0.0378,,,0.0378,,,0.1479,,,72.2705,,,683.9852,0.9632
55.9308,,,8.5,,,0.017291,,,84.0292,18.2698,,,,,3.8889,,,0.124,,,0.205,,,0.1412,,,30.9302,,,,,9.8762,,,1.9696,,,0.0591,,,0.0504,,,0.0461,,,0.0427,,,0.0375,,,0.0375,,,0.1478,,,72.516,,,682.4999,1.2239
56.0832,,,8.5,,,0.0166664,,,84.2292,17.9465,,,,,3.8889,,,0.124,,,0.2052,,,0.1412,,,30.9302,,,,,9.8762,,,1.9696,,,0.0594,,,0.0508,,,0.0465,,,0.0431,,,0.0377,,,0.0377,,,0.1477,,,72.5581,,,679.8468,1.2051
56.2356,,,8.5,,,0.0161495,,,84.4684,16.8422,,,,,3.8889,,,0.124,,,0.2047,,,0.141,,,30.9302,,,,,9.8762,,,1.9696,,,0.0593,,,0.0508,,,0.0464,,,0.0429,,,0.0371,,,0.0371,,,0.1477,,,72.6687,,,684.8642,1.184
56.388,,,8.5,,,0.0175966,,,84.6831,15.6775,,,,,3.8889,,,0.124,,,0.2046,,,0.141,,,30.9302,,,,,9.8762,,,1.9696,,,0.0577,,,0.0495,,,0.0453,,,0.0418,,,0.0361,,,0.0361,,,0.1477,,,72.516,,,685.7876,1.2294
56.5404,,,8.5,,,0.0233643,,,84.8434,14.9792,,,,,3.8889,,,0.124,,,0.2048,,,0.1411,,,30.9302,,,,,9.8762,,,1.9696,,,0.0577,,,0.0493,,,0.0453,,,0.0418,,,0.0362,,,0.0362,,,0.1478,,,72.1018,,,688.0594,1.4346
56.6928,,,8.5,,,0.0152205,,,85.01,15.5804,,,,,3.8889,,,0.1238,,,0.2047,,,0.1411,,,30.9302,,,,,9.8797,,,1.9684,,,0.0602,,,0.0513,,,0.0469,,,0.0433,,,0.0375,,,0.0375,,,0.1479,,,71.5393,,,687.0961,1.1288
56.8452,,,8.5,,,0.009654,,,85.0791,16.7601,,,,,3.8889,,,0.1227,,,0.2045,,,0.141,,,30.9302,,,,,9.8973,,,1.9616,,,0.0605,,,0.0515,,,0.0471,,,0.0434,,,0.0372,,,0.0372,,,0.1481,,,70.8169,,,687.4573,0.8936
56.9976,,,8.5,,,0.0063337,,,85.1954,17.3987,,,,,3.8889,,,0.12,,,0.2044,,,0.1411,,,30.9302,,,,,9.9221,,,1.9501,,,0.0658,,,0.0567,,,0.052,,,0.0477,,,0.0408,,,0.0408,,,0.1484,,,69.8982,,,685.0408,0.719
57.15,,,8.5,,,0.0072177,,,83.8617,17.7832,,,,,3.8889,,,0.1168,,,0.2047,,,0.1414,,,30.9302,,,,,9.9297,,,1.9418,,,0.0817,,,0.0718,,,0.0659,,,0.06,,,0.0512,,,0.0512,,,0.1487,,,69.1162,,,683.1705,0.7656
57.3024,,,8.5,,,0.0116655,,,79.1061,18.5869,,,,,3.8889,,,0.1158,,,0.2055,,,0.1419,,,30.9302,,,,,9.9186,,,1.9409,,,18584.9316,,,18584.9277,,,18584.9219,,,0.0379,,,0.0326,,,0.0326,,,0.1492,,,68.7035,,,686.827,0.9852
57.4548,,,8.5,,,0.0157814,,,77.9374,18.9034,,,,,3.8889,,,0.1161,,,0.2063,,,0.1424,,,30.9302,,,,,9.9014,,,1.9426,,,62830.2578,,,62830.2578,,,62830.2578,,,0.0182,,,0.0168,,,0.0168,,,0.1496,,,68.3662,,,683.4875,1.1677
57.6072,,,8.5,,,0.0176415,,,78.4069,17.7118,,,,,3.8889,,,0.1186,,,0.2063,,,0.1426,,,30.9302,,,,,9.887,,,1.9461,,,18584.9336,,,18584.9297,,,18584.9258,,,0.0397,,,0.0343,,,0.0343,,,0.1501,,,68.4679,,,684.2702,1.2421
57.7596,,,8.5,,,0.0184967,,,78.609,17.2297,,,,,3.8889,,,0.1203,,,0.206,,,0.1428,,,30.9302,,,,,9.8769,,,1.9463,,,0.041,,,0.0359,,,0.0324,,,0.03,,,0.0256,,,0.0256,,,0.1506,,,68.9768,,,686.1608,1.2524
57.912,,,8.5,,,0.0318875,,,78.6403,18.0015,,,,,3.8889,,,0.1201,,,0.2062,,,0.1431,,,30.9302,,,,,9.8563,,,1.9417,,,0.0473,,,0.0406,,,0.037,,,0.0343,,,0.0292,,,0.0292,,,0.1512,,,69.4884,,,684.1097,1.7107
58.0644,,,8.5,,,0.0390903,,,78.7219,18.8365,,,,,3.8889,,,0.1189,,,0.207,,,0.1436,,,30.9302,,,,,9.8321,,,1.9312,,,0.0542,,,0.0466,,,0.0425,,,0.0393,,,0.0334,,,0.0334,,,0.1517,,,70.0304,,,687.3409,1.942
58.2168,,,8.5,,,0.0385803,,,78.6899,18.2122,,,,,3.8889,,,0.1186,,,0.2077,,,0.1442,,,30.9302,,,,,9.7867,,,1.9218,,,0.0518,,,0.0449,,,0.0407,,,0.0376,,,0.0323,,,0.0323,,,0.1522,,,70.7937,,,689.6089,1.9126
58.3692,,,8.5,,,0.0232754,,,80.1276,16.5744,,,,,3.8889,,,0.1186,,,0.2077,,,0.1444,,,30.9302,,,,,9.7192,,,1.9161,,,18584.9082,,,18584.9043,,,18584.9023,,,18584.9004,,,18584.8984,,,18584.8984,,,0.1526,,,71.3402,,,688.3003,1.4253
58.5216,,,8.5,,,0.0150921,,,85.126,15.8904,,,,,3.8889,,,0.1158,,,0.208,,,0.1446,,,30.9302,,,,,9.646,,,1.9093,,,62830.2539,,,62830.2461,,,62830.2461,,,62830.2461,,,62830.2461,,,62830.2461,,,0.1529,,,71.6875,,,686.8954,1.1383
58.674,,,8.5,,,0.0137903,,,86.5938,15.3887,,,,,3.8889,,,0.1101,,,0.2082,,,0.1447,,,30.9302,,,,,9.5978,,,1.8975,,,18584.9297,,,18584.9219,,,18584.918,,,18584.916,,,18584.9102,,,18584.9102,,,0.153,,,72.0116,,,689.1031,1.0855
58.8264,,,8.5,,,0.0143469,,,86.5899,14.4506,,,,,3.8889,,,0.1051,,,0.2083,,,0.1448,,,30.9302,,,,,9.5904,,,1.8827,,,0.0538,,,0.0471,,,0.044,,,0.0402,,,0.0345,,,0.0345,,,0.1531,,,72.2472,,,689.6491,1.1098
58.9788,,,8.5,,,0.0140814,,,86.6272,13.0015,,,,,3.8889,,,0.1035,,,0.2089,,,0.145,,,30.9302,,,,,9.6023,,,1.8711,,,0.0419,,,0.0365,,,0.0338,,,0.0313,,,0.0271,,,0.0271,,,0.153,,,72.0974,,,692.3826,1.0982
59.1312,,,8.5,,,0.0125079,,,86.7184,12.9327,,,,,3.8889,,,0.1079,,,0.2095,,,0.1451,,,30.9302,,,,,9.6015,,,1.873,,,0.0547,,,0.047,,,0.0431,,,0.0398,,,0.0342,,,0.0342,,,0.1528,,,71.984,,,694.4298,1.027
59.2836,,,8.5,,,0.0087363,,,86.6912,15.1062,,,,,3.8889,,,0.1162,,,0.2094,,,0.1448,,,30.9302,,,,,9.5792,,,1.8871,,,0.0915,,,0.0798,,,0.0725,,,0.0667,,,0.0568,,,0.0595,,,0.1523,,,72.0393,,,694.3536,0.847
59.436,,,8.5,,,0.0066398,,,85.3634,17.573,,,,,3.8889,,,0.1232,,,0.2091,,,0.1444,,,30.9302,,,,,9.5537,,,1.9034,,,0.1641,,,0.144,,,0.1299,,,0.1193,,,0.1007,,,0.1097,,,0.1517,,,72.0973,,,695.0118,0.7392
59.5884,,,8.5,,,0.0056708,,,80.3479,18.8838,,,,,3.8889,,,0.126,,,0.2086,,,0.1439,,,30.9302,,,,,9.5586,,,1.9139,,,0.0879,,,0.0767,,,0.0697,,,0.0645,,,0.0543,,,0.057,,,0.1509,,,72.3662,,,690.3757,0.6814
59.7408,,,8.5,,,0.0072849,,,78.8946,18.4548,,,,,3.8889,,,0.1248,,,0.2077,,,0.1431,,,30.9302,,,,,9.5846,,,1.921,,,0.0536,,,0.0462,,,0.0424,,,0.0394,,,0.0339,,,0.0339,,,0.15,,,72.9696,,,690.5683,0.7713
59.8932,,,8.5,,,0.0069319,,,78.929,18.1951,,,,,3.8889,,,0.1216,,,0.2063,,,0.1423,,,30.9302,,,,,9.6274,,,1.925,,,0.0615,,,0.0523,,,0.0479,,,0.0442,,,0.0383,,,0.0383,,,0.1491,,,73.4912,,,691.5919,0.7526
60.0456,,,8.5,,,0.0068752,,,78.9031,18.4659,,,,,3.8889,,,0.117,,,0.2054,,,0.1415,,,30.9302,,,,,9.6836,,,1.9274,,,0.0635,,,0.054,,,0.0493,,,0.0455,,,0.0393,,,0.0393,,,0.148,,,74.1964,,,692.3065,0.7497
60.198,,,8.5,,,0.0063567,,,78.8077,19.752,,,,,3.8889,,,0.1117,,,0.2049,,,0.1406,,,30.9302,,,,,9.7501,,,1.9301,,,0.0619,,,0.0527,,,0.0482,,,0.0446,,,0.0385,,,0.0385,,,0.1466,,,74.6482,,,696.4568,0.7188
60.3504,,,8.5,,,0.0094584,,,78.8611,20.5289,,,,,3.8889,,,0.1085,,,0.2035,,,0.1394,,,30.9302,,,,,9.8198,,,1.9395,,,0.0637,,,0.0543,,,0.0496,,,0.0458,,,0.0396,,,0.0396,,,0.145,,,74.9696,,,693.322,0.881
60.5028,,,8.5,,,0.0123566,,,78.8815,21.4055,,,,,3.8889,,,0.1085,,,0.2028,,,0.1383,,,30.9302,,,,,9.8828,,,1.9564,,,0.061,,,0.0524,,,0.048,,,0.0445,,,0.0387,,,0.0387,,,0.1433,,,75.0348,,,688.5814,1.0207
60.6552,,,8.5,,,0.0116265,,,78.8456,23.1644,,,,,3.8889,,,0.1114,,,0.2012,,,0.137,,,30.9302,,,,,9.9397,,,1.9762,,,0.0858,,,0.0753,,,0.0701,,,0.0658,,,0.0587,,,0.0626,,,0.142,,,75.0437,,,691.8045,0.9846
60.8076,,,8.5,,,0.0079434,,,78.8661,26.4051,,,,,3.8889,,,0.1148,,,0.2001,,,0.1364,,,30.9302,,,,,9.9789,,,1.9927,,,0.1524,,,0.1346,,,0.1261,,,0.1184,,,0.1065,,,0.1197,,,0.1415,,,74.7428,,,691.5798,0.8026
60.96,,,8.5,,,0.0061416,,,78.8679,29.8249,,,,,3.8889,,,0.1166,,,0.2,,,0.1364,,,30.9302,,,,,9.9968,,,2.0009,,,0.088,,,0.0764,,,0.0707,,,0.0658,,,0.058,,,0.0619,,,0.1414,,,74.125,,,690.2953,0.7104
61.1124,,,8.5,,,0.0063275,,,79.0406,31.7101,,,,,3.8889,,,0.1153,,,0.1998,,,0.1363,,,30.9302,,,,,10.0,,,1.9997,,,0.0603,,,0.0516,,,0.047,,,0.0433,,,0.0373,,,0.0373,,,0.1411,,,73.4723,,,687.2849,0.7191
61.2648,,,8.5,,,0.0083115,,,79.0699,31.7723,,,,,3.8889,,,0.1117,,,0.199,,,0.1357,,,30.9302,,,,,10.0,,,1.9953,,,0.0608,,,0.0522,,,0.0476,,,0.0439,,,0.0378,,,0.0378,,,0.1406,,,72.9375,,,690.9897,0.8237
61.4172,,,8.5,,,0.0099663,,,78.9911,30.5304,,,,,3.8889,,,0.1048,,,0.1988,,,0.1354,,,30.9302,,,,,10.0,,,1.9897,,,0.0567,,,0.0487,,,0.0445,,,0.0412,,,0.0355,,,0.0355,,,0.1398,,,72.4956,,,694.7589,0.9088
61.5696,,,8.5,,,0.0099258,,,78.9976,29.4536,,,,,3.8889,,,0.0947,,,0.1978,,,0.1346,,,30.9302,,,,,10.0,,,1.9829,,,0.055,,,0.0467,,,0.0428,,,0.0394,,,0.034,,,0.034,,,0.139,,,72.3545,,,691.7044,0.9009
61.722,,,8.5,,,0.0132583,,,78.9503,29.8361,,,,,3.8889,,,0.0846,,,0.1965,,,0.1339,,,30.9302,,,,,10.0,,,1.9766,,,0.0822,,,0.069,,,0.0628,,,0.0577,,,0.0495,,,0.0495,,,0.1384,,,72.6134,,,693.9762,1.0553
61.8744,,,8.5,,,0.0117779,,,78.779,30.5382,,,,,3.8889,,,0.0789,,,0.1961,,,0.1335,,,30.9302,,,,,10.0,,,1.9754,,,0.0691,,,0.0584,,,0.0534,,,0.0491,,,0.0422,,,0.0422,,,0.1381,,,72.8794,,,693.7032,0.9952
62.0268,,,8.5,,,0.0102805,,,78.5389,30.3646,,,,,3.8889,,,0.0797,,,0.1956,,,0.1333,,,30.9302,,,,,10.0,,,1.9792,,,0.062,,,0.0527,,,0.0482,,,0.0445,,,0.0383,,,0.0383,,,0.1382,,,72.9723,,,688.4972,0.9221
62.1792,,,8.5,,,0.006608,,,78.6206,29.0642,,,,,3.8889,,,0.0833,,,0.1953,,,0.1335,,,30.9302,,,,,10.0,,,1.9795,,,0.0654,,,0.0556,,,0.0508,,,0.0468,,,0.0403,,,0.0403,,,0.1392,,,73.125,,,690.0424,0.7315
62.3316,,,8.5,,,0.005923,,,78.6354,28.9126,,,,,3.8889,,,0.0863,,,0.1965,,,0.1349,,,30.9302,,,,,10.0,,,1.9723,,,0.0651,,,0.0556,,,0.0507,,,0.0468,,,0.0402,,,0.0402,,,0.1411,,,73.3241,,,690.6085,0.6974
62.484,,,8.5,,,0.0066239,,,76.0706,28.3991,,,,,3.8889,,,0.0885,,,0.1981,,,0.1367,,,30.9302,,,,,10.0,,,1.9628,,,0.0547,,,0.0471,,,0.0431,,,0.0399,,,0.0345,,,0.0345,,,0.1436,,,73.4812,,,692.5432,0.7367
62.6364,,,8.5,,,0.0057301,,,75.1704,27.7465,,,,,3.8889,,,0.0915,,,0.2003,,,0.1387,,,30.9302,,,,,9.9907,,,1.9551,,,18584.9141,,,18584.9121,,,18584.9102,,,18584.9063,,,18584.9043,,,18584.9043,,,0.1464,,,73.4563,,,690.46,0.6841
62.7888,,,8.5,,,0.0046628,,,75.0278,27.017,,,,,3.8889,,,0.0972,,,0.2026,,,0.1409,,,30.9302,,,,,9.9358,,,1.9539,,,62830.2578,,,62830.2578,,,62830.25,,,62830.25,,,62830.25,,,62830.25,,,0.1494,,,73.5088,,,691.9731,0.6199
62.9412,,,8.5,,,0.0042691,,,75.109,26.9235,,,,,3.8889,,,0.1051,,,0.2051,,,0.1431,,,30.9302,,,,,9.8047,,,1.9622,,,18584.9336,,,18584.9258,,,18584.9199,,,18584.918,,,18584.9141,,,18584.9141,,,0.1523,,,73.1919,,,688.5853,0.5969
63.0936,,,8.5,,,0.0052265,,,76.6239,27.9346,,,,,3.8889,,,0.1194,,,0.2106,,,0.1465,,,30.9302,,,,,9.5876,,,1.9981,,,0.0579,,,0.0494,,,0.0452,,,0.042,,,0.0364,,,0.0364,,,0.1556,,,72.458,,,685.7114,0.6537
63.246,,,8.5,,,0.0047177,,,79.2309,26.9925,,,,,3.8889,,,0.1404,,,0.2192,,,0.1514,,,30.9302,,,,,9.3231,,,2.0534,,,0.0745,,,0.0633,,,0.0577,,,0.0532,,,0.046,,,0.046,,,0.1596,,,71.4054,,,691.8486,0.6211
63.3984,,,8.5,,,0.0054309,,,83.8121,24.7488,,,,,3.8889,,,0.1649,,,0.2249,,,0.1558,,,30.9302,,,,,9.0501,,,2.1021,,,18584.9531,,,18584.9434,,,18584.9375,,,18584.9316,,,18584.9258,,,18584.9258,,,0.1641,,,70.5625,,,690.2392,0.6643
63.5508,,,8.5,,,0.0054992,,,85.4243,21.0261,,,,,3.8889,,,0.1769,,,0.2287,,,0.159,,,30.9302,,,,,8.8139,,,2.0969,,,62830.2617,,,62830.2578,,,62830.2578,,,62830.2578,,,62830.2539,,,62830.2539,,,0.168,,,69.9867,,,689.4403,0.6685
63.7032,,,8.5,,,0.0067265,,,86.0894,19.0168,,,,,3.8889,,,0.1689,,,0.2304,,,0.1605,,,30.9302,,,,,8.6457,,,2.0344,,,18584.9199,,,18584.9141,,,18584.9121,,,18584.9102,,,18584.9063,,,18584.9063,,,0.1699,,,70.1162,,,687.361,0.7402
63.8556,,,8.5,,,0.0060416,,,83.1706,20.892,,,,,3.8889,,,0.1511,,,0.2323,,,0.1613,,,30.9302,,,,,8.5473,,,1.9627,,,0.0728,,,0.0624,,,0.0567,,,0.0524,,,0.0453,,,0.0453,,,0.1705,,,70.7777,,,687.2006,0.7029
64.008,,,8.5,,,0.0058575,,,78.8936,24.1149,,,,,3.8889,,,0.1369,,,0.2323,,,0.1612,,,30.9302,,,,,8.5063,,,1.9206,,,0.0983,,,0.084,,,0.0762,,,0.0704,,,0.061,,,0.0536,,,0.1703,,,71.3213,,,692.2902,0.6929
64.1604,,,8.5,,,0.0068708,,,82.1614,27.6222,,,,,3.8889,,,0.1337,,,0.2321,,,0.161,,,30.9302,,,,,8.512,,,1.913,,,0.1541,,,0.1335,,,0.1206,,,0.1123,,,0.0968,,,0.0716,,,0.1701,,,71.4723,,,690.9897,0.7472
64.3128,,,8.5,,,0.005746,,,83.8305,29.017,,,,,3.8889,,,0.1353,,,0.2316,,,0.1609,,,30.9302,,,,,8.5565,,,1.9137,,,0.1758,,,0.1546,,,0.1395,,,0.1292,,,0.1102,,,0.102,,,0.1701,,,71.5785,,,688.4891,0.6828
64.4652,,,8.5,,,0.0052186,,,84.7386,28.3645,,,,,3.8889,,,0.1374,,,0.2315,,,0.161,,,30.9302,,,,,8.6357,,,1.9107,,,0.0952,,,0.0834,,,0.0764,,,0.0705,,,0.0608,,,0.0605,,,0.1702,,,71.5393,,,688.3325,0.6549
64.6176,,,8.5,,,0.0050327,,,86.264,27.2318,,,,,3.8889,,,0.1377,,,0.2321,,,0.1611,,,30.9302,,,,,8.7257,,,1.9067,,,0.0711,,,0.0611,,,0.056,,,0.0517,,,0.045,,,0.045,,,0.1696,,,71.375,,,689.1835,0.6446
64.77,,,8.5,,,0.0051735,,,83.6252,25.6121,,,,,3.8889,,,0.1345,,,0.2318,,,0.16,,,30.9302,,,,,8.8413,,,1.8978,,,0.0721,,,0.0616,,,0.0563,,,0.0521,,,0.0452,,,0.0452,,,0.1668,,,71.234,,,694.9275,0.6505
64.9224,,,8.5,,,0.0074681,,,78.2399,24.2187,,,,,3.8889,,,0.131,,,0.2254,,,0.1554,,,30.9302,,,,,8.9581,,,1.8929,,,0.0718,,,0.0608,,,0.0559,,,0.0519,,,0.0451,,,0.0451,,,0.1629,,,71.2384,,,694.3336,0.7797
65.0748,,,8.5,,,0.0084442,,,76.6916,22.2863,,,,,3.8889,,,0.1328,,,0.2161,,,0.1504,,,30.9302,,,,,9.0771,,,1.8999,,,0.0858,,,0.0713,,,0.066,,,0.0613,,,0.0528,,,0.0513,,,0.1595,,,71.1687,,,692.5192,0.8333
65.2272,,,8.5,,,0.0079867,,,76.2236,21.1067,,,,,3.8889,,,0.1383,,,0.2133,,,0.1487,,,30.9302,,,,,9.1744,,,1.9192,,,0.1046,,,0.0892,,,0.0817,,,0.0753,,,0.0637,,,0.0587,,,0.1578,,,70.8125,,,691.339,0.8065
65.3796,,,8.5,,,0.005939,,,76.0094,23.1636,,,,,3.8889,,,0.1408,,,0.2128,,,0.1482,,,30.9302,,,,,9.2501,,,1.9356,,,0.0485,,,0.0447,,,0.0422,,,0.0395,,,0.0334,,,0.032,,,0.157,,,70.4215,,,688.9106,0.6943
65.532,,,8.5,,,0.0055275,,,77.3001,24.8325,,,,,3.8889,,,0.1363,,,0.2123,,,0.1476,,,30.9302,,,,,9.3007,,,1.9401,,,0.0526,,,0.048,,,0.045,,,0.0425,,,0.0369,,,0.0369,,,0.1561,,,70.1294,,,690.5884,0.6725
65.6844,,,8.5,,,0.0066354,,,82.018,26.1889,,,,,3.8889,,,0.1287,,,0.2115,,,0.1467,,,30.9302,,,,,9.3398,,,1.9352,,,0.0881,,,0.0776,,,0.0706,,,0.0652,,,0.0566,,,0.0566,,,0.1547,,,69.8153,,,694.209,0.734
65.8368,,,8.5,,,0.0069159,,,83.5048,27.0313,,,,,3.8889,,,0.1246,,,0.21,,,0.1453,,,30.9302,,,,,9.3862,,,1.9321,,,0.0954,,,0.0837,,,0.0777,,,0.073,,,0.0632,,,0.0615,,,0.1532,,,69.8634,,,692.5833,0.7511
65.9892,,,8.5,,,0.0077071,,,83.5628,26.8544,,,,,3.8889,,,0.1238,,,0.2083,,,0.1442,,,30.9302,,,,,9.4351,,,1.9345,,,0.1171,,,0.1009,,,0.0971,,,0.094,,,0.0808,,,0.0726,,,0.1519,,,70.0349,,,688.6577,0.7949
66.1416,,,8.5,,,0.0084071,,,83.4825,26.2372,,,,,3.8889,,,0.1265,,,0.2075,,,0.1436,,,30.9302,,,,,9.4759,,,1.9455,,,0.1114,,,0.0963,,,0.0924,,,0.0902,,,0.0784,,,0.0679,,,0.1513,,,70.3822,,,688.1519,0.8317
66.294,,,8.5,,,0.0081425,,,83.0647,24.3621,,,,,3.8889,,,0.1323,,,0.2067,,,0.1432,,,30.9302,,,,,9.5056,,,1.9638,,,0.0759,,,0.0657,,,0.0617,,,0.0586,,,0.0512,,,0.0486,,,0.1509,,,70.9884,,,689.6089,0.8148
66.4464,,,8.5,,,0.006346,,,83.0194,24.5398,,,,,3.8889,,,0.1396,,,0.206,,,0.1428,,,30.9302,,,,,9.5251,,,1.9848,,,0.0814,,,0.0691,,,0.0636,,,0.0589,,,0.0512,,,0.0512,,,0.1507,,,71.4972,,,689.7655,0.7165
66.5988,,,8.5,,,0.0054442,,,83.2223,25.8759,,,,,3.8889,,,0.1443,,,0.2057,,,0.1427,,,30.9302,,,,,9.5238,,,2.0019,,,0.0761,,,0.0647,,,0.0591,,,0.0547,,,0.0477,,,0.0477,,,0.1507,,,71.6322,,,689.5366,0.6643
66.7512,,,8.5,,,0.005023,,,83.1792,26.1938,,,,,3.8889,,,0.1463,,,0.2061,,,0.1429,,,30.9302,,,,,9.5065,,,2.013,,,0.0687,,,0.0584,,,0.0533,,,0.0494,,,0.0432,,,0.0432,,,0.1508,,,71.8518,,,686.45,0.6396
66.9036,,,8.5,,,0.0051513,,,83.1467,26.0507,,,,,3.8889,,,0.145,,,0.2064,,,0.1431,,,30.9302,,,,,9.493,,,2.0125,,,0.0686,,,0.0582,,,0.0531,,,0.0492,,,0.0429,,,0.0429,,,0.1509,,,72.016,,,691.8889,0.648
67.056,,,8.5,,,0.0050743,,,83.1229,25.9987,,,,,3.8889,,,0.1446,,,0.2066,,,0.1432,,,30.9302,,,,,9.5058,,,2.008,,,0.0637,,,0.0545,,,0.0498,,,0.0461,,,0.0403,,,0.0403,,,0.1509,,,71.9535,,,693.6591,0.6428
67.2084,,,8.5,,,0.0051372,,,83.1863,26.254,,,,,3.8889,,,0.1456,,,0.2072,,,0.1434,,,30.9302,,,,,9.5413,,,2.0035,,,0.0624,,,0.0533,,,0.0489,,,0.0452,,,0.0395,,,0.0395,,,0.1509,,,71.6759,,,692.2662,0.6469
67.3608,,,8.5,,,0.005939,,,83.1843,26.2884,,,,,3.8889,,,0.1483,,,0.2069,,,0.1433,,,30.9302,,,,,9.5766,,,2.0035,,,0.0624,,,0.0533,,,0.0488,,,0.0452,,,0.0395,,,0.0395,,,0.1509,,,71.2196,,,689.2195,0.692
67.5132,,,8.5,,,0.0078566,,,83.1138,26.5214,,,,,3.8889,,,0.1499,,,0.2063,,,0.143,,,30.9302,,,,,9.6058,,,2.0005,,,0.0619,,,0.053,,,0.0485,,,0.0449,,,0.0393,,,0.0393,,,0.1508,,,70.4956,,,684.72,0.7974
67.6656,,,8.5,,,0.0078186,,,82.9834,27.204,,,,,3.8889,,,0.1501,,,0.2065,,,0.1431,,,30.9302,,,,,9.6224,,,1.997,,,0.062,,,0.053,,,0.0485,,,0.045,,,0.0394,,,0.0394,,,0.1508,,,69.9331,,,689.368,0.7971
67.818,,,8.5,,,0.007546,,,82.8539,28.5736,,,,,3.8889,,,0.1493,,,0.2066,,,0.1431,,,30.9302,,,,,9.6242,,,1.9981,,,0.0608,,,0.052,,,0.0477,,,0.0443,,,0.0388,,,0.0388,,,0.1507,,,69.5902,,,689.914,0.7832
67.9704,,,8.5,,,0.0078336,,,82.7141,27.2829,,,,,3.8889,,,0.1475,,,0.2065,,,0.143,,,30.9302,,,,,9.5993,,,2.0044,,,0.0572,,,0.049,,,0.0451,,,0.0419,,,0.0369,,,0.0369,,,0.1507,,,69.2456,,,690.0385,0.7975
68.1228,,,8.5,,,0.005839,,,82.6385,26.4611,,,,,3.8889,,,0.1444,,,0.2066,,,0.143,,,30.9302,,,,,9.5593,,,2.0074,,,0.0516,,,0.0443,,,0.0409,,,0.0381,,,0.0337,,,0.0337,,,0.1506,,,69.0857,,,693.4302,0.6868
68.2752,,,8.5,,,0.0046442,,,82.5313,25.0197,,,,,3.8889,,,0.142,,,0.2064,,,0.1429,,,30.9302,,,,,9.5364,,,2.0048,,,0.0585,,,0.0502,,,0.0461,,,0.0428,,,0.0376,,,0.0376,,,0.1506,,,69.1206,,,690.0908,0.6159
68.4276,,,8.5,,,0.0042275,,,82.4253,23.8755,,,,,3.8889,,,0.1405,,,0.2062,,,0.1428,,,30.9302,,,,,9.5468,,,1.9972,,,0.0621,,,0.0533,,,0.0488,,,0.0452,,,0.0397,,,0.0397,,,0.1506,,,69.2937,,,691.2226,0.5904
68.58,,,8.5,,,0.0053301,,,82.3843,22.4063,,,,,3.8889,,,0.139,,,0.206,,,0.1428,,,30.9302,,,,,9.5856,,,1.9887,,,0.0621,,,0.053,,,0.0486,,,0.045,,,0.0396,,,0.0396,,,0.1508,,,69.2616,,,691.4031,0.6574
68.7324,,,8.5,,,0.0074673,,,82.4487,21.0014,,,,,3.8889,,,0.1376,,,0.206,,,0.143,,,30.9302,,,,,9.6199,,,1.9821,,,0.0631,,,0.0537,,,0.0493,,,0.0458,,,0.0402,,,0.0402,,,0.151,,,69.2107,,,687.7385,0.7773
68.8848,,,8.5,,,0.0102628,,,82.4988,19.8974,,,,,3.8889,,,0.1372,,,0.2064,,,0.1432,,,30.9302,,,,,9.6379,,,1.979,,,0.0648,,,0.0552,,,0.0506,,,0.0469,,,0.0412,,,0.0412,,,0.1513,,,69.1919,,,689.4403,0.9194
