DEPTH,BS:1,BS:2,BS:3,DNPH:1,DNPH:2,DNPH:3,DT:1,DT:2,DT:3,ECGR:1,ECGR:2,ECGR:3,HART:1,HART:2,HART:3,HCAL:1,HCAL:2,HCAL:3,HDRA:1,HDRA:2,HDRA:3,HLLD,HLLS,HMIN:1,HMIN:2,HMIN:3,HMNO:1,HMNO:2,HMNO:3,HRLD:1,HRLD:2,HRLS:1,HRLS:2,HTEM:1,HTEM:2,HTEM:3,HTNP:1,HTNP:2,PEF8:1,PEF8:2,PEFZ,RHO8:1,RHO8:2,RHOZ,RXO8:1,RXO8:2,RXOZ,SP:1,SP:2,SP:3,TENS:1,TENS:2,TENS:3,TNPH
73.6092,,,8.5,,,-0.0088,,,79.272,,,43.4238,,,2.783,,,3.693,,,0.1916,0.0418,0.0039,,,0.1196,,,0.0827,,,,,,,26.1767,,,,,8.9611,,,2.1014,,,0.0865,,,42.6243,,,601.873,0.5327
73.7616,,,8.5,,,-0.0088997,,,79.272,,,46.6776,,,2.783,,,3.693,,,0.1916,0.0418,0.0039,,,0.12,,,0.0826,,,,,,,26.1767,,,,,8.9611,,,2.1014,,,0.0863,,,42.812,,,584.7258,0.537687
73.914,,,8.5,,,-0.0088003,,,79.272,,,46.5184,,,3.0328,,,3.693,,,0.1916,0.0436,0.005,,,0.1198,,,0.082,,,,,,,26.1767,,,,,8.9611,,,2.1014,,,0.0855,,,43.9969,,,580.1566,0.531516
74.0664,,,8.5,,,-0.0089995,,,79.272,,,46.9718,,,1.905,,,3.693,,,0.1916,0.0413,0.0056,,,0.1184,,,0.0812,,,,,,,26.1767,,,,,8.9611,,,2.1014,,,0.0844,,,46.6804,,,605.0267,0.563316
74.2188,,,8.5,,,-0.0092992,,,79.272,,,44.1697,,,2.5032,,,3.693,,,0.1916,0.0434,0.0037,,,0.1181,,,0.0805,,,,,,,26.1767,,,,,8.9611,,,2.1014,,,0.0835,,,46.1888,,,583.8293,0.611075
74.3712,,,8.5,,,-0.0092003,,,79.272,,,44.806,,,1.7173,,,3.693,,,0.1916,0.0401,0.0056,,,0.1159,,,0.0794,,,,,,,26.1767,,,,,8.9611,,,2.1014,,,0.0827,,,46.5615,,,585.583,0.600329
74.5236,,,8.5,,,-0.0093995,,,79.272,,,43.6907,,,1.6014,,,3.693,,,0.1916,0.0392,0.0041,,,0.1154,,,0.0791,,,,,,,26.1767,,,,,8.9611,,,2.1014,,,0.0826,,,47.0612,,,602.7791,0.637801
74.676,,,8.5,,,-0.0089013,,,79.272,,,46.3671,,,1.9909,,,3.693,,,0.1916,0.0429,0.0063,,,0.115,,,0.0791,,,,,,,26.1767,,,,,8.9611,,,2.1014,,,0.0829,,,48.4339,,,600.1099,0.549034
74.8284,,,8.5,,,-0.0088003,,,79.272,,,47.0725,,,3.6693,,,3.693,,,0.1916,0.0446,0.0068,,,0.1152,,,0.0794,,,,,,,26.1767,,,,,8.9611,,,2.1014,,,0.0834,,,47.6895,,,582.459,0.524963
74.9808,,,8.5,,,-0.0089995,,,79.5203,,,46.0856,,,2.675,,,3.693,,,0.1883,0.0433,0.0084,,,0.1157,,,0.08,,,,,,,26.1767,,,,,8.9337,,,2.0919,,,0.0842,,,47.5628,,,587.8414,0.555918
75.1332,,,8.5,,,-0.0098976,,,79.927,,,45.7791,,,3.0077,,,3.693,,,0.1851,0.0423,0.006,,,0.1158,,,0.0805,,,,,,,26.1767,,,,,8.8965,,,2.0831,,,0.0853,,,48.4352,,,591.4749,0.763853
75.2856,,,8.5,,,-0.0098003,,,80.3856,,,47.2569,,,3.28,,,3.693,,,0.1807,0.0447,0.008,,,0.1176,,,0.0817,,,,,,,26.1767,,,,,8.8382,,,2.0816,,,0.0875,,,48.3128,,,600.5325,0.739765
75.438,,,8.5,,,-0.0089024,,,80.8293,,,53.7692,,,2.2873,,,3.693,,,0.1781,0.0466,0.0177,,,0.1191,,,0.0834,,,,,,,26.1767,,,,,8.7618,,,2.0848,,,0.0875,,,47.6268,,,596.4847,0.552792
75.5904,,,8.5,,,-0.0083016,,,80.9515,,,51.7459,,,2.7303,,,3.693,,,0.1791,0.0455,0.0113,,,0.1243,,,0.0843,,,,,,,26.1767,,,,,8.6824,,,2.0837,,,0.087,,,47.1886,,,587.8784,0.465728
75.7428,,,8.5,,,-0.0087987,,,81.1992,,,49.5747,,,1.9822,,,3.693,,,0.1828,0.0417,0.005,,,0.118,,,0.0813,,,,,,,26.1767,,,,,8.623,,,2.0738,,,0.0852,,,47.9979,,,587.8557,0.533222
75.8952,,,8.5,,,-0.0087003,,,81.2411,,,45.5209,,,1.5812,,,3.693,,,0.189,0.0431,0.0096,,,0.1185,,,0.0815,,,,,,,26.1767,,,,,8.6054,,,2.0648,,,0.0852,,,46.1923,,,594.1893,0.515048
76.0476,,,8.5,,,-0.0086003,,,81.5142,,,46.2086,,,1.3567,,,3.693,,,0.1923,0.0417,0.0114,,,0.1181,,,0.0813,,,,,,,26.1767,,,,,8.605,,,2.0639,,,0.085,,,46.1252,,,600.0872,0.505625
76.2,,,8.5,,,-0.0085003,,,81.7107,,,47.9021,,,3.0497,,,3.693,,,0.196,0.0431,0.0034,,,0.1186,,,0.0813,,,,,,,26.1767,,,,,8.6156,,,2.0743,,,0.0846,,,47.06,,,601.0075,0.482361
76.3524,,,8.5,,,-0.0092979,,,82.0099,,,48.7757,,,2.1191,,,3.693,,,0.1972,0.0423,0.0042,,,0.1181,,,0.0809,,,,,,,26.1767,,,,,8.6106,,,2.0907,,,0.0843,,,46.0651,,,603.2719,0.609366
76.5048,,,8.5,,,-0.0092003,,,82.4761,,,50.7589,,,2.6509,,,3.693,,,0.1944,0.0417,0.0068,,,0.1173,,,0.0805,,,,,,,26.1767,,,,,8.6034,,,2.1014,,,0.084,,,46.6859,,,594.6823,0.607406
76.6572,,,8.5,,,-0.0090005,,,82.8238,,,49.2642,,,2.6118,,,3.693,,,0.1861,0.0423,0.0079,,,0.1168,,,0.0803,,,,,,,26.1767,,,,,8.5856,,,2.1025,,,0.084,,,45.3784,,,593.7548,0.573689
76.8096,,,8.5,,,-0.0087008,,,83.0727,,,50.9029,,,2.7057,,,3.693,,,0.1784,0.0441,0.0094,,,0.1161,,,0.0802,,,,,,,26.1767,,,,,8.5712,,,2.0947,,,0.0842,,,46.1854,,,591.4904,0.518944
76.962,,,8.5,,,-0.009099,,,83.3857,,,47.3908,,,1.6663,,,3.693,,,0.1752,0.0414,0.0073,,,0.1165,,,0.0805,,,,,,,26.1767,,,,,8.5513,,,2.0841,,,0.0847,,,45.5018,,,601.8896,0.581036
77.1144,,,8.5,,,-0.0091997,,,83.3168,,,46.7756,,,1.45,,,3.693,,,0.18,0.0431,0.0105,,,0.117,,,0.081,,,,,,,26.1767,,,,,8.5279,,,2.0755,,,0.0853,,,45.4377,,,603.2742,0.603741
77.2668,,,8.5,,,-0.0089008,,,83.588,,,44.0982,,,2.5465,,,3.6812,,,0.1848,0.0455,0.0085,,,0.1173,,,0.0814,,,,,,,26.1767,,,,,8.5073,,,2.0648,,,0.086,,,44.0038,,,579.3005,0.545852
77.4192,,,8.5,,,-0.0086008,,,83.7029,,,47.0407,,,3.2244,,,3.693,,,0.1892,0.0437,0.0083,,,0.1181,,,0.082,,,,,,,26.1767,,,,,8.4516,,,2.0602,,,0.0867,,,43.065,,,590.5475,0.510493
77.5716,,,8.5,,,-0.0086997,,,83.5634,,,48.6531,,,2.9065,,,3.693,,,0.1928,0.0422,0.0068,,,0.119,,,0.0826,,,,,,,26.1767,,,,,8.3759,,,2.0571,,,0.0872,,,42.4391,,,596.4584,0.521271
77.724,,,8.5,,,-0.0091987,,,83.4034,,,45.7601,,,3.0008,,,3.693,,,0.1967,0.0441,0.0079,,,0.1192,,,0.0829,,,,,,,26.1767,,,,,8.3026,,,2.0553,,,0.0876,,,40.5674,,,598.2836,0.611961
77.8764,,,8.5,,,-0.0091003,,,83.1755,,,45.5396,,,2.0334,,,3.693,,,0.1946,0.0434,0.0081,,,0.1196,,,0.0831,,,,,,,26.1767,,,,,8.238,,,2.0477,,,0.0878,,,38.1314,,,584.2639,0.579785
78.0288,,,8.5,,,-0.0091997,,,83.0257,,,46.2316,,,2.2979,,,3.693,,,0.1931,0.0454,0.0152,,,0.1197,,,0.0832,,,,,,,26.1767,,,,,8.1927,,,2.0463,,,0.0879,,,38.9354,,,585.5842,0.595758
78.1812,,,8.5,,,-0.008801,,,82.8591,,,47.7648,,,2.1872,,,3.693,,,0.1981,0.0444,0.0071,,,0.1204,,,0.0834,,,,,,,26.1767,,,,,8.1739,,,2.0582,,,0.0879,,,36.5687,,,600.9694,0.53486
78.3336,,,8.5,,,-0.009199,,,82.9149,,,46.3705,,,2.2737,,,3.6695,,,0.2091,0.0427,0.0045,,,0.1207,,,0.0834,,,,,,,26.1767,,,,,8.1849,,,2.0766,,,0.0877,,,35.5651,,,604.1767,0.60292
78.486,,,8.5,,,-0.0092,,,83.0294,,,46.8731,,,1.9314,,,3.6929,,,0.2159,0.0412,0.0046,,,0.1199,,,0.0831,,,,,,,26.1767,,,,,8.2302,,,2.0884,,,0.0875,,,36.8716,,,590.1606,0.614969
78.6384,,,8.5,,,-0.0094992,,,83.0406,,,50.2195,,,1.8685,,,3.693,,,0.2135,0.042,0.0061,,,0.119,,,0.0827,,,,,,,26.1767,,,,,8.2489,,,2.0919,,,0.0874,,,35.6906,,,591.4808,0.669158
78.7908,,,8.5,,,-0.0087021,,,83.1036,,,49.6777,,,3.2977,,,3.693,,,0.214,0.0434,0.0062,,,0.1195,,,0.0828,,,,,,,26.1767,,,,,8.2817,,,2.094,,,0.0873,,,36.4979,,,594.6512,0.525478
78.9432,,,8.5,,,-0.0085005,,,83.2509,,,47.8626,,,2.6343,,,3.693,,,0.2161,0.0405,0.0051,,,0.1197,,,0.0829,,,,,,,26.1767,,,,,8.3001,,,2.0934,,,0.0873,,,35.8143,,,597.8264,0.497473
79.0956,,,8.5,,,-0.008101,,,83.2918,,,43.3641,,,2.276,,,3.693,,,0.2253,0.04,0.007,,,0.1195,,,0.0828,,,,,,,26.1767,,,,,8.3252,,,2.0962,,,0.0873,,,35.7502,,,596.9299,0.441547
79.248,,,8.5,,,-0.0083992,,,83.4889,,,45.245,,,2.0717,,,3.693,,,0.2301,0.0421,0.0048,,,0.1198,,,0.0829,,,,,,,26.1767,,,,,8.3493,,,2.0941,,,0.0873,,,35.563,,,592.4036,0.481993
79.4004,,,8.5,,,-0.0084997,,,83.5975,,,47.5708,,,2.0261,,,3.693,,,0.2345,0.0428,0.0066,,,0.1198,,,0.0829,,,,,,,26.1767,,,,,8.3625,,,2.093,,,0.0873,,,36.4352,,,593.7488,0.490578
79.5528,,,8.5,,,-0.0089987,,,83.3793,,,48.9169,,,2.9447,,,3.693,,,0.2312,0.0454,0.0092,,,0.1197,,,0.0828,,,,,,,26.1767,,,,,8.388,,,2.0855,,,0.0872,,,35.3155,,,600.0861,0.575177
79.7052,,,8.5,,,-0.0092992,,,83.2517,,,49.7269,,,2.1752,,,3.693,,,0.2193,0.0402,0.0026,,,0.1196,,,0.0828,,,,,,,26.1767,,,,,8.4059,,,2.0723,,,0.087,,,35.6242,,,592.4119,0.636539
79.8576,,,8.5,,,-0.0095992,,,83.2729,,,47.8479,,,2.1982,,,3.693,,,0.2049,0.0431,0.0059,,,0.1195,,,0.0826,,,,,,,26.1767,,,,,8.4276,,,2.0611,,,0.0868,,,34.8146,,,590.1296,0.691256
80.01,,,8.5,,,-0.0089018,,,83.3529,,,52.0543,,,2.241,,,3.693,,,0.1919,0.0481,0.018,,,0.1198,,,0.0826,,,,,,,26.1767,,,,,8.4667,,,2.0494,,,0.0865,,,34.6255,,,603.2433,0.565033
80.1624,,,8.5,,,-0.0082018,,,83.0168,,,50.056,,,1.6794,,,3.693,,,0.189,0.0463,0.0115,,,0.1192,,,0.0822,,,,,,,26.1767,,,,,8.5258,,,2.0524,,,0.086,,,34.3133,,,600.1111,0.45838
80.3148,,,8.5,,,-0.0080005,,,83.2449,,,49.7503,,,1.795,,,3.693,,,0.1896,0.0383,0.0026,,,0.1193,,,0.0818,,,,,,,26.1767,,,,,8.596,,,2.0584,,,0.0851,,,33.3775,,,597.8407,0.43137
80.4672,,,8.5,,,-0.0078005,,,83.5384,,,49.0231,,,1.7969,,,3.693,,,0.1971,0.0432,0.0062,,,0.1182,,,0.0808,,,,,,,26.1767,,,,,8.6541,,,2.0786,,,0.0841,,,31.7543,,,592.4059,0.406864
80.6196,,,8.5,,,-0.0078997,,,83.783,,,48.6863,,,2.0793,,,3.693,,,0.203,0.0481,0.0089,,,0.1167,,,0.08,,,,,,,26.1767,,,,,8.6987,,,2.0949,,,0.0835,,,31.75,,,597.368,0.41817
80.772,,,8.5,,,-0.0080995,,,84.1882,,,49.527,,,2.3732,,,3.693,,,0.2055,0.04,0.003,,,0.1161,,,0.0797,,,,,,,26.1767,,,,,8.7498,,,2.1084,,,0.0832,,,32.4357,,,605.9767,0.447523
80.9244,,,8.5,,,-0.0080003,,,84.2772,,,48.0574,,,3.0985,,,3.693,,,0.1973,0.0381,42905.0313,,,0.116,,,0.0796,,,,,,,26.1767,,,,,8.7904,,,2.1,,,0.0831,,,33.1232,,,599.6658,0.430944
81.0768,,,8.5,,,-0.008,,,85.0221,,,49.9957,,,3.2486,,,3.693,,,0.1897,0.0465,112.9139,,,0.1159,,,0.0796,,,,,,,26.1767,,,,,8.8292,,,2.0923,,,0.0831,,,32.1276,,,588.7914,0.429703
81.2292,,,8.5,,,-0.008,,,84.9528,,,49.3257,,,3.4885,,,3.6812,,,0.1824,0.0416,0.0079,,,0.1158,,,0.0796,,,,,,,26.1767,,,,,8.8397,,,2.0785,,,0.0832,,,31.5016,,,593.7393,0.434188
81.3816,,,8.5,,,-0.008399,,,85.356,,,47.9148,,,2.6105,,,3.693,,,0.1818,0.0448,0.0095,,,0.1159,,,0.0796,,,,,,,26.1767,,,,,8.8462,,,2.0743,,,0.0832,,,31.6247,,,601.8956,0.477586
81.534,,,8.5,,,-0.0084997,,,85.3865,,,51.1976,,,3.1947,,,3.693,,,0.1802,0.0369,42918.8516,,,0.1161,,,0.0797,,,,,,,26.1767,,,,,8.8828,,,2.0614,,,0.0832,,,36.7365,,,609.1555,0.503033
81.6864,,,8.5,,,-0.0084003,,,85.1799,,,47.8316,,,2.699,,,3.693,,,0.1781,0.0326,112.9449,,,0.1164,,,0.0798,,,,,,,26.1767,,,,,8.9051,,,2.0577,,,0.0832,,,33.8202,,,600.5789,0.478664
81.8388,,,8.5,,,-0.0086992,,,85.4412,,,49.4294,,,7.3715,,,3.693,,,0.175,0.05,0.0105,,,0.1165,,,0.0798,,,,,,,26.1767,,,,,8.9124,,,2.0578,,,0.0831,,,29.262,,,586.9843,0.529267
81.9912,,,8.5,,,-0.0087,,,85.3929,,,43.2758,,,2.8919,,,3.693,,,0.1756,0.0447,0.0087,,,0.1165,,,0.0797,,,,,,,26.1767,,,,,8.8837,,,2.0669,,,0.0829,,,30.9331,,,599.1633,0.524413
82.1436,,,8.5,,,-0.0088995,,,85.3909,,,46.4379,,,2.522,,,3.693,,,0.1819,0.0425,0.013,,,0.1158,,,0.0794,,,,,,,26.1767,,,,,8.8975,,,2.0751,,,0.0827,,,33.3063,,,601.0051,0.563697
82.296,,,8.5,,,-0.0089,,,85.2149,,,45.2564,,,3.1507,,,3.693,,,0.188,0.0428,0.0048,,,0.115,,,0.079,,,,,,,26.1767,,,,,8.9327,,,2.0824,,,0.0826,,,31.3801,,,605.0815,0.563002
82.4484,,,8.5,,,-0.0093987,,,85.2447,,,47.0199,,,2.7882,,,3.693,,,0.1869,0.043,0.0085,,,0.1153,,,0.0792,,,,,,,26.1767,,,,,8.9434,,,2.0846,,,0.0827,,,29.0686,,,607.3542,0.657152
82.6008,,,8.5,,,-0.0094,,,85.1445,,,46.661,,,1.3713,,,3.6695,,,0.1825,0.0425,0.0163,,,0.115,,,0.0792,,,,,,,26.1767,,,,,8.8989,,,2.0852,,,0.083,,,29.8105,,,607.3602,0.652812
82.7532,,,8.5,,,-0.009001,,,86.3481,,,46.0324,,,3.0314,,,3.6929,,,0.1799,0.0433,0.0059,,,0.1151,,,0.0795,,,,,,,26.1767,,,,,8.8397,,,2.0817,,,0.0835,,,27.8801,,,591.9785,0.585278
82.9056,,,8.5,,,-0.0089003,,,75.6364,,,48.5145,,,3.5589,,,3.693,,,0.1799,0.0429,0.0066,,,0.1155,,,0.0799,,,,,,,26.1767,,,,,8.8188,,,2.0734,,,0.0842,,,26.5659,,,592.8428,0.559966
83.058,,,8.5,,,-0.0090995,,,76.0156,,,46.986,,,4.0109,,,3.693,,,0.1791,0.0454,0.0058,,,0.1162,,,0.0806,,,,,,,26.1767,,,,,8.8229,,,2.0629,,,0.085,,,28.3079,,,600.536,0.599496
83.2104,,,8.5,,,-0.0090003,,,85.816,,,46.004,,,2.807,,,3.693,,,0.1789,0.0412,0.0086,,,0.1164,,,0.081,,,,,,,26.1767,,,,,8.8025,,,2.0549,,,0.0859,,,29.4345,,,602.3659,0.589427
83.3628,,,8.5,,,-0.0090997,,,85.9372,,,45.771,,,2.2648,,,3.693,,,0.183,0.0422,0.0035,,,0.1178,,,0.0819,,,,,,,26.1767,,,,,8.7657,,,2.0515,,,0.0866,,,28.5025,,,610.0615,0.60077
83.5152,,,8.5,,,-0.0093992,,,87.4102,,,55.5259,,,1.8722,,,3.693,,,0.1877,0.0474,0.0076,,,0.1186,,,0.0825,,,,,,,26.1767,,,,,8.7352,,,2.0562,,,0.0874,,,30.1207,,,601.9385,0.651666
83.6676,,,8.5,,,-0.0095995,,,88.328,,,58.7112,,,1.4176,,,3.693,,,0.2,0.0366,0.003,,,0.119,,,0.083,,,,,,,26.1767,,,,,8.7118,,,2.0961,,,0.0882,,,33.8652,,,608.7031,0.718225
83.82,,,8.5,,,-0.0096,,,86.9961,,,55.2939,,,1.5926,,,3.693,,,0.2216,0.0398,0.0038,,,0.1214,,,0.0843,,,,,,,26.1767,,,,,8.7029,,,2.1642,,,0.0904,,,33.688,,,587.9105,0.705135
83.9724,,,8.5,,,-0.0093008,,,87.2012,,,43.6433,,,2.4655,,,3.693,,,0.2433,0.0444,0.0099,,,0.1253,,,0.0878,,,,,,,26.1767,,,,,8.6975,,,2.2175,,,0.0927,,,37.116,,,591.9273,0.648349
84.1248,,,8.5,,,-0.0095992,,,88.9557,,,39.0868,,,2.7519,,,3.693,,,0.2375,0.0478,0.0088,,,0.1318,,,0.0906,,,,,,,26.1767,,,,,8.7016,,,2.1891,,,0.0929,,,40.1795,,,600.0813,0.711932
84.2772,,,8.5,,,-0.0097995,,,86.5231,,,43.4577,,,2.2568,,,3.693,,,0.2156,0.0409,0.0065,,,0.1266,,,0.0865,,,,,,,26.1767,,,,,8.6821,,,2.1222,,,0.0899,,,42.1199,,,606.8887,0.76536
84.4296,,,8.5,,,-0.0097003,,,76.5236,,,45.1878,,,1.6569,,,3.693,,,0.1931,0.0414,0.0104,,,0.1193,,,0.0827,,,,,,,26.1767,,,,,8.6718,,,2.0619,,,0.0871,,,46.1145,,,605.097,0.751337
84.582,,,8.5,,,-0.0097,,,85.913,,,44.0004,,,2.0399,,,3.693,,,0.1875,0.0489,0.015,,,0.1192,,,0.0818,,,,,,,26.1767,,,,,8.6829,,,2.048,,,0.0849,,,48.1198,,,605.0922,0.741825
84.7344,,,8.5,,,-0.0089021,,,86.0108,,,39.4472,,,2.3401,,,3.693,,,0.1866,0.044,0.0087,,,0.1173,,,0.08,,,,,,,26.1767,,,,,8.7263,,,2.0517,,,0.0833,,,48.125,,,589.2582,0.568955
84.8868,,,8.5,,,-0.0089997,,,85.9755,,,38.8405,,,2.3953,,,3.693,,,0.1884,0.0397,0.0052,,,0.1154,,,0.0791,,,,,,,26.1767,,,,,8.7584,,,2.0662,,,0.0825,,,51.3041,,,602.7886,0.589046
85.0392,,,8.5,,,-0.0085013,,,87.2846,,,41.347,,,3.0135,,,3.6695,,,0.1898,0.0414,0.0046,,,0.1149,,,0.0789,,,,,,,26.1767,,,,,8.7979,,,2.0779,,,0.0824,,,51.3125,,,606.8959,0.506717
85.1916,,,8.5,,,-0.0082008,,,85.1511,,,43.276,,,2.8977,,,3.6929,,,0.1873,0.0433,0.0066,,,0.1141,,,0.0787,,,,,,,26.1767,,,,,8.8199,,,2.08,,,0.0827,,,52.3722,,,605.097,0.458327
85.344,,,8.5,,,-0.007801,,,85.7831,,,44.0468,,,5.3274,,,3.693,,,0.1812,0.0456,0.0043,,,0.1143,,,0.079,,,,,,,26.1767,,,,,8.832,,,2.0684,,,0.0831,,,52.8114,,,611.8782,0.411822
85.4964,,,8.5,,,-0.0079995,,,85.8287,,,42.4228,,,2.8301,,,3.693,,,0.1752,0.0391,0.0041,,,0.1157,,,0.0798,,,,,,,26.1767,,,,,8.8045,,,2.0589,,,0.0836,,,53.7475,,,604.2053,0.440325
85.6488,,,8.5,,,-0.0080997,,,86.0808,,,41.5797,,,2.5422,,,3.693,,,0.1711,0.0394,0.0019,,,0.1156,,,0.0798,,,,,,,26.1767,,,,,8.7413,,,2.053,,,0.0839,,,54.0617,,,604.1851,0.447781
85.8012,,,8.5,,,-0.0083992,,,86.1486,,,44.4206,,,2.6509,,,3.693,,,0.1687,0.0407,0.0057,,,0.1158,,,0.0801,,,,,,,26.1767,,,,,8.6867,,,2.0517,,,0.0843,,,53.6261,,,591.5178,0.491784
85.9536,,,8.5,,,-0.008799,,,85.9415,,,47.1408,,,4.1727,,,3.693,,,0.1678,0.0399,0.0018,,,0.1164,,,0.0805,,,,,,,26.1767,,,,,8.623,,,2.0517,,,0.0848,,,54.186,,,592.8416,0.550945
86.106,,,8.5,,,-0.0098971,,,85.694,,,45.4446,,,2.9787,,,3.693,,,0.1682,0.0457,0.0094,,,0.1167,,,0.0809,,,,,,,26.1767,,,,,8.5883,,,2.0503,,,0.0855,,,53.5018,,,605.0601,0.796554
86.2584,,,8.5,,,-0.009501,,,85.5477,,,42.0227,,,3.1865,,,3.693,,,0.169,0.0413,0.0046,,,0.1173,,,0.0814,,,,,,,26.1767,,,,,8.5305,,,2.0484,,,0.0861,,,54.1234,,,613.6878,0.691578
86.4108,,,8.5,,,-0.0097992,,,85.3503,,,40.3981,,,4.8068,,,3.693,,,0.1689,0.0418,0.004,,,0.1182,,,0.0821,,,,,,,26.1767,,,,,8.456,,,2.0396,,,0.0867,,,53.8757,,,602.8528,0.789641
86.5632,,,8.5,,,-0.0091018,,,84.8439,,,40.0911,,,2.6015,,,3.693,,,0.1721,0.043,0.0102,,,0.1187,,,0.0824,,,,,,,26.1767,,,,,8.3619,,,2.0326,,,0.087,,,53.688,,,608.2531,0.616756
86.7156,,,8.5,,,-0.0091997,,,84.8205,,,39.4889,,,2.6935,,,3.693,,,0.1737,0.0452,0.0109,,,0.119,,,0.0826,,,,,,,26.1767,,,,,8.2568,,,2.0245,,,0.0873,,,54.4979,,,596.0526,0.62777
86.868,,,8.5,,,-0.0082026,,,84.5128,,,37.2417,,,2.2537,,,3.693,,,0.1797,0.0435,0.0061,,,0.1199,,,0.083,,,,,,,26.1767,,,,,8.1715,,,2.025,,,0.0876,,,53.565,,,591.4963,0.460041
87.0204,,,8.5,,,-0.0082,,,84.3507,,,37.3964,,,2.9064,,,3.693,,,0.1868,0.0407,0.006,,,0.12,,,0.0832,,,,,,,26.1767,,,,,8.1015,,,2.0279,,,0.0879,,,52.7521,,,609.5806,0.472167
87.1728,,,8.5,,,-0.008599,,,84.0406,,,39.0973,,,2.9634,,,3.693,,,0.1958,0.0461,0.0103,,,0.1202,,,0.0836,,,,,,,26.1767,,,,,8.0522,,,2.0288,,,0.0885,,,53.0617,,,610.533,0.528053
87.3252,,,8.5,,,-0.0096971,,,83.8871,,,38.9104,,,7.6798,,,3.693,,,0.1965,0.0433,0.0019,,,0.12,,,0.0838,,,,,,,26.1767,,,,,8.0044,,,2.0189,,,0.0891,,,51.5664,,,606.9161,0.738347
87.4776,,,8.5,,,-0.0095005,,,83.7176,,,39.5543,,,3.4775,,,3.693,,,0.1929,0.0413,0.0023,,,0.1208,,,0.0843,,,,,,,26.1767,,,,,7.9419,,,2.0079,,,0.0896,,,51.5002,,,610.5258,0.687435
87.63,,,8.5,,,-0.009101,,,83.6272,,,40.9783,,,2.7716,,,3.693,,,0.1864,0.0423,0.0065,,,0.1212,,,0.0846,,,,,,,26.1767,,,,,7.8805,,,1.996,,,0.0896,,,51.8117,,,606.9161,0.605316
87.7824,,,8.5,,,-0.0085016,,,83.4013,,,43.0841,,,3.0252,,,3.693,,,0.1874,0.0426,0.0056,,,0.1217,,,0.0845,,,,,,,26.1767,,,,,7.859,,,1.9988,,,0.0893,,,53.6202,,,608.7162,0.515935
87.9348,,,8.5,,,-0.0084003,,,83.4422,,,42.6166,,,2.0091,,,3.6695,,,0.196,0.0409,0.0047,,,0.1206,,,0.0839,,,,,,,26.1767,,,,,7.8949,,,2.0132,,,0.0889,,,52.0043,,,612.3401,0.492661
88.0872,,,8.5,,,-0.0090982,,,83.5022,,,42.5299,,,1.6227,,,3.6929,,,0.2029,0.0426,0.0092,,,0.1204,,,0.0838,,,,,,,26.1767,,,,,7.9653,,,2.0282,,,0.0887,,,53.4961,,,604.2065,0.607597
88.2396,,,8.5,,,-0.008701,,,83.7293,,,43.6601,,,1.8116,,,3.6695,,,0.2079,0.0427,0.006,,,0.1203,,,0.0837,,,,,,,26.1767,,,,,8.0275,,,2.0399,,,0.0886,,,54.435,,,596.4942,0.544766
88.392,,,8.5,,,-0.0087,,,83.8548,,,43.635,,,2.6057,,,3.6929,,,0.2084,0.0449,0.0063,,,0.1201,,,0.0836,,,,,,,26.1767,,,,,8.0682,,,2.0397,,,0.0885,,,55.3102,,,599.1884,0.538616
88.5444,,,8.5,,,-0.0084008,,,83.8294,,,44.7311,,,2.0896,,,3.693,,,0.2094,0.043,0.0076,,,0.12,,,0.0836,,,,,,,26.1767,,,,,8.1119,,,2.0347,,,0.0885,,,56.0605,,,600.1003,0.503891
88.6968,,,8.5,,,-0.0086992,,,83.6349,,,44.5555,,,1.8834,,,3.693,,,0.2094,0.0438,0.0083,,,0.1208,,,0.0838,,,,,,,26.1767,,,,,8.1723,,,2.0293,,,0.0882,,,55.8132,,,606.8887,0.540005
88.8492,,,8.5,,,-0.0087997,,,83.7435,,,45.084,,,1.9366,,,3.693,,,0.2079,0.0428,0.0078,,,0.1213,,,0.0836,,,,,,,26.1767,,,,,8.2388,,,2.0331,,,0.0873,,,57.8073,,,604.6446,0.562142
89.0016,,,8.5,,,-0.0088,,,83.9494,,,44.2848,,,2.0867,,,3.693,,,0.2077,0.0423,0.0064,,,0.119,,,0.0821,,,,,,,26.1767,,,,,8.3365,,,2.0447,,,0.0862,,,55.3814,,,610.5198,0.56609
89.154,,,8.5,,,-0.0088,,,84.6228,,,43.8064,,,2.4835,,,3.693,,,0.2063,0.0465,0.0155,,,0.1176,,,0.0812,,,,,,,26.1767,,,,,8.4582,,,2.0542,,,0.0854,,,56.3724,,,605.559,0.559318
89.3064,,,8.5,,,-0.008401,,,84.8042,,,46.3905,,,3.0308,,,3.693,,,0.1993,0.0433,0.0078,,,0.1176,,,0.0811,,,,,,,26.1767,,,,,8.581,,,2.0496,,,0.0852,,,55.0659,,,609.6174,0.499757
89.4588,,,8.5,,,-0.0084997,,,84.7414,,,46.13,,,3.291,,,3.693,,,0.1887,0.0422,0.005,,,0.1172,,,0.081,,,,,,,26.1767,,,,,8.645,,,2.0383,,,0.0851,,,54.7508,,,610.9854,0.512765
