DEPTH,BS:1,BS:2,BS:3,DNPH:1,DNPH:2,DNPH:3,DT:1,DT:2,DT:3,ECGR:1,ECGR:2,ECGR:3,HART:1,HART:2,HART:3,HCAL:1,HCAL:2,HCAL:3,HDRA:1,HDRA:2,HDRA:3,HLLD,HLLS,HMIN:1,HMIN:2,HMIN:3,HMNO:1,HMNO:2,HMNO:3,HRLD:1,HRLD:2,HRLS:1,HRLS:2,HTEM:1,HTEM:2,HTEM:3,HTNP:1,HTNP:2,PEF8:1,PEF8:2,PEFZ,RHO8:1,RHO8:2,RHOZ,RXO8:1,RXO8:2,RXOZ,SP:1,SP:2,SP:3,TENS:1,TENS:2,TENS:3,TNPH
1303.1724,8.5,,8.5,0.0022447,,0.0023984,100.525,,100.5931,111.7534,,112.2044,5.0853,,5.1161,8.7611,,8.7315,0.031193,,0.0308,4.764,5.0306,1.2893,,1.2733,1.4735,,1.4616,5.0381,,5.2712,,40.9963,,40.9963,0.303442,,3.1058,,3.1172,2.4101,,2.413,3.3779,,3.3374,-43.0388,,-42.9998,1363.556,,1358.021,0.296343
1303.3248,8.5,,8.5,0.00241927,,0.0023003,99.8735,,100.4071,110.3737,,110.5166,4.9726,,4.9401,8.7306,,8.7547,0.030711,,0.0322,4.7247,4.9473,1.2423,,1.2261,1.4164,,1.3993,4.9371,,5.1478,,40.9963,,40.9963,0.298831,,3.127,,3.1187,2.4101,,2.4177,3.2324,,3.2706,-43.2493,,-43.2493,1378.3331,,1395.1525,0.301786
1303.4772,8.5,,8.5,0.00263698,,0.0027987,98.2336,,97.725,107.828,,108.0974,4.9458,,4.9405,8.6813,,8.6645,0.028993,,0.0285,4.7001,4.9179,1.2697,,1.2424,1.446,,1.4244,4.9108,,5.1128,,40.9963,,40.9963,0.290882,,3.1084,,3.1107,2.4212,,2.4236,3.2838,,3.2867,-43.5129,,-43.4993,1359.5667,,1351.8196,0.290629
1303.6296,8.5,,8.5,0.00222825,,0.0025008,97.4195,,97.5079,104.7278,,104.444,5.0752,,5.0194,8.7345,,8.7153,0.022046,,0.022,4.7621,4.9549,1.3366,,1.3846,1.5249,,1.5707,5.0313,,5.2422,,40.9963,,40.9963,0.290035,,3.124,,3.1061,2.4232,,2.4245,3.4732,,3.4774,-43.8145,,-43.8117,1354.2095,,1347.1813,0.291897
1303.782,8.5,,8.5,0.00174961,,0.0010039,96.9277,,96.8885,103.9871,,102.4468,5.6735,,5.594,8.7777,,8.9196,0.017081,,0.0163,5.3458,5.5525,1.3959,,1.3761,1.599,,1.5863,5.6383,,5.8374,,40.9963,,40.9963,0.29001,,3.1077,,3.1051,2.4221,,2.422,3.6952,,3.6908,-44.0618,,-44.1242,1367.8879,,1375.6707,0.295092
1303.9344,8.5,,8.5,0.00190107,,0.0029948,96.9471,,96.5259,108.7612,,108.0541,6.3563,,6.5437,8.7835,,8.6296,0.015131,,0.0161,5.5256,5.7589,1.4672,,1.5351,1.6714,,1.7365,6.3493,,6.5307,,40.9963,,40.9963,0.285702,,3.0929,,3.1106,2.4198,,2.4221,3.7807,,3.7554,-44.0851,,-44.125,1366.1029,,1366.2452,0.283331
1304.0868,8.5,,8.5,0.00017196,,-9.19e-05,98.0191,,98.181,116.0041,,116.8994,5.7619,,5.666,9.0227,,9.045,0.015131,,0.0146,5.5713,5.8216,1.5058,,1.5268,1.6957,,1.7119,5.7376,,5.9466,,40.9963,,40.9963,0.282816,,3.1098,,3.1276,2.423,,2.4123,3.6629,,3.6861,-43.9784,,-43.938,1364.7178,,1357.1721,0.288287
1304.2392,8.5,,8.5,-0.00042236,,-0.0015961,98.9024,,99.0243,118.4406,,120.9081,5.3176,,5.2827,9.0776,,9.2424,0.017484,,0.018,5.0048,5.2702,1.4166,,1.4362,1.6051,,1.6234,5.2735,,5.4995,,40.9963,,40.9963,0.291351,,3.1753,,3.1535,2.4227,,2.4112,3.5572,,3.5533,-43.873,,-43.9375,1371.0594,,1382.9353,0.285707
1304.3916,8.5,,8.5,0.00109507,,0.0023895,99.1917,,99.2487,115.2224,,113.2287,5.2723,,5.2906,8.8952,,8.7482,0.02301,,0.0222,5.0185,5.2346,1.3999,,1.4137,1.5821,,1.5958,5.2289,,5.4598,,40.9963,,40.9963,0.300833,,3.1998,,3.181,2.4158,,2.4137,3.475,,3.4839,-43.6222,,-43.6258,1355.9203,,1351.7875,0.303952
1304.544,8.5,,8.5,0.00099257,,0.0002058,99.279,,99.2063,114.3099,,115.1122,5.2733,,5.3081,8.8737,,9.0139,0.027053,,0.0271,4.9332,5.1721,1.4115,,1.3835,1.5928,,1.564,5.2293,,5.4675,,40.9963,,40.9963,0.300419,,3.1687,,3.1912,2.421,,2.4233,3.4793,,3.4971,-43.4047,,-43.3133,1345.5475,,1341.2999,0.29263
1304.6964,8.5,,8.5,0.00079958,,0.0016961,99.5474,,99.5201,114.5041,,113.3475,5.1148,,5.0729,8.94,,8.8419,0.031303,,0.0317,4.8585,5.068,1.4728,,1.4709,1.6575,,1.6538,5.0596,,5.3002,,40.9963,,40.9963,0.298217,,3.2052,,3.1938,2.4277,,2.4335,3.5746,,3.5951,-43.3733,,-43.4372,1341.8583,,1350.3207,0.303771
1304.8488,8.5,,8.5,-0.00011961,,-0.0009929,99.8847,,99.9523,115.2015,,116.8795,5.0655,,5.0741,9.098,,9.1869,0.030294,,0.0301,4.7557,5.0005,1.5144,,1.4833,1.7035,,1.6747,4.9995,,5.2442,,40.9963,,40.9963,0.300442,,3.1902,,3.1778,2.4367,,2.4319,3.662,,3.6159,-43.2357,,-43.2505,1333.2524,,1320.486,0.299013
1305.0012,8.5,,8.5,0.00014731,,0.0004961,100.1163,,100.0608,112.9323,,112.3865,5.0299,,5.0536,9.0675,,8.9914,0.030227,,0.0305,4.7391,5.0074,1.4612,,1.4699,1.6402,,1.6485,4.9677,,5.2181,,40.9963,,40.9963,0.291547,,3.146,,3.1603,2.4328,,2.4329,3.514,,3.513,-43.0515,,-43.0007,1349.8589,,1352.0754,0.301992
1305.1536,8.5,,8.5,0.00057565,,0.0003005,100.35,,100.4229,110.373,,110.5215,4.9579,,4.9538,9.0438,,8.9655,0.029056,,0.029,4.6742,4.9478,1.4286,,1.4518,1.5973,,1.6178,4.8971,,5.1541,,40.9963,,40.9963,0.282091,,3.1217,,3.1395,2.4394,,2.4311,3.3858,,3.4005,-43.0017,,-43.0,1359.6842,,1371.1597,0.275869
1305.306,8.5,,8.5,0.00054426,,0.0011976,100.4398,,100.431,106.7877,,107.819,4.963,,4.9807,8.913,,8.8495,0.028528,,0.0282,4.6806,4.9238,1.3231,,1.2953,1.4943,,1.4677,4.912,,5.1568,,40.9963,,40.9963,0.271481,,3.1324,,3.135,2.4265,,2.4289,3.299,,3.3058,-42.9439,,-43.0,1352.5647,,1336.8271,0.276099
1305.4584,8.5,,8.5,-0.00068977,,-0.0009942,100.5416,,100.4873,102.3098,,100.4466,4.9271,,4.9351,9.1646,,9.1319,0.029692,,0.0296,4.6717,4.9162,1.3069,,1.2873,1.4835,,1.4597,4.8787,,5.1114,,40.9963,,40.9963,0.269111,,3.1477,,3.1478,2.4252,,2.43,3.3269,,3.3554,-42.8931,,-42.7507,1362.5382,,1376.5481,0.269218
1305.6108,8.5,,8.5,-0.00115787,,-0.0015984,100.7676,,100.8019,101.9716,,102.1242,4.9076,,4.8854,9.0437,,9.2269,0.029822,,0.0315,4.662,4.8733,1.3533,,1.3771,1.5379,,1.5642,4.8513,,5.0825,,40.9963,,40.9963,0.277504,,3.1817,,3.1664,2.4277,,2.4287,3.4496,,3.3887,-43.1497,,-43.1864,1358.8491,,1349.9611,0.27309
1305.7632,8.5,,8.5,-0.00041435,,-0.0001039,100.8799,,100.9394,105.1192,,103.3852,4.9398,,4.9509,9.0134,,9.0622,0.025654,,0.0258,4.6503,4.8591,1.329,,1.3238,1.5078,,1.5082,4.8919,,5.1114,,40.9963,,40.9963,0.28959,,3.1838,,3.1738,2.4098,,2.418,3.3729,,3.3557,-43.3987,,-43.4368,1359.8297,,1365.2725,0.293048
1305.9156,8.5,,8.5,4.289e-05,,-0.0001,100.4991,,100.7459,110.8451,,112.6895,4.9121,,4.9213,9.1125,,9.0539,0.020184,,0.019,4.6656,4.8782,1.3469,,1.3533,1.5137,,1.5196,4.8708,,5.0847,,40.9963,,40.9963,0.296654,,3.1551,,3.1648,2.4128,,2.4065,3.2876,,3.3131,-43.5119,,-43.4998,1357.9857,,1354.9077,0.290407
1306.068,8.5,,8.5,-3.317e-05,,0.0004984,99.543,,99.3853,113.2418,,113.0386,4.8865,,4.8997,9.0518,,9.0068,0.019408,,0.0181,4.6296,4.8419,1.3736,,1.3819,1.546,,1.5592,4.8474,,5.047,,40.9963,,40.9963,0.302228,,3.1517,,3.1596,2.4132,,2.4075,3.365,,3.3668,-43.6545,,-43.6247,1359.4386,,1359.4044,0.307854
1306.2204,8.5,,8.5,-0.00020766,,-0.0012953,98.9377,,98.8175,113.4029,,114.1838,4.9267,,4.8889,9.1293,,9.2423,0.022303,,0.0219,4.7106,4.894,1.3541,,1.3377,1.5421,,1.5282,4.8862,,5.0678,,40.9963,,40.9963,0.30743,,3.1784,,3.1551,2.4196,,2.418,3.4809,,3.4693,-43.7578,,-43.8743,1366.3259,,1364.3928,0.306504
1306.3728,8.5,,8.5,0.00083382,,0.0019913,98.9049,,98.853,111.7497,,111.5915,5.0943,,5.1357,9.0397,,8.8346,0.026324,,0.0275,4.8161,5.0102,1.3038,,1.2952,1.4911,,1.4851,5.0582,,5.2477,,40.9963,,40.9963,0.318039,,3.159,,3.1579,2.4252,,2.4244,3.4232,,3.4251,-43.6019,,-43.5633,1370.4299,,1377.5255,0.319566
1306.5252,8.5,,8.5,0.00024921,,-0.000294,99.2946,,99.1613,109.6817,,109.7554,5.0854,,5.0944,9.0447,,9.1318,0.027457,,0.0286,4.8003,4.9669,1.3313,,1.3322,1.5095,,1.506,5.0579,,5.2316,,40.9963,,40.9963,0.31796,,3.1286,,3.1566,2.4151,,2.4232,3.3698,,3.373,-43.4234,,-43.4378,1363.4945,,1357.2019,0.319201
1306.6776,8.5,,8.5,0.00048147,,-8e-07,99.8248,,100.0706,107.6812,,107.6039,4.9021,,4.8741,9.0293,,9.0776,0.023745,,0.0246,4.6894,4.8801,1.3363,,1.3266,1.5101,,1.4987,4.8748,,5.0404,,40.9963,,40.9963,0.316797,,3.1502,,3.1534,2.405,,2.4157,3.3356,,3.3475,-43.2782,,-43.2505,1365.0363,,1367.1012,0.311221
1306.83,8.5,,8.5,0.00212272,,0.0025932,99.8296,,99.7902,106.9589,,106.0085,4.8866,,4.8847,8.7356,,8.7713,0.015663,,0.0158,4.6835,4.8336,1.4007,,1.3999,1.5774,,1.5799,4.8597,,5.009,,40.9963,,40.9963,0.319825,,3.1177,,3.1338,2.4062,,2.4047,3.4274,,3.4021,-43.1187,,-43.1877,1367.3956,,1367.1274,0.323069
1306.9824,8.5,,8.5,0.00280669,,0.0028992,99.7271,,99.7011,108.3198,,108.9359,4.9775,,4.9904,8.726,,8.7077,0.007155,,0.0053,4.7216,4.8899,1.4868,,1.5079,1.6603,,1.6824,4.9479,,5.1089,,40.9963,,40.9963,0.319161,,3.1022,,3.1116,2.4021,,2.3945,3.4911,,3.5001,-42.9432,,-42.8135,1362.8705,,1367.5798,0.315719
1307.1348,8.5,,8.5,0.00265049,,0.0027005,99.6687,,99.7319,107.9209,,108.7351,4.9469,,4.936,8.7442,,8.7468,0.005538,,0.0051,4.6985,4.7687,1.5293,,1.579,1.7031,,1.7466,4.9173,,5.0694,,40.9963,,40.9963,0.317958,,3.1142,,3.1216,2.4059,,2.3976,3.5406,,3.5096,-43.0096,,-43.0618,1353.0039,,1346.3181,0.316997
1307.2872,8.5,,8.5,0.00236716,,0.002301,99.4622,,99.4571,104.6361,,104.5836,4.9052,,4.883,8.7892,,8.8176,0.008466,,0.0087,4.7089,4.8416,1.467,,1.4473,1.6412,,1.6214,4.8789,,5.0229,,40.9963,,40.9963,0.323324,,3.1549,,3.1404,2.4097,,2.4084,3.4677,,3.4872,-43.091,,-43.0625,1354.199,,1357.1198,0.325079
1307.4396,8.5,,8.5,0.00226328,,0.0023997,99.2234,,99.2102,101.9545,,100.8936,4.9266,,4.929,8.778,,8.7942,0.00991,,0.0103,4.6983,4.8092,1.4369,,1.4262,1.6139,,1.6055,4.8971,,5.0546,,40.9963,,40.9963,0.317754,,3.1639,,3.1479,2.413,,2.4132,3.4661,,3.4735,-43.1185,,-43.1872,1361.2781,,1354.8864,0.320313
1307.592,8.5,,8.5,0.0019425,,0.002001,99.1722,,99.0515,102.3423,,102.3861,4.9297,,4.922,8.827,,8.8255,0.009112,,0.0091,4.6661,4.8196,1.5032,,1.5247,1.6815,,1.7029,4.9028,,5.0497,,40.9963,,40.9963,0.314353,,3.0906,,3.1339,2.4096,,2.4103,3.5452,,3.5362,-43.1308,,-43.0005,1369.9432,,1381.5721,0.315213
1307.7444,8.5,,8.5,0.00169387,,0.0014016,99.4434,,99.4731,104.041,,103.7156,4.8512,,4.8607,8.8361,,8.8649,0.008217,,0.0073,4.6258,4.7635,1.5174,,1.5178,1.7004,,1.7057,4.8246,,4.9602,,40.9963,,40.9963,0.304885,,3.1343,,3.139,2.4046,,2.4043,3.607,,3.5872,-43.386,,-43.4364,1357.6694,,1352.6886,0.295252
1307.8968,8.5,,8.5,0.00192822,,0.0021979,99.663,,99.7368,105.5109,,106.4464,4.7786,,4.7575,8.7764,,8.7786,0.010359,,0.0111,4.5195,4.6578,1.4997,,1.4931,1.6816,,1.677,4.7499,,4.8849,,40.9963,,40.9963,0.306441,,3.1681,,3.1713,2.4118,,2.4123,3.5787,,3.5691,-43.6119,,-43.6245,1345.8224,,1347.636,0.300386
1308.0492,8.5,,8.5,0.00195947,,0.001801,99.7786,,99.6579,105.3018,,104.7199,4.7633,,4.7553,8.7865,,8.8255,0.011999,,0.0117,4.5179,4.6502,1.4918,,1.4956,1.665,,1.6653,4.7331,,4.8768,,40.9963,,40.9963,0.305185,,3.2015,,3.1896,2.4305,,2.422,3.4865,,3.5094,-43.7636,,-43.7497,1333.6451,,1334.0509,0.302993
1308.2016,8.5,,8.5,0.00225056,,0.0022987,100.0622,,100.1486,104.5961,,105.6406,4.8353,,4.8062,8.7457,,8.7706,0.012722,,0.0136,4.5573,4.7109,1.4789,,1.4934,1.6552,,1.6704,4.8141,,4.9375,,40.9964,,40.9963,0.306631,,3.1998,,3.1849,2.441,,2.434,3.5024,,3.5078,-43.9137,,-43.937,1329.1526,,1319.9907,0.303399
1308.354,8.5,,8.5,0.00261216,,0.0025992,100.2175,,100.2185,103.3528,,101.7668,4.951,,5.0167,8.7636,,8.7705,0.010921,,0.0103,4.6177,4.8035,1.4547,,1.4697,1.6328,,1.6483,4.934,,5.0515,,40.9953,,40.9963,0.318589,,3.1439,,3.1499,2.4159,,2.4275,3.4957,,3.476,-43.9353,,-43.9998,1336.3816,,1348.4552,0.320854
1308.5064,8.5,,8.5,0.00282224,,0.002999,100.2472,,100.2752,104.0702,,105.376,4.9644,,4.9503,8.7427,,8.7234,0.007488,,0.0079,4.6651,4.809,1.4562,,1.4467,1.6254,,1.6126,4.9506,,5.0696,,41.0251,,40.9963,0.318561,,3.098,,3.1243,2.4065,,2.4135,3.425,,3.4673,-43.7643,,-43.7507,1342.5658,,1321.8384,0.322895
1308.6588,8.5,,8.5,0.00275149,,0.0027008,100.151,,100.1908,104.3523,,102.9044,4.8329,,4.8372,8.7245,,8.7075,0.004545,,0.0043,4.6254,4.7707,1.5558,,1.604,1.7076,,1.7465,4.8068,,4.9481,,41.1371,,41.1358,0.304149,,3.0849,,3.1023,2.4064,,2.4002,3.4687,,3.4483,-43.522,,-43.563,1373.6309,,1392.3429,0.302653
1308.8112,8.5,,8.5,0.00274447,,0.0026003,99.7942,,99.8979,104.5747,,107.0282,4.8232,,4.7947,8.7131,,8.6997,0.003354,,0.0029,4.5525,4.6651,1.6108,,1.5936,1.752,,1.7389,4.7949,,4.9386,,41.2472,,41.2756,0.297058,,3.1075,,3.0956,2.4109,,2.3999,3.5034,,3.5265,-43.2392,,-43.1885,1366.0057,,1371.2656,0.293624
1308.9636,8.5,,8.5,0.00300111,,0.002999,99.2463,,99.1251,101.8462,,99.6321,4.8326,,4.8339,8.7163,,8.6997,0.007017,,0.0075,4.6253,4.7325,1.5613,,1.5486,1.7345,,1.7268,4.8103,,4.9362,,41.2761,,41.276,0.314479,,3.0931,,3.1008,2.4225,,2.4164,3.5856,,3.5849,-43.0633,,-43.0628,1342.7095,,1326.8744,0.31265
1309.116,8.5,,8.5,0.00311977,,0.0031995,99.0425,,98.9591,101.0572,,102.6995,4.8583,,4.8414,8.7131,,8.7075,0.011091,,0.011,4.5837,4.7132,1.5953,,1.5741,1.7747,,1.7658,4.8299,,4.9625,,41.2759,,41.276,0.329685,,3.1123,,3.1143,2.4332,,2.431,3.7308,,3.7102,-42.9105,,-42.9378,1357.2651,,1359.3307,0.332448
1309.2684,8.5,,8.5,0.00293446,,0.002801,99.2289,,99.2057,100.425,,98.2198,4.9088,,4.8884,8.7346,,8.7468,0.015284,,0.0143,4.6684,4.7688,1.5467,,1.543,1.7421,,1.7397,4.8834,,5.008,,41.276,,41.276,0.327975,,3.1141,,3.1364,2.4308,,2.4354,3.7599,,3.7584,-42.7259,,-42.6882,1379.7623,,1381.584,0.324521
1309.4208,8.5,,8.5,0.0029866,,0.0028997,99.5338,,99.5588,102.7699,,104.1736,4.9391,,4.9727,8.7209,,8.7312,0.027603,,0.0257,4.6419,4.754,1.533,,1.5213,1.7253,,1.7155,4.9214,,5.0296,,41.276,,41.276,0.324752,,3.0986,,3.1741,2.4234,,2.4163,3.7125,,3.7061,-42.6377,,-42.6252,1396.4822,,1394.762,0.324301
1309.5732,8.5,,8.5,0.00330516,,0.0033987,99.7683,,99.7837,102.8761,,103.2659,4.8518,,4.7869,8.7032,,8.6998,0.048966,,0.0494,4.6274,4.7096,1.2813,,1.4162,1.4775,,1.6107,4.8289,,4.9554,,41.276,,41.276,0.326092,,3.2299,,3.2193,2.4068,,2.4005,3.5568,,3.5167,-42.6234,,-42.625,1402.8484,,1414.2499,0.335072
1309.7256,8.5,,8.5,0.00296682,,0.0034,99.6559,,99.8929,101.1882,,100.5379,4.8038,,4.8391,8.7274,,8.6918,0.071353,,0.0726,4.6084,4.7452,0.7613,,0.6904,0.9793,,0.9034,4.7772,,4.9223,,41.276,,41.276,0.330924,,3.3658,,3.2305,2.3975,,2.3925,3.4196,,3.5034,-42.6774,,-42.625,1382.4786,,1379.0137,0.334502
1309.878,8.5,,8.5,0.00133038,,0.0013055,99.1266,,98.8925,100.8032,,100.9641,4.7975,,4.7888,8.9271,,8.943,0.078696,,0.082,4.6323,4.7435,0.7531,,0.8975,0.9775,,1.1293,4.7765,,4.9002,,41.276,,41.276,0.320973,,3.2586,,3.2054,2.4218,,2.4023,3.6441,,3.6241,-42.8477,,-42.8743,1371.5576,,1362.182,0.324825
1310.0304,8.5,,8.5,0.00020228,,-0.000595,98.9939,,99.0261,101.5952,,100.767,4.7855,,4.7969,9.0474,,9.1479,0.066477,,0.0673,4.6074,4.791,0.6682,,0.5653,0.8921,,0.7829,4.7553,,4.8822,,41.276,,41.276,0.304689,,3.0428,,3.1674,2.3834,,2.4003,3.8766,,3.818,-43.041,,-42.9997,1384.5806,,1390.1868,0.30575
1310.1828,8.5,,8.5,0.0009177,,0.0011953,98.9043,,98.9954,103.1603,,104.3611,4.858,,4.8617,8.8655,,8.9128,0.043266,,0.0439,4.7231,4.8627,0.6738,,0.541,0.8898,,0.7551,4.8249,,4.9613,,41.276,,41.276,0.293933,,3.1085,,3.1522,2.3956,,2.3952,3.8373,,3.8544,-43.2474,,-43.3117,1383.0222,,1389.8082,0.305301
1310.3352,8.5,,8.5,0.00163817,,0.001599,98.581,,98.5294,102.5927,,102.1951,4.9496,,4.9449,8.797,,8.8258,0.023284,,0.0208,4.7101,4.8653,1.2971,,1.5131,1.4991,,1.7142,4.9207,,5.0542,,41.276,,41.276,0.28675,,3.2221,,3.1253,2.4188,,2.3948,3.7756,,3.6984,-43.3264,,-43.3125,1362.3496,,1357.234,0.289841
1310.4876,8.5,,8.5,0.00200458,,0.001999,98.3264,,98.3177,102.075,,101.9593,4.9273,,4.9692,8.7856,,8.7629,0.01579,,0.0162,4.7099,4.8471,1.6278,,1.6084,1.7656,,1.7546,4.8958,,5.0467,,41.276,,41.276,0.285125,,3.1022,,3.1048,2.4188,,2.4106,3.544,,3.5355,-43.35,,-43.3748,1351.0352,,1349.9099,0.280824
1310.64,8.5,,8.5,0.00223567,,0.0022992,98.1893,,98.1587,102.7364,,102.3684,4.8238,,4.8182,8.7366,,8.7469,0.016405,,0.0161,4.6067,4.7596,1.4431,,1.3718,1.6079,,1.5415,4.792,,4.9528,,41.276,,41.276,0.28911,,3.0338,,3.0789,2.4215,,2.4244,3.3997,,3.4548,-43.2864,,-43.3127,1346.6722,,1348.0813,0.292469
1310.7924,8.5,,8.5,0.00233411,,0.0023,98.2989,,98.1694,103.8956,,104.4547,4.9095,,4.8959,8.7493,,8.7469,0.015057,,0.0159,4.6756,4.8522,1.4554,,1.415,1.6348,,1.6069,4.8821,,5.0274,,41.276,,41.276,0.295776,,3.06,,3.0692,2.4286,,2.4273,3.574,,3.5849,-43.1367,,-43.1255,1340.1823,,1339.4808,0.295991
1310.9448,8.5,,8.5,0.0023676,,0.0023997,98.6249,,98.7821,104.3164,,103.8886,5.0219,,5.0868,8.7745,,8.7587,0.009789,,0.0079,4.7269,4.8773,1.7235,,1.7561,1.8622,,1.8911,4.9887,,5.1372,,41.276,,41.276,0.301677,,3.0527,,3.059,2.4245,,2.4203,3.7741,,3.7013,-43.0398,,-43.0003,1335.0956,,1334.4818,0.302184
1311.0972,8.5,,8.5,0.00217498,,0.0022005,98.576,,98.6233,105.2232,,105.3601,4.9667,,4.9611,8.7854,,8.7783,0.007175,,0.0067,4.6949,4.8428,1.8537,,1.864,1.9277,,1.9289,4.9244,,5.1024,,41.276,,41.276,0.302385,,3.0912,,3.086,2.426,,2.4252,3.6752,,3.7171,-43.0234,,-43.0623,1339.8666,,1333.564,0.303896
1311.2496,8.5,,8.5,0.00195222,,0.001801,98.2771,,98.2385,106.2721,,106.1819,4.8267,,4.7667,8.8126,,8.7941,0.009896,,0.0098,4.6318,4.7606,1.944,,1.8623,1.985,,1.9397,4.7819,,4.9567,,41.276,,41.276,0.289544,,3.1459,,3.1212,2.4423,,2.435,3.6834,,3.6741,-42.9506,,-42.9378,1352.1315,,1361.6105,0.28495
1311.402,8.5,,8.5,0.0019396,,0.0019995,97.8848,,98.0226,107.3406,,107.4084,4.8286,,4.8657,8.7871,,8.7941,0.013418,,0.0145,4.567,4.6971,2.0219,,2.0824,2.0313,,2.0718,4.7889,,4.9476,,41.276,,41.276,0.291554,,3.1372,,3.1496,2.446,,2.4466,3.6736,,3.6393,-42.8746,,-42.8752,1350.0244,,1344.493,0.294674
1311.5544,8.5,,8.5,0.00209141,,0.0019003,97.4028,,97.1813,107.6287,,108.2075,4.8232,,4.8038,8.7861,,8.7941,0.013024,,0.0128,4.5387,4.7,1.8052,,1.743,1.8801,,1.8403,4.782,,4.9535,,41.276,,41.276,0.297512,,3.1409,,3.1379,2.4372,,2.4367,3.5634,,3.5878,-42.8237,,-42.8127,1349.8174,,1353.4958,0.292805
1311.7068,8.5,,8.5,0.00208251,,0.0024984,97.4629,,97.4237,106.312,,106.2138,4.821,,4.7655,8.7895,,8.7588,0.01063,,0.0109,4.5368,4.7273,1.6354,,1.69,1.7731,,1.8092,4.773,,4.9624,,41.276,,41.276,0.306704,,3.0981,,3.1254,2.4265,,2.4321,3.5694,,3.5861,-42.8637,,-42.8125,1349.041,,1345.3765,0.308658
1311.8592,8.5,,8.5,0.00136557,,0.0011037,97.5679,,97.8194,103.6834,,104.5597,4.995,,5.0448,8.8303,,8.8961,0.008105,,0.0075,4.7224,4.9111,1.5212,,1.507,1.7131,,1.7046,4.9487,,5.1328,,41.276,,41.276,0.298272,,3.0926,,3.1023,2.4218,,2.423,3.6918,,3.662,-43.0756,,-43.0618,1351.1783,,1354.403,0.289949
1312.0116,8.5,,8.5,0.00077671,,0.0009005,97.092,,97.0066,100.069,,98.8844,5.1244,,5.1599,8.918,,8.9279,0.007059,,0.0069,4.7786,4.9325,1.5249,,1.5406,1.7126,,1.7303,5.0842,,5.2655,,41.276,,41.276,0.285875,,3.1037,,3.0757,2.4235,,2.4204,3.6611,,3.6242,-43.3617,,-43.3742,1356.1447,,1348.998,0.287905
1312.164,8.5,,8.5,0.00065889,,0.0002018,96.653,,96.6166,100.1683,,99.149,5.0564,,5.0254,8.9337,,9.0144,0.009891,,0.0099,4.8092,5.0039,1.5022,,1.4896,1.6831,,1.6675,5.0193,,5.2032,,41.276,,41.276,0.280167,,3.0535,,3.0653,2.4203,,2.4162,3.5725,,3.6584,-43.6399,,-43.6243,1373.2137,,1377.4851,0.284808
1312.3164,8.5,,8.5,0.00169506,,0.0017958,96.4251,,96.4133,103.7991,,104.2971,5.0294,,5.0409,8.778,,8.779,0.015885,,0.0166,4.7989,4.9808,1.4661,,1.4864,1.6649,,1.6932,4.9893,,5.1594,,41.276,,41.276,0.278526,,3.025,,3.074,2.4157,,2.418,3.7173,,3.6363,-43.8725,,-43.9367,1379.7539,,1384.3461,0.277419
1312.4688,8.5,,8.5,0.00254113,,0.0027974,96.4231,,96.2903,107.0126,,106.99,5.1353,,5.1603,8.6961,,8.6841,0.018091,,0.0186,4.8656,5.0453,1.4057,,1.4059,1.6009,,1.5998,5.1014,,5.2663,,41.276,,41.276,0.285604,,3.1194,,3.0964,2.4137,,2.4122,3.6141,,3.6249,-43.955,,-43.9375,1363.7625,,1368.0774,0.292061
1312.6212,8.5,,8.5,0.00243984,,0.0025008,96.9482,,96.8296,108.394,,109.5505,5.1101,,5.1433,8.7547,,8.7114,0.015174,,0.0148,4.8425,5.017,1.3082,,1.2996,1.4969,,1.4878,5.0853,,5.2462,,41.276,,41.276,0.293265,,3.1198,,3.1083,2.3919,,2.3967,3.4378,,3.4716,-43.8661,,-43.9998,1352.8707,,1334.1044,0.290205
1312.7736,8.5,,8.5,0.0021383,,0.0020013,97.7207,,97.9093,106.9839,,106.5684,4.9878,,5.0025,8.8261,,8.8253,0.010389,,0.0096,4.7676,4.9422,1.3079,,1.3112,1.4924,,1.4998,4.9577,,5.1231,,41.276,,41.276,0.301044,,3.1241,,3.1146,2.3884,,2.3843,3.4003,,3.3318,-43.5831,,-43.439,1373.2415,,1388.7557,0.307056
1312.926,8.5,,8.5,0.00238236,,0.002399,97.9974,,98.0559,105.3731,,105.566,4.9666,,4.9874,8.7758,,8.7785,0.011181,,0.0113,4.6869,4.9122,1.2901,,1.2639,1.4547,,1.4292,4.9386,,5.1183,,41.276,,41.276,0.31444,,3.1195,,3.1177,2.3919,,2.3916,3.204,,3.2335,-43.4584,,-43.5622,1374.2947,,1368.9941,0.310192
1313.0784,8.5,,8.5,0.00294922,,0.0028987,97.9421,,97.9168,104.2761,,103.7453,4.9512,,4.9169,8.7756,,8.7234,0.013158,,0.013,4.7494,4.931,1.3009,,1.2945,1.4488,,1.4408,4.9277,,5.1192,,41.276,,41.276,0.320531,,3.1132,,3.1167,2.4015,,2.4045,3.0741,,3.1097,-43.2006,,-43.1885,1373.1205,,1374.3706,0.318678
