DEPTH,BS:1,BS:2,DNPH:1,DNPH:2,DSO8,DSOZ,DT:1,DT:2,ECGR:1,ECGR:2,HART:1,HART:2,HDRA:1,HDRA:2,HLLD,HLLS,HMIN:1,HMIN:2,HMNO:1,HMNO:2,HRLD,HRLS,HTEM:1,HTEM:2,HTNP,PEF8,PEFZ,RHO8,RHOZ,RXO8,RXOZ,SP:1,SP:2,TENS:1,TENS:2,TNPH
1248.156,,8.5,,0.0101046,,0.0532,,90.5754,,110.5401,,10.777,,0.0124,9.6677,9.3762,,1.198,,1.4345,,,,42.9537,,,3.1189,,2.4025,,3.9283,,-440.6351,,1442.7631,0.298984
1248.3084,,8.5,,0.0108815,,0.0532,,90.5754,,111.4343,,10.7731,,0.0124,9.6581,9.3669,,1.1094,,1.3477,,,,42.9537,,,3.1189,,2.4025,,3.8334,,-441.3779,,1449.0879,0.32143
1248.4608,,8.5,,0.0108931,,0.0532,,90.5754,,107.5034,,10.5987,,0.0124,9.2579,8.9769,,1.0143,,1.2376,,,,42.9537,,,3.1189,,2.4025,,3.5624,,-442.2457,,1466.426,0.320369
1248.6132,,8.5,,0.0105954,,0.0532,,90.5754,,106.5584,,10.0508,,0.0124,9.0376,8.7865,,0.9794,,1.1847,,,,42.9537,,,3.1189,,2.4025,,3.3524,,-442.9346,,1463.5542,0.313155
1248.7656,,8.5,,0.0101161,,0.0532,,90.5754,,104.3443,,10.1744,,0.0124,8.817,8.5817,,0.9692,,1.1781,,,,42.9537,,,3.1189,,2.4025,,3.3496,,-443.4928,,1451.7959,0.30022
1248.918,,8.5,,0.0102908,,0.0532,,90.5754,,105.0863,,10.3482,,0.0124,8.991,8.7524,,0.7666,,0.9816,,,,42.9537,,,3.1189,,2.4025,,3.4516,,-443.7543,,1415.0789,0.304304
1249.0704,,8.5,,0.0100908,,0.0532,,90.5754,,103.1213,,10.4115,,0.0124,9.3062,9.0963,,0.7004,,0.913,,,,42.9537,,,3.1189,,2.4025,,3.651,,-444.1933,,1392.2872,0.300356
1249.2228,,8.5,,0.0095,,0.0532,,90.5761,,100.6051,,11.7157,,0.0124,9.8077,9.5344,,0.8672,,1.108,,,,42.9537,,,3.1189,,2.4025,,4.6435,,-444.8635,,1416.4396,0.282053
1249.3752,,8.5,,0.0089115,,0.0532,,90.5565,,100.0164,,11.4496,,0.0124,9.2464,9.0507,,1.0523,,1.4179,,,,42.9537,,,3.1189,,2.4025,,5.4929,,-445.0683,,1454.5802,0.265907
1249.5276,,8.5,,0.0088208,,0.0532,,88.7017,,98.5794,,9.2211,,0.0124,9.603,9.3795,,1.0568,,1.3714,,,,42.9537,,,3.1189,,2.4025,,5.574,,-445.4856,,1469.8142,0.263088
1249.68,,8.5,,0.0095977,,0.053465,,96.7038,,97.9914,,11.6954,,0.012598,9.6148,9.459,,0.9757,,1.2221,,,,42.9537,,,3.1185,,2.4025,,4.0577,,-445.3298,,1454.0184,0.284835
1249.8324,,8.5,,0.0103046,,0.064612,,97.4816,,99.4363,,12.5997,,0.021071,10.3014,10.1095,,0.9651,,1.1949,,,,42.9537,,,3.1004,,2.4035,,3.7836,,-445.875,,1429.6566,0.304618
1249.9848,,8.5,,0.0111862,,0.072167,,95.5969,,105.4053,,9.9118,,0.032511,8.9651,8.8876,,0.9741,,1.2144,,,,42.9537,,,3.0911,,2.4086,,3.7911,,-446.4317,,1421.4292,0.328842
1250.1372,,8.5,,0.0114908,,0.069915,,96.0954,,108.659,,9.2256,,0.035969,8.4433,8.3668,,1.0227,,1.266,,,,42.9537,,,3.0974,,2.4125,,3.8201,,-446.7644,,1427.2736,0.338093
1250.2896,,8.5,,0.0113792,,0.063812,,96.6854,,113.5015,,9.7355,,0.029661,8.3819,8.287,,1.1327,,1.3604,,,,42.9537,,,3.1029,,2.4137,,3.9103,,-447.6673,,1444.4197,0.333813
1250.442,,8.5,,0.0104208,,0.054295,,97.5115,,111.6536,,10.2045,,0.021747,8.644,8.5461,,1.2127,,1.4569,,,,42.9537,,,3.1362,,2.4049,,3.9604,,-447.7615,,1450.9441,0.309582
1250.5944,,8.5,,0.0103,,0.056852,,98.0787,,111.7647,,9.6622,,0.023986,8.6144,8.5197,,1.2169,,1.4555,,,,42.9537,,,3.2013,,2.404,,3.9648,,-448.2995,,1470.8402,0.304842
1250.7468,,8.5,,0.0102115,,0.057792,,98.1023,,105.592,,9.8136,,0.025925,8.4928,8.4588,,1.1488,,1.375,,,,42.9537,,,3.2515,,2.4021,,3.872,,-448.3168,,1447.985,0.302639
1250.8992,,8.5,,0.0105954,,0.062154,,98.4509,,111.1655,,9.6998,,0.028709,8.5297,8.5086,,1.0911,,1.3221,,,,42.9537,,,3.2456,,2.4104,,3.8033,,-448.4942,,1465.125,0.314345
1251.0516,,8.5,,0.0107792,,0.05218,,97.7227,,109.1774,,9.6176,,0.023517,8.6467,8.6291,,1.1469,,1.3792,,,,42.9537,,,3.1915,,2.4088,,3.8713,,-448.4332,,1429.4258,0.31964
1251.204,,8.5,,0.0101092,,0.036976,,97.1625,,110.5213,,10.086,,0.014744,8.7523,8.7311,,1.2221,,1.461,,,,42.9537,,,3.1166,,2.4066,,3.8616,,-448.1861,,1454.0571,0.309831
1251.3564,,8.5,,0.0097931,,0.024971,,96.9457,,105.132,,9.6348,,0.007811,8.5798,8.5687,,1.3476,,1.5633,,,,42.9537,,,3.0605,,2.4077,,3.8357,,-447.8822,,1436.5548,0.29716
1251.5088,,8.5,,0.0092,,0.02013,,97.1078,,110.9107,,9.1487,,0.005553,8.4905,8.4983,,1.4018,,1.6144,,,,42.9537,,,3.0444,,2.4115,,3.819,,-447.8707,,1437.6891,0.299157
1251.6612,,8.5,,0.0086577,,0.016691,,98.3886,,115.8764,,9.6729,,0.005586,8.4198,8.4082,,1.4399,,1.6692,,,,42.9537,,,3.0626,,2.4085,,3.9306,,-447.6832,,1431.1259,0.29635
1251.8136,,8.5,,0.0104631,,0.013108,,98.2403,,117.2857,,9.6727,,0.005146,8.575,8.5489,,1.3372,,1.5683,,,,42.9537,,,3.1078,,2.3981,,3.804,,-447.3255,,1425.7283,0.323858
1251.966,,8.5,,0.0107977,,0.018169,,98.1957,,114.6351,,9.6375,,0.006609,8.6115,8.6147,,1.162,,1.3686,,,,42.9537,,,3.1381,,2.3942,,3.6121,,-447.5043,,1406.4009,0.329488
1252.1184,,8.5,,0.0109839,,0.026503,,98.5682,,114.3847,,10.0568,,0.008636,8.7359,8.7228,,1.1535,,1.3579,,,,42.9537,,,3.1484,,2.3934,,3.5312,,-447.8779,,1434.7164,0.326079
1252.2708,,8.5,,0.01053,,0.043173,,98.3093,,110.6951,,9.9391,,0.01636,8.7027,8.6775,,1.2048,,1.4238,,,,42.9537,,,3.137,,2.4035,,3.5475,,-448.3779,,1446.0487,0.334055
1252.4232,,8.5,,0.0112792,,0.054918,,98.6922,,107.3718,,9.3823,,0.026638,8.4647,8.4349,,1.2003,,1.3946,,,,42.9537,,,3.137,,2.4046,,3.4124,,-448.9957,,1473.8831,0.345034
1252.5756,,8.5,,0.0112369,,0.071195,,98.7728,,103.2352,,9.3267,,0.034204,8.3923,8.3763,,1.0759,,1.2645,,,,42.9537,,,3.1456,,2.4095,,3.2464,,-449.4404,,1434.9982,0.373253
1252.728,,8.5,,0.0125778,,0.078886,,99.0508,,102.393,,9.229,,0.033503,8.2175,8.1882,,0.9664,,1.1678,,,,42.9537,,,3.1373,,2.4098,,3.1541,,-449.9827,,1443.5648,0.370227
1252.8804,,8.5,,0.0090176,,0.077419,,99.1654,,107.3923,,8.8478,,0.028757,8.2148,8.1839,,1.0073,,1.1951,,,,42.9537,,,3.1163,,2.4093,,3.1437,,-449.8168,,1444.1649,0.334592
1253.0328,,8.5,,0.0101539,,0.072497,,98.8538,,111.8848,,9.451,,0.030488,8.222,8.1874,,1.0527,,1.2353,,,,42.9537,,,3.1118,,2.4096,,3.0568,,-449.8067,,1441.3179,0.30254
1253.1852,,8.5,,0.0095092,,0.071708,,98.4363,,119.1509,,9.357,,0.035924,8.3944,8.3314,,1.0434,,1.2226,,,,42.9537,,,3.1416,,2.4115,,3.0634,,-449.5654,,1430.0825,0.293377
1253.3376,,8.5,,0.00923,,0.079443,,98.2484,,116.0548,,9.4055,,0.038178,8.3916,8.372,,1.0944,,1.2688,,,,42.9537,,,3.1737,,2.4198,,2.9859,,-449.4404,,1415.33,0.304772
1253.49,,8.5,,0.0101746,,0.080805,,97.9252,,111.1001,,9.5693,,0.035293,8.5545,8.5149,,1.0354,,1.2118,,,,42.9537,,,3.1838,,2.4199,,2.998,,-449.4346,,1423.9872,0.327185
1253.6424,,8.5,,0.0100954,,0.078038,,98.0785,,112.6722,,9.5427,,0.032122,8.4704,8.4348,,1.0011,,1.1923,,,,42.9537,,,3.1664,,2.4176,,3.1133,,-449.3096,,1421.4709,0.320337
1253.7948,,8.5,,0.0098138,,0.072706,,97.4852,,116.2468,,9.1907,,0.034048,8.3578,8.3224,,1.1058,,1.3103,,,,42.9537,,,3.1407,,2.4124,,3.2694,,-449.0755,,1432.9581,0.314411
1253.9472,,8.5,,0.0100839,,0.071755,,97.8147,,115.1638,,9.2505,,0.038065,8.2784,8.2449,,1.0498,,1.2522,,,,42.9537,,,3.1215,,2.4116,,3.3949,,-449.3779,,1410.9369,0.31325
1254.0996,,8.5,,0.0096862,,0.073099,,99.2303,,113.5452,,9.3941,,0.040594,8.2977,8.2711,,1.0653,,1.2752,,,,42.9537,,,3.118,,2.4148,,3.483,,-449.801,,1435.2925,0.318026
1254.252,,8.5,,0.0087461,,0.07033,,100.4263,,112.5004,,9.2439,,0.038612,8.2754,8.2505,,1.2038,,1.4292,,,,42.9537,,,3.1334,,2.4132,,3.6724,,-449.7572,,1411.3553,0.308065
1254.4044,,8.5,,0.0096792,,0.068592,,99.8297,,115.5626,,8.7817,,0.032805,7.9221,7.9222,,1.3225,,1.548,,,,42.9537,,,3.1529,,2.4144,,3.6011,,-450.0029,,1449.9929,0.321547
1254.5568,,8.5,,0.0098138,,0.062591,,99.287,,109.366,,8.8657,,0.023136,8.1162,8.09,,1.1125,,1.3158,,,,42.9537,,,3.1511,,2.4115,,3.5816,,-450.3678,,1410.8912,0.353544
1254.7092,,8.5,,0.0105046,,0.064471,,98.8672,,110.831,,9.4503,,0.019138,8.4536,8.446,,1.1298,,1.3534,,,,42.9537,,,3.1467,,2.4157,,3.7557,,-450.4418,,1434.3921,0.363208
1254.8616,,8.5,,0.0113493,,0.069583,,99.2038,,108.2933,,9.3579,,0.021263,8.3319,8.3208,,1.3159,,1.5704,,,,42.9537,,,3.1578,,2.4139,,3.8764,,-450.6788,,1427.6853,0.37977
1255.014,,8.5,,0.0101115,,0.077695,,99.4628,,113.3413,,8.7788,,0.034029,7.9785,7.9909,,1.0538,,1.2643,,,,42.9537,,,3.2099,,2.4053,,3.4508,,-450.5596,,1429.9951,0.35043
1255.1664,,8.5,,0.0093069,,0.065187,,100.7375,,114.1189,,8.2767,,0.031831,7.8167,7.8262,,0.9478,,1.128,,,,42.9537,,,3.2621,,2.379,,3.0143,,-450.3068,,1443.0627,0.345527
1255.3188,,8.5,,0.0087885,,0.059683,,101.5337,,115.2702,,8.4541,,0.034396,7.7308,7.7277,,0.9761,,1.1573,,,,42.9537,,,3.2857,,2.374,,3.1055,,-449.8197,,1427.0187,0.321942
1255.4712,,8.5,,0.0078346,,0.045714,,101.5475,,113.7747,,8.361,,0.024712,7.7851,7.7791,,1.0812,,1.3072,,,,42.9537,,,3.2488,,2.3711,,3.5704,,-449.6221,,1430.1102,0.307992
1255.6236,,8.5,,0.0082977,,0.044567,,102.0857,,110.1965,,8.499,,0.023475,7.7358,7.7,,1.4008,,1.6433,,,,42.9537,,,3.2022,,2.3776,,3.7996,,-449.3139,,1449.0012,0.298354
1255.776,,8.5,,0.0086908,,0.046779,,101.9082,,108.0699,,8.5905,,0.021601,7.7626,7.671,,1.1212,,1.3306,,,,42.9537,,,3.1817,,2.3767,,3.7214,,-449.0712,,1440.6475,0.299254
1255.9284,,8.5,,0.0087208,,0.060851,,102.4021,,108.9623,,8.7065,,0.028203,7.8766,7.7379,,1.0605,,1.2885,,,,42.9537,,,3.2076,,2.382,,3.8021,,-449.1803,,1451.5413,0.298864
1256.0808,,8.5,,0.0095608,,0.085323,,102.3232,,107.1401,,8.9076,,0.043324,7.841,7.6614,,1.2196,,1.4626,,,,42.9537,,,3.25,,2.4013,,3.7442,,-449.0072,,1446.7639,0.313196
1256.2332,,8.5,,0.0088185,,0.098083,,101.8285,,113.1555,,8.7309,,0.055136,7.7966,7.6123,,1.0457,,1.2489,,,,42.9537,,,3.29,,2.4155,,3.6684,,-449.1264,,1469.5876,0.315535
1256.3856,,8.5,,0.0088138,,0.089011,,101.6883,,105.3453,,9.2067,,0.051673,8.0961,7.8903,,1.1197,,1.3451,,,,42.9537,,,3.2989,,2.4155,,3.7007,,-449.3125,,1434.8695,0.32712
1256.538,,8.5,,0.0093631,,0.071222,,97.1489,,104.045,,9.4608,,0.042326,8.8027,8.6148,,1.1555,,1.407,,,,42.9537,,,3.2758,,2.4268,,3.9078,,-449.5043,,1406.0974,0.330679
1256.6904,,8.5,,0.0084,,0.038188,,87.3779,,102.4296,,10.4322,,0.021844,10.2687,10.0089,,0.9831,,1.227,,,,42.9537,,,3.2121,,2.4502,,4.7983,,-449.8678,,1413.7809,0.299964
1256.8428,,8.5,,0.0074,,0.029437,,83.5693,,107.9668,,14.2229,,0.015524,12.1028,11.5876,,1.1386,,1.4786,,,,42.9537,,,3.1901,,2.4993,,7.3275,,-449.939,,1438.8018,0.263035
1256.9952,,8.5,,0.00643,,0.035396,,82.9074,,110.6866,,17.1682,,0.018839,11.0765,10.5616,,7.8333,,7.7268,,,,42.9537,,,3.1802,,2.5242,,12.7557,,-450.0538,,1482.0439,0.236639
1257.1476,,8.5,,0.0067231,,0.049549,,85.7063,,106.3085,,7.9882,,0.023899,8.4557,8.2274,,3.9705,,3.9019,,,,42.9537,,,3.1587,,2.5037,,6.852,,-449.8082,,1475.7699,0.249674
1257.3,,8.5,,0.0080115,,0.053177,,91.3281,,105.2726,,8.9805,,0.024537,7.4897,7.3104,,1.4637,,1.6302,,,,42.9537,,,3.0778,,2.4594,,4.096,,-449.3793,,1459.3531,0.278929
1257.4524,,8.5,,0.0097585,,0.043454,,95.2062,,103.2956,,9.0146,,0.014481,7.7698,7.5609,,1.2706,,1.4367,,,,42.9537,,,2.9871,,2.4177,,3.1946,,-449.1221,,1449.1925,0.300748
1257.6048,,8.5,,0.0097908,,0.043942,,95.5536,,102.6925,,9.366,,0.015818,7.9159,7.7257,,1.1567,,1.3188,,,,42.9537,,,2.9478,,2.4069,,3.0193,,-448.7471,,1456.1504,0.291275
1257.7572,,8.5,,0.0093885,,0.046333,,95.5411,,105.3401,,9.3535,,0.018126,7.8321,7.7437,,1.1053,,1.2617,,,,42.9537,,,2.9478,,2.4028,,2.9353,,-448.2486,,1450.0684,0.279919
1257.9096,,8.5,,0.0085185,,0.045938,,99.0102,,105.3156,,8.4984,,0.017338,7.9309,7.9746,,1.1727,,1.3179,,,,42.9537,,,2.9393,,2.3962,,2.9189,,-447.6933,,1458.8234,0.265897
1258.062,,8.5,,0.0084185,,0.042888,,98.9771,,104.9415,,8.9177,,0.013928,7.6093,7.81,,1.2608,,1.4108,,,,42.9537,,,2.9213,,2.3887,,2.9289,,-447.3736,,1434.1052,0.280076
1258.2144,,8.5,,0.0091069,,0.039618,,98.7508,,102.8355,,8.1763,,0.011794,7.7287,7.972,,1.1711,,1.3209,,,,42.9537,,,2.9229,,2.381,,2.9006,,-447.0043,,1438.6874,0.274086
1258.3668,,8.5,,0.0100792,,0.049168,,98.7272,,105.6822,,8.6589,,0.017529,7.513,7.7122,,1.0706,,1.2213,,,,42.9537,,,2.971,,2.3885,,2.8069,,-446.8096,,1403.0687,0.299514
1258.5192,,8.5,,0.0102115,,0.045489,,96.6112,,104.406,,8.6768,,0.016474,7.7427,7.8822,,1.0028,,1.1646,,,,42.9537,,,3.0442,,2.3843,,2.7922,,-446.5058,,1409.4086,0.301881
1258.6716,,8.5,,0.0107493,,0.048894,,96.2514,,101.9871,,9.4439,,0.018157,8.0897,8.1369,,0.9892,,1.1547,,,,42.9537,,,3.1186,,2.3919,,2.8499,,-446.4274,,1457.4835,0.317949
1258.824,,8.5,,0.0092323,,0.035968,,96.0506,,103.1984,,10.3545,,0.014067,8.4419,8.3965,,1.1234,,1.2869,,,,42.9537,,,3.1761,,2.3855,,2.9519,,-445.9303,,1472.6052,0.275311
1258.9764,,8.5,,0.00897,,0.034055,,90.43,,101.062,,9.8966,,0.012704,8.4988,8.3517,,1.2563,,1.4152,,,,42.9537,,,3.242,,2.4046,,3.1054,,-445.1178,,1476.9185,0.268178
1259.1288,,8.5,,0.0075208,,0.04746,,80.6977,,99.9217,,10.59,,0.015968,10.023,9.7867,,1.1223,,1.314,,,,42.9537,,,3.3737,,2.4584,,3.81,,-444.0087,,1426.4359,0.23246
1259.2812,,8.5,,0.0068977,,0.076054,,79.9079,,88.971,,19.1665,,0.030474,15.2412,14.0728,,1.0068,,1.3394,,,,42.9537,,,3.5641,,2.5247,,6.006,,-443.2529,,1408.1353,0.210939
1259.4336,,8.5,,0.0062461,,0.102394,,82.3163,,90.7601,,37.7944,,0.047938,13.4727,13.1654,,1.1465,,1.608,,,,42.9537,,,3.7018,,2.5476,,8.9018,,-442.6236,,1417.4097,0.192682
1259.586,,8.5,,0.0075092,,0.099419,,88.3313,,94.301,,9.3279,,0.050412,10.2402,10.5095,,1.0047,,1.3141,,,,42.9537,,,3.6559,,2.4958,,5.8549,,-441.9332,,1443.4147,0.227742
1259.7384,,8.5,,0.0091723,,0.092151,,98.9884,,103.2417,,7.7178,,0.048688,7.2673,7.6202,,0.9351,,1.1553,,,,42.9537,,,3.4829,,2.4361,,4.0518,,-441.0654,,1472.0649,0.274372
1259.8908,,8.5,,0.00967,,0.074894,,103.2021,,110.169,,8.0756,,0.038455,7.4219,7.7149,,0.9601,,1.1958,,,,42.9537,,,3.3043,,2.3946,,3.6648,,-440.3255,,1451.314,0.330837
1260.0432,,8.5,,0.0089,,0.073758,,101.8974,,112.2419,,7.7684,,0.042638,7.2781,7.6347,,1.0469,,1.2908,,,,42.9537,,,3.236,,2.3946,,3.8125,,-440.1308,,1440.8291,0.318989
1260.1956,,8.5,,0.0081092,,0.075582,,101.0201,,114.2833,,7.5925,,0.044625,7.1807,7.5456,,1.1583,,1.3738,,,,42.9537,,,3.2458,,2.3996,,3.6388,,-440.1933,,1439.4197,0.313258
1260.348,,8.5,,0.0077323,,0.084765,,102.6176,,112.2729,,7.7023,,0.047328,7.2787,7.6587,,1.037,,1.2492,,,,42.9537,,,3.2795,,2.4079,,3.646,,-440.5014,,1427.0814,0.306745
1260.5004,,8.5,,0.0086872,,0.084289,,104.7333,,116.9222,,7.7699,,0.038611,7.2768,7.6687,,1.2027,,1.4257,,,,42.9537,,,3.2912,,2.4033,,3.5528,,-440.8872,,1436.7942,0.330375
1260.6528,,8.5,,0.0090723,,0.079638,,104.8532,,120.1465,,7.6019,,0.023749,7.2475,7.6358,,1.0883,,1.2961,,,,42.9537,,,3.2664,,2.3943,,3.3466,,-441.6788,,1454.9017,0.328528
1260.8052,,8.5,,0.0083069,,0.080713,,104.2171,,122.6352,,7.5299,,0.019214,7.198,7.5044,,1.1044,,1.2876,,,,42.9537,,,3.2371,,2.3876,,3.2352,,-442.1308,,1427.479,0.302921
1260.9576,,8.5,,0.0078369,,0.086639,,105.4676,,119.962,,7.4899,,0.024035,7.084,7.2935,,1.0421,,1.2439,,,,42.9537,,,3.213,,2.3821,,3.1691,,-442.8053,,1437.068,0.29901
1261.11,,8.5,,0.0089115,,0.09415,,105.2481,,118.539,,7.2331,,0.038546,6.9459,7.1179,,0.939,,1.1411,,,,42.9537,,,3.2204,,2.3758,,3.2509,,-443.1947,,1433.355,0.325625
1261.2624,,8.5,,0.0104977,,0.095422,,105.7119,,113.9525,,7.3299,,0.042666,6.9128,7.0475,,0.9364,,1.1445,,,,42.9537,,,3.2195,,2.3707,,3.097,,-443.8779,,1465.8506,0.377984
1261.4148,,8.5,,0.0118616,,0.093293,,106.2442,,108.0815,,7.3839,,0.040912,6.851,6.9607,,0.8834,,1.0683,,,,42.9537,,,3.2068,,2.371,,2.9489,,-444.6832,,1455.2916,0.395885
1261.5672,,8.5,,0.0076084,,0.090961,,103.2413,,109.9649,,7.167,,0.035658,6.7849,6.8965,,0.8963,,1.0747,,,,42.9537,,,3.1898,,2.3747,,2.8484,,-445.3096,,1450.0548,0.359022
1261.7196,,8.5,,0.0076885,,0.095332,,104.0829,,116.257,,7.2843,,0.041069,6.8327,6.9116,,1.0145,,1.188,,,,42.9601,,,3.2057,,2.3822,,2.8939,,-445.801,,1423.6411,0.338531
1261.872,,8.5,,0.0074554,,0.101138,,104.612,,121.0903,,7.5774,,0.049579,6.87,6.9443,,1.0168,,1.189,,,,43.2269,,,3.245,,2.3895,,2.9404,,-445.8139,,1426.3387,0.329013
1262.0244,,8.5,,0.0094308,,0.104379,,106.483,,119.8463,,7.2669,,0.057185,6.8292,6.9107,,0.988,,1.164,,,,43.2333,,,3.2751,,2.3961,,2.969,,-445.8822,,1421.6802,0.360657
1262.1768,,8.5,,0.0086577,,0.106716,,108.2123,,116.5355,,7.4701,,0.059954,6.8102,6.8806,,1.0493,,1.2335,,,,43.2333,,,3.2842,,2.4034,,3.231,,-446.25,,1439.8981,0.354487
1262.3292,,8.5,,0.0101446,,0.109492,,106.3996,,118.4185,,7.7004,,0.060612,6.9235,6.9921,,1.2729,,1.485,,,,43.2333,,,3.2738,,2.4103,,3.448,,-446.6308,,1430.3889,0.354546
1262.4816,,8.5,,0.0094185,,0.103423,,103.7965,,116.8502,,7.7941,,0.057376,7.0683,7.1505,,1.1163,,1.328,,,,43.2333,,,3.2509,,2.4073,,3.4469,,-447.2486,,1465.3551,0.331912
1262.634,,8.5,,0.0094069,,0.085843,,102.9636,,117.8373,,8.1044,,0.044805,7.0836,7.1581,,1.0462,,1.2336,,,,43.2333,,,3.2123,,2.397,,3.2268,,-447.8067,,1455.7557,0.309779
1262.7864,,8.5,,0.0096562,,0.074068,,102.4854,,113.4574,,7.7167,,0.032276,7.0262,7.0972,,1.0976,,1.2756,,,,43.2333,,,3.1789,,2.396,,3.1909,,-448.1236,,1451.9738,0.311155
1262.9388,,8.5,,0.0081438,,0.069799,,103.2167,,118.4642,,7.6528,,0.023347,6.9651,7.0418,,1.2191,,1.4168,,,,43.2333,,,3.1704,,2.3954,,3.4825,,-448.3764,,1430.4734,0.295627
1263.0912,,8.5,,0.0083908,,0.082235,,104.3871,,116.3998,,7.9905,,0.033048,6.9608,7.0633,,1.3498,,1.6096,,,,43.2333,,,3.2065,,2.3961,,3.8133,,-448.6904,,1403.8534,0.317592
1263.2436,,8.5,,0.0082723,,0.096661,,104.7536,,117.6195,,7.8537,,0.045237,6.9091,7.0091,,1.2312,,1.465,,,,43.2333,,,3.2424,,2.3893,,3.5954,,-449.112,,1450.1879,0.323948
1263.396,,8.5,,0.00706,,0.117558,,104.7119,,115.0714,,7.5513,,0.05867,6.8091,6.9057,,0.9626,,1.1476,,,,43.2333,,,3.254,,2.3968,,3.1098,,-449.0014,,1444.2277,0.343659
1263.5484,,8.5,,0.0082885,,0.128233,,105.4038,,117.5568,,7.641,,0.058408,6.7478,6.8541,,0.8863,,1.0544,,,,43.2333,,,3.2245,,2.4102,,2.8022,,-448.9375,,1436.6735,0.337147
1263.7008,,8.5,,0.0090562,,0.12326,,104.2129,,112.0976,,7.4889,,0.053933,6.8545,6.9565,,0.9302,,1.0949,,,,43.2333,,,3.2062,,2.4169,,2.8658,,-448.8692,,1434.6536,0.327885
1263.8532,,8.5,,0.0080046,,0.108134,,104.1346,,111.8129,,7.6823,,0.046662,6.814,6.9145,,1.0411,,1.228,,,,43.2333,,,3.2165,,2.4116,,3.1537,,-448.5582,,1412.4896,0.322446
1264.0056,,8.5,,0.0071208,,0.098342,,104.375,,113.6134,,7.6637,,0.041925,6.7284,6.8589,,1.099,,1.312,,,,43.2333,,,3.2375,,2.4083,,3.3476,,-448.0769,,1427.0891,0.3308
1264.158,,8.5,,0.0071023,,0.090638,,103.3949,,118.9359,,7.3245,,0.03833,6.802,6.9297,,1.1181,,1.3133,,,,43.2333,,,3.2471,,2.402,,3.6216,,-448.1817,,1427.5179,0.315081
1264.3104,,8.5,,0.00723,,0.092758,,104.2132,,115.5824,,7.8387,,0.035958,6.8739,7.0041,,1.3571,,1.5822,,,,43.2333,,,3.2368,,2.403,,3.4647,,-448.0668,,1430.9718,0.314486
1264.4628,,8.5,,0.0085792,,0.093594,,103.615,,108.2411,,7.8989,,0.032057,7.0377,7.1676,,1.0445,,1.2443,,,,43.2333,,,3.2109,,2.3946,,3.3037,,-448.1293,,1466.5762,0.313825
1264.6152,,8.5,,0.0090862,,0.102319,,104.166,,106.0128,,8.0044,,0.034658,7.1094,7.2336,,0.8943,,1.0662,,,,43.2333,,,3.1784,,2.3925,,2.7994,,-448.3663,,1469.9464,0.318355
1264.7676,,8.5,,0.0089815,,0.107792,,101.6937,,111.2891,,7.8154,,0.039876,7.1762,7.289,,0.8585,,1.0204,,,,43.2333,,,3.1443,,2.3894,,2.6549,,-448.2731,,1466.3595,0.325152
1264.92,,8.5,,0.0081277,,0.108751,,103.8849,,113.6707,,7.8475,,0.048309,7.0476,7.1596,,0.8359,,1.0048,,,,43.2333,,,3.1272,,2.385,,2.6993,,-449.1192,,1457.9229,0.326301
1265.0724,,8.5,,0.0083885,,0.111605,,103.9324,,120.8852,,7.6468,,0.057034,6.9145,7.0089,,0.8853,,1.0654,,,,43.2333,,,3.1311,,2.3831,,2.7213,,-449.737,,1435.0295,0.343522
1265.2248,,8.5,,0.0082415,,0.110914,,105.4783,,117.2605,,7.3356,,0.058955,6.7677,6.8819,,0.8864,,1.0526,,,,43.2333,,,3.1468,,2.3752,,2.7193,,-449.8154,,1461.1265,0.345638
1265.3772,,8.5,,0.0097908,,0.122969,,109.0401,,121.9101,,7.4262,,0.062765,6.7904,6.9104,,0.9018,,1.0716,,,,43.2333,,,3.1849,,2.3827,,2.6941,,-449.9914,,1437.7091,0.3531
1265.5296,,8.5,,0.010947,,0.129978,,108.5475,,115.1756,,7.5272,,0.056976,6.773,6.894,,0.922,,1.0967,,,,43.2333,,,3.2303,,2.386,,2.7312,,-449.7995,,1461.0391,0.359722
1265.682,,8.5,,0.0099254,,0.139929,,106.9491,,118.9517,,7.1751,,0.054079,6.6824,6.8194,,0.8936,,1.065,,,,43.2333,,,3.2716,,2.3964,,2.7477,,-449.0813,,1448.9833,0.326433
1265.8344,,8.5,,0.0098677,,0.142912,,107.0401,,117.7945,,7.1131,,0.050506,6.5841,6.7434,,0.9853,,1.1596,,,,43.2333,,,3.2863,,2.3994,,2.7851,,-449.1034,,1445.5599,0.314846
1265.9868,,8.5,,0.0084977,,0.146071,,107.0974,,120.3181,,7.2265,,0.05136,6.6157,6.834,,0.9549,,1.1219,,,,43.2333,,,3.2774,,2.4013,,2.7242,,-448.2803,,1477.1173,0.330235
1266.1392,,8.5,,0.0070853,,0.14381,,104.5728,,127.6509,,7.3004,,0.054729,6.6228,6.8608,,0.8632,,1.0222,,,,43.2333,,,3.2684,,2.393,,2.6004,,-448.6572,,1462.4132,0.335538
1266.2916,,8.5,,0.0091262,,0.13779,,104.0227,,127.0238,,7.2503,,0.055262,6.6255,6.8812,,0.8393,,1.0021,,,,43.2333,,,3.2591,,2.3822,,2.5702,,-447.8341,,1447.4589,0.349731
