DEPTH,BS:1,BS:2,DNPH:1,DNPH:2,DSO8,DSOZ,DT:1,DT:2,ECGR:1,ECGR:2,HART:1,HART:2,HDRA:1,HDRA:2,HLLD,HLLS,HMIN:1,HMIN:2,HMNO:1,HMNO:2,HRLD,HRLS,HTEM:1,HTEM:2,HTNP,PEF8,PEFZ,RHO8,RHOZ,RXO8,RXOZ,SP:1,SP:2,TENS:1,TENS:2,TNPH
1387.2972,,8.5,,0.0099977,,0.056685,,96.6694,,109.6073,,5.9824,,0.016758,5.4697,5.5987,,0.9653,,1.2365,,,,44.6314,,,3.22,,2.4002,,4.3684,,-449.1817,,1611.0458,0.280453
1387.4496,,8.5,,0.0102,,0.05916,,91.3885,,105.0758,,6.0477,,0.018188,6.0789,6.2681,,0.9928,,1.2718,,,,44.6314,,,3.2199,,2.4173,,4.7413,,-449.2486,,1617.5912,0.281165
1387.602,,8.5,,0.0103769,,0.063926,,87.9623,,102.437,,9.8412,,0.023126,8.66,8.7889,,1.3004,,1.6336,,,,44.6314,,,3.2233,,2.4485,,5.8709,,-449.2442,,1588.4177,0.291604
1387.7544,,8.5,,0.0096092,,0.065587,,87.5378,,101.0106,,12.7367,,0.025033,8.8722,9.0686,,1.5246,,1.9744,,,,44.6314,,,3.2302,,2.4722,,7.833,,-448.9986,,1556.1984,0.261603
1387.9068,,8.5,,0.0092092,,0.06241,,88.2561,,100.6718,,9.0848,,0.02407,8.1022,8.2446,,1.804,,2.3337,,,,44.6314,,,3.2276,,2.469,,7.9908,,-448.6889,,1540.0784,0.251638
1388.0592,,8.5,,0.0092323,,0.055391,,91.6723,,95.9135,,6.8047,,0.021752,7.1763,7.3643,,1.6811,,2.0612,,,,44.6314,,,3.196,,2.4405,,6.2195,,-448.4375,,1548.3342,0.252789
1388.2116,,8.5,,0.0105585,,0.047639,,95.103,,106.3364,,6.079,,0.017368,5.7655,5.9652,,1.1537,,1.4348,,,,44.6314,,,3.1135,,2.4107,,4.7555,,-448.1861,,1548.3478,0.285797
1388.364,,8.5,,0.0102185,,0.029259,,97.5563,,115.2931,,6.1242,,0.011616,5.6979,5.908,,1.2603,,1.5295,,,,44.6314,,,3.0106,,2.3812,,4.4768,,-447.8764,,1574.804,0.278538
1388.5164,,8.5,,0.0105746,,0.017814,,94.3129,,118.4717,,6.8445,,0.006751,6.638,6.8447,,1.3033,,1.5751,,,,44.6314,,,2.9617,,2.3585,,4.3904,,-447.6265,,1524.6458,0.287846
1388.6688,,8.5,,0.0099138,,0.032516,,93.6392,,108.8581,,8.8866,,0.012648,7.0001,7.2683,,1.1241,,1.3671,,,,44.6314,,,2.9912,,2.3473,,4.3423,,-447.4433,,1497.6566,0.274859
1388.8212,,8.5,,0.0097954,,0.073526,,95.3591,,99.9844,,7.9944,,0.033313,7.1047,7.4621,,0.839,,1.0808,,,,44.6314,,,3.0798,,2.3499,,3.6768,,-447.5029,,1523.5712,0.267852
1388.9736,,8.5,,0.0095323,,0.123889,,94.2849,,102.3045,,6.7399,,0.058645,6.6802,7.2185,,0.6357,,0.8317,,,,44.6314,,,3.1418,,2.3713,,3.3359,,-447.6947,,1567.6466,0.259893
1389.126,,8.5,,0.0105839,,0.148607,,98.3348,,98.9737,,6.536,,0.069146,6.1174,6.7571,,0.6479,,0.8356,,,,44.6314,,,3.1355,,2.3896,,2.8972,,-448.1904,,1611.5659,0.288311
1389.2784,,8.5,,0.0110092,,0.147787,,99.2012,,99.0508,,6.1651,,0.068565,5.9118,6.6676,,0.6669,,0.8574,,,,44.6314,,,3.1049,,2.3981,,3.1046,,-448.8038,,1578.6793,0.297718
1389.4308,,8.5,,0.0117815,,0.129512,,98.3574,,92.4259,,6.0294,,0.05827,5.7237,6.5352,,0.7176,,0.9255,,,,44.6314,,,3.0704,,2.3923,,3.3281,,-449.0596,,1551.3696,0.319251
1389.5832,,8.5,,0.0117977,,0.119796,,96.9963,,99.3214,,6.0028,,0.058817,5.6913,6.5207,,0.7821,,1.0036,,,,44.6314,,,3.08,,2.3902,,3.6191,,-449.1803,,1528.0548,0.318382
1389.7356,,8.5,,0.0116746,,0.118467,,95.807,,101.2509,,6.2343,,0.056258,5.8553,6.6851,,0.7905,,1.0136,,,,44.6314,,,3.1014,,2.3945,,3.7924,,-448.9942,,1520.4969,0.315538
1389.888,,8.5,,0.0105185,,0.119646,,99.5934,,108.578,,6.5461,,0.055762,6.1059,6.9103,,0.7493,,0.9777,,,,44.6314,,,3.1413,,2.3998,,3.867,,-448.5596,,1553.0793,0.285803
1390.0404,,8.5,,0.0101138,,0.101657,,102.1322,,108.1555,,6.7265,,0.045341,6.2965,7.0599,,0.7965,,1.0273,,,,44.6314,,,3.1569,,2.3804,,3.8314,,-448.0086,,1584.0013,0.276525
1390.1928,,8.5,,0.0102977,,0.065135,,101.2418,,111.3239,,6.7598,,0.028195,6.6729,7.4191,,0.9101,,1.1328,,,,44.6314,,,3.1182,,2.3438,,3.5788,,-447.7952,,1543.3857,0.281115
1390.3452,,8.5,,0.01037,,0.038836,,94.863,,106.7667,,7.805,,0.015347,8.0525,8.8339,,0.9347,,1.1438,,,,44.6314,,,3.0658,,2.3314,,3.6472,,-446.8865,,1547.9128,0.28178
1390.4976,,8.5,,0.0091608,,0.052263,,78.3124,,94.4733,,16.8401,,0.02568,13.9063,14.5993,,0.8886,,1.1487,,,,44.6314,,,3.0776,,2.3891,,4.867,,-446.4476,,1491.1733,0.251511
1390.65,,8.5,,0.0063507,,0.097706,,64.7521,,86.1432,,45.4805,,0.056146,32.407,32.2956,,0.8954,,1.2575,,,,44.6314,,,3.1534,,2.484,,9.3352,,-446.4375,,1517.1791,0.176882
1390.8024,,8.5,,0.0056208,,0.12279,,62.0158,,77.5493,,25.6691,,0.076053,22.7177,23.1641,,0.7925,,1.1508,,,,44.6314,,,3.2081,,2.5171,,18.2925,,-446.4461,,1559.343,0.158817
1390.9548,,8.5,,0.0058392,,0.117813,,65.4125,,78.3414,,17.7538,,0.07283,20.5918,20.7941,,0.8736,,1.2089,,,,44.6314,,,3.1896,,2.4749,,7.4412,,-446.8024,,1559.7787,0.16454
1391.1072,,8.5,,0.0076654,,0.104854,,74.2813,,76.3815,,25.7127,,0.058193,17.9586,18.0638,,0.8264,,1.0473,,,,44.6314,,,3.1574,,2.411,,5.3714,,-446.7615,,1553.3901,0.212871
1391.2596,,8.5,,0.0080954,,0.110705,,79.56,,80.8114,,21.3003,,0.055515,14.2723,14.2406,,0.9365,,1.2395,,,,44.6314,,,3.1778,,2.3927,,4.9328,,-447.1832,,1521.7777,0.223701
1391.412,,8.5,,0.0083115,,0.125055,,92.9213,,87.0512,,8.6406,,0.057732,8.872,9.1485,,0.9408,,1.2357,,,,44.6314,,,3.2145,,2.3994,,5.003,,-447.4303,,1507.5176,0.229744
1391.5644,,8.5,,0.0089908,,0.12069,,97.7521,,91.8346,,7.4057,,0.052821,7.0477,7.4012,,0.811,,1.0204,,,,44.6314,,,3.2159,,2.3853,,3.7829,,-447.3707,,1503.2156,0.245634
1391.7168,,8.5,,0.0093092,,0.094348,,95.8728,,102.545,,7.7744,,0.036135,7.4655,8.0052,,0.8977,,1.096,,,,44.6314,,,3.1496,,2.3544,,3.1118,,-447.125,,1500.1936,0.25508
1391.8692,,8.5,,0.0099908,,0.049088,,93.2825,,101.5684,,9.9072,,0.016638,9.9957,10.6842,,0.8737,,1.0581,,,,44.6314,,,3.0758,,2.3218,,2.9767,,-446.8635,,1522.2179,0.271622
1392.0216,,8.5,,0.0102908,,0.01572,,90.9279,,98.1449,,15.385,,0.003038,10.3963,10.9565,,0.8989,,1.1006,,,,44.6314,,,3.0281,,2.3215,,3.5482,,-446.125,,1524.7123,0.280705
1392.174,,8.5,,0.0102,,0.000406,,90.9488,,92.926,,11.1917,,-0.000489,9.6796,10.1528,,1.1811,,1.5113,,,,44.6314,,,3.0022,,2.3457,,4.607,,-445.375,,1534.618,0.27746
1392.3264,,8.5,,0.0101115,,0.002385,,90.8471,,97.6198,,7.2467,,0.000832,7.2132,7.7773,,1.0909,,1.4133,,,,44.6314,,,2.9839,,2.3723,,5.4643,,-444.6337,,1548.2057,0.276617
1392.4788,,8.5,,0.0105,,0.008374,,93.7883,,106.9539,,6.5001,,0.003586,6.2862,6.7885,,1.2061,,1.4662,,,,44.6314,,,2.9581,,2.3874,,4.6185,,-444.2529,,1509.9948,0.284862
1392.6312,,8.5,,0.0108862,,0.017751,,96.6923,,107.2733,,6.4327,,0.005994,5.9058,6.3652,,1.3426,,1.6049,,,,44.6314,,,2.9602,,2.3904,,4.3453,,-444.0058,,1488.7948,0.295549
1392.7836,,8.5,,0.0107161,,0.037655,,96.0171,,108.0792,,6.1085,,0.016481,5.8873,6.291,,1.2966,,1.573,,,,44.6314,,,2.9981,,2.3986,,4.4325,,-444.0,,1473.4907,0.292171
1392.936,,8.5,,0.01123,,0.0601,,94.9836,,103.6267,,6.3602,,0.030438,5.7973,6.1378,,1.2566,,1.5321,,,,44.6314,,,3.0614,,2.4033,,4.4712,,-444.013,,1505.03,0.304619
1393.0884,,8.5,,0.0129631,,0.082339,,94.7058,,105.1785,,6.2269,,0.041794,5.8272,6.1246,,0.8441,,1.0976,,,,44.6314,,,3.1144,,2.4089,,4.3509,,-444.5611,,1537.2529,0.350347
1393.2408,,8.5,,0.0131862,,0.093682,,94.2799,,105.984,,6.1997,,0.048589,5.8435,6.116,,0.8319,,1.0744,,,,44.6314,,,3.1394,,2.409,,4.1492,,-445.0567,,1533.4038,0.357062
1393.3932,,8.5,,0.0127654,,0.099605,,94.686,,108.7439,,6.5052,,0.050483,6.1162,6.3447,,0.8389,,1.0744,,,,44.6314,,,3.1366,,2.4096,,4.0468,,-445.3067,,1538.3732,0.34386
1393.5456,,8.5,,0.0109208,,0.092912,,96.309,,112.5185,,7.2314,,0.043122,6.7476,6.8635,,0.8948,,1.1421,,,,44.6314,,,3.0829,,2.3961,,4.1479,,-445.3111,,1498.0616,0.296051
1393.698,,8.5,,0.0099231,,0.073901,,97.1664,,109.6449,,9.3182,,0.028191,7.891,7.8024,,1.0008,,1.2639,,,,44.6314,,,2.993,,2.3669,,4.1825,,-445.2558,,1489.53,0.270767
1393.8504,,8.5,,0.0099115,,0.050627,,99.2679,,99.3244,,10.7969,,0.012956,9.1402,8.8823,,1.1585,,1.3823,,,,44.6314,,,2.8987,,2.3369,,3.6637,,-445.4389,,1552.4277,0.269816
1394.0028,,8.5,,0.0103885,,0.032583,,101.9432,,93.6753,,10.2095,,0.008314,8.5838,8.3714,,1.0975,,1.2775,,,,44.6314,,,2.8528,,2.321,,3.3451,,-445.6731,,1552.3253,0.28223
1394.1552,,8.5,,0.0104,,0.018344,,100.3208,,92.3994,,8.0609,,0.004539,7.3805,7.3261,,1.1896,,1.3779,,,,44.6314,,,2.8559,,2.3097,,3.208,,-445.3211,,1574.1508,0.283731
1394.3076,,8.5,,0.0103931,,0.014625,,99.6854,,100.3744,,6.9813,,0.002483,6.7413,6.7544,,1.2045,,1.3909,,,,44.6314,,,2.8703,,2.3111,,3.2287,,-445.3067,,1565.9652,0.281975
1394.46,,8.5,,0.0101115,,0.024505,,99.1557,,96.7442,,6.6511,,0.003951,6.4307,6.5121,,1.1158,,1.293,,,,44.6314,,,2.9174,,2.3317,,3.2866,,-445.0769,,1527.3427,0.27527
1394.6124,,8.5,,0.0103046,,0.030491,,93.7707,,94.9677,,6.8332,,0.007492,6.2041,6.4086,,1.027,,1.2455,,,,44.6314,,,2.9643,,2.3721,,3.4991,,-445.4231,,1529.1473,0.279745
1394.7648,,8.5,,0.0106839,,0.023529,,86.7664,,93.4216,,7.4921,,0.006501,7.7343,8.0567,,1.1427,,1.3856,,,,44.6378,,,3.0429,,2.4127,,4.0302,,-445.1947,,1517.0535,0.289986
1394.9172,,8.5,,0.0103977,,0.013457,,85.9579,,96.0768,,18.1363,,0.001374,9.3439,9.7171,,1.3124,,1.6216,,,,44.9046,,,3.1241,,2.4395,,5.7338,,-445.2442,,1514.7228,0.279132
1395.0696,,8.5,,0.0100069,,0.010095,,87.5488,,98.7826,,7.5853,,-0.000662,8.1504,8.6724,,2.7181,,3.2667,,,,44.9046,,,3.1964,,2.4551,,9.3293,,-445.0683,,1519.8416,0.269331
1395.222,,8.5,,0.0099231,,0.019298,,90.2915,,98.7464,,5.6549,,0.003361,5.8518,6.3817,,4.7473,,4.759,,,,44.6443,,,3.2302,,2.4462,,8.8462,,-445.1236,,1519.4679,0.26952
1395.3744,,8.5,,0.0107862,,0.036675,,94.4785,,105.9567,,5.7639,,0.01803,5.717,6.1479,,1.5284,,1.8053,,,,44.9046,,,3.2029,,2.4373,,5.5231,,-445.1192,,1534.2347,0.287113
1395.5268,,8.5,,0.0110885,,0.040715,,97.1045,,110.8823,,7.0072,,0.021722,5.8119,6.2412,,0.958,,1.2115,,,,44.911,,,3.1323,,2.4133,,4.3018,,-444.875,,1520.6852,0.297029
1395.6792,,8.5,,0.0109046,,0.040323,,94.2219,,112.6036,,6.6304,,0.0216,6.5492,6.9733,,0.9871,,1.2764,,,,44.911,,,3.0752,,2.4105,,4.5406,,-444.6265,,1552.5428,0.291529
1395.8316,,8.5,,0.0108839,,0.016685,,93.0984,,109.8467,,7.3882,,0.009261,6.1493,6.5766,,1.5164,,1.8188,,,,44.911,,,3.0161,,2.401,,5.2082,,-444.4332,,1525.0718,0.290998
1395.984,,8.5,,0.0102369,,0.02092,,94.8462,,106.2291,,6.416,,0.007485,6.2782,6.7035,,1.8403,,2.1285,,,,44.911,,,3.0335,,2.409,,5.1817,,-444.0596,,1500.9924,0.291054
1396.1364,,8.5,,0.0110862,,0.031337,,95.2798,,104.1312,,6.2718,,0.0098,5.872,6.3254,,1.7696,,2.0674,,,,44.911,,,3.0602,,2.4081,,5.3342,,-443.5726,,1516.342,0.313248
1396.2888,,8.5,,0.0114,,0.063876,,92.1129,,102.5097,,7.2309,,0.024644,7.4006,7.7921,,1.3745,,1.6706,,,,44.911,,,3.144,,2.4177,,4.6988,,-443.5101,,1514.3245,0.305234
1396.4412,,8.5,,0.0116585,,0.087564,,89.8642,,101.8354,,11.978,,0.041577,7.9151,8.2048,,0.9677,,1.2396,,,,44.911,,,3.2,,2.4256,,5.4246,,-443.8736,,1557.7939,0.309299
1396.5936,,8.5,,0.0102438,,0.104341,,89.358,,101.3062,,10.7393,,0.056927,8.2071,8.4623,,1.0313,,1.3929,,,,44.911,,,3.2216,,2.4374,,6.1798,,-444.1846,,1551.7993,0.273419
1396.746,,8.5,,0.0105815,,0.077355,,87.6367,,100.517,,6.8439,,0.044386,7.0898,7.5127,,1.0241,,1.3536,,,,44.911,,,3.1514,,2.4139,,6.3859,,-444.3837,,1510.6121,0.282311
1396.8984,,8.5,,0.0101931,,0.055792,,84.6622,,102.5112,,7.2788,,0.030538,7.4162,7.8348,,1.0135,,1.2893,,,,44.911,,,3.0543,,2.4173,,4.9532,,-444.9188,,1512.12,0.271945
1397.0508,,8.5,,0.0094862,,0.038668,,84.3754,,103.1844,,11.6956,,0.014487,8.0883,8.5296,,1.3511,,1.6471,,,,44.911,,,3.0007,,2.4379,,5.689,,-444.7063,,1509.6174,0.254322
1397.2032,,8.5,,0.00826,,0.040696,,85.3217,,103.022,,5.37,,0.014273,6.2488,6.78,,1.7126,,2.2622,,,,44.911,,,3.0328,,2.4674,,6.5289,,-445.2471,,1564.9744,0.222473
1397.3556,,8.5,,0.0094908,,0.030844,,86.7948,,106.6677,,5.6852,,0.009447,5.6892,6.1979,,1.212,,1.5711,,,,44.911,,,3.0924,,2.4458,,6.539,,-445.6889,,1586.2446,0.255065
1397.508,,8.5,,0.0104023,,0.030611,,92.9453,,106.3656,,6.1169,,0.014541,5.9516,6.4076,,0.9717,,1.2484,,,,44.911,,,3.1192,,2.412,,5.3641,,-446.1933,,1553.11,0.279518
1397.6604,,8.5,,0.0113585,,0.023169,,96.8859,,107.1602,,7.6927,,0.013397,6.056,6.523,,1.0812,,1.3864,,,,44.911,,,3.0969,,2.3848,,4.9185,,-446.9303,,1573.8094,0.303451
1397.8128,,8.5,,0.0106231,,0.030477,,95.715,,104.3495,,6.2872,,0.015934,6.3169,6.7892,,1.2779,,1.5486,,,,44.911,,,3.1066,,2.3918,,4.775,,-447.3649,,1534.6592,0.284934
1397.9652,,8.5,,0.0107723,,0.025347,,96.4164,,101.5324,,6.7046,,0.011949,5.9632,6.369,,1.2523,,1.5203,,,,44.911,,,3.133,,2.3942,,4.8195,,-447.3678,,1556.9906,0.303504
1398.1176,,8.5,,0.0098138,,0.042429,,97.4414,,100.3015,,6.7202,,0.018031,6.0945,6.508,,1.5164,,1.8702,,,,44.911,,,3.2118,,2.4056,,5.2779,,-447.0539,,1590.0236,0.302283
1398.27,,8.5,,0.0094415,,0.057052,,94.8153,,96.7938,,6.5308,,0.021544,6.4956,6.9128,,1.4152,,1.737,,,,44.911,,,3.2445,,2.412,,5.4425,,-446.3822,,1556.8784,0.291768
1398.4224,,8.5,,0.0107654,,0.069088,,95.2517,,96.338,,7.5425,,0.026576,6.3276,6.7169,,1.1206,,1.4219,,,,44.911,,,3.2542,,2.4178,,5.5074,,-446.0029,,1565.6754,0.288023
1398.5748,,8.5,,0.0107069,,0.060011,,94.812,,103.5411,,7.1107,,0.022497,6.1016,6.4602,,1.4038,,1.7469,,,,44.911,,,3.1947,,2.4205,,5.208,,-445.75,,1570.0962,0.285591
1398.7272,,8.5,,0.0108931,,0.054583,,89.2385,,107.4899,,6.0148,,0.021778,5.8976,6.3,,1.1938,,1.48,,,,44.911,,,3.1313,,2.4482,,5.2014,,-445.5015,,1563.7391,0.290906
1398.8796,,8.5,,0.0108208,,0.032415,,91.5997,,112.3831,,7.4485,,0.004048,5.6076,5.9671,,1.2258,,1.5188,,,,44.911,,,3.0682,,2.4644,,5.4439,,-445.3183,,1528.2782,0.288947
1399.032,,8.5,,0.0115539,,0.026776,,92.7448,,108.3751,,5.1826,,0.000201,5.4573,5.8149,,2.0384,,2.406,,,,44.911,,,3.0788,,2.4745,,5.5247,,-445.3793,,1498.4175,0.308494
1399.1844,,8.5,,0.0104208,,0.01272,,100.9099,,114.2115,,5.7251,,-0.007174,5.0899,5.5064,,3.3564,,3.1642,,,,44.911,,,3.0934,,2.4396,,5.4091,,-445.6351,,1514.9111,0.291321
1399.3368,,8.5,,0.0100769,,0.015798,,100.647,,112.2099,,6.2806,,-0.005378,5.3679,5.6994,,2.0794,,2.205,,,,44.911,,,3.1036,,2.4225,,4.581,,-446.3082,,1547.448,0.282068
1399.4892,,8.5,,0.0088738,,0.018983,,104.5388,,116.02,,5.6892,,-0.006558,5.3623,5.6616,,2.7585,,2.669,,,,44.911,,,3.0824,,2.4181,,4.6601,,-446.8096,,1571.844,0.26076
1399.6416,,8.5,,0.01064,,0.013179,,104.0718,,112.6611,,5.5027,,-0.006008,5.018,5.3221,,3.5914,,3.2243,,,,44.911,,,3.0885,,2.4252,,4.7939,,-447.1817,,1600.1528,0.298497
1399.794,,8.5,,0.0099746,,0.006314,,94.3955,,109.7909,,5.3806,,-0.001708,5.5806,5.8823,,3.7695,,3.3584,,,,44.911,,,3.1486,,2.4303,,4.8084,,-447.3111,,1549.506,0.295637
1399.9464,,8.5,,0.00826,,0.000145,,97.9077,,103.467,,7.39,,-0.0018,6.5737,6.8539,,4.1911,,3.7231,,,,44.911,,,3.2332,,2.4396,,5.9479,,-447.3721,,1535.8638,0.268627
1400.0988,,8.5,,0.0089746,,0.00024,,95.0997,,105.5133,,8.3185,,-0.001924,6.9399,7.2325,,4.9176,,4.5454,,,,44.911,,,3.2927,,2.4633,,6.4832,,-447.3096,,1523.4771,0.246757
1400.2512,,8.5,,0.0086908,,0.010345,,85.6816,,111.1116,,6.9931,,0.001109,6.3533,6.6056,,4.2122,,3.9266,,,,44.911,,,3.3184,,2.5023,,8.1118,,-447.1279,,1524.6248,0.243923
1400.4036,,8.5,,0.0080369,,0.018686,,82.1277,,110.2802,,8.5582,,0.004727,8.0927,8.2036,,5.7057,,5.3538,,,,44.911,,,3.3287,,2.5341,,8.8083,,-447.0625,,1548.3379,0.242839
1400.556,,8.5,,0.0089092,,0.038491,,85.4105,,102.9845,,10.9997,,0.01348,7.8127,7.9799,,3.9444,,4.245,,,,44.911,,,3.3506,,2.5538,,11.7044,,-446.9942,,1544.5344,0.256287
1400.7084,,8.5,,0.0101977,,0.045454,,103.987,,104.3077,,7.8879,,0.017257,7.0409,7.1755,,9.6395,,8.5973,,,,44.911,,,3.3431,,2.5293,,9.1191,,-446.6817,,1541.4191,0.290152
1400.8608,,8.5,,0.0113862,,0.037514,,111.9349,,110.6353,,5.5797,,0.01485,5.5238,5.6942,,3.9823,,3.651,,,,44.911,,,3.2768,,2.4869,,6.3584,,-446.1336,,1505.745,0.322126
1401.0132,,8.5,,0.0119539,,0.017972,,113.7395,,116.041,,5.0046,,0.006105,4.9119,5.0979,,2.8258,,2.732,,,,44.911,,,3.1899,,2.4605,,5.0223,,-445.9505,,1481.9589,0.337463
1401.1656,,8.5,,0.0106161,,0.022358,,102.6752,,117.3746,,5.6161,,-0.002464,5.8196,6.0541,,2.7095,,2.7401,,,,44.911,,,3.1572,,2.4609,,6.0732,,-446.3168,,1517.4271,0.30573
1401.318,,8.5,,0.0099277,,0.050114,,98.8471,,117.1181,,10.2267,,-0.00537,7.1018,7.3604,,5.2414,,5.0702,,,,44.911,,,3.1769,,2.4756,,8.2896,,-446.875,,1541.8375,0.28733
1401.4704,,8.5,,0.0104,,0.065724,,88.9966,,113.9529,,7.1601,,-0.006803,6.6611,6.9572,,8.1324,,7.2427,,,,44.911,,,3.1984,,2.46,,8.3518,,-447.4361,,1550.0229,0.303757
1401.6228,,8.5,,0.0109161,,0.044643,,92.9874,,116.6568,,5.2466,,-0.004188,5.1746,5.442,,4.0742,,3.6823,,,,44.911,,,3.1859,,2.4287,,6.0154,,-447.9375,,1542.7759,0.327857
1401.7752,,8.5,,0.0120792,,0.016694,,99.7984,,116.3316,,5.2036,,-0.000961,4.8116,5.0112,,2.4611,,2.4705,,,,44.911,,,3.1752,,2.3938,,4.8595,,-448.4375,,1521.4078,0.365841
1401.9276,,8.5,,0.0123839,,0.009457,,100.1442,,113.9154,,5.3146,,0.003799,4.9031,5.0604,,2.772,,2.6592,,,,44.911,,,3.1789,,2.3783,,4.3166,,-448.9289,,1520.5187,0.360033
1402.08,,8.5,,0.01197,,0.021369,,100.2024,,112.6599,,5.3069,,0.004418,4.8032,4.9103,,1.7814,,1.8905,,,,44.911,,,3.1722,,2.3823,,3.7867,,-449.0553,,1504.8379,0.337894
1402.2324,,8.5,,0.0103023,,0.024082,,99.0366,,116.2107,,4.9285,,0.005668,4.7048,4.8281,,1.2807,,1.4534,,,,44.911,,,3.1331,,2.4084,,3.6385,,-448.8793,,1500.1136,0.311219
1402.3848,,8.5,,0.0087392,,0.021901,,96.3391,,119.047,,5.5271,,0.005743,5.2428,5.4231,,2.9901,,2.7534,,,,44.911,,,3.1181,,2.4509,,4.3635,,-448.8664,,1499.2693,0.293424
1402.5372,,8.5,,0.0088115,,0.028359,,88.9771,,110.3484,,7.1467,,0.01176,6.6888,6.9029,,5.7189,,5.0895,,,,44.911,,,3.1456,,2.4874,,6.9189,,-448.4986,,1505.8842,0.27294
1402.6896,,8.5,,0.0093931,,0.054256,,85.2574,,101.5568,,10.5658,,0.020663,8.1293,8.3261,,4.7995,,4.5966,,,,44.911,,,3.2098,,2.4937,,6.1463,,-448.0668,,1565.153,0.262826
1402.842,,8.5,,0.0097208,,0.090958,,86.7653,,102.2773,,8.3813,,0.040382,7.159,7.2729,,1.2127,,1.4268,,,,44.911,,,3.2557,,2.474,,4.4124,,-447.8168,,1542.9292,0.275184
1402.9944,,8.5,,0.0108539,,0.117289,,90.7765,,108.3384,,5.4069,,0.055267,5.4419,5.5668,,1.0066,,1.1984,,,,44.911,,,3.2623,,2.4532,,3.1528,,-447.7529,,1529.4924,0.307978
1403.1468,,8.5,,0.0101369,,0.117085,,98.06,,117.0635,,5.2985,,0.05975,4.9025,4.9592,,1.0627,,1.2448,,,,44.911,,,3.2365,,2.4446,,3.1624,,-447.8111,,1515.3998,0.33533
1403.2992,,8.5,,0.010817,,0.074265,,100.1719,,119.3598,,5.2671,,0.037132,4.906,4.956,,1.5497,,1.7196,,,,44.911,,,3.1828,,2.4328,,3.6335,,-447.8067,,1499.5099,0.326305
1403.4516,,8.5,,0.0081369,,0.02959,,97.521,,118.7942,,5.3388,,0.015465,4.8372,4.9241,,3.5324,,3.1936,,,,44.911,,,3.139,,2.4356,,4.7016,,-447.5755,,1499.3253,0.304343
1403.604,,8.5,,0.0069784,,0.010326,,93.083,,118.6614,,5.3885,,0.005367,5.4361,5.4525,,4.7219,,4.3165,,,,44.911,,,3.1402,,2.451,,5.9688,,-447.8692,,1489.7925,0.288254
1403.7564,,8.5,,0.0090815,,0.034086,,92.9351,,117.7287,,7.3011,,0.018938,5.4423,5.4814,,4.6522,,4.1368,,,,44.911,,,3.1902,,2.4751,,5.1465,,-447.939,,1506.6246,0.283303
1403.9088,,8.5,,0.0104423,,0.057903,,93.0664,,117.2581,,5.187,,0.030244,5.2558,5.3327,,2.1728,,2.1184,,,,44.911,,,3.2457,,2.4711,,4.122,,-448.0711,,1514.8767,0.299089
1404.0612,,8.5,,0.0093885,,0.064645,,94.1945,,112.2985,,5.1147,,0.030589,4.691,4.8022,,1.3311,,1.5229,,,,44.911,,,3.2677,,2.452,,3.5178,,-448.5567,,1499.8132,0.302412
1404.2136,,8.5,,0.007883,,0.043833,,97.3684,,107.5879,,5.1733,,0.017818,4.7328,4.8192,,1.4459,,1.6148,,,,44.911,,,3.221,,2.4298,,3.5959,,-448.8096,,1511.6217,0.301888
1404.366,,8.5,,0.0097862,,0.019785,,97.8541,,106.09,,5.1144,,0.005645,4.7724,4.8502,,2.7696,,2.5393,,,,44.911,,,3.1876,,2.421,,3.8578,,-448.9188,,1479.4293,0.305036
1404.5184,,8.5,,0.0111562,,0.0036,,95.844,,109.3383,,5.2627,,-0.000399,4.9014,5.0006,,2.9968,,2.7644,,,,44.911,,,3.1546,,2.4316,,4.3305,,-448.2471,,1494.7229,0.3139
1404.6708,,8.5,,0.0107,,7.6e-05,,91.8019,,107.8775,,5.8061,,-0.002026,5.2814,5.3772,,2.7815,,2.6835,,,,44.911,,,3.1545,,2.4491,,5.0229,,-447.4447,,1516.0387,0.322351
1404.8232,,8.5,,0.0102023,,0.0,,92.1248,,108.0998,,6.3789,,-0.000502,5.4548,5.5191,,2.6026,,2.7986,,,,44.911,,,3.1276,,2.4612,,5.9867,,-446.9447,,1506.017,0.30822
1404.9756,,8.5,,0.0098046,,5.1e-05,,92.0802,,108.9925,,5.3717,,0.000988,5.1188,5.1812,,2.5464,,2.6935,,,,44.911,,,3.1172,,2.4504,,5.608,,-446.7529,,1517.3016,0.298565
1405.128,,8.5,,0.0096023,,0.002414,,93.2889,,111.3118,,5.07,,0.002021,4.7574,4.847,,1.6731,,1.8617,,,,44.911,,,3.1108,,2.4312,,4.6537,,-446.686,,1511.7188,0.291991
1405.2804,,8.5,,0.0094792,,0.013813,,96.6597,,114.3129,,5.2181,,0.003976,4.8052,4.8486,,2.5294,,2.4333,,,,44.911,,,3.1358,,2.4206,,4.1307,,-446.5654,,1502.416,0.297424
1405.4328,,8.5,,0.00853,,0.029929,,97.7587,,109.5497,,5.4321,,0.009063,4.8218,4.8622,,1.7505,,1.8767,,,,44.911,,,3.183,,2.4181,,3.6599,,-446.5711,,1534.5419,0.299746
