DEPT,CALI,BS,GR,SP,DSO8,RSO8,RLA1,RLA2,RLA3,RLA4,RLA5,RT,DT,HDRA,PEF8,RHO8,TNPH,RXO8,TENS
630.784,3.813,8.5,37.466,-207.837,0.259,0.309,0.014,0.012,0.011,0.009,0.006,0.006,55.239,0.184,10.0,2.399,0.424,0.039,2167.6
630.936,3.813,8.5,56.2,-207.609,0.266,0.315,0.013,0.012,0.01,0.009,0.005,0.005,55.156,0.183,9.883,2.416,0.489,0.039,2203.8
631.088,3.813,8.5,45.099,-207.175,0.271,0.317,0.014,0.012,0.01,0.009,0.005,0.005,55.738,0.187,10.0,2.402,0.541,0.039,2234.75
631.241,3.789,8.5,49.216,-206.95,0.284,0.315,0.043,0.036,0.032,0.029,0.022,0.022,55.142,0.198,9.998,2.431,0.509,0.04,2262.201
631.393,3.789,8.5,47.831,-206.887,0.301,0.306,0.013,0.011,0.01,0.008,0.005,0.005,55.717,0.203,9.923,2.459,0.528,0.04,2233.6
631.546,3.813,8.5,45.098,-206.813,0.29,0.306,0.014,0.012,0.011,0.009,0.006,0.006,56.062,0.201,9.951,2.407,0.497,0.039,2167.6
631.698,3.813,8.5,31.916,-206.875,0.273,0.309,0.008,0.007,0.006,0.005,0.001,0.001,55.707,0.199,10.0,2.398,0.565,0.039,2154.2
631.85,3.789,8.5,48.525,-207.425,0.287,0.314,0.015,0.013,0.012,0.01,0.006,0.006,56.219,0.194,9.965,2.391,0.529,0.039,2153.8
632.003,3.789,8.5,65.851,-207.438,0.278,0.312,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,56.188,0.188,9.967,2.379,0.486,0.039,2161.0
632.155,3.789,8.5,40.898,-207.462,0.267,0.304,0.033,0.027,0.024,0.021,0.015,0.015,56.28,0.176,9.889,2.349,0.523,0.039,2188.0
632.308,3.789,8.5,56.149,-208.012,0.238,0.306,0.01,0.009,0.008,0.006,0.002,0.002,56.618,0.168,10.0,2.334,0.561,0.039,2177.2
632.46,3.813,8.5,58.281,-207.462,0.25,0.315,0.012,0.01,0.009,0.007,0.002,0.002,56.961,0.166,10.0,2.338,0.661,0.039,2138.0
632.612,3.813,8.5,45.099,-206.038,0.246,0.314,0.006,0.005,0.004,0.003,100000.0,100000.0,57.171,0.167,9.887,2.351,0.525,0.039,2096.6
632.765,3.789,8.5,45.751,-205.484,0.245,0.308,0.012,0.01,0.009,0.007,0.003,0.003,56.823,0.169,10.0,2.384,0.488,0.039,2111.2
632.917,3.813,8.5,43.71,-205.313,0.253,0.302,0.013,0.011,0.01,0.008,0.003,0.003,56.411,0.164,10.0,2.373,0.487,0.039,2130.25
633.07,3.813,8.5,43.712,-204.587,0.225,0.3,0.016,0.013,0.012,0.01,0.005,0.005,56.598,0.154,10.0,2.322,0.526,0.039,2179.2
633.222,3.813,8.5,45.791,-204.7,0.24,0.308,0.028,0.024,0.021,0.018,0.012,0.012,56.303,0.146,9.897,2.373,0.63,0.039,2220.4
633.374,3.789,8.5,64.466,-205.578,0.23,0.308,0.017,0.014,0.012,0.01,0.005,0.005,55.94,0.142,9.891,2.373,0.526,0.039,2203.8
633.527,3.789,8.5,49.217,-206.3,0.236,0.313,0.015,0.013,0.011,0.009,0.005,0.005,55.835,0.145,10.0,2.355,0.507,0.039,2146.75
633.679,3.789,8.5,58.921,-206.637,0.231,0.318,0.014,0.012,0.011,0.009,0.004,0.004,55.852,0.15,10.0,2.391,0.503,0.039,2101.667
633.832,3.813,8.5,54.119,-207.675,0.233,0.306,0.012,0.011,0.009,0.008,0.003,0.003,55.455,0.155,10.0,2.4,0.652,0.039,2109.0
633.984,3.789,8.5,51.297,-208.425,0.24,0.318,0.015,0.012,0.011,0.009,0.004,0.004,56.049,0.176,9.97,2.444,0.698,0.039,2178.0
634.136,3.813,8.5,49.955,-208.031,0.263,0.315,0.014,0.012,0.011,0.009,0.004,0.004,55.568,0.192,9.963,2.465,0.65,0.039,2210.2
634.289,3.789,8.5,47.136,-208.0,0.28,0.317,0.014,0.012,0.01,0.008,0.004,0.004,55.644,0.204,9.863,2.502,0.557,0.039,2201.5
634.441,3.813,8.5,38.855,-208.113,0.226,0.309,0.013,0.011,0.01,0.008,0.003,0.003,56.415,0.192,10.0,2.445,0.476,0.039,2164.6
634.594,3.813,8.5,50.649,-208.337,0.227,0.305,0.001,0.001,0.001,100000.0,100000.0,100000.0,64.876,0.178,9.95,2.353,0.505,0.039,2141.0
634.746,3.789,8.5,45.058,-208.625,0.225,0.308,0.04,0.033,0.029,0.026,0.02,0.02,73.454,0.164,9.773,2.353,0.582,0.039,2166.2
634.898,3.813,8.5,54.813,-209.175,0.192,0.312,0.013,0.012,0.01,0.008,0.004,0.004,65.878,0.157,10.0,2.326,0.887,0.039,2179.2
635.051,3.789,8.5,43.671,-208.3,0.201,0.31,0.014,0.012,0.01,0.009,0.004,0.004,65.28,0.151,9.932,2.286,0.675,0.039,2189.4
635.203,3.789,8.5,47.831,-206.984,0.202,0.305,0.015,0.012,0.011,0.009,0.005,0.005,57.828,0.143,9.904,2.329,0.684,0.039,2211.0
635.356,3.813,8.5,37.467,-206.313,0.174,0.306,0.01,0.009,0.007,0.006,0.002,0.002,57.506,0.128,10.0,2.334,0.564,0.039,2195.0
635.508,3.789,8.5,48.524,-206.563,0.167,0.32,0.013,0.011,0.01,0.008,0.003,0.003,59.789,0.115,10.0,2.311,0.516,0.039,2155.4
635.66,3.789,8.5,55.456,-207.087,0.171,0.322,0.014,0.012,0.01,0.008,0.004,0.004,67.923,0.117,9.926,2.334,0.461,0.039,2157.4
635.813,3.789,8.5,47.138,-208.387,0.191,0.313,0.013,0.011,0.01,0.008,0.003,0.003,61.334,0.132,9.871,2.423,0.46,0.039,2150.6
635.965,3.789,8.5,45.752,-209.984,0.2,0.313,0.012,0.011,0.009,0.008,0.003,0.003,60.484,0.149,10.0,2.573,0.472,0.039,2129.4
636.118,3.813,8.5,42.322,-209.988,0.185,0.31,0.024,0.02,0.018,0.016,0.012,0.012,56.591,0.156,10.0,2.517,0.479,0.039,2141.0
636.27,3.789,8.5,48.524,-210.337,0.178,0.317,0.041,0.035,0.031,0.028,0.02,0.02,56.113,0.142,9.911,2.37,0.521,0.039,2153.25
636.422,3.813,8.5,41.628,-210.387,0.176,0.303,0.013,0.011,0.01,0.008,0.001,0.001,55.768,0.123,9.974,2.332,0.57,0.039,2130.6
636.575,3.789,8.5,48.524,-210.413,0.169,0.305,100000.0,0.0,0.0,100000.0,100000.0,100000.0,56.291,0.113,9.968,2.344,0.518,0.039,2115.0
636.727,3.813,8.5,46.487,-210.275,0.167,0.32,0.064,0.055,0.048,0.043,0.034,0.034,55.885,0.118,9.857,2.368,0.485,0.039,2110.6
636.88,3.789,8.5,49.217,-210.234,0.184,0.318,0.001,0.002,0.002,0.001,100000.0,100000.0,55.834,0.129,10.0,2.368,0.461,0.039,2120.6
637.032,3.813,8.5,52.038,-210.05,0.172,0.32,0.003,0.003,0.003,0.002,100000.0,100000.0,61.107,0.135,10.0,2.321,0.478,0.039,2119.75
637.184,3.813,8.5,46.485,-210.238,0.18,0.308,0.007,0.006,0.006,0.005,0.001,0.001,62.58,0.141,9.954,2.322,0.473,0.039,2130.4
637.337,3.813,8.5,44.405,-210.563,0.199,0.317,0.021,0.018,0.017,0.015,0.009,0.009,55.218,0.143,10.0,2.356,0.473,0.039,2115.6
637.489,3.813,8.5,47.18,-211.375,0.203,0.321,0.016,0.014,0.012,0.011,0.006,0.006,55.315,0.143,10.0,2.36,0.483,0.039,2123.0
637.642,3.813,8.5,38.161,-212.5,0.185,0.31,0.033,0.029,0.026,0.023,0.016,0.016,55.496,0.143,9.912,2.333,0.511,0.039,2139.6
637.794,3.789,8.5,48.523,-213.488,0.194,0.313,0.02,0.018,0.016,0.014,0.009,0.009,55.809,0.145,10.0,2.33,0.701,0.039,2139.8
637.946,3.813,8.5,54.118,-214.225,0.205,0.31,0.007,0.007,0.006,0.005,0.002,0.002,56.211,0.149,9.779,2.336,0.772,0.039,2103.0
638.099,3.813,8.5,50.649,-214.45,0.197,0.319,0.024,0.021,0.019,0.016,0.012,0.012,56.199,0.158,10.0,2.359,0.699,0.039,2097.8
638.251,3.813,8.5,45.792,-214.5,0.204,0.309,0.012,0.01,0.009,0.008,0.004,0.004,56.256,0.164,10.0,2.365,0.575,0.039,2113.8
638.404,3.789,8.5,47.83,-214.125,0.2,0.313,0.004,0.004,0.004,0.003,0.001,0.001,56.898,0.162,9.928,2.383,0.589,0.039,2140.0
638.556,3.813,8.5,54.118,-213.047,0.176,0.319,0.01,0.008,0.007,0.006,0.003,0.003,57.829,0.143,10.0,2.349,0.495,0.039,2151.4
638.708,3.813,8.5,45.792,-212.4,0.153,0.306,0.017,0.015,0.014,0.012,0.008,0.008,63.737,0.118,9.966,2.308,0.447,0.039,2164.5
638.861,3.789,8.5,41.591,-211.625,0.15,0.315,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,63.749,0.105,9.97,2.303,0.439,0.039,2154.6
639.013,3.789,8.5,37.433,-211.525,0.149,0.304,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,63.837,0.112,10.0,2.301,0.468,0.039,2121.0
639.166,3.813,8.5,43.71,-212.125,0.156,0.302,0.017,0.015,0.013,0.011,0.008,0.008,64.539,0.119,9.91,2.316,0.451,0.039,2112.8
639.318,3.813,8.5,36.079,-213.109,0.142,0.315,0.044,0.037,0.033,0.029,0.023,0.023,64.402,0.102,9.964,2.316,0.464,0.039,2125.25
639.47,3.813,8.5,39.548,-212.613,0.099,0.311,0.038,0.032,0.029,0.025,0.019,0.019,71.191,0.066,10.0,2.233,0.463,0.039,2171.167
639.623,3.789,8.5,47.832,-212.2,0.063,0.317,0.011,0.009,0.008,0.007,0.005,0.005,71.073,0.033,10.0,2.212,0.471,0.039,2197.25
639.775,3.813,8.5,49.261,-212.813,0.073,0.322,0.019,0.015,0.014,0.012,0.01,0.01,70.952,0.038,10.0,2.242,0.609,0.039,2230.2
639.928,3.789,8.5,46.443,-213.375,0.083,0.319,0.018,0.015,0.014,0.012,0.009,0.009,70.894,0.054,10.0,2.233,0.776,0.039,2209.8
640.08,3.789,8.5,40.899,-213.516,0.105,0.324,0.006,0.004,0.004,0.003,100000.0,100000.0,70.998,0.077,9.803,2.247,0.695,0.039,2175.4
640.232,3.789,8.5,34.66,-213.575,0.126,0.325,0.035,0.029,0.025,0.023,0.017,0.017,71.373,0.083,9.978,2.266,0.627,0.039,2135.6
640.385,3.813,8.5,48.568,-213.962,0.121,0.313,0.001,0.001,0.0,100000.0,100000.0,100000.0,71.362,0.082,10.0,2.241,0.675,0.039,2139.25
640.537,3.813,8.5,43.017,-213.65,0.126,0.319,0.014,0.012,0.01,0.009,0.003,0.003,71.435,0.079,10.0,2.237,0.795,0.039,2152.0
640.69,3.789,8.5,57.535,-212.887,0.134,0.318,0.002,0.002,0.001,0.0,100000.0,100000.0,71.015,0.074,9.934,2.27,0.688,0.039,2152.8
640.842,3.789,8.5,47.832,-212.725,0.126,0.312,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,71.181,0.077,10.0,2.263,0.49,0.039,2158.8
640.994,3.813,8.5,50.648,-212.297,0.117,0.309,0.028,0.023,0.021,0.018,0.013,0.013,71.197,0.071,9.889,2.237,0.462,0.039,2148.2
641.147,3.813,8.5,51.343,-211.975,0.113,0.318,0.021,0.018,0.016,0.014,0.008,0.008,70.759,0.07,9.987,2.245,0.492,0.039,2130.0
641.299,3.789,8.5,47.83,-212.275,0.12,0.308,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,70.748,0.071,10.0,2.243,0.529,0.039,2146.6
641.452,3.789,8.5,47.137,-212.262,0.136,0.302,0.025,0.02,0.018,0.015,0.01,0.01,70.72,0.087,9.936,2.262,0.56,0.039,2162.2
641.604,3.813,8.5,44.405,-212.413,0.161,0.312,0.029,0.024,0.021,0.019,0.013,0.013,70.08,0.1,9.967,2.277,0.532,0.039,2202.2
641.756,3.789,8.5,52.683,-213.203,0.163,0.309,0.014,0.013,0.011,0.009,0.004,0.004,70.446,0.109,10.0,2.271,0.645,0.039,2207.4
641.909,3.813,8.5,47.18,-213.775,0.156,0.311,0.008,0.007,0.006,0.005,0.003,0.003,69.917,0.113,9.896,2.279,0.689,0.039,2192.0
642.061,3.813,8.5,31.222,-212.212,0.184,0.317,0.009,0.008,0.007,0.005,0.003,0.003,70.175,0.112,9.976,2.277,0.683,0.039,2166.0
642.214,3.789,8.5,38.125,-211.313,0.188,0.316,0.024,0.02,0.018,0.016,0.012,0.012,69.645,0.113,10.0,2.287,0.631,0.039,2121.6
642.366,3.813,8.5,40.242,-211.063,0.185,0.316,0.022,0.019,0.017,0.015,0.011,0.011,69.74,0.118,10.0,2.297,0.514,0.039,2133.8
642.518,3.789,8.5,47.137,-209.734,0.198,0.313,0.016,0.014,0.012,0.011,0.009,0.009,69.945,0.127,9.999,2.288,0.535,0.039,2204.6
642.671,3.813,8.5,54.118,-208.775,0.203,0.308,0.027,0.022,0.02,0.018,0.014,0.014,70.054,0.134,9.931,2.298,0.466,0.039,2224.6
642.823,3.813,8.5,50.649,-208.712,0.198,0.308,0.018,0.016,0.014,0.013,0.011,0.011,69.757,0.141,9.955,2.297,0.46,0.039,2171.5
642.976,3.789,8.5,54.762,-209.188,0.218,0.311,0.019,0.016,0.015,0.013,0.013,0.013,69.543,0.144,10.0,2.294,0.506,0.039,2122.8
643.128,3.813,8.5,40.242,-208.788,0.215,0.307,0.033,0.03,0.027,0.024,0.022,0.022,69.847,0.146,9.962,2.305,0.584,0.039,2054.6
643.28,3.813,8.5,53.424,-209.375,0.203,0.31,0.006,0.006,0.005,0.005,0.005,0.005,69.8,0.142,9.921,2.299,0.68,0.039,2062.4
643.433,3.789,8.5,61.694,-210.328,0.212,0.311,0.009,0.008,0.007,0.007,0.007,0.007,69.813,0.145,10.0,2.303,0.567,0.039,2108.4
643.585,3.789,8.5,29.807,-210.525,0.221,0.313,0.047,0.04,0.036,0.032,0.028,0.028,69.911,0.145,9.922,2.308,0.546,0.039,2184.25
643.738,3.813,8.5,47.874,-210.962,0.211,0.313,0.016,0.014,0.012,0.011,0.009,0.009,70.376,0.146,10.0,2.313,0.528,0.039,2224.2
643.89,3.789,8.5,44.363,-211.538,0.21,0.31,0.012,0.01,0.009,0.008,0.008,0.008,70.534,0.139,9.894,2.313,0.588,0.039,2180.6
644.042,3.813,8.5,44.405,-211.45,0.205,0.309,0.013,0.012,0.01,0.009,0.008,0.008,70.856,0.138,10.0,2.322,0.632,0.039,2123.2
644.195,3.813,8.5,49.261,-211.438,0.2,0.309,0.022,0.019,0.017,0.015,0.013,0.013,70.669,0.134,10.0,2.311,0.574,0.039,2092.2
644.347,3.789,8.5,47.137,-211.172,0.202,0.314,0.014,0.012,0.011,0.009,0.009,0.009,70.873,0.134,10.0,2.311,0.476,0.039,2103.4
644.5,3.813,8.5,37.466,-210.775,0.193,0.323,0.015,0.013,0.012,0.01,0.009,0.009,71.371,0.132,9.804,2.304,0.444,0.039,2134.25
644.652,3.789,8.5,54.07,-210.075,0.204,0.318,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,71.619,0.137,9.849,2.316,0.457,0.039,2165.0
644.804,3.789,8.5,42.285,-209.75,0.213,0.319,0.011,0.01,0.009,0.008,0.007,0.007,63.753,0.149,10.0,2.365,0.443,0.039,2158.8
644.957,3.813,8.5,46.486,-209.063,0.246,0.306,0.013,0.011,0.01,0.009,0.008,0.008,63.807,0.162,9.914,2.438,0.47,0.039,2154.6
645.109,3.789,8.5,38.126,-208.625,0.215,0.311,0.012,0.01,0.01,0.009,0.008,0.008,63.687,0.171,10.0,2.386,0.538,0.039,2160.0
645.262,3.813,8.5,50.648,-209.438,0.234,0.314,0.016,0.014,0.013,0.011,0.01,0.01,63.83,0.174,9.843,2.403,0.61,0.039,2139.0
645.414,3.789,8.5,38.126,-210.075,0.226,0.314,0.013,0.011,0.01,0.009,0.009,0.009,64.259,0.168,10.0,2.424,0.572,0.039,2148.4
645.566,3.813,8.5,37.467,-209.613,0.204,0.313,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,63.242,0.153,9.963,2.331,0.579,0.039,2153.6
645.719,3.813,8.5,37.466,-209.938,0.197,0.325,0.008,0.007,0.007,0.006,0.005,0.005,55.465,0.134,10.0,2.322,0.663,0.039,2159.6
645.871,3.789,8.5,43.671,-209.984,0.181,0.324,0.023,0.019,0.017,0.015,0.013,0.013,64.865,0.117,9.932,2.306,0.669,0.039,2167.8
646.024,3.789,8.5,55.456,-209.6,0.163,0.308,0.042,0.035,0.032,0.029,0.023,0.023,64.961,0.108,9.935,2.285,0.576,0.039,2127.75
646.176,3.789,8.5,53.376,-209.688,0.167,0.308,0.031,0.026,0.023,0.021,0.017,0.017,58.159,0.101,9.954,2.295,0.535,0.039,2116.2
646.328,3.789,8.5,62.387,-209.363,0.168,0.308,0.013,0.012,0.01,0.009,0.008,0.008,64.987,0.099,10.0,2.296,0.559,0.039,2134.8
646.481,3.813,8.5,45.099,-208.825,0.177,0.314,0.014,0.012,0.011,0.01,0.008,0.008,53.556,0.115,10.0,2.328,0.716,0.039,2146.8
646.633,3.813,8.5,48.568,-208.45,0.214,0.315,0.014,0.012,0.011,0.01,0.008,0.008,74.838,0.153,9.81,2.401,0.722,0.039,2164.4
646.786,3.789,8.5,46.443,-208.453,0.235,0.31,0.014,0.012,0.011,0.01,0.009,0.009,74.336,0.185,10.0,2.571,0.57,0.039,2153.0
646.938,3.813,8.5,45.793,-209.563,0.236,0.314,0.014,0.012,0.01,0.009,0.008,0.008,67.332,0.202,10.0,2.57,0.527,0.039,2126.0
647.09,3.813,8.5,44.404,-210.413,0.212,0.309,0.015,0.013,0.011,0.01,0.009,0.009,68.393,0.188,10.0,2.425,0.517,0.039,2129.75
647.243,3.789,8.5,52.683,-210.663,0.203,0.312,0.033,0.028,0.025,0.023,0.02,0.02,57.61,0.171,9.878,2.322,0.588,0.039,2125.2
647.395,3.789,8.5,43.671,-210.8,0.19,0.315,0.026,0.023,0.02,0.018,0.015,0.015,64.861,0.145,9.997,2.312,0.488,0.039,2121.8
647.548,3.813,8.5,42.323,-211.375,0.177,0.319,0.011,0.01,0.009,0.008,0.008,0.008,64.528,0.127,9.911,2.287,0.541,0.039,2162.4
647.7,3.813,8.5,56.894,-211.438,0.149,0.321,0.028,0.024,0.021,0.019,0.017,0.017,65.091,0.117,10.0,2.261,0.506,0.039,2182.0
647.852,3.789,8.5,38.819,-211.375,0.16,0.312,0.016,0.014,0.012,0.011,0.01,0.01,71.265,0.115,10.0,2.282,0.543,0.039,2179.6
648.005,3.813,8.5,40.935,-211.594,0.16,0.311,0.016,0.013,0.012,0.01,0.009,0.009,71.829,0.119,9.946,2.274,0.531,0.039,2139.2
648.157,3.813,8.5,47.874,-211.2,0.179,0.309,0.043,0.036,0.033,0.029,0.025,0.025,71.06,0.127,9.893,2.308,0.464,0.039,2130.2
648.31,3.813,8.5,48.568,-210.325,0.184,0.314,0.019,0.016,0.015,0.013,0.011,0.011,71.09,0.135,10.0,2.328,0.488,0.039,2149.75
648.462,3.813,8.5,45.792,-210.012,0.188,0.318,0.032,0.027,0.024,0.021,0.017,0.017,71.191,0.139,9.978,2.333,0.488,0.039,2139.2
648.614,3.789,8.5,38.819,-210.25,0.187,0.316,0.027,0.023,0.021,0.019,0.016,0.016,64.768,0.135,9.981,2.309,0.549,0.039,2152.8
648.767,3.813,8.5,52.73,-210.262,0.177,0.327,0.008,0.007,0.007,0.006,0.005,0.005,64.815,0.13,10.0,2.303,0.533,0.039,2160.4
648.919,3.813,8.5,38.854,-210.788,0.178,0.313,0.008,0.007,0.006,0.005,0.004,0.004,64.279,0.121,9.91,2.337,0.47,0.039,2161.6
649.072,3.789,8.5,47.83,-211.375,0.182,0.31,0.016,0.014,0.013,0.011,0.009,0.009,63.748,0.122,9.988,2.332,0.626,0.039,2151.6
649.224,3.789,8.5,46.445,-212.047,0.168,0.31,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,56.215,0.13,9.953,2.304,0.693,0.039,2168.4
649.376,3.789,8.5,58.92,-211.675,0.183,0.314,0.036,0.031,0.027,0.024,0.019,0.019,56.415,0.136,10.0,2.32,0.983,0.039,2155.0
649.529,3.789,8.5,47.83,-211.725,0.201,0.313,0.01,0.009,0.008,0.007,0.005,0.005,56.453,0.139,9.986,2.318,0.741,0.039,2160.5
649.681,3.789,8.5,45.751,-211.837,0.201,0.318,0.025,0.021,0.018,0.016,0.012,0.012,56.257,0.134,9.925,2.294,0.686,0.039,2171.8
649.834,3.813,8.5,53.425,-212.475,0.185,0.315,0.044,0.037,0.033,0.03,0.024,0.024,56.615,0.136,10.0,2.281,0.483,0.039,2166.25
649.986,3.789,8.5,38.818,-212.988,0.202,0.309,0.01,0.008,0.008,0.007,0.005,0.005,55.737,0.136,10.0,2.285,0.492,0.039,2149.6
650.138,3.789,8.5,46.444,-213.05,0.21,0.308,0.015,0.013,0.012,0.01,0.009,0.009,55.869,0.14,9.802,2.271,0.454,0.039,2147.0
650.291,3.789,8.5,49.217,-212.212,0.219,0.309,0.023,0.02,0.018,0.015,0.013,0.013,56.426,0.138,10.0,2.303,0.495,0.039,2171.0
650.443,3.789,8.5,56.149,-212.2,0.196,0.314,0.047,0.04,0.036,0.032,0.026,0.026,56.012,0.134,10.0,2.265,0.527,0.039,2166.4
650.596,3.789,8.5,45.751,-211.938,0.204,0.32,0.017,0.015,0.013,0.012,0.011,0.011,55.889,0.133,10.0,2.268,0.555,0.039,2156.2
650.748,3.813,8.5,47.874,-211.175,0.211,0.318,0.013,0.011,0.01,0.009,0.008,0.008,56.143,0.138,9.881,2.273,0.565,0.039,2161.2
650.9,3.813,8.5,46.486,-211.337,0.204,0.308,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,56.262,0.141,9.937,2.263,0.513,0.039,2164.4
651.053,3.813,8.5,52.038,-212.512,0.214,0.314,0.004,0.004,0.004,0.003,0.003,0.003,55.826,0.132,9.985,2.28,0.666,0.039,2188.6
651.205,3.789,8.5,47.137,-212.837,0.195,0.313,0.002,0.002,0.002,0.002,0.003,0.003,55.753,0.123,10.0,2.252,0.661,0.04,2195.8
651.358,3.789,8.5,40.899,-212.15,0.208,0.309,0.012,0.011,0.01,0.009,0.008,0.008,55.746,0.124,9.868,2.26,0.692,0.039,2185.0
651.51,3.813,8.5,45.098,-213.063,0.225,0.307,0.014,0.012,0.011,0.01,0.009,0.009,55.914,0.131,9.707,2.272,0.667,0.039,2191.6
651.662,3.789,8.5,35.353,-213.1,0.217,0.312,0.015,0.013,0.012,0.011,0.01,0.01,55.486,0.135,9.798,2.252,0.609,0.039,2206.0
651.815,3.813,8.5,52.73,-212.488,0.224,0.309,0.02,0.017,0.016,0.014,0.012,0.012,55.526,0.138,9.771,2.255,0.475,0.04,2197.5
651.967,3.813,8.5,49.261,-211.425,0.233,0.305,0.018,0.016,0.014,0.013,0.012,0.012,55.854,0.144,9.998,2.291,0.404,0.04,2191.6
652.12,3.813,8.5,46.486,-210.438,0.247,0.3,0.015,0.013,0.012,0.01,0.009,0.009,55.475,0.157,9.993,2.304,0.454,0.039,2152.6
652.272,3.813,8.5,42.323,-210.275,0.253,0.307,0.014,0.012,0.011,0.01,0.009,0.009,55.617,0.167,9.95,2.294,0.502,0.039,2138.2
652.424,3.789,8.5,39.512,-210.125,0.27,0.314,0.01,0.009,0.008,0.006,0.005,0.005,55.653,0.175,9.968,2.322,0.494,0.039,2130.0
652.577,3.813,8.5,45.792,-209.25,0.261,0.309,0.011,0.009,0.009,0.007,0.006,0.006,55.651,0.178,9.997,2.31,0.495,0.039,2150.0
652.729,3.789,8.5,50.603,-207.613,0.271,0.303,0.014,0.012,0.011,0.009,0.008,0.008,55.567,0.181,9.992,2.333,0.512,0.039,2157.4
652.882,3.813,8.5,40.242,-207.188,0.267,0.311,0.015,0.013,0.012,0.01,0.009,0.009,55.555,0.183,9.966,2.37,0.515,0.039,2137.4
653.034,3.789,8.5,40.899,-207.475,0.241,0.302,0.013,0.012,0.01,0.009,0.008,0.008,55.631,0.175,10.0,2.324,0.524,0.039,2155.6
653.186,3.789,8.5,48.523,-208.313,0.235,0.307,0.014,0.012,0.011,0.009,0.007,0.007,55.519,0.163,10.0,2.331,0.528,0.039,2173.6
653.339,3.813,8.5,43.017,-209.438,0.215,0.312,0.014,0.012,0.011,0.009,0.007,0.007,55.401,0.153,9.992,2.283,0.507,0.039,2181.6
653.491,3.813,8.5,47.18,-210.825,0.235,0.312,0.022,0.019,0.017,0.014,0.01,0.01,55.46,0.155,9.937,2.339,0.453,0.039,2175.0
653.644,3.789,8.5,59.615,-211.488,0.244,0.312,0.009,0.008,0.007,0.006,0.004,0.004,55.154,0.164,10.0,2.369,0.434,0.039,2196.4
653.796,3.789,8.5,45.751,-211.825,0.263,0.308,0.012,0.01,0.009,0.008,0.006,0.006,55.658,0.176,9.946,2.387,0.421,0.039,2176.8
653.948,3.789,8.5,37.432,-212.413,0.266,0.309,0.001,0.0,100000.0,100000.0,0.0,0.0,55.78,0.183,10.0,2.38,0.537,0.039,2191.4
654.101,3.789,8.5,54.07,-212.0,0.258,0.309,0.04,0.034,0.03,0.027,0.022,0.022,55.874,0.181,9.999,2.34,0.59,0.039,2194.4
654.253,3.813,8.5,43.017,-211.85,0.241,0.313,0.001,0.001,0.001,0.0,100000.0,100000.0,56.127,0.175,10.0,2.331,0.613,0.039,2150.4
654.406,3.813,8.5,52.731,-212.387,0.239,0.31,0.012,0.01,0.009,0.008,0.006,0.006,55.991,0.17,9.939,2.323,0.524,0.039,2157.6
654.558,3.789,8.5,41.591,-212.863,0.246,0.309,0.03,0.026,0.023,0.02,0.016,0.016,56.286,0.17,10.0,2.33,0.529,0.039,2161.6
654.71,3.813,8.5,51.343,-212.587,0.239,0.309,0.013,0.012,0.011,0.009,0.008,0.008,56.785,0.166,9.943,2.315,0.529,0.039,2163.4
654.863,3.789,8.5,39.512,-212.837,0.218,0.31,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,56.669,0.16,10.0,2.304,0.502,0.039,2195.0
655.015,3.789,8.5,43.671,-213.738,0.219,0.311,0.013,0.011,0.01,0.009,0.008,0.008,57.043,0.155,9.965,2.306,0.44,0.039,2190.2
655.168,3.813,8.5,54.812,-214.262,0.227,0.312,0.014,0.012,0.011,0.009,0.007,0.007,56.602,0.154,9.974,2.309,0.495,0.039,2163.4
655.32,3.813,8.5,42.323,-214.406,0.212,0.312,0.012,0.011,0.009,0.008,0.005,0.005,56.624,0.157,10.0,2.306,0.539,0.039,2137.4
655.472,3.789,8.5,45.751,-214.5,0.227,0.31,0.012,0.011,0.01,0.008,0.007,0.007,56.525,0.164,9.961,2.341,0.72,0.039,2093.75
655.625,3.789,8.5,42.285,-214.637,0.239,0.303,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,56.012,0.167,9.914,2.346,0.647,0.039,2131.2
655.777,3.813,8.5,38.854,-214.375,0.226,0.307,0.014,0.012,0.01,0.009,0.006,0.006,55.83,0.166,10.0,2.375,0.803,0.038,2139.8
655.93,3.789,8.5,47.137,-213.45,0.231,0.309,0.013,0.011,0.01,0.008,0.005,0.005,55.609,0.162,10.0,2.384,0.744,0.038,2146.8
656.082,3.813,8.5,45.792,-212.337,0.214,0.305,0.008,0.006,0.006,0.004,0.001,0.001,56.174,0.162,9.885,2.392,0.943,0.038,2162.4
656.234,3.813,8.5,45.098,-211.163,0.221,0.311,0.018,0.015,0.013,0.011,0.007,0.007,64.503,0.166,9.926,2.464,0.652,0.038,2173.8
