DEPTH,BS:1,BS:2,BS:3,BS:4,DNPH:1,DNPH:2,DNPH:3,DNPH:4,DPHZ:1,DPHZ:2,DPHZ:3,DPHZ:4,DT:1,DT:2,DT:3,DT:4,ECGR:1,ECGR:2,ECGR:3,EHGR:1,EHGR:2,EHGR:3,EHGR:4,HART:1,HART:2,HART:3,HART:4,HCAL:1,HCAL:2,HCAL:3,HCAL:4,HDRA:1,HDRA:2,HDRA:3,HDRA:4,HLLD:1,HLLD:2,HLLD:3,HLLS:1,HLLS:2,HLLS:3,HRLD,HRLS,HTEM:1,HTEM:2,HTEM:3,HTEM:4,HTNP,NPHI:1,NPHI:2,NPHI:3,PEF8,PEFZ:1,PEFZ:2,RHO8,RHOZ:1,RHOZ:2,RHOZ:3,RXO8,RXOZ:1,RXOZ:2,RXOZ:3,SP:1,SP:2,SP:3,SP:4,TENS:1,TENS:2,TENS:3,TENS:4
47.0916,,,6.125,,,,0.001227,,,,0.4901,,,,53.382,,,,25.1331,,,25.4442,,,,148.8903,,,,3.7204,,,,-0.0037,,,,0.1098,,,0.0057,,,,,24.2598,,,,,0.760396,,,9.9023,,,,1.872,,,,0.1479,,,61.4141,,,,605.6119,
47.244,,,6.125,,,,0.0077313,,,,0.4901,,,,53.382,,,,24.8892,,,26.6269,,,,137.5379,,,,3.7297,,,,-0.0037,,,,0.1096,,,0.0056,,,,,24.2598,,,,,0.770357,,,9.9023,,,,1.872,,,,0.1489,,,60.724,,,,605.9521,
47.3964,,,6.125,,,,0.0052499,,,,0.4901,,,,53.382,,,,23.1592,,,22.0783,,,,52.5096,,,,3.7321,,,,-0.0037,,,,0.1084,,,0.0053,,,,,24.2598,,,,,0.747551,,,9.9023,,,,1.872,,,,0.1491,,,59.8685,,,,606.4058,
47.5488,,,6.125,,,,0.0086751,,,,0.4901,,,,53.382,,,,22.004,,,20.2503,,,,47.8346,,,,3.7402,,,,-0.0037,,,,0.1094,,,6249.6182,,,,,24.2598,,,,,0.803995,,,9.9023,,,,1.872,,,,0.1495,,,58.957,,,,605.8388,
47.7012,,,6.125,,,,0.0004394,,,,0.4901,,,,53.382,,,,22.462,,,23.5786,,,,28.3698,,,,3.7309,,,,-0.0037,,,,0.1072,,,47500.7773,,,,,24.2598,,,,,0.754085,,,9.9023,,,,1.872,,,,0.1493,,,58.194,,,,601.3122,
47.8536,,,6.125,,,,0.0123043,,,,0.4901,,,,53.382,,,,23.1214,,,23.7729,,,,32.5777,,,,3.7216,,,,-0.0037,,,,0.1072,,,6249.6196,,,,,24.2598,,,,,0.769265,,,9.9023,,,,1.872,,,,0.1499,,,57.5456,,,,600.9721,
48.006,,,6.125,,,,0.0102937,,,,0.4901,,,,53.3902,,,,22.3135,,,22.2328,,,,22.2197,,,,3.7301,,,,-0.0037,,,,0.0798,,,0.0061,,,,,24.2598,,,,,0.725159,,,9.9023,,,,1.872,,,,0.15,,,57.2435,,,,595.8124,
48.1584,,,6.125,,,,0.0121897,,,,0.4901,,,,53.4584,,,,21.1667,,,20.9218,,,,15.2873,,,,3.734,,,,-0.0037,,,,0.1101,,,0.0155,,,,,24.2598,,,,,0.787374,,,9.9023,,,,1.872,,,,0.1497,,,56.9505,,,,601.3029,
48.3108,,,6.125,,,,0.0020457,,,,0.4901,,,,53.5187,,,,20.3126,,,20.0733,,,,12.2699,,,,3.7301,,,,-0.0037,,,,0.1285,,,0.0265,,,,,24.2598,,,,,0.8017,,,9.9023,,,,1.872,,,,0.1495,,,56.7435,,,,603.1645,
48.4632,,,6.125,,,,0.004221,,,,0.49,,,,53.5678,,,,21.1919,,,19.665,,,,18.5695,,,,3.7204,,,,-0.003783,,,,0.1053,,,0.0102,,,,,24.2598,,,,,0.848269,,,9.8953,,,,1.8722,,,,0.1491,,,56.5391,,,,601.5201,
48.6156,,,6.125,,,,-0.0042606,,,,0.4888,,,,53.5545,,,,21.9853,,,23.7071,,,,19.4483,,,,3.7204,,,,-0.004104,,,,0.0994,,,0.0051,,,,,24.2598,,,,,0.818575,,,9.8269,,,,1.8741,,,,0.1489,,,56.6315,,,,609.1368,
48.768,,,6.125,,,,0.0012271,,,,0.4869,,,,53.6509,,,,23.0367,,,22.4823,,,,31.8939,,,,3.7297,,,,-0.001125,,,,0.1037,,,0.013,,,,,24.2598,,,,,0.807017,,,9.6882,,,,1.8775,,,,0.1482,,,56.8255,,,,610.5637,
48.9204,,,6.125,,,,0.0012791,,,,0.4845,,,,53.8397,,,,21.3133,,,22.7645,,,,60.0079,,,,3.7321,,,,0.005204,,,,0.098,,,0.0075,,,,,24.2598,,,,,0.772173,,,9.5536,,,,1.8815,,,,0.1479,,,57.0534,,,,608.3335,
49.0728,,,6.125,,,,0.0045354,,,,0.4823,,,,53.8304,,,,20.8862,,,18.7858,,,,63.1683,,,,3.7402,,,,0.012367,,,,0.1534,,,0.0103,,,,,24.2598,,,,,0.734344,,,9.4879,,,,1.8853,,,,0.148,,,56.737,,,,609.3919,
49.2252,,,6.125,,,,0.0123396,,,,0.48,,,,53.8393,,,,20.812,,,21.1833,,,,130.8289,,,,3.7333,,,,0.016673,,,,0.1798,,,0.022,,,,,24.2598,,,,,0.722884,,,9.4825,,,,1.8893,,,,0.1482,,,56.2435,,,,609.3163,
49.3776,,,6.125,,,,0.014875,,,,0.479,,,,53.8155,,,,21.5422,,,22.6046,,,,87.8689,,,,3.7402,,,,0.01666,,,,0.1288,,,0.0144,,,,,24.2598,,,,,0.709576,,,9.5501,,,,1.891,,,,0.1484,,,55.707,,,,609.8455,
49.53,,,6.125,,,,0.0145022,,,,0.4794,,,,53.8136,,,,20.7384,,,20.5716,,,,103.4562,,,,3.7321,,,,0.010465,,,,0.1288,,,0.008,,,,,24.2598,,,,,0.783398,,,9.6541,,,,1.8902,,,,0.1489,,,55.2734,,,,608.2485,
49.6824,,,6.125,,,,0.0054,,,,0.4806,,,,53.7997,,,,19.7014,,,18.857,,,,94.0375,,,,3.7297,,,,0.002615,,,,0.131,,,0.0062,,,,,24.2598,,,,,0.818023,,,9.7587,,,,1.8881,,,,0.1492,,,54.5755,,,,603.6274,
49.8348,,,6.125,,,,-0.0010583,,,,0.4828,,,,53.9747,,,,20.2389,,,19.7678,,,,94.4141,,,,3.7216,,,,-0.003833,,,,0.1357,,,6249.6191,,,,,24.2598,,,,,0.835709,,,9.856,,,,1.8843,,,,0.1486,,,53.9896,,,,604.3552,
49.9872,,,6.125,,,,-0.0045647,,,,0.4798,,,,54.6872,,,,20.2799,,,22.385,,,,140.9914,,,,3.7285,,,,-0.004975,,,,0.126,,,53750.3867,,,,,24.2598,,,,,0.786921,,,9.9214,,,,1.8896,,,,0.1476,,,53.7734,,,,604.2039,
50.1396,,,6.125,,,,0.0071792,,,,0.4621,,,,55.4483,,,,19.7061,,,19.24,,,,137.0084,,,,3.7204,,,,-0.004188,,,,0.126,,,53750.3867,,,,,24.2598,,,,,0.7343,,,9.9782,,,,1.9198,,,,0.1468,,,53.3516,,,,606.9349,
50.292,,,6.125,,,,0.013175,,,,0.4331,,,,56.4055,,,,19.0023,,,18.1123,,,,60.6986,,,,3.7192,,,,-0.001087,,,,0.1101,,,6249.6221,,,,,24.2598,,,,,0.69706,,,9.9982,,,,1.9694,,,,0.1468,,,53.181,,,,606.9066,
50.4444,,,6.125,,,,0.01645,,,,0.4038,,,,56.2586,,,,20.162,,,20.3489,,,,41.4821,,,,3.7192,,,,0.000817,,,,0.1159,,,0.011,,,,,24.2598,,,,,0.717594,,,10.0,,,,2.0196,,,,0.1463,,,52.974,,,,605.9333,
50.5968,,,6.125,,,,0.0135667,,,,0.3958,,,,55.7256,,,,22.8889,,,22.6744,,,,93.0597,,,,3.7192,,,,0.001452,,,,0.1236,,,0.0076,,,,,24.2598,,,,,0.759323,,,10.0,,,,2.0331,,,,0.1454,,,52.6536,,,,601.0571,
50.7492,,,6.125,,,,0.0066188,,,,0.4117,,,,54.4747,,,,24.149,,,26.1275,,,,131.7671,,,,3.7204,,,,-0.001223,,,,0.133,,,0.0057,,,,,24.2598,,,,,0.803584,,,10.0,,,,2.0058,,,,0.1446,,,52.9479,,,,596.1149,
50.9016,,,6.125,,,,-0.0031315,,,,0.4355,,,,53.2395,,,,23.3836,,,23.6194,,,,77.0686,,,,3.7285,,,,-0.002927,,,,0.1265,,,0.0055,,,,,24.2598,,,,,0.761614,,,10.0,,,,1.9653,,,,0.1446,,,52.931,,,,592.7885,
51.054,,,6.125,,,,0.0105126,,,,0.4543,,,,53.5948,,,,20.8497,,,20.3334,,,,72.3653,,,,3.7212,,,,-0.003785,,,,0.1143,,,0.0118,,,,,24.2598,,,,,0.778913,,,10.0,,,,1.9331,,,,0.1449,,,52.8516,,,,595.0282,
51.2064,,,6.125,,,,0.0112916,,,,0.4619,,,,53.7837,,,,20.0625,,,18.4684,,,,127.1175,,,,3.7278,,,,-0.003669,,,,0.1194,,,0.0067,,,,,24.2598,,,,,0.771533,,,10.0,,,,1.9201,,,,0.145,,,53.0299,,,,591.5222,
51.3588,,,6.125,,,,0.0118813,,,,0.4659,,,,53.8327,,,,20.2059,,,21.6287,,,,72.2149,,,,3.7394,,,,-0.003158,,,,0.121,,,0.007,,,,,24.2598,,,,,0.758123,,,9.9999,,,,1.9133,,,,0.1451,,,52.9805,,,,595.1509,
51.5112,,,6.125,,,,0.0117145,,,,0.466,,,,53.8476,,,,20.5729,,,20.6214,,,,135.8836,,,,3.7294,,,,-0.002269,,,,0.1275,,,0.0108,,,,,24.2598,,,,,0.69095,,,9.9953,,,,1.9131,,,,0.1456,,,52.6914,,,,605.9617,
51.6636,,,6.125,,,,0.0157604,,,,0.4632,,,,53.8629,,,,21.353,,,19.6006,,,,137.2946,,,,3.7332,,,,-0.001256,,,,0.1223,,,0.0038,,,,,24.2598,,,,,0.654099,,,9.9607,,,,1.918,,,,0.1465,,,51.9505,,,,610.3936,
51.816,,,6.125,,,,0.0180063,,,,0.4637,,,,53.7922,,,,21.429,,,23.5836,,,,72.54,,,,3.7282,,,,-0.001462,,,,0.1197,,,0.0101,,,,,24.2598,,,,,0.695117,,,9.9002,,,,1.9171,,,,0.1481,,,51.237,,,,611.9528,
51.9684,,,6.125,,,,0.0154167,,,,0.4702,,,,53.7734,,,,22.3996,,,20.7844,,,,87.1842,,,,3.7305,,,,-0.00229,,,,0.122,,,0.0087,,,,,24.2598,,,,,0.758888,,,9.8024,,,,1.9059,,,,0.1497,,,50.5221,,,,607.7098,
52.1208,,,6.125,,,,0.0109334,,,,0.4791,,,,53.7808,,,,21.3048,,,22.7239,,,,135.8226,,,,3.7297,,,,-0.002996,,,,0.1292,,,0.0061,,,,,24.2598,,,,,0.812371,,,9.6931,,,,1.8909,,,,0.1504,,,50.418,,,,608.7682,
52.2732,,,6.125,,,,0.0010708,,,,0.485,,,,53.7398,,,,20.6681,,,21.3467,,,,91.8456,,,,3.7204,,,,-0.00289,,,,0.1272,,,0.0029,,,,,24.2598,,,,,0.842048,,,9.6006,,,,1.8807,,,,0.1504,,,50.2956,,,,610.2802,
52.4256,,,6.125,,,,-0.0086897,,,,0.4871,,,,53.6779,,,,20.2257,,,19.1125,,,,137.9939,,,,3.7208,,,,-0.002558,,,,0.1257,,,0.0009,,,,,24.2598,,,,,0.8273,,,9.5274,,,,1.8771,,,,0.1506,,,50.4935,,,,606.8782,
52.578,,,6.125,,,,-0.0005791,,,,0.4874,,,,53.6015,,,,20.2867,,,21.0261,,,,111.1231,,,,3.7316,,,,-0.002035,,,,0.1281,,,0.005,,,,,24.2598,,,,,0.806177,,,9.4668,,,,1.8766,,,,0.1507,,,50.6615,,,,606.3301,
52.7304,,,6.125,,,,0.0027562,,,,0.4843,,,,53.6093,,,,21.2121,,,20.7293,,,,113.4245,,,,3.7233,,,,-0.002188,,,,0.127,,,0.0054,,,,,24.2598,,,,,0.778352,,,9.3973,,,,1.8819,,,,0.1511,,,50.7812,,,,608.532,
52.8828,,,6.125,,,,0.0064146,,,,0.4761,,,,53.6215,,,,22.5311,,,21.7433,,,,123.4464,,,,3.7389,,,,-3.8e-05,,,,0.1278,,,0.0013,,,,,24.2598,,,,,0.753945,,,9.4073,,,,1.8959,,,,0.1512,,,52.0169,,,,609.8171,
53.0352,,,6.125,,,,0.0097147,,,,0.4659,,,,53.7084,,,,22.0866,,,25.2601,,,,113.4054,,,,3.7309,,,,0.002931,,,,0.1282,,,0.0047,,,,,24.2598,,,,,0.780367,,,9.4681,,,,1.9134,,,,0.1515,,,52.9779,,,,610.9323,
53.1876,,,6.125,,,,0.0040895,,,,0.4605,,,,53.7494,,,,22.015,,,19.6448,,,,140.006,,,,3.7204,,,,0.00569,,,,0.1298,,,0.0055,,,,,24.2598,,,,,0.772614,,,9.5413,,,,1.9226,,,,0.1514,,,53.1458,,,,603.0698,
53.34,,,6.125,,,,0.0062751,,,,0.4634,,,,53.7052,,,,21.034,,,21.7309,,,,96.2447,,,,3.7192,,,,0.004454,,,,0.1338,,,0.0059,,,,,24.2598,,,,,0.820859,,,9.5595,,,,1.9175,,,,0.1512,,,52.4245,,,,605.7159,
53.4924,,,6.125,,,,-0.0031377,,,,0.4706,,,,53.6176,,,,21.6309,,,22.3961,,,,107.2134,,,,3.7216,,,,0.00186,,,,0.1349,,,0.007,,,,,24.2598,,,,,0.781249,,,9.5816,,,,1.9053,,,,0.1512,,,51.5521,,,,607.5303,
53.6448,,,6.125,,,,0.0068605,,,,0.4758,,,,53.5853,,,,20.5662,,,21.6332,,,,137.0393,,,,3.7402,,,,0.001975,,,,0.1302,,,0.0023,,,,,24.2598,,,,,0.785903,,,9.6912,,,,1.8964,,,,0.1511,,,51.0755,,,,606.9066,
53.7972,,,6.125,,,,0.0076166,,,,0.4724,,,,53.653,,,,19.7268,,,18.3542,,,,75.1085,,,,3.7414,,,,0.009635,,,,0.1305,,,0.0082,,,,,24.2598,,,,,0.742458,,,9.8351,,,,1.9022,,,,0.1509,,,50.8021,,,,606.4246,
53.9496,,,6.125,,,,0.0130167,,,,0.4623,,,,53.7215,,,,20.0199,,,19.4243,,,,93.9938,,,,3.7309,,,,0.022677,,,,0.1317,,,0.0067,,,,,24.2598,,,,,0.727707,,,9.9561,,,,1.9195,,,,0.1504,,,50.9049,,,,607.8516,
54.102,,,6.125,,,,0.0150667,,,,0.4513,,,,53.7463,,,,21.284,,,22.0411,,,,131.2094,,,,3.7216,,,,0.032056,,,,0.132,,,0.0044,,,,,24.2598,,,,,0.686177,,,9.9816,,,,1.9383,,,,0.1503,,,50.8581,,,,601.4445,
54.2544,,,6.125,,,,0.0175188,,,,0.4521,,,,53.7331,,,,22.4805,,,22.2461,,,,104.0578,,,,3.7309,,,,0.026163,,,,0.1353,,,0.0081,,,,,24.2598,,,,,0.661525,,,9.8889,,,,1.937,,,,0.1505,,,51.112,,,,606.4153,
54.4068,,,6.125,,,,0.0179688,,,,0.4607,,,,53.6966,,,,22.3327,,,23.2365,,,,81.9879,,,,3.7402,,,,0.011612,,,,0.1349,,,0.0084,,,,,24.2598,,,,,0.652152,,,9.6457,,,,1.9222,,,,0.1507,,,51.3385,,,,605.4797,
54.5592,,,6.125,,,,0.0179625,,,,0.4689,,,,53.7363,,,,21.8829,,,21.849,,,,120.6829,,,,3.7321,,,,7.3e-05,,,,0.1289,,,6249.6138,,,,,24.2598,,,,,0.66969,,,9.4277,,,,1.9082,,,,0.1506,,,51.763,,,,601.5862,
54.7116,,,6.125,,,,0.0184937,,,,0.466,,,,53.8549,,,,21.3563,,,21.1244,,,,138.632,,,,3.7309,,,,0.002737,,,,0.1295,,,47500.7773,,,,,24.2598,,,,,0.660345,,,9.4441,,,,1.9132,,,,0.1503,,,52.293,,,,610.1953,
54.864,,,6.125,,,,0.0194563,,,,0.4501,,,,53.8817,,,,21.5811,,,21.1931,,,,73.9625,,,,3.7321,,,,0.021638,,,,0.1326,,,6249.6211,,,,,24.2598,,,,,0.693561,,,9.6809,,,,1.9403,,,,0.1501,,,52.7656,,,,608.5697,
55.0164,,,6.125,,,,0.0181916,,,,0.4332,,,,53.8414,,,,22.1529,,,22.6415,,,,73.0493,,,,3.7402,,,,0.040719,,,,0.1322,,,0.0056,,,,,24.2598,,,,,0.687252,,,9.9112,,,,1.9692,,,,0.1502,,,53.7865,,,,610.2803,
55.1688,,,6.125,,,,0.0184354,,,,0.426,,,,53.6637,,,,22.5482,,,23.0482,,,,132.0846,,,,3.7321,,,,0.047344,,,,0.1281,,,0.0024,,,,,24.2598,,,,,0.702811,,,9.958,,,,1.9814,,,,0.1505,,,54.681,,,,608.1161,
55.3212,,,6.125,,,,0.0166166,,,,0.4354,,,,53.6476,,,,23.9532,,,22.5811,,,,73.2937,,,,3.7297,,,,0.032219,,,,0.1316,,,0.0068,,,,,24.2598,,,,,0.679785,,,9.7898,,,,1.9655,,,,0.151,,,55.474,,,,610.5637,
55.4736,,,6.125,,,,0.0174958,,,,0.4517,,,,53.7704,,,,25.3446,,,26.4211,,,,82.6524,,,,3.7216,,,,0.013154,,,,0.1343,,,0.007,,,,,24.2598,,,,,0.666671,,,9.4724,,,,1.9377,,,,0.1516,,,56.043,,,,611.1495,
55.626,,,6.125,,,,0.0181354,,,,0.4665,,,,53.844,,,,25.294,,,26.9137,,,,89.3582,,,,3.7309,,,,0.001373,,,,0.1294,,,6249.6152,,,,,24.2598,,,,,0.637302,,,9.2172,,,,1.9123,,,,0.1517,,,56.4635,,,,614.9863,
55.7784,,,6.125,,,,0.0196063,,,,0.4761,,,,53.7735,,,,22.8966,,,22.6898,,,,138.1884,,,,3.7402,,,,-0.001213,,,,0.1328,,,47500.7773,,,,,24.2598,,,,,0.603914,,,9.1724,,,,1.8959,,,,0.1514,,,57.1081,,,,612.4158,
55.9308,,,6.125,,,,0.0201875,,,,0.4817,,,,53.6756,,,,21.7223,,,19.7576,,,,99.8639,,,,3.7309,,,,-0.001362,,,,0.1345,,,6249.6177,,,,,24.2598,,,,,0.649686,,,9.3196,,,,1.8863,,,,0.151,,,58.1185,,,,612.0473,
56.0832,,,6.125,,,,0.0185083,,,,0.4847,,,,53.5203,,,,21.7725,,,22.9512,,,,91.2007,,,,3.7216,,,,-0.001862,,,,0.1364,,,6249.6177,,,,,24.2598,,,,,0.67986,,,9.452,,,,1.8813,,,,0.1502,,,59.1836,,,,607.0672,
56.2356,,,6.125,,,,0.0180063,,,,0.4856,,,,53.5978,,,,21.6196,,,22.6879,,,,57.036,,,,3.7285,,,,-0.002838,,,,0.1351,,,47500.7773,,,,,24.2598,,,,,0.709502,,,9.489,,,,1.8797,,,,0.1499,,,60.6159,,,,606.1884,
56.388,,,6.125,,,,0.0170625,,,,0.4847,,,,53.7624,,,,20.2365,,,19.0771,,,,68.8586,,,,3.7229,,,,-0.003192,,,,0.1347,,,6249.6191,,,,,24.2598,,,,,0.719108,,,9.4544,,,,1.881,,,,0.15,,,61.6081,,,,607.1711,
56.5404,,,6.125,,,,0.0164167,,,,0.4811,,,,53.7624,,,,20.4013,,,19.0671,,,,113.9972,,,,3.7402,,,,-0.001848,,,,0.1329,,,6249.6167,,,,,24.2598,,,,,0.728977,,,9.3932,,,,1.8873,,,,0.1513,,,62.862,,,,607.0011,
56.6928,,,6.125,,,,0.0144605,,,,0.4778,,,,53.6709,,,,21.7913,,,23.1248,,,,144.7901,,,,3.7402,,,,9e-05,,,,0.1326,,,47500.7773,,,,,24.2598,,,,,0.77013,,,9.3681,,,,1.8929,,,,0.1524,,,64.1081,,,,607.3602,
56.8452,,,6.125,,,,0.007977,,,,0.4749,,,,53.5663,,,,22.7072,,,23.3629,,,,117.8509,,,,3.7241,,,,0.001938,,,,0.1343,,,12499.2256,,,,,24.2598,,,,,0.764316,,,9.3756,,,,1.8979,,,,0.153,,,65.694,,,,607.7665,
56.9976,,,6.125,,,,0.008773,,,,0.4722,,,,53.5065,,,,23.2081,,,22.176,,,,119.4026,,,,3.7402,,,,0.00329,,,,0.1351,,,47500.7773,,,,,24.2598,,,,,0.792822,,,9.4218,,,,1.9025,,,,0.1529,,,67.3945,,,,608.2862,
57.15,,,6.125,,,,0.0050749,,,,0.4696,,,,53.5689,,,,22.8854,,,24.9385,,,,91.0809,,,,3.7414,,,,0.004406,,,,0.1366,,,6249.6187,,,,,24.2598,,,,,0.752027,,,9.4619,,,,1.9069,,,,0.1528,,,69.224,,,,611.5938,
57.3024,,,6.125,,,,0.0105459,,,,0.4699,,,,53.5452,,,,22.1924,,,22.0613,,,,122.3277,,,,3.7321,,,,0.004696,,,,0.141,,,0.0079,,,,,24.2598,,,,,0.727467,,,9.4722,,,,1.9065,,,,0.1534,,,70.8425,,,,609.392,
57.4548,,,6.125,,,,0.0143771,,,,0.4726,,,,53.5311,,,,22.9994,,,19.5001,,,,151.0313,,,,3.7297,,,,0.004121,,,,0.137,,,0.0042,,,,,24.2598,,,,,0.717191,,,9.4595,,,,1.9018,,,,0.1541,,,72.1094,,,,605.4418,
57.6072,,,6.125,,,,0.0147334,,,,0.4747,,,,53.5587,,,,23.5236,,,27.0704,,,,154.7734,,,,3.7229,,,,0.003912,,,,0.1384,,,0.0027,,,,,24.2598,,,,,0.747694,,,9.4491,,,,1.8984,,,,0.155,,,72.763,,,,607.6436,
57.7596,,,6.125,,,,0.009825,,,,0.473,,,,53.613,,,,23.7162,,,24.0892,,,,149.4578,,,,3.7402,,,,0.006767,,,,0.1384,,,0.0032,,,,,24.2598,,,,,0.75955,,,9.488,,,,1.9013,,,,0.1554,,,73.418,,,,612.2836,
57.912,,,6.125,,,,0.0048042,,,,0.4685,,,,53.7149,,,,21.9691,,,20.067,,,,107.2635,,,,3.7426,,,,0.014875,,,,0.136,,,0.0062,,,,,24.2598,,,,,0.800567,,,9.5472,,,,1.9087,,,,0.1559,,,73.905,,,,613.2097,
58.0644,,,6.125,,,,-0.0012772,,,,0.4657,,,,53.6689,,,,21.7866,,,21.9921,,,,149.7027,,,,3.7426,,,,0.022242,,,,0.1354,,,0.0034,,,,,24.2598,,,,,0.795421,,,9.5904,,,,1.9136,,,,0.1559,,,74.1771,,,,613.2097,
58.2168,,,6.125,,,,0.0053917,,,,0.4656,,,,53.5939,,,,22.7473,,,23.3131,,,,154.5904,,,,3.7426,,,,0.024771,,,,0.1358,,,0.003,,,,,24.2598,,,,,0.780796,,,9.5585,,,,1.914,,,,0.156,,,74.7669,,,,612.9922,
58.3692,,,6.125,,,,0.0089479,,,,0.4706,,,,53.4774,,,,23.7632,,,23.1702,,,,135.4721,,,,3.7418,,,,0.017385,,,,0.1368,,,0.0021,,,,,24.2598,,,,,0.723916,,,9.3923,,,,1.9053,,,,0.1558,,,75.043,,,,614.0223,
58.5216,,,6.125,,,,0.0144709,,,,0.4763,,,,53.3949,,,,23.0423,,,24.4477,,,,72.1387,,,,3.734,,,,0.008119,,,,0.1336,,,0.0043,,,,,24.2598,,,,,0.719664,,,9.1196,,,,1.8955,,,,0.1556,,,75.0469,,,,613.7388,
58.674,,,6.125,,,,0.0144834,,,,0.4814,,,,53.4211,,,,22.9345,,,21.0788,,,,67.0123,,,,3.7208,,,,0.001046,,,,0.135,,,0.0053,,,,,24.2598,,,,,0.742079,,,8.8608,,,,1.8868,,,,0.1556,,,74.4896,,,,610.6959,
58.8264,,,6.125,,,,0.0111312,,,,0.4837,,,,53.4615,,,,21.9405,,,22.5574,,,,97.3193,,,,3.7192,,,,-0.000692,,,,0.1368,,,0.0079,,,,,24.2598,,,,,0.756262,,,8.7465,,,,1.8828,,,,0.1559,,,74.2109,,,,612.0851,
58.9788,,,6.125,,,,0.0099105,,,,0.4859,,,,53.5561,,,,22.658,,,21.6262,,,,149.0623,,,,3.7216,,,,-7.5e-05,,,,0.1344,,,0.0018,,,,,24.2598,,,,,0.816263,,,8.7813,,,,1.8791,,,,0.1561,,,73.7135,,,,614.5799,
59.1312,,,6.125,,,,0.0003998,,,,0.4876,,,,53.6054,,,,23.149,,,22.9202,,,,150.7917,,,,3.7377,,,,0.001783,,,,0.1366,,,6249.6172,,,,,24.2598,,,,,0.793697,,,8.954,,,,1.8761,,,,0.156,,,73.375,,,,610.6014,
59.2836,,,6.125,,,,0.0068897,,,,0.4868,,,,53.5241,,,,24.4109,,,24.1995,,,,146.5659,,,,3.7229,,,,0.004348,,,,0.1356,,,47500.7773,,,,,24.2598,,,,,0.811596,,,9.1994,,,,1.8775,,,,0.1554,,,73.056,,,,609.7699,
59.436,,,6.125,,,,0.0045562,,,,0.4836,,,,53.5008,,,,23.8794,,,25.5679,,,,92.2762,,,,3.7301,,,,0.006444,,,,0.1357,,,12499.2285,,,,,24.2598,,,,,0.807722,,,9.4583,,,,1.8831,,,,0.1547,,,72.7005,,,,610.5826,
59.5884,,,6.125,,,,9.8e-05,,,,0.4786,,,,53.4936,,,,25.5014,,,21.4494,,,,145.8887,,,,3.7328,,,,0.007081,,,,0.1337,,,53750.3867,,,,,24.2598,,,,,0.85834,,,9.6152,,,,1.8915,,,,0.1543,,,72.4375,,,,611.6127,
59.7408,,,6.125,,,,-0.0141502,,,,0.4753,,,,53.5521,,,,26.3803,,,29.1309,,,,147.7203,,,,3.7208,,,,0.005952,,,,0.1311,,,53750.3867,,,,,24.2598,,,,,0.826482,,,9.6652,,,,1.8973,,,,0.1542,,,72.2201,,,,610.0156,
59.8932,,,6.125,,,,-0.0016271,,,,0.4729,,,,53.5826,,,,26.8981,,,28.6772,,,,97.0964,,,,3.7216,,,,0.005156,,,,0.1312,,,6249.6147,,,,,24.2598,,,,,0.744495,,,9.6717,,,,1.9014,,,,0.1541,,,72.2435,,,,605.8859,
60.0456,,,6.125,,,,0.0135959,,,,0.4706,,,,53.6594,,,,25.0332,,,23.2861,,,,85.9505,,,,3.7377,,,,0.007569,,,,0.1344,,,0.007,,,,,24.2598,,,,,0.720996,,,9.7122,,,,1.9053,,,,0.1539,,,72.263,,,,612.6522,
60.198,,,6.125,,,,0.0166063,,,,0.4563,,,,53.8228,,,,23.831,,,23.8918,,,,133.8615,,,,3.7216,,,,0.02536,,,,0.1292,,,0.0014,,,,,24.2598,,,,,0.714669,,,9.8119,,,,1.9297,,,,0.1537,,,72.3945,,,,610.1951,
60.3504,,,6.125,,,,0.0172583,,,,0.4347,,,,53.8542,,,,25.5517,,,24.9798,,,,67.9407,,,,3.7192,,,,0.047579,,,,0.1284,,,0.0021,,,,,24.2598,,,,,0.717357,,,9.9192,,,,1.9666,,,,0.1534,,,72.668,,,,610.9133,
60.5028,,,6.125,,,,0.017625,,,,0.4057,,,,53.9386,,,,27.4633,,,27.958,,,,91.8293,,,,3.7192,,,,0.071773,,,,0.1329,,,0.0052,,,,,24.2598,,,,,0.674479,,,9.9877,,,,2.0163,,,,0.1533,,,72.8125,,,,614.4098,
60.6552,,,6.125,,,,0.0187021,,,,0.3868,,,,53.7786,,,,29.6765,,,28.6977,,,,140.8591,,,,3.7204,,,,0.081602,,,,0.1308,,,0.0046,,,,,24.2598,,,,,0.660217,,,9.9967,,,,2.0486,,,,0.1532,,,72.9245,,,,613.4932,
60.8076,,,6.125,,,,0.0184833,,,,0.3738,,,,53.5818,,,,30.1324,,,31.0539,,,,109.1691,,,,3.7297,,,,0.087677,,,,0.1315,,,6249.6182,,,,,24.2598,,,,,0.662439,,,9.9955,,,,2.0709,,,,0.1531,,,72.957,,,,613.3798,
60.96,,,6.125,,,,0.0186479,,,,0.3671,,,,53.5218,,,,31.49,,,29.1506,,,,144.6366,,,,3.7305,,,,0.090735,,,,0.1281,,,53750.3867,,,,,24.2598,,,,,0.674365,,,9.9839,,,,2.0824,,,,0.1532,,,73.0925,,,,611.7449,
