TVD,ROP,GR,T-TEMP
117.6528,19.9363,63.2565,22.7363
117.8052,19.9424,64.0903,22.7304
117.9576,19.9485,65.2487,22.7338
118.11,19.5488,64.2217,22.7409
118.2624,19.0184,63.364,22.748
118.4148,18.488,63.4429,22.7551
118.5672,18.4769,61.4998,22.8046
118.7196,19.0378,62.1625,22.8017
118.872,19.5987,62.7959,22.7988
119.0244,20.0399,61.8147,22.7959
119.1768,19.9881,60.5883,22.793
119.3292,19.9362,59.8337,22.7901
119.4816,19.8844,60.9836,22.8027
119.634,19.8995,60.6639,22.7999
119.7864,19.9209,61.6884,22.7971
119.9388,19.9422,61.9963,22.7943
120.0912,18.8092,61.5245,22.7915
120.2436,17.0107,61.3974,22.8491
120.396,15.2122,62.9945,22.8428
120.5484,14.6701,62.6569,22.8365
120.7008,16.4228,63.1687,22.8302
120.8532,18.1756,64.0412,22.8239
121.0056,19.8069,65.0635,22.847
121.158,19.9014,64.0237,22.833
121.3104,19.9959,63.5245,22.8688
121.4628,20.0904,63.7379,22.9069
121.6152,20.0883,62.1062,22.9675
121.7676,20.0608,62.3664,22.9557
121.92,20.0334,64.8315,22.9438
122.0724,20.0746,64.8581,22.9881
122.2248,20.1813,64.3095,22.9881
122.3772,20.288,64.2486,22.9873
122.5296,20.3848,63.9521,22.9761
122.682,20.4488,61.9062,22.9649
122.8344,20.5129,62.8765,23.0017
122.9868,20.5769,60.9577,22.9955
123.1392,20.4611,61.2479,22.9893
123.2916,20.3362,62.4734,22.9955
123.444,20.2112,63.2118,22.9837
123.5964,20.2109,63.1137,23.0007
123.7488,20.2718,62.7034,22.9976
123.9012,20.3328,61.5337,22.9919
124.0536,20.3117,61.2176,23.0444
124.206,20.1624,61.3197,23.0273
124.3584,20.013,61.5055,23.0101
124.5108,19.8977,63.631,23.007
124.6632,20.0592,64.3283,23.013
124.8156,20.2208,64.6178,23.0319
124.968,20.3824,65.7964,23.0159
125.1204,20.1674,64.7766,22.9977
125.2728,19.8748,64.6404,23.0213
125.4252,19.5822,64.4552,23.0272
125.5776,19.5419,64.9179,23.0331
125.73,19.7096,65.0162,23.0383
125.8824,19.8772,63.531,23.0434
126.0348,19.9649,62.8093,23.0485
126.1872,19.8338,62.7086,23.0669
126.3396,19.7027,62.9791,23.0509
126.492,19.5717,64.8579,23.0348
126.6444,19.6723,64.1249,23.0845
126.7968,19.776,64.135,23.0724
126.9492,19.8796,64.0971,23.0603
127.1016,20.0091,63.0919,23.0719
127.254,20.1493,61.7486,23.0949
127.4064,20.2895,62.3931,23.0949
127.5588,20.3544,62.0385,23.0949
127.7112,20.3178,61.9295,23.1249
127.8636,20.2813,63.5968,23.1213
128.016,20.215,64.1482,23.1171
128.1684,19.9741,64.5609,23.1129
128.3208,19.7333,65.5651,23.1111
128.4732,19.4925,66.3102,23.1239
128.6256,19.6024,65.0839,23.1366
128.778,19.767,65.1353,23.1493
128.9304,19.9316,64.4496,23.138
129.0828,20.0214,63.412,23.1296
129.2352,20.058,62.9064,23.1212
129.3876,20.0945,63.6068,23.1129
129.54,19.8079,61.7138,23.1389
129.6924,18.7807,62.1472,23.1351
129.8448,17.7534,62.1778,23.1312
129.9972,16.7965,61.9857,23.1274
130.1496,18.7992,63.6054,23.1702
130.302,20.8019,63.337,23.1664
130.4544,22.8045,62.57,23.1626
130.6068,25.9481,62.0956,23.1587
130.7592,29.4871,60.3114,23.164
130.9116,33.0261,58.0368,23.1929
131.064,37.044,56.7107,23.2218
131.2164,41.6194,56.6747,23.2507
131.3688,46.1948,55.7265,23.2875
131.5212,49.0418,55.041,23.2989
131.6736,44.0915,55.6419,23.2878
131.826,39.1411,55.6221,23.2768
131.9784,34.1908,56.0472,23.2658
132.1308,34.9989,57.0694,23.3037
132.2832,36.4407,57.4916,23.2934
132.4356,37.8825,58.4188,23.2832
132.588,34.191,57.5136,23.273
132.7404,27.3569,58.3586,23.2628
132.8928,20.5227,56.0959,23.2994
133.0452,18.4329,55.1763,23.289
133.1976,25.5658,53.2089,23.2786
133.35,32.6986,52.5484,23.2682
133.5024,39.4226,54.0454,23.3506
133.6548,39.636,54.3796,23.3409
133.8072,39.8494,56.3644,23.3311
133.9596,40.0627,56.9607,23.3214
134.112,38.5889,56.8571,23.3117
134.2644,36.6349,57.7668,23.3375
134.4168,34.681,58.8721,23.3342
134.5692,34.2115,59.5514,23.331
134.7216,35.2387,59.8255,23.3277
134.874,36.266,58.9616,23.3245
135.0264,35.9504,57.756,23.3654
135.1788,30.7989,56.8834,23.3594
135.3312,25.6473,56.0232,23.3533
135.4836,20.4958,55.2705,23.3472
135.636,23.231,54.6718,23.3411
135.7884,26.4988,53.4779,23.3969
135.9408,29.7665,53.6117,23.3885
136.0932,30.666,53.5532,23.3802
136.2456,30.3246,54.8653,23.3718
136.398,29.9832,56.1573,23.3982
136.5504,29.9738,55.7262,23.3953
136.7028,30.5164,56.0517,23.3924
136.8552,31.059,54.9249,23.3895
137.0076,31.5332,54.5647,23.3865
137.16,31.3564,54.4587,23.4299
137.3124,31.1796,54.6663,23.4236
137.4648,31.0028,54.5183,23.4173
137.6172,31.2456,55.0803,23.411
137.7696,31.5839,54.6783,23.4047
137.922,31.9223,55.4452,23.4422
