DEPT,HVOL,AVOL,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDP4,HDP5,HDP6,HDPT,BIT
1601.4,0.143054,0.055372,49.415529,,114.52785,0.345647,8.973035,0.072756,2.420776,3.349657,,-18.643315,,,,,,,,,8.5
1601.5,0.140827,0.053146,49.398252,,117.456881,0.339134,8.908876,0.071321,2.421232,3.360371,,-18.555975,,,,,,,,,8.5
1601.6,0.138634,0.050953,49.402357,,122.131435,0.333578,8.833294,0.070116,2.421168,3.366365,,-18.465515,,,,,,,,,8.5
1601.7,0.137105,0.049423,49.421264,,127.193882,0.332384,8.770332,0.069823,2.421705,3.360721,,-18.312823,,,,,,,,,8.5
1601.8,0.136426,0.048744,49.415801,,130.693322,0.337674,8.736121,0.072015,2.427159,3.34929,,-18.170625,,,,,,,,,8.5
1601.9,0.13627,0.048588,49.384579,,130.339354,0.346713,8.726986,0.075235,2.434001,3.343584,,-18.070111,,,,,,,,,8.5
1602.0,0.136286,0.048604,49.406415,,128.293446,0.354511,8.726158,0.078966,2.441265,3.349003,,-17.936571,,,,,,,,,8.5
1602.1,0.136445,0.048763,49.446726,,126.145487,0.356344,8.728022,0.081864,2.445985,3.371295,,-17.804287,,,,,,,,,8.5
1602.2,0.136796,0.049114,49.429456,,124.536919,0.351193,8.736371,0.083167,2.446522,3.401759,,-17.75728,,,,,,,,,8.5
1602.3,0.137236,0.049555,49.427135,,123.745431,0.342162,8.750467,0.082482,2.442112,3.428894,,-17.753647,,,,,,,,,8.5
1602.4,0.137587,0.049905,49.462385,,123.723514,0.332758,8.764499,0.080947,2.436475,3.448508,,-17.709856,,,,,,,,,8.5
1602.5,0.137739,0.050058,49.459832,,123.784389,0.326122,8.772778,0.079889,2.433762,3.46466,,-17.673254,,,,,,,,,8.5
1602.6,0.137727,0.050045,49.437105,,123.548411,0.324055,8.774206,0.079945,2.435469,3.473502,,-17.668433,,,,,,,,,8.5
1602.7,0.137633,0.049952,49.442247,,123.719552,0.327698,8.771991,0.080276,2.438683,3.469244,,-17.677353,,,,,,,,,8.5
1602.8,0.137512,0.049831,49.409136,,124.359944,0.335915,8.768236,0.080437,2.441903,3.457691,,-17.660569,,,,,,,,,8.5
1602.9,0.137402,0.049721,49.436023,,125.218696,0.34619,8.76429,0.079603,2.442996,3.439371,,-17.673164,,,,,,,,,8.5
1603.0,0.137337,0.049655,49.462889,,125.907605,0.355533,8.761209,0.077845,2.441965,3.410226,,-17.684048,,,,,,,,,8.5
1603.1,0.137343,0.049661,49.486575,,126.683031,0.360998,8.760141,0.07586,2.43975,3.380717,,-17.652012,,,,,,,,,8.5
1603.2,0.137378,0.049696,49.433316,,126.229433,0.360641,8.761574,0.075027,2.43869,3.364383,,-17.580533,,,,,,,,,8.5
1603.3,0.137338,0.049656,49.387276,,123.910252,0.354543,8.762367,0.075669,2.439116,3.357482,,-17.479273,,,,,,,,,8.5
1603.4,0.137185,0.049503,49.447792,,122.307432,0.345952,8.759004,0.077196,2.440542,3.352179,,-17.374308,,,,,,,,,8.5
1603.5,0.136984,0.049302,49.449976,,122.621375,0.3381,8.75262,0.07861,2.441931,3.348409,,-17.323803,,,,,,,,,8.5
1603.6,0.136796,0.049114,49.430498,,124.254215,0.333494,8.746172,0.079557,2.443079,3.354304,,-17.290253,,,,,,,,,8.5
1603.7,0.136627,0.048945,49.475409,,125.266129,0.333072,8.7406,0.080363,2.444573,3.368708,92.928025,-17.282792,,,,,,,,,8.5
1603.8,0.13648,0.048799,49.467996,,125.843903,0.336642,8.73538,0.08063,2.444934,3.382058,92.974873,-17.322397,,,,,,,,,8.5
1603.9,0.13638,0.048698,49.444776,,125.303485,0.341789,8.731224,0.080341,2.444304,3.395797,93.00886,-17.331642,,,,,,,,,8.5
1604.0,0.136307,0.048625,49.426544,,123.776228,0.345738,8.728941,0.080001,2.444329,3.413409,93.006907,-17.289846,,,,,,,,,8.5
1604.1,0.136206,0.048525,49.461827,,121.911545,0.347577,8.726555,0.079341,2.444005,3.429742,92.955505,-17.264756,,,,,,,,,8.5
1604.2,0.136072,0.04839,49.461498,,120.814293,0.348265,8.722509,0.078432,2.442989,3.43507,92.847159,-17.211182,,,,,,,,,8.5
1604.3,0.135944,0.048263,49.473742,,119.856295,0.34911,8.717925,0.077311,2.441126,3.429508,92.692438,-17.13644,,,,,,,,,8.5
1604.4,0.135866,0.048184,49.487069,,118.211987,0.350836,8.71436,0.076039,2.438149,3.417169,92.519967,-17.091952,,,,,,,,,8.5
1604.5,0.135867,0.048186,49.470775,,116.827422,0.353543,8.712887,0.074043,2.431944,3.402476,92.38301,-17.033488,,,,,,,,,8.5
1604.6,0.13598,0.048299,49.498318,,116.192889,0.355707,8.714474,0.072237,2.425113,3.385098,92.340231,-16.922149,,,,,,,,,8.5
1604.7,0.136207,0.048526,49.491967,,116.983294,0.354811,8.720142,0.071862,2.422077,3.370396,92.43057,-16.777214,,,,,,,,,8.5
1604.8,0.136477,0.048795,49.460652,,119.520418,0.349989,8.729027,0.073193,2.4245,3.361574,92.658001,-16.626488,,,,,,,,,8.5
1604.9,0.136696,0.049014,49.483706,,123.100416,0.343413,8.737399,0.074764,2.428683,3.345595,92.988738,-16.470854,,,,,,,,,8.5
1605.0,0.136845,0.049164,49.49535,,125.247243,0.338794,8.743006,0.075442,2.431734,3.327614,93.367285,-16.322833,,,,,,,,,8.5
1605.1,0.136974,0.049292,49.483336,,125.112948,0.337936,8.746971,0.075221,2.433703,3.31274,93.726526,-16.245586,,,,,,,,,8.5
1605.2,0.137112,0.04943,49.487721,,123.890179,0.340538,8.751192,0.07412,2.434141,3.315486,94.012724,-16.219808,,,,,,,,,8.5
1605.3,0.137241,0.049559,49.519005,,122.664695,0.344701,8.755816,0.071963,2.431728,3.3393,94.205592,-16.160379,,,,,,,,,8.5
1605.4,0.137324,0.049642,49.521197,,122.113868,0.347252,8.759407,0.069634,2.428012,3.379462,94.315132,-16.11932,,,,,,,,,8.5
1605.5,0.137348,0.049667,49.469245,,122.652366,0.344907,8.761087,0.068349,2.425583,3.416396,94.364179,-16.108602,,,,,,,,,8.5
1605.6,0.137335,0.049653,49.510331,,124.620514,0.337507,8.760993,0.068724,2.425814,3.43745,94.372135,-16.019028,,,,,,,,,8.5
1605.7,0.137326,0.049645,49.560976,,126.534613,0.329182,8.760217,0.070118,2.427262,3.442311,94.347537,-15.902548,,,,,,,,,8.5
1605.8,0.137357,0.049676,49.505058,,127.366102,0.325018,8.76046,0.072312,2.429849,3.43893,94.283196,-15.848149,,,,,,,,,8.5
1605.9,0.137415,0.049734,49.4913,,127.219476,0.327309,8.762202,0.075131,2.433494,3.436155,94.155734,-15.803669,,,,,,,,,8.5
1606.0,0.137429,0.049748,49.484653,,125.705602,0.335415,8.764148,0.078668,2.438959,3.434213,93.942013,-15.769257,,,,,,,,,8.5
1606.1,0.13731,0.049628,49.477339,,122.693365,0.346754,8.76309,0.081641,2.443716,3.433454,93.641823,-15.782845,,,,,,,,,8.5
1606.2,0.137054,0.049372,49.503694,,118.887379,0.356754,8.756491,0.08341,2.446953,3.427402,93.283309,-15.777437,,,,,,,,,8.5
1606.3,0.136783,0.049101,49.507898,,116.482215,0.36036,8.746768,0.084253,2.449591,3.420482,92.918111,-15.709284,,,,,,,,,8.5
1606.4,0.136636,0.048955,49.513784,,116.016455,0.355753,8.739175,0.084522,2.452273,3.421324,92.601359,-15.591446,,,,,,,,,8.5
1606.5,0.136655,0.048974,49.502258,,117.774161,0.344804,8.737421,0.084025,2.454138,3.430072,92.373594,-15.407532,,,,,,,,,8.5
1606.6,0.136772,0.04909,49.481247,,121.027155,0.330343,8.740394,0.08258,2.454128,3.435479,92.254033,-15.209026,,,,,,,,,8.5
1606.7,0.136906,0.049225,49.504853,,125.882256,0.314892,8.744893,0.080041,2.451139,3.435866,92.237728,-15.052418,,,,,,,,,8.5
1606.8,0.137013,0.049332,49.52746,,129.808245,0.300787,8.748967,0.076771,2.445433,3.434183,92.313887,-14.891681,,,,,,,,,8.5
1606.9,0.137083,0.049401,49.494004,,131.46893,0.291151,8.751717,0.073451,2.438352,3.42981,92.457286,-14.728696,,,,,,,,,8.5
1607.0,0.137122,0.04944,49.520769,,131.166149,0.286632,8.753417,0.07151,2.433669,3.420048,92.645078,-14.614159,,,,,,,,,8.5
1607.1,0.137116,0.049434,49.508195,,130.890148,0.287358,8.754189,0.070904,2.431197,3.412478,92.847521,-14.491987,,,,,,,,,8.5
1607.2,0.137049,0.049368,49.524127,,130.721935,0.292146,8.753038,0.071324,2.430119,3.404088,93.050099,-14.364577,,,,,,,,,8.5
1607.3,0.136956,0.049274,49.547846,,129.880021,0.300581,8.749936,0.072583,2.431069,3.389414,93.2236,-14.282049,,,,,,,,,8.5
1607.4,0.136926,0.049245,49.540439,,129.074417,0.309562,8.747085,0.074318,2.434892,3.374115,93.342041,-14.227904,,,,,,,,,8.5
1607.5,0.137042,0.04936,49.512895,,128.883726,0.317784,8.748053,0.074824,2.437773,3.367557,93.383334,-14.189441,,,,,,,,,8.5
1607.6,0.137297,0.049615,49.532466,,128.930123,0.323719,8.754493,0.074223,2.439504,3.371081,93.40474,-14.191847,,,,,,,,,8.5
1607.7,0.1376,0.049918,49.539766,,128.56664,0.327579,8.764309,0.073386,2.440609,3.380002,93.481671,-14.175772,,,,,,,,,8.5
1607.8,0.137842,0.05016,49.540835,,129.014539,0.329144,8.773831,0.073991,2.441047,3.389583,93.672387,-14.130472,,,,,,,,,8.5
1607.9,0.137955,0.050273,49.558774,,129.484777,0.330008,8.779719,0.077413,2.439716,3.393366,93.936051,-14.09481,,,,,,,,,8.5
