DEPT,HVOL,AVOL,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDP4,HDP5,HDP6,HDPT,BIT
881.0,0.147159,0.059478,37.288645,1489.257813,93.867352,0.206729,9.065921,0.114378,2.465209,3.481157,75.626556,5.298613,1.438733,42.244516,45.922632,48.551067,52.049318,58.99398,64.131573,86.692299,8.5
881.1,0.146483,0.058801,37.328688,1513.671875,90.36319,0.199611,9.071156,0.107428,2.480082,3.540661,74.622669,5.458255,1.94169,24.9805,27.298504,28.962387,31.185879,35.628074,38.936512,53.291258,8.5
881.2,0.144542,0.05686,37.312012,1501.464844,86.024483,0.195953,9.024115,0.098796,2.479186,3.606119,74.711811,5.519072,2.913084,15.773264,17.438212,18.645061,20.272182,23.568533,26.059891,36.643822,8.5
881.3,0.142328,0.054647,37.338493,1486.816406,81.102341,0.193807,8.950733,0.091085,2.469867,3.68995,74.932411,5.522113,4.343565,31.575683,35.239409,37.915215,41.547589,48.98545,54.670143,78.288439,8.5
881.4,0.140698,0.053016,37.332472,1486.816406,76.196629,0.192355,8.886003,0.085541,2.46122,3.797842,74.710125,5.440011,6.169641,51.351107,57.42572,61.869656,67.911282,80.31155,89.812283,129.068974,8.5
881.5,0.139946,0.052265,37.313709,1489.257813,71.84417,0.190868,8.848392,0.082247,2.459546,3.920334,74.074532,5.239317,8.200974,48.515465,54.211348,58.375546,64.033569,75.635948,84.516914,121.182827,8.5
881.6,0.139978,0.052297,37.317734,1489.257813,68.738575,0.188787,8.838607,0.081245,2.465684,4.012913,73.389763,5.012777,9.57054,43.25569,48.178959,51.768692,56.634327,66.573803,74.151482,105.598358,8.5
881.7,0.140574,0.052892,37.298853,1479.492188,66.619019,0.186273,8.850414,0.081276,2.474306,4.044326,72.966312,4.790797,9.695739,59.896894,66.490669,71.285149,77.767441,90.957359,100.971664,142.61153,8.5
881.8,0.14152,0.053839,37.295603,1469.726563,64.86385,0.183949,8.8762,0.080233,2.479994,4.0208,73.01606,4.23889,9.06616,67.036415,74.457932,79.856853,87.159554,102.028973,113.326557,160.066437,8.5
881.9,0.142657,0.054975,37.306242,1472.167969,63.110794,0.181795,8.90995,0.077132,2.481191,3.967359,73.372921,3.60032,8.161472,48.687986,54.402332,58.580442,64.257952,75.902365,84.817383,121.2034,8.5
882.0,0.143716,0.056035,37.311579,1484.375,61.054491,0.178503,8.947483,0.073927,2.481545,3.90323,73.590923,3.346412,6.949262,39.394648,44.549313,48.356319,53.577135,64.440268,72.883808,106.407436,8.5
882.1,0.144223,0.056542,37.339045,1484.375,59.065598,0.172402,8.976145,0.073069,2.484585,3.838664,73.148197,3.097066,5.65073,39.228886,44.823874,48.99098,54.749437,66.875671,76.419453,113.30043,8.5
882.2,0.143863,0.056182,37.341667,1469.726562,57.563885,0.163275,8.979096,0.075412,2.491162,3.798545,71.841003,2.73825,4.837064,46.482897,53.561102,58.869408,66.251059,81.949577,94.432583,141.531246,8.5
882.3,0.142836,0.055154,37.327181,1464.84375,56.280094,0.152661,8.953698,0.081306,2.502646,3.806005,69.845654,2.449373,4.730193,60.428076,69.833622,76.903919,86.756763,107.780979,124.556957,187.167564,8.5
882.4,0.141695,0.054013,37.340771,1450.195313,54.732613,0.14301,8.914923,0.089982,2.518692,3.867905,67.577652,1.87618,5.168094,64.765764,74.817905,82.371887,92.895767,115.341763,133.243851,199.883316,8.5
882.5,0.140923,0.053242,37.364391,1450.195313,52.829424,0.136043,8.882208,0.099385,2.536537,3.945685,65.607361,0.843825,6.061424,69.485449,80.109726,88.080532,99.168503,122.762009,141.533234,211.538109,8.5
882.6,0.140709,0.053028,37.387163,1481.933594,50.806162,0.132327,8.866419,0.106905,2.551288,3.993208,64.439964,-0.240224,7.489543,80.436466,92.660881,101.826015,114.56757,141.653442,163.181465,243.691589,8.5
882.7,0.141005,0.053324,37.352575,1484.375,48.977066,0.131556,8.868755,0.110127,2.556578,3.976755,64.357555,-1.220886,10.00784,92.785725,106.908791,117.499207,132.224468,163.534836,188.42675,281.342438,8.5
882.8,0.14156,0.053879,37.316616,1467.285156,48.496296,0.133205,8.885043,0.109013,2.551806,3.898688,65.270111,-2.008456,13.957898,94.796169,109.40955,120.383167,135.66098,168.212524,194.146355,290.458603,8.5
882.9,0.142037,0.054355,37.329611,1452.636719,50.510239,0.136673,8.903666,0.104767,2.540121,3.789364,66.788929,-2.499547,18.800108,73.139715,84.667889,93.346077,105.455235,131.346634,152.050179,228.394104,8.5
883.0,0.142342,0.054661,37.31666,1450.195313,54.368467,0.140884,8.914956,0.099051,2.525716,3.699699,68.376221,-2.764097,22.896473,51.380211,59.695541,65.974171,74.759346,93.625587,108.780312,164.033279,8.5
883.1,0.142666,0.054985,37.267422,1462.402344,58.253054,0.144655,8.922827,0.093102,2.511633,3.673201,69.578037,-2.920699,24.620632,44.685125,52.085039,57.687239,65.544813,82.482929,96.142357,145.454773,8.5
883.2,0.143148,0.055467,37.306644,1459.960938,60.804512,0.146692,8.935235,0.089463,2.504607,3.717023,70.190125,-3.128994,23.053258,53.363379,62.367262,69.198965,78.800505,99.5644,116.364983,176.425575,8.5
883.3,0.143727,0.056046,37.354109,1437.988281,61.577961,0.146215,8.952953,0.089623,2.508039,3.795225,70.223049,-3.255188,18.90257,68.243902,79.934044,88.819958,101.329094,128.450886,150.454788,228.208961,8.5
883.4,0.144336,0.056654,37.367565,1455.078125,60.353146,0.142962,8.971382,0.093021,2.519357,3.869773,69.899616,-3.176127,14.833285,72.823612,85.67049,95.471527,109.31525,139.490089,164.106461,249.989349,8.5
883.5,0.145051,0.057369,37.354168,1477.050781,57.964521,0.137525,8.990872,0.097496,2.532259,3.916121,69.59647,-3.033209,12.328101,57.934546,68.500713,76.595083,88.071217,113.233799,133.887253,205.027962,8.5
883.6,0.145839,0.058157,37.325184,1467.285156,55.841087,0.131233,9.015803,0.101924,2.543631,3.929275,69.573193,-2.764097,11.307134,44.598078,53.020861,59.502623,68.730621,89.096947,105.927696,162.872169,8.5
883.7,0.146332,0.058651,37.322517,1479.492188,54.763191,0.125726,9.039699,0.104449,2.548439,3.909605,69.8158,-2.203068,11.076889,50.187708,59.851038,67.306126,77.944092,101.506702,121.051193,186.48114,8.5
883.8,0.146167,0.058486,37.296438,1489.257813,54.708237,0.122345,9.046364,0.103866,2.54427,3.873663,70.108845,-1.569058,11.155191,52.847635,63.082256,70.984226,82.267879,107.288727,128.066933,197.729515,8.5
883.9,0.145508,0.057827,37.327286,1477.050781,55.127512,0.121428,9.029487,0.100849,2.534293,3.84593,70.207787,-0.956335,11.433613,47.202326,56.158392,63.055141,72.880005,94.584999,112.540634,173.700684,8.5
884.0,0.144874,0.057193,37.337061,1464.84375,56.03911,0.122709,9.005548,0.098169,2.525955,3.824816,70.058823,-0.33905,11.261344,39.8228,46.891787,52.289574,59.920076,76.574032,90.17918,138.186157,8.5
884.1,0.144391,0.05671,37.313917,1464.84375,57.322565,0.125879,8.990181,0.097794,2.523933,3.804798,69.815895,0.18853,10.395199,51.69665,59.553902,65.449661,73.652937,91.11729,105.022251,157.761459,8.5
884.2,0.143758,0.056076,37.334736,1491.699219,59.163906,0.131199,8.975511,0.099882,2.529682,3.775145,70.154533,0.620325,9.278239,79.218906,89.02383,96.236259,106.092079,126.489128,142.257355,206.412071,8.5
884.3,0.142897,0.055215,37.37384,1516.113281,61.391726,0.139279,8.950707,0.102229,2.537683,3.733132,71.934238,1.004988,8.487535,97.207634,106.027641,112.365677,120.845177,137.82196,150.498734,205.611511,8.5
