DEPT,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDP4,HDP5,HDP6,HDPT,BIT
710.65,26.985,1567.383,100.826,0.375,13.412,0.039,2.223,2.983,125.458,185.677,1.906,20.909,23.387,25.201,27.667,32.729,36.609,52.564,12.25
710.75,26.963,1572.266,100.714,0.366,13.453,0.039,2.223,2.97,125.613,185.063,1.912,21.961,24.437,26.242,28.685,33.671,37.468,53.257,12.25
710.85,27.09,1567.383,99.875,0.36,13.428,0.04,2.224,2.97,125.745,184.438,1.939,22.842,25.297,27.079,29.484,34.363,38.057,53.634,12.25
710.95,27.015,1557.617,99.738,0.355,13.343,0.039,2.223,2.985,125.862,184.467,1.966,22.739,25.063,26.743,29.002,33.559,36.989,51.54,12.25
711.05,26.981,1611.328,99.886,0.355,13.236,0.039,2.223,3.005,125.945,184.694,1.983,21.101,23.24,24.786,26.863,31.05,34.198,47.673,12.25
711.15,27.073,1591.797,100.99,0.358,13.165,0.038,2.221,3.011,126.014,185.046,1.985,20.015,22.026,23.479,25.429,29.357,32.308,44.963,12.25
711.25,27.048,1601.563,100.385,0.364,13.163,0.036,2.221,3.011,126.073,185.086,1.997,22.044,24.239,25.821,27.946,32.221,35.428,49.252,12.25
711.35,27.03,1596.68,99.587,0.37,13.218,0.033,2.216,3.008,126.151,185.237,2.011,22.815,25.023,26.612,28.741,33.012,36.207,49.997,12.25
711.45,27.058,1586.914,98.491,0.37,13.302,0.031,2.215,3.004,126.232,185.478,2.03,21.674,23.746,25.235,27.23,31.226,34.21,47.189,12.25
711.55,27.042,1586.914,97.058,0.366,13.399,0.031,2.214,3.002,126.361,185.124,2.04,22.813,24.934,26.455,28.489,32.552,35.577,48.75,12.25
711.65,27.023,1596.68,95.612,0.362,13.481,0.033,2.214,2.997,126.472,185.128,2.044,22.32,24.376,25.85,27.819,31.749,34.673,47.401,12.25
711.75,26.978,1562.5,95.561,0.364,13.53,0.035,2.212,3.011,126.573,184.968,2.022,20.784,22.75,24.163,26.054,29.837,32.66,44.888,12.25
711.85,26.988,1577.148,95.493,0.375,13.525,0.04,2.217,3.015,126.557,185.416,1.992,19.059,20.963,22.336,24.18,27.892,30.677,42.657,12.25
711.95,27.014,1582.031,94.845,0.393,13.454,0.044,2.222,3.027,126.488,184.805,1.963,19.327,21.345,22.806,24.774,28.753,31.755,44.52,12.25
712.05,27.028,1601.563,93.418,0.414,13.324,0.048,2.228,3.033,126.336,184.672,1.962,20.675,22.917,24.545,26.744,31.211,34.596,48.86,12.25
712.15,26.995,1635.742,92.753,0.428,13.178,0.049,2.229,3.042,126.191,184.808,1.98,20.899,23.224,24.916,27.205,31.869,35.414,50.239,12.25
712.25,27.013,1591.797,92.582,0.429,13.08,0.049,2.231,3.037,126.058,185.086,2.0,21.3,23.713,25.471,27.853,32.716,36.421,51.82,12.25
712.35,26.998,1586.914,93.394,0.416,13.063,0.047,2.229,3.028,126.024,184.608,2.017,21.383,23.847,25.645,28.085,33.076,36.887,52.644,12.25
712.45,26.997,1606.445,94.538,0.398,13.111,0.044,2.226,3.018,126.073,184.887,2.023,21.112,23.587,25.396,27.853,32.892,36.747,52.617,12.25
712.55,26.984,1562.5,95.339,0.382,13.176,0.04,2.223,2.996,126.198,184.332,2.013,20.959,23.451,25.275,27.755,32.85,36.756,52.763,12.25
712.65,27.01,1611.328,95.242,0.374,13.168,0.038,2.224,2.963,126.33,184.213,1.984,21.885,24.515,26.442,29.066,34.461,38.603,55.532,12.25
712.75,27.005,1586.914,95.713,0.373,13.061,0.039,2.227,2.92,126.468,184.217,1.959,20.76,23.268,25.105,27.607,32.757,36.713,52.827,12.25
712.85,27.018,1591.797,95.313,0.381,12.936,0.04,2.231,2.913,126.605,184.722,1.954,21.344,23.943,25.85,28.448,33.801,37.918,54.632,12.25
712.95,27.049,1562.5,95.793,0.387,12.857,0.041,2.232,2.915,126.754,184.908,1.963,21.964,24.682,26.678,29.402,35.026,39.36,56.907,12.25
713.05,27.018,1635.742,95.898,0.392,12.822,0.042,2.233,2.931,126.889,185.585,1.961,22.004,24.757,26.781,29.546,35.261,39.672,57.497,12.25
713.15,27.02,1577.148,97.416,0.397,12.755,0.041,2.228,2.934,127.013,185.908,1.936,23.69,26.647,28.82,31.788,37.92,42.653,61.824,12.25
713.25,27.0,1577.148,96.515,0.404,12.688,0.04,2.222,2.958,127.109,186.083,1.899,23.178,25.997,28.064,30.881,36.683,41.144,59.343,12.25
713.35,26.987,1586.914,96.689,0.412,12.656,0.038,2.213,2.97,127.174,185.728,1.859,21.622,24.143,25.985,28.486,33.61,37.528,53.715,12.25
713.45,26.988,1630.859,95.38,0.417,12.671,0.037,2.21,2.979,127.207,185.282,1.827,20.798,23.087,24.75,27.0,31.576,35.05,49.59,12.25
713.55,26.96,1591.797,96.161,0.422,12.712,0.037,2.208,2.966,127.233,185.333,1.812,21.585,23.837,25.467,27.662,32.101,35.45,49.65,12.25
713.65,26.977,1572.266,94.561,0.421,12.778,0.037,2.212,2.968,127.303,185.24,1.818,22.616,24.878,26.511,28.703,33.116,36.429,50.628,12.25
713.75,26.962,1577.148,95.422,0.414,12.852,0.037,2.214,2.959,127.381,185.073,1.831,23.572,25.857,27.503,29.707,34.131,37.441,51.777,12.25
713.85,27.013,1582.031,95.074,0.402,12.919,0.036,2.215,2.955,127.475,185.351,1.843,23.306,25.47,27.024,29.1,33.247,36.334,49.864,12.25
713.95,27.044,1591.797,95.885,0.396,12.96,0.034,2.213,2.935,127.529,185.752,1.851,21.832,23.723,25.074,26.871,30.436,33.073,44.783,12.25
714.05,26.968,1591.797,95.688,0.394,12.98,0.033,2.209,2.929,127.561,185.787,1.857,22.337,24.093,25.339,26.988,30.232,32.608,43.327,12.25
714.15,27.016,1616.211,96.45,0.399,12.983,0.032,2.207,2.924,127.517,185.753,1.857,24.525,26.253,27.472,29.076,32.202,34.471,44.845,12.25
