TVD,GR,T-TEMP
582.4728,73.628,34.4488
582.6252,73.7962,34.4488
582.7776,73.123,34.4488
582.93,71.747,34.4488
583.0824,71.6368,34.4488
583.2348,71.1781,34.4488
583.3872,72.0975,34.4488
583.5396,72.9791,34.4488
583.692,72.5397,34.4488
583.8444,71.817,34.4488
583.9968,71.5,34.4488
584.1492,71.1871,34.4488
584.3016,71.041,34.4488
584.454,70.9106,34.4488
584.6064,70.6771,34.4488
584.7588,70.7071,34.4488
584.9112,71.1532,34.4488
585.0636,71.5412,34.4488
585.216,70.2484,34.4488
585.3684,69.6087,34.4488
585.5208,69.1112,34.4488
585.6732,69.9504,34.4488
585.8256,68.3158,34.4488
585.978,69.0277,34.4488
586.1304,68.9472,34.4488
586.2828,68.2116,34.4488
586.4352,68.3881,34.4488
586.5876,71.2582,34.4488
586.74,70.48,34.4488
586.8924,69.9251,34.4488
587.0448,70.8617,34.4488
587.1972,71.7399,34.4488
587.3496,72.0259,34.4488
587.502,74.3925,34.4488
587.6544,74.5069,34.4488
587.8068,73.3522,34.4488
587.9592,73.753,34.4488
588.1116,72.8367,34.4488
588.264,70.7975,34.4488
588.4164,71.7167,34.4488
588.5688,72.7198,34.4488
588.7212,73.5229,34.4488
588.8736,74.2158,34.4488
589.026,74.1667,34.4488
589.1784,74.1818,34.4488
589.3308,73.032,34.4488
589.4832,71.3892,34.4488
589.6356,66.4689,34.4488
589.788,60.375,34.4488
589.9404,57.4905,34.4488
590.0928,55.1841,34.4488
590.2452,53.3374,34.4488
590.3976,54.0634,34.4488
590.55,52.5363,34.4488
590.7024,52.1516,34.4488
590.8548,54.4113,34.4488
591.0072,54.7874,34.4488
591.1596,58.3369,34.4488
591.312,60.6131,34.4488
591.4644,61.4423,34.4488
591.6168,61.9811,34.4488
591.7692,60.7788,34.4488
591.9216,60.1929,34.4488
592.074,61.25,34.4488
592.2264,60.654,34.4488
592.3788,59.5556,34.4488
592.5312,60.4824,34.4488
592.6836,58.5773,34.4488
592.836,58.0,34.4488
592.9884,54.9764,34.4488
593.1408,53.7963,34.4488
593.2932,53.1329,34.4488
593.4456,52.1636,34.4488
593.598,54.7859,34.4488
593.7504,57.3544,34.4488
593.9028,61.3086,34.4488
594.0552,61.6744,34.4488
594.2076,63.1165,34.4488
594.36,63.8333,34.4488
594.5124,64.1972,34.4488
594.6648,65.2534,34.4488
594.8172,66.1667,34.4488
594.9696,64.6711,34.4488
595.122,63.8319,34.4488
