DEPT,TNPH_SAN:1,DPHI_SAN:1,CS:1,RLA4,TENS:1,TNPH_DOL:1,NPHI_DOL,GDEV_EDTC,DPHZ,RSOZ,RHOZ,RLA5,TNPH_LIM:1,VCL,NPOR_DOL:1,NPOR:1,SMIN,PEFZ,TNPH:1,RLA1,DT,RXOZ,AZIM,NPHI_SAN,NPOR_SAN:1,TNPH:2,RLA0,RHGX,RXO,GR:1,CVEL:1,SVEL,CALI,SPHI,RO,CVEL:2,TNPH_SAN:2,TNPH_DOL:2,NPOR:2,SMNO,TNPH_LIM:2,GR:2,DPHI_SAN:2,RLA2,UZ,DPHI_DOL:1,GR:3,DCAL,DPHI_DOL:2,MRES,INCL,NPOR_LIM:1,GR:4,ITT,CS:2,HTEN,NPOR_LIM:2,NPHI,NPOR_SAN:2,DPHI_LIM:1,RT,BS,NPOR_DOL:2,NPHI_LIM,DSOZ,DPHI_LIM:2,TENS:2,RLA3
1659.9408,0.36565,0.11954,544.451,5.25807,3650.73313,0.27861,0.22868,38.87543,0.15122,0.10716,2.45142,5.39912,0.31873,0.6992,0.27876,0.31887,0.59976,3.25436,0.31873,4.91896,91.95981,2.4576,346.67,0.33181,0.38523,0.3187,0.09108,2.92882,3.54711,110.8964,-543.8867,3314.491,9.36396,0.2444,8.48725,-544.451,0.36562,0.27863,0.33853,0.75271,0.3187,131.9565,0.12035,4.97162,8.02557,0.21545,111.9377,0.86396,0.21472,0.09813,37.30308,0.31887,129.5941,0.04299,543.8867,1215.36571,0.33853,0.28962,0.36579,0.15043,5.57558,8.5,0.29709,0.28962,0.16575,0.15122,3624.99925,5.14498
1660.0932,0.37788,0.11839,546.2976,4.67243,3616.00014,0.28984,0.21972,38.86084,0.156,0.11681,2.44324,4.79595,0.33207,0.73952,0.29811,0.34091,0.55023,3.24406,0.33207,4.335,92.41381,2.32006,346.67,0.32477,0.37735,0.33203,0.0924,2.93638,3.09512,116.137,-548.9145,3298.209,9.42562,0.24627,8.01761,-546.2976,0.37785,0.28987,0.33153,0.68908,0.33203,132.5879,0.12531,4.44068,7.97539,0.21987,112.216,0.92562,0.2137,0.0998,37.29538,0.34091,133.0148,0.04295,548.9145,1202.06398,0.33153,0.28243,0.38659,0.14933,5.00047,8.5,0.28937,0.28243,0.18183,0.156,3630.9994,4.57737
1660.2456,0.35867,0.12389,545.1165,4.55229,3657.0008,0.27241,0.25602,38.86788,0.16501,0.12775,2.42784,4.67235,0.31117,0.76373,0.27502,0.31416,0.5044,3.21325,0.31117,4.21005,91.763,2.00734,346.67,0.35479,0.35665,0.31137,0.09235,2.90423,2.99635,119.2854,-543.3888,3321.6,9.41021,0.24358,8.30308,-545.1165,0.35886,0.27224,0.30915,0.64364,0.31137,135.1039,0.13464,4.31505,7.85343,0.22819,123.534,0.91021,0.2186,0.10125,37.28764,0.31416,132.9595,0.0429,543.3888,1194.94676,0.30915,0.30897,0.36165,0.15463,4.88449,8.5,0.27035,0.30897,0.19761,0.16501,3674.00085,4.46344
1660.398,0.37607,0.16778,545.8286,4.29928,3630.26652,0.28838,0.28807,38.86148,0.17762,0.1312,2.40626,4.41208,0.33009,0.79942,0.30786,0.35115,0.45465,3.18887,0.33009,4.04356,94.28674,1.71704,346.67,0.38064,0.39432,0.3303,0.09119,2.90868,3.00686,123.9247,-547.2718,3232.692,9.41791,0.25379,7.50051,-545.8286,0.37626,0.28821,0.34863,0.5616,0.3303,132.3151,0.14772,4.10323,7.72957,0.23986,121.8474,0.91791,0.25775,0.10223,37.2799,0.35115,135.8566,0.04286,547.2718,1200.16795,0.34863,0.33059,0.39682,0.19698,4.53297,8.5,0.30549,0.33059,0.20818,0.17762,3573.00094,4.22553
1660.5504,0.38912,0.16878,546.856,4.24509,3662.93351,0.30026,0.33268,38.86032,0.18806,0.1346,2.38843,4.36425,0.34443,0.80198,0.30156,0.34583,0.4418,3.16958,0.34443,3.97796,95.58943,1.48609,346.67,0.41662,0.38166,0.34443,0.09121,2.9108,2.92868,124.2569,-547.8867,3188.638,9.32542,0.25885,6.95351,-546.856,0.38912,0.30026,0.33684,0.53584,0.34443,139.5977,0.15853,4.06118,7.62998,0.2495,125.5167,0.82542,0.25864,0.10274,37.27218,0.34583,132.7079,0.04281,547.8867,1207.16692,0.33684,0.36069,0.39049,0.19794,4.50511,8.5,0.2932,0.36069,0.21256,0.18806,3681.99955,4.17342
1660.7028,0.41461,0.18136,546.7549,4.25572,3682.68747,0.32459,0.30447,38.84528,0.19528,0.13188,2.37608,4.3664,0.37281,0.7955,0.31474,0.36288,0.42808,3.15484,0.37281,3.94983,95.32209,1.35469,346.67,0.39386,0.41559,0.37352,0.09277,2.93002,2.87055,123.4149,-544.0681,3197.58,9.75706,0.25782,6.31065,-546.7549,0.41524,0.32399,0.37388,0.51732,0.37352,128.8541,0.16601,4.07723,7.55811,0.25617,128.0588,1.25705,0.26986,0.10223,37.26415,0.36288,134.5219,0.04276,544.0681,1203.2566,0.37388,0.34166,0.40493,0.21009,4.5486,8.5,0.32492,0.34166,0.20987,0.19528,3667.0003,4.17772
1660.8552,0.4124,0.16641,547.1212,4.3105,3645.26577,0.3225,0.31247,38.84949,0.19503,0.12744,2.37649,4.4151,0.37033,0.75777,0.32181,0.37021,0.43154,3.1452,0.37033,3.98419,98.40745,1.38108,346.67,0.40032,0.47719,0.37102,0.09475,2.92797,2.88127,118.5096,-549.0518,3097.326,9.31772,0.26934,6.35323,-547.1212,0.41301,0.32193,0.43733,0.51294,0.37102,130.4697,0.16576,4.14341,7.53624,0.25595,112.3003,0.81771,0.25653,0.10317,37.25615,0.37021,130.2787,0.04271,549.0518,1206.9936,0.43733,0.34705,0.41228,0.19566,4.62547,8.5,0.38487,0.34705,0.20747,0.19503,3601.99904,4.24795
1661.0076,0.41624,0.1543,544.0897,4.35699,3689.33282,0.32609,0.28479,38.82728,0.19101,0.1194,2.38337,4.45434,0.37464,0.73866,0.31993,0.36864,0.4688,3.16411,0.37464,4.04904,96.32104,1.42019,346.67,0.37799,0.43754,0.37533,0.09555,2.93653,2.99024,116.0255,-544.136,3164.417,9.13273,0.26163,6.37134,-544.0897,0.41685,0.32552,0.39666,0.5575,0.37533,132.505,0.1616,4.18205,7.60185,0.25224,116.3446,0.63273,0.24573,0.09963,37.24839,0.36864,130.8574,0.04266,544.136,1209.23337,0.39666,0.32838,0.4104,0.18398,4.62892,8.5,0.34604,0.32838,0.20858,0.19101,3697.50013,4.2965
1661.16,0.39966,0.14995,545.2919,4.31751,3638.46755,0.31072,0.29285,38.83964,0.18544,0.12397,2.3929,4.42143,0.35612,0.7616,0.30879,0.35476,0.4716,3.19233,0.35612,3.96943,96.7647,1.61001,346.67,0.38449,0.39464,0.35692,0.09556,2.92543,2.79305,119.0078,-544.136,3149.909,9.28303,0.2633,6.79441,-545.2919,0.40039,0.31005,0.35105,0.57523,0.35692,131.1206,0.15582,4.12749,7.6981,0.24708,120.8397,0.78303,0.24185,0.09905,37.24065,0.35476,130.1783,0.04262,544.136,1211.32184,0.35105,0.33382,0.39834,0.17978,4.66971,8.5,0.30525,0.33382,0.21376,0.18544,3601.00089,4.25943
1661.3124,0.41125,0.1469,548.8962,4.37566,3640.60099,0.32168,0.3048,38.83973,0.18487,0.13069,2.39388,4.47824,0.36904,0.73533,0.3117,0.35921,0.45584,3.2227,0.36904,3.94655,95.40237,1.66228,346.67,0.39413,0.42669,0.37004,0.09578,2.93829,2.72603,115.5935,-548.8688,3194.889,9.09419,0.25813,6.58947,-548.8962,0.41213,0.32085,0.385,0.56695,0.37004,124.9403,0.15523,4.15331,7.77427,0.24655,118.2049,0.59419,0.23913,0.10142,37.23299,0.35921,131.0593,0.04257,548.8688,1211.42548,0.385,0.34188,0.40166,0.17684,4.82413,8.5,0.33567,0.34188,0.21799,0.18487,3615.33246,4.31432
1661.4648,0.42063,0.15334,548.6675,4.40144,3679.73348,0.33054,0.30959,38.82072,0.18789,0.13346,2.38871,4.50975,0.37958,0.72552,0.34123,0.39199,0.45384,3.23274,0.37958,3.94979,95.43721,1.68568,346.67,0.39799,0.44645,0.38067,0.09696,2.94451,2.71651,114.3173,-548.7773,3193.723,8.94774,0.25827,6.36336,-548.6675,0.42159,0.32964,0.40634,0.56078,0.38067,137.289,0.15836,4.16041,7.78289,0.24935,108.0106,0.44774,0.24487,0.10128,37.22522,0.39199,125.8312,0.04252,548.7773,1213.18821,0.40634,0.34511,0.43266,0.18305,4.88724,8.5,0.35458,0.34511,0.22124,0.18789,3678.0002,4.33808
1661.6172,0.41646,0.17054,546.4609,4.31589,3664.86686,0.32601,0.27429,38.81593,0.19084,0.13489,2.38366,4.41,0.37489,0.74049,0.32743,0.37671,0.45428,3.21573,0.37489,3.8254,95.67794,1.54267,346.67,0.36952,0.42383,0.37523,0.09821,2.93695,2.64454,116.2634,-547.116,3185.688,9.07107,0.25919,6.37021,-546.4609,0.41676,0.32573,0.38251,0.55593,0.37523,116.8363,0.16142,4.06445,7.72675,0.25208,117.4689,0.57107,0.26021,0.10333,37.21744,0.37671,121.9649,0.04247,547.116,1215.73889,0.38251,0.3213,0.41823,0.19964,4.83656,8.5,0.3328,0.3213,0.22424,0.19084,3625.66693,4.23936
1661.7696,0.38976,0.178,544.5687,4.42151,3669.93406,0.30139,0.25934,38.81336,0.18973,0.1407,2.38556,4.52398,0.34514,0.75195,0.29433,0.33813,0.42094,3.18302,0.34514,3.86117,96.09643,1.57944,346.67,0.35746,0.41073,0.34577,0.09872,2.90952,2.71856,117.7538,-544.068,3171.814,9.12117,0.26078,6.89989,-544.5687,0.39033,0.30085,0.36659,0.51409,0.34577,111.5623,0.16027,4.15925,7.65383,0.25105,122.429,0.62117,0.26687,0.10871,37.20967,0.33813,115.0609,0.04242,544.068,1217.78757,0.36659,0.31121,0.38287,0.20685,5.03917,8.5,0.32083,0.31121,0.22909,0.18973,3684.66579,4.33478
1661.922,0.38008,0.15204,545.9468,4.55851,3702.5336,0.29366,0.26025,38.79266,0.18366,0.14754,2.39594,4.66468,0.33449,0.75677,0.29285,0.3355,0.44044,3.151,0.33449,3.95619,96.47392,1.63426,346.67,0.3582,0.39367,0.33657,0.09962,2.90591,2.81216,118.3803,-545.2288,3159.403,9.27147,0.26221,7.25538,-545.9468,0.38198,0.29191,0.34845,0.5484,0.33657,117.5076,0.15397,4.287,7.60739,0.24544,113.2326,0.77147,0.24371,0.11194,37.20196,0.3355,117.7956,0.04238,545.2288,1221.43128,0.34845,0.31183,0.38109,0.18179,5.22431,8.5,0.30474,0.31183,0.23848,0.18366,3720.66669,4.46535
1662.0744,0.37889,0.14039,546.711,4.6447,3683.46756,0.2922,0.26483,38.78022,0.18362,0.14702,2.396,4.75928,0.33318,0.76292,0.30513,0.34854,0.43592,3.14764,0.33318,4.00303,94.30427,1.64336,346.67,0.36189,0.40474,0.33483,0.09854,2.9046,2.89315,119.1797,-548.5486,3232.091,9.67998,0.25386,7.28416,-546.711,0.3804,0.2908,0.35959,0.54359,0.33483,125.6461,0.15394,4.37128,7.59946,0.2454,120.6922,1.17998,0.23332,0.11412,37.19424,0.34854,119.6983,0.04233,548.5486,1222.32017,0.35959,0.31491,0.39401,0.17056,5.37934,8.5,0.31532,0.31491,0.24387,0.18362,3654.66728,4.55339
1662.2268,0.38049,0.14993,544.2404,4.46533,3702.0008,0.29369,0.25521,38.79237,0.18376,0.14561,2.39577,4.57343,0.33494,0.78978,0.28199,0.32385,0.42114,3.15541,0.33494,3.87697,96.93618,1.45965,346.67,0.35413,0.37069,0.33661,0.09679,2.90625,2.7569,122.6709,-544.431,3144.337,9.65685,0.26394,7.24274,-544.2404,0.38201,0.29228,0.32512,0.51268,0.33661,113.9361,0.15408,4.21191,7.61752,0.24553,121.6253,1.15685,0.24183,0.11607,37.18648,0.32385,123.0858,0.04228,544.431,1229.65074,0.32512,0.30843,0.36956,0.17976,5.12468,8.5,0.28302,0.30843,0.25071,0.18376,3729.66579,4.38155
1662.3792,0.37599,0.16447,544.9368,4.31297,3703.33392,0.28813,0.25443,38.78263,0.18606,0.14288,2.39184,4.41704,0.33,0.7646,0.29099,0.33308,0.41541,3.16246,0.33,3.81997,96.17123,1.37008,346.67,0.3535,0.38054,0.32999,0.09673,2.8983,2.68252,119.3981,-543.9774,3169.347,9.72622,0.26107,7.29571,-544.9368,0.37598,0.28813,0.33461,0.4977,0.32999,129.4894,0.15646,4.08426,7.62294,0.24766,126.1535,1.22622,0.2548,0.11407,37.17875,0.33308,124.8368,0.04223,543.9774,1232.71848,0.33461,0.3079,0.37902,0.19379,4.84112,8.5,0.29242,0.3079,0.25424,0.18606,3735.00051,4.23129
1662.5316,0.37366,0.14386,545.3053,4.48065,3686.59914,0.28707,0.27884,38.76922,0.18294,0.14939,2.39717,4.6049,0.32745,0.75752,0.29143,0.3333,0.41573,3.17076,0.32745,3.97462,96.37934,1.38864,346.67,0.37319,0.38371,0.32874,0.09616,2.89943,2.80688,118.4776,-546.4219,3162.504,9.8033,0.26185,7.42692,-545.3053,0.37484,0.28598,0.33773,0.50731,0.32874,130.5174,0.15323,4.23981,7.65871,0.24478,110.4161,1.3033,0.23641,0.11246,37.17107,0.3333,130.4119,0.04218,546.4219,1233.05187,0.33773,0.32436,0.37944,0.1739,5.03904,8.5,0.29545,0.32436,0.26216,0.18294,3682.99995,4.38941
1662.684,0.38629,0.1559,547.4533,4.53981,3695.33297,0.29881,0.2853,38.77998,0.17939,0.16158,2.40325,4.65047,0.34132,0.73204,0.30502,0.34923,0.4009,3.19076,0.34132,4.00399,97.33404,1.51747,346.67,0.3784,0.40081,0.3427,0.09553,2.91798,2.82118,115.1646,-546.6272,3131.484,9.89579,0.26541,7.21232,-547.4533,0.38755,0.29765,0.35621,0.49598,0.3427,130.656,0.14955,4.29047,7.72515,0.24149,118.91,1.39579,0.24716,0.11253,37.1633,0.34923,130.3922,0.04214,546.6272,1224.46058,0.35621,0.32873,0.39407,0.18552,5.11582,8.5,0.31141,0.32873,0.26999,0.17939,3740.00026,4.43754
1662.8364,0.3937,0.13546,553.6615,4.56236,3690.0005,0.3057,0.27882,38.75055,0.17613,0.17065,2.40882,4.66514,0.3495,0.76124,0.29044,0.33436,0.40042,3.2153,0.3495,4.0608,94.87702,1.59866,346.67,0.37318,0.41374,0.35092,0.09432,2.92984,2.84589,118.9607,-552.866,3212.58,9.78018,0.2561,7.12794,-553.6615,0.39498,0.30451,0.37009,0.50577,0.35092,128.9639,0.14617,4.31837,7.80131,0.23848,115.9176,1.28018,0.22892,0.11245,37.15536,0.33436,126.8892,0.04209,552.866,1221.16488,0.37009,0.32436,0.37884,0.16579,5.07688,8.5,0.32361,0.32436,0.27534,0.17613,3689.0001,4.46562
1662.9888,0.39473,0.13224,554.4094,4.65588,3640.07044,0.30525,0.24253,38.72939,0.17487,0.17113,2.41097,4.75678,0.35064,0.73498,0.29808,0.3427,0.39771,3.23269,0.35064,4.20025,95.16255,1.74478,346.67,0.3439,0.41946,0.35038,0.09375,2.93239,2.94863,115.5476,-554.9437,3202.94,9.98058,0.25721,7.13576,-554.4094,0.3945,0.30546,0.3759,0.50479,0.35038,122.5658,0.14487,4.41102,7.84999,0.23732,124.2475,1.48058,0.22605,0.11219,37.14754,0.3427,128.5474,0.04204,554.9437,1215.98775,0.3759,0.29987,0.38694,0.16269,5.09448,8.5,0.32911,0.29987,0.27619,0.17487,3627.00005,4.56068
1663.1412,0.37869,0.1532,555.5116,4.52774,3656.46575,0.29041,0.22895,38.72448,0.17499,0.16988,2.41076,4.62756,0.33296,0.73575,0.29394,0.33653,0.4094,3.25503,0.33296,4.14785,94.95879,1.70301,346.67,0.33295,0.37537,0.33271,0.09365,2.91478,2.95185,115.6469,-555.4288,3209.813,10.18869,0.25642,7.49562,-555.5116,0.37846,0.29062,0.32958,0.51895,0.33271,134.1707,0.14499,4.29811,7.90359,0.23743,107.1067,1.68869,0.24475,0.11221,37.13993,0.33653,130.9049,0.04199,555.4288,1204.48136,0.32958,0.29071,0.38221,0.18292,4.88068,8.5,0.2875,0.29071,0.27735,0.17499,3684.00035,4.44528
1663.2936,0.37167,0.15845,553.1756,4.71926,3689.5329,0.28472,0.22069,38.72123,0.17469,0.1691,2.41128,4.83305,0.32528,0.68829,0.28003,0.32084,0.40345,3.28739,0.32528,4.28976,95.26222,1.71342,346.67,0.32554,0.3709,0.32594,0.09441,2.90724,3.01091,109.4781,-553.0737,3199.59,10.05765,0.25759,7.67903,-553.1756,0.37228,0.28416,0.32455,0.50936,0.32594,133.371,0.14468,4.45429,7.98379,0.23715,113.9991,1.55766,0.24943,0.11082,37.13208,0.32084,133.8131,0.04195,553.0737,1207.18918,0.32455,0.28322,0.36728,0.18798,5.14039,8.5,0.28342,0.28322,0.28373,0.17469,3672.33277,4.6385
1663.446,0.36464,0.14638,551.6174,4.66172,3693.13434,0.27824,0.24481,38.71586,0.17386,0.18171,2.41271,4.7805,0.31764,0.71703,0.28137,0.32157,0.38964,3.3089,0.31764,4.35738,94.99354,1.80972,346.67,0.34575,0.37108,0.31827,0.09386,2.90019,3.24931,113.2135,-550.953,3208.639,9.6029,0.25655,7.88838,-551.6174,0.36523,0.27771,0.32418,0.49668,0.31827,131.2725,0.14382,4.44527,8.04042,0.23638,105.8895,1.1029,0.23866,0.11029,37.12419,0.32157,132.2229,0.0419,550.953,1228.01548,0.32418,0.30141,0.36854,0.17633,4.93705,8.5,0.28374,0.30141,0.29327,0.17386,3695.66569,4.60583
1663.5984,0.37225,0.13963,555.05,4.72349,3746.53321,0.28526,0.24578,38.71949,0.17584,0.18384,2.40931,4.84131,0.32592,0.71715,0.29094,0.33262,0.38784,3.30917,0.32592,4.44458,94.5639,1.83519,346.67,0.34653,0.36874,0.32659,0.09499,2.90651,3.33149,113.2298,-555.7971,3223.218,9.91892,0.25488,7.63445,-555.05,0.37287,0.28469,0.32241,0.50637,0.32659,135.0228,0.14587,4.50817,8.03058,0.23821,123.2427,1.41892,0.23264,0.11429,37.11639,0.33262,134.9598,0.04185,555.7971,1240.03152,0.32241,0.30207,0.37888,0.16982,4.97359,8.5,0.28138,0.30207,0.29612,0.17584,3760.66695,4.657
1663.7508,0.36497,0.16242,557.6188,4.63387,3722.13469,0.27786,0.23823,38.70765,0.17959,0.18667,2.40291,4.74847,0.31799,0.75671,0.27946,0.31955,0.39241,3.28043,0.31799,4.28305,94.96462,1.83123,346.67,0.34044,0.34577,0.31781,0.09356,2.89345,3.08615,118.3719,-559.5878,3209.617,10.61261,0.25644,7.7335,-557.6188,0.36481,0.278,0.29864,0.49748,0.31781,140.6823,0.14975,4.4155,7.94121,0.24167,112.1045,2.11261,0.25297,0.122,37.10854,0.31955,134.6918,0.0418,559.5878,1244.20555,0.29864,0.29697,0.36652,0.19181,4.97396,8.5,0.26009,0.29697,0.2913,0.17959,3686.9993,4.57035
1663.9032,0.36637,0.14285,556.3892,4.39412,3707.00056,0.27915,0.2633,38.70317,0.18613,0.18204,2.39172,4.5003,0.31952,0.77913,0.28237,0.32282,0.37477,3.24663,0.31952,4.15017,94.41515,1.64569,346.67,0.36066,0.35586,0.31934,0.09629,2.88693,3.2683,121.2869,-555.8458,3228.295,10.86696,0.2543,7.53506,-556.3892,0.36621,0.27929,0.3089,0.48081,0.31934,126.0837,0.15653,4.22439,7.82545,0.24772,117.5526,2.36697,0.23551,0.12301,37.10092,0.32282,137.1972,0.04176,555.8458,1234.74626,0.3089,0.31389,0.36965,0.17292,4.58812,8.5,0.26945,0.31389,0.27888,0.18613,3701.49948,4.33742
1664.0556,0.38744,0.17418,555.0041,4.48812,3715.39942,0.29871,0.28438,38.6831,0.19215,0.17035,2.38143,4.59927,0.34259,0.77808,0.29152,0.33486,0.38379,3.21299,0.34259,4.36638,95.41209,1.56518,346.67,0.37766,0.36818,0.34259,0.09553,2.90401,3.86973,121.1509,-552.8663,3194.564,10.25806,0.25817,6.89126,-555.0041,0.38744,0.29871,0.32303,0.48634,0.34259,140.449,0.16277,4.32731,7.71346,0.25328,129.1554,1.75806,0.26346,0.1132,37.09327,0.33486,131.2995,0.04171,552.8663,1216.29889,0.32303,0.3281,0.37984,0.20316,4.53398,8.5,0.28055,0.3281,0.26711,0.19215,3700.00001,4.40586
1664.208,0.40399,0.16457,552.9266,4.30866,3664.06654,0.31408,0.3068,38.67564,0.19366,0.14538,2.37884,4.41325,0.36094,0.76083,0.3156,0.36256,0.42236,3.18643,0.36094,4.35243,96.82393,1.46662,346.67,0.39575,0.39936,0.36094,0.09403,2.92055,4.1294,118.9082,-552.6593,3147.982,9.8033,0.26352,6.52675,-552.9266,0.40399,0.31408,0.35619,0.51404,0.36094,127.926,0.16434,4.18236,7.642,0.25468,116.3744,1.3033,0.25488,0.10278,37.08542,0.36256,132.9601,0.04166,552.6593,1211.85217,0.35619,0.34323,0.40558,0.19388,4.29619,8.5,0.30966,0.34323,0.26136,0.19366,3641.66658,4.2245
1664.3604,0.4237,0.14438,554.7531,4.11327,3693.73233,0.33252,0.28479,38.67714,0.18975,0.13775,2.38553,4.21893,0.38305,0.73836,0.32488,0.37485,0.46075,3.17321,0.38305,3.99682,97.23544,1.46561,346.67,0.37799,0.44048,0.38305,0.09416,2.94555,3.22586,115.9874,-553.8128,3134.66,9.61831,0.26505,6.26965,-554.7531,0.4237,0.33252,0.40038,0.55328,0.38305,131.9618,0.16029,3.94525,7.63012,0.25107,111.696,1.11832,0.23688,0.10276,37.07755,0.37485,127.0378,0.04161,553.8128,1207.4558,0.40038,0.32838,0.41574,0.17441,4.20683,8.5,0.34873,0.32838,0.26297,0.18975,3707.00056,4.04194
1664.5128,0.4053,0.14805,560.7856,4.14968,3685.60099,0.31418,0.25973,38.68289,0.18281,0.14365,2.39739,4.25049,0.36239,0.74109,0.31068,0.35744,0.41825,3.16737,0.36239,3.87426,97.55487,1.53549,346.67,0.35778,0.40011,0.36106,0.0954,2.93442,2.82441,116.3419,-562.3329,3124.396,9.74549,0.26623,6.73849,-560.7856,0.4041,0.3153,0.35697,0.51956,0.36106,122.7441,0.1531,3.95225,7.65119,0.24466,121.355,1.24549,0.24015,0.10782,37.06974,0.35744,130.4451,0.04156,562.3329,1206.02197,0.35697,0.31147,0.40046,0.17795,4.40487,8.5,0.31038,0.31147,0.26594,0.18281,3679.33332,4.08025
1664.6652,0.38635,0.15726,560.3064,4.35517,3655.14388,0.29667,0.25356,38.66539,0.17826,0.15972,2.40517,4.46309,0.34138,0.76209,0.31881,0.36398,0.41146,3.18552,0.34138,3.95762,98.2456,1.64065,346.67,0.3528,0.4253,0.34016,0.0947,2.91937,2.76896,119.0722,-558.7427,3102.429,9.88038,0.26875,7.23404,-560.3064,0.38524,0.2977,0.38104,0.51423,0.34016,136.7326,0.14838,4.12456,7.7182,0.24045,116.0243,1.38038,0.24837,0.11251,37.06206,0.36398,131.2031,0.04151,558.7427,1209.25562,0.38104,0.30731,0.40853,0.18683,4.75683,8.5,0.33495,0.30731,0.26438,0.17826,3653.50052,4.28335
1664.8176,0.36861,0.15198,557.3512,4.7194,3672.66773,0.28042,0.24724,38.66711,0.17624,0.15923,2.40862,4.82716,0.32195,0.74036,0.28568,0.3266,0.42099,3.21209,0.32195,4.29041,94.33594,1.78318,346.67,0.3477,0.35595,0.32086,0.09821,2.90184,3.04843,116.2465,-557.9701,3231.007,9.82643,0.25399,7.71694,-557.3512,0.36761,0.28135,0.3091,0.5334,0.32086,133.2651,0.14629,4.48615,7.79292,0.23858,118.937,1.32642,0.24366,0.11336,37.05434,0.3266,129.0493,0.04147,557.9701,1208.93707,0.3091,0.30305,0.37321,0.18174,5.13091,8.5,0.26951,0.30305,0.25986,0.17624,3718.33317,4.64671
1664.97,0.36292,0.145,556.8281,5.30198,3668.46605,0.27618,0.25898,38.66224,0.18368,0.15532,2.39591,5.39972,0.31577,0.75515,0.27497,0.31452,0.43383,3.22248,0.31577,4.84923,91.00913,1.79391,346.67,0.35717,0.35928,0.31582,0.09937,2.8859,3.46797,118.1693,-557.4208,3349.115,9.76861,0.24042,7.68582,-556.8281,0.36297,0.27613,0.3121,0.5525,0.31582,117.2199,0.15399,5.03709,7.77986,0.24545,113.7644,1.26862,0.23744,0.11161,37.04641,0.31452,123.3402,0.04142,557.4208,1202.82249,0.3121,0.31097,0.36169,0.175,5.69604,8.5,0.27272,0.31097,0.24614,0.18368,3668.66613,5.21265
1665.1224,0.37668,0.16501,556.1317,5.02693,3663.13359,0.28881,0.2716,38.65762,0.19608,0.14235,2.37471,5.1189,0.33076,0.7306,0.26811,0.30848,0.44559,3.20355,0.33076,4.6478,93.32315,1.60999,346.67,0.36735,0.36705,0.33081,0.09863,2.88673,3.35032,114.9778,-555.7766,3266.071,9.73393,0.24996,7.04455,-556.1317,0.37673,0.28877,0.32101,0.54761,0.33081,119.6717,0.16684,4.78219,7.6707,0.25691,121.8228,1.23393,0.25528,0.11201,37.03856,0.30848,123.4822,0.04137,555.7766,1200.79022,0.32101,0.31948,0.35465,0.19431,5.35017,8.5,0.27971,0.31948,0.22895,0.19608,3661.00015,4.94394
1665.2748,0.39811,0.20068,555.2688,4.35269,3683.50128,0.30845,0.29918,38.66497,0.20676,0.12712,2.35644,4.42244,0.35439,0.76526,0.31333,0.35946,0.44146,3.17147,0.35439,4.01926,94.05628,1.3852,346.67,0.38959,0.44143,0.3542,0.09572,2.89856,2.92179,119.4841,-552.4525,3240.613,9.84955,0.25288,6.36419,-555.2688,0.39794,0.3086,0.39881,0.53061,0.3542,134.3096,0.17792,4.13982,7.53975,0.26679,109.9157,1.34955,0.2871,0.11079,37.03092,0.35946,128.7009,0.04133,552.4525,1203.15408,0.39881,0.33809,0.40307,0.22873,4.62167,8.5,0.35026,0.33809,0.21456,0.20676,3730.00076,4.2841
1665.4272,0.41752,0.19117,556.5802,4.21251,3657.26607,0.32669,0.30381,38.64881,0.20828,0.12497,2.35384,4.29621,0.37608,0.77865,0.33025,0.37986,0.44304,3.17288,0.37608,3.87221,95.46519,1.36311,346.67,0.39333,0.41794,0.37604,0.09484,2.91827,2.76415,121.2245,-557.179,3192.787,9.98828,0.25837,5.99566,-556.5802,0.41748,0.32672,0.37651,0.52342,0.37604,132.2869,0.17949,3.9831,7.53541,0.26819,126.7557,1.48829,0.27861,0.10743,37.02333,0.37986,130.0058,0.04128,557.179,1203.08327,0.37651,0.34122,0.42119,0.21955,4.51025,8.5,0.32713,0.34122,0.21239,0.20828,3644.33281,4.13494
1665.5796,0.42462,0.16052,557.1373,4.2106,3687.13419,0.33335,0.32615,38.64965,0.20504,0.1254,2.35938,4.29543,0.38409,0.78095,0.3367,0.38763,0.44388,3.20766,0.38409,3.89658,98.80647,1.37385,346.67,0.41135,0.41087,0.38405,0.09342,2.92948,2.83447,121.5239,-557.6446,3084.818,9.3524,0.27077,5.94682,-557.1373,0.42458,0.33339,0.36992,0.53446,0.38405,119.7116,0.17613,3.98345,7.63462,0.2652,123.2453,0.8524,0.25127,0.10343,37.01544,0.38763,120.3429,0.04123,557.6446,1210.45543,0.36992,0.35628,0.42805,0.18997,4.47004,8.5,0.3202,0.35628,0.21553,0.20504,3705.33247,4.12875
