DEPT,TNPH_SAN:1,DPHI_SAN:1,CS:1,RLA4,TENS:1,TNPH_DOL:1,NPHI_DOL,GDEV_EDTC,DPHZ,RSOZ,RHOZ,RLA5,TNPH_LIM:1,VCL,NPOR_DOL:1,NPOR:1,SMIN,PEFZ,TNPH:1,RLA1,DT,RXOZ,AZIM,NPHI_SAN,NPOR_SAN:1,TNPH:2,RLA0,RHGX,RXO,GR:1,CVEL:1,SVEL,CALI,SPHI,RO,CVEL:2,TNPH_SAN:2,TNPH_DOL:2,NPOR:2,SMNO,TNPH_LIM:2,GR:2,DPHI_SAN:2,RLA2,UZ,DPHI_DOL:1,GR:3,DCAL,DPHI_DOL:2,MRES,INCL,NPOR_LIM:1,GR:4,ITT,CS:2,HTEN,NPOR_LIM:2,NPHI,NPOR_SAN:2,DPHI_LIM:1,RT,BS,NPOR_DOL:2,NPHI_LIM,DSOZ,DPHI_LIM:2,TENS:2,RLA3
1599.8952,,0.15411,,5.15422,,,,,0.18312,0.11088,2.39687,5.26273,,,,,,3.26804,,4.80803,97.22178,1.76619,,,,,0.09617,,3.5171,,,3135.1,8.92462,0.265,,,,,,,,,0.15341,4.90718,7.8928,0.24493,,,0.24556,0.10086,,,,0.06192,,,,,,0.18379,5.44734,,,,0.20818,0.18312,,5.0638
1600.0476,0.3646,0.13837,535.8136,5.0587,3810.62399,0.27792,0.23184,41.04353,0.18202,0.10802,2.39875,5.16157,0.31759,0.6847,0.26781,0.30696,0.57064,3.28781,0.31759,4.84614,97.97814,1.755,346.6767,0.33528,0.38526,0.31788,0.09591,2.88998,3.95235,109.0113,-534.9909,3110.898,8.97087,0.26778,7.81507,-535.8136,0.36487,0.27767,0.3385,0.67386,0.31788,106.1177,0.15227,4.83687,7.94629,0.24392,97.94791,0.47087,0.23152,0.09634,40.35747,0.30696,116.8692,0.06187,534.9909,1347.12285,0.3385,0.29266,0.35406,0.1686,5.1781,8.5,0.29714,0.29266,0.21151,0.18202,3766.99981,4.96878
1600.2,0.36454,0.14469,537.2549,4.94534,3814.33334,0.27787,0.25253,41.05083,0.17839,0.10424,2.40495,5.05122,0.31753,0.7222,0.27786,0.31779,0.51917,3.29667,0.31753,4.61857,97.48921,1.80577,346.6767,0.35197,0.35415,0.31782,0.09678,2.89445,3.34248,113.8866,-539.4961,3126.5,8.99399,0.26599,7.90825,-537.2549,0.36482,0.27762,0.30707,0.63429,0.31782,118.4191,0.14851,4.72929,7.98681,0.24057,116.9817,0.49399,0.23715,0.09876,40.34964,0.31779,112.7391,0.06183,539.4961,1341.96821,0.30707,0.30662,0.3648,0.1747,5.23849,8.5,0.26789,0.30662,0.21743,0.17839,3771.66685,4.85684
1600.3524,0.37697,0.1392,539.4684,5.0381,3819.00037,0.29008,0.26491,41.0382,0.17162,0.10793,2.41652,5.14895,0.33108,0.75725,0.30189,0.34486,0.54599,3.2831,0.33108,4.64008,97.25089,1.79216,346.6766,0.36196,0.42503,0.33232,0.09737,2.91691,3.2996,118.4425,-540.7047,3134.161,9.16356,0.26511,7.75105,-539.4684,0.3781,0.28904,0.38011,0.65224,0.33232,114.5457,0.1415,4.80087,7.98944,0.23431,128.2785,0.66356,0.23226,0.10278,40.34204,0.34486,118.0672,0.06178,540.7047,1344.98987,0.38011,0.31497,0.39055,0.1694,5.40799,8.5,0.33486,0.31497,0.22276,0.17162,3830.66571,4.95254
1600.5048,0.38097,0.14259,540.4089,5.09331,3728.26748,0.29378,0.2662,41.02245,0.17026,0.10716,2.41886,5.21474,0.33546,0.74008,0.29538,0.33831,0.54805,3.24924,0.33546,4.72405,97.84921,1.74037,346.6766,0.363,0.40373,0.33672,0.10093,2.92295,3.39416,116.2098,-540.5244,3114.997,8.98628,0.26731,7.68648,-540.4089,0.38212,0.29273,0.35872,0.64788,0.33672,119.1105,0.14008,4.86125,7.91415,0.23305,109.201,0.48628,0.23529,0.10345,40.33442,0.33831,121.3334,0.06173,540.5244,1315.83889,0.35872,0.31584,0.38378,0.17268,5.44306,8.5,0.31432,0.31584,0.21598,0.17026,3721.33437,5.01851
1600.6572,0.37513,0.14845,537.7057,5.01537,3768.43859,0.28838,0.27397,41.00605,0.17377,0.10626,2.41285,5.13658,0.32907,0.71323,0.28201,0.32333,0.51767,3.21742,0.32907,4.68797,97.62604,1.67384,346.6765,0.36926,0.34943,0.3303,0.09988,2.91228,3.47662,112.7195,-535.3255,3122.118,9.1019,0.26649,7.74222,-537.7057,0.37626,0.28734,0.30319,0.62194,0.3303,131.3123,0.14373,4.80467,7.81857,0.2363,112.7901,0.6019,0.24051,0.10358,40.32649,0.32333,127.2073,0.06168,535.3255,1296.15305,0.30319,0.32108,0.36946,0.17833,5.31029,8.5,0.26326,0.32108,0.20106,0.17377,3768.49929,4.95464
1600.8096,0.3834,0.15024,535.9178,4.96185,3764.6663,0.29501,0.284,41.00858,0.1748,0.1009,2.4111,5.07469,0.33813,0.71748,0.30114,0.34475,0.57901,3.19897,0.33813,4.69778,98.75761,1.94968,346.6765,0.37735,0.40159,0.33818,0.0988,2.92023,3.61922,113.2725,-535.0578,3086.344,9.0017,0.2706,7.5126,-535.9178,0.38345,0.29497,0.35665,0.68077,0.33818,129.7628,0.14479,4.77925,7.7685,0.23724,115.4365,0.5017,0.2421,0.10493,40.31858,0.34475,128.7542,0.06163,535.0578,1311.63946,0.35665,0.32785,0.38991,0.18005,5.17932,8.5,0.31225,0.32785,0.19302,0.1748,3802.49939,4.89828
1600.962,0.38632,0.13778,537.2687,5.25667,3716.12555,0.29685,0.28649,40.9996,0.1695,0.10551,2.42016,5.37484,0.34134,0.73127,0.30137,0.34531,0.64644,3.20632,0.34134,4.97221,97.07286,2.2395,346.6764,0.37936,0.40669,0.34037,0.09921,2.92964,3.86556,115.0647,-539.2713,3139.91,9.31772,0.26445,7.57697,-537.2687,0.38543,0.29767,0.36202,0.80388,0.34037,127.4268,0.1393,5.05065,7.81348,0.23235,113.7897,0.81771,0.23099,0.10458,40.31077,0.34531,129.3972,0.06158,539.2713,1292.48709,0.36202,0.32953,0.39022,0.16803,5.47655,8.5,0.31707,0.32953,0.20045,0.1695,3715.99966,5.18575
1601.1144,0.39283,0.1414,537.1095,5.3709,3754.19919,0.30291,0.27607,40.97422,0.16656,0.11593,2.42519,5.48187,0.34854,0.7188,0.29005,0.33385,0.561,3.22441,0.34854,5.1208,97.16256,2.24412,346.6764,0.37096,0.35671,0.34759,0.09878,2.93996,4.0535,113.4435,-535.2579,3137.01,9.1019,0.26478,7.50295,-537.1095,0.39198,0.3037,0.31178,0.7041,0.34759,127.7628,0.13625,5.15715,7.87272,0.22963,114.2094,0.6019,0.23422,0.10617,40.30289,0.33385,127.9869,0.06153,535.2579,1287.93201,0.31178,0.3225,0.3784,0.17153,5.5464,8.5,0.26973,0.3225,0.21498,0.16656,3758.49979,5.29099
1601.2668,0.39533,0.13364,534.4722,5.15589,3846.40009,0.30579,0.24637,40.97513,0.16856,0.12039,2.42176,5.25658,0.3513,0.7256,0.30445,0.34961,0.48841,3.2502,0.3513,4.96207,97.55383,1.89208,346.6763,0.347,0.39058,0.35103,0.09818,2.94027,4.07587,114.3283,-534.5088,3124.429,9.15585,0.26622,7.39715,-534.4722,0.39508,0.30602,0.34644,0.59833,0.35103,129.5641,0.13833,4.97186,7.92529,0.23148,114.066,0.65585,0.2273,0.10478,40.29528,0.34961,126.3407,0.06148,534.5088,1320.12712,0.34644,0.30246,0.39367,0.16403,5.26907,8.5,0.30152,0.30246,0.23174,0.16856,3877.99923,5.07548
1601.4192,0.37911,0.13917,534.9265,4.64381,3901.81324,0.29054,0.24175,40.97705,0.17677,0.12725,2.40772,4.74163,0.33342,0.72389,0.27737,0.31873,0.48199,3.26239,0.33342,4.44006,97.7048,1.61039,346.6763,0.34328,0.33436,0.33286,0.09999,2.91312,3.51171,114.1052,-535.3176,3119.601,9.42177,0.26678,7.56541,-534.9265,0.3786,0.29101,0.2882,0.58931,0.33286,121.9044,0.14684,4.47869,7.9122,0.23907,115.4207,0.92177,0.23223,0.10495,40.28744,0.31873,126.7817,0.06144,535.3176,1374.14084,0.2882,0.29935,0.36461,0.16937,4.79627,8.5,0.24927,0.29935,0.24438,0.17677,3922.00108,4.57949
1601.5716,0.38767,0.15306,535.7611,4.69704,3852.46768,0.29844,0.24811,40.96871,0.18329,0.13443,2.39657,4.80958,0.34284,0.71995,0.30973,0.35442,0.43483,3.27534,0.34284,4.4296,100.57888,1.48736,346.6762,0.34841,0.39001,0.34226,0.10205,2.91487,3.3547,113.5939,-536.6009,3030.457,8.83983,0.27701,7.20675,-535.7611,0.38715,0.29892,0.34517,0.52673,0.34226,124.3443,0.15359,4.50577,7.90949,0.2451,108.2011,0.33984,0.24462,0.10663,40.27968,0.35442,122.7583,0.06139,536.6009,1370.23029,0.34517,0.30364,0.39905,0.18277,4.92551,8.5,0.30115,0.30364,0.25804,0.18329,3897.00008,4.6252
1601.724,0.37808,0.1734,535.4764,4.73098,3771.79949,0.28904,0.27581,40.9567,0.18894,0.14685,2.38691,4.83905,0.33229,0.77981,0.29997,0.34293,0.41984,3.28902,0.33229,4.49683,102.81928,1.40912,346.6762,0.37075,0.37708,0.33108,0.10352,2.89718,3.4887,121.3748,-536.22,2964.425,8.92462,0.2846,7.29575,-535.4764,0.37698,0.29006,0.33119,0.5083,0.33108,124.5823,0.15945,4.54064,7.91283,0.25032,119.6899,0.42462,0.26276,0.10516,40.2721,0.34293,127.5551,0.06134,536.22,1348.05604,0.33119,0.32232,0.38856,0.2024,4.91679,8.5,0.28914,0.32232,0.26521,0.18894,3804.00112,4.66243
1601.8764,0.38761,0.1759,535.1526,4.79833,3730.93821,0.2987,0.29199,40.90883,0.19119,0.14826,2.38307,4.91256,0.34277,0.81275,0.29591,0.33959,0.41797,3.30196,0.34277,4.43448,100.32151,1.38702,346.6761,0.3838,0.40228,0.34257,0.10517,2.90536,3.13585,125.658,-536.7402,3038.232,9.14815,0.27612,7.02475,-535.1526,0.38743,0.29887,0.3577,0.50916,0.34257,134.0327,0.16178,4.59011,7.93212,0.2524,137.2453,0.64815,0.26499,0.10993,40.26429,0.33959,128.5764,0.06128,536.7402,1297.59879,0.3577,0.33324,0.38448,0.20482,5.16368,8.5,0.31281,0.33324,0.26636,0.19119,3708.99911,4.73857
1602.0288,0.39827,0.16277,534.1915,4.75734,3724.60085,0.30893,0.32404,40.9147,0.19299,0.14247,2.37998,4.86583,0.35457,0.81117,0.31452,0.36075,0.42021,3.3036,0.35457,4.34038,98.39075,1.4582,346.6761,0.40965,0.40375,0.35478,0.1054,2.9151,3.05625,125.4514,-534.4341,3097.852,9.0518,0.26928,6.76176,-534.1915,0.39846,0.30875,0.36018,0.50845,0.35478,125.6202,0.16365,4.5661,7.92656,0.25406,119.6411,0.5518,0.25328,0.11258,40.25645,0.36075,131.3517,0.06123,534.4341,1290.25586,0.36018,0.35486,0.40432,0.19215,5.1773,8.5,0.31397,0.35486,0.25982,0.19299,3732.33428,4.69965
1602.1812,0.41531,0.14185,535.8643,4.94045,3715.5995,0.32504,0.31692,40.94993,0.18889,0.13704,2.38699,5.0445,0.3736,0.78329,0.33921,0.38917,0.45747,3.28216,0.3736,4.496,99.36681,1.51934,346.676,0.4039,0.44272,0.37406,0.10279,2.93796,3.15842,121.8281,-535.3701,3067.423,9.43333,0.27277,6.5339,-535.8643,0.41572,0.32465,0.40189,0.5589,0.37406,136.7778,0.1594,4.73957,7.89659,0.25027,122.9586,0.93333,0.23462,0.10992,40.24886,0.38917,129.5073,0.06119,535.3701,1284.82155,0.40189,0.35006,0.43044,0.17196,5.37357,8.5,0.35109,0.35006,0.25797,0.18889,3725.33373,4.86091
1602.3336,0.41765,0.14404,535.8962,4.84248,3737.06201,0.32676,0.30748,40.9398,0.19025,0.13262,2.38467,4.93777,0.37623,0.77598,0.30536,0.35312,0.45813,3.2412,0.37623,4.41475,98.81872,1.63527,346.676,0.39629,0.39058,0.37613,0.10017,2.93884,3.09004,120.8774,-535.4595,3084.436,9.00555,0.27082,6.46423,-535.8962,0.41756,0.32684,0.34844,0.56519,0.37613,121.8869,0.16081,4.61476,7.79102,0.25153,120.3745,0.50555,0.23658,0.10941,40.24105,0.35312,132.1161,0.06114,535.4595,1284.86606,0.34844,0.34369,0.39514,0.17408,5.24725,8.5,0.30103,0.34369,0.24974,0.19025,3717.00006,4.7649
1602.486,0.41408,0.16179,532.8882,4.77132,3848.7336,0.32308,0.28893,40.89903,0.1911,0.13395,2.38323,4.87306,0.37222,0.79779,0.31248,0.36038,0.46138,3.21395,0.37222,4.38699,97.44179,1.62325,346.6759,0.38133,0.39509,0.37172,0.09942,2.93421,3.12772,123.7127,-530.5288,3128.021,9.14044,0.26581,6.50727,-532.8882,0.41363,0.32351,0.3527,0.56538,0.37172,140.5839,0.16168,4.54448,7.72118,0.25231,122.5258,0.64044,0.25241,0.10494,40.23318,0.36038,129.9923,0.06109,530.5288,1321.94897,0.3527,0.33117,0.40255,0.19121,5.12567,8.5,0.3054,0.33117,0.246,0.1911,3843.00097,4.70068
1602.6384,0.41077,0.17709,533.6265,4.76142,3837.68649,0.31991,0.30955,40.88739,0.19422,0.13441,2.37788,4.86397,0.36851,0.78008,0.33941,0.38884,0.45681,3.21315,0.36851,4.26644,95.42093,1.59619,346.6759,0.39796,0.44048,0.36791,0.10216,2.92717,2.9288,121.4109,-534.3229,3194.267,9.25991,0.2582,6.49871,-533.6265,0.41024,0.32041,0.39903,0.55799,0.36791,128.089,0.16492,4.50396,7.70321,0.2552,128.499,0.75991,0.26605,0.10381,40.22538,0.38884,130.5094,0.06104,534.3229,1359.56536,0.39903,0.34508,0.43054,0.20596,5.27541,8.5,0.34904,0.34508,0.2456,0.19422,3800.99992,4.68739
1602.7908,0.415,0.19511,536.675,4.65952,3732.93227,0.32288,0.31963,40.89122,0.19555,0.13448,2.37562,4.76621,0.37325,0.72876,0.32501,0.37394,0.45027,3.22487,0.37325,4.13577,94.61071,1.53864,346.6758,0.40609,0.406,0.37147,0.10061,2.93012,2.85962,114.7387,-538.1955,3221.622,8.87067,0.25506,6.39674,-536.675,0.41341,0.32436,0.36386,0.54909,0.37147,120.5295,0.16629,4.38855,7.7245,0.25642,110.7024,0.37067,0.28212,0.10447,40.21758,0.37394,121.0387,0.06099,538.1955,1326.50383,0.36386,0.35188,0.41567,0.22335,5.22181,8.5,0.31579,0.35188,0.24696,0.19555,3707.00056,4.585
1602.9432,0.41597,0.17226,534.8856,4.70035,3722.06725,0.32378,0.32645,40.89202,0.19346,0.13409,2.37918,4.81366,0.37434,0.71058,0.33089,0.38036,0.44473,3.22964,0.37434,4.19122,94.81094,1.50826,346.6758,0.41159,0.43995,0.37255,0.10059,2.93349,2.89673,112.3754,-533.5015,3214.818,8.7512,0.25584,6.42364,-534.8856,0.41437,0.32527,0.39889,0.54038,0.37255,115.5444,0.16413,4.42702,7.74667,0.2545,106.5686,0.2512,0.26174,0.10456,40.20999,0.38036,115.4156,0.06094,533.5015,1274.55655,0.39889,0.35649,0.42182,0.2013,5.24148,8.5,0.34843,0.35649,0.2407,0.19346,3710.66719,4.61271
1603.0956,0.41762,0.15653,528.7917,4.83263,3763.00046,0.32572,0.26937,40.8834,0.18943,0.12518,2.38607,4.95106,0.3762,0.77206,0.31132,0.35954,0.45913,3.22845,0.3762,4.24695,94.27214,1.63206,346.6757,0.36555,0.40981,0.37488,0.10084,2.93973,2.99047,120.3683,-525.1892,3233.193,9.13273,0.25373,6.48085,-528.7917,0.41645,0.32682,0.36806,0.55681,0.37488,112.4801,0.15996,4.55834,7.7646,0.25077,122.4866,0.63273,0.24772,0.10683,40.20208,0.35954,116.2028,0.06089,525.1892,1291.55391,0.36806,0.31798,0.40141,0.18613,5.47664,8.5,0.31937,0.31798,0.22805,0.18943,3730.00076,4.73665
1603.248,0.38712,0.11353,532.4528,5.2651,3813.7331,0.29863,0.25622,40.87042,0.18207,0.12691,2.39867,5.40613,0.34223,0.79919,0.29954,0.34345,0.55908,3.24218,0.34223,4.54143,94.31256,1.94233,346.6757,0.35494,0.4153,0.34248,0.10056,2.91572,3.34236,123.8946,-530.3079,3231.807,9.61061,0.25389,7.24495,-532.4528,0.38735,0.29841,0.37099,0.68733,0.34248,121.4293,0.15232,4.95561,7.83577,0.24396,132.2426,1.11061,0.20937,0.10915,40.1943,0.34345,122.8918,0.06085,530.3079,1316.1498,0.37099,0.3091,0.38832,0.14464,6.11171,8.5,0.32528,0.3091,0.22891,0.18207,3796.6656,5.16155
1603.4004,0.39111,0.15067,536.8406,5.3403,3862.06252,0.30329,0.28887,40.86419,0.18097,0.13677,2.40055,5.49647,0.34664,0.77105,0.30185,0.34636,0.48807,3.26251,0.34664,4.68486,94.34313,1.89923,346.6756,0.38128,0.39877,0.34805,0.09933,2.9214,3.30599,120.2361,-539.2264,3230.76,9.0017,0.25401,7.18241,-536.8406,0.39239,0.30211,0.35456,0.62387,0.34805,129.4705,0.15118,5.0328,7.89063,0.24295,110.9687,0.5017,0.24249,0.10781,40.18658,0.34636,128.209,0.0608,539.2264,1340.7684,0.35456,0.33114,0.39085,0.18047,6.09167,8.5,0.30936,0.33114,0.24308,0.18097,3877.00108,5.22579
1603.5528,0.40191,0.17076,535.8652,4.82855,3851.86744,0.31326,0.31315,40.84432,0.1914,0.143,2.38271,4.98186,0.35861,0.70806,0.31606,0.36281,0.42121,3.27449,0.35861,4.42281,96.1965,1.63337,346.6756,0.40086,0.38955,0.35996,0.09837,2.92093,3.09288,112.0473,-534.9686,3168.514,9.02868,0.26116,6.72273,-535.8652,0.40311,0.31214,0.3461,0.51712,0.35996,136.4259,0.16199,4.56578,7.86504,0.25259,120.6597,0.52868,0.2604,0.10307,40.1787,0.36281,134.4718,0.06075,534.9686,1354.09958,0.3461,0.34751,0.40601,0.19985,5.26489,8.5,0.30037,0.34751,0.25041,0.1914,3819.00037,4.72676
1603.7052,0.41402,0.16831,536.1705,4.69686,3856.13431,0.32502,0.31513,40.82985,0.20069,0.13383,2.36682,4.86363,0.37216,0.74348,0.32728,0.37626,0.4454,3.27454,0.37216,4.23819,97.65694,1.43535,346.6755,0.40246,0.41839,0.37404,0.09843,2.92323,2.94798,116.652,-535.1024,3121.13,9.23293,0.2666,6.30546,-536.1705,0.4157,0.32345,0.3768,0.53519,0.37404,137.8262,0.17162,4.42865,7.81656,0.26118,105.8614,0.73293,0.25822,0.10417,40.17111,0.37626,135.9046,0.06071,535.1024,1353.78844,0.3768,0.34885,0.41801,0.19749,5.23498,8.5,0.3276,0.34885,0.25132,0.20069,3874.3326,4.59207
1603.8576,0.41374,0.17542,534.8226,4.61087,3847.31281,0.32354,0.32956,40.85071,0.204,0.1262,2.36115,4.78044,0.37184,0.75983,0.33199,0.38127,0.46026,3.25673,0.37184,4.15191,98.8015,1.44811,346.6755,0.4141,0.3984,0.37227,0.09959,2.91912,2.9032,118.7774,-534.9909,3084.974,9.3524,0.27075,6.24288,-534.8226,0.41412,0.32318,0.35614,0.55035,0.37227,132.6395,0.17506,4.33103,7.7568,0.26424,123.3019,0.8524,0.26457,0.10528,40.16326,0.38127,135.5901,0.06066,534.9909,1340.79044,0.35614,0.35858,0.42291,0.20436,5.15091,8.5,0.30854,0.35858,0.24716,0.204,3883.99938,4.50511
1604.01,0.42073,0.18671,533.2756,4.70264,3802.2004,0.33081,0.35704,40.82636,0.19579,0.12997,2.3752,4.88757,0.3797,0.78462,0.32578,0.37545,0.44864,3.24953,0.3797,4.26008,98.12253,1.47009,346.6754,0.43626,0.4307,0.38099,0.09845,2.93582,2.97645,122.0011,-533.2222,3106.32,8.95931,0.2683,6.29365,-533.2756,0.42188,0.32974,0.39009,0.54304,0.38099,134.0554,0.16654,4.41153,7.7823,0.25665,124.3244,0.45931,0.27463,0.10237,40.15542,0.37545,128.4531,0.06061,533.2222,1333.19189,0.39009,0.37712,0.4166,0.21524,5.22438,8.5,0.33931,0.37712,0.25293,0.19579,3799.6668,4.57593
1604.1624,0.43764,0.15909,532.2255,4.90559,3860.5001,0.34659,0.33568,40.8167,0.19209,0.13918,2.38153,5.09168,0.39886,0.76835,0.35519,0.40906,0.44026,3.24994,0.39886,4.47977,96.79726,1.6082,346.6754,0.41904,0.45315,0.39998,0.09843,2.95677,3.12613,119.8859,-535.3926,3148.85,8.809,0.26342,6.10978,-532.2255,0.43862,0.34565,0.41506,0.53524,0.39998,120.8471,0.16271,4.61559,7.8025,0.25323,120.7968,0.30901,0.25,0.09955,40.14761,0.40906,122.9712,0.06056,535.3926,1334.05831,0.41506,0.36272,0.44747,0.18859,5.39221,8.5,0.36069,0.36272,0.25055,0.19209,3900.99943,4.77013
1604.3148,0.42105,0.15283,532.5445,5.07278,3850.93223,0.33056,0.2839,40.79745,0.18555,0.14509,2.39272,5.26539,0.38007,0.75025,0.31292,0.36167,0.44829,3.26699,0.38007,4.58012,97.36044,1.67477,346.6753,0.37727,0.41329,0.3807,0.0986,2.94753,3.18866,117.5329,-533.7111,3130.635,8.9015,0.26551,6.50477,-532.5445,0.42162,0.33004,0.37212,0.56311,0.3807,115.982,0.15593,4.771,7.87757,0.24718,117.2651,0.4015,0.24441,0.10089,40.1398,0.36167,116.9236,0.06051,533.7111,1352.58863,0.37212,0.32778,0.40317,0.18255,5.65788,8.5,0.32258,0.32778,0.24873,0.18555,3854.00088,4.94015
1604.4672,0.39016,0.16187,533.4623,4.94605,3883.13387,0.30197,0.24621,40.76292,0.18454,0.14032,2.39443,5.14144,0.34558,0.75389,0.29067,0.33423,0.45334,3.26428,0.34558,4.40395,97.23879,1.75574,346.6753,0.34687,0.36517,0.34648,0.09794,2.91613,3.11674,118.0063,-531.9202,3134.552,9.32928,0.26506,7.1172,-533.4623,0.39097,0.30122,0.32026,0.56194,0.34648,115.319,0.15489,4.64521,7.87626,0.24625,117.6264,0.82928,0.25248,0.10332,40.13228,0.33423,120.0006,0.06046,531.9202,1356.25482,0.32026,0.30235,0.379,0.19127,5.60908,8.5,0.27765,0.30235,0.23613,0.18454,3903.66792,4.82484
1604.6196,0.38284,0.13373,533.1559,4.89149,3855.68694,0.29517,0.27714,40.79999,0.18144,0.13283,2.39974,5.09863,0.33751,0.74873,0.3128,0.35718,0.50187,3.245,0.33751,4.35863,95.98274,1.73552,346.6752,0.37182,0.38968,0.33837,0.09796,2.9117,3.08704,117.3354,-529.8221,3175.571,8.99399,0.26035,7.3556,-533.1559,0.38362,0.29445,0.34454,0.61362,0.33837,125.1158,0.15167,4.58414,7.84584,0.24338,115.8521,0.49399,0.22738,0.10422,40.12447,0.35718,120.4667,0.06041,529.8221,1362.9204,0.34454,0.32322,0.40216,0.16413,5.56672,8.5,0.30091,0.32322,0.22922,0.18144,3900.50036,4.79611
1604.772,0.39192,0.13958,534.7971,4.98045,3809.20095,0.30447,0.28758,40.77365,0.18385,0.13134,2.39562,5.18216,0.34752,0.76521,0.2943,0.33833,0.49032,3.22269,0.34752,4.52485,95.65654,1.83554,346.6751,0.38024,0.3712,0.34945,0.09701,2.91889,3.15425,119.4767,-536.6748,3186.4,8.9015,0.25911,7.09478,-534.7971,0.39366,0.30285,0.3266,0.61336,0.34945,122.2926,0.15417,4.68052,7.77949,0.24561,119.7996,0.4015,0.23259,0.10145,40.11667,0.33833,127.7662,0.06036,536.6748,1347.36587,0.3266,0.33026,0.38289,0.16977,5.53703,8.5,0.28326,0.33026,0.22773,0.18385,3821.33389,4.88242
1604.9244,0.39889,0.16012,536.121,4.94956,3764.93832,0.3102,0.32059,40.72955,0.18691,0.14036,2.39038,5.13845,0.35526,0.76705,0.31192,0.35804,0.45977,3.21144,0.35526,4.44458,97.13427,1.7422,346.6751,0.40686,0.3991,0.3563,0.09705,2.92289,3.11007,119.7163,-537.8825,3137.924,9.16356,0.26467,6.87956,-536.121,0.39983,0.30933,0.35555,0.57057,0.3563,138.0599,0.15734,4.65511,7.73662,0.24844,124.6916,0.66356,0.25091,0.10119,40.10885,0.35804,129.6707,0.06032,537.8825,1308.6178,0.35555,0.35253,0.40161,0.18959,5.56087,8.5,0.30951,0.35253,0.23872,0.18691,3768.00021,4.83605
1605.0768,0.42452,0.19583,533.0878,4.72025,3784.46747,0.33447,0.3304,40.70957,0.19494,0.13655,2.37665,4.8979,0.38398,0.77161,0.32921,0.37959,0.43447,3.21075,0.38398,4.18273,98.55952,1.55447,346.675,0.41478,0.43539,0.38539,0.09698,2.94064,2.96582,120.3089,-530.7267,3092.548,9.24064,0.26988,6.24832,-533.0878,0.42577,0.33329,0.39532,0.53066,0.38539,127.4664,0.16567,4.44143,7.69377,0.25587,113.4331,0.74064,0.28277,0.10302,40.10096,0.37959,125.8366,0.06027,530.7267,1299.87386,0.39532,0.35915,0.42027,0.22404,5.37065,8.5,0.34375,0.35915,0.24726,0.19494,3797.666,4.60594
1605.2292,0.43433,0.16621,529.5946,4.68754,3886.00018,0.34178,0.36678,40.73972,0.20125,0.13347,2.36587,4.85316,0.3951,0.71141,0.35212,0.40535,0.44726,3.20822,0.3951,4.22988,98.82991,1.41637,346.675,0.44412,0.47222,0.39419,0.09651,2.94361,2.95288,112.4837,-529.7783,3084.087,8.88608,0.27086,5.97278,-529.5946,0.43354,0.34253,0.43437,0.53595,0.39419,109.8609,0.1722,4.41736,7.6554,0.26169,120.9062,0.38608,0.25635,0.10285,40.09337,0.40535,118.6599,0.06022,529.7783,1329.31911,0.43437,0.38369,0.44423,0.19547,5.21415,8.5,0.37947,0.38369,0.25063,0.20125,3856.99983,4.57485
1605.3816,0.45496,0.16754,525.685,4.64378,3960.93799,0.36059,0.29247,40.73733,0.20417,0.12879,2.36087,4.80457,0.4187,0.75045,0.35782,0.41414,0.43508,3.21751,0.4187,4.22277,99.32176,1.3815,346.675,0.38418,0.42987,0.4169,0.0959,2.96055,2.92253,117.5589,-526.3722,3068.814,9.06336,0.27261,5.64236,-525.685,0.4534,0.36208,0.39243,0.52098,0.4169,121.2153,0.17523,4.36924,7.66254,0.26439,105.807,0.56336,0.25754,0.10122,40.08557,0.41414,117.6919,0.06017,526.3722,1393.8712,0.39243,0.33356,0.45059,0.19675,5.12335,8.5,0.33781,0.33356,0.24972,0.20417,3926.49951,4.53874
1605.534,0.40029,0.16266,526.1659,4.48067,4023.74961,0.30945,0.27537,40.71774,0.20313,0.13287,2.36265,4.63559,0.35681,0.76528,0.2967,0.34183,0.44341,3.22988,0.35681,4.0093,100.56641,1.4359,346.6749,0.37039,0.4073,0.3554,0.09718,2.90535,2.80388,119.4869,-523.0808,3030.833,9.37167,0.27697,6.49991,-526.1659,0.39902,0.31063,0.36386,0.53522,0.3554,122.8801,0.17415,4.21923,7.69735,0.26344,127.1888,0.87167,0.25319,0.10418,40.07761,0.34183,123.9693,0.06012,523.0808,1451.0844,0.36386,0.32203,0.38561,0.19204,5.03379,8.5,0.31735,0.32203,0.24564,0.20313,4022.0006,4.37874
1605.6864,0.39872,0.17731,532.29,4.41891,3907.93254,0.30835,0.26917,40.68723,0.2032,0.12808,2.36253,4.56152,0.35507,0.78991,0.31731,0.36379,0.45308,3.2531,0.35507,3.97113,100.06581,1.46334,346.6748,0.36539,0.41138,0.35409,0.09785,2.90351,2.77187,122.6879,-530.1754,3045.996,8.93618,0.27523,6.52822,-532.29,0.39784,0.30917,0.36793,0.54893,0.35409,124.2706,0.17423,4.17599,7.75232,0.2635,122.1729,0.43618,0.26625,0.10512,40.06995,0.36379,122.8536,0.06007,530.1754,1427.12337,0.36793,0.31784,0.40725,0.20618,4.92673,8.5,0.32128,0.31784,0.23442,0.2032,3848.66616,4.32222
