DEPT,GR
820.5,52.4633
821.0,53.8683
821.5,53.2933
822.0,52.1335
822.5,52.4229
823.0,50.389
823.5,51.8065
824.0,53.4671
824.5,55.663
825.0,58.4817
825.5,61.8243
826.0,60.9739
826.5,58.6506
827.0,57.968
827.5,62.0436
828.0,59.4231
828.5,61.4096
829.0,59.5999
829.5,58.5373
830.0,56.1018
830.5,54.2759
831.0,57.8949
831.5,62.7373
832.0,59.7578
832.5,57.736
833.0,56.3915
833.5,55.8893
834.0,53.4683
834.5,54.2639
835.0,54.6093
835.5,55.3408
836.0,54.0547
836.5,58.2162
837.0,56.1978
837.5,49.0745
838.0,48.5531
838.5,51.4861
839.0,52.352
839.5,52.4002
840.0,49.0481
840.5,52.3887
841.0,53.6111
841.5,53.173
842.0,53.2426
842.5,52.3056
843.0,51.3009
843.5,52.4845
844.0,50.9911
844.5,51.3526
845.0,53.9488
845.5,56.0029
846.0,56.9472
846.5,61.1619
847.0,61.0562
847.5,61.2406
848.0,57.2182
848.5,52.8033
849.0,50.5359
849.5,50.756
850.0,50.4259
850.5,52.2797
851.0,49.9418
851.5,51.9485
852.0,57.6655
852.5,63.1798
853.0,64.7997
853.5,65.1217
854.0,62.9132
854.5,63.0356
855.0,62.417
855.5,65.9473
856.0,65.2588
856.5,64.0804
857.0,64.2648
857.5,65.7039
858.0,65.0256
858.5,64.4138
859.0,65.3946
859.5,64.4439
860.0,64.077
860.5,64.3267
861.0,63.0128
861.5,63.1277
862.0,65.1068
862.5,62.3138
863.0,64.2364
863.5,64.4687
864.0,65.2212
864.5,65.2516
865.0,66.3989
865.5,65.9043
866.0,64.8414
866.5,65.2533
867.0,64.9597
867.5,62.9765
868.0,61.7164
868.5,61.971
869.0,65.534
869.5,66.9707
870.0,65.4202
870.5,66.6865
871.0,66.1409
871.5,66.5044
872.0,65.8107
872.5,64.0333
873.0,63.4577
873.5,64.7601
874.0,65.7324
874.5,66.8312
875.0,65.6506
875.5,63.8286
876.0,64.3533
876.5,65.6888
877.0,65.0045
877.5,62.4633
878.0,64.5954
878.5,64.174
879.0,65.1485
879.5,65.6239
880.0,64.4997
880.5,65.2172
881.0,62.3144
881.5,63.2982
882.0,64.0145
882.5,62.7367
883.0,63.3431
883.5,64.3965
884.0,64.5434
884.5,64.1772
885.0,61.9582
885.5,63.3223
886.0,64.6864
886.5,63.2635
887.0,64.0345
887.5,65.9933
888.0,66.1092
888.5,63.7782
889.0,61.1119
889.5,63.1173
890.0,63.4539
890.5,63.2594
891.0,63.7427
891.5,62.7501
892.0,64.1949
892.5,64.9438
893.0,63.0048
893.5,62.7631
894.0,62.2273
894.5,62.7661
895.0,64.3833
895.5,65.4914
896.0,63.7405
896.5,65.6157
897.0,65.9232
897.5,67.5461
898.0,65.1531
898.5,65.1636
899.0,66.2044
899.5,65.9958
900.0,65.6184
900.5,63.5997
901.0,64.362
901.5,65.5976
902.0,65.4918
902.5,64.8462
903.0,63.9294
903.5,66.4301
904.0,66.8716
904.5,67.0587
905.0,66.3075
905.5,62.9624
906.0,63.1754
906.5,63.7018
907.0,64.7553
907.5,64.7402
908.0,63.9683
908.5,63.9058
909.0,63.699
909.5,62.9636
910.0,59.8649
910.5,65.0856
911.0,67.4032
911.5,66.8872
912.0,65.3855
912.5,66.2799
913.0,66.8578
913.5,66.0473
914.0,66.8815
914.5,60.9002
915.0,63.4281
915.5,66.0148
916.0,66.2569
916.5,67.5494
917.0,67.0644
917.5,66.9334
918.0,67.0864
918.5,66.3742
919.0,64.319
919.5,65.817
920.0,66.7734
920.5,67.8423
921.0,68.001
921.5,67.2023
922.0,69.693
922.5,68.9297
923.0,67.6656
923.5,67.2895
924.0,68.7059
924.5,64.0191
925.0,65.3355
925.5,68.5898
926.0,68.1885
926.5,68.1267
927.0,67.3709
927.5,68.3338
928.0,71.1448
928.5,70.3707
929.0,70.8655
929.5,69.4353
930.0,69.2819
930.5,68.3103
931.0,63.9733
931.5,65.8223
932.0,65.7861
932.5,65.7541
933.0,65.1715
933.5,63.5352
934.0,65.4816
934.5,64.3057
935.0,62.4826
935.5,60.129
936.0,56.332
936.5,58.5983
937.0,57.622
937.5,58.1175
938.0,58.1751
938.5,61.0431
939.0,61.772
939.5,60.5162
940.0,63.6597
940.5,63.0856
941.0,57.8009
941.5,40.9721
942.0,33.0943
942.5,33.5414
943.0,36.4076
943.5,42.0818
944.0,38.794
944.5,35.5781
945.0,33.4206
945.5,33.7896
946.0,44.8505
946.5,52.0741
947.0,53.1606
947.5,55.1863
948.0,62.3073
948.5,63.0433
949.0,62.3637
949.5,58.8713
950.0,58.9672
950.5,55.7517
951.0,54.2741
951.5,52.8974
952.0,59.1385
952.5,51.0754
953.0,51.6531
953.5,56.8182
954.0,51.5367
954.5,42.0128
955.0,43.668
955.5,43.7602
956.0,46.5371
956.5,46.4955
957.0,46.2411
957.5,47.6661
958.0,49.1091
958.5,46.8242
959.0,46.5045
959.5,47.6564
960.0,47.7173
960.5,49.4252
961.0,51.2301
961.5,50.2153
962.0,52.9617
962.5,51.2817
963.0,50.6939
963.5,51.5215
964.0,50.0471
964.5,52.0462
965.0,48.7639
965.5,48.4976
966.0,50.1964
966.5,51.1564
967.0,51.6017
967.5,52.3233
968.0,49.4589
968.5,55.3628
969.0,55.8799
969.5,51.2445
970.0,53.248
970.5,56.9728
971.0,56.4836
971.5,52.0342
972.0,53.6406
972.5,54.2941
973.0,54.0429
973.5,54.2135
974.0,54.2079
974.5,54.7712
975.0,54.027
975.5,54.7848
976.0,53.2367
976.5,50.4831
977.0,49.642
977.5,51.2123
978.0,52.2755
978.5,50.7682
979.0,51.5466
979.5,52.7612
980.0,53.504
980.5,56.4665
981.0,54.8677
981.5,55.1301
982.0,51.85
982.5,49.3591
983.0,48.7303
983.5,55.4639
984.0,52.4377
984.5,55.0884
985.0,53.7595
985.5,54.02
986.0,50.6926
986.5,52.5485
987.0,52.6047
987.5,52.1615
988.0,51.1091
988.5,51.3344
989.0,50.7899
989.5,50.4611
990.0,55.5495
990.5,55.2629
991.0,56.1315
991.5,52.786
992.0,52.9716
992.5,50.8996
993.0,54.4757
993.5,56.0691
994.0,56.3774
994.5,54.7679
995.0,56.3163
995.5,57.7396
996.0,58.8738
996.5,74.8646
997.0,84.3417
997.5,57.9821
998.0,57.2529
998.5,54.8032
999.0,55.871
999.5,53.8103
1000.0,56.1058
1000.5,56.0625
1001.0,55.8289
1001.5,55.337
1002.0,56.6783
1002.5,54.9342
1003.0,53.2961
1003.5,54.5206
1004.0,55.5074
1004.5,56.7246
1005.0,57.5951
1005.5,58.6963
1006.0,61.6456
1006.5,61.7592
1007.0,62.1033
1007.5,61.3741
1008.0,63.6103
1008.5,62.9484
1009.0,65.2614
1009.5,68.4728
1010.0,62.4514
1010.5,61.9795
1011.0,59.7566
1011.5,61.0118
1012.0,66.6504
1012.5,66.1499
1013.0,67.0727
1013.5,65.0521
1014.0,65.7899
1014.5,66.513
1015.0,65.5122
1015.5,65.8753
1016.0,65.2431
1016.5,67.6412
1017.0,67.7539
1017.5,65.4339
1018.0,63.1046
1018.5,62.5371
1019.0,59.8669
1019.5,60.9712
1020.0,66.1712
1020.5,65.6876
1021.0,65.4679
1021.5,67.5418
1022.0,67.006
1022.5,67.752
1023.0,67.9572
1023.5,69.1316
1024.0,68.4319
1024.5,65.3096
1025.0,66.8643
1025.5,66.657
1026.0,66.7134
1026.5,66.3813
1027.0,68.9449
1027.5,69.0962
1028.0,67.1778
1028.5,68.6817
1029.0,68.3911
1029.5,66.845
1030.0,66.0349
1030.5,68.5742
1031.0,71.3244
1031.5,67.9359
1032.0,66.8351
1032.5,69.2768
1033.0,68.3131
1033.5,67.6607
1034.0,67.8556
1034.5,67.3794
1035.0,68.0472
1035.5,68.8785
1036.0,67.0926
1036.5,69.894
1037.0,69.8797
1037.5,68.1422
1038.0,66.378
1038.5,69.6918
1039.0,66.8841
1039.5,64.0377
1040.0,66.591
1040.5,67.8837
1041.0,67.4421
1041.5,67.8646
1042.0,67.7661
1042.5,69.2518
1043.0,68.0411
1043.5,67.2626
1044.0,67.7571
1044.5,69.029
1045.0,69.3765
1045.5,67.3171
1046.0,67.4394
1046.5,67.2027
1047.0,67.2631
1047.5,68.9777
1048.0,66.6909
1048.5,67.4093
1049.0,67.1358
1049.5,66.8369
1050.0,67.5384
1050.5,68.5757
1051.0,69.2846
1051.5,68.9325
1052.0,70.6162
1052.5,68.5493
1053.0,67.9511
1053.5,66.8754
1054.0,66.0263
1054.5,67.0106
1055.0,63.8989
1055.5,64.5762
1056.0,65.744
1056.5,64.5012
1057.0,66.9301
1057.5,64.5856
1058.0,63.1801
1058.5,64.9935
1059.0,65.4412
1059.5,68.3687
1060.0,65.922
1060.5,63.7078
1061.0,66.1023
1061.5,65.9037
1062.0,66.8206
1062.5,64.0106
1063.0,66.7845
1063.5,65.7227
1064.0,64.0044
1064.5,64.1891
1065.0,67.4844
1065.5,66.6635
1066.0,66.4331
1066.5,64.4618
1067.0,65.3458
1067.5,66.9389
1068.0,69.3352
1068.5,69.1632
1069.0,66.7664
1069.5,68.5521
1070.0,67.9818
1070.5,68.5979
1071.0,68.6541
1071.5,67.6921
1072.0,67.814
1072.5,68.8471
1073.0,70.1031
1073.5,67.9209
1074.0,66.8086
1074.5,66.5176
1075.0,69.6992
1075.5,69.6579
1076.0,69.3569
1076.5,67.9596
1077.0,66.9995
1077.5,68.8839
1078.0,67.3726
1078.5,67.9516
1079.0,67.3082
1079.5,64.6335
1080.0,66.5374
1080.5,69.2738
1081.0,68.7329
1081.5,66.995
1082.0,64.2848
1082.5,66.704
1083.0,67.4484
1083.5,69.2629
1084.0,70.5346
1084.5,70.0698
1085.0,66.8442
1085.5,67.1718
1086.0,67.6866
1086.5,69.2024
1087.0,66.876
1087.5,68.9989
1088.0,67.6431
1088.5,65.8311
1089.0,66.1532
1089.5,68.8128
1090.0,69.793
1090.5,69.8994
1091.0,71.2794
1091.5,68.3182
1092.0,69.1428
1092.5,68.9051
1093.0,70.142
1093.5,70.1258
1094.0,72.1059
1094.5,70.0465
1095.0,66.9837
1095.5,70.2811
1096.0,68.9129
1096.5,69.7894
1097.0,70.7415
1097.5,72.0572
1098.0,70.9067
1098.5,69.515
1099.0,72.0778
1099.5,68.8904
1100.0,68.1658
1100.5,65.5211
1101.0,62.7787
1101.5,62.6813
1102.0,66.3955
1102.5,66.9379
1103.0,69.1362
1103.5,68.2281
1104.0,66.4464
1104.5,66.2525
1105.0,67.3557
1105.5,65.4402
1106.0,68.392
1106.5,67.3782
1107.0,66.102
1107.5,66.4426
1108.0,66.5978
1108.5,66.4676
1109.0,67.2801
1109.5,66.2608
1110.0,63.3088
1110.5,65.7624
1111.0,65.6484
1111.5,65.9343
1112.0,66.8461
1112.5,66.4253
1113.0,68.2279
1113.5,65.7841
1114.0,65.0991
1114.5,64.458
1115.0,63.9452
1115.5,58.7233
1116.0,45.2749
1116.5,32.3447
1117.0,30.5014
1117.5,35.0375
1118.0,51.088
1118.5,63.3622
1119.0,65.8949
1119.5,66.595
1120.0,67.7151
1120.5,69.1161
1121.0,67.9743
1121.5,69.4342
1122.0,68.5762
1122.5,68.9511
1123.0,69.3148
1123.5,66.7882
1124.0,66.5015
1124.5,64.8721
1125.0,70.1285
1125.5,69.1665
1126.0,69.8948
1126.5,64.8212
1127.0,65.8117
1127.5,67.6742
1128.0,67.3243
1128.5,70.5938
1129.0,67.9547
1129.5,67.1494
1130.0,67.5846
1130.5,67.431
1131.0,69.3789
1131.5,70.4858
1132.0,70.7342
1132.5,70.2722
1133.0,70.1585
1133.5,70.365
1134.0,70.5969
1134.5,66.2725
1135.0,58.9025
1135.5,53.2189
1136.0,57.5566
1136.5,59.7703
1137.0,63.0681
1137.5,63.6422
1138.0,61.6458
1138.5,62.6038
1139.0,65.6243
1139.5,66.2106
1140.0,64.7935
1140.5,63.5956
1141.0,64.2765
1141.5,64.6434
1142.0,63.2555
1142.5,61.9272
1143.0,56.8834
1143.5,47.6569
1144.0,46.8106
1144.5,50.2627
1145.0,53.6175
1145.5,50.4677
1146.0,51.8154
1146.5,49.8763
1147.0,49.8687
1147.5,50.3875
1148.0,53.5996
1148.5,51.1201
1149.0,49.1879
1149.5,51.0449
1150.0,51.3905
1150.5,51.4511
1151.0,52.5827
1151.5,52.636
1152.0,54.5561
1152.5,56.0049
1153.0,54.9489
1153.5,57.6139
1154.0,54.7179
1154.5,54.1452
1155.0,55.0758
1155.5,56.2733
1156.0,57.2197
1156.5,59.5584
1157.0,58.9948
1157.5,58.1328
1158.0,51.7298
1158.5,45.8542
1159.0,57.7578
1159.5,65.2968
1160.0,65.0157
1160.5,64.7484
1161.0,65.1074
1161.5,67.5405
1162.0,66.1157
1162.5,66.5526
1163.0,66.7851
1163.5,68.0032
1164.0,66.8997
1164.5,65.7129
1165.0,67.1836
1165.5,67.5716
1166.0,67.6985
1166.5,67.372
1167.0,67.9337
1167.5,67.6395
1168.0,65.0417
1168.5,66.6518
1169.0,66.3558
1169.5,63.177
1170.0,58.704
1170.5,48.0717
1171.0,42.887
1171.5,38.0837
1172.0,40.9688
1172.5,44.6925
1173.0,47.1772
1173.5,47.6986
1174.0,48.7723
1174.5,46.7613
1175.0,54.4655
1175.5,57.5872
1176.0,59.8751
1176.5,64.9309
1177.0,84.2892
1177.5,62.8858
1178.0,56.0149
1178.5,54.3499
1179.0,52.2936
1179.5,53.4565
1180.0,54.0292
1180.5,57.9729
1181.0,57.4702
1181.5,58.7012
1182.0,61.3125
1182.5,61.7648
1183.0,61.3346
1183.5,60.3736
1184.0,58.7898
1184.5,59.6313
1185.0,58.5165
1185.5,59.9887
1186.0,59.0676
1186.5,58.3505
1187.0,60.6972
1187.5,59.9593
1188.0,60.4121
1188.5,60.2899
1189.0,61.3182
1189.5,61.2726
1190.0,63.4502
1190.5,63.2593
1191.0,62.6886
1191.5,64.7696
1192.0,61.139
1192.5,61.643
1193.0,60.3913
1193.5,52.0529
1194.0,45.2634
1194.5,44.6931
1195.0,49.8473
1195.5,52.987
1196.0,48.9895
1196.5,48.2762
1197.0,49.9639
1197.5,49.8872
1198.0,49.6187
1198.5,49.4041
1199.0,49.4235
1199.5,50.3178
1200.0,48.5453
1200.5,49.4942
1201.0,48.0559
1201.5,50.7109
1202.0,50.7673
1202.5,45.9976
1203.0,39.9785
1203.5,42.5598
1204.0,47.3015
1204.5,48.581
1205.0,49.3456
1205.5,47.1889
1206.0,49.4428
1206.5,45.6078
1207.0,46.2451
1207.5,49.8422
1208.0,49.174
1208.5,47.1126
1209.0,45.0948
1209.5,47.0615
1210.0,45.0209
1210.5,46.7899
1211.0,45.9019
1211.5,46.6868
1212.0,45.7672
1212.5,47.1818
1213.0,48.6072
1213.5,48.0178
1214.0,47.3479
1214.5,47.1731
1215.0,48.5262
1215.5,45.2781
1216.0,46.8757
1216.5,45.1381
1217.0,45.9265
1217.5,47.8896
1218.0,47.246
1218.5,46.2539
1219.0,45.3801
1219.5,44.8542
1220.0,45.8166
1220.5,45.6416
1221.0,47.7583
1221.5,49.9999
1222.0,50.4475
1222.5,50.9801
1223.0,46.1983
1223.5,48.6299
1224.0,50.0128
1224.5,48.7273
1225.0,46.9353
1225.5,49.5683
1226.0,48.5935
1226.5,48.9321
1227.0,51.5983
1227.5,52.3552
1228.0,47.0931
1228.5,49.9589
1229.0,49.9906
1229.5,52.465
1230.0,51.0184
1230.5,47.825
1231.0,48.3002
1231.5,52.0958
1232.0,50.2612
1232.5,49.6671
1233.0,51.0878
1233.5,55.577
1234.0,52.672
1234.5,49.0224
1235.0,50.0625
1235.5,49.3069
1236.0,51.9139
1236.5,52.0143
1237.0,54.2255
1237.5,50.0907
1238.0,51.5011
1238.5,53.4475
1239.0,52.7678
1239.5,51.5403
1240.0,50.5261
1240.5,54.3988
1241.0,54.1679
1241.5,53.9491
1242.0,54.0777
1242.5,53.0191
1243.0,56.5576
1243.5,57.9207
1244.0,58.0326
1244.5,58.8549
1245.0,58.9466
1245.5,49.7174
1246.0,51.8779
1246.5,58.6264
1247.0,59.7605
1247.5,61.6245
1248.0,62.7132
1248.5,59.8731
1249.0,60.6272
1249.5,60.903
1250.0,62.0485
1250.5,61.4746
1251.0,62.2165
1251.5,61.3019
1252.0,61.3674
1252.5,63.1641
1253.0,61.3347
1253.5,63.773
1254.0,64.8295
1254.5,64.2321
1255.0,65.4045
1255.5,63.5763
1256.0,64.6274
1256.5,62.1659
1257.0,63.8589
1257.5,63.6303
1258.0,65.9109
1258.5,61.4293
1259.0,63.7783
1259.5,63.3718
1260.0,65.0816
1260.5,67.4917
1261.0,63.5965
1261.5,64.3486
1262.0,63.9215
1262.5,65.9773
1263.0,63.3936
1263.5,65.5011
1264.0,63.3274
1264.5,63.1292
1265.0,63.1957
1265.5,62.24
1266.0,62.4342
1266.5,64.6789
1267.0,63.6937
1267.5,64.0069
1268.0,62.7578
1268.5,62.5208
1269.0,62.7339
1269.5,64.5101
1270.0,64.7568
1270.5,62.475
1271.0,64.3192
1271.5,64.258
1272.0,63.6923
1272.5,61.6919
1273.0,61.5245
1273.5,61.8051
1274.0,61.2953
1274.5,63.5856
1275.0,62.4493
1275.5,62.2164
1276.0,62.8843
1276.5,64.0598
1277.0,65.2813
1277.5,64.3975
1278.0,63.158
1278.5,62.9535
1279.0,64.3925
1279.5,63.5412
1280.0,63.1543
1280.5,60.9206
1281.0,62.8843
1281.5,65.0736
1282.0,60.5849
1282.5,62.8695
1283.0,63.1839
1283.5,62.8823
1284.0,62.2688
1284.5,62.9748
1285.0,63.6616
1285.5,62.1226
1286.0,62.6631
1286.5,63.77
1287.0,61.6825
1287.5,62.2923
1288.0,62.7263
1288.5,64.2244
1289.0,61.4659
1289.5,63.728
1290.0,62.5697
1290.5,64.739
1291.0,65.46
1291.5,63.0275
1292.0,62.5651
1292.5,63.6724
1293.0,62.2437
1293.5,62.8199
1294.0,63.287
1294.5,65.0921
1295.0,62.9614
1295.5,63.4747
1296.0,61.6657
1296.5,59.8889
1297.0,61.9741
1297.5,61.0221
1298.0,64.4122
1298.5,65.3276
1299.0,63.5049
1299.5,64.6517
1300.0,63.6315
1300.5,61.0921
1301.0,60.4525
1301.5,63.7903
1302.0,63.3978
1302.5,62.847
1303.0,62.266
1303.5,63.4634
1304.0,63.3556
1304.5,63.6874
1305.0,63.3967
1305.5,64.5672
1306.0,63.8146
1306.5,63.789
1307.0,63.9947
1307.5,61.9982
1308.0,63.4403
1308.5,62.1305
1309.0,62.274
1309.5,61.7435
1310.0,63.6145
1310.5,60.3055
1311.0,62.4367
1311.5,64.0482
1312.0,63.1464
1312.5,64.227
1313.0,62.7592
1313.5,63.1009
1314.0,62.8445
1314.5,65.1046
1315.0,65.6739
1315.5,64.9849
1316.0,63.6039
1316.5,63.4637
1317.0,64.0585
1317.5,62.2747
1318.0,62.4477
1318.5,62.3298
1319.0,62.9493
1319.5,63.0967
1320.0,65.4324
1320.5,66.3037
1321.0,64.7728
1321.5,63.2007
1322.0,65.4091
1322.5,66.2259
1323.0,64.2448
1323.5,65.481
1324.0,62.5412
1324.5,61.8501
1325.0,65.2383
1325.5,66.8169
1326.0,67.5583
1326.5,64.145
1327.0,63.633
1327.5,62.9101
1328.0,62.8451
1328.5,65.0592
1329.0,63.7866
1329.5,63.7094
1330.0,64.837
1330.5,65.0255
1331.0,62.9795
1331.5,63.9417
1332.0,65.0802
1332.5,62.7516
1333.0,63.3608
1333.5,62.8953
1334.0,62.6615
1334.5,61.6624
1335.0,63.0716
1335.5,64.6318
1336.0,64.3187
1336.5,62.2499
1337.0,64.294
1337.5,62.8199
1338.0,61.2719
1338.5,63.2742
1339.0,62.7417
1339.5,64.9842
1340.0,64.6353
1340.5,63.2503
1341.0,61.1752
1341.5,63.4283
1342.0,65.7765
1342.5,63.9996
1343.0,61.1437
1343.5,60.0614
1344.0,61.0228
1344.5,63.1904
1345.0,63.8057
1345.5,64.7449
1346.0,65.0167
1346.5,63.6368
1347.0,61.9518
1347.5,60.8227
1348.0,60.633
1348.5,60.6067
1349.0,62.2847
1349.5,65.8378
1350.0,66.3259
1350.5,67.7341
1351.0,71.247
1351.5,69.3227
1352.0,66.5923
1352.5,64.9685
1353.0,67.2773
1353.5,68.1782
1354.0,65.5501
1354.5,90.5285
1355.0,74.5451
1355.5,68.7524
1356.0,68.0238
1356.5,68.5761
1357.0,67.1288
1357.5,65.7144
1358.0,61.9179
1358.5,54.2577
1359.0,48.7479
1359.5,46.2337
1360.0,51.0324
1360.5,53.433
1361.0,46.3492
1361.5,46.2004
1362.0,50.2019
1362.5,54.2872
1363.0,57.6294
1363.5,58.9435
1364.0,61.1959
1364.5,61.7035
1365.0,61.4995
1365.5,60.8313
1366.0,52.6647
1366.5,51.6679
1367.0,55.8829
1367.5,56.1838
1368.0,61.2488
1368.5,61.2229
1369.0,62.6658
1369.5,59.6261
1370.0,62.4458
1370.5,63.8977
1371.0,61.902
1371.5,63.7826
1372.0,63.9496
1372.5,63.9519
1373.0,63.7951
1373.5,64.3453
1374.0,62.7305
1374.5,61.134
1375.0,64.6448
1375.5,60.8282
1376.0,59.1664
1376.5,59.8003
1377.0,64.2387
1377.5,64.6933
1378.0,64.7074
1378.5,62.7721
1379.0,61.5258
1379.5,62.6347
1380.0,62.6008
1380.5,65.3448
1381.0,61.5415
1381.5,62.8783
1382.0,61.2883
1382.5,62.4182
1383.0,62.5213
1383.5,64.1964
1384.0,62.2062
1384.5,64.4585
1385.0,66.6519
1385.5,64.8443
1386.0,64.9485
1386.5,64.0118
1387.0,63.1374
1387.5,64.1016
1388.0,63.4355
1388.5,65.1479
1389.0,62.7754
1389.5,62.2893
1390.0,60.3305
1390.5,62.2416
1391.0,65.0985
1391.5,66.3043
1392.0,67.4474
1392.5,64.1646
1393.0,62.6992
1393.5,64.3767
1394.0,62.2685
1394.5,63.6188
1395.0,62.4168
1395.5,61.895
1396.0,63.3116
1396.5,64.5019
1397.0,65.794
1397.5,62.7979
1398.0,62.4427
1398.5,64.2853
1399.0,63.554
1399.5,66.0287
1400.0,66.8018
1400.5,64.5593
1401.0,65.7358
1401.5,63.3512
1402.0,61.5911
1402.5,63.2267
1403.0,63.8438
1403.5,65.7614
1404.0,67.1962
1404.5,64.0491
1405.0,63.3755
1405.5,64.5241
1406.0,64.2773
1406.5,64.0006
1407.0,66.5677
1407.5,64.355
1408.0,62.8778
1408.5,61.9232
1409.0,62.6012
1409.5,63.1445
1410.0,64.4105
1410.5,63.2568
1411.0,62.9682
1411.5,60.4107
1412.0,63.5991
1412.5,63.461
1413.0,64.9773
1413.5,63.5023
1414.0,60.5774
1414.5,63.2978
1415.0,62.9293
1415.5,64.3788
1416.0,63.4944
1416.5,63.8208
1417.0,61.7721
1417.5,62.1186
1418.0,64.7971
1418.5,61.3423
1419.0,55.1304
1419.5,52.3707
1420.0,59.8792
1420.5,61.2865
1421.0,62.4727
1421.5,63.2756
1422.0,66.0849
1422.5,66.7785
1423.0,63.5275
1423.5,62.6615
1424.0,61.6087
1424.5,62.8716
1425.0,62.0747
1425.5,61.5933
1426.0,61.8357
1426.5,63.3577
1427.0,65.1068
1427.5,66.4448
1428.0,67.0907
1428.5,66.1641
1429.0,63.1012
1429.5,62.5058
1430.0,62.7819
1430.5,62.3473
1431.0,62.1183
1431.5,60.9175
1432.0,63.1311
1432.5,63.3823
1433.0,58.6658
1433.5,60.0962
1434.0,63.1178
1434.5,65.0148
1435.0,67.5587
1435.5,68.6329
1436.0,65.8527
1436.5,64.5644
1437.0,65.4952
1437.5,66.2951
1438.0,68.2131
1438.5,66.0886
1439.0,68.1853
1439.5,64.3845
1440.0,65.896
1440.5,63.6194
1441.0,63.2959
1441.5,63.5352
1442.0,62.7273
1442.5,62.4973
1443.0,61.449
1443.5,64.7466
1444.0,63.1272
1444.5,63.8703
1445.0,62.0261
1445.5,59.9765
1446.0,59.5092
1446.5,62.4911
1447.0,63.6971
1447.5,60.3482
1448.0,62.8282
1448.5,64.9202
1449.0,62.7627
1449.5,62.1018
1450.0,63.5051
1450.5,63.9061
1451.0,63.1427
1451.5,65.3653
1452.0,65.9984
1452.5,63.8166
1453.0,64.2733
1453.5,61.3861
1454.0,60.6085
1454.5,61.8513
1455.0,61.6204
1455.5,61.2686
1456.0,62.0446
1456.5,62.1121
1457.0,61.4119
1457.5,62.1823
1458.0,61.3239
1458.5,61.07
1459.0,62.4002
1459.5,64.2412
1460.0,62.8189
1460.5,65.5216
1461.0,64.495
1461.5,65.4763
1462.0,65.6633
1462.5,64.4245
1463.0,64.2029
1463.5,63.0389
1464.0,64.5941
1464.5,65.133
1465.0,64.3003
1465.5,55.421
1466.0,57.2969
1466.5,68.8884
1467.0,67.2648
1467.5,69.7773
1468.0,69.1679
1468.5,68.0356
1469.0,68.8649
1469.5,68.7161
1470.0,68.3089
1470.5,69.6018
1471.0,68.4212
1471.5,68.8039
1472.0,67.8586
1472.5,68.0665
1473.0,68.2925
1473.5,70.0838
1474.0,70.9745
1474.5,68.8037
1475.0,67.7465
1475.5,67.9863
1476.0,69.5826
1476.5,70.1692
1477.0,70.9955
1477.5,68.6976
1478.0,64.3631
1478.5,64.5191
1479.0,67.9335
1479.5,69.1026
1480.0,67.4735
1480.5,69.7499
1481.0,69.7856
1481.5,69.6616
1482.0,68.7566
1482.5,66.6687
1483.0,68.488
1483.5,67.9698
1484.0,67.4432
1484.5,67.9493
1485.0,70.5741
1485.5,64.7832
1486.0,65.2072
1486.5,68.0273
1487.0,67.2871
1487.5,69.0719
1488.0,63.9068
1488.5,65.8851
1489.0,66.8499
1489.5,64.8128
1490.0,64.5258
1490.5,65.4302
1491.0,68.4107
1491.5,65.0012
1492.0,61.4678
1492.5,60.2404
1493.0,62.53
1493.5,62.8078
1494.0,62.7048
1494.5,63.5442
1495.0,66.468
1495.5,64.6774
1496.0,63.5648
1496.5,63.6601
1497.0,64.7972
1497.5,65.5353
1498.0,68.0568
1498.5,66.9417
1499.0,64.5281
1499.5,65.2052
1500.0,65.2353
1500.5,65.3922
1501.0,67.3592
1501.5,65.6875
1502.0,67.2389
1502.5,64.6386
1503.0,64.8753
1503.5,65.9077
1504.0,66.5679
1504.5,65.513
1505.0,63.0396
1505.5,66.0067
1506.0,65.7831
1506.5,66.0959
1507.0,67.6752
1507.5,66.0799
1508.0,65.4196
1508.5,66.3646
1509.0,66.7425
1509.5,65.5591
1510.0,62.5567
1510.5,59.1992
1511.0,63.8393
1511.5,64.5278
1512.0,64.1498
1512.5,62.4861
1513.0,61.8147
1513.5,63.4629
1514.0,64.7307
1514.5,61.567
1515.0,56.2998
1515.5,57.2495
1516.0,61.2198
1516.5,59.4841
1517.0,60.6882
1517.5,62.4003
1518.0,61.3359
1518.5,57.3897
1519.0,59.3537
1519.5,59.105
1520.0,56.5725
1520.5,63.6261
1521.0,64.1682
1521.5,63.7325
1522.0,62.3679
1522.5,64.1796
1523.0,62.6081
1523.5,63.785
1524.0,62.0659
1524.5,63.1048
1525.0,64.0273
1525.5,62.171
1526.0,64.6568
1526.5,65.9301
1527.0,65.7767
1527.5,64.5651
1528.0,65.5847
1528.5,66.6146
1529.0,66.9104
1529.5,56.9677
1530.0,51.9181
1530.5,47.627
1531.0,53.0021
1531.5,58.2211
1532.0,58.1416
1532.5,59.5337
1533.0,58.9317
1533.5,60.8813
1534.0,58.4619
1534.5,56.9126
1535.0,57.9637
1535.5,60.5834
1536.0,65.416
1536.5,65.2452
1537.0,62.8204
1537.5,62.9849
1538.0,64.6725
1538.5,63.8651
1539.0,61.9521
1539.5,62.0197
1540.0,65.6007
1540.5,62.7007
1541.0,63.8116
1541.5,65.4513
1542.0,64.5598
1542.5,61.3028
1543.0,59.1201
1543.5,57.3321
