DEPT,GR
1544.0,59.7094
1544.5,59.6786
1545.0,59.4087
1545.5,57.8639
1546.0,60.0211
1546.5,61.3563
1547.0,62.0098
1547.5,61.9768
1548.0,60.2547
1548.5,62.27
1549.0,63.3542
1549.5,60.7187
1550.0,61.3925
1550.5,59.6484
1551.0,61.0824
1551.5,59.5851
1552.0,59.8582
1552.5,61.6064
1553.0,60.8398
1553.5,60.6244
1554.0,57.5893
1554.5,61.6599
1555.0,60.3842
1555.5,59.8541
1556.0,61.0673
1556.5,62.6519
1557.0,61.7549
1557.5,51.5039
1558.0,40.9333
1558.5,39.518
1559.0,51.247
1559.5,50.3322
1560.0,48.1771
1560.5,49.2931
1561.0,40.9483
1561.5,41.9928
1562.0,45.5818
1562.5,47.5195
1563.0,46.2911
1563.5,50.5045
1564.0,49.9305
1564.5,48.348
1565.0,49.5462
1565.5,53.0812
1566.0,52.597
1566.5,49.5497
1567.0,45.2236
1567.5,36.5294
1568.0,38.0469
1568.5,44.1433
1569.0,48.2797
1569.5,49.122
1570.0,49.1958
1570.5,49.1939
1571.0,49.0182
1571.5,51.4835
1572.0,49.88
1572.5,49.023
1573.0,50.3153
1573.5,49.0314
1574.0,48.6648
1574.5,49.79
1575.0,52.4607
1575.5,53.8475
1576.0,51.5671
1576.5,55.0274
1577.0,54.9168
1577.5,56.5352
1578.0,55.1851
1578.5,51.6848
1579.0,41.1692
1579.5,35.2777
1580.0,39.6611
1580.5,46.7741
1581.0,49.374
1581.5,47.4617
1582.0,50.2713
1582.5,47.8068
1583.0,48.2075
1583.5,47.195
1584.0,45.8103
1584.5,45.1012
1585.0,43.9591
1585.5,45.6368
1586.0,45.1855
1586.5,45.1868
1587.0,47.1674
1587.5,48.2256
1588.0,48.592
1588.5,46.2223
1589.0,47.4876
1589.5,56.9205
1590.0,58.965
1590.5,63.1749
1591.0,86.0815
1591.5,66.3058
1592.0,60.1035
1592.5,59.1896
1593.0,60.6641
1593.5,61.5539
1594.0,61.2883
1594.5,62.9812
1595.0,65.1587
1595.5,64.8722
1596.0,65.2541
1596.5,63.3207
1597.0,62.3165
1597.5,61.4867
1598.0,63.6488
1598.5,61.6829
1599.0,61.761
1599.5,62.4401
1600.0,62.8001
1600.5,64.5905
1601.0,61.3682
1601.5,61.9577
1602.0,65.1628
1602.5,60.3148
1603.0,59.3687
1603.5,61.8948
1604.0,61.3256
1604.5,59.6333
1605.0,59.6957
1605.5,60.7569
1606.0,60.5678
1606.5,61.5225
1607.0,62.3938
1607.5,61.9164
1608.0,58.7634
1608.5,52.509
1609.0,45.3133
1609.5,44.9354
1610.0,56.0138
1610.5,56.1955
1611.0,55.7866
1611.5,52.5476
1612.0,51.6817
1612.5,51.7346
1613.0,51.6316
1613.5,52.5342
1614.0,52.991
1614.5,53.4478
1615.0,50.4243
1615.5,52.952
1616.0,52.4897
1616.5,54.6089
1617.0,56.7137
1617.5,51.6595
1618.0,51.7727
1618.5,52.2326
1619.0,52.9606
1619.5,54.2101
1620.0,51.6223
1620.5,54.2302
1621.0,53.9007
1621.5,55.2005
1622.0,55.9851
1622.5,56.7961
1623.0,59.0603
1623.5,55.4449
1624.0,56.5337
1624.5,56.6513
1625.0,51.3003
1625.5,41.8151
1626.0,51.8954
1626.5,54.4036
1627.0,59.6331
1627.5,67.8529
1628.0,66.2522
1628.5,60.7316
1629.0,54.4321
1629.5,56.8306
1630.0,61.7713
1630.5,56.2012
1631.0,53.2403
1631.5,53.2184
1632.0,57.9273
1632.5,63.94
1633.0,63.7384
1633.5,64.5779
1634.0,64.9282
1634.5,65.4799
1635.0,63.3062
1635.5,63.6706
1636.0,64.3909
1636.5,63.259
1637.0,62.1043
1637.5,61.4651
1638.0,64.4536
1638.5,64.7567
1639.0,59.4327
1639.5,53.8134
1640.0,55.6452
1640.5,55.316
1641.0,54.9867
1641.5,54.1758
1642.0,55.3776
1642.5,58.734
1643.0,59.3454
1643.5,61.5005
1644.0,61.5061
1644.5,59.0273
1645.0,58.483
1645.5,57.4006
1646.0,58.6927
1646.5,59.5463
1647.0,58.8805
1647.5,57.3655
1648.0,56.153
1648.5,57.5088
1649.0,58.7338
1649.5,56.7263
1650.0,58.7852
1650.5,60.4308
1651.0,63.7541
1651.5,63.7204
1652.0,63.0185
1652.5,64.0163
1653.0,64.5063
1653.5,67.3985
1654.0,67.0522
1654.5,67.6473
1655.0,65.2751
1655.5,62.8293
1656.0,64.4077
1656.5,62.3413
1657.0,61.6875
1657.5,64.0654
1658.0,62.3296
1658.5,65.1079
1659.0,64.0852
1659.5,63.4062
1660.0,63.5902
1660.5,63.09
1661.0,59.2813
1661.5,60.655
1662.0,59.38
1662.5,57.9755
1663.0,51.5213
1663.5,55.4725
1664.0,59.7318
1664.5,60.7174
1665.0,60.5054
1665.5,60.2615
1666.0,48.4136
1666.5,52.6189
1667.0,52.9895
1667.5,51.6876
1668.0,51.1072
1668.5,52.4712
1669.0,52.2479
1669.5,50.9642
1670.0,55.9777
1670.5,58.3722
1671.0,56.0004
1671.5,54.8186
1672.0,56.4387
1672.5,55.9456
1673.0,57.1994
1673.5,57.232
1674.0,57.8178
1674.5,57.3582
1675.0,57.1643
1675.5,51.8707
1676.0,52.5634
1676.5,52.2514
1677.0,49.4632
1677.5,47.3489
1678.0,47.9312
1678.5,47.5887
1679.0,48.6574
1679.5,47.4589
1680.0,46.6515
1680.5,48.9738
1681.0,46.8121
1681.5,46.7106
1682.0,46.4349
1682.5,46.4422
1683.0,47.3687
1683.5,46.9809
1684.0,48.5628
1684.5,49.8882
1685.0,52.0393
1685.5,56.1423
1686.0,50.3241
1686.5,49.7922
1687.0,53.7602
1687.5,52.9158
1688.0,53.5842
1688.5,57.789
1689.0,60.7101
1689.5,57.0322
1690.0,54.894
1690.5,58.6595
1691.0,63.6334
1691.5,65.5343
1692.0,61.1418
1692.5,59.1763
1693.0,63.4523
1693.5,66.3982
1694.0,63.7628
1694.5,62.4927
1695.0,68.2035
1695.5,66.3683
1696.0,67.6438
1696.5,65.9389
1697.0,66.2378
1697.5,66.3497
1698.0,67.5826
1698.5,69.1673
1699.0,71.0405
1699.5,68.2241
1700.0,68.607
1700.5,67.0855
1701.0,69.1104
1701.5,67.1275
1702.0,68.0726
1702.5,69.1124
1703.0,70.3006
1703.5,70.085
1704.0,69.5768
1704.5,69.3079
1705.0,67.5136
1705.5,69.7038
1706.0,68.6799
1706.5,70.4449
1707.0,66.4095
1707.5,65.8487
1708.0,67.3537
1708.5,71.2181
1709.0,70.4735
1709.5,70.964
1710.0,66.7382
1710.5,68.0592
1711.0,68.3733
1711.5,66.0347
1712.0,69.0095
1712.5,68.5925
1713.0,69.1366
1713.5,71.2254
1714.0,70.9791
1714.5,69.9917
1715.0,69.827
1715.5,67.3472
1716.0,58.9154
1716.5,53.5415
1717.0,55.6332
1717.5,60.2991
1718.0,60.9147
1718.5,65.6834
1719.0,62.7721
1719.5,57.4819
1720.0,55.2665
1720.5,57.1367
1721.0,56.549
1721.5,56.7902
1722.0,53.6371
1722.5,53.2328
1723.0,55.5427
1723.5,56.1608
1724.0,56.4988
1724.5,57.9527
1725.0,62.1875
1725.5,62.201
1726.0,59.8954
1726.5,58.7523
1727.0,58.559
1727.5,53.562
1728.0,50.352
1728.5,49.2226
1729.0,47.8378
1729.5,48.3114
1730.0,50.6659
1730.5,52.2366
1731.0,49.9934
1731.5,48.0512
1732.0,49.4323
1732.5,47.2908
1733.0,46.1928
1733.5,47.8234
1734.0,53.705
1734.5,63.4999
1735.0,63.796
1735.5,60.914
1736.0,62.9352
1736.5,63.4803
1737.0,64.6916
1737.5,63.5627
1738.0,62.9606
1738.5,64.8837
1739.0,62.9161
1739.5,62.8342
1740.0,61.2051
1740.5,60.529
1741.0,64.7605
1741.5,66.1729
1742.0,67.6277
1742.5,65.9249
1743.0,63.1397
1743.5,63.9855
1744.0,63.5104
1744.5,61.3711
1745.0,62.1891
1745.5,61.0925
1746.0,64.5256
1746.5,62.5617
1747.0,62.3201
1747.5,62.7822
1748.0,62.5367
1748.5,64.6899
1749.0,66.8777
1749.5,62.6265
1750.0,60.9279
1750.5,64.7726
1751.0,66.4598
1751.5,67.6912
1752.0,66.9044
1752.5,63.7995
1753.0,64.1048
1753.5,63.6512
1754.0,64.9576
1754.5,63.5976
1755.0,65.251
1755.5,60.3738
1756.0,63.3677
1756.5,64.8342
1757.0,65.6154
1757.5,56.0002
1758.0,52.0427
1758.5,57.3991
1759.0,62.0158
1759.5,61.832
1760.0,59.6787
1760.5,57.7092
1761.0,55.5624
1761.5,54.0547
1762.0,51.5611
1762.5,55.2204
1763.0,57.8357
1763.5,59.4565
1764.0,57.3067
1764.5,56.2054
1765.0,53.3745
1765.5,56.0866
1766.0,54.8411
1766.5,54.9727
1767.0,54.2119
1767.5,52.007
1768.0,53.1671
1768.5,57.7955
1769.0,57.0484
1769.5,60.2075
1770.0,62.4924
1770.5,57.652
1771.0,52.268
1771.5,50.9789
1772.0,57.5125
1772.5,58.1236
1773.0,57.4584
1773.5,60.0997
1774.0,59.8147
1774.5,54.4589
1775.0,50.5447
1775.5,52.6726
1776.0,56.8133
1776.5,57.6065
1777.0,56.6601
1777.5,58.5439
1778.0,61.661
1778.5,62.6687
1779.0,63.932
1779.5,63.8278
1780.0,62.5869
1780.5,59.1612
1781.0,57.7948
1781.5,53.5289
1782.0,58.3319
1782.5,56.8033
1783.0,54.7172
1783.5,54.7323
1784.0,50.3368
1784.5,52.4433
1785.0,52.3493
1785.5,50.3977
1786.0,53.5618
1786.5,55.6983
1787.0,55.2336
1787.5,54.7572
1788.0,53.8638
1788.5,54.8492
1789.0,50.0834
1789.5,53.6189
1790.0,51.3792
1790.5,51.6038
1791.0,50.1372
1791.5,47.3005
1792.0,55.0352
1792.5,58.9926
1793.0,60.1805
1793.5,58.2586
1794.0,60.4221
1794.5,58.8239
1795.0,56.7529
1795.5,55.1736
1796.0,47.7773
1796.5,55.691
1797.0,59.3438
1797.5,57.1906
1798.0,56.8088
1798.5,55.9158
1799.0,53.1606
1799.5,56.4129
1800.0,57.3638
1800.5,55.1372
1801.0,56.9661
1801.5,55.9315
1802.0,58.6402
1802.5,59.6728
1803.0,55.5099
1803.5,55.1052
1804.0,56.3667
1804.5,58.0704
1805.0,64.6518
1805.5,63.5643
1806.0,61.1618
1806.5,63.9547
1807.0,65.7026
1807.5,66.6765
1808.0,66.9338
1808.5,62.7857
1809.0,58.0508
1809.5,52.3329
1810.0,56.8177
1810.5,60.1644
1811.0,61.716
1811.5,58.2249
1812.0,56.9867
1812.5,53.0109
1813.0,51.5069
1813.5,54.7613
1814.0,52.7256
1814.5,52.8875
1815.0,48.3425
1815.5,42.2207
1816.0,43.9785
1816.5,58.6854
1817.0,59.6191
1817.5,59.8395
1818.0,56.9315
1818.5,57.4017
1819.0,62.0034
1819.5,66.0959
1820.0,61.8414
1820.5,65.5136
1821.0,65.6312
1821.5,63.7281
1822.0,65.675
1822.5,67.2856
1823.0,67.6475
1823.5,63.7631
1824.0,66.3564
1824.5,66.7589
1825.0,67.8582
1825.5,66.3811
1826.0,66.9426
1826.5,68.5834
1827.0,62.9427
1827.5,62.5379
1828.0,66.6722
1828.5,70.2357
1829.0,68.7264
1829.5,70.1107
1830.0,69.9096
1830.5,66.9418
1831.0,66.6149
1831.5,66.1919
1832.0,68.7973
1832.5,67.7953
1833.0,66.2781
1833.5,63.8324
1834.0,67.4215
1834.5,65.6673
1835.0,67.8849
1835.5,69.2444
1836.0,67.8966
1836.5,69.4222
1837.0,69.1708
1837.5,66.5487
1838.0,63.9595
1838.5,63.1126
1839.0,62.7332
1839.5,65.3999
1840.0,62.5231
1840.5,65.2919
1841.0,66.5716
1841.5,68.891
1842.0,67.8065
1842.5,69.3439
1843.0,70.6778
1843.5,68.0371
1844.0,66.0647
1844.5,70.5792
1845.0,67.7991
1845.5,68.0023
1846.0,69.0591
1846.5,70.2883
1847.0,67.3627
1847.5,67.7532
1848.0,67.032
1848.5,66.2877
1849.0,69.0288
1849.5,69.903
1850.0,67.859
1850.5,68.3009
1851.0,67.2563
1851.5,61.8788
1852.0,57.9471
1852.5,56.6455
1853.0,56.5678
1853.5,56.7558
1854.0,55.0125
1854.5,57.9559
1855.0,57.0046
1855.5,60.4432
1856.0,53.8268
1856.5,49.4673
1857.0,50.9699
1857.5,53.7962
1858.0,54.9236
1858.5,55.7415
1859.0,56.702
1859.5,60.3049
1860.0,62.4658
1860.5,63.2405
1861.0,65.0631
1861.5,61.1803
1862.0,63.0726
1862.5,65.5931
1863.0,62.0605
1863.5,61.0418
1864.0,58.9003
1864.5,62.4384
1865.0,61.5911
1865.5,59.34
1866.0,59.3035
1866.5,57.2329
1867.0,55.5148
1867.5,55.9848
1868.0,56.621
1868.5,56.8744
1869.0,53.5014
1869.5,50.2188
1870.0,42.3374
1870.5,45.929
1871.0,58.0856
1871.5,59.3421
1872.0,59.9446
1872.5,59.8886
1873.0,59.3782
1873.5,58.8929
1874.0,61.1382
1874.5,58.5036
1875.0,57.8512
1875.5,59.2146
1876.0,58.2014
1876.5,59.4477
1877.0,59.8405
1877.5,60.9843
1878.0,59.3236
1878.5,58.4506
1879.0,60.1844
1879.5,62.9518
1880.0,61.0409
1880.5,62.3033
1881.0,61.7269
1881.5,59.512
1882.0,60.0319
1882.5,60.6994
1883.0,64.2383
1883.5,61.9713
1884.0,62.5144
1884.5,60.6675
1885.0,64.6486
1885.5,63.8245
1886.0,64.6284
1886.5,61.419
1887.0,60.8382
1887.5,63.6182
1888.0,61.9499
1888.5,60.8674
1889.0,56.7663
1889.5,63.3131
1890.0,65.8169
1890.5,67.974
1891.0,67.1497
1891.5,68.5469
1892.0,68.4354
1892.5,67.9617
1893.0,67.5548
1893.5,69.4824
1894.0,68.7798
1894.5,66.4346
1895.0,66.771
1895.5,73.7977
1896.0,67.1941
1896.5,64.7167
1897.0,66.6236
1897.5,65.327
1898.0,62.8906
1898.5,62.3611
1899.0,59.4037
1899.5,66.5069
1900.0,65.2714
1900.5,67.3747
1901.0,64.501
1901.5,65.7169
1902.0,65.077
1902.5,66.5801
1903.0,66.9262
1903.5,64.2805
1904.0,65.6511
1904.5,65.7376
1905.0,65.7122
1905.5,66.371
1906.0,70.3606
1906.5,68.1636
1907.0,67.8065
1907.5,66.9601
1908.0,65.5692
1908.5,63.0003
1909.0,63.3098
1909.5,64.627
1910.0,66.1455
1910.5,69.1991
1911.0,67.8635
1911.5,67.2008
1912.0,67.8832
1912.5,63.7078
1913.0,61.1262
1913.5,69.163
1914.0,64.6446
1914.5,68.4354
1915.0,67.2708
1915.5,70.9455
1916.0,70.3174
1916.5,69.1711
1917.0,68.3221
1917.5,70.1839
1918.0,70.302
1918.5,69.0483
1919.0,70.7367
1919.5,70.3408
1920.0,71.2619
1920.5,73.0251
1921.0,71.5056
1921.5,69.4131
1922.0,69.682
1922.5,70.191
1923.0,70.0691
1923.5,70.5736
1924.0,68.746
1924.5,71.169
1925.0,68.8985
1925.5,67.2002
1926.0,66.9158
1926.5,68.4124
1927.0,69.0491
1927.5,66.8034
1928.0,65.0094
1928.5,63.298
1929.0,61.6451
1929.5,61.1569
1930.0,56.5713
1930.5,57.81
1931.0,60.2186
1931.5,62.8277
1932.0,60.6141
1932.5,61.1532
1933.0,61.2486
1933.5,63.689
1934.0,68.6822
1934.5,67.7355
1935.0,69.3799
1935.5,67.7122
1936.0,67.6822
1936.5,67.9615
1937.0,69.2387
1937.5,67.4197
1938.0,68.2705
1938.5,71.6183
1939.0,69.7828
1939.5,68.2793
1940.0,68.5216
1940.5,70.4263
1941.0,71.6827
1941.5,70.1113
1942.0,70.7287
1942.5,67.681
1943.0,67.9671
1943.5,69.6159
1944.0,71.9052
1944.5,69.616
1945.0,68.9566
1945.5,65.7913
1946.0,69.7054
1946.5,69.596
1947.0,67.5065
1947.5,70.2441
1948.0,68.5144
1948.5,66.9604
1949.0,65.1218
1949.5,68.857
1950.0,68.0853
1950.5,67.9063
1951.0,66.9175
1951.5,65.95
1952.0,69.9908
1952.5,71.2054
1953.0,68.7015
1953.5,68.2013
1954.0,68.8287
1954.5,70.5006
1955.0,68.8337
1955.5,67.552
1956.0,72.1289
1956.5,69.1583
1957.0,68.5062
1957.5,68.6158
1958.0,68.5325
1958.5,69.6183
1959.0,68.1776
1959.5,69.2156
1960.0,70.9235
1960.5,69.3897
1961.0,71.3844
1961.5,69.3101
1962.0,70.0784
1962.5,69.909
1963.0,68.0473
1963.5,63.2001
1964.0,64.2636
1964.5,60.4826
1965.0,60.9302
1965.5,67.5641
1966.0,70.0183
1966.5,68.2257
1967.0,70.2755
1967.5,69.5803
1968.0,71.9711
1968.5,69.4864
1969.0,71.6198
1969.5,69.8963
1970.0,62.8484
1970.5,65.9428
1971.0,66.476
1971.5,75.3547
1972.0,98.0013
1972.5,75.8428
1973.0,71.2619
1973.5,71.5276
1974.0,72.911
1974.5,72.3003
1975.0,72.7655
1975.5,73.5052
1976.0,70.7763
1976.5,69.4696
1977.0,72.1631
1977.5,73.1056
1978.0,72.5643
1978.5,73.7075
1979.0,71.1559
1979.5,72.1787
1980.0,73.5636
1980.5,72.0076
1981.0,72.787
1981.5,73.7145
1982.0,74.0706
1982.5,72.7354
1983.0,72.751
1983.5,72.9668
1984.0,74.2313
1984.5,75.4564
1985.0,73.8311
1985.5,73.3213
1986.0,74.1582
1986.5,75.5135
1987.0,74.2969
1987.5,75.0966
1988.0,74.4015
1988.5,72.8983
1989.0,73.4587
1989.5,73.2054
1990.0,73.5739
1990.5,70.5712
1991.0,71.0725
1991.5,71.5655
1992.0,73.8349
1992.5,73.4472
1993.0,72.768
1993.5,72.5952
1994.0,72.0926
1994.5,72.2906
1995.0,65.0968
1995.5,72.0123
1996.0,73.9414
1996.5,72.4844
1997.0,72.6142
1997.5,71.6126
1998.0,71.8785
1998.5,73.0379
1999.0,71.0314
1999.5,70.8985
2000.0,70.2792
2000.5,64.8503
2001.0,65.487
2001.5,72.0998
2002.0,72.1192
2002.5,65.5189
2003.0,67.7565
2003.5,73.029
2004.0,73.8829
2004.5,73.2906
2005.0,70.794
2005.5,71.7153
2006.0,73.9502
2006.5,74.4678
2007.0,73.5686
2007.5,68.1324
2008.0,73.5118
2008.5,73.1526
2009.0,72.6762
2009.5,73.2159
2010.0,72.1458
2010.5,70.7462
2011.0,73.1296
2011.5,72.7137
2012.0,71.14
2012.5,72.2442
2013.0,71.2674
2013.5,71.0838
2014.0,73.4336
2014.5,71.7544
2015.0,70.6807
2015.5,72.9475
2016.0,72.7234
2016.5,70.4166
2017.0,69.1629
2017.5,70.0447
2018.0,68.1208
2018.5,63.6216
2019.0,64.4662
2019.5,66.8214
2020.0,62.3522
2020.5,57.9127
2021.0,64.8462
2021.5,69.5102
2022.0,67.3493
2022.5,68.7203
2023.0,62.4829
2023.5,65.1276
2024.0,67.8126
2024.5,66.3333
2025.0,62.7906
2025.5,66.2442
2026.0,66.7691
2026.5,69.6601
2027.0,70.4701
2027.5,72.4739
2028.0,72.1435
2028.5,71.123
2029.0,74.0241
2029.5,73.3817
2030.0,70.4764
2030.5,69.9884
2031.0,70.3968
2031.5,71.4995
2032.0,70.5992
2032.5,70.532
2033.0,71.4461
2033.5,68.335
2034.0,65.2673
2034.5,68.6422
2035.0,71.4951
2035.5,72.1122
2036.0,68.4515
2036.5,69.6092
2037.0,67.5533
2037.5,69.045
2038.0,71.3974
2038.5,69.0031
2039.0,69.9337
2039.5,67.2254
2040.0,67.2665
2040.5,66.4958
2041.0,64.1721
2041.5,68.384
2042.0,66.8127
2042.5,62.5169
2043.0,65.6332
2043.5,67.0611
2044.0,68.1425
2044.5,72.4704
2045.0,70.9807
2045.5,70.5068
2046.0,72.2427
2046.5,68.8256
2047.0,68.4173
2047.5,69.5367
2048.0,69.6382
2048.5,65.9674
2049.0,58.37
2049.5,66.8006
2050.0,65.1726
2050.5,60.5436
2051.0,65.3417
2051.5,60.6142
2052.0,66.8847
2052.5,64.5052
2053.0,67.507
2053.5,68.2982
2054.0,68.9098
2054.5,68.5684
2055.0,69.497
2055.5,70.767
2056.0,71.4618
2056.5,70.753
2057.0,72.3636
2057.5,72.0205
2058.0,73.3485
2058.5,73.0529
2059.0,73.7478
2059.5,73.1024
2060.0,74.9616
2060.5,74.5369
2061.0,72.7089
2061.5,73.3138
2062.0,74.5302
2062.5,71.4745
2063.0,72.2188
2063.5,72.9202
2064.0,72.4433
2064.5,75.8137
2065.0,76.2284
2065.5,78.5953
2066.0,76.1603
2066.5,75.708
2067.0,76.1119
2067.5,75.8041
2068.0,76.7186
2068.5,76.3517
2069.0,73.4865
2069.5,75.0776
2070.0,75.616
2070.5,75.0395
2071.0,75.0859
2071.5,73.1739
2072.0,71.9803
2072.5,67.6331
2073.0,73.4474
2073.5,76.6195
2074.0,74.2159
2074.5,75.7238
2075.0,74.9705
2075.5,75.7365
2076.0,77.1513
2076.5,76.8145
2077.0,73.8563
2077.5,74.1274
2078.0,75.7249
2078.5,73.6271
2079.0,74.2038
2079.5,67.6129
2080.0,71.5324
2080.5,74.6326
2081.0,73.6786
2081.5,76.5167
2082.0,77.0665
2082.5,78.842
2083.0,81.0871
2083.5,81.7031
2084.0,78.7247
2084.5,77.6106
2085.0,74.8571
2085.5,77.2883
2086.0,76.0156
2086.5,75.8372
2087.0,70.0832
2087.5,73.8874
2088.0,75.9336
2088.5,76.2717
2089.0,77.109
2089.5,75.0376
2090.0,78.4062
2090.5,79.0739
2091.0,80.3467
2091.5,79.6336
2092.0,76.7528
2092.5,76.1055
2093.0,74.643
2093.5,72.7852
2094.0,70.8906
2094.5,73.8532
2095.0,70.659
2095.5,68.7412
2096.0,71.4018
2096.5,71.9753
2097.0,71.1314
2097.5,73.1416
2098.0,73.1842
2098.5,72.5797
2099.0,73.0849
2099.5,74.877
2100.0,73.8039
2100.5,73.4729
2101.0,73.5731
2101.5,73.1483
2102.0,74.3724
2102.5,74.5661
2103.0,73.4701
2103.5,73.4166
2104.0,74.3806
2104.5,73.4601
2105.0,73.8098
2105.5,75.355
2106.0,76.1965
2106.5,75.0756
2107.0,72.7152
2107.5,72.5411
2108.0,70.8912
2108.5,73.3558
2109.0,72.8508
2109.5,67.6674
2110.0,66.6628
2110.5,71.6964
2111.0,71.4391
2111.5,74.3634
2112.0,73.231
2112.5,74.4042
2113.0,72.9296
2113.5,73.2596
2114.0,72.1426
2114.5,73.6913
2115.0,73.945
2115.5,71.0619
2116.0,68.2302
2116.5,71.8751
2117.0,71.5036
2117.5,69.9678
2118.0,69.699
2118.5,73.0571
2119.0,73.6336
2119.5,75.2577
2120.0,73.0653
2120.5,74.5357
2121.0,71.0543
2121.5,71.7227
2122.0,73.8647
2122.5,76.0563
2123.0,74.9217
2123.5,75.1146
2124.0,73.4965
2124.5,73.8296
2125.0,70.3519
2125.5,71.4462
2126.0,73.617
2126.5,73.7153
2127.0,74.0976
2127.5,75.3867
2128.0,76.0284
2128.5,76.371
2129.0,75.9428
2129.5,75.3793
2130.0,74.7349
2130.5,74.2991
2131.0,73.3755
2131.5,73.1897
2132.0,73.0123
2132.5,73.4795
2133.0,73.8339
2133.5,73.5828
2134.0,72.8873
2134.5,71.9348
2135.0,70.7642
2135.5,69.4908
2136.0,67.7715
2136.5,65.4555
2137.0,71.3159
2137.5,72.802
2138.0,70.2511
2138.5,71.2457
2139.0,71.7929
2139.5,75.0771
2140.0,73.5925
2140.5,71.9263
2141.0,72.7989
2141.5,73.1546
2142.0,73.6299
2142.5,69.4285
2143.0,70.3221
2143.5,73.6774
2144.0,74.8519
2144.5,73.5665
2145.0,72.8536
2145.5,72.5003
2146.0,73.944
2146.5,73.8206
2147.0,72.7275
2147.5,74.3575
2148.0,73.3379
2148.5,70.803
2149.0,69.425
2149.5,71.9292
2150.0,73.3497
2150.5,74.1534
2151.0,72.8689
2151.5,73.0795
2152.0,75.4654
2152.5,74.556
2153.0,73.9881
2153.5,72.8359
2154.0,74.3759
2154.5,73.9385
2155.0,76.2731
2155.5,74.572
2156.0,72.396
2156.5,73.8773
2157.0,70.5565
2157.5,71.291
2158.0,73.0662
2158.5,73.6461
2159.0,74.4794
2159.5,74.7139
2160.0,75.123
2160.5,73.5214
2161.0,74.7194
2161.5,73.695
2162.0,73.7539
2162.5,73.9789
2163.0,73.4218
2163.5,73.0625
2164.0,66.2204
2164.5,66.6341
2165.0,71.7705
2165.5,73.1255
2166.0,72.3553
2166.5,70.796
2167.0,71.5721
2167.5,72.8507
2168.0,72.8637
2168.5,73.8299
2169.0,73.7167
2169.5,75.288
2170.0,71.4917
2170.5,73.2372
2171.0,74.6096
2171.5,75.6186
2172.0,72.1467
2172.5,72.3403
2173.0,75.1122
2173.5,75.1076
2174.0,73.7805
2174.5,71.8113
2175.0,69.402
2175.5,69.2416
2176.0,71.1125
2176.5,73.4751
2177.0,73.5773
2177.5,73.6757
2178.0,71.5778
2178.5,72.3984
2179.0,73.6384
2179.5,72.8962
2180.0,70.8584
2180.5,71.8958
2181.0,72.382
2181.5,71.3757
2182.0,70.7209
2182.5,74.0045
2183.0,71.9148
2183.5,71.5136
2184.0,71.9032
2184.5,75.2745
2185.0,74.544
2185.5,73.9231
2186.0,73.6292
2186.5,73.1625
2187.0,73.3184
2187.5,75.5535
2188.0,72.9566
2188.5,74.429
2189.0,73.73
2189.5,73.4048
2190.0,72.0377
2190.5,70.6797
2191.0,70.9378
2191.5,70.9501
2192.0,70.3115
2192.5,70.7945
2193.0,71.5496
2193.5,71.3749
2194.0,71.2352
2194.5,72.4027
2195.0,72.0551
2195.5,72.4812
2196.0,72.8563
2196.5,73.4123
2197.0,71.5927
2197.5,70.8158
2198.0,72.1521
2198.5,72.915
2199.0,73.782
2199.5,73.9472
2200.0,72.532
2200.5,72.9655
2201.0,73.0894
2201.5,74.1718
2202.0,72.9934
2202.5,74.906
2203.0,75.1898
2203.5,72.6033
2204.0,73.1709
2204.5,71.0969
2205.0,71.1044
2205.5,71.0946
2206.0,73.3414
2206.5,73.1387
2207.0,73.3937
2207.5,76.1239
2208.0,74.0846
2208.5,72.3258
2209.0,78.0905
2209.5,81.5962
2210.0,71.3101
2210.5,70.8546
2211.0,72.5022
2211.5,71.8183
2212.0,71.0188
2212.5,74.3274
2213.0,71.6529
2213.5,75.6051
2214.0,72.8963
2214.5,72.138
2215.0,71.5224
2215.5,69.6593
2216.0,73.4119
2216.5,76.2956
2217.0,75.2111
2217.5,75.2374
2218.0,74.0119
2218.5,73.9856
2219.0,73.5137
2219.5,73.8995
2220.0,74.494
2220.5,72.0584
2221.0,72.8277
2221.5,73.1535
2222.0,71.8412
2222.5,75.1667
2223.0,71.2423
2223.5,67.6668
2224.0,67.8534
2224.5,69.4119
2225.0,67.0547
2225.5,68.5955
2226.0,67.2554
2226.5,71.5738
2227.0,70.3269
2227.5,68.9697
2228.0,71.8788
2228.5,71.0108
2229.0,71.2428
2229.5,71.3489
2230.0,69.7159
2230.5,70.1089
2231.0,71.5778
2231.5,69.9506
2232.0,69.8461
2232.5,68.3177
2233.0,70.7522
2233.5,70.9527
2234.0,72.6323
2234.5,70.2393
2235.0,71.5022
2235.5,71.2312
2236.0,71.9141
2236.5,69.0311
2237.0,68.0251
2237.5,70.023
2238.0,70.5961
2238.5,70.6518
2239.0,70.7222
2239.5,70.2342
2240.0,72.2233
2240.5,70.4826
2241.0,69.2809
2241.5,70.7193
2242.0,70.7823
2242.5,73.0064
2243.0,75.3333
2243.5,72.9822
2244.0,69.5741
2244.5,71.1274
2245.0,72.8021
2245.5,74.3431
2246.0,70.9617
2246.5,71.9939
2247.0,71.151
2247.5,73.7639
2248.0,73.9487
2248.5,71.6318
2249.0,68.0802
2249.5,67.5198
2250.0,67.8225
