DEPT,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HDP3,HDPT,HDP4,HDP5,HDP6,HVOL,AVOL,HP01,HP02,BIT
1640.3,48.590507,3300.8003,119.236283,0.310845,8.654931,0.045712,2.452313,3.504498,93.753336,93.449359,3.288703,4.465927,4.202387,4.439404,4.39206,4.360778,0.13408,0.046398,4.519448,4.487259,8.5
1640.4,48.635759,3291.099881,119.34511,0.316146,8.65745,0.048479,2.45528,3.505555,93.637163,93.564603,3.29163,4.389332,4.138842,4.364146,4.319175,4.289452,0.134233,0.046551,4.440141,4.409586,8.5
1640.5,48.619691,3300.884532,121.345107,0.322698,8.664872,0.049508,2.457707,3.497202,93.533342,93.533313,3.294767,4.392761,4.134502,4.366788,4.320422,4.289785,0.134484,0.046802,4.445173,4.413652,8.5
1640.6,48.543473,3305.664063,121.452298,0.328469,8.673628,0.049323,2.459819,3.4723,93.509522,93.479877,3.297823,4.400552,4.111519,4.371447,4.319544,4.285285,0.13475,0.047068,4.459345,4.423975,8.5
1640.7,48.65984,3304.536454,120.868812,0.333389,8.681997,0.048883,2.462517,3.440437,93.580131,93.483092,3.301521,4.434898,4.078257,4.398855,4.334714,4.292475,0.134984,0.047303,4.507877,4.463947,8.5
1640.8,48.550603,3282.683033,121.202321,0.337301,8.688669,0.048437,2.465165,3.395449,93.719009,93.483719,3.29881,4.374194,3.946593,4.330812,4.253807,4.203234,0.135145,0.047463,4.462271,4.409214,8.5
1640.9,48.620665,3305.664063,120.808813,0.340102,8.692261,0.047736,2.466178,3.362276,93.895313,93.396229,3.28487,4.31271,3.804963,4.260931,4.169292,4.109298,0.135174,0.047492,4.418167,4.354587,8.5
1641.0,48.651348,3306.072769,120.069966,0.341028,8.690443,0.047343,2.465941,3.360971,94.045868,93.334671,3.266431,4.35074,3.769432,4.29122,4.18613,4.117505,0.135026,0.047345,4.472268,4.398949,8.5
1641.1,48.580497,3311.486319,118.879182,0.33986,8.682742,0.047354,2.464497,3.369284,94.140579,93.297631,3.24625,4.404069,3.778112,4.339823,4.226532,4.152653,0.134746,0.047064,4.53543,4.456151,8.5
1641.2,48.550911,3319.251072,120.662764,0.336924,8.67242,0.048124,2.464587,3.350743,94.165663,93.180734,3.230937,4.429994,3.813617,4.366796,4.255303,4.182562,0.134438,0.046757,4.55915,4.481211,8.5
1641.3,48.687155,3308.180144,122.274046,0.333654,8.662951,0.047707,2.463734,3.330048,94.146184,93.145154,3.22614,4.404525,3.839931,4.346793,4.244781,4.178109,0.134208,0.046526,4.522302,4.451262,8.5
1641.4,48.695787,3291.015625,124.840409,0.335421,8.657651,0.04613,2.463447,3.301644,94.089754,93.148978,3.234534,4.402182,3.913534,4.352434,4.264305,4.206549,0.134176,0.046494,4.503396,4.442391,8.5
1641.5,48.593786,3293.869829,127.393084,0.342424,8.661007,0.043212,2.462596,3.298241,94.018065,93.187993,3.250172,4.388468,3.985608,4.347637,4.275102,4.227422,0.134419,0.046737,4.47129,4.42141,8.5
1641.6,48.705064,3311.321325,130.57076,0.350854,8.673415,0.038347,2.457642,3.308787,93.934273,93.177059,3.267064,4.348501,4.034181,4.316785,4.260284,4.223031,0.134873,0.047191,4.412639,4.374043,8.5
1641.7,48.692865,3311.253055,132.158295,0.353059,8.690218,0.03287,2.449963,3.347899,93.862965,93.20865,3.289509,4.356751,4.119124,4.332864,4.290201,4.261996,0.135358,0.047677,4.404925,4.375956,8.5
1641.8,48.616838,3291.911804,131.548319,0.347645,8.70455,0.028265,2.441871,3.376664,93.807708,93.177019,3.314516,4.338744,4.171034,4.321942,4.291863,4.271929,0.135691,0.048009,4.372551,4.352235,8.5
1641.9,48.601492,3294.941428,128.958632,0.336031,8.711488,0.026377,2.437474,3.412066,93.757054,93.180197,3.349557,4.349027,4.240494,4.338183,4.318734,4.305819,0.13578,0.048098,4.3708,4.357723,8.5
1642.0,48.647579,3294.069073,126.032504,0.322421,8.710162,0.026155,2.434555,3.436697,93.627701,93.152596,3.376079,4.373407,4.313457,4.367432,4.356698,4.349557,0.135624,0.047943,4.385384,4.378194,8.5
1642.1,48.608183,3307.821262,122.826471,0.311422,8.701443,0.027999,2.436397,3.451704,93.332484,93.043404,3.396985,4.389009,4.357369,4.38586,4.380199,4.376429,0.135308,0.047627,4.395312,4.391529,8.5
1642.2,48.559022,3316.569047,119.043835,0.306654,8.68987,0.030295,2.441183,3.44394,92.781867,92.910628,3.40718,4.413909,4.376208,4.410156,4.40341,4.398919,0.134981,0.0473,4.421426,4.416914,8.5
1642.3,48.708252,3325.112889,114.603284,0.307276,8.680498,0.032324,2.448181,3.431223,91.93476,92.817858,3.439601,4.524673,4.439764,4.516199,4.500991,4.490884,0.134766,0.047085,4.541676,4.531466,8.5
1642.4,48.611868,3327.235637,111.171559,0.308921,8.676082,0.032406,2.452956,3.424986,90.819017,92.701857,3.498455,4.812904,4.644556,4.796043,4.765849,4.745829,0.134687,0.047005,4.846812,4.826437,8.5
1642.5,48.643687,3297.623137,108.699395,0.308696,8.675389,0.031411,2.457532,3.438411,89.611681,92.616354,3.617384,5.053968,4.798547,5.028301,4.982434,4.952092,0.134675,0.046994,5.105701,5.074597,8.5
1642.6,48.604574,3315.429688,106.660465,0.30645,8.675318,0.031046,2.46454,3.4696,88.562911,92.57252,3.875182,5.064144,4.745961,5.032084,4.974889,4.937122,0.134605,0.046923,5.128879,5.089939,8.5
1642.7,48.663887,3316.872502,104.694527,0.303204,8.670714,0.032419,2.472552,3.510346,87.90553,92.564572,4.267639,5.487794,5.110809,5.449763,5.381971,5.337246,0.134316,0.046634,5.564652,5.518409,8.5
1642.8,48.691224,3318.809063,104.400104,0.299923,8.656598,0.036123,2.479594,3.534303,87.751302,92.57847,4.615339,5.887349,5.484824,5.846747,5.774369,5.726616,0.133851,0.046169,5.969402,5.920034,8.5
1642.9,48.687466,3323.249863,105.047847,0.298136,8.640831,0.040731,2.482564,3.538109,88.115425,92.619208,4.762097,5.326188,4.992047,5.292537,5.2325,5.192856,0.13359,0.045908,5.394138,5.353264,8.5
1643.0,48.632061,3341.468361,106.682711,0.30098,8.639998,0.045353,2.483149,3.516971,88.853127,92.599559,4.679502,4.944481,4.666029,4.916489,4.866503,4.833462,0.133857,0.046175,5.000944,4.966989,8.5
1643.1,48.678741,3348.096888,110.242213,0.309529,8.658224,0.046711,2.477407,3.483774,89.746139,92.617318,4.417571,4.877131,4.612365,4.850526,4.803001,4.771577,0.134481,0.046799,4.930781,4.898521,8.5
1643.2,48.746365,3351.000803,115.172565,0.32322,8.680135,0.044176,2.467383,3.460583,90.573879,92.658038,4.045741,4.89951,4.624493,4.871857,4.822474,4.789832,0.134989,0.047307,4.955288,4.921745,8.5
1643.3,48.693284,3337.50177,120.231473,0.338727,8.690785,0.037918,2.454381,3.460823,91.236163,92.657331,3.731295,4.89831,4.608422,4.869134,4.817054,4.782643,0.135172,0.04749,4.957189,4.921777,8.5
1643.4,48.699123,3325.195313,123.640035,0.352156,8.691881,0.031416,2.444605,3.464786,91.711606,92.634481,3.570103,4.816578,4.53022,4.78775,4.736293,4.702296,0.135192,0.047511,4.874756,4.839765,8.5
1643.5,48.677597,3325.195313,124.650277,0.359735,8.692135,0.026979,2.439272,3.44122,92.063673,92.686832,3.52374,4.680924,4.425375,4.655217,4.609303,4.578948,0.135222,0.04754,4.732768,4.701592,8.5
1643.6,48.751983,3323.207734,122.749316,0.360688,8.693794,0.026176,2.439336,3.398694,92.355966,92.748232,3.492561,4.5797,4.382366,4.559905,4.524493,4.501041,0.135258,0.047576,4.619554,4.595599,8.5
1643.7,48.75176,3312.120532,119.714029,0.358165,8.69442,0.028507,2.443226,3.359489,92.64218,92.752448,3.458222,4.558433,4.418246,4.544412,4.519285,4.502614,0.135243,0.047561,4.586611,4.569683,8.5
1643.8,48.68731,3298.672867,117.059671,0.35579,8.692788,0.033537,2.451321,3.357475,92.920501,92.786879,3.419462,4.563781,4.457071,4.55313,4.534022,4.521328,0.135193,0.047511,4.585157,4.572319,8.5
1643.9,48.668045,3295.898438,115.0624,0.355374,8.69124,0.039071,2.459692,3.390339,93.168497,92.857513,3.382161,4.55413,4.439218,4.542655,4.522073,4.508405,0.135191,0.047509,4.577169,4.563332,8.5
1644.0,48.715142,3307.043912,113.743482,0.357065,8.692726,0.0431,2.46487,3.442714,93.355199,92.867341,3.350338,4.492976,4.3347,4.477132,4.448759,4.429947,0.135292,0.04761,4.524841,4.505694,8.5
1644.1,48.691826,3329.470166,114.293445,0.360248,8.697739,0.044414,2.465665,3.485024,93.449784,92.887518,3.328983,4.429926,4.202398,4.407064,4.366219,4.339206,0.135473,0.047791,4.476017,4.448303,8.5
1644.2,48.651634,3342.193465,116.405977,0.362993,8.704382,0.042753,2.463104,3.497794,93.441454,92.927511,3.32277,4.3762,4.07373,4.345689,4.291311,4.255444,0.135669,0.047987,4.437878,4.400766,8.5
1644.3,48.70054,3330.266619,118.086796,0.363771,8.710274,0.038275,2.457341,3.471931,93.335605,92.927009,3.333031,4.381568,4.007859,4.343733,4.276456,4.232189,0.135833,0.048151,4.458239,4.412076,8.5
1644.4,48.704582,3315.429688,118.458625,0.362251,8.714925,0.033425,2.452527,3.428265,93.138166,92.877794,3.352466,4.47392,4.039336,4.429809,4.351505,4.300074,0.135966,0.048285,4.563468,4.509526,8.5
1644.5,48.740978,3310.368743,117.662458,0.358184,8.718803,0.030566,2.451988,3.397305,92.846602,92.816125,3.378088,4.556834,4.080239,4.50838,4.422459,4.36609,0.136065,0.048383,4.655312,4.595972,8.5
1644.6,48.778783,3308.254741,116.799719,0.350199,8.721213,0.029893,2.453781,3.391348,92.488034,92.766182,3.40884,4.628408,4.127265,4.577423,4.487059,4.42781,0.136084,0.048402,4.73209,4.669606,8.5
1644.7,48.781839,3299.943427,115.944716,0.337789,8.719988,0.03068,2.454974,3.393632,92.122878,92.684503,3.44353,4.732908,4.214665,4.68017,4.586718,4.525456,0.135962,0.04828,4.840174,4.775526,8.5
1644.8,48.738063,3301.859715,115.500107,0.323832,8.713293,0.032633,2.456131,3.386395,91.826294,92.564833,3.471628,4.78107,4.26059,4.728119,4.63428,4.572758,0.135689,0.048007,4.888759,4.823858,8.5
1644.9,48.719105,3310.546875,115.403826,0.312621,8.702446,0.034052,2.455643,3.378365,91.646244,92.530715,3.48117,4.730191,4.220274,4.678328,4.586403,4.526125,0.135354,0.047673,4.835648,4.772095,8.5
1645.0,48.782179,3310.546875,116.027898,0.307598,8.691849,0.033318,2.451264,3.384157,91.619799,92.552666,3.467032,4.663541,4.167129,4.61306,4.523567,4.464871,0.135102,0.04742,4.766167,4.704324,8.5
1645.1,48.74122,3296.090048,115.868324,0.310266,8.686314,0.031783,2.446494,3.401192,91.754579,92.524857,3.434241,4.628722,4.151346,4.580203,4.494148,4.437678,0.13508,0.047398,4.727308,4.667907,8.5
1645.2,48.693768,3283.181379,114.948434,0.320168,8.690572,0.031164,2.444378,3.42,92.010709,92.607838,3.395281,4.64628,4.202638,4.601268,4.521344,4.468837,0.135379,0.047697,4.737634,4.682608,8.5
1645.3,48.701118,3302.330353,114.842478,0.334107,8.70565,0.032449,2.446043,3.437123,92.31218,92.748768,3.361187,4.640807,4.250237,4.601285,4.530996,4.484738,0.135927,0.048246,4.720877,4.67267,8.5
1645.4,48.702907,3327.715692,117.278351,0.346192,8.725776,0.035262,2.450223,3.432325,92.594599,92.808317,3.337899,4.570258,4.244397,4.537379,4.478797,4.440166,0.136511,0.048829,4.636738,4.596734,8.5
1645.5,48.715807,3338.092438,121.379858,0.352759,8.742949,0.038822,2.456193,3.39827,92.827762,92.844625,3.32944,4.497082,4.235569,4.470773,4.423808,4.392776,0.136931,0.049249,4.550171,4.518242,8.5
1645.6,48.771345,3339.84375,124.647184,0.353694,8.752551,0.041375,2.461161,3.34501,93.00512,92.889672,3.328396,4.47063,4.262906,4.449787,4.412518,4.387847,0.137058,0.049376,4.512613,4.487376,8.5
1645.7,48.781785,3333.34089,126.798472,0.351581,8.750922,0.042515,2.46489,3.317588,93.12927,92.889271,3.329312,4.461382,4.290731,4.444291,4.413691,4.393409,0.136802,0.049121,4.495765,4.475104,8.5
1645.8,48.750993,3333.389486,127.926786,0.349405,8.736045,0.04206,2.466665,3.325527,93.22027,92.858482,3.325513,4.455936,4.303938,4.440724,4.413473,4.395399,0.136224,0.048542,4.486517,4.468143,8.5
1645.9,48.793309,3338.332206,128.737358,0.348901,8.71383,0.040327,2.4666,3.358616,93.28861,92.837237,3.322948,4.488644,4.34309,4.474083,4.447991,4.430681,0.135574,0.047892,4.517909,4.500327,8.5
1646.0,48.804126,3329.550293,129.220179,0.350777,8.694473,0.037751,2.464673,3.401639,93.323122,92.811181,3.312799,4.533406,4.38017,4.518074,4.490606,4.472387,0.135122,0.04744,4.564227,4.54571,8.5
1646.1,48.822624,3307.740243,129.680793,0.351719,8.684897,0.035926,2.463853,3.462142,93.295484,92.765213,3.305109,4.474355,4.297181,4.456606,4.424835,4.403782,0.134916,0.047235,4.510068,4.488606,8.5
1646.2,48.797594,3300.78125,129.85674,0.350996,8.681329,0.034216,2.462089,3.505793,93.199494,92.679782,3.293866,4.425713,4.204483,4.403497,4.363791,4.337522,0.134842,0.04716,4.470486,4.443567,8.5
1646.3,48.788402,3300.78125,130.299051,0.346855,8.6801,0.03223,2.459121,3.519014,93.050148,92.60157,3.298025,4.402341,4.126746,4.374588,4.325077,4.292383,0.13481,0.047128,4.45838,4.424671,8.5
1646.4,48.77589,3297.110789,130.027338,0.342534,8.679269,0.029322,2.45348,3.497743,92.904092,92.521684,3.316918,4.526732,4.183059,4.492021,4.430214,4.389485,0.134789,0.047107,4.596966,4.554696,8.5
1646.5,48.697659,3299.628668,128.766777,0.337666,8.678765,0.026901,2.447995,3.466626,92.822385,92.473458,3.327209,4.711232,4.295072,4.669071,4.594132,4.544845,0.1348,0.047118,4.796704,4.745236,8.5
1646.6,48.79538,3300.78125,127.689397,0.334831,8.680015,0.024214,2.439919,3.422031,92.8868,92.493152,3.32491,4.607823,4.166365,4.563027,4.483489,4.431235,0.134886,0.047205,4.698741,4.643977,8.5
1646.7,48.812378,3316.180054,127.867951,0.331899,8.684375,0.023591,2.435584,3.387483,93.106959,92.518083,3.307037,4.522762,4.07725,4.477534,4.39726,4.344545,0.135072,0.047391,4.614594,4.559274,8.5
1646.8,48.753115,3320.3125,128.473567,0.328669,8.691997,0.024694,2.434399,3.369436,93.465203,92.525014,3.297827,4.463163,4.025968,4.418798,4.34005,4.288333,0.135329,0.047647,4.553233,4.498975,8.5
1646.9,48.748121,3320.3125,128.101048,0.32523,8.700874,0.027738,2.437678,3.380697,93.856936,92.530562,3.276566,4.394734,3.965025,4.351129,4.273729,4.222894,0.135581,0.0479,4.483259,4.429932,8.5
1647.0,48.734087,3324.341235,126.372981,0.321685,8.708215,0.030507,2.441134,3.393798,94.220103,92.509133,3.268276,4.292587,3.873302,4.250048,4.174537,4.124942,0.135772,0.048091,4.378947,4.326925,8.5
1647.1,48.763711,3317.018578,125.719277,0.320424,8.71308,0.032915,2.445678,3.417193,94.451767,92.509434,3.267964,4.328346,3.897972,4.284662,4.207139,4.156238,0.135896,0.048214,4.417055,4.363614,8.5
1647.2,48.77919,3294.689805,124.036422,0.319641,8.716112,0.033809,2.447969,3.421891,94.548249,92.546561,3.283889,4.396251,3.945708,4.350478,4.269285,4.215999,0.13599,0.048308,4.489247,4.433216,8.5
1647.3,48.760018,3282.600499,122.684891,0.320841,8.719118,0.033827,2.448546,3.416517,94.506425,92.626293,3.28147,4.34159,3.889019,4.295577,4.21398,4.160444,0.136088,0.048407,4.4351,4.378755,8.5
1647.4,48.774395,3285.517126,121.44894,0.320174,8.722434,0.032788,2.445591,3.400961,94.413574,92.669918,3.277162,4.293649,3.860973,4.249694,4.171705,4.120509,0.136194,0.048512,4.382929,4.329141,8.5
1647.5,48.714015,3286.132813,122.233413,0.321836,8.725897,0.032429,2.442796,3.376086,94.331888,92.674515,3.277667,4.339507,3.940398,4.299051,4.227177,4.179932,0.136307,0.048626,4.421568,4.372147,8.5
1647.6,48.796901,3290.518997,122.623412,0.324132,8.729701,0.033228,2.441797,3.335202,94.325687,92.750951,3.276418,4.366774,4.015186,4.33123,4.267978,4.226325,0.136425,0.048744,4.438744,4.395421,8.5
1647.7,48.733799,3339.918096,124.086945,0.330032,8.733436,0.033995,2.440963,3.302073,94.403574,92.7762,3.278484,4.300136,4.007447,4.270631,4.218034,4.18333,0.13653,0.048848,4.359759,4.323886,8.5
1647.8,48.789939,3313.190505,124.383991,0.336369,8.736387,0.035013,2.442467,3.30568,94.555218,92.791854,3.282603,4.277435,4.033432,4.252902,4.209096,4.180143,0.136596,0.048915,4.326929,4.297164,8.5
1647.9,48.774827,3292.288474,126.36219,0.344765,8.737652,0.035576,2.445226,3.318456,94.722666,92.903814,3.296195,4.303241,4.088151,4.281649,4.243056,4.217521,0.136619,0.048938,4.346753,4.320593,8.5
1648.0,48.798355,3286.391599,125.711698,0.352158,8.737866,0.037737,2.454577,3.337266,94.858469,93.032398,3.313346,4.32958,4.12155,4.308704,4.27138,4.246677,0.136623,0.048941,4.371637,4.346354,8.5
1648.1,48.783597,3286.132813,126.127421,0.356043,8.737847,0.037873,2.459529,3.358223,94.884563,93.027504,3.331025,4.263194,4.047991,4.241584,4.202963,4.177411,0.136625,0.048944,4.306744,4.280561,8.5
1648.2,48.798053,3295.618433,123.052838,0.354268,8.738053,0.037971,2.463695,3.383754,94.787444,93.074236,3.345122,4.353373,4.11029,4.328938,4.2853,4.256452,0.136644,0.048962,4.402658,4.373021,8.5
1648.3,48.765609,3363.128785,119.79547,0.347707,8.739018,0.037143,2.463875,3.371624,94.530279,93.048731,3.351466,4.334921,4.054488,4.306675,4.256294,4.223035,0.136693,0.049011,4.391972,4.357652,8.5
1648.4,48.806869,3344.811803,113.572615,0.337278,8.741227,0.03769,2.466253,3.346905,94.179399,92.96659,3.350081,4.235993,3.916235,4.203708,4.146214,4.108322,0.136778,0.049097,4.301308,4.261998,8.5
1648.5,48.786519,3310.584877,109.688786,0.32628,8.744486,0.03591,2.460853,3.341826,93.751954,92.90544,3.345317,4.459176,4.070255,4.419797,4.349788,4.303733,0.136877,0.049196,4.538992,4.490933,8.5
1648.6,48.804021,3315.624269,106.91524,0.317576,8.747539,0.035791,2.45783,3.350749,93.363526,92.901451,3.33653,4.546669,4.106236,4.501976,4.422633,4.370516,0.136954,0.049272,4.637391,4.582743,8.5
1648.7,48.729096,3324.882198,108.74746,0.314464,8.749354,0.036605,2.455606,3.358621,93.050657,92.854,3.323036,4.56673,4.091615,4.518432,4.43278,4.376582,0.13699,0.049309,4.66488,4.60574,8.5
1648.8,48.799907,3315.645488,110.874742,0.313941,8.749857,0.037373,2.452949,3.351093,92.905071,92.862833,3.297025,4.490021,4.009165,4.441103,4.354388,4.297521,0.136997,0.049315,4.589481,4.529544,8.5
1648.9,48.822204,3318.937395,114.371868,0.315683,8.749788,0.035564,2.444078,3.342399,92.902643,92.927933,3.275698,4.509432,4.034651,4.461157,4.375561,4.31941,0.136994,0.049312,4.607555,4.548428,8.5
1649.0,48.791708,3295.23,117.043787,0.316406,8.749656,0.033972,2.436166,3.331424,93.031724,92.946341,3.259911,4.527188,4.074269,4.481204,4.399605,4.346033,0.136987,0.049306,4.620579,4.564316,8.5
1649.1,48.769258,3286.9196,120.462697,0.317597,8.749369,0.034398,2.433004,3.318181,93.233713,92.924181,3.259813,4.45079,4.029954,4.408119,4.332339,4.282545,0.136976,0.049295,4.537375,4.485224,8.5
1649.2,48.849274,3296.350983,121.569638,0.317842,8.748962,0.037043,2.434278,3.300299,93.487104,92.931743,3.264247,4.3626,3.971224,4.322955,4.252502,4.206172,0.136965,0.049283,4.442983,4.394577,8.5
1649.3,48.757921,3297.7112,123.313519,0.318477,8.748621,0.041927,2.440193,3.293286,93.753434,92.951361,3.277954,4.269274,3.907977,4.232721,4.167712,4.124928,0.136958,0.049277,4.343331,4.298744,8.5
1649.4,48.818593,3273.196719,123.700292,0.320039,8.748558,0.047687,2.448738,3.311406,94.017301,92.965097,3.285215,4.2453,3.904859,4.210891,4.149657,4.109329,0.136969,0.049287,4.314963,4.273029,8.5
1649.5,48.786504,3287.392543,126.045475,0.321696,8.749306,0.051321,2.454811,3.323311,94.257427,93.054552,3.280981,4.293249,3.963872,4.259983,4.200751,4.161721,0.13703,0.049348,4.360565,4.32005,8.5
1649.6,48.822045,3294.520585,126.369796,0.32533,8.75252,0.050291,2.454049,3.331994,94.455793,93.11663,3.269965,4.319208,4.001011,4.287091,4.229882,4.192167,0.137218,0.049536,4.384165,4.345074,8.5
1649.7,48.822939,3283.88892,127.177624,0.329444,8.761411,0.0457,2.449066,3.334097,94.595044,93.247392,3.267289,4.304174,3.998722,4.273367,4.218469,4.182262,0.137606,0.049924,4.366457,4.32898,8.5
1649.8,48.792777,3271.484375,125.160629,0.336545,8.777275,0.038788,2.439515,3.358235,94.657065,93.316113,3.276638,4.343643,4.037567,4.312771,4.257752,4.221464,0.138138,0.050456,4.406053,4.3685,8.5
1649.9,48.880619,3271.484375,123.625952,0.345012,8.795251,0.033607,2.43114,3.376207,94.662011,93.362688,3.292922,4.370543,4.064712,4.339694,4.284715,4.24845,0.13864,0.050958,4.432899,4.395379,8.5
1650.0,48.852985,3277.033989,120.407754,0.35648,8.809105,0.033524,2.429507,3.386379,94.636009,93.359799,3.31562,4.424382,4.123093,4.394005,4.339851,4.30412,0.139006,0.051324,4.485768,4.448835,8.5
1650.1,48.888175,3298.813632,118.705848,0.367177,8.818489,0.038537,2.434192,3.392559,94.556475,93.373992,3.340521,4.340261,4.05688,4.311715,4.260805,4.2272,0.139325,0.051643,4.39792,4.363233,8.5
1650.2,48.808061,3293.100779,117.01846,0.374452,8.829364,0.046119,2.440912,3.398478,94.401398,93.354751,3.359995,4.282673,4.003985,4.254606,4.204548,4.171504,0.13967,0.051989,4.339364,4.30526,8.5
1650.3,48.787291,3300.78125,116.927891,0.375136,8.840249,0.053133,2.446223,3.400623,94.140972,93.361564,3.375769,4.352917,4.051537,4.322545,4.268411,4.2327,0.139893,0.052211,4.414305,4.377368,8.5
1650.4,48.820135,3299.621455,115.472937,0.369167,8.843339,0.057502,2.4502,3.400814,93.813478,93.373088,3.392853,4.335442,3.980613,4.299568,4.235748,4.193732,0.139911,0.052229,4.408097,4.364358,8.5
1650.5,48.888984,3295.898438,113.884289,0.358434,8.841423,0.057103,2.449916,3.409167,93.417981,93.456198,3.427008,4.572904,4.126048,4.527538,4.447013,4.394131,0.139959,0.052278,4.665011,4.609526,8.5
1650.6,48.896993,3295.898438,112.637702,0.345266,8.846631,0.05378,2.448757,3.410811,93.033649,93.518389,3.478062,4.665066,4.156272,4.613258,4.521449,4.461261,0.140412,0.05273,4.770434,4.706931,8.5
1650.7,48.849695,3302.572593,114.402681,0.334461,8.870177,0.049764,2.448975,3.408394,92.692671,93.577061,3.53375,4.74587,4.222807,4.692601,4.598218,4.536354,0.14139,0.053708,4.854232,4.788922,8.5
1650.8,48.837854,3320.3125,118.054132,0.327998,8.908317,0.04742,2.452698,3.383085,92.438455,93.656848,3.576103,4.683168,4.202753,4.634336,4.547723,4.490885,0.142679,0.054997,4.782385,4.722605,8.5
1650.9,48.831318,3317.410509,122.909239,0.32599,8.950915,0.048022,2.458681,3.350635,92.235841,93.753089,3.600403,4.51465,4.113717,4.474034,4.401852,4.354384,0.143822,0.05614,4.596997,4.547409,8.5
1651.0,48.866508,3306.020115,126.924165,0.324811,8.979388,0.052288,2.464193,3.323902,92.177765,93.811763,3.604558,4.588896,4.252081,4.554913,4.494379,4.454475,0.14431,0.056629,4.65763,4.616266,8.5
1651.1,48.849053,3294.331698,129.5701,0.323123,8.981123,0.061364,2.46752,3.327067,92.267164,93.865008,3.581339,4.861806,4.553119,4.830736,4.775312,4.738716,0.144098,0.056416,4.924545,4.886805,8.5
1651.2,48.84488,3291.015625,130.064591,0.320956,8.96607,0.07526,2.467642,3.340393,92.543655,93.934508,3.530033,4.997631,4.691373,4.966812,4.911817,4.875492,0.143512,0.05583,5.059843,5.022424,8.5
1651.3,48.874663,3297.743884,129.376991,0.320812,8.944526,0.090631,2.465373,3.358685,92.920945,93.999405,3.46905,4.677071,4.380264,4.64718,4.593858,4.55865,0.142736,0.055055,4.73743,4.701121,8.5
1651.4,48.832538,3312.286445,128.66604,0.323701,8.917512,0.100166,2.458407,3.36923,93.367772,94.021052,3.416219,3.931046,3.669105,3.904649,3.85758,3.826517,0.141802,0.05412,3.984377,3.952292,8.5
1651.5,48.808072,3324.414544,128.334798,0.330173,8.886001,0.100208,2.44956,3.374617,93.72662,94.08589,3.37254,3.855331,3.580714,3.827625,3.778256,3.745698,0.14092,0.053238,3.911346,3.87764,8.5
1651.6,48.881086,3337.989482,127.935932,0.336981,8.862252,0.09092,2.441559,3.362988,93.904369,94.133525,3.339151,4.606908,4.262306,4.572109,4.510132,4.469281,0.140417,0.052736,4.677304,4.634939,8.5
1651.7,48.891638,3336.872397,128.109861,0.341685,8.854504,0.075193,2.436124,3.349983,93.886653,94.12728,3.323804,4.78016,4.41748,4.743524,4.678286,4.635293,0.140313,0.052631,4.854283,4.809672,8.5
1651.8,48.83749,3333.938106,128.938537,0.342249,8.855668,0.057971,2.433373,3.351838,93.785376,94.06591,3.324617,4.611977,4.273047,4.577759,4.516807,4.476623,0.140409,0.052727,4.681182,4.639535,8.5
1651.9,48.862818,3321.144249,129.851434,0.339961,8.860631,0.046012,2.435209,3.370346,93.656412,93.950751,3.332352,4.480294,4.17517,4.449524,4.394672,4.358481,0.140652,0.052971,4.542475,4.505063,8.5
1652.0,48.873403,3305.017629,129.444476,0.335701,8.87108,0.041647,2.439593,3.394941,93.530929,93.814348,3.337413,4.444337,4.178324,4.417559,4.369767,4.338195,0.141043,0.053361,4.498385,4.465877,8.5
1652.1,48.826643,3293.154813,127.64987,0.331378,8.885254,0.041886,2.443362,3.418992,93.449949,93.685025,3.336288,4.440598,4.221264,4.418569,4.379196,4.353145,0.141511,0.053829,4.48499,4.458301,8.5
1652.2,48.851986,3293.702578,124.999832,0.327681,8.9005,0.042673,2.444911,3.422118,93.425995,93.543951,3.325531,4.452074,4.280916,4.434926,4.40423,4.383886,0.141986,0.054305,4.486572,4.465841,8.5
1652.3,48.912888,3293.268053,122.763891,0.325127,8.915116,0.042684,2.445334,3.39995,93.437525,93.45149,3.301898,4.483457,4.349823,4.470095,4.446145,4.43025,0.142468,0.054786,4.510303,4.494176,8.5
1652.4,48.851985,3298.20733,122.677542,0.32326,8.930727,0.041883,2.445032,3.372244,93.468725,93.422916,3.268777,4.442735,4.332267,4.431701,4.41191,4.398765,0.142999,0.055318,4.464885,4.451582,8.5
1652.5,48.828358,3300.78125,124.975827,0.322097,8.948361,0.041237,2.445867,3.346838,93.53877,93.342608,3.235761,4.356653,4.251116,4.346113,4.327205,4.314646,0.143565,0.055883,4.37781,4.365104,8.5
1652.6,48.853208,3303.202762,128.055826,0.321239,8.966024,0.041112,2.44818,3.327442,93.608585,93.244789,3.210945,4.352065,4.232115,4.340076,4.318581,4.30431,0.144124,0.056442,4.376142,4.36168,8.5
1652.7,48.871062,3305.664063,130.606201,0.319652,8.983204,0.041379,2.451201,3.324094,93.568539,93.178906,3.166112,4.371075,4.222412,4.356196,4.329543,4.311866,0.144657,0.056975,4.400988,4.383016,8.5
1652.8,48.888883,3305.664063,131.662255,0.3163,8.999181,0.042095,2.454412,3.344016,93.326845,93.123875,3.023353,4.365112,4.175953,4.346139,4.312198,4.289721,0.145217,0.057535,4.40331,4.380351,8.5
