DEPT,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HDP3,HDPT,HDP4,HDP5,HDP6,HVOL,AVOL,HP01,HP02,BIT
1588.2,,,,,,,,,,,,,,,,,,,,,8.5
1588.3,,,,,,,,,,,,,,,,,,,,,8.5
1588.4,,,,,,,,,,,,,,,,,,,,,8.5
1588.5,,,,,,,,,,,,,,,,,,,,,8.5
1588.6,,,,,,,,,,,,,,,,,,,,,8.5
1588.7,,,,,,,,,,,,,,,,,,,,,8.5
1588.8,,,,,,,,,,,,,,,,,,,,,8.5
1588.9,,,,,,,,,,,,,,,,,,,,,8.5
1589.0,,,,,,,,,,,,,,,,,,,,,8.5
1589.1,,,,,,,,,,,,,,,,,,,,,8.5
1589.2,,,,,,,,,,,,,,,,,,,,,8.5
1589.3,,,,,,,,,,,,,,,,,,,,,8.5
1589.4,,,,,,,,,,,,,,,,,,,,,8.5
1589.5,,,,,,,,,,,,,,,,,,,,,8.5
1589.6,,,,,,,,,,,,,,,,,,,,,8.5
1589.7,,,,,,,,,,,,,,,,,,,,,8.5
1589.8,,,,,,,,,,,,,,,,,,,,,8.5
1589.9,,,,,,,,,,,,,,,,,,,,,8.5
1590.0,,,,,,,,,,,,,,,,,,,,,8.5
1590.1,,,,,,,,,,,,,,,,,,,,,8.5
1590.2,,,,,,,,,,,,,,,,,,,,,8.5
1590.3,,,,,,,,,,,,,,,,,,,,,8.5
1590.4,,,,,,,,,,,,,,,,,,,,,8.5
1590.5,,,,,,,,,,,,,,,,,,,,,8.5
1590.6,,,,,,,,,,,,,,,,,,,,,8.5
1590.7,,,,,,,,,,,,,,,,,,,,,8.5
1590.8,,,,,,,,,,,,,,,,,,,,,8.5
1590.9,,,,,,,,,,,,,,,,,,,,,8.5
1591.0,,,,,,,,,,,,,,,,,,,,,8.5
1591.1,,,,,,,,,,,,,,,,,,,,,8.5
1591.2,,,,,,,,,,,,,,,,,,,,,8.5
1591.3,,,,,,,,,,,,,,,,,,,,,8.5
1591.4,,,,,,,,,,,,,,,,,,,,,8.5
1591.5,,,,,,,,,,,,,,,,,,,,,8.5
1591.6,,,,,,,,,,,,,,,,,,,,,8.5
1591.7,,,,,,,,,,,,,,,,,,,,,8.5
1591.8,,,,,,,,,,,,,,,,,,,,,8.5
1591.9,,,,,,,,,,,,,,,,,,,,,8.5
1592.0,,,,,,,,,,,,,,,,,,,,,8.5
1592.1,,,,,,,,,,,,,,,,,,,,,8.5
1592.2,,,,,,,,,,,,,,,,,,,,,8.5
1592.3,,,,,,,,,,,,,,,,,,,,,8.5
1592.4,,,,,,,,,,,,,,,,,,,,,8.5
1592.5,,,,,,,,,,,,,,,,,,,,,8.5
1592.6,,,,,,,,,,,,,,,,,,,,,8.5
1592.7,,,,,,,,,,,,,,,,,,,,,8.5
1592.8,,,,,,,,,,,,,,,,,,,,,8.5
1592.9,,,,,,,,,,,,,,,,,,,,,8.5
1593.0,,,,,,,,,,,,,,,,,,,,,8.5
1593.1,,,,,,,,,,,,,,,,,,,,,8.5
1593.2,,,,,,,,,,,,,,,,,,,,,8.5
1593.3,,,,,,,,,,,,,,,,,,,,,8.5
1593.4,,,,,,,,,,,,,,,,,,,,,8.5
1593.5,,,,,,,,,,,,,,,,,,,,,8.5
1593.6,,,,,,,,,,,,,,,,,,,,,8.5
1593.7,,,,,,,,,,,,,,,,,,,,,8.5
1593.8,,,,,,,,,,,,,,,,,,,,,8.5
1593.9,,,,,,,,,,,,,,,,,,,,,8.5
1594.0,,,,,,,,,,,,,,,,,,,,,8.5
1594.1,,,,,,,,,,,,,,,,,,,,,8.5
1594.2,,,,,,,,,,,,,,,,,,,,,8.5
1594.3,,,,,,,,,,,,,,,,,,,,,8.5
1594.4,,,,,,,,,,,,,,,,,,,,,8.5
1594.5,,,,,,,,,,,,,,,,,,,,,8.5
1594.6,,,,,,,,,,,,,,,,,,,,,8.5
1594.7,,,,,,,,,,,,,,,,,,,,,8.5
1594.8,,,,,,,,,,,,,,,,,,,,,8.5
1594.9,,,,,,,,,,,,,,,,,,,,,8.5
1595.0,,,,,,,,,,,,,,,,,,,,,8.5
1595.1,,,,,,,,,,,,,,,,,,,,,8.5
1595.2,,,,,,,,,,,,,,,,,,,,,8.5
1595.3,,,,,,,,,,,,,,,,,,,,,8.5
1595.4,,,,,,,,,,,,,,,,,,,,,8.5
1595.5,,,,,,,,,,,,,,,,,,,,,8.5
1595.6,,,,,,,,,,,,,,,,,,,,,8.5
1595.7,,,,,,,,,,,,,,,,,,,,,8.5
1595.8,,,,,,,,,,,,,,,,,,,,,8.5
1595.9,,,,,,,,,,92.759273,,,,,,,,,,,8.5
1596.0,,,,,,,,,,92.747755,,,,,,,,,,,8.5
1596.1,,,,,,,,,,92.753966,,,,,,,,,,,8.5
1596.2,,,,,,,,,,92.760762,,,,,,,,,,,8.5
1596.3,,,,,,,,,,92.765316,,,,,,,,,,,8.5
1596.4,,,,,,,,,,92.723455,,,,,,,,,,,8.5
1596.5,,,,,,,,,,92.761157,,,,,,,,,,,8.5
1596.6,,,,,,,,,,92.774942,,,,,,,,,,,8.5
1596.7,,,,,,,,,,92.879742,,,,,,,,,,,8.5
1596.8,,,,,,,,,,92.927661,,,,,,,,,,,8.5
1596.9,,,,,,,,,,92.964117,,,,,,,,,,,8.5
1597.0,,,,,,,,,,93.013589,,,,,,,,,,,8.5
1597.1,,,,,,,,,,93.034959,,,,,,,,,,,8.5
1597.2,,,,,,,,,,93.027641,,,,,,,,,,,8.5
1597.3,,,,,,,,,,93.069136,,,,,,,,,,,8.5
1597.4,,,,,,,,,,93.103498,,,,,,,,,,,8.5
1597.5,,,,,,,,,,93.128055,,,,,,,,,,,8.5
1597.6,,,,,,,,,,93.183227,,,,,,,,,,,8.5
1597.7,,,,,,,,,,93.182387,,,,,,,,,,,8.5
1597.8,,,,,,,,,,93.181713,,,,,,,,,,,8.5
1597.9,,,,,,,,,,93.222771,,,,,,,,,,,8.5
1598.0,,,,,,,,,,93.247306,,,,,,,,,,,8.5
1598.1,,,,,,,,,,93.257607,,,,,,,,,,,8.5
1598.2,,,,,,,,,,93.336925,,,,,,,,,,,8.5
1598.3,,,,,,,,,,93.42048,,,,,,,,,,,8.5
1598.4,,,,,,,,,,93.483447,,,,,,,,,,,8.5
1598.5,,,,,,,,,,93.538757,,,,,,,,,,,8.5
1598.6,,,,,,,,,,93.570354,,,,,,,,,,,8.5
1598.7,,,,,,,,,,93.592985,,,,,,,,,,,8.5
1598.8,,,,,,,,,,93.607519,,,,,,,,,,,8.5
1598.9,,,,,,,,,,93.636025,,,,,,,,,,,8.5
1599.0,,,,,,,,,,93.717304,,,,,,,,,,,8.5
1599.1,,,,,,,,,,93.803105,,,,,,,,,,,8.5
1599.2,,,,,,,,,,93.848846,,,,,,,,,,,8.5
1599.3,,,,,,,,,,93.854175,,,,,,,,,,,8.5
1599.4,,,,,,,,,,93.794236,,,,,,,,,,,8.5
1599.5,,,,,,,,,,93.778072,,,,,,,,,,,8.5
1599.6,,,,,,,,,,93.777573,,,,,,,,,,,8.5
1599.7,,,,,,,,,,93.745482,,,,,,,,,,,8.5
1599.8,,,,,,,,,,93.719174,,,,,,,,,,,8.5
1599.9,,,,,,,,,,93.671848,,,,,,,,,,,8.5
1600.0,,,,,,,,,,93.521463,,,,,,,,,,,8.5
1600.1,,,,,,,,,,93.392494,,,,,,,,,,,8.5
1600.2,,,,,,,,,,93.379582,,,,,,,,,,,8.5
1600.3,,,114.083757,,,,,,,93.463367,,,,,,,,,,,8.5
1600.4,,,119.010202,,,,,,,93.607781,,,,,,,,,,,8.5
1600.5,,,120.448514,,,,,,,93.881466,,,,,,,,,,,8.5
1600.6,,,118.408811,,,,,,,94.153977,,,,,,,,,,,8.5
1600.7,,,116.749904,,,,,,,94.340349,,,,,,,,,,,8.5
1600.8,,,115.279721,,,,,,,94.501021,,,,,,,,,,,8.5
1600.9,,,117.902169,,,,,,,94.666944,,,,,,,,,,,8.5
1601.0,,,119.564595,,,,,,,94.771452,,,,,,,,,,,8.5
1601.1,47.815263,,121.886226,,,,,,,94.906533,,,,,,,,,,,8.5
1601.2,47.781803,,122.007847,,,,,,,95.072172,,,,,,,,,,,8.5
1601.3,47.809795,,122.184819,,,,,,,95.272165,,,,,,,,,,,8.5
1601.4,47.808561,,121.127943,,,,,,,95.445263,,,,,,,,,,,8.5
1601.5,47.807331,,121.071686,,,,,,,95.572027,,,,,,,,,,,8.5
1601.6,47.822736,,120.445543,,,,,,,95.655882,,,,,,,,,,,8.5
1601.7,47.843372,,119.103209,,,,,,,95.722069,,,,,,,,,,,8.5
1601.8,47.809731,,116.662659,,,,,,,95.765751,,,,,,,,,,,8.5
1601.9,47.850642,,114.998563,,,,,,,95.863721,,,,,,,,,,,8.5
1602.0,47.814236,,114.494623,,,,,,,95.978634,,,,,,,,,,,8.5
1602.1,47.842005,,114.502921,,,,,,,96.046918,,,,,,,,,,,8.5
1602.2,47.838363,,115.038278,0.383881,,,,,,96.123046,,,,,,,,,,,8.5
1602.3,47.836597,,116.346277,0.378358,,,,,,96.216893,,,,,,,,,,,8.5
1602.4,47.835782,,118.233908,0.372142,,,,,,96.23858,,,,,,,,,,,8.5
1602.5,47.827976,,120.602868,0.366839,,,,,,96.205506,,,,,,,,,,,8.5
1602.6,47.83399,,122.315014,0.362864,,,,,,96.191495,,,,,,,,,,,8.5
1602.7,47.860565,,123.512703,0.359772,,,,,,96.11819,,,,,,,,,,,8.5
1602.8,47.866505,,124.519552,0.35685,,,,,,95.935581,,,,,,,,,,,8.5
1602.9,47.829081,,124.789456,0.35369,,,,,,95.686149,,,,,,,,,,,8.5
1603.0,47.845784,,123.695386,0.350664,,,,,,95.462907,,,,,,,,,,,8.5
1603.1,47.85494,,121.877482,0.34929,,,,,,95.198247,,,,,,,,,,,8.5
1603.2,47.842413,,120.544831,0.350937,,,,,,94.884869,,,,,,,,,,,8.5
1603.3,47.854242,,119.45728,0.355051,,,,,,94.648108,,,,,,,,,,,8.5
1603.4,47.85258,,118.020751,0.358059,,,,,,94.530816,,,,,,,,,,,8.5
1603.5,47.85638,,116.666846,0.356717,,,,,,94.35836,,,,,,,,,,,8.5
1603.6,47.814236,,116.588372,0.349785,,,,,,94.309238,,,,,,,,,,,8.5
1603.7,47.853159,,117.500811,0.340999,,,,,,94.391161,,,,,,,,,,,8.5
1603.8,47.825741,,117.789018,0.332999,,,,,,94.522951,,,,,,,,,,,8.5
1603.9,47.877933,,117.193319,0.329543,,,,,,94.719021,,,,,,,,,,,8.5
1604.0,47.817238,,116.488136,0.327881,,,,,,94.92514,,,,,,,,,,,8.5
1604.1,47.870435,,116.724226,0.326812,,,,,,95.050012,,,,,,,,,,,8.5
1604.2,47.871201,,116.033009,0.323753,,,,,,95.156039,,,,,,,,,,,8.5
1604.3,47.903497,,116.968463,0.322204,8.527413,,,,,95.16115,,,,,,,0.130121,0.042439,,,8.5
1604.4,47.867061,,118.568379,0.325259,8.527413,,,,,95.12124,,,,,,,0.130121,0.042439,,,8.5
1604.5,47.920352,,123.577326,0.333463,8.527413,,,,,95.163202,,,,,,,0.129941,0.042259,,,8.5
1604.6,47.901628,,128.551825,0.342959,8.515329,,,,,95.259508,,,,,,,0.13112,0.043438,,,8.5
1604.7,47.933897,,134.565809,0.347751,8.606794,,,,,95.281379,,,,,,,0.137097,0.049416,,,8.5
1604.8,47.885067,,136.969927,0.346884,8.904639,,,,,95.415518,,,,,,,0.145693,0.058012,,,8.5
1604.9,47.917906,,138.462379,0.34213,9.142144,0.310607,2.315057,3.046647,,95.450038,,,,,,,0.150179,0.062498,,,8.5
1605.0,47.931559,,135.02869,0.339126,9.182212,0.297044,2.301238,3.064834,,95.492306,,,,,,,0.15281,0.065128,,,8.5
1605.1,47.923334,,129.891511,0.338529,9.310208,0.278467,2.287761,3.098305,,95.390192,,,,,,,0.163792,0.07611,,,8.5
1605.2,47.885272,,123.14719,0.342203,9.832333,0.256274,2.273367,3.115022,,95.459655,,,,,,,0.182489,0.094808,,,8.5
1605.3,47.921536,,118.321666,0.348723,10.367206,0.233426,2.26084,3.140943,,95.454607,,,,,,,0.196935,0.109253,,,8.5
1605.4,47.897042,,114.736854,0.35655,10.613463,0.212554,2.251053,3.1557,,95.527248,,,,,,,0.201836,0.114154,,,8.5
1605.5,47.928346,,113.967624,0.361583,10.629851,0.197736,2.250082,3.165871,,95.567952,,,,,,,0.204153,0.116471,,,8.5
1605.6,47.920008,,115.422736,0.362975,10.733333,0.185371,2.245846,3.159823,,95.703573,,,,,,,0.206479,0.118798,,,8.5
1605.7,47.911802,,117.552057,0.360082,10.748534,0.177642,2.238159,3.161617,,95.716107,,,,,,,0.204557,0.116876,,,8.5
1605.8,47.934075,,117.450085,0.35469,10.630028,0.177641,2.230467,3.151363,,95.797064,,,,,,,0.198653,0.110972,,,8.5
1605.9,47.942422,,115.963863,0.348579,10.439839,0.183405,2.224149,3.13775,,95.880667,,,,,,,0.192961,0.105279,,,8.5
1606.0,47.877426,,114.043849,0.34865,10.325418,0.188079,2.213643,3.116535,,95.914259,,,,,,,0.187138,0.099456,,,8.5
1606.1,47.92367,,111.997943,0.356447,10.117921,0.191001,2.209566,3.099925,,95.911558,,,,,,,0.175498,0.087816,,,8.5
1606.2,47.937352,,111.88645,0.369342,9.668792,0.188734,2.212332,3.10664,,95.952543,,,,,,,0.15747,0.069789,,,8.5
1606.3,47.926287,,114.525686,0.377422,9.071126,0.184102,2.223684,3.13406,,95.995429,,,,,,,0.141103,0.053422,,,8.5
1606.4,47.942046,,118.202339,0.378177,8.682528,0.183941,2.239908,3.162497,,96.083746,,,,,,,0.135246,0.047565,,,8.5
1606.5,47.885236,,121.319941,0.372903,8.709863,0.1943,2.266445,3.17543,,96.220032,,,,,,,0.140359,0.052678,,,8.5
1606.6,47.910723,,123.172438,0.368321,9.00784,0.205727,2.289239,3.205168,,96.358073,,,,,,,0.151231,0.063549,,,8.5
1606.7,47.937846,,123.411765,0.364007,9.381687,0.214387,2.305981,3.242803,,96.431233,,,,,,,0.16348,0.075798,,,8.5
1606.8,47.978029,,122.758512,0.359025,9.737601,0.221853,2.319566,3.261605,,96.448279,,,,,,,0.175892,0.08821,,,8.5
1606.9,47.985432,,122.634997,0.350744,10.095343,0.225133,2.328389,3.265551,,96.440963,,,,,,,0.188065,0.100384,,,8.5
1607.0,47.954841,,122.208801,0.340371,10.40991,0.218848,2.325349,3.273406,,96.43309,,,,,,,0.196088,0.108406,,,8.5
1607.1,47.948439,,120.631646,0.331212,10.52585,0.208069,2.316723,3.263754,,96.415184,,,,,,,0.195946,0.108264,,,8.5
1607.2,47.966472,,119.502541,0.330066,10.396901,0.198116,2.306353,3.242751,,96.400348,,,,,,,0.189091,0.101409,,,8.5
1607.3,47.974989,,119.532211,0.34007,10.155738,0.189414,2.291816,3.224415,,96.441747,,,,,,,0.182865,0.095184,,,8.5
1607.4,47.995789,,118.777157,0.355811,10.062223,0.185473,2.277503,3.222986,,96.50064,,,,,,,0.183857,0.096175,,,8.5
1607.5,48.005679,,117.222541,0.368175,10.215208,0.189816,2.266985,3.217704,,96.567474,,,,,,,0.187488,0.099806,,,8.5
1607.6,47.989057,,115.763338,0.370905,10.254151,0.200988,2.258375,3.21102,,96.668132,,,,,,,0.181505,0.093824,,,8.5
1607.7,47.963326,,114.28817,0.36616,9.873014,0.213228,2.245961,3.187389,,96.76317,,,,,,,0.164897,0.077216,,,8.5
1607.8,48.002654,,112.839416,0.358412,9.303755,0.222643,2.231801,3.159379,,96.79013,,,,,,,0.153231,0.06555,,,8.5
1607.9,47.998967,,112.56019,0.353471,9.204668,0.225308,2.21612,3.150739,,96.83495,,,,,,,0.159943,0.072261,,,8.5
1608.0,48.000111,,113.511855,0.351153,9.711534,0.223795,2.204223,3.184674,,96.932648,,,,,,,0.179226,0.091544,,,8.5
1608.1,48.012563,,115.246965,0.349882,10.305481,0.22481,2.200803,3.211035,,96.986919,,,,,,,0.196359,0.108677,,,8.5
1608.2,47.975495,,116.92985,0.346454,10.646505,0.229955,2.203497,3.221269,,97.05156,,,,,,,0.205508,0.117826,,,8.5
1608.3,48.001179,,118.624142,0.340873,10.788147,0.233231,2.205347,3.220621,,97.131455,,,,,,,0.21088,0.123198,,,8.5
1608.4,47.981417,,119.419854,0.333818,10.926156,0.227884,2.198544,3.225032,,97.226377,,,,,,,0.216828,0.129147,,,8.5
1608.5,48.002331,,120.12731,0.327104,11.092509,0.216423,2.186256,3.205067,,97.203933,,,,,,,0.225316,0.137635,,,8.5
1608.6,48.00887,,121.407229,0.321925,11.354678,0.204593,2.173749,3.192584,,97.195581,,,,,,,0.23317,0.145489,,,8.5
1608.7,47.955959,,122.668141,0.316871,11.476841,0.197647,2.172106,3.18372,,97.211502,,,,,,,0.234649,0.146968,,,8.5
1608.8,47.97389,,124.013379,0.313846,11.424002,0.194825,2.182379,3.191073,,97.074932,,,,,,,0.228632,0.14095,,,8.5
1608.9,48.002638,,125.447732,0.312898,11.176455,0.195536,2.20209,3.148263,,96.942773,,,,,,,0.220033,0.132351,,,8.5
1609.0,47.979978,,126.565203,0.316131,10.99711,0.198011,2.226077,3.1167,,96.936991,,,,,,,0.216213,0.128531,,,8.5
1609.1,47.962777,,126.983038,0.321877,10.987323,0.194997,2.243058,3.098726,,96.875668,,,,,,,0.21959,0.131908,,,8.5
1609.2,47.982365,,126.390584,0.328866,11.171903,0.183384,2.248112,3.146396,,96.807391,,,,,,,0.228184,0.140502,,,8.5
1609.3,48.034326,,126.126929,0.333906,11.417445,0.170335,2.247334,3.187988,,96.880957,,,,,,,0.233201,0.145519,,,8.5
1609.4,48.029102,,125.861621,0.335219,11.414034,0.164852,2.253799,3.256119,,96.916343,,,,,,,0.231571,0.143889,,,8.5
1609.5,48.039872,,126.170921,0.333726,11.335915,0.161872,2.260951,3.300944,,96.960249,,,,,,,0.228189,0.140507,,,8.5
1609.6,48.012479,,125.865176,0.333864,11.248705,0.159125,2.269878,3.347126,,97.036172,,,,,,,0.225965,0.138283,,,8.5
1609.7,48.023058,,126.581744,0.338617,11.222086,0.156717,2.272668,3.371477,,97.069134,,,,,,,0.221518,0.133836,,,8.5
1609.8,48.030828,,124.574093,0.350371,11.022354,0.159093,2.262718,3.392505,,97.124701,,,,,,,0.210924,0.123243,,,8.5
1609.9,48.019212,,122.495706,0.366778,10.687333,0.168313,2.234237,3.374449,,97.062394,,,,,,,0.201884,0.114202,,,8.5
1610.0,48.047829,,119.889106,0.382604,10.554125,0.184314,2.197155,3.338217,,96.969311,,,,,,,0.198234,0.110552,,,8.5
1610.1,48.0207,,118.221923,0.389638,10.498809,0.202173,2.160657,3.296225,,96.880555,,,,,,,0.199423,0.111741,,,8.5
1610.2,48.027835,,116.500198,0.385562,10.616661,0.220168,2.13721,3.247434,,96.818501,,,,,,,0.203668,0.115986,,,8.5
1610.3,48.053706,,116.732351,0.37292,10.722404,0.234288,2.125197,3.191526,,96.758135,,,,,,,0.207509,0.119828,,,8.5
1610.4,47.976491,,117.426723,0.360716,10.815533,0.242321,2.128351,3.132039,,96.702894,,,,,,,0.208917,0.121235,,,8.5
1610.5,48.009738,,117.686989,0.357447,10.789559,0.238408,2.137433,3.100261,,96.632236,,,,,,,0.202729,0.115047,,,8.5
1610.6,48.011134,,117.762856,0.364822,10.484968,0.224412,2.150382,3.096323,,96.56181,,,,,,,0.18712,0.099438,,,8.5
1610.7,48.021288,,119.17705,0.378328,9.946065,0.206218,2.172594,3.099837,,96.524798,,,,,,,0.167173,0.079492,,,8.5
1610.8,48.034996,,121.396487,0.388612,9.367564,0.185275,2.206669,3.139105,111.354196,96.439878,,,,,,,0.151343,0.063661,,,8.5
1610.9,48.068028,,123.907554,0.39068,9.019814,0.162109,2.248689,3.192696,111.450244,96.396682,,,,,,,0.144331,0.056649,,,8.5
1611.0,48.073123,,126.366039,0.382704,8.942739,0.14083,2.292642,3.253726,111.030637,96.283746,,,,,,,0.143493,0.055812,,,8.5
1611.1,48.084834,,128.372279,0.369886,8.966951,0.125687,2.336393,3.28669,109.890133,96.15985,,,,,,,0.143672,0.055991,,,8.5
1611.2,48.079286,,129.704182,0.358484,8.953298,0.115027,2.374866,3.313333,108.283893,95.998888,,,,,,,0.143899,0.056218,,,8.5
1611.3,48.066012,,131.442102,0.351784,8.984343,0.105801,2.40252,3.339684,106.562343,95.872688,,,,,,,0.148224,0.060543,,,8.5
1611.4,48.062381,,133.353947,0.350188,9.223837,0.100187,2.420847,3.366902,105.278197,95.770494,,,,,,,0.158069,0.070387,,,8.5
1611.5,48.042442,,133.924623,0.354348,9.575425,0.100988,2.431234,3.378197,104.437966,95.727615,,,,,,,0.166581,0.078899,,,8.5
1611.6,48.065208,,131.697783,0.364694,9.71982,0.107468,2.428673,3.374167,104.10441,95.722072,,,,,,,0.166185,0.078503,,,8.5
1611.7,48.099867,,127.355428,0.376566,9.546282,0.1203,2.411353,3.34544,104.296499,95.698492,,,,,,,0.158705,0.071024,,,8.5
1611.8,48.074961,,122.482619,0.384453,9.28255,0.141792,2.384419,3.30208,105.039984,95.688919,,,,,,,0.152592,0.06491,,,8.5
1611.9,48.060695,,119.053353,0.384455,9.185913,0.17043,2.352972,3.259455,106.015214,95.699887,,,,,,,0.152172,0.06449,,,8.5
1612.0,48.090738,,118.796053,0.37643,9.260067,0.200194,2.320972,3.212685,106.90256,95.747649,,,,,,,0.156487,0.068805,,,8.5
1612.1,48.061124,,121.290869,0.363112,9.446307,0.222936,2.292192,3.172682,107.391092,95.803743,,,,,,,0.162519,0.074838,,,8.5
1612.2,48.098235,,124.769736,0.351096,9.615319,0.232355,2.270087,3.153535,107.105794,95.829629,,,,,,,0.166252,0.07857,,,8.5
1612.3,48.067739,,126.28582,0.345307,9.662123,0.228228,2.258652,3.16306,105.965032,95.838407,,,,,,,0.169134,0.081453,,,8.5
1612.4,48.073784,,125.7076,0.345814,9.785775,0.214528,2.256588,3.180586,104.188012,95.850233,,,,,,,0.176859,0.089178,,,8.5
1612.5,48.06942,,123.539317,0.350602,10.102174,0.199683,2.264148,3.20484,102.357308,95.81538,,,,,,,0.190946,0.103264,,,8.5
1612.6,48.088131,,121.454529,0.360472,10.56186,0.18975,2.275328,3.234288,100.797711,95.716318,,,,,,,0.205793,0.118111,,,8.5
1612.7,48.131792,,119.706353,0.375874,10.887215,0.188552,2.290043,3.263277,99.713555,95.635585,,,,,,,0.214743,0.127062,,,8.5
1612.8,48.062725,,120.041465,0.39179,11.023439,0.191708,2.301572,3.289646,98.953188,95.505751,,,,,,,0.214354,0.126672,,,8.5
1612.9,48.075482,,122.32633,0.401959,10.860394,0.196642,2.311421,3.321525,98.46577,95.344573,,,,,,,0.203244,0.115563,,,8.5
1613.0,48.090685,,126.218652,0.401711,10.441225,0.20366,2.323653,3.355853,97.96841,95.158743,,,,,,,0.186261,0.09858,,,8.5
1613.1,48.146608,,130.377587,0.3909,9.94767,0.21138,2.338345,3.383819,97.453281,95.037151,,,,,,,0.171192,0.083511,,,8.5
1613.2,48.062005,,132.998021,0.371776,9.604839,0.216566,2.351064,3.388587,96.843083,94.90327,,,,,,,0.161971,0.074289,,,8.5
1613.3,48.117239,,133.047145,0.353288,9.418881,0.219189,2.361964,3.366143,96.33485,94.784264,,,,,,,0.156942,0.06926,,,8.5
1613.4,48.11353,,129.891723,0.343226,9.309046,0.21889,2.371686,3.339914,95.891108,94.640413,,,,,,,0.156295,0.068613,,,8.5
1613.5,48.115179,,125.455164,0.343263,9.384653,0.211578,2.37671,3.312474,95.519648,94.539445,,,,,,,0.159894,0.072212,,,8.5
1613.6,48.089524,,119.720879,0.34674,9.523294,0.195808,2.375625,3.298442,95.159293,94.3923,,,,,,,0.162485,0.074803,,,8.5
1613.7,48.109355,,115.156084,0.349697,9.534565,0.1776,2.374633,3.272858,94.896317,94.327494,,,,,,,0.160165,0.072484,,,8.5
1613.8,48.100732,,111.416599,0.350647,9.383453,0.162858,2.379684,3.255725,94.714952,94.250682,,,,,,,0.154874,0.067193,,,8.5
1613.9,48.119298,,110.954231,0.351215,9.219337,0.149382,2.385605,3.231556,94.689872,94.23136,,,,,,,0.150922,0.063241,,,8.5
1614.0,48.147119,,111.661949,0.35065,9.146783,0.134273,2.389568,3.233748,94.749747,94.10524,,,,,,,0.148576,0.060895,,,8.5
1614.1,48.118214,,115.006604,0.351741,9.075982,0.118734,2.396382,3.240693,94.883943,94.041487,,,,,,,0.14606,0.058379,,,8.5
1614.2,48.180953,,118.489411,0.353567,8.991525,0.102902,2.407219,3.28628,94.934265,93.867101,,,,,,,0.144245,0.056563,,,8.5
1614.3,48.12779,,121.574312,0.357031,8.964576,0.084438,2.413696,3.330923,94.940067,93.729721,,,,,,,0.14382,0.056138,,,8.5
1614.4,48.140093,,121.138046,0.357164,8.965493,0.068585,2.419701,3.378739,94.90533,93.603525,,,,,,,0.143749,0.056068,,,8.5
1614.5,48.188633,,118.746048,0.356252,8.959515,0.059057,2.425366,3.389365,94.879384,93.538244,,,,,,,0.143056,0.055375,,,8.5
1614.6,48.150603,,116.812055,0.352897,8.921964,0.055747,2.432233,3.405519,94.784617,93.380139,,,,,,,0.141654,0.053973,,,8.5
1614.7,48.156899,,116.555323,0.350366,8.871946,0.052094,2.431882,3.443547,94.431481,93.33171,,,,,,,0.140328,0.052646,,,8.5
1614.8,48.198187,,118.845786,0.347397,8.839001,0.049906,2.435503,3.490455,93.652475,93.258758,,,,,,,0.139685,0.052003,,,8.5
1614.9,48.135402,,119.892497,0.346151,8.831223,0.047609,2.441896,3.545078,92.413973,93.196549,,,,,,,0.139311,0.051629,,,8.5
1615.0,48.094373,,120.234419,0.344039,8.815048,0.045242,2.450881,3.581791,91.022419,93.122111,,,,,,,0.138563,0.050882,,,8.5
1615.1,48.150944,,117.611746,0.338858,8.783441,0.042864,2.458219,3.607854,89.849383,93.141304,,,,,,,0.137332,0.049651,,,8.5
1615.2,48.120827,,115.529553,0.330274,8.736668,0.041987,2.463583,3.582102,89.318867,93.098914,,,,,,,0.135909,0.048227,,,8.5
1615.3,48.172307,,112.854292,0.322087,8.692789,0.041851,2.463475,3.546415,89.639696,93.097845,,,,,,,0.13487,0.047188,,,8.5
1615.4,48.129459,,113.369401,0.317326,8.670427,0.042447,2.457854,3.4851,90.694606,93.131453,,,,,,,0.134541,0.04686,,,8.5
1615.5,48.126513,,114.13569,0.317078,8.671852,0.043944,2.449047,3.447474,92.068895,93.205795,,,,,,,0.134699,0.047017,,,8.5
1615.6,48.184163,,115.998042,0.321718,8.680513,0.045817,2.439476,3.398799,93.355169,93.259184,,,,,,,0.135052,0.04737,,,8.5
1615.7,48.155411,,115.467593,0.331242,8.695121,0.047463,2.42987,3.365587,94.338785,93.318121,,,,,,,0.135965,0.048284,,,8.5
1615.8,48.14143,,115.066586,0.341913,8.739655,0.050327,2.422152,3.329378,94.949042,93.378516,,,,,,,0.137534,0.049852,,,8.5
1615.9,48.19872,,115.328178,0.349989,8.794686,0.056584,2.420944,3.304682,95.269782,93.405014,,,,,,,0.138536,0.050854,,,8.5
1616.0,48.196511,,116.908427,0.35377,8.802213,0.063462,2.423883,3.289419,95.42325,93.414405,,,,,,,0.137874,0.050193,,,8.5
1616.1,48.173742,,118.322155,0.355253,8.751948,0.066741,2.427076,3.296737,95.53854,93.474247,,,,,,,0.136156,0.048474,,,8.5
1616.2,48.16351,,119.734894,0.354966,8.693126,0.066069,2.432503,3.327901,95.623188,93.541005,,,,,,,0.134903,0.047221,,,8.5
1616.3,48.186792,,121.221345,0.352397,8.67228,0.062649,2.440529,3.369692,95.652875,93.568742,,,,,,,0.134628,0.046946,,,8.5
