DEPTH,BS:1,BS:2,BS:3,DNPH:1,DNPH:2,DNPH:3,DT:1,DT:2,DT:3,ECGR,EHGR:1,EHGR:2,HCAL:1,HCAL:2,HCAL:3,HDRA:1,HDRA:2,HDRA:3,HMIN:1,HMIN:2,HMIN:3,HMNO:1,HMNO:2,HMNO:3,HTEM:1,HTEM:2,HTEM:3,HTNP:1,HTNP:2,PEF8:1,PEF8:2,PEFZ,RHO8:1,RHO8:2,RHOZ,RLA1:1,RLA1:2,RLA1:3,RLA2:1,RLA2:2,RLA2:3,RLA3:1,RLA3:2,RLA3:3,RLA4:1,RLA4:2,RLA4:3,RLA5:1,RLA5:2,RLA5:3,RT_HRLT:1,RT_HRLT:2,RT_HRLT:3,RXO8:1,RXO8:2,RXOZ,RXO_HRLT:1,RXO_HRLT:2,RXO_HRLT:3,SP:1,SP:2,SP:3,TENS:1,TENS:2,TENS:3,TNPH
53.34,,,8.5,,,0.0277638,,,79.626,20.8308,,,,,3.5536,,,0.1514,,,0.1146,,,0.079,,,27.4537,,,,,8.6619,,,1.9661,,,0.0395,,,0.0344,,,0.0321,,,0.0299,,,0.0292,,,0.0292,,,0.0825,,,0.0292,,,177.2097,,,681.6002,0.955
53.4924,,,8.5,,,0.0304119,,,79.626,19.6036,,,,,3.5536,,,0.1514,,,0.1145,,,0.0789,,,27.4537,,,,,8.6619,,,1.9661,,,0.0393,,,0.0342,,,0.032,,,0.0298,,,0.0291,,,0.0291,,,0.0823,,,0.0291,,,178.1694,,,678.604,1.024
53.6448,,,8.5,,,0.0297296,,,79.626,20.2006,,,,,3.5536,,,0.1514,,,0.1137,,,0.0784,,,27.4537,,,,,8.6619,,,1.9661,,,0.0386,,,0.0337,,,0.0315,,,0.0294,,,0.0288,,,0.0288,,,0.0822,,,0.0288,,,179.3347,,,674.2203,1.0063
53.7972,,,8.5,,,0.0261901,,,79.626,22.6633,,,,,3.5536,,,0.1514,,,0.1131,,,0.0781,,,27.4537,,,,,8.6619,,,1.9661,,,0.0386,,,0.0336,,,0.0314,,,0.0293,,,0.0286,,,0.0286,,,0.0819,,,0.0286,,,180.6028,,,669.8633,0.914
53.9496,,,8.5,,,0.0261,,,79.626,23.8521,,,,,3.5536,,,0.1514,,,0.1133,,,0.0781,,,27.4537,,,,,8.6619,,,1.9661,,,0.0377,,,0.0327,,,0.0306,,,0.0286,,,0.028,,,0.028,,,0.0818,,,0.028,,,181.7792,,,670.905,0.9126
54.102,,,8.5,,,0.0262764,,,79.626,25.1409,,,,,3.5536,,,0.1514,,,0.1138,,,0.0782,,,27.4537,,,,,8.6619,,,1.9661,,,0.0365,,,0.0319,,,0.0299,,,0.028,,,0.0277,,,0.0277,,,0.0817,,,0.0277,,,182.7792,,,668.6548,0.9176
54.2544,,,8.5,,,0.0250006,,,79.626,24.824,,,,,3.5536,,,0.1514,,,0.1136,,,0.0781,,,27.4537,,,,,8.6619,,,1.9661,,,0.0372,,,0.0325,,,0.0303,,,0.0283,,,0.0276,,,0.0276,,,0.0815,,,0.0276,,,183.6028,,,667.0942,0.8825
54.4068,,,8.5,,,0.0286165,,,80.131,24.4534,,,,,3.5536,,,0.1514,,,0.114,,,0.0781,,,27.4537,,,,,8.6619,,,1.9661,,,0.0373,,,0.0325,,,0.0303,,,0.0282,,,0.0271,,,0.0271,,,0.0813,,,0.0271,,,184.3347,,,664.3098,0.9773
54.5592,,,8.5,,,0.0348537,,,81.6009,22.5302,,,,,3.5536,,,0.1504,,,0.1138,,,0.0779,,,27.4537,,,,,8.6676,,,1.9619,,,0.0366,,,0.0318,,,0.0297,,,0.0277,,,0.0266,,,0.0266,,,0.0808,,,0.0266,,,185.1139,,,664.9575,1.1258
54.7116,,,8.5,,,0.0498128,,,80.8767,21.517,,,,,3.5536,,,0.1458,,,0.1119,,,0.0769,,,27.4537,,,,,8.6932,,,1.9415,,,0.0375,,,0.0325,,,0.0303,,,0.0283,,,0.0273,,,0.0273,,,0.0801,,,0.0273,,,185.875,,,662.2449,1.473
54.864,,,8.5,,,0.045494,,,80.8864,21.6863,,,,,3.5536,,,0.1405,,,0.1081,,,0.075,,,27.4537,,,,,8.7192,,,1.9183,,,0.0355,,,0.031,,,0.0291,,,0.0273,,,0.027,,,0.027,,,0.0792,,,0.027,,,186.6139,,,659.0488,1.3828
55.0164,,,8.5,,,0.0394632,,,81.1598,23.1003,,,,,3.5557,,,0.14,,,0.1066,,,0.0741,,,27.4537,,,,,8.7348,,,1.9107,,,0.0363,,,0.0317,,,0.0297,,,0.0279,,,0.0277,,,0.0277,,,0.0783,,,0.0277,,,187.2903,,,658.1835,1.2439
55.1688,,,8.5,,,0.0322901,,,81.2634,23.7401,,,,,3.5612,,,0.1411,,,0.1059,,,0.0735,,,27.4537,,,,,8.7416,,,1.9141,,,0.0382,,,0.0331,,,0.031,,,0.029,,,0.0283,,,0.0283,,,0.0778,,,0.0283,,,187.8417,,,658.7741,1.0701
55.3212,,,8.5,,,0.0293302,,,81.4401,23.0425,,,,,3.5557,,,0.1397,,,0.1055,,,0.0733,,,27.4537,,,,,8.756,,,1.9139,,,0.037,,,0.0322,,,0.0302,,,0.0282,,,0.0277,,,0.0277,,,0.0774,,,0.0277,,,188.2611,,,666.5035,0.997
55.4736,,,8.5,,,0.0330407,,,81.6496,22.2737,,,,,3.5536,,,0.1354,,,0.105,,,0.0731,,,27.4537,,,,,8.7831,,,1.9071,,,0.0363,,,0.0318,,,0.0297,,,0.0277,,,0.0269,,,0.0269,,,0.0773,,,0.0269,,,188.6431,,,660.317,1.0876
55.626,,,8.5,,,0.0447039,,,81.9036,22.0819,,,,,3.5536,,,0.131,,,0.1048,,,0.073,,,27.4537,,,,,8.8144,,,1.8999,,,0.0362,,,0.0315,,,0.0293,,,0.0273,,,0.0261,,,0.0261,,,0.0772,,,0.0261,,,188.875,,,661.5375,1.3612
55.7784,,,8.5,,,0.0555575,,,82.1312,22.7664,,,,,3.555,,,0.1299,,,0.1047,,,0.0728,,,27.4537,,,,,8.8376,,,1.9008,,,0.0357,,,0.0311,,,0.0289,,,0.0269,,,0.0257,,,0.0257,,,0.0771,,,0.0257,,,189.0736,,,669.8278,1.6025
55.9308,,,8.5,,,0.0492494,,,82.3895,21.416,,,,,3.5601,,,0.1313,,,0.1047,,,0.0728,,,27.4537,,,,,8.8568,,,1.9058,,,0.0359,,,0.0314,,,0.0292,,,0.0271,,,0.0257,,,0.0257,,,0.0769,,,0.0257,,,189.257,,,670.3975,1.4657
56.0832,,,8.5,,,0.0373013,,,82.8226,19.6917,,,,,3.5601,,,0.1337,,,0.1048,,,0.0727,,,27.4537,,,,,8.8805,,,1.9117,,,0.0359,,,0.0314,,,0.0292,,,0.0271,,,0.0257,,,0.0257,,,0.0768,,,0.0257,,,189.2722,,,674.5635,1.1913
56.2356,,,8.5,,,0.0297947,,,83.2976,18.3972,,,,,3.555,,,0.1342,,,0.1048,,,0.0727,,,27.4537,,,,,8.909,,,1.9131,,,0.0361,,,0.0314,,,0.0294,,,0.0273,,,0.0261,,,0.0261,,,0.0768,,,0.0261,,,189.2792,,,674.2114,1.0077
56.388,,,8.5,,,0.0272842,,,83.7499,19.7392,,,,,3.5536,,,0.1316,,,0.1051,,,0.0728,,,27.4537,,,,,8.9387,,,1.907,,,0.0368,,,0.0319,,,0.0297,,,0.0276,,,0.0263,,,0.0263,,,0.0767,,,0.0263,,,189.1986,,,669.3171,0.9439
56.5404,,,8.5,,,0.0284341,,,84.0732,20.8339,,,,,3.5557,,,0.1273,,,0.1048,,,0.0726,,,27.4537,,,,,8.9577,,,1.9004,,,0.0351,,,0.0306,,,0.0285,,,0.0266,,,0.0255,,,0.0255,,,0.0766,,,0.0255,,,189.1472,,,675.4619,0.9721
56.6928,,,8.5,,,0.0349829,,,84.3953,21.7495,,,,,3.5612,,,0.123,,,0.1046,,,0.0725,,,27.4537,,,,,8.9611,,,1.8986,,,0.0332,,,0.029,,,0.0272,,,0.0254,,,0.0247,,,0.0247,,,0.0765,,,0.0247,,,189.1875,,,676.0645,1.137
56.8452,,,8.5,,,0.0389922,,,84.6805,21.3992,,,,,3.5557,,,0.1208,,,0.1045,,,0.0725,,,27.4537,,,,,8.9585,,,1.9033,,,0.035,,,0.0303,,,0.0284,,,0.0264,,,0.0253,,,0.0253,,,0.0764,,,0.0253,,,189.2389,,,675.2259,1.2353
56.9976,,,8.5,,,0.0379776,,,84.9884,21.3949,,,,,3.5536,,,0.1224,,,0.1044,,,0.0724,,,27.4537,,,,,8.9723,,,1.9121,,,0.0359,,,0.0311,,,0.0292,,,0.0271,,,0.026,,,0.026,,,0.0764,,,0.026,,,189.2278,,,677.9626,1.2114
57.15,,,8.5,,,0.036773,,,85.224,21.2435,,,,,3.5536,,,0.1302,,,0.1044,,,0.0724,,,27.4537,,,,,9.0116,,,1.9302,,,0.0364,,,0.0316,,,0.0295,,,0.0274,,,0.0263,,,0.0263,,,0.0764,,,0.0263,,,189.1028,,,672.1104,1.183
57.3024,,,8.5,,,0.0376151,,,85.3076,21.9199,,,,,3.5536,,,0.143,,,0.1047,,,0.0725,,,27.4537,,,,,9.0655,,,1.9583,,,0.036,,,0.0313,,,0.0291,,,0.0271,,,0.0261,,,0.0261,,,0.0765,,,0.0261,,,188.875,,,673.5847,1.2027
57.4548,,,8.5,,,0.0393323,,,85.4032,22.8492,,,,,3.5536,,,0.1564,,,0.1056,,,0.0731,,,27.4537,,,,,9.1256,,,1.9856,,,0.0355,,,0.0309,,,0.0289,,,0.0269,,,0.0261,,,0.0261,,,0.0769,,,0.0261,,,188.5917,,,674.3339,1.2433
57.6072,,,8.5,,,0.0364757,,,85.576,22.5687,,,,,3.5536,,,0.1637,,,0.1059,,,0.0734,,,27.4537,,,,,9.1858,,,1.998,,,0.0358,,,0.0311,,,0.0292,,,0.0273,,,0.0268,,,0.0268,,,0.0777,,,0.0268,,,188.1542,,,663.4324,1.1751
57.7596,,,8.5,,,0.0312138,,,85.6475,21.644,,,,,3.5536,,,0.1631,,,0.1068,,,0.0741,,,27.4537,,,,,9.2395,,,1.9943,,,0.0362,,,0.0314,,,0.0294,,,0.0275,,,0.0268,,,0.0268,,,0.0786,,,0.0268,,,187.618,,,658.9263,1.0433
57.912,,,8.5,,,0.024819,,,85.7561,20.5228,,,,,3.5536,,,0.1562,,,0.1081,,,0.0748,,,27.4537,,,,,9.267,,,1.9813,,,0.036,,,0.0314,,,0.0293,,,0.0274,,,0.0268,,,0.0268,,,0.0782,,,0.0268,,,187.1723,,,664.665,0.876
58.0644,,,8.5,,,0.0217224,,,85.7114,20.6587,,,,,3.5536,,,0.1482,,,0.1078,,,0.0739,,,27.4537,,,,,9.2601,,,1.9684,,,0.035,,,0.0307,,,0.0287,,,0.0269,,,0.0265,,,0.0265,,,0.0771,,,0.0265,,,186.4889,,,666.7421,0.7929
58.2168,,,8.5,,,0.0209473,,,85.6869,21.7367,,,,,3.5536,,,0.1403,,,0.1044,,,0.0722,,,27.4537,,,,,9.2267,,,1.9548,,,0.0346,,,0.0303,,,0.0284,,,0.0266,,,0.0263,,,0.0263,,,0.0759,,,0.0263,,,185.7097,,,662.8177,0.7707
58.3692,,,8.5,,,0.0279611,,,85.7035,21.9504,,,,,3.5536,,,0.1335,,,0.1037,,,0.0719,,,27.4537,,,,,9.1952,,,1.9388,,,0.0342,,,0.0299,,,0.0281,,,0.0263,,,0.0262,,,0.0262,,,0.0759,,,0.0262,,,185.0,,,662.9313,0.9557
58.5216,,,8.5,,,0.0395527,,,84.038,21.8977,,,,,3.5536,,,0.128,,,0.104,,,0.0722,,,27.4537,,,,,9.1686,,,1.923,,,0.0349,,,0.0303,,,0.0285,,,0.0268,,,0.0267,,,0.0267,,,0.0763,,,0.0267,,,184.3902,,,663.6234,1.2448
58.674,,,8.5,,,0.0432843,,,78.4834,21.6604,,,,,3.5536,,,0.1237,,,0.1043,,,0.0724,,,27.4537,,,,,9.142,,,1.9101,,,0.0348,,,0.0306,,,0.0287,,,0.0269,,,0.0267,,,0.0267,,,0.0767,,,0.0267,,,184.0958,,,669.1832,1.3349
58.8264,,,8.5,,,0.0368441,,,76.9567,22.4796,,,,,3.5536,,,0.1214,,,0.1046,,,0.0728,,,27.4537,,,,,9.1015,,,1.9042,,,0.0348,,,0.0305,,,0.0286,,,0.0268,,,0.0266,,,0.0266,,,0.0772,,,0.0266,,,184.0333,,,664.28,1.1829
58.9788,,,8.5,,,0.0310388,,,76.8573,22.5921,,,,,3.5536,,,0.1196,,,0.1051,,,0.0732,,,27.4537,,,,,9.0484,,,1.9005,,,0.0359,,,0.0312,,,0.0293,,,0.0274,,,0.0271,,,0.0271,,,0.0777,,,0.0271,,,184.1694,,,661.1347,1.0404
59.1312,,,8.5,,,0.0320368,,,76.7863,21.7407,,,,,3.555,,,0.1194,,,0.1058,,,0.0737,,,27.4537,,,,,8.9985,,,1.8999,,,0.0356,,,0.0309,,,0.0289,,,0.027,,,0.0264,,,0.0264,,,0.0782,,,0.0264,,,184.5,,,665.3693,1.0652
59.2836,,,8.5,,,0.0361666,,,76.7113,20.9976,,,,,3.5587,,,0.1213,,,0.1077,,,0.0747,,,27.4537,,,,,8.9626,,,1.9021,,,0.0355,,,0.0309,,,0.0288,,,0.0268,,,0.0259,,,0.0259,,,0.0788,,,0.0259,,,184.8972,,,669.6965,1.1669
59.436,,,8.5,,,0.0322092,,,76.733,20.3465,,,,,3.555,,,0.1268,,,0.1101,,,0.0756,,,27.4537,,,,,8.9459,,,1.9123,,,0.0348,,,0.0302,,,0.0282,,,0.0263,,,0.0256,,,0.0256,,,0.0787,,,0.0256,,,185.3639,,,666.0227,1.0682
59.5884,,,8.5,,,0.0244533,,,76.7428,20.4191,,,,,3.5536,,,0.1345,,,0.1091,,,0.0748,,,27.4537,,,,,8.9272,,,1.9323,,,0.0354,,,0.0308,,,0.0287,,,0.0268,,,0.026,,,0.026,,,0.0782,,,0.026,,,185.8014,,,666.0468,0.8648
59.7408,,,8.5,,,0.0182762,,,76.8407,20.3404,,,,,3.5536,,,0.143,,,0.106,,,0.0734,,,27.4537,,,,,8.9031,,,1.9579,,,0.0349,,,0.0305,,,0.0285,,,0.0266,,,0.026,,,0.026,,,0.0776,,,0.026,,,186.1764,,,662.9789,0.6932
59.8932,,,8.5,,,0.0186355,,,76.9936,20.3712,,,,,3.5557,,,0.1504,,,0.1057,,,0.0734,,,27.4537,,,,,8.8833,,,1.9817,,,0.0348,,,0.0303,,,0.0283,,,0.0263,,,0.0254,,,0.0254,,,0.0777,,,0.0254,,,186.4667,,,667.3536,0.7052
60.0456,,,8.5,,,0.0203671,,,77.0942,20.4153,,,,,3.5612,,,0.1549,,,0.1073,,,0.0742,,,27.4537,,,,,8.8791,,,1.9965,,,0.0357,,,0.0311,,,0.029,,,0.027,,,0.0261,,,0.0261,,,0.0779,,,0.0261,,,186.6028,,,677.9417,0.7549
60.198,,,8.5,,,0.0200934,,,77.2441,20.4354,,,,,3.5557,,,0.1545,,,0.1074,,,0.0742,,,27.4537,,,,,8.8844,,,1.9967,,,0.0352,,,0.0307,,,0.0287,,,0.0268,,,0.026,,,0.026,,,0.0779,,,0.026,,,186.5695,,,680.4989,0.7471
60.3504,,,8.5,,,0.0200901,,,77.3531,20.8467,,,,,3.5536,,,0.1478,,,0.1064,,,0.0737,,,27.4537,,,,,8.8961,,,1.9782,,,0.0347,,,0.0303,,,0.0282,,,0.0262,,,0.025,,,0.025,,,0.0778,,,0.025,,,186.3236,,,679.5441,0.7466
60.5028,,,8.5,,,0.024602,,,77.2301,21.1638,,,,,3.5536,,,0.1369,,,0.1067,,,0.0738,,,27.4537,,,,,8.914,,,1.9474,,,0.034,,,0.0298,,,0.0278,,,0.0258,,,0.0245,,,0.0245,,,0.0776,,,0.0245,,,186.0292,,,673.9336,0.871
60.6552,,,8.5,,,0.029606,,,77.3139,21.8545,,,,,3.5536,,,0.1266,,,0.1068,,,0.0737,,,27.4537,,,,,8.9234,,,1.9203,,,0.0351,,,0.0305,,,0.0285,,,0.0265,,,0.0253,,,0.0253,,,0.0775,,,0.0253,,,185.625,,,680.2185,1.0042
60.8076,,,8.5,,,0.0288796,,,77.5258,21.7449,,,,,3.5536,,,0.1218,,,0.1054,,,0.0731,,,27.4537,,,,,8.928,,,1.9075,,,0.0368,,,0.0319,,,0.0298,,,0.0277,,,0.0268,,,0.0268,,,0.0773,,,0.0268,,,185.1542,,,681.7524,0.9862
60.96,,,8.5,,,0.0274073,,,77.5772,20.4893,,,,,3.5536,,,0.121,,,0.1049,,,0.073,,,27.4537,,,,,8.9452,,,1.9023,,,0.0369,,,0.0321,,,0.0299,,,0.0278,,,0.0267,,,0.0267,,,0.0773,,,0.0267,,,184.5736,,,672.7041,0.947
61.1124,,,8.5,,,0.024646,,,77.5556,18.942,,,,,3.5536,,,0.1222,,,0.1052,,,0.0731,,,27.4537,,,,,8.9763,,,1.9001,,,0.0367,,,0.032,,,0.0297,,,0.0275,,,0.026,,,0.026,,,0.0772,,,0.026,,,184.0444,,,673.5757,0.8726
61.2648,,,8.5,,,0.0236336,,,77.511,18.5591,,,,,3.5536,,,0.1252,,,0.105,,,0.073,,,27.4537,,,,,9.012,,,1.9025,,,0.037,,,0.0322,,,0.0299,,,0.0278,,,0.0261,,,0.0261,,,0.0771,,,0.0261,,,183.7319,,,673.0207,0.8461
61.4172,,,8.5,,,0.0231105,,,77.63,18.7629,,,,,3.5536,,,0.1299,,,0.1047,,,0.0727,,,27.4537,,,,,9.0326,,,1.9115,,,0.0372,,,0.0324,,,0.0301,,,0.0279,,,0.0263,,,0.0263,,,0.0769,,,0.0263,,,183.625,,,670.7407,0.8313
61.5696,,,8.5,,,0.0244559,,,77.8319,18.5971,,,,,3.5536,,,0.1372,,,0.1045,,,0.0726,,,27.4537,,,,,9.0537,,,1.9258,,,0.0357,,,0.0314,,,0.0291,,,0.027,,,0.0255,,,0.0255,,,0.0767,,,0.0255,,,183.5847,,,671.7018,0.8679
61.722,,,8.5,,,0.0252197,,,77.9457,18.8989,,,,,3.5536,,,0.1459,,,0.1044,,,0.0724,,,27.4537,,,,,9.0802,,,1.9431,,,0.0366,,,0.0317,,,0.0296,,,0.0274,,,0.0259,,,0.0259,,,0.0764,,,0.0259,,,183.6028,,,669.0964,0.8889
61.8744,,,8.5,,,0.0253145,,,78.0378,20.8618,,,,,3.5536,,,0.1569,,,0.1042,,,0.0723,,,27.4537,,,,,9.1162,,,1.9645,,,0.0372,,,0.0322,,,0.0299,,,0.0277,,,0.026,,,0.026,,,0.0763,,,0.026,,,183.5403,,,672.3076,0.89
62.0268,,,8.5,,,0.0216769,,,78.1351,24.9101,,,,,3.5536,,,0.1667,,,0.1038,,,0.0721,,,27.4537,,,,,9.1527,,,1.9853,,,0.0359,,,0.0312,,,0.029,,,0.0269,,,0.0254,,,0.0254,,,0.0762,,,0.0254,,,183.3417,,,667.9684,0.7902
62.1792,,,8.5,,,0.0203421,,,78.0879,29.3107,,,,,3.5536,,,0.1747,,,0.1037,,,0.072,,,27.4537,,,,,9.1603,,,2.0071,,,0.0375,,,0.0324,,,0.0301,,,0.028,,,0.0262,,,0.0262,,,0.0762,,,0.0262,,,182.9889,,,669.2994,0.7533
62.3316,,,8.5,,,0.020571,,,78.0866,32.3734,,,,,3.555,,,0.1786,,,0.1037,,,0.0721,,,27.4537,,,,,9.1257,,,2.0286,,,0.0381,,,0.0331,,,0.0307,,,0.0285,,,0.027,,,0.027,,,0.0762,,,0.027,,,182.5514,,,676.8822,0.7593
62.484,,,8.5,,,0.0209158,,,78.0631,33.3812,,,,,3.5587,,,0.1805,,,0.1036,,,0.0721,,,27.4537,,,,,9.056,,,2.0492,,,0.0373,,,0.0325,,,0.0301,,,0.0279,,,0.0262,,,0.0262,,,0.0763,,,0.0262,,,182.0736,,,679.0486,0.7692
62.6364,,,8.5,,,0.0196073,,,78.0113,32.9434,,,,,3.5529,,,0.1807,,,0.1039,,,0.0722,,,27.4537,,,,,9.0024,,,2.0617,,,0.0365,,,0.0318,,,0.0295,,,0.0274,,,0.0257,,,0.0257,,,0.0764,,,0.0257,,,181.6472,,,676.5479,0.7321
62.7888,,,8.5,,,0.0161927,,,77.9951,31.6251,,,,,3.5461,,,0.1774,,,0.1039,,,0.0723,,,27.4537,,,,,8.9938,,,2.0588,,,0.036,,,0.0314,,,0.0292,,,0.027,,,0.0256,,,0.0256,,,0.0765,,,0.0256,,,181.3125,,,674.7634,0.632
62.9412,,,8.5,,,0.014973,,,77.9945,31.474,,,,,3.5515,,,0.1677,,,0.1039,,,0.0724,,,27.4537,,,,,9.02,,,2.0343,,,0.0365,,,0.0317,,,0.0296,,,0.0275,,,0.0265,,,0.0265,,,0.0767,,,0.0265,,,181.0444,,,676.3361,0.5965
63.0936,,,8.5,,,0.0167592,,,77.7106,30.9055,,,,,3.5536,,,0.1506,,,0.1044,,,0.0727,,,27.4537,,,,,9.0636,,,1.9875,,,0.037,,,0.0321,,,0.0299,,,0.0279,,,0.027,,,0.027,,,0.0771,,,0.027,,,180.9264,,,680.1469,0.6494
63.246,,,8.5,,,0.0220448,,,77.6466,31.1632,,,,,3.5536,,,0.1337,,,0.1047,,,0.073,,,27.4537,,,,,9.0897,,,1.941,,,0.038,,,0.0332,,,0.0308,,,0.0287,,,0.0277,,,0.0277,,,0.0776,,,0.0277,,,180.8569,,,682.1135,0.801
63.3984,,,8.5,,,0.0265204,,,77.6277,30.9246,,,,,3.5536,,,0.1249,,,0.1057,,,0.0736,,,27.4537,,,,,9.1017,,,1.9136,,,0.0377,,,0.0331,,,0.0308,,,0.0288,,,0.0282,,,0.0282,,,0.0781,,,0.0282,,,180.9042,,,678.8159,0.9235
63.5508,,,8.5,,,0.0277632,,,75.9672,30.9513,,,,,3.5536,,,0.1215,,,0.1078,,,0.0746,,,27.4537,,,,,9.1076,,,1.9015,,,0.0372,,,0.0325,,,0.0303,,,0.0284,,,0.0279,,,0.0279,,,0.0784,,,0.0279,,,180.8306,,,677.5236,0.956
63.7032,,,8.5,,,0.0250394,,,69.136,30.6741,,,,,3.5536,,,0.1191,,,0.1088,,,0.0749,,,27.4537,,,,,9.1271,,,1.895,,,0.0373,,,0.0324,,,0.0301,,,0.028,,,0.0267,,,0.0267,,,0.0781,,,0.0267,,,180.507,,,682.6895,0.8842
63.8556,,,8.5,,,0.0247611,,,63.1039,30.2251,,,,,3.5536,,,0.1214,,,0.1063,,,0.0735,,,27.4537,,,,,9.1402,,,1.9061,,,0.0379,,,0.0327,,,0.0305,,,0.0283,,,0.0268,,,0.0268,,,0.0775,,,0.0268,,,179.9264,,,679.6724,0.8759
64.008,,,8.5,,,0.028581,,,64.6487,30.1446,,,,,3.5515,,,0.1352,,,0.1047,,,0.0727,,,27.4537,,,,,9.1332,,,1.9452,,,0.0381,,,0.0331,,,0.0308,,,0.0286,,,0.0273,,,0.0273,,,0.0771,,,0.0273,,,179.2278,,,676.8195,0.9769
64.1604,,,8.5,,,0.0288717,,,74.1044,30.8202,,,,,3.5461,,,0.1537,,,0.1046,,,0.0728,,,27.4537,,,,,9.1132,,,1.9898,,,0.037,,,0.032,,,0.0298,,,0.0277,,,0.0263,,,0.0263,,,0.0772,,,0.0263,,,178.3487,,,676.2676,0.9853
64.3128,,,8.5,,,0.025098,,,76.6456,30.5948,,,,,3.5529,,,0.1666,,,0.1052,,,0.0732,,,27.4537,,,,,9.0968,,,2.0163,,,0.0389,,,0.0337,,,0.0313,,,0.0292,,,0.0278,,,0.0278,,,0.0777,,,0.0278,,,177.1028,,,671.9702,0.8836
64.4652,,,8.5,,,0.0207789,,,77.0779,30.2153,,,,,3.5587,,,0.1705,,,0.1076,,,0.0743,,,27.4537,,,,,9.0729,,,2.0307,,,0.0392,,,0.034,,,0.0316,,,0.0295,,,0.0284,,,0.0284,,,0.0782,,,0.0284,,,175.632,,,674.4202,0.7645
64.6176,,,8.5,,,0.0202849,,,78.7507,27.8122,,,,,3.5536,,,0.1791,,,0.1096,,,0.0753,,,27.4537,,,,,9.0369,,,2.0713,,,0.0381,,,0.0332,,,0.0309,,,0.0287,,,0.0276,,,0.0276,,,0.0788,,,0.0276,,,173.9597,,,679.5353,0.7522
64.77,,,8.5,,,0.0196796,,,79.4987,25.8949,,,,,3.5486,,,0.1969,,,0.1102,,,0.0759,,,27.4537,,,,,9.0056,,,2.14,,,0.0378,,,0.033,,,0.0306,,,0.0284,,,0.0269,,,0.0269,,,0.0794,,,0.0269,,,172.3125,,,673.895,0.7356
64.9224,,,8.5,,,0.0197849,,,79.2116,25.0417,,,,,3.5522,,,0.2176,,,0.1105,,,0.0765,,,27.4537,,,,,8.9847,,,2.2045,,,0.0389,,,0.0342,,,0.0316,,,0.0294,,,0.0279,,,0.0279,,,0.0797,,,0.0279,,,170.7319,,,671.4094,0.7384
65.0748,,,8.5,,,0.0203828,,,80.97,27.0446,,,,,3.5536,,,0.2218,,,0.1094,,,0.0757,,,27.4537,,,,,8.9742,,,2.2099,,,0.0389,,,0.034,,,0.0315,,,0.0293,,,0.0278,,,0.0278,,,0.0792,,,0.0278,,,169.5345,,,667.6341,0.7527
65.2272,,,8.5,,,0.0244758,,,86.3188,29.3453,,,,,3.5536,,,0.2047,,,0.1062,,,0.0737,,,27.4537,,,,,8.9767,,,2.1492,,,0.0406,,,0.0352,,,0.0327,,,0.0304,,,0.0289,,,0.0289,,,0.078,,,0.0289,,,169.2985,,,673.0029,0.8654
65.3796,,,8.5,,,0.0215677,,,83.8996,30.0527,,,,,3.5536,,,0.1805,,,0.1049,,,0.073,,,27.4537,,,,,8.9899,,,2.0709,,,0.0396,,,0.0345,,,0.032,,,0.0298,,,0.0286,,,0.0286,,,0.0773,,,0.0286,,,169.7541,,,671.4569,0.7861
65.532,,,8.5,,,0.0198586,,,78.2043,28.9385,,,,,3.5536,,,0.1642,,,0.1049,,,0.0728,,,27.4537,,,,,9.012,,,2.0184,,,0.0394,,,0.0343,,,0.0319,,,0.0297,,,0.0286,,,0.0286,,,0.0768,,,0.0286,,,170.5292,,,668.7982,0.7387
65.6844,,,8.5,,,0.0169171,,,76.6015,27.6456,,,,,3.5536,,,0.1593,,,0.1048,,,0.0726,,,27.4537,,,,,9.0381,,,1.9997,,,0.0399,,,0.0346,,,0.0322,,,0.03,,,0.0287,,,0.0287,,,0.0766,,,0.0287,,,171.2278,,,665.0438,0.653
65.8368,,,8.5,,,0.0160888,,,73.7019,27.841,,,,,3.5515,,,0.1578,,,0.1048,,,0.0726,,,27.4537,,,,,9.0797,,,1.992,,,0.042,,,0.0363,,,0.0337,,,0.0311,,,0.0291,,,0.0291,,,0.0764,,,0.0291,,,171.8347,,,671.9225,0.629
65.9892,,,8.5,,,0.0165421,,,65.8456,29.4207,,,,,3.5461,,,0.158,,,0.1046,,,0.0724,,,27.4714,,,,,9.1147,,,1.9943,,,0.0477,,,0.0416,,,0.0384,,,0.0352,,,0.0317,,,0.0317,,,0.0764,,,0.0317,,,172.4889,,,678.04,0.6431
66.1416,,,8.5,,,0.0178664,,,70.2866,31.0685,,,,,3.5515,,,0.1586,,,0.1039,,,0.0722,,,27.518,,,,,9.1273,,,2.0038,,,0.0416,,,0.0363,,,0.0336,,,0.031,,,0.0284,,,0.0284,,,0.0763,,,0.0284,,,173.1139,,,681.2062,0.6828
66.294,,,8.5,,,0.0198559,,,76.4564,30.6613,,,,,3.5536,,,0.1548,,,0.1038,,,0.0721,,,27.4892,,,,,9.1363,,,2.0005,,,0.0394,,,0.0341,,,0.0316,,,0.0292,,,0.0269,,,0.0269,,,0.0762,,,0.0269,,,173.6986,,,679.6723,0.74
