DEPTH,BS:1,BS:2,BS:3,DNPH:1,DNPH:2,DNPH:3,DT:1,DT:2,DT:3,ECGR,EHGR:1,EHGR:2,HCAL:1,HCAL:2,HCAL:3,HDRA:1,HDRA:2,HDRA:3,HMIN:1,HMIN:2,HMIN:3,HMNO:1,HMNO:2,HMNO:3,HTEM:1,HTEM:2,HTEM:3,HTNP:1,HTNP:2,PEF8:1,PEF8:2,PEFZ,RHO8:1,RHO8:2,RHOZ,RLA1:1,RLA1:2,RLA1:3,RLA2:1,RLA2:2,RLA2:3,RLA3:1,RLA3:2,RLA3:3,RLA4:1,RLA4:2,RLA4:3,RLA5:1,RLA5:2,RLA5:3,RT_HRLT:1,RT_HRLT:2,RT_HRLT:3,RXO8:1,RXO8:2,RXOZ,RXO_HRLT:1,RXO_HRLT:2,RXO_HRLT:3,SP:1,SP:2,SP:3,TENS:1,TENS:2,TENS:3,TNPH
332.994,,,8.5,,,0.0136046,,,43.299,43.3047,,,,,3.5322,,,0.2428,,,0.1048,,,0.0722,,,30.4479,,,,,10.0,,,2.1421,,,0.0355,,,0.0307,,,0.0284,,,0.0262,,,0.0239,,,0.0239,,,0.0756,,,0.0239,,,178.1875,,,783.8254,0.522
333.1464,,,8.5,,,0.0126533,,,43.1837,44.742,,,,,3.5419,,,0.2488,,,0.1039,,,0.0718,,,30.4479,,,,,10.0,,,2.1523,,,0.0351,,,0.0304,,,0.0282,,,0.026,,,0.0238,,,0.0238,,,0.0756,,,0.0238,,,178.1945,,,786.6218,0.4921
333.2988,,,8.5,,,0.0115224,,,42.9759,46.5419,,,,,3.5515,,,0.2502,,,0.1041,,,0.072,,,30.4479,,,,,10.0,,,2.1573,,,0.0351,,,0.0304,,,0.0282,,,0.026,,,0.0237,,,0.0237,,,0.0758,,,0.0237,,,177.9667,,,784.1001,0.4553
333.4512,,,8.5,,,0.0102263,,,42.8733,45.5118,,,,,3.5494,,,0.2461,,,0.1051,,,0.0725,,,30.4479,,,,,10.0,,,2.1539,,,0.0346,,,0.0301,,,0.0278,,,0.0257,,,0.0235,,,0.0235,,,0.076,,,0.0235,,,177.5736,,,781.4769,0.4133
333.6036,,,8.5,,,0.010602,,,42.8963,41.9029,,,,,3.5384,,,0.2412,,,0.1046,,,0.0724,,,30.4479,,,,,10.0,,,2.1488,,,0.0358,,,0.0311,,,0.0287,,,0.0265,,,0.0243,,,0.0243,,,0.0761,,,0.0243,,,177.2319,,,785.9265,0.4245
333.756,,,8.5,,,0.0127131,,,43.0492,39.866,,,,,3.5494,,,0.2377,,,0.1046,,,0.0723,,,30.4479,,,,,10.0,,,2.1449,,,0.0358,,,0.0309,,,0.0286,,,0.0264,,,0.0241,,,0.0241,,,0.0761,,,0.0241,,,177.0847,,,784.4224,0.4918
333.9084,,,8.5,,,0.0149764,,,43.3371,41.0492,,,,,3.5494,,,0.2337,,,0.1055,,,0.0726,,,30.4479,,,,,10.0,,,2.1414,,,0.0357,,,0.0308,,,0.0285,,,0.0263,,,0.0239,,,0.0239,,,0.0759,,,0.0239,,,177.0958,,,782.778,0.5645
334.0608,,,8.5,,,0.0142243,,,43.7266,45.6944,,,,,3.5343,,,0.2292,,,0.1051,,,0.0724,,,30.4479,,,,,10.0,,,2.1377,,,0.035,,,0.0301,,,0.0279,,,0.0258,,,0.0234,,,0.0234,,,0.0756,,,0.0234,,,177.2722,,,785.6638,0.5405
334.2132,,,8.5,,,0.0131954,,,44.044,49.422,,,,,3.5301,,,0.227,,,0.1041,,,0.0718,,,30.4479,,,,,10.0,,,2.1357,,,0.0331,,,0.0286,,,0.0265,,,0.0245,,,0.0223,,,0.0223,,,0.0752,,,0.0223,,,177.5958,,,785.3384,0.5082
334.3656,,,8.5,,,0.0133908,,,44.2327,51.8071,,,,,3.5343,,,0.2284,,,0.1034,,,0.0714,,,30.4479,,,,,10.0,,,2.1379,,,0.0339,,,0.0293,,,0.0271,,,0.025,,,0.0228,,,0.0228,,,0.0749,,,0.0228,,,178.0847,,,787.9915,0.5152
334.518,,,8.5,,,0.0146138,,,44.4069,51.7156,,,,,3.5453,,,0.2296,,,0.1025,,,0.0709,,,30.4479,,,,,10.0,,,2.1401,,,0.0323,,,0.028,,,0.026,,,0.024,,,0.0219,,,0.0219,,,0.0744,,,0.0219,,,178.6764,,,788.2033,0.5535
334.6704,,,8.5,,,0.014171,,,44.6161,51.3363,,,,,3.5343,,,0.2308,,,0.1018,,,0.0703,,,30.4479,,,,,10.0,,,2.1458,,,0.0325,,,0.0282,,,0.0262,,,0.0242,,,0.022,,,0.022,,,0.0738,,,0.022,,,179.2389,,,785.419,0.5386
334.8228,,,8.5,,,0.0136664,,,44.8243,52.4832,,,,,3.5301,,,0.2328,,,0.1005,,,0.0694,,,30.4479,,,,,10.0,,,2.1536,,,0.0322,,,0.0279,,,0.0259,,,0.0239,,,0.0219,,,0.0219,,,0.0732,,,0.0219,,,179.7722,,,786.5501,0.523
334.9752,,,8.5,,,0.0140224,,,45.0668,51.7399,,,,,3.5322,,,0.2332,,,0.1003,,,0.0692,,,30.4479,,,,,10.0,,,2.1583,,,0.0323,,,0.028,,,0.0259,,,0.0239,,,0.0219,,,0.0219,,,0.0729,,,0.0219,,,180.3195,,,786.8007,0.534
335.1276,,,8.5,,,0.013929,,,45.2352,50.0317,,,,,3.5377,,,0.23,,,0.0997,,,0.0691,,,30.4479,,,,,10.0,,,2.156,,,0.0316,,,0.0276,,,0.0255,,,0.0236,,,0.0216,,,0.0216,,,0.0731,,,0.0216,,,180.6542,,,789.3611,0.5302
335.28,,,8.5,,,0.0134355,,,45.3745,49.6566,,,,,3.5364,,,0.2247,,,0.1011,,,0.07,,,30.4479,,,,,10.0,,,2.1487,,,0.0271,,,0.0241,,,0.0223,,,0.0207,,,0.0191,,,0.0191,,,0.0738,,,0.0191,,,180.7681,,,792.7602,0.5155
335.4324,,,8.5,,,0.0135684,,,45.466,51.3347,,,,,3.5494,,,0.222,,,0.1022,,,0.0707,,,30.4479,,,,,10.0,,,2.1433,,,0.0309,,,0.027,,,0.025,,,0.0232,,,0.0213,,,0.0213,,,0.0742,,,0.0213,,,180.6764,,,791.7991,0.5198
335.5848,,,8.5,,,0.0156934,,,45.5204,53.3297,,,,,3.5494,,,0.2237,,,0.1027,,,0.0708,,,30.4479,,,,,10.0,,,2.1442,,,0.0319,,,0.0279,,,0.0259,,,0.0239,,,0.022,,,0.022,,,0.0742,,,0.022,,,180.4778,,,793.7689,0.5868
335.7372,,,8.5,,,0.0173961,,,45.5414,49.6442,,,,,3.5384,,,0.2273,,,0.1026,,,0.0707,,,30.4479,,,,,10.0,,,2.1493,,,0.0319,,,0.028,,,0.026,,,0.0239,,,0.022,,,0.022,,,0.074,,,0.022,,,180.2097,,,789.8236,0.6423
335.8896,,,8.5,,,0.0166224,,,45.5864,46.8903,,,,,3.5473,,,0.2305,,,0.1023,,,0.0705,,,30.4479,,,,,10.0,,,2.1542,,,0.033,,,0.0286,,,0.0266,,,0.0245,,,0.0224,,,0.0224,,,0.0737,,,0.0224,,,180.0111,,,790.4802,0.6174
336.042,,,8.5,,,0.0151506,,,45.5716,45.647,,,,,3.5419,,,0.2331,,,0.1024,,,0.0704,,,30.4479,,,,,10.0,,,2.1578,,,0.0315,,,0.0274,,,0.0254,,,0.0235,,,0.0216,,,0.0216,,,0.0735,,,0.0216,,,179.9305,,,792.4677,0.5711
336.1944,,,8.5,,,0.0153046,,,45.5742,47.4767,,,,,3.5322,,,0.2349,,,0.1014,,,0.0699,,,30.4479,,,,,10.0,,,2.1595,,,0.0321,,,0.0278,,,0.0257,,,0.0238,,,0.0218,,,0.0218,,,0.0731,,,0.0218,,,180.0403,,,789.3104,0.5761
336.3468,,,8.5,,,0.0150691,,,45.5399,50.6089,,,,,3.5301,,,0.2374,,,0.1003,,,0.0692,,,30.4479,,,,,10.0,,,2.1614,,,0.0329,,,0.0285,,,0.0264,,,0.0244,,,0.0223,,,0.0223,,,0.0725,,,0.0223,,,180.1583,,,788.0511,0.5682
336.4992,,,8.5,,,0.0136934,,,45.4662,52.8972,,,,,3.5301,,,0.2381,,,0.098,,,0.068,,,30.4479,,,,,10.0,,,2.1624,,,0.0321,,,0.0278,,,0.0258,,,0.0238,,,0.0219,,,0.0219,,,0.0719,,,0.0219,,,180.3306,,,788.827,0.5235
336.6516,,,8.5,,,0.012002,,,45.3744,53.2684,,,,,3.5301,,,0.2397,,,0.0986,,,0.0681,,,30.4479,,,,,10.0,,,2.1663,,,0.0317,,,0.0275,,,0.0254,,,0.0235,,,0.0217,,,0.0217,,,0.0718,,,0.0217,,,180.4083,,,789.3433,0.47
336.804,,,8.5,,,0.0116375,,,45.2605,51.3329,,,,,3.5301,,,0.2423,,,0.0996,,,0.0686,,,30.4479,,,,,10.0,,,2.1714,,,0.0314,,,0.0273,,,0.0253,,,0.0234,,,0.0217,,,0.0217,,,0.072,,,0.0217,,,180.4848,,,785.1862,0.4579
336.9564,,,8.5,,,0.0126757,,,45.1311,49.3825,,,,,3.5301,,,0.2472,,,0.0999,,,0.0689,,,30.4479,,,,,10.0,,,2.1775,,,0.0315,,,0.0274,,,0.0255,,,0.0235,,,0.0217,,,0.0217,,,0.072,,,0.0217,,,180.3458,,,788.7166,0.4902
337.1088,,,8.5,,,0.0134579,,,44.9979,51.8715,,,,,3.5343,,,0.2522,,,0.0984,,,0.0683,,,30.4479,,,,,10.0,,,2.1822,,,0.0324,,,0.0282,,,0.0261,,,0.0241,,,0.0224,,,0.0224,,,0.0721,,,0.0224,,,180.2389,,,793.4853,0.5147
337.2612,,,8.5,,,0.0133869,,,44.9251,54.3724,,,,,3.5453,,,0.2558,,,0.0976,,,0.068,,,30.4479,,,,,10.0,,,2.1839,,,0.0313,,,0.0274,,,0.0253,,,0.0235,,,0.022,,,0.022,,,0.0722,,,0.022,,,180.125,,,793.1421,0.5129
337.4136,,,8.5,,,0.0125776,,,44.8893,56.6374,,,,,3.5384,,,0.2558,,,0.0989,,,0.0686,,,30.4479,,,,,10.0,,,2.1785,,,0.0304,,,0.0266,,,0.0247,,,0.0229,,,0.0216,,,0.0216,,,0.0724,,,0.0216,,,179.9445,,,790.3787,0.4888
337.566,,,8.5,,,0.0126263,,,44.841,55.8346,,,,,3.5453,,,0.2527,,,0.0993,,,0.0688,,,30.4479,,,,,10.0,,,2.1695,,,0.0316,,,0.0274,,,0.0255,,,0.0236,,,0.0223,,,0.0223,,,0.0726,,,0.0223,,,179.5847,,,791.7096,0.4905
337.7184,,,8.5,,,0.0138138,,,44.8383,54.6672,,,,,3.5384,,,0.2498,,,0.0985,,,0.0686,,,30.4479,,,,,10.0,,,2.1635,,,0.0319,,,0.0276,,,0.0258,,,0.0239,,,0.0225,,,0.0225,,,0.0725,,,0.0225,,,179.2278,,,794.2523,0.528
337.8708,,,8.5,,,0.0135842,,,44.8411,51.7628,,,,,3.5494,,,0.2464,,,0.0988,,,0.0686,,,30.4479,,,,,10.0,,,2.1619,,,0.0324,,,0.0281,,,0.0262,,,0.0243,,,0.0228,,,0.0228,,,0.0723,,,0.0228,,,178.8458,,,790.3787,0.5206
338.0232,,,8.5,,,0.0135691,,,44.82,48.2662,,,,,3.5494,,,0.2418,,,0.099,,,0.0685,,,30.4479,,,,,10.0,,,2.1627,,,0.032,,,0.0278,,,0.0259,,,0.024,,,0.0226,,,0.0226,,,0.0721,,,0.0226,,,178.5958,,,790.4384,0.5188
338.1756,,,8.5,,,0.0137993,,,44.7306,47.0932,,,,,3.5343,,,0.2351,,,0.0991,,,0.0685,,,30.4479,,,,,10.0,,,2.1612,,,0.0316,,,0.0273,,,0.0255,,,0.0236,,,0.0223,,,0.0223,,,0.0722,,,0.0223,,,178.5222,,,796.007,0.527
338.328,,,8.5,,,0.0161316,,,44.5966,48.6522,,,,,3.5301,,,0.2296,,,0.0997,,,0.069,,,30.4479,,,,,10.0,,,2.1581,,,0.0308,,,0.0268,,,0.025,,,0.0232,,,0.0221,,,0.0221,,,0.0726,,,0.0221,,,178.6291,,,793.342,0.6018
338.4804,,,8.5,,,0.0177506,,,44.1925,50.0985,,,,,3.5301,,,0.225,,,0.0999,,,0.0692,,,30.4479,,,,,10.0,,,2.1526,,,0.0305,,,0.0267,,,0.0248,,,0.023,,,0.0219,,,0.0219,,,0.0728,,,0.0219,,,178.9778,,,792.5065,0.6525
338.6328,,,8.5,,,0.0198586,,,43.531,51.6327,,,,,3.5301,,,0.2221,,,0.1009,,,0.0695,,,30.4479,,,,,10.0,,,2.1487,,,0.03,,,0.0262,,,0.0245,,,0.0227,,,0.0215,,,0.0215,,,0.0726,,,0.0215,,,179.3236,,,792.2051,0.7198
338.7852,,,8.5,,,0.0195441,,,42.4072,51.2118,,,,,3.5322,,,0.2175,,,0.0997,,,0.0687,,,30.4479,,,,,10.0,,,2.1427,,,0.0292,,,0.0255,,,0.0239,,,0.0221,,,0.0209,,,0.0209,,,0.072,,,0.0209,,,179.6875,,,789.6625,0.7097
338.9376,,,8.5,,,0.0194915,,,44.3488,49.4973,,,,,3.5377,,,0.2129,,,0.0971,,,0.0674,,,30.4479,,,,,10.0,,,2.1361,,,0.0297,,,0.026,,,0.0243,,,0.0225,,,0.0211,,,0.0211,,,0.0714,,,0.0211,,,180.0514,,,792.7481,0.7095
339.09,,,8.5,,,0.0193592,,,50.8097,47.6568,,,,,3.5364,,,0.2103,,,0.0967,,,0.0672,,,30.4479,,,,,10.0,,,2.132,,,0.03,,,0.0263,,,0.0244,,,0.0226,,,0.0212,,,0.0212,,,0.0711,,,0.0212,,,180.3639,,,795.07,0.7049
339.2424,,,8.5,,,0.0211454,,,52.9065,48.0186,,,,,3.5473,,,0.2104,,,0.0971,,,0.0673,,,30.4479,,,,,10.0,,,2.1315,,,0.0308,,,0.0267,,,0.0247,,,0.023,,,0.0214,,,0.0214,,,0.0709,,,0.0214,,,180.5473,,,787.0005,0.7616
339.3948,,,8.5,,,0.0206769,,,52.98,49.4294,,,,,3.5419,,,0.2135,,,0.0972,,,0.0673,,,30.4479,,,,,10.0,,,2.1371,,,0.0296,,,0.0258,,,0.024,,,0.0222,,,0.0208,,,0.0208,,,0.0707,,,0.0208,,,180.4264,,,787.9883,0.7469
339.5472,,,8.5,,,0.021179,,,52.8826,48.9697,,,,,3.5364,,,0.2164,,,0.0963,,,0.0668,,,30.4479,,,,,10.0,,,2.1466,,,0.0294,,,0.0257,,,0.0239,,,0.0221,,,0.0207,,,0.0207,,,0.0706,,,0.0207,,,180.0876,,,796.6338,0.7639
339.6996,,,8.5,,,0.0187434,,,53.9742,47.3855,,,,,3.5494,,,0.227,,,0.0957,,,0.0666,,,30.4479,,,,,10.0,,,2.1825,,,0.029,,,0.0254,,,0.0236,,,0.0218,,,0.0203,,,0.0203,,,0.0707,,,0.0203,,,179.4305,,,791.3753,0.6848
339.852,,,8.5,,,0.0180856,,,57.8539,46.3624,,,,,3.5536,,,0.2475,,,0.0965,,,0.067,,,30.4479,,,,,10.0,,,2.2496,,,0.0294,,,0.0256,,,0.0238,,,0.022,,,0.0204,,,0.0204,,,0.0712,,,0.0204,,,178.875,,,790.1579,0.6637
340.0044,,,8.5,,,0.0152144,,,58.0079,45.2999,,,,,3.5536,,,0.2708,,,0.0981,,,0.0682,,,30.4479,,,,,10.0,,,2.3184,,,0.0313,,,0.0274,,,0.0254,,,0.0235,,,0.0218,,,0.0218,,,0.0725,,,0.0218,,,178.264,,,791.0353,0.5726
340.1568,,,8.5,,,0.0153737,,,57.8582,45.0538,,,,,3.5494,,,0.2828,,,0.0994,,,0.0694,,,30.4479,,,,,10.0,,,2.3442,,,0.0319,,,0.0278,,,0.0259,,,0.024,,,0.0222,,,0.0222,,,0.0731,,,0.0222,,,177.3832,,,791.5276,0.5772
340.3092,,,8.5,,,0.0154421,,,57.4176,46.4912,,,,,3.5384,,,0.2715,,,0.0989,,,0.0685,,,30.4479,,,,,10.0,,,2.3027,,,0.0312,,,0.0271,,,0.0251,,,0.0232,,,0.0214,,,0.0214,,,0.0725,,,0.0214,,,176.986,,,794.4134,0.5793
340.4616,,,8.5,,,0.0155467,,,55.6649,47.325,,,,,3.5453,,,0.2512,,,0.0966,,,0.067,,,30.4479,,,,,10.0,,,2.2381,,,0.0307,,,0.0268,,,0.0247,,,0.0229,,,0.0211,,,0.0211,,,0.0712,,,0.0211,,,177.1694,,,792.2736,0.5823
340.614,,,8.5,,,0.0151559,,,55.3217,47.1086,,,,,3.5343,,,0.234,,,0.0966,,,0.067,,,30.4479,,,,,10.0,,,2.1885,,,0.031,,,0.027,,,0.025,,,0.0231,,,0.0214,,,0.0214,,,0.0708,,,0.0214,,,177.6139,,,792.9092,0.5694
340.7664,,,8.5,,,0.0138105,,,54.9814,46.4375,,,,,3.5322,,,0.2303,,,0.0976,,,0.0675,,,30.4479,,,,,10.0,,,2.1751,,,0.0321,,,0.0278,,,0.0257,,,0.0238,,,0.0219,,,0.0219,,,0.0711,,,0.0219,,,178.1291,,,795.4608,0.5271
340.9188,,,8.5,,,0.0138717,,,59.1673,47.6743,,,,,3.5377,,,0.2293,,,0.0984,,,0.068,,,30.4479,,,,,10.0,,,2.1704,,,0.0326,,,0.0283,,,0.0262,,,0.0242,,,0.0221,,,0.0221,,,0.0716,,,0.0221,,,178.8195,,,794.855,0.5297
341.0712,,,8.5,,,0.0125329,,,75.3225,47.7695,,,,,3.5364,,,0.223,,,0.0987,,,0.0684,,,30.4479,,,,,10.0,,,2.1553,,,0.032,,,0.0278,,,0.0257,,,0.0238,,,0.0218,,,0.0218,,,0.0721,,,0.0218,,,179.3861,,,794.4312,0.4873
341.2236,,,8.5,,,0.0120803,,,79.7152,47.3066,,,,,3.5494,,,0.2145,,,0.1005,,,0.0693,,,30.4479,,,,,10.0,,,2.1356,,,0.0313,,,0.0273,,,0.0253,,,0.0234,,,0.0215,,,0.0215,,,0.0728,,,0.0215,,,179.9153,,,794.8162,0.4727
341.376,,,8.5,,,0.0115684,,,74.3343,47.0558,,,,,3.5494,,,0.2116,,,0.1017,,,0.07,,,30.4479,,,,,10.0,,,2.1273,,,0.0311,,,0.0271,,,0.0252,,,0.0233,,,0.0214,,,0.0214,,,0.0733,,,0.0214,,,180.3195,,,791.3962,0.4563
341.5284,,,8.5,,,0.0124092,,,72.894,49.3176,,,,,3.5364,,,0.2157,,,0.1027,,,0.0706,,,30.4479,,,,,10.0,,,2.1335,,,0.032,,,0.0278,,,0.0258,,,0.0238,,,0.0219,,,0.0219,,,0.0736,,,0.0219,,,180.4334,,,792.1841,0.4825
341.6808,,,8.5,,,0.0127552,,,73.4726,51.2363,,,,,3.5377,,,0.2209,,,0.1028,,,0.0706,,,30.4479,,,,,10.0,,,2.1416,,,0.0311,,,0.0272,,,0.0253,,,0.0233,,,0.0215,,,0.0215,,,0.0738,,,0.0215,,,180.2611,,,793.3838,0.4929
341.8332,,,8.5,,,0.0138046,,,73.9392,53.3468,,,,,3.5322,,,0.2225,,,0.1023,,,0.0705,,,30.4479,,,,,10.0,,,2.1429,,,0.0318,,,0.0276,,,0.0257,,,0.0237,,,0.0218,,,0.0218,,,0.074,,,0.0218,,,180.0292,,,792.8795,0.5263
341.9856,,,8.5,,,0.0142158,,,72.6747,52.542,,,,,3.5343,,,0.2228,,,0.1024,,,0.0707,,,30.4479,,,,,10.0,,,2.1423,,,0.0324,,,0.028,,,0.026,,,0.024,,,0.022,,,0.022,,,0.0745,,,0.022,,,179.7097,,,791.2472,0.5387
342.138,,,8.5,,,0.0134355,,,68.1468,52.3217,,,,,3.5453,,,0.2258,,,0.1031,,,0.0713,,,30.4479,,,,,10.0,,,2.1451,,,0.0336,,,0.0291,,,0.027,,,0.0249,,,0.0228,,,0.0228,,,0.0751,,,0.0228,,,179.4819,,,789.2387,0.5149
342.2904,,,8.5,,,0.0124467,,,67.1057,46.5576,,,,,3.5343,,,0.236,,,0.1047,,,0.0722,,,30.4479,,,,,10.0,,,2.1595,,,0.0343,,,0.0299,,,0.0277,,,0.0255,,,0.0233,,,0.0233,,,0.0757,,,0.0233,,,179.5263,,,792.2768,0.4834
342.4428,,,8.5,,,0.0112645,,,67.5443,41.5396,,,,,3.5301,,,0.2483,,,0.1053,,,0.0726,,,30.4479,,,,,10.0,,,2.1768,,,0.0351,,,0.0306,,,0.0282,,,0.0261,,,0.0238,,,0.0238,,,0.076,,,0.0238,,,179.9042,,,790.3279,0.4458
342.5952,,,8.5,,,0.0099533,,,67.7576,36.2765,,,,,3.5343,,,0.2604,,,0.1054,,,0.0727,,,30.4479,,,,,10.0,,,2.193,,,0.0342,,,0.0298,,,0.0275,,,0.0254,,,0.0233,,,0.0233,,,0.0762,,,0.0233,,,180.2833,,,792.1632,0.4035
342.7476,,,8.5,,,0.0091197,,,67.8846,36.022,,,,,3.5453,,,0.2666,,,0.1057,,,0.0729,,,30.4479,,,,,10.0,,,2.1991,,,0.0337,,,0.0294,,,0.0272,,,0.0252,,,0.0233,,,0.0233,,,0.0762,,,0.0233,,,180.7278,,,795.5325,0.3766
342.9,,,8.5,,,0.0097309,,,68.0474,38.7813,,,,,3.5343,,,0.2664,,,0.1055,,,0.0726,,,30.4479,,,,,10.0,,,2.1963,,,0.0331,,,0.0288,,,0.0268,,,0.0248,,,0.0232,,,0.0232,,,0.0757,,,0.0232,,,181.1361,,,791.3873,0.3963
343.0524,,,8.5,,,0.0113934,,,68.0705,44.4475,,,,,3.5343,,,0.2613,,,0.1038,,,0.0715,,,30.4479,,,,,10.0,,,2.1889,,,0.0338,,,0.0293,,,0.0272,,,0.0252,,,0.0235,,,0.0235,,,0.0745,,,0.0235,,,181.4737,,,788.4926,0.4496
343.2048,,,8.5,,,0.0125625,,,67.3093,47.8898,,,,,3.5494,,,0.2539,,,0.101,,,0.0697,,,30.4479,,,,,10.0,,,2.1803,,,0.0355,,,0.0305,,,0.0283,,,0.0263,,,0.0245,,,0.0245,,,0.0731,,,0.0245,,,181.5111,,,792.5991,0.4864
343.3572,,,8.5,,,0.0124888,,,64.1158,50.1258,,,,,3.5494,,,0.2467,,,0.0987,,,0.0682,,,30.4479,,,,,10.0,,,2.1757,,,0.035,,,0.0301,,,0.0279,,,0.0259,,,0.0243,,,0.0243,,,0.0716,,,0.0243,,,181.389,,,792.405,0.4845
343.5096,,,8.5,,,0.0123645,,,62.8924,51.7695,,,,,3.5384,,,0.2385,,,0.0976,,,0.0673,,,30.4479,,,,,10.0,,,2.172,,,0.0344,,,0.0297,,,0.0276,,,0.0256,,,0.024,,,0.024,,,0.0705,,,0.024,,,180.8861,,,794.2193,0.4814
343.662,,,8.5,,,0.012271,,,62.5442,53.6822,,,,,3.5494,,,0.2314,,,0.0965,,,0.0665,,,30.4479,,,,,10.0,,,2.1727,,,0.0333,,,0.029,,,0.0269,,,0.0249,,,0.0233,,,0.0233,,,0.0698,,,0.0233,,,180.2681,,,797.881,0.4779
343.8144,,,8.5,,,0.012329,,,62.0326,54.3488,,,,,3.5515,,,0.2278,,,0.0959,,,0.0662,,,30.4479,,,,,10.0,,,2.1778,,,0.0342,,,0.0297,,,0.0276,,,0.0255,,,0.0238,,,0.0238,,,0.0695,,,0.0238,,,179.4778,,,795.7711,0.4799
343.9668,,,8.5,,,0.0123066,,,61.6598,53.0362,,,,,3.5419,,,0.2284,,,0.0954,,,0.066,,,30.4479,,,,,10.0,,,2.1859,,,0.0351,,,0.0303,,,0.0281,,,0.026,,,0.0243,,,0.0243,,,0.0694,,,0.0243,,,178.6069,,,796.3978,0.4786
344.1192,,,8.5,,,0.0124224,,,61.4008,52.5681,,,,,3.5322,,,0.2316,,,0.0952,,,0.0659,,,30.4479,,,,,10.0,,,2.1957,,,0.0343,,,0.0297,,,0.0276,,,0.0256,,,0.024,,,0.024,,,0.0693,,,0.024,,,177.8861,,,795.3802,0.4822
344.2716,,,8.5,,,0.0117691,,,60.9178,51.4519,,,,,3.5343,,,0.2363,,,0.0948,,,0.0658,,,30.4479,,,,,10.0,,,2.2063,,,0.0334,,,0.0292,,,0.0272,,,0.0252,,,0.0238,,,0.0238,,,0.0694,,,0.0238,,,177.2167,,,793.0882,0.4605
344.424,,,8.5,,,0.010402,,,61.9849,51.0933,,,,,3.5453,,,0.242,,,0.095,,,0.0659,,,30.4479,,,,,10.0,,,2.2184,,,0.0339,,,0.0295,,,0.0274,,,0.0254,,,0.0239,,,0.0239,,,0.0694,,,0.0239,,,176.5263,,,799.212,0.4173
344.5764,,,8.5,,,0.0100954,,,65.0541,51.6376,,,,,3.5384,,,0.2436,,,0.0957,,,0.0661,,,30.4479,,,,,10.0,,,2.2233,,,0.0354,,,0.0307,,,0.0284,,,0.0263,,,0.0245,,,0.0245,,,0.0696,,,0.0245,,,176.1361,,,798.3733,0.4069
344.7288,,,8.5,,,0.0109776,,,63.6397,51.3703,,,,,3.5453,,,0.2396,,,0.0956,,,0.0663,,,30.4479,,,,,10.0,,,2.2188,,,0.0351,,,0.0305,,,0.0282,,,0.0261,,,0.0242,,,0.0242,,,0.0699,,,0.0242,,,175.8861,,,795.7501,0.435
344.8812,,,8.5,,,0.0124336,,,62.5471,49.6744,,,,,3.5364,,,0.2321,,,0.0957,,,0.0665,,,30.4479,,,,,10.0,,,2.2065,,,0.0351,,,0.0304,,,0.0281,,,0.026,,,0.0241,,,0.0241,,,0.0702,,,0.0241,,,175.6542,,,799.3224,0.4811
345.0336,,,8.5,,,0.0128691,,,63.6169,47.9168,,,,,3.5419,,,0.2285,,,0.0958,,,0.0666,,,30.4479,,,,,10.0,,,2.1985,,,0.035,,,0.0303,,,0.0279,,,0.0259,,,0.024,,,0.024,,,0.0705,,,0.024,,,175.3569,,,797.9794,0.4953
345.186,,,8.5,,,0.0122,,,69.2643,48.8485,,,,,3.5473,,,0.2301,,,0.0964,,,0.067,,,30.4479,,,,,10.0,,,2.1973,,,0.034,,,0.0295,,,0.0272,,,0.0252,,,0.0233,,,0.0233,,,0.0709,,,0.0233,,,175.1542,,,797.6362,0.4743
345.3384,,,8.5,,,0.0115131,,,70.8325,50.8288,,,,,3.5343,,,0.2359,,,0.098,,,0.0678,,,30.4479,,,,,10.0,,,2.2021,,,0.0356,,,0.0307,,,0.0284,,,0.0263,,,0.0241,,,0.0241,,,0.0714,,,0.0241,,,174.9194,,,799.6954,0.4536
345.4908,,,8.5,,,0.0118487,,,70.7293,50.8663,,,,,3.5301,,,0.2411,,,0.0992,,,0.0686,,,30.4479,,,,,10.0,,,2.2046,,,0.0356,,,0.0309,,,0.0286,,,0.0264,,,0.0243,,,0.0243,,,0.0719,,,0.0243,,,174.757,,,796.6275,0.4634
345.6432,,,8.5,,,0.0130869,,,70.8232,48.861,,,,,3.5343,,,0.2439,,,0.0986,,,0.0685,,,30.4479,,,,,10.0,,,2.2032,,,0.0351,,,0.0305,,,0.0283,,,0.0261,,,0.0241,,,0.0241,,,0.0723,,,0.0241,,,174.382,,,798.4837,0.5031
345.7956,,,8.5,,,0.0139776,,,71.0287,45.2781,,,,,3.5453,,,0.2449,,,0.0986,,,0.0686,,,30.4479,,,,,10.0,,,2.1982,,,0.0344,,,0.0299,,,0.0278,,,0.0257,,,0.0238,,,0.0238,,,0.0728,,,0.0238,,,173.7611,,,800.9249,0.5319
345.948,,,8.5,,,0.0148559,,,70.9769,42.072,,,,,3.5343,,,0.2472,,,0.1008,,,0.0697,,,30.4479,,,,,10.0,,,2.196,,,0.034,,,0.0295,,,0.0274,,,0.0253,,,0.0235,,,0.0235,,,0.0734,,,0.0235,,,173.1694,,,798.039,0.5597
