DEPT,RHO8,PEFZ,DT,RLA2,RLA4,RT,RLA0,RXO8,GR,BS,CALI,TVDSS,TENS,RLA3,RLA1,RLA5,SP,HDRA,TNPH
105.766,2.4,10.0,68.726,0.016,0.013,0.009,0.017,0.034,41.517,12.25,4.117,-152.384,1099.556,0.015,0.019,0.009,-301.167,0.06,0.54
105.918,2.382,10.0,68.776,0.014,0.011,0.007,0.017,0.034,43.284,12.25,4.117,-152.234,1099.556,0.012,0.016,0.007,-300.819,0.058,0.539
106.07,2.372,10.0,68.97,0.015,0.012,0.008,0.018,0.034,46.817,12.25,4.117,-152.084,1098.778,0.013,0.017,0.008,-300.34,0.056,0.503
106.223,2.357,10.0,68.307,0.014,0.011,0.007,0.018,0.034,48.694,12.25,4.117,-151.932,1099.111,0.012,0.016,0.007,-299.917,0.052,0.507
106.375,2.376,10.0,68.396,0.014,0.011,0.008,0.018,0.034,48.646,12.25,4.139,-151.783,1101.667,0.012,0.016,0.008,-300.083,0.047,0.61
106.528,2.357,10.0,69.046,0.015,0.012,0.009,0.018,0.034,48.142,12.25,4.117,-151.625,1097.6,0.014,0.018,0.009,-300.369,0.045,0.579
106.68,2.353,10.0,69.0,0.014,0.011,0.007,0.018,0.034,43.725,12.25,4.117,-151.465,1094.667,0.012,0.016,0.007,-300.764,0.047,0.586
106.832,2.373,10.0,68.905,0.014,0.011,0.007,0.018,0.034,49.5,12.25,4.128,-151.318,1066.555,0.012,0.016,0.007,-301.132,0.048,0.526
106.985,2.382,10.0,68.999,0.014,0.011,0.007,0.018,0.034,39.75,12.25,4.117,-151.167,1084.556,0.012,0.016,0.007,-301.451,0.051,0.507
107.137,2.371,10.0,70.19,0.014,0.011,0.008,0.018,0.034,43.284,12.25,4.117,-151.016,1092.0,0.013,0.017,0.008,-301.625,0.047,0.59
107.29,2.448,10.0,71.927,0.021,0.017,0.012,0.022,0.034,46.877,12.25,4.139,-150.865,1088.444,0.019,0.025,0.012,-301.639,0.041,0.516
107.442,2.534,10.0,71.012,0.024,0.019,0.014,0.026,0.037,41.959,12.25,4.117,-150.714,1091.0,0.022,0.029,0.014,-301.563,0.043,0.497
107.594,2.547,10.0,70.067,0.025,0.02,0.015,0.025,0.036,33.146,12.25,4.128,-150.557,1108.7,0.023,0.03,0.015,-301.594,0.048,0.491
107.747,2.397,10.0,69.431,0.025,0.02,0.015,0.027,0.039,45.492,12.25,4.117,-150.398,1109.222,0.023,0.03,0.015,-301.563,0.057,0.57
107.899,2.363,10.0,67.542,0.026,0.021,0.015,0.026,0.04,40.796,12.25,4.139,-150.247,1124.444,0.024,0.031,0.015,-301.313,0.052,0.598
108.052,2.354,10.0,76.91,0.026,0.021,0.016,0.026,0.041,40.193,12.25,4.117,-150.096,1122.0,0.024,0.031,0.016,-301.215,0.048,0.551
108.204,2.354,10.0,77.385,0.024,0.019,0.014,0.025,0.041,42.401,12.25,4.117,-149.945,1086.778,0.022,0.028,0.014,-301.215,0.039,0.486
108.356,2.354,10.0,66.822,0.023,0.018,0.013,0.025,0.042,53.442,12.25,4.117,-149.795,1081.333,0.021,0.027,0.013,-301.306,0.034,0.514
108.509,2.364,10.0,66.62,0.02,0.016,0.012,0.022,0.039,49.025,12.25,4.117,-149.645,1101.556,0.018,0.024,0.012,-301.215,0.035,0.535
108.661,2.376,10.0,67.979,0.017,0.014,0.01,0.02,0.034,60.62,12.25,4.117,-149.496,1121.445,0.016,0.02,0.01,-301.292,0.031,0.576
108.814,2.371,10.0,66.376,0.015,0.012,0.009,0.019,0.034,42.013,12.25,4.139,-149.338,1112.9,0.014,0.018,0.009,-301.639,0.038,0.562
108.966,2.372,10.0,66.61,0.016,0.013,0.009,0.018,0.034,53.511,12.25,4.139,-149.178,1096.556,0.014,0.018,0.009,-302.138,0.038,0.583
109.118,2.369,10.0,66.778,0.015,0.012,0.009,0.018,0.034,39.749,12.25,4.117,-149.026,1124.667,0.014,0.018,0.009,-302.083,0.039,0.613
109.271,2.345,10.0,66.904,0.015,0.012,0.008,0.018,0.034,46.376,12.25,4.117,-148.875,1117.333,0.014,0.017,0.008,-301.847,0.027,0.638
109.423,2.333,10.0,67.292,0.014,0.011,0.008,0.018,0.034,45.19,12.25,4.128,-148.724,1117.333,0.013,0.016,0.008,-301.583,0.015,0.601
109.576,2.319,10.0,67.461,0.015,0.012,0.008,0.018,0.034,53.0,12.25,4.117,-148.574,1120.0,0.013,0.017,0.008,-301.201,0.009,0.574
109.728,2.312,10.0,67.382,0.014,0.011,0.008,0.018,0.034,46.817,12.25,4.117,-148.424,1113.556,0.013,0.017,0.008,-300.535,0.011,0.655
109.88,2.315,10.0,67.54,0.014,0.011,0.008,0.018,0.034,48.584,12.25,4.117,-148.274,1116.444,0.013,0.016,0.008,-300.243,0.015,0.599
110.033,2.332,10.0,67.196,0.015,0.012,0.009,0.018,0.034,51.676,12.25,4.117,-148.124,1097.667,0.014,0.018,0.009,-300.285,0.021,0.546
110.185,2.309,10.0,67.133,0.014,0.011,0.008,0.018,0.034,48.584,12.25,4.117,-147.967,1122.3,0.013,0.016,0.008,-300.487,0.026,0.457
110.338,2.312,10.0,67.075,0.016,0.012,0.009,0.018,0.034,46.817,12.25,4.117,-147.808,1099.333,0.014,0.018,0.009,-300.604,0.022,0.49
110.49,2.304,10.0,66.986,0.016,0.012,0.009,0.018,0.034,43.283,12.25,4.117,-147.659,1098.556,0.014,0.018,0.009,-300.889,0.019,0.544
110.642,2.32,10.0,67.242,0.015,0.012,0.008,0.018,0.034,45.934,12.25,4.117,-147.509,1114.444,0.013,0.017,0.008,-301.16,0.027,0.608
110.795,2.34,10.0,67.124,0.014,0.011,0.008,0.018,0.034,42.179,12.25,4.117,-147.358,1110.222,0.013,0.017,0.008,-301.444,0.045,0.565
110.947,2.323,10.0,67.465,0.015,0.012,0.008,0.018,0.034,45.301,12.25,4.128,-147.207,1095.333,0.014,0.018,0.008,-301.743,0.05,0.481
111.1,2.306,10.0,67.125,0.015,0.012,0.009,0.018,0.034,48.583,12.25,4.117,-147.056,1087.667,0.014,0.018,0.009,-302.09,0.041,0.476
111.252,2.285,10.0,67.083,0.013,0.011,0.008,0.017,0.034,42.401,12.25,4.117,-146.905,1107.667,0.012,0.015,0.008,-302.368,0.023,0.467
111.404,2.305,10.0,66.929,0.015,0.012,0.009,0.017,0.034,47.259,12.25,4.117,-146.755,1136.889,0.013,0.017,0.009,-302.413,0.02,0.509
111.557,2.286,10.0,66.791,0.014,0.011,0.008,0.018,0.034,46.154,12.25,4.117,-146.596,1128.6,0.013,0.017,0.008,-302.285,0.013,0.503
111.709,2.294,10.0,66.527,0.013,0.01,0.007,0.018,0.034,49.025,12.25,4.117,-146.437,1133.778,0.012,0.015,0.007,-302.174,0.013,0.507
111.862,2.307,10.0,66.528,0.014,0.011,0.008,0.018,0.034,40.634,12.25,4.117,-146.285,1112.0,0.013,0.017,0.008,-302.021,0.009,0.576
112.014,2.322,10.0,66.92,0.013,0.01,0.007,0.017,0.034,37.1,12.25,4.117,-146.135,1138.0,0.011,0.014,0.007,-301.701,0.017,0.532
112.166,2.349,10.0,67.002,0.014,0.011,0.007,0.017,0.034,40.218,12.25,4.128,-145.985,1123.111,0.012,0.016,0.007,-301.257,0.022,0.547
112.319,2.356,10.0,67.457,0.014,0.011,0.008,0.017,0.034,43.726,12.25,4.117,-145.835,1141.778,0.013,0.016,0.008,-301.194,0.04,0.486
112.471,2.359,10.0,67.634,0.014,0.011,0.008,0.017,0.034,48.584,12.25,4.117,-145.684,1133.0,0.013,0.017,0.008,-301.465,0.035,0.56
112.624,2.334,10.0,67.448,0.014,0.011,0.007,0.017,0.034,53.884,12.25,4.117,-145.534,1132.556,0.012,0.016,0.007,-301.833,0.026,0.525
112.776,2.33,10.0,67.336,0.015,0.012,0.008,0.017,0.034,41.517,12.25,4.117,-145.384,1106.222,0.013,0.017,0.008,-301.701,0.006,0.514
112.928,2.348,10.0,67.592,0.016,0.012,0.009,0.017,0.034,47.258,12.25,4.117,-145.232,1110.778,0.014,0.018,0.009,-301.8,0.001,0.523
113.081,2.35,10.0,67.753,0.014,0.011,0.008,0.017,0.034,49.025,12.25,4.117,-145.074,1131.0,0.013,0.017,0.008,-301.653,0.007,0.624
113.233,2.352,10.0,68.087,0.014,0.011,0.008,0.017,0.034,37.984,12.25,4.117,-144.916,1108.333,0.013,0.017,0.008,-301.549,0.014,0.726
113.386,2.348,10.0,68.029,0.014,0.011,0.007,0.017,0.034,45.492,12.25,4.117,-144.764,1116.0,0.012,0.016,0.007,-301.444,0.014,0.653
113.538,2.339,10.0,67.887,0.015,0.012,0.008,0.017,0.034,53.883,12.25,4.117,-144.614,1128.333,0.014,0.017,0.008,-301.438,0.019,0.598
113.69,2.328,10.0,67.412,0.013,0.01,0.006,0.017,0.034,48.584,12.25,4.117,-144.465,1101.111,0.011,0.014,0.006,-301.278,0.026,0.592
113.843,2.354,10.0,67.474,0.014,0.011,0.008,0.018,0.034,40.661,12.25,4.128,-144.309,1102.0,0.013,0.017,0.008,-301.231,0.038,0.504
113.995,2.353,10.0,67.473,0.014,0.011,0.007,0.017,0.034,45.963,12.25,4.128,-144.151,1104.778,0.013,0.016,0.007,-301.021,0.039,0.532
114.148,2.323,10.0,67.619,0.014,0.011,0.008,0.017,0.034,48.142,12.25,4.117,-144.002,1109.667,0.013,0.017,0.008,-301.097,0.025,0.573
114.3,2.302,10.0,67.525,0.015,0.011,0.008,0.018,0.034,39.359,12.25,4.139,-143.853,1101.0,0.013,0.017,0.008,-301.222,0.017,0.645
114.452,2.274,10.0,67.653,0.015,0.012,0.008,0.018,0.034,50.935,12.25,4.128,-143.702,1106.444,0.013,0.017,0.008,-301.271,0.007,0.595
114.605,2.273,10.0,67.673,0.015,0.011,0.008,0.018,0.034,43.726,12.25,4.117,-143.551,1108.222,0.013,0.017,0.008,-301.444,0.019,0.57
114.757,2.291,10.0,67.433,0.014,0.011,0.007,0.018,0.034,53.441,12.25,4.117,-143.394,1106.3,0.013,0.017,0.007,-302.038,0.019,0.478
114.91,2.3,10.0,67.539,0.015,0.012,0.008,0.017,0.034,53.0,12.25,4.117,-143.235,1119.556,0.014,0.018,0.008,-302.646,0.023,0.476
115.062,2.296,10.0,67.199,0.014,0.011,0.007,0.018,0.034,44.609,12.25,4.117,-143.086,1168.444,0.013,0.016,0.007,-302.938,0.014,0.513
115.214,2.307,10.0,67.31,0.014,0.011,0.007,0.017,0.034,47.7,12.25,4.117,-142.938,1141.778,0.012,0.016,0.007,-302.889,0.013,0.518
115.367,2.304,10.0,67.313,0.015,0.012,0.008,0.017,0.034,40.192,12.25,4.117,-142.787,1133.667,0.013,0.017,0.008,-302.875,0.011,0.539
115.519,2.29,10.0,67.401,0.014,0.011,0.008,0.017,0.034,44.608,12.25,4.117,-142.637,1137.111,0.013,0.017,0.008,-302.771,0.01,0.534
115.672,2.311,10.0,67.331,0.014,0.011,0.008,0.017,0.034,42.842,12.25,4.117,-142.479,1140.4,0.013,0.016,0.008,-302.206,0.01,0.56
115.824,2.299,10.0,67.259,0.014,0.011,0.007,0.017,0.034,45.934,12.25,4.117,-142.321,1140.0,0.013,0.016,0.007,-301.868,0.011,0.547
115.976,2.308,10.0,67.062,0.014,0.011,0.007,0.017,0.034,53.442,12.25,4.117,-142.171,1141.556,0.012,0.016,0.007,-301.729,0.014,0.549
116.129,2.315,10.0,67.315,0.014,0.011,0.007,0.017,0.034,48.031,12.25,4.117,-142.024,1145.444,0.013,0.016,0.007,-301.792,0.017,0.527
116.281,2.333,10.0,67.555,0.014,0.011,0.007,0.017,0.034,52.558,12.25,4.117,-141.876,1140.556,0.012,0.016,0.007,-301.91,0.028,0.498
116.434,2.344,10.0,67.908,0.015,0.012,0.008,0.017,0.034,43.34,12.25,4.139,-141.717,1125.8,0.014,0.018,0.008,-301.775,0.035,0.507
116.586,2.338,10.0,67.904,0.014,0.011,0.007,0.018,0.034,52.116,12.25,4.117,-141.559,1125.0,0.013,0.016,0.007,-301.729,0.044,0.559
116.738,2.334,10.0,68.112,0.015,0.012,0.008,0.017,0.034,37.1,12.25,4.117,-141.41,1135.111,0.013,0.017,0.008,-301.896,0.047,0.594
116.891,2.321,10.0,67.937,0.013,0.01,0.007,0.017,0.034,48.584,12.25,4.117,-141.26,1119.444,0.012,0.015,0.007,-302.063,0.04,0.612
117.043,2.316,10.0,68.272,0.014,0.011,0.007,0.017,0.034,46.405,12.25,4.128,-141.111,1116.333,0.012,0.016,0.007,-302.181,0.03,0.578
117.196,2.313,10.0,68.411,0.014,0.011,0.007,0.017,0.034,46.818,12.25,4.117,-140.962,1110.667,0.013,0.017,0.007,-302.653,0.019,0.511
117.348,2.31,10.0,69.182,0.013,0.01,0.007,0.017,0.034,47.59,12.25,4.117,-140.804,1114.3,0.012,0.015,0.007,-302.806,0.018,0.504
117.5,2.344,10.0,69.53,0.014,0.011,0.007,0.017,0.034,54.36,12.25,4.128,-140.647,1117.111,0.013,0.016,0.007,-302.438,0.029,0.581
117.653,2.353,10.0,69.397,0.014,0.011,0.007,0.017,0.034,54.325,12.25,4.117,-140.499,1115.222,0.012,0.016,0.007,-301.938,0.043,0.649
117.805,2.409,10.0,69.496,0.014,0.011,0.007,0.017,0.034,45.933,12.25,4.117,-140.349,1110.444,0.012,0.016,0.007,-301.625,0.062,0.608
117.958,2.439,10.0,68.487,0.014,0.011,0.008,0.017,0.034,43.284,12.25,4.117,-140.199,1123.444,0.013,0.017,0.008,-301.368,0.078,0.617
118.11,2.434,10.0,68.285,0.014,0.011,0.008,0.017,0.034,48.584,12.25,4.117,-140.042,1115.3,0.013,0.017,0.008,-301.144,0.084,0.65
118.262,2.416,10.0,68.202,0.014,0.011,0.008,0.017,0.034,44.609,12.25,4.117,-139.883,1104.445,0.013,0.017,0.008,-301.292,0.063,0.634
118.415,2.387,10.0,68.083,0.014,0.011,0.007,0.017,0.034,48.584,12.25,4.117,-139.733,1116.222,0.012,0.016,0.007,-301.653,0.039,0.601
118.567,2.403,10.0,66.401,0.013,0.01,0.007,0.017,0.034,41.958,12.25,4.117,-139.582,1131.667,0.012,0.015,0.007,-302.042,0.047,0.646
118.72,2.464,10.0,69.016,0.016,0.012,0.009,0.018,0.034,44.83,12.25,4.117,-139.434,1134.555,0.014,0.018,0.009,-302.236,0.065,0.61
118.872,2.649,10.0,69.695,0.018,0.014,0.01,0.022,0.034,39.75,12.25,4.117,-139.283,1140.0,0.017,0.021,0.01,-302.632,0.079,0.563
119.024,2.594,10.0,69.71,0.021,0.017,0.012,0.023,0.039,35.334,12.25,4.117,-139.126,1154.5,0.019,0.025,0.012,-302.987,0.047,0.56
119.177,2.402,10.0,70.196,0.014,0.011,0.008,0.019,0.035,40.192,12.25,4.117,-138.968,1155.444,0.013,0.017,0.008,-302.993,0.028,0.655
119.329,2.377,10.0,70.034,0.016,0.012,0.008,0.018,0.034,53.332,12.25,4.117,-138.818,1154.889,0.014,0.018,0.008,-302.569,0.029,0.737
119.482,2.39,10.0,59.801,0.015,0.011,0.008,0.018,0.034,41.958,12.25,4.117,-138.669,1147.111,0.013,0.017,0.008,-302.229,0.051,0.621
119.634,2.383,10.0,59.645,0.016,0.012,0.008,0.018,0.034,50.792,12.25,4.117,-138.519,1146.111,0.014,0.018,0.008,-301.972,0.064,0.652
119.786,2.376,10.0,59.846,0.014,0.011,0.008,0.018,0.034,48.583,12.25,4.117,-138.369,1128.667,0.013,0.017,0.008,-301.847,0.05,0.61
119.939,2.345,10.0,68.576,0.015,0.012,0.008,0.018,0.034,44.609,12.25,4.117,-138.219,1137.778,0.014,0.018,0.008,-301.612,0.038,0.534
120.091,2.345,10.0,69.597,0.015,0.012,0.008,0.018,0.034,42.069,12.25,4.117,-138.061,1134.2,0.014,0.018,0.008,-301.104,0.028,0.489
120.244,2.336,10.0,69.71,0.015,0.012,0.008,0.018,0.034,43.725,12.25,4.117,-137.903,1151.222,0.014,0.017,0.008,-300.924,0.024,0.522
120.396,2.352,10.0,68.412,0.016,0.013,0.009,0.019,0.034,47.7,12.25,4.117,-137.754,1140.111,0.014,0.019,0.009,-300.819,0.015,0.615
120.548,2.382,10.0,67.401,0.015,0.012,0.008,0.018,0.034,30.917,12.25,4.117,-137.605,1153.667,0.013,0.017,0.008,-300.757,0.035,0.596
120.701,2.383,10.0,67.411,0.015,0.011,0.008,0.019,0.034,42.649,12.25,4.128,-137.455,1134.333,0.013,0.017,0.008,-301.236,0.057,0.574
120.853,2.381,10.0,59.234,0.016,0.013,0.009,0.018,0.034,47.701,12.25,4.117,-137.297,1119.6,0.014,0.019,0.009,-301.856,0.075,0.555
121.006,2.371,10.0,59.157,0.016,0.012,0.009,0.019,0.034,47.258,12.25,4.117,-137.141,1113.889,0.014,0.018,0.009,-302.278,0.071,0.541
121.158,2.383,10.0,64.436,0.016,0.013,0.009,0.019,0.034,33.125,12.25,4.117,-136.993,1133.111,0.014,0.019,0.009,-302.521,0.07,0.529
121.31,2.389,10.0,64.529,0.015,0.012,0.008,0.018,0.034,40.412,12.25,4.117,-136.845,1144.222,0.014,0.018,0.008,-302.701,0.068,0.541
121.463,2.353,10.0,72.201,0.016,0.012,0.008,0.019,0.034,45.051,12.25,4.117,-136.689,1123.8,0.014,0.018,0.008,-302.619,0.065,0.597
121.615,2.333,10.0,72.295,0.015,0.012,0.008,0.018,0.034,45.492,12.25,4.117,-136.53,1136.444,0.013,0.017,0.008,-302.271,0.045,0.567
121.768,2.312,10.0,71.476,0.016,0.013,0.009,0.018,0.034,39.802,12.25,4.139,-136.38,1138.333,0.015,0.019,0.009,-301.972,0.025,0.602
121.92,2.303,10.0,71.685,0.016,0.013,0.009,0.018,0.034,40.66,12.25,4.128,-136.232,1138.444,0.014,0.019,0.009,-301.861,0.018,0.526
122.072,2.341,10.0,70.487,0.015,0.012,0.008,0.018,0.034,40.192,12.25,4.117,-136.082,1131.889,0.014,0.018,0.008,-302.021,0.028,0.535
122.225,2.333,10.0,70.684,0.014,0.011,0.007,0.018,0.034,48.142,12.25,4.117,-135.932,1140.111,0.013,0.016,0.007,-301.987,0.031,0.464
122.377,2.311,10.0,71.813,0.014,0.011,0.008,0.018,0.034,46.817,12.25,4.117,-135.775,1139.3,0.013,0.017,0.008,-301.889,0.019,0.467
122.53,2.293,10.0,71.62,0.014,0.011,0.008,0.018,0.034,47.289,12.25,4.128,-135.618,1151.111,0.013,0.016,0.008,-302.104,0.006,0.481
122.682,2.313,10.0,69.873,0.014,0.011,0.007,0.018,0.034,53.884,12.25,4.117,-135.469,1129.333,0.013,0.016,0.007,-302.583,0.001,0.481
122.834,2.339,10.0,69.726,0.016,0.012,0.009,0.018,0.034,53.475,12.25,4.128,-135.32,1139.778,0.014,0.018,0.009,-302.875,0.017,0.534
122.987,2.341,10.0,74.983,0.016,0.012,0.008,0.018,0.034,53.443,12.25,4.117,-135.171,1134.889,0.014,0.018,0.008,-302.861,0.028,0.518
123.139,2.354,10.0,74.854,0.014,0.011,0.008,0.018,0.034,48.584,12.25,4.117,-135.013,1145.0,0.013,0.017,0.008,-303.0,0.03,0.566
123.292,2.319,10.0,62.922,0.015,0.012,0.008,0.018,0.034,44.608,12.25,4.117,-134.855,1143.778,0.013,0.017,0.008,-303.229,0.024,0.484
123.444,2.316,10.0,56.396,0.014,0.011,0.008,0.018,0.034,42.428,12.25,4.128,-134.706,1126.889,0.013,0.017,0.008,-303.042,0.021,0.542
123.596,2.331,10.0,55.896,0.015,0.012,0.008,0.018,0.034,42.731,12.25,4.117,-134.557,1122.333,0.014,0.017,0.008,-302.542,0.023,0.587
123.749,2.341,10.0,56.081,0.014,0.011,0.007,0.018,0.034,45.051,12.25,4.117,-134.408,1146.667,0.013,0.016,0.007,-301.958,0.018,0.708
123.901,2.321,10.0,56.01,0.014,0.011,0.007,0.018,0.034,43.725,12.25,4.117,-134.25,1141.0,0.013,0.017,0.007,-301.431,0.016,0.921
124.054,2.299,10.0,56.006,0.015,0.012,0.008,0.018,0.034,45.05,12.25,4.117,-134.093,1138.333,0.014,0.017,0.008,-301.0,0.025,0.672
124.206,2.315,10.0,55.968,0.014,0.01,0.007,0.018,0.034,39.113,12.25,4.128,-133.944,1128.778,0.012,0.016,0.007,-300.931,0.043,0.59
124.358,2.335,10.0,48.547,0.014,0.011,0.007,0.018,0.034,50.351,12.25,4.117,-133.796,1123.556,0.013,0.017,0.007,-301.236,0.056,0.508
124.511,2.358,10.0,56.731,0.015,0.011,0.008,0.018,0.034,46.376,12.25,4.117,-133.646,1122.222,0.013,0.017,0.008,-301.544,0.061,0.516
124.663,2.383,10.0,57.477,0.014,0.011,0.007,0.018,0.034,47.7,12.25,4.117,-133.489,1127.8,0.012,0.016,0.007,-301.903,0.059,0.476
124.816,2.4,10.0,57.765,0.015,0.011,0.008,0.018,0.034,46.265,12.25,4.117,-133.332,1133.444,0.013,0.017,0.008,-302.132,0.059,0.409
124.968,2.419,10.0,66.788,0.014,0.011,0.007,0.018,0.034,46.375,12.25,4.117,-133.184,1139.111,0.013,0.017,0.007,-302.549,0.061,0.387
125.12,2.436,10.0,66.482,0.016,0.012,0.008,0.018,0.034,36.659,12.25,4.117,-133.036,1146.667,0.014,0.019,0.008,-302.667,0.061,0.41
125.273,2.418,10.0,66.266,0.014,0.011,0.007,0.018,0.034,41.985,12.25,4.128,-132.877,1146.2,0.013,0.016,0.007,-302.638,0.06,0.45
125.425,2.431,10.0,66.389,0.015,0.012,0.008,0.018,0.034,40.66,12.25,4.128,-132.719,1128.0,0.013,0.017,0.008,-302.66,0.062,0.481
125.578,2.44,10.0,66.114,0.013,0.01,0.007,0.018,0.034,45.051,12.25,4.117,-132.57,1125.445,0.012,0.015,0.007,-302.715,0.066,0.438
125.73,2.437,10.0,66.255,0.014,0.011,0.007,0.018,0.034,41.076,12.25,4.117,-132.421,1126.889,0.013,0.016,0.007,-302.59,0.068,0.464
125.882,2.441,10.0,66.031,0.015,0.012,0.008,0.018,0.034,39.445,12.25,4.128,-132.272,1145.222,0.014,0.018,0.008,-302.354,0.064,0.436
126.035,2.42,10.0,65.957,0.014,0.011,0.007,0.018,0.034,38.893,12.25,4.128,-132.115,1128.2,0.012,0.016,0.007,-302.15,0.063,0.502
126.187,2.423,10.0,73.655,0.014,0.011,0.007,0.018,0.034,40.686,12.25,4.139,-131.959,1148.889,0.013,0.017,0.007,-302.201,0.065,0.502
126.34,2.406,10.0,74.269,0.016,0.012,0.008,0.018,0.034,38.867,12.25,4.117,-131.81,1121.778,0.014,0.019,0.008,-302.167,0.066,0.515
126.492,2.392,10.0,74.474,0.015,0.012,0.008,0.018,0.034,48.583,12.25,4.117,-131.661,1110.667,0.014,0.018,0.008,-302.014,0.063,0.467
126.644,2.38,10.0,74.547,0.014,0.011,0.007,0.018,0.034,44.167,12.25,4.117,-131.512,1134.0,0.013,0.017,0.007,-302.111,0.058,0.486
126.797,2.359,10.0,66.288,0.016,0.012,0.008,0.018,0.034,41.959,12.25,4.117,-131.354,1136.4,0.014,0.018,0.008,-302.681,0.053,0.494
126.949,2.353,10.0,58.226,0.015,0.012,0.008,0.018,0.034,46.817,12.25,4.117,-131.196,1130.333,0.014,0.018,0.008,-303.222,0.049,0.474
127.102,2.357,10.0,58.706,0.015,0.012,0.008,0.018,0.034,34.119,12.25,4.117,-131.046,1152.556,0.014,0.018,0.008,-303.236,0.046,0.47
127.254,2.342,10.0,59.337,0.015,0.012,0.008,0.018,0.034,31.8,12.25,4.117,-130.898,1141.778,0.014,0.018,0.008,-303.021,0.032,0.533
127.406,2.335,10.0,68.493,0.015,0.012,0.008,0.018,0.034,34.892,12.25,4.117,-130.75,1160.667,0.014,0.018,0.008,-302.663,0.03,0.488
127.559,2.329,10.0,68.516,0.017,0.013,0.009,0.018,0.034,43.946,12.25,4.117,-130.594,1137.3,0.015,0.02,0.009,-302.139,0.029,0.495
127.711,2.324,10.0,58.49,0.014,0.011,0.007,0.018,0.034,44.196,12.25,4.128,-130.437,1144.667,0.013,0.016,0.007,-301.507,0.04,0.443
127.864,2.362,10.0,67.273,0.015,0.012,0.008,0.018,0.034,37.124,12.25,4.128,-130.289,1143.333,0.013,0.017,0.008,-301.222,0.028,0.459
128.016,2.372,10.0,66.098,0.014,0.011,0.007,0.018,0.034,32.242,12.25,4.117,-130.141,1145.444,0.013,0.017,0.007,-301.269,0.012,0.393
128.168,2.355,10.0,65.669,0.015,0.012,0.008,0.018,0.034,36.99,12.25,4.117,-129.984,1125.2,0.014,0.018,0.008,-301.542,0.006,0.378
128.321,2.358,10.0,66.536,0.014,0.011,0.007,0.018,0.034,34.031,12.25,4.128,-129.828,1154.333,0.013,0.017,0.007,-301.729,0.015,0.371
128.473,2.392,10.0,67.169,0.015,0.011,0.007,0.018,0.034,31.8,12.25,4.117,-129.68,1117.111,0.013,0.017,0.007,-302.104,0.025,0.393
128.626,2.395,10.0,67.446,0.015,0.012,0.008,0.018,0.034,44.167,12.25,4.117,-129.531,1128.778,0.014,0.018,0.008,-302.403,0.028,0.415
128.778,2.4,10.0,67.021,0.014,0.01,0.007,0.018,0.034,32.684,12.25,4.117,-129.374,1141.7,0.012,0.016,0.007,-302.794,0.033,0.481
128.93,2.416,10.0,68.767,0.016,0.012,0.008,0.018,0.034,38.45,12.25,4.128,-129.216,1150.667,0.014,0.018,0.008,-303.174,0.037,0.511
129.083,2.382,10.0,60.043,0.016,0.012,0.008,0.018,0.034,39.75,12.25,4.117,-129.067,1126.667,0.014,0.018,0.008,-303.549,0.032,0.566
129.235,2.391,10.0,59.352,0.014,0.011,0.007,0.018,0.034,37.984,12.25,4.117,-128.917,1142.889,0.013,0.016,0.007,-303.924,0.027,0.504
129.388,2.377,10.0,68.404,0.013,0.01,0.007,0.018,0.034,30.033,12.25,4.117,-128.768,1137.444,0.012,0.015,0.007,-304.0,0.026,0.536
129.54,2.341,10.0,67.077,0.014,0.011,0.007,0.018,0.034,39.309,12.25,4.117,-128.611,1160.2,0.013,0.016,0.007,-303.95,0.036,0.488
129.692,2.366,10.0,74.754,0.014,0.011,0.008,0.018,0.034,38.314,12.25,4.117,-128.453,1162.556,0.013,0.017,0.008,-303.708,0.044,0.419
129.845,2.364,10.0,75.911,0.015,0.011,0.008,0.018,0.034,40.634,12.25,4.117,-128.306,1182.111,0.013,0.017,0.008,-303.597,0.04,0.418
129.997,2.361,10.0,68.43,0.013,0.01,0.006,0.018,0.034,42.842,12.25,4.117,-128.156,1157.0,0.011,0.015,0.006,-303.306,0.038,0.426
130.15,2.374,10.0,68.237,0.015,0.012,0.008,0.018,0.034,40.854,12.25,4.117,-128.008,1154.778,0.013,0.018,0.008,-302.861,0.035,0.471
130.302,2.453,10.0,68.91,0.016,0.013,0.009,0.019,0.034,45.934,12.25,4.117,-127.85,1156.9,0.015,0.019,0.009,-302.694,0.049,0.45
130.454,2.521,10.0,70.601,0.02,0.016,0.011,0.022,0.035,46.376,12.25,4.117,-127.692,1164.111,0.018,0.024,0.011,-302.931,0.054,0.45
130.607,2.493,10.0,61.186,0.021,0.016,0.011,0.024,0.045,39.088,12.25,4.117,-127.544,1150.556,0.019,0.025,0.011,-303.299,0.053,0.503
130.759,2.417,10.0,59.744,0.015,0.012,0.008,0.018,0.04,39.776,12.25,4.128,-127.394,1156.556,0.014,0.018,0.008,-303.5,0.052,0.487
130.912,2.42,10.0,57.943,0.015,0.011,0.008,0.017,0.034,33.125,12.25,4.117,-127.246,1171.445,0.013,0.017,0.008,-303.756,0.054,0.517
131.064,2.398,10.0,57.445,0.014,0.01,0.007,0.017,0.034,41.517,12.25,4.117,-127.089,1179.9,0.012,0.016,0.007,-303.826,0.057,0.506
