DEPT,RHO8,PEFZ,DT,RLA2,RLA4,RT,RLA0,RXO8,GR,BS,CALI,TVDSS,TENS,RLA3,RLA1,RLA5,SP,HDRA,TNPH
11.887,,,,,,,,,,,,,,,,,,,
12.04,,,,,,,,,,,,,,,,,,,
12.192,,,,,,,,,,12.25,,,,,,,,,
12.344,,,,,,,,,,12.25,,,,,,,,,
12.497,,,,,,,,,,12.25,,,,,,,,,
12.649,,,,,,,,,,12.25,,,,,,,,,
12.802,,,,,,,,,,12.25,,,,,,,,,
12.954,,,,,,,,,,12.25,,,,,,,,,
13.106,,,,,,,,,,12.25,,,,,,,,,
13.259,,,,,,,,,,12.25,,,,,,,,,
13.411,,,,,,,,,,12.25,,,,,,,,,
13.564,,,,,,,,,,12.25,,,,,,,,,
13.716,,,,,,,,,,12.25,,,,,,,,,
13.868,,,,,,,,,,12.25,,,,,,,,,
14.021,,,,,,,,,,12.25,,,,,,,,,
14.173,,,,,,,,,,12.25,,,,,,,,,
14.326,,,,,,,,,,12.25,,,,,,,,,
14.478,,,,,,,,,,12.25,,,,,,,,,
14.63,,,,,,,,,,12.25,,,,,,,,,
14.783,,,,,,,,,,12.25,,,,,,,,,
14.935,,,,,,,,,,12.25,,,,,,,,,
15.088,,,,,,,,,,12.25,,,,,,,,,
15.24,,,,,,,,,,12.25,,,,,,,,,
15.392,,,,,,,,,26.688,12.25,,,,,,,,,
15.545,,,,,,,,,23.949,12.25,,,,,,,,,
15.697,,,,,,,,,20.988,12.25,,,,,,,,,
15.85,,,,,,,,,21.828,12.25,,,,,,,,,
16.002,,,,,,,,,28.633,12.25,,,,,,,,,
16.154,,,,,,,,,24.921,12.25,,,,,,,,,
16.307,,,,,,,,,19.486,12.25,,,,,,,,,
16.459,,,,,,,,,25.451,12.25,,,,,,,,,
16.612,,,,,,,,,23.794,12.25,,,,,,,,,
16.764,,,,,,,,,27.174,12.25,,,,,,,,,
16.916,,,,,,,,,23.065,12.25,,,,,,,,,
17.069,,,,,,,,,19.287,12.25,,,,,,,,,
17.221,,,,,,,,,24.523,12.25,,,,,,,,,1.123
17.374,,,,,,,,,24.855,12.25,,,,,,,,,1.088
17.526,,,,,,,,,22.137,12.25,,,,,,,,,1.065
17.678,,,,,,,,,17.961,12.25,,,,,,,,,1.09
17.831,,,,,,,,,22.999,12.25,,,,,,,,,1.011
17.983,,,,,,,,,22.734,12.25,,,,,,,,,1.034
18.136,,,,,,,,,20.745,12.25,,,,,,,,,0.968
18.288,,,,,,,,,22.204,12.25,,,,,,,,,1.102
18.44,,,,,,,,,20.679,12.25,,,,,,,,,0.98
18.593,,,,,,,,,22.535,12.25,,,,,,,,,1.08
18.745,,,,,,,,,20.348,12.25,,,,,,,,,1.102
18.898,,,,,,,,,17.431,12.25,,,,,,,,,1.379
19.05,,,,,,,,,22.601,12.25,,,,,,,,,1.42
19.202,,,,,,,,,26.777,12.25,,,,,,,,,1.235
19.355,,,,,,,,,27.705,12.25,,,,,,,,,1.176
19.507,,,,,,,,,27.241,12.25,,,,,,,,,1.11
19.66,,,,,,,,,20.944,12.25,,,,,,,,,0.957
19.812,,,,,,,,,23.927,12.25,,,,,,,,,0.91
19.964,,,,,,,,,27.638,12.25,,,,,,,,,0.83
20.117,,,,,,,,,20.944,12.25,,,,,,,,,0.866
20.269,,,,,,,,,23.662,12.25,,,,,,,,,0.925
20.422,,,,,,,,,22.535,12.25,,,,,,,,,0.956
20.574,,,,,,,,,27.904,12.25,,,,,,,,,1.226
20.726,,,,,,,,,24.325,12.25,,,,,,,,,1.292
20.879,,,,,,,,,23.661,12.25,,,,,,,,,1.511
21.031,,,,,,,,0.035,24.06,12.25,4.124,,,,,,,,1.257
21.184,2.593,10.0,,,,,,0.035,25.44,12.25,4.117,,,,,,,0.116,1.318
21.336,2.593,10.0,,,,,,0.035,30.237,12.25,4.131,,,,,,,0.116,1.333
21.488,2.593,10.0,,,,,,0.035,17.833,12.25,4.128,,,,,,,0.116,1.297
21.641,2.593,10.0,,,,,,0.035,22.474,12.25,4.128,,,,,,,0.116,0.971
21.793,2.593,10.0,,,,,,0.035,25.656,12.25,4.128,,,,,,,0.116,0.902
21.946,2.593,10.0,,,,,,0.035,21.664,12.25,4.117,,,,,,,0.116,0.939
22.098,2.593,10.0,,,,,,0.035,19.345,12.25,4.117,,,,,,,0.116,1.26
22.25,2.593,10.0,,,,,,0.035,24.462,12.25,4.128,,,,,,,0.116,1.21
22.403,2.593,10.0,,,,,,0.035,23.264,12.25,4.124,,,,,,,0.116,1.503
22.555,2.61,10.0,,,,,,0.035,29.965,12.25,4.128,,,,,,,0.12,1.521
22.708,2.617,10.0,,,,,,0.035,22.753,12.25,4.139,,,,,,,0.117,1.671
22.86,2.626,10.0,,,,,,0.035,22.82,12.25,4.139,,,,,,,0.116,1.33
23.012,2.59,10.0,,,,,,0.035,23.616,12.25,4.139,,,,,,,0.121,1.225
23.165,2.593,10.0,,,,,,0.035,23.141,12.25,4.131,,,,,,,0.13,1.167
23.317,2.585,10.0,,,,,,0.035,26.252,12.25,4.128,,,,,,,0.151,1.076
23.47,2.608,10.0,,,,,,0.035,30.74,12.25,4.117,,,,,,,0.178,1.282
23.622,2.64,10.0,,,,,,0.035,27.379,12.25,4.128,,,,,,,0.195,1.13
23.774,2.639,10.0,,,,,,0.035,26.766,12.25,4.117,,,,,,,0.189,1.105
23.927,2.587,10.0,,,,,,0.035,27.843,12.25,4.128,,,,,,,0.163,0.924
24.079,2.597,10.0,,,,,,0.035,16.577,12.25,4.131,,,,,,,0.152,1.117
24.232,2.628,10.0,,,,,,0.035,15.569,12.25,4.117,,,,,,,0.157,0.826
24.384,2.626,10.0,,,,,,0.035,23.203,12.25,4.128,,,,,,,0.166,0.826
24.536,2.622,10.0,,,,,,0.035,22.062,12.25,4.117,,,,,,,0.171,1.003
24.689,2.631,10.0,,,,,,0.035,22.819,12.25,4.139,,,,,,,0.149,1.747
24.841,2.657,10.0,,,,,,0.035,22.733,12.25,4.124,,,,,,,0.15,1.656
24.994,2.651,10.0,,,,,,0.035,28.042,12.25,4.128,,,,,,,0.145,1.716
25.146,2.709,10.0,,,,,,0.035,29.832,12.25,4.128,,,,,,,0.147,1.479
25.298,2.667,10.0,,100000.0,100000.0,100000.0,100000.0,0.035,23.151,12.25,4.139,,,100000.0,100000.0,100000.0,,0.133,1.935
25.451,2.622,10.0,,0.012,0.01,0.008,0.02,0.035,25.805,12.25,4.139,,,0.011,0.014,0.007,,0.117,1.267
25.603,2.616,10.0,,0.015,0.012,0.008,0.019,0.035,21.351,12.25,4.131,,,0.013,0.017,0.008,,0.109,1.574
25.756,2.64,10.0,,0.015,0.011,0.008,0.019,0.035,22.128,12.25,4.117,,,0.013,0.017,0.008,,0.117,1.179
25.908,2.629,10.0,,0.016,0.012,0.009,0.02,0.035,20.883,12.25,4.128,,,0.014,0.018,0.009,,0.127,1.491
26.06,2.646,10.0,,0.019,0.015,0.011,0.021,0.035,26.114,12.25,4.124,,,0.017,0.022,0.011,,0.141,1.302
26.213,2.767,10.0,,0.019,0.015,0.011,0.023,0.035,22.989,12.25,4.117,,,0.017,0.022,0.011,,0.145,1.444
26.365,2.724,10.0,,0.019,0.015,0.01,0.023,0.036,23.534,12.25,4.128,,,0.017,0.022,0.01,,0.156,1.539
26.518,2.615,10.0,,0.017,0.014,0.01,0.02,0.035,23.733,12.25,4.128,,,0.016,0.02,0.01,,0.168,1.843
26.67,2.633,10.0,,0.016,0.013,0.009,0.019,0.035,24.457,12.25,4.124,,,0.014,0.018,0.009,,0.199,1.662
26.822,2.677,10.0,,0.016,0.012,0.009,0.019,0.035,21.427,12.25,4.139,,,0.014,0.018,0.009,,0.214,1.068
26.975,2.703,10.0,,0.016,0.013,0.009,0.019,0.035,31.025,12.25,4.128,,,0.015,0.019,0.009,,0.229,0.955
27.127,2.676,10.0,,0.016,0.013,0.009,0.019,0.035,24.534,12.25,4.131,,,0.015,0.019,0.009,,0.23,0.99
27.28,2.696,10.0,,0.016,0.013,0.009,0.019,0.035,24.645,12.25,4.117,,,0.015,0.019,0.009,,0.247,1.079
27.432,2.713,10.0,,0.016,0.013,0.009,0.019,0.035,26.584,12.25,4.128,,,0.015,0.019,0.009,,0.259,0.959
27.584,2.73,10.0,,0.016,0.013,0.009,0.019,0.035,21.347,12.25,4.128,,,0.015,0.019,0.009,,0.266,0.805
27.737,2.734,10.0,,0.016,0.013,0.009,0.019,0.035,18.827,12.25,4.128,,,0.014,0.018,0.009,,0.255,0.861
27.889,2.708,10.0,,0.015,0.012,0.009,0.019,0.035,20.405,12.25,4.117,,,0.014,0.018,0.009,,0.236,0.968
28.042,2.668,10.0,,0.016,0.013,0.009,0.019,0.035,25.258,12.25,4.128,,,0.014,0.018,0.009,,0.213,0.951
28.194,2.65,10.0,,0.017,0.013,0.009,0.019,0.035,23.065,12.25,4.124,,,0.015,0.019,0.009,,0.187,0.97
28.346,2.619,10.0,,0.016,0.013,0.009,0.019,0.035,22.279,12.25,4.131,,,0.015,0.019,0.009,,0.157,1.019
28.499,2.599,10.0,,0.016,0.013,0.009,0.019,0.035,21.81,12.25,4.128,,,0.014,0.018,0.009,,0.13,1.054
28.651,2.626,10.0,,0.016,0.013,0.009,0.019,0.035,19.221,12.25,4.124,,,0.015,0.019,0.009,,0.115,0.977
28.804,2.62,10.0,,0.016,0.013,0.009,0.019,0.035,22.724,12.25,4.117,,,0.014,0.018,0.009,,0.104,0.992
28.956,2.602,10.0,,0.016,0.013,0.009,0.019,0.035,21.943,12.25,4.128,,,0.015,0.019,0.009,,0.095,1.377
29.108,2.611,10.0,,0.016,0.012,0.009,0.019,0.035,26.601,12.25,4.139,,,0.014,0.018,0.009,,0.082,1.309
29.261,2.57,10.0,,0.016,0.012,0.009,0.019,0.035,21.877,12.25,4.128,,,0.014,0.018,0.009,,0.075,1.143
29.413,2.548,10.0,,0.015,0.012,0.008,0.019,0.035,20.219,12.25,4.128,,,0.014,0.017,0.008,,0.052,1.072
29.566,2.527,10.0,,0.016,0.013,0.009,0.019,0.035,26.667,12.25,4.139,,,0.014,0.018,0.009,,0.031,1.049
29.718,2.521,10.0,,0.016,0.012,0.009,0.019,0.035,24.146,12.25,4.139,,,0.014,0.018,0.009,,0.01,1.302
29.87,2.525,10.0,,0.017,0.013,0.009,0.019,0.035,25.175,12.25,4.117,,,0.015,0.019,0.009,,0.01,1.006
30.023,2.529,10.0,,0.016,0.013,0.009,0.019,0.035,23.999,12.25,4.128,,,0.014,0.018,0.009,,0.01,0.977
30.175,2.56,10.0,,0.014,0.011,0.008,0.019,0.035,25.639,12.25,4.117,,,0.013,0.016,0.008,,0.01,0.983
30.328,2.551,10.0,,0.016,0.013,0.009,0.019,0.035,20.564,12.25,4.139,,,0.015,0.019,0.009,,0.031,1.18
30.48,2.579,10.0,,0.015,0.012,0.008,0.019,0.035,24.131,12.25,4.128,,,0.013,0.017,0.008,,0.06,1.223
30.632,2.599,10.0,,0.016,0.012,0.009,0.019,0.035,23.274,12.25,4.131,,,0.014,0.018,0.009,,0.097,1.13
30.785,2.574,10.0,,0.015,0.012,0.008,0.019,0.035,27.728,12.25,4.139,,,0.014,0.017,0.008,,0.111,1.212
30.937,2.577,10.0,,0.016,0.012,0.009,0.019,0.035,22.274,12.25,4.128,,,0.014,0.018,0.009,,0.122,1.557
31.09,2.611,10.0,,0.016,0.013,0.009,0.019,0.035,23.983,12.25,4.117,,,0.015,0.019,0.009,,0.125,1.257
31.242,2.592,10.0,,0.015,0.012,0.008,0.019,0.035,24.212,12.25,4.139,,,0.014,0.017,0.008,,0.128,0.743
31.394,2.61,10.0,,0.016,0.013,0.009,0.019,0.035,17.888,12.25,4.117,,,0.015,0.019,0.009,,0.136,0.775
31.547,2.601,10.0,,0.017,0.013,0.009,0.019,0.035,26.5,12.25,4.117,,,0.015,0.019,0.009,,0.153,0.812
31.699,2.6,10.0,,0.017,0.013,0.009,0.02,0.035,23.998,12.25,4.128,,,0.015,0.019,0.009,,0.167,0.929
31.852,2.616,10.0,,0.016,0.012,0.009,0.019,0.035,21.427,12.25,4.139,,,0.014,0.018,0.009,,0.175,0.879
32.004,2.622,10.0,,0.016,0.012,0.009,0.019,0.035,25.838,12.25,4.117,,,0.014,0.018,0.009,,0.176,1.078
32.156,2.604,10.0,,0.016,0.013,0.009,0.02,0.035,21.152,12.25,4.131,,,0.015,0.019,0.009,,0.173,1.133
32.309,2.599,10.0,,0.017,0.013,0.01,0.019,0.035,23.652,12.25,4.117,,,0.015,0.02,0.01,,0.167,1.327
32.461,2.593,10.0,,0.016,0.013,0.009,0.019,0.035,22.989,12.25,4.117,,,0.014,0.018,0.009,,0.161,1.171
32.614,2.62,10.0,,0.016,0.013,0.009,0.019,0.035,24.6,12.25,4.131,,,0.015,0.019,0.009,,0.143,1.217
32.766,2.619,10.0,,0.015,0.012,0.008,0.019,0.035,17.571,12.25,4.131,,,0.014,0.017,0.008,,0.129,1.068
32.918,2.587,10.0,,0.018,0.014,0.01,0.019,0.035,25.672,12.25,4.139,,,0.016,0.02,0.01,,0.113,1.189
33.071,2.566,10.0,,0.016,0.013,0.009,0.019,0.035,25.191,12.25,4.128,,,0.014,0.019,0.009,,0.117,0.998
33.223,2.545,10.0,,0.016,0.012,0.009,0.019,0.035,28.777,12.25,4.131,,,0.014,0.018,0.009,,0.112,1.1
33.376,2.568,10.0,,0.015,0.012,0.008,0.019,0.035,27.446,12.25,4.128,,,0.014,0.018,0.008,,0.109,1.21
33.528,2.562,10.0,,0.016,0.012,0.009,0.019,0.035,23.651,12.25,4.117,,,0.014,0.018,0.009,,0.105,1.322
33.68,2.588,10.0,,0.016,0.013,0.009,0.019,0.035,20.219,12.25,4.128,,,0.015,0.019,0.009,,0.101,1.13
33.833,2.598,10.0,,0.016,0.012,0.008,0.019,0.035,24.661,12.25,4.128,,,0.014,0.018,0.008,,0.103,0.811
33.985,2.59,10.0,66.689,0.017,0.013,0.009,0.019,0.035,23.386,12.25,4.117,,,0.015,0.019,0.009,,0.1,0.911
34.138,2.593,10.0,66.664,0.016,0.012,0.009,0.019,0.035,22.213,12.25,4.131,,,0.014,0.018,0.009,,0.101,1.031
34.29,2.59,10.0,66.43,0.015,0.012,0.008,0.019,0.035,29.15,12.25,4.117,,,0.013,0.017,0.008,,0.095,1.358
34.442,2.577,10.0,66.242,0.017,0.013,0.01,0.02,0.035,24.926,12.25,4.128,,,0.015,0.02,0.01,,0.096,1.362
34.595,2.539,10.0,65.937,0.015,0.012,0.008,0.019,0.035,21.474,12.25,4.124,,,0.014,0.018,0.008,,0.094,1.382
34.747,2.531,10.0,66.118,0.016,0.012,0.009,0.019,0.035,24.07,12.25,4.131,,,0.014,0.018,0.009,,0.092,1.16
34.9,2.533,10.0,65.739,0.016,0.012,0.009,0.019,0.035,22.341,12.25,4.128,,,0.014,0.018,0.009,,0.088,1.288
35.052,2.554,10.0,66.948,0.015,0.012,0.008,0.019,0.035,29.68,12.25,4.117,,,0.013,0.017,0.008,,0.092,1.263
35.204,2.568,10.0,67.376,0.016,0.012,0.009,0.019,0.035,25.462,12.25,4.131,,,0.014,0.018,0.009,,0.083,1.452
35.357,2.543,10.0,67.159,0.016,0.012,0.009,0.019,0.035,22.393,12.25,4.117,,,0.014,0.018,0.009,,0.067,1.38
35.509,2.502,10.0,58.822,0.015,0.012,0.008,0.019,0.035,19.428,12.25,4.131,,,0.013,0.017,0.008,,0.06,1.183
35.662,2.578,10.0,57.727,0.017,0.013,0.009,0.02,0.035,24.146,12.25,4.139,,,0.015,0.02,0.009,,0.104,1.167
35.814,2.62,10.0,56.225,0.016,0.013,0.009,0.019,0.035,25.871,12.25,4.139,,,0.015,0.019,0.009,,0.156,1.224
35.966,2.557,10.0,56.564,0.016,0.013,0.009,0.019,0.035,21.943,12.25,4.128,,,0.014,0.018,0.009,,0.172,1.371
36.119,2.546,10.0,55.869,0.016,0.012,0.009,0.019,0.035,23.784,12.25,4.117,,,0.014,0.018,0.009,,0.153,1.479
36.271,2.571,10.0,56.185,0.016,0.013,0.009,0.019,0.035,24.6,12.25,4.131,,,0.014,0.018,0.009,,0.152,1.515
36.424,2.599,10.0,65.145,0.015,0.012,0.008,0.019,0.035,25.385,12.25,4.124,,,0.014,0.017,0.008,,0.171,1.381
36.576,2.616,10.0,64.932,0.016,0.013,0.009,0.019,0.035,19.676,12.25,4.117,,,0.014,0.018,0.009,,0.182,1.311
36.728,2.623,10.0,81.865,0.015,0.012,0.008,0.019,0.035,23.529,12.25,4.124,,,0.014,0.017,0.008,,0.18,1.029
36.881,2.624,10.0,80.553,0.017,0.013,0.009,0.019,0.035,27.711,12.25,4.128,,,0.015,0.019,0.009,,0.171,1.158
37.033,2.607,10.0,79.973,0.016,0.013,0.009,0.019,0.035,24.656,12.25,4.124,,,0.014,0.019,0.009,,0.161,1.09
37.186,2.601,10.0,79.572,0.016,0.012,0.009,0.019,0.035,25.921,12.25,4.128,,,0.014,0.018,0.009,,0.141,1.251
37.338,2.593,10.0,78.316,0.015,0.012,0.008,0.019,0.035,29.481,12.25,4.117,,,0.014,0.018,0.008,,0.102,0.914
37.49,2.609,10.0,70.518,0.016,0.013,0.009,0.019,0.035,26.401,12.25,4.139,-220.673,1004.905,0.015,0.019,0.009,,0.074,0.902
37.643,2.605,10.0,74.182,0.015,0.012,0.008,0.02,0.035,20.02,12.25,4.128,-220.509,1037.882,0.014,0.018,0.008,-312.355,0.066,1.001
37.795,2.726,10.0,70.646,0.02,0.015,0.011,0.022,0.035,19.428,12.25,4.131,-220.352,1040.0,0.018,0.023,0.011,-312.363,0.084,1.07
37.948,2.701,10.0,73.171,0.022,0.018,0.013,0.025,0.035,19.834,12.25,4.139,-220.2,1015.375,0.02,0.026,0.013,-312.396,0.084,0.961
38.1,2.582,10.0,65.57,0.021,0.017,0.012,0.023,0.035,18.301,12.25,4.131,-220.051,1023.6,0.019,0.024,0.012,-312.266,0.057,0.898
38.252,2.541,10.0,60.653,0.019,0.015,0.011,0.022,0.035,22.724,12.25,4.117,-219.903,999.4,0.017,0.022,0.011,-312.161,0.031,0.878
38.405,2.54,10.0,61.338,0.018,0.014,0.01,0.02,0.035,25.308,12.25,4.117,-219.748,1013.071,0.016,0.021,0.01,-312.269,0.033,0.869
38.557,2.543,10.0,62.006,0.016,0.013,0.009,0.02,0.035,22.275,12.25,4.128,-219.594,1009.286,0.014,0.018,0.009,-312.205,0.049,1.171
38.71,2.546,10.0,63.49,0.015,0.012,0.008,0.019,0.035,20.688,12.25,4.131,-219.438,993.429,0.014,0.017,0.008,-312.313,0.064,1.369
38.862,2.553,10.0,63.327,0.015,0.012,0.008,0.019,0.035,24.115,12.25,4.117,-219.288,990.923,0.014,0.017,0.008,-312.336,0.056,1.382
39.014,2.55,10.0,64.396,0.016,0.012,0.009,0.019,0.035,23.784,12.25,4.117,-219.136,995.786,0.014,0.018,0.009,-312.433,0.05,1.302
39.167,2.522,10.0,63.611,0.015,0.012,0.008,0.02,0.035,24.212,12.25,4.139,-218.983,986.692,0.014,0.018,0.008,-312.423,0.044,1.072
39.319,2.485,10.0,61.727,0.016,0.013,0.009,0.02,0.035,23.402,12.25,4.128,-218.832,1022.0,0.014,0.018,0.009,-312.143,0.054,1.142
39.472,2.491,10.0,62.974,0.016,0.013,0.009,0.02,0.035,16.629,12.25,4.117,-218.677,1021.071,0.015,0.019,0.009,-311.911,0.061,0.96
39.624,2.392,10.0,62.39,0.016,0.013,0.009,0.02,0.035,26.203,12.25,4.139,-218.527,998.077,0.015,0.019,0.009,-311.813,0.051,1.094
39.776,2.304,10.0,60.262,0.016,0.013,0.009,0.02,0.035,26.324,12.25,4.131,-218.377,1002.143,0.014,0.018,0.009,-311.625,0.03,1.279
39.929,2.252,10.0,61.366,0.016,0.013,0.009,0.02,0.035,26.578,12.25,4.124,-218.222,1040.857,0.015,0.019,0.009,-311.321,0.008,1.309
40.081,2.206,10.0,60.822,0.015,0.012,0.009,0.02,0.035,28.705,12.25,4.128,-218.067,1012.643,0.014,0.018,0.009,-311.313,0.004,1.348
40.234,2.218,10.0,61.231,0.016,0.013,0.009,0.02,0.035,29.434,12.25,4.128,-217.918,1016.385,0.014,0.018,0.009,-311.464,0.003,1.434
40.386,2.195,10.0,61.02,0.017,0.014,0.01,0.02,0.035,25.993,12.25,4.131,-217.768,1023.286,0.016,0.02,0.01,-311.721,0.004,1.443
40.538,2.194,10.0,60.917,0.016,0.012,0.009,0.02,0.035,28.59,12.25,4.139,-217.612,1029.643,0.014,0.018,0.009,-311.728,0.004,1.481
40.691,2.215,10.0,60.995,0.016,0.013,0.009,0.02,0.035,22.355,12.25,4.139,-217.456,990.857,0.015,0.019,0.009,-311.594,0.006,1.095
40.843,2.226,10.0,60.89,0.016,0.013,0.009,0.02,0.035,22.606,12.25,4.128,-217.307,1004.692,0.014,0.018,0.009,-311.5,0.007,1.01
40.996,2.193,10.0,68.721,0.017,0.014,0.01,0.02,0.035,27.042,12.25,4.124,-217.16,1026.643,0.016,0.02,0.01,-311.371,0.009,1.052
41.148,2.181,10.0,69.085,0.017,0.013,0.01,0.02,0.035,26.302,12.25,4.117,-217.006,1011.929,0.015,0.019,0.01,-311.082,0.013,1.066
41.3,2.161,10.0,69.405,0.016,0.012,0.009,0.019,0.035,22.734,12.25,4.124,-216.851,995.571,0.014,0.018,0.009,-310.964,0.013,1.28
41.453,2.206,10.0,81.931,0.016,0.013,0.009,0.02,0.035,27.861,12.25,4.139,-216.696,1010.214,0.014,0.018,0.009,-311.089,0.011,1.205
41.605,2.205,10.0,82.054,0.017,0.013,0.01,0.019,0.035,26.976,12.25,4.124,-216.542,1006.357,0.015,0.019,0.01,-310.862,0.006,1.152
41.758,2.209,10.0,82.775,0.015,0.012,0.008,0.019,0.034,21.796,12.25,4.117,-216.393,993.154,0.013,0.017,0.008,-310.692,0.005,0.982
41.91,2.207,10.0,82.609,0.016,0.012,0.009,0.019,0.034,24.876,12.25,4.139,-216.245,1005.214,0.014,0.018,0.009,-310.656,0.005,0.937
42.062,2.206,10.0,82.893,0.016,0.013,0.009,0.019,0.034,26.07,12.25,4.139,-216.09,1009.429,0.014,0.018,0.009,-310.586,0.005,0.766
42.215,2.209,10.0,82.625,0.015,0.012,0.008,0.019,0.034,28.62,12.25,4.117,-215.936,999.429,0.013,0.017,0.008,-310.558,0.006,0.898
42.367,2.194,10.0,83.258,0.017,0.013,0.009,0.019,0.034,24.115,12.25,4.117,-215.785,1000.077,0.015,0.019,0.009,-310.594,0.007,0.885
42.52,2.208,10.0,82.784,0.015,0.012,0.008,0.019,0.034,22.26,12.25,4.117,-215.634,985.786,0.014,0.018,0.008,-310.884,0.026,1.25
42.672,2.262,10.0,74.952,0.015,0.012,0.008,0.019,0.034,26.566,12.25,4.117,-215.48,1001.072,0.013,0.017,0.008,-311.404,0.052,1.369
42.824,2.302,10.0,74.723,0.015,0.012,0.008,0.019,0.034,26.849,12.25,4.128,-215.325,1005.572,0.014,0.017,0.008,-311.759,0.081,1.653
42.977,2.331,10.0,74.544,0.014,0.011,0.008,0.019,0.034,22.393,12.25,4.117,-215.176,1021.154,0.013,0.016,0.008,-311.683,0.094,1.453
43.129,2.314,10.0,73.776,0.015,0.012,0.008,0.019,0.034,23.254,12.25,4.117,-215.025,1036.857,0.014,0.017,0.008,-311.754,0.093,1.447
43.282,2.267,10.0,74.561,0.015,0.012,0.009,0.019,0.034,22.545,12.25,4.131,-214.87,1014.143,0.014,0.018,0.009,-311.668,0.087,1.443
43.434,2.23,10.0,74.601,0.016,0.012,0.009,0.019,0.034,22.677,12.25,4.131,-214.715,1025.5,0.014,0.018,0.009,-311.299,0.064,1.486
43.586,2.215,10.0,82.683,0.016,0.012,0.009,0.019,0.034,23.207,12.25,4.131,-214.561,1034.143,0.014,0.018,0.009,-310.75,0.038,0.991
43.739,2.179,10.0,82.969,0.015,0.012,0.008,0.019,0.034,19.345,12.25,4.117,-214.411,1017.769,0.014,0.018,0.008,-310.375,0.013,0.961
43.891,2.182,10.0,82.919,0.016,0.012,0.009,0.019,0.034,27.662,12.25,4.139,-214.261,1036.0,0.014,0.018,0.009,-310.178,0.005,0.753
44.044,2.177,10.0,83.0,0.016,0.013,0.009,0.019,0.034,27.163,12.25,4.117,-214.105,1013.5,0.014,0.018,0.009,-310.183,0.004,0.838
44.196,2.167,10.0,83.142,0.015,0.012,0.008,0.019,0.034,29.03,12.25,4.124,-213.955,1030.385,0.013,0.017,0.008,-310.129,0.003,0.902
44.348,2.184,10.0,83.082,0.015,0.012,0.008,0.019,0.034,29.639,12.25,4.131,-213.805,1032.643,0.013,0.017,0.008,-310.067,0.004,1.081
44.501,2.216,10.0,83.266,0.015,0.012,0.008,0.018,0.034,26.898,12.25,4.117,-213.651,1012.5,0.013,0.017,0.008,-310.004,0.007,1.069
44.653,2.226,10.0,83.536,0.015,0.012,0.008,0.018,0.034,30.116,12.25,4.139,-213.495,1007.857,0.013,0.017,0.008,-310.013,0.016,0.998
44.806,2.216,10.0,83.829,0.015,0.012,0.008,0.019,0.034,29.103,12.25,4.128,-213.345,998.0,0.013,0.017,0.008,-310.268,0.019,1.175
44.958,2.212,10.0,83.619,0.015,0.012,0.008,0.018,0.034,28.753,12.25,4.117,-213.196,987.071,0.014,0.018,0.008,-310.414,0.016,1.187
45.11,2.214,10.0,84.024,0.015,0.012,0.008,0.018,0.034,29.103,12.25,4.128,-213.04,980.143,0.013,0.017,0.008,-310.272,0.008,1.289
45.263,2.191,10.0,84.108,0.016,0.012,0.009,0.018,0.034,31.602,12.25,4.117,-212.887,970.714,0.014,0.018,0.009,-310.223,0.004,1.015
45.415,2.19,10.0,83.833,0.015,0.012,0.008,0.019,0.034,26.523,12.25,4.131,-212.737,991.308,0.014,0.017,0.008,-309.911,0.003,1.204
45.568,2.197,10.0,83.914,0.014,0.011,0.008,0.019,0.034,25.009,12.25,4.139,-212.587,997.857,0.013,0.017,0.008,-309.716,0.004,1.06
45.72,2.188,10.0,84.015,0.015,0.012,0.008,0.019,0.034,24.876,12.25,4.139,-212.432,1010.857,0.014,0.018,0.008,-309.464,0.006,1.088
45.872,2.189,10.0,84.094,0.015,0.012,0.008,0.019,0.034,25.456,12.25,4.128,-212.28,999.462,0.014,0.017,0.008,-309.107,0.007,1.066
46.025,2.192,10.0,76.478,0.017,0.013,0.009,0.019,0.034,29.368,12.25,4.128,-212.128,997.714,0.015,0.019,0.009,-308.832,0.005,1.066
46.177,2.181,10.0,76.356,0.015,0.012,0.008,0.019,0.034,27.976,12.25,4.128,-211.974,1016.071,0.013,0.017,0.008,-308.817,0.003,1.153
46.33,2.173,10.0,76.221,0.015,0.012,0.009,0.019,0.034,29.746,12.25,4.117,-211.819,1023.357,0.014,0.018,0.009,-308.92,0.001,1.022
46.482,2.176,10.0,75.566,0.016,0.013,0.009,0.019,0.034,26.633,12.25,4.117,-211.669,1023.308,0.014,0.018,0.009,-309.089,0.002,1.027
46.634,2.169,10.0,75.353,0.015,0.012,0.008,0.019,0.034,23.672,12.25,4.131,-211.519,1012.214,0.014,0.018,0.008,-309.096,0.004,1.07
46.787,2.147,10.0,82.921,0.016,0.013,0.009,0.019,0.034,22.739,12.25,4.128,-211.363,1025.143,0.014,0.019,0.009,-309.237,0.005,1.098
46.939,2.162,10.0,83.395,0.015,0.012,0.009,0.019,0.034,28.843,12.25,4.131,-211.209,1042.143,0.014,0.018,0.009,-309.607,0.005,1.268
47.092,2.163,10.0,83.142,0.015,0.012,0.008,0.019,0.034,26.831,12.25,4.117,-211.06,1030.692,0.013,0.017,0.008,-309.192,0.003,1.326
