DEPTH,BS:1,BS:2,BS:3,BS:4,BS:5,BS:6,DNPH:1,DNPH:2,DTCO:1,DTCO:2,DTCO:3,DTCO:4,DTRP:1,DTRP:2,DTRP:3,DTRP:4,DTRS:1,DTRS:2,DTRS:3,DTRS:4,DTSM:1,DTSM:2,DTSM:3,DTSM:4,DTTP:1,DTTP:2,DTTP:3,DTTP:4,DTTS:1,DTTS:2,DTTS:3,DTTS:4,DT_XD_R,DT_XD_T,ECGR:1,ECGR:2,ECGR:3,ECGR:4,ECGR:5,EHGR,HCAL:1,HCAL:2,HCAL:3,HDRA:1,HDRA:2,HMIN:1,HMIN:2,HMNO:1,HMNO:2,HTEM:1,HTEM:2,HTNP,PEF8,PEFZ,RHO8,RHOZ,RLA1:1,RLA1:2,RLA2:1,RLA2:2,RLA3:1,RLA3:2,RLA4:1,RLA4:2,RLA5:1,RLA5:2,RT_HRLT:1,RT_HRLT:2,RXO8,RXOZ,RXO_HRLT:1,RXO_HRLT:2,SP:1,SP:2,TENS:1,TENS:2,TENS:3,TENS:4,TENS:5,TENS:6,TNPH
46.7868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3221,,17.3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.4548,,846.4548,,,
46.9392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5059,,17.5059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.8674,,847.8674,,,
47.0916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9486,,16.9486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.2646,,843.2646,,,
47.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4112,,18.4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.3163,,852.3163,,,
47.3964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4308,,18.4308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.9291,,852.9291,,,
47.5488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0279,,19.0279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.2544,,854.2544,,,
47.7012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0119,,19.0119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.1076,,853.1076,,,
47.8536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8433,,18.8433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.1416,,859.1416,,,
48.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.664,,17.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.6884,,851.6884,,,
48.1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4711,,17.4711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.6992,,847.6992,,,
48.3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6688,,17.6688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.5291,,856.5291,,,
48.4632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7089,,18.7089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.9606,,849.9606,,,
48.6156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6608,,18.6608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.5005,,859.5005,,,
48.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4832,,19.4832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.7845,,855.7845,,,
48.9204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9568,,19.9568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.0889,,858.0889,,,
49.0728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5565,,19.5565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.9186,,851.9186,,,
49.2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2924,,19.2924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.0986,,862.0986,,,
49.3776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9342,,17.9342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0191,,840.0191,,,
49.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8285,,17.8285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.6073,,844.6073,,,
49.6824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8055,,16.8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.0866,,851.0866,,,
49.8348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8542,,16.8542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.5777,,849.5777,,,
49.9872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1244,,17.1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.5656,,851.5656,,,
50.1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6346,,17.6346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.8885,,846.8885,,,
50.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0205,,18.0205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.9319,,851.9319,,,
50.4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1374,,19.1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.2076,,858.2076,,,
50.5968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6331,,18.6331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.3477,,859.3477,,,
50.7492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3606,,18.3606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.2791,,857.2791,,,
50.9016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2512,,17.2512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.72,,850.72,,,
51.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9225,,17.9225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.0327,,852.0327,,,
51.2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.597,,17.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.9622,,858.9622,,,
51.3588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.043,,17.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.5839,,847.5839,,,
51.5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2909,,17.2909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.9281,,858.9281,,,
51.6636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.27,,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.6528,,839.6528,,,
51.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6016,,19.6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.1914,,854.1914,,,
51.9684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9089,,19.9089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.3699,,836.3699,,,
52.1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2546,,18.2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.8416,,848.8416,,,
52.2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5152,,18.5152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.106,,854.106,,,
52.4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.395,,18.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.301,,841.301,,,
52.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4174,,19.4174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.7595,,852.7595,,,
52.7304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8095,,21.8095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.4931,,838.4931,,,
52.8828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3375,,21.3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.9246,,839.9246,,,
53.0352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7839,,20.7839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.0667,,846.0667,,,
53.1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2036,,19.2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.783,,848.783,,,
53.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8027,,17.8027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.4605,,851.4605,,,
53.4924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0062,,18.0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.6962,,845.6962,,,
53.6448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8131,,16.8131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.3715,,846.3715,,,
53.7972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.099,,19.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.8178,,846.8178,,,
53.9496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3335,,18.3335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.4701,,844.4701,,,
54.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0476,,20.0476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.5247,,866.5247,,,
54.2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6243,,20.6243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.549,,854.549,,,
54.4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7395,,22.7395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.5896,,858.5896,,,
54.5592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9766,,22.9766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.4371,,858.4371,,,
54.7116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9449,,21.9449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.4219,,856.4219,,,
54.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6385,,21.6385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.519,,862.519,,,
55.0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5486,,20.5486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.8939,,848.8939,,,
55.1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3202,,20.3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.4535,,850.4535,,,
55.3212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3417,,19.3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.6352,,848.6352,,,
55.4736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.188,,22.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.9107,,850.9107,,,
55.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9113,,21.9113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.6017,,853.6017,,,
55.7784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.04,,23.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.316,,859.316,,,
55.9308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0307,,20.0307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.795,,853.795,,,
56.0832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.366,,20.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.7459,,857.7459,,,
56.2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6913,,20.6913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.7036,,852.7036,,,
56.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.157,,21.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.5189,,847.5189,,,
56.5404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2694,,22.2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.9874,,853.9874,,,
56.6928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0446,,22.0446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.058,,855.058,,,
56.8452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8796,,22.8796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.5775,,855.5775,,,
56.9976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3718,,22.3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.1042,,853.1042,,,
57.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7903,,20.7903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.3078,,858.3078,,,
57.3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4755,,20.4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.1833,,855.1833,,,
57.4548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1102,,20.1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.2604,,849.2604,,,
57.6072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1298,,21.1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.796,,854.796,,,
57.7596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2487,,20.2487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.3542,,862.3542,,,
57.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1358,,21.1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.844,,858.844,,,
58.0644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9989,,20.9989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.4151,,881.4151,,,
58.2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3315,,23.3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.3599,,860.3599,,,
58.3692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5406,,22.5406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.8267,,863.8267,,,
58.5216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7364,,22.7364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.5136,,865.5136,,,
58.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1013,,21.1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.0268,,854.0268,,,
58.8264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4945,,20.4945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.5529,,855.5529,,,
58.9788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6953,,21.6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.4666,,859.4666,,,
59.1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7156,,22.7156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.1575,,866.1575,,,
59.2836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7695,,23.7695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.0692,,862.0692,,,
59.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4403,,21.4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.745,,868.745,,,
59.5884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5014,,20.5014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.5762,,867.5762,,,
59.7408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4021,,20.4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.5794,,864.5794,,,
59.8932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5005,,22.5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.1854,,866.1854,,,
60.0456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5478,,21.5478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.5351,,861.5351,,,
60.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5998,,19.5998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.8506,,859.8506,,,
60.3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9228,,15.9228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.9816,,873.9816,,,
60.5028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6648,,14.6648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.8708,,865.8708,,,
60.6552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2757,,13.2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.2421,,878.2421,,,
60.8076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1389,,15.1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.5676,,873.5676,,,
60.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2139,,19.2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.6467,,867.6467,,,
61.1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3061,,21.3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.5439,,871.5439,,,
61.2648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7482,,22.7482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.5585,,880.5585,,,
61.4172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2147,,21.2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.6714,,864.6714,,,
61.5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5212,,22.5212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.5136,,875.5136,,,
61.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4261,,21.4261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.974,,867.974,,,
61.8744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8878,,19.8878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.5712,,886.5712,,,
62.0268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6257,,18.6257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.379,,864.379,,,
62.1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4918,,19.4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.9043,,873.9043,,,
62.3316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3357,,19.3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.127,,862.127,,,
62.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5751,,18.5751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.354,,870.354,,,
62.6364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2688,,19.2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.6632,,870.6632,,,
62.7888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4235,,19.4235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.9707,,879.9707,,,
62.9412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2845,,20.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.9932,,867.9932,,,
63.0936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0568,,19.0568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.2182,,878.2182,,,
63.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0086,,20.0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.4841,,855.4841,,,
63.3984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2052,,21.2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.5657,,867.5657,,,
63.5508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9102,,20.9102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.1646,,862.1646,,,
63.7032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0607,,22.0607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.1758,,864.1758,,,
63.8556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7287,,22.7287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.5575,,872.5575,,,
64.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3181,,23.3181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.2596,,878.2596,,,
64.1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0999,,22.0999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.4513,,871.4513,,,
64.3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1121,,22.1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.701,,877.701,,,
64.4652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9949,,21.9949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.1769,,868.1769,,,
64.6176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1789,,22.1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.7504,,883.7504,,,
64.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9193,,20.9193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.9983,,869.9983,,,
64.9224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4559,,19.4559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.867,,869.867,,,
65.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6995,,20.6995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.6456,,881.6456,,,
65.2272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3155,,21.3155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.4312,,865.4312,,,
65.3796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5186,,21.5186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.9118,,870.9118,,,
65.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4458,,21.4458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.6699,,872.6699,,,
65.6844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.152,,21.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.2666,,866.2666,,,
65.8368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0082,,23.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.0886,,885.0886,,,
65.9892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4877,,22.4877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.8075,,878.8075,,,
66.1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6666,,23.6666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.1979,,880.1979,,,
66.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9222,,24.9222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.0268,,863.0268,,,
66.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7586,,24.7586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.1463,,872.1463,,,
66.5988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6522,,23.6522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.0699,,880.0699,,,
66.7512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3575,,22.3575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.7706,,866.7706,,,
