DEPTH,BS,DI_HRLT,DPH8,DSO8,DT,EHGR_EDTC,HCAL,HDRA,HGR,HGR_EDTC,HMIN,HMNO,HNPO,HTEM,HTNP,PEF8,PEM8,REMS,RHO8,RLA0,RLA1,RLA2,RLA3,RLA4,RLA5,RM_HRLT,ROM8,RO_HILT,RSO8,RT,RT_HRLT,RXO8,RXO_HRLT,SP,SPHI,TENS,TNPH
273.2532,8.5,28.9847,0.287045,0.000392,139.2195,95.4264,9.0703,-0.0011,111.8238,93.8333,1.4607,1.389,0.3699,31.769,0.39,2.9859,1.4977,0.187149,2.2191,0.138425,15.735,20.4921,22.7441,24.362,27.4772,0.151288,1.4022,7.3214,0.034718,34.4661,34.6326,2.206,8.8282,-239.5574,0.373595,813.4142,0.3778
273.4056,8.5,28.703,0.287379,0.002723,138.9462,94.7689,9.0122,-0.0016,106.6679,93.5313,1.5434,1.4303,0.3629,31.769,0.3819,3.0298,1.4964,0.187119,2.2186,0.139468,15.3785,20.3101,22.5972,24.2627,27.3269,0.149778,1.4637,7.4995,0.023772,34.5246,34.5864,2.1896,8.4116,-239.3383,0.373113,813.7334,0.3677
273.558,8.5,28.4856,0.286882,0.002836,138.7613,98.0457,9.0056,-0.0015,104.9929,96.8022,1.5715,1.4446,0.3714,31.769,0.3858,3.0311,1.496,0.1871,2.2194,0.139458,15.0706,20.1901,22.5408,24.2431,27.2403,0.149248,1.4784,7.462,0.020141,34.6464,34.6368,2.1851,8.0338,-239.2092,0.372781,813.5363,0.3723
273.7104,8.5,28.3728,0.285033,-0.00066,138.7206,107.7261,9.0825,-0.0006,108.9834,105.8884,1.5108,1.415,0.4053,31.769,0.409,2.9628,1.4974,0.1871,2.2226,0.137731,14.8421,20.1708,22.6317,24.3533,27.2572,0.15031,1.4169,7.0738,0.028417,34.8712,34.8444,2.2,7.7192,-239.2266,0.372695,812.4987,0.4009
273.8628,8.5,28.26,0.283185,-0.004157,138.6798,117.4065,9.1595,0.0002,112.9739,114.9746,1.45,1.3854,0.4393,31.769,0.4322,2.8946,1.4988,0.1871,2.2257,0.136004,14.6135,20.1516,22.7226,24.4635,27.274,0.151373,1.3554,6.6856,0.036692,35.096,35.052,2.2148,7.4047,-239.2441,0.372608,811.4612,0.4295
274.0152,8.5,28.1502,0.281883,-0.00636,138.6283,125.6272,9.2337,0.0011,115.8655,122.6572,1.3863,1.3526,0.4665,31.769,0.4509,2.8372,1.5,0.1871,2.2279,0.134182,14.4398,20.175,22.8513,24.6247,27.3269,0.152093,1.3,6.3567,0.045332,35.3597,35.302,2.2255,7.1371,-239.2897,0.372503,810.3048,0.4531
274.1676,8.5,28.0674,0.285511,0.003107,138.479,120.6726,9.2822,0.002,108.8375,117.6701,1.2971,1.2911,0.433,31.769,0.4285,2.877,1.5,0.1871,2.2217,0.131499,14.7609,20.5834,23.3209,25.2461,27.7043,0.149721,1.3,6.5629,0.057262,35.9735,35.9342,2.1978,7.2944,-239.5897,0.372236,808.0753,0.4317
274.32,8.5,27.9846,0.28914,0.012574,138.3298,115.718,9.3308,0.0029,101.8096,112.6829,1.2079,1.2295,0.3995,31.769,0.4061,2.9168,1.5,0.1871,2.2155,0.128817,15.082,20.9919,23.7906,25.8674,28.0817,0.147348,1.3,6.7692,0.069192,36.5873,36.5665,2.1702,7.4516,-239.8898,0.37197,805.8458,0.4103
274.4724,8.5,27.9018,0.292768,0.022041,138.1806,110.7634,9.3793,0.0037,94.7817,107.6957,1.1187,1.168,0.366,31.769,0.3837,2.9566,1.5,0.1871,2.2093,0.126134,15.4031,21.4003,24.2603,26.4888,28.4592,0.144975,1.3,6.9755,0.081122,37.2011,37.1987,2.1425,7.6088,-240.1898,0.371703,803.6163,0.3889
274.6248,8.5,27.9444,0.293707,0.044237,138.1826,110.2848,9.5072,0.0078,99.8099,106.5891,1.0489,1.1193,0.3794,31.769,0.3889,2.9911,1.4969,0.1871,2.2077,0.124139,15.6585,21.4485,24.363,26.6999,28.2948,0.145655,1.2718,6.9648,0.095145,37.0696,37.0692,2.1525,7.8329,-240.3568,0.371708,804.5234,0.3911
274.7772,8.5,28.0148,0.29405,0.069247,138.2181,110.796,9.6526,0.0126,107.5043,106.3407,0.9834,1.0734,0.4032,31.769,0.4002,3.0244,1.4932,0.1871,2.2072,0.122296,15.8994,21.4169,24.3846,26.8203,28.0105,0.14701,1.2373,6.9061,0.109632,36.7734,36.7712,2.1709,8.0718,-240.4944,0.371773,806.1241,0.3986
274.9296,8.5,28.0851,0.294394,0.094257,138.2535,111.3073,9.7981,0.0173,115.1987,106.0923,0.9178,1.0275,0.4271,31.769,0.4116,3.0577,1.4895,0.1871,2.2066,0.120453,16.1403,21.3854,24.4061,26.9407,27.7263,0.148365,1.2028,6.8475,0.124118,36.4771,36.4732,2.1893,8.3107,-240.632,0.371838,807.7249,0.4061
275.082,8.5,27.7675,0.293031,0.101567,138.0942,109.6073,9.768,0.018,114.4419,104.4678,0.9106,1.028,0.4252,31.769,0.4074,3.0915,1.4857,0.1871,2.2089,0.120774,16.2734,21.4748,24.6164,26.9738,27.546,0.14786,1.1686,7.0167,0.127079,36.3857,36.3103,2.228,8.3452,-240.6199,0.371543,807.9276,0.3997
275.2344,8.5,27.1168,0.290203,0.093679,137.7675,106.0091,9.5874,0.0151,106.4294,101.6619,0.9534,1.0683,0.4014,31.769,0.3897,3.1257,1.482,0.1871,2.2138,0.122952,16.3138,21.6681,24.9888,26.9319,27.4548,0.145757,1.1347,7.3815,0.120146,36.4703,36.2634,2.2841,8.2041,-240.4794,0.370938,806.9301,0.3814
275.3868,8.5,26.4661,0.287375,0.085792,137.4409,102.4108,9.4067,0.0122,98.4169,98.8559,0.9962,1.1086,0.3776,31.769,0.3721,3.1598,1.4782,0.1871,2.2186,0.125131,16.3542,21.8614,25.3611,26.89,27.3637,0.143654,1.1007,7.7463,0.113212,36.5548,36.2164,2.3402,8.0631,-240.3388,0.370332,805.9326,0.3632
275.5392,8.5,25.9075,0.28552,0.074594,136.9756,100.1639,9.2971,0.0092,93.1982,97.1239,1.049,1.1555,0.3645,31.769,0.3614,3.1748,1.4773,0.1871,2.2218,0.126467,16.5782,22.2765,25.7851,26.9892,27.4479,0.142354,1.0931,7.9415,0.104717,36.6907,36.2884,2.3876,8.0988,-240.2595,0.36946,805.6428,0.3525
275.6916,8.5,25.6149,0.286472,0.053832,136.1098,101.8192,9.393,0.0057,96.0473,98.4932,1.1307,1.2215,0.3825,31.769,0.3708,3.1345,1.4848,0.1871,2.2201,0.125373,17.3324,23.3324,26.3583,27.4956,28.0386,0.143376,1.1615,7.6468,0.091713,36.9752,36.7037,2.4098,8.6449,-240.3572,0.367817,807.3969,0.364
275.844,8.5,25.3224,0.287424,0.03307,135.2441,103.4745,9.4889,0.0023,98.8964,99.8625,1.2125,1.2874,0.4005,31.769,0.3802,3.0941,1.4923,0.1871,2.2185,0.124278,18.0865,24.3882,26.9315,28.0021,28.6292,0.144397,1.23,7.3521,0.078708,37.2596,37.1189,2.4319,9.1911,-240.4549,0.366175,809.1508,0.3755
275.9964,8.5,25.0298,0.288376,0.012309,134.3784,105.1299,9.5848,-0.0012,101.7456,101.2318,1.2942,1.3533,0.4185,31.769,0.3896,3.0537,1.4998,0.1871,2.2168,0.123183,18.8407,25.444,27.5048,28.5085,29.2199,0.145419,1.2984,7.0574,0.065704,37.544,37.5342,2.454,9.7373,-240.5526,0.364532,810.9048,0.387
276.1488,8.5,25.3854,0.282162,0.010037,129.8309,110.5483,9.6341,-0.001,101.1997,106.3055,1.3269,1.3968,0.4399,31.769,0.3924,3.0475,1.5,0.18707,2.2274,0.126231,20.1803,25.3681,27.3223,28.3985,29.3845,0.148624,1.3,7.3226,0.066016,37.6525,36.565,2.5659,11.6391,-240.6893,0.354455,810.9791,0.3869
276.3012,8.5,25.7566,0.275775,0.008212,125.1943,116.0578,9.6824,-0.0007,100.5718,111.4689,1.3584,1.4397,0.4614,31.769,0.3951,3.0422,1.5,0.18704,2.2384,0.129378,21.5339,25.2649,27.1215,28.2736,29.5389,0.151881,1.3,7.6013,0.06665,37.7566,35.5623,2.6799,13.5737,-240.827,0.344174,811.0127,0.3866
276.4536,8.5,26.1278,0.269387,0.006388,120.5577,121.5672,9.7307,-0.0005,99.9438,116.6322,1.3899,1.4826,0.4829,31.769,0.3978,3.0368,1.5,0.187009,2.2493,0.132526,22.8876,25.1616,26.9207,28.1487,29.6932,0.155139,1.3,7.88,0.067283,37.8608,34.5596,2.7939,15.5084,-240.9647,0.333892,811.0463,0.3862
276.606,8.5,28.1167,0.227741,0.012895,110.4654,107.1641,9.4874,0.0021,90.1441,103.2258,6.7055,6.2176,0.4176,31.769,0.3495,3.3248,1.5,0.187,2.3205,0.139582,37.2477,38.2045,42.8201,46.8943,51.0956,0.156398,1.3,12.9925,0.054986,56.8495,64.339,10.4198,22.1184,-240.3534,0.298147,811.3552,0.3417
276.7584,8.5,30.8137,0.170661,0.02305,97.9849,84.0446,9.1166,0.0056,76.3297,81.6907,14.3342,13.0064,0.3142,31.769,0.2788,3.7412,1.5,0.187,2.4181,0.148348,57.3011,57.002,65.767,73.9003,81.799,0.156781,1.3,20.2209,0.037027,84.1045,107.5928,21.3339,30.7751,-239.4141,0.251255,811.7845,0.2778
276.9108,8.5,33.5107,0.113581,0.033205,85.5044,60.925,8.7457,0.0091,62.5153,60.1556,21.9628,19.7952,0.2108,31.769,0.2081,4.1575,1.5,0.187,2.5157,0.157114,77.3546,75.7994,88.714,100.9062,112.5023,0.157165,1.3,27.4493,0.019069,111.3596,150.8467,32.248,39.4317,-238.4749,0.204363,812.2138,0.2139
277.0632,8.5,35.0892,0.092581,0.067312,79.0534,45.6376,8.575,0.0235,51.5159,45.7221,23.18,20.8941,0.1474,31.769,0.1629,4.437,1.496,0.187,2.5516,0.160175,85.8226,89.8734,108.7275,124.218,140.799,0.157948,1.263,32.7832,0.040157,150.2339,191.9899,34.6011,44.0457,-237.4756,0.181455,811.9218,0.1717
277.2156,8.5,35.0892,0.122504,0.135225,81.1126,41.4043,8.6867,0.0532,44.4897,41.3117,15.3479,13.9623,0.1406,31.769,0.1538,4.5231,1.4862,0.187,2.5005,0.155183,77.9389,97.2806,124.601,142.3162,165.6986,0.159292,1.1739,35.4431,0.116356,205.5074,230.1541,24.8714,42.9539,-236.3917,0.1924,810.6115,0.1602
277.368,8.5,35.0891,0.152426,0.203138,83.1718,37.171,8.7984,0.0829,37.4635,36.9014,7.5159,7.0305,0.1337,31.769,0.1447,4.6091,1.4765,0.187,2.4494,0.150192,70.0552,104.6879,140.4744,160.4143,190.5983,0.160637,1.0848,38.1031,0.192554,260.7809,268.3184,15.1416,41.8622,-235.3077,0.203345,809.3013,0.1486
277.5204,8.5,35.1534,0.177359,0.254319,85.297,33.2244,8.902,0.1059,31.5959,32.8014,0.7457,1.0443,0.1308,31.769,0.14,4.6556,1.4681,0.187,2.4068,0.146185,62.5505,109.36,151.481,172.9824,208.5827,0.161708,1.0076,39.5833,0.255446,303.0415,296.1306,6.8434,40.4137,-234.2511,0.214342,807.9279,0.1417
277.6728,8.5,35.634,0.170008,0.197236,87.8491,31.1333,8.9528,0.0852,33.2257,30.7102,0.8462,1.1768,0.1537,31.769,0.1639,4.4455,1.4678,0.187,2.4193,0.148546,57.4978,96.3344,130.9972,149.7679,181.8212,0.161001,1.0073,33.4296,0.232243,261.1017,256.959,7.8084,36.6575,-233.3716,0.225675,806.1459,0.1647
277.8252,8.5,36.1147,0.162657,0.140154,90.4012,29.0422,9.0036,0.0644,34.8555,28.6189,0.9467,1.3093,0.1766,31.769,0.1879,4.2355,1.4676,0.187,2.4319,0.150907,52.4452,83.3087,110.5134,126.5533,155.0597,0.160294,1.0071,27.2758,0.209041,219.1619,217.7875,8.7734,32.9013,-232.4921,0.237009,804.3639,0.1878
277.9776,8.5,36.5953,0.155306,0.083071,92.9533,26.9511,9.0545,0.0437,36.4853,26.5277,1.0472,1.4419,0.1994,31.769,0.2118,4.0254,1.4674,0.187,2.4444,0.153268,47.3925,70.283,90.0296,103.3388,128.2982,0.159587,1.0069,21.1221,0.185838,177.222,178.6159,9.7384,29.1451,-231.6125,0.248343,802.5818,0.2108
278.13,8.5,35.6422,0.147938,0.072705,90.7873,29.9729,9.0772,0.0355,36.9309,29.6159,1.2996,1.7421,0.2015,31.769,0.2015,4.0505,1.4673,0.187,2.457,0.155689,47.4299,69.453,87.6617,100.5112,122.2494,0.162284,1.0078,23.2712,0.156759,165.8369,169.2688,9.9221,28.1054,-230.8624,0.238461,803.5495,0.2017
278.2824,8.5,34.442,0.140567,0.070389,87.8082,33.8756,9.0952,0.0294,37.1725,33.5965,1.5783,2.0712,0.2,31.769,0.1854,4.1162,1.4673,0.187,2.4696,0.15812,48.3444,70.7244,88.4152,101.1965,119.7695,0.165568,1.0088,26.851,0.126667,159.7165,165.0607,9.9711,27.5336,-230.1346,0.224923,804.9909,0.1869
278.4348,8.5,33.2419,0.133195,0.068072,84.8292,37.7784,9.1131,0.0234,37.4141,37.5772,1.8569,2.4004,0.1985,31.769,0.1692,4.1819,1.4672,0.187,2.4822,0.160551,49.2589,71.9958,89.1688,101.8817,117.2897,0.168852,1.0099,30.4308,0.096575,153.5961,160.8525,10.0201,26.9619,-229.4067,0.211385,806.4323,0.1722
278.5872,8.5,31.9181,0.122793,0.048669,85.0733,41.7094,9.0246,0.0165,39.9815,41.6013,3.346,3.8221,0.1869,31.769,0.1642,4.1336,1.4729,0.187,2.5,0.163714,46.1953,71.4978,92.6766,107.0569,121.1111,0.168698,1.0608,31.4606,0.07822,153.3308,167.1656,20.459,23.617,-228.3487,0.212,806.7035,0.1679
278.7396,8.5,30.5021,0.110123,0.016489,87.7273,45.6615,8.8564,0.0088,44.2879,45.6578,5.7403,6.0609,0.1676,31.769,0.1676,4.0,1.4829,0.187,2.5217,0.167424,40.1573,69.6769,98.2436,115.5893,129.644,0.165975,1.1491,30.5838,0.06864,157.4435,181.3454,38.6665,18.1987,-227.0437,0.223196,806.0997,0.1713
278.892,8.5,29.086,0.097454,-0.01569,90.3813,49.6135,8.6882,0.0012,48.5944,49.7143,8.1345,8.2996,0.1483,31.769,0.171,3.8664,1.4929,0.187,2.5434,0.171134,34.1194,67.856,103.8107,124.1216,138.1768,0.163252,1.2374,29.707,0.059059,161.5562,195.5253,56.874,12.7803,-225.7387,0.234392,805.4959,0.1748
279.0444,8.5,28.0402,0.107422,-0.025597,95.963,56.6134,8.6096,-0.0029,54.8935,56.6365,9.0302,9.089,0.1592,31.769,0.1933,3.6992,1.5,0.186991,2.5264,0.169667,28.5929,63.3276,101.5987,122.7333,135.7363,0.159571,1.3,27.1301,0.060209,155.8942,193.3541,63.7499,8.6207,-224.6221,0.253102,805.4489,0.1961
279.1968,8.5,27.8953,0.172455,0.018672,108.6662,71.0266,8.7491,0.0018,66.0396,70.5291,6.2806,6.3529,0.2432,31.769,0.2617,3.45,1.5,0.186961,2.4151,0.155606,24.3107,52.2133,80.4647,97.2137,106.6038,0.153562,1.3,20.418,0.087459,126.456,151.41,43.0627,7.523,-223.9638,0.290085,806.7562,0.2608
279.3492,8.5,27.7504,0.237488,0.062941,121.3693,85.4399,8.8886,0.0065,77.1857,84.4218,3.531,3.6168,0.3272,31.769,0.3302,3.2008,1.5,0.18693,2.3039,0.141545,20.0285,41.0991,59.3307,71.694,77.4712,0.147553,1.3,13.706,0.114708,97.0178,109.466,22.3754,6.4253,-223.3055,0.327069,808.0636,0.3255
279.5016,8.5,27.5995,0.301756,0.106396,133.9458,99.7458,9.0272,0.0111,88.1805,98.2096,0.8124,0.9109,0.4103,31.769,0.3979,2.9539,1.5,0.1869,2.194,0.127635,15.7786,30.0903,38.4155,46.4254,48.6294,0.141611,1.2998,7.0641,0.141291,67.8636,67.9387,1.9057,5.3314,-222.6546,0.363678,809.3502,0.3895
279.654,8.5,26.8849,0.294,0.073164,134.5802,103.9342,9.0784,0.007,84.9253,102.1198,1.0081,1.0418,0.4015,31.769,0.3984,2.9197,1.4981,0.1869,2.2072,0.127943,14.5762,29.0244,38.1184,44.8158,47.1849,0.142103,1.2831,7.0321,0.105059,65.4667,65.6953,1.9434,4.6029,-222.7051,0.364909,808.684,0.392
279.8064,8.5,26.1702,0.286244,0.039932,135.2146,108.1225,9.1296,0.003,81.6701,106.03,1.2039,1.1728,0.3927,31.769,0.3988,2.8854,1.4962,0.1869,2.2205,0.128252,13.3739,27.9585,37.8212,43.2061,45.7405,0.142595,1.2665,7.0001,0.068827,63.0699,63.4519,1.981,3.8744,-222.7556,0.366141,808.0178,0.3945
279.9588,8.5,25.4556,0.278488,0.0067,135.849,112.3109,9.1808,-0.0011,78.4148,109.9402,1.3997,1.3038,0.3839,31.769,0.3993,2.8511,1.4943,0.1869,2.2338,0.12856,12.1715,26.8926,37.5241,41.5965,44.296,0.143086,1.2498,6.9681,0.032595,60.6731,61.2085,2.0187,3.1458,-222.8061,0.367373,807.3516,0.397
280.1112,8.5,25.2839,0.275622,-0.000782,136.9747,113.2434,9.1151,-0.0025,78.9892,111.118,1.3866,1.294,0.3822,31.769,0.398,2.8409,1.4927,0.1869,2.2387,0.127936,11.5569,25.9322,36.4676,40.2484,42.9897,0.141686,1.3684,7.0708,0.030012,59.0856,59.3425,1.9906,2.9075,-223.1958,0.369449,807.7606,0.3937
280.2636,8.5,25.3134,0.274567,0.001277,138.2825,112.9696,9.0061,-0.0028,80.9824,111.2835,1.2962,1.232,0.383,31.769,0.3961,2.8397,1.4911,0.1869,2.2405,0.126966,11.16,25.0108,35.1299,38.9971,41.7346,0.139585,1.5372,7.2234,0.039897,57.798,57.6165,1.9382,2.8509,-223.7112,0.371839,808.5679,0.3883
280.416,8.5,25.343,0.273512,0.003335,139.5903,112.6959,8.897,-0.0032,82.9755,111.449,1.2057,1.17,0.3838,31.769,0.3942,2.8385,1.4895,0.1869,2.2422,0.125997,10.7632,24.0895,33.7921,37.7459,40.4795,0.137485,1.706,7.376,0.049781,56.5105,55.8905,1.8858,2.7942,-224.2266,0.374229,809.3753,0.3828
280.5684,8.5,25.6788,0.277138,0.012647,139.8079,109.2772,8.9724,-0.0033,84.2387,107.8352,1.1708,1.1408,0.3873,31.769,0.3893,2.8189,1.4857,0.1869,2.2361,0.123477,10.6099,23.4447,32.61,36.6604,39.451,0.13709,1.9288,7.4391,0.051544,55.2345,54.4449,1.8464,2.8686,-224.9272,0.374624,807.2813,0.3787
280.7208,8.5,26.3908,0.286512,0.030865,138.6867,101.9965,9.2743,-0.0031,84.6053,99.5802,1.204,1.1518,0.3941,31.769,0.3806,2.7768,1.4792,0.1869,2.22,0.119054,10.7557,23.1394,31.6191,35.7785,38.7009,0.13879,2.2181,7.3924,0.043332,53.9729,53.3438,1.8229,3.1038,-225.8553,0.372569,801.6241,0.3761
280.8732,8.5,27.1028,0.295886,0.049082,137.5655,94.7157,9.5762,-0.003,84.9718,91.3252,1.2373,1.1628,0.4009,31.769,0.3719,2.7346,1.4726,0.1869,2.204,0.114631,10.9016,22.8342,30.6281,34.8966,37.9508,0.14049,2.5074,7.3456,0.03512,52.7112,52.2428,1.7994,3.3391,-226.7834,0.370514,795.9669,0.3735
281.0256,8.5,28.0247,0.302857,0.065441,136.7461,88.8319,9.8453,-0.0025,85.0556,84.5712,1.242,1.1584,0.4073,31.769,0.367,2.7019,1.4689,0.1869,2.1921,0.110882,11.2365,23.0994,30.6374,35.1659,38.5164,0.141857,2.674,7.2815,0.033586,53.4379,53.1492,1.7825,3.8872,-227.6781,0.369016,791.5458,0.3735
281.178,8.5,29.9863,0.29793,0.072588,137.4211,89.8673,9.9524,-0.0002,83.7388,85.2523,1.1059,1.0775,0.4119,31.769,0.3809,2.7157,1.4789,0.1869,2.2006,0.110471,12.5078,26.19,35.6005,41.1371,45.5994,0.141571,2.2326,7.1313,0.065127,64.0131,63.9993,1.7985,5.9846,-228.4076,0.370271,793.2476,0.3864
281.3304,8.5,31.9478,0.293002,0.079736,138.0961,90.9027,10.0594,0.0021,82.422,85.9335,0.9697,0.9967,0.4166,31.769,0.3948,2.7295,1.4889,0.1869,2.209,0.11006,13.7792,29.2806,40.5636,47.1084,52.6825,0.141286,1.7912,6.9811,0.096669,74.5883,74.8493,1.8145,8.0819,-229.1371,0.371527,794.9493,0.3994
281.4828,8.5,33.9094,0.288074,0.086884,138.771,91.9381,10.1665,0.0044,81.1051,86.6146,0.8336,0.9158,0.4212,31.769,0.4088,2.7433,1.4989,0.1869,2.2174,0.10965,15.0505,32.3713,45.5267,53.0796,59.7655,0.141,1.3498,6.831,0.12821,85.1635,85.6993,1.8306,10.1793,-229.8666,0.372783,796.6511,0.4123
281.6352,8.5,33.7423,0.28896,0.080225,137.5857,89.4525,9.9431,0.0037,82.3907,84.8567,0.8844,0.945,0.4231,31.769,0.4094,2.7624,1.5,0.1869,2.2159,0.111729,14.9369,32.5882,46.013,53.3367,60.4306,0.138703,1.3,6.7899,0.112696,86.0365,86.4063,1.8018,10.1902,-230.54,0.370563,797.9789,0.4104
281.7876,8.5,33.3045,0.290586,0.071809,136.1637,86.5188,9.6777,0.0026,84.0073,82.7885,0.959,0.9882,0.4246,31.769,0.4083,2.7822,1.5,0.1869,2.2131,0.114125,14.6471,32.4395,45.9298,52.8667,60.2792,0.136149,1.3,6.7626,0.091195,85.6751,85.8229,1.7673,9.9357,-231.2063,0.367901,799.2592,0.4066
281.94,8.5,32.8666,0.292211,0.063393,134.7416,83.5852,9.4123,0.0015,85.6239,80.7203,1.0336,1.0314,0.4261,31.769,0.4072,2.8021,1.5,0.1869,2.2103,0.116521,14.3572,32.2909,45.8465,52.3968,60.1278,0.133596,1.3,6.7354,0.069694,85.3138,85.2395,1.7329,9.6812,-231.8726,0.365239,800.5394,0.4028
282.0924,8.5,31.6395,0.292618,0.059977,133.7628,83.0269,9.3245,0.0004,84.5505,80.4567,1.0765,1.0555,0.4161,31.769,0.4062,2.809,1.494,0.186882,2.2096,0.117512,13.907,32.6186,46.4741,53.0511,61.4222,0.133312,1.5615,6.6646,0.058443,85.4333,85.9555,1.7188,8.505,-232.4127,0.36336,800.3394,0.4033
282.2448,8.5,29.8999,0.292232,0.059809,133.0718,84.011,9.3521,-0.0007,81.7303,81.3648,1.0988,1.0672,0.3986,31.769,0.4052,2.8076,1.484,0.186851,2.2103,0.11759,13.3526,33.2558,47.5633,54.4352,63.6554,0.134501,1.9929,6.5655,0.053847,85.8652,87.5153,1.7181,6.7302,-232.8707,0.361988,799.1781,0.4067
282.3972,8.5,28.1603,0.291847,0.05964,132.3808,84.9951,9.3796,-0.0018,78.9101,82.273,1.1211,1.0789,0.3812,31.769,0.4042,2.8063,1.474,0.186821,2.211,0.117669,12.7982,33.8929,48.6524,55.8194,65.8885,0.135691,2.4243,6.4664,0.049252,86.297,89.0751,1.7173,4.9554,-233.3288,0.360616,798.0168,0.4101
282.5496,8.5,27.0567,0.295673,0.064759,131.8946,86.4579,9.4238,-0.0011,78.3968,83.5942,1.1067,1.0627,0.3705,31.769,0.4011,2.7938,1.4705,0.1868,2.2045,0.117599,12.5726,34.023,48.7536,55.8392,66.2902,0.136929,2.5748,6.4133,0.050643,85.4568,88.6571,1.6886,3.83,-233.7245,0.359648,798.8542,0.4093
282.702,8.5,27.271,0.308226,0.080837,131.8329,88.9128,9.5022,0.0034,82.6647,85.7715,1.0161,0.9887,0.3741,31.769,0.3936,2.7583,1.4805,0.1868,2.183,0.117223,13.0282,33.1024,46.8072,53.0312,62.8959,0.138268,2.1435,6.4556,0.06444,81.9804,84.1399,1.602,4.0503,-233.9909,0.359517,803.8342,0.3999
282.8544,8.5,27.4854,0.320778,0.096915,131.7713,91.3677,9.5807,0.0079,86.9325,87.9488,0.9256,0.9148,0.3776,31.769,0.3861,2.7228,1.4905,0.1868,2.1615,0.116846,13.4838,32.1817,44.8607,50.2231,59.5016,0.139607,1.7121,6.4979,0.078238,78.504,79.6227,1.5153,4.2706,-234.2573,0.359386,808.8141,0.3904
283.0068,8.5,27.6617,0.332322,0.110256,131.7086,93.5919,9.6474,0.0121,90.8371,89.9462,0.8406,0.8459,0.3814,31.769,0.3795,2.6874,1.4999,0.1868,2.1417,0.116807,13.9352,31.3892,43.1239,47.6762,56.399,0.140951,1.2989,6.5342,0.091426,75.363,75.4917,1.4368,4.4736,-234.4991,0.359253,813.5703,0.382
283.1592,8.5,27.023,0.322253,0.064988,131.6257,90.8763,9.4615,0.009,86.9622,88.0918,0.8732,0.8866,0.389,31.769,0.3907,2.6532,1.4969,0.1868,2.1589,0.123995,14.2954,33.3409,45.8772,50.7209,59.5425,0.142423,1.2736,6.4426,0.091541,79.4034,79.6295,1.5315,4.3061,-234.2135,0.359088,813.5331,0.394
283.3116,8.5,26.3844,0.312184,0.01972,131.5429,88.1607,9.2757,0.006,83.0873,86.2374,0.9057,0.9273,0.3965,31.769,0.402,2.6191,1.494,0.1868,2.1761,0.131184,14.6556,35.2926,48.6304,53.7655,62.686,0.143894,1.2483,6.351,0.091657,83.4439,83.7673,1.6262,4.1385,-233.928,0.358922,813.4958,0.4061
283.464,8.5,25.7457,0.302115,-0.025548,131.46,85.4451,9.0899,0.0029,79.2125,84.383,0.9383,0.9679,0.4041,31.769,0.4133,2.5849,1.491,0.1868,2.1933,0.138373,15.0157,37.2443,51.3837,56.8102,65.8295,0.145365,1.2229,6.2594,0.091773,87.4843,87.9051,1.7209,3.971,-233.6424,0.358756,813.4587,0.4181
283.6164,8.5,25.4365,0.299977,-0.026175,132.2896,84.1832,8.9486,0.0039,80.0696,83.5154,0.963,0.987,0.4037,31.769,0.4041,2.5996,1.4848,0.1868,2.197,0.142951,14.5035,36.2967,50.4401,56.1639,64.6342,0.146398,1.17,6.4656,0.086887,86.062,86.3993,1.7348,3.7097,-233.2786,0.360389,814.0358,0.4071
283.7688,8.5,25.2293,0.300291,-0.012996,133.4015,83.371,8.8211,0.0061,82.3902,82.9529,0.9853,0.9993,0.4008,31.769,0.3886,2.6293,1.4776,0.1868,2.1965,0.146722,13.7215,34.4525,48.3531,54.376,62.0969,0.147294,1.1084,6.764,0.080454,82.9503,83.148,1.7238,3.4194,-232.8905,0.362577,814.8029,0.3889
283.9212,8.5,25.022,0.300606,0.000184,134.5134,82.5588,8.6936,0.0084,84.7108,82.3905,1.0075,1.0116,0.3979,31.769,0.3731,2.6591,1.4704,0.1868,2.196,0.150493,12.9394,32.6083,46.2661,52.5882,59.5596,0.148191,1.0468,7.0623,0.074021,79.8385,79.8967,1.7127,3.129,-232.5024,0.364765,815.57,0.3707
284.0736,8.5,24.976,0.30548,0.002718,135.1306,83.988,8.7016,0.008,86.1347,83.6768,1.0234,1.0058,0.3945,31.769,0.3693,2.6739,1.4716,0.1868,2.1877,0.149243,12.8302,32.1444,45.7131,52.1255,58.5397,0.148061,1.057,7.0578,0.061481,78.6467,78.7738,1.6536,3.0629,-232.2845,0.365976,815.5822,0.3671
284.226,8.5,25.1026,0.315237,-0.006144,135.2181,87.8168,8.8546,0.0047,86.5985,86.9424,1.0325,0.9806,0.3904,31.769,0.3778,2.6727,1.4818,0.1868,2.171,0.142619,13.4413,33.1585,46.8024,53.0816,59.1443,0.14683,1.1438,6.7291,0.042403,79.5104,79.9295,1.5432,3.2369,-232.2487,0.366143,814.786,0.3793
284.3784,8.5,25.2292,0.324994,-0.015007,135.3056,91.6455,9.0077,0.0014,87.0623,90.208,1.0415,0.9554,0.3863,31.769,0.3863,2.6714,1.4919,0.1868,2.1543,0.135995,14.0524,34.1725,47.8917,54.0376,59.7489,0.1456,1.2307,6.4004,0.023325,80.3742,81.0853,1.4328,3.4108,-232.2128,0.36631,813.9899,0.3915
