DEPTH,BS,DI_HRLT,DPH8,DSO8,DT,EHGR_EDTC,HCAL,HDRA,HGR,HGR_EDTC,HMIN,HMNO,HNPO,HTEM,HTNP,PEF8,PEM8,REMS,RHO8,RLA0,RLA1,RLA2,RLA3,RLA4,RLA5,RM_HRLT,ROM8,RO_HILT,RSO8,RT,RT_HRLT,RXO8,RXO_HRLT,SP,SPHI,TENS,TNPH
2.5908,,3.8104,0.2753,-0.0162,,48.4431,3.8012,0.0513,97.5151,60.9075,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
2.7432,,3.8104,0.2753,-0.0162,,74.0557,3.8012,0.0513,101.2545,93.1103,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
2.8956,,3.8104,0.2753,-0.0162,,99.6684,3.8012,0.0513,104.9939,125.3132,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
3.048,,3.8104,0.2753,-0.0162,,110.7203,3.8012,0.0513,103.9239,139.2087,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
3.2004,,3.8104,0.2753,-0.0162,,90.1025,3.8012,0.0513,92.3933,113.286,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
3.3528,,3.8104,0.2753,-0.0162,,69.4847,3.8012,0.0513,80.8627,87.3633,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
3.5052,,3.8104,0.2753,-0.0162,,49.2534,3.8012,0.0513,70.2856,61.9263,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
3.6576,,3.8104,0.2753,-0.0162,,39.9591,3.8012,0.0513,86.6993,50.2407,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
3.81,,3.8104,0.2753,-0.0162,,30.6649,3.8012,0.0513,103.1131,38.5551,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
3.9624,,3.8104,0.2753,-0.0162,,21.3707,3.8012,0.0513,119.5268,26.8694,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
4.1148,,3.8104,0.2753,-0.0162,,18.5263,3.8012,0.0513,110.2426,23.2932,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
4.2672,,3.8104,0.2753,-0.0162,,17.7944,3.8012,0.0513,92.5417,22.3729,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
4.4196,,3.8104,0.2753,-0.0162,,17.0625,3.8012,0.0513,74.8408,21.4527,,,0.0973,29.5321,0.0973,9.9608,1.5,0.1965,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0963
4.572,,3.8104,0.2753,-0.0162,,16.341,3.8012,0.0513,59.1089,20.5455,,,0.0949,29.5321,0.0948,9.9608,1.5,0.196486,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0935
4.7244,,3.8104,0.2753,-0.0162,,15.6311,3.8012,0.0513,45.5757,19.6529,,,0.0898,29.5321,0.0896,9.9608,1.5,0.196455,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0875
4.8768,,3.8104,0.2753,-0.0162,,14.9212,3.8012,0.0513,32.0425,18.7604,,,0.0847,29.5321,0.0844,9.9608,1.5,0.196425,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0815
5.0292,,3.8104,0.2753,-0.0162,,15.2187,3.8012,0.0513,21.6514,19.1345,,,0.0752,29.5321,0.0737,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0703
5.1816,,3.8104,0.2753,-0.0162,,19.7671,3.8012,0.0513,24.5176,24.8531,,,0.0473,29.5321,0.0397,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0374
5.334,,3.8104,0.2753,-0.0162,,24.3154,3.8012,0.0513,27.3837,30.5718,,,0.0194,29.5321,0.0057,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0045
5.4864,,3.8104,0.2753,-0.0162,,28.8637,3.8012,0.0513,30.2499,36.2904,,,-0.0085,29.5321,-0.0283,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,-0.0284
5.6388,,3.8104,0.2753,-0.0162,,29.6637,3.8012,0.0513,33.5267,37.2962,,,-0.0217,29.5321,-0.035,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,-0.0347
5.7912,,3.8104,0.2753,-0.0162,,30.0965,3.8012,0.0513,36.8438,37.8403,,,-0.0336,29.5321,-0.0391,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,-0.0385
5.9436,,3.8104,0.2753,-0.0162,,30.5292,3.8012,0.0513,40.1608,38.3844,,,-0.0454,29.5321,-0.0431,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,-0.0423
6.096,,3.8104,0.2753,-0.0162,,30.6707,3.8012,0.0513,41.7621,38.5622,,,0.0995,29.5321,0.0581,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.0594
6.2484,,3.8104,0.2753,-0.0162,,30.6409,3.8012,0.0513,42.3555,38.5249,,,0.3366,29.5321,0.2211,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.2231
6.4008,,3.8104,0.2753,-0.0162,,30.6112,3.8012,0.0513,42.9488,38.4875,,,0.5737,29.5321,0.3841,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.3868
6.5532,,3.8104,0.2753,-0.0162,,30.2209,3.8012,0.0513,42.9598,37.9968,,,0.7914,29.5321,0.5758,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.5784
6.7056,,3.8104,0.2753,-0.0162,,29.1583,3.8012,0.0513,41.8849,36.6607,,,0.9732,29.5321,0.8211,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,0.8223
6.858,,3.8104,0.2753,-0.0162,,28.0956,3.8012,0.0513,40.8099,35.3246,,,1.1549,29.5321,1.0665,9.9608,1.5,0.1964,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,1.0662
7.0104,,3.8104,0.2753,-0.0162,,26.9644,3.8012,0.0513,39.5039,33.9024,,,1.3208,29.5321,1.2917,9.9608,1.5,0.196398,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,1.2877
7.1628,,3.8104,0.2753,-0.0162,,24.898,3.8012,0.0513,35.0424,31.3043,,,1.2712,29.5321,1.2426,9.9608,1.5,0.196367,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,1.2031
7.3152,,3.8104,0.2753,-0.0162,,22.8315,3.8012,0.0513,30.5809,28.7061,,,1.2216,29.5321,1.1934,9.9608,1.5,0.196337,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,1.1184
7.4676,,3.8104,0.2753,-0.0162,,20.765,3.8012,0.0513,26.1194,26.1079,,,1.1719,29.5321,1.1443,9.9608,1.5,0.196306,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,1.0337
7.62,,3.8104,0.2753,-0.0162,,21.8671,3.8012,0.0513,26.6095,27.4935,,,1.1725,29.5321,1.1676,9.9608,1.5,0.1963,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,1.0883
7.7724,,3.8104,0.2753,-0.0162,,23.8246,3.8012,0.0513,28.4365,29.9546,,,1.1867,29.5321,1.2105,9.9608,1.5,0.1963,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,1.1804
7.9248,,3.8104,0.2753,-0.0162,,25.7821,3.8012,0.0513,30.2636,32.4158,,,1.2009,29.5321,1.2533,9.9608,1.5,0.1963,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,1.2726
8.0772,,3.8104,0.2753,-0.0162,,25.4485,3.8012,0.0513,30.4614,31.9964,,,1.263,29.5321,1.3032,9.9608,1.5,0.1963,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,1.3433
8.2296,,3.8104,0.2753,-0.0162,,22.8832,3.8012,0.0513,29.0721,28.771,,,1.3718,29.5321,1.36,9.9608,1.5,0.1963,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,1.3932
8.382,,3.8104,0.2753,-0.0162,,20.3179,3.8012,0.0513,27.6828,25.5457,,,1.4806,29.5321,1.4168,9.9608,1.5,0.1963,2.2393,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.3119,0.0187,0.0201,0.0593,0.0201,-154.9141,,652.7882,1.443
8.5344,,3.8104,0.277402,-0.015672,,18.5202,3.801,0.0508,26.7983,23.2867,,,1.5319,29.5321,1.4347,9.9635,1.5,0.1963,2.2357,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.31284,0.0187,0.0201,0.0595,0.0201,-154.9141,,652.7882,1.4515
8.6868,,3.8104,0.286714,-0.013333,,19.3556,3.7999,0.0486,27.6454,24.3425,,,1.3857,29.5321,1.3191,9.9754,1.5,0.1963,2.2198,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.317004,0.0187,0.0201,0.0604,0.0201,-154.9141,,652.7882,1.3178
8.8392,,3.8104,0.296027,-0.010994,,20.191,3.7988,0.0463,28.4926,25.3983,,,1.2396,29.5321,1.2035,9.9874,1.5,0.1963,2.2038,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.321168,0.0187,0.0201,0.0613,0.0201,-154.9141,,652.7882,1.1841
8.9916,,3.8104,0.305339,-0.008655,,21.0264,3.7977,0.0441,29.3397,26.4541,,,1.0934,29.5321,1.0879,9.9993,1.5,0.1963,2.1879,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.325332,0.0187,0.0201,0.0623,0.0201,-154.9141,,652.7882,1.0505
9.144,,3.8104,0.290545,0.017833,,22.5796,3.8013,0.0427,27.3917,28.4022,0.0927,0.0621,1.1679,29.5321,1.169,10.0,1.5039,0.1963,2.2132,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.1272,2.9805,0.324421,0.0187,0.0201,0.0632,0.0201,-154.9141,,652.7882,1.1726
9.2964,,3.8104,0.274344,0.045731,,24.1748,3.8052,0.0413,25.2808,30.4023,0.094,0.063,1.2553,29.5321,1.2616,10.0,1.5081,0.1963,2.2409,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,0.9443,2.9805,0.323213,0.0187,0.0201,0.0641,0.0201,-154.9141,,652.7882,1.3096
9.4488,,3.8104,0.258143,0.073628,,25.7699,3.8091,0.04,23.1698,32.4024,0.0953,0.0639,1.3427,29.5321,1.3542,10.0,1.5122,0.1963,2.2686,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,0.7614,2.9805,0.322006,0.0187,0.0201,0.0651,0.0201,-154.9141,,652.7882,1.4466
9.6012,,3.8104,0.253511,0.104496,,24.5946,3.8081,0.0561,23.2956,30.9265,0.0947,0.0637,1.3375,29.5321,1.3454,9.9959,1.5142,0.1963,2.2765,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,0.7,2.9805,0.317041,0.0187,0.0201,0.065,0.0201,-154.9141,,652.7882,1.4191
9.7536,,3.8104,0.254731,0.136867,,22.0177,3.8046,0.0811,24.5532,27.6922,0.093,0.0628,1.2853,29.5321,1.2853,9.9897,1.5151,0.1963,2.2744,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,0.7,2.9805,0.310176,0.0187,0.0201,0.0644,0.0201,-154.9141,,652.7882,1.3085
9.906,,3.8104,0.255952,0.169238,,19.4408,3.8011,0.1061,25.8107,24.4578,0.0914,0.062,1.2331,29.5321,1.2252,9.9835,1.5161,0.1963,2.2723,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,0.7,2.9805,0.30331,0.0187,0.0201,0.0638,0.0201,-154.9141,,652.7882,1.1978
10.0584,,3.8104,0.254832,0.188561,,18.6966,3.8002,0.1221,27.8401,23.5235,0.0903,0.0614,1.1888,29.5321,1.1776,9.9775,1.5135,0.196288,2.2742,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,0.7,2.9805,0.299603,0.0187,0.0201,0.0633,0.0201,-154.9141,,652.7882,1.1304
10.2108,,3.8104,0.249944,0.186881,,20.9024,3.8037,0.1234,31.1121,26.2912,0.0901,0.0611,1.157,29.5321,1.1502,9.972,1.5052,0.196258,2.2826,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,0.7,2.9805,0.30098,0.0187,0.0201,0.0629,0.0201,-154.9141,,652.7882,1.1325
10.3632,,3.8104,0.245056,0.185201,,23.1082,3.8073,0.1248,34.3841,29.059,0.0898,0.0609,1.1252,29.5321,1.1227,9.9665,1.4969,0.196227,2.2909,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,0.7,2.9805,0.302357,0.0187,0.0201,0.0625,0.0201,-154.9141,,652.7882,1.1347
10.5156,,3.8104,0.239008,0.185228,,25.1784,3.8102,0.1263,37.0702,31.6571,0.0895,0.0605,1.0933,29.5321,1.0942,9.9615,1.4883,0.1962,2.3013,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,0.7108,2.9805,0.303636,0.0187,0.0201,0.0621,0.0201,-154.9141,,652.7882,1.1316
10.668,,3.8104,0.222785,0.200226,,26.0595,3.8083,0.1285,34.6192,32.7683,0.0882,0.0597,1.0596,29.5321,1.0564,9.9616,1.4776,0.1962,2.329,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,0.8168,2.9805,0.304059,0.0187,0.0201,0.0613,0.0201,-154.9141,,652.7882,1.0833
10.8204,,3.8104,0.206561,0.215224,,26.9405,3.8065,0.1307,32.1682,33.8795,0.087,0.0588,1.026,29.5321,1.0185,9.9616,1.4669,0.1962,2.3568,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,0.9228,2.9805,0.304481,0.0187,0.0201,0.0604,0.0201,-154.9141,,652.7882,1.035
10.9728,,3.8104,0.190338,0.230222,,27.8216,3.8046,0.1329,29.7171,34.9907,0.0857,0.058,0.9923,29.5321,0.9807,9.9617,1.4562,0.1962,2.3845,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.0288,2.9805,0.304903,0.0187,0.0201,0.0595,0.0201,-154.9141,,652.7882,0.9867
11.1252,,3.8104,0.188826,0.193199,,28.0328,3.8029,0.1141,28.9129,35.254,0.0862,0.058,1.0477,29.5321,1.0406,9.9713,1.4543,0.1962,2.3871,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.0468,2.9805,0.311006,0.0187,0.0201,0.0592,0.0201,-154.9141,,652.7882,1.0292
11.2776,,3.8104,0.19051,0.144876,,28.0984,3.8013,0.0907,28.4664,35.3331,0.0871,0.0583,1.1224,29.5321,1.1216,9.983,1.4544,0.1962,2.3842,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.0456,2.9805,0.318344,0.0187,0.0201,0.0591,0.0201,-154.9141,,652.7882,1.0914
11.43,,3.8104,0.192194,0.096552,,28.164,3.7996,0.0674,28.0199,35.4121,0.0879,0.0585,1.197,29.5321,1.2027,9.9946,1.4545,0.1962,2.3814,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.0444,2.9805,0.325681,0.0187,0.0201,0.059,0.0201,-154.9141,,652.7882,1.1535
11.5824,,3.8104,0.186511,0.062637,,27.4215,3.799,0.0572,29.0472,34.4791,0.0886,0.0587,1.1932,29.5321,1.2056,9.9886,1.462,0.1962,2.3911,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.0861,2.9805,0.330793,0.0187,0.0201,0.0589,0.0201,-154.9141,,652.7882,1.1537
11.7348,,3.8104,0.174572,0.040963,,25.9926,3.7993,0.0582,31.3265,32.6862,0.0891,0.0589,1.1228,29.5321,1.1422,9.9676,1.4759,0.1962,2.4115,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.1641,2.9805,0.334015,0.0187,0.0201,0.0589,0.0201,-154.9141,,652.7882,1.1012
11.8872,,3.8104,0.162632,0.019288,,24.5636,3.7995,0.0591,33.6058,30.8933,0.0895,0.0591,1.0523,29.5321,1.0787,9.9466,1.4897,0.1962,2.4319,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.2422,2.9805,0.337237,0.0187,0.0201,0.0589,0.0201,-154.9141,,652.7882,1.0487
12.0396,,3.8104,0.153762,0.002161,,23.6256,3.8,0.0603,35.6584,29.7167,0.0899,0.0592,1.0018,29.5321,1.0263,9.9358,1.5,0.1962,2.447,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.339853,0.0187,0.0201,0.0589,0.0201,-154.9141,,652.7882,1.0072
12.192,,3.8104,0.153638,-0.002014,,24.0858,3.8011,0.0618,37.0657,30.2957,0.0901,0.0592,1.0082,29.5321,1.0053,9.9537,1.5,0.1962,2.4473,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.340741,0.0187,0.0201,0.0589,0.0201,-154.9141,,652.7882,0.9968
12.3444,,3.8104,0.153514,-0.006189,,24.546,3.8021,0.0633,38.473,30.8747,0.0902,0.0593,1.0145,29.5321,0.9843,9.9717,1.5,0.1962,2.4475,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.341629,0.0187,0.0201,0.0588,0.0201,-154.9141,,652.7882,0.9864
12.4968,,3.8104,0.153389,-0.010364,,25.0062,3.8032,0.0648,39.8802,31.4536,0.0904,0.0593,1.0209,29.5321,0.9633,9.9896,1.5,0.1962,2.4477,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.342518,0.0187,0.0201,0.0588,0.0201,-154.9141,,652.7882,0.9761
12.6492,,3.8104,0.145082,-0.003415,,24.9814,3.8053,0.0652,38.7848,31.4184,0.0903,0.0593,0.9537,29.5321,0.9133,9.9853,1.5,0.19617,2.4619,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.341973,0.0187,0.0201,0.0588,0.0201,-154.9141,,652.7882,0.9299
12.8016,,3.8104,0.1366,0.003773,,24.9462,3.8075,0.0655,37.6358,31.3701,0.0902,0.0592,0.885,29.5321,0.8627,9.9805,1.5,0.19614,2.4764,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.341398,0.0187,0.0201,0.0588,0.0201,-154.9141,,652.7882,0.8831
12.954,,3.8104,0.128117,0.01096,,24.9109,3.8097,0.0658,36.4867,31.3217,0.0901,0.0592,0.8162,29.5321,0.812,9.9757,1.5,0.196109,2.4909,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.340822,0.0187,0.0201,0.0588,0.0201,-154.9141,,652.7882,0.8362
13.1064,,3.8104,0.133146,0.007377,,24.1264,3.8073,0.0633,35.2385,30.3375,0.0897,0.0591,0.8507,29.5321,0.8377,9.9797,1.5,0.1961,2.4823,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.338113,0.0187,0.0201,0.0588,0.0201,-154.9141,,652.7882,0.8475
13.2588,,3.8104,0.144017,-0.000864,,23.0178,3.8029,0.0597,33.9475,28.9488,0.0891,0.0589,0.9298,29.5321,0.8964,9.9876,1.5,0.1961,2.4637,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.334481,0.0187,0.0201,0.0588,0.0201,-154.9141,,652.7882,0.884
13.4112,,3.8104,0.154887,-0.009104,,21.9093,3.7986,0.0561,32.6564,27.5601,0.0886,0.0587,1.0089,29.5321,0.9551,9.9954,1.5,0.1961,2.4452,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.330849,0.0187,0.0201,0.0588,0.0201,-154.9141,,652.7882,0.9205
13.5636,,3.8104,0.164001,-0.010956,,21.8946,3.7964,0.0496,31.8673,27.5451,0.0882,0.0585,1.0325,29.5321,0.9807,9.9985,1.5,0.1961,2.4296,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.328288,0.0187,0.0201,0.0588,0.0201,-154.9141,,652.7882,0.943
13.716,,3.8104,0.170661,-0.003889,,23.4072,3.7973,0.039,31.7791,29.448,0.088,0.0585,0.9787,29.5321,0.9602,9.9948,1.5,0.1961,2.4182,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.327222,0.0187,0.0201,0.0588,0.0201,-154.9141,,652.7882,0.9459
13.8684,,3.8104,0.177322,0.003178,,24.9198,3.7981,0.0284,31.6908,31.3509,0.0878,0.0584,0.9248,29.5321,0.9396,9.9911,1.5,0.1961,2.4068,0.0347,0.0342,0.0294,0.0268,0.0246,0.0201,0.04,1.3,2.9805,0.326157,0.0187,0.0201,0.0588,0.0201,-154.9141,,652.7882,0.9488
14.0208,,3.8099,0.183566,0.009004,,26.1093,3.7991,0.0194,31.5239,32.8474,0.0877,0.0584,0.8871,29.5313,0.9302,9.9844,1.5,0.1961,2.3961,0.034693,0.0342,0.0294,0.0268,0.0246,0.0201,0.039975,1.3,2.9805,0.325174,0.0187,0.0201,0.0588,0.0201,-154.9141,,652.7882,0.9587
14.1732,,3.8064,0.187177,0.006978,,25.2548,3.8006,0.0205,30.8595,31.7724,0.0876,0.0584,0.9518,29.5251,0.9912,9.9591,1.5,0.1961,2.3899,0.034646,0.0345,0.0296,0.027,0.0248,0.0203,0.039792,1.3,2.9805,0.324722,0.0187,0.0203,0.0588,0.0203,-154.9141,,652.7882,1.0123
14.3256,,3.8029,0.190787,0.004951,,24.4004,3.8021,0.0217,30.1952,30.6975,0.0876,0.0583,1.0165,29.519,1.0521,9.9338,1.5,0.1961,2.3837,0.034598,0.0348,0.0299,0.0272,0.025,0.0205,0.039609,1.3,2.9805,0.32427,0.0187,0.0205,0.0588,0.0205,-154.9141,,652.7882,1.066
14.478,,3.7994,0.194398,0.002924,,23.546,3.8037,0.0229,29.5309,29.6226,0.0875,0.0583,1.0811,29.5128,1.1131,9.9085,1.5,0.1961,2.3776,0.03455,0.0351,0.0301,0.0274,0.0252,0.0208,0.039426,1.3,2.9805,0.323818,0.0187,0.0208,0.0588,0.0208,-154.9141,,652.7882,1.1196
14.6304,,3.8019,0.171296,0.018278,,23.0792,3.8039,0.0326,29.8803,29.0309,0.0876,0.0583,1.1315,29.5172,1.1278,9.9145,1.5,0.1961,2.4171,0.034477,0.0348,0.0297,0.0272,0.025,0.0206,0.039184,1.3,2.9805,0.324115,0.0187,0.0206,0.0588,0.0206,-154.9141,,652.7882,1.1262
