DEPT,HVOL,AVOL,CGXT,SMTU,GRGC,NPRL,CLDC,DCOR,DEN,PDPE,DT35,SPDL,MRRS,HP01,HP02,HDP3,HDP4,HDP5,HDP6,HDPT,BIT
1112.9,0.132436,0.044755,41.706402,2006.835938,101.109721,0.36142,8.603309,0.098199,2.268916,2.955467,104.41431,-23.37207,1.027373,6.000367,7.034374,7.821125,8.929714,11.337022,13.293345,20.168345,8.5
1113.0,0.132279,0.044597,41.657179,2006.835938,98.3985,0.3251,8.60094,0.107288,2.309768,2.989863,99.861572,-22.954121,1.113443,5.492088,6.594884,7.450892,8.679279,11.424729,13.723597,21.239635,8.5
1113.1,0.132192,0.04451,41.724436,2002.133201,95.416907,0.286812,8.592495,0.116577,2.362314,3.027593,93.942084,-22.511519,1.221919,6.330337,7.764067,8.89609,10.546015,14.324977,17.56984,27.457876,8.5
1113.2,0.132843,0.045162,41.679561,2022.876761,91.614737,0.255133,8.604273,0.12201,2.411893,3.132336,87.022576,-21.991405,1.414132,7.987642,9.912146,11.446352,13.702234,18.941532,23.505217,37.009722,8.5
1113.3,0.133845,0.046163,41.715356,2026.367188,88.358551,0.233132,8.636319,0.128318,2.451769,3.314042,80.047501,-21.48678,1.785085,8.227724,10.133234,11.64312,13.851003,18.934385,23.32304,36.657974,8.5
1113.4,0.134903,0.047222,41.739052,2030.904889,82.619823,0.214798,8.668459,0.138969,2.48235,3.495771,73.806338,-21.331686,2.394643,10.519427,12.630083,14.267745,16.616862,21.863442,26.253069,40.766925,8.5
1113.5,0.13675,0.049068,41.719885,2034.905068,74.351557,0.194597,8.712569,0.152179,2.508397,3.668132,69.116005,-21.454589,3.383081,17.437174,20.161686,22.212793,25.075286,31.198503,36.098123,54.27023,8.5
1113.6,0.139405,0.051723,41.730644,2020.047079,66.117469,0.17437,8.794411,0.161778,2.534115,3.793442,66.141339,-21.594773,4.980806,24.703081,27.489382,29.522661,32.281069,37.925139,42.236708,60.001231,8.5
1113.7,0.141525,0.053843,41.704003,2007.344903,57.956814,0.15782,8.876737,0.159737,2.551128,3.876333,64.771153,-21.578803,7.497826,29.141607,31.445243,33.082101,35.249486,39.517949,42.649474,56.566978,8.5
1113.8,0.142382,0.054701,41.671695,2013.221636,53.33329,0.151568,8.915072,0.142812,2.55097,3.955556,64.635569,-21.17363,11.331326,36.524142,38.750359,40.309465,42.346942,46.277686,49.09906,62.097448,8.5
1113.9,0.142792,0.05511,41.676202,2051.958788,53.170579,0.15398,8.928377,0.120374,2.538105,3.99448,65.125909,-20.780981,15.237392,39.488627,41.843198,43.490491,45.641203,49.784343,52.753572,66.544892,8.5
1114.0,0.14307,0.055389,41.693031,2035.951474,53.910711,0.158805,8.940326,0.10253,2.524426,3.981715,65.922347,-20.410015,16.668452,43.358545,46.301207,48.373253,51.094354,56.384335,60.212258,77.888772,8.5
1114.1,0.142941,0.05526,41.686535,2034.858012,55.440834,0.166285,8.94183,0.094251,2.512928,3.895611,67.435888,-20.054357,15.835672,55.714621,59.870669,62.812225,66.693251,74.29338,79.83546,105.108898,8.5
1114.2,0.142416,0.054735,41.762061,2053.257026,57.701959,0.1798,8.929637,0.095773,2.497837,3.732068,70.694127,-19.692721,14.889142,73.657318,79.461288,83.582776,89.03688,99.767715,107.631644,142.888977,8.5
1114.3,0.141446,0.053765,41.741265,2043.51502,60.693406,0.199,8.905763,0.103062,2.471643,3.528962,75.832859,-19.098761,15.320393,56.226335,61.158239,64.684639,69.380427,78.709996,85.617899,116.076324,8.5
1114.4,0.140188,0.052506,41.712276,2036.873717,66.546561,0.220051,8.865645,0.110185,2.429144,3.314843,81.565155,-18.599145,17.001902,16.893857,18.57644,19.790281,21.419739,24.698315,27.158361,37.812997,8.5
1114.5,0.139439,0.051757,41.721718,2034.070409,74.325943,0.234551,8.830806,0.120547,2.401278,3.213229,84.965936,-17.880343,14.771652,8.507757,9.379058,10.008969,10.856198,12.566059,13.85314,19.418454,8.5
1114.6,0.139641,0.051959,41.668504,2022.477817,81.060388,0.236043,8.825977,0.135826,2.41384,3.231817,84.799738,-17.057499,9.056001,7.609505,8.299899,8.794717,9.455047,10.771452,11.74967,16.090551,8.5
1114.7,0.139985,0.052304,41.743632,2041.596614,84.236307,0.224309,8.845643,0.148227,2.456187,3.308933,81.558722,-16.142989,4.907193,19.765759,21.07193,21.990677,23.196069,25.535998,27.226641,34.978047,8.5
