wellName,DEPT,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,TVD
Cheal-G3,684.8,8.5,8.508,2.142,125.271,85.663,0.383,2.735,60.392,51.187,34.799,663.216
Cheal-G3,684.9,8.5,8.471,2.134,125.238,84.992,0.388,2.695,74.003,60.511,37.833,663.308
Cheal-G3,685,8.5,8.456,2.127,125.291,84.418,0.389,2.666,81.741,65.382,38.83,663.4
Cheal-G3,685.1,8.5,8.455,2.127,125.4,86.178,0.386,2.663,82.81,65.907,38.688,663.494
Cheal-G3,685.2,8.5,8.457,2.129,125.52,87.28,0.38,2.683,75.14,60.454,36.396,663.588
Cheal-G3,685.3,8.5,8.456,2.134,125.553,89.891,0.373,2.71,65.966,54.337,34.56,663.682
Cheal-G3,685.4,8.5,8.452,2.135,125.362,91.079,0.367,2.741,53.357,45.353,31.04,663.776
Cheal-G3,685.5,8.5,8.442,2.137,124.807,92.038,0.366,2.766,42.77,37.342,27.206,663.87
Cheal-G3,685.6,8.5,8.425,2.143,123.792,92.303,0.367,2.791,34.214,30.376,23.013,663.962
Cheal-G3,685.7,8.5,8.407,2.157,122.328,93.444,0.37,2.819,29.726,26.486,20.232,664.054
Cheal-G3,685.8,8.5,8.392,2.179,120.58,94.993,0.373,2.848,32.722,29.022,21.936,664.146
Cheal-G3,685.9,8.5,8.383,2.207,118.831,96.898,0.377,2.876,37.575,33.036,24.465,664.238
Cheal-G3,686,8.5,8.379,2.232,117.375,100.321,0.378,2.891,38.739,33.789,24.561,664.33
Cheal-G3,686.1,8.5,8.387,2.252,116.358,103.016,0.377,2.899,38.262,33.335,24.167,664.424
Cheal-G3,686.2,8.5,8.405,2.261,115.8,105.627,0.373,2.884,36.885,32.301,23.699,664.518
Cheal-G3,686.3,8.5,8.423,2.267,115.581,106.306,0.37,2.873,34.996,30.918,23.155,664.612
Cheal-G3,686.4,8.5,8.434,2.266,115.582,108.257,0.366,2.856,34.506,30.745,23.488,664.706
Cheal-G3,686.5,8.5,8.436,2.264,115.647,109.11,0.364,2.847,31.792,28.633,22.43,664.8
Cheal-G3,686.6,8.5,8.436,2.26,115.693,110.519,0.363,2.841,31.241,28.356,22.619,664.894
Cheal-G3,686.7,8.5,8.437,2.261,115.679,110.702,0.366,2.854,29.77,27.195,22.022,664.988
Cheal-G3,686.8,8.5,8.445,2.26,115.632,111.037,0.369,2.872,28.715,26.345,21.547,665.082
Cheal-G3,686.9,8.5,8.463,2.262,115.535,110.081,0.375,2.899,27.577,25.397,20.957,665.176
Cheal-G3,687,8.5,8.487,2.264,115.417,109.708,0.379,2.944,27.702,25.479,20.961,665.27
Cheal-G3,687.1,8.5,8.508,2.265,115.324,108.499,0.379,2.995,29.08,26.632,21.692,665.362
Cheal-G3,687.2,8.5,8.516,2.264,115.356,109.485,0.373,3.031,30.361,27.62,22.147,665.454
Cheal-G3,687.3,8.5,8.505,2.261,115.547,110.059,0.368,3.027,30.362,27.472,21.754,665.546
Cheal-G3,687.4,8.5,8.477,2.257,115.907,111.518,0.362,3.001,30.282,27.337,21.53,665.638
Cheal-G3,687.5,8.5,8.437,2.25,116.374,111.413,0.357,2.954,28.24,25.601,20.363,665.73
Cheal-G3,687.6,8.5,8.395,2.244,116.851,111.057,0.353,2.907,25.845,23.615,19.133,665.824
Cheal-G3,687.7,8.5,8.361,2.243,117.219,109.063,0.35,2.878,25.199,23.224,19.195,665.918
Cheal-G3,687.8,8.5,8.341,2.248,117.381,107.185,0.351,2.882,25.503,23.685,19.931,666.012
Cheal-G3,687.9,8.5,8.335,2.256,117.329,106.499,0.353,2.909,25.04,23.385,19.937,666.106
Cheal-G3,688,8.5,8.334,2.265,117.103,107.371,0.362,2.938,24.126,22.548,19.255,666.2
Cheal-G3,688.1,8.5,8.343,2.271,116.77,109.513,0.372,2.961,24.193,22.625,19.35,666.294
Cheal-G3,688.2,8.5,8.362,2.271,116.385,109.698,0.381,2.977,23.515,21.993,18.812,666.388
Cheal-G3,688.3,8.5,8.389,2.266,115.96,109.329,0.38,2.983,23.228,21.677,18.449,666.482
Cheal-G3,688.4,8.5,8.422,2.262,115.525,107.231,0.374,2.984,23.322,21.631,18.148,666.576
Cheal-G3,688.5,8.5,8.457,2.259,115.093,105.13,0.366,2.988,24.543,22.623,18.708,666.67
Cheal-G3,688.6,8.5,8.486,2.261,114.777,104.292,0.364,2.998,24.936,22.849,18.633,666.762
Cheal-G3,688.7,8.5,8.497,2.263,114.597,105.319,0.368,3.02,26.286,23.952,19.281,666.854
Cheal-G3,688.8,8.5,8.487,2.264,114.658,107.107,0.378,3.05,27.134,24.639,19.673,666.946
Cheal-G3,688.9,8.5,8.467,2.26,114.9,108.181,0.389,3.077,27.517,25.003,19.993,667.038
Cheal-G3,689,8.5,8.452,2.257,115.272,109.028,0.397,3.08,24.627,22.46,18.116,667.13
Cheal-G3,689.1,8.5,8.452,2.255,115.588,108.226,0.397,3.075,23.817,21.812,17.766,667.224
Cheal-G3,689.2,8.5,8.461,2.255,115.771,106.326,0.393,3.048,23.472,21.599,17.79,667.318
Cheal-G3,689.3,8.5,8.472,2.259,115.743,103.681,0.386,3.025,24.189,22.359,18.608,667.412
Cheal-G3,689.4,8.5,8.48,2.266,115.543,101.205,0.38,2.993,24.104,22.301,18.602,667.506
Cheal-G3,689.5,8.5,8.496,2.271,115.207,98.546,0.373,2.993,24.75,22.834,18.92,667.6
Cheal-G3,689.6,8.5,8.53,2.273,114.871,96.962,0.368,2.986,24.662,22.608,18.455,667.692
Cheal-G3,689.7,8.5,8.584,2.273,114.591,97.08,0.364,2.979,24.576,22.387,18.008,667.784
Cheal-G3,689.8,8.5,8.636,2.272,114.417,97.882,0.362,2.961,25.708,23.306,18.539,667.876
Cheal-G3,689.9,8.5,8.652,2.271,114.335,99.058,0.361,2.964,26.792,24.284,19.306,667.968
Cheal-G3,690,8.5,8.623,2.27,114.341,101.158,0.361,2.966,26.239,23.838,19.055,668.06
Cheal-G3,690.1,8.5,8.567,2.271,114.405,102.94,0.363,2.977,25.57,23.29,18.731,668.154
Cheal-G3,690.2,8.5,8.522,2.272,114.489,103.44,0.361,2.982,26.449,24.078,19.34,668.248
Cheal-G3,690.3,8.5,8.509,2.274,114.626,103.817,0.358,2.982,27.122,24.56,19.484,668.342
Cheal-G3,690.4,8.5,8.524,2.271,114.815,104.194,0.353,2.97,26.959,24.19,18.783,668.436
Cheal-G3,690.5,8.5,8.544,2.269,115.064,104.49,0.351,2.95,27.822,24.671,18.636,668.53
Cheal-G3,690.6,8.5,8.564,2.265,115.299,103.871,0.352,2.93,29.564,25.946,19.134,668.624
Cheal-G3,690.7,8.5,8.586,2.266,115.509,105.634,0.36,2.926,30.526,26.653,19.42,668.718
Cheal-G3,690.8,8.5,8.597,2.268,115.622,106.882,0.371,2.927,28.936,25.349,18.615,668.812
Cheal-G3,690.9,8.5,8.59,2.27,115.646,108.366,0.385,2.926,28.824,25.523,19.217,668.906
Cheal-G3,691,8.5,8.555,2.269,115.558,107.436,0.399,2.926,26.948,24.23,18.906,669
Cheal-G3,691.1,8.5,8.496,2.267,115.387,107.206,0.41,2.941,24.79,22.641,18.324,669.092
Cheal-G3,691.2,8.5,8.429,2.264,115.133,105.831,0.414,2.961,23.738,21.965,18.325,669.184
Cheal-G3,691.3,8.5,8.379,2.261,114.829,105.082,0.409,2.982,23.566,21.938,18.565,669.276
Cheal-G3,691.4,8.5,8.365,2.261,114.539,103.45,0.4,3.013,23.82,22.141,18.67,669.368
Cheal-G3,691.5,8.5,8.375,2.265,114.285,103.146,0.39,3.049,24.371,22.51,18.703,669.46
Cheal-G3,691.6,8.5,8.395,2.272,114.126,103.707,0.38,3.078,25.766,23.663,19.399,669.554
Cheal-G3,691.7,8.5,8.417,2.276,114.088,104.696,0.375,3.077,25.664,23.488,19.102,669.648
Cheal-G3,691.8,8.5,8.433,2.276,114.173,106.045,0.372,3.095,26.977,24.689,20.076,669.742
Cheal-G3,691.9,8.5,8.442,2.275,114.302,107.118,0.372,3.099,26.009,23.875,19.554,669.836
Cheal-G3,692,8.5,8.441,2.277,114.452,107.884,0.37,3.1,24.9,22.968,19.023,669.93
Cheal-G3,692.1,8.5,8.432,2.279,114.583,107.034,0.371,3.084,23.821,22.059,18.439,670.024
Cheal-G3,692.2,8.5,8.421,2.281,114.721,105.859,0.372,3.089,23.276,21.575,18.074,670.118
Cheal-G3,692.3,8.5,8.417,2.283,114.842,104.798,0.376,3.091,22.706,21.001,17.504,670.212
Cheal-G3,692.4,8.5,8.424,2.285,114.974,105.883,0.376,3.094,23.484,21.632,17.861,670.306
Cheal-G3,692.5,8.5,8.436,2.285,115.098,107.945,0.374,3.092,24.032,22.044,18.021,670.4
Cheal-G3,692.6,8.5,8.443,2.28,115.187,110.312,0.367,3.08,23.526,21.521,17.481,670.492
Cheal-G3,692.7,8.5,8.443,2.274,115.172,110.327,0.36,3.063,22.923,20.974,17.045,670.584
Cheal-G3,692.8,8.5,8.444,2.266,115.057,109.805,0.354,3.037,22.902,21.059,17.313,670.676
Cheal-G3,692.9,8.5,8.455,2.261,114.823,108.951,0.357,3.032,22.686,21.036,17.637,670.768
Cheal-G3,693,8.5,8.471,2.258,114.487,107.605,0.364,3.025,22.007,20.619,17.712,670.86
Cheal-G3,693.1,8.5,8.486,2.259,113.682,105.221,0.372,3.029,21.944,20.72,18.123,670.954
Cheal-G3,693.2,8.5,8.49,2.266,112.402,103.366,0.378,3.036,20.787,19.703,17.389,671.048
Cheal-G3,693.3,8.5,8.484,2.28,110.545,102.348,0.383,3.051,19.694,18.596,16.266,671.142
Cheal-G3,693.4,8.5,8.476,2.298,108.732,100.53,0.386,3.057,20.622,19.273,16.459,671.236
Cheal-G3,693.5,8.5,8.476,2.314,107.128,99.041,0.385,3.063,24.793,22.814,18.79,671.33
Cheal-G3,693.6,8.5,8.488,2.324,106.552,98.303,0.385,3.072,29.472,26.712,21.235,671.424
Cheal-G3,693.7,8.5,8.503,2.323,107.052,98.918,0.383,3.077,23.015,20.618,15.951,671.518
Cheal-G3,693.8,8.5,8.517,2.314,108.725,100.721,0.385,3.059,22.888,20.456,15.741,671.612
Cheal-G3,693.9,8.5,8.528,2.3,110.688,105.44,0.383,3.035,23.436,21.085,16.475,671.706
Cheal-G3,694,8.5,8.54,2.288,112.587,110.41,0.383,3.011,24.111,21.934,17.589,671.8
Cheal-G3,694.1,8.5,8.54,2.28,113.952,113.976,0.383,3,23.553,21.641,17.761,671.892
Cheal-G3,694.2,8.5,8.52,2.277,114.783,114.775,0.387,2.986,22.547,20.872,17.432,671.984
Cheal-G3,694.3,8.5,8.489,2.275,115.108,114.452,0.393,2.996,20.947,19.472,16.423,672.076
Cheal-G3,694.4,8.5,8.465,2.275,115.172,111.564,0.399,3.019,21.203,19.728,16.674,672.168
Cheal-G3,694.5,8.5,8.463,2.271,115.172,109.793,0.405,3.046,21.151,19.686,16.65,672.26
Cheal-G3,694.6,8.5,8.475,2.269,115.139,109.368,0.407,3.058,20.991,19.586,16.661,672.354
Cheal-G3,694.7,8.5,8.493,2.27,115.107,109.875,0.404,3.06,21.259,19.847,16.906,672.448
Cheal-G3,694.8,8.5,8.507,2.272,115.097,108.872,0.399,3.047,21.807,20.277,17.111,672.542
Cheal-G3,694.9,8.5,8.512,2.271,115.148,108.17,0.398,3.029,22.982,21.198,17.554,672.636
Cheal-G3,695,8.5,8.502,2.269,115.295,107.714,0.403,3.024,22.606,20.678,16.794,672.73
Cheal-G3,695.1,8.5,8.481,2.265,115.535,107.473,0.412,3.02,23.283,21.125,16.836,672.824
Cheal-G3,695.2,8.5,8.459,2.261,115.787,110.236,0.419,3.019,22.973,20.735,16.323,672.918
Cheal-G3,695.3,8.5,8.443,2.256,115.957,114.321,0.421,3.013,24.214,21.813,17.097,673.012
Cheal-G3,695.4,8.5,8.436,2.256,116.018,117.543,0.414,3.011,24.324,21.946,17.263,673.106
Cheal-G3,695.5,8.5,8.436,2.256,115.957,116.984,0.4,3,23.671,21.413,16.948,673.2
Cheal-G3,695.6,8.5,8.445,2.255,115.797,117.11,0.382,2.996,23.316,21.152,16.852,673.292
Cheal-G3,695.7,8.5,8.46,2.254,115.594,115.817,0.365,2.999,23.789,21.627,17.316,673.384
Cheal-G3,695.8,8.5,8.472,2.257,115.428,113.591,0.351,3.003,23.114,21.027,16.863,673.476
Cheal-G3,695.9,8.5,8.477,2.261,115.298,110.609,0.346,3.003,22.365,20.336,16.289,673.568
Cheal-G3,696,8.5,8.48,2.264,115.208,109.143,0.348,2.985,22.833,20.756,16.614,673.66
Cheal-G3,696.1,8.5,8.484,2.266,115.108,106.566,0.357,2.978,22.873,20.815,16.705,673.754
Cheal-G3,696.2,8.5,8.484,2.264,115.023,104.647,0.366,2.967,23.018,21.026,17.022,673.848
Cheal-G3,696.3,8.5,8.482,2.263,114.9,103.902,0.374,2.966,22.6,20.754,17.012,673.942
Cheal-G3,696.4,8.5,8.478,2.261,114.782,105.875,0.379,2.945,22.536,20.859,17.416,674.036
Cheal-G3,696.5,8.5,8.478,2.264,114.667,108.051,0.381,2.94,22.948,21.358,18.063,674.13
Cheal-G3,696.6,8.5,8.479,2.27,114.625,110.019,0.382,2.937,22.703,21.224,18.138,674.222
Cheal-G3,696.7,8.5,8.48,2.278,114.645,110.823,0.384,2.937,21.886,20.503,17.606,674.314
Cheal-G3,696.8,8.5,8.479,2.282,114.752,110.453,0.388,2.93,20.997,19.74,17.092,674.406
Cheal-G3,696.9,8.5,8.477,2.283,114.909,109.701,0.392,2.937,20.756,19.527,16.934,674.498
Cheal-G3,697,8.5,8.476,2.28,115.096,109.012,0.394,2.95,19.66,18.512,16.086,674.59
Cheal-G3,697.1,8.5,8.478,2.279,115.23,108.853,0.391,2.944,19.907,18.745,16.29,674.684
Cheal-G3,697.2,8.5,8.478,2.278,115.264,108.685,0.386,2.941,20.474,19.308,16.838,674.778
Cheal-G3,697.3,8.5,8.471,2.277,115.167,108.483,0.381,2.94,19.984,18.847,16.441,674.872
Cheal-G3,697.4,8.5,8.457,2.278,114.988,106.956,0.38,2.949,20.012,18.84,16.365,674.966
Cheal-G3,697.5,8.5,8.441,2.278,114.767,105.452,0.386,2.954,20.835,19.534,16.806,675.06
Cheal-G3,697.6,8.5,8.435,2.278,114.61,105.17,0.396,2.963,22.527,20.95,17.686,675.154
Cheal-G3,697.7,8.5,8.442,2.275,114.557,103.813,0.404,2.97,23.301,21.441,17.657,675.248
Cheal-G3,697.8,8.5,8.458,2.273,114.631,102.491,0.406,2.968,22.96,20.869,16.7,675.342
Cheal-G3,697.9,8.5,8.476,2.272,114.755,100.167,0.401,2.963,22.986,20.685,16.173,675.436
Cheal-G3,698,8.5,8.487,2.271,114.838,100.983,0.393,2.959,22.766,20.339,15.634,675.53
Cheal-G3,698.1,8.5,8.489,2.271,114.53,101.885,0.386,2.961,23.757,21.1,16,675.622
Cheal-G3,698.2,8.5,8.484,2.272,113.678,104.204,0.386,2.982,24.374,21.501,16.047,675.714
Cheal-G3,698.3,8.5,8.476,2.279,112.212,105.361,0.39,3.016,25.322,22.172,16.263,675.806
Cheal-G3,698.4,8.5,8.466,2.285,110.561,106.563,0.393,3.057,25.291,22.002,15.895,675.898
Cheal-G3,698.5,8.5,8.454,2.292,109.03,106.001,0.392,3.091,27.557,23.883,17.103,675.99
Cheal-G3,698.6,8.5,8.444,2.295,108.213,104.873,0.384,3.111,34.468,29.899,21.455,676.084
Cheal-G3,698.7,8.5,8.439,2.297,108.342,105.025,0.374,3.111,29.509,25.777,18.803,676.178
Cheal-G3,698.8,8.5,8.438,2.295,109.475,105.942,0.365,3.096,27.314,24.106,18.01,676.272
Cheal-G3,698.9,8.5,8.439,2.293,111.047,108.479,0.358,3.071,24.352,21.731,16.661,676.366
Cheal-G3,699,8.5,8.436,2.29,112.616,110.091,0.356,3.049,23.692,21.316,16.658,676.46
Cheal-G3,699.1,8.5,8.429,2.288,113.801,112.404,0.359,3.029,23.215,20.993,16.601,676.554
Cheal-G3,699.2,8.5,8.421,2.284,114.518,113.953,0.362,3.012,22.354,20.206,15.964,676.648
Cheal-G3,699.3,8.5,8.415,2.281,114.798,116.546,0.365,2.984,22.383,20.164,15.803,676.742
Cheal-G3,699.4,8.5,8.412,2.275,114.813,118.232,0.363,2.949,22.381,20.056,15.528,676.836
Cheal-G3,699.5,8.5,8.412,2.274,114.753,118.261,0.359,2.906,23.563,21.022,16.108,676.93
Cheal-G3,699.6,8.5,8.411,2.27,114.69,116.364,0.352,2.879,23.69,21.048,15.973,677.022
Cheal-G3,699.7,8.5,8.41,2.267,114.602,112.87,0.347,2.869,25.45,22.513,16.912,677.114
Cheal-G3,699.8,8.5,8.408,2.263,114.491,109.789,0.342,2.888,26.72,23.538,17.509,677.206
Cheal-G3,699.9,8.5,8.408,2.261,114.331,107.361,0.346,2.908,26.175,22.966,16.925,677.298
Cheal-G3,700,8.5,8.412,2.261,114.17,107.413,0.354,2.927,26.223,22.929,16.763,677.39
Cheal-G3,700.1,8.5,8.42,2.261,113.993,109.127,0.37,2.935,27.059,23.58,17.104,677.484
Cheal-G3,700.2,8.5,8.428,2.262,113.846,111.114,0.383,2.953,28.994,25.202,18.173,677.578
Cheal-G3,700.3,8.5,8.434,2.267,113.717,112.078,0.393,2.975,29.958,26.025,18.74,677.672
Cheal-G3,700.4,8.5,8.436,2.273,113.643,111.91,0.395,3.005,28.98,25.217,18.228,677.766
Cheal-G3,700.5,8.5,8.437,2.281,113.613,111.05,0.393,3.025,28.916,25.228,18.35,677.86
Cheal-G3,700.6,8.5,8.437,2.289,113.647,109.676,0.388,3.03,28.391,24.854,18.219,677.954
Cheal-G3,700.7,8.5,8.44,2.297,113.721,108.807,0.384,3.004,28.057,24.659,18.245,678.048
Cheal-G3,700.8,8.5,8.436,2.3,113.808,108.217,0.384,2.959,26.199,23.106,17.236,678.142
Cheal-G3,700.9,8.5,8.418,2.299,113.877,107.314,0.385,2.913,23.078,20.378,15.243,678.236
Cheal-G3,701,8.5,8.392,2.295,113.895,106.93,0.388,2.903,24.088,21.266,15.901,678.33
Cheal-G3,701.1,8.5,8.371,2.29,113.88,106.756,0.388,2.91,27.037,23.882,17.878,678.422
Cheal-G3,701.2,8.5,8.365,2.284,113.847,107.811,0.386,2.925,27,23.883,17.938,678.514
Cheal-G3,701.3,8.5,8.364,2.278,113.864,108.712,0.384,2.931,26.465,23.401,17.562,678.606
Cheal-G3,701.4,8.5,8.362,2.275,113.932,109.666,0.384,2.962,25.534,22.541,16.852,678.698
Cheal-G3,701.5,8.5,8.35,2.271,114.069,109.768,0.384,2.99,24.467,21.533,15.981,678.79
Cheal-G3,701.6,8.5,8.33,2.268,114.209,109.787,0.379,3.032,25.604,22.466,16.559,678.884
Cheal-G3,701.7,8.5,8.314,2.268,114.357,108.947,0.374,3.052,27.492,24.054,17.611,678.978
Cheal-G3,701.8,8.5,8.307,2.268,114.451,108.385,0.368,3.068,28.745,25.163,18.446,679.072
Cheal-G3,701.9,8.5,8.309,2.268,114.515,107.157,0.366,3.039,28.894,25.362,18.711,679.166
Cheal-G3,702,8.5,8.31,2.266,114.512,107.13,0.365,3.01,27.602,24.355,18.187,679.26
Cheal-G3,702.1,8.5,8.311,2.265,114.462,106.769,0.37,2.974,26.054,23.065,17.356,679.352
Cheal-G3,702.2,8.5,8.307,2.263,114.379,106.777,0.375,2.954,24.234,21.459,16.158,679.444
Cheal-G3,702.3,8.5,8.296,2.261,114.287,105.571,0.378,2.94,26.647,23.482,17.484,679.536
Cheal-G3,702.4,8.5,8.286,2.258,114.216,105.837,0.375,2.946,27.868,24.414,17.929,679.628
Cheal-G3,702.5,8.5,8.283,2.256,114.178,103.794,0.371,2.953,27.508,23.961,17.361,679.72
Cheal-G3,702.6,8.5,8.286,2.253,114.215,100.92,0.371,2.961,25.603,22.23,15.987,679.814
Cheal-G3,702.7,8.5,8.292,2.251,114.278,97.72,0.373,2.977,25.249,21.902,15.717,679.908
Cheal-G3,702.8,8.5,8.301,2.251,114.321,96.345,0.377,3,26.582,23.111,16.673,680.002
Cheal-G3,702.9,8.5,8.319,2.255,114.316,96.625,0.381,3.022,25.204,21.986,15.984,680.096
Cheal-G3,703,8.5,8.341,2.259,114.265,97.322,0.382,3.026,24.112,21.077,15.4,680.19
Cheal-G3,703.1,8.5,8.359,2.263,114.187,99.628,0.378,3.007,25.403,22.252,16.337,680.284
Cheal-G3,703.2,8.5,8.375,2.266,114.093,103.051,0.37,2.992,25.091,22.033,16.269,680.378
Cheal-G3,703.3,8.5,8.397,2.267,114.052,107.627,0.361,2.978,26.951,23.738,17.651,680.472
Cheal-G3,703.4,8.5,8.429,2.269,114.064,111.607,0.358,2.981,28.321,24.985,18.65,680.566
Cheal-G3,703.5,8.5,8.452,2.268,114.134,116.445,0.359,2.977,28.429,25.106,18.786,680.66
Cheal-G3,703.6,8.5,8.457,2.269,114.222,119.755,0.369,2.992,28.112,24.819,18.559,680.752
Cheal-G3,703.7,8.5,8.449,2.27,114.311,120.894,0.381,2.997,28.759,25.363,18.918,680.844
Cheal-G3,703.8,8.5,8.444,2.27,114.368,118.899,0.395,3.004,29.873,26.318,19.583,680.936
Cheal-G3,703.9,8.5,8.445,2.268,114.359,115.507,0.406,2.99,29.732,26.197,19.499,681.028
Cheal-G3,704,8.5,8.453,2.268,114.336,112.553,0.419,2.994,28.829,25.411,18.928,681.12
Cheal-G3,704.1,8.5,8.468,2.267,114.305,110.571,0.428,3.004,29.146,25.664,19.071,681.214
Cheal-G3,704.2,8.5,8.503,2.267,114.306,108.801,0.435,3.032,28.839,25.341,18.739,681.308
Cheal-G3,704.3,8.5,8.569,2.269,114.296,107.569,0.432,3.052,27.651,24.278,17.921,681.402
Cheal-G3,704.4,8.5,8.643,2.271,114.324,105.38,0.422,3.067,26.276,23.035,16.943,681.496
Cheal-G3,704.5,8.5,8.658,2.274,114.324,104.934,0.407,3.057,26.288,23.01,16.864,681.59
Cheal-G3,704.6,8.5,8.593,2.276,114.331,102.976,0.393,3.057,28.24,24.664,17.983,681.684
Cheal-G3,704.7,8.5,8.503,2.279,114.295,102.629,0.382,3.036,29.341,25.653,18.752,681.778
Cheal-G3,704.8,8.5,8.445,2.282,114.306,100.996,0.377,3.032,28.777,25.187,18.457,681.872
Cheal-G3,704.9,8.5,8.424,2.284,114.328,101.7,0.372,3.022,27.324,23.981,17.685,681.966
Cheal-G3,705,8.5,8.409,2.285,114.383,100.011,0.365,3.03,25.897,22.795,16.926,682.06
Cheal-G3,705.1,8.5,8.4,2.283,114.414,100.363,0.354,3.022,25.048,22.144,16.611,682.152
Cheal-G3,705.2,8.5,8.399,2.279,114.439,101.999,0.345,3.026,26.033,23.063,17.384,682.244
Cheal-G3,705.3,8.5,8.406,2.275,114.418,105.486,0.341,3.025,25.721,22.777,17.154,682.336
Cheal-G3,705.4,8.5,8.418,2.274,114.357,107.975,0.345,3.032,27.171,24.004,17.977,682.428
Cheal-G3,705.5,8.5,8.43,2.273,114.236,109.096,0.351,3.032,28.643,25.243,18.796,682.52
Cheal-G3,705.6,8.5,8.44,2.274,114.081,110.4,0.358,3.029,29.811,26.219,19.431,682.614
Cheal-G3,705.7,8.5,8.446,2.277,113.903,108.568,0.362,3.026,30.393,26.705,19.747,682.708
Cheal-G3,705.8,8.5,8.451,2.281,113.748,105.816,0.364,3.027,31.221,27.42,20.254,682.802
Cheal-G3,705.9,8.5,8.454,2.285,113.65,102.066,0.366,3.034,32.064,28.203,20.907,682.896
Cheal-G3,706,8.5,8.455,2.289,113.674,99.386,0.366,3.033,31.584,27.851,20.767,682.99
Cheal-G3,706.1,8.5,8.453,2.294,113.824,96.582,0.368,3.023,30.862,27.311,20.533,683.084
Cheal-G3,706.2,8.5,8.449,2.298,114.081,96.616,0.37,3.006,28.844,25.595,19.367,683.178
Cheal-G3,706.3,8.5,8.446,2.299,114.38,98.655,0.373,2.995,27.176,24.166,18.377,683.272
Cheal-G3,706.4,8.5,8.447,2.293,114.679,101.176,0.376,2.996,26.832,23.861,18.144,683.366
Cheal-G3,706.5,8.5,8.449,2.289,114.939,103.721,0.378,3.006,26.495,23.543,17.871,683.46
Cheal-G3,706.6,8.5,8.449,2.283,115.163,105.751,0.378,3.021,26.511,23.535,17.827,683.552
Cheal-G3,706.7,8.5,8.444,2.279,115.363,106.907,0.377,3.013,25.504,22.635,17.135,683.644
Cheal-G3,706.8,8.5,8.436,2.274,115.574,107.138,0.377,2.986,24.678,21.909,16.596,683.736
Cheal-G3,706.9,8.5,8.427,2.273,115.749,108.245,0.378,2.936,24.426,21.711,16.494,683.828
Cheal-G3,707,8.5,8.421,2.27,115.878,108.929,0.379,2.889,24.282,21.618,16.483,683.92
