TVD,GR,ROP
342.7476,74.0299,22.1818
342.9,73.0114,23.2677
343.0524,72.1624,22.4264
343.2048,71.609,22.9337
343.3572,70.4037,20.3788
343.5096,70.3068,18.835
343.662,71.5875,20.522
343.8144,70.7199,18.0847
343.9668,71.8662,18.1495
344.1192,71.6824,19.2334
344.2716,71.1375,18.1743
344.424,72.308,20.1709
344.5764,71.9123,19.6104
344.7288,71.173,19.5391
344.8812,71.6967,18.6324
345.0336,70.4739,16.8451
345.186,71.1477,16.3059
345.3384,69.6422,17.7774
345.4908,69.0882,20.203
345.6432,67.9722,21.6076
345.7956,67.4673,22.2307
345.948,68.0415,21.1985
346.1004,68.848,18.6204
346.2528,71.2685,18.5488
346.4052,70.9973,17.7449
346.5576,72.3945,18.2645
346.71,72.9751,18.9274
346.8624,72.8363,20.248
347.0148,71.9063,21.1035
347.1672,73.0937,21.7454
347.3196,71.8623,22.1777
347.472,73.875,20.0387
347.6244,73.9803,19.09
347.7768,73.1092,19.9771
347.9292,73.1093,21.6758
348.0816,71.0058,24.2522
348.234,69.1878,25.8109
348.3864,68.0379,27.8437
348.5388,68.6415,23.8868
348.6912,70.2191,19.3386
348.8436,70.4268,18.0449
348.996,70.6483,14.9587
349.1484,70.3595,13.8014
349.3008,70.8362,12.3004
349.4532,70.3304,12.5831
349.6056,71.3763,12.7759
349.758,72.4012,13.5474
349.9104,72.0102,15.2509
350.0628,71.2891,16.0598
350.2152,70.254,17.0113
350.3676,68.541,16.8198
350.52,67.5826,16.818
350.6724,68.0252,18.5615
350.8248,68.7252,19.7086
350.9772,68.342,23.7485
351.1296,69.5636,24.7521
351.282,68.6295,25.8442
351.4344,69.3334,26.6148
351.5868,69.9625,23.5905
351.7392,68.4323,23.5621
351.8916,68.053,23.5498
352.044,66.3477,23.6531
352.1964,67.8598,24.0706
352.3488,68.009,23.6131
352.5012,69.8169,23.2473
352.6536,70.0982,23.2346
352.806,69.7393,22.8158
352.9584,69.0867,23.0881
353.1108,69.6003,22.4691
353.2632,68.5519,26.2715
353.4156,68.1823,33.3296
353.568,70.7081,36.3208
353.7204,69.6914,34.8012
353.8728,70.6083,32.8574
354.0252,70.4523,24.8083
354.1776,69.8331,16.7052
354.33,70.8369,17.2509
354.4824,70.5666,16.0899
354.6348,70.9062,17.7454
354.7872,71.6313,20.7512
354.9396,71.4435,22.796
355.092,70.3175,23.4863
355.2444,70.6114,24.0917
355.3968,71.6109,22.6155
355.5492,72.1404,21.122
355.7016,73.1534,20.5987
355.854,73.4538,20.9698
356.0064,71.7032,20.2649
356.1588,71.0505,27.732
356.3112,70.8305,25.2973
356.4636,71.3011,23.3271
356.616,71.674,23.2148
356.7684,73.1913,15.6383
356.9208,73.5794,15.4659
357.0732,72.7156,19.3065
357.2256,72.2107,19.5809
357.378,73.0943,22.3393
357.5304,70.1821,24.4634
357.6828,70.699,28.0269
357.8352,71.7188,28.2922
357.9876,71.226,27.1244
358.14,72.7218,32.765
358.2924,72.8804,28.1566
358.4448,72.3019,25.0028
358.5972,72.5579,23.9069
358.7496,72.0544,20.0551
358.902,73.4371,16.1804
359.0544,74.1568,16.8774
359.2068,76.5834,16.1876
359.3592,76.6401,15.818
359.5116,75.3803,16.4139
359.664,75.7128,17.489
359.8164,74.852,17.3487
359.9688,71.5942,18.5774
360.1212,72.1293,17.7807
360.2736,71.0851,21.1901
360.426,70.1513,17.4513
360.5784,71.6245,20.4877
360.7308,72.8154,20.1886
360.8832,73.6436,18.2681
361.0356,74.9812,16.8594
361.188,75.0097,16.1059
361.3404,74.2584,14.1047
361.4928,76.2176,14.7713
361.6452,76.322,19.7533
361.7976,76.3604,23.0664
361.95,78.7083,23.0231
362.1024,77.5226,25.7449
362.2548,77.0124,24.2579
362.4072,76.4337,20.1746
362.5596,74.8466,20.4534
362.712,74.0293,23.1825
362.8644,73.4025,21.4412
363.0168,71.4589,23.83
363.1692,71.5071,25.8038
363.3216,72.6606,21.523
363.474,73.7823,24.6165
363.6264,75.4152,23.5463
363.7788,76.6313,23.9106
363.9312,74.8221,24.1706
364.0836,73.4684,24.8231
364.236,74.0172,22.406
364.3884,73.8176,21.2786
364.5408,75.4599,21.7005
364.6932,76.1144,21.3214
364.8456,75.4886,20.8964
364.998,75.057,21.784
365.1504,73.7754,21.806
365.3028,71.5165,23.1283
365.4552,70.2029,23.8301
365.6076,68.7491,24.7247
365.76,68.8175,25.6016
365.9124,70.5791,25.0247
366.0648,70.9728,23.876
366.2172,71.6343,23.0033
366.3696,71.9051,21.8421
366.522,72.4897,21.2337
366.6744,74.1001,24.4283
366.8268,74.4697,25.3602
366.9792,74.3858,27.5154
367.1316,74.0919,28.9297
367.284,73.6867,27.8432
367.4364,74.4012,25.268
367.5888,75.1623,23.5598
367.7412,76.5613,24.9724
367.8936,75.3059,25.8698
368.046,74.638,26.8544
368.1984,76.3793,26.9633
368.3508,75.7781,22.8438
368.5032,75.1932,26.9604
368.6556,75.884,25.1962
368.808,75.4243,22.1587
368.9604,75.2434,19.9227
369.1128,75.3706,20.2465
369.2652,75.8841,14.5774
369.4176,73.658,15.7067
369.57,72.8983,16.083
369.7224,74.1911,19.0297
369.8748,75.4149,16.6534
370.0272,76.1895,16.8034
370.1796,75.5988,16.2589
370.332,75.7395,14.3076
370.4844,74.1445,14.2288
370.6368,75.5438,14.3663
370.7892,76.3075,13.9177
370.9416,77.3856,12.851
371.094,76.3888,12.6547
371.2464,74.9141,12.3923
371.3988,72.7678,13.1602
371.5512,72.5889,13.7208
371.7036,72.2773,14.1332
371.856,71.6967,14.4869
372.0084,72.4325,13.8719
372.1608,72.3847,15.6094
372.3132,72.9167,15.1965
372.4656,74.985,15.0022
372.618,74.1877,15.5535
372.7704,74.485,14.4751
372.9228,73.5581,14.2622
373.0752,73.7103,14.3337
373.2276,73.7473,14.2486
373.38,73.3939,13.6195
373.5324,72.2025,13.5496
373.6848,67.6204,13.77
373.8372,66.2114,16.4508
373.9896,65.0737,20.5942
374.142,62.0578,24.032
374.2944,64.2094,27.4743
374.4468,66.8976,29.3075
374.5992,69.3024,29.7674
374.7516,74.0595,26.1498
374.904,75.7473,23.9024
375.0564,75.9909,20.4346
375.2088,74.0467,17.1833
375.3612,72.5985,14.7598
375.5136,71.8242,13.628
375.666,72.1808,13.5247
375.8184,73.82,13.0694
375.9708,74.5624,15.9658
376.1232,74.6404,16.8946
376.2756,74.0969,18.21
376.428,73.1809,20.0768
376.5804,73.6125,18.6682
376.7328,73.4535,19.1427
376.8852,74.2324,19.2197
377.0376,75.0895,19.0923
377.19,73.6533,19.0592
377.3424,71.9446,19.174
377.4948,70.3054,19.0087
377.6472,68.8824,21.5704
377.7996,68.247,23.7742
377.952,67.4472,25.4268
378.1044,66.9154,26.6841
378.2568,65.1037,26.9286
378.4092,64.9489,26.6373
378.5616,66.6585,25.4901
378.714,68.8409,24.4089
378.8664,71.246,22.3402
379.0188,72.4276,20.8169
379.1712,73.7531,19.1834
379.3236,73.8747,18.2882
379.476,72.5468,17.5147
379.6284,71.2859,17.514
379.7808,68.2211,19.0872
379.9332,65.6242,23.9928
380.0856,64.1623,29.5366
380.238,62.1951,34.0321
380.3904,61.8508,36.966
380.5428,62.1624,36.5837
380.6952,60.1644,36.2647
380.8476,60.793,33.0895
381.0,59.8912,28.9928
381.1524,58.3723,24.5335
381.3048,58.9322,21.4063
381.4572,61.406,18.6205
381.6096,63.8206,16.3963
381.762,65.8223,18.0072
381.9144,66.8636,18.8041
382.0668,64.9111,20.0914
382.2192,64.5762,22.1477
382.3716,63.6665,23.7654
382.524,63.9081,24.9735
382.6764,64.2625,25.8865
382.8288,64.6064,25.9817
382.9812,64.0766,26.9746
383.1336,63.827,27.0538
383.286,64.1776,26.4272
383.4384,63.5985,27.2109
383.5908,62.5599,26.911
383.7432,62.244,24.2292
383.8956,60.5205,24.7177
384.048,59.4653,19.2674
384.2004,58.5798,22.2062
384.3528,59.4565,23.9878
384.5052,60.981,28.3677
384.6576,63.3235,37.5616
384.81,63.7295,42.8137
384.9624,63.7435,37.2784
385.1148,62.6797,32.6013
385.2672,61.7282,29.4636
385.4196,62.4796,26.3794
385.572,63.0855,29.2055
385.7244,64.7073,31.946
385.8768,65.2156,31.0012
386.0292,64.6712,26.0171
386.1816,63.3111,23.3766
386.334,62.4155,22.1686
386.4864,62.9642,21.9541
386.6388,64.2892,22.6815
386.7912,65.7791,29.3167
386.9436,67.4262,30.2386
387.096,67.5487,31.9367
387.2484,66.4157,33.0455
387.4008,64.4812,28.2671
387.5532,65.2826,29.7895
387.7056,64.8324,28.486
387.858,65.0615,30.1186
388.0104,67.9153,28.2222
388.1628,67.5027,25.6337
388.3152,66.3699,25.1703
388.4676,67.4226,25.5782
388.62,66.1168,22.9657
388.7724,67.4117,23.4297
388.9248,71.1413,20.3624
389.0772,72.7238,18.4366
389.2296,74.2354,20.7312
389.382,75.0789,26.0808
389.5344,74.0729,32.7749
389.6868,72.3473,36.8812
389.8392,71.1051,40.8121
389.9916,70.2401,51.903
390.144,68.1413,54.171
390.2964,67.78,55.284
390.4488,67.06,56.8396
390.6012,65.1954,54.3959
390.7536,64.4469,48.6555
390.906,63.5637,47.4473
391.0584,62.4283,49.0634
391.2108,63.1297,46.2499
391.3632,62.3942,51.8457
391.5156,62.2341,52.494
391.668,63.0039,54.937
391.8204,62.8394,58.4088
391.9728,62.2462,53.4655
392.1252,62.4586,45.6094
392.2776,61.6636,47.0714
392.43,62.072,45.1307
392.5824,64.2498,43.0634
392.7348,65.1902,43.3237
392.8872,64.9853,39.3887
393.0396,65.7956,35.0546
393.192,66.1358,31.8023
393.3444,67.6482,27.8857
393.4968,68.3201,22.0843
393.6492,69.7525,17.6995
393.8016,69.7821,14.1593
393.954,70.7907,13.9055
394.1064,73.3714,15.509
394.2588,74.4034,15.1028
394.4112,75.4594,15.1696
394.5636,76.5248,15.9679
394.716,76.2665,14.8858
394.8684,76.3191,16.0512
395.0208,75.5922,16.1295
395.1732,74.0654,15.8099
395.3256,73.6145,15.4547
395.478,72.6906,14.2449
395.6304,71.1986,13.8645
395.7828,71.3498,14.5788
395.9352,72.0861,14.8133
396.0876,72.9808,15.5877
396.24,75.0126,16.6124
396.3924,74.709,16.7369
396.5448,75.0617,15.7815
396.6972,73.6067,14.8362
396.8496,72.6013,14.6389
397.002,72.3832,15.0947
397.1544,71.9987,15.1291
397.3068,72.0203,15.9555
397.4592,72.4563,16.3982
397.6116,75.2527,15.8799
397.764,73.9874,15.4381
397.9164,73.327,15.474
398.0688,73.1322,16.0073
398.2212,72.3002,17.0723
398.3736,72.6163,17.2621
398.526,72.7142,17.5673
398.6784,73.6709,17.394
398.8308,74.859,18.065
398.9832,74.3653,19.2952
399.1356,74.4001,19.5045
399.288,75.6499,19.9111
399.4404,74.9891,19.6729
399.5928,76.1895,20.8575
399.7452,75.7092,19.7766
399.8976,74.1904,19.6298
400.05,74.2231,20.2226
400.2024,74.047,19.548
400.3548,74.546,19.5838
400.5072,75.2162,18.488
400.6596,76.7655,18.4075
400.812,75.0869,17.5148
400.9644,74.5286,16.5204
401.1168,74.3218,16.1375
401.2692,71.6335,15.3272
401.4216,71.7531,15.9952
401.574,71.4996,17.5888
401.7264,72.3374,18.0924
401.8788,71.9419,17.8022
402.0312,72.5156,19.4872
402.1836,74.1135,20.7273
402.336,74.2717,21.2465
402.4884,73.8501,21.4724
402.6408,73.5504,20.2665
402.7932,71.8963,19.0709
402.9456,70.3149,17.5142
403.098,70.9654,18.2478
403.2504,69.217,20.393
403.4028,68.5685,19.0891
403.5552,69.9882,19.8009
403.7076,68.8127,19.9587
403.86,70.2379,17.7153
404.0124,74.8423,17.5263
404.1648,74.8061,17.8537
404.3172,75.3277,18.1699
404.4696,73.8347,18.3929
404.622,72.4869,18.4657
404.7744,72.7058,17.6097
404.9268,73.6773,16.9068
405.0792,74.9814,15.9425
405.2316,74.3477,21.4147
405.384,74.6441,22.3577
405.5364,71.8671,23.9685
405.6888,69.2141,32.0953
405.8412,68.3906,36.0302
405.9936,69.1673,36.7981
406.146,70.7411,37.1334
406.2984,73.2794,35.7558
406.4508,74.2173,27.9634
406.6032,72.3882,29.0184
406.7556,69.0128,39.0841
406.908,68.9879,37.233
407.0604,69.7244,33.9675
407.2128,69.9663,37.2002
407.3652,70.7773,35.8118
407.5176,69.335,37.4297
407.67,70.3302,38.8831
407.8224,70.1501,36.1077
407.9748,71.3452,31.1331
408.1272,71.6001,31.3842
408.2796,70.5379,30.7814
408.432,71.2672,30.2411
408.5844,69.8683,28.5501
408.7368,70.3988,27.7297
408.8892,72.6753,33.7707
409.0416,71.5655,36.6849
409.194,70.7646,43.7249
409.3464,73.6577,38.6728
409.4988,74.6158,27.5664
409.6512,75.9671,23.8092
409.8036,76.1408,19.489
409.956,73.5942,21.2312
410.1084,71.3316,23.1659
410.2608,70.4041,26.7509
410.4132,70.3972,28.9744
410.5656,71.3343,26.5387
410.718,72.4436,25.3831
410.8704,72.488,21.8145
411.0228,73.6522,19.2114
411.1752,74.0485,16.2883
411.3276,75.6964,16.6141
411.48,77.2844,17.6962
411.6324,76.0095,19.8586
411.7848,74.7401,21.439
411.9372,74.0688,21.1636
412.0896,74.4574,21.6082
412.242,74.6893,19.473
412.3944,75.4961,18.3027
412.5468,76.055,16.2522
412.6992,76.2006,15.8494
412.8516,76.9284,16.2016
413.004,76.758,15.1853
413.1564,76.8488,15.621
413.3088,75.8272,16.834
413.4612,74.237,22.6349
413.6136,71.4906,31.1051
413.766,72.102,33.6515
413.9184,70.6626,39.5595
414.0708,70.4254,40.1119
414.2232,70.903,40.6004
414.3756,69.5278,46.0034
414.528,69.7799,42.3745
414.6804,70.7902,39.842
414.8328,72.5261,29.2776
414.9852,75.1877,23.6217
415.1376,75.493,21.8169
415.29,76.5043,18.4345
415.4424,73.9111,18.908
415.5948,72.9379,21.4393
415.7472,72.2012,22.5094
415.8996,70.7948,23.6725
416.052,70.1214,28.7656
416.2044,69.6976,31.077
416.3568,69.1385,35.1071
416.5092,69.9077,35.4349
416.6616,72.3799,31.8684
416.814,73.6029,25.7641
416.9664,75.7128,21.0378
417.1188,75.7325,22.8021
417.2712,74.1472,29.0747
417.4236,72.3886,29.4957
417.576,72.2924,29.22
417.7284,75.5037,26.621
417.8808,74.8734,21.6008
418.0332,73.5599,23.1689
418.1856,72.5016,26.2373
418.338,71.3484,28.7094
418.4904,69.7093,27.8294
418.6428,70.5184,31.9268
418.7952,73.5586,29.0478
418.9476,75.0233,27.9967
419.1,74.5136,28.2552
419.2524,74.8558,22.2589
419.4048,74.1716,21.9426
419.5572,72.4651,21.246
419.7096,73.4902,20.2694
419.862,75.0662,22.4013
420.0144,74.0114,21.8911
420.1668,73.4325,21.4758
420.3192,72.8819,24.0464
420.4716,71.1528,27.4201
420.624,70.1661,27.7503
420.7764,72.1088,28.8068
420.9288,75.8671,27.1368
421.0812,78.6056,23.3126
421.2336,80.1374,22.758
421.386,80.6721,21.8651
421.5384,78.3474,22.2555
421.6908,76.0689,21.7556
421.8432,73.3826,21.1234
421.9956,74.5462,20.5548
422.148,73.6097,20.2806
422.3004,72.4433,21.2877
422.4528,72.7429,22.9728
422.6052,70.4776,26.2864
422.7576,71.4318,32.7775
422.91,72.5741,45.0972
423.0624,74.8727,51.1278
423.2148,76.5621,56.165
423.3672,76.2044,55.8386
423.5196,72.1871,48.3891
423.672,72.5335,38.7497
423.8244,72.8164,30.9803
423.9768,72.2448,26.4459
424.1292,72.4499,21.858
424.2816,72.6279,22.2058
424.434,72.3371,21.1194
424.5864,73.0639,18.8333
424.7388,72.8083,17.4848
424.8912,72.5776,16.6928
425.0436,72.0965,17.613
425.196,70.9203,21.5072
425.3484,67.8214,24.1758
425.5008,64.1794,28.9078
425.6532,58.8121,30.5866
425.8056,54.7696,30.8935
425.958,51.75,29.5719
426.1104,52.1162,33.1176
426.2628,54.1603,31.7333
426.4152,55.6356,31.2193
426.5676,54.8596,30.0737
426.72,54.4624,24.3451
426.8724,54.1433,20.954
427.0248,54.1615,18.0271
427.1772,54.1779,17.3436
427.3296,55.0652,18.044
427.482,55.1791,20.8282
427.6344,52.8664,23.334
427.7868,52.1659,22.8315
427.9392,49.9076,22.2274
428.0916,47.3622,18.2742
428.244,47.7113,18.0457
428.3964,47.4903,21.1409
428.5488,49.6631,21.5505
428.7012,49.368,21.1213
428.8536,48.9139,23.1506
429.006,48.4597,23.6647
429.1584,48.0055,24.1216
429.3108,47.5514,26.4983
429.4632,47.0972,24.2374
429.6156,46.904,20.7419
429.768,48.4892,18.8915
429.9204,50.647,21.7307
430.0728,54.5684,24.5251
430.2252,57.3906,32.9134
430.3776,60.9735,39.5786
430.53,62.7458,33.1583
430.6824,61.6558,34.9089
430.8348,61.1854,32.3011
430.9872,61.7578,30.5353
431.1396,63.6794,34.1893
431.292,64.3182,36.8902
431.4444,65.5253,38.7332
431.5968,65.3413,40.608
431.7492,63.0417,43.4935
431.9016,62.5164,42.6149
432.054,62.72,40.5001
432.2064,62.5333,40.0273
432.3588,62.8647,38.7545
432.5112,61.8484,37.6365
432.6636,59.8421,39.4622
432.816,59.9655,43.2934
432.9684,57.3639,36.7014
433.1208,56.6579,33.5721
433.2732,57.2156,29.2417
433.4256,56.3312,21.2395
433.578,55.8583,24.1883
433.7304,57.6464,23.8083
433.8828,58.4815,27.8222
434.0352,59.0624,33.1658
434.1876,61.1386,35.4135
434.34,62.766,41.3283
434.4924,64.6675,40.7926
434.6448,64.8102,42.2701
434.7972,64.1233,42.8831
434.9496,63.9468,41.6323
435.102,63.7929,40.9238
435.2544,62.6361,39.8587
435.4068,63.9179,40.6864
435.5592,64.4851,39.5885
435.7116,65.9578,40.7669
435.864,66.4118,41.0075
436.0164,66.1909,37.4786
436.1688,66.3195,33.8157
436.3212,65.2308,29.373
436.4736,64.2568,23.8544
436.626,63.0277,24.2066
436.7784,62.6631,28.3131
436.9308,63.7991,34.4227
437.0832,65.2252,43.2539
437.2356,65.255,53.3268
437.388,65.4756,51.9157
437.5404,64.81,45.4071
437.6928,64.3953,40.9526
437.8452,65.0799,37.6879
437.9976,66.5385,36.6005
438.15,66.1282,40.1767
438.3024,66.8508,37.9569
438.4548,66.8321,32.2359
438.6072,65.8187,29.8563
438.7596,67.1898,26.9024
438.912,67.6855,28.1755
439.0644,66.2251,35.4926
439.2168,67.285,39.3699
439.3692,68.033,33.9022
439.5216,68.4773,35.098
439.674,70.7091,31.6788
439.8264,70.8548,26.3246
439.9788,70.0913,27.7616
440.1312,70.7231,30.2059
440.2836,70.5798,27.4237
440.436,71.0945,25.141
440.5884,70.7719,24.0591
440.7408,70.0469,24.2379
440.8932,68.8277,24.8661
441.0456,69.5238,27.863
441.198,70.2645,29.4955
441.3504,70.7009,28.5177
441.5028,71.4101,26.2545
441.6552,72.2205,24.2826
441.8076,72.8839,25.1143
441.96,73.9354,32.0172
442.1124,72.6682,35.892
442.2648,70.0189,42.7705
442.4172,68.4531,43.9964
442.5696,66.439,46.3197
442.722,63.0351,42.9135
442.8744,62.3219,41.7932
443.0268,63.4526,40.673
443.1792,64.1582,39.5527
443.3316,64.4039,38.4324
443.484,65.8979,37.3121
443.6364,65.67,36.564
443.7888,64.4966,37.6569
443.9412,62.9618,38.839
444.0936,64.6369,40.7564
444.246,64.1259,40.9475
444.3984,63.7817,41.8717
444.5508,63.9933,41.8874
444.7032,62.4901,41.9832
444.8556,60.8695,41.5253
445.008,61.1965,42.2487
445.1604,62.4904,42.345
445.3128,62.7656,40.0131
445.4652,62.1564,38.6269
445.6176,64.3547,38.1382
445.77,64.9649,37.9007
445.9224,64.9522,38.3509
446.0748,64.7549,40.8154
446.2272,65.1292,40.4762
446.3796,65.6974,39.7831
446.532,66.0971,37.962
446.6844,67.0321,37.6101
446.8368,67.8251,37.9301
446.9892,68.3701,39.4813
447.1416,67.3409,40.1427
447.294,66.0718,40.5595
447.4464,66.5749,39.4224
447.5988,66.514,38.171
447.7512,65.6276,36.832
447.9036,66.0246,36.3431
448.056,65.7686,36.1251
448.2084,65.8825,35.9074
448.3608,66.245,33.3461
448.5132,67.148,30.7018
448.6656,68.8874,29.2301
448.818,67.5734,24.7467
448.9704,66.2971,22.3021
449.1228,66.2215,21.7907
449.2752,66.7305,21.5721
449.4276,67.1487,22.9781
449.58,68.0863,23.1356
449.7324,68.6138,23.2185
449.8848,67.3122,21.4155
450.0372,67.1501,22.4127
450.1896,67.2322,23.6243
450.342,68.6293,26.7356
450.4944,70.3569,30.5017
450.6468,70.9018,30.0211
450.7992,72.675,26.3936
450.9516,70.4788,23.5554
451.104,69.3942,21.2595
451.2564,68.2148,20.1863
451.4088,67.3629,23.5169
451.5612,67.9486,26.6692
451.7136,68.389,27.6705
451.866,67.6759,29.9007
452.0184,68.276,28.3604
452.1708,67.5736,25.8088
452.3232,66.0103,24.2339
452.4756,64.3267,22.8061
452.628,63.988,23.4258
452.7804,64.1242,23.9481
452.9328,65.7813,23.9357
453.0852,69.5038,23.8674
453.2376,70.0839,23.8607
453.39,69.5208,24.2066
453.5424,69.2473,24.3909
453.6948,67.6396,23.8792
453.8472,67.0639,22.9449
453.9996,68.4297,22.7336
454.152,72.5986,22.5738
454.3044,73.3584,23.4561
454.4568,74.3848,23.9013
454.6092,74.8093,24.3867
454.7616,73.4142,26.0462
454.914,75.8329,25.574
455.0664,75.641,24.7862
455.2188,76.1783,22.8363
455.3712,76.9586,22.8187
455.5236,74.9054,26.3293
455.676,72.7061,30.2669
455.8284,72.2274,33.0438
455.9808,70.4965,28.3962
456.1332,65.9979,25.9081
456.2856,63.5518,30.9842
456.438,63.2409,30.2316
456.5904,66.9764,35.4477
456.7428,69.8687,33.8419
456.8952,73.1692,24.5066
457.0476,73.6604,22.907
457.2,73.3984,20.513
457.3524,73.0491,17.0262
457.5048,71.4477,17.7074
457.6572,70.5729,17.1498
457.8096,71.6619,15.3857
457.962,73.3885,15.2926
458.1144,73.2959,15.1819
458.2668,74.9139,14.6665
458.4192,74.9451,14.4271
458.5716,71.3307,14.8989
458.724,71.8856,15.6253
458.8764,70.9131,15.1264
459.0288,70.0555,16.0686
459.1812,69.2107,16.6218
459.3336,68.9765,15.9706
459.486,68.2825,16.1844
459.6384,67.1654,15.5431
459.7908,69.6421,14.7978
459.9432,69.9358,15.424
460.0956,69.8989,15.8953
460.248,70.1719,16.2602
460.4004,72.009,16.5183
460.5528,72.8103,15.748
460.7052,73.496,14.8806
460.8576,73.8593,14.3467
461.01,73.8997,13.7669
461.1624,71.5691,13.6495
461.3148,71.1937,13.9296
461.4672,71.5523,13.5304
461.6196,71.7924,13.6421
461.772,72.7691,13.3539
461.9244,72.9911,13.5981
462.0768,72.1817,14.6012
462.2292,73.1473,17.7868
462.3816,72.4916,21.3948
462.534,74.2921,22.9004
462.6864,75.2066,24.1163
462.8388,75.3955,26.3952
462.9912,76.8348,25.3493
463.1436,76.768,25.1153
463.296,75.9654,25.0864
463.4484,75.7447,23.2883
463.6008,75.4685,24.1774
463.7532,74.7631,25.2061
463.9056,75.4902,25.8107
464.058,76.1094,28.0379
464.2104,75.8952,28.9368
464.3628,75.0748,32.0001
464.5152,72.9993,31.3162
464.6676,72.1298,30.3145
464.82,73.5217,27.5603
464.9724,75.3941,24.3029
465.1248,77.376,23.1332
465.2772,79.3091,22.4762
465.4296,78.5748,23.4033
465.582,78.2558,23.7743
465.7344,78.0429,24.2357
465.8868,76.6267,25.4112
466.0392,75.6528,25.7733
466.1916,74.7331,26.0691
466.344,73.359,27.2549
466.4964,75.3913,26.4527
466.6488,77.6013,26.884
466.8012,79.763,27.2405
466.9536,80.4604,26.8953
467.106,81.1578,27.1165
467.2584,81.6484,27.164
467.4108,81.6484,27.0061
467.5632,80.3753,25.5384
467.7156,78.5354,30.309
467.868,76.6956,30.8447
468.0204,76.2016,31.632
468.1728,76.1728,32.5208
468.3252,76.367,30.8096
468.4776,76.1089,27.4636
468.63,75.9706,27.519
468.7824,76.9011,27.2573
468.9348,75.2872,27.8011
469.0872,75.1516,28.7018
469.2396,74.6485,30.2124
469.392,74.8811,31.6415
469.5444,74.716,33.4007
469.6968,75.6411,33.9246
469.8492,77.2905,34.8822
470.0016,76.6318,34.8341
470.154,77.7186,34.7167
470.3064,77.2682,34.6125
470.4588,77.7629,35.4063
470.6112,77.8543,35.07
470.7636,76.9461,34.4149
470.916,75.6535,34.3065
471.0684,75.0666,33.9771
471.2208,75.3292,30.866
471.3732,75.5324,30.4474
471.5256,77.1567,28.2952
471.678,77.5371,27.073
471.8304,77.3268,26.5854
471.9828,78.713,25.4293
472.1352,78.2706,24.1586
472.2876,79.3037,21.794
472.44,79.6935,20.9542
472.5924,78.5234,20.0189
472.7448,80.4518,21.5
472.8972,79.1835,22.6846
473.0496,79.4524,25.2368
473.202,80.3333,25.1906
473.3544,80.6533,24.7979
473.5068,82.4098,24.3904
473.6592,82.6436,22.7613
473.8116,84.3363,24.1152
473.964,82.3758,25.0505
474.1164,80.9509,25.8503
474.2688,81.6164,27.2339
474.4212,82.7403,26.8628
474.5736,81.836,26.8741
474.726,80.5102,25.6698
474.8784,80.7107,24.5022
475.0308,79.558,24.9016
475.1832,80.0652,23.772
475.3356,81.2096,23.7805
475.488,81.364,24.1249
475.6404,81.4018,23.8761
475.7928,79.6104,24.8484
475.9452,79.0108,25.2714
476.0976,77.9461,24.2315
476.25,75.9418,24.6643
476.4024,75.9067,24.0751
476.5548,78.2074,24.0724
476.7072,78.4504,24.7449
476.8596,78.9652,24.5899
477.012,78.188,23.6739
477.1644,77.0702,23.2159
477.3168,77.5159,22.3794
477.4692,77.5498,21.3254
477.6216,77.4438,21.2343
477.774,76.2113,20.9107
477.9264,78.3377,21.4659
478.0788,77.1991,22.6367
478.2312,78.1958,24.1812
478.3836,79.7183,25.3043
478.536,77.3673,26.2507
478.6884,76.4002,27.3197
478.8408,77.2271,27.7286
478.9932,77.378,27.6783
479.1456,77.8753,28.28
479.298,79.4362,25.4348
479.4504,78.9611,22.8819
479.6028,79.6279,21.7754
479.7552,78.7593,19.7338
479.9076,76.5989,18.0224
480.06,75.9797,18.7718
480.2124,75.0889,18.1644
480.3648,76.2652,17.8503
480.5172,79.4304,18.1872
480.6696,79.8887,17.5092
480.822,80.8151,16.218
480.9744,81.6383,14.9268
481.1268,80.6946,19.1531
481.2792,81.1443,36.206
481.4316,80.5222,53.259
481.584,79.1777,70.312
481.7364,80.3993,74.4828
481.8888,80.4147,70.754
482.0412,81.1939,67.0251
482.1936,80.7258,64.5196
482.346,80.3657,66.4207
482.4984,79.9777,68.2472
482.6508,79.8629,86.8648
482.8032,80.0852,64.3171
482.9556,79.4288,47.9957
483.108,79.1114,36.5821
483.2604,80.4656,24.6058
483.4128,80.3822,20.141
483.5652,80.6399,18.4405
483.7176,81.1865,15.9398
483.87,80.7793,16.1527
484.0224,81.5852,17.2886
484.1748,81.2459,18.2089
484.3272,80.0795,18.9
484.4796,79.8799,18.8795
484.632,79.9287,18.5055
484.7844,80.0365,18.3944
484.9368,80.0655,18.4863
485.0892,81.7449,19.0674
485.2416,80.9885,19.0502
485.394,82.3914,19.1155
485.5464,84.4398,18.4617
485.6988,83.7681,17.6266
485.8512,84.4729,18.3452
486.0036,83.1651,18.6642
486.156,82.181,18.7706
486.3084,82.5778,19.5083
486.4608,82.3261,19.0471
486.6132,82.7477,19.2182
486.7656,82.8947,19.2059
486.918,83.4329,19.1852
487.0704,83.0325,19.3674
487.2228,81.9856,19.2523
487.3752,81.4063,19.5668
487.5276,78.9885,20.1511
487.68,78.1504,21.1569
487.8324,77.4752,21.4286
487.9848,77.3203,21.4413
488.1372,78.611,21.8054
488.2896,78.6497,20.9528
488.442,79.2364,20.8524
