DEPT,GR,T-TEMP
53.7972,59.2678,22.2024
53.9496,60.7291,22.2073
54.102,61.6031,22.2027
54.2544,60.4985,22.1982
54.4068,60.1233,22.2294
54.5592,60.2869,22.3876
54.7116,59.7296,22.4133
54.864,59.0991,22.4116
55.0164,59.3325,22.4171
55.1688,58.8416,22.4225
55.3212,58.5443,22.4308
55.4736,58.1962,22.4398
55.626,58.3395,22.4487
55.7784,58.6258,22.454
55.9308,57.6579,22.454
56.0832,58.913,22.454
56.2356,58.3013,22.454
56.388,57.0891,22.454
56.5404,58.0538,22.454
56.6928,58.2988,22.454
56.8452,58.0821,22.456
56.9976,58.6022,22.465
57.15,57.3589,22.474
57.3024,56.7826,22.4829
57.4548,56.0424,22.4992
57.6072,56.6001,22.517
57.7596,57.0778,22.5348
57.912,56.2441,22.5439
58.0644,55.7792,22.5396
58.2168,55.1448,22.5354
58.3692,54.7279,22.5311
58.5216,55.3645,22.542
58.674,55.3853,22.5562
58.8264,53.9728,22.5703
58.9788,53.9235,22.5815
59.1312,52.7765,22.5905
59.2836,54.2306,22.5996
59.436,53.4497,22.6086
59.5884,54.4176,22.6176
59.7408,55.4319,22.6266
59.8932,54.9352,22.6355
60.0456,55.9637,22.6445
60.198,56.1574,22.6534
60.3504,56.0147,22.6624
60.5028,54.6351,22.6705
60.6552,53.8605,22.6774
60.8076,54.6178,22.6844
60.96,55.0434,22.6914
61.1124,55.9401,22.6983
61.2648,56.1502,22.7023
61.4172,56.8986,22.7063
61.5696,56.1208,22.7103
61.722,55.1449,22.7161
61.8744,55.0814,22.7281
62.0268,54.3189,22.7402
62.1792,54.6792,22.7522
62.3316,54.2329,22.7607
62.484,55.1662,22.7641
62.6364,55.7504,22.7676
62.7888,55.3847,22.7711
62.9412,55.3232,22.7746
63.0936,57.0904,22.7819
63.246,58.2781,22.7892
63.3984,59.4567,22.7964
63.5508,60.7544,22.8037
63.7032,60.0202,22.8154
63.8556,59.7305,22.8281
64.008,58.9891,22.8859
64.1604,57.8135,23.0034
64.3128,56.2051,23.0034
64.4652,54.5721,23.0034
64.6176,52.9797,23.0034
64.77,52.0594,23.0034
64.9224,51.1468,23.0034
65.0748,51.4604,23.0034
65.2272,51.8049,23.0036
65.3796,51.9646,23.0179
65.532,51.7244,23.0321
65.6844,51.7102,23.0464
65.8368,50.4369,23.0491
65.9892,51.5448,23.0491
66.1416,52.068,23.0491
66.294,51.1818,23.0491
66.4464,49.073,23.0491
66.5988,46.8681,23.0491
66.7512,47.1152,23.0491
66.9036,47.1929,23.0491
67.056,50.3504,23.0493
67.2084,49.1738,23.0573
67.3608,47.437,23.0654
67.5132,45.7702,23.0734
67.6656,43.4384,23.0797
67.818,43.2382,23.0797
67.9704,43.3822,23.0797
68.1228,43.6465,23.0797
68.2752,44.7287,23.0805
68.4276,45.6768,23.0845
68.58,46.6025,23.0885
68.7324,47.2066,23.0926
68.8848,47.655,23.0965
69.0372,48.5352,23.1003
69.1896,47.8758,23.1041
69.342,48.8607,23.108
69.4944,48.9487,23.1142
69.6468,47.7659,23.1237
69.7992,47.4862,23.1332
69.9516,46.2569,23.1567
70.104,45.7067,23.1712
70.2564,46.4833,23.1712
70.4088,47.0759,23.1712
70.5612,48.2536,23.1712
70.7136,47.617,23.1747
70.866,48.6987,23.1791
71.0184,49.6125,23.1834
71.1708,50.6593,23.189
71.3232,52.0455,23.1978
71.4756,50.7634,23.2066
71.628,49.6382,23.2154
71.7804,47.5942,23.2133
71.9328,45.2383,23.2088
72.0852,47.7807,23.2043
72.2376,49.1005,23.2055
72.39,49.9687,23.2145
72.5424,51.165,23.2234
72.6948,48.8306,23.2321
72.8472,46.9901,23.2277
72.9996,44.1866,23.2232
73.152,43.424,23.2187
73.3044,44.5007,23.3342
73.4568,45.3173,23.3696
73.6092,46.9881,23.3696
73.7616,47.5825,23.3696
73.914,46.3997,23.3696
74.0664,45.1649,23.3696
74.2188,43.2166,23.3696
74.3712,42.1125,23.3696
74.5236,43.4291,23.3751
74.676,43.5557,23.3841
74.8284,43.8368,23.393
74.9808,45.266,23.4011
75.1332,43.488,23.4058
75.2856,42.877,23.4105
75.438,42.0619,23.4153
75.5904,40.6464,23.4153
75.7428,41.0484,23.4153
75.8952,42.721,23.4153
76.0476,42.5773,23.417
76.2,43.1072,23.4246
76.3524,43.7381,23.4322
76.5048,42.3828,23.4399
76.6572,42.5885,23.4467
76.8096,41.1383,23.4507
76.962,40.2178,23.4547
77.1144,42.1806,23.4587
77.2668,42.7241,23.4611
77.4192,44.2053,23.4611
77.5716,45.1949,23.4611
77.724,44.4801,23.4611
77.8764,43.1218,23.4611
78.0288,43.6617,23.4724
78.1812,43.3548,23.4863
78.3336,44.2907,23.5002
78.486,44.9572,23.5141
78.6384,44.0525,23.5221
78.7908,44.211,23.5221
78.9432,43.2318,23.5221
79.0956,43.3629,23.5221
79.248,43.9364,23.5221
79.4004,43.3598,23.5221
79.5528,42.2702,23.5221
79.7052,43.2816,23.5221
79.8576,42.8935,23.5221
80.01,44.0313,23.5252
80.1624,47.5871,23.5324
80.3148,47.8748,23.5397
80.4672,48.2861,23.547
80.6196,48.2038,23.5526
80.772,47.7605,23.5526
80.9244,48.7172,23.5526
81.0768,49.142,23.5526
81.2292,49.3582,23.5535
81.3816,49.4086,23.5575
81.534,47.8802,23.5615
81.6864,46.5201,23.5656
81.8388,46.2006,23.5714
81.9912,45.1792,23.5799
82.1436,44.279,23.5884
82.296,44.0278,23.5969
82.4484,43.5682,23.5776
82.6008,44.3341,23.5722
82.7532,44.8947,23.5791
82.9056,45.6242,23.5861
83.058,46.1583,23.593
83.2104,45.6301,23.5992
83.3628,44.5918,23.6028
83.5152,44.2909,23.6065
83.6676,44.4876,23.6101
83.82,44.937,23.6137
83.9724,46.1361,23.6137
84.1248,49.8666,23.6137
84.2772,49.921,23.6137
84.4296,49.8641,23.6172
84.582,50.0645,23.6257
84.7344,47.6109,23.6342
84.8868,44.9526,23.6427
85.0392,43.8419,23.6405
85.1916,43.1181,23.636
85.344,42.6413,23.6315
85.4964,42.9246,23.6182
85.6488,43.4246,23.5928
85.8012,43.3977,23.3939
85.9536,43.1243,23.3592
86.106,44.2465,23.3348
86.2584,44.8638,23.3246
86.4108,45.8063,23.3144
86.5632,46.3637,23.3107
86.7156,46.2411,23.3158
86.868,46.573,23.3208
87.0204,47.2202,23.3238
87.1728,47.3284,23.3238
87.3252,47.5281,23.3238
87.4776,46.0256,23.3213
87.63,47.1003,23.3154
87.7824,46.6336,23.3096
87.9348,45.6641,23.3258
88.0872,46.0815,23.3468
88.2396,45.148,23.364
88.392,45.6949,23.3791
88.5444,48.4707,23.3806
88.6968,50.6906,23.3737
88.8492,51.159,23.3776
89.0016,52.464,23.3981
89.154,52.0897,23.4186
89.3064,52.5125,23.4306
89.4588,53.4614,23.4306
89.6112,53.5321,23.4306
89.7636,53.4726,23.4493
89.916,54.3664,23.4784
90.0684,55.3425,23.5069
90.2208,54.85,23.5069
90.3732,54.1792,23.5069
90.5256,52.4532,23.5071
90.678,51.1162,23.5189
90.8304,52.6584,23.5307
90.9828,53.927,23.5428
91.1352,54.0912,23.5555
91.2876,52.9075,23.568
91.44,51.7622,23.5744
91.5924,50.5967,23.5807
91.7448,50.7952,23.5861
91.8972,51.3521,23.5909
92.0496,51.9292,23.5957
92.202,52.3341,23.6028
92.3544,52.7388,23.6129
92.5068,51.5449,23.623
92.6592,50.5819,23.6346
92.8116,50.5394,23.648
92.964,50.6871,23.6615
93.1164,51.2094,23.6749
93.2688,51.8416,23.6839
93.4212,52.077,23.693
93.5736,51.5982,23.702
93.726,52.2599,23.7139
93.8784,52.4336,23.7272
94.0308,51.6963,23.7406
94.1832,53.1283,23.752
94.3356,52.7646,23.7565
94.488,52.367,23.761
94.6404,53.2325,23.7656
94.7928,51.9276,23.7663
94.9452,51.2019,23.7663
95.0976,50.54,23.7663
95.25,49.5013,23.8008
95.4024,49.2784,23.8829
95.5548,51.0766,23.9651
95.7072,51.3633,23.9681
95.8596,52.6777,23.9538
96.012,52.6701,23.9395
96.1644,52.0189,23.9341
96.3168,50.0186,23.9341
96.4692,48.9027,23.9341
96.6216,49.0848,23.9384
96.774,49.0387,23.9515
96.9264,49.5858,23.9645
97.0788,50.8554,23.9775
97.2312,51.3131,23.983
97.3836,51.7099,23.9868
97.536,52.6457,23.9906
97.6884,53.8094,23.9944
97.8408,52.662,24.0014
97.9932,53.7448,24.009
98.1456,53.7967,24.0166
98.298,52.3373,24.0243
98.4504,52.2523,24.0289
98.6028,52.1112,24.0328
98.7552,52.9574,24.0367
98.9076,54.9952,24.0407
99.06,59.6754,24.0519
99.2124,60.0019,24.0635
99.3648,60.9582,24.0752
99.5172,60.2922,24.0868
99.6696,58.5639,24.0944
99.822,57.238,24.1021
99.9744,57.4886,24.1097
100.1268,57.2382,24.1173
100.2792,58.6527,24.1249
100.4316,60.9633,24.1326
100.584,61.0387,24.1402
100.7364,60.5058,24.1478
100.8888,61.0373,24.1555
101.0412,60.6793,24.1631
101.1936,60.0469,24.1707
101.346,60.521,24.1784
101.4984,59.6802,24.1899
101.6508,59.2547,24.2013
101.8032,57.5263,24.2128
101.9556,55.5777,24.2241
102.108,56.4517,24.23
102.2604,58.7742,24.2358
102.4128,60.3434,24.2428
102.5652,63.0715,24.2513
102.7176,64.5093,24.2597
102.87,64.4183,24.2682
103.0224,65.526,24.2729
103.1748,66.9464,24.2767
103.3272,68.4654,24.2805
103.4796,68.2018,24.2843
103.632,68.1872,24.2883
103.7844,67.4215,24.2923
103.9368,67.2314,24.2963
104.0892,67.9224,24.302
104.2416,67.9244,24.3708
104.394,68.065,24.4397
104.5464,68.2531,24.528
104.6988,68.3127,24.5247
104.8512,68.7973,24.5214
105.0036,69.1188,24.5181
105.156,69.8137,24.5148
105.3084,69.9445,24.5112
105.4608,69.7406,24.5075
105.6132,69.87,24.5037
105.7656,68.7836,24.5
105.918,69.2211,24.4986
106.0704,67.3837,24.4986
106.2228,67.3627,24.4986
106.3752,69.1836,24.4986
106.5276,68.9699,24.5076
106.68,69.1054,24.5185
106.8324,69.1214,24.5294
106.9848,68.8043,24.5403
107.1372,69.4022,24.5444
107.2896,69.854,24.5444
107.442,70.1904,24.5444
107.5944,71.6514,24.5444
107.7468,70.7929,24.5503
107.8992,71.4892,24.5614
108.0516,72.9656,24.5726
108.204,71.5117,24.5837
108.3564,71.152,24.5902
108.5088,71.5254,24.5902
108.6612,71.1046,24.5902
108.8136,70.7334,24.5902
108.966,70.7307,24.5999
109.1184,70.1148,24.6156
109.2708,70.0398,24.6313
109.4232,70.416,24.6469
109.5756,70.972,24.6539
109.728,71.5691,24.6575
109.8804,71.2449,24.6612
110.0328,73.1038,24.6648
110.1852,74.0757,24.6728
110.3376,73.2556,24.6845
110.49,73.0118,24.6961
110.6424,70.8214,24.7078
110.7948,68.4617,24.7147
110.9472,68.0172,24.7186
111.0996,69.0442,24.7225
111.252,68.2032,24.7265
111.4044,68.9957,24.7355
111.5568,68.7245,24.7464
111.7092,68.0356,24.7573
111.8616,68.5771,24.7682
112.014,71.088,24.7753
112.1664,71.5657,24.779
112.3188,70.5142,24.7827
112.4712,71.4859,24.7864
112.6236,69.8656,24.7901
112.776,70.2874,24.794
112.9284,71.1911,24.7978
113.0808,72.0323,24.8016
113.2332,70.5133,24.8087
113.3856,69.4659,24.8205
113.538,68.9691,24.8323
113.6904,67.4516,24.844
113.8428,68.8041,24.8585
113.9952,70.4494,24.8863
114.1476,70.4923,24.921
114.3,70.5551,24.9557
114.4524,69.523,24.9904
114.6048,68.4336,25.0174
114.7572,69.1155,25.0174
114.9096,71.1501,25.0174
115.062,72.9382,25.0174
115.2144,72.7729,25.0174
115.3668,71.9083,25.0174
115.5192,69.9143,25.0174
115.6716,68.0486,25.0174
115.824,68.8992,25.0174
115.9764,70.1133,25.0244
116.1288,71.1255,25.032
116.2812,70.8623,25.0397
116.4336,71.5657,25.0473
116.586,70.3612,25.0479
116.7384,67.2723,25.0479
116.8908,67.123,25.0479
117.0432,67.2623,25.0479
117.1956,67.0026,25.0511
117.348,70.2277,25.0588
117.5004,72.8639,25.0664
117.6528,71.62,25.074
117.8052,71.6834,25.0819
117.9576,70.4657,25.0901
118.11,71.748,25.0984
118.2624,71.8221,25.1066
118.4148,71.9933,25.1175
118.5672,71.9099,25.1296
118.7196,70.5466,25.1416
118.872,69.7756,25.1536
119.0244,70.258,25.1615
119.1768,69.5785,25.169
119.3292,69.0688,25.1765
119.4816,70.3217,25.1839
119.634,71.2896,25.2228
119.7864,71.6422,25.2467
119.9388,69.9443,25.2658
120.0912,68.9817,25.2786
120.2436,68.1125,25.2828
120.396,68.6489,25.2871
120.5484,70.1278,25.2913
120.7008,71.2252,25.299
120.8532,69.4294,25.3075
121.0056,69.2594,25.316
121.158,67.4938,25.3245
121.3104,66.3224,25.3329
121.4628,68.8467,25.3414
121.6152,68.5048,25.3499
121.7676,68.9332,25.3606
121.92,68.985,25.3726
122.0724,70.6795,25.3847
122.2248,70.2153,25.3967
122.3772,68.6707,25.3989
122.5296,69.5292,25.3989
122.682,69.0012,25.4085
122.8344,68.7489,25.4314
122.9868,70.3434,25.4655
123.1392,69.6222,25.5151
123.2916,68.3189,25.5647
123.444,68.4478,25.6143
123.5964,67.9147,25.6404
123.7488,67.5248,25.6341
123.9012,66.6601,25.6278
124.0536,67.4995,25.6278
124.206,68.5414,25.6278
124.3584,69.3414,25.636
124.5108,70.4647,25.6485
124.6632,70.3048,25.6613
124.8156,68.9979,25.6752
124.968,68.3148,25.6892
125.1204,68.4729,25.71
125.2728,68.9654,25.7308
125.4252,68.4758,25.7346
125.5776,68.4482,25.7346
125.73,69.5592,25.7346
125.8824,69.0543,25.7346
126.0348,69.8812,25.7346
126.1872,68.9158,25.7346
126.3396,68.2688,25.7403
126.492,68.0016,25.7538
126.6444,67.8977,25.7674
126.7968,69.5161,25.7808
126.9492,69.2946,25.7903
127.1016,69.8604,25.7997
127.254,69.4273,25.8092
127.4064,68.924,25.8219
127.5588,68.317,25.8354
127.7112,67.5726,25.8488
127.8636,69.338,25.8567
128.016,68.7685,25.8567
128.1684,69.6846,25.8567
128.3208,70.2585,25.8567
128.4732,68.762,25.8706
128.6256,68.7989,25.8875
128.778,69.4537,25.9045
128.9304,70.3494,25.9186
129.0828,70.993,25.9229
129.2352,70.7019,25.9271
129.3876,68.9102,25.9313
129.54,67.6028,25.9413
129.6924,66.3418,25.9548
129.8448,65.9612,25.9682
129.9972,67.4581,25.9778
130.1496,67.7712,25.9733
130.302,68.5568,25.9689
130.4544,68.4965,25.9644
130.6068,68.2634,25.9702
130.7592,69.0707,25.9788
130.9116,69.4033,25.9873
131.064,69.4517,25.994
131.2164,69.0879,25.994
131.3688,68.0236,25.994
131.5212,67.2122,25.994
131.6736,65.6098,26.0014
131.826,63.5992,26.0128
131.9784,62.0709,26.0241
132.1308,61.3647,26.0355
132.2832,62.3734,26.0453
132.4356,63.0995,26.0541
132.588,64.1286,26.063
132.7404,64.2552,26.0814
132.8928,64.1455,26.1419
133.0452,62.8451,26.1733
133.1976,62.9585,26.1643
133.35,62.6907,26.1554
133.5024,62.6056,26.1465
133.6548,63.5707,26.1417
133.8072,62.5031,26.1369
133.9596,60.9076,26.1322
134.112,60.1018,26.1385
134.2644,61.4651,26.1473
134.4168,62.3965,26.1561
134.5692,63.3107,26.1633
134.7216,64.6009,26.1677
134.874,63.0832,26.172
135.0264,62.1453,26.1763
135.1788,62.5607,26.1771
135.3312,63.7084,26.1771
135.4836,64.6876,26.1771
135.636,65.3416,26.1789
135.7884,64.396,26.1833
135.9408,64.5943,26.1877
136.0932,64.3774,26.1921
136.2456,64.4938,26.1924
136.398,63.9923,26.1924
136.5504,62.1292,26.1924
136.7028,60.8697,26.1941
136.8552,60.1641,26.1983
137.0076,60.5142,26.2024
137.16,60.17,26.2066
137.3124,62.7712,26.2143
137.4648,63.9963,26.2232
137.6172,65.2504,26.2321
137.7696,65.3416,26.2411
137.922,61.9089,26.25
138.0744,61.3092,26.2508
138.2268,59.6959,26.2465
138.3792,59.2012,26.2423
138.5316,60.85,26.2383
138.684,62.1146,26.2465
138.8364,62.8516,26.2546
138.9888,63.1875,26.2628
139.1412,63.5883,26.271
139.2936,62.9363,26.2792
139.446,63.017,26.2839
139.5984,63.3492,26.2839
139.7508,66.9028,26.2839
139.9032,68.7426,26.2839
140.0556,70.0476,26.2839
140.208,71.841,26.2839
140.3604,72.8522,26.2862
140.5128,75.0337,26.289
140.6652,77.6036,26.2918
140.8176,76.945,26.2946
140.97,76.5146,26.2974
141.1224,75.3974,26.3002
141.2748,74.3333,26.3033
141.4272,74.2668,26.3063
141.5796,73.4958,26.3094
141.732,72.941,26.3124
141.8844,70.9899,26.3213
142.0368,71.5156,26.3414
142.1892,71.6437,26.3615
142.3416,72.6396,26.3816
142.494,74.6811,26.4002
142.6464,75.1268,26.4175
142.7988,76.1376,26.4348
142.9512,77.0026,26.4522
143.1036,76.8026,26.4674
143.256,77.1598,26.4702
143.4084,75.488,26.4729
143.5608,75.4637,26.4757
143.7132,75.1029,26.4785
143.8656,73.3141,26.4812
144.018,74.1046,26.4857
144.1704,75.0546,26.4913
144.3228,74.3756,26.4969
144.4752,74.4031,26.5025
144.6276,74.8299,26.508
144.78,74.9597,26.5131
144.9324,74.9714,26.5156
145.0848,75.6789,26.518
145.2372,76.4863,26.5204
145.3896,77.2876,26.5228
145.542,75.2135,26.5252
145.6944,74.8324,26.5276
145.8468,73.8777,26.5297
145.9992,72.6203,26.5317
146.1516,74.0256,26.5336
146.304,77.0782,26.5356
146.4564,76.1429,26.5376
146.6088,75.4288,26.5396
146.7612,75.277,26.5416
146.9136,73.6352,26.5441
147.066,73.6866,26.5494
147.2184,77.0598,26.5547
147.3708,77.3089,26.5601
147.5232,76.7602,26.5654
147.6756,75.5278,26.5707
147.828,73.2367,26.5752
147.9804,72.6541,26.5785
148.1328,72.6113,26.5818
148.2852,71.9232,26.5852
148.4376,72.5692,26.5885
148.59,71.319,26.5891
148.7424,70.4522,26.5891
148.8948,70.6333,26.5891
149.0472,69.5741,26.5891
149.1996,69.7541,26.6016
149.352,69.7924,26.6169
149.5044,68.9439,26.6321
149.6568,70.2179,26.6474
149.8092,72.0196,26.647
149.9616,71.5732,26.6432
150.114,72.0963,26.6394
150.2664,71.2173,26.6355
150.4188,67.4678,26.6442
150.5712,64.482,26.6557
150.7236,63.7008,26.6671
150.876,64.4274,26.6786
151.0284,66.0042,26.6806
151.1808,66.9755,26.6806
151.3332,67.7827,26.6806
151.4856,67.7454,26.6842
151.638,68.2081,26.7004
151.7904,70.147,26.8399
151.9428,69.2207,26.9469
152.0952,68.8926,26.9306
152.2476,69.863,26.9248
152.4,70.3899,26.9753
152.5524,70.2306,26.9747
152.7048,71.5657,26.9858
152.8572,70.8942,27.0011
153.0096,70.2014,27.0163
153.162,70.8404,27.0041
153.3144,72.9906,27.0167
153.4668,74.7788,27.0282
153.6192,75.065,27.0247
153.7716,75.3432,27.0465
153.924,71.9465,27.0363
154.0764,70.9653,27.0627
154.2288,69.5644,27.0911
154.3812,69.6495,27.0703
154.5336,70.2719,27.0926
154.686,69.9504,27.0859
154.8384,69.2038,27.0705
154.9908,66.6488,27.0926
155.1432,64.6247,27.1021
155.2956,66.2038,27.1268
155.448,67.0227,27.1384
155.6004,67.4174,27.1371
155.7528,70.1849,27.1537
155.9052,69.6532,27.1411
156.0576,69.609,27.1384
156.21,70.4146,27.1508
156.3624,71.0185,27.1384
156.5148,70.9718,27.1704
156.6672,71.0789,27.1674
156.8196,71.5109,27.1836
156.972,70.8836,27.1544
157.1244,72.2114,27.1868
157.2768,73.3464,27.154
157.4292,73.7121,27.2002
157.5816,73.5544,27.1991
157.734,74.2296,27.1859
157.8864,72.5048,27.1938
158.0388,71.4008,27.1994
158.1912,71.3617,27.1966
158.3436,70.8601,27.2299
158.496,69.6861,27.246
158.6484,68.9899,27.2499
158.8008,68.4501,27.2494
158.9532,69.2348,27.2551
159.1056,70.2424,27.2609
159.258,71.6488,27.2666
159.4104,72.6115,27.2724
159.5628,73.5865,27.2719
159.7152,73.2294,27.2629
159.8676,72.7693,27.2539
160.02,71.8429,27.2448
160.1724,71.5428,27.2358
160.3248,71.0993,27.2288
160.4772,70.5269,27.2256
160.6296,68.8601,27.2224
160.782,68.828,27.2191
160.9344,68.8464,27.2159
161.0868,70.7358,27.4187
161.2392,71.8176,27.3827
161.3916,73.5282,27.3904
161.544,74.7404,27.3973
161.6964,72.9988,27.3887
161.8488,73.4012,27.3978
162.0012,74.5842,27.412
162.1536,74.3228,27.3905
162.306,74.4329,27.4151
162.4584,73.2881,27.4429
162.6108,72.3425,27.4266
162.7632,70.6631,27.4131
162.9156,68.9363,27.4251
163.068,67.1913,27.4242
163.2204,65.2276,27.4383
163.3728,65.2764,27.4298
163.5252,65.0762,27.4283
163.6776,65.9591,27.4207
163.83,66.7941,27.4441
163.9824,66.8785,27.4549
164.1348,67.4021,27.4265
164.2872,69.4959,27.4083
164.4396,69.8366,27.412
164.592,70.7563,27.4459
164.7444,70.3933,27.4306
164.8968,69.906,27.4623
165.0492,70.759,27.4722
165.2016,71.1349,27.4637
165.354,70.3599,27.4588
165.5064,70.2422,27.4588
165.6588,67.8409,27.5041
165.8112,67.5827,27.4893
165.9636,67.8224,27.4754
166.116,67.6967,27.4741
166.2684,68.1483,27.4805
166.4208,67.6245,27.498
166.5732,66.3308,27.5186
166.7256,66.38,27.5107
166.878,65.8742,27.5092
167.0304,66.5119,27.5246
167.1828,67.319,27.5322
167.3352,67.2776,27.5615
167.4876,66.81,27.5494
167.64,67.2988,27.5449
167.7924,67.7844,27.5405
167.9448,69.0438,27.536
168.0972,69.9628,27.5315
168.2496,70.4861,27.527
168.402,67.3688,27.5225
168.5544,65.1009,27.5249
168.7068,64.7712,27.537
168.8592,65.3779,27.549
169.0116,66.4621,27.5611
169.164,67.0163,27.5632
169.3164,67.8622,27.5591
169.4688,70.8354,27.5551
169.6212,71.9561,27.5511
169.7736,74.0409,27.5434
169.926,74.1921,27.535
170.0784,71.9606,27.5265
170.2308,71.9766,27.5228
170.3832,71.8075,27.5363
170.5356,70.5401,27.5498
170.688,70.8033,27.5632
170.8404,71.4691,27.7808
170.9928,71.2044,27.764
171.1452,70.0453,27.7735
171.2976,69.7342,27.7739
171.45,70.1519,27.7651
171.6024,69.5526,27.7808
171.7548,71.2339,27.7792
171.9072,71.3344,27.7664
172.0596,70.9107,27.7773
172.212,71.0804,27.7793
172.3644,70.3507,27.7793
172.5168,71.3557,27.8083
172.6692,71.7085,27.8167
172.8216,69.8053,27.798
172.974,69.2702,27.8064
173.1264,70.0851,27.8032
173.2788,69.648,27.8057
173.4312,71.9647,27.8154
173.5836,73.5891,27.81
173.736,73.2999,27.8201
173.8884,74.53,27.8322
174.0408,73.8159,27.8409
174.1932,73.2568,27.8468
174.3456,73.5781,27.8403
174.498,71.9046,27.851
174.6504,70.491,27.8708
174.8028,69.2499,27.8863
174.9552,69.2641,27.8965
175.1076,71.4268,27.8754
175.26,72.1904,27.9073
175.4124,74.0454,27.871
175.5648,75.1412,27.9045
175.7172,71.3262,27.9013
175.8696,66.6854,27.9163
176.022,65.3702,27.9023
176.1744,62.9754,27.9117
176.3268,61.7582,27.929
176.4792,63.4455,27.9375
176.6316,66.4928,27.9386
176.784,68.3303,27.9471
176.9364,69.9616,27.9471
177.0888,71.0528,27.9471
177.2412,72.4505,27.9466
177.3936,69.915,27.9532
177.546,67.6751,27.9624
177.6984,65.6423,27.9759
177.8508,63.1556,27.9924
178.0032,62.6564,27.99
178.1556,63.2989,27.9876
178.308,64.2203,27.9852
