DEPT,ROP,GR
557.4792,26.3263,67.5102
557.6316,27.988,68.0347
557.784,26.731,66.6619
557.9364,25.0295,63.6123
558.0888,24.8392,64.3297
558.2412,27.2363,62.4311
558.3936,29.8713,63.629
558.546,28.2518,65.0167
558.6984,27.9687,65.4736
558.8508,31.1813,67.6377
559.0032,30.5849,68.1313
559.1556,24.956,68.5617
559.308,22.2033,68.0298
559.4604,23.2544,67.8774
559.6128,24.2639,67.3545
559.7652,27.3005,66.5295
559.9176,32.1602,66.3429
560.07,32.6937,64.9103
560.2224,31.1408,65.3771
560.3748,29.2767,66.1568
560.5272,25.2522,64.8871
560.6796,21.3625,64.8525
560.832,20.7586,64.4502
560.9844,25.1703,64.3031
561.1368,31.6644,65.373
561.2892,32.0499,68.7611
561.4416,27.4783,69.2004
561.594,23.6406,69.1295
561.7464,26.2964,67.7924
561.8988,27.1046,65.7919
562.0512,24.9276,65.8319
562.2036,25.7172,65.3865
562.356,26.1092,65.2242
562.5084,27.208,65.0619
562.6608,33.1822,64.8996
562.8132,37.7504,64.7373
562.9656,37.5276,64.575
563.118,37.3047,64.4127
563.2704,37.0818,64.2504
563.4228,36.859,64.0881
563.5752,36.6361,63.9258
563.7276,36.4132,63.7635
563.88,36.1904,63.6012
564.0324,35.9675,63.4389
564.1848,35.7446,63.2766
564.3372,35.5218,63.1143
564.4896,35.2989,62.952
564.642,35.076,62.7897
564.7944,34.8532,62.6274
564.9468,34.6303,62.4651
565.0992,34.4074,62.3028
565.2516,34.1846,62.1405
565.404,33.9617,61.9782
565.5564,33.7388,61.8159
565.7088,37.6861,61.6536
565.8612,41.4054,61.4913
566.0136,34.1053,61.329
566.166,25.3236,61.1899
566.3184,22.9282,60.5703
566.4708,22.5923,61.337
566.6232,23.5357,62.4766
566.7756,23.8405,61.8929
566.928,22.262,60.5087
567.0804,20.2912,61.6959
567.2328,24.0127,61.2317
567.3852,30.8321,62.8094
567.5376,30.9303,65.953
567.69,24.5739,67.9038
567.8424,20.9798,67.3113
567.9948,20.8754,66.3638
568.1472,24.3727,64.3387
568.2996,36.1057,62.9009
568.452,67.065,57.0494
568.6044,103.9313,54.8777
568.7568,76.9279,52.4176
568.9092,41.2885,48.8647
569.0616,29.915,48.5759
569.214,26.3821,48.8145
569.3664,24.7885,50.9074
569.5188,26.8052,54.4617
569.6712,24.4398,57.4282
569.8236,21.3442,60.1435
569.976,20.8201,62.8656
570.1284,23.0366,63.7577
570.2808,25.5323,63.351
570.4332,25.6554,63.3901
570.5856,27.8945,63.5993
570.738,29.3289,62.8593
570.8904,29.5009,63.7482
571.0428,30.066,63.7217
571.1952,30.3206,63.3662
571.3476,31.2624,63.4067
571.5,31.3782,63.2531
571.6524,28.8757,60.1197
571.8048,32.5809,58.5934
571.9572,45.51,56.3467
572.1096,52.9098,52.859
572.262,47.8961,51.5055
572.4144,35.1258,48.1238
572.5668,24.9701,45.029
572.7192,20.5891,43.5709
572.8716,21.7421,42.8531
573.024,24.6367,41.7216
573.1764,29.0625,40.4838
573.3288,30.7981,39.7564
573.4812,25.8438,38.9895
573.6336,25.9254,39.7177
573.786,31.5472,38.8702
573.9384,28.6563,38.225
574.0908,22.899,39.0028
574.2432,28.4613,37.4227
574.3956,34.1669,37.0786
574.548,33.5937,37.3795
574.7004,29.8886,37.685
574.8528,26.6063,37.6432
575.0052,26.1829,39.8434
575.1576,25.8298,42.1706
575.31,23.2153,44.4978
575.4624,22.9616,44.699
575.6148,23.3828,43.1281
575.7672,23.804,41.5572
575.9196,24.2252,39.9863
576.072,24.6464,38.7962
576.2244,25.0675,38.014
576.3768,25.4887,37.4031
576.5292,25.9099,37.2669
576.6816,26.3311,38.0306
576.834,26.7523,39.0048
576.9864,27.1734,40.622
577.1388,27.5946,42.4353
577.2912,28.0158,43.7162
577.4436,28.437,41.8681
577.596,28.8581,40.02
577.7484,29.2793,38.1719
577.9008,29.7005,36.9424
578.0532,30.1217,35.9242
578.2056,30.5429,34.9061
578.358,30.964,34.2436
578.5104,31.3852,35.6717
578.6628,31.8064,37.0997
578.8152,32.2276,37.8996
578.9676,32.6488,38.6435
579.12,33.0699,40.022
579.2724,33.4911,43.039
579.4248,40.0335,44.6747
579.5772,66.328,45.2536
579.7296,93.4294,46.1066
579.882,83.4786,44.4371
580.0344,60.5623,45.6658
580.1868,43.4067,48.2766
580.3392,28.9938,50.5641
580.4916,25.9737,52.955
580.644,33.2398,54.7717
580.7964,36.2072,55.343
580.9488,31.5697,55.3197
581.1012,25.7665,54.96
581.2536,27.0856,55.1138
581.406,35.2658,54.4957
581.5584,37.4673,56.3055
581.7108,32.0046,55.4558
581.8632,32.3968,54.2687
582.0156,33.208,55.112
582.168,27.4217,53.8292
582.3204,20.6123,53.55
582.4728,19.9209,53.295
582.6252,37.7425,52.5619
582.7776,54.0713,53.8703
582.93,47.9446,54.7927
583.0824,36.3535,56.1067
583.2348,30.5118,57.098
583.3872,22.5881,55.3105
583.5396,16.5215,54.9384
583.692,14.8011,55.965
583.8444,16.1476,53.3467
583.9968,19.5598,55.02
584.1492,27.282,53.6814
584.3016,32.1428,51.0958
584.454,28.4829,49.6639
584.6064,23.9466,49.465
584.7588,23.9485,48.9438
584.9112,26.5633,49.4048
585.0636,26.4364,52.9528
585.216,23.068,55.8095
585.3684,21.4947,57.7913
585.5208,24.1531,56.8699
585.6732,24.8768,57.1728
585.8256,21.0952,55.4323
585.978,21.0914,58.0948
586.1304,27.9054,59.7434
586.2828,31.3072,59.1423
586.4352,30.6015,61.2463
586.5876,30.8315,60.1764
586.74,29.4968,59.9159
586.8924,22.4627,61.8774
587.0448,13.3521,62.0633
587.1972,7.5907,61.6121
587.3496,16.9603,61.9145
587.502,48.8906,63.157
587.6544,61.494,63.2865
587.8068,41.5938,62.7121
587.9592,27.5259,61.7277
588.1116,48.8672,60.3355
588.264,150.8553,59.4581
588.4164,257.3243,58.8975
588.5688,276.7665,59.9514
588.7212,275.8407,60.0202
588.8736,274.9588,58.4541
589.026,273.6421,58.361
589.1784,272.4066,58.0103
589.3308,269.3527,57.8039
589.4832,248.6206,60.0177
589.6356,215.1997,62.3645
589.788,191.214,64.6304
589.9404,188.0435,64.3163
590.0928,191.3249,63.5451
590.2452,190.5759,62.5832
590.3976,190.5947,62.7007
590.55,192.7456,61.6574
590.7024,196.3078,63.2231
590.8548,197.9515,63.4608
591.0072,198.3294,63.4048
591.1596,199.397,64.2388
591.312,197.486,63.542
591.4644,179.1032,63.6933
591.6168,146.4748,65.298
591.7692,120.3472,66.1105
591.9216,101.3172,64.5678
592.074,67.0849,62.8623
592.2264,47.4575,58.7366
592.3788,42.2857,56.0215
592.5312,36.5627,58.0253
592.6836,27.634,61.6731
592.836,22.1624,63.3592
592.9884,19.1932,64.4444
593.1408,18.3586,64.3164
593.2932,21.4097,63.0716
593.4456,23.7617,61.8268
593.598,22.1133,60.5819
593.7504,19.6005,57.9484
593.9028,18.1812,58.2016
594.0552,18.3585,58.3284
594.2076,19.9215,56.6518
594.36,22.193,57.1866
594.5124,22.0678,57.3089
594.6648,19.8463,56.5972
594.8172,18.6028,56.2528
594.9696,18.552,55.5272
595.122,20.0363,54.9494
595.2744,20.2998,53.9079
595.4268,20.6694,52.6134
595.5792,24.4777,52.3764
595.7316,23.9171,51.1046
595.884,18.7715,50.6184
596.0364,19.3352,51.5061
596.1888,22.6648,52.4781
596.3412,24.9,53.2031
596.4936,24.2965,54.8789
596.646,19.875,56.6712
596.7984,18.5604,58.9978
596.9508,19.349,59.3315
597.1032,21.6321,60.3407
597.2556,22.7479,61.5683
597.408,21.1111,59.6016
597.5604,17.4817,59.8459
597.7128,16.0053,61.4921
597.8652,18.1075,59.9741
598.0176,18.9299,61.5209
598.17,17.137,63.2299
598.3224,17.1418,62.0135
598.4748,16.9168,61.7678
598.6272,15.8452,61.499
598.7796,18.2499,58.5911
598.932,20.9797,57.6102
599.0844,18.7576,56.4075
599.2368,19.3193,54.5121
599.3892,24.6239,54.1652
599.5416,24.1464,53.1434
599.694,18.7557,52.6661
599.8464,20.816,53.8559
599.9988,22.749,56.5068
600.1512,23.2018,57.4318
600.3036,24.9303,58.3436
600.456,21.207,60.6708
600.6084,14.839,61.2398
600.7608,14.154,60.9472
600.9132,17.7618,62.4436
601.0656,20.5345,60.8938
601.218,20.87,61.8359
601.3704,24.0905,61.5479
601.5228,23.5669,59.3894
601.6752,18.9228,60.0745
601.8276,17.2419,60.3602
601.98,14.694,58.6077
602.1324,15.1106,58.7448
602.2848,19.7545,57.3752
602.4372,21.2868,55.1283
602.5896,19.886,53.4451
602.742,19.283,54.5508
602.8944,19.8728,55.09
603.0468,20.6727,56.8093
603.1992,20.337,59.0446
603.3516,19.7178,62.3544
603.504,21.0526,61.4711
603.6564,22.2484,62.0525
603.8088,21.8223,61.3229
603.9612,20.3053,58.684
604.1136,19.1544,60.4461
604.266,19.3783,59.2531
604.4184,28.6605,58.7879
604.5708,62.872,57.9478
604.7232,115.4356,56.0828
604.8756,130.854,55.9736
605.028,131.1851,55.8243
605.1804,130.4457,57.2228
605.3328,129.797,57.5678
605.4852,128.1305,58.3637
605.6376,112.6217,60.6088
605.79,73.7446,60.0492
605.9424,50.4062,62.3771
606.0948,48.8167,61.4552
606.2472,54.7953,60.3453
606.3996,44.7001,60.4894
606.552,34.605,59.4163
606.7044,24.5098,59.7499
606.8568,14.4146,60.0835
607.0092,16.162,60.4171
607.1616,19.1489,60.7507
607.314,24.5213,61.0843
607.4664,27.9828,61.3652
607.6188,26.4391,60.0487
607.7712,22.1573,63.6982
607.9236,18.9019,61.734
608.076,22.2367,60.509
608.2284,27.874,60.3422
608.3808,25.5796,57.1782
608.5332,22.6626,57.8426
608.6856,20.3899,57.242
608.838,18.2482,57.1132
608.9904,21.8901,57.7833
609.1428,23.5043,56.7709
609.2952,21.3356,56.7831
609.4476,21.7864,56.3663
609.6,25.2295,56.8207
609.7524,25.9939,57.6745
609.9048,22.807,57.4517
610.0572,23.4026,58.5128
610.2096,27.0518,57.0727
610.362,25.6371,57.3058
610.5144,19.6148,57.6897
610.6668,16.2934,56.71
610.8192,16.347,56.7539
610.9716,17.0043,59.2018
611.124,17.326,60.1953
611.2764,18.7143,60.4033
611.4288,20.7681,61.0322
611.5812,23.502,57.4991
611.7336,27.3519,54.7372
611.886,29.5731,54.2591
612.0384,28.7532,53.0573
612.1908,26.3771,55.0108
612.3432,25.9852,57.9974
612.4956,26.379,58.4021
612.648,27.035,58.3938
612.8004,27.2821,57.9989
612.9528,26.7334,57.3083
613.1052,27.2549,57.2342
613.2576,30.159,57.7658
613.41,32.2705,58.0893
613.5624,32.2237,59.5421
613.7148,32.6696,61.2095
613.8672,33.1378,63.9038
614.0196,33.3471,64.0911
614.172,31.6857,62.0767
614.3244,27.1085,61.539
614.4768,25.0017,60.9716
614.6292,23.4369,61.459
614.7816,19.1206,63.0585
614.934,18.2867,65.2829
615.0864,20.5605,66.5952
615.2388,20.9931,66.1804
615.3912,20.9759,67.5663
615.5436,21.4319,68.5992
615.696,20.071,67.5197
615.8484,18.252,67.9499
616.0008,17.5344,66.3379
616.1532,18.5877,64.3222
616.3056,21.3783,62.3621
616.458,22.8866,58.3641
616.6104,23.4063,59.4224
616.7628,30.3695,59.6132
616.9152,32.3361,59.8388
617.0676,23.873,61.9069
617.22,17.7766,62.6844
617.3724,16.0883,63.6468
617.5248,15.9229,63.6964
617.6772,16.5009,63.0996
617.8296,16.7261,63.1814
617.982,16.9555,62.7321
618.1344,15.5886,64.1355
618.2868,12.9583,63.5732
618.4392,12.2323,62.8914
618.5916,13.7013,62.9638
618.744,15.7199,62.1339
618.8964,18.3729,61.6812
619.0488,20.7035,61.9243
619.2012,21.4126,60.3913
619.3536,18.7784,58.1704
619.506,15.016,57.3371
619.6584,13.5042,57.397
619.8108,14.4232,58.2622
619.9632,16.0993,61.0255
620.1156,17.7753,61.7902
620.268,19.4514,62.9466
620.4204,21.1275,63.6741
620.5728,22.8035,63.8759
620.7252,24.8902,62.7245
620.8776,25.465,63.1608
621.03,23.9158,63.5972
621.1824,23.098,63.4533
621.3348,20.5607,62.9343
621.4872,17.3447,62.9161
621.6396,17.2939,62.6088
621.792,18.4034,61.6772
621.9444,17.8098,61.3701
622.0968,18.4715,60.559
622.2492,22.5925,60.9737
622.4016,24.5549,60.1558
622.554,22.7752,59.7273
622.7064,22.1983,60.4696
622.8588,23.2714,61.2943
623.0112,21.7456,62.9307
623.1636,19.8107,63.4945
623.316,21.4779,62.9254
623.4684,21.8165,63.1225
623.6208,19.36,61.5044
623.7732,19.5064,62.3995
623.9256,20.7729,62.1128
624.078,20.295,61.9509
624.2304,20.1013,62.0648
624.3828,23.2227,61.7554
624.5352,25.9453,61.8042
624.6876,23.918,61.4945
624.84,21.5002,62.6054
624.9924,22.2522,63.2707
625.1448,22.386,65.7247
625.2972,20.9869,66.9043
625.4496,21.3302,66.0849
625.602,22.0438,67.1197
625.7544,21.2713,66.5136
625.9068,20.8637,66.0176
626.0592,20.4207,65.8959
626.2116,19.0174,66.0203
626.364,17.2707,67.113
626.5164,16.8902,70.6024
626.6688,17.2134,72.0592
626.8212,17.3557,73.1464
626.9736,17.5638,72.8188
627.126,17.57,71.3463
627.2784,19.5687,71.4127
627.4308,21.4428,69.6097
627.5832,19.8636,70.3146
627.7356,17.675,70.6369
627.888,17.0101,71.0996
628.0404,16.9804,72.6374
628.1928,17.1797,73.6664
628.3452,16.94,74.7387
628.4976,16.6986,75.7079
628.65,16.9423,74.937
628.8024,17.2866,73.838
628.9548,17.6925,72.1073
629.1072,18.0189,71.8102
629.2596,18.4655,70.6881
629.412,18.6675,70.4496
629.5644,17.9211,69.3595
629.7168,17.3498,72.5217
629.8692,20.8946,72.5954
630.0216,24.8792,73.1929
630.174,20.8894,74.6756
630.3264,14.8127,73.4556
630.4788,14.2101,75.4763
630.6312,16.4521,75.7279
630.7836,20.0965,77.2354
630.936,19.4182,76.5424
631.0884,21.709,74.7613
631.2408,29.401,75.0366
631.3932,32.1699,75.1866
631.5456,32.9914,74.5839
631.698,32.6958,75.5415
631.8504,28.9554,75.6477
632.0028,25.897,76.4755
632.1552,28.7448,75.7882
632.3076,32.8144,76.5111
632.46,31.5362,73.4339
632.6124,28.3136,70.3634
632.7648,25.245,70.1093
632.9172,24.1229,68.9856
633.0696,24.381,69.9208
633.222,24.0387,71.1884
633.3744,27.3269,71.2237
633.5268,33.4614,71.9714
633.6792,34.2328,71.7966
633.8316,30.3463,71.3249
633.984,25.8482,72.0105
634.1364,22.9708,71.5861
634.2888,20.0933,71.7233
634.4412,21.4613,72.6177
634.5936,23.5725,73.0649
634.746,23.3144,71.8883
634.8984,23.1497,70.6828
635.0508,22.894,69.6928
635.2032,22.3437,71.7546
635.3556,21.948,72.1291
635.508,22.988,71.0067
635.6604,22.9578,71.5694
635.8128,19.7663,68.7771
635.9652,18.2998,66.7809
636.1176,17.7547,67.0994
636.27,15.9794,66.8065
636.4224,16.0699,66.9497
636.5748,17.0094,68.742
636.7272,17.4138,69.0158
636.8796,16.3395,70.6747
637.032,14.9815,71.2884
637.1844,14.0255,72.9715
637.3368,13.4408,72.9816
637.4892,14.301,74.5616
637.6416,15.382,74.9943
637.794,15.2016,74.5138
637.9464,13.7159,74.0443
638.0988,13.055,70.7124
638.2512,14.0226,68.2192
638.4036,14.7842,69.347
638.556,14.5109,69.4659
638.7084,15.7202,70.3834
638.8608,16.6292,72.3024
639.0132,14.3622,74.5095
639.1656,12.5587,74.1755
639.318,13.6727,74.8761
639.4704,15.2961,77.4538
639.6228,16.5525,77.7445
639.7752,19.463,79.6302
639.9276,28.3028,79.6145
640.08,35.8697,79.5987
640.2324,28.4491,79.583
640.3848,17.0747,79.5673
640.5372,14.9945,79.5516
640.6896,19.8959,79.5359
640.842,21.4017,79.5201
640.9944,17.74,79.5044
641.1468,14.2197,79.4887
641.2992,12.672,79.473
641.4516,13.0276,79.4572
641.604,14.668,79.4415
641.7564,15.7884,79.4258
641.9088,16.119,79.4101
642.0612,16.4433,79.3943
642.2136,16.1641,79.3786
642.366,14.6903,79.3629
642.5184,12.6658,79.3472
642.6708,12.4625,79.3315
642.8232,13.1166,79.3157
642.9756,13.4834,79.3
643.128,14.517,79.2843
643.2804,14.8554,79.2686
643.4328,14.4337,79.2528
643.5852,14.6304,79.2371
643.7376,15.3809,79.2214
643.89,15.7322,79.2057
644.0424,15.5745,79.1899
644.1948,16.1636,79.1742
644.3472,17.4095,79.1585
644.4996,17.2366,79.1428
644.652,16.519,79.1271
644.8044,17.7273,79.1113
644.9568,19.0012,79.0956
645.1092,18.427,79.0799
645.2616,17.6888,79.0642
645.414,18.9009,79.0484
645.5664,20.4395,79.0327
645.7188,21.5737,79.017
645.8712,21.2708,79.0013
646.0236,19.5046,78.9855
646.176,18.5801,78.9698
646.3284,18.3415,78.9541
646.4808,17.1748,78.9384
646.6332,16.4782,78.9227
646.7856,17.0906,78.9069
646.938,19.1559,78.8912
647.0904,24.4876,78.8755
647.2428,25.6354,78.8598
647.3952,25.5538,78.844
647.5476,26.4569,78.8283
647.7,25.3335,78.8126
647.8524,22.1861,78.7969
648.0048,19.134,78.7811
648.1572,16.0819,78.7654
648.3096,21.1855,78.7497
648.462,23.7671,78.734
648.6144,23.4893,78.7183
648.7668,23.1978,78.7025
648.9192,23.542,78.6868
649.0716,23.3815,78.6711
649.224,22.0197,78.6554
649.3764,21.4164,78.6396
649.5288,22.126,78.6239
649.6812,22.5259,78.6082
649.8336,21.332,78.5925
649.986,18.7755,78.5767
650.1384,17.4462,78.561
650.2908,20.1359,78.5453
650.4432,24.9795,78.5296
650.5956,27.5153,78.5139
650.748,27.1225,78.4981
650.9004,27.3957,78.4824
651.0528,27.2053,78.4667
651.2052,26.3911,78.451
651.3576,25.9436,78.4352
651.51,25.5914,78.4195
651.6624,24.9113,78.4038
651.8148,24.3041,78.3881
651.9672,24.3046,78.3723
652.1196,24.4731,78.3566
652.272,24.6821,78.3409
652.4244,25.0909,78.3252
652.5768,25.0942,78.3095
652.7292,24.7628,78.2937
652.8816,29.5669,78.278
653.034,48.8613,78.2623
653.1864,71.318,78.2466
653.3388,76.6975,78.2308
653.4912,76.4185,78.2151
653.6436,76.4206,78.1994
653.796,76.6357,78.1837
653.9484,75.2037,78.1679
654.1008,58.1436,78.1522
654.2532,34.0348,78.1365
654.4056,27.0633,78.1208
654.558,30.7857,78.1051
654.7104,35.8088,78.0893
654.8628,33.667,78.0736
655.0152,23.1671,78.0579
655.1676,20.5653,78.0422
655.32,30.3565,78.0264
655.4724,31.2006,78.0107
655.6248,23.7295,77.995
655.7772,39.5739,77.9793
655.9296,72.6627,77.9635
656.082,59.5036,77.9478
656.2344,33.4622,77.9321
656.3868,23.6731,77.9164
656.5392,27.3198,77.2599
656.6916,30.8711,77.0771
656.844,26.2141,77.6778
656.9964,18.0646,78.4514
657.1488,19.3614,78.7
657.3012,26.2845,79.5558
657.4536,23.8406,79.8779
657.606,17.9013,78.7119
657.7584,18.1349,78.2835
657.9108,23.2733,77.4949
658.0632,24.4362,77.6432
658.2156,21.7829,77.6752
658.368,21.1004,78.6241
658.5204,23.499,79.4746
658.6728,30.4983,79.5837
658.8252,29.0294,78.5146
658.9776,22.972,77.7121
659.13,17.4828,76.5661
659.2824,13.3497,76.6323
659.4348,11.3966,76.4698
659.5872,11.6868,76.041
659.7396,12.1031,76.9846
659.892,13.4172,77.4436
660.0444,16.4425,78.5226
660.1968,19.2842,78.8737
660.3492,22.1947,78.2503
660.5016,24.1639,77.3559
660.654,22.6997,77.212
660.8064,23.0333,77.3275
660.9588,27.3839,77.9737
661.1112,31.197,78.2934
661.2636,34.3449,77.647
661.416,37.4337,76.9444
661.5684,36.869,76.3966
661.7208,32.1362,78.4002
661.8732,25.932,78.387
662.0256,23.0708,76.8161
662.178,25.4419,77.7497
662.3304,27.747,76.9592
662.4828,27.3168,75.2824
662.6352,29.0423,75.308
662.7876,31.3272,76.4891
662.94,32.5885,75.0095
663.0924,33.8498,76.003
663.2448,35.1111,76.7539
663.3972,36.3724,76.1101
663.5496,37.6337,76.8159
663.702,38.895,77.5789
663.8544,40.1563,78.681
664.0068,41.4176,78.8549
664.1592,42.6789,79.4895
664.3116,43.9402,78.6291
664.464,45.2015,77.7338
664.6164,46.4628,78.0765
664.7688,47.7241,77.7809
664.9212,48.9854,78.6841
665.0736,50.2467,78.7275
665.226,51.508,79.4383
665.3784,52.7693,78.7932
665.5308,54.0306,78.627
665.6832,55.2919,79.8018
665.8356,56.5532,78.6422
665.988,57.8145,78.8577
666.1404,59.0758,78.9017
666.2928,60.3371,77.494
666.4452,61.5984,77.2709
666.5976,62.8596,77.3806
666.75,64.1209,77.0771
666.9024,65.3822,77.7504
667.0548,66.6435,76.5367
667.2072,67.9048,77.1578
667.3596,69.1661,76.6692
667.512,70.4274,76.2663
667.6644,71.6887,76.1268
667.8168,72.95,74.2365
667.9692,65.7607,75.0589
668.1216,33.4096,75.6624
668.274,17.5928,76.1602
668.4264,17.0806,75.7005
668.5788,23.3763,76.5471
668.7312,27.9855,78.1021
668.8836,24.1225,77.9312
669.036,20.231,78.5334
669.1884,20.5865,78.6633
669.3408,19.7134,77.6192
669.4932,18.2406,77.4971
669.6456,16.907,76.6176
669.798,17.5711,75.7382
669.9504,19.3537,74.8588
670.1028,20.6535,73.9794
670.2552,21.8155,74.2158
670.4076,20.3279,75.901
670.56,17.2795,75.709
670.7124,16.0601,75.7983
670.8648,14.7788,76.8484
671.0172,14.4481,75.9457
671.1696,15.5739,75.4387
671.322,16.7216,76.2384
671.4744,17.8636,76.047
671.6268,18.1579,76.1533
671.7792,17.3925,76.8649
671.9316,18.0204,76.8474
672.084,20.1741,77.4931
672.2364,21.32,77.8044
672.3888,21.63,77.7103
672.5412,20.7929,77.372
672.6936,20.3547,77.2668
672.846,20.4927,77.0022
672.9984,20.3908,77.3212
673.1508,18.9674,77.652
673.3032,15.4495,77.3585
673.4556,13.7682,77.4528
673.608,16.4654,76.4701
673.7604,17.0028,75.7557
673.9128,15.4707,75.0378
674.0652,16.3215,75.4757
674.2176,15.8603,74.8864
674.37,13.0473,75.5879
674.5224,11.709,76.9347
674.6748,11.512,77.5016
674.8272,11.3615,77.9505
674.9796,11.2962,78.8936
675.132,11.3552,79.0721
675.2844,11.4574,78.6268
675.4368,11.5326,78.779
675.5892,11.6341,78.547
675.7416,11.799,77.4909
675.894,11.8348,77.7012
676.0464,13.1513,78.2311
676.1988,15.9167,78.6129
676.3512,17.5349,79.1916
676.5036,17.4497,81.0538
676.656,16.0528,79.9242
676.8084,13.6824,79.0699
676.9608,12.1396,79.1292
677.1132,11.9162,78.3764
677.2656,11.7715,78.0522
677.418,11.7738,78.8988
677.5704,11.9247,79.3207
677.7228,11.7639,78.9275
677.8752,11.6315,79.2424
678.0276,11.7053,79.254
678.18,11.6806,78.7992
678.3324,11.641,78.9237
678.4848,16.7067,78.8938
678.6372,47.4778,78.8639
678.7896,78.0113,78.834
678.942,75.9781,78.8041
679.0944,71.8601,78.7743
679.2468,64.9579,78.7444
679.3992,42.3028,78.7145
679.5516,30.4456,78.6846
679.704,27.7777,78.6547
679.8564,26.7571,78.6248
680.0088,25.2326,78.5949
680.1612,24.2447,78.5651
680.3136,23.6691,78.5352
680.466,21.4081,78.5053
680.6184,20.138,78.4754
680.7708,21.1422,78.4455
680.9232,21.5393,78.4156
681.0756,20.6175,78.3857
681.228,19.6957,78.3559
681.3804,18.7739,78.326
681.5328,17.852,78.2961
681.6852,17.799,78.2662
681.8376,20.5498,78.2363
681.99,20.6677,78.2064
682.1424,19.1884,78.1765
682.2948,15.9766,78.1467
682.4472,13.0734,78.1168
682.5996,12.5273,78.0869
682.752,11.5071,78.057
682.9044,10.7675,78.0271
683.0568,10.8819,77.9972
683.2092,10.6128,77.9673
683.3616,10.6324,77.9375
683.514,10.9816,77.9076
683.6664,10.0675,77.8777
683.8188,9.8402,77.8478
683.9712,13.926,77.8179
684.1236,16.9438,77.1443
684.276,15.4801,76.9791
684.4284,13.3934,76.4487
684.5808,14.7133,76.3244
684.7332,19.7023,76.3373
684.8856,18.2205,75.8836
685.038,13.9342,75.6527
685.1904,15.0144,74.7295
685.3428,15.1153,75.3083
685.4952,13.4426,75.8264
685.6476,12.3149,77.2316
685.8,13.0195,77.998
685.9524,13.6268,78.4759
686.1048,13.2266,79.2377
686.2572,12.6823,78.7678
686.4096,12.1412,78.183
686.562,11.7379,77.8198
686.7144,11.9795,77.8035
686.8668,11.833,77.5119
687.0192,12.0067,78.7308
687.1716,14.4964,79.2677
687.324,17.6199,79.4159
687.4764,15.964,78.8484
687.6288,12.5809,79.289
687.7812,13.8578,78.3043
687.9336,15.5492,78.0575
688.086,15.0802,77.7893
688.2384,15.31,77.7981
688.3908,16.4672,77.4499
688.5432,14.9025,77.8401
688.6956,12.2149,77.9388
688.848,10.9059,77.5901
689.0004,10.8697,77.8415
689.1528,11.5627,77.5982
689.3052,11.6889,78.4681
689.4576,11.6613,78.8096
689.61,11.5153,79.4827
689.7624,11.3728,79.9917
689.9148,11.3317,80.5427
690.0672,11.2906,80.6076
690.2196,11.2495,80.2287
690.372,11.2085,80.2861
690.5244,11.1674,79.8769
690.6768,11.1263,80.1287
690.8292,11.0852,80.0619
690.9816,11.0441,79.538
691.134,11.003,79.7396
691.2864,10.9619,79.7718
691.4388,10.9208,80.7085
691.5912,10.8797,79.9953
691.7436,10.8386,78.7681
691.896,10.7975,78.5246
692.0484,10.7564,77.8049
692.2008,10.7153,77.7712
692.3532,10.6742,79.8297
692.5056,10.6331,80.1744
692.658,10.592,80.2132
692.8104,10.5509,81.8813
692.9628,10.5098,79.8099
693.1152,10.4688,80.2217
693.2676,10.4277,81.1658
693.42,10.3866,81.2876
693.5724,10.3455,82.7049
693.7248,10.3044,81.4712
693.8772,10.2633,81.1156
694.0296,10.2222,79.2085
694.182,10.1811,78.4101
694.3344,10.14,79.4218
694.4868,10.0989,79.5813
694.6392,10.0578,79.6998
694.7916,10.0167,78.3508
694.944,9.9756,76.4408
695.0964,9.9345,74.5079
695.2488,9.8934,73.2847
695.4012,9.8523,69.5175
695.5536,12.0627,65.7505
695.706,12.1611,62.0624
695.8584,13.5415,59.9214
696.0108,15.1867,59.4437
696.1632,13.9865,61.2791
696.3156,16.4337,64.0234
696.468,18.7188,68.7647
696.6204,16.2978,72.2379
696.7728,13.1514,73.4573
696.9252,11.7007,75.1747
697.0776,11.9275,75.3517
697.23,12.9999,75.5287
697.3824,14.648,75.7058
697.5348,13.7081,75.8828
697.6872,12.3388,76.0598
697.8396,14.0127,75.8075
697.992,14.4124,75.6951
698.1444,11.8136,75.1446
698.2968,10.9147,74.9726
698.4492,12.7223,74.8427
698.6016,12.7888,74.6061
698.754,10.5249,74.6024
698.9064,9.7574,75.1539
699.0588,11.1211,74.8933
699.2112,16.545,74.8681
699.3636,19.7512,74.2052
699.516,15.78,73.3012
699.6684,10.7372,72.9044
699.8208,11.206,73.9996
699.9732,13.2178,75.4449
700.1256,13.9814,76.0924
700.278,13.2408,76.1485
700.4304,13.0786,75.9161
700.5828,14.1726,75.4026
700.7352,16.0111,74.5439
700.8876,15.0218,75.3243
701.04,12.9821,74.7222
701.1924,11.6309,75.4377
701.3448,10.0566,77.0983
701.4972,9.9142,78.1262
701.6496,10.7948,78.2106
701.802,11.2114,78.3683
701.9544,12.8085,78.4704
702.1068,14.3062,77.7344
702.2592,12.3595,77.2167
702.4116,11.6871,77.5271
702.564,14.0162,76.7487
702.7164,14.5712,76.9949
702.8688,13.6203,76.7886
703.0212,13.7525,76.6895
703.1736,13.9301,76.6444
703.326,14.9334,76.0285
703.4784,15.7208,76.3226
