DEPT,BS,CALI,DSOZ,RT,DT,TENS:1,PEFZ,RSOZ,TNPH:1,RLA2,RLA4,GR:1,GR:2,RLA3,RLA5,TENS:2,NPHI,SP,RLA1,GR:3,RXO,RHOZ,RLA0,RXOZ,GR:4,TNPH:2
71.933,,,,,,,,,,,,,,,,,,,,,,,,,,
72.085,,,,,,,,,,,,,,,,,,,,,,,,,,
72.238,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
72.39,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
72.542,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
72.695,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
72.847,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
73.152,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
73.304,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
73.457,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
73.609,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
73.762,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
73.914,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
74.066,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
74.219,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
74.371,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
74.524,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
74.676,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
74.828,12.25,,,,,,,,,,,,,,,,,,,,,,,,30.451,
74.981,12.25,,,,,,,,,,,,,,,,,,,26.739,,,,,26.868,
75.133,12.25,,,,,,,,,,,,,,,,,,,23.237,,,,,25.184,
75.286,12.25,,,,,,,,,,,,,,,,,,,25.598,,,,,24.718,
75.438,12.25,,,,,,,,,,,33.642,33.548,,,,,,,25.482,,,,,25.825,
75.59,12.25,,,,,,,,,,,32.752,32.632,,,,,,,26.281,,,,,26.763,
75.743,12.25,,,,,,,,,,,32.449,32.117,,,,,,,28.33,,,,,27.752,
75.895,12.25,,,,,,,,,,,35.076,33.205,,,,,,,28.544,,,,,25.873,
76.048,12.25,,,,,,,,,,,34.45,40.933,,,,,,,21.018,,,,,24.771,
76.2,12.25,,,,,,,,,,,34.76,29.941,,,,,,,24.885,,,,,23.775,
76.352,12.25,,,,,,,,,,,32.443,33.662,,,,,,,25.422,,,,,24.644,
76.505,12.25,,,,,,,,,,,32.746,33.662,,,,,,,23.489,,,,,25.871,
76.657,12.25,,,,,,,,,,,32.221,30.915,,,,,,,28.385,,,,,25.981,
76.81,12.25,,,,,,,,,,,32.641,32.11,,,,,,,27.339,,,,,26.005,
76.962,12.25,,,,,,,,,,,33.877,34.922,,,,,,,24.19,,,,,25.277,
77.114,12.25,,,,,,,,,,,34.46,34.588,,,,,,,26.057,,,,,26.567,
77.267,12.25,,,,,,,,,,,34.129,33.548,,,,,,,30.028,,,,,28.988,
77.419,12.25,,,,,,,,0.755,,,33.923,33.224,,,,0.69,,,30.741,,,,,28.838,
77.572,12.25,,,,,,,,0.755,,,34.176,33.347,,,,0.718,,,25.957,,,,,27.045,0.808
77.724,12.25,,,,,,,,0.872,,,34.889,33.205,,,,0.698,,,24.2,,,,,26.986,0.876
77.876,12.25,,,,,,,,0.877,,,35.92,36.925,,,,0.71,,,31.189,,,,,28.775,0.878
78.029,12.25,,,,,,,,0.916,,,34.12,38.644,,,,0.683,,,31.324,,,,,30.331,0.904
78.181,12.25,,,,,,,,0.767,,,36.868,29.197,,,,0.702,,,28.535,,,,,32.005,0.772
78.334,12.25,,,,,,,,0.824,,,35.151,42.936,,,,0.757,,,36.123,,,,,33.079,0.823
78.486,12.25,,,,,,,,0.975,,,38.471,30.056,,,,0.748,,,34.609,,,,,34.799,0.975
78.638,12.25,,,,,,,,0.846,,,37.155,40.36,,,,0.701,,,34.209,,,,,34.441,0.848
78.791,12.25,,,,,,,,0.766,,,38.528,40.36,,,,0.69,,,34.331,,,,,34.442,0.771
78.943,12.25,,,,,,,,0.789,,,40.589,32.631,,,,0.689,,,34.611,,,,,33.295,0.783
79.096,12.25,,,,,,,,0.756,,,40.189,48.089,,,,0.728,,,30.769,,,,,30.071,0.64
79.248,12.25,,,,,,,,0.829,,,41.62,39.502,,,,0.648,,,24.481,,,,,28.399,0.668
79.4,12.25,,,,,,,,0.65,,,41.964,40.36,,,,0.657,,,29.377,,,,,28.35,0.57
79.553,12.25,,,,,,,,0.709,,,41.964,48.089,,,,0.571,,,30.621,,,,,33.306,0.711
79.705,12.25,,,,,,,,0.539,,,41.391,36.067,,,,0.641,,,38.661,,,,,38.198,0.603
79.858,12.25,,,,,,,,0.656,,,38.643,38.643,,,,0.682,,,44.6,,,,,39.791,0.782
80.01,12.25,,,,,,,,0.695,,,36.925,36.926,,,,0.861,,,35.4,,,,,38.417,0.842
80.162,12.25,,,,,,,,1.334,,,40.074,31.773,,,,0.756,,,35.225,,,,,35.852,1.372
80.315,12.25,,,,,,,,0.783,,,41.792,48.09,,,,0.718,,,36.535,,,,,35.254,0.705
80.467,12.25,,,,,,,,0.724,,,46.257,42.078,,,,0.588,,,33.606,,,,,36.448,0.666
80.62,12.25,,,,,,,,0.591,,,43.394,49.806,,,,0.593,,,39.706,,,,,36.805,0.582
80.772,12.25,,,,,,,,0.586,,,44.425,39.501,,,,0.572,,,37.576,,,,,38.801,0.569
80.924,12.25,,,,,,,,0.537,,,44.425,48.089,,,,0.59,,,39.121,,,,,37.87,0.529
81.077,12.25,,,,,,,,0.545,,,43.28,47.231,,,,0.663,,,36.436,,,,,38.41,0.533
81.229,12.25,3.611,0.472,,,,9.663,,0.628,,,38.987,33.491,,,,0.774,,,38.936,,2.374,,,39.007,0.609
81.382,12.25,3.619,0.472,,,,9.663,0.309,0.972,,,34.521,33.49,,,,0.789,,,42.107,,2.374,,0.036,40.999,0.914
81.534,12.25,3.619,0.472,,,,9.663,0.311,1.053,,,35.551,34.35,,,,0.798,,,42.411,,2.374,,0.036,37.896,0.963
81.686,12.25,3.604,0.472,,,,9.663,0.308,1.199,,,36.067,40.36,,,,0.694,,,30.73,,2.374,,0.036,34.43,1.155
81.839,12.25,3.619,0.472,,,,9.663,0.31,0.831,,,37.326,33.491,,,,0.636,,,30.896,,2.374,,0.036,32.898,0.773
81.991,12.25,3.611,0.472,,,,9.663,0.309,0.642,,,40.418,37.785,,,,0.564,,,37.632,,2.374,,0.036,34.967,0.606
82.144,12.25,3.596,0.472,,,,9.663,0.315,0.497,,,39.731,49.807,,,,0.565,,,36.099,,2.374,,0.036,38.192,0.484
82.296,12.25,3.596,0.472,,,,9.663,0.315,0.504,,,46.028,32.632,,,,0.625,,,40.154,,2.374,,0.036,39.33,0.489
82.448,12.25,3.613,0.472,,,,9.663,0.314,0.589,,,43.967,56.677,,,,0.678,,,41.072,,2.374,,0.036,40.57,0.592
82.601,12.25,3.61,0.472,,,,9.66,0.312,0.791,,,49.806,44.653,,,,0.675,,,39.82,,2.369,,0.036,39.194,0.796
82.753,12.25,3.613,0.47,,,,9.665,0.31,0.776,,,44.31,49.807,,,,0.682,,,36.71,,2.358,,0.036,36.266,0.869
82.906,12.25,3.619,0.451,,,,9.664,0.308,0.852,,,48.547,41.219,,,,0.722,,,32.419,,2.341,,0.036,34.987,0.9
83.058,12.25,3.612,0.431,,,,9.692,0.309,1.022,,,48.891,54.959,,,,0.745,,,36.544,,2.328,,0.036,36.734,1.126
83.21,12.25,3.619,0.414,,,,9.727,0.308,1.191,,,50.608,52.383,,,,0.649,,,41.775,,2.315,,0.036,38.826,1.272
83.363,12.25,3.596,0.404,,,,9.75,0.308,0.67,,,45.456,50.665,,,,0.721,,,38.686,,2.293,,0.036,39.427,0.788
83.515,12.25,3.596,0.406,,,,9.725,0.309,0.822,,,44.769,39.502,,,,0.672,,,37.455,,2.278,,0.036,37.636,0.927
83.668,12.25,3.596,0.414,,,,9.698,0.31,0.563,,,42.021,48.948,,,,0.66,,,36.403,,2.281,,0.036,38.654,0.607
83.82,12.25,3.596,0.426,,,,9.676,0.308,0.517,,,40.876,39.503,,,,0.597,,,40.93,,2.311,,0.036,40.504,0.521
83.972,12.25,3.619,0.435,,,,9.669,0.308,0.517,,,38.815,36.067,,,,0.581,,,43.721,,2.344,,0.036,39.16,0.544
84.125,12.25,3.619,0.437,,,,9.675,0.31,0.518,,,40.532,42.078,,,,0.675,,,32.371,,2.357,,0.036,34.44,0.529
84.277,12.25,3.619,0.434,,,,9.663,0.31,0.683,,,42.822,42.077,,,,0.602,,,27.645,,2.355,,0.036,30.979,0.691
84.43,12.25,3.619,0.433,,,,9.667,0.311,0.542,,,41.792,42.936,,,,0.599,,,33.28,,2.35,,0.036,31.625,0.556
84.582,12.25,3.596,0.43,,,,9.665,0.311,0.52,,,37.67,39.502,,,,0.615,,,34.309,,2.342,,0.036,30.01,0.537
84.734,12.25,3.619,0.429,,,,9.687,0.309,0.55,,,36.239,30.056,,,,0.615,,,23.306,,2.333,,0.036,25.891,0.574
84.887,12.25,3.619,0.424,,,,9.684,0.307,0.568,,,32.804,38.643,,,,0.631,,,21.342,,2.314,,0.036,24.948,0.528
85.039,12.25,3.596,0.421,,,,9.655,0.308,0.583,,,36.925,31.773,,,,0.625,,,31.48,,2.3,,0.036,28.115,0.539
85.192,12.25,3.619,0.422,,,,9.629,0.312,0.578,,,34.922,43.795,,,,0.647,,,33.009,,2.295,,0.036,32.115,0.542
85.344,12.25,3.619,0.43,,,,9.613,0.313,0.705,,,41.792,32.632,,,,0.643,,,32.986,,2.307,,0.036,31.864,0.699
85.496,12.25,3.596,0.445,,,,9.594,0.316,0.668,,,39.731,54.101,,,,0.627,,,30.726,,2.326,,0.036,30.489,0.764
85.649,12.25,3.596,0.456,0.007,,,9.569,0.314,0.662,0.012,0.009,40.189,35.209,0.01,0.007,,0.587,,0.014,27.632,0.007,2.332,0.016,0.036,31.743,0.698
85.801,12.25,3.619,0.46,0.007,,,9.555,0.311,0.547,0.013,0.01,35.38,36.068,0.012,0.007,,0.667,,0.016,36.569,0.007,2.328,0.015,0.036,32.956,0.565
85.954,12.25,3.619,0.46,0.007,,,9.57,0.312,0.716,0.013,0.01,37.785,36.067,0.011,0.007,,0.608,,0.015,34.307,0.007,2.319,0.015,0.036,35.772,0.699
86.106,12.25,3.619,0.462,0.006,,,9.603,0.311,0.552,0.012,0.009,36.754,43.796,0.011,0.006,,0.628,,0.014,36.593,0.006,2.324,0.015,0.036,33.443,0.548
86.258,12.25,3.619,0.456,0.006,,,9.626,0.312,0.587,0.013,0.009,39.845,28.338,0.011,0.006,,0.614,,0.015,30.448,0.006,2.317,0.015,0.036,31.414,0.585
86.411,12.25,3.596,0.455,0.006,,,9.652,0.311,0.575,0.013,0.009,38.013,48.947,0.011,0.006,,0.63,,0.015,29.085,0.006,2.313,0.015,0.036,32.758,0.578
86.563,12.25,3.619,0.454,0.005,,,9.66,0.309,0.641,0.012,0.009,39.387,37.785,0.011,0.005,,0.641,,0.014,40.625,0.005,2.309,0.015,0.036,35.926,0.645
86.716,12.25,3.596,0.454,0.006,,,9.688,0.305,0.674,0.012,0.009,37.67,34.349,0.011,0.006,,0.581,,0.015,40.02,0.006,2.316,0.015,0.036,39.207,0.66
86.868,12.25,3.619,0.446,0.005,,,9.719,0.307,0.599,0.012,0.009,41.677,39.502,0.01,0.005,,0.579,,0.014,38.172,0.005,2.319,0.015,0.035,38.684,0.608
87.02,12.25,3.619,0.431,0.005,,,9.774,0.309,0.538,0.012,0.009,42.021,49.806,0.01,0.005,,0.588,,0.014,38.073,0.005,2.313,0.015,0.035,37.225,0.556
87.173,12.25,3.619,0.417,0.005,,,9.816,0.312,0.514,0.012,0.009,40.99,36.926,0.011,0.005,,0.584,,0.015,34.503,0.005,2.308,0.015,0.035,34.601,0.525
87.325,12.25,3.596,0.412,0.005,,,9.825,0.309,0.55,0.012,0.009,38.815,37.784,0.011,0.005,,0.595,,0.014,30.578,0.005,2.302,0.015,0.036,29.704,0.576
87.478,12.25,3.619,0.418,0.006,,,9.77,0.31,0.602,0.012,0.009,37.956,44.655,0.011,0.006,,0.569,,0.014,23.589,0.006,2.301,0.015,0.036,26.119,0.654
87.63,12.25,3.596,0.433,0.005,,,9.709,0.301,0.529,0.012,0.009,40.017,33.49,0.01,0.005,,0.643,,0.014,23.748,0.005,2.302,0.015,0.037,25.881,0.515
87.782,12.25,3.619,0.455,0.006,,,9.671,0.274,0.634,0.012,0.009,38.299,42.077,0.01,0.006,,0.697,,0.014,29.826,0.006,2.316,0.015,0.039,27.971,0.596
87.935,12.25,3.596,0.478,0.005,,,9.665,0.267,0.683,0.011,0.008,42.879,42.936,0.01,0.005,,0.72,,0.013,30.758,0.005,2.339,0.015,0.04,29.913,0.618
88.087,12.25,3.596,0.482,0.005,,,9.679,0.27,0.821,0.012,0.008,41.162,47.231,0.01,0.005,,0.626,,0.013,29.573,0.005,2.341,0.015,0.04,30.867,0.856
88.24,12.25,3.596,0.478,0.006,,,9.675,0.297,0.569,0.012,0.009,41.506,36.926,0.01,0.006,,0.58,,0.014,32.516,0.006,2.337,0.015,0.038,30.866,0.577
88.392,12.25,3.596,0.474,0.006,,,9.665,0.296,0.52,0.011,0.008,39.788,38.643,0.01,0.006,,0.544,,0.013,30.008,0.006,2.337,0.015,0.038,30.019,0.536
88.544,12.25,3.596,0.485,0.006,,,9.658,0.301,0.489,0.012,0.009,40.819,42.079,0.01,0.006,,0.575,,0.014,27.03,0.006,2.368,0.015,0.037,31.212,0.5
88.697,12.25,3.596,0.497,0.006,,,9.655,0.306,0.502,0.013,0.01,44.597,47.23,0.012,0.006,,0.528,,0.016,35.051,0.006,2.413,0.015,0.036,31.867,0.533
88.849,12.25,3.619,0.501,0.006,,,9.679,0.307,0.433,0.012,0.009,42.879,53.241,0.01,0.006,,0.559,,0.014,32.987,0.006,2.461,0.015,0.037,30.626,0.443
89.002,12.25,3.619,0.498,0.006,,,9.685,0.31,0.454,0.013,0.009,42.536,36.925,0.011,0.006,,0.589,,0.015,22.706,0.006,2.519,0.016,0.037,26.79,0.475
89.154,12.25,3.596,0.495,0.005,,,9.693,0.311,0.529,0.012,0.009,35.323,36.067,0.01,0.005,,0.643,,0.014,24.464,0.005,2.565,0.016,0.037,26.671,0.581
89.306,12.25,3.619,0.484,0.006,,,9.705,0.312,0.83,0.012,0.009,34.35,28.338,0.011,0.006,,0.665,,0.015,31.495,0.006,2.552,0.016,0.037,29.718,0.954
89.459,12.25,3.619,0.47,0.006,,,9.73,0.311,0.874,0.013,0.01,30.399,35.209,0.011,0.006,,0.627,,0.015,31.973,0.006,2.491,0.015,0.037,32.304,0.957
89.611,12.25,3.619,0.454,0.005,,,9.75,0.305,0.707,0.012,0.009,36.239,28.338,0.011,0.005,,0.655,,0.014,32.222,0.005,2.412,0.016,0.037,30.572,0.712
89.764,12.25,3.619,0.447,0.005,,,9.757,0.305,0.7,0.012,0.009,38.3,48.089,0.011,0.005,,0.629,,0.014,27.763,0.005,2.364,0.015,0.036,28.36,0.708
89.916,12.25,3.596,0.447,0.006,,,9.74,0.304,0.658,0.012,0.009,38.815,38.643,0.011,0.006,,0.697,,0.014,25.698,0.006,2.344,0.015,0.036,27.613,0.723
90.068,12.25,3.596,0.453,0.004,,,9.701,0.307,0.849,0.011,0.008,37.67,29.196,0.01,0.004,,0.643,,0.012,29.981,0.004,2.35,0.015,0.036,28.209,0.945
90.221,12.25,3.596,0.459,0.006,,,9.671,0.305,0.601,0.013,0.01,34.578,42.937,0.012,0.006,,0.664,,0.015,29.102,0.006,2.369,0.014,0.036,29.045,0.639
90.373,12.25,3.596,0.46,0.005,,,9.655,0.309,0.68,0.012,0.009,36.353,30.056,0.01,0.005,,0.674,,0.014,28.533,0.005,2.385,0.015,0.036,28.123,0.691
90.526,12.25,3.619,0.454,0.007,,,9.655,0.309,0.786,0.013,0.01,35.094,35.208,0.012,0.007,,0.718,,0.016,27.154,0.007,2.376,0.014,0.037,28.757,0.86
90.678,12.25,3.619,0.447,0.006,,,9.637,0.31,0.933,0.013,0.01,36.467,37.784,0.012,0.006,,0.686,,0.015,30.735,0.006,2.355,0.015,0.037,29.716,0.954
90.83,12.25,3.619,0.449,0.004,,,9.597,0.309,0.726,0.01,0.007,41.219,36.925,0.009,0.004,,0.666,,0.012,31.672,0.004,2.342,0.014,0.037,27.748,0.707
90.983,12.25,3.619,0.456,0.005,,,9.568,0.308,0.655,0.011,0.008,43.624,49.808,0.01,0.005,,0.626,,0.013,21.636,0.005,2.344,0.014,0.037,27.349,0.617
91.135,12.25,3.619,0.465,0.005,,,9.551,0.308,0.59,0.012,0.009,46.372,46.371,0.01,0.005,,0.663,,0.014,29.539,0.005,2.356,0.014,0.037,30.455,0.599
91.288,12.25,3.596,0.467,0.004,,,9.539,0.308,0.717,0.01,0.007,44.654,47.232,0.009,0.004,,0.621,,0.012,40.33,0.004,2.36,0.014,0.037,34.516,0.697
91.44,12.25,3.619,0.471,0.006,,,9.536,0.308,0.602,0.011,0.009,43.509,45.513,0.01,0.006,,0.612,,0.013,31.79,0.006,2.362,0.014,0.037,34.316,0.592
91.592,12.25,3.619,0.471,0.007,,,9.518,0.308,0.606,0.012,0.009,45.57,42.937,0.01,0.007,,0.635,,0.013,28.939,0.007,2.355,0.015,0.037,33.36,0.544
91.745,12.25,3.596,0.47,0.006,,,9.487,0.298,0.632,0.012,0.009,43.509,49.806,0.011,0.006,,0.634,,0.014,37.642,0.006,2.343,0.014,0.038,33.36,0.588
91.897,12.25,3.596,0.462,0.006,,,9.462,0.297,0.673,0.012,0.009,44.94,36.925,0.011,0.006,,0.625,,0.014,33.732,0.006,2.321,0.015,0.038,33.36,0.631
92.05,12.25,3.619,0.456,0.009,,,9.46,0.303,0.582,0.012,0.01,43.223,47.231,0.011,0.009,,0.516,,0.014,28.939,0.009,2.308,0.015,0.038,32.403,0.595
92.202,12.25,3.596,0.453,0.008,,,9.51,0.305,0.453,0.011,0.009,52.154,42.078,0.01,0.008,,0.555,,0.013,33.757,0.008,2.3,0.015,0.037,35.328,0.447
92.354,12.25,3.619,0.46,0.007,,,9.539,0.303,0.498,0.01,0.008,55.646,70.417,0.009,0.007,,0.568,,0.012,42.685,0.007,2.313,0.015,0.037,38.925,0.491
92.507,12.25,3.619,0.468,0.01,,,9.554,0.302,0.458,0.013,0.01,57.192,51.525,0.012,0.01,,0.583,,0.015,39.677,0.01,2.329,0.015,0.037,42.119,0.443
92.659,12.25,3.619,0.482,0.006,,,9.52,0.303,0.489,0.011,0.009,51.696,48.947,0.01,0.006,,0.533,,0.013,44.359,0.006,2.356,0.015,0.037,40.926,0.499
92.812,12.25,3.619,0.488,0.008,,,9.5,0.305,0.46,0.012,0.009,48.261,48.089,0.011,0.008,,0.519,,0.014,38.806,0.008,2.366,0.014,0.037,43.194,0.466
92.964,12.25,3.619,0.499,0.006,,,9.495,0.307,0.469,0.012,0.009,54.616,48.09,0.01,0.006,,0.58,,0.014,46.231,0.006,2.382,0.015,0.037,43.282,0.477
93.116,12.25,3.619,0.502,0.006,,,9.505,0.306,0.535,0.012,0.009,54.215,67.84,0.01,0.006,,0.549,,0.014,44.812,0.006,2.383,0.015,0.037,46.01,0.518
93.269,12.25,3.596,0.502,0.007,,,9.485,0.303,0.466,0.013,0.009,56.276,47.23,0.011,0.007,,0.551,,0.014,46.871,0.007,2.382,0.015,0.037,45.708,0.46
93.421,12.25,3.619,0.495,0.006,,,9.457,0.304,0.485,0.012,0.009,54.558,51.524,0.011,0.006,,0.549,,0.014,45.47,0.006,2.37,0.015,0.037,43.134,0.48
93.574,12.25,3.619,0.487,0.006,,,9.424,0.309,0.478,0.012,0.009,54.272,63.546,0.011,0.006,,0.576,,0.014,36.135,0.006,2.359,0.015,0.037,39.108,0.487
93.726,12.25,3.619,0.481,0.006,55.901,,9.409,0.311,0.538,0.012,0.009,57.02,46.371,0.011,0.006,,0.566,,0.015,34.792,0.006,2.359,0.015,0.037,38.516,0.559
93.878,12.25,3.596,0.481,0.007,55.984,,9.392,0.31,0.513,0.012,0.009,54.272,64.405,0.011,0.007,,0.498,,0.014,43.842,0.007,2.365,0.015,0.037,40.19,0.526
94.031,12.25,3.619,0.481,0.005,61.729,,9.381,0.304,0.444,0.011,0.008,50.837,56.676,0.01,0.005,,0.486,,0.013,40.918,0.005,2.368,0.015,0.037,43.078,0.454
94.183,12.25,3.619,0.481,0.005,61.927,,9.401,0.305,0.438,0.013,0.009,45.971,38.643,0.011,0.005,,0.484,,0.015,43.455,0.005,2.36,0.015,0.037,46.236,0.439
94.336,12.25,3.619,0.484,0.005,61.994,,9.42,0.303,0.426,0.012,0.009,47.688,47.23,0.011,0.005,,0.501,,0.014,53.241,0.005,2.357,0.015,0.037,48.446,0.418
94.488,12.25,3.619,0.489,0.005,62.055,,9.447,0.305,0.421,0.012,0.009,57.707,62.687,0.011,0.005,,0.5,,0.014,48.377,0.005,2.36,0.015,0.037,48.845,0.399
94.64,12.25,3.619,0.485,0.005,61.91,,9.472,0.306,0.412,0.011,0.008,58.108,66.123,0.01,0.005,,0.506,,0.013,44.652,0.005,2.353,0.016,0.036,48.371,0.412
94.793,12.25,3.619,0.476,0.005,62.011,,9.523,0.307,0.418,0.012,0.009,57.764,57.535,0.011,0.005,,0.528,,0.014,50.417,0.005,2.334,0.016,0.036,50.878,0.455
94.945,12.25,3.619,0.473,0.006,61.952,,9.56,0.306,0.465,0.012,0.009,59.768,54.959,0.011,0.006,,0.561,,0.014,56.135,0.006,2.326,0.015,0.037,51.226,0.51
95.098,12.25,3.596,0.478,0.006,62.055,,9.577,0.308,0.512,0.013,0.009,62.229,72.991,0.011,0.006,,0.627,,0.015,45.697,0.006,2.332,0.015,0.037,47.587,0.535
95.25,12.25,3.619,0.491,0.005,62.063,,9.569,0.308,0.585,0.012,0.009,59.138,55.818,0.011,0.005,,0.665,,0.015,41.169,0.005,2.358,0.015,0.037,42.512,0.577
95.402,12.25,3.596,0.494,0.006,62.063,,9.584,0.307,0.714,0.013,0.009,56.391,44.654,0.011,0.006,,0.685,,0.015,41.359,0.006,2.366,0.015,0.037,41.767,0.663
95.555,12.25,3.619,0.492,0.006,68.589,,9.614,0.308,0.799,0.012,0.009,57.535,64.406,0.011,0.006,,0.618,,0.014,43.461,0.006,2.363,0.015,0.037,44.51,0.755
95.707,12.25,3.619,0.483,0.005,68.232,,9.641,0.308,0.609,0.012,0.009,64.061,59.253,0.011,0.005,,0.617,,0.014,49.372,0.005,2.349,0.016,0.037,48.031,0.555
95.86,12.25,3.619,0.483,0.006,76.214,,9.647,0.308,0.58,0.013,0.01,65.436,66.981,0.012,0.006,,0.578,,0.015,51.952,0.006,2.352,0.015,0.037,52.422,0.535
96.012,12.25,3.596,0.489,0.006,76.174,,9.64,0.306,0.527,0.012,0.009,63.718,72.994,0.01,0.006,,0.58,,0.014,56.003,0.006,2.367,0.015,0.036,51.231,0.491
96.164,12.25,3.596,0.493,0.007,76.466,,9.637,0.304,0.537,0.013,0.01,66.123,54.1,0.011,0.007,,0.522,,0.015,45.642,0.007,2.38,0.015,0.036,50.994,0.489
96.317,12.25,3.619,0.488,0.007,76.742,,9.642,0.303,0.475,0.013,0.01,63.031,75.567,0.011,0.007,,0.568,,0.015,50.765,0.007,2.377,0.015,0.036,46.934,0.449
96.469,12.25,3.619,0.484,0.006,76.881,,9.638,0.303,0.513,0.013,0.009,64.233,60.971,0.011,0.006,,0.578,,0.015,44.658,0.006,2.376,0.015,0.036,46.884,0.487
96.622,12.25,3.619,0.481,0.006,77.244,,9.646,0.304,0.542,0.013,0.009,56.848,57.534,0.011,0.006,,0.618,,0.015,45.492,0.006,2.374,0.015,0.036,45.03,0.533
96.774,12.25,3.619,0.484,0.005,76.808,,9.661,0.306,0.599,0.011,0.008,56.505,54.101,0.01,0.005,,0.531,,0.013,45.382,0.005,2.389,0.016,0.037,44.552,0.557
96.926,12.25,3.619,0.486,0.006,76.312,,9.672,0.306,0.455,0.012,0.009,54.1,54.1,0.011,0.006,,0.518,,0.014,42.871,0.006,2.4,0.015,0.037,41.622,0.402
97.079,12.25,3.596,0.492,0.006,68.219,,9.663,0.308,0.442,0.013,0.01,53.241,47.23,0.012,0.006,,0.482,,0.016,36.544,0.006,2.419,0.015,0.036,39.708,0.391
97.231,12.25,3.619,0.491,0.005,76.075,,9.638,0.309,0.415,0.01,0.008,56.333,51.524,0.009,0.005,,0.543,,0.012,39.404,0.005,2.425,0.015,0.036,37.02,0.366
97.384,12.25,3.596,0.491,0.007,76.059,,9.626,0.307,0.501,0.012,0.009,59.081,71.274,0.011,0.007,,0.533,5.331,0.014,34.806,0.007,2.433,0.015,0.037,37.138,0.461
97.536,12.25,3.596,0.49,0.005,75.822,,9.613,0.308,0.461,0.011,0.008,59.081,59.253,0.009,0.005,,0.637,4.956,0.013,38.48,0.005,2.431,0.015,0.037,42.511,0.425
97.688,12.25,3.619,0.498,0.005,75.488,,9.608,0.303,0.599,0.011,0.008,56.791,52.381,0.009,0.005,1404.0,0.624,4.522,0.013,55.523,0.005,2.435,0.015,0.038,46.755,0.538
97.841,12.25,3.619,0.502,0.007,75.403,1393.235,9.63,0.302,0.561,0.014,0.01,55.76,60.112,0.012,0.007,1388.667,0.722,4.07,0.016,47.661,0.007,2.431,0.015,0.038,48.964,0.538
97.993,12.25,3.596,0.505,0.007,75.249,1374.588,9.681,0.297,0.821,0.013,0.01,56.448,59.253,0.011,0.007,1370.333,0.6,3.787,0.015,43.701,0.007,2.432,0.015,0.038,45.377,0.778
98.146,12.25,3.596,0.506,0.005,83.323,1401.647,9.735,0.295,0.527,0.012,0.009,57.02,52.383,0.01,0.005,1415.667,0.556,3.488,0.014,44.763,0.005,2.438,0.014,0.038,45.855,0.569
98.298,12.25,3.596,0.507,0.006,82.946,1411.0,9.764,0.29,0.455,0.012,0.009,53.242,61.83,0.011,0.006,1404.0,0.551,3.242,0.015,47.956,0.006,2.453,0.015,0.038,49.139,0.482
98.45,12.25,3.619,0.505,0.006,75.029,1393.688,9.781,0.294,0.451,0.013,0.01,50.151,43.796,0.012,0.006,1386.667,0.574,3.23,0.016,53.418,0.006,2.478,0.015,0.037,50.532,0.476
98.603,12.25,3.596,0.487,0.005,77.387,1424.938,9.791,0.303,0.496,0.011,0.008,46.429,47.231,0.01,0.005,1408.0,0.581,3.523,0.013,48.942,0.005,2.491,0.015,0.036,49.875,0.507
98.755,12.25,3.596,0.462,0.005,63.65,1428.647,9.817,0.309,0.523,0.012,0.009,52.612,50.665,0.01,0.005,1397.333,0.497,3.997,0.014,47.505,0.005,2.494,0.015,0.036,45.221,0.536
98.908,12.25,3.596,0.433,0.005,57.468,1411.95,9.879,0.308,0.43,0.012,0.009,54.329,66.981,0.01,0.005,1428.667,0.495,4.661,0.014,39.096,0.005,2.484,0.015,0.035,41.789,0.409
99.06,12.25,3.596,0.412,0.004,56.828,1387.333,9.948,0.309,0.417,0.011,0.008,55.761,49.807,0.009,0.004,1373.75,0.562,5.327,0.013,38.649,0.004,2.475,0.014,0.035,39.696,0.397
99.212,12.25,3.619,0.4,0.005,63.317,1384.8,9.995,0.309,0.479,0.011,0.008,53.7,54.959,0.01,0.005,1351.0,0.689,6.055,0.013,40.925,0.005,2.468,0.014,0.035,39.875,0.456
99.365,12.25,3.619,0.403,0.004,60.922,1416.893,10.0,0.308,0.742,0.011,0.008,55.073,59.252,0.009,0.004,1423.75,0.698,7.011,0.012,40.142,0.004,2.475,0.014,0.036,39.425,0.768
