DEPT,BS,CALI,DSOZ,RT,DT,TENS:1,PEFZ,RSOZ,TNPH:1,RLA2,RLA4,GR:1,GR:2,RLA3,RLA5,TENS:2,NPHI,SP,RLA1,GR:3,RXO,RHOZ,RLA0,RXOZ,GR:4,TNPH:2
459.181,12.25,3.643,0.409,0.003,55.484,1919.357,9.987,0.305,0.474,0.012,0.008,70.831,70.794,0.01,0.003,1932.0,0.526,26.496,0.014,35.76,0.003,2.455,0.015,0.033,38.305,0.475
459.334,12.25,3.635,0.417,0.004,55.63,1916.733,9.997,0.302,0.465,0.012,0.009,140.738,145.587,0.011,0.004,1915.667,0.521,26.688,0.014,40.634,0.004,2.472,0.014,0.033,38.723,0.466
459.486,12.25,3.643,0.431,0.003,55.861,1924.667,10.0,0.308,0.451,0.012,0.009,72.753,74.657,0.01,0.003,1925.0,0.493,26.971,0.014,39.636,0.003,2.495,0.014,0.033,40.511,0.454
459.638,12.25,3.631,0.443,0.003,63.665,1940.786,10.0,0.311,0.431,0.011,0.008,303.864,290.516,0.01,0.003,1959.5,0.542,26.857,0.013,41.015,0.003,2.519,0.015,0.033,42.616,0.436
459.791,12.25,3.631,0.449,0.004,57.068,1917.267,9.999,0.309,0.476,0.012,0.009,315.423,304.814,0.011,0.004,1893.0,0.545,26.763,0.014,47.021,0.004,2.535,0.014,0.033,46.547,0.481
459.943,12.25,3.643,0.453,0.002,62.777,1910.867,9.999,0.305,0.479,0.01,0.008,78.232,82.809,0.009,0.002,1904.0,0.561,26.683,0.012,51.718,0.002,2.546,0.015,0.033,50.384,0.482
460.096,12.25,3.643,0.453,0.003,55.95,1915.357,9.999,0.302,0.502,0.012,0.009,79.823,80.235,0.01,0.003,1919.5,0.499,26.504,0.014,52.663,0.003,2.548,0.014,0.033,51.585,0.506
460.248,12.25,3.635,0.451,0.003,56.231,1911.6,10.0,0.301,0.451,0.011,0.008,149.41,143.673,0.01,0.003,1884.0,0.509,26.196,0.013,50.824,0.003,2.539,0.014,0.033,51.769,0.454
460.4,12.25,3.643,0.448,0.004,55.998,1924.572,10.0,0.303,0.467,0.012,0.009,75.801,78.447,0.011,0.004,1920.0,0.502,26.027,0.014,51.739,0.004,2.531,0.014,0.033,50.398,0.47
460.553,12.25,3.643,0.444,0.003,56.104,1891.467,10.0,0.302,0.465,0.01,0.008,75.399,72.94,0.009,0.003,1859.0,0.487,25.829,0.012,48.48,0.003,2.525,0.014,0.033,52.395,0.465
460.705,12.25,3.631,0.442,0.003,55.864,1957.4,10.0,0.305,0.424,0.011,0.008,325.69,319.114,0.009,0.003,1963.667,0.471,25.725,0.012,56.766,0.003,2.525,0.014,0.033,52.365,0.424
460.858,12.25,3.643,0.445,0.003,55.743,1937.571,10.0,0.306,0.407,0.011,0.008,77.32,81.521,0.01,0.003,1952.5,0.461,25.675,0.013,52.072,0.003,2.533,0.014,0.033,51.669,0.407
461.01,12.25,3.643,0.452,0.004,56.038,1880.6,10.0,0.312,0.395,0.012,0.009,76.131,75.229,0.01,0.004,1850.5,0.48,25.661,0.014,46.371,0.004,2.547,0.014,0.033,50.203,0.395
461.162,12.25,3.643,0.455,0.003,56.145,1893.067,9.998,0.314,0.41,0.012,0.008,79.662,71.653,0.01,0.003,1896.667,0.458,25.808,0.013,52.247,0.003,2.56,0.014,0.034,50.645,0.41
461.315,12.25,3.631,0.445,0.002,56.341,1869.071,9.994,0.319,0.402,0.01,0.007,324.703,391.818,0.009,0.002,1881.5,0.453,25.857,0.011,53.699,0.002,2.548,0.014,0.034,50.146,0.404
461.467,12.25,3.631,0.424,0.003,56.266,1862.266,9.992,0.318,0.411,0.011,0.008,318.922,277.437,0.01,0.003,1848.0,0.452,25.846,0.013,44.864,0.003,2.512,0.014,0.034,46.631,0.413
461.62,12.25,3.643,0.404,0.003,56.022,1906.6,9.991,0.319,0.396,0.011,0.008,65.432,67.505,0.009,0.003,1913.0,0.516,25.771,0.013,41.491,0.003,2.474,0.014,0.034,41.182,0.398
461.772,12.25,3.643,0.4,0.002,56.237,1902.929,9.976,0.314,0.444,0.01,0.007,65.012,63.501,0.009,0.002,1908.0,0.52,25.763,0.012,36.957,0.002,2.464,0.014,0.035,40.304,0.445
461.924,12.25,3.631,0.406,0.004,56.144,1906.533,9.95,0.306,0.44,0.012,0.009,295.726,270.743,0.01,0.004,1922.333,0.563,25.708,0.014,42.006,0.004,2.476,0.014,0.036,41.841,0.442
462.077,12.25,3.643,0.417,0.003,55.969,1892.786,9.916,0.287,0.488,0.011,0.008,72.351,81.093,0.01,0.003,1894.667,0.533,25.521,0.013,46.389,0.003,2.506,0.014,0.037,43.991,0.489
462.229,12.25,3.619,0.42,0.003,56.081,1902.067,9.91,0.257,0.474,0.011,0.008,60.548,57.535,0.01,0.003,1885.5,0.531,25.415,0.013,43.466,0.003,2.521,0.014,0.04,43.019,0.474
462.382,12.25,3.643,0.415,0.003,55.989,1903.8,9.926,0.252,0.473,0.011,0.008,72.735,73.798,0.009,0.003,1895.0,0.495,25.317,0.012,39.346,0.003,2.522,0.014,0.04,43.806,0.472
462.534,12.25,3.643,0.398,0.003,56.104,1928.2,9.964,0.239,0.446,0.011,0.007,71.617,72.368,0.009,0.003,1937.0,0.501,25.281,0.013,48.846,0.003,2.501,0.014,0.041,45.859,0.445
462.686,12.25,3.635,0.382,0.003,56.494,1926.143,9.989,0.22,0.472,0.012,0.008,139.474,131.108,0.01,0.003,1933.0,0.534,25.3,0.014,49.483,0.003,2.482,0.014,0.043,47.904,0.472
462.839,12.25,3.643,0.377,0.003,56.709,1897.6,10.0,0.168,0.504,0.012,0.008,71.206,79.162,0.01,0.003,1892.0,0.548,25.467,0.014,45.546,0.003,2.478,0.014,0.049,46.864,0.505
462.991,12.25,3.631,0.384,0.003,56.78,1933.714,10.0,0.105,0.497,0.011,0.008,293.407,284.737,0.009,0.003,1936.5,0.543,25.875,0.013,45.745,0.003,2.491,0.014,0.058,44.708,0.497
463.144,12.25,3.631,0.391,0.002,56.918,1965.467,10.0,0.057,0.48,0.01,0.007,272.796,264.962,0.009,0.002,1967.333,0.528,26.271,0.012,43.076,0.002,2.498,0.014,0.066,43.203,0.479
463.296,12.25,3.643,0.396,0.003,56.93,1923.214,10.0,0.03,0.465,0.011,0.008,68.364,63.501,0.009,0.003,1916.0,0.512,26.625,0.013,41.105,0.003,2.499,0.014,0.072,41.907,0.464
463.448,12.25,3.643,0.397,0.002,57.774,1930.533,10.0,0.018,0.464,0.01,0.007,74.666,79.876,0.008,0.002,1951.667,0.492,26.996,0.011,41.398,0.002,2.5,0.014,0.075,40.972,0.463
463.601,12.25,3.643,0.395,0.003,60.696,1970.067,10.0,0.001,0.435,0.011,0.008,77.097,80.735,0.009,0.003,1974.5,0.489,27.393,0.013,40.3,0.003,2.502,0.014,0.079,45.19,0.434
463.753,12.25,3.643,0.389,0.004,60.401,1921.429,10.0,0.0,0.426,0.012,0.009,75.354,70.795,0.01,0.004,1896.5,0.494,27.621,0.014,53.835,0.004,2.498,0.014,0.083,49.743,0.426
463.906,12.25,3.635,0.378,0.003,59.963,1938.267,10.0,0.0,0.438,0.011,0.008,143.145,142.718,0.01,0.003,1934.0,0.497,27.817,0.013,54.972,0.003,2.483,0.014,0.085,52.052,0.438
464.058,12.25,3.643,0.374,0.003,59.99,1921.357,10.0,0.0,0.46,0.011,0.008,77.097,79.305,0.01,0.003,1921.5,0.504,27.839,0.013,47.122,0.003,2.474,0.014,0.086,52.193,0.46
464.21,12.25,3.635,0.376,0.004,60.461,1960.133,10.0,0.0,0.486,0.012,0.009,147.241,147.497,0.01,0.004,1982.0,0.496,27.875,0.014,54.01,0.004,2.468,0.014,0.084,50.324,0.484
464.363,12.25,3.643,0.376,0.003,61.756,1937.8,10.0,0.0,0.461,0.011,0.008,78.571,74.371,0.01,0.003,1936.667,0.51,27.825,0.013,49.636,0.003,2.455,0.014,0.085,50.181,0.461
464.515,12.25,3.643,0.376,0.002,65.875,1958.072,10.0,0.0,0.45,0.01,0.007,81.432,84.667,0.009,0.002,1954.0,0.495,27.777,0.012,46.636,0.002,2.44,0.014,0.082,45.006,0.447
464.668,12.25,3.631,0.378,0.002,65.52,1897.667,10.0,0.0,0.421,0.011,0.007,358.391,365.049,0.009,0.002,1890.333,0.485,27.925,0.012,38.705,0.002,2.43,0.014,0.083,42.86,0.422
464.82,12.25,3.627,0.385,0.003,57.496,1900.0,10.0,0.0,0.424,0.012,0.009,2629.154,2606.882,0.01,0.003,1886.0,0.528,28.228,0.014,43.313,0.003,2.425,0.014,0.082,41.393,0.424
464.972,12.25,3.635,0.389,0.002,56.88,1889.357,10.0,0.0,0.47,0.011,0.008,159.021,154.738,0.009,0.002,1908.0,0.531,28.542,0.012,42.428,0.002,2.414,0.014,0.081,45.812,0.472
465.125,12.25,3.631,0.387,0.003,64.558,1917.067,10.0,0.001,0.492,0.012,0.008,340.141,365.047,0.01,0.003,1933.5,0.576,28.917,0.014,51.599,0.003,2.39,0.015,0.081,47.292,0.491
465.277,12.25,3.643,0.384,0.004,66.27,1917.533,10.0,0.003,0.551,0.012,0.008,78.884,72.94,0.01,0.004,1929.5,0.534,29.29,0.014,47.825,0.004,2.371,0.014,0.081,49.806,0.556
465.43,12.25,3.643,0.387,0.003,66.495,1919.786,10.0,0.012,0.494,0.012,0.008,74.862,78.303,0.01,0.003,1932.0,0.509,29.587,0.014,50.281,0.003,2.368,0.014,0.077,48.907,0.498
465.582,12.25,3.631,0.395,0.005,66.454,1931.933,10.0,0.016,0.447,0.012,0.009,316.031,313.635,0.01,0.005,1943.667,0.495,29.946,0.014,48.991,0.005,2.378,0.015,0.077,52.727,0.45
465.734,12.25,3.627,0.404,0.005,65.668,1945.133,10.0,0.012,0.425,0.012,0.009,2370.308,2244.127,0.011,0.005,1927.0,0.477,30.2,0.015,59.981,0.005,2.389,0.014,0.079,53.756,0.423
465.887,12.25,3.635,0.412,0.006,65.993,1940.357,9.999,0.021,0.401,0.012,0.009,150.331,154.668,0.011,0.006,1962.5,0.492,30.263,0.015,53.243,0.006,2.399,0.015,0.077,55.13,0.4
466.039,12.25,3.635,0.415,0.005,65.815,1932.533,9.997,0.036,0.418,0.012,0.009,156.973,159.79,0.01,0.005,1929.333,0.521,30.346,0.014,53.052,0.005,2.4,0.015,0.073,53.116,0.418
466.192,12.25,3.643,0.413,0.005,58.668,1957.714,9.997,0.046,0.455,0.011,0.008,82.192,81.593,0.01,0.005,1935.0,0.534,30.25,0.013,53.348,0.005,2.397,0.015,0.071,52.879,0.456
466.344,12.25,3.631,0.404,0.006,58.581,1932.267,9.998,0.042,0.48,0.012,0.009,346.604,346.186,0.011,0.006,1933.0,0.528,30.087,0.014,52.135,0.006,2.38,0.015,0.072,50.844,0.48
466.496,12.25,3.643,0.401,0.006,58.802,1930.267,10.0,0.045,0.478,0.012,0.009,81.477,81.522,0.01,0.006,1917.0,0.51,30.0,0.013,47.363,0.006,2.367,0.015,0.071,48.658,0.479
466.649,12.25,3.635,0.404,0.008,65.933,1956.143,10.0,0.056,0.466,0.012,0.01,156.631,154.736,0.011,0.008,1956.5,0.528,29.96,0.014,46.661,0.008,2.367,0.015,0.069,46.584,0.465
466.801,12.25,3.631,0.407,0.007,66.668,1957.733,9.995,0.076,0.479,0.012,0.01,349.493,355.92,0.011,0.007,1957.333,0.516,29.942,0.014,46.035,0.007,2.368,0.015,0.064,46.798,0.48
466.954,12.25,3.643,0.405,0.006,66.41,1959.929,9.988,0.095,0.447,0.011,0.009,82.558,81.95,0.01,0.006,1956.0,0.496,29.951,0.013,47.668,0.006,2.368,0.015,0.059,45.201,0.448
467.106,12.25,3.643,0.4,0.007,66.424,1941.867,9.987,0.127,0.424,0.012,0.01,82.156,82.88,0.011,0.007,1937.667,0.48,30.054,0.014,41.795,0.007,2.366,0.015,0.054,44.289,0.423
467.258,12.25,3.635,0.401,0.009,66.338,1955.267,9.992,0.148,0.418,0.014,0.011,156.631,155.966,0.012,0.009,1959.5,0.518,30.258,0.016,43.559,0.009,2.369,0.014,0.052,44.959,0.417
467.411,12.25,3.631,0.406,0.008,66.417,1976.572,9.993,0.183,0.466,0.012,0.01,335.197,346.793,0.011,0.008,1972.0,0.543,30.339,0.014,49.602,0.008,2.369,0.015,0.048,46.019,0.465
467.563,12.25,3.643,0.421,0.007,66.24,1939.267,9.953,0.203,0.49,0.012,0.009,77.991,72.869,0.011,0.007,1928.667,0.571,30.229,0.014,45.01,0.007,2.379,0.015,0.046,48.42,0.489
467.716,12.25,3.655,0.429,0.008,66.096,1954.067,9.908,0.222,0.515,0.012,0.01,58.929,58.949,0.011,0.008,1957.0,0.581,30.223,0.014,50.136,0.008,2.388,0.015,0.044,50.452,0.513
467.868,12.25,3.643,0.433,0.008,65.703,1962.143,9.882,0.242,0.519,0.012,0.01,80.449,83.667,0.011,0.008,1955.667,0.566,30.175,0.014,55.799,0.008,2.405,0.014,0.042,50.863,0.516
468.02,12.25,3.631,0.426,0.008,66.374,1968.0,9.89,0.264,0.501,0.012,0.01,332.534,335.536,0.011,0.008,1978.667,0.539,29.921,0.014,46.061,0.008,2.416,0.014,0.039,51.529,0.503
468.173,12.25,3.627,0.42,0.008,66.446,1975.929,9.905,0.285,0.487,0.012,0.01,2422.403,2284.69,0.011,0.008,1966.0,0.502,29.625,0.014,52.491,0.008,2.426,0.014,0.037,49.541,0.485
468.325,12.25,3.635,0.414,0.008,66.9,1938.333,9.892,0.297,0.442,0.012,0.009,149.392,152.413,0.011,0.008,1924.0,0.494,29.221,0.014,49.861,0.008,2.434,0.014,0.035,51.666,0.442
468.478,12.25,3.635,0.406,0.008,66.405,1933.867,9.877,0.3,0.428,0.012,0.009,152.209,158.014,0.011,0.008,1952.333,0.495,28.896,0.014,52.632,0.008,2.438,0.014,0.033,52.866,0.426
468.63,12.25,3.631,0.395,0.008,73.524,1942.667,9.877,0.302,0.434,0.012,0.01,341.471,329.15,0.011,0.008,1959.0,0.504,28.679,0.014,55.654,0.008,2.447,0.014,0.033,54.494,0.434
468.782,12.25,3.643,0.377,0.006,68.296,1965.714,9.91,0.303,0.45,0.01,0.008,75.443,81.522,0.009,0.006,1983.0,0.498,28.508,0.011,54.707,0.006,2.444,0.014,0.032,55.213,0.448
468.935,12.25,3.631,0.358,0.007,66.916,1962.733,9.956,0.302,0.462,0.011,0.009,320.937,287.473,0.01,0.007,1981.0,0.534,28.546,0.012,54.663,0.007,2.432,0.014,0.032,50.721,0.459
469.087,12.25,3.635,0.342,0.008,66.888,1941.533,9.97,0.301,0.485,0.012,0.01,142.991,145.314,0.011,0.008,1950.0,0.541,28.643,0.014,42.754,0.008,2.416,0.014,0.032,48.534,0.481
469.24,12.25,3.631,0.331,0.007,67.372,1971.928,9.974,0.304,0.499,0.011,0.009,329.911,339.491,0.01,0.007,1990.5,0.574,28.708,0.013,48.545,0.007,2.405,0.014,0.032,46.395,0.498
469.392,12.25,3.643,0.328,0.007,67.946,1984.6,9.976,0.307,0.52,0.012,0.009,78.357,76.945,0.01,0.007,1994.667,0.547,28.896,0.013,48.31,0.007,2.421,0.014,0.032,51.407,0.521
469.544,12.25,3.627,0.338,0.007,77.464,1954.267,9.993,0.308,0.484,0.011,0.009,2531.974,2478.463,0.01,0.007,1940.333,0.537,29.063,0.013,57.354,0.007,2.491,0.014,0.032,48.506,0.485
469.697,12.25,3.643,0.35,0.007,72.576,1963.929,10.0,0.304,0.463,0.011,0.009,77.41,85.812,0.01,0.007,1981.0,0.506,29.192,0.013,39.662,0.007,2.575,0.014,0.032,47.131,0.462
469.849,12.25,3.631,0.363,0.008,70.992,1989.534,10.0,0.306,0.44,0.012,0.01,305.765,284.431,0.011,0.008,1988.667,0.501,29.179,0.014,43.895,0.008,2.641,0.015,0.032,42.851,0.437
470.002,12.25,3.627,0.359,0.008,68.839,1960.143,10.0,0.306,0.459,0.013,0.01,2090.085,1973.772,0.011,0.008,1951.5,0.507,28.888,0.015,44.916,0.008,2.615,0.015,0.032,44.296,0.453
470.154,12.25,3.643,0.352,0.008,70.553,1955.533,10.0,0.305,0.455,0.012,0.01,70.357,69.437,0.011,0.008,1953.667,0.529,28.721,0.014,43.984,0.008,2.552,0.015,0.032,46.594,0.451
470.306,12.25,3.643,0.342,0.007,68.874,1955.2,9.999,0.306,0.472,0.012,0.009,76.695,78.804,0.011,0.007,1945.667,0.534,28.375,0.014,50.512,0.007,2.486,0.014,0.032,46.703,0.471
470.459,12.25,3.643,0.337,0.009,68.471,1978.214,9.999,0.308,0.484,0.013,0.01,74.943,81.951,0.012,0.009,1983.0,0.55,28.089,0.015,45.444,0.009,2.458,0.015,0.032,46.646,0.482
470.611,12.25,3.643,0.337,0.007,68.584,1962.8,9.999,0.308,0.511,0.011,0.009,70.92,63.93,0.01,0.007,1958.667,0.506,27.813,0.013,43.826,0.007,2.454,0.014,0.032,45.356,0.508
470.764,12.25,3.643,0.339,0.008,69.265,1972.2,10.0,0.307,0.465,0.012,0.01,72.261,67.077,0.011,0.008,1953.0,0.546,27.763,0.014,46.709,0.008,2.46,0.014,0.032,44.367,0.461
470.916,12.25,3.635,0.346,0.007,69.119,1959.928,10.0,0.311,0.492,0.011,0.009,145.449,162.93,0.01,0.007,1948.0,0.5,27.8,0.013,42.104,0.007,2.475,0.014,0.032,42.633,0.494
471.068,12.25,3.643,0.353,0.007,72.174,1953.533,10.0,0.311,0.423,0.011,0.009,80.225,74.943,0.01,0.007,1947.333,0.521,28.033,0.013,38.659,0.007,2.489,0.014,0.032,45.187,0.424
471.221,12.25,3.627,0.352,0.008,70.784,1947.857,10.0,0.311,0.438,0.012,0.009,2392.558,2500.988,0.011,0.008,1921.5,0.459,28.205,0.014,54.516,0.008,2.481,0.014,0.032,48.614,0.44
471.373,12.25,3.631,0.354,0.008,70.725,1975.2,10.0,0.304,0.392,0.012,0.01,332.155,314.243,0.011,0.008,1996.5,0.498,28.4,0.014,52.604,0.008,2.475,0.014,0.033,52.091,0.392
471.526,12.25,3.635,0.359,0.008,64.478,1957.4,10.0,0.305,0.426,0.012,0.009,148.846,156.649,0.011,0.008,1955.333,0.513,28.642,0.013,48.881,0.008,2.471,0.014,0.033,48.955,0.429
471.678,12.25,3.643,0.365,0.008,64.671,1982.929,10.0,0.311,0.443,0.012,0.01,78.34,78.947,0.011,0.008,1973.0,0.509,28.692,0.014,45.084,0.008,2.475,0.014,0.033,49.704,0.443
471.83,12.25,3.635,0.374,0.008,64.262,1965.4,10.0,0.311,0.449,0.013,0.01,146.03,140.533,0.011,0.008,1971.0,0.495,28.799,0.015,54.389,0.008,2.481,0.014,0.034,50.0,0.449
471.983,12.25,3.631,0.384,0.008,64.14,1937.667,10.0,0.302,0.433,0.012,0.01,312.001,326.109,0.011,0.008,1943.333,0.522,28.883,0.014,49.888,0.008,2.492,0.014,0.035,50.808,0.43
472.135,12.25,3.643,0.394,0.008,63.73,1917.267,10.0,0.283,0.461,0.012,0.009,76.963,69.364,0.011,0.008,1926.667,0.529,28.867,0.014,47.357,0.008,2.502,0.014,0.037,47.845,0.463
472.288,12.25,3.635,0.399,0.007,57.419,1960.214,10.0,0.274,0.457,0.012,0.009,146.217,162.93,0.01,0.007,1968.0,0.513,28.799,0.013,45.896,0.007,2.503,0.014,0.039,48.663,0.458
472.44,12.25,3.643,0.405,0.007,56.952,1954.0,10.0,0.264,0.443,0.012,0.009,81.79,74.156,0.011,0.007,1940.333,0.459,28.733,0.014,52.638,0.007,2.509,0.014,0.039,51.112,0.444
472.592,12.25,3.635,0.417,0.006,56.922,1958.667,10.0,0.265,0.393,0.012,0.009,148.607,161.7,0.01,0.006,1957.333,0.482,28.779,0.014,54.624,0.006,2.533,0.014,0.039,52.633,0.394
472.745,12.25,3.643,0.425,0.005,56.81,1958.133,10.0,0.263,0.417,0.011,0.008,78.884,72.941,0.01,0.005,1973.0,0.517,28.975,0.013,50.777,0.005,2.557,0.014,0.039,53.566,0.419
472.897,12.25,3.635,0.425,0.005,56.681,1944.857,9.995,0.266,0.447,0.012,0.009,149.12,150.502,0.01,0.005,1934.0,0.527,29.33,0.014,55.261,0.005,2.569,0.014,0.039,54.361,0.449
473.05,12.25,3.643,0.418,0.005,56.638,1967.6,9.978,0.259,0.46,0.012,0.009,80.181,82.737,0.011,0.005,1986.5,0.513,29.704,0.014,57.079,0.005,2.569,0.015,0.039,55.634,0.462
473.202,12.25,3.643,0.407,0.005,56.409,1971.8,9.975,0.242,0.463,0.012,0.009,82.594,78.518,0.01,0.005,1977.0,0.493,30.146,0.014,54.124,0.005,2.564,0.015,0.04,53.94,0.465
473.354,12.25,3.643,0.404,0.004,56.369,1956.267,9.979,0.22,0.44,0.013,0.009,80.431,85.597,0.011,0.004,1925.333,0.516,30.563,0.015,50.157,0.004,2.574,0.015,0.042,51.531,0.441
473.507,12.25,3.631,0.402,0.004,56.175,1987.429,9.997,0.201,0.447,0.013,0.009,350.14,324.892,0.011,0.004,1983.5,0.519,30.781,0.015,49.818,0.004,2.581,0.015,0.045,51.111,0.448
473.659,12.25,3.635,0.404,0.003,56.206,1941.867,10.0,0.203,0.447,0.011,0.008,148.488,160.609,0.009,0.003,1908.5,0.534,31.046,0.013,53.117,0.003,2.588,0.015,0.044,55.118,0.446
473.812,12.25,3.643,0.402,0.003,56.274,1968.8,10.0,0.212,0.498,0.011,0.007,83.131,71.725,0.009,0.003,1961.333,0.53,31.2,0.012,62.25,0.003,2.582,0.015,0.043,55.406,0.496
473.964,12.25,3.643,0.398,0.004,56.273,1975.072,10.0,0.205,0.511,0.013,0.009,77.866,91.962,0.011,0.004,1971.5,0.51,31.25,0.015,50.595,0.004,2.572,0.015,0.044,56.641,0.507
474.116,12.25,3.643,0.392,0.003,55.983,1961.4,10.0,0.172,0.478,0.011,0.008,81.62,69.079,0.01,0.003,1948.0,0.512,31.147,0.013,56.845,0.003,2.569,0.015,0.047,51.952,0.474
474.269,12.25,3.643,0.384,0.003,55.983,1995.267,10.0,0.143,0.457,0.011,0.008,80.279,83.595,0.009,0.003,1994.0,0.511,31.038,0.013,48.128,0.003,2.566,0.015,0.052,54.277,0.452
474.421,12.25,3.643,0.379,0.004,55.993,1988.0,10.0,0.136,0.451,0.012,0.009,84.284,87.744,0.01,0.004,1990.333,0.504,30.883,0.014,57.859,0.004,2.571,0.015,0.053,53.759,0.45
474.574,12.25,3.635,0.373,0.002,56.05,1976.286,10.0,0.127,0.441,0.01,0.007,166.089,154.872,0.009,0.002,1960.0,0.469,30.884,0.012,55.313,0.002,2.565,0.015,0.054,53.588,0.441
474.726,12.25,3.643,0.373,0.002,56.437,1971.667,10.0,0.099,0.407,0.01,0.007,83.211,92.534,0.009,0.002,1984.0,0.452,30.854,0.012,47.557,0.002,2.562,0.014,0.058,49.194,0.408
474.878,12.25,3.643,0.375,0.004,56.377,1977.4,10.0,0.081,0.4,0.012,0.009,83.497,76.409,0.011,0.004,1988.333,0.473,30.987,0.015,44.603,0.004,2.551,0.015,0.061,46.512,0.396
475.031,12.25,3.643,0.382,0.004,56.707,1949.933,10.0,0.073,0.42,0.012,0.009,78.661,81.951,0.011,0.004,1939.667,0.491,31.292,0.014,47.236,0.004,2.554,0.015,0.063,49.779,0.421
475.183,12.25,3.627,0.391,0.002,56.588,1987.533,10.0,0.068,0.427,0.01,0.007,2446.919,2419.886,0.009,0.002,1987.5,0.501,31.542,0.012,57.44,0.002,2.562,0.014,0.065,52.455,0.427
475.336,12.25,3.643,0.4,0.004,56.171,1995.467,10.0,0.06,0.433,0.013,0.009,77.696,74.227,0.011,0.004,2007.5,0.488,31.799,0.015,52.773,0.004,2.575,0.015,0.066,54.447,0.435
475.488,12.25,3.627,0.403,0.003,56.796,1949.357,10.0,0.069,0.433,0.012,0.008,2416.508,2570.852,0.01,0.003,1958.5,0.506,32.008,0.014,53.03,0.003,2.574,0.015,0.065,51.34,0.433
475.64,12.25,3.631,0.4,0.004,56.759,1933.667,10.0,0.05,0.455,0.012,0.008,324.437,313.942,0.01,0.004,1950.5,0.508,32.279,0.014,48.063,0.004,2.559,0.015,0.067,49.085,0.459
475.793,12.25,3.643,0.397,0.003,56.602,1960.067,10.0,0.033,0.464,0.011,0.008,74.228,72.941,0.01,0.003,1970.0,0.54,32.371,0.013,45.971,0.003,2.543,0.014,0.071,46.831,0.469
475.945,12.25,3.643,0.397,0.004,56.917,1974.133,10.0,0.016,0.481,0.012,0.009,79.126,75.943,0.01,0.004,1998.0,0.538,32.55,0.014,46.215,0.004,2.533,0.015,0.075,46.851,0.484
476.098,12.25,3.627,0.4,0.003,57.197,1944.467,10.0,0.033,0.484,0.011,0.008,2533.654,2796.143,0.009,0.003,1966.0,0.543,32.483,0.013,48.281,0.003,2.534,0.015,0.072,46.612,0.484
476.25,12.25,3.643,0.398,0.005,56.677,1947.8,10.0,0.028,0.509,0.012,0.009,81.781,76.802,0.011,0.005,1944.667,0.511,32.417,0.014,45.382,0.005,2.525,0.015,0.073,49.001,0.509
476.402,12.25,3.635,0.4,0.006,63.726,1988.2,10.0,0.032,0.462,0.012,0.009,161.036,152.141,0.011,0.006,1979.0,0.489,32.296,0.014,53.23,0.006,2.524,0.015,0.072,50.89,0.458
476.555,12.25,3.643,0.401,0.006,63.921,1957.0,9.991,0.027,0.439,0.012,0.009,90.183,96.11,0.01,0.006,1955.0,0.462,32.338,0.013,54.102,0.006,2.522,0.014,0.073,54.556,0.433
476.707,12.25,3.631,0.397,0.006,63.205,1974.4,9.983,0.02,0.42,0.011,0.009,397.9,401.55,0.01,0.006,1978.0,0.48,32.442,0.013,56.304,0.006,2.517,0.015,0.074,56.211,0.415
476.86,12.25,3.643,0.386,0.007,63.067,1959.667,9.982,0.026,0.445,0.012,0.01,88.583,90.102,0.011,0.007,1970.0,0.533,32.617,0.014,58.332,0.007,2.5,0.015,0.073,56.883,0.441
477.012,12.25,3.627,0.367,0.008,62.986,1969.8,9.99,0.039,0.494,0.013,0.01,2673.916,2561.835,0.011,0.008,1964.667,0.551,32.862,0.015,55.955,0.008,2.465,0.015,0.07,56.16,0.494
477.164,12.25,3.635,0.36,0.006,63.068,2016.267,9.999,0.061,0.506,0.01,0.008,153.063,158.969,0.009,0.006,2006.333,0.561,33.162,0.012,54.236,0.006,2.448,0.015,0.068,54.953,0.505
477.317,12.25,3.631,0.363,0.007,63.261,1943.267,10.0,0.029,0.509,0.012,0.009,332.8,323.065,0.011,0.007,1936.667,0.523,33.513,0.014,54.597,0.007,2.448,0.015,0.073,54.702,0.507
477.469,12.25,3.643,0.371,0.007,70.07,1924.6,10.0,0.003,0.467,0.012,0.009,76.096,75.515,0.011,0.007,1899.0,0.512,33.733,0.014,55.289,0.007,2.451,0.015,0.081,53.488,0.466
477.622,12.25,3.631,0.371,0.009,69.464,1985.428,10.0,0.0,0.465,0.013,0.011,326.147,328.848,0.012,0.009,1977.0,0.524,33.813,0.016,50.765,0.009,2.436,0.015,0.087,50.269,0.465
477.774,12.25,3.643,0.365,0.007,69.889,1954.667,9.998,0.0,0.488,0.011,0.009,77.526,77.66,0.01,0.007,1938.0,0.551,33.787,0.013,45.077,0.007,2.41,0.015,0.085,48.104,0.489
477.926,12.25,3.643,0.359,0.008,69.901,1970.6,9.998,0.0,0.533,0.012,0.01,79.233,78.089,0.011,0.008,1964.667,0.597,33.754,0.014,48.665,0.008,2.391,0.015,0.084,49.305,0.535
478.079,12.25,3.643,0.352,0.007,69.427,1969.2,9.994,0.0,0.577,0.012,0.009,78.42,82.594,0.011,0.007,1965.0,0.609,33.719,0.014,54.144,0.007,2.38,0.015,0.084,51.791,0.578
