DEPT,BS,CALI,GR,SP,RESS,RESM,RESD,DENS,NEUT,PEF,DTC
71.933,,,,,,,,,,,
72.085,,,,,,,,,,,
72.238,12.25,,,,,,,,,,
72.39,12.25,,,,,,,,,,
72.542,12.25,,,,,,,,,,
72.695,12.25,,,,,,,,,,
72.847,12.25,,,,,,,,,,
73.0,12.25,,,,,,,,,,
73.152,12.25,,,,,,,,,,
73.304,12.25,,,,,,,,,,
73.457,12.25,,,,,,,,,,
73.609,12.25,,,,,,,,,,
73.762,12.25,,,,,,,,,,
73.914,12.25,,,,,,,,,,
74.066,12.25,,,,,,,,,,
74.219,12.25,,,,,,,,,,
74.371,12.25,,,,,,,,,,
74.524,12.25,,,,,,,,,,
74.676,12.25,,,,,,,,,,
74.828,12.25,,30.451,,,,,,,,
74.981,12.25,,26.868,,,,,,,,
75.133,12.25,,25.184,,,,,,,,
75.286,12.25,,24.718,,,,,,,,
75.438,12.25,,25.825,,,,,,,,
75.59,12.25,,26.763,,,,,,,,
75.743,12.25,,27.752,,,,,,,,
75.895,12.25,,25.873,,,,,,,,
76.048,12.25,,24.771,,,,,,,,
76.2,12.25,,23.775,,,,,,,,
76.352,12.25,,24.644,,,,,,,,
76.505,12.25,,25.871,,,,,,,,
76.657,12.25,,25.981,,,,,,,,
76.81,12.25,,26.005,,,,,,,,
76.962,12.25,,25.277,,,,,,,,
77.114,12.25,,26.567,,,,,,,,
77.267,12.25,,28.988,,,,,,,,
77.419,12.25,,28.838,,,,,,,,
77.572,12.25,,27.045,,,,,,,,
77.724,12.25,,26.986,,,,,,,,
77.876,12.25,,28.775,,,,,,,,
78.029,12.25,,30.331,,,,,,,,
78.181,12.25,,32.005,,,,,,,,
78.334,12.25,,33.079,,,,,,,,
78.486,12.25,,34.799,,,,,,,,
78.638,12.25,,34.441,,,,,,,,
78.791,12.25,,34.442,,,,,,,,
78.943,12.25,,33.295,,,,,,,,
79.096,12.25,,30.071,,,,,,,,
79.248,12.25,,28.399,,,,,,,,
79.4,12.25,,28.35,,,,,,,,
79.553,12.25,,33.306,,,,,,,,
79.705,12.25,,38.198,,,,,,,,
79.858,12.25,,39.791,,,,,,,,
80.01,12.25,,38.417,,,,,,,,
80.162,12.25,,35.852,,,,,,,,
80.315,12.25,,35.254,,,,,,,,
80.467,12.25,,36.448,,,,,,,,
80.62,12.25,,36.805,,,,,,,,
80.772,12.25,,38.801,,,,,,,,
80.924,12.25,,37.87,,,,,,,,
81.077,12.25,,38.41,,,,,,,,
81.229,12.25,,39.007,,,,,,,,
81.382,12.25,,40.999,,,,,,,,
81.534,12.25,,37.896,,,,,,,,
81.686,12.25,,34.43,,,,,,,,
81.839,12.25,,32.898,,,,,,,,
81.991,12.25,,34.967,,,,,,,,
82.144,12.25,,38.192,,,,,,,,
82.296,12.25,,39.33,,,,,,,,
82.448,12.25,,40.57,,,,,,,,
82.601,12.25,,39.194,,,,,,,,
82.753,12.25,,36.266,,,,,,,,
82.906,12.25,,34.987,,,,,,,,
83.058,12.25,,36.734,,,,,,,,
83.21,12.25,,38.826,,,,,,,,
83.363,12.25,,39.427,,,,,,,,
83.515,12.25,,37.636,,,,,,,,
83.668,12.25,,38.654,,,,,,,,
83.82,12.25,,40.504,,,,,,,,
83.972,12.25,,39.16,,,,,,,,
84.125,12.25,,34.44,,,,,,,,
84.277,12.25,,30.979,,,,,,,,
84.43,12.25,,31.625,,,,,,,,
84.582,12.25,,30.01,,,,,,,,
84.734,12.25,,25.891,,,,,,,,
84.887,12.25,,24.948,,,,,,,,
85.039,12.25,,28.115,,,,,,,,
85.192,12.25,,32.115,,,,,,,,
85.344,12.25,,31.864,,,,,,,,
85.496,12.25,,30.489,,,,,,,,
85.649,12.25,,31.743,,,,,,,,
85.801,12.25,,32.956,,,,,,,,
85.954,12.25,,35.772,,,,,,,,
86.106,12.25,,33.443,,,,,,,,
86.258,12.25,,31.414,,,,,,,,
86.411,12.25,,32.758,,,,,,,,
86.563,12.25,,35.926,,,,,,,,
86.716,12.25,,39.207,,,,,,,,
86.868,12.25,,38.684,,,,,,,,
87.02,12.25,,37.225,,,,,,,,
87.173,12.25,,34.601,,,,,,,,
87.325,12.25,,29.704,,,,,,,,
87.478,12.25,,26.119,,,,,,,,
87.63,12.25,,25.881,,,,,,,,
87.782,12.25,,27.971,,,,,,,,
87.935,12.25,,29.913,,,,,,,,
88.087,12.25,,30.867,,,,,,,,
88.24,12.25,,30.866,,,,,,,,
88.392,12.25,,30.019,,,,,,,,
88.544,12.25,,31.212,,,,,,,,
88.697,12.25,,31.867,,,,,,,,
88.849,12.25,,30.626,,,,,,,,
89.002,12.25,,26.79,,,,,,,,
89.154,12.25,,26.671,,,,,,,,
89.306,12.25,,29.718,,,,,,,,
89.459,12.25,,32.304,,,,,,,,
89.611,12.25,,30.572,,,,,,,,
89.764,12.25,,28.36,,,,,,,,
89.916,12.25,,27.613,,,,,,,,
90.068,12.25,,28.209,,,,,,,,
90.221,12.25,,29.045,,,,,,,,
90.373,12.25,,28.123,,,,,,,,
90.526,12.25,,28.757,,,,,,,,
90.678,12.25,,29.716,,,,,,,,
90.83,12.25,,27.748,,,,,,,,
90.983,12.25,,27.349,,,,,,,,
91.135,12.25,,30.455,,,,,,,,
91.288,12.25,,34.516,,,,,,,,
91.44,12.25,,34.316,,,,,,,,
91.592,12.25,,33.36,,,,,,,,
91.745,12.25,,33.36,,,,,,,,
91.897,12.25,,33.36,,,,,,,,
92.05,12.25,,32.403,,,,,,,,
92.202,12.25,,35.328,,,,,,,,
92.354,12.25,,38.925,,,,,,,,
92.507,12.25,,42.119,,,,,,,,
92.659,12.25,,40.926,,,,,,,,
92.812,12.25,,43.194,,,,,,,,
92.964,12.25,,43.282,,,,,,,,
93.116,12.25,,46.01,,,,,,,,
93.269,12.25,,45.708,,,,,,,,
93.421,12.25,,43.134,,,,,,,,
93.574,12.25,,39.108,,,,,,,,
93.726,12.25,,38.516,,,,,,,,
93.878,12.25,,40.19,,,,,,,,
94.031,12.25,,43.078,,,,,,,,
94.183,12.25,,46.236,,,,,,,,
94.336,12.25,,48.446,,,,,,,,
94.488,12.25,,48.845,,,,,,,,
94.64,12.25,,48.371,,,,,,,,
94.793,12.25,,50.878,,,,,,,,
94.945,12.25,,51.226,,,,,,,,
95.098,12.25,,47.587,,,,,,,,
95.25,12.25,,42.512,,,,,,,,
95.402,12.25,,41.767,,,,,,,,
95.555,12.25,,44.51,,,,,,,,
95.707,12.25,,48.031,,,,,,,,
95.86,12.25,,52.422,,,,,,,,
96.012,12.25,,51.231,,,,,,,,
96.164,12.25,,50.994,,,,,,,,
96.317,12.25,,46.934,,,,,,,,
96.469,12.25,,46.884,,,,,,,,
96.622,12.25,,45.03,,,,,,,,
96.774,12.25,,44.552,,,,,,,,
96.926,12.25,,41.622,,,,,,,,
97.079,12.25,,39.708,,,,,,,,
97.231,12.25,,37.02,,,,,,,,
97.384,12.25,,37.138,,,,,,,,
97.536,12.25,,42.511,,,,,,,,
97.688,12.25,,46.755,,,,,,,,
97.841,12.25,,48.964,,,,,,,,
97.993,12.25,,45.377,,,,,,,,
98.146,12.25,,45.855,,,,,,,,
98.298,12.25,,49.139,,,,,,,,
98.45,12.25,,50.532,,,,,,,,
98.603,12.25,,49.875,,,,,,,,
98.755,12.25,,45.221,,,,,,,,
98.908,12.25,,41.789,,,,,,,,
99.06,12.25,,39.696,,,,,,,,
99.212,12.25,,39.875,,,,,,,,
99.365,12.25,,39.425,,,,,,,,
99.517,12.25,,37.218,,,,,,,,
99.67,12.25,,35.486,,,,,,,,
99.822,12.25,,37.196,,,,,,,,
99.974,12.25,,40.171,,,,,,,,
100.127,12.25,,42.263,,,,,,,,
100.279,12.25,,43.096,,,,,,,,
100.432,12.25,,42.994,,,,,,,,
100.584,12.25,,43.951,,,,,,,,
100.736,12.25,,44.129,,,,,,,,
100.889,12.25,,44.0,,,,,,,,
101.041,12.25,,41.605,,,,,,,,
101.194,12.25,,39.157,,,,,,,,
101.346,12.25,,36.945,,,,,,,,
101.498,12.25,,36.15,,,,,,,,
101.651,12.25,,36.687,,,,,,,,
101.803,12.25,,39.912,,,,,,,,
101.956,12.25,,43.297,,,,,,,,
102.108,12.25,,41.449,,,,,,,,
102.26,12.25,,41.807,,,,,,,,
102.413,12.25,,41.852,,,,,,,,
102.565,12.25,,43.821,,,,,,,,
102.718,12.25,,41.25,,,,,,,,
102.87,12.25,,40.013,,,,,,,,
103.022,12.25,,40.429,,,,,,,,
103.175,12.25,,42.695,,,,,,,,
103.327,12.25,,47.619,,,,,,,,
103.48,12.25,,53.406,,,,,,,,
103.632,12.25,,53.945,,,,,,,,
103.784,12.25,,51.313,,,,,,,,
103.937,12.25,,46.365,,,,,,,,
104.089,12.25,,45.349,,,,,,,,
104.242,12.25,,44.901,,,,,,,,
104.394,12.25,,42.334,,,,,,,,
104.546,12.25,,38.809,,,,,,,,
104.699,12.25,,34.329,,,,,,,,
104.851,12.25,,35.552,,,,,,,,
105.004,12.25,,36.267,,,,,,,,
105.156,12.25,,37.704,,,,,,,,
105.308,12.25,,38.999,,,,,,,,
105.461,12.25,,40.492,,,,,,,,
105.613,12.25,,40.151,,,,,,,,
105.766,12.25,,39.185,,,,,,,,
105.918,12.25,,39.779,,,,,,,,
106.07,12.25,,41.077,,,,,,,,
106.223,12.25,,40.603,,,,,,,,
106.375,12.25,,40.187,,,,,,,,
106.528,12.25,,43.354,,,,,,,,
106.68,12.25,,46.188,,,,,,,,
106.832,12.25,,49.885,,,,,,,,
106.985,12.25,,48.805,,,,,,,,
107.137,12.25,,48.958,,,,,,,,
107.29,12.25,,45.493,,,,,,,,
107.442,12.25,,44.003,,,,,,,,
107.594,12.25,,41.797,,,,,,,,
107.747,12.25,,41.726,,,,,,,,
107.899,12.25,,42.263,,,,,,,,
108.052,12.25,,38.444,,,,,,,,
108.204,12.25,,36.358,,,,,,,,
108.356,12.25,,36.956,,,,,,,,
108.509,12.25,,40.119,,,,,,,,
108.661,12.25,,41.013,,,,,,,,
108.814,12.25,,37.964,,,,,,,,
108.966,12.25,,39.159,,,,,,,,
109.118,12.25,,40.85,,,,,,,,
109.271,12.25,,41.446,,,,,,,,
109.423,12.25,,42.581,,,,,,,,
109.576,12.25,,43.674,,,,,,,,
109.728,12.25,,46.421,,,,,,,,
109.88,12.25,,44.471,,,,,,,,
110.033,12.25,,40.798,,,,,,,,
110.185,12.25,,38.648,,,,,,,,
110.338,12.25,,39.407,,,,,,,,
110.49,12.25,,42.98,,,,,,,,
110.642,12.25,,42.737,,,,,,,,
110.795,12.25,,40.111,,,,,,,,
110.947,12.25,,36.085,,,,,,,,
111.1,12.25,,39.253,,,,,,,,
111.252,12.25,,46.003,,,,,,,,
111.404,12.25,,50.175,,,,,,,,
111.557,12.25,,51.246,,,,,,,,
111.709,12.25,,48.981,,,,,,,,
111.862,12.25,,49.479,,,,,,,,
112.014,12.25,,49.895,,,,,,,,
112.166,12.25,,49.236,,,,,,,,
112.319,12.25,,47.55,,,,,,,,
112.471,12.25,,42.357,,,,,,,,
112.624,12.25,,42.417,,,,,,,,
112.776,12.25,,45.548,,,,,,,,
112.928,12.25,,49.963,,,,,,,,
113.081,12.25,,51.937,,,,,,,,
113.233,12.25,,51.739,,,,,,,,
113.386,12.25,,52.213,,,,,,,,
113.538,12.25,,52.749,,,,,,,,
113.69,12.25,,54.44,,,,,,,,
113.843,12.25,,52.47,,,,,,,,
113.995,12.25,,53.304,,,,,,,,
114.148,12.25,,53.654,,,,,,,,
114.3,12.25,,50.727,,,,,,,,
114.452,12.25,,45.833,,,,,,,,
114.605,12.25,,42.255,,,,,,,,
114.757,12.25,,46.074,,,,,,,,
114.91,12.25,,45.475,,,,,,,,
115.062,12.25,,43.585,,,,,,,,
115.214,12.25,,42.212,,,,,,,,
115.367,12.25,,42.633,,,,,,,,
115.519,12.25,,41.241,,,,,,,,
115.672,12.25,,38.495,,,,,,,,
115.824,12.25,,38.434,,,,,,,,
115.976,12.25,,40.87,,,,,,,,
116.129,12.25,,45.227,,,,,,,,
116.281,12.25,,45.824,,,,,,,,
116.434,12.25,,41.846,,,,,,,,
116.586,12.25,,39.636,,,,,,,,
116.738,12.25,,40.172,,,,,,,,
116.891,12.25,,41.864,,,,,,,,
117.043,12.25,,40.491,,,,,,,,
117.196,12.25,,34.875,,,,,,,,
117.348,12.25,,34.677,,,,,,,,
117.5,12.25,,35.214,,,,,,,,
117.653,12.25,,40.967,,,,,,,,
117.805,12.25,,42.53,,,,,,,,
117.958,12.25,,42.588,,,,,,,,
118.11,12.25,,40.397,,,,,,,,
118.262,12.25,,41.769,,,,,,,,
118.415,12.25,,44.151,,,,,,,,
118.567,12.25,,44.899,,,,,,,,
118.72,12.25,,43.647,,,,,,,,
118.872,12.25,,41.026,,,,,,,,
119.024,12.25,,41.724,,,,,,,,
119.177,12.25,,41.188,,,,,,,,
119.329,12.25,,40.056,,,,,,,,
119.482,12.25,,38.747,,,,,,,,
119.634,12.25,,40.045,,,,,,,,
119.786,12.25,,42.013,,,,,,,,
119.939,12.25,,46.606,,,,,,,,
120.091,12.25,,48.952,,,,,,,,
120.244,12.25,,50.464,,,,,,,,
120.396,12.25,,48.979,,,,,,,,
120.548,12.25,,44.443,,,,,,,,
120.701,12.25,,40.614,,,,,,,,
120.853,12.25,,39.299,,,,,,,,
121.006,12.25,,41.57,,,,,,,,
121.158,12.25,,43.909,,,,,,,,
121.31,12.25,,45.341,,,,,,,,
121.463,12.25,,42.174,,,,,,,,
121.615,12.25,,38.573,,,,,,,,
121.768,12.25,,35.108,,,,,,,,
121.92,12.25,,39.173,,,,,,,,
122.072,12.25,,42.126,,,,,,,,
122.225,12.25,,43.441,,,,,,,,
122.377,12.25,,44.399,,,,,,,,
122.53,12.25,,47.485,,,,,,,,
122.682,12.25,,51.244,,,,,,,,
122.834,12.25,,50.356,,,,,,,,
122.987,12.25,,48.132,,,,,,,,
123.139,12.25,,44.247,,,,,,,,
123.292,12.25,,43.751,,,,,,,,
123.444,12.25,,42.502,,,,,,,,
123.596,12.25,,41.547,,,,,,,,
123.749,12.25,,42.291,,,,,,,,
123.901,12.25,,42.829,,,,,,,,
124.054,12.25,,43.787,,,,,,,,
124.206,12.25,,41.618,,,,,,,,
124.358,12.25,,44.6,,,,,,,,
124.511,12.25,,49.478,,,,,,,,
124.663,12.25,,53.063,,,,,,,,
124.816,12.25,,52.643,,,,,,,,
124.968,12.25,,52.89,,,,,,,,
125.12,12.25,,54.026,,,,,,,,
125.273,12.25,,52.756,,,,,,,,
125.425,12.25,,46.795,,,,,,,,
125.578,12.25,,43.511,,,,,,,,
125.73,12.25,,43.561,,,,,,,,
125.882,12.25,,45.233,,,,,,,,
126.035,12.25,,49.59,,,,,,,,
126.187,12.25,,54.957,,,,,,,,
126.34,12.25,,60.684,,,,,,,,
126.492,12.25,,58.105,,,,,,,,
126.644,12.25,,55.15,,,,,,,,
126.797,12.25,,50.495,,,,,,,,
126.949,12.25,,53.831,,,,,,,,
127.102,12.25,,52.639,,,,,,,,
127.254,12.25,,51.803,,,,,,,,
127.406,12.25,,46.827,,,,,,,,
127.559,12.25,,49.037,,,,,,,,
127.711,12.25,,54.381,,,,,,,,
127.864,12.25,,57.468,,,,,,,,
128.016,12.25,,55.203,,,,,,,,
128.168,12.25,,49.68,,,,,,,,
128.321,12.25,,44.781,,,,,,,,
128.473,12.25,,44.723,,,,,,,,
128.626,12.25,,45.516,,,,,,,,
128.778,12.25,,45.756,,,,,,,,
128.93,12.25,,42.858,,,,,,,,
129.083,12.25,,40.213,,,,,,,,
129.235,12.25,,39.976,,,,,,,,
129.388,12.25,,41.37,,,,,,,,
129.54,12.25,,45.428,,,,,,,,
129.692,12.25,,46.886,,,,,,,,
129.845,12.25,,47.97,,,,,,,,
129.997,12.25,,45.643,,,,,,,,
130.15,12.25,,45.594,,,,,,,,
130.302,12.25,,44.58,,,,,,,,
130.454,12.25,,48.158,,,,,,,,
130.607,12.25,,51.048,,,,,,,,
130.759,12.25,,54.094,,,,,,,,
130.912,12.25,,51.468,,,,,,,,
131.064,12.25,,50.02,,,,,,,,
131.216,12.25,,48.409,,,,,,,,
131.369,12.25,,46.58,,,,,,,,
131.521,12.25,,44.145,,,,,,,,
131.674,12.25,,45.873,,,,,,,,
131.826,12.25,,48.185,,,,,,,,
131.978,12.25,,53.023,,,,,,,,
132.131,12.25,,51.879,,,,,,,,
132.283,12.25,,50.206,,,,,,,,
132.436,12.25,,43.158,,,,,,,,
132.588,12.25,,41.219,,,,,,,,
132.74,12.25,,38.171,,,,,,,,
132.893,12.25,,35.103,,,,,,,,
133.045,12.25,,35.558,,,,,,,,
133.198,12.25,,46.175,,,,,,,,
133.35,12.25,,55.22,,,,,,,,
133.502,12.25,,55.342,,,,,,,,
133.655,12.25,,46.574,,,,,,,,
133.807,12.25,,40.417,,,,,,,,
133.96,12.25,,39.284,,,,,,,,
134.112,12.25,,40.837,,,,,,,,
134.264,12.25,,46.332,,,,,,,,
134.417,12.25,,48.826,,,,,,,,
134.569,12.25,,50.618,,,,,,,,
134.722,12.25,,50.086,,,,,,,,
134.874,12.25,,49.542,,,,,,,,
135.026,12.25,,49.423,,,,,,,,
135.179,12.25,,48.591,,,,,,,,
135.331,12.25,,44.015,,,,,,,,
135.484,12.25,,40.016,,,,,,,,
135.636,12.25,,38.074,,,,,,,,
135.788,12.25,,39.389,,,,,,,,
135.941,12.25,,42.016,,,,,,,,
136.093,12.25,,43.53,,,,,,,,
136.246,12.25,,44.305,,,,,,,,
136.398,12.25,,43.506,,,,,,,,
136.55,12.25,,44.107,,,,,,,,
136.703,12.25,,45.299,,,,,,,,
136.855,12.25,,47.65,,,,,,,,
137.008,12.25,,50.58,,,,,,,,
137.16,12.25,,51.725,,,,,,,,
137.312,12.25,,49.333,,,,,,,,
137.465,12.25,,45.882,,,,,,,,
137.617,12.25,,45.576,,,,,,,,
137.77,12.25,,47.006,,,,,,,,
137.922,12.25,,48.897,,,,,,,,
138.074,12.25,,48.42,,,,,,,,
138.227,12.25,,47.774,,,,,,,,
138.379,12.25,,45.985,,,,,,,,
138.532,12.25,,45.026,,,,,,,,
138.684,12.25,,46.871,,,,,,,,
138.836,12.25,,47.829,,,,,,,,
138.989,12.25,,52.705,,,,,,,,
139.141,12.25,,53.475,,,,,,,,
139.294,12.25,,48.181,,,,,,,,
139.446,12.25,,43.545,,,,,,,,
139.598,12.25,,41.215,,,,,,,,
139.751,12.25,,45.353,,,,,,,,
139.903,12.25,,46.609,,,,,,,,
140.056,12.25,,46.921,,,,,,,,
140.208,12.25,,46.345,,,,,,,,
140.36,12.25,,46.524,,,,,,,,
140.513,12.25,,48.011,,,,,,,,
140.665,12.25,,49.083,,,,,,,,
140.818,12.25,,48.751,,,,,,,,
140.97,12.25,,45.88,,,,,,,,
141.122,12.25,,42.596,,,,,,,,
141.275,12.25,,38.092,,,,,,,,
141.427,12.25,,36.597,,,,,,,,
141.58,12.25,,40.729,,,,,,,,
141.732,12.25,,46.52,,,,,,,,
141.884,12.25,,50.244,,,,,,,,
142.037,12.25,,49.398,,,,,,,,
142.189,12.25,,49.705,,,,,,,,
142.342,12.25,,50.761,,,,,,,,
142.494,12.25,,52.316,,,,,,,,
142.646,12.25,,52.016,,,,,,,,
142.799,12.25,,52.845,,,,,,,,
142.951,12.25,,50.691,,,,,,,,
143.104,12.25,,48.057,,,,,,,,
143.256,12.25,,45.377,,,,,,,,
143.408,12.25,,46.693,,,,,,,,
143.561,12.25,,49.081,,,,,,,,
143.713,12.25,,46.342,,,,,,,,
143.866,12.25,,43.415,,,,,,,,
144.018,12.25,,41.473,,,,,,,,
144.17,12.25,,42.542,,,,,,,,
144.323,12.25,,42.559,,,,,,,,
144.475,12.25,,42.288,,,,,,,,
144.628,12.25,,44.158,,,,,,,,
144.78,12.25,,48.625,,,,,,,,
144.932,12.25,,51.971,,,,,,,,
145.085,12.25,,52.215,,,,,,,,
145.237,12.25,,47.789,,,,,,,,
145.39,12.25,,44.413,,,,,,,,
145.542,12.25,,40.571,,,,,,,,
145.694,12.25,,42.605,,,,,,,,
145.847,12.25,,44.595,,,,,,,,
145.999,12.25,,48.446,,,,,,,,
146.152,12.25,,49.698,,,,,,,,
146.304,12.25,,48.401,,,,,,,,
146.456,12.25,,44.968,,,,,,,,
146.609,12.25,,42.401,,,,,,,,
146.761,12.25,,40.165,,,,,,,,
146.914,12.25,,40.344,,,,,,,,
147.066,12.25,,39.635,,,,,,,,
147.218,12.25,,41.325,,,,,,,,
147.371,12.25,,43.433,,,,,,,,
147.523,12.25,,44.322,,,,,,,,
147.676,12.25,,45.16,,,,,,,,
147.828,12.25,,45.957,,,,,,,,
147.98,12.25,,46.374,,,,,,,,
148.133,12.25,,45.984,,,,,,,,
148.285,12.25,,45.052,,,,,,,,
148.438,12.25,,45.232,,,,,,,,
148.59,12.25,,43.84,,,,,,,,
148.742,12.25,,41.688,,,,,,,,
148.895,12.25,,42.344,,,,,,,,
149.047,12.25,,44.783,,,,,,,,
149.2,12.25,,46.968,,,,,,,,
149.352,12.25,,45.474,,,,,,,,
149.504,12.25,,44.475,,,,,,,,
149.657,12.25,,44.322,,,,,,,,
149.809,12.25,,43.226,,,,,,,,
149.962,12.25,,45.056,,,,,,,,
150.114,12.25,,49.543,,,,,,,,
150.266,12.25,,57.148,,,,,,,,
150.419,12.25,,58.896,,,,,,,,
150.571,12.25,,57.931,,,,,,,,
150.724,12.25,,53.314,,,,,,,,
150.876,12.25,,48.88,,,,,,,,
151.028,12.25,,44.46,,,,,,,,
151.181,12.25,,43.048,,,,,,,,
151.333,12.25,,44.305,,,,,,,,
151.486,12.25,,46.258,,,,,,,,
151.638,12.25,,46.314,,,,,,,,
151.79,12.25,,46.757,,,,,,,,
151.943,12.25,,46.772,,,,,,,,
152.095,12.25,,47.332,,,,,,,,
152.248,12.25,,43.245,,,,,,,,
152.4,12.25,,40.594,,,,,,,,
152.552,12.25,,39.738,,,,,,,,
152.705,12.25,,43.08,,,,,,,,
152.857,12.25,,46.661,,,,,,,,
153.01,12.25,,49.823,,,,,,,,
153.162,12.25,,49.327,,,,,,,,
153.314,12.25,,45.656,,,,,,,,
153.467,12.25,,43.197,,,,,,,,
153.619,12.25,,45.183,,,,,,,,
153.772,12.25,,47.463,,,,,,,,
153.924,12.25,,48.73,,,,,,,,
154.076,12.25,,48.735,,,,,,,,
154.229,12.25,,49.561,,,,,,,,
154.381,12.25,,51.282,,,,,,,,
154.534,12.25,,50.801,,,,,,,,
154.686,12.25,,51.815,,,,,,,,
154.838,12.25,,49.923,,,,,,,,
154.991,12.25,,49.209,,,,,,,,
155.143,12.25,,46.924,,,,,,,,
155.296,12.25,,47.15,,,,,,,,
155.448,12.25,,47.798,,,,,,,,
155.6,12.25,,44.59,,,,,,,,
155.753,12.25,,39.931,,,,,,,,
155.905,12.25,,38.267,,,,,,,,
156.058,12.25,,41.325,,,,,,,,
156.21,12.25,,44.192,,,,,,,,
156.362,12.25,,46.303,,,,,,,,
156.515,12.25,,45.396,,,,,,,,
156.667,12.25,,45.266,,,,,,,,
156.82,12.25,,47.572,,,,,,,,
156.972,12.25,,52.111,,,,,,,,
157.124,12.25,,54.052,,,,,,,,
157.277,12.25,,50.591,,,,,,,,
157.429,12.25,,50.346,,,,,,,,
157.582,12.25,,52.051,,,,,,,,
157.734,12.25,,50.323,,,,,,,,
157.886,12.25,,45.256,,,,,,,,
158.039,12.25,,42.803,,,,,,,,
158.191,12.25,,45.605,,,,,,,,
158.344,12.25,,52.419,,,,,,,,
158.496,12.25,,56.841,,,,,,,,
158.648,12.25,,59.11,,,,,,,,
158.801,12.25,,54.686,,,,,,,,
158.953,12.25,,50.161,,,,,,,,
159.106,12.25,,49.03,,,,,,,,
159.258,12.25,,50.287,,,,,,,,
159.41,12.25,,51.831,,,,,,,,
159.563,12.25,,50.629,,,,,,,,
159.715,12.25,,50.456,,,,,,,,
159.868,12.25,,52.365,,,,,,,,
160.02,12.25,,53.255,,,,,,,,
160.172,12.25,,53.069,,,,,,,,
160.325,12.25,,51.555,,,,,,,,
160.477,12.25,,47.209,,,,,,,,
160.63,12.25,,46.849,,,,,,,,
160.782,12.25,,43.228,,,,,,,,
160.934,12.25,,45.735,,,,,,,,
161.087,12.25,,45.379,,,,,,,,
161.239,12.25,,45.865,,,,,,,,
161.392,12.25,,47.836,,,,,,,,
161.544,12.25,,50.983,,,,,,,,
161.696,12.25,,51.927,,,,,,,,
161.849,12.25,,52.396,,,,,,,,
162.001,12.25,,48.95,,,,,,,,
162.154,12.25,,50.69,,,,,,,,
162.306,12.25,,50.823,,,,,,,,
162.458,12.25,,51.328,,,,,,,,
162.611,12.25,,51.317,,,,,,,,
162.763,12.25,,48.925,,,,,,,,
162.916,12.25,,50.67,,,,,,,,
163.068,12.25,,51.805,,,,,,,,
163.22,12.25,,50.882,,,,,,,,
163.373,12.25,,47.797,,,,,,,,
163.525,12.25,,47.116,,,,,,,,
163.678,12.25,,49.89,,,,,,,,
163.83,12.25,,48.989,,,,,,,,
163.982,12.25,,47.042,,,,,,,,
164.135,12.25,,44.718,,,,,,,,
164.287,12.25,,47.767,,,,,,,,
164.44,12.25,,49.962,,,,,,,,
164.592,12.25,,47.876,,,,,,,,
164.744,12.25,,46.119,,,,,,,,
164.897,12.25,,49.769,,,,,,,,
165.049,12.25,,54.741,,,,,,,,
165.202,12.25,,56.558,,,,,,,,
165.354,12.25,,52.111,,,,,,,,
165.506,12.25,,49.471,,,,,,,,
165.659,12.25,,49.248,,,,,,,,
165.811,12.25,,48.202,,,,,,,,
165.964,12.25,,49.408,,,,,,,,
166.116,12.25,,47.24,,,,,,,,
166.268,12.25,,45.653,,,,,,,,
166.421,12.25,,44.806,,,,,,,,
166.573,12.25,,45.76,,,,,,,,
166.726,12.25,,46.801,,,,,,,,
166.878,12.25,,48.95,,,,,,,,
167.03,12.25,,46.033,,,,,,,,
167.183,12.25,,45.743,,,,,,,,
167.335,12.25,,43.844,,,,,,,,
167.488,12.25,,47.835,,,,,,,,
167.64,12.25,,49.517,,,,,,,,
167.792,12.25,,48.492,,,,,,,,
167.945,12.25,,45.344,,,,,,,,
168.097,12.25,,44.799,,,,,,,,
168.25,12.25,,45.997,,,,,,,,
168.402,12.25,,47.687,,,,,,,,
168.554,12.25,,47.922,,,,,,,,
168.707,12.25,,52.037,,,,,,,,
168.859,12.25,,52.712,,,,,,,,
169.012,12.25,,50.337,,,,,,,,
169.164,12.25,,42.938,,,,,,,,
169.316,12.25,,41.166,,,,,,,,
169.469,12.25,,40.262,,,,,,,,
169.621,12.25,,44.578,,,,,,,,
169.774,12.25,,46.288,,,,,,,,
169.926,12.25,,52.363,,,,,,,,
170.078,12.25,,49.481,,,,,,,,
170.231,12.25,,46.772,,,,,,,,
170.383,12.25,,43.318,,,,,,,,
170.536,12.25,,46.945,,,,,,,,
170.688,12.25,,53.296,,,,,,,,
170.84,12.25,,53.222,,,,,,,,
170.993,12.25,,47.628,,,,,,,,
171.145,12.25,,44.807,,,,,,,,
171.298,12.25,,45.065,,,,,,,,
171.45,12.25,,49.116,,,,,,,,
171.602,12.25,,49.129,,,,,,,,
171.755,12.25,,44.845,,,,,,,,
171.907,12.25,,42.945,,,,,,,,
172.06,12.25,,41.638,,,,,,,,
172.212,12.25,,44.377,,,,,,,,
172.364,12.25,,45.214,,,,,,,,
172.517,12.25,,43.867,,,,,,,,
172.669,12.25,,44.765,,,,,,,,
172.822,12.25,,43.637,,,,,,,,
172.974,12.25,,45.148,,,,,,,,
173.126,12.25,,44.599,,,,,,,,
173.279,12.25,,43.095,,,,,,,,
173.431,12.25,,44.614,,,,,,,,
