DEPT,BS,CALI,GR,SP,RESS,RESM,RESD,DENS,NEUT,PEF,DTC
1084.478,8.5,9.156,108.669,9.324,3.993,18.618,27.189,2.251,0.34,2.766,112.241
1084.631,8.5,9.184,107.525,9.117,4.16,19.635,28.75,2.268,0.336,2.776,111.048
1084.783,8.5,9.086,108.078,8.883,4.333,19.88,28.807,2.267,0.347,2.787,110.734
1084.936,8.5,9.125,105.286,8.879,4.157,17.86,25.354,2.26,0.327,2.79,111.127
1085.088,8.5,9.188,103.913,8.844,4.062,17.356,24.509,2.253,0.333,2.772,111.725
1085.24,8.5,9.149,103.378,8.82,4.076,18.276,25.828,2.251,0.34,2.727,111.839
1085.393,8.5,9.172,100.526,8.727,4.229,19.339,27.136,2.247,0.35,2.685,111.474
1085.545,8.5,9.172,104.582,8.473,4.283,19.709,27.413,2.236,0.349,2.671,111.244
1085.698,8.5,9.219,97.628,8.344,4.279,19.686,27.209,2.229,0.336,2.669,111.698
1085.85,8.5,9.219,100.156,7.859,4.329,19.586,27.056,2.221,0.338,2.688,112.845
1086.002,8.5,9.16,101.717,7.117,4.583,20.262,27.938,2.227,0.343,2.71,113.648
1086.155,8.5,9.086,105.014,6.211,4.713,20.432,28.289,2.232,0.342,2.733,114.278
1086.307,8.5,9.09,107.742,5.458,4.714,20.546,28.593,2.251,0.359,2.731,113.721
1086.46,8.5,8.984,104.755,4.965,4.786,21.639,30.329,2.261,0.349,2.7,112.571
1086.612,8.5,8.937,102.83,4.762,4.999,23.536,33.391,2.25,0.35,2.657,112.505
1086.764,8.5,8.866,99.046,4.652,5.082,23.631,33.129,2.231,0.321,2.62,112.641
1086.917,8.5,8.553,98.709,4.816,5.238,23.268,31.755,2.219,0.321,2.61,112.978
1087.069,8.5,8.537,101.484,5.18,5.275,23.106,31.343,2.225,0.291,2.627,113.117
1087.222,8.5,8.498,100.63,5.033,5.233,23.197,31.205,2.228,0.294,2.647,112.991
1087.374,8.5,8.49,99.882,5.426,5.128,22.339,29.403,2.229,0.292,2.651,112.969
1087.526,8.5,8.513,101.768,5.375,5.12,21.774,28.496,2.239,0.305,2.655,111.99
1087.679,8.5,8.525,104.223,4.984,5.381,23.017,30.239,2.241,0.299,2.645,112.129
1087.831,8.5,8.537,100.536,4.688,5.258,21.186,27.674,2.231,0.318,2.641,112.282
1087.984,8.5,8.568,97.679,4.613,5.171,20.834,27.321,2.22,0.335,2.613,111.884
1088.136,8.5,8.56,90.823,4.352,5.473,21.793,28.695,2.222,0.353,2.607,112.9
1088.288,8.5,8.584,94.673,3.965,5.475,21.346,28.03,2.235,0.351,2.609,112.791
1088.441,8.5,8.572,95.226,3.707,5.459,20.763,27.069,2.247,0.342,2.637,112.085
1088.593,8.5,8.584,99.917,3.285,5.446,20.41,26.459,2.258,0.318,2.664,111.301
1088.746,8.5,8.592,98.037,2.918,5.546,21.719,28.26,2.272,0.311,2.683,110.843
1088.898,8.5,8.607,98.953,2.934,5.579,22.043,28.754,2.27,0.317,2.693,110.958
1089.05,8.5,8.631,100.761,3.254,5.411,20.726,27.047,2.252,0.338,2.69,111.311
1089.203,8.5,8.631,106.421,3.039,5.484,21.126,27.722,2.235,0.339,2.665,112.424
1089.355,8.5,8.654,106.552,2.891,5.578,21.32,27.741,2.231,0.321,2.629,112.108
1089.508,8.5,8.584,103.583,3.277,5.692,22.89,29.923,2.235,0.318,2.595,112.167
1089.66,8.5,8.568,100.021,3.176,5.543,21.983,28.496,2.239,0.324,2.584,112.515
1089.812,8.5,8.631,98.18,2.73,5.407,20.967,26.955,2.245,0.323,2.594,111.035
1089.965,8.5,8.654,99.184,1.887,5.781,22.491,28.984,2.257,0.324,2.613,111.215
1090.117,8.5,8.678,101.916,1.512,5.98,22.213,28.55,2.257,0.324,2.641,110.951
1090.27,8.5,8.702,103.905,1.012,5.947,20.37,25.938,2.259,0.332,2.649,110.911
1090.422,8.5,8.678,103.394,0.395,5.75,18.527,23.402,2.262,0.317,2.666,111.088
1090.574,8.5,8.631,100.356,0.215,5.811,19.143,24.308,2.272,0.314,2.686,111.154
1090.727,8.5,8.662,96.734,-0.359,5.914,20.075,25.429,2.28,0.305,2.725,110.078
1090.879,8.5,8.678,92.839,-0.188,5.932,21.331,27.082,2.278,0.309,2.747,109.388
1091.032,8.5,8.702,93.711,0.321,5.864,22.183,28.169,2.275,0.301,2.743,110.309
1091.184,8.5,8.678,93.627,0.625,5.439,21.772,27.319,2.262,0.299,2.718,110.858
1091.336,8.5,8.631,98.888,0.656,5.343,22.697,27.891,2.253,0.318,2.69,111.517
1091.489,8.5,8.631,98.634,0.766,5.322,25.025,30.653,2.249,0.325,2.677,112.371
1091.641,8.5,8.607,100.015,1.191,5.292,24.159,29.85,2.244,0.331,2.666,111.989
1091.794,8.5,8.568,103.011,1.18,5.423,22.967,28.644,2.245,0.329,2.656,111.624
1091.946,8.5,8.56,104.733,0.73,6.026,22.082,28.104,2.247,0.327,2.647,110.104
1092.098,8.5,8.56,104.891,0.484,6.973,22.814,29.32,2.264,0.323,2.67,109.204
1092.251,8.5,8.545,100.737,-0.054,7.647,22.181,28.512,2.301,0.298,2.759,103.83
1092.403,8.5,8.56,97.42,-0.75,7.386,19.312,24.606,2.397,0.297,2.924,96.564
1092.556,8.5,8.607,91.088,-1.504,12.047,33.999,43.367,2.518,0.229,3.137,85.249
1092.708,8.5,8.619,83.99,-0.887,23.314,74.673,97.295,2.604,0.172,3.291,71.814
1092.86,8.5,8.607,78.206,-0.102,42.418,177.353,251.125,2.62,0.141,3.334,64.862
1093.013,8.5,8.596,84.549,0.52,16.558,46.198,64.089,2.57,0.151,3.253,72.097
1093.165,8.5,8.576,84.87,0.449,9.573,21.331,28.514,2.475,0.19,3.1,85.939
1093.318,8.5,8.56,86.002,0.771,7.726,15.297,20.197,2.377,0.231,2.945,100.074
1093.47,8.5,8.607,83.451,1.16,7.978,15.597,20.877,2.31,0.266,2.841,105.996
1093.622,8.5,8.631,86.041,1.43,7.109,15.539,20.903,2.303,0.275,2.801,108.159
1093.775,8.5,8.654,86.074,1.138,6.169,15.06,19.921,2.313,0.287,2.802,107.368
1093.927,8.5,8.584,86.055,0.734,6.151,16.836,21.794,2.336,0.29,2.826,105.921
1094.08,8.5,8.584,89.263,0.152,6.299,17.532,22.302,2.36,0.285,2.876,103.997
1094.232,8.5,8.584,96.025,-1.013,6.256,16.53,21.016,2.375,0.284,2.921,103.033
1094.384,8.5,8.584,99.726,-2.531,6.142,14.774,18.865,2.375,0.293,2.93,104.291
1094.537,8.5,8.568,97.025,-3.172,6.247,14.328,18.505,2.369,0.294,2.91,105.076
1094.689,8.5,8.56,97.844,-3.652,5.992,13.134,17.239,2.367,0.317,2.886,106.319
1094.842,8.5,8.553,96.07,-4.329,5.745,12.273,16.286,2.367,0.308,2.896,106.476
1094.994,8.5,8.56,95.34,-5.063,5.744,12.244,16.306,2.374,0.3,2.927,105.554
1095.146,8.5,8.607,96.931,-5.167,6.346,13.548,18.197,2.375,0.266,2.963,105.535
1095.299,8.5,8.631,100.808,-5.434,6.54,14.082,18.921,2.373,0.276,2.975,105.76
1095.451,8.5,8.639,101.403,-5.742,5.646,11.744,15.711,2.36,0.293,2.957,106.46
1095.604,8.5,8.607,98.708,-6.199,5.429,11.075,14.921,2.354,0.307,2.934,106.137
1095.756,8.5,8.584,98.562,-6.704,6.203,13.191,18.022,2.346,0.307,2.916,106.864
1095.908,8.5,8.607,102.552,-6.98,6.46,13.731,18.729,2.339,0.297,2.899,105.387
1096.061,8.5,8.607,107.583,-7.146,6.075,12.454,17.035,2.337,0.312,2.874,105.631
1096.213,8.5,8.596,107.894,-6.914,5.932,12.854,17.679,2.335,0.319,2.845,106.629
1096.366,8.5,8.572,108.567,-6.133,5.573,12.07,16.6,2.346,0.332,2.845,106.338
1096.518,8.5,8.56,104.443,-5.328,5.656,12.414,17.113,2.355,0.3,2.87,106.307
1096.67,8.5,8.549,102.721,-4.383,6.569,15.325,21.394,2.358,0.311,2.9,107.008
1096.823,8.5,8.584,100.314,-3.517,6.241,14.944,20.943,2.348,0.298,2.904,106.282
1096.975,8.5,8.607,96.264,-2.579,5.497,12.929,17.955,2.336,0.304,2.883,107.449
1097.128,8.5,8.56,94.47,-2.438,5.715,13.782,19.018,2.338,0.299,2.852,108.559
1097.28,8.5,8.572,98.138,-1.962,5.601,13.299,18.247,2.344,0.308,2.817,106.882
1097.432,8.5,8.607,105.25,-1.596,5.716,14.06,19.288,2.35,0.313,2.782,106.918
1097.585,8.5,8.596,106.322,-1.158,5.972,15.549,21.508,2.352,0.308,2.77,106.153
1097.737,8.5,8.607,99.225,-0.773,6.035,16.797,23.441,2.344,0.3,2.766,106.299
1097.89,8.5,8.607,91.326,-1.108,5.764,16.73,23.451,2.336,0.322,2.762,107.398
1098.042,8.5,8.607,84.645,-0.66,5.493,15.548,21.747,2.323,0.312,2.741,108.043
1098.194,8.5,8.584,86.246,0.558,6.012,17.887,25.413,2.321,0.326,2.711,109.03
1098.347,8.5,8.584,88.636,0.958,5.564,16.929,23.974,2.316,0.312,2.681,108.377
1098.499,8.5,8.596,91.197,1.646,5.579,17.193,24.355,2.316,0.301,2.658,108.42
1098.652,8.5,8.607,88.627,2.304,5.443,16.987,24.046,2.311,0.283,2.65,108.378
1098.804,8.5,8.631,86.418,2.969,5.475,16.986,23.921,2.307,0.285,2.647,107.447
1098.956,8.5,8.702,86.059,3.383,5.722,18.182,25.498,2.299,0.321,2.648,108.66
1099.109,8.5,8.764,93.251,3.138,5.555,17.302,24.038,2.288,0.321,2.65,109.117
1099.261,8.5,8.811,93.76,3.175,5.609,18.15,25.428,2.271,0.319,2.656,109.443
1099.414,8.5,8.89,97.219,2.754,5.649,18.779,26.533,2.258,0.315,2.656,110.314
1099.566,8.5,8.953,95.824,2.55,5.745,18.509,26.012,2.264,0.315,2.646,109.652
1099.718,8.5,9.062,94.146,2.799,5.731,19.06,27.205,2.265,0.311,2.638,110.092
1099.871,8.5,9.207,93.015,2.767,5.495,17.24,24.861,2.261,0.303,2.619,110.413
1100.023,8.5,9.235,90.875,2.022,5.42,15.134,21.405,2.26,0.293,2.613,109.596
1100.176,8.5,9.007,92.129,1.104,5.369,13.555,18.808,2.293,0.293,2.637,107.776
1100.328,8.5,8.866,90.866,-0.467,5.644,13.944,18.938,2.335,0.281,2.71,104.646
1100.48,8.5,8.843,95.064,-1.996,6.057,15.707,20.76,2.379,0.279,2.81,101.297
1100.633,8.5,8.807,101.791,-3.092,6.511,17.311,22.588,2.398,0.276,2.877,99.998
1100.785,8.5,8.749,104.604,-3.67,6.626,17.196,22.262,2.414,0.267,2.91,99.94
1100.938,8.5,8.725,101.748,-4.012,6.769,16.162,20.705,2.411,0.267,2.906,101.103
1101.09,8.5,8.654,99.112,-4.188,6.893,14.262,18.346,2.4,0.265,2.897,102.532
1101.242,8.5,8.654,99.854,-4.158,6.684,13.029,17.028,2.389,0.274,2.888,103.424
1101.395,8.5,8.631,102.202,-4.179,6.057,11.242,14.829,2.377,0.295,2.863,104.267
1101.547,8.5,8.654,103.574,-4.478,6.807,12.983,17.318,2.366,0.302,2.821,103.489
1101.7,8.5,8.666,106.243,-4.637,7.341,14.884,19.822,2.351,0.302,2.772,103.353
1101.852,8.5,8.631,104.765,-4.853,6.829,14.25,18.911,2.337,0.288,2.745,103.19
1102.004,8.5,8.631,107.023,-5.037,6.368,13.569,17.994,2.354,0.284,2.79,102.474
1102.157,8.5,8.568,106.572,-4.893,7.015,15.636,20.814,2.384,0.283,2.861,101.461
1102.309,8.5,8.549,108.031,-4.529,7.806,18.431,24.958,2.417,0.294,2.931,100.989
1102.462,8.5,8.529,98.517,-3.55,7.981,20.119,27.695,2.403,0.295,2.923,100.396
1102.614,8.5,8.466,83.581,-1.893,7.458,19.056,26.568,2.362,0.299,2.842,103.497
1102.766,8.5,8.419,74.77,-0.521,6.593,16.028,22.334,2.327,0.302,2.742,104.249
1102.919,8.5,8.451,71.324,0.333,7.071,17.514,24.401,2.306,0.3,2.666,105.833
1103.071,8.5,8.466,79.529,1.192,6.81,19.58,27.589,2.287,0.298,2.627,107.415
1103.224,8.5,8.466,82.568,1.897,6.656,19.632,28.015,2.266,0.303,2.621,106.973
1103.376,8.5,8.466,87.115,1.958,6.656,17.372,24.465,2.265,0.303,2.656,109.047
1103.528,8.5,8.431,85.979,1.527,6.443,15.007,20.643,2.287,0.304,2.742,108.729
1103.681,8.5,8.372,85.134,1.013,5.971,14.175,19.164,2.317,0.273,2.841,104.705
1103.833,8.5,8.364,86.824,0.329,6.298,15.087,19.928,2.365,0.249,2.927,98.617
1103.986,8.5,8.396,96.863,-0.308,6.657,15.397,19.83,2.416,0.233,2.998,90.49
1104.138,8.5,8.454,103.161,-0.962,7.104,16.222,20.395,2.442,0.23,3.046,87.119
1104.29,8.5,8.466,100.989,-1.143,7.965,18.122,22.311,2.428,0.238,3.063,87.646
1104.443,8.5,8.466,92.089,-1.237,8.323,18.389,22.741,2.408,0.242,3.033,89.668
1104.595,8.5,8.466,86.166,-1.165,7.765,16.035,20.186,2.399,0.25,2.975,94.945
1104.748,8.5,8.478,92.613,-0.879,8.017,16.028,20.391,2.406,0.271,2.925,97.068
1104.9,8.5,8.56,96.34,-0.563,8.255,15.477,19.816,2.405,0.277,2.914,97.144
1105.052,8.5,8.607,105.166,-0.022,8.585,16.574,21.557,2.411,0.297,2.934,99.897
1105.205,8.5,8.619,97.599,0.829,6.807,14.349,18.819,2.455,0.283,2.969,95.495
1105.357,8.5,8.607,93.199,2.179,6.573,13.98,18.332,2.527,0.236,2.981,84.795
1105.51,8.5,8.584,79.282,3.329,9.737,20.521,26.55,2.556,0.202,2.944,81.612
1105.662,8.5,8.56,81.159,4.246,12.366,31.746,41.716,2.48,0.199,2.877,81.675
1105.814,8.5,8.537,81.859,4.988,6.724,16.43,21.628,2.36,0.23,2.749,89.32
1105.967,8.5,8.513,86.531,5.979,6.493,16.897,22.8,2.284,0.251,2.647,100.047
1106.119,8.5,8.513,84.244,6.754,7.408,19.51,26.246,2.308,0.261,2.581,103.634
1106.272,8.5,8.525,82.778,7.496,7.972,23.226,31.228,2.344,0.252,2.575,98.452
1106.424,8.5,8.513,78.787,8.304,7.11,23.432,30.597,2.341,0.251,2.594,94.121
1106.576,8.5,8.513,80.343,8.858,6.171,19.713,25.484,2.303,0.264,2.571,93.021
1106.729,8.5,8.49,80.819,9.464,6.225,20.216,25.925,2.274,0.295,2.557,100.837
1106.881,8.5,8.498,84.47,10.033,6.433,21.139,26.909,2.273,0.295,2.54,110.583
1107.034,8.5,8.513,83.828,10.546,6.349,21.149,27.185,2.269,0.295,2.55,109.799
1107.186,8.5,8.576,84.135,10.737,5.984,19.993,25.925,2.267,0.297,2.543,108.729
1107.338,8.5,8.607,84.217,10.658,5.968,21.801,28.727,2.261,0.302,2.542,110.083
1107.491,8.5,8.607,81.697,10.558,5.66,21.12,27.591,2.253,0.302,2.545,110.309
1107.643,8.5,8.607,82.964,10.404,5.719,20.899,27.152,2.248,0.318,2.554,111.903
1107.796,8.5,8.607,83.631,10.214,5.866,21.644,28.337,2.253,0.324,2.562,110.442
1107.948,8.5,8.607,84.137,10.192,5.867,21.835,28.561,2.256,0.316,2.586,110.526
1108.1,8.5,8.607,85.568,9.848,5.91,21.8,28.584,2.256,0.307,2.63,110.025
1108.253,8.5,8.607,86.602,9.446,6.152,21.011,27.316,2.252,0.308,2.672,109.72
1108.405,8.5,8.607,91.883,9.221,6.153,20.236,26.446,2.264,0.311,2.695,110.271
1108.558,8.5,8.647,87.547,9.563,5.859,18.523,24.064,2.297,0.285,2.701,101.51
1108.71,8.5,8.741,85.085,9.546,7.021,23.499,30.877,2.321,0.272,2.679,98.102
1108.862,8.5,8.678,79.306,9.424,6.183,19.994,26.471,2.315,0.259,2.644,98.95
1109.015,8.5,8.654,79.585,9.217,6.042,19.418,25.82,2.282,0.269,2.595,99.12
1109.167,8.5,8.654,82.733,8.754,6.398,21.019,28.092,2.26,0.285,2.564,104.846
1109.32,8.5,8.654,85.482,8.05,6.652,21.909,29.06,2.256,0.3,2.544,111.361
1109.472,8.5,8.702,89.438,7.329,6.319,21.954,28.867,2.257,0.304,2.55,111.003
1109.624,8.5,8.764,89.173,6.271,5.717,22.44,29.214,2.257,0.306,2.566,111.758
1109.777,8.5,8.772,86.174,5.762,5.502,21.795,28.282,2.252,0.324,2.572,110.624
1109.929,8.5,8.772,86.202,5.723,5.512,21.714,27.918,2.248,0.342,2.571,110.259
1110.082,8.5,8.843,88.568,5.945,5.585,21.501,27.308,2.247,0.349,2.554,112.735
1110.234,8.5,8.835,92.269,5.975,5.646,21.48,27.116,2.253,0.33,2.545,110.123
1110.386,8.5,8.819,93.468,6.219,5.385,21.02,26.215,2.259,0.318,2.54,110.635
1110.539,8.5,8.796,92.613,6.642,5.433,21.11,26.299,2.262,0.311,2.554,110.12
1110.691,8.5,8.796,93.778,6.95,5.635,21.947,27.167,2.265,0.293,2.561,109.734
1110.844,8.5,8.831,90.931,6.95,6.233,23.189,28.41,2.267,0.295,2.57,109.603
1110.996,8.5,8.843,92.814,6.675,6.847,23.821,29.339,2.266,0.288,2.579,108.632
1111.148,8.5,8.89,92.992,6.482,7.312,25.204,30.972,2.269,0.291,2.61,107.46
1111.301,8.5,8.929,90.712,6.175,7.425,24.998,30.811,2.345,0.256,2.671,97.026
1111.453,8.5,8.96,81.219,5.85,8.742,28.258,34.734,2.451,0.208,2.736,85.967
1111.606,8.5,8.913,73.654,5.375,11.227,39.381,50.41,2.51,0.175,2.765,82.567
1111.758,8.5,8.607,72.521,5.025,7.568,21.374,27.058,2.442,0.202,2.755,84.652
1111.91,8.5,8.549,74.588,4.978,6.014,15.094,18.995,2.339,0.235,2.672,93.964
1112.063,8.5,8.619,81.607,5.188,6.87,18.629,24.082,2.274,0.29,2.61,105.666
1112.215,8.5,8.749,84.56,5.379,6.66,20.539,26.639,2.265,0.284,2.575,110.905
1112.368,8.5,8.764,87.939,5.162,5.942,20.992,27.088,2.259,0.3,2.602,109.49
1112.52,8.5,8.784,86.035,5.208,5.306,22.468,29.002,2.261,0.299,2.626,108.977
1112.672,8.5,8.89,84.09,4.721,5.182,22.401,28.437,2.267,0.314,2.617,108.477
1112.825,8.5,8.929,86.334,4.0,5.211,22.51,28.459,2.278,0.33,2.589,108.061
1112.977,8.5,8.972,93.092,3.754,5.218,22.097,28.383,2.283,0.292,2.568,108.686
1113.13,8.5,9.015,96.806,3.554,5.021,21.124,28.519,2.28,0.29,2.575,109.568
1113.282,8.5,9.066,99.161,3.121,4.986,20.949,29.061,2.275,0.27,2.608,109.892
1113.434,8.5,9.117,95.299,2.458,5.1,20.8,28.959,2.27,0.295,2.636,109.894
1113.587,8.5,9.188,93.796,1.987,5.061,19.952,27.808,2.266,0.298,2.645,109.97
1113.739,8.5,9.278,93.529,2.0,5.013,20.018,28.163,2.26,0.315,2.616,110.106
1113.892,8.5,9.36,94.901,1.579,4.933,20.249,28.673,2.252,0.317,2.576,110.333
1114.044,8.5,9.368,95.282,1.421,4.965,20.594,29.382,2.246,0.3,2.554,110.605
1114.196,8.5,9.384,94.125,1.112,5.015,19.939,28.319,2.245,0.314,2.579,110.56
1114.349,8.5,9.478,93.398,0.913,5.166,20.271,28.693,2.252,0.311,2.622,110.376
1114.501,8.5,9.329,95.832,0.621,5.247,20.286,28.402,2.27,0.309,2.66,110.065
1114.654,8.5,9.09,91.412,0.479,5.205,20.133,28.244,2.274,0.306,2.65,109.931
1114.806,8.5,8.992,87.874,0.054,5.151,19.753,27.84,2.276,0.309,2.609,109.232
1114.958,8.5,8.913,87.529,0.004,5.091,19.922,28.21,2.275,0.327,2.558,109.032
1115.111,8.5,8.89,89.376,-0.017,5.198,20.701,29.553,2.275,0.333,2.545,108.42
1115.263,8.5,8.89,88.655,-0.446,5.521,21.362,30.602,2.267,0.327,2.56,107.858
1115.416,8.5,8.913,88.658,-1.288,5.558,20.605,29.153,2.268,0.327,2.596,106.954
1115.568,8.5,8.858,86.991,-2.313,5.439,19.199,26.664,2.294,0.293,2.623,100.667
1115.72,8.5,8.866,85.615,-3.317,5.564,19.85,27.029,2.326,0.3,2.657,86.755
1115.873,8.5,8.804,81.236,-4.417,6.105,23.015,31.212,2.341,0.281,2.674,87.226
1116.025,8.5,8.784,78.944,-5.033,5.555,20.209,26.731,2.321,0.307,2.665,88.525
1116.178,8.5,8.749,81.463,-5.279,5.18,18.62,24.2,2.288,0.3,2.648,94.056
1116.33,8.5,8.709,82.45,-5.842,5.654,20.874,26.708,2.264,0.307,2.629,105.009
1116.482,8.5,8.666,85.812,-6.2,5.895,21.705,27.05,2.266,0.293,2.642,105.373
1116.635,8.5,8.686,83.666,-6.21,5.947,22.534,27.687,2.282,0.3,2.656,105.294
1116.787,8.5,8.666,85.74,-6.463,5.764,22.331,27.452,2.291,0.305,2.687,104.805
1116.94,8.5,8.694,87.725,-6.979,6.013,21.989,27.251,2.3,0.298,2.732,104.611
1117.092,8.5,8.631,87.066,-7.912,6.916,20.959,25.889,2.304,0.289,2.783,105.09
1117.244,8.5,8.607,83.628,-9.242,8.048,18.932,23.384,2.324,0.285,2.848,101.441
1117.397,8.5,8.584,79.904,-10.263,7.961,17.299,21.353,2.398,0.289,2.958,88.322
1117.549,8.5,8.584,73.701,-11.054,10.178,24.576,30.423,2.524,0.225,3.131,76.24
1117.702,8.5,8.615,66.822,-11.962,25.821,96.277,124.338,2.63,0.166,3.308,65.818
1117.854,8.5,8.654,60.255,-12.712,40.74,189.938,261.277,2.653,0.146,3.394,61.524
1118.006,8.5,8.647,62.622,-13.188,22.102,55.472,70.742,2.569,0.169,3.341,73.042
1118.159,8.5,8.607,75.694,-13.417,8.642,14.334,17.452,2.471,0.23,3.211,79.706
1118.311,8.5,8.592,90.125,-13.089,8.081,12.724,15.559,2.394,0.288,3.094,92.978
1118.464,8.5,8.749,102.038,-12.492,8.522,12.888,15.786,2.367,0.313,3.02,104.909
1118.616,8.5,8.772,101.469,-11.408,8.21,14.5,17.917,2.359,0.3,2.98,107.735
1118.768,8.5,8.725,99.408,-10.049,6.527,14.45,17.741,2.347,0.32,2.942,106.284
1118.921,8.5,8.654,100.665,-8.754,7.302,20.186,24.927,2.33,0.305,2.898,106.997
1119.073,8.5,8.654,94.848,-7.554,6.392,18.911,23.014,2.307,0.31,2.833,107.211
1119.226,8.5,8.592,92.459,-7.508,6.089,17.611,21.233,2.299,0.286,2.783,107.568
1119.378,8.5,8.537,92.249,-7.392,6.301,17.523,21.524,2.305,0.285,2.785,109.212
1119.53,8.5,8.513,99.624,-6.567,5.718,13.844,17.35,2.327,0.274,2.854,106.664
1119.683,8.5,8.513,109.649,-6.363,5.742,13.495,17.158,2.345,0.282,2.95,105.634
1119.835,8.5,8.537,109.828,-6.613,5.991,13.362,17.045,2.356,0.296,3.031,105.003
1119.988,8.5,8.615,107.544,-6.633,6.191,13.185,16.837,2.36,0.307,3.064,104.45
1120.14,8.5,8.654,100.632,-6.848,6.167,12.597,15.961,2.371,0.323,3.067,104.352
1120.292,8.5,8.654,99.389,-7.046,6.354,12.922,16.336,2.383,0.329,3.076,104.005
1120.445,8.5,8.654,102.994,-7.517,6.697,13.507,17.009,2.392,0.324,3.105,104.191
1120.597,8.5,8.654,103.662,-8.092,6.764,13.851,17.494,2.39,0.324,3.125,103.803
1120.75,8.5,8.67,103.615,-7.796,6.866,14.229,18.139,2.387,0.312,3.104,104.161
1120.902,8.5,8.666,106.218,-7.108,6.653,13.68,17.669,2.386,0.315,3.055,104.009
1121.054,8.5,8.831,111.79,-6.884,6.604,13.836,18.159,2.379,0.302,2.997,104.416
1121.207,8.5,8.866,106.609,-6.146,6.692,15.031,20.144,2.362,0.297,2.923,108.314
1121.359,8.5,8.702,95.758,-5.079,6.019,13.982,19.095,2.327,0.305,2.828,109.887
1121.512,8.5,8.631,86.522,-3.971,6.068,15.437,21.698,2.294,0.315,2.732,109.395
1121.664,8.5,8.537,87.437,-2.975,5.774,17.467,25.2,2.265,0.336,2.663,113.718
1121.816,8.5,8.513,86.897,-1.839,5.782,17.873,25.727,2.255,0.361,2.637,113.174
1121.969,8.5,8.537,85.509,-1.1,6.002,18.068,25.695,2.251,0.36,2.639,113.882
1122.121,8.5,8.502,84.793,-0.329,6.197,19.468,27.705,2.252,0.339,2.649,113.803
1122.274,8.5,8.56,86.55,0.79,5.765,22.072,31.984,2.248,0.316,2.641,113.814
1122.426,8.5,8.607,86.776,1.283,5.55,26.143,39.159,2.234,0.317,2.618,114.398
1122.578,8.5,8.607,83.15,1.771,5.53,24.704,37.259,2.227,0.301,2.585,114.801
1122.731,8.5,8.584,83.595,1.893,5.595,21.338,31.292,2.228,0.317,2.584,114.079
1122.883,8.5,8.537,81.441,1.633,5.535,19.078,27.398,2.236,0.323,2.606,113.496
1123.036,8.5,8.372,84.533,0.9,5.397,17.975,25.395,2.239,0.332,2.671,111.591
1123.188,8.5,8.313,84.2,0.384,5.186,17.6,24.706,2.254,0.335,2.757,111.095
1123.34,8.5,8.349,93.707,-0.521,4.994,16.438,22.486,2.292,0.332,2.836,109.383
1123.493,8.5,8.36,93.348,-2.333,5.323,16.801,22.498,2.323,0.317,2.875,106.63
1123.645,8.5,8.396,93.794,-3.879,5.658,17.274,22.858,2.338,0.288,2.877,106.34
1123.798,8.5,8.407,87.225,-4.546,5.864,16.201,21.028,2.343,0.282,2.896,105.451
1123.95,8.5,8.349,94.451,-5.217,5.614,14.161,18.234,2.352,0.296,2.935,105.597
1124.102,8.5,8.302,97.208,-6.104,5.888,14.009,17.935,2.363,0.301,2.991,106.298
1124.255,8.5,8.168,99.795,-6.408,6.095,14.275,18.35,2.355,0.298,3.01,106.519
1124.407,8.5,8.137,96.994,-6.295,6.242,14.328,18.455,2.336,0.312,3.002,107.898
1124.56,8.5,8.27,99.031,-6.233,5.56,12.829,16.658,2.319,0.316,2.951,108.981
1124.712,8.5,8.372,101.776,-6.092,5.591,12.961,16.92,2.315,0.329,2.89,110.348
1124.864,8.5,8.384,100.367,-6.521,5.778,14.119,18.568,2.337,0.313,2.835,110.147
1125.017,8.5,8.466,96.115,-7.04,6.04,15.511,20.627,2.365,0.301,2.824,105.046
1125.169,8.5,8.49,91.202,-7.2,6.476,16.552,21.99,2.384,0.288,2.847,105.048
1125.322,8.5,8.49,91.32,-6.954,6.143,15.726,20.946,2.373,0.273,2.869,104.906
1125.474,8.5,8.502,94.943,-6.406,5.56,14.336,19.222,2.343,0.28,2.852,104.881
1125.626,8.5,8.451,96.834,-5.854,5.872,15.52,21.065,2.317,0.281,2.821,105.992
1125.779,8.5,8.431,94.332,-5.621,5.999,15.565,21.215,2.312,0.285,2.818,107.668
1125.931,8.5,8.505,90.641,-5.021,5.873,15.355,21.055,2.32,0.294,2.839,106.183
1126.084,8.5,8.643,85.325,-4.58,5.906,15.139,20.759,2.337,0.301,2.875,104.923
1126.236,8.5,8.654,89.779,-4.75,5.922,14.515,19.777,2.349,0.307,2.903,105.538
1126.388,8.5,8.67,94.305,-5.021,6.033,14.648,19.765,2.36,0.316,2.916,106.33
1126.541,8.5,8.725,99.746,-5.482,5.66,12.91,17.336,2.357,0.336,2.909,106.538
1126.693,8.5,8.713,100.728,-5.7,5.704,12.564,16.891,2.35,0.325,2.902,106.589
1126.846,8.5,8.702,99.011,-5.908,6.285,13.723,18.403,2.344,0.308,2.925,105.798
1126.998,8.5,8.666,101.586,-6.335,6.238,13.928,18.494,2.346,0.291,2.952,104.112
1127.15,8.5,8.474,98.761,-6.762,6.232,14.417,19.023,2.355,0.295,2.958,102.928
1127.303,8.5,8.478,101.247,-7.367,6.54,15.48,20.505,2.363,0.288,2.949,102.887
