,DEPT,Pred_DTC
0,651.053,120.21896796102806
1,651.205,120.60787401846937
2,651.3580000000001,119.24398797144636
3,651.51,125.04885869930445
4,651.6619999999999,129.7157758554253
5,651.815,131.11040086880075
6,651.967,131.02308023449245
7,652.12,129.92436276942286
8,652.2719999999999,128.96378206709312
9,652.424,126.70128817011377
10,652.577,125.19772163775119
11,652.729,125.42735017361633
12,652.882,127.22908238278754
13,653.034,127.29499571978567
14,653.186,129.6097776429501
15,653.339,131.12672017061303
16,653.491,118.11156326667626
17,653.644,115.61551247044352
18,653.7959999999999,114.34341654669623
19,653.948,113.16456286852647
20,654.101,112.05048161698437
21,654.253,111.87356489512888
22,654.406,112.37204694242476
23,654.558,111.93158782426744
24,654.71,111.27284396813232
25,654.863,110.97094096936655
26,655.015,110.9483960365736
27,655.168,110.768705658107
28,655.32,109.24795940522108
29,655.472,108.0547605309894
30,655.625,107.54759467829587
31,655.7769999999999,107.87484589157495
32,655.93,107.94620537690034
33,656.082,108.76065389723016
34,656.2339999999999,109.40410846932653
35,656.387,109.54364249884509
36,656.539,109.66415392416977
37,656.692,110.00987763849349
38,656.8439999999999,110.69130836327923
39,656.9960000000001,110.87565218199722
40,657.1489999999999,111.20577412045594
41,657.301,111.37731729094776
42,657.454,111.30836305224256
43,657.6060000000001,110.14794364786604
44,657.758,109.02719104942042
45,657.9110000000001,108.99778219481655
46,658.063,110.34486732146104
47,658.216,111.2438587652727
48,658.368,111.67479718806425
49,658.52,112.78295849492739
50,658.673,113.80177829297475
51,658.825,114.9223290083477
52,658.9780000000001,114.94447604040835
53,659.13,114.61147599370278
54,659.2819999999999,113.01339552168193
55,659.435,111.48335278694572
56,659.587,110.02871602663936
57,659.74,109.58794137673792
58,659.8919999999999,109.48490989390646
59,660.044,109.69736052631515
60,660.197,110.47640930620463
61,660.3489999999999,111.78456502931436
62,660.502,112.54429711436748
63,660.654,112.82929072841594
64,660.806,112.8456656689334
65,660.959,112.62821641145743
66,661.1110000000001,111.9626200029079
67,661.2639999999999,110.81896880475287
68,661.416,110.3889092456863
69,661.568,110.73221494675926
70,661.721,111.88198355695948
71,661.873,112.64854018760641
72,662.0260000000001,113.12513734356656
73,662.178,113.27627239033635
74,662.33,113.38180347637567
75,662.4830000000001,112.62705500960044
76,662.635,112.90460576288973
77,662.788,112.81455511523154
78,662.94,113.82911064575293
79,663.092,114.35865959336496
80,663.245,114.45021266893963
81,663.3969999999999,114.05070977236525
82,663.55,113.80694585891251
83,663.702,112.22602125203451
84,663.8539999999999,109.81259040985066
85,664.007,108.13965728079796
86,664.159,109.30738370879789
87,664.312,110.96369081886843
88,664.4639999999999,112.01395035820187
89,664.6160000000001,113.09989128716327
90,664.7689999999999,114.41864533736043
91,664.921,114.85309082346566
92,665.074,114.5760865143018
93,665.2260000000001,114.27258567796761
94,665.378,113.78158614818952
95,665.5310000000001,114.13942397908443
96,665.683,114.0612500274184
97,665.836,114.78513091429983
98,665.988,115.13521019091851
99,666.14,115.61731613993513
100,666.293,115.4897129864724
101,666.445,114.71360873561358
102,666.5980000000001,114.02955630190243
103,666.75,114.21928945278844
104,666.9019999999999,114.6566497767081
105,667.055,114.60248702233918
106,667.207,114.26189725946506
107,667.36,114.29702204793045
108,667.512,113.96635400286434
109,667.664,114.00652961323811
110,667.817,113.46574407863216
111,667.9689999999999,112.91770633590855
112,668.122,112.17252664047612
113,668.2739999999999,111.81701596086731
114,668.426,111.37963169689917
115,668.579,111.16204770608834
116,668.7310000000001,111.42699247627937
117,668.8839999999999,112.67322181887002
118,669.0360000000001,112.92575148329144
119,669.188,112.77226156032577
120,669.341,112.7093193866153
121,669.493,113.03313127511285
122,669.6460000000001,113.72651650158679
123,669.798,113.65070966537158
124,669.95,112.18995840970223
125,670.1030000000001,110.96150153190004
126,670.255,110.30387182584491
127,670.408,111.18959233445119
128,670.56,111.81660018005454
129,670.712,112.34959958909474
130,670.865,111.9179348532023
131,671.0169999999999,111.85065861348028
132,671.17,112.01080624648742
133,671.322,113.15075064693511
134,671.4739999999999,113.76698886776285
135,671.627,114.4486072928872
136,671.779,114.03005785035873
137,671.932,113.37657130643458
138,672.084,112.57239893401612
139,672.2360000000001,112.60264079136724
140,672.3889999999999,112.96798406548047
141,672.541,112.98157710849992
142,672.694,112.5829314349777
143,672.846,109.55755271315562
144,672.998,104.10871542619287
145,673.1510000000001,100.16687584911571
146,673.303,101.90206874820163
147,673.456,107.42742976860058
148,673.6080000000001,111.56416024944991
149,673.76,112.91267775845884
150,673.913,112.8727350470082
151,674.065,113.30023277408577
152,674.2180000000001,113.74829209693738
153,674.37,114.38678540103669
154,674.5219999999999,114.13613755243179
155,674.675,113.87413458714127
156,674.827,113.35798531142086
157,674.98,113.10278704225053
158,675.132,112.57632359134203
159,675.284,112.14259625448722
160,675.437,112.27751084567316
161,675.5889999999999,111.72222184726942
162,675.742,111.3306037232608
163,675.8939999999999,110.97128596439472
164,676.046,111.28221814338625
165,676.199,111.79337843468272
166,676.3510000000001,111.46399856491203
167,676.5039999999999,111.68645496533773
168,676.6560000000001,111.50399171087139
169,676.808,111.74883005004321
170,676.961,111.57679431278285
171,677.113,111.70229724163238
172,677.2660000000001,112.37402732058081
173,677.418,113.02096547139763
174,677.57,113.04125161967443
175,677.7230000000001,112.42261917309793
176,677.875,111.45572553222763
177,678.028,111.19269999416082
178,678.18,111.63656742714784
179,678.332,112.263118998592
180,678.485,113.22743858868509
181,678.637,113.30054286484108
182,678.79,112.77600901406086
183,678.942,111.89715187021932
184,679.0939999999999,111.11591086802406
185,679.247,110.84537012956048
186,679.3989999999999,111.26908279195465
187,679.552,111.08146014660477
188,679.704,110.59005106080372
189,679.8560000000001,110.00515340143818
190,680.0089999999999,110.24751988303382
191,680.1610000000001,110.89706902225589
192,680.314,111.46184252827976
193,680.466,111.66384593453978
194,680.618,111.57727176884896
195,680.7710000000001,111.49675135131974
196,680.923,111.62631685736585
197,681.076,111.51164904311315
198,681.2280000000001,111.78238754146892
199,681.38,111.95184062336799
200,681.533,112.80153390257615
201,681.685,113.25968848083426
202,681.8380000000001,113.71460194280635
203,681.99,113.95648224871854
204,682.1419999999999,114.16249596509232
205,682.295,114.31774324520123
206,682.447,114.04019593999018
207,682.6,113.87494495084132
208,682.752,113.7624898568192
209,682.904,113.57303709446774
210,683.057,113.6367531224607
211,683.209,113.96061303761479
212,683.362,114.75979580888966
213,683.5139999999999,114.8405422574026
214,683.666,114.2566589745484
215,683.819,113.10037627638863
216,683.971,112.57535804337593
217,684.1239999999999,112.39244531862732
218,684.2760000000001,112.47873694325142
219,684.428,112.62332698360899
220,684.581,113.18084499720774
221,684.7330000000001,113.53933751441014
222,684.8860000000001,113.41284581590241
223,685.038,113.10606883923049
224,685.19,113.52906357286321
225,685.3430000000001,114.74257101249682
226,685.495,115.1783398571479
227,685.648,115.10188084219789
228,685.8,114.61577109602169
229,685.952,115.18584169968562
230,686.105,115.53307086988434
231,686.257,115.33192276848644
232,686.41,114.92474420951734
233,686.562,115.04562168041883
234,686.7139999999999,115.0850446907217
235,686.867,115.58596263989563
236,687.0189999999999,115.72807495156488
237,687.172,116.25333873431009
238,687.324,116.3062789377019
239,687.4760000000001,116.03423317758302
240,687.6289999999999,115.47235825616903
241,687.7810000000001,115.68908236786655
242,687.934,116.82889076426892
243,688.086,117.63798070815582
244,688.238,117.91841728138144
245,688.3910000000001,117.84442664680171
246,688.543,117.94049456266458
247,688.696,118.45164342588916
248,688.8480000000001,117.81758360573687
249,689.0,116.9540585481102
250,689.153,115.55995450127972
251,689.305,115.26695985411538
252,689.4580000000001,114.8750235259505
253,689.61,114.60597695304668
254,689.762,114.7188011859484
255,689.915,115.42994373047526
256,690.067,116.6087517261519
257,690.22,116.51771313224242
258,690.372,116.37162411825491
259,690.5239999999999,115.57924514091457
260,690.677,115.58666330355348
261,690.829,114.71471423511986
262,690.982,114.53417591754899
263,691.1339999999999,113.99613810095747
264,691.2860000000001,113.92111123489641
265,691.439,114.01301609521437
266,691.591,115.07137202309929
267,691.7439999999999,115.84475584615149
268,691.8960000000001,115.97029478188998
269,692.048,114.92588205947808
270,692.201,114.70524455392251
271,692.3530000000001,115.08668524007868
272,692.5060000000001,115.35727631731302
273,692.658,115.14947888447006
274,692.81,114.31647433778264
275,692.9630000000001,114.10497375538893
276,693.115,114.20627182754328
277,693.268,114.76244568949087
278,693.42,115.49722833722342
279,693.572,115.60099440032596
280,693.725,115.62806521572702
281,693.877,115.3041319935763
282,694.03,115.80980113869524
283,694.182,116.66691767344801
284,694.334,116.51591574375323
285,694.487,115.5425372602781
286,694.6389999999999,114.6318834099159
287,694.7919999999999,114.5573034655672
288,694.944,114.69719810081617
289,695.096,114.88719150429759
290,695.2489999999999,115.10041808857252
291,695.4010000000001,114.7805684847061
292,695.554,114.28946220267926
293,695.706,113.66109082253226
294,695.8580000000001,113.62970724437974
295,696.0110000000001,113.91869438253218
296,696.163,114.28930153869146
297,696.316,115.17091041958162
298,696.4680000000001,115.26001652850519
299,696.62,115.42966074709884
300,696.773,114.59603494540599
301,696.925,114.51891693972519
302,697.078,114.52143897169324
303,697.23,113.99385528771822
304,697.382,110.94437733405306
305,697.535,107.81601129112391
306,697.687,105.94291136763965
307,697.84,108.41034712704155
308,697.992,111.3061027424049
309,698.1439999999999,113.85324046496387
310,698.297,114.8284054204563
311,698.449,115.75469629992193
312,698.602,116.78491057578589
313,698.7539999999999,117.08584912060638
314,698.9060000000001,116.86790523651729
315,699.059,115.57318018074326
316,699.211,115.214940695895
317,699.3639999999999,114.70678189930968
318,699.5160000000001,114.58333026896523
319,699.668,114.09925408043514
320,699.821,114.69421555893041
321,699.9730000000001,115.54518054845707
322,700.1260000000001,116.49528178853168
323,700.278,116.611006588963
324,700.43,116.27579465361785
325,700.5830000000001,116.3781180677268
326,700.735,116.31296357690763
327,700.888,116.6493026410827
328,701.04,116.74834631580805
329,701.192,116.86865853060559
330,701.345,117.92263762125398
331,701.497,118.67973565683792
332,701.65,119.54612063634448
333,701.802,119.59258210485959
334,701.954,119.18468328641325
335,702.107,119.37807328307929
336,702.2589999999999,118.70973951894078
337,702.4119999999999,118.55085933813027
338,702.564,118.27547575399416
339,702.716,118.50263537905087
340,702.8689999999999,117.81760624346867
341,703.0210000000001,116.67122461180762
342,703.174,115.82710105882171
343,703.326,115.64015480495411
344,703.4780000000001,116.05024270572238
345,703.6310000000001,116.65013599301119
346,703.783,116.91766274300639
347,703.936,116.61934262850167
348,704.0880000000001,116.44327252345528
349,704.24,116.61488265628466
350,704.393,116.59404172787993
351,704.545,116.93248510901867
352,704.698,116.416043943521
353,704.85,115.54171062985188
354,705.002,114.90170803419022
355,705.155,114.98097522532669
356,705.307,115.59727554717796
357,705.46,115.74768110730727
358,705.612,116.02810434575275
359,705.7639999999999,115.91271239504022
360,705.9169999999999,114.96089857931645
361,706.069,114.23761139361454
362,706.222,113.7811635365257
363,706.3739999999999,114.4622724581746
364,706.5260000000001,114.77794245068276
365,706.679,115.29067048577281
366,706.831,115.3750381847371
367,706.9839999999999,115.6007953602467
368,707.1360000000001,115.65441517192824
369,707.288,115.94260189382206
370,707.441,115.47454446831739
371,707.5930000000001,115.35484451453866
372,707.7460000000001,114.79595306316162
373,707.898,115.40520038711466
374,708.05,115.55860657472232
375,708.203,115.58002621433187
376,708.355,115.0355675186303
377,708.508,115.54279646634171
378,708.66,116.07960411495083
379,708.812,116.3531344314826
380,708.965,115.90636687063474
381,709.117,115.83456943742738
382,709.27,116.06760153404039
383,709.422,115.79508637895174
384,709.574,115.33369414191915
385,709.727,115.49978296173265
386,709.8789999999999,115.77455004679811
387,710.0319999999999,115.51594517681235
388,710.184,114.30777683576866
389,710.336,114.75970084737617
390,710.4889999999999,115.39293106762125
391,710.6410000000001,116.58001968785965
392,710.794,116.99642723195231
393,710.946,117.08446234232545
394,711.0980000000001,117.07561019206682
395,711.2510000000001,115.68076544319266
396,711.403,115.31674054273685
397,711.556,114.82718564302121
398,711.7080000000001,115.79208095749743
399,711.86,116.5482174728532
400,712.013,117.23730099445302
401,712.165,117.64271933724476
402,712.318,117.72093406783091
403,712.47,117.14369354933507
404,712.622,117.13242475732886
405,712.775,117.48725776590274
406,712.927,118.50362372251837
407,713.08,118.44231400999209
408,713.232,118.20464084413103
409,713.3839999999999,118.75962328454196
410,713.5369999999999,120.20762249627703
411,713.689,120.2795517726328
412,713.842,120.13983936319752
413,713.9939999999999,119.98136175162307
414,714.1460000000001,120.16681876285512
415,714.299,120.17066594671067
416,714.451,119.84826300869639
417,714.6039999999999,119.56922058673959
418,714.7560000000001,119.73191057526242
419,714.908,119.5080727641519
420,715.061,119.66228433369307
421,715.2130000000001,119.80263472035094
422,715.3660000000001,120.3776579313841
423,715.518,120.30567389081091
424,715.67,119.99051211695306
425,715.823,119.5971049018197
426,715.975,119.85569814849507
427,716.128,119.18907359262184
428,716.28,118.00362628095434
429,716.432,117.1989349422299
430,716.585,117.42164378820922
431,716.737,117.68541808277067
432,716.89,117.62335653074047
433,717.0419999999999,117.29822296425502
434,717.194,117.48150705672202
435,717.347,117.53877724500356
436,717.4989999999999,117.03131535610487
437,717.6519999999999,115.6279140897642
438,717.804,115.20789110600217
439,717.956,115.5597268515443
440,718.1089999999999,116.2021008799062
441,718.2610000000001,116.03283445077153
442,718.414,116.24860242990158
443,718.566,116.11224469018708
444,718.7180000000001,115.64888160385016
445,718.8710000000001,115.57973843076536
446,719.023,115.46368375176414
447,719.176,115.97356344491297
448,719.328,115.8529710054593
449,719.48,115.70256065085812
450,719.633,115.05408001188428
451,719.785,114.39871239778674
452,719.938,113.90956947090999
453,720.09,114.3148768015842
454,720.242,114.52746151665997
