DEPT,TENS,CALI,BS,GR:1,GR:2,GR:3,PEFZ,RLA5,RLA0,RLA2,RXOZ,TNPH:1,RSOZ,RLA3,TNPH:2,RT,DT,RLA1,RXO,RLA4,NPHI,GR:4,RHOZ
1149.706,2430.812,9.09,8.5,119.56,107.283,114.384,2.873,17.326,0.086,7.318,1.298,0.361,0.0,10.656,0.361,24.953,118.887,4.219,2.053,13.65,0.347,97.195,2.295
1149.858,2442.376,9.058,8.5,115.873,106.279,114.99,2.858,17.57,0.086,7.258,1.342,0.367,0.001,10.633,0.367,25.354,118.601,4.139,2.018,13.722,0.341,115.083,2.283
1150.01,2468.375,9.109,8.5,117.759,111.161,118.645,2.857,18.354,0.087,7.536,1.32,0.363,0.007,11.295,0.363,26.449,117.724,4.184,1.937,14.638,0.359,106.903,2.274
1150.163,2429.688,9.081,8.5,119.261,108.476,119.261,2.888,17.83,0.084,7.094,1.354,0.369,0.031,10.694,0.37,25.579,117.473,3.957,1.87,13.735,0.356,111.132,2.282
1150.315,2412.499,9.014,8.5,117.431,104.655,119.687,2.903,16.912,0.086,6.784,1.346,0.36,0.029,10.183,0.361,24.373,117.496,3.88,1.877,13.023,0.355,107.227,2.291
1150.468,2490.438,8.982,8.5,123.812,101.859,114.816,2.884,17.559,0.089,7.104,1.358,0.351,0.022,10.588,0.352,25.359,117.352,4.113,2.017,13.525,0.334,95.783,2.299
1150.62,2479.937,8.822,8.5,125.49,102.717,137.249,2.839,17.442,0.093,7.112,1.384,0.331,0.0,10.519,0.331,25.169,117.24,4.129,2.032,13.446,0.329,102.042,2.301
1150.772,2432.001,8.848,8.5,128.068,105.82,126.364,2.832,17.562,0.094,7.257,1.414,0.336,0.0,10.668,0.335,25.269,116.642,4.213,2.072,13.56,0.313,111.06,2.303
1150.925,2412.25,8.88,8.5,122.356,106.639,121.027,2.875,17.529,0.096,7.27,1.481,0.319,0.0,10.686,0.318,25.161,116.318,4.215,2.064,13.526,0.322,104.387,2.298
1151.077,2469.0,8.899,8.5,126.086,105.944,120.246,2.922,17.975,0.097,7.343,1.51,0.329,0.0,10.898,0.33,25.811,116.153,4.233,2.06,13.81,0.31,104.406,2.293
1151.23,2489.563,8.765,8.5,128.419,105.526,136.764,2.929,18.443,0.096,7.424,1.454,0.323,0.0,11.111,0.323,26.512,115.741,4.258,2.064,14.119,0.318,108.364,2.298
1151.382,2472.941,8.74,8.5,128.655,106.175,128.718,2.895,18.457,0.097,7.413,1.484,0.325,0.0,11.039,0.325,26.542,115.653,4.242,2.073,14.056,0.316,104.269,2.307
1151.534,2379.751,8.727,8.5,128.089,105.441,120.502,2.863,18.48,0.096,7.459,1.528,0.323,0.004,10.994,0.323,26.591,114.318,4.283,2.119,14.021,0.332,106.179,2.309
1151.687,2408.401,8.746,8.5,125.826,104.258,135.161,2.837,18.662,0.1,7.666,1.537,0.35,0.0,11.374,0.35,26.807,114.124,4.516,2.259,14.107,0.328,105.964,2.304
1151.839,2506.624,8.765,8.5,126.177,103.454,121.817,2.826,17.642,0.097,7.325,1.468,0.341,0.0,10.639,0.341,25.274,114.607,4.273,2.14,13.382,0.323,100.504,2.303
1151.992,2492.25,8.784,8.5,117.677,101.804,121.541,2.803,18.903,0.098,7.655,1.45,0.329,0.0,11.111,0.329,27.081,113.933,4.321,2.13,14.292,0.321,103.535,2.311
1152.144,2418.875,8.727,8.5,119.135,103.998,109.311,2.824,20.201,0.097,7.948,1.481,0.333,0.0,11.825,0.332,28.748,114.303,4.334,2.06,15.152,0.314,100.63,2.309
1152.296,2414.938,8.708,8.5,117.051,103.11,126.743,2.844,20.383,0.097,7.903,1.449,0.327,0.0,11.852,0.327,29.035,113.579,4.291,2.034,15.231,0.31,107.639,2.302
1152.449,2408.063,8.708,8.5,118.852,107.339,115.186,2.864,20.088,0.097,7.795,1.364,0.334,0.0,11.685,0.334,28.663,113.169,4.249,2.022,15.023,0.324,100.792,2.287
1152.601,2358.734,8.689,8.5,116.025,108.375,113.604,2.837,19.776,0.096,7.691,1.313,0.341,0.0,11.519,0.341,28.431,114.02,4.295,2.093,14.804,0.346,113.521,2.289
1152.754,2348.75,8.714,8.5,119.16,110.378,118.575,2.822,19.352,0.096,7.466,1.3,0.357,0.0,11.3,0.356,27.776,114.638,4.182,2.017,14.491,0.353,111.415,2.285
1152.906,2397.533,8.717,8.5,120.481,104.726,123.903,2.836,19.745,0.097,7.545,1.307,0.358,0.0,11.509,0.357,28.197,115.947,4.137,1.95,14.774,0.331,106.5,2.284
1153.058,2404.125,8.669,8.5,122.223,102.502,118.351,2.829,20.319,0.098,7.736,1.364,0.338,0.0,11.832,0.337,28.893,115.663,4.156,1.923,15.218,0.324,96.439,2.285
1153.211,2385.749,8.689,8.5,118.322,102.502,124.406,2.805,20.387,0.097,7.839,1.401,0.33,0.0,11.947,0.329,28.865,115.574,4.168,1.909,15.285,0.307,104.859,2.293
1153.363,2397.376,8.74,8.5,118.576,102.313,112.355,2.782,18.875,0.095,7.479,1.394,0.311,0.0,11.19,0.31,26.692,115.745,4.048,1.886,14.187,0.3,106.603,2.303
1153.516,2433.624,8.695,8.5,114.531,96.259,118.479,2.774,18.234,0.094,7.294,1.341,0.308,0.0,10.868,0.308,25.898,115.541,4.036,1.919,13.727,0.309,95.331,2.308
1153.668,2449.563,8.708,8.5,115.089,91.34,112.764,2.772,17.893,0.093,7.188,1.286,0.322,0.0,10.645,0.322,25.65,116.436,4.087,1.999,13.529,0.326,87.333,2.303
1153.82,2407.938,8.727,8.5,116.674,88.575,113.787,2.766,17.792,0.092,7.046,1.294,0.335,0.0,10.511,0.335,25.554,117.321,3.98,1.929,13.494,0.32,91.377,2.295
1153.973,2373.875,8.765,8.5,118.913,91.758,123.499,2.792,18.61,0.093,7.204,1.286,0.321,0.0,10.882,0.321,26.742,116.685,3.989,1.896,14.139,0.308,87.082,2.296
1154.125,2424.751,8.727,8.5,120.233,97.029,119.227,2.825,19.72,0.094,7.44,1.412,0.313,0.0,11.401,0.313,28.437,116.048,4.074,1.917,14.994,0.298,96.519,2.312
1154.278,2451.874,8.746,8.5,117.84,99.699,118.173,2.826,19.744,0.095,7.493,1.521,0.307,0.004,11.552,0.307,28.652,115.399,4.217,2.008,15.12,0.32,108.909,2.327
1154.43,2444.5,8.765,8.5,118.223,101.394,115.837,2.823,19.146,0.095,7.375,1.553,0.333,0.002,11.343,0.334,27.812,114.214,4.215,2.018,14.754,0.33,94.871,2.325
1154.582,2425.563,8.746,8.5,118.608,96.908,120.227,2.838,19.24,0.095,7.466,1.547,0.344,0.007,11.442,0.345,27.912,113.926,4.256,2.028,14.887,0.329,101.304,2.324
1154.735,2390.625,8.771,8.5,121.725,98.081,119.981,2.861,19.881,0.095,7.651,1.523,0.344,0.008,11.821,0.345,28.726,112.59,4.268,1.985,15.414,0.334,94.586,2.33
1154.887,2378.312,8.784,8.5,120.116,94.734,125.312,2.82,18.553,0.095,7.23,1.433,0.352,0.0,11.133,0.353,26.782,112.899,4.051,1.882,14.462,0.319,98.732,2.324
1155.04,2357.733,8.784,8.5,120.654,96.216,114.622,2.738,18.275,0.093,7.139,1.222,0.342,0.0,10.999,0.342,26.407,114.359,4.016,1.869,14.275,0.343,91.389,2.303
