DEPTH,BS,CALI,GR,RESS,RESM,RESD,DENS,NEUT,PEF,DTC
348.386,12.25,,40.446,,,,,,,
348.539,12.25,,40.05,,,,,,,
348.691,12.25,,42.159,,,,,,,
348.844,12.25,,45.337,,,,,,,
348.996,12.25,,46.01,,,,,,,
349.148,12.25,,44.601,,,,,,,
349.301,12.25,,42.396,,,,,,,
349.453,12.25,,39.946,,,,,,,
349.606,12.25,,39.895,,,,,,,
349.758,12.25,,41.58,,,,,,,
349.91,12.25,,43.157,,,,,,,
350.063,12.25,,44.467,,,,,,,
350.215,12.25,,49.747,,,,,,,
350.368,12.25,,53.481,,,,,,,
350.52,12.25,,48.731,,,,,,,
350.672,12.25,,40.393,,,,,,,
350.825,12.25,,36.939,,,,,,,
350.977,12.25,,38.591,,,,,,,
351.13,12.25,,41.17,,,,,,,
351.282,12.25,,44.287,,,,,,,
351.434,12.25,,49.685,,,,,,,
351.587,12.25,,53.639,,,,,,,
351.739,12.25,,51.573,,,,,,,
351.892,12.25,,46.902,,,,,,,
352.044,12.25,,42.377,,,,,,,
352.196,12.25,,43.066,,,,,,,
352.349,12.25,,44.334,,,,,,,
352.501,12.25,,43.475,,,,,,,
352.654,12.25,,42.219,,,,,,,
352.806,12.25,,43.496,,,,,,,
352.958,12.25,,46.083,,,,,,,
353.111,12.25,,44.747,,,,,,,
353.263,12.25,,42.883,,,,,,,
353.416,12.25,,42.626,,,,,,,
353.568,12.25,,43.563,,,,,,,
353.72,12.25,,45.271,,,,,,,
353.873,12.25,,48.025,,,,,,,
354.025,12.25,,51.288,,,,,,,
354.178,12.25,,52.698,,,,,,,
354.33,12.25,,52.551,,,,,,,
354.482,12.25,,53.031,,,,,,,
354.635,12.25,,52.788,,,,,,,
354.787,12.25,,52.363,,,,,,,
354.94,12.25,,49.579,,,,,,,
355.092,12.25,,46.344,,,,,,,
355.244,12.25,,42.405,,,,,,,
355.397,12.25,,41.331,,,,,,,
355.549,12.25,,43.253,,,,,,,
355.702,12.25,,49.288,,,,,,,
355.854,12.25,,52.256,,,,,,,
356.006,12.25,,49.167,,,,,,,
356.159,12.25,,42.375,,,,,,,
356.311,12.25,,37.574,,,,,,,
356.464,12.25,,38.406,,,,,,,
356.616,12.25,,38.075,,,,,,,
356.768,12.25,,34.563,,,,,,,
356.921,12.25,,28.814,,,,,,,
357.073,12.25,,26.684,,,,,,,
357.226,12.25,,27.771,,,,,,,
357.378,12.25,,28.672,,,,,,,
357.53,12.25,,28.471,,,,,,,
357.683,12.25,,30.407,,,,,,,
357.835,12.25,,33.548,,,,,,,
357.988,12.25,,35.478,,,,,,,
358.14,12.25,,38.538,,,,,,,
358.292,12.25,,43.274,,,,,,,
358.445,12.25,,47.013,,,,,,,
358.597,12.25,,45.465,,,,,,,
358.75,12.25,,41.237,,,,,,,
358.902,12.25,,37.674,,,,,,,
359.054,12.25,,36.415,,,,,,,
359.207,12.25,,38.465,,,,,,,
359.359,12.25,,44.973,,,,,,,
359.512,12.25,,48.728,,,,,,,
359.664,12.25,,46.598,,,,,,,
359.816,12.25,,40.204,,,,,,,
359.969,12.25,,36.603,,,,,,,
360.121,12.25,,35.53,,,,,,,
360.274,12.25,,35.49,,,,,,,
360.426,12.25,,36.171,,,,,,,
360.578,12.25,,38.014,,,,,,,
360.731,12.25,,41.559,,,,,,,
360.883,12.25,,44.224,,,,,,,
361.036,12.25,,43.629,,,,,,,
361.188,12.25,,39.321,,,,,,,
361.34,12.25,,34.574,,,,,,,
361.493,12.25,,37.439,,,,,,,
361.645,12.25,,42.64,,,,,,,
361.798,12.25,,45.541,,,,,,,
361.95,12.25,,44.044,,,,,,,
362.102,12.25,,42.473,,,,,,,
362.255,12.25,,43.782,,,,,,,
362.407,12.25,,44.462,,,,,,,
362.56,12.25,,45.156,,,,,,,
362.712,12.25,,43.868,,,,,,,
362.864,12.25,,42.135,,,,,,,
363.017,12.25,,39.754,,,,,,,
363.169,12.25,,36.081,,,,,,,
363.322,12.25,,34.725,,,,,,,
363.474,12.25,,35.331,,,,,,,
363.626,12.25,,38.112,,,,,,,
363.779,12.25,,41.194,,,,,,,
363.931,12.25,,42.957,,,,,,,
364.084,12.25,,43.578,,,,,,,
364.236,12.25,,42.402,,,,,,,
364.388,12.25,,43.496,,,,,,,
364.541,12.25,,47.531,,,,,,,
364.693,12.25,,50.947,,,,,,,
364.846,12.25,,50.702,,,,,,,
364.998,12.25,,46.086,,,,,,,
365.15,12.25,,39.622,,,,,,,
365.303,12.25,,36.953,,,,,,,
365.455,12.25,,39.751,,,,,,,
365.608,12.25,,42.696,,,,,,,
365.76,12.25,,39.262,,,,,,,
365.912,12.25,,34.963,,,,,,,
366.065,12.25,,35.091,,,,,,,
366.217,12.25,,38.27,,,,,,,
366.37,12.25,,41.512,,,,,,,
366.522,12.25,,40.261,,,,,,,
366.674,12.25,,38.23,,,,,,,
366.827,12.25,,35.381,,,,,,,
366.979,12.25,,35.64,,,,,,,
367.132,12.25,,38.772,,,,,,,
367.284,12.25,,40.933,,,,,,,
367.436,12.25,,40.868,,,,,,,
367.589,12.25,,36.992,,,,,,,
367.741,12.25,,33.476,,,,,,,
367.894,12.25,,32.529,,,,,,,
368.046,12.25,,33.507,,,,,,,
368.198,12.25,,36.884,,,,,,,
368.351,12.25,,43.962,,,,,,,
368.503,12.25,,53.4,,,,,,,
368.656,12.25,,59.939,,,,,,,
368.808,12.25,,59.077,,,,,,,
368.96,12.25,,53.488,,,,,,,
369.113,12.25,,46.798,,,,,,,
369.265,12.25,,41.09,,,,,,,
369.418,12.25,,35.781,,,,,,,
369.57,12.25,,33.224,,,,,,,
369.722,12.25,,35.674,,,,,,,
369.875,12.25,,41.573,,,,,,,
370.027,12.25,,47.009,,,,,,,
370.18,12.25,,47.932,,,,,,,
370.332,12.25,,45.206,,,,,,,
370.484,12.25,,42.991,,,,,,,
370.637,12.25,,44.225,,,,,,,
370.789,12.25,,47.221,,,,,,,
370.942,12.25,,46.729,,,,,,,
371.094,12.25,,43.152,,,,,,,
371.246,12.25,,42.45,,,,,,,
371.399,12.25,,46.749,,,,,,,
371.551,12.25,,50.402,,,,,,,
371.704,12.25,,50.37,,,,,,,
371.856,12.25,,47.762,,,,,,,
372.008,12.25,,46.406,,,,,,,
372.161,12.25,,48.954,,,,,,,
372.313,12.25,,51.579,,,,,,,
372.466,12.25,,51.58,,,,,,,
372.618,12.25,,48.577,,,,,,,
372.77,12.25,,45.94,,,,,,,
372.923,12.25,,45.442,,,,,,,
373.075,12.25,,48.078,,,,,,,
373.228,12.25,,51.439,,,,,,,
373.38,12.25,,51.931,,,,,,,
373.532,12.25,,49.274,,,,,,,
373.685,12.25,,45.458,,,,,,,
373.837,12.25,,44.679,,,,,,,
373.99,12.25,,44.205,,,,,,,
374.142,12.25,,43.549,,,,,,,
374.294,12.25,,43.804,,,,,,,
374.447,12.25,,47.876,,,,,,,
374.599,12.25,,51.348,,,,,,,
374.752,12.25,,52.701,,,,,,,
374.904,12.25,,53.317,,,,,,,
375.056,12.25,,53.204,,,,,,,
375.209,12.25,,51.613,,,,,,,
375.361,12.25,,49.55,,,,,,,
375.514,12.25,,50.217,,,,,,,
375.666,12.25,,53.732,,,,,,,
375.818,12.25,,54.544,,,,,,,
375.971,12.25,,55.083,,,,,,,
376.123,12.25,,57.927,,,,,,,
376.276,12.25,,57.785,,,,,,,
376.428,12.25,,52.795,,,,,,,
376.58,12.25,,47.691,,,,,,,
376.733,12.25,,48.632,,,,,,,
376.885,12.25,,52.461,,,,,,,
377.038,12.25,,54.607,,,,,,,
377.19,12.25,,51.74,,,,,,,
377.342,12.25,,49.195,,,,,,,
377.495,12.25,,47.707,,,,,,,
377.647,12.25,,46.816,,,,,,,
377.8,12.25,,50.156,,,,,,,
377.952,12.25,,54.018,,,,,,,
378.104,12.25,,58.919,,,,,,,
378.257,12.25,,61.787,,,,,,,
378.409,12.25,,61.133,,,,,,,
378.562,12.25,,54.578,,,,,,,
378.714,12.25,,46.796,,,,,,,
378.866,12.25,,44.0,,,,,,,
379.019,12.25,,50.163,,,,,,,
379.171,12.25,,52.859,,,,,,,
379.324,12.25,,55.46,,,,,,,
379.476,12.25,,54.574,,,,,,,
379.628,12.25,,54.233,,,,,,,
379.781,12.25,,54.115,,,,,,,
379.933,12.25,,54.965,,,,,,,
380.086,12.25,,56.77,,,,,,,
380.238,12.25,,53.352,,,,,,,
380.39,12.25,,47.567,,,,,,,
380.543,12.25,,40.287,,,,,,,
380.695,12.25,,34.801,,,,,,,
380.848,12.25,,36.918,,,,,,,
381.0,12.25,,43.148,,,,,,,
381.152,12.25,,46.391,,,,,,,
381.305,12.25,,44.258,,,,,,,
381.457,12.25,,43.481,,,,,,,
381.61,12.25,,43.175,,,,,,,
381.762,12.25,,42.841,,,,,,,
381.914,12.25,,42.93,,,,,,,
382.067,12.25,,45.326,,,,,,,
382.219,12.25,,49.242,,,,,,,
382.372,12.25,,50.481,,,,,,,
382.524,12.25,,49.528,,,,,,,
382.676,12.25,,46.773,,,,,,,
382.829,12.25,,46.216,,,,,,,
382.981,12.25,,49.481,,,,,,,
383.134,12.25,,52.373,,,,,,,
383.286,12.25,,53.156,,,,,,,
383.438,12.25,,51.632,,,,,,,
383.591,12.25,,49.887,,,,,,,
383.743,12.25,,46.532,,,,,,,
383.896,12.25,,42.828,,,,,,,
384.048,12.25,,41.334,,,,,,,
384.2,12.25,,43.813,,,,,,,
384.353,12.25,,48.751,,,,,,,
384.505,12.25,,51.728,,,,,,,
384.658,12.25,,52.293,,,,,,,
384.81,12.25,,55.335,,,,,,,
384.962,12.25,,57.644,,,,,,,
385.115,12.25,,55.257,,,,,,,
385.267,12.25,,49.203,,,,,,,
385.42,12.25,,45.171,,,,,,,
385.572,12.25,,47.092,,,,,,,
385.724,12.25,,50.233,,,,,,,
385.877,12.25,,53.015,,,,,,,
386.029,12.25,,54.041,,,,,,,
386.182,12.25,,51.6,,,,,,,
386.334,12.25,,47.836,,,,,,,
386.486,12.25,,44.26,,,,,,,
386.639,12.25,,45.541,,,,,,,
386.791,12.25,,48.578,,,,,,,
386.944,12.25,,49.586,,,,,,,
387.096,12.25,,48.309,,,,,,,
387.248,12.25,,50.116,,,,,,,
387.401,12.25,,54.227,,,,,,,
387.553,12.25,,54.144,,,,,,,
387.706,12.25,,49.749,,,,,,,
387.858,12.25,,48.783,,,,,,,
388.01,12.25,,52.384,,,,,,,
388.163,12.25,,53.755,,,,,,,
388.315,12.25,,49.923,,,,,,,
388.468,12.25,,44.576,,,,,,,
388.62,12.25,,40.267,,,,,,,
388.772,12.25,,38.459,,,,,,,
388.925,12.25,,40.199,,,,,,,
389.077,12.25,,47.443,,,,,,,
389.23,12.25,,54.76,,,,,,,
389.382,12.25,,55.174,,,,,,,
389.534,12.25,,50.567,,,,,,,
389.687,12.25,,47.756,,,,,,,
389.839,12.25,,50.77,,,,,,,
389.992,12.25,,53.574,,,,,,,
390.144,12.25,,52.798,,,,,,,
390.296,12.25,,51.344,,,,,,,
390.449,12.25,,52.201,,,,,,,
390.601,12.25,,54.298,,,,,,,
390.754,12.25,,57.727,,,,,,,
390.906,12.25,,59.38,,,,,,,
391.058,12.25,,54.32,,,,,,,
391.211,12.25,,45.82,,,,,,,
391.363,12.25,,40.629,,,,,,,
391.516,12.25,,42.855,,,,,,,
391.668,12.25,,45.3,,,,,,,
391.82,12.25,,46.03,,,,,,,
391.973,12.25,,48.177,,,,,,,
392.125,12.25,,50.432,,,,,,,
392.278,12.25,,48.73,,,,,,,
392.43,12.25,,45.532,,,,,,,
392.582,12.25,,41.651,,,,,,,
392.735,12.25,,41.504,,,,,,,
392.887,12.25,,43.395,,,,,,,
393.04,12.25,,44.512,,,,,,,
393.192,12.25,,42.986,,,,,,,
393.344,12.25,,41.18,,,,,,,
393.497,12.25,,42.054,,,,,,,
393.649,12.25,,42.568,,,,,,,
393.802,12.25,,42.751,,,,,,,
393.954,12.25,,42.904,,,,,,,
394.106,12.25,,43.096,,,,,,,
394.259,12.25,,42.522,,,,,,,
394.411,12.25,,43.173,,,,,,,
394.564,12.25,,46.052,,,,,,,
394.716,12.25,,47.419,,,,,,,
394.868,12.25,,47.216,,,,,,,
395.021,12.25,,45.133,,,,,,,
395.173,12.25,,44.217,,,,,,,
395.326,12.25,,43.972,,,,,,,
395.478,12.25,,43.09,,,,,,,
395.63,12.25,,38.693,,,,,,,
395.783,12.25,,33.371,,,,,,,
395.935,12.25,,32.354,,,,,,,
396.088,12.25,,33.791,,,,,,,
396.24,12.25,,37.509,,,,,,,
396.392,12.25,,39.381,,,,,,,
396.545,12.25,,40.591,,,,,,,
396.697,12.25,,41.081,,,,,,,
396.85,12.25,,43.316,,,,,,,
397.002,12.25,,45.05,,,,,,,
397.154,12.25,,45.381,,,,,,,
397.307,12.25,,48.657,,,,,,,
397.459,12.25,,54.05,,,,,,,
397.612,12.25,,56.174,,,,,,,
397.764,12.25,,55.789,,,,,,,
397.916,12.25,,54.064,,,,,,,
398.069,12.25,,54.178,,,,,,,
398.221,12.25,,55.735,,,,,,,
398.374,12.25,,58.351,,,,,,,
398.526,12.25,,58.582,,,,,,,
398.678,12.25,,55.182,,,,,,,
398.831,12.25,,53.406,,,,,,,
398.983,12.25,,53.916,,,,,,,
399.136,12.25,,53.854,,,,,,,
399.288,12.25,,50.442,,,,,,,
399.44,12.25,,49.439,,,,,,,
399.593,12.25,,48.304,,,,,,,
399.745,12.25,,45.611,,,,,,,
399.898,12.25,,43.485,,,,,,,
400.05,12.25,,45.0,,,,,,,
400.202,12.25,,52.528,,,,,,,
400.355,12.25,,59.122,,,,,,,
400.507,12.25,,60.49,,,,,,,
400.66,12.25,,58.515,,,,,,,
400.812,12.25,,55.174,,,,,,,
400.964,12.25,,54.764,,,,,,,
401.117,12.25,,53.91,,,,,,,
401.269,12.25,,54.237,,,,,,,
401.422,12.25,,54.208,,,,,,,
401.574,12.25,,52.441,,,,,,,
401.726,12.25,,49.221,,,,,,,
401.879,12.25,,44.397,,,,,,,
402.031,12.25,,40.578,,,,,,,
402.184,12.25,,40.45,,,,,,,
402.336,12.25,,44.9,,,,,,,
402.488,12.25,,49.845,,,,,,,
402.641,12.25,,53.076,,,,,,,
402.793,12.25,,51.449,,,,,,,
402.946,12.25,,47.381,,,,,,,
403.098,12.25,,43.713,,,,,,,
403.25,12.25,,40.629,,,,,,,
403.403,12.25,,41.806,,,,,,,
403.555,12.25,,44.255,,,,,,,
403.708,12.25,,49.652,,,,,,,
403.86,12.25,,54.603,,,,,,,
404.012,12.25,,55.892,,,,,,,
404.165,12.25,,56.504,,,,,,,
404.317,12.25,,56.794,,,,,,,
404.47,12.25,,59.126,,,,,,,
404.622,12.25,,60.085,,,,,,,
404.774,12.25,,60.724,,,,,,,
404.927,12.25,,59.597,,,,,,,
405.079,12.25,,57.74,,,,,,,
405.232,12.25,,54.034,,,,,,,
405.384,12.25,,49.075,,,,,,,
405.536,12.25,,45.212,,,,,,,
405.689,12.25,,46.631,,,,,,,
405.841,12.25,,51.502,,,,,,,
405.994,12.25,,56.9,,,,,,,
406.146,12.25,,56.112,,,,,,,
406.298,12.25,,50.534,,,,,,,
406.451,12.25,,45.385,,,,,,,
406.603,12.25,,44.128,,,,,,,
406.756,12.25,,48.185,,,,,,,
406.908,12.25,,56.761,,,,,,,
407.06,12.25,,63.196,,,,,,,
407.213,12.25,,65.118,,,,,,,
407.365,12.25,,61.732,,,,,,,
407.518,12.25,,58.366,,,,,,,
407.67,12.25,,55.999,,,,,,,
407.822,12.25,,53.269,,,,,,,
407.975,12.25,,52.225,,,,,,,
408.127,12.25,,53.019,,,,,,,
408.28,12.25,,53.895,,,,,,,
408.432,12.25,,55.593,,,,,,,
408.584,12.25,,57.166,,,,,,,
408.737,12.25,,58.729,,,,,,,
408.889,12.25,,59.848,,,,,,,
409.042,12.25,,58.995,,,,,,,
409.194,12.25,,58.618,,,,,,,
409.346,12.25,,53.899,,,,,,,
409.499,12.25,,49.479,,,,,,,
409.651,12.25,,46.065,,,,,,,
409.804,12.25,,47.22,,,,,,,
409.956,12.25,,49.608,,,,,,,
410.108,12.25,,50.875,,,,,,,
410.261,12.25,,53.481,,,,,,,
410.413,12.25,,57.218,,,,,,,
410.566,12.25,,60.093,,,,,,,
410.718,12.25,,57.603,,,,,,,
410.87,12.25,,54.507,,,,,,,
411.023,12.25,,50.947,,,,,,,
411.175,12.25,,47.969,,,,,,,
411.328,12.25,,43.032,,,,,,,
411.48,12.25,,36.924,,,,,,,
411.632,12.25,,34.57,,,,,,,
411.785,12.25,,36.731,,,,,,,
411.937,12.25,,41.027,,,,,,,
412.09,12.25,,41.483,,,,,,,
412.242,12.25,,40.921,,,,,,,
412.394,12.25,,42.765,,,,,,,
412.547,12.25,,45.03,,,,,,,
412.699,12.25,,45.57,,,,,,,
412.852,12.25,,46.588,,,,,,,
413.004,12.25,,48.247,,,,,,,
413.156,12.25,,49.313,,,,,,,
413.309,12.25,,51.381,,,,,,,
413.461,12.25,,53.895,,,,,,,
413.614,12.25,,58.433,,,,,,,
413.766,12.25,,59.385,,,,,,,
413.918,12.25,,57.09,,,,,,,
414.071,12.25,,52.403,,,,,,,
414.223,12.25,,48.273,,,,,,,
414.376,12.25,,48.671,,,,,,,
414.528,12.25,,47.149,,,,,,,
414.68,12.25,,44.273,,,,,,,
414.833,12.25,,43.331,,,,,,,
414.985,12.25,,46.206,,,,,,,
415.138,12.25,,48.294,,,,,,,
415.29,12.25,,49.052,,,,,,,
415.442,12.25,,49.112,,,,,,,
415.595,12.25,,48.897,,,,,,,
415.747,12.25,,46.633,,,,,,,
415.9,12.25,,44.733,,,,,,,
416.052,12.25,,47.601,,,,,,,
416.204,12.25,,53.393,,,,,,,
416.357,12.25,,56.039,,,,,,,
416.509,12.25,,53.038,,,,,,,
416.662,12.25,,48.332,,,,,,,
416.814,12.25,,44.973,,,,,,,
416.966,12.25,,45.783,,,,,,,
417.119,12.25,,49.429,,,,,,,
417.271,12.25,,55.784,,,,,,,
417.424,12.25,,57.582,,,,,,,
417.576,12.25,,53.001,,,,,,,
417.728,12.25,,46.261,,,,,,,
417.881,12.25,,43.944,,,,,,,
418.033,12.25,,45.094,,,,,,,
418.186,12.25,,46.003,,,,,,,
418.338,12.25,,46.182,,,,,,,
418.49,12.25,,45.482,,,,,,,
418.643,12.25,,47.365,,,,,,,
418.795,12.25,,49.231,,,,,,,
418.948,12.25,,47.412,,,,,,,
419.1,12.25,,44.68,,,,,,,
419.252,12.25,,46.111,,,,,,,
419.405,12.25,,54.539,,,,,,,
419.557,12.25,,60.179,,,,,,,
419.71,12.25,,59.09,,,,,,,
419.862,12.25,,56.534,,,,,,,
420.014,12.25,,56.111,,,,,,,
420.167,12.25,,53.947,,,,,,,
420.319,12.25,,51.579,,,,,,,
420.472,12.25,,51.599,,,,,,,
420.624,12.25,,51.828,,,,,,,
420.776,12.25,,47.274,,,,,,,
420.929,12.25,,40.125,,,,,,,
421.081,12.25,,37.761,,,,,,,
421.234,12.25,,38.751,,,,,,,
421.386,12.25,,39.819,,,,,,,
421.538,12.25,,41.455,,,,,,,
421.691,12.25,,42.667,,,,,,,
421.843,12.25,,43.789,,,,,,,
421.996,12.25,,43.846,,,,,,,
422.148,12.25,,43.377,,,,,,,
422.3,12.25,,41.803,,,,,,,
422.453,12.25,,40.18,,,,,,,
422.605,12.25,,40.016,,,,,,,
422.758,12.25,,39.358,,,,,,,
422.91,12.25,,36.951,,,,,,,
423.062,12.25,,34.581,,,,,,,
423.215,12.25,,36.151,,,,,,,
423.367,12.25,,39.232,,,,,,,
423.52,12.25,,42.485,,,,,,,
423.672,12.25,,44.221,,,,,,,
423.824,12.25,,46.752,,,,,,,
423.977,12.25,,50.176,,,,,,,
424.129,12.25,,55.401,,,,,,,
424.282,12.25,,60.266,,,,,,,
424.434,12.25,,60.742,,,,,,,
424.586,12.25,,58.354,,,,,,,
424.739,12.25,,56.818,,,,,,,
424.891,12.25,,59.012,,,,,,,
425.044,12.25,,60.945,,,,,,,
425.196,12.25,,61.035,,,,,,,
425.348,12.25,,58.41,,,,,,,
425.501,12.25,,58.084,,,,,,,
425.653,12.25,,58.641,,,,,,,
425.806,12.25,,55.481,,,,,,,
425.958,12.25,,46.865,,,,,,,
426.11,12.25,,42.514,,,,,,,
426.263,12.25,,46.185,,,,,,,
426.415,12.25,,52.371,,,,,,,
426.568,12.25,,55.795,,,,,,,
426.72,12.25,,58.143,,,,,,,
426.872,12.25,,59.036,,,,,,,
427.025,12.25,,57.545,,,,,,,
427.177,12.25,,54.342,,,,,,,
427.33,12.25,,53.924,,,,,,,
427.482,12.25,,56.359,,,,,,,
427.634,12.25,,63.115,,,,,,,
427.787,12.25,,71.721,,,,,,,
427.939,12.25,,76.869,,,,,,,
428.092,12.25,,73.076,,,,,,,
428.244,12.25,,64.893,,,,,,,
428.396,12.25,,56.179,,,,,,,
428.549,12.25,,52.313,,,,,,,
428.701,12.25,,52.691,,,,,,,
428.854,12.25,,53.017,,,,,,,
429.006,12.25,,51.46,,,,,,,
429.158,12.25,,47.341,,,,,,,
429.311,12.25,,44.223,,,,,,,
429.463,12.25,,45.475,,,,,,,
429.616,12.25,,52.707,,,,,,,
429.768,12.25,,62.204,,,,,,,
429.92,12.25,,67.353,,,,,,,
430.073,12.25,,67.8,,,,,,,
430.225,12.25,,67.319,,,,,,,
430.378,12.25,,65.036,,,,,,,
430.53,12.25,,59.873,,,,,,,
430.682,12.25,,51.815,,,,,,,
430.835,12.25,,45.29,,,,,,,
430.987,12.25,,41.408,,,,,,,
431.14,12.25,,43.803,,,,,,,
431.292,12.25,,48.788,,,,,,,
431.444,12.25,,53.203,,,,,,,
431.597,12.25,,55.45,,,,,,,
431.749,12.25,,56.426,,,,,,,
431.902,12.25,,56.348,,,,,,,
432.054,12.25,,54.651,,,,,,,
432.206,12.25,,54.064,,,,,,,
432.359,12.25,,54.491,,,,,,,
432.511,12.25,,52.982,,,,,,,
432.664,12.25,,51.502,,,,,,,
432.816,12.25,,52.927,,,,,,,
432.968,12.25,,56.215,,,,,,,
433.121,12.25,,55.672,,,,,,,
433.273,12.25,,50.642,,,,,,,
433.426,12.25,,46.802,,,,,,,
433.578,12.25,,47.537,,,,,,,
433.73,12.25,,52.941,,,,,,,
433.883,12.25,,58.423,,,,,,,
434.035,12.25,,60.458,,,,,,,
434.188,12.25,,55.314,,,,,,,
434.34,12.25,,50.716,,,,,,,
434.492,12.25,,49.688,,,,,,,
434.645,12.25,,50.089,,,,,,,
434.797,12.25,,47.936,,,,,,,
434.95,12.25,,47.962,,,,,,,
435.102,12.25,,50.492,,,,,,,
435.254,12.25,,52.143,,,,,,,
435.407,12.25,,52.601,,,,,,,
435.559,12.25,,53.654,,,,,,,
435.712,12.25,,56.373,,,,,,,
435.864,12.25,,59.848,,,,,,,
436.016,12.25,,61.493,,,,,,,
436.169,12.25,,58.577,,,,,,,
436.321,12.25,,49.392,,,,,,,
436.474,12.25,,40.47,,,,,,,
436.626,12.25,,37.117,,,,,,,
436.778,12.25,,38.935,,,,,,,
436.931,12.25,,43.802,,,,,,,
437.083,12.25,,44.13,,,,,,,
437.236,12.25,,40.461,,,,,,,
437.388,12.25,,35.198,,,,,,,
437.54,12.25,,35.212,,,,,,,
437.693,12.25,,37.051,,,,,,,
437.845,12.25,,37.206,,,,,,,
437.998,12.25,,35.834,,,,,,,
438.15,12.25,,36.554,,,,,,,
438.302,12.25,,40.067,,,,,,,
438.455,12.25,,43.649,,,,,,,
438.607,12.25,,44.188,,,,,,,
438.76,12.25,,43.33,,,,,,,
438.912,12.25,,43.508,,,,,,,
439.064,12.25,,47.732,,,,,,,
439.217,12.25,,52.772,,,,,,,
439.369,12.25,,54.109,,,,,,,
439.522,12.25,,54.686,,,,,,,
439.674,12.25,,56.94,,,,,,,
439.826,12.25,,61.613,,,,,,,
439.979,12.25,,61.03,,,,,,,
440.131,12.25,,56.343,,,,,,,
440.284,12.25,,52.071,,,,,,,
440.436,12.25,,48.579,,,,,,,
440.588,12.25,,45.853,,,,,,,
440.741,12.25,,44.888,,,,,,,
440.893,12.25,,50.079,,,,,,,
441.046,12.25,,55.259,,,,,,,
441.198,12.25,,57.435,,,,,,,
441.35,12.25,,57.724,,,,,,,
441.503,12.25,,57.032,,,,,,,
441.655,12.25,,55.653,,,,,,,
441.808,12.25,,53.177,,,,,,,
441.96,12.25,,55.14,,,,,,,
442.112,12.25,,58.415,,,,,,,
442.265,12.25,,58.411,,,,,,,
442.417,12.25,,56.102,,,,,,,
442.57,12.25,,56.227,,,,,,,
442.722,12.25,,57.608,,,,,,,
442.874,12.25,,56.887,,,,,,,
443.027,12.25,,51.418,,,,,,,
443.179,12.25,,46.632,,,,,,,
443.332,12.25,,45.608,,,,,,,
443.484,12.25,,48.09,,,,,,,
443.636,12.25,,51.841,,,,,,,
443.789,12.25,,56.024,,,,,,,
443.941,12.25,,61.289,,,,,,,
444.094,12.25,,64.16,,,,,,,
444.246,12.25,,62.202,,,,,,,
444.398,12.25,,58.593,,,,,,,
444.551,12.25,,57.135,,,,,,,
444.703,12.25,,58.285,,,,,,,
444.856,12.25,,58.874,,,,,,,
445.008,12.25,,59.051,,,,,,,
445.16,12.25,,61.915,,,,,,,
445.313,12.25,,63.641,,,,,,,
445.465,12.25,,64.51,,,,,,,
445.618,12.25,,62.227,,,,,,,
445.77,12.25,,59.675,,,,,,,
445.922,12.25,,57.209,,,,,,,
446.075,12.25,,56.269,,,,,,,
446.227,12.25,,57.481,,,,,,,
446.38,12.25,,60.449,,,,,,,
446.532,12.25,,63.193,,,,,,,
446.684,12.25,,61.753,,,,,,,
446.837,12.25,,55.15,,,,,,,
446.989,12.25,,47.782,,,,,,,
447.142,12.25,,45.189,,,,,,,
447.294,12.25,,47.64,,,,,,,
447.446,12.25,,50.105,,,,,,,
447.599,12.25,,50.809,,,,,,,
447.751,12.25,,50.619,,,,,,,
447.904,12.25,,48.787,,,,,,,
448.056,12.25,,48.793,,,,,,,
448.208,12.25,,49.932,,,,,,,
448.361,12.25,,51.204,,,,,,,
448.513,12.25,,48.962,,,,,,,
448.666,12.25,,46.195,,,,,,,
448.818,12.25,,44.863,,,,,,,
448.97,12.25,,42.965,,,,,,,
449.123,12.25,,38.555,,,,,,,
449.275,12.25,,35.677,,,,,,,
449.428,12.25,,37.362,,,,,,,
449.58,12.25,,42.856,,,,,,,
449.732,12.25,,48.645,,,,,,,
449.885,12.25,,50.532,,,,,,,
450.037,12.25,,47.441,,,,,,,
450.19,12.25,,43.169,,,,,,,
450.342,12.25,,41.58,,,,,,,
450.494,12.25,,43.864,,,,,,,
450.647,12.25,,46.667,,,,,,,
450.799,12.25,,47.64,,,,,,,
450.952,12.25,,48.289,,,,,,,
451.104,12.25,,49.039,,,,,,,
451.256,12.25,,50.695,,,,,,,
451.409,12.25,,53.734,,,,,,,
451.561,12.25,,56.375,,,,,,,
451.714,12.25,,58.188,,,,,,,
451.866,12.25,,55.854,,,,,,,
452.018,12.25,,50.379,,,,,,,
452.171,12.25,,47.559,,,,,,,
452.323,12.25,,47.043,,,,,,,
452.476,12.25,,48.766,,,,,,,
452.628,12.25,,47.013,,,,,,,
452.78,12.25,,45.683,,,,,,,
452.933,12.25,,43.735,,,,,,,
453.085,12.25,,42.21,,,,,,,
453.238,12.25,,43.069,,,,,,,
453.39,12.25,,44.752,,,,,,,
453.542,12.25,,46.433,,,,,,,
453.695,12.25,,46.021,,,,,,,
453.847,12.25,,47.353,,,,,,,
454.0,12.25,,48.639,,,,,,,
454.152,12.25,,47.36,,,,,,,
454.304,12.25,,45.929,,,,,,,
454.457,12.25,,46.379,,,,,,,
