DEPTH,BS,CALI,GR,RESS,RESM,RESD,DENS,NEUT,PEF,DTC
1297.838,8.5,8.532,89.16,5.265,17.0,21.598,2.278,0.292,2.735,113.874
1297.991,8.5,8.52,85.214,5.024,16.25,20.485,2.278,0.308,2.715,113.968
1298.143,8.5,8.516,82.949,5.088,16.524,20.982,2.278,0.318,2.739,112.976
1298.296,8.5,8.508,80.362,5.022,17.13,22.391,2.278,0.31,2.762,113.117
1298.448,8.5,8.539,82.642,4.836,16.621,21.901,2.267,0.299,2.776,113.405
1298.6,8.5,8.539,85.975,4.773,17.377,23.254,2.264,0.303,2.738,114.049
1298.753,8.5,8.555,88.941,4.895,17.868,23.917,2.262,0.296,2.694,114.652
1298.905,8.5,8.555,91.947,4.874,17.726,23.68,2.265,0.286,2.668,114.275
1299.058,8.5,8.589,93.693,4.672,16.982,22.617,2.27,0.28,2.667,113.472
1299.21,8.5,8.578,93.897,4.619,16.576,22.088,2.277,0.284,2.684,113.422
1299.362,8.5,8.524,91.475,4.541,15.958,21.249,2.285,0.296,2.709,112.685
1299.515,8.5,8.532,92.117,4.636,16.022,21.45,2.286,0.308,2.748,112.414
1299.667,8.5,8.52,90.5,4.779,16.307,22.173,2.281,0.314,2.778,112.137
1299.82,8.5,8.543,86.143,5.028,17.446,24.399,2.275,0.341,2.768,112.757
1299.972,8.5,8.555,80.75,4.91,18.337,26.387,2.267,0.329,2.737,113.145
1300.124,8.5,8.57,79.285,4.762,18.577,26.885,2.258,0.336,2.733,113.35
1300.277,8.5,8.508,82.442,4.766,18.573,26.771,2.252,0.323,2.755,113.44
1300.429,8.5,8.52,87.567,4.851,18.13,25.6,2.249,0.327,2.78,113.48
1300.582,8.5,8.543,87.575,4.842,17.569,24.474,2.25,0.321,2.774,113.538
1300.734,8.5,8.539,86.092,4.649,16.679,23.173,2.25,0.347,2.759,113.652
1300.886,8.5,8.57,84.321,4.511,15.924,22.058,2.249,0.354,2.764,114.146
1301.039,8.5,8.601,87.967,4.371,14.576,19.995,2.255,0.342,2.771,113.486
1301.191,8.5,8.601,90.815,4.428,13.533,18.322,2.273,0.322,2.749,113.556
1301.344,8.5,8.562,88.936,4.999,14.983,20.564,2.286,0.334,2.708,113.048
1301.496,8.5,8.57,86.308,4.795,16.295,23.435,2.29,0.35,2.666,113.201
1301.648,8.5,8.555,82.193,4.746,16.958,25.017,2.271,0.345,2.698,113.852
1301.801,8.5,8.543,81.559,4.915,16.909,24.84,2.263,0.327,2.716,113.725
1301.953,8.5,8.539,81.867,5.037,16.405,23.923,2.266,0.302,2.709,113.729
1302.106,8.5,8.555,82.827,4.936,16.305,23.713,2.279,0.303,2.656,113.772
1302.258,8.5,8.589,82.657,4.632,16.296,23.807,2.279,0.295,2.635,113.767
1302.41,8.5,8.566,82.589,4.376,16.063,23.412,2.266,0.305,2.657,113.771
1302.563,8.5,8.543,81.85,4.395,16.328,23.543,2.256,0.302,2.678,113.998
1302.715,8.5,8.555,84.353,4.369,15.673,22.247,2.251,0.302,2.694,114.312
1302.868,8.5,8.555,83.653,4.418,14.433,20.114,2.249,0.3,2.71,114.613
1303.02,8.5,8.578,86.994,4.504,14.741,20.561,2.248,0.293,2.708,114.511
1303.172,8.5,8.555,85.496,4.635,15.155,21.173,2.257,0.306,2.661,114.276
1303.325,8.5,8.601,84.365,4.721,15.278,21.362,2.265,0.302,2.609,114.31
1303.477,8.5,8.601,79.52,4.751,15.954,22.75,2.264,0.316,2.603,114.22
1303.63,8.5,8.624,76.986,4.572,15.72,22.83,2.26,0.313,2.621,114.285
1303.782,8.5,8.655,82.391,4.529,15.691,22.91,2.252,0.324,2.653,114.221
1303.934,8.5,8.609,83.617,4.85,16.358,23.794,2.247,0.319,2.675,113.863
1304.087,8.5,8.601,88.168,4.802,16.238,23.592,2.242,0.299,2.689,113.171
1304.239,8.5,8.624,83.62,4.553,16.258,23.54,2.24,0.298,2.699,112.989
1304.392,8.5,8.612,84.447,4.376,16.331,23.491,2.244,0.294,2.677,112.46
1304.544,8.5,8.647,83.464,4.317,16.301,23.13,2.246,0.308,2.668,112.048
1304.696,8.5,8.647,79.446,4.375,16.873,23.687,2.252,0.313,2.635,111.758
1304.849,8.5,8.647,76.327,4.272,16.734,23.65,2.254,0.329,2.613,112.163
1305.001,8.5,8.717,75.771,4.23,16.559,23.492,2.256,0.348,2.588,112.76
1305.154,8.5,8.74,84.106,4.293,16.093,22.637,2.254,0.327,2.582,113.01
1305.306,8.5,8.797,87.485,4.404,15.337,21.351,2.256,0.315,2.574,111.42
1305.458,8.5,8.763,86.448,4.367,15.098,21.114,2.248,0.297,2.601,110.415
1305.611,8.5,8.693,84.535,4.416,15.316,21.409,2.241,0.298,2.624,109.979
1305.763,8.5,8.751,84.077,4.483,15.671,21.881,2.239,0.305,2.615,110.018
1305.916,8.5,8.724,84.184,4.475,16.194,22.88,2.245,0.32,2.581,111.614
1306.068,8.5,8.678,81.035,4.56,16.836,24.047,2.251,0.333,2.569,112.689
1306.22,8.5,8.632,82.62,4.731,16.91,23.887,2.252,0.33,2.607,113.266
1306.373,8.5,8.639,84.629,4.574,16.291,22.645,2.254,0.307,2.652,112.908
1306.525,8.5,8.624,86.781,4.356,15.881,21.876,2.254,0.322,2.669,108.254
1306.678,8.5,8.624,87.218,4.261,15.808,21.539,2.249,0.318,2.671,109.188
1306.83,8.5,8.601,83.773,4.284,16.347,22.19,2.244,0.307,2.668,109.228
1306.982,8.5,8.601,82.92,4.403,16.889,22.965,2.242,0.303,2.675,108.664
1307.135,8.5,8.601,85.202,4.609,17.21,23.554,2.243,0.309,2.699,107.56
1307.287,8.5,8.601,89.018,4.597,16.766,22.945,2.248,0.327,2.73,94.522
1307.44,8.5,8.57,81.817,4.526,16.051,21.965,2.27,0.317,2.745,88.913
1307.592,8.5,8.543,75.659,4.813,16.443,22.61,2.304,0.298,2.735,89.643
1307.744,8.5,8.508,71.09,5.398,15.716,21.19,2.322,0.285,2.733,92.706
1307.897,8.5,8.508,74.509,5.075,15.076,20.68,2.314,0.302,2.724,98.868
1308.049,8.5,8.478,74.81,4.732,15.671,22.23,2.287,0.308,2.741,109.963
1308.202,8.5,8.497,77.694,5.015,16.055,22.472,2.271,0.323,2.746,112.638
1308.354,8.5,8.485,77.41,4.975,15.585,21.58,2.272,0.328,2.741,112.627
1308.506,8.5,8.485,77.869,4.719,15.265,21.077,2.273,0.338,2.746,112.832
1308.659,8.5,8.524,76.981,4.638,15.41,21.079,2.276,0.321,2.753,112.971
1308.811,8.5,8.532,80.961,4.432,14.863,20.074,2.271,0.314,2.798,113.335
1308.964,8.5,8.52,83.848,4.265,14.064,18.936,2.27,0.316,2.826,113.752
1309.116,8.5,8.543,82.915,4.133,13.912,19.128,2.267,0.32,2.85,114.01
1309.268,8.5,8.555,80.211,4.316,14.915,21.343,2.266,0.318,2.85,113.907
1309.421,8.5,8.601,76.109,4.453,15.016,21.943,2.269,0.32,2.822,113.389
1309.573,8.5,8.636,77.91,4.563,14.578,21.289,2.27,0.311,2.785,113.28
1309.726,8.5,8.705,79.898,4.565,14.25,20.728,2.269,0.311,2.76,113.38
1309.878,8.5,8.693,81.293,4.479,14.784,21.771,2.264,0.312,2.767,113.188
1310.03,8.5,8.732,80.692,4.272,14.701,21.656,2.266,0.308,2.766,113.225
1310.183,8.5,8.763,79.171,4.266,14.455,20.834,2.27,0.284,2.765,113.105
1310.335,8.5,8.786,81.056,4.322,13.623,19.243,2.27,0.297,2.744,112.454
1310.488,8.5,8.728,79.393,4.252,12.402,17.238,2.265,0.306,2.722,111.477
1310.64,8.5,8.74,85.079,4.002,11.311,15.576,2.26,0.323,2.728,110.672
1310.792,8.5,8.705,90.927,3.893,10.834,14.764,2.273,0.322,2.763,109.406
1310.945,8.5,8.709,101.213,4.03,10.666,14.386,2.296,0.324,2.838,107.383
1311.097,8.5,8.693,107.624,4.577,11.425,15.147,2.328,0.328,2.914,105.306
1311.25,8.5,8.701,108.664,4.88,11.899,15.742,2.36,0.323,2.984,99.652
1311.402,8.5,8.709,108.923,5.185,12.254,16.205,2.4,0.307,3.068,92.84
1311.554,8.5,8.67,108.794,6.156,14.272,18.97,2.423,0.298,3.123,95.043
1311.707,8.5,8.682,113.906,5.433,11.197,14.656,2.411,0.305,3.146,97.434
1311.859,8.5,8.693,115.75,5.355,10.718,14.065,2.371,0.335,3.096,105.993
1312.012,8.5,8.709,112.333,5.392,10.385,13.588,2.342,0.34,3.021,111.005
1312.164,8.5,8.67,106.942,5.504,10.45,13.544,2.333,0.341,2.951,110.067
1312.316,8.5,8.678,101.579,5.548,10.704,13.751,2.332,0.362,2.933,108.718
1312.469,8.5,8.57,99.886,5.325,10.263,13.226,2.339,0.342,2.957,108.263
1312.621,8.5,8.562,98.518,5.33,10.091,13.2,2.346,0.334,2.994,107.787
1312.774,8.5,8.451,101.157,5.475,9.921,13.212,2.351,0.303,3.016,105.381
1312.926,8.5,8.439,107.555,5.835,9.966,13.398,2.351,0.312,3.03,108.251
1313.078,8.5,8.497,114.186,5.944,9.826,13.284,2.352,0.309,3.039,105.845
1313.231,8.5,8.485,113.372,5.548,9.356,12.684,2.386,0.33,3.07,96.437
1313.383,8.5,8.524,104.811,5.93,10.473,14.112,2.455,0.285,3.136,85.084
1313.536,8.5,8.524,95.255,11.029,20.41,27.577,2.501,0.262,3.191,75.755
1313.688,8.5,8.439,91.365,15.238,28.055,37.555,2.488,0.253,3.196,65.512
1313.84,8.5,8.416,93.196,13.356,24.244,32.124,2.444,0.284,3.149,63.474
1313.993,8.5,8.439,98.193,6.926,12.014,16.101,2.426,0.278,3.106,69.257
1314.145,8.5,8.474,99.35,6.251,9.955,13.414,2.42,0.303,3.061,77.308
1314.298,8.5,8.566,103.447,6.198,9.335,12.598,2.392,0.297,3.027,91.626
1314.45,8.5,8.601,104.024,6.266,9.317,12.721,2.369,0.326,2.987,100.308
1314.602,8.5,8.616,111.049,6.026,9.385,12.756,2.356,0.325,2.974,101.601
1314.755,8.5,8.624,113.982,5.732,9.578,12.756,2.355,0.337,2.965,102.119
1314.907,8.5,8.612,115.565,5.257,9.293,12.073,2.352,0.324,2.97,102.064
1315.06,8.5,8.624,112.72,5.288,9.818,12.619,2.357,0.323,2.958,102.281
1315.212,8.5,8.624,108.959,5.271,10.086,12.858,2.372,0.313,2.968,93.919
1315.364,8.5,8.659,102.031,5.519,10.656,13.508,2.387,0.331,3.005,86.599
1315.517,8.5,8.705,100.788,6.576,13.165,16.736,2.397,0.323,3.049,87.492
1315.669,8.5,8.74,105.481,5.619,11.221,14.315,2.393,0.334,3.021,91.238
1315.822,8.5,8.74,107.708,5.088,10.179,13.173,2.379,0.339,2.967,103.934
1315.974,8.5,8.74,110.999,5.376,10.312,13.362,2.369,0.334,2.93,105.489
1316.126,8.5,8.747,108.404,5.581,10.005,12.929,2.363,0.331,2.949,107.429
1316.279,8.5,8.74,113.96,5.688,9.963,12.831,2.359,0.338,2.976,106.981
1316.431,8.5,8.724,112.876,5.401,9.647,12.309,2.354,0.33,3.005,106.228
1316.584,8.5,8.801,108.399,5.19,9.461,12.074,2.38,0.307,3.045,95.722
1316.736,8.5,8.894,105.785,6.269,11.27,14.289,2.419,0.268,3.082,84.732
1316.888,8.5,8.948,104.555,8.847,16.429,20.928,2.433,0.281,3.07,83.836
1317.041,8.5,8.855,106.597,5.684,10.628,13.536,2.397,0.309,2.994,86.597
1317.193,8.5,8.751,104.508,5.05,9.762,12.803,2.354,0.342,2.91,103.137
1317.346,8.5,8.786,103.09,5.316,10.05,13.359,2.34,0.324,2.869,109.993
1317.498,8.5,8.844,107.022,5.316,10.274,13.816,2.337,0.315,2.856,108.965
1317.65,8.5,8.821,109.113,5.034,11.25,15.37,2.324,0.306,2.856,109.076
1317.803,8.5,8.778,107.263,4.575,10.811,14.723,2.305,0.321,2.839,108.391
1317.955,8.5,8.624,102.202,4.538,11.302,15.284,2.295,0.321,2.818,108.835
1318.108,8.5,8.612,99.978,4.453,11.743,15.663,2.286,0.335,2.805,108.381
1318.26,8.5,8.659,98.385,4.324,12.093,16.162,2.281,0.315,2.801,110.409
1318.412,8.5,8.705,96.029,4.194,12.145,16.341,2.276,0.313,2.81,109.951
1318.565,8.5,8.751,98.361,4.315,12.394,16.767,2.274,0.304,2.81,110.262
1318.717,8.5,8.797,100.276,4.338,12.205,16.451,2.27,0.329,2.813,110.215
1318.87,8.5,8.832,102.748,4.391,11.817,15.885,2.268,0.332,2.794,110.771
1319.022,8.5,8.878,99.446,4.482,11.735,15.75,2.272,0.338,2.801,111.106
1319.174,8.5,8.959,99.31,4.633,11.774,15.777,2.288,0.329,2.831,110.23
1319.327,8.5,8.948,99.337,5.09,12.702,17.016,2.301,0.331,2.879,109.365
1319.479,8.5,8.901,100.657,5.164,12.694,16.89,2.305,0.327,2.904,109.182
1319.632,8.5,8.925,101.822,4.999,11.888,15.695,2.303,0.325,2.895,108.544
1319.784,8.5,8.932,107.17,5.006,12.062,15.887,2.302,0.33,2.895,108.577
1319.936,8.5,8.913,108.13,5.076,12.208,16.174,2.303,0.331,2.881,109.385
1320.089,8.5,8.925,105.383,4.884,11.56,15.266,2.294,0.321,2.869,109.415
1320.241,8.5,8.913,100.949,4.74,11.566,15.326,2.284,0.324,2.827,110.345
1320.394,8.5,8.913,100.759,4.578,11.542,15.367,2.279,0.315,2.774,110.809
1320.546,8.5,8.913,104.861,4.409,11.431,15.202,2.274,0.338,2.756,110.747
1320.698,8.5,8.955,102.172,4.355,11.675,15.556,2.279,0.358,2.759,110.56
1320.851,8.5,8.94,103.224,4.305,11.873,15.798,2.288,0.361,2.775,110.444
1321.003,8.5,8.986,106.287,4.301,11.877,15.743,2.297,0.372,2.756,110.14
1321.156,8.5,8.959,105.252,4.275,11.867,15.718,2.294,0.356,2.76,110.308
1321.308,8.5,8.925,103.509,4.283,11.589,15.33,2.288,0.343,2.766,110.42
1321.46,8.5,8.878,100.841,4.308,11.335,14.992,2.297,0.322,2.774,109.462
1321.613,8.5,8.886,103.632,4.447,11.502,15.264,2.309,0.314,2.775,108.764
1321.765,8.5,8.848,106.074,4.728,11.685,15.584,2.318,0.31,2.779,108.871
1321.918,8.5,8.878,105.38,4.766,11.278,15.046,2.315,0.317,2.775,108.944
1322.07,8.5,8.925,106.752,4.756,10.991,14.694,2.308,0.324,2.777,109.641
1322.222,8.5,8.863,106.865,4.773,10.91,14.576,2.312,0.33,2.76,110.605
1322.375,8.5,8.809,107.067,5.056,11.69,15.752,2.317,0.325,2.75,110.493
1322.527,8.5,8.824,100.765,5.008,11.297,15.202,2.316,0.321,2.756,110.405
1322.68,8.5,8.871,93.623,4.943,11.284,15.211,2.309,0.309,2.779,110.141
1322.832,8.5,8.932,89.089,5.083,11.834,15.985,2.307,0.293,2.8,109.659
1322.984,8.5,8.948,94.292,5.058,11.775,15.807,2.308,0.291,2.8,109.522
1323.137,8.5,9.002,95.133,4.879,11.629,15.584,2.307,0.323,2.783,109.589
1323.289,8.5,8.955,95.51,4.784,11.822,15.858,2.304,0.352,2.766,110.18
1323.442,8.5,8.925,97.046,4.726,11.907,15.973,2.298,0.356,2.753,110.77
1323.594,8.5,8.936,99.803,4.678,11.935,15.946,2.287,0.352,2.799,111.246
1323.746,8.5,8.917,104.201,4.674,12.139,16.174,2.278,0.331,2.841,111.199
1323.899,8.5,8.925,102.296,4.727,12.137,16.12,2.272,0.35,2.874,111.548
1324.051,8.5,8.94,105.976,4.732,12.106,15.905,2.279,0.337,2.823,111.716
1324.204,8.5,8.948,106.058,4.792,12.33,15.883,2.281,0.335,2.772,111.889
1324.356,8.5,8.94,102.922,4.872,12.789,16.238,2.286,0.332,2.744,111.548
1324.508,8.5,8.909,103.818,4.954,12.971,16.267,2.287,0.338,2.777,110.186
1324.661,8.5,8.932,100.1,4.97,12.916,15.97,2.293,0.34,2.819,109.052
1324.813,8.5,8.925,103.858,5.227,13.186,16.145,2.299,0.328,2.823,107.246
1324.966,8.5,8.925,100.736,5.693,13.286,16.077,2.299,0.326,2.801,106.733
1325.118,8.5,8.925,102.464,5.857,12.716,15.37,2.296,0.321,2.798,104.48
1325.27,8.5,8.871,100.75,5.597,11.684,14.155,2.336,0.284,2.901,96.812
1325.423,8.5,8.809,99.925,5.79,11.77,14.122,2.425,0.224,3.07,86.311
1325.575,8.5,8.77,93.923,7.229,13.805,16.432,2.548,0.166,3.266,75.855
1325.728,8.5,8.778,84.03,8.569,15.635,18.476,2.644,0.143,3.371,62.682
1325.88,8.5,8.832,72.216,9.75,17.055,19.938,2.68,0.142,3.404,60.967
1326.032,8.5,8.863,71.031,9.982,17.513,20.659,2.628,0.17,3.379,58.363
1326.185,8.5,8.901,81.605,11.462,20.691,24.852,2.531,0.224,3.281,83.132
1326.337,8.5,8.917,92.292,8.103,13.162,15.546,2.435,0.289,3.173,88.71
1326.49,8.5,8.925,97.457,7.394,12.242,14.675,2.387,0.316,3.061,92.663
1326.642,8.5,9.002,104.375,7.32,12.014,14.378,2.36,0.304,3.007,105.174
1326.794,8.5,9.04,111.458,7.324,12.313,14.705,2.344,0.311,2.95,111.257
1326.947,8.5,8.948,121.217,6.522,11.83,14.089,2.32,0.316,2.914,125.797
1327.099,8.5,8.932,119.981,5.433,10.611,12.564,2.304,0.326,2.89,117.667
1327.252,8.5,8.855,115.594,4.884,10.016,11.79,2.297,0.326,2.909,109.947
1327.404,8.5,8.863,116.131,4.901,10.232,12.058,2.308,0.325,2.953,107.056
1327.556,8.5,8.886,112.69,5.086,10.678,12.79,2.327,0.331,3.002,108.569
1327.709,8.5,8.913,112.45,4.803,9.931,12.094,2.334,0.338,3.012,109.346
1327.861,8.5,8.878,105.207,4.733,9.762,12.078,2.34,0.355,2.993,108.709
1328.014,8.5,8.832,104.077,4.958,10.109,12.671,2.343,0.333,2.981,108.424
1328.166,8.5,8.786,106.637,5.305,10.766,13.658,2.352,0.327,2.985,108.343
1328.318,8.5,8.797,109.014,5.169,10.431,13.4,2.34,0.325,2.975,108.756
1328.471,8.5,8.786,108.35,4.85,9.701,12.68,2.321,0.339,2.958,110.282
1328.623,8.5,8.778,105.405,4.918,9.591,12.79,2.298,0.336,2.975,110.797
1328.776,8.5,8.74,101.15,4.889,9.391,12.682,2.286,0.345,3.019,111.221
1328.928,8.5,8.74,105.595,4.833,9.231,12.553,2.287,0.358,3.038,110.837
1329.08,8.5,8.763,110.609,4.638,8.936,12.179,2.306,0.356,3.005,110.352
1329.233,8.5,8.763,114.065,4.883,9.473,12.917,2.325,0.362,2.96,109.667
1329.385,8.5,8.778,115.223,4.949,9.678,13.176,2.33,0.332,2.963,108.693
1329.538,8.5,8.855,111.183,5.089,10.127,13.842,2.331,0.328,2.961,108.498
1329.69,8.5,8.901,113.056,4.835,9.704,13.312,2.339,0.327,2.966,108.143
1329.842,8.5,8.917,112.88,4.818,9.303,12.74,2.345,0.328,2.942,108.379
1329.995,8.5,8.948,116.052,4.735,8.891,12.111,2.334,0.339,2.947,108.981
1330.147,8.5,8.971,110.862,4.672,8.858,12.055,2.324,0.371,2.952,108.825
1330.3,8.5,9.017,109.806,4.516,8.669,11.859,2.318,0.388,2.959,108.896
1330.452,8.5,8.878,105.583,4.648,8.798,11.991,2.325,0.37,2.951,108.66
1330.604,8.5,8.878,104.055,4.742,8.827,11.889,2.324,0.345,2.933,108.561
1330.757,8.5,9.04,102.584,4.691,8.719,11.651,2.331,0.358,2.928,108.725
1330.909,8.5,9.167,107.532,4.589,8.485,11.297,2.329,0.342,2.94,108.64
1331.062,8.5,9.287,115.521,4.797,8.65,11.524,2.333,0.343,2.973,108.23
1331.214,8.5,9.31,117.273,5.104,8.966,11.929,2.337,0.334,3.011,107.427
1331.366,8.5,9.422,119.142,5.346,9.122,12.076,2.347,0.348,3.036,107.26
1331.519,8.5,9.364,115.072,5.249,8.823,11.651,2.343,0.338,3.031,106.921
1331.671,8.5,9.379,114.681,5.106,8.503,11.173,2.337,0.335,3.027,106.495
1331.824,8.5,9.302,107.847,5.148,8.521,11.137,2.34,0.323,3.049,106.215
1331.976,8.5,9.283,110.33,5.423,9.011,11.759,2.35,0.326,3.069,105.648
1332.128,8.5,9.399,107.967,5.453,9.149,11.961,2.349,0.326,3.046,105.479
1332.281,8.5,9.48,112.65,5.394,9.234,12.044,2.342,0.331,3.007,105.46
1332.433,8.5,9.564,111.963,5.212,8.787,11.421,2.344,0.337,2.995,106.146
1332.586,8.5,9.595,115.052,5.321,8.694,11.275,2.348,0.343,3.015,106.771
1332.738,8.5,9.549,116.45,5.49,8.74,11.281,2.35,0.339,3.043,106.799
1332.89,8.5,9.503,118.554,5.364,8.629,11.186,2.351,0.36,3.07,107.61
1333.043,8.5,9.495,118.863,5.263,8.584,11.151,2.365,0.344,3.107,107.386
1333.195,8.5,9.283,116.452,5.47,8.926,11.594,2.376,0.343,3.128,107.366
1333.348,8.5,9.048,116.295,5.533,9.055,11.72,2.378,0.331,3.131,107.389
1333.5,8.5,9.017,111.638,5.318,8.957,11.562,2.374,0.344,3.118,107.422
1333.652,8.5,8.959,112.682,5.334,9.227,11.953,2.374,0.323,3.105,108.076
1333.805,8.5,8.863,111.111,5.304,9.218,11.932,2.371,0.327,3.089,109.032
1333.957,8.5,8.878,119.545,5.312,9.481,12.323,2.359,0.319,3.064,108.971
1334.11,8.5,8.863,118.604,5.285,9.684,12.653,2.349,0.311,3.018,109.493
1334.262,8.5,8.84,115.097,5.194,9.518,12.486,2.335,0.328,2.958,109.527
1334.414,8.5,8.878,105.985,5.129,9.557,12.571,2.319,0.319,2.918,110.117
1334.567,8.5,8.979,104.956,4.973,9.424,12.383,2.309,0.322,2.89,111.155
1334.719,8.5,8.948,109.244,4.827,9.371,12.309,2.312,0.299,2.894,110.971
1334.872,8.5,8.925,117.684,4.742,9.318,12.175,2.331,0.307,2.895,110.702
1335.024,8.5,8.832,117.303,4.977,9.964,13.013,2.344,0.321,2.915,109.429
1335.176,8.5,8.817,115.297,5.286,10.876,14.198,2.345,0.316,2.92,108.566
1335.329,8.5,8.878,113.832,5.113,10.338,13.39,2.337,0.319,2.912,108.052
1335.481,8.5,8.848,109.459,4.839,9.553,12.335,2.324,0.305,2.892,108.451
1335.634,8.5,8.948,108.727,4.941,9.216,11.846,2.316,0.317,2.889,109.031
1335.786,8.5,8.886,107.023,4.758,8.519,10.903,2.321,0.322,2.927,108.291
1335.938,8.5,8.878,107.481,4.893,8.78,11.252,2.337,0.339,2.988,107.78
1336.091,8.5,8.878,110.19,5.435,9.665,12.351,2.35,0.349,3.034,107.673
1336.243,8.5,8.932,106.442,5.495,9.554,12.157,2.35,0.338,3.046,107.527
1336.396,8.5,9.025,112.827,5.245,9.146,11.537,2.347,0.32,3.048,107.551
1336.548,8.5,9.033,111.265,5.242,8.829,11.048,2.35,0.307,3.069,107.707
1336.7,8.5,9.033,114.81,5.515,9.112,11.339,2.351,0.297,3.098,107.507
1336.853,8.5,9.04,110.83,5.744,9.54,11.987,2.355,0.319,3.126,106.958
1337.005,8.5,9.156,112.177,5.748,9.462,11.952,2.359,0.332,3.119,106.997
1337.158,8.5,9.399,114.133,5.736,9.325,11.775,2.363,0.344,3.09,107.255
1337.31,8.5,9.341,117.05,5.887,9.403,11.866,2.356,0.32,3.048,107.774
1337.462,8.5,9.318,119.25,5.665,8.958,11.251,2.338,0.332,3.003,108.505
1337.615,8.5,9.306,113.317,5.268,8.405,10.557,2.324,0.329,2.964,109.023
1337.767,8.5,9.295,114.513,5.267,8.711,11.039,2.318,0.359,2.958,108.853
1337.92,8.5,9.075,111.965,5.239,8.889,11.311,2.315,0.339,2.973,108.524
1338.072,8.5,8.994,113.342,5.456,9.595,12.244,2.318,0.368,2.994,108.343
1338.224,8.5,8.94,109.421,5.296,9.399,11.991,2.318,0.352,2.965,108.735
1338.377,8.5,8.844,109.638,5.076,9.18,11.711,2.321,0.384,2.919,109.304
1338.529,8.5,8.855,111.819,4.827,8.904,11.382,2.318,0.351,2.908,109.274
1338.682,8.5,8.809,109.452,4.831,9.08,11.628,2.321,0.359,2.919,108.52
1338.834,8.5,8.778,108.537,5.412,10.382,13.368,2.322,0.334,2.958,109.094
1338.986,8.5,8.74,114.322,5.347,10.394,13.435,2.322,0.332,2.959,109.089
1339.139,8.5,8.763,114.401,4.877,9.29,11.936,2.316,0.315,2.949,109.697
1339.291,8.5,8.763,113.266,4.869,8.935,11.367,2.311,0.323,2.919,111.139
1339.444,8.5,8.728,109.832,4.984,9.113,11.603,2.312,0.32,2.897,110.174
1339.596,8.5,8.755,110.33,5.009,9.428,12.024,2.323,0.321,2.927,110.325
1339.748,8.5,8.747,109.417,4.671,8.799,11.151,2.339,0.327,2.994,109.13
1339.901,8.5,8.801,112.249,4.793,9.167,11.686,2.352,0.339,3.066,108.91
1340.053,8.5,8.794,113.382,5.001,9.171,11.561,2.352,0.328,3.084,108.852
1340.206,8.5,8.844,115.211,4.828,8.607,10.716,2.357,0.333,3.078,107.77
1340.358,8.5,9.025,111.142,4.724,8.668,10.818,2.364,0.337,3.079,108.211
1340.51,8.5,9.148,110.311,4.861,8.95,11.272,2.375,0.333,3.096,107.265
1340.663,8.5,9.133,110.069,5.338,9.805,12.399,2.372,0.311,3.079,106.727
1340.815,8.5,9.167,108.148,5.696,10.162,12.91,2.367,0.302,3.029,105.966
1340.968,8.5,9.202,109.384,5.547,9.651,12.38,2.353,0.317,2.971,107.019
1341.12,8.5,9.164,109.144,5.554,9.321,11.994,2.335,0.329,2.928,108.64
1341.272,8.5,9.002,112.235,4.925,7.897,10.155,2.326,0.343,2.922,106.662
1341.425,8.5,8.936,110.846,5.073,8.182,10.594,2.33,0.32,2.956,105.172
1341.577,8.5,8.801,108.956,6.0,9.889,12.834,2.368,0.318,3.041,103.551
1341.73,8.5,8.763,110.643,6.22,10.374,13.453,2.404,0.288,3.105,98.144
1341.882,8.5,8.655,113.273,6.133,10.366,13.368,2.43,0.275,3.135,98.219
1342.034,8.5,8.612,116.38,5.958,9.959,12.727,2.427,0.274,3.141,99.689
1342.187,8.5,8.636,123.572,5.872,9.717,12.426,2.416,0.288,3.143,99.877
1342.339,8.5,8.647,130.602,5.777,9.53,12.215,2.409,0.292,3.143,102.475
1342.492,8.5,8.624,128.556,5.778,9.199,11.864,2.406,0.308,3.133,103.251
1342.644,8.5,8.709,127.253,5.951,9.344,12.135,2.39,0.321,3.116,103.765
1342.796,8.5,8.724,121.204,5.75,9.117,11.837,2.376,0.345,3.107,104.603
1342.949,8.5,8.763,122.796,5.273,8.49,11.01,2.374,0.334,3.107,104.591
1343.101,8.5,8.786,114.681,5.32,8.54,11.046,2.387,0.315,3.108,104.838
1343.254,8.5,8.74,120.463,5.654,9.322,11.922,2.398,0.315,3.098,105.133
1343.406,8.5,8.732,118.607,5.484,9.505,12.176,2.394,0.304,3.063,104.492
1343.558,8.5,8.763,120.647,5.33,9.563,12.314,2.397,0.297,3.034,104.976
1343.711,8.5,8.778,112.326,5.458,10.129,13.134,2.381,0.294,2.986,106.112
1343.863,8.5,8.77,106.1,5.085,9.375,12.213,2.364,0.301,2.947,106.804
1344.016,8.5,8.786,99.884,4.963,9.122,11.945,2.336,0.336,2.907,108.692
1344.168,8.5,8.786,98.078,4.735,8.47,11.084,2.325,0.335,2.891,109.409
1344.32,8.5,8.74,102.726,4.535,8.019,10.533,2.324,0.322,2.866,108.513
1344.473,8.5,8.763,104.758,4.751,8.55,11.258,2.338,0.293,2.853,107.409
1344.625,8.5,8.77,108.464,4.969,9.07,11.834,2.352,0.281,2.846,105.439
1344.778,8.5,8.809,110.984,5.235,9.649,12.452,2.364,0.286,2.863,104.35
1344.93,8.5,8.901,114.958,5.234,9.39,11.992,2.362,0.285,2.899,104.197
