DEPT,CALI,BS,GR,SP,DSO8,RSO8,RLA1,RLA2,RLA3,RLA4,RLA5,RT,DT,HDRA,PEF8,RHO8,TNPH,RXO8,TENS
771.7536,8.28256,8.5,115.283,-98.74167,0.08298,0.16946,8.77205,13.56763,16.42283,18.2436,19.17581,26.17653,109.40619,0.02842,2.7769,2.2642,0.34633,1.50727,1742.6
771.906,8.27106,8.5,110.0205,-99.15417,0.04351,0.08397,8.46685,12.80931,15.57473,17.20533,18.022,24.57689,109.30558,0.01695,2.84104,2.29816,0.34733,1.30467,1699.50008
772.0584,8.24805,8.5,108.5256,-99.56641,0.04349,0.11259,8.80021,13.89952,17.10439,18.69671,19.66041,26.90057,109.59947,0.00681,2.81018,2.30411,0.34036,1.31315,1738.28569
772.2108,8.22504,8.5,114.6532,-99.83334,0.04379,0.10147,8.55026,13.63931,16.72935,17.8412,18.84203,25.70488,110.69513,0.00391,2.85703,2.31698,0.35868,1.45927,1739.93332
772.3632,8.2097,8.5,128.6551,-100.025,0.00205,0.08666,8.58212,13.77489,16.71751,17.463,18.60801,25.1987,110.35168,0.00343,2.8407,2.31716,0.36469,1.42898,1714.625
772.5156,8.17902,8.5,115.8107,-99.925,-0.01649,0.08379,8.50423,13.76194,16.40664,16.96227,18.17007,24.39508,109.71105,0.00547,2.84259,2.29621,0.38496,1.45289,1807.53337
772.668,8.22504,8.5,115.3463,-100.0625,0.08373,0.12541,8.26321,13.41927,15.22724,15.78572,16.96184,22.42523,111.61587,0.01208,2.93349,2.27727,0.39127,1.34552,1744.26674
772.8204,8.2097,8.5,102.8094,-100.3917,0.0563,0.09151,8.55138,13.34581,14.6551,15.311,16.51063,21.61723,110.66465,0.01899,2.87376,2.27296,0.38077,1.41609,1729.66674
772.9728,8.25955,8.5,109.2721,-101.1167,0.05972,0.07615,9.4877,13.53166,14.62221,15.43775,16.71588,21.54228,110.52572,0.01778,2.85208,2.32399,0.38784,1.54307,1731.00009
773.1252,8.42062,8.5,115.9606,-101.9833,0.05339,0.06137,9.86903,12.43914,13.58683,14.42416,15.6843,19.57733,109.59502,0.00786,2.90659,2.31355,0.37239,1.50261,1734.66672
773.2776,8.47815,8.5,115.5417,-102.9023,-0.01045,0.05911,10.1467,12.19686,13.58253,14.45032,15.78199,19.57255,106.77056,-0.00117,2.86817,2.32061,0.36698,1.67354,1719.99996
773.43,8.52417,8.5,87.84768,-103.7625,0.00489,0.05719,11.31197,13.99286,15.82336,16.89122,18.48388,23.40808,100.08355,-0.00269,3.0903,2.3543,0.34307,2.07767,1720.53321
773.5824,8.59319,8.5,82.3264,-104.4875,-0.06672,0.07091,22.01749,30.24818,35.46316,38.48975,42.31282,56.23669,93.23006,-0.00017,3.5974,2.4486,0.30943,4.95326,1700.33322
773.7348,8.53183,8.5,69.13047,-104.8833,0.01879,0.06241,61.62642,80.7336,97.61588,106.758,118.6883,158.4327,82.5762,0.01076,4.06174,2.51265,0.24109,33.36237,1757.53339
773.8872,8.47815,8.5,56.37081,-105.0417,0.03492,0.07654,103.7285,129.3586,159.7833,177.0262,197.7399,266.2209,74.82294,0.02233,3.99547,2.57676,0.19976,66.26698,1680.46663
774.0396,8.44746,8.5,66.43776,-105.0703,0.09218,0.12872,29.0804,43.03394,50.91058,56.43076,61.6994,82.58095,79.69478,0.03334,3.92379,2.56674,0.19882,32.36897,1700.00006
774.192,8.24805,8.5,86.68085,-104.4625,0.07472,0.11467,10.1237,12.16522,13.78789,14.80067,16.17326,20.21948,88.60728,0.03464,3.39622,2.40714,0.24389,2.81215,1763.62503
774.3444,8.29407,8.5,103.8748,-104.0292,0.09959,0.15004,9.09689,10.51311,11.66672,12.42756,13.54881,16.3988,100.35232,0.02453,3.09177,2.30796,0.33725,1.56084,1719.73334
774.4968,8.27106,8.5,106.5501,-103.7667,0.00379,0.1596,9.14936,10.90916,11.81064,12.5406,13.59126,16.49061,109.39138,0.01207,2.81918,2.24784,0.38126,1.62053,1745.73339
774.6492,8.22504,8.5,107.0325,-103.6375,0.01679,0.09553,8.78249,11.32985,12.01627,12.67016,13.65621,16.93197,110.89487,0.00628,2.80883,2.27176,0.40208,1.73957,1719.13332
774.8016,8.31708,8.5,108.8445,-104.1458,0.07639,0.12196,8.31237,12.08679,12.72877,13.26287,14.28223,18.17164,110.55776,0.01237,2.95591,2.30391,0.39385,1.64378,1694.13322
774.954,8.35543,8.5,110.4155,-104.332,0.0454,0.09519,8.08543,12.09707,13.11726,13.44262,14.46342,18.69303,110.84366,0.01523,2.84265,2.31979,0.41071,1.66473,1720.20004
775.1064,8.43213,8.5,108.0959,-104.2792,0.05755,0.06236,7.66978,10.88535,12.45325,12.60866,13.5191,17.6743,111.17047,0.0136,2.97294,2.35831,0.40234,1.64125,1774.80006
775.2588,8.39378,8.5,109.9546,-104.2125,0.04834,0.04607,7.64607,10.69922,12.64825,12.84323,13.68913,18.10061,112.1974,0.00811,2.9273,2.33318,0.4066,1.59565,1696.00003
775.4112,8.42446,8.5,108.2942,-103.8667,0.01392,0.03634,7.92465,10.86622,12.94298,13.46005,14.24497,18.88552,112.10907,0.00618,3.00639,2.32321,0.38761,1.61922,1744.06666
775.5636,8.43213,8.5,134.8863,-103.3458,0.00274,0.04209,8.00503,11.07407,13.07378,14.06499,14.76216,19.66552,111.9698,0.00253,3.04338,2.31602,0.4069,1.67001,1760.66655
775.716,8.43213,8.5,119.8605,-102.6833,-0.00358,0.0444,7.67718,10.59482,12.35015,13.5454,14.17656,18.88474,112.04119,0.00066,2.92028,2.29568,0.38795,1.64132,1767.60011
775.8684,8.42062,8.5,114.2134,-102.4375,-0.0097,0.04941,7.73369,10.68871,12.42832,13.72743,14.42882,19.21494,111.25468,0.00034,2.92284,2.30471,0.39066,1.6356,1801.39991
776.0208,8.43213,8.5,116.0167,-102.2792,0.05297,0.05363,7.85105,10.94939,12.68014,13.99061,14.85078,19.7164,111.07403,0.00256,2.99305,2.34143,0.38241,1.61828,1741.87499
776.1732,8.47815,8.5,114.8417,-101.9792,-0.00144,0.05104,7.94676,11.1331,12.87448,14.12445,15.17842,20.06099,110.62375,0.00278,2.88058,2.31954,0.39328,1.6515,1699.33327
776.3256,8.47048,8.5,129.8544,-101.5917,-0.0022,0.04842,7.70924,10.80968,12.46665,13.61342,14.81479,19.48832,110.8105,0.00229,2.89477,2.29498,0.41315,1.59993,1739.06668
776.478,8.4628,8.5,109.6943,-101.5542,0.01252,0.05361,7.90082,11.13785,12.83378,13.99801,15.33025,20.16726,110.83921,0.00066,2.84674,2.32067,0.38671,1.55665,1656.8001
776.6304,8.45513,8.5,110.8823,-101.3828,-0.0053,0.05006,7.6629,10.62656,12.2257,13.30633,14.71044,19.24003,112.07462,0.00035,2.89272,2.30864,0.39813,1.50275,1778.60001
776.7828,8.43213,8.5,108.3287,-101.625,0.00094,0.05319,7.40788,10.20785,11.77368,12.74886,14.17585,18.504,112.51427,0.00035,2.83614,2.27966,0.39664,1.40747,1756.18746
776.9352,8.41679,8.5,103.7181,-101.825,-0.01894,0.05717,7.48735,10.13053,11.63758,12.55032,14.03525,18.21472,112.20855,5e-05,2.79988,2.26988,0.41987,1.50446,1687.53328
777.0876,8.35159,8.5,111.0938,-102.0833,0.01187,0.0563,7.59207,10.21235,11.70397,12.60387,14.1709,18.33626,111.30735,0.00023,2.89182,2.29773,0.4281,1.51264,1738.59998
777.24,8.45513,8.5,104.5866,-102.3292,0.01647,0.05056,7.75373,10.5801,12.09289,13.00188,14.7191,19.00207,110.29203,0.00072,2.90498,2.32089,0.42392,1.61738,1706.00021
777.3924,8.46664,8.5,118.9859,-102.4766,0.005,0.05332,7.35554,10.01774,11.38014,12.19401,13.87366,17.81823,109.95498,0.00282,2.9129,2.31252,0.39862,1.64727,1740.87504
777.5448,8.46664,8.5,108.8363,-102.6875,0.0218,0.05793,7.5527,10.36601,11.77256,12.60874,14.40432,18.529,110.01997,0.00482,2.87211,2.32439,0.38542,1.69252,1721.06668
777.6972,8.49348,8.5,117.3678,-102.7333,0.00048,0.0631,7.68284,10.41097,11.92672,12.7716,14.56732,18.77407,110.38347,0.00422,2.98601,2.30104,0.38661,1.74324,1701.8001
777.8496,8.47815,8.5,124.7031,-102.7542,0.01076,0.0628,7.28269,9.84206,11.29441,12.119,13.75917,17.7717,109.42357,0.00256,2.93042,2.30114,0.36733,1.67873,1700.00006
778.002,8.47048,8.5,113.4631,-102.8875,0.01305,0.05871,7.24386,9.72536,11.13283,11.99628,13.52847,17.47185,110.06962,1e-05,2.90966,2.29633,0.37902,1.61856,1685.26675
778.1544,8.45513,8.5,117.1788,-103.3242,0.01126,0.05271,7.26214,9.72738,11.14688,12.02175,13.49583,17.43644,109.81609,-0.00089,2.98859,2.31338,0.37597,1.67227,1682.73338
778.3068,8.45513,8.5,121.3757,-103.8583,-0.00523,0.06171,7.505,10.23627,11.76543,12.68123,14.22327,18.44626,109.98617,-0.00123,3.02034,2.31097,0.40079,1.82146,1705.26666
778.4592,8.46664,8.5,113.3869,-104.175,-0.00369,0.06792,7.58832,10.47205,12.03225,12.98905,14.54937,18.89657,109.55164,-0.00062,3.00588,2.3036,0.39163,1.85424,1731.00009
778.6116,8.47815,8.5,114.4906,-104.2375,0.02488,0.07283,7.29555,10.01766,11.46467,12.341,13.82585,17.89177,108.39407,0.00081,3.02237,2.30614,0.38783,1.76416,1752.68763
778.764,8.50115,8.5,116.354,-104.2333,-0.0238,0.06598,7.44627,10.30367,11.8672,12.80435,14.32801,18.64947,109.9741,0.00083,2.99471,2.30085,0.38443,1.83241,1759.86668
778.9164,8.52417,8.5,115.7663,-104.1125,0.00549,0.06128,7.40801,9.91202,11.42705,12.28923,13.72172,17.79491,109.22834,0.00185,3.02589,2.30729,0.39339,1.82663,1729.33335
779.0688,8.47815,8.5,113.791,-103.825,0.01543,0.06675,7.88891,10.63564,12.30122,13.28951,14.83529,19.30812,108.90178,0.00301,3.03675,2.32089,0.3724,1.90308,1737.53348
779.2212,8.51266,8.5,106.9437,-103.3417,0.03444,0.07158,7.33873,9.78702,11.15938,12.07972,13.46396,17.38515,108.80821,0.00362,2.93096,2.31848,0.36574,1.80638,1713.46656
779.3736,8.43213,8.5,124.985,-103.3633,0.01573,0.06762,6.74636,8.87506,10.04801,10.84984,12.06493,15.49169,109.17601,0.00248,2.83695,2.31173,0.36463,1.68173,1711.31244
779.526,8.43213,8.5,116.7157,-103.2042,0.00185,0.06407,7.31488,9.61251,10.93144,11.77753,13.10169,16.85114,109.52552,0.00105,2.95983,2.3096,0.39766,1.77426,1687.53328
779.6784,8.48965,8.5,123.6547,-103.5667,0.00342,0.07545,7.50338,9.73312,11.09206,11.90859,13.23289,16.95644,109.59288,0.00106,2.92373,2.30473,0.41415,1.94485,1687.7999
779.8308,8.43213,8.5,122.6557,-104.0875,-0.01687,0.06512,7.03459,9.06438,10.31396,11.04712,12.25489,15.65246,109.20694,0.00075,2.94557,2.29255,0.41076,1.78185,1725.00016
