DEPT,ROP,GR,T-TEMP
36.1188,,,22.0472
36.2712,,,22.0472
36.4236,,,22.0472
36.576,,,22.0472
36.7284,,,22.0472
36.8808,,,22.0472
37.0332,,,22.0472
37.1856,,,22.0472
37.338,,,22.0472
37.4904,16.8371,,22.0472
37.6428,16.3409,,22.0472
37.7952,14.8539,,22.0472
37.9476,14.7267,,22.0472
38.1,14.948,,22.0472
38.2524,15.6699,,22.0472
38.4048,15.9197,,22.0472
38.5572,16.1704,,22.0472
38.7096,16.594,,22.0472
38.862,15.0825,,22.0472
39.0144,14.539,,22.0472
39.1668,14.2951,,22.0472
39.3192,24.3434,,22.0472
39.4716,34.9774,,22.0472
39.624,52.9587,,22.0472
39.7764,56.2987,,22.0472
39.9288,56.5246,,22.0472
40.0812,56.7504,,22.0472
40.2336,56.9763,,22.0472
40.386,49.3832,,22.0472
40.5384,42.3375,,22.0472
40.6908,35.8445,,22.0472
40.8432,35.2,,22.0472
40.9956,33.1448,,22.0472
41.148,32.3785,,22.0472
41.3004,31.7515,,22.0472
41.4528,31.5651,,22.0472
41.6052,32.1503,,22.0472
41.7576,32.6807,,22.0472
41.91,31.2725,,22.0472
42.0624,29.8734,,22.0472
42.2148,29.6788,,22.0472
42.3672,29.1911,,22.0472
42.5196,28.956,,22.0472
42.672,29.0083,,22.0472
42.8244,26.9008,,22.0472
42.9768,23.9747,,22.0472
43.1292,22.5813,,22.0472
43.2816,21.1444,,22.0472
43.434,20.2561,,22.0472
43.5864,20.0471,,22.0472
43.7388,19.2198,,22.0472
43.8912,19.6378,,22.0472
44.0436,20.5435,,22.0472
44.196,22.3754,,22.0472
44.3484,24.9265,,22.0472
44.5008,25.2466,,22.0472
44.6532,25.5209,,22.0472
44.8056,25.6816,,22.0472
44.958,24.9152,,22.0472
45.1104,24.9974,,22.0472
45.2628,24.589,,22.0472
45.4152,27.6681,,22.0472
45.5676,30.7471,,22.0472
45.72,33.8261,,22.0472
45.8724,36.9052,,22.0472
46.0248,34.5399,,22.0472
46.1772,35.2958,,22.0472
46.3296,35.7165,,22.0472
46.482,40.0609,,22.0472
46.6344,52.2401,,22.0472
46.7868,60.0456,,22.0472
46.9392,60.326,,22.0472
47.0916,54.0679,,22.0472
47.244,43.8046,,22.0472
47.3964,35.2784,,22.0472
47.5488,32.9097,,22.0472
47.7012,28.1984,,22.0472
47.8536,27.4059,,22.0472
48.006,26.8742,,22.0472
48.1584,25.7952,,22.0472
48.3108,25.2192,,22.0472
48.4632,24.0579,,22.0472
48.6156,23.2161,,22.0472
48.768,22.5674,,22.0472
48.9204,23.8293,,22.0472
49.0728,24.9631,,22.0472
49.2252,25.2113,,22.0472
49.3776,26.0212,,22.0472
49.53,25.5551,,22.0472
49.6824,24.6278,,22.0472
49.8348,24.6583,,22.0472
49.9872,25.1568,,22.0472
50.1396,26.3347,,22.0472
50.292,26.3449,,22.0472
50.4444,27.2106,,22.0472
50.5968,27.3406,,22.0472
50.7492,24.8077,,22.0472
50.9016,23.1125,,22.0472
51.054,20.4303,,22.0472
51.2064,17.8526,,22.0472
51.3588,24.1402,,22.0472
51.5112,25.2832,,22.0472
51.6636,26.9657,,22.0472
51.816,28.9335,,22.0472
51.9684,25.207,,22.0472
52.1208,25.2592,,22.0472
52.2732,25.9893,,22.0472
52.4256,26.6598,,22.0472
52.578,26.7005,,22.0472
52.7304,26.8921,,22.0472
52.8828,26.0648,,22.0472
53.0352,24.8456,,22.0472
53.1876,23.9312,,22.0472
53.34,22.5987,,22.0472
53.4924,21.9282,,22.0472
53.6448,22.4072,,22.0472
53.7972,22.1111,,22.0472
53.9496,23.399,,22.0472
54.102,26.7197,,22.0472
54.2544,29.6576,,22.0472
54.4068,32.6644,,22.0472
54.5592,33.8328,,22.0472
54.7116,31.619,,22.0472
54.864,29.6747,,22.0472
55.0164,29.5168,,22.0472
55.1688,29.9346,,22.0472
55.3212,34.418,,22.0472
55.4736,38.0492,,22.0472
55.626,40.7721,,22.0472
55.7784,42.8346,,22.0472
55.9308,42.2991,,22.0472
56.0832,43.2078,,22.0472
56.2356,44.2088,,22.0472
56.388,45.4965,,22.0472
56.5404,46.9135,,22.0472
56.6928,47.7215,,22.0472
56.8452,49.2658,,22.0472
56.9976,50.203,,22.0472
57.15,48.0365,,22.0472
57.3024,45.5291,,22.0472
57.4548,42.2758,,22.0472
57.6072,38.5984,,22.0472
57.7596,36.5354,,22.0472
57.912,35.6831,,22.0472
58.0644,36.974,,22.0472
58.2168,38.1545,,22.0472
58.3692,39.3878,,22.0472
58.5216,38.6588,,22.0472
58.674,37.4802,54.0,22.3343
58.8264,35.6718,53.4377,22.6624
58.9788,34.2421,52.4171,22.9905
59.1312,33.8851,50.157,23.3186
59.2836,32.7172,48.9287,23.4252
59.436,32.6104,48.0954,23.4252
59.5884,32.8473,47.6,23.4252
59.7408,32.1699,48.9758,23.4252
59.8932,31.9751,48.8143,23.4252
60.0456,31.619,48.9994,23.4252
60.198,32.2478,50.0896,23.4252
60.3504,33.5977,48.2146,23.4252
60.5028,33.5454,46.5238,23.4252
60.6552,34.2443,46.8015,23.4252
60.8076,34.4729,47.0,23.4252
60.96,34.7655,48.0332,23.4252
61.1124,34.1711,49.1998,23.4252
61.2648,33.5977,49.6,23.4252
61.4172,33.6133,50.0238,23.4252
61.5696,32.7264,50.1071,23.4252
61.722,33.4625,49.6193,23.4252
61.8744,33.6133,49.4,23.4252
62.0268,34.0065,50.2488,23.4252
62.1792,34.2769,52.4773,23.4252
62.3316,34.8295,54.2555,23.4252
62.484,34.8752,54.4,23.4252
62.6364,34.4272,53.912,23.4252
62.7888,33.39,53.1825,23.4252
62.9412,31.8968,52.8,23.4252
63.0936,31.6094,52.7715,23.4252
63.246,31.5366,52.1271,23.4252
63.3984,32.0618,51.3401,23.4252
63.5508,32.4521,50.2631,23.4252
63.7032,32.8818,49.4426,23.4252
63.8556,33.0316,48.6221,23.4252
64.008,33.2493,48.2,23.4252
64.1604,35.5427,48.2,23.4252
64.3128,37.4172,48.7034,23.4252
64.4652,39.877,49.4597,23.4252
64.6176,41.9984,50.0,23.4252
64.77,40.6952,50.0,23.4252
64.9224,38.5877,50.8591,23.4252
65.0748,37.4817,52.6932,23.4252
65.2272,35.2697,54.4,23.4252
65.3796,34.1289,54.4,23.4252
65.532,34.5469,54.3633,23.4252
65.6844,34.6253,53.9348,23.4252
65.8368,37.6123,53.5062,23.4252
65.9892,40.4861,53.2,23.4252
66.1416,43.0346,53.2,23.4252
66.294,45.6082,51.5718,23.4252
66.4464,46.1718,49.1968,23.4252
66.5988,48.8061,47.5,23.4252
66.7512,46.1288,46.9047,23.4252
66.9036,46.1772,46.4164,23.4252
67.056,44.612,47.8154,23.4252
67.2084,40.4742,48.5793,23.4252
67.3608,41.1047,49.4907,23.4252
67.5132,41.1114,51.1876,23.4252
67.6656,41.8521,52.4,23.4252
67.818,44.9062,52.4,23.4252
67.9704,45.9221,51.8289,23.4252
68.1228,44.334,49.8289,23.4252
68.2752,42.8752,48.0,23.4252
68.4276,37.654,48.0,23.4252
68.58,33.8328,48.0747,23.4252
68.7324,29.1549,48.5735,23.4252
68.8848,29.7729,47.9993,23.4252
69.0372,29.5168,47.8,23.4252
69.1896,30.4016,47.827,23.4252
69.342,33.4762,47.8825,23.4252
69.4944,37.0149,47.9381,23.4252
69.6468,39.7901,47.9936,23.4252
69.7992,42.8228,47.9679,23.4252
69.9516,43.2271,47.5929,23.4252
70.104,40.6725,47.2179,23.4252
70.2564,38.2585,46.8429,23.4252
70.4088,36.0914,46.5,23.4252
70.5612,37.5361,46.7832,23.4252
70.7136,36.7223,47.3666,23.4252
70.866,35.9215,47.9499,23.4252
71.0184,35.7097,47.0766,23.4252
71.1708,34.7878,46.8,23.4252
71.3232,34.2952,46.3549,23.4252
71.4756,32.7066,47.5931,23.4252
71.628,29.5688,49.1098,23.4252
71.7804,28.6773,50.6264,23.4252
71.9328,27.702,50.8,23.4252
72.0852,27.1533,50.3522,23.4252
72.2376,28.5018,51.0019,23.4252
72.39,27.9532,51.4574,23.4252
72.5424,25.7404,51.6353,23.4252
72.6948,24.5974,52.8347,23.4252
72.8472,24.7498,53.323,23.4252
72.9996,24.3143,53.8,23.4252
73.152,27.0227,54.5214,23.4252
73.3044,33.2659,54.8584,23.4252
73.4568,35.369,54.9599,23.4252
73.6092,38.5877,54.2,23.4252
73.7616,41.1384,54.2011,23.4252
73.914,38.2893,52.2125,23.4252
74.0664,35.8252,52.0,23.4252
74.2188,34.5186,51.2587,23.4252
74.3712,32.5526,48.8239,23.4252
74.5236,30.1839,47.3521,23.4252
74.676,27.58,47.5618,23.4252
74.8284,27.3314,47.028,23.4252
74.9808,27.9715,47.649,23.4252
75.1332,28.4378,46.7553,23.4252
75.2856,29.1145,45.5648,23.4252
75.438,29.7637,45.9473,23.4252
75.5904,30.2301,46.3954,23.4252
75.7428,30.102,46.7884,23.4252
75.8952,30.0198,50.2187,23.4252
76.0476,29.7912,51.9268,23.4252
76.2,29.7132,53.9423,23.4252
76.3524,29.6554,54.3739,23.4252
76.5048,30.0501,51.481,23.4252
76.6572,30.2233,48.5717,23.4252
76.8096,29.1145,50.4034,23.4252
76.962,27.7063,48.4391,23.4252
77.1144,30.9707,49.3877,23.4252
77.2668,32.9824,51.245,23.4252
77.4192,36.0659,50.7688,23.4252
77.5716,38.0005,51.9947,23.4252
77.724,35.4889,50.717,23.4252
77.8764,32.9858,49.5172,23.4252
78.0288,32.7355,48.7,23.4252
78.1812,32.5238,47.27,23.4252
78.3336,33.906,47.9505,23.4252
78.486,34.4637,49.0476,23.4252
78.6384,34.1163,50.189,23.4252
78.7908,33.6064,51.8122,23.4252
78.9432,33.6042,51.8701,23.4252
79.0956,33.7871,51.6502,23.4252
79.248,34.805,54.273,23.4252
79.4004,36.9033,54.5048,23.4252
79.5528,35.7439,56.0,23.4252
79.7052,34.5369,56.3148,23.4252
79.8576,32.7181,58.8102,23.4252
80.01,30.5671,62.4258,23.4252
80.1624,30.3407,66.4,23.4252
80.3148,30.0968,66.5602,23.4252
80.4672,31.876,67.0728,23.4252
80.6196,32.2326,67.5741,23.4252
80.772,32.5344,65.3838,23.4252
80.9244,32.8361,64.3943,23.4252
81.0768,31.4467,62.8832,23.4252
81.2292,30.8545,62.9311,23.4252
81.3816,31.4279,63.8476,23.4252
81.534,32.1686,64.7142,23.4252
81.6864,32.5069,65.2698,23.4252
81.8388,32.7172,64.4807,23.4252
81.9912,31.2176,65.4488,23.4252
82.1436,30.3581,67.5099,23.4252
82.296,29.2869,69.0629,23.4252
82.4484,30.9677,69.6812,23.4252
82.6008,30.7761,69.2518,23.4252
82.7532,29.0692,68.731,23.4252
82.9056,29.5237,67.974,23.4252
83.058,26.8667,69.876,23.4252
83.2104,31.2542,68.5312,23.2715
83.3628,35.6417,67.6208,23.0958
83.5152,39.4453,66.4697,22.9201
83.6676,41.8514,63.6856,22.7444
83.82,41.148,62.9843,22.5688
83.9724,39.1262,61.5029,22.3931
84.1248,38.351,60.0,22.2174
84.2772,37.4701,61.0951,22.1045
84.4296,38.2321,62.2062,23.4252
84.582,39.4449,63.4759,23.4252
84.7344,41.4492,63.8778,23.4252
84.8868,43.194,61.488,23.4252
85.0392,44.1312,58.6573,23.4252
85.1916,44.958,57.4146,23.4252
85.344,41.5747,57.1399,23.4252
85.4964,36.7493,57.5899,23.4252
85.6488,33.159,57.2,23.4252
85.8012,29.5717,57.738,23.4252
85.9536,29.1602,58.5713,23.4252
86.106,28.7945,58.8,23.4252
86.2584,28.9821,60.639,23.4252
86.4108,28.1896,62.8769,23.4252
86.5632,27.3101,64.1902,23.4252
86.7156,27.8065,62.7771,23.4252
86.868,27.493,62.4202,23.4252
87.0204,27.3101,61.6036,23.4252
87.1728,27.8152,59.1429,23.4252
87.3252,27.5104,59.1429,23.4252
87.4776,26.6221,58.6667,23.4252
87.63,26.3521,57.6534,23.571
87.7824,24.9083,57.1652,24.101
87.9348,24.4674,56.9321,24.6309
88.0872,23.1103,57.8428,24.8032
88.2396,21.9456,58.2761,24.8032
88.392,21.705,57.8688,24.8032
88.5444,21.4681,57.0046,24.8032
88.6968,21.3563,55.9772,24.8032
88.8492,21.5494,54.8647,24.8032
89.0016,22.0226,53.7521,24.8032
89.154,22.0066,52.6396,24.8032
89.3064,22.5029,51.527,24.8032
89.4588,22.9645,50.4145,24.8032
89.6112,24.5146,51.3903,24.8032
89.7636,24.6975,53.6062,24.8032
89.916,24.4624,53.109,24.8032
90.0684,24.3505,52.0254,24.8032
90.2208,24.7071,53.2766,24.8032
90.3732,24.9951,55.6834,24.8032
90.5256,25.0271,55.2187,24.8032
90.678,25.5758,57.7742,24.8032
90.8304,24.1576,59.8856,24.8032
90.9828,23.5732,65.2,24.8032
91.1352,23.6098,66.3784,24.8032
91.2876,23.3401,72.803,24.8032
91.44,22.2839,79.1683,24.8032
91.5924,20.0528,85.5335,24.8032
91.7448,17.9484,87.2,24.8032
91.8972,15.0571,87.2,24.8032
92.0496,14.2995,87.0286,24.8032
92.202,14.7523,86.7786,24.8032
92.3544,16.1757,86.5286,24.8032
92.5068,17.9319,86.3857,24.8032
92.6592,19.3275,89.5327,24.8032
92.8116,19.212,90.0823,24.8032
92.964,19.0927,90.1635,24.8032
93.1164,18.1225,89.9391,24.8032
93.2688,15.719,87.9748,24.8032
93.4212,16.9713,84.8391,24.8032
93.5736,19.0104,84.654,24.8032
93.726,21.2285,85.5716,24.8032
93.8784,27.509,85.4194,24.8032
94.0308,31.6382,86.4246,24.8032
94.1832,30.038,86.6125,24.8032
94.3356,28.0155,86.4,24.8032
94.488,24.5843,86.7399,24.8032
94.6404,19.5159,87.4399,24.8032
94.7928,18.915,88.1399,24.8032
94.9452,18.9324,88.4354,24.8032
95.0976,18.2793,88.4,24.8032
95.25,19.0021,87.7107,24.8032
95.4024,18.2445,91.7575,24.8032
95.5548,18.3794,96.5652,24.8032
95.7072,18.672,99.4289,24.8032
95.8596,18.9829,98.8,24.8032
96.012,18.8824,98.4194,24.8032
96.1644,19.8033,91.6337,24.8032
96.3168,19.6814,84.848,24.8032
96.4692,19.3213,79.762,24.8032
96.6216,20.0205,79.9073,24.8032
96.774,19.8665,84.668,24.8032
96.9264,21.8012,83.5901,24.8032
97.0788,23.0063,83.9412,24.8032
97.2312,23.6786,84.6667,24.8032
97.3836,25.1734,87.4427,24.8032
97.536,24.2407,90.3925,24.8032
97.6884,26.5679,92.5642,24.8032
97.8408,27.5874,91.9798,24.8032
97.9932,27.9989,90.9083,24.8032
98.1456,30.419,90.6135,24.8032
98.298,29.0344,91.2062,24.8032
98.4504,28.7487,91.5556,24.8032
98.6028,27.6789,93.7355,24.8032
98.7552,24.9439,93.6761,24.8032
98.9076,25.9593,93.7983,24.8032
99.06,24.7658,94.7499,24.8032
99.2124,25.6032,94.1945,24.8032
99.3648,26.5085,93.1702,24.8032
99.5172,25.4386,92.2543,24.8032
99.6696,25.7572,91.7232,24.8032
99.822,24.6214,93.1486,24.8032
99.9744,24.2773,93.2156,24.8032
100.1268,24.2865,94.2171,24.8032
100.2792,24.114,93.4289,24.8032
100.4316,24.7254,91.4289,24.8032
100.584,23.3509,89.4105,24.8032
100.7364,24.0247,88.4,24.8032
100.8888,24.2749,89.0663,24.8032
101.0412,24.2865,91.3997,24.8032
101.1936,23.4957,93.733,24.8032
101.346,21.9369,94.0,24.8032
101.4984,20.0123,93.7861,24.8032
101.6508,19.4985,91.2861,24.8032
101.8032,17.7568,88.7861,24.8032
101.9556,18.7408,88.0,24.8032
102.108,21.8672,88.0,24.8032
102.2604,27.7194,88.1513,24.8032
102.4128,34.1528,88.318,24.8032
102.5652,39.5021,88.4,24.8032
102.7176,42.226,88.4,24.8032
102.87,42.4586,87.2144,24.8032
103.0224,39.5122,85.547,24.8032
103.1748,37.2262,84.4,24.8032
103.3272,35.0577,84.4,24.8032
103.4796,33.9387,84.9738,24.8032
103.632,34.4221,86.1557,24.8032
103.7844,35.0855,86.8717,24.8032
103.9368,36.9372,87.3205,24.8032
104.0892,36.9692,88.443,24.8032
104.2416,33.6682,90.7277,24.8032
104.394,32.3872,89.1394,24.8032
104.5464,34.8844,86.8727,24.8032
104.6988,34.9809,84.201,24.8032
104.8512,40.1422,82.3898,24.8032
105.0036,40.6603,83.3754,24.8032
105.156,38.4433,83.5,24.8032
105.3084,37.055,83.3682,24.8032
105.4608,35.6093,83.9365,24.8032
105.6132,36.9143,84.5934,24.8032
105.7656,38.2311,84.8,24.8032
105.918,42.8132,85.3134,24.8032
106.0704,41.4175,91.3134,24.8032
106.2228,37.9717,97.3134,24.8032
106.3752,32.235,98.0,24.8032
106.5276,25.4935,99.057,24.8032
106.68,21.3604,99.7237,24.8032
106.8324,20.4094,100.5868,24.8032
106.9848,20.8194,102.0,24.8032
107.1372,20.9927,100.9287,24.8032
107.2896,21.1275,100.0954,24.8032
107.442,21.2781,98.0,24.8032
107.5944,23.7455,96.5722,24.8032
107.7468,27.3588,91.7362,24.8032
107.8992,29.8864,86.7059,24.8032
108.0516,40.4571,84.4,24.8032
108.204,44.5168,81.5596,24.8032
108.3564,45.7681,79.6123,24.8032
108.5088,47.1099,78.7932,24.8032
108.6612,46.5247,80.0,24.8032
108.8136,41.3309,80.2222,24.8032
108.966,41.8362,80.813,24.8032
109.1184,40.8635,81.1943,24.8032
109.2708,37.465,78.4683,24.8032
109.4232,37.2504,80.0453,24.8032
109.5756,36.4684,81.4579,24.8032
109.728,36.1027,81.6,24.8032
109.8804,39.5989,81.7766,24.8032
110.0328,38.7066,82.1402,24.8032
110.1852,37.6093,82.4,24.8032
110.3376,37.7168,82.6285,24.8032
110.49,36.2742,85.403,24.8032
110.6424,36.1371,85.9387,24.8032
110.7948,37.399,91.5371,24.8032
110.9472,37.0149,93.2651,24.8032
111.0996,35.6529,94.5913,24.8032
111.252,33.5106,99.2036,24.8032
111.4044,29.5221,102.4179,24.8032
111.5568,25.4987,104.5766,24.8032
111.7092,21.5624,102.0256,24.8032
111.8616,18.5166,101.4899,24.8032
112.014,17.9222,96.725,24.8032
112.1664,17.8674,95.4869,24.8032
112.3188,18.48,94.5956,24.8032
112.4712,19.1327,90.6866,24.8032
112.6236,20.4564,90.1968,24.8032
112.776,23.0342,90.3144,24.8032
112.9284,26.8834,90.8329,24.8032
113.0808,31.5686,93.9789,24.8032
113.2332,32.7878,97.3984,24.8032
113.3856,31.1157,90.4044,24.8032
113.538,28.3551,89.3908,24.8032
113.6904,24.0182,88.7308,24.8032
113.8428,21.9282,88.6289,24.8032
113.9952,24.9501,88.8887,24.8032
114.1476,30.1843,90.185,24.8032
114.3,32.158,89.2144,24.8032
114.4524,34.7472,88.1904,24.8032
114.6048,34.758,88.8856,24.8032
114.7572,31.4147,88.8524,24.8032
114.9096,31.5976,88.6857,24.8032
115.062,32.004,88.0,24.8032
115.2144,32.2565,88.1318,24.8032
115.3668,32.1782,88.5933,24.8032
115.5192,32.3611,89.0549,24.8032
115.6716,32.274,89.2,24.8032
115.824,32.7529,89.2802,24.8032
115.9764,32.7878,90.1135,24.8032
116.1288,32.004,90.9468,24.8032
116.2812,32.0737,91.2,24.8032
116.4336,32.2478,89.7039,24.8032
116.586,32.2143,88.4076,24.8032
116.7384,32.5709,88.0,24.8032
116.8908,32.7836,90.5931,24.8032
117.0432,32.3698,93.8371,24.8032
117.1956,32.5526,96.4,24.8032
117.348,29.2334,95.0,24.8032
117.5004,26.2476,93.1024,24.8032
117.6528,25.5248,91.4219,24.8032
117.8052,23.8789,90.2315,24.8032
117.9576,25.9872,89.041,24.8032
118.11,27.5509,87.8505,24.8032
118.2624,28.3235,87.0,24.8032
118.4148,27.6332,86.6671,24.8032
118.5672,27.688,86.278,24.8032
118.7196,27.8326,86.0,24.8032
118.872,28.0939,86.0,24.8032
119.0244,28.3464,86.4895,24.8032
119.1768,28.6599,88.2038,24.8032
119.3292,28.7818,89.9181,24.8032
119.4816,29.3131,90.8,24.8032
119.634,29.853,90.8,24.8032
119.7864,30.1752,89.843,24.8032
119.9388,30.332,87.872,24.8032
120.0912,30.21,85.901,24.8032
120.2436,29.644,85.6,24.8032
120.396,29.0953,85.6156,24.8032
120.5484,28.3203,85.7974,24.8032
120.7008,28.0851,85.9792,24.8032
120.8532,27.7542,86.0,24.8032
121.0056,27.6323,86.0,24.8032
121.158,27.432,90.1863,24.8032
121.3104,27.3449,94.9136,24.8032
121.4628,26.596,96.4,24.8032
121.6152,26.225,96.1265,24.8032
121.7676,26.6822,91.1481,24.8032
121.92,25.5839,86.1697,24.8032
122.0724,22.7637,85.6,24.8032
122.2248,19.559,90.5453,24.8032
122.3772,17.5565,96.2199,24.8032
122.5296,16.9991,101.464,24.8032
122.682,17.8439,101.9389,24.8032
122.8344,19.6204,101.8231,24.8032
122.9868,24.2969,101.9818,24.8032
123.1392,30.3494,102.0,24.8032
123.2916,38.4745,102.2428,24.8032
123.444,50.2829,102.7428,24.8032
123.5964,50.1,104.4,24.8032
123.7488,48.5684,102.6454,24.8032
123.9012,45.2811,104.3839,24.8032
124.0536,37.2252,102.4988,24.8032
124.206,33.4845,100.7025,24.8032
124.3584,33.8694,101.5137,24.8032
124.5108,29.8734,102.3343,24.8032
124.6632,21.909,101.8494,24.8032
124.8156,23.0337,101.6,24.8032
124.968,22.9332,101.1595,24.8032
125.1204,21.3147,100.4925,24.8032
125.2728,21.2598,100.0,24.8032
125.4252,20.3454,100.2645,24.8032
125.5776,20.8657,103.3554,24.8032
125.73,22.4942,106.4463,24.8032
125.8824,22.381,106.8,24.8032
126.0348,23.1561,106.4841,24.8032
126.1872,24.4275,102.7918,24.8032
126.3396,27.7194,99.0995,24.8032
126.492,29.4437,97.2,24.8032
126.6444,30.0184,97.9744,24.8032
126.7968,30.2362,100.9598,24.8032
126.9492,27.7803,103.9869,24.8032
127.1016,26.5633,104.0,24.8032
127.254,27.4503,103.644,24.8193
127.4064,27.2308,103.56,25.0346
127.5588,26.9474,105.5,25.2499
127.7112,28.3373,105.5,25.4652
127.8636,30.9452,104.9378,25.6805
128.016,45.1612,102.9021,25.8958
128.1684,47.8942,100.771,26.1111
128.3208,46.7307,100.0,26.1811
