DEPT,UZ,RLA3,AZIM,CVEL:1,TNPH_LIM:1,RT,DPHI_LIM:1,NPOR:1,CVEL:2,DCAL,NPHI_SAN,NPOR:2,INCL,RHOZ,BS,TNPH_SAN:1,DT,DPHI_SAN:1,RLA2,NPOR_DOL:1,SMIN,DPHI_DOL:1,ITT,TNPH_DOL:1,GR:1,TENS:1,DPHI_DOL:2,RLA5,CALI,RLA4,TNPH:1,TNPH_DOL:2,NPHI_LIM,NPOR_SAN:1,RLA0,GR:2,RO,NPOR_DOL:2,CS:1,GR:3,NPOR_LIM:1,RSOZ,RHGX,MRES,PEFZ,VCL,SPHI,GR:4,NPHI_DOL,DPHI_SAN:2,DPHI_LIM:2,GDEV_EDTC,DSOZ,TNPH_LIM:2,TENS:2,SMNO,NPOR_SAN:2,CS:2,TNPH:2,NPHI,TNPH_SAN:2,DPHZ,HTEN,SVEL,RLA1,RXOZ,RXO,NPOR_LIM:2
1449.9336,7.5364,5.13158,,,0.32849,5.67757,0.16873,0.34067,-427.531,-0.01022,,0.33249,,2.41374,8.5,0.37455,99.91819,0.13851,4.97834,0.29821,0.88404,0.23164,0.07766,0.28686,114.3309,3494.00083,0.23582,5.2931,8.48978,5.1976,0.32842,0.2868,,0.38662,0.09419,111.1368,11.34443,0.29059,,117.3735,0.33249,0.06503,2.91066,0.0966,3.10025,0.70105,0.27471,122.9301,,0.14319,0.17325,33.25493,0.09772,0.32842,,1.05561,0.37856,427.531,0.32849,,0.37461,0.17325,,3050.495,4.70707,2.5571,3.25396,0.34067
1450.086,7.51564,5.48669,317.37,-546.6466,0.32108,6.12348,0.17121,0.3164,-553.998,-0.01022,0.35775,0.28946,33.6,2.40863,8.5,0.3684,98.46412,0.14107,5.3131,0.27627,1.06186,0.23393,0.07761,0.28062,106.1166,3518.66686,0.23858,5.66667,8.48978,5.55679,0.32172,0.28115,0.31145,0.36318,0.0939,112.7414,11.49557,0.25132,546.6466,118.8614,0.28946,0.06634,2.89926,0.09635,3.09779,0.7134,0.26954,123.1323,0.25969,0.14629,0.17624,33.27097,0.07264,0.32172,3519.16594,1.21666,0.33637,553.998,0.32108,0.31145,0.36782,0.17624,1200.97771,3095.544,5.00434,2.89389,3.42506,0.3164
1450.2384,7.57293,5.43119,317.37,-563.1535,0.30582,6.06016,0.14854,0.29509,-564.3588,-0.01022,0.36547,0.32385,33.6,2.41655,8.5,0.3535,98.03852,0.11758,5.27542,0.25777,0.9223,0.21298,0.07756,0.26772,117.6984,3616.00014,0.2343,5.61191,8.48978,5.50515,0.30559,0.26752,0.31791,0.34302,0.09493,114.6811,12.27923,0.28452,563.1535,111.174,0.32385,0.07052,2.88852,0.09639,3.11191,0.72832,0.268,110.9518,0.26926,0.14148,0.17161,33.2787,0.09014,0.30559,3627.42943,1.10109,0.37164,564.3588,0.30582,0.31791,0.35372,0.17161,1221.12036,3108.982,4.96003,2.76635,3.40201,0.29509
1450.3908,7.56784,5.43324,317.37,-562.9253,0.32275,6.08916,0.17091,0.32718,-565.1821,0.02899,0.35567,0.30378,33.6,2.41591,8.5,0.36893,98.28651,0.14077,5.2969,0.28614,0.76605,0.23366,0.07751,0.28202,120.3491,3709.66679,0.23464,5.62026,8.52899,5.50785,0.3223,0.28164,0.30971,0.37372,0.09437,116.7283,11.59544,0.26448,562.9253,105.0928,0.30378,0.09085,2.90626,0.0963,3.11058,0.74406,0.2689,99.63811,0.25711,0.14187,0.17198,33.28941,0.10885,0.3223,3698.93441,0.91987,0.35058,565.1821,0.32275,0.30971,0.36935,0.17198,1291.19983,3101.137,4.94981,2.60361,3.40488,0.32718
1450.5432,7.6538,5.40193,317.37,-564.246,0.3102,6.0103,0.18358,0.31004,-564.0483,-0.02199,0.36956,0.30701,33.6,2.42316,8.5,0.35773,99.79298,0.15389,5.26868,0.27128,0.74476,0.24536,0.07746,0.27142,111.8225,3661.00015,0.23072,5.59816,8.47801,5.4817,0.31015,0.27138,0.32133,0.35762,0.09277,116.926,12.24937,0.26847,564.246,104.1263,0.30701,0.10094,2.89817,0.09617,3.13718,0.74558,0.27427,104.1238,0.27434,0.13748,0.16774,33.30115,0.14814,0.31015,3675.57227,0.88552,0.35461,564.0483,0.3102,0.32133,0.35777,0.16774,1303.83185,3054.323,4.96455,2.46555,3.42864,0.31004
1450.6956,7.76657,5.33037,317.37,-562.373,0.31804,5.883,0.18248,0.33119,-560.0999,0.07605,0.36587,0.32524,33.6,2.42315,8.5,0.36497,101.18635,0.15275,5.18452,0.29029,0.76098,0.24434,0.07741,0.27805,119.5586,3668.66613,0.23073,5.52485,8.57605,5.4072,0.31799,0.278,0.31825,0.37803,0.09263,113.7464,11.93577,0.28475,562.373,108.8475,0.32524,0.09854,2.90651,0.09526,3.18342,0.72113,0.2791,109.1353,0.26977,0.13748,0.16775,33.32507,0.17267,0.31799,3652.79912,0.91083,0.37215,560.0999,0.31804,0.31825,0.36502,0.16775,1277.57236,3012.265,4.93331,2.48157,3.42334,0.33119
1450.848,7.90084,5.2182,317.37,-562.9141,0.31163,5.74993,0.16412,0.30462,-562.3561,-0.05728,0.3739,0.3191,33.6,2.42274,8.5,0.35896,101.63846,0.13373,5.06977,0.26613,0.70419,0.22738,0.07736,0.27263,108.9795,3644.33281,0.23095,5.40994,8.44272,5.29215,0.31148,0.27251,0.32496,0.35213,0.09338,114.1754,12.18002,0.27959,562.9141,112.7908,0.3191,0.10869,2.8994,0.09569,3.23896,0.72443,0.28064,112.3975,0.27972,0.13773,0.16799,33.33383,0.18635,0.31148,3629.20092,0.84746,0.36653,562.3561,0.31163,0.32496,0.3591,0.16799,1248.4686,2998.865,4.83898,2.32869,3.35717,0.30462
1451.0004,8.02699,5.02541,317.37,-562.7635,0.3237,5.48838,0.15894,0.31546,-564.4295,-0.18277,0.36049,0.29907,33.6,2.43015,8.5,0.37008,101.82225,0.12835,4.90487,0.27517,0.59775,0.22258,0.07731,0.28282,114.4594,3611.49947,0.22694,5.20721,8.31723,5.09549,0.32355,0.2827,0.31374,0.36206,0.09531,113.4396,11.88474,0.26003,562.7635,112.6951,0.29907,0.11261,2.91736,0.09736,3.28136,0.71877,0.28126,117.1792,0.26309,0.13324,0.16365,33.34237,0.19528,0.32355,3618.13358,0.72983,0.34581,564.4295,0.3237,0.31374,0.37022,0.16365,1246.67192,2993.452,4.69455,2.19682,3.31722,0.31546
1451.1528,8.06569,5.06869,317.37,-559.5494,0.31822,5.53921,0.15682,0.30949,-559.1121,0.0486,0.36606,0.34782,33.6,2.43811,8.5,0.3652,101.50504,0.12616,4.96335,0.2701,0.65834,0.22063,0.07726,0.2782,119.8199,3674.999,0.22264,5.2518,8.5486,5.14262,0.31824,0.27821,0.31841,0.35652,0.09676,117.6403,12.28201,0.30583,559.5494,115.5512,0.34782,0.11104,2.91737,0.09964,3.28719,0.75108,0.28019,110.4796,0.27,0.12842,0.159,33.3495,0.18936,0.31824,3639.49942,0.79262,0.39442,559.1121,0.31822,0.31841,0.36518,0.159,1243.58642,3002.807,4.73268,2.18497,3.35539,0.30949
1451.3052,8.00584,5.28201,317.37,-562.7774,0.33136,5.73952,0.1526,0.33662,-562.3561,0.17801,0.35942,0.36158,33.6,2.4379,8.5,0.377,99.71785,0.12179,5.17922,0.29417,0.75169,0.21673,0.07721,0.28927,119.267,3648.99985,0.22276,5.4591,8.67801,5.35336,0.3311,0.28906,0.31285,0.38241,0.09744,116.4482,11.79123,0.31754,562.7774,113.0944,0.36158,0.08782,2.93043,0.10211,3.26306,0.74191,0.27401,118.9072,0.26177,0.12855,0.15912,33.36443,0.16509,0.3311,3625.73437,0.89148,0.40698,562.3561,0.33136,0.31285,0.37723,0.15912,1248.77681,3056.625,4.9403,2.51778,3.53649,0.33662
1451.4576,7.89156,5.29147,317.37,-563.0844,0.3221,5.70688,0.16511,0.32453,-562.9191,0.26036,0.36533,0.34144,33.6,2.42772,8.5,0.36717,98.61789,0.13475,5.18063,0.28373,1.02011,0.22829,0.07716,0.28147,110.4439,3596.99929,0.22826,5.46345,8.76036,5.35226,0.32038,0.28002,0.31779,0.37115,0.0956,116.4164,11.88673,0.29966,563.0844,116.9608,0.34144,0.07567,2.91399,0.10226,3.22901,0.74166,0.27009,109.7858,0.26909,0.13472,0.16508,33.37783,0.13356,0.32038,3602.85781,1.2151,0.38798,562.9191,0.3221,0.31779,0.36875,0.16508,1235.38472,3090.717,4.97164,2.7626,3.60438,0.32453
1451.61,7.82896,5.0301,317.37,-559.8035,0.32642,5.36472,0.17384,0.33066,-559.0887,0.2486,0.34999,0.34291,33.6,2.41753,8.5,0.37171,97.68297,0.1438,4.92249,0.28906,0.90771,0.23636,0.07711,0.28512,117.541,3596.99929,0.23377,5.19197,8.74859,5.0833,0.32532,0.28419,0.30496,0.3769,0.09291,116.1425,11.49799,0.30059,559.8035,116.5038,0.34291,0.07954,2.91122,0.1006,3.21591,0.73956,0.2667,121.8576,0.25007,0.14089,0.17104,33.38869,0.11814,0.32532,3576.86765,1.09141,0.38907,559.0887,0.32642,0.30496,0.37272,0.17104,1203.39126,3120.298,4.7648,3.0367,3.56165,0.33066
1451.7624,7.8985,5.06796,317.37,-564.7175,0.30636,5.39961,0.16048,0.30371,-561.3736,0.2486,0.36691,0.32066,33.6,2.42157,8.5,0.35331,95.24247,0.12996,4.94869,0.26572,0.71179,0.22401,0.07706,0.26818,119.5594,3555.3332,0.23158,5.22612,8.74859,5.11815,0.30538,0.26734,0.31912,0.35158,0.09075,121.1172,12.37128,0.28156,564.7175,122.9976,0.32066,0.09535,2.89283,0.09936,3.23946,0.77782,0.25752,117.2109,0.27106,0.13844,0.16867,33.40295,0.13346,0.30538,3561.33335,0.87773,0.36849,561.3736,0.30636,0.31912,0.35422,0.16867,1214.08002,3200.253,4.80105,2.73686,3.57823,0.30371
1451.9148,8.01472,5.18859,317.37,-565.2578,0.32063,5.59516,0.1662,0.33231,-564.0071,0.20154,0.39809,0.34693,33.6,2.42762,8.5,0.36797,94.23654,0.13589,5.06437,0.29111,0.72642,0.2293,0.07701,0.28024,125.14,3562.99919,0.22831,5.35186,8.70154,5.2406,0.32125,0.28076,0.34519,0.37895,0.09171,120.3401,11.93875,0.30472,565.2578,124.2984,0.34693,0.10089,2.91241,0.09918,3.27952,0.77185,0.25359,129.2784,0.30971,0.13478,0.16514,33.42403,0.15488,0.32125,3575.5705,0.88009,0.39332,564.0071,0.32063,0.34519,0.3674,0.16514,1211.11749,3234.415,4.8668,2.71517,3.51705,0.33231
1452.0672,8.06704,5.18839,317.37,-565.6961,0.34117,5.64565,0.16611,0.33344,-567.5903,0.29565,0.41934,0.31836,33.6,2.42695,8.5,0.38676,95.5281,0.13579,5.05708,0.29033,0.76947,0.22922,0.07696,0.29752,117.6561,3575.66717,0.22867,5.35411,8.79565,5.24704,0.34184,0.29808,0.36296,0.37855,0.09336,120.5964,11.21561,0.2763,565.6961,127.7469,0.31836,0.097,2.93249,0.09945,3.30177,0.77382,0.25862,126.4525,0.33605,0.13518,0.16552,33.43254,0.1608,0.34184,3566.20047,0.9307,0.36364,567.5903,0.34117,0.36296,0.38616,0.16552,1208.29704,3190.685,4.83676,2.49991,3.41704,0.33344
1452.2196,7.98347,4.91805,317.37,-569.8528,0.36765,5.33828,0.18359,0.36544,-567.124,0.35055,0.40679,0.38079,33.6,2.40758,8.5,0.40993,95.54703,0.15391,4.79579,0.31763,0.70517,0.24538,0.07692,0.31969,119.5461,3534.50016,0.23915,5.07252,8.85056,4.96965,0.36757,0.31962,0.35247,0.40785,0.09366,116.3101,10.07287,0.33197,569.8528,124.8715,0.38079,0.10183,2.94436,0.1006,3.29196,0.74085,0.25869,127.0945,0.32049,0.14692,0.17686,33.43945,0.14012,0.36757,3555.64344,0.84388,0.4228,567.124,0.36765,0.35247,0.41001,0.17686,1205.05035,3190.052,4.58875,2.49504,3.26508,0.36544
1452.372,7.85829,4.97729,317.37,-567.5479,0.35868,5.43596,0.18665,0.3662,-567.9694,0.09566,0.3898,0.38564,33.6,2.39299,8.5,0.40165,98.07016,0.15707,4.86144,0.31921,0.79136,0.2482,0.07687,0.3122,111.0037,3553.3324,0.24703,5.14055,8.59566,5.04188,0.35833,0.3119,0.33826,0.40931,0.09384,116.5196,10.01231,0.33745,567.5479,115.9404,0.38564,0.09372,2.92627,0.10139,3.25865,0.74246,0.26811,118.9072,0.29943,0.15577,0.18539,33.46566,0.12427,0.35833,3553.73256,0.95259,0.42828,567.9694,0.35868,0.33826,0.40197,0.18539,1190.76958,3107.979,4.62757,2.40901,3.27559,0.3662
1452.5244,7.75469,4.89324,317.37,-563.929,0.33719,5.33129,0.20554,0.33677,-567.425,0.27212,0.38939,0.3219,33.6,2.38769,8.5,0.38262,100.45397,0.17666,4.77606,0.29379,0.80606,0.26567,0.07682,0.29418,121.5833,3562.50011,0.2499,5.05914,8.77213,4.96293,0.33727,0.29424,0.33792,0.38213,0.09377,117.7074,10.51405,0.27997,563.929,110.3785,0.3219,0.09433,2.90115,0.10185,3.22231,0.7516,0.27658,103.4514,0.29893,0.15898,0.18849,33.48822,0.11701,0.33727,3555.07242,0.94759,0.36746,567.425,0.33719,0.33792,0.38254,0.18849,1188.88681,3034.226,4.57001,2.33576,3.23744,0.33677
1452.6768,7.67187,4.85948,317.37,-562.1879,0.33568,5.30026,0.18413,0.3289,-562.1219,0.34271,0.39355,0.32166,33.6,2.39006,8.5,0.38181,100.63588,0.15447,4.73452,0.2866,0.59955,0.24587,0.07677,0.29291,119.8545,3555.3332,0.24862,5.0179,8.84271,4.92073,0.33638,0.2935,0.34139,0.37448,0.09533,122.8296,10.60811,0.27983,562.1879,111.4322,0.32166,0.10308,2.90127,0.10398,3.18496,0.791,0.27721,107.7925,0.30408,0.15754,0.1871,33.50156,0.10801,0.33638,3565.93294,0.72945,0.36729,562.1219,0.33568,0.34139,0.38117,0.1871,1192.11012,3028.741,4.52285,2.26262,3.1972,0.3289
1452.8292,7.6007,5.16951,317.37,-562.4165,0.34172,5.69388,0.18171,0.35895,-560.2793,0.3584,0.37856,0.36759,33.6,2.3901,8.5,0.38732,101.02093,0.15195,5.02961,0.31406,0.65031,0.24363,0.07672,0.29799,126.8273,3595.00074,0.2486,5.34281,8.8584,5.24214,0.34244,0.29859,0.32885,0.40357,0.09623,122.5618,10.42439,0.32209,562.4165,117.5907,0.36759,0.10427,2.90752,0.10506,3.15537,0.78894,0.27854,122.7739,0.28549,0.15752,0.18708,33.5022,0.09238,0.34244,3598.33241,0.80134,0.41197,560.2793,0.34172,0.32885,0.38666,0.18708,1203.41509,3017.196,4.77646,2.57361,3.32589,0.35895
1452.9816,7.58517,5.10107,317.37,-564.9493,0.32557,5.6594,0.17285,0.31726,-564.6426,0.33487,0.35696,0.31684,33.6,2.39084,8.5,0.37048,100.64786,0.14277,4.96011,0.27668,0.84347,0.23544,0.07667,0.2844,120.8584,3617.00054,0.2482,5.283,8.83487,5.181,0.32398,0.28306,0.31079,0.36371,0.0963,120.706,10.95488,0.27642,564.9493,122.0689,0.31684,0.10927,2.89114,0.10509,3.14802,0.77466,0.27725,121.9609,0.25872,0.15707,0.18664,33.50882,0.09703,0.32398,3624.21466,1.0448,0.3634,564.6426,0.32557,0.31079,0.37193,0.18664,1226.75947,3028.38,4.69703,3.2007,3.24773,0.31726
1453.134,7.63721,4.98655,317.37,-564.0933,0.30796,5.50214,0.17314,0.29307,-564.6033,0.31918,0.32988,0.31586,33.6,2.39467,8.5,0.3538,100.36479,0.14307,4.84781,0.25574,0.62954,0.23571,0.07662,0.26953,114.8214,3619.99949,0.24612,5.16345,8.81918,5.06255,0.30591,0.26779,0.28765,0.34087,0.09623,119.9698,11.69444,0.27704,564.0933,120.7281,0.31586,0.11789,2.87455,0.1049,3.16491,0.769,0.27627,121.8308,0.22621,0.15474,0.1844,33.51609,0.1326,0.30591,3630.13388,0.81324,0.36369,564.6033,0.30796,0.28765,0.3557,0.1844,1243.5835,3036.922,4.61153,2.8581,3.20781,0.29307
1453.2864,7.74851,5.15429,317.37,-562.1149,0.29306,5.7347,0.18179,0.30464,-562.2154,0.34271,0.34106,0.29344,33.6,2.40676,8.5,0.33983,100.02219,0.15204,4.99507,0.26765,0.55619,0.24371,0.07657,0.2569,124.7192,3672.00005,0.23959,5.34403,8.84271,5.23135,0.29093,0.25508,0.29749,0.35338,0.09609,115.1073,12.62529,0.25741,562.1149,120.2941,0.29344,0.1375,2.8666,0.10444,3.19608,0.73159,0.27508,118.3824,0.239,0.14742,0.17733,33.52283,0.18378,0.29093,3647.14293,0.68972,0.34234,562.2154,0.29306,0.29749,0.34182,0.17733,1244.22645,3047.323,4.7342,2.25773,3.27399,0.30464
1453.4388,7.84344,5.29425,317.37,-564.7656,0.29622,5.89516,0.18502,0.29456,-565.1385,0.33487,0.33922,0.31044,33.6,2.41102,8.5,0.34534,101.22996,0.15539,5.12843,0.25804,0.54358,0.2467,0.07652,0.25958,105.9244,3641.9993,0.23729,5.49536,8.83487,5.37683,0.29682,0.26009,0.29596,0.34312,0.09567,111.8143,12.57456,0.27274,564.7656,123.197,0.31044,0.12692,2.87353,0.10375,3.22993,0.70626,0.27925,120.3137,0.23673,0.14484,0.17484,33.5383,0.20596,0.29682,3646.40106,0.66918,0.35891,565.1385,0.29622,0.29596,0.34478,0.17484,1254.27519,3010.967,4.86975,2.1394,3.35245,0.29456
1453.5912,7.90902,5.03669,317.37,-561.9192,0.29433,5.60044,0.17059,0.29886,-561.9814,0.40153,0.36019,0.30776,33.6,2.4105,8.5,0.34446,101.71587,0.14043,4.87625,0.26218,0.74731,0.23336,0.07647,0.25797,105.8696,3669.99925,0.23757,5.24253,8.90154,5.11668,0.29587,0.25928,0.31349,0.34754,0.09361,110.962,12.65161,0.27032,561.9192,121.1387,0.30776,0.11535,2.87095,0.1026,3.25759,0.69971,0.2809,130.9249,0.26272,0.14515,0.17515,33.54802,0.20248,0.29587,3660.42914,0.91529,0.3563,561.9814,0.29433,0.31349,0.34301,0.17515,1269.49048,2996.582,4.65097,2.51656,3.21996,0.29886
1453.7436,7.92213,5.09088,317.37,-558.5964,0.31354,5.72192,0.16705,0.30317,-556.3115,0.34271,0.3579,0.3015,33.6,2.40424,8.5,0.3628,100.69946,0.13677,4.94003,0.26463,0.79535,0.23009,0.07642,0.27425,121.2439,3652.66648,0.24095,5.32884,8.84271,5.18318,0.31564,0.27602,0.31158,0.35056,0.0925,113.0445,11.67941,0.26291,558.5964,120.2731,0.3015,0.11008,2.88791,0.1014,3.27086,0.71573,0.27743,111.8059,0.25988,0.14894,0.17881,33.55966,0.19117,0.31564,3640.20083,0.99436,0.34876,556.3115,0.31354,0.31158,0.36087,0.17881,1272.1212,3026.829,4.69025,2.80221,3.24694,0.30317
1453.896,7.89315,5.07659,317.37,-559.1506,0.31441,5.66761,0.19067,0.3297,-559.042,0.25644,0.39282,0.30856,33.6,2.40062,8.5,0.36244,100.79443,0.16124,4.93719,0.28923,0.59969,0.25192,0.07637,0.27498,112.7337,3662.33327,0.24291,5.31262,8.75644,5.16752,0.31524,0.27568,0.34078,0.37682,0.09212,114.7312,11.56641,0.26949,559.1506,115.7376,0.30856,0.11939,2.88619,0.09976,3.26345,0.7287,0.27776,118.0973,0.30317,0.15114,0.18092,33.54119,0.18791,0.31524,3649.40001,0.74885,0.35581,559.042,0.31441,0.34078,0.36167,0.18092,1255.35944,3023.976,4.70497,2.48244,3.26563,0.3297
1454.0484,7.88929,5.03471,317.37,-559.3203,0.33733,5.66434,0.18554,0.33265,-562.2858,0.36624,0.42413,0.30967,33.6,2.40434,8.5,0.38206,101.64239,0.15592,4.8926,0.28995,0.57502,0.24718,0.07632,0.2943,111.2784,3605.00024,0.2409,5.28455,8.86624,5.12433,0.33666,0.29373,0.36698,0.37806,0.09196,116.9945,10.84665,0.26871,559.3203,115.6706,0.30967,0.13117,2.91306,0.09891,3.25718,0.74611,0.28066,118.1198,0.342,0.14888,0.17875,33.54256,0.19256,0.33666,3615.53254,0.7079,0.35541,562.2858,0.33733,0.36698,0.38267,0.17875,1244.22645,2998.749,4.64967,2.08927,3.22368,0.33265
1454.2008,7.88617,4.92398,317.37,-560.1301,0.37054,5.59003,0.17878,0.36979,-562.075,0.20154,0.41546,0.39122,33.6,2.40241,8.5,0.41178,102.15153,0.14891,4.78471,0.3214,0.5707,0.24092,0.07626,0.3221,125.7154,3614.99974,0.24194,5.17066,8.70154,5.01116,0.36965,0.32135,0.35972,0.41185,0.09193,119.5417,9.89929,0.34153,560.1301,115.2241,0.39122,0.1199,2.9436,0.09895,3.25831,0.76571,0.28237,110.1536,0.33124,0.15005,0.17988,33.58012,0.19144,0.36965,3594.78492,0.70366,0.43276,562.075,0.37054,0.35972,0.41258,0.17988,1232.89788,2983.803,4.51148,2.292,3.14381,0.36979
1454.3532,7.9084,4.99075,317.37,-560.3269,0.36629,5.69612,0.17194,0.35275,-558.0632,0.28389,0.42131,0.35173,33.6,2.40358,8.5,0.40734,101.38791,0.14183,4.84189,0.30595,0.73517,0.23461,0.07621,0.31856,123.6638,3648.99985,0.24131,5.24927,8.78389,5.07696,0.36467,0.3172,0.36462,0.39557,0.09162,123.6491,10.02454,0.30516,560.3269,120.0192,0.35173,0.11899,2.94049,0.09837,3.26603,0.7973,0.27979,119.3175,0.3385,0.14935,0.1792,33.59821,0.20201,0.36467,3648.66713,0.90536,0.3947,558.0632,0.36629,0.36462,0.40879,0.1792,1221.72015,3006.276,4.55677,2.38541,3.18936,0.35275
1454.5056,7.91913,4.98571,317.37,-560.1786,0.3751,5.69259,0.18463,0.37943,-556.856,0.1937,0.39772,0.39492,33.6,2.40177,8.5,0.41602,101.49682,0.15498,4.83774,0.32995,0.56744,0.24633,0.07616,0.3259,121.5301,3647.66673,0.24229,5.24268,8.6937,5.07124,0.3744,0.32532,0.34488,0.42086,0.09226,123.1563,9.78017,0.34451,560.1786,124.7827,0.39492,0.13353,2.94729,0.09886,3.27275,0.79351,0.28016,130.2377,0.30925,0.15044,0.18025,33.59756,0.21829,0.3744,3656.26567,0.7038,0.43594,556.856,0.3751,0.34488,0.41664,0.18025,1239.05967,3003.05,4.54973,2.21166,3.18549,0.37943
1454.658,7.9542,4.95368,317.37,-559.9333,0.34898,5.68352,0.18918,0.37122,-562.075,0.27212,0.40092,0.36582,33.6,2.4024,8.5,0.39311,101.14684,0.1597,4.80018,0.32485,0.48361,0.25054,0.07611,0.30407,126.3747,3667.49938,0.24194,5.21253,8.77213,5.03537,0.34884,0.30396,0.34756,0.415,0.09213,121.092,10.45832,0.31981,559.9333,123.9602,0.36582,0.15354,2.92329,0.09914,3.28643,0.77763,0.27897,125.8996,0.31322,0.15006,0.17988,33.60177,0.22827,0.34884,3663.00095,0.59529,0.40974,562.075,0.34898,0.34756,0.39323,0.17988,1246.54895,3013.44,4.50026,1.88249,3.17192,0.37122
1454.8104,7.97427,5.07005,317.37,-556.9844,0.33755,5.87446,0.17689,0.32997,-557.0953,0.20938,0.37204,0.33925,33.6,2.40107,8.5,0.38046,101.51044,0.14696,4.92087,0.28743,0.51992,0.23918,0.07606,0.29448,115.0469,3665.9999,0.24266,5.35045,8.70938,5.16582,0.3349,0.29225,0.32341,0.3754,0.09232,120.8335,10.77087,0.29631,556.9844,119.9716,0.33925,0.15095,2.91099,0.09958,3.29642,0.77564,0.28021,115.2977,0.27742,0.15086,0.18066,33.60763,0.21307,0.3349,3662.73343,0.64608,0.38474,557.0953,0.33755,0.32341,0.38287,0.18066,1246.67192,3002.647,4.58346,2.07648,3.25626,0.32997
1454.9628,7.96356,5.05053,317.37,-558.0408,0.31358,5.82442,0.14964,0.31748,-557.5229,0.2486,0.34788,0.32897,33.6,2.40823,8.5,0.35872,101.11158,0.11871,4.89334,0.27791,0.62431,0.21399,0.07601,0.27428,121.7518,3659.33432,0.2388,5.31609,8.74859,5.13967,0.31122,0.27228,0.30319,0.36477,0.09298,119.3301,11.76412,0.28881,558.0408,121.8583,0.32897,0.13673,2.89089,0.09939,3.28293,0.76408,0.27885,120.0151,0.24745,0.14653,0.17648,33.60561,0.18869,0.31122,3669.5339,0.80402,0.37632,557.5229,0.31358,0.30319,0.36091,0.17648,1243.89463,3014.492,4.5707,2.59652,3.2279,0.31748
1455.1152,7.85732,5.08295,317.37,-559.4293,0.29566,5.89637,0.16331,0.28854,-559.0674,0.29565,0.35938,0.28659,33.6,2.40902,8.5,0.34272,101.11959,0.13289,4.91514,0.25251,0.63105,0.22663,0.07596,0.2591,121.0092,3666.66758,0.23837,5.36377,8.79565,5.18039,0.29401,0.2577,0.31281,0.33714,0.09215,122.2509,12.55166,0.25083,559.4293,123.8165,0.28659,0.11986,2.87135,0.09859,3.23814,0.78655,0.27888,130.6155,0.26171,0.14605,0.17601,33.63558,0.15553,0.29401,3663.00095,0.8163,0.3353,559.0674,0.29566,0.31281,0.34425,0.17601,1234.13028,3014.253,4.58903,3.33611,3.25368,0.28854
1455.2676,7.74689,5.14675,317.37,-559.0119,0.31273,5.98633,0.17696,0.30425,-559.0824,0.18585,0.37162,0.28744,33.6,2.40766,8.5,0.36094,101.20064,0.14703,4.96972,0.26569,0.76448,0.23924,0.07591,0.27357,123.4468,3528.50001,0.2391,5.41793,8.68585,5.24916,0.31362,0.27431,0.32305,0.35169,0.09138,116.2277,11.78447,0.25009,559.0119,120.7304,0.28744,0.10949,2.88954,0.09809,3.1943,0.74021,0.27915,119.8499,0.27689,0.14687,0.17681,33.64504,0.13188,0.31362,3559.57085,0.97113,0.33488,559.0824,0.31273,0.32305,0.36012,0.17681,1218.93837,3011.838,4.62494,3.56873,3.27031,0.30425
1455.42,7.67812,4.94394,317.37,-560.2233,0.32682,5.68976,0.19486,0.32618,-560.6133,0.28389,0.3893,0.3448,33.6,2.40502,8.5,0.37393,101.63361,0.16558,4.77215,0.28486,0.8037,0.25579,0.07586,0.28545,105.7001,3589.00059,0.24053,5.1908,8.78389,5.03676,0.32775,0.28623,0.33784,0.37245,0.08863,117.5409,11.20557,0.30214,560.2233,120.9056,0.3448,0.0954,2.90271,0.09777,3.16917,0.75031,0.28063,112.4169,0.29881,0.14847,0.17835,33.63254,0.11989,0.32775,3576.19997,1.00565,0.39074,560.6133,0.32682,0.33784,0.37308,0.17835,1205.2783,2999.008,4.47431,3.10043,3.13247,0.32618
1455.5724,7.68303,4.91802,317.37,-560.6519,0.34568,5.72292,0.1895,0.35731,-560.2351,0.43683,0.38501,0.37263,33.6,2.40938,8.5,0.39019,102.46093,0.16003,4.75088,0.31215,0.80576,0.25083,0.07581,0.30131,125.7276,3575.50081,0.23817,5.17531,8.93683,5.02617,0.34562,0.30125,0.33426,0.40165,0.08823,114.3638,10.69575,0.32651,560.6519,114.0313,0.37263,0.09115,2.92486,0.09716,3.16587,0.72588,0.28341,129.2779,0.2935,0.14583,0.1758,33.63948,0.125,0.34562,3591.06658,0.9446,0.41665,560.2351,0.34568,0.33426,0.39025,0.1758,1194.00616,2974.793,4.41864,2.76223,3.12651,0.35731
1455.7248,7.69548,5.00705,317.37,-561.4569,0.33612,5.74298,0.16358,0.33327,-559.3689,0.46036,0.37592,0.33262,33.6,2.40978,8.5,0.38117,102.2166,0.13316,4.83386,0.29063,0.81018,0.22687,0.07576,0.29328,112.6417,3541.33435,0.23796,5.24419,8.96036,5.10437,0.33568,0.29291,0.32665,0.37876,0.08792,120.9914,10.99761,0.29006,561.4569,115.4037,0.33262,0.09352,2.91564,0.09623,3.17051,0.77686,0.28259,98.78748,0.28222,0.14559,0.17557,33.65141,0.13739,0.33568,3567.53358,0.96291,0.37815,559.3689,0.33612,0.32665,0.38157,0.17557,1197.12403,2981.903,4.53334,2.50335,3.16137,0.33327
